-0.148246-1.83586e-14j -0.0372463-6.8484e-05j -0.040082-0.000483622j 0.0938809-0.00170195j -0.0302766-0.00049188j -0.0243453-0.00111041j 0.0965064-0.00242149j -0.0330263+0.00133691j -0.0141287-0.000928684j -0.12185+0.002493j -0.0792675+0.00102544j -0.0272952+0.00305745j 0.304826-0.00223887j -0.244753-0.00421331j 0.658957-0.00617106j -0.150661+0.00383784j 0.0155827+0.00631408j 0.0185091+0.00485603j -0.0684328+0.00266413j -0.0201143-0.00536863j 0.0392321+0.00171285j 0.0542559-0.00382828j 0.0343121-0.00286303j 0.000826875+0.000941319j 0.03941-0.00368502j 0.00719218+0.00834022j 0.0291217-0.000901042j -0.0327503-0.00131712j 0.0449211+0.000399866j 0.0178524-0.00305885j -0.0334085+0.00227723j 0.047774-0.00155532j 0.00245736-0.00838346j -0.110484+0.00175621j -0.0671431-0.00266272j 0.11907-0.00237762j -0.0486621-0.0240866j 0.0267126+0.000554115j -0.0369643+0.00383946j -0.00900922-0.00737132j -0.0242258+0.000410128j -0.037351+0.00269813j -0.0146071-0.0019356j -0.00140455+0.00884234j -0.00717228+0.000132247j -0.00338854-0.000268753j -0.028607+0.00308563j 0.0180452+0.00411464j -0.00979617+0.0060818j 0.0171636-0.00287777j -0.00696098-0.00160087j 0.00242515+0.00434752j -0.00432069+0.00557917j 0.0172618+0.0016779j -0.00347835-0.00152426j -0.00761337-0.0065042j 0.0150769-0.00481686j -0.00593872-0.00220514j 0.00641454+0.00432504j -0.00483663-0.00170062j -0.000966739-0.00115819j 0.00771297+0.00574384j 0.0153048-0.00187619j -0.0105664-0.00496016j -0.00215528+0.00161925j 0.00626724-0.000296038j 0.00879958-0.0010064j -0.0144798-0.00466357j 0.00660549+0.00688801j -0.0150262+0.00262976j -6.40289e-05-0.00471705j 0.0143455+0.00164947j 0.00146958+0.00179629j 0.00583042+0.00602441j -0.000607578+0.000119214j -0.000465318+0.00651871j 0.0114298+0.0110729j 0.0139543+0.00679387j 0.00184516-0.0105733j -0.0149566-0.00934829j 0.0282631+0.00430406j 0.023583-0.0113815j 0.0194487+0.00419574j 0.0232296+0.004833j -0.0157743+0.00735135j -0.00250627-0.0270826j -0.00749991-0.00749807j -0.00695144-0.0075798j -0.00919997-0.0426323j -0.0599484+0.0774436j -0.0128761-0.142693j 0.0115754+0.0140287j 0.00363174+0.0555225j -0.0179643-0.0747738j -0.122636-0.0327492j 
0.00583042-0.00602441j 0.00927541-0.00406025j 0.00802441-0.0140575j 0.0196952-0.00589271j 0.039926-0.00990687j 0.0192855+0.00181733j -0.0365106-0.00798288j 0.00736226+0.0129076j -0.00567096+0.00497342j -0.00705691+0.0012234j 0.000861288-0.00562469j 0.00834389+0.00753743j -0.000134753-0.000136311j -0.00430221-0.00771243j -0.00219391-0.00373375j 0.00735257+0.00187272j -0.00925795-0.00678786j -0.0158783-0.0238447j -0.0128911-0.0231333j -0.0109785-0.0350845j -0.0176846-0.0192534j 0.0370568+0.0895472j 0.0350767+0.0221428j -0.0201159-0.0433248j 0.0148551-0.00369995j -0.0118194+0.0239601j 0.0228234-0.00163224j -0.00213278+0.00225051j -0.0072424+0.0043031j 0.00132455-0.0107756j -0.00293796+0.00649523j 0.00768605-0.00617813j 0.0062833+0.00770429j -0.00628242-0.0111167j -0.0139075-0.00530098j 0.012379+0.00177539j -0.00613103+0.00207389j 0.000178158-0.00924255j -0.00340358-0.0056824j 0.00220668-0.00407239j -0.00166109+0.00161286j -0.00149683-0.00696632j -0.000499057+0.00759985j 0.0127665+0.00186589j -0.0124841-0.0145851j 0.00213972+0.000836165j 0.000922517-0.0119346j 0.00837824+0.0162315j 0.0225264-0.00407322j -0.0555111-0.165016j -0.0866096-0.137016j 0.10933+0.147339j -0.0776445-0.0709882j -0.123674-0.23863j -0.147446+0.142586j -0.00520488-0.00504012j -0.0273983+0.0366178j 0.210566-0.220777j 0.265352-0.0594952j 0.0106211-0.0825802j -0.0709848+0.0532165j -0.0667906-0.0613373j 0.0517382+0.0237898j 0.112588+0.124647j -0.0657515+0.0433628j 0.00387459-0.0440689j 0.0423772-0.00614102j 0.0533371+0.0165226j 0.0305508-0.00360066j 0.00238913+0.00790598j -0.00411126+0.00363612j -0.0346058+0.00500667j 0.0275538+0.00684059j 0.0108449+1.03112e-14j 0.0115029-0.0021568j -0.00862798+0.0041826j -0.00771719+0.0111556j -0.0127762+0.00355119j -0.004979-0.000188476j 0.000732325+0.00153414j 0.00051382-0.0073774j -0.0013899+0.00487461j -0.00266309+0.00431716j 0.00153101+0.00230158j -0.00583513-0.00181805j -0.0132354-0.00163283j 0.000849158+0.00298214j 0.00353152+0.000517251j 0.00405942-0.00420873j -0.00193551+0.000149598j -0.00761653+0.00124495j 0.000612892+0.00371281j -0.00467066-0.00458607j -0.000347585-0.000216041j 0.00556971+0.00333071j 
-0.000607578-0.000119214j -0.000589133+0.00329261j -0.00525867+0.00666725j -0.0203485+0.01049j 0.031608-0.0232686j -0.00146426-0.0144052j 0.0251631+0.030809j -0.00630033+0.00930655j -0.00424838+0.0191629j -0.000835136-0.00409016j 0.00378437-0.0074954j -0.000412373+0.00665046j -0.00194147-5.15843e-05j 0.000864027-0.00737468j -0.00232547-0.0012952j 0.00360734+0.00124741j -0.00297889-0.00177306j -0.000909417-0.00225828j 0.00018497+0.00855861j 0.000743866+0.0399671j -0.0198879+0.00150115j 0.0163999-0.0395548j 0.0412837-0.00679873j -0.00144258-0.021869j -0.0211788+0.0284029j -0.00548595-0.0139213j 0.0779159-0.0668597j 0.0117154+0.00107949j -0.0166016+0.00947087j 0.0107878-0.0119312j -0.0100104+0.0111297j 0.0055568+0.00229825j -0.00493378-0.00216987j 0.00191323+0.00280089j -0.00103367+0.0146512j 0.00929147-0.0030207j -0.000992033+0.00994416j -0.00479777+0.00309758j -0.00319871-0.00101807j 7.43003e-05+0.0038413j -0.000469722-0.00350558j -0.00134088+0.0045871j 0.0112238-0.011816j 0.00198033-0.000540325j -0.0173447-0.0193113j -0.0145147+0.00323596j -0.00622141+0.000255084j -0.00649163-0.0210022j -0.032095-0.146524j 0.0101988-0.0339262j 0.045548+0.150551j -0.00235274-0.0207527j -0.0251409-0.0329214j 0.151716+0.114847j -0.187067+0.0209803j -0.0790772+0.0915868j 0.126122-0.0674521j 0.0704644-0.138939j -0.175523+0.268784j 0.0568568-0.118214j -0.038027-0.0518047j 0.0366453-0.0974091j 0.0790891-0.0677331j 0.234786+0.148252j -0.0955161-0.0981593j -0.148824-0.0919382j -0.0515883-0.0105689j -0.0240507-0.0348324j 0.056297+0.00838537j 0.016106-0.00252698j -0.0268082-0.00638962j -0.0126968+0.0121875j -0.0259453-0.00368882j 0.0115029+0.0021568j -0.0539081-9.60343e-15j 0.0027868-0.00409723j 0.00155137-0.00964656j -0.0112485-0.00307097j 0.0138778+0.00206936j 0.00122139+0.00179485j -0.0127215+0.00561005j -0.0271369+0.00386914j 0.023908-0.00582517j -0.000669247+0.000429737j -0.00196886+0.00138057j 0.00937019+0.0040816j 0.0161467-0.00441871j 0.000738053-0.0068514j -0.00739304+0.00669304j -0.00471308+6.865e-05j -0.000481761+0.00428613j 0.00566816-0.00446854j 0.00384183-0.00158776j 0.000513023-0.00387159j 0.00237564+0.00103583j 
-0.000465318-0.00651871j -0.00806247+0.00628432j 0.00475316+0.00324413j -0.00878145+0.0147114j 0.00617911-0.032546j 0.0263963+0.00286991j -0.0163621-0.0164584j -0.00849994-0.00400622j -0.00509858+0.0270282j 0.000128848-0.0234835j 0.00196307-0.0103314j -0.00371704-0.00036144j 0.00415413+0.00149816j -0.00369261-0.00200062j 0.0020769+0.00278845j 0.000640954-0.00582439j 0.00425689-0.00232528j 0.00237818+0.0128838j 0.00812806+0.000984959j 0.0168355-0.0182805j -0.0376599+0.0103855j -0.00682231+0.0192213j -0.00830624-0.0457649j 0.0336529+0.0318365j -0.0100456+0.0322421j -0.0573329+0.0368582j 0.0326213-0.00794467j 0.00469364-0.00937791j -0.00307186-0.00558945j 0.000169271-0.00709435j -0.00556791+0.0148204j 0.00209855-0.00647198j 0.00951952+0.00600338j 0.00902225-0.00225437j 0.00497229-0.0122994j 0.00222705-0.00832897j 0.00469083-0.00577048j -0.00536575+0.00695888j -0.00247401+0.004796j 0.00111446+0.00278196j -0.00537981-0.00197725j 0.00190805+0.00116451j 0.00682622-0.00830999j -0.00745833-0.0247752j 0.00474908-0.0180759j -0.0110251+0.0593576j 0.000945248+0.0200999j -0.00410875+0.0207728j 0.0275834+0.218305j 0.0792268+0.15741j -0.105335-0.0920647j -0.110475-0.0201334j -0.0194255+0.00057366j -0.0212811-0.0636185j 0.262626-0.16451j 0.0980806-0.0239791j 0.00175304-0.109136j 0.185636-0.162343j -0.0388563+0.0371283j -0.0206772+0.125336j -0.113283+0.0490034j 0.172395+0.0332673j -0.114579-0.200554j 0.124186+0.0950684j -0.0923271-0.104804j -0.0459287-0.04492j -0.00568709-0.00240683j 0.0123719+0.0216163j 0.0363597-0.00997321j -0.00567792-0.00121407j 0.0288644+0.00377945j -0.0154264-0.00261674j -0.011635+0.0100448j -0.00862798-0.0041826j 0.0027868+0.00409723j -0.0119934+8.86097e-15j -0.0377777-0.00906649j -0.0287111-0.019275j 0.0120736+0.00983785j -0.00495894+0.0142908j 0.000625454+0.0128536j -0.00476841-0.0104919j -0.0126989+0.00436681j -0.00192251-0.0128511j 0.00291684-0.0031995j 0.00670084-0.00385202j -0.000329368+0.00234106j -0.00702586+0.00963385j 0.00429191-0.00146914j 0.001084+0.0047473j 0.00112895+0.00113937j 0.00325984+0.00170545j -0.000753025+0.00520915j -0.00207882+0.000846699j 0.00363474-0.000638131j 
0.0114298-0.0110729j 0.000885162-6.69249e-05j -0.0124686-0.01924j -0.0135051+0.0059414j 0.0287921+0.00843241j -0.00162726-0.0121617j 0.0143727-0.015722j 0.000964045-0.00574841j 0.00119192-0.00514019j 0.00388598-0.0257312j -0.000577111+0.000446943j -0.0055515+0.00491588j 0.00200553+0.00393095j -0.00133199-0.00718758j -4.99149e-06+0.000808237j 0.0111214+0.00348694j -0.000718199+0.000251442j -0.00789343-0.0208411j 0.00270286+0.0174159j 0.00640791+0.0385313j -0.0353168-0.0680331j 0.0280926+0.0088286j -0.00186789+0.0883978j -0.00984617+0.0170476j 0.0450551-0.0255586j -0.0366467+0.0157185j -0.00141355-0.0122439j -0.00290447+0.00160463j 0.0164169+0.0136199j -0.00921091+0.00162259j 0.00141397-0.00246203j 0.0124109-0.00740613j 0.00217285-0.0101749j 0.00102937-0.00356391j 0.00912145+0.00440113j 0.0102687+0.00147549j 0.00264891+0.00169854j -0.000590823-0.0142954j -0.00926344+0.00663614j -0.00419759-0.00568766j 0.00132248-0.00289298j -0.00987997+0.00961106j -0.00359431+0.00866046j 0.0181866-0.0282515j -0.0156176+0.0246397j 0.00656226+0.0717798j 0.0190091-0.0957526j -0.0104171+0.0350679j -0.155996-0.208832j -0.0631977-0.13567j -0.0702923+0.0214548j -0.055669-0.00177179j -0.0800664+0.0832387j -0.0974131+0.0312733j -0.0907232+0.0719609j -0.00171534-0.0384507j 0.259795-0.139566j -0.0992093+0.0153823j 0.0372982-0.0918614j -0.144543+0.180172j -0.0150818+0.154543j 0.0792259-0.0415111j -0.232601-0.211409j -0.0137777-0.0475676j -0.00978553-0.0553024j 0.0231814+0.0519036j -0.00351752+0.0328187j -0.00999743+0.0162349j 0.00270747-0.00805785j 0.0327963+0.0151389j 0.00824431+0.0255845j 0.0174258-0.0113235j 0.00513855+0.00155927j -0.00771719-0.0111556j 0.00155137+0.00964656j -0.0377777+0.00906649j -0.0183243-3.92741e-15j -0.00394586-0.0229976j -0.0117574+0.00722381j -0.0185243+0.00820455j -0.00231442+0.0122571j 0.015542-0.0135347j -0.0217181+0.00553305j 0.00502173-0.00915557j -0.0018157-0.00235028j 0.00750082+0.00121458j -0.0147954+0.00644299j -0.00836248+0.00308414j 0.00828516+0.00114613j -0.00769022-0.000267579j 0.000108121+0.00217298j -0.00702381+0.000479175j -0.00414377+0.00722163j -0.00397668-0.00142533j 0.00291331+0.00171739j 
0.0139543-0.00679387j 0.00509204-0.00260054j 0.0045724-0.0131888j 0.00158296+0.00123346j -0.0214291+0.0381264j 0.0143718+0.00206256j -0.00334889+0.044741j -0.00845596-0.00433487j 0.000774894-0.0315044j 0.00619186-0.00651194j 0.00034508+0.00574385j -0.00620252+0.000695065j -0.00302479+0.00553808j 0.000861125-0.0122181j -0.00287612-0.00252827j 0.00408752-0.00630322j 0.00021971+0.00558046j -0.000447953+0.0195286j 0.00549375+0.01839j 0.0340955+0.00809404j 0.00175678-0.0187922j 0.000145065-0.0338726j 0.0329313-0.0278249j 0.00744266+0.0315061j 0.0940646-0.0411011j -0.00609703+0.00720529j 0.00111986-0.0153928j -0.0040189+0.00578303j 0.00907054-0.0108767j -0.000151793+0.00200849j 0.00295054-0.00141115j 0.0219001-0.018451j -0.00334654+0.0037189j 0.00851561-9.36865e-05j -0.0017005+0.00564154j 0.0127522-0.0130684j -0.00568643+0.0167169j 0.00557746-0.005652j -0.00622334+0.00920112j -0.00551576-4.56992e-05j 0.00374481-0.0112902j -0.00728112+0.0212736j -0.0100536-0.00761794j -0.0192146-0.048949j 0.0260736+0.0355749j 0.0292416+0.0740923j -0.0250298-0.0397715j 0.0371557+0.0550527j -0.0591163+0.127206j 0.108261+0.0647008j 0.0302147-0.0454246j -0.116713+0.0128447j -0.0759757+0.0685891j 0.0451211+0.00921809j -0.163629+0.086452j 0.20577-0.176732j -0.194029+0.0645956j 0.0641302+0.100643j -0.0807792+0.171385j -0.125144-0.0719029j 0.0645729+0.154562j -0.178597-0.280849j -0.129753+0.000818269j 0.0515115+0.00298966j -0.0129773+0.0432562j 0.024401+0.0673194j 0.0213271+0.0141485j -0.0187861-0.000201942j -3.80818e-05-0.00427136j 0.0509221+0.00864793j 0.00371939+0.0199283j -0.00662631-0.00354156j 0.00765767-0.00293621j -0.0127762-0.00355119j -0.0112485+0.00307097j -0.0287111+0.019275j -0.00394586+0.0229976j -0.0153526-1.88877e-14j 0.00705627-0.0020925j -0.0150356+0.0157217j 0.0035187+0.00518355j -0.012445-0.00418873j -0.00125955+0.00555039j -0.0238692-0.0040181j 0.00747154-0.00205738j 0.00217471-0.00225479j 0.00616839+0.00861581j 0.0127345-0.00491962j 0.00888243-0.00767218j 0.000960342-0.000510896j 0.00110013+0.00709202j -0.000305619+0.00830836j 0.013152+0.00495392j 0.00579439+0.000614062j 0.00223952-0.00040327j 
0.00184516+0.0105733j -0.0214704+0.00702745j -0.0343165+0.00818815j 0.0278363-0.00104559j 0.0221164-0.0135255j 0.000548703-0.0155497j -0.00694073+0.0397477j 0.0013994+0.00080015j 0.0050124+0.00900075j -0.00500938+0.00590197j -0.0018863+0.00180409j -0.00293655-0.0135993j 0.00580743+0.000307553j 0.000881538+0.0108499j 0.00515631+0.00517187j -0.00188349-0.00186474j 0.0146727+0.00760818j 0.018631+0.0405853j 0.0126706+0.0386794j 0.0143471+0.0141709j -0.0218702+0.0229385j -0.0833581-0.0732154j -0.0102928+0.049919j 0.00564236+0.0015331j -0.0287971-0.000884028j -0.0169724-0.000851142j -0.0189468+0.0137232j 0.00700555+0.00488674j -0.00609175+0.00408411j 0.00701918+0.004361j -0.00433155-0.00974018j -0.00636318+0.00736517j -0.00946088+0.00275109j 0.00975269+0.00973965j 0.0176702-0.0104369j -0.0129779-0.00318006j 0.00961828-0.0115564j -0.00298087+0.0115995j 0.00732512+0.0086761j 0.000770049+0.00991008j 0.000178913+0.00270066j 0.00806921+0.00730709j -0.00169806-0.017786j 0.00672769-0.0668484j 0.0794614+0.241969j 0.0255879-0.134698j -0.0517407-0.143557j 0.00392615+0.105873j -0.150708+0.0411575j 0.0899379-0.103693j 0.328699-0.139904j -0.129759+0.0593466j 0.0512199-0.0119984j -0.0650815-0.090902j -0.01705-0.016242j -0.0995069+0.077448j 0.00287785-0.110464j 0.132906+0.131233j 0.111891+0.162701j 0.0345122+0.0246054j -0.0463042-0.0868315j 0.0624442+0.0724735j -0.00360011+0.0141607j -0.0508668+0.0126372j -0.000640826-0.0369403j -0.000716515-0.00927646j -0.0313111+0.0083248j 0.00314257+0.0097055j -0.0178523-0.000837479j 0.00222991-0.00333441j 0.0097429-0.00510033j 0.00248861+0.00108094j -0.0131691+0.00227367j -0.004979+0.000188476j 0.0138778-0.00206936j 0.0120736-0.00983785j -0.0117574-0.00722381j 0.00705627+0.0020925j -0.00176879-2.50494e-15j -0.00657349+0.00502009j 0.00279031+0.00420109j 0.00507153-0.00228289j -0.00908144-0.000166841j 0.00121465-0.00548729j 0.00458095-0.000487398j 0.0129533-0.00478608j -0.00739909-0.00142774j -0.00897949+0.00181329j 0.00389703-0.000144636j 0.0023549+0.00185964j 0.00757894-0.00326256j -0.00304198-0.00189451j -0.000571056+0.00835427j -0.00172164+0.00255945j -0.00371642-0.00420046j 
-0.0149566+0.00934829j -0.0333317-0.00589862j 0.0111367-0.000120106j 0.00576206-0.00493411j -0.00991627+0.0359227j -0.012338+0.00121332j 0.00167853-0.00450844j -0.00512039+0.0353334j 0.00226728-0.0125695j -0.00287385-0.0108529j 0.00128401+0.00435964j -0.00667648+0.0134994j -0.000576457-0.00374735j 0.00755666+0.00548935j 0.00039084-0.0025979j -0.020198-0.0115152j 0.0110688-0.00691805j 0.0204464+0.00505617j -0.00375564-0.0402897j -0.0257465+0.0084149j 0.048727+0.144496j -0.0316044+0.00856953j -0.0400025+0.0375732j -0.0681747+0.0456383j 0.0287789-0.018601j -0.0172793+0.0162276j 0.00749867+0.00461354j 0.00854625+0.00197431j -0.0119566+0.0205495j 0.00422823-0.00377964j -0.00197998-0.00733109j -0.00257702+0.000464245j -0.00233908-0.00515847j -0.000979331-0.000536826j 0.00181587-0.00717258j -0.00397502+0.0162692j -0.0053848-0.0208451j 0.0113551+0.0167658j -0.00014258-0.00303668j -0.00755481-0.00216971j -0.0111309+0.00981271j -0.000650044-0.0147818j 0.0048392+0.00622644j 0.0508319-0.00825986j 0.0952034-0.0446052j -0.119372-0.312635j 0.0360501+0.0891179j -0.016606-0.106015j 0.0912217-0.0520914j -0.00517701-0.0139063j 0.167691-0.112295j 0.281949-0.136514j 0.054363+0.0351891j -0.0241775-0.00375423j -0.0250133-0.0147485j 0.121598-0.100587j 0.0331276-0.0531405j 0.0369424+0.0214826j -0.0744989-0.044072j -0.171691-0.144486j -0.0775491+0.0319105j 0.059358-0.0560935j -0.0663126-0.149702j 0.0102502+0.02342j -0.00758298-0.00182088j 0.00929411+0.0210025j 0.013511+0.00666694j 0.00222675+0.0102607j 0.00604139-0.00790915j 0.00273725+0.00372103j 0.0127467-0.00602882j 0.0137363-0.00637421j -0.00427239+0.0143125j 0.000732325-0.00153414j 0.00122139-0.00179485j -0.00495894-0.0142908j -0.0185243-0.00820455j -0.0150356-0.0157217j -0.00657349-0.00502009j -0.0146632-8.20524e-16j 0.00997547+0.006041j 0.00327919+0.00159115j -0.00813259+0.0014662j -0.00371098-0.00962071j 0.00209352-0.00229658j -0.00131269-0.00216074j 0.0015495-0.000430419j -0.0084337+0.00314455j 0.00345767+0.00568886j 0.00453123-0.00111546j -0.00721157-0.00237065j -0.00106171-0.00186183j -0.000569024+0.00239074j 0.0032147+0.00443637j 0.00351795+0.00547385j 
0.0282631-0.00430406j -0.00118504+0.0186368j -0.0235001+0.00144643j 0.00556473+0.00984533j 0.0161133+0.0130565j 0.00341511+0.0153279j 0.00498567-0.00599796j -0.00129055+0.04012j -0.00445438-0.00539182j -0.00329151-0.0111585j -0.00103992-0.0014218j 0.00561211+0.0210673j 0.00232225+0.00585803j -0.00327408+0.000474105j 0.0034471+0.00856175j 0.0121804-0.000888554j 0.00264763+0.000176537j 0.00515234-0.00203387j 0.000793064+0.0182083j -0.0292047-0.0883896j -0.0512675-0.0559318j 0.0348535-0.0717144j -0.011909-0.0145893j -0.0911737+0.027254j 0.00498198-0.00428277j 0.00232134+0.00391828j 0.0205334-0.0101798j 0.00404712+0.00365293j -0.0132978+0.00082763j 0.00577753-0.00169893j 0.00101588+0.000232837j -0.00763611-0.0100737j 0.00195661-0.011711j -0.0147999+0.00757897j -0.00237557+0.0123456j -0.0107379-0.00865955j 0.0105705-0.00723852j -0.00817918-0.000281559j -0.00615296+0.0205464j -0.00047182-0.00147688j -0.00413117-0.0137392j -0.0152533+0.00784941j 0.0220988-0.000926564j 0.0375355+0.161117j -0.00610461+0.206745j 0.123296+0.0930464j -0.0140173-0.0906856j 0.0552389+0.0731339j 0.0714375+0.0054945j -0.203438+0.0813958j 0.119575-0.0238039j -0.0152884-0.0474847j -0.272399+0.161445j -0.137391+0.0652274j 0.0529436+0.0185895j -0.0461641-0.0127569j -0.0988986-0.0515467j -0.0317823-0.0700695j -0.123387-0.157824j -0.0728343-0.235193j -0.0627518-0.0518572j 0.0410235+0.0322407j 0.0664225-0.053199j 0.0251299+0.0356672j 0.0205783+0.018575j -0.0111901-0.0203416j 0.00823683-0.0163134j 0.00251865-0.0253297j -0.000286357+0.00509346j -0.0156615-0.00338214j -0.0161504-0.0147341j 0.0118389+0.00432247j -0.0120345+0.00364948j 0.00051382+0.0073774j -0.0127215-0.00561005j 0.000625454-0.0128536j -0.00231442-0.0122571j 0.0035187-0.00518355j 0.00279031-0.00420109j 0.00997547-0.006041j -0.00436004+4.30211e-16j -0.000623341+0.00120518j 0.0149446-0.00158925j 0.00346332+0.00133048j -0.00714077-0.00171457j -0.00510515+0.00255726j 0.0100027-0.00589307j 0.00795626-0.00120718j -0.0077109+0.00710516j 0.00125628+0.000681323j 0.00334394+0.00113778j 0.00676652-0.00775777j 0.00129423-0.00821951j 0.000130123-0.0011303j -0.00311756-0.00206783j 
0.023583+0.0113815j -0.0211835+0.00208272j -0.000596773-0.00616059j 0.0149923+0.00999482j 0.0129475+0.00231397j -0.00704353+0.048304j 0.000758227-0.0306562j 0.000591402-0.021698j 0.000502801+0.00190368j -0.000279015-0.0145554j 1.25267e-05-0.0003128j -0.0014345+0.00176653j -0.000535559+0.00310612j 0.00722214-0.00473629j 0.000718758-0.00422619j 0.0083927-0.00167847j 0.0130187+0.000920818j -0.00079547+0.00495433j -0.00449462-0.0109269j -0.0573738-0.04658j -0.0222631+0.0755969j 0.0295702-0.0901981j 0.0130112-0.0104919j 0.0619051-0.0146153j 0.0138254-0.0206542j 0.0186572+0.00826115j 0.0176224-0.0115887j -0.0127284+0.00806856j 0.00798352-0.0160761j -0.00777916+0.0017628j 0.00482637-0.000551282j 0.000944679-0.00827848j 0.00476225-0.00850816j 0.00212512+0.00982248j -0.0096078+0.00805294j 0.0055187+0.00128727j -0.0162254+3.7087e-05j -0.00357876+0.00953154j 0.00697904+0.00498736j -0.00557844+0.0133755j 0.00305596-0.00830275j 0.00716627+0.0141101j 0.0124393-0.0305544j 0.0548501+0.0746548j 0.0723398+0.192107j 0.0339572-0.174278j -0.0572859-0.0439345j 0.0673224+0.0103853j 0.196404-0.0129999j 0.0227096-0.0050646j -0.0281655+0.0341666j -0.116903+0.052476j 0.189716-0.0736616j -0.287515+0.153213j -0.0567132-0.0672439j 0.0321872-0.0324871j 0.092774+0.205594j -0.0389318-0.162335j -0.0732015-0.0400001j 0.0617167+0.165141j 0.0445499+0.110406j -0.0778727-0.0563617j -0.0104311+0.0380146j 0.0764261+0.0156121j -0.0287246-0.00221821j -0.00526685-0.00525j 0.00529202+0.000273292j 0.00050153-0.00442238j 0.0112955-0.00683064j 0.0119956+0.00669511j -0.00166601+0.00334085j 0.00210022+0.00330858j 0.0147946-0.0101694j -0.0013899-0.00487461j -0.0271369-0.00386914j -0.00476841+0.0104919j 0.015542+0.0135347j -0.012445+0.00418873j 0.00507153+0.00228289j 0.00327919-0.00159115j -0.000623341-0.00120518j -0.00951932+1.59595e-15j 0.0175125+0.0032146j -0.0130355+0.00189757j 0.00134992+0.00282454j -0.00140324+0.00179495j 0.0103833+0.0014866j 0.00598089-0.0037064j 0.000471359+0.00141243j 0.00567819-0.00130226j -0.0025635+0.0032151j -0.000533374+0.00130017j 0.00801834+0.000950103j 0.00786845+0.00258763j 0.000596321+0.00186163j 
0.0194487-0.00419574j -0.000562356+0.00211907j -0.00430926-0.00841993j -0.0216328-0.0369515j -0.00277874-0.0510032j -0.000277638+0.00804701j 0.00180742+0.00205339j -0.00328011-0.00325059j 0.00252907-0.00473182j -0.00700973+0.00029842j -0.0036678+0.00366876j -0.00478149+0.0049433j 0.00783121-0.00521888j 0.00211742+0.00645497j 0.0100465-0.00191542j 0.00929166-0.004824j 0.00864511-0.000896403j -0.000266205-0.0545713j 0.0185313-0.0451131j -0.0200324-0.15099j -0.00198904-0.0300817j -0.0203472+0.0377961j -0.0734277+0.0137389j 0.0195332-0.0072606j 0.0151453-0.00885024j -0.0143134+0.0193233j -0.0139719+0.0103036j -0.00370937-0.00288395j -0.00579811+0.0156258j -0.00334086-0.00185666j 0.00824791-0.000274949j -0.00133772-0.00610925j 0.000312639-0.0146026j -0.00250409-0.0112959j 0.00517845-0.0054556j -0.00450041+0.0139471j -0.00122691-0.0234777j 0.00250549-0.00802167j 0.00515121+0.00848409j -0.00485848-0.0190471j 0.00110388+0.00549497j -0.00845272-0.0359491j 0.00926436+0.0508142j 0.0914839+0.301695j -0.0829649+0.0286562j 0.11716+0.0363703j 0.127893+0.051004j -0.0690134-0.0693331j 0.246374-0.138084j -0.0472018+0.0196212j 0.0813347-0.0001319j -0.160452+0.0437666j 0.0567907+0.0110272j 0.194843-0.172068j -0.0880629-0.127618j 0.012021-0.0683272j 0.0512773+0.0553628j 0.0468553+0.0905526j 0.0821628+0.163754j -0.0704747+0.0379324j -0.0274466+0.00916581j 0.0349919-0.00307236j -0.0476773-0.0358797j -0.0421422-0.0185806j 0.00339945-0.0168925j 0.0254268+0.015043j 0.00888116+0.00313177j -0.00285288+0.0187219j -0.0131969-0.00334591j -0.0136117-0.000351777j 0.011206+0.00723203j -0.00464644-0.0119464j -0.000487723+0.0113454j -0.00266309-0.00431716j 0.023908+0.00582517j -0.0126989-0.00436681j -0.0217181-0.00553305j -0.00125955-0.00555039j -0.00908144+0.000166841j -0.00813259-0.0014662j 0.0149446+0.00158925j 0.0175125-0.0032146j -0.018444+7.99708e-15j 0.00748355-0.00448679j -0.00406435-0.00102425j -0.00017849-0.00527756j -0.0147086+0.00301641j -0.00295774+0.00799641j 0.0161854+0.00595838j 0.00143414-0.00241621j -0.000742049-0.00472613j -0.0143867-0.00364929j -0.00757965+0.00347387j -0.00119035+0.00490391j -0.00176761+0.00193186j 
