-0.148246-1.83586e-14j -0.0372463-6.8484e-05j -0.040082-0.000483622j 0.0938809-0.00170195j -0.0302766-0.00049188j -0.0243453-0.00111041j 0.0965064-0.00242149j -0.0330263+0.00133691j -0.0141287-0.000928684j -0.12185+0.002493j -0.0792675+0.00102544j -0.0272952+0.00305745j 0.304826-0.00223887j -0.244753-0.00421331j 0.658957-0.00617106j -0.150661+0.00383784j 0.0155827+0.00631408j 0.0185091+0.00485603j -0.0684328+0.00266413j -0.0201143-0.00536863j 0.0392321+0.00171285j 0.0542559-0.00382828j 0.0343121-0.00286303j 0.000826875+0.000941319j 0.03941-0.00368502j 0.00719218+0.00834022j 0.0291217-0.000901042j -0.0327503-0.00131712j 0.0449211+0.000399866j 0.0178524-0.00305885j -0.0334085+0.00227723j 0.047774-0.00155532j 0.00245736-0.00838346j -0.110484+0.00175621j -0.0671431-0.00266272j 0.11907-0.00237762j -0.0486621-0.0240866j 0.0267126+0.000554115j -0.0369643+0.00383946j -0.00900922-0.00737132j -0.0242258+0.000410128j -0.037351+0.00269813j -0.0146071-0.0019356j -0.00140455+0.00884234j -0.00717228+0.000132247j -0.00338854-0.000268753j -0.028607+0.00308563j 0.0180452+0.00411464j -0.00979617+0.0060818j 0.0171636-0.00287777j -0.00696098-0.00160087j 0.00242515+0.00434752j -0.00432069+0.00557917j 0.0172618+0.0016779j -0.00347835-0.00152426j -0.00761337-0.0065042j 0.0150769-0.00481686j -0.00593872-0.00220514j 0.00641454+0.00432504j -0.00483663-0.00170062j -0.000966739-0.00115819j 0.00771297+0.00574384j 0.0153048-0.00187619j -0.0105664-0.00496016j -0.00215528+0.00161925j 0.00626724-0.000296038j 0.00879958-0.0010064j -0.0144798-0.00466357j 0.00660549+0.00688801j -0.0150262+0.00262976j -6.40289e-05-0.00471705j 0.0143455+0.00164947j 0.00146958+0.00179629j 0.00583042+0.00602441j -0.000607578+0.000119214j -0.000465318+0.00651871j 0.0114298+0.0110729j 0.0139543+0.00679387j 0.00184516-0.0105733j -0.0149566-0.00934829j 0.0282631+0.00430406j 0.023583-0.0113815j 0.0194487+0.00419574j 0.0232296+0.004833j -0.0157743+0.00735135j -0.00250627-0.0270826j -0.00749991-0.00749807j -0.00695144-0.0075798j -0.00919997-0.0426323j -0.0599484+0.0774436j -0.0128761-0.142693j 0.0115754+0.0140287j 0.00363174+0.0555225j -0.0179643-0.0747738j -0.122636-0.0327492j 
-0.0272952-0.00305745j -0.125821+0.000477753j -0.385332-0.00392256j -0.668797+0.001366j 0.183448+0.00112468j 0.175554+0.000251692j 0.311657+0.000590901j -0.213944-0.000113071j 0.112248-0.00190403j -0.05643-0.00195722j -0.0775134+0.000102277j -0.108829+5.79376e-15j -0.00312224+0.00133987j 0.118779+0.000342467j 0.0558696+0.000945306j -0.0163548+0.00501908j 0.0797276-0.000849301j 0.181605-0.0121198j 0.162867+0.00629134j 0.075142+0.00581016j -0.077869+0.00875604j -0.00890663-0.00140075j 0.0395885-0.00886398j 0.00892656-0.00486556j -0.0105116-0.00861922j 0.0139498-0.000469984j 0.0675737+0.0117312j 0.0109199+0.00869775j 0.0303225-0.00942407j 0.0207365+0.00734779j -0.020713-0.00591173j -0.0161366-0.00054692j -0.0117908+0.00277282j -0.0242983+0.00380966j 0.0199404+0.00200119j 0.0101578-0.00344658j 0.021644+0.0020054j 0.0155235+0.000261227j 0.00544901-0.000807509j -0.00639682+0.0055076j -0.0106816+0.0104596j 0.00620082-0.00692148j -0.0516041-0.0125211j 0.0202637-0.0183244j -0.00142872-0.0059932j 0.00615359-0.0246094j 0.0697501+0.00486777j 0.00787948+0.00131046j 0.000280282+0.035121j -0.0388853-0.00564525j -0.0116978-0.0159136j -0.0306933+0.0247384j -0.0121348-0.0102595j 0.0144211-0.0130357j -0.0215161+0.00966227j -0.0176448-0.0220815j 0.00340164+0.0115327j -0.0383301+0.0175842j -0.0149758+0.00273635j -0.00726579-0.00267289j -0.0169684+0.00872131j 0.00778868+0.0275608j -0.00914197-0.00184457j -0.00139022+0.00431307j -0.0124569-0.00727822j -0.0155991-0.0192086j -0.00521813-0.00697061j -0.00779398-0.0102616j 0.00979669+0.00329868j -0.0010301-0.00397596j -0.00365612-0.00279502j -0.00156894-0.0106131j -0.0047858-0.00201679j 0.00834389-0.00753743j -0.000412373-0.00665046j -0.00371704+0.00036144j -0.0055515-0.00491588j -0.00620252-0.000695065j -0.00293655+0.0135993j -0.00667648-0.0134994j 0.00561211-0.0210673j -0.0014345-0.00176653j -0.00478149-0.0049433j 0.00233166+0.0156487j -0.00449154+0.00400775j -0.00696189+0.00201488j -0.00207536-0.00135061j -0.00343632+0.00480555j 0.00772391+0.0122149j 0.00289853+0.012215j -0.0139251+0.00843832j -0.0111259-0.00667338j -0.00411139-0.0104578j -0.0139583-0.00355821j 0.00505058+0.00763972j 
0.304826+0.00223887j -0.0167832-0.00558656j 0.618619+0.00538096j -0.485003-0.000392837j -0.16544+0.0013568j -0.215608-0.00156131j 0.0956319+0.00205478j 0.0454357-0.00222531j -0.0646177+0.000566409j -0.116944+0.00133092j -0.0533647-7.79087e-05j -0.00312224-0.00133987j 0.135547-9.22091e-15j -0.0281829-6.54117e-05j 0.132009+0.000263703j 0.186625-0.0030982j 0.0366661-0.0120323j -0.21931+0.012603j 0.113008-0.0100031j -0.0194512+0.0170454j -0.00183674-0.00908792j -0.0148505-0.00586064j 0.0100854+0.00500088j 0.00742865+0.00257505j 0.0288624+0.011336j 0.00851841-0.00422967j -0.0054616-0.00196207j -0.0231061-0.00339252j 0.0135988+0.00271159j 0.0032706+0.00328969j -0.0106606-0.00406887j 0.0236179+0.00370319j -0.0035628+0.000158442j -0.0327537-0.00302155j -0.021826-0.000611366j 0.0293088+0.00128989j -0.0018755+0.00333944j -0.013115+0.00347013j 0.0486979+0.00126453j -0.0223902+0.00621462j 0.0137269-0.0121314j 0.0690125+0.0202204j 0.0482791-0.00156442j -0.0163463-0.032748j 0.00596766+0.0365898j -0.00428952+0.00129252j -0.0125027-0.0168014j -0.0558577+0.0326721j 0.0479189+0.000594569j -0.0319584-0.00347285j -0.017196-0.00824944j 0.0231761+0.00696438j 0.0153287-0.00146665j 0.0488769-0.0183571j 0.0067694+0.00350445j 0.00422261+0.0363491j 0.0070464+0.00675192j -0.004268-0.00875991j -0.0150196-0.005481j 0.00396649-0.00182668j 0.0175914-0.00129904j -0.0110248-0.0109503j -0.00906355-0.017141j -0.000655027+0.00616298j 0.0015145-0.0108874j 0.00454434+0.00506102j 0.00744573+0.00256802j 0.0039615+0.0109112j -0.00417008-0.00158022j -0.00340902+0.00674881j 0.00378287+0.00186864j -0.000693222-0.00177833j -0.000264532+0.00250861j -0.000134753+0.000136311j -0.00194147+5.15843e-05j 0.00415413-0.00149816j 0.00200553-0.00393095j -0.00302479-0.00553808j 0.00580743-0.000307553j -0.000576457+0.00374735j 0.00232225-0.00585803j -0.000535559-0.00310612j 0.00783121+0.00521888j 0.0015176-0.0106339j 0.00319383-0.00403997j 0.00823678+0.00365213j 0.0063155+0.00558568j -2.10603e-05+0.0134597j -0.00178336-0.00473698j 0.0180083-0.0104134j 0.00304668+0.0165058j 0.00401754+0.00971491j -0.00153283+0.00889839j 0.00681207+0.00813313j 0.0159885+0.00394895j 
-0.244753+0.00421331j 0.725332+0.00730353j 0.00601818-0.00742673j -0.310129-0.00241101j -0.00666553+0.000849903j -0.153063+0.000159216j -0.0705689-0.000163151j -0.0450985+0.00177539j -0.0622208-0.000133109j 0.145639-0.000590442j 0.00975046+0.000498312j 0.118779-0.000342467j -0.0281829+6.54117e-05j -0.167032-2.76174e-14j -0.00107301-0.000141371j -0.134977-0.0148652j -0.377426+0.0158922j 0.0538534-0.0256845j 0.0211512-0.00380167j -0.00446737-0.00509407j 0.00949602+0.0124473j -0.0521649-0.00882859j -0.023293+0.00423282j 0.00982513+0.00750363j -0.013627-0.00248158j 0.013179+0.00765826j -0.0222335-0.00286327j 0.00482335-0.00136035j -0.0335495-0.00673971j -0.0218408-0.00214594j 0.0205428+0.000563555j 0.00836838+0.00387308j 0.00475803-0.000222163j 0.0333588+0.00164428j -0.0213921-0.00413926j 0.00256039+0.00425064j -0.03884+0.000430917j -0.0627838-0.0152608j -0.0962224+0.00530376j 0.0973381+0.00654659j -0.0125966+0.00364886j -0.0523656-0.00543869j 0.0249573-0.0383713j -0.0165475+0.00487648j 0.029031+0.0224754j 0.0253925-0.0276721j 0.0536168-0.0145051j -0.0081757-0.0102818j -0.00883949+0.00505464j -0.00569415-0.00768649j -0.0253563-0.0155616j 0.00606543-0.0259631j -0.0130401-0.00392498j 0.015796-0.00350294j -0.00342389-0.00603037j 0.000294464-0.00880298j -0.00221227-0.00582885j -0.00465902+0.00126963j -0.00139509-6.15661e-05j 0.00177523+0.00821368j -0.000926681+0.00699724j 0.000596349-0.00602701j 0.00253299+0.0047431j -9.72212e-05+0.000155887j -0.000642459+0.00712815j 0.00273151+7.58199e-05j 0.000523361-0.000440908j 0.00157726-0.00338213j -0.00506436+0.00531005j 2.37858e-05+0.00395798j -0.00462004-0.000312717j -0.000700408+0.0058774j 0.00362544-0.00119076j -0.00430221+0.00771243j 0.000864027+0.00737468j -0.00369261+0.00200062j -0.00133199+0.00718758j 0.000861125+0.0122181j 0.000881538-0.0108499j 0.00755666-0.00548935j -0.00327408-0.000474105j 0.00722214+0.00473629j 0.00211742-0.00645497j -0.000593127+0.0069525j -0.00793603-0.00193506j 0.000612861-0.0130934j -2.33897e-05-0.00933183j 0.00712718-0.00234302j 0.000418642+0.000139062j -0.00334067-0.0207598j 0.0203936-0.00799769j 0.00315677-0.0055349j 0.00617142+0.00178161j 0.0182937+0.00272403j -0.00421075-0.00674132j 
0.658957+0.00617106j 0.23935-0.00416941j -0.474224-0.00290696j 0.103226+0.00430375j -0.125902+0.00109531j -0.106717-0.000885458j 0.0223682+0.000504542j 0.0606794-0.00128001j -0.0524134+0.00040827j -0.07693+0.000976593j -0.0467808-0.000296878j 0.0558696-0.000945306j 0.132009-0.000263703j -0.00107301+0.000141371j 0.134674+6.86284e-15j 0.344577-0.0137318j -0.132126-0.013302j 0.0756109-0.00997824j -0.0614719+0.0233744j 0.029793+0.00926242j 0.0528856+0.0126511j -0.0166279+0.00766061j -0.0291991-0.00159898j -0.0175087-0.00157194j 0.0272473+0.00653257j -0.0021042-0.00257879j -0.0103099-0.00245531j -0.0188252-0.00267938j 0.00130697+8.98863e-05j -0.0040625+0.00164801j -0.00362487-0.00213444j 0.0319393+0.00434512j 0.00101157+0.0023558j -0.0238056-0.00440959j -0.0238294-0.000337726j 0.0322158+0.000232246j 0.00571172+0.00310798j -0.0898964+0.00485122j 0.0527676+0.0145453j 0.0220286+0.00473754j 0.0774888+0.0202277j 0.0319777-0.0395051j 0.0448496+0.000263734j 0.0263566-0.027184j -0.00533337-0.0231208j -0.00216012-0.0114203j 0.03269+0.0178204j 0.064562-0.0193903j -0.00666471+0.0130039j -0.019239-0.00633355j 0.0104559+0.0143308j -0.0272988-0.00810168j -0.010182+0.00477895j -0.00990958-0.012533j -0.00200457-0.00536326j -0.00445955+0.00367027j 0.00536201-0.00660331j 0.00296345-0.0055399j -0.00318138+0.000776121j -0.000164295-0.00133887j -0.000207449+0.001995j -1.34514e-05-0.00796274j 0.00719567-0.00219359j -0.00401136-0.00346899j 0.000388921+0.00227216j 0.00163835+0.00427017j 0.0021616+0.00190245j 5.03464e-05+0.00628257j -0.00432462+0.00274101j -0.00487809+0.00515478j 0.00201017-0.00505556j 0.000338166-0.00373995j -0.000518387+0.00483064j -0.00219391+0.00373375j -0.00232547+0.0012952j 0.0020769-0.00278845j -4.99149e-06-0.000808237j -0.00287612+0.00252827j 0.00515631-0.00517187j 0.00039084+0.0025979j 0.0034471-0.00856175j 0.000718758+0.00422619j 0.0100465+0.00191542j 0.00078094+0.000766148j 0.00187724-0.00929702j 0.0138942+0.000817698j 0.00467592-0.0019171j -0.000176415+0.0116548j -0.00213716+0.00229441j 0.0199912-0.00808382j 0.00147518+0.0187984j 0.00347937+0.00331703j -0.00052001+0.00911932j 0.00448653+0.00777289j 0.0158334+0.00364428j 
-0.150661-0.00383784j -0.0236615+0.00661284j -0.0274507+0.00306888j 0.0937716+0.00524728j -0.0205297+0.000581803j -0.00198612+0.00435613j 0.0842026+0.00390107j -0.0273315-0.000443078j -0.00490248+0.00234478j -0.103526-0.00616732j -0.0543818-0.00143136j -0.0163548-0.00501908j 0.186625+0.0030982j -0.134977+0.0148652j 0.344577+0.0137318j -0.122987-2.48178e-14j -0.000602321+0.000176893j 0.00710345-0.000173671j -0.0515362-0.00310638j -0.0104912-0.00421369j 0.0200467+0.000883628j 0.0406546+0.00155605j 0.0254478+0.00060435j 0.000116917+0.000146745j 0.0231636-0.00133392j 0.0011922+0.00385564j 0.0214827+0.000895846j -0.0165821-0.00104199j 0.0285217+0.00230539j 0.0116397+0.000787669j -0.0175024-0.00102019j 0.0194954-0.00175044j 0.00260604-0.00398646j -0.0415655-0.00614385j -0.0159933+0.00315024j -0.00131359+0.0066546j -0.0101093+0.0153705j 0.0144262-0.00131794j -0.0306979-0.00871877j 0.00394733-0.00949914j -0.0156728+0.00217953j -0.0233427-0.00124824j -0.0120867+0.00551978j -0.00118945+0.00291342j -0.00359664+0.00724823j 0.000510985-0.00166481j -0.02009+0.00551432j 0.00617905-0.000461789j -0.0126322+0.00537425j 0.0130274+0.000191088j -0.00301707-0.000799009j -0.0023059+0.00271686j -0.00449922+0.00377768j 0.00944056-0.00107133j 0.000901202-0.000409227j -0.00421681+0.000497829j 0.0127422-0.00800511j -0.00323439+0.000205939j 0.00133334+0.00350275j -0.00509014+0.00441581j 0.00217603-0.00208838j 0.00395923+0.0008677j 0.0112401-0.00329286j -0.00405646-0.00277503j -0.00149408+0.00169212j 0.00304488-0.00363451j 0.0095212-0.00796766j -0.00755424+0.000650233j 0.00955622-0.00382306j -0.00787129+0.00236202j -0.00103949-0.000692322j 0.0022981+0.00106761j 0.00865143-0.00655574j 0.00735257-0.00187272j 0.00360734-0.00124741j 0.000640954+0.00582439j 0.0111214-0.00348694j 0.00408752+0.00630322j -0.00188349+0.00186474j -0.020198+0.0115152j 0.0121804+0.000888554j 0.0083927+0.00167847j 0.00929166+0.004824j 0.0190598-0.00883143j 2.90487e-05-2.4565e-06j -0.00768968+0.0431404j 0.00950808-0.0332358j -0.00761436+0.00708671j -0.00930762+0.00184906j 0.141393-0.153646j 0.01936+0.313561j -0.0171586+0.0429573j -0.0457189-0.0731322j 0.0675347-0.0431172j 0.35785+0.0473074j 
0.0155827-0.00631408j -0.156662-0.00396588j -0.0958893-0.00348404j -0.0734026+0.00234341j -0.0285531-0.00202857j -0.0810212-0.00303096j -0.032308+0.00332958j -0.00039388-0.00133236j -0.0385465-0.00138229j 0.0470687-0.00428943j -0.0034023-0.00365394j 0.0797276+0.000849301j 0.0366661+0.0120323j -0.377426-0.0158922j -0.132126+0.013302j -0.000602321-0.000176893j 0.126059+1.42247e-14j 0.062987+0.00119185j 0.0257429+0.00107421j -0.00439842+0.000506968j 0.0252627-0.00160344j -0.026893+0.000838419j -0.0140434-0.00096306j 0.00318281-0.000947372j 0.00638736-0.000296669j 0.0127494+0.00146091j -0.00469704+0.000703456j -0.0101319-0.000650452j -0.000126125+0.00254815j -0.0106441-0.000905593j -0.00106883+0.000913371j 0.0308574-0.000790731j -0.00332638+0.000293388j 0.00738344-0.00677308j -0.0410715-0.00677834j -0.0121741+0.0146852j 0.00564343-0.00712761j 0.0312597+0.00697363j 0.0134041-0.0014779j -0.0202572+0.00256353j -0.00608142+0.00979666j 0.00784017+9.13715e-05j -0.0257611-0.00162313j 0.01655-0.00617021j -0.0117512+0.0040699j -0.000391791+0.00827657j 0.0118858-0.00468972j 0.00657948-0.00152432j -0.005973-4.49832e-05j -0.0116072+0.00602851j -0.00535326+0.00611717j 0.00904336-0.00073215j 0.0157983-0.00323247j -0.00688866-1.30507e-05j -0.00821744+0.00786191j 0.00635595-0.00399342j 0.000187697+0.000709982j 0.00666181-0.00370021j -0.00693775+0.000357171j 0.000815603-0.00182495j -0.00485287+0.00108351j 0.00771952+9.55876e-05j 0.00174539-0.00233964j -0.00196134+0.00191422j -0.0079168+0.0036472j 0.00139121-0.00303366j 0.00246329-0.00198241j -0.000145086+0.00217087j -0.0062638+0.00300066j -0.0119301+0.00254704j -0.005885+0.000335512j -0.00189401+0.000648953j 0.00717527-0.00664564j -0.00925795+0.00678786j -0.00297889+0.00177306j 0.00425689+0.00232528j -0.000718199-0.000251442j 0.00021971-0.00558046j 0.0146727-0.00760818j 0.0110688+0.00691805j 0.00264763-0.000176537j 0.0130187-0.000920818j 0.00864511+0.000896403j 0.00620901+0.00817823j 0.0233848-0.0438654j 0.000238973-0.00146688j 0.00660466+0.00368506j 0.00275894-0.0161802j 0.00480908-0.0113897j -0.013308-0.314592j 0.138119-0.160768j 0.0603272+0.070811j -0.0157812-0.000171666j 0.355312+0.0503122j -0.0666051+0.0381618j 
0.0185091-0.00485603j -0.0799865-0.00212783j -0.0275172-0.00301121j -0.0521923-0.00379747j -0.027571-0.00322062j -0.0246872+0.000976788j -0.0770458-0.00647853j 0.042087+0.00829906j -0.0229799-0.00178966j 0.0703572-7.32852e-05j 0.0167325+0.00296671j 0.181605+0.0121198j -0.21931-0.012603j 0.0538534+0.0256845j 0.0756109+0.00997824j 0.00710345+0.000173671j 0.062987-0.00119185j 0.0243207+5.88071e-16j 0.0226897+0.00127768j 0.0115394+0.00288268j 0.0077104-0.00205336j -0.0231811-0.00100047j -0.0126322+0.000814514j 0.00028392+0.00101561j 0.00544189+0.00135995j -0.00742115-0.00393045j -0.00830624-0.0021629j 0.000956988+0.00097704j -0.0219124-0.00120733j -0.0029387-0.00165005j 0.00268896+0.00157591j 0.00546151+0.00501281j 0.00736236+0.00295642j -0.028002+0.00489118j -0.0076337-0.00608223j 0.0294185-3.9112e-05j -0.00444598-0.000998056j 0.0212139+0.00340847j 0.00565567-0.000260283j -0.00745484+0.00275982j -0.00156815+0.00215937j 0.0053939+0.00257002j -0.0113159-0.00175317j 0.00687953+0.000890841j -0.00285266+0.000934325j 0.00153469+0.00150859j 0.00893245-0.00709721j -5.14075e-05-0.00399479j 0.00155996-0.00558932j -0.00685016+0.00550846j -0.00632308+0.00397967j 0.00915215-0.00773043j 0.00464417-0.00138635j -0.00854282+0.00340777j -0.00146339+0.00403324j 0.00469768+0.000546871j -0.00787026+0.0068329j 0.00998642-0.00711671j -0.000145916-0.00346894j 0.00753158-0.00670424j -0.00190012+0.00281886j -0.000909123-0.00227473j -0.00316282+0.00182104j -0.00224475+0.00395265j 0.00261136-0.000415722j -0.00389964+0.00215115j -0.0135516+0.0125691j 0.00206921+0.00494956j -0.0161911+0.0146958j 0.00879467-0.00847642j 0.0110027-0.0198984j 0.0025409-0.00954949j -0.0162577+0.021517j -0.0158783+0.0238447j -0.000909417+0.00225828j 0.00237818-0.0128838j -0.00789343+0.0208411j -0.000447953-0.0195286j 0.018631-0.0405853j 0.0204464-0.00505617j 0.00515234+0.00203387j -0.00079547-0.00495433j -0.000266205+0.0545713j -0.050058+0.0893753j -0.0838979+0.0179328j 0.0751311-0.232794j 0.00446036+0.103175j 0.029783+0.0436861j -0.0709131-0.0816331j -0.0368765-0.00133641j 0.0495532+0.0117476j -0.0773947+0.00757199j 0.261256+0.0742557j 0.00311855-0.0112327j -0.0203155-0.0130514j 
-0.0684328-0.00266413j -0.0456472+0.00503881j -0.0480637-0.000630771j -0.052584-0.000764043j -0.0321097+0.00156541j 0.00181745+0.00349554j -0.0435897+0.0018902j 0.0646522+0.00150878j -0.0286949+0.00133865j -0.029102-0.00393524j 0.0122826+0.00182587j 0.162867-0.00629134j 0.113008+0.0100031j 0.0211512+0.00380167j -0.0614719-0.0233744j -0.0515362+0.00310638j 0.0257429-0.00107421j 0.0226897-0.00127768j 0.0130489-8.67362e-17j 0.0179877-0.000451896j 0.000485028-0.000177289j -0.000490272+0.000371415j -0.0024383+0.00202784j -0.00427525+0.00164703j 0.0130897+0.000267746j -0.00954948-8.38384e-05j 0.00189392-0.000598846j -0.00379827-0.000761475j 0.00874403+0.00254612j -0.000830574+8.39685e-05j -0.000713331-0.000309532j 0.00594248+0.00177762j -0.00441692+0.00078751j -0.0166446-0.00724967j 0.0310859-0.00605637j 0.0112221+0.00215068j 0.0260484-5.13876e-05j 0.0102897+0.000287981j -0.0165318-0.00373811j 0.00131682-0.0019708j -0.00717068+0.00389614j -0.00337825-0.000697846j -0.014157+0.00125585j 0.0109656-0.00468414j -0.00508219+0.00889727j 0.000285007+0.000485931j 0.00834658+0.000520724j -0.000627554-0.00496982j 0.00141189-0.00525681j -0.00870699+0.00720473j -0.0143599+0.00628701j 0.00731052-0.00758935j 0.00424925+0.0004246j -0.00542928+0.000962145j -0.00530286+0.00297177j -0.00475879+0.00779718j -0.00597208+0.00365042j 0.00923894-0.00980733j -0.000151655-0.00381564j 0.00564166-0.000990908j 0.000875566-0.00489814j 0.00260815-0.00574529j 0.004453+0.00283808j -0.00297445+0.00314566j 0.00010549-0.00290474j -0.00225835-0.00199474j -0.00491825+0.00196533j -0.00451915+0.0100131j -0.00379903+0.00399023j 0.000798786-0.00897206j 0.0100273-0.0105718j 0.00393797-0.00257672j -0.00645093-0.00480604j -0.0128911+0.0231333j 0.00018497-0.00855861j 0.00812806-0.000984959j 0.00270286-0.0174159j 0.00549375-0.01839j 0.0126706-0.0386794j -0.00375564+0.0402897j 0.000793064-0.0182083j -0.00449462+0.0109269j 0.0185313+0.0451131j -0.00637072+0.0440239j 0.0572269-0.225967j 0.0986816+0.0206655j 0.00809039+0.0391547j -0.00258944+0.00291552j -0.00536644-0.0256919j 0.0391942+0.00258008j 0.00181301-0.00419995j 0.210244+0.058576j 0.0829793-0.000366779j 0.0211908+0.00798459j 0.00267216-0.00836618j 
-0.0201143+0.00536863j 0.00920037+0.00251561j -0.0280503+0.000961907j -0.0623032-0.00136403j -0.000756159+0.00568522j 0.0553457+0.00156527j -0.0308575+0.00192094j 0.0676892-0.0034876j -0.0205387-0.000578038j -0.0908566+0.00628359j 0.135411+0.00774877j 0.075142-0.00581016j -0.0194512-0.0170454j -0.00446737+0.00509407j 0.029793-0.00926242j -0.0104912+0.00421369j -0.00439842-0.000506968j 0.0115394-0.00288268j 0.0179877+0.000451896j 0.0166105+2.02095e-16j -0.0116018+0.000709189j 0.00365919-7.86893e-05j 0.00080121+0.0011353j -0.000894692+0.00118325j 0.00789122-0.00091834j -0.00470476+0.000324059j -0.00174349-0.000440631j -0.000445448-0.000977376j 0.00517663+0.00250751j 0.000648065-0.000492944j 0.000681027+0.00208228j -0.0128795-0.0016645j -0.0199529+0.000814537j -0.00480989-0.00544722j -0.000984312+7.24896e-05j -0.0144141+0.00435419j 0.00116988-0.000958711j -0.00509654-0.00149339j -0.00487525+0.000680851j 0.00314259-0.00104636j -0.00273105+0.00149302j 3.7583e-05-0.00227374j -0.00631704-0.000963939j 0.011004-0.00740969j -0.00266734+0.00346765j -0.00262613+0.00173664j 0.00790667+0.00111973j -0.00267501+5.49453e-05j 0.00655805-0.0061965j -0.00741177+0.0063068j -0.00873078+0.0012412j 0.00165218-0.00194042j -0.00142705-0.000171877j -0.00164234+0.000113959j -0.000370977-0.00113811j -0.0120946+0.00722159j -0.011686+0.00428858j 0.0041525-0.00866696j 0.00505134-0.00157711j 0.00847132-0.00221824j 0.0101745-0.0160153j 0.000616002-0.0028177j 0.0009198+0.0107157j 0.000894226-0.00627977j 0.00203743-0.00579758j -0.0064442-0.000123967j -0.0060772+0.00217034j -0.00567771+0.00944871j 0.00368152-0.000722466j 0.00855229-0.0256347j 0.0162942+0.00437375j -0.000208552+0.00792944j -0.0137698-0.0118697j -0.0109785+0.0350845j 0.000743866-0.0399671j 0.0168355+0.0182805j 0.00640791-0.0385313j 0.0340955-0.00809404j 0.0143471-0.0141709j -0.0257465-0.0084149j -0.0292047+0.0883896j -0.0573738+0.04658j -0.0200324+0.15099j 0.00175219+0.080514j 0.0234758-0.00242853j 0.0438292+0.0314406j -0.0525868-0.0146148j -0.00677275+0.0198404j -0.186455-0.0411285j 0.0144966+0.00122388j -0.00309691+0.00623397j 0.0306304-0.00443367j 0.00683989+0.00825272j -0.000487581+0.00320763j 0.000823897+0.00141563j 
0.0392321-0.00171285j -0.0313323-0.00636403j -0.00173547-0.00386042j -0.00821296-0.0010916j 0.0202796-0.000627189j -0.0288853-0.0116683j 0.00200419-0.00081688j -0.025109-5.94347e-05j -0.0328288-0.0048394j 0.126078+0.0154024j 0.145594+0.00575294j -0.077869-0.00875604j -0.00183674+0.00908792j 0.00949602-0.0124473j 0.0528856-0.0126511j 0.0200467-0.000883628j 0.0252627+0.00160344j 0.0077104+0.00205336j 0.000485028+0.000177289j -0.0116018-0.000709189j 0.00479907+3.02796e-15j -0.00284342-0.000603601j -0.00514648-0.00220142j -0.00028381-0.00116606j -0.0030747-0.000821516j 0.00790446+0.0011441j -0.00752404+0.000533831j 0.000253268-0.000733147j 0.00246663-0.00301856j 0.00119611-0.000538233j -0.00842319+0.0020499j 0.0218032-0.00125426j -0.00589818-0.00366989j -0.00732071+0.000852945j -0.0176303+0.00208557j 0.00404093+0.000554229j -0.0121784+0.00438629j 0.00704679+0.00175824j 0.00838072-0.000114147j -0.00533002+0.00236937j 0.000276557+0.000477795j 0.0036983+0.000586151j 0.000992534-0.000951807j -0.000449065+0.00118422j 3.24833e-05-0.00263827j -0.00373856+0.000797233j 0.00131901-0.00563836j 0.00145116+7.44656e-05j -0.00121851+0.00145748j -0.000431849+0.000537983j 0.00733265-0.00179405j -0.0014864-0.00229333j 0.00379021-0.00683052j -5.20006e-06+0.0033842j -0.00609899+0.00496562j 0.00893888-0.00768397j 0.0027919+6.82487e-05j -0.001591+0.00126147j -0.00611059+0.00737472j -0.00153473-0.00183704j -0.00274236+0.00839951j 0.00228672-0.00307366j -0.00423991-0.00553319j 0.00221144+0.000570111j -0.00309084+0.00802126j -0.000516135+0.000211518j -0.00213355+0.0114813j 0.00489285-0.0122631j -0.0187365+0.0453627j -0.00360733+0.0303343j -0.0120049+0.0160385j -0.00767902-0.00423268j 0.0051631+0.026988j -0.0176846+0.0192534j -0.0198879-0.00150115j -0.0376599-0.0103855j -0.0353168+0.0680331j 0.00175678+0.0187922j -0.0218702-0.0229385j 0.048727-0.144496j -0.0512675+0.0559318j -0.0222631-0.0755969j -0.00198904+0.0300817j -0.0343526-0.0540437j -0.0155823-0.00415566j -0.0444519+0.000682725j -0.104043-0.0175795j 0.147022+0.0525259j 0.00902196+0.00622421j -0.00357115+0.00540705j -0.0154137-0.0124094j -0.00518977-0.0114206j -0.0130827+0.00327286j -0.00345657-0.00800978j -0.0121562-0.00453008j 
