0.161657+4.57967e-16j 0.12035+0.0124229j -0.0972652-0.0988605j 0.0590215+0.0987247j -0.0373736+0.0189011j -0.0172252-0.0258526j -0.0252048-0.0922009j 0.0210116+0.102455j 0.0199135-0.0712403j -0.0235284+0.0184822j -0.00693092-0.0408497j 0.0170945-0.0185128j 2.62799e-05+0.0622799j 0.00224832+0.0144641j 0.0280304+0.0198945j -0.00274152-0.0217027j 0.085017-0.0133755j -0.0143661-0.011029j -0.0531787+0.0314956j 0.00942916+0.0549587j 0.103594+0.00798246j -0.0469504+0.021364j 0.0769514-0.0652761j -0.222232-0.0833147j 0.0545651-0.237876j -0.0767288+0.102038j 0.0755182+0.0988686j 0.0537082+0.0219948j -0.134174-0.10716j 0.0925491+0.026721j -0.0635128-0.0135895j 0.0363357+0.0537802j 0.0209943+0.0535597j 0.0114239-0.0411624j -0.00199455-0.00193581j 0.0191066+0.0451919j -0.00532219-0.0190714j -0.00699749+0.00232908j 0.0121686-0.0385971j -0.0174874-0.00589058j -0.00426751-0.0319617j 0.00619191+0.00692821j 0.020031-0.0165222j -0.00994344+0.0267514j 0.00586984-0.0349104j 0.0161106-0.00585822j 0.00693912-0.0176491j -0.0146086-0.0019894j 0.00524079+0.0207569j 0.044376+0.00655389j -0.0105818+0.0219464j 0.0108576-0.0207137j -0.0155904-0.0147645j 0.0105892+0.00377551j -0.0137982+0.0173148j -0.00590669+0.0246396j -0.00741399+0.00800931j -0.00560872+0.00287015j 0.0231585-0.0304886j 0.0125317+0.015624j 0.00419947-0.0573241j 0.0453453-0.111994j -0.048809-0.108543j -0.238598-0.0529464j -0.0201993+0.128857j 0.0239957-0.132471j 0.027108+0.0177738j -0.0230299-0.00625142j 0.136432+0.049552j 
-0.0174874+0.00589058j -0.00311043-0.0098441j 0.0187534-0.0170021j 0.00343444+0.0174982j -0.0194291-0.0101124j 0.00246823-0.0027445j 0.0298737+0.0164694j 0.00691376+0.0225349j 0.0253838-0.0141657j 0.00603973+0.0240997j -0.0082627+0.00224006j 0.0074543+0.0068013j 0.0211512-0.00751627j 0.00675304+0.00997508j -0.0100569-0.00172771j -0.0233099-0.0224292j -0.0515062+0.00973042j -0.0319247-0.0116315j -0.0404227-0.00854139j 0.00606831+0.0491988j 0.0228145-0.00298704j 0.0293211-0.004094j 9.23435e-05-0.0179585j 0.00512772+0.00290998j 0.000170259+0.00761434j 0.00133507+0.0186406j 0.0164556+0.0111827j -0.002389+0.0181067j -0.0377469-0.00612085j -0.0103312+0.0486883j -0.00575681+0.000617308j 0.039841-0.0573428j -0.035383+0.0490844j 0.0786911-0.0239946j 0.00444135+0.0343776j 0.0120897-0.0313406j 0.075735+0.0537666j -0.0786052-0.0203987j -0.0904024-0.017268j 0.0864157+2.72005e-15j 0.0466653+0.0019074j -0.0265491-0.0506848j -0.0226054-0.0565784j 0.0106116-0.0795534j -0.091505-0.011299j -0.0590917+0.0635521j 0.0773453+0.0321356j 0.149781-0.0584696j 0.0334756+0.0180555j 0.190728+0.00901362j 0.0794052+0.157724j -0.127024-0.0123856j 0.090461+0.0615974j 0.0339691-0.104135j -0.0999098+0.165261j -0.097516-0.0878469j -0.127432+0.0978937j 0.00110043+0.0479964j 0.0732132-0.248419j 0.0526645+0.0664455j 0.0636621+0.100266j 0.238946-0.0445588j 0.00279284+0.039828j 0.0127564-0.031315j -0.0799489+0.0865616j -0.132928-0.115773j 0.0831713-0.0707739j -0.0280194-0.0429232j -0.0525173+0.0281232j 
-0.00426751+0.0319617j -0.00952618+0.0348082j -0.00244675+0.00811236j -0.0237004-0.00420643j -0.000991101+0.00907263j 0.0258468+0.0149094j 0.00487586-0.0179201j 0.0220031-0.00487885j 0.00540664+0.0148987j 0.00636644-0.00548043j 0.0159705+0.0100497j 0.0234089+0.0154328j 0.0164621+0.0106652j 0.00137397-0.0135254j -0.0115881+0.00656744j -0.016677-0.0119608j -0.00869165+0.0216277j -0.00614753+0.00534601j 0.0244759-0.00876749j 0.0140631-0.0116846j -0.00173401-0.00656198j 0.0131169-0.0185243j -0.00255956+0.00245366j -0.00488297-0.00494003j -0.0162217+0.00355234j -0.022451-0.0119828j 0.00820501-0.0216873j -0.0189734+0.0185711j -0.0117083+0.00518173j 0.00222505+0.019938j 0.0245112+0.0958947j -0.0284994+0.0535875j 0.00133125+0.0387893j -0.0682079-0.0397118j -0.0180104+0.0416042j -0.00577617+0.0272488j 0.0136988-0.0963437j 0.0315077-0.00383398j -0.0415851+0.00859982j 0.0466653-0.0019074j 0.0294623+4.71845e-16j 0.0202653+0.0225024j -0.0705729+0.0647584j 0.027452-0.0508414j 0.0409469+0.0366685j 0.0744105-0.072791j 0.0617537+0.092046j -0.0645822+0.0357499j 0.138379+0.091315j -0.0523637+0.0251283j 0.00806184-0.0147713j -0.169039+0.0960036j 0.0135512+0.0966137j -0.217564+0.00224805j -0.0557307-0.138624j -0.206209-0.0116253j 0.0730239+0.243031j -0.0512739+0.423225j -0.00269113-0.0711166j -0.0402976-0.0560808j 0.00699927-0.039906j -0.103888-0.0631678j 0.102664-0.118623j -0.0654455+0.0747807j 0.00930248-0.163181j 0.114118-0.132361j 0.172698+0.0247301j -0.0886016+0.0821602j -0.0312759-0.00244372j 
0.00619191-0.00692821j -0.00618377-0.0146356j 0.0119156+0.0162295j 0.0107266+0.0164252j -0.00650399+0.00073099j -0.00217148-0.0285614j -0.0112596+0.00983911j -0.00637848+0.00718343j -0.0164732-0.0106279j -0.00656253+0.00574465j -0.00461972-0.00694947j -0.0186954+0.00259997j 0.00633007-0.0127767j -0.00552159-0.00707086j 0.0102639+0.0193434j 0.0315422-0.0113099j 0.0170405+0.0139123j 0.0120587-0.0421831j 0.0152957+0.00354044j -0.00224445-0.00695244j -0.000311299-0.0117188j 0.0242789-0.00351461j 0.0122396+0.0251548j -0.0274913+0.00742289j 0.0106177+0.0275068j 0.00218303-0.0072943j 0.00855671+0.0137524j 0.0145233-0.0117896j 0.0130809+0.00678042j 0.00783919+0.00904767j 0.0016754-0.0377893j 0.0137074+0.00505527j -6.1733e-05+0.0398475j 0.0601159-0.0205497j -0.00223091-0.0217241j 0.05329-0.00951227j -0.00330628+0.0524218j 0.0270575+0.00656238j 0.0200837-0.0328215j -0.0265491+0.0506848j 0.0202653-0.0225024j -0.0538659+2.63678e-15j 0.0182297+0.00318573j 0.0806018+0.111983j -0.0775583-0.0091703j 0.00934807+0.00460904j 0.0188031-0.0728746j -0.172999-0.0955503j 0.0510669-0.101497j -0.00604561+0.0572405j -0.00700284-0.048989j -0.145527-0.049665j 0.0762236+0.140722j -0.023824+0.266609j -0.0389593-0.14569j 0.0791163+0.0589206j -0.156388+0.267279j 0.115107+0.133309j 0.124747-0.0709363j 0.0462034+0.169247j -0.00895865+0.0644241j 0.0344417-0.0129995j -0.0390883+0.255668j 0.00532297-0.0514266j 0.011919-0.0579463j -0.0351503+0.0484872j -0.0750785-0.0289223j 0.0174548-0.00859457j -0.0178511+0.0243242j 
0.020031+0.0165222j 0.00300178-0.0220351j 0.00561049+0.0222291j 0.0198677+0.00635106j 0.0184236+0.00880154j -0.00822714+0.0286798j -0.00973899+0.00241506j -0.00787823-0.00497059j -0.00894505-0.0148976j -0.00870249-0.02447j -0.0131638+0.0312871j 0.00873467+0.00959551j 0.00249275-0.0201117j -0.035161+0.0152072j 0.00212123+0.00205262j 0.0369974+0.00583457j 0.00658602-0.0220208j -0.00870704-0.0172082j -0.0145867+0.0162095j 0.019931-0.00136913j 0.019906+0.0194747j 0.0103204-0.0153005j -0.0260531-0.00239754j -0.00666536-0.0434305j -0.0196744-0.012542j -0.0120868+0.00526002j -0.0104042-0.0133327j 0.0242557-0.00993554j 0.00767917+0.029082j -0.000708157+0.0190363j 0.00319579+0.00681124j -0.0141823+0.0109754j 0.018135+0.0192644j -0.0309914-0.003706j -0.0201548+0.0571755j -0.00651124+0.0553475j 0.0657004-0.0308769j -0.137827+0.0405556j 0.00131686-0.0458313j -0.0226054+0.0565784j -0.0705729-0.0647584j 0.0182297-0.00318573j 0.112471+5.78565e-14j 0.00515765+0.032879j -0.124156+0.00245854j 0.0590147+0.0208675j -0.0162497+0.00440175j 0.0160605-0.00312525j 0.0428159-0.0332905j 0.0398745+0.00194256j 0.0812055-0.0737274j -0.115558-0.0743978j -0.0584913+0.0123141j -0.0331225+0.106212j 0.0625595-0.0759158j 0.00766205+0.0656755j 0.0363357+0.0864186j -0.241354-0.0152271j 0.0951502+0.105537j -0.197164+0.0187945j 0.193663-0.123408j -0.0630925+0.0680744j -0.105153-0.0772658j 0.0239477-0.184612j 0.160791+0.064892j -0.0132629-0.0767163j -0.0184803-0.0271815j -0.000787498+0.0218232j -0.0297488+0.0340639j 
-0.00994344-0.0267514j 0.016555-0.00222315j 0.0191332-0.00538272j 0.0217449+0.0184207j -0.00700595+0.00390885j 0.00682473+0.0108961j 0.0311213+0.0152235j -0.0098291-0.0298843j 0.0133697-0.00587512j -0.000698391-0.0111447j 0.0127751+0.0168516j -0.00240131-0.00336137j 0.00739665+0.00673033j -0.0173727+0.0171832j -0.00646663-0.0270683j 0.00972034+0.00199226j 0.0174216-0.0267192j 0.0368576+0.00283412j -0.00497241+0.0116804j -0.00557737+0.0215321j -0.0141784+0.0138796j -0.0166005-0.0102083j -0.0091137-0.0038806j -0.0172494+0.0151081j 0.0140336-0.00236285j -0.00882455-0.00408004j 0.00388208-0.0200561j 0.00128509-0.00778672j 0.00464742-0.00670621j -0.0306119-0.0194587j 0.0214988-0.0111693j 0.0318099-0.0101667j 0.0457388+0.0547545j 0.0448952-0.0155896j 0.0637159+0.0507523j -0.0540921-0.0435247j 0.0400997-0.122505j -0.0310297-0.0289261j 0.032366-0.0247393j 0.0106116+0.0795534j 0.027452+0.0508414j 0.0806018-0.111983j 0.00515765-0.032879j 0.0108427+2.50147e-14j 0.00778153-0.100021j -0.0522103+0.144483j -0.103898-0.0697616j -0.00938862+0.0698312j -0.117209-0.0415587j 0.0324263-0.0131064j -0.00237805+0.112915j -0.127889-0.0743872j 0.00699544+0.0916532j -0.119094-0.0757494j -0.310732-0.0909011j -0.0462188+0.0532585j 0.0606658+0.102169j 0.102329+0.125064j -0.10021+0.1295j -0.0945478+0.136122j -0.0576113+0.156818j 0.128932-0.0159633j -0.0750143+0.0411258j -0.0076415+0.0244061j -0.0106586+0.186794j 0.0698793-0.0589563j 0.0376296+0.0321145j 0.01022-0.0325877j 0.0158855-0.0386657j 
0.00586984+0.0349104j -0.0077547+0.0180082j 0.0103973+0.00826376j -0.00700461+0.0154815j 0.00400659+0.0113533j 0.0198333+0.0135834j -0.000247976-0.0162479j -0.000524741+0.00950226j -0.0164797+0.00467665j -0.00552004-0.00444728j -0.00365424+0.0252542j -0.0164894+0.000408994j 0.00276301-0.00706108j 0.0222602+0.0131016j -0.0156778-0.0123698j -0.00886092-0.00264887j -0.0119749+0.00182261j -0.017935-0.0015079j 0.000481674-0.0183999j -8.58624e-05-0.0171785j -0.0100777+0.0158956j -0.00314075-0.021417j -0.0201208+0.02357j -0.0154347-0.0101912j -0.0138038-0.00454059j -0.0212184+0.00766936j 0.00135045-0.00638975j 0.0107109+0.0142785j -0.0115188+0.0188356j 0.000591959+0.0589424j 0.032371+0.0759465j -0.0248945+0.0121033j -0.0170738+0.0993493j -0.0100217-0.0466651j -0.0812997+0.0720617j 0.0116396+0.0922417j -0.018206-0.00323j 0.0416253+0.0232367j -0.0201482-0.0321714j -0.091505+0.011299j 0.0409469-0.0366685j -0.0775583+0.0091703j -0.124156-0.00245854j 0.00778153+0.100021j -0.0424999+2.04281e-14j -0.094839-0.028308j -0.059868-0.0101068j 0.0427592-0.0887707j -0.074804+0.0703126j 0.0678198-0.0845592j 0.0870719-0.173279j 0.00499966+0.160903j -0.208072-0.0299529j 0.062143-0.27707j -0.0656908+0.00671681j 0.0343133-0.0905484j 0.0508861-0.28235j 0.167339+0.0495928j 0.0597348-0.143959j -0.0582761+0.211449j -0.0947992-0.0894455j -0.0333001+0.0718277j 0.0246657+0.15377j -0.138174-0.0104102j -0.0177166-0.113431j 0.0473937-0.00475372j 0.0592471-0.0633442j -0.0912216+0.0521133j -0.0750124+0.0082207j 
0.0161106+0.00585822j 0.00685566-0.00820755j -0.0248179-0.0438532j -0.0155291-0.014126j 0.00318168+0.0171161j -0.0225708+0.0305053j -0.0099616-0.00957086j 0.00736952+0.0162037j 0.0172981+0.0196177j 0.000325525+0.0098745j 0.000484686+0.00136757j -0.0326643-0.0125823j 0.00486395-0.00619053j -0.0251472+0.0352124j 0.0585525-0.0192023j -0.00111799-0.0134723j 0.0188497-0.0166864j -0.0336201+0.0505351j 0.00304005+0.00733084j -0.0217833+0.000980779j -0.00166549-0.0036035j -0.00326476-0.0039366j 0.0159694+0.00770591j -0.0077559-0.00503496j -0.00911976-0.013821j 0.0119957+0.014073j -0.0108346+0.0234458j 0.0082901+0.0133008j -0.0164979-0.000599742j 0.0141621+0.0181981j -0.00957781-0.012483j -0.0352445-0.050365j -0.0256533-0.0608212j -0.0309837+0.000367376j -0.0814861+0.0150409j -0.0238454+0.0490573j -0.0409763+0.0398611j 0.0228151+0.0306803j -0.00404425+0.0220599j -0.0590917-0.0635521j 0.0744105+0.072791j 0.00934807-0.00460904j 0.0590147-0.0208675j -0.0522103-0.144483j -0.094839+0.028308j -0.178126-3.47639e-14j -0.093815-0.0222346j -0.0591286+0.076716j -0.128894-0.163435j -0.0285358-0.210913j -0.148251-0.0443397j -0.0550555-0.137072j 0.134758+0.1367j 0.214494-0.00639676j -0.035769-0.0780501j -0.0679135+0.00779529j 0.0829797+0.142004j -0.0143519+0.0603325j -0.0664318-0.0658048j 0.0429041+0.0388079j -0.0297384-0.0763282j -0.0187848+0.115314j 0.083289-0.0696743j -0.0745953-0.0671971j -0.082384-0.072275j -0.0630459+0.0599188j -0.0214685+0.0406192j 0.027231+0.0299834j -0.0153559-0.0144774j 
0.00693912+0.0176491j 0.000305161+0.000564097j -0.00107727+0.0180114j 0.00841355+0.0107615j 0.00940716+0.0137331j 0.0136807-0.0118432j -0.0160959-0.0120821j -0.0140151-0.0287681j -0.00736616-0.0209148j 0.0156372+0.0120352j 0.00582554-0.00255138j 0.0196645-0.00329255j 0.0187151-0.0209063j 0.0292163+0.0192148j -0.0215426+0.006286j -0.0341367-0.0117437j 0.00738554+0.0173761j -0.024224-0.0301333j 0.0119766-0.0207195j 0.0190069+0.00370245j -0.0109536+0.00423724j -0.0133384-0.0203962j -0.00568208-0.0115656j 0.0209443+0.00644375j 0.0123135+0.00316603j -0.0118265+0.00233911j -0.00473504-0.0128297j 0.0121058+0.000418072j 0.00305396+0.0166357j 0.0104684+0.00997663j -0.000449043+0.00858814j -0.00932731+0.0265118j 0.00366491+0.0215199j -0.0159773-0.0265208j 0.0146002-0.0830468j 0.0415829+0.029276j -0.00438091-0.0432755j 0.0126953+0.0477267j -0.0153125+0.0943866j 0.0773453-0.0321356j 0.0617537-0.092046j 0.0188031+0.0728746j -0.0162497-0.00440175j -0.103898+0.0697616j -0.059868+0.0101068j -0.093815+0.0222346j -0.402405-1.3535e-13j -0.0422604-0.0558577j -0.00582155+0.0746841j 0.0942444+0.0231833j 0.0858042-0.0871467j -0.16427-0.131395j 0.0616852+0.131342j -0.0063808+0.138374j -0.120059-0.101977j 0.120406+0.0644145j 0.179582+0.0347021j 0.131122-0.120598j -0.119335-0.00311796j 0.0631872-0.0968182j 0.0609822-0.0569657j -0.0283742+0.020025j -0.0210053-0.0418492j 0.113836+0.0426571j 0.0366811+0.00835833j 0.000306598-0.0248377j 0.00921955-0.0216224j -0.00585338+0.0194181j -0.0244193+0.0316322j 
-0.0146086+0.0019894j 0.0178501+0.00632261j -0.00511262+0.0211048j 0.0128949-0.00590534j -0.00580146-0.0286612j 0.0126738-0.00847325j 0.0203331+0.0271137j 0.000407649+0.0204725j -0.0230763-0.00274352j 0.0347541+0.00754017j 0.0313042-0.00138238j 0.00329185+0.0309011j -0.0175444-0.0384047j 0.0331766-0.00250778j -0.0101673+0.00916484j 0.014121-0.0288537j 0.0198758-0.0101369j 0.0131726-0.0033073j 0.00118366-0.0154754j -0.0135606+0.0238719j 0.0140048-0.00207252j 0.00948955-0.00730723j 0.00159389-0.00913332j -7.99878e-05-0.00214925j -0.010248+0.000870798j -0.0124055-0.000670662j 0.0155563-0.0173229j -0.0159161+0.0113317j -0.0193815-0.0117593j -0.0254814-0.00144031j 0.0183097+0.0322238j -0.000209655-0.00798159j -0.0112392-0.00829869j 0.0442674+0.0644744j 0.00474329+0.072626j -0.00965191-0.0601827j 0.0504654+0.0551274j 0.072463-0.00756329j 0.0139437-0.0153158j 0.149781+0.0584696j -0.0645822-0.0357499j -0.172999+0.0955503j 0.0160605+0.00312525j -0.00938862-0.0698312j 0.0427592+0.0887707j -0.0591286-0.076716j -0.0422604+0.0558577j -0.0791092+3.70537e-15j -0.245837+0.134997j -0.162251+0.152288j -0.208614-0.0738194j 0.0771012-0.067302j 0.146806+0.0246094j 0.0466926-0.148922j -0.0165439+0.167219j -0.0966344+0.0853878j 0.0012407+0.0420738j -0.00404643+0.0313244j 0.0757952+0.151762j 0.057512-0.0505169j -0.0413875-0.16042j 0.0639901-0.0445282j 0.0206214-0.00190442j -0.117287-0.0299864j 0.0719775-0.0220094j -0.00642081-0.0199961j 0.0104357-0.01044j -0.0458843-0.0010679j 0.0174514-0.0402688j 
0.00524079-0.0207569j -0.00282429-0.0169217j 0.00961453-0.00215646j 0.0160075+0.00705082j 0.00385234+0.000492052j -0.0300246-0.011407j 0.0257272+0.0300664j -0.0321122+0.00750584j 0.00737386-0.0516265j -0.0129498-0.00544144j -0.0087345-0.0270579j -0.0107297+0.0143091j 0.00505899-0.0113814j -0.00895993-0.00691875j 0.0212037-0.00626672j -0.00221121+0.0105205j 0.00520231+0.00685858j 0.00867339+0.00531991j 0.00591825+0.0293026j 0.0247493+0.00603834j -0.00654007-0.0289988j 0.0148154-0.00557868j 0.0096756-0.00852646j -0.00699943-0.00345521j 0.0125701-0.00752286j 0.000102516+0.00427464j -0.0116775-0.00316486j 0.00704194-0.0217894j 0.00991229+0.00652012j 0.00108051-0.000580074j 0.00321627-0.0154609j 0.0389508-0.0431747j 0.020617-0.00762408j -0.00791669+0.00483329j -0.087696+0.0398692j -0.0779426-0.0653618j -0.0227402+0.0604005j -0.0477003+0.0467679j 0.0730387-0.0872861j 0.0334756-0.0180555j 0.138379-0.091315j 0.0510669+0.101497j 0.0428159+0.0332905j -0.117209+0.0415587j -0.074804-0.0703126j -0.128894+0.163435j -0.00582155-0.0746841j -0.245837-0.134997j -0.0728318-8.36075e-14j 0.0412783+0.0129681j 0.258869-0.124218j 0.012333-0.0757978j -0.118893-0.175382j 0.122612-0.052544j 0.0819886+0.0566356j 0.0263321-0.0230689j 0.0736304-0.0891704j 0.109443+0.116185j -0.0231382-0.028301j -0.0730323-0.0873335j 0.056718+0.0659169j -0.0316591-0.0508073j 0.0775545-0.0645063j -0.0898196-0.0363328j -0.00788252+0.000777721j 0.0243683-0.000877304j -0.0356426-0.0296681j 0.00135023-0.0303473j 0.0121737+0.0180763j 
0.044376-0.00655389j -0.0155736+0.0195148j 0.000531068-0.0645838j -0.03398-0.0551121j -0.015837+0.0318359j -0.00152751+0.0164178j -0.00359313-0.0203311j 0.0198638-0.0191482j -0.00621178-0.00478894j 0.0123966-0.00715475j 0.00786946+0.025904j 0.0151596+0.0140799j -0.0161219+0.00225571j 0.00429956+0.0090393j -0.0159349-0.0121544j 0.00284549+0.0113356j -0.004468+0.0253368j 0.00374829+0.0243173j -0.0116334+0.000328319j -0.0113586+0.0150027j -0.00114781+0.0013625j -0.00208278-0.00265171j 0.00853247+0.00104821j 0.00169849-0.00782369j -0.00196104-0.00351085j 0.00366344+0.0159657j -0.0156088-0.00635269j -0.00114756+0.0108478j -0.00639473-0.00259863j 0.0395882-0.00100019j 0.00396405+0.0449099j -0.0387557-0.12822j -0.0584018-0.113037j 0.0280211-0.0714989j -0.0214301+0.00231649j -0.00791095+0.0182823j 0.0854034-0.120313j 0.00221027-0.111777j -0.137667-0.0764484j 0.190728-0.00901362j -0.0523637-0.0251283j -0.00604561-0.0572405j 0.0398745-0.00194256j 0.0324263+0.0131064j 0.0678198+0.0845592j -0.0285358+0.210913j 0.0942444-0.0231833j -0.162251-0.152288j 0.0412783-0.0129681j -0.285938-1.94289e-15j 0.162061-0.150548j -0.0920738-0.0138079j -0.0354447-0.217782j -0.0656765+0.0859762j -0.0141302-0.0281001j 0.0508902-0.0106785j -0.0090113+0.0560652j -0.0595813+0.0237049j -0.199627-0.0127945j 0.0624036+0.0788855j -0.126085+0.107542j 0.0751603+0.138037j 0.00758579+0.0360454j -0.0156772-0.0214201j 0.0264873+0.0961953j -0.0767028+0.134287j 0.0224665-0.133255j 0.0127707+0.0443306j 0.0575747+0.00335446j 
-0.0105818-0.0219464j -0.0303141+0.00438266j 0.00407224-0.0160415j -0.020306-0.0127713j 0.0146241+0.0115022j 0.0337382-0.0206028j 0.000540936-0.00503122j -0.0012922+0.00122971j 0.0180288+0.0162263j 0.00387761-0.0543458j 0.0103772-0.0157095j 0.0204244-0.00809848j -0.0246962-0.0155158j -0.0181519-0.0147358j 0.0201083-0.0167604j -0.0180518-0.00546653j 0.0087444-0.0386208j -0.00486774-0.022061j -0.003196-0.0214812j 0.00991387-0.00577869j -0.00773879+0.00418861j -0.00613216-0.00977936j -0.00449685-0.000675416j -0.00356818+0.00117892j 0.000262215+0.00570431j 0.0122534-0.00321546j 0.00296148+0.00300235j -0.0142016-0.00515767j 0.0134608-0.00927474j -0.0140747-0.0284966j -0.0178277-0.00356115j -0.000780203+0.00693295j 0.0117945-0.0222495j -0.071757-0.0174502j 0.110718-0.0234698j 0.012172+0.00220922j -0.0730555-0.046462j -0.0471087-0.0997871j 0.0586787-0.143057j 0.0794052-0.157724j 0.00806184+0.0147713j -0.00700284+0.048989j 0.0812055+0.0737274j -0.00237805-0.112915j 0.0870719+0.173279j -0.148251+0.0443397j 0.0858042+0.0871467j -0.208614+0.0738194j 0.258869+0.124218j 0.162061+0.150548j -0.0712284+2.52437e-14j -0.0477196-0.0442153j 0.0611067-0.0891949j 0.021853-0.0558138j -0.0150235+0.0855995j -0.024145+0.00897788j 0.167016+0.0905106j 0.0375743-0.0496181j 0.143927-0.0592175j -0.0748126+0.0146496j -0.0515511-0.017138j -0.042706+0.061964j -0.0191039+0.0755177j -0.00936651+0.0617705j -0.0412308+0.0784255j 0.00638778-0.018869j 0.00106835-0.0159019j 0.0250798-0.0223542j 0.0369481+0.000590236j 
0.0108576+0.0207137j 0.00118111-0.0112604j -0.00336748+0.0135427j 0.00477068-0.0055385j 0.012234-0.0051678j -0.0438151+0.028323j -0.014086-0.0173j -0.0137782+0.0145314j -0.0121967+0.00297723j -0.00619126-0.0236293j -0.0226099-0.0190591j -0.022229+0.0335446j -0.00137483+0.0109323j 0.0363624-0.0302089j 0.0110219-0.0138836j -0.0165865+0.0173771j -0.00875613-0.0191806j 0.0186492+0.0107564j -0.000876579-0.00544884j 0.0150016-0.0105881j 0.00335916+0.00735443j -0.0075634+0.0165292j 0.00962266+0.00756499j -0.00522938-0.00267184j 0.00909367-0.00181138j -0.000807015+0.00812973j -0.0105143-0.00116691j 0.00500742-0.0102138j 0.00761026+0.0093237j 0.0263703+0.011924j -0.0133544-0.00771778j 0.0178652+0.00922719j -0.0107511-0.0232736j -0.0265876+0.00754783j -0.101195+0.0447795j -0.0184378+0.034982j 0.0380524+0.0219476j -0.0897786-0.110112j -0.027207-0.00145123j -0.127024+0.0123856j -0.169039-0.0960036j -0.145527+0.049665j -0.115558+0.0743978j -0.127889+0.0743872j 0.00499966-0.160903j -0.0550555+0.137072j -0.16427+0.131395j 0.0771012+0.067302j 0.012333+0.0757978j -0.0920738+0.0138079j -0.0477196+0.0442153j -0.410155+1.27731e-13j 0.0878441+0.0212762j -0.0847508-0.0260611j -0.0764285-0.0599674j 0.0365625-0.0131494j -0.0282507+0.0587352j -0.0661885-0.0982679j 0.0736178+0.0331367j -0.0187447+0.0140276j 0.0110576+0.106724j 0.00316702-0.0468034j 0.0396341-0.0380797j -0.0123552-0.0834704j 0.0192603-0.0291114j -0.0129007+0.0331408j -0.0144619-0.0285301j 0.00403756-0.00581826j -0.0107799+0.0271247j 
-0.0155904+0.0147645j -0.0148819+0.0208441j -0.00437755+0.0107917j -0.0313959-0.0138226j 0.00463578-0.0292563j -0.0187688+0.0241876j 0.0230689+0.00456669j -0.000438724-0.035149j -0.00764902-0.000199335j 0.0165189-0.010389j 0.0136306+2.20708e-06j 0.0307018+0.0154011j 0.0300026+0.0118084j -0.0114888+0.011051j 0.0373696+0.0139772j -0.00603918-0.0211081j 0.00052083+0.00105847j 0.0205715-0.00733234j 0.0134109-0.000813136j -0.00749839+0.00117974j -0.00408183+0.000549025j -0.009625+0.00261806j -0.00299949+0.00334377j 0.000785731+0.00257509j 0.000526305-0.00325624j 0.0121934+0.0136667j -0.00173939-0.00612223j -0.0255688-0.000706518j 9.81148e-05-0.0142522j 0.0119044+0.00208723j -0.0133017+0.0301056j 0.0150039+0.0247988j -0.0611021-0.0392315j -0.0744471+0.0707137j -0.0737502+0.0629807j -0.0912163-0.079716j -0.00205674-0.103138j 0.0137246-0.0277512j -0.0439598+0.0884952j 0.090461-0.0615974j 0.0135512-0.0966137j 0.0762236-0.140722j -0.0584913-0.0123141j 0.00699544-0.0916532j -0.208072+0.0299529j 0.134758-0.1367j 0.0616852-0.131342j 0.146806-0.0246094j -0.118893+0.175382j -0.0354447+0.217782j 0.0611067+0.0891949j 0.0878441-0.0212762j -0.17399+3.84692e-14j 0.105567-0.0198168j 0.00830941-0.139049j 0.04559+0.0188708j 0.0352318+0.00845227j 0.0739028-0.0914612j 0.0557625-0.059219j 0.0122557-0.00203615j 0.0039699-0.0426274j -0.0385455-0.040645j 0.0224542+0.0424291j -0.0842348-0.0279968j -0.0294091+0.00904528j -0.0323713+0.0685525j 0.0402471-0.0769851j -0.00924769-0.0144853j 0.0217305-0.0131508j 
