-0.105899-1.73472e-17j 0.0702231-0.00977762j 0.074414+0.104624j -0.0072063+0.0490179j 0.0104582-0.0426858j 0.0172776-0.0227782j 0.00173276-0.0487933j 0.0350932+0.0266511j 0.0322562+0.011302j -0.0120086-0.0377487j -0.0375902-0.0484674j -0.00660327+0.0325807j 0.0251499-0.00978581j 0.0247433-0.0186178j 5.88079e-05+0.00300607j -0.0212071-0.0416919j 0.0238068+0.0322002j -0.0511373-0.0290905j 0.0124156+0.0157875j 0.00516589+0.0210056j -0.0299017+0.016639j -0.0155491-0.0163345j 0.0330233+0.0234896j -0.0223368-0.00356061j 0.0562634+0.0250918j -0.0375556+0.00378947j -0.0114402+0.0161964j -0.000192031-0.00436444j -0.0317282-0.0142062j -0.0188463+0.008685j -0.0269862+0.0229852j 0.0258368+0.0296854j -0.0104779-0.0234713j 0.0138284+0.0235952j -0.0454269-0.00426742j 0.0260389+0.00688078j 0.00507552+0.000190281j 0.0277501-0.0184294j 0.0118483+0.0139836j -0.0163643-0.0399924j 0.00604129-0.0432622j -0.00501093-0.0232169j -0.00445935+0.0182094j 0.0379486-0.0265506j -0.0427866+0.0177073j 0.0263253-0.00725754j 0.0352177-0.00898172j 0.0102546-0.00446086j -0.0190103-0.0400228j -0.0367669-0.0239143j 0.00767251+0.0314973j 0.0738037-0.0495558j -0.00329064+0.0371525j -0.0170324+0.00104072j -0.0218695+0.0297007j -0.0950204+0.0347714j -0.0388645+0.120447j 0.0128631-0.0624791j -0.0111196+0.0394239j 0.0283622-0.0526972j 0.0189039-0.0518382j -0.0132476+0.0345583j 0.0309235-0.119968j -0.0228457-0.291696j -0.272949-0.176735j -0.360368-0.0316333j -0.00996354-0.100054j 0.270348-0.00954874j -0.0444073-0.0298692j 0.10462-0.0269406j 
-0.0375556-0.00378947j 0.0413755-0.0130294j -0.0579617-0.00162789j 0.0924645-0.0366579j 0.0366109+0.000981523j 0.0454309+0.0160705j -0.000119899+0.0150824j -0.13358+0.0591629j 0.0249849-0.026726j -0.00144087-0.0828116j -0.0559458-0.0268115j -0.064288+0.0575435j -0.070639+0.0280869j -0.122393-0.0173962j 0.0250809-0.0368916j -0.11088-0.0840443j 0.0250794+0.087652j 0.105273-0.103098j -0.0886444-0.0235621j -0.0324689+0.050983j -0.0634995-0.00731589j -0.0236585+0.00488556j 0.0702041+0.0146334j 0.0384689+0.0519178j -0.108856+0.00676381j 0.0919228+9.78384e-16j -0.150789+0.0932427j 0.0613594-0.0358821j 0.182341-0.0164011j 0.0017078-0.0283278j -0.134878-0.0979966j 0.0180704-0.0118706j 0.0456306+0.070669j -0.0891282-0.0474657j -0.057107+0.0545212j 0.0712078-0.0525064j 0.0099652-0.0871114j 0.0885053-0.00650782j -0.121816+0.0901388j 0.0403745-0.0489572j -0.00430644-0.0505482j -0.0951408-0.137633j 0.0649745-0.00621904j -0.0177465-0.0403066j -0.0811956+0.00376939j -0.0561137-0.135978j 0.0176656-0.13183j -0.0713363+0.107031j -0.208453+0.0456939j -0.031307-0.125926j -0.0347226-0.0755988j -0.172531-3.55462e-05j -0.0137407-0.0408919j -0.0348676-0.086462j 0.207628-0.0299813j 0.0424675-0.00418482j -0.0928003-0.0379609j 0.136008-0.0322724j 0.1544-0.0377227j -0.0409714+0.130996j 0.155288+0.0482815j -0.00924708+0.102552j -0.0253235-0.0714748j 0.165855-0.0754121j 0.165579+0.066123j 0.179159-0.0300175j -0.10649+0.0574468j -0.301541-0.0154087j 0.151157-0.00276j 0.106123+0.00961556j 
-0.0114402-0.0161964j -0.00281892-0.0251744j 0.0113241+0.018269j 0.00457338+0.0129726j 0.0196179-0.046384j -0.011701+0.0350396j 0.0844643-0.0731304j -0.00139765+0.0202772j 0.0507017-0.0860379j -0.000368807-0.00503181j -0.047345-0.0353539j 0.0709186-0.145355j -0.0470822+0.0668053j 0.0240427-0.0980989j -0.0483278-0.0357209j 0.077486+0.0425167j -0.0193053-0.0376068j -0.0488278-0.0593479j 0.0630885-0.0252476j 0.109185-0.164882j 0.0923474-0.0276928j 0.0607229+0.0681517j -0.0927386+0.043293j -0.00964403+0.0253005j 0.00233674+0.00652033j -0.150789-0.0932427j -0.141995+9.50628e-15j 0.00291304-0.0162576j 0.0964154-0.171408j 0.0418356+0.0884853j -0.0281444+0.0752629j -0.0231557-0.0665782j 0.0246988-0.0141717j -0.0600215-0.0211785j -0.0169781-0.0756576j -0.0433856-0.00482988j -0.00707106+0.126405j 0.00986836+0.0203518j -0.0640343-0.159778j 0.0522668-0.120673j -0.00554144-0.0297619j -0.0341095-0.0170173j -0.0514137+0.0715789j -0.0265056+0.0394403j -0.0126298+0.0176589j 0.00784688-0.0545563j 0.0711452+0.0728298j -0.0219192-0.0251283j -0.01449-0.122776j -0.00465124-0.0698856j 0.109095-0.0703645j 0.0188765+0.030015j 0.0751033-0.134372j 0.0209155+0.000476949j -0.00330485+0.0315336j -0.00105087+0.0684486j 0.00491908+0.0352769j -0.0891078-0.0835756j 0.0239956-0.0197008j -0.0630305-0.11266j -0.0163198+0.0456152j -0.058724+0.0414624j 0.0355282-0.0128087j -0.0604807+0.0243099j -0.066756+0.0107335j -0.0431502-0.00581762j 0.0203022-0.0137491j 0.077959-0.0452788j -0.0518523+0.0100678j -0.000620681+0.000177607j 
-0.000192031+0.00436444j -0.00147531-0.0158488j -0.026152+0.0189282j 0.0270045-0.00901347j 0.016337+0.02693j 0.0311562-0.0192014j -0.0333243-0.00355413j 0.00354057+0.0505866j 0.0190783+0.0415023j 0.0563104-0.0365091j 0.00796553+0.087563j -0.0992453-0.156201j 0.00362144-0.0375526j -0.025744-0.0271706j -0.0182229-0.095496j -0.0174661-0.0175873j -0.0785489-0.104027j 0.00286895-0.0283668j -0.0340536-0.0160834j 0.00441357-0.0127467j -0.037326-0.0744679j 0.0581235-0.0901393j 0.164856+0.0993795j -0.0339372-0.015179j 0.0522557-0.0847169j 0.0613594+0.0358821j 0.00291304+0.0162576j -0.195329+1.90473e-14j -0.01245-0.151106j 0.0622316-0.0157676j -0.0206317+0.103709j 0.0658255+0.0115095j 0.0749597-0.0866166j -0.0993378-0.157435j -0.149797+0.0171064j 0.00112451+0.0427528j 0.0110869-0.037706j -0.0368026-0.134826j 0.0796287-0.00584845j 0.0634444+0.111628j 0.111981-0.0468482j -0.0282539+0.0780071j -0.0117131+0.0832484j 0.0347885-0.018867j -0.031143+0.0148984j 0.02534-0.051964j -0.00699405+0.037203j -0.000894758-0.0828605j -0.105907+0.0735279j -0.0501011+0.0615543j -0.0455763+0.0709028j -0.0279199-0.0575189j -0.0704427+0.071429j -0.0761123+0.0400579j 0.0468564-0.00579214j 0.00348864+0.027336j -0.0378434+0.110306j 0.0322813+0.135562j 0.0637957+0.0411225j -0.068842+0.0986826j -0.0124715+0.156804j -0.0329692+0.0505106j -0.0203824-0.0710566j 0.0650334-0.0919863j 0.042458-0.0359383j 0.0910662-0.0471226j 0.00799238-0.0540658j -0.0468551-0.0338988j 0.0166406-0.0275958j 0.0540316-0.00214239j 
-0.0317282+0.0142062j -0.00612184+0.0129081j 0.00663827-0.0175299j 0.0296728-0.0202972j 0.0476225-0.00496445j 0.0888143+0.0241022j 0.0664111+0.0860456j -0.0139518+0.0854396j -0.0234881+0.11437j -0.000494356+0.117742j 0.0688915+0.00656655j 0.0560823+0.0286592j 0.0349295-0.00362169j -0.0224602+0.109285j 0.0915479-0.0309324j -0.0797068-0.127852j -0.054435-0.0842698j 0.0194149+0.0956572j -0.0525872-0.0059623j -0.0874461+0.0192326j 0.05251+0.0581244j -0.0059563-0.0423793j -0.128078+0.010148j -0.0431694-0.00959407j 0.110377-0.0553474j 0.182341+0.0164011j 0.0964154+0.171408j -0.01245+0.151106j 0.0457253-1.94289e-15j 0.13536+0.117339j 0.038826-0.16951j 0.00155206+0.083986j -0.0312442-0.0945007j 0.00726457-0.0470447j -0.0749527+0.0887864j 0.0742154+0.143158j -0.00174753+0.0392028j 0.00757117-0.0786155j -0.128242-0.126389j 0.0432328+0.123611j 0.0754568+0.0334233j -0.139044-0.0797895j 0.0959652-0.000884528j -0.0237886-0.0177908j -0.0495977+0.0154191j -0.0766812-0.0310244j 0.0501405+0.0947907j -0.0559032-0.0856307j 0.0547931-0.0306667j -0.000644359-0.0477876j 0.0705727-0.140575j -0.0916699-0.0886709j -0.0749412-0.0682668j -0.0340703+0.0140868j -0.00980531-0.196684j 0.0396491-0.0725575j 0.056882-0.0479859j 0.0149942-0.0536944j 0.083818+0.0267739j -0.0119825-0.0909979j 0.0584377-0.02599j -0.0167986-0.0504626j 0.0747564-0.0246204j 0.0497836-0.0684026j 0.0595895-0.0204156j 0.129197-0.0193589j -0.0265014+0.0326216j -0.129633+0.0215221j 0.061425-0.0132656j -0.0174515-0.0119822j 
-0.0188463-0.008685j 0.0564394+0.0871898j -0.00246634+0.0549908j 0.00159688-0.0517732j 0.051816-0.0340377j 0.0512164-0.0334275j -0.00809871-0.0305881j -0.0976326+0.00874002j -0.0103206+0.0517905j -0.0124059-0.108287j 0.114456-0.0178137j -0.094122-0.0124702j 0.0999294+0.060867j -0.139528-0.0303829j 0.0481916+0.026508j -0.050212-0.0868839j 0.0136475-0.00656217j -0.0360289-0.156542j 0.0365589+0.00519345j -0.0761217+0.0389047j -0.101505+0.0555557j -0.0834081+0.143282j 0.0560069-0.0736811j 0.0929842+0.0274124j 0.0201846-0.13293j 0.0017078+0.0283278j 0.0418356-0.0884853j 0.0622316+0.0157676j 0.13536-0.117339j 0.058786-1.67921e-15j 0.0352686+0.10533j 0.0383965+0.0510302j -0.115625-0.00824195j 0.00279889-0.0769916j 0.0454241+0.0509208j -0.0217505+0.054784j -0.0636522-0.131284j -0.0984259-0.0589124j 0.101257-0.121195j -0.0886177+0.179824j 0.0378443+0.0687072j 0.036014-0.0501907j 0.0675401+0.000220803j 0.0743691-0.0834451j -0.0551355+0.0191353j 0.0784905-0.0682461j -0.0735759-0.01047j -0.0217328+0.122565j -0.0467043-0.0827625j 0.0137535+0.120885j 0.109127-0.106284j -0.141731-0.0183231j -0.0547901-0.0437463j 0.112477+0.129138j 0.00421331-0.0427297j -0.0312365-0.0620402j -0.0161447-0.0929269j 0.105718+0.00151479j 0.0851378-0.123681j -0.0189997-0.0279838j 0.0434034-0.0861811j 0.0528917+0.14097j 0.0743894-0.0621791j 0.124375-0.0475439j 0.110411-0.0411776j 0.135459+0.00422652j -0.0869889+0.0257418j -0.2253+0.0925678j 0.0776051-0.0178042j 0.0331753+0.0266739j 
-0.0269862-0.0229852j -0.00272856+0.0165157j 0.0200672+0.0299408j -0.050797+0.0325129j -0.0186206-0.018007j 0.0070571+0.0447295j 0.0648023-0.0284003j 0.00790281-0.0206419j -0.0166471-0.0828742j -0.0193523-0.0593322j -0.0316397-0.085198j 0.0709295+0.0327471j 0.0567249-0.131661j 0.00327435-0.0610519j -0.0398062+0.0283666j -0.0798332-0.0761953j 0.00949922-0.0419577j 0.0379212+0.0402649j 0.0155322+0.051416j -0.0761287-0.15291j 0.0823894-0.0365342j -0.0766716+0.00457039j -0.0400883-0.0451941j -0.108736-0.0522792j 0.0292266-0.0707617j -0.134878+0.0979966j -0.0281444-0.0752629j -0.0206317-0.103709j 0.038826+0.16951j 0.0352686-0.10533j -0.056391-7.51352e-15j 0.0850542+0.0781781j 0.0765535+0.0778122j 0.0548313+0.0298162j 0.11054+0.0415883j 0.0464585+0.017854j 0.0419815-0.104983j 0.00272051-0.0111746j 0.0729267+0.146546j 0.160945+0.0334814j 0.105792+0.0325154j -0.0879936-0.0909036j 0.0806402+0.16732j -0.0605536-0.00784141j -0.0167299-0.0922527j 0.0662769+0.104636j 0.112501+0.071472j 0.11196+0.0123333j -0.03946+0.127806j 0.00171901+0.0160464j -0.113499-0.0912219j 0.0538019-0.0238226j 0.00279073+0.00801057j -0.118258-0.0084277j -0.0162866-0.0395436j -0.180683-0.129271j 0.0183058+0.00647166j -0.0208224-0.000220431j -0.134805-0.0388205j -0.00990804-0.080041j -0.0467773+0.0227371j -0.11155-0.027586j -0.0169901-0.0480457j -0.0641445-0.0569534j 0.00647159+0.0735538j -0.00143349-0.0111091j -0.0237638+0.0592924j 0.0216757+0.0404708j 0.00792223+0.0386558j -0.0878636-0.00701355j 
0.0258368-0.0296854j 0.00714309+0.0140459j -0.00342422+0.0386445j -0.0418349-0.0107562j 0.0104859-0.0240037j 0.0117852-0.0158178j -0.0939429-0.0822012j 0.0293944+0.0756558j 0.0292363+0.0218898j -0.121864-0.0722046j 0.108227+0.104245j 0.0253682-0.135349j -0.0065157-0.10881j 0.0593606-0.154921j -0.153184-0.0292653j -0.118651-0.044671j 0.0277376-0.00883833j 0.00188207+0.105885j -0.00547191-0.0458504j 0.0395334-0.133818j -0.249582+0.0445832j -0.0592903+0.0396598j 0.00342411+0.0338933j -0.0454345+0.0575541j 0.0770595+0.084972j 0.0180704+0.0118706j -0.0231557+0.0665782j 0.0658255-0.0115095j 0.00155206-0.083986j 0.0383965-0.0510302j 0.0850542-0.0781781j -0.0651706+3.28383e-15j 0.0584442+0.080982j 0.0533187-0.00740659j 0.0399462-0.0748514j 0.000109764-0.0123167j 0.118311-0.0360409j 0.0494635-0.0404888j -0.0465592-0.0220208j 0.0709514-0.0686505j -0.077884+0.0541498j 0.0504126+0.027995j 0.030493-0.064306j -0.0971164+0.0487738j -0.0248822-0.0117774j -0.0196698+0.0604793j 0.0363183-0.0338555j 0.0783467-0.0351712j 0.10121+0.0161829j 0.0249372-0.036295j 0.0372507+0.0383245j -0.00610947+0.032025j 0.0504524+0.0278594j 0.0943586-0.06217j 0.000845491+0.0261701j 0.0261557-0.0685314j -0.040551-0.0151493j -0.103476+0.0236665j -0.183463+0.0464209j 0.109457-0.0640812j -0.00923245-0.00242982j 0.0283415-0.0919961j 0.0304581-0.041329j -0.0196577+0.080887j -0.021517+0.0591979j -0.206996-0.0253217j -0.00276073+0.0537545j 0.112956+0.0298317j -0.0473067+0.0647756j -0.0214746-0.0110777j 
-0.0104779+0.0234713j -0.00937951+0.0224553j -0.0225178-0.0537859j -0.0605035-0.0349074j 0.0166394+0.122708j -0.147935-0.0827374j 0.00428529-0.0437982j -0.0237107+0.0249471j 0.0579633-0.102262j 0.0203803+0.0384432j 0.0729516+0.116167j 0.0419979-0.0941903j 0.00141415+0.0561624j -0.0703722-0.0690646j -0.0913888-0.121496j 0.00216128-0.063503j 0.0396615+0.0845933j 0.00604396-0.109388j -0.143301+0.0451183j 0.133192-0.0307518j -0.0733261+0.0722044j -0.0596597+0.0354302j 0.0834267+0.0182168j -0.176114-0.0594024j 0.00981187-0.0585027j 0.0456306-0.070669j 0.0246988+0.0141717j 0.0749597+0.0866166j -0.0312442+0.0945007j -0.115625+0.00824195j 0.0765535-0.0778122j 0.0584442-0.080982j 0.0655135+7.84095e-16j 0.0152614+0.125712j 0.00768462+0.0533684j 0.0327219-0.0298426j -0.0284434+0.0662565j -0.0345684-0.0632112j -0.000989702-0.0357119j -0.00334894-0.0357115j 0.0575965+0.0526964j -0.00576702-0.122912j -0.034615+0.0183529j -0.101284+0.00556693j 0.000733506+0.0232337j 0.00546088-0.0854079j -0.0156826-0.0278924j 0.0279671-0.0117861j -0.0958514+0.0164863j 0.00975422+0.0955787j 0.0300113+0.0160899j 0.0014684-0.0320236j 0.0752438+0.00853933j -0.0154839+0.0172888j 0.068439-0.117238j 0.0498447+0.122759j 0.0405169-0.06038j 0.0479199+0.0258969j 0.0718173-0.0430702j -0.03584+0.0808634j -0.0495955-0.0531044j 0.0350924-0.0122582j -0.0886292+0.045635j 0.0387062-0.190678j 0.0386509+0.0204889j 0.150411-0.0698836j 0.0329046+0.00352984j -0.132291+0.0482669j 0.0487468-0.0250485j -0.0295776-0.0391677j 
0.0138284-0.0235952j 0.01586+0.0488323j -0.0624456-0.00876241j 0.0188145-0.00371899j 0.03313-0.0357985j 0.0606858-0.0457483j -0.032705-0.0923769j 0.0210845+0.0495367j -0.0157269-0.0580456j 0.0297604-0.064505j -0.178611-0.0280321j 0.0503902+0.0673047j -0.0472105+0.0762966j -0.0359155+0.0264057j -0.0274429+0.0465222j -0.0423311+0.0466008j 0.0485532+0.0535048j -0.176848+0.142151j -0.00815057-0.135044j 0.0513954-0.0501793j 0.197912-0.0427043j 0.0105074-0.121654j -0.0301776-0.141983j -0.0365698+0.0309284j 0.0831362+0.0505594j -0.0891282+0.0474657j -0.0600215+0.0211785j -0.0993378+0.157435j 0.00726457+0.0470447j 0.00279889+0.0769916j 0.0548313-0.0298162j 0.0533187+0.00740659j 0.0152614-0.125712j 0.0965412+1.0103e-14j 0.0153385+0.0129601j 0.0865258-0.0240809j -0.0978417+0.192649j 0.0397732+0.142936j 0.020506-0.0336282j 0.0352634+0.032768j -0.0700255+0.0107046j 0.0093249-0.100916j -0.0933207+0.0724398j -0.0760263-0.0896214j 0.126462+0.0385778j 0.00148106-0.104981j -0.028358-0.0441754j 0.084122+0.0659787j 0.0818323+0.0137066j -0.0899887-0.0317465j -0.0983617+0.0639292j -0.0615155-0.010179j 0.0449959+0.0272171j -0.10386+0.00184576j -0.00253865-0.0639513j -0.0474817-0.0701507j 0.0121896-0.00807922j -0.0127094-0.0168182j -0.0372466-0.0245665j 0.0158869-0.037656j 0.0552758+0.0794193j -0.0409687+0.0224447j -0.0360966+0.0602262j 0.00368113-0.0523783j 0.0322118+0.000353921j -0.0534794-0.0809147j -0.0339825+0.0340814j 0.0406717-0.0039478j -0.0369753+0.030254j -0.0596017+0.0245621j 
-0.0454269+0.00426742j -0.00401313+0.0316677j -0.0530514-0.00811799j -0.0173784-0.0718038j -0.029662-0.0117868j 0.00693636-0.0884929j -0.00758709+0.0143191j -0.108926-0.0104139j 0.0779823+0.0216007j 0.00323012-0.040286j 0.0856472-0.0813764j -0.051961-0.126705j 0.0697202-0.190146j 0.0352009+0.0978591j -0.0713442-0.0475393j -0.0658336-0.00664374j 0.067947-0.0294245j 0.0563606+0.124017j 0.053838-0.034185j 0.0814572-0.0368872j -0.018403-0.104832j -0.0822153+0.0914228j -0.0613926+0.0722723j -0.0549689+0.0277902j -0.0850056-0.0949225j -0.057107-0.0545212j -0.0169781+0.0756576j -0.149797-0.0171064j -0.0749527-0.0887864j 0.0454241-0.0509208j 0.11054-0.0415883j 0.0399462+0.0748514j 0.00768462-0.0533684j 0.0153385-0.0129601j 0.0516599+1.34615e-15j -0.026988+0.0574937j -0.0509761+0.0205716j -0.0181712+0.0595149j 0.026202-0.0413614j -0.142686+0.176746j 0.110592-0.0249999j -0.0102329-0.0469783j 0.0375145-0.0594954j -0.0438098-0.0550298j 0.0883594+0.137834j 0.0664975-0.0409299j -0.012109-0.0148109j -0.0430376-0.0232836j 0.0544235+0.00317043j 0.0418734-0.0651358j 0.0157788+0.0366321j -0.0544271-0.0345664j 0.0151906-0.00594798j -0.00186745+0.000799122j 0.0738277-0.0169115j -0.055512-0.0471673j -0.0329617-0.00213522j 0.0583422+0.0436989j 0.0597881-0.020278j 0.0696008-0.108659j -0.0281061+0.107298j 0.0204393-0.0765755j 0.0346137+0.0200803j 0.106985-0.0184165j 0.0559536+0.0630374j 0.00420502-0.0061653j -0.0607545+0.067483j -0.132354+0.00285327j 0.0744002+0.0142391j -0.00587746+0.0181752j 
0.0260389-0.00688078j 0.0111764+0.0230284j -0.0149272+0.0674016j 0.016947-0.0793713j 0.121363+0.032268j 0.0502312+0.156338j 0.0610719+0.0173518j 0.0258012-0.0775616j 0.0531578-0.0485699j 0.199915-0.0869696j 0.0412642+0.0010027j 0.0517044+0.00432366j -0.171019-0.114566j -0.0250922+0.0335864j 0.0448215-0.0958691j -0.140589-0.0588383j 0.0391871-0.00903988j 0.0283976-0.122638j 0.00522097-0.0395571j -0.0288852+0.0818225j 0.090688-0.0771435j -0.0237813-0.0447641j 0.005112+0.0389248j -0.00627869-0.0153844j 0.0584437+0.0980306j 0.0712078+0.0525064j -0.0433856+0.00482988j 0.00112451-0.0427528j 0.0742154-0.143158j -0.0217505-0.054784j 0.0464585-0.017854j 0.000109764+0.0123167j 0.0327219+0.0298426j 0.0865258+0.0240809j -0.026988-0.0574937j -0.0153107-2.53964e-15j -0.0682745+0.0400655j -0.0926823+0.0618016j 0.0961369-0.058612j -0.00364853-0.119197j -0.0142314-0.00192564j 0.0741661+0.0538836j -0.121045+0.0711729j 0.0282432-0.0485799j 0.11284-0.00755291j -0.0462871+0.0558257j 0.0147436-0.00438481j 0.0458483-0.0546106j -0.0132481-0.0484074j 0.0339357+0.0455345j -0.0769221-0.0423914j -0.099488-0.0184427j -0.113408+0.0461888j 0.0557112-0.0134272j 0.0430896+0.0163839j -0.00201169-0.0570248j -0.110376+0.00533098j -0.0505075-0.0561964j 0.0162015+0.0441668j 0.0494782-0.00717487j 0.0768792-0.0247992j 0.0495769-0.010528j -0.0827632+0.0615945j 0.0829934+0.0181301j 0.0678504-0.0206779j -0.0443037-0.0300756j -0.109713+0.0441855j -0.0913332+0.0512939j 0.0240256+0.0324424j -0.00569575+0.00317587j 
0.00507552-0.000190281j -0.0245741-0.000562477j -0.00128217+0.0911946j -0.049423-0.0212327j 0.0257425-0.028455j 0.0262586+0.0349257j -0.0229682+0.0542482j 0.0943415-0.0169038j 0.0139335-0.0703214j -0.0143513-0.000419037j 0.0455765+0.0564309j -0.0407617+0.0266799j 0.0308489-0.0416169j -0.00201045-0.000958467j -0.0102185-0.0275636j 0.0381975-0.0423271j -0.0290234+0.0163618j -0.0488435-0.017901j 0.0763053-0.0269943j -0.0741626+0.0110382j -0.136883-0.00205939j -0.0023583-0.0390036j 0.000106385-0.113742j 0.0308427+0.0365244j -0.0529598-0.0641238j 0.0099652+0.0871114j -0.00707106-0.126405j 0.0110869+0.037706j -0.00174753-0.0392028j -0.0636522+0.131284j 0.0419815+0.104983j 0.118311+0.0360409j -0.0284434-0.0662565j -0.0978417-0.192649j -0.0509761-0.0205716j -0.0682745-0.0400655j 0.166038-3.81639e-15j 0.0531491+0.113689j -0.00957801-0.0226333j 0.181145+0.0684975j -0.127418-0.00265506j -0.00326593-0.0457739j -0.0271674-0.0402293j 0.00523584+0.0231201j -0.0157379-0.0968535j -0.0694819-0.015663j -0.0388161+0.00826996j 0.0506715+0.0555811j 0.112842+0.13643j -0.0629783-0.000737366j -0.0957166+0.0993896j 0.0545873+0.0176835j 0.00298242+0.118129j 0.0493465+0.0518473j 0.00410089-0.0241201j -0.00185837+0.022907j 0.0578448+0.0702945j -0.0803977+0.0693567j -0.127103+0.0150885j 0.099587+0.0163801j 0.0257957+0.0791827j 0.0410558-0.0329781j -0.0142371-0.134687j -0.0844986+0.0507985j -0.0902343-0.00659156j -0.181366-2.27972e-05j 0.0557347-0.0514218j 0.220563-0.00516667j -0.0874329+0.00752054j -0.0252168+0.00431069j 
0.0277501+0.0184294j 0.00119811+0.0456653j 0.0362886+0.00782871j -0.0234777+0.0303505j 0.0597816+0.156618j -0.133433-0.000220246j -0.0378976-0.151492j 0.131166-0.118517j 0.0284925+0.0405417j 0.0626975+0.079748j -0.132503-0.0454195j 0.0127279+0.0415748j -0.0340371+0.0257134j -0.0974093-0.119923j -0.00486551-0.0451862j 0.132829+0.0194215j 0.0188155-0.0755613j 0.00912844-0.132843j 0.00364217+0.0576937j 0.0138533-0.123401j 0.0483644-0.000186055j -0.0277164+0.0455845j -0.0147506+0.0618227j -0.0124992-0.126975j -0.0454198-0.0685655j 0.0885053+0.00650782j 0.00986836-0.0203518j -0.0368026+0.134826j 0.00757117+0.0786155j -0.0984259+0.0589124j 0.00272051+0.0111746j 0.0494635+0.0404888j -0.0345684+0.0632112j 0.0397732-0.142936j -0.0181712-0.0595149j -0.0926823-0.0618016j 0.0531491-0.113689j 0.0575136-1.29757e-15j -0.0314005+0.0136297j 0.0916809-0.0226873j -0.022546-0.0220696j -0.0274575+0.0390334j 0.0532815+0.0244323j 0.0204618-0.0180809j 0.0596882+0.0246536j -0.0843626+0.0542618j -0.0034153+0.0415039j 0.0146541-0.00750184j 0.112038+0.0678003j -0.0584873-0.0159364j 0.064143+0.0719632j -0.0177624+0.0290227j 0.0422505+0.0428141j 0.0140723-0.0253772j -0.121493-0.0673939j 0.0261118-0.108397j -0.000552986-0.0235742j -0.105326+0.0152163j 0.0186833+0.0639224j -0.0947024-0.0776767j 0.0205983+0.0578712j -0.00246891-0.125929j 0.00942526-0.0376321j -0.10214-0.0397842j -0.0358255-0.0367971j -0.0275527+0.0116889j 0.057194-0.0637745j 0.144993+0.0269553j -0.0504636-0.00548306j -0.0424779+0.0135832j 
0.0118483-0.0139836j -0.00396769-0.00826025j 0.0738479-0.0741157j 0.0335451+0.0970788j -0.0209019+0.00325092j -0.0697601+0.047859j 0.0193388+0.0202676j 0.0807364+0.0943323j -0.00398211+0.0324792j -0.0361218+0.00457521j -0.0850642+0.025337j -0.0456333-0.0970713j 0.0399094+0.126508j -0.0339528+0.0045114j 0.0326094+0.0915665j 0.0671037+0.0352711j -0.14808+0.0651551j -0.0104769-0.0285478j 0.0208105+0.0860164j -0.00178052+0.10075j 0.0179044+0.0991092j 0.149758-0.118055j 0.0154341+0.00558327j -0.0525864+0.0116226j 0.0888206+0.130049j -0.121816-0.0901388j -0.0640343+0.159778j 0.0796287+0.00584845j -0.128242+0.126389j 0.101257+0.121195j 0.0729267-0.146546j -0.0465592+0.0220208j -0.000989702+0.0357119j 0.020506+0.0336282j 0.026202+0.0413614j 0.0961369+0.058612j -0.00957801+0.0226333j -0.0314005-0.0136297j 0.205853+1.9082e-15j 0.0452581+0.00518545j 0.116713-0.117467j 0.00343815+0.116398j 0.174086+0.0120398j 0.014393+0.0247291j -0.00721646-0.010153j -0.0219733+0.100555j 0.00945028-0.0544432j 0.0461393-0.0613972j 0.0705344+0.0162154j -0.0165373+0.0117848j 0.0386235+0.0477904j 0.0507971-0.0601518j -0.0114916+0.0190297j 0.117168+0.0421506j -0.0297747-0.044376j -0.154238+0.0639955j 0.013988+0.0407131j -0.0309713+0.00707558j -0.040048-0.0606953j 0.00703505+0.0393605j -0.00739094+0.0670282j -0.0131854+0.00581352j 0.0535393-0.127275j 0.0464361-0.0321157j 0.0648223-0.055744j 0.0481071-0.00650985j -0.0433362-0.00741551j -0.0366698+0.0466384j -0.00263112+0.0349914j -0.0310101-0.00686112j 
