0.0109631+0.000666771j 0.000702687-0.0109632j -0.0037252-0.0107217j 0.0108544-0.00390892j -0.000544413-0.00672329j 0.00525723-0.00422498j -0.00895001+0.000161229j 0.000529153+0.0101734j 0.00186751+0.00195998j 0.00192413+0.00355355j -0.0053026+0.000813811j 0.00452364+0.00149011j 0.00109533-0.00596814j 0.00252362+0.00417153j -0.000971617-1.74289e-05j -0.00446067+0.000261567j 0.00336678+0.000954134j 0.00329993-0.00206331j -0.00279743-0.00069596j 0.0016196+0.00390045j 0.00416467+0.00454562j -0.00569194+0.00435068j -0.00164058-0.00111363j -0.00149124+0.00288548j -0.00238982+0.00245247j -0.00206102-6.81045e-05j -0.000642293-0.00234843j 0.0024725+0.00358751j 0.0029768-0.00381718j 0.00541474-0.000456733j -0.00155218-0.000138682j 0.00623057-0.00714346j -0.00407728-0.0011583j -0.000534612+0.00275909j 0.00015525+0.00115399j 0.00282591-0.000433364j -0.000718092+0.00345755j -0.00882201-0.00491453j 0.0048441+0.00384357j 0.00231973-0.00144105j 0.00143827+0.00223881j 0.00168608-2.72438e-05j 0.00467823-0.00245553j 0.00239029+0.00356222j 0.000390666+0.000295619j 0.000962523+0.00106845j 0.000434361+0.00334858j 0.00232139-0.00197773j 0.00126985-0.00885424j -0.000246866+0.00122684j 0.00153769+3.07164e-05j 5.29338e-05+0.00441137j 0.000734402-0.000220452j -0.000814-0.000640777j -0.00106874+0.00342118j 0.00650353-0.00473335j 0.000756033+0.00433927j 0.0061448-0.00204838j -0.00414371+0.000118845j 0.00428277-0.000496825j -0.00554408+0.00120292j 0.00324611+0.000277934j -0.00695943+0.000454484j -0.00533966+0.00868035j -0.00179772-0.00288659j -0.00567596+0.00216614j 0.00970904+0.00502774j 0.00641032-0.0123461j 0.0111647-0.00532007j 0.00401103-0.00095077j 0.0071997-0.00871475j -0.00842249-0.00411589j -0.00223335-0.00250515j -0.00955593+0.0118085j 0.00981954+0.00999855j 0.0101747+0.0207169j -0.0208526+0.0111798j 
-0.00359465+0.00102526j 0.00243253+0.00106536j 0.0023287-0.00165669j -0.00623163+0.000150569j -0.0068141+0.00167889j -0.00310503-0.00137248j 0.00112008+0.00307192j -0.000948333-0.00123578j 0.00255717+0.00211568j 0.000872722-0.00282287j 0.00513738-0.0031655j 0.00104613-0.00341717j 0.00366405+0.00500877j -0.00837409+0.00410555j -0.0028507+0.0144476j -0.00318622+0.0124459j -0.00102183-0.00337113j 0.000548236-0.00541199j 0.00138696-0.00493282j 0.0045748-0.0145573j 0.00698397+0.000625265j -0.00452309+0.00229813j -0.00174798-0.00817724j 0.00442497-0.00194799j -0.0125614+0.00137171j -0.0051844-0.00771554j 0.000988484-0.000744125j 0.00215199+0.00339409j -0.00289191-0.000347356j -0.00246198-0.00432716j 0.0059589+5.94909e-05j 0.00022334+0.00698818j -0.00501436-0.00248809j 0.00481158+0.00259646j 0.00126792-0.0203725j 0.000240314+0.00259638j 0.00128925-0.00377585j -0.00378454+0.00470605j -0.00644853+0.00262048j 0.000442879-0.00186832j -0.00763564+0.00348575j -0.000524791+0.00733523j 0.00214989-0.0110009j 0.00268791-0.00338784j 0.00335792-0.0011208j -0.00639255+0.00817398j -0.00125697-0.005251j 0.00688952-0.00242678j 0.00544408-0.00218577j -0.00227016-0.00477247j -0.00337893-0.00316306j 0.0038105+0.000138632j -0.00295298+0.00529073j 0.000844619-0.00428314j -0.00315848+0.00230367j 0.000943624-0.00164758j 0.0124831-0.00174728j 0.00462199+0.000615841j 0.00290029-0.00569798j -0.000758592+0.00123755j 0.00210687+0.00287835j -0.00382168-0.00421548j -3.68544e-05+0.00322905j -0.000394937-0.00281566j -0.000518763-0.00574406j 0.000552546-0.0012872j 0.00664171+0.00484162j -0.000792093-0.00451007j 0.00569595+0.00122082j 0.000141509-0.0020283j 0.00196222+0.00226746j 0.00216826-0.00158117j 0.00368729+0.00518518j 0.00172147+0.00216003j -0.00188101-0.00099384j 0.00109741-0.00171295j -0.00024856+0.00255918j 
-0.00121176-0.00474936j -0.000354606-0.00143065j 0.00122352-0.00195737j 0.000655043+0.00121524j -0.00111919+0.00229605j -0.00480212+0.000623123j -0.00243067-0.00180805j -0.00178103+0.000952351j -0.00385771-0.00242244j 0.00276589+0.00555508j -0.00571205+0.0117804j -0.00172251+0.00495372j 0.00685653-0.00987206j -0.00324807-0.00818678j -0.00806131-0.0115026j 0.00291079+0.00352048j 0.00237631-0.00635165j 0.00678146-0.00888454j -0.00362939+0.0117629j 0.00529938+0.00920688j 0.00239764-0.00723928j -0.00108905-0.00392326j -0.00861649-0.0115421j -0.00494714-0.00165019j -0.00198169+0.000279088j -0.00633668+0.0115066j 0.00487954+0.0133694j 0.00892011-0.00342684j -0.00337411-0.000709154j 0.00141948-0.00913494j 0.00299977-0.00901111j -0.00214699+0.00399182j 0.000731581-0.00146654j 0.000851307-0.00425277j -4.24177e-05-0.00274799j -0.00401169-0.00284226j 0.000267427+0.00877986j 0.00474107-0.00744486j -0.00881622+0.00489859j -0.00577369+0.0110845j -0.00485879+0.00706285j 0.00836278-0.00730249j -0.00769747+0.00917866j 0.00256437-0.00450202j -0.00407821+0.00327816j 0.00317724+0.00151577j 0.0028512-0.00418465j 0.00150143+0.00227586j 0.0033685+0.00379512j 0.00811563+6.96614e-05j 0.0151063-0.00699334j -0.00350167+0.00811493j 0.00254315-0.00233956j 0.00265182+0.00426697j -0.00267185-0.000697382j 0.00778809-0.0025521j -0.00484261+0.0045299j -0.00414252-0.00843143j -0.0084776+0.00197323j -0.00222921-0.00229166j -0.00153774-0.000607425j 0.00388881-0.00336677j 0.00294115+0.00226096j -0.00328178+0.00147534j 0.000112354-0.00369944j -0.0022475+0.000973094j -0.00641231+0.000742979j 0.00422296+0.00135687j -0.00268755+0.00051692j 0.00375959+0.00067578j -0.00571967-0.00275003j -0.00438591+0.00103378j -0.00214112-0.00012746j 0.000227667+0.00154755j 0.00139798+0.0019482j -0.00072197-7.87344e-05j -0.00302883-0.000438627j 
0.000854737-0.00103071j 0.00234877-0.00126285j -0.00213614+0.000938044j 0.00601856-0.00218282j 0.00963589+0.000526498j 0.00128904-0.00185264j 0.00423394+0.0018736j 0.00199683+0.00445631j 0.000803772-0.002526j -0.00470141+0.00574119j -0.00391341-0.00761608j 0.000470275-0.00532839j -0.00797147-0.000540607j -0.00853668+0.00428603j 0.000424028+0.00334112j -0.0082206+0.00416799j 0.0118899+0.0100874j -0.00683696+0.00300664j 0.00132868+0.00244772j -0.00298177-0.00269964j 0.00554858-0.00537758j -0.00321854+0.00494132j 0.0108646-0.0027692j 0.00571942+0.000301947j 0.00595895-0.0016681j 0.0104609-0.00118683j -0.0100841+0.00563504j -0.00581883+0.00514659j 0.00363365+0.00915801j -0.0120255+0.00354888j 0.00600934-0.00900372j 0.00273436+0.0073661j 0.000116534-0.00125917j 0.0152271-0.00394273j 0.00151743-0.00849093j -0.00437439-0.00890862j 0.0015653+0.00806746j -0.00218026-0.00470996j -0.00831443-0.00154858j 0.00262463-0.000572624j -0.00430004+0.0043252j -0.00185251+0.00344308j 0.000805637-0.00274429j 0.00728987-0.00426681j 0.0117971-0.00628615j -0.00221324+0.00752433j -0.000663876+0.00121132j 0.000142384-0.00707298j -0.00270682-0.00104362j -0.0045376+0.000270643j -0.00338472-0.00371583j -0.0022097+0.0116852j -0.000820416+0.00443903j -0.00107548+0.00200203j 8.90993e-05+2.653e-05j -0.0050583-0.00220904j 0.00117044-0.00712766j 0.0051733-0.00284744j 0.00297754+9.21016e-05j -0.0015238-0.000522148j 0.000258276-0.00346967j -0.00342522+0.00372023j -0.00366045+0.0037281j 0.0041574-0.000132019j 0.00186468+0.00158251j 0.00405459+0.000986368j 0.00136582-0.000724617j -0.00118444+0.00269076j -0.00429005-0.00277748j -0.00185265+0.000643246j 0.00394257-0.0012462j 0.00240914-0.000688494j -0.000749663-0.00474985j -0.00287649-0.00252769j 0.000630944+0.00214736j 0.00230135-0.0013472j -0.00166488-4.80967e-05j 
-0.00226113-0.00114381j 0.000539736+0.00312902j -0.00251541+0.000163156j -0.000691662+0.00249184j 0.000102666+0.00240548j -0.00936819+0.000462104j 0.00286384-0.00113353j 0.00287835-0.00447353j 0.00337407-0.000347381j -1.55774e-05-0.0011966j -0.00333489+0.00724995j -0.00259346+0.00225749j 0.00678624+0.00574874j -0.0189578+0.00644711j 0.00278819+0.00713364j -0.00860009-0.0155798j 0.00530885-0.0126767j -0.00217653-0.000271391j 0.00204583+0.00224595j 0.00264344+0.00300353j 0.00476873-0.00110588j 0.00292933-0.00189534j 0.0141156+0.001312j 0.00109499-0.00328583j -0.00975302-0.00269014j -0.0104397-0.00248681j -0.00521258+0.0029735j 0.00866539+0.00724537j 0.00260273-0.00543253j -0.0065782+0.00909217j 0.00163598+0.00451787j -0.00311531-0.0186694j -0.00235305-0.00107933j 0.00565488+0.0101898j -0.0011335+0.00720916j -0.01174-0.00910637j 0.00470194-0.00237774j -0.000369238-0.000829449j -0.00169351-0.00521286j -0.00215965+0.00246062j -0.00390798-0.000252466j 0.00214685+0.00536734j 0.00626725+0.00365906j -0.00790703+0.00838734j 0.00118496-0.00294913j 0.00359333-0.00827517j -0.00311214+0.000785155j -0.00406625+0.00173594j -0.00289554+0.00152941j 0.00327047+0.00467996j 0.00282061+0.00443423j 0.00715947-0.00257327j 0.00366989-2.94112e-05j -0.00244999-0.00246247j 1.69048e-05-0.00198485j 0.00449556+0.00643132j -0.00122842+0.00214151j -0.0076415+0.00204033j -0.00528512-0.00251043j -0.00337284-0.00349372j 0.000326988+0.00163295j -0.00259888+0.00239876j 0.00337793-0.000942052j -0.00578292+0.0012492j -0.00407447+0.000505603j 0.000225911+0.000746907j 0.00150465-0.000890803j 0.00206912+0.00168163j 9.80584e-05-0.00173546j -0.00265441+0.00171143j -0.00158351-0.000917764j -5.37848e-06-0.00329884j 0.00115224-0.00262695j 0.00381524-0.00107786j -0.000503169-0.001283j -0.000728644-0.000533769j 0.00183806-0.000211151j 
-0.00335058+0.00012221j 0.000672398+0.000999174j -0.0006741+0.00409391j -0.00364297+0.0023399j -0.00635395+0.00386453j -0.000711124-0.00271964j -0.00309107+0.00418177j 0.00160878-0.00249027j -0.00200915+0.00394808j 0.00266466+0.0111806j -0.000112806+0.00867301j 0.00334008+0.00489827j 0.000871398+0.00158251j -0.00211638+0.00579501j 0.00723783+0.00240089j -0.00632461-0.010078j -0.013346+0.00790367j -0.00248382-0.000724157j 0.00752061+0.00771018j 0.00700285-0.0153443j -0.0014426+0.00786587j 0.000947515+0.00808743j -0.00464464+0.000758201j -0.0021472+0.00706394j 0.00349491-0.0128483j 0.00561852-0.0123214j -0.0029888+0.0172298j -0.000628778-0.0017886j -0.00346548+0.0113972j -0.000766208-0.000766572j 0.00413159-0.00461357j 0.000196931-0.00626333j 0.00344215-0.0073628j 0.00505108-0.00428342j 0.00525232-0.00688161j 0.00229441+0.000475334j -0.0148619+0.0243462j 0.000363484-0.00139353j 0.00481606+0.00196317j 0.0112239-0.00463591j -0.003046+0.0131935j -0.00656239+0.0023877j 0.00170493+0.00445644j 0.0148517-0.00796282j 0.00862503-0.0132078j -0.00475472-0.00705095j -0.00224666+0.00790091j 0.00700354-0.00811288j -0.00251711+0.00497624j -0.00150064-0.00190318j -0.0015253+0.00338279j -0.00408011-0.00358069j -0.00120159+0.00298058j -0.00285193-0.00372174j -0.000365621+0.00437418j 0.00287996-0.00153718j 0.00672632+0.00104537j -0.00105265+0.00915931j -0.000931463+0.00104437j 0.000954826+0.000214372j 0.00453296-0.000524301j -0.00450257+0.00552093j 0.00361505-0.004384j -0.00454485+0.00684455j -0.00371933+0.00232468j -0.000836708-0.000175015j -0.00111493+0.00632472j 0.00168871+0.00121912j -0.00243632+0.00149905j -0.00125642+0.000246047j 0.000844829+0.00295855j -0.00101321-0.00157439j 0.00524017-0.000715833j 0.00843584-0.00148797j 0.00138449-0.00461031j -0.000183245+0.00125845j -0.00167848+0.00180115j 
0.00419469-0.00444332j 0.00220099+0.00059694j 0.00165152+0.0019123j -0.00138026+0.00184263j -0.00526612+0.00193981j -0.000529526-0.0029377j -0.00112855-0.00170816j 0.00308241-0.000357062j 0.00229371-0.00290053j 0.000753138+0.00074025j 0.00663193+0.00226774j -0.00408888-0.00492796j 0.000305377+0.000577115j 0.00731826-0.00144531j 0.0135876-0.00692289j 0.00402409+0.00998923j -0.00302549-0.00675093j 0.00258339+0.0104366j 0.000995554-0.00424654j -0.00912594+0.00045836j 0.000196876+0.0101432j -0.00152185+0.00647218j -0.0111742-0.0128379j -0.00444683+0.00386002j -0.00116141-0.00247593j -0.00595449-0.00558933j 0.00722808+0.00590467j 0.00418936+0.00749324j 0.000531883+0.00243865j 0.00236386+0.00571243j 0.00162569+0.0012294j 0.0015375+0.00297956j 0.00133117-0.00195993j -0.000842134-0.00356252j -0.0142421-0.0118824j -0.000765979+0.00265512j -0.00289347-0.00203266j 0.00599984-0.00214033j 0.00356202+0.00479779j -0.00568964-0.00649729j 0.0132614+0.00780593j 0.00704748+0.00729976j -0.00690251-0.00845253j -0.00119409-0.00335386j -0.00029099-0.00536224j 0.00613672+0.00500958j 0.00550179+0.00626405j -0.00503928-0.00515477j -0.00192891+0.00459838j -0.000825586-0.00471212j -0.000663121+0.0120478j 0.00144719-0.00458447j -0.00301496+0.00307367j -0.0040476+0.00202415j 0.0021301-0.0038592j -0.000427539+0.00243075j 0.000746131-0.00534762j 0.00330838-0.000501481j -0.000948738-0.0061376j -0.000184506+0.00145422j -0.00161897+0.0010227j 0.00631612-0.00475162j -0.00199255+0.00232488j -0.00200758-0.00584786j 0.000431296-0.00111016j 9.83636e-05+0.00203082j 0.000746224-0.00233065j -6.65314e-05-0.00074724j 0.00106405+0.00161363j 0.00155359+0.00179825j 0.00115974-0.00583934j -0.00091938-0.00193347j 0.00123754-0.00372953j 0.00157469+0.00173411j -2.69223e-05+0.00221162j 0.000887928-0.00303034j 0.00116739-0.00348749j 
0.00074316-0.000823693j 0.00303069+0.0026867j 0.00623792+0.00136204j -0.00309539-0.0012233j -0.00472707-0.0023674j -0.000678887-0.0029093j -0.00781148+0.00726732j 0.00787512+0.000411549j 0.013944-0.00167231j 0.00224713-0.000409331j -0.000636157+0.00299836j 0.00723956-0.0071295j -0.00691166-0.00975173j 0.00572105+0.00904805j 0.00847144+0.00386754j -0.0101072-0.00817952j -0.00542147-0.0154519j -0.00480069+0.0031109j 0.0144591+0.00582063j 0.00634821+0.00548019j 0.000351618-0.00221624j 0.0100376-0.00517914j 0.00405738-0.0099616j -0.00274041-0.0119749j 0.000941754+0.0036184j 0.00811938+0.00312388j -0.0049222+0.00351636j -0.00356989-0.00136869j 0.00349886-0.00109385j -0.00209938+0.00710678j -0.00962117-0.00579454j 0.00731013+0.00223662j 0.00192312-0.00696427j -0.00196247-0.00340062j -0.00239625+0.0021214j -0.00338187+0.00123302j 0.00596104-0.00894127j -0.00198304+0.00144226j 0.00327978+0.00635197j -0.00316907+0.0175222j 0.00540064+0.00648703j 0.000904162-0.000678178j 0.0104664-0.00777931j -0.00622432+0.00440231j -0.00131433-0.0054115j -0.00675904-0.00229779j 0.00124254+0.00350945j -0.00425497+0.00014473j -0.00737681+0.00162086j 0.00146389-0.00384765j 0.00365237-0.00612925j -0.00331112+0.00671816j -0.000920493-0.00308026j 0.00254863-0.000544592j 0.000990925-4.75343e-05j 0.00191451-0.00126855j 0.00529897+0.00737316j -0.00162515+0.00617387j -0.000514863+0.00220601j -0.0024556+0.00216218j -0.00244892+0.000991325j -0.00379578+0.0039566j -0.00641791-0.00186573j -0.00471217-0.00202082j -0.00433434+0.00317808j 0.00162832+0.00259212j 0.000402248+0.00251752j -0.00307326-0.00193232j 0.000386418+0.00299057j -0.000829959-0.00128639j 0.000452675-0.0028279j -0.00130782-0.00219514j 0.0030671+0.0022834j -1.69773e-06+0.00167519j -0.0013633-0.00117105j 0.00377141+0.000449597j -0.00332393+0.00078959j 
-0.00506402-0.00211033j -0.000964969-0.000663674j -0.00881302+0.00276826j 0.00219589-0.00138564j 2.195e-05+0.00549195j 0.00111275-0.00470017j 0.00194615-0.00220093j -0.0103504-0.000830264j -0.0115218+0.0015757j 0.00576353+0.000254782j 0.00582602+0.00912768j 0.00385446-0.0119065j -0.00669067+0.00426687j -0.000510295+0.00679577j -0.00884985+0.0034829j 0.00420616-0.000280181j -0.00438785+0.000585649j 0.00386813+0.00790061j -0.0109794-0.00418276j -0.00638047+0.00361235j 0.000370963-0.00704654j 0.000357493-0.00770069j -0.00316971-0.0109723j 0.000832499-0.0110786j -0.00573913-0.0024675j -0.00416663+0.000810998j 0.0137871+0.0111651j -0.00144685+0.00612378j 0.00344944+0.00227781j 0.00206369+0.0133238j -0.00496974+0.00052716j -0.0029412-0.00989247j -0.0023941-0.00409917j -0.00219039-0.00101159j -0.00163968-0.00526403j 0.0059619-0.000644964j 0.00864688+0.000595514j -1.26776e-05+0.00521101j -0.00145948-0.00157668j -0.00813367+0.00877268j 1.9878e-05+0.00820905j 0.00172129-0.000712316j 0.00533053-0.0134032j -0.0130693+0.00201349j -0.00237093-0.00438261j 0.00279212-0.000499457j -0.00120778+0.00258319j -0.00307519-0.00140811j -0.000735529+0.00587118j 0.00229422+0.000577734j -0.000638296-0.00201854j -0.0059644+0.00179101j -0.0031138+0.00102199j 0.00129887+0.00242692j 0.00320702-0.000105963j -0.00386828-0.0056683j -0.00420775+0.000368266j -0.00077603-0.000260169j 0.00115848+0.00382674j 0.000618959+0.00226298j -0.000884631+0.00218554j 0.0018684+0.00342939j 0.000107087+0.0045007j 0.00596504+0.0046237j 0.000220505+0.00173031j 0.000234712+0.000158198j 0.00342409-0.00179338j 0.00494091+3.23625e-05j -0.00051296-0.000271949j 0.00188067+0.00294935j 0.00347979+0.00406576j 0.00254762-0.000930369j 0.00201326-0.00389973j 0.00515945-0.00524983j 0.000879589-0.00145957j 0.00153118-0.00184269j 0.000574242+0.00335304j 
-0.00130569-0.00267897j 0.00555367-0.00258226j 0.0036704-0.00417482j -0.000863181+0.00159159j 0.00486694-0.00443904j -6.58698e-05+0.00348088j 0.00254845-0.00315962j -0.00340949+0.000220211j 0.00854297+0.00538267j 0.0105472-0.00708268j -0.0103777+0.014484j -0.00244675+0.00389913j -0.010307+0.00895527j 0.000570959-0.0121265j -0.00340535+0.00805387j -0.00909221+0.00841575j -0.00791764-0.000583086j -0.00546357+0.0123591j 0.00373258-0.0037745j 0.00804705-0.0118432j 0.000297846+0.00482947j -0.00148974-0.000971448j 0.0051477-0.00613868j -0.00374374+0.00551357j 0.00202094-0.0201475j 0.00545929-0.00365977j -0.00294577-0.00919626j 0.00398902+0.00540252j 0.00378123-0.00405223j 0.011872-0.00737779j -0.00840691+0.00966365j -0.00297009+0.000180178j -0.0052613+0.00593451j -0.00492769+0.00989075j 0.00596333-0.0150066j -0.000139039+0.00490227j -5.45583e-05+0.00344624j 0.00323503-0.00258484j 0.00734311-0.00302878j 0.00729038-0.00214953j -0.00404084+0.00761829j -0.00284327+0.004884j -0.00315307-0.00301767j 0.00142053-0.00150803j 0.00318074+0.000953839j 0.00190841+0.00190547j -0.00636678+0.00234601j 0.0014852+0.000986465j 0.00622217+0.00575571j 0.00547266-0.0011177j -0.00238016-2.62094e-05j 0.0039647-0.00165096j -0.000791885-0.000387587j 0.00248485-0.00193749j -0.00382689-0.000114808j -0.00118218+0.00166454j -0.00320087+0.000187367j -0.00266238+0.00257951j 0.00785049-0.000110168j -0.00959676+0.00336258j -0.00370847-0.000641348j 0.00825313-0.00632662j -0.00281608-0.000430871j -0.000137549-0.00136968j 0.00753231-0.00220784j -0.00160852-0.000945685j 0.00105469+0.002257j 0.00753066-0.00502759j 0.00572529+0.00393405j -0.00174339-0.000583323j -0.00987509+0.00173967j 0.00175181+0.00204215j -0.00302324-0.000596384j 0.00248427-0.000784605j 0.000911146+0.000770921j -0.00259814-0.0033663j -0.00216689-0.00148343j 
-0.0050373+0.000895882j 0.000347716+0.00154331j -0.00448211+0.00142551j -0.00388322-0.00270671j -0.00118546+0.00233848j -0.00329008+0.00208935j -0.00269079-0.00248152j -0.0121402+0.00225469j 0.0123803-0.0126908j -0.00704975+0.00450059j -0.0150467-0.00142588j 0.00727436+0.00538029j -0.0035103+0.0045503j -0.000467302+0.00183955j -0.00257084-0.0132888j 0.00332971+0.00506931j -0.00758888-0.00201316j 0.000336997-0.00242925j 0.00838479-0.0097616j 0.0125268+0.00170098j 0.00586045+0.00289008j 0.00576049-0.00393119j 0.00629369+0.00970575j -0.00324722-0.00232179j -0.00414007-0.000965826j 0.00536669-0.00132969j -0.00661686+0.00385606j 0.00111361+5.62298e-05j 0.00649857+0.00833983j 0.000122182+0.00435642j -0.00365853-0.0054775j 0.00993164-0.00192737j 0.00193427-0.000212164j -0.00351855-0.00420077j -0.000550979+0.00369765j 0.00208104+0.00316796j 0.0031268+0.00351376j -0.00228598+0.00227008j 0.00061032-0.00052395j -0.00453905-0.0089121j -0.00288064-0.00841894j -0.00134486-0.00225954j -0.00380652+0.00259281j -0.000713398-0.00914533j -0.00497204-0.00603214j 0.000494494+0.000717663j -0.00203101-0.00545646j 0.000350611+0.00227338j 0.00239498+0.00399238j 0.00328029+0.00610007j 0.00117819+0.00247176j 0.000134082-0.00350966j 0.00525646+0.00109569j -0.000935107-0.0014295j 0.00331974+0.0031049j 0.00154119-0.000195554j 0.0021686-0.00191695j -0.00179039-0.00507048j 0.000532648-0.00165995j 0.00151133-0.00247003j 0.00129367-0.00099214j -0.000664099+0.00184131j 0.0015183+0.00248679j -0.000425147+0.00438537j -0.00596991-0.00583597j -0.00217393-0.00147475j -0.00218243+0.00189755j -0.00292906+0.00359111j -0.00149147-0.00094744j 0.00269583+0.00363136j 0.00329501-0.000166829j -0.00247952-0.00227838j 0.00016176+0.00141358j -0.00354279+0.000942177j 0.00108845+0.00191603j -0.000896296-0.000640119j 0.00117848+0.00172738j 
-0.000961468-0.00211686j 0.00305842+0.000559368j -0.00427963+0.00236528j -0.000664747-0.000833886j -0.00278174+0.00426726j -0.000442741-0.00188038j -0.00063866-0.000684208j -0.00726056+0.00400226j 0.00444302-0.00764227j -0.00976883-0.00110177j 0.00189579-0.00770408j -0.000825882-0.00545631j -0.00703748+0.00310123j -0.000991198-0.00615734j 0.00189181-0.00717566j -0.00201727-0.0024666j -0.0108398+0.0024645j 0.00505949+0.00226472j -0.00344562-0.00384526j 0.00628177+0.0132028j 0.00326615+0.00703387j -0.00677467-0.00568938j 0.000186232+0.0031533j -0.010754-0.00582907j 0.00326024+0.00333725j 0.0121937+0.00618275j -0.00378805-0.00230849j -0.00326659+0.00282513j -0.0047338+0.00683249j 0.00435631+0.000252576j 0.00796298+0.00287846j -0.000489192+0.000276442j 0.00284874+0.000828928j 0.00437418+0.00767988j 0.00295109+0.00618952j 0.00697408-0.0058133j -0.0111405-0.00867961j 0.00227744+0.000831263j -0.00151592-0.00320713j 0.000801357+0.00679552j 0.00019941-0.00993323j -0.00127937-0.000666948j -0.00654059-0.00913907j 0.0034173+0.0127828j 0.00487108+0.00470642j 0.00122137-0.00014142j 0.00318623-0.00411132j 0.000263299+0.00428302j -0.000828109+0.00439898j -0.00132564-0.000902467j -0.00126742-4.52585e-05j -0.00422242+0.00011387j -0.0052745+0.000755305j -0.000808523+0.000988736j 0.00181254-0.00125421j -0.00475788+0.00313208j 0.000458383+0.00461066j 0.00277437+0.000200485j 0.00369063-0.000135562j 0.0067137+0.00200101j 0.000629567+0.00582103j -0.00300604-0.000593473j -0.00223826+0.00677623j 0.00239821-0.000131946j -0.000567192-0.00133291j 0.00144396+0.000485131j -0.000166334-0.00119265j -0.00368463-0.000403988j 0.000241773-0.00402498j 0.00168491+0.00223142j 0.00301135+0.000563838j 0.000281039-0.00275704j 0.00126808-0.00185442j -0.00126222-0.000413473j 7.24715e-05+0.00392744j 0.00126053-0.00273336j 0.000886298-7.68916e-05j 
-0.00139156-0.000354449j 0.000929216+0.00354066j -0.00097939+0.00040566j 0.000823204+0.000732979j -0.000505332+0.00427225j -0.0022045-0.00104976j -0.00332197+0.0103085j 0.00250894+0.00595028j 0.00655027+0.00593559j 0.00524022-0.00696757j 0.00332975+0.00318477j 0.00330416+0.00054186j -0.00309849-0.00101111j -0.00386335-0.0160792j 0.000193949-2.73687e-06j 0.00316783-0.0121236j 0.000400784+0.0132239j 0.000706152+0.000819644j 0.000188211+0.00223932j -0.00887944+0.00138328j 0.00206755+0.0101939j 0.00221416-0.00418795j 0.00340539+0.0186916j 0.00512149+0.00354531j -0.00248737-0.00930869j -0.00252171-0.000183608j -0.0011792-0.007809j -0.00365646-0.00144301j -0.000179669+0.0067564j -0.00232871-0.0118934j 0.000364766+0.00415914j 0.00394489-0.00121657j 0.00262507-0.00181156j -0.00640924+0.0164077j -0.00685206-0.000521666j 0.00975031-0.00979892j 0.00553856+0.0110974j 0.00535822-0.00346512j 0.00717299-0.00928038j -0.0122886-0.00218862j 0.00742719-0.00185073j -0.00198836+0.000965993j 0.00102798+0.00429336j -0.00698535-0.00361553j 0.000467807+0.00643781j 0.000566019-0.0034711j 0.00397452+0.000549784j -0.00145816-0.00312312j -5.78901e-05+0.000450623j -0.00082893-0.00329846j 0.00424561+0.00014277j -0.00294232+0.00371396j -0.000747392+0.00142466j 0.00118044-0.000615857j 0.00221135+0.000479608j -0.00420446-0.00164209j 0.000406302-0.000679832j -0.000894411+0.00044753j -0.00122422-0.00252316j 0.000423968-0.000790538j -0.00374037-0.000185567j 0.000482081-0.00764687j -0.00376514+0.00101174j -0.00160892+0.000643103j -0.002312-0.000747793j -0.00137192+0.00389624j -0.000409442+0.0033185j -0.000823853-0.00319836j 0.00234866-0.00330543j -9.50285e-05-0.00331507j -0.00113394+0.00112994j -0.000106948+0.000889769j 0.00201982-0.000916543j 0.000227219-0.0025905j -0.00308744+0.00127989j 0.00354509-0.000205301j -1.18064e-05+0.00185964j 
