0.0109631+0.000666771j 0.000702687-0.0109632j -0.0037252-0.0107217j 0.0108544-0.00390892j -0.000544413-0.00672329j 0.00525723-0.00422498j -0.00895001+0.000161229j 0.000529153+0.0101734j 0.00186751+0.00195998j 0.00192413+0.00355355j -0.0053026+0.000813811j 0.00452364+0.00149011j 0.00109533-0.00596814j 0.00252362+0.00417153j -0.000971617-1.74289e-05j -0.00446067+0.000261567j 0.00336678+0.000954134j 0.00329993-0.00206331j -0.00279743-0.00069596j 0.0016196+0.00390045j 0.00416467+0.00454562j -0.00569194+0.00435068j -0.00164058-0.00111363j -0.00149124+0.00288548j -0.00238982+0.00245247j -0.00206102-6.81045e-05j -0.000642293-0.00234843j 0.0024725+0.00358751j 0.0029768-0.00381718j 0.00541474-0.000456733j -0.00155218-0.000138682j 0.00623057-0.00714346j -0.00407728-0.0011583j -0.000534612+0.00275909j 0.00015525+0.00115399j 0.00282591-0.000433364j -0.000718092+0.00345755j -0.00882201-0.00491453j 0.0048441+0.00384357j 0.00231973-0.00144105j 0.00143827+0.00223881j 0.00168608-2.72438e-05j 0.00467823-0.00245553j 0.00239029+0.00356222j 0.000390666+0.000295619j 0.000962523+0.00106845j 0.000434361+0.00334858j 0.00232139-0.00197773j 0.00126985-0.00885424j -0.000246866+0.00122684j 0.00153769+3.07164e-05j 5.29338e-05+0.00441137j 0.000734402-0.000220452j -0.000814-0.000640777j -0.00106874+0.00342118j 0.00650353-0.00473335j 0.000756033+0.00433927j 0.0061448-0.00204838j -0.00414371+0.000118845j 0.00428277-0.000496825j -0.00554408+0.00120292j 0.00324611+0.000277934j -0.00695943+0.000454484j -0.00533966+0.00868035j -0.00179772-0.00288659j -0.00567596+0.00216614j 0.00970904+0.00502774j 0.00641032-0.0123461j 0.0111647-0.00532007j 0.00401103-0.00095077j 0.0071997-0.00871475j -0.00842249-0.00411589j -0.00223335-0.00250515j -0.00955593+0.0118085j 0.00981954+0.00999855j 0.0101747+0.0207169j -0.0208526+0.0111798j 
0.00526607+0.000327625j 0.000748109+0.00306537j 0.00404161+0.00370097j 0.00108176-0.00363849j -0.0011314-0.00331048j -0.00793336+0.00134386j -0.00353886+0.00411096j -0.00240648-0.000183032j -0.00359836-0.000640614j -0.00570614+0.00285233j 0.00110089-0.00293312j -0.000355946+0.00626792j -0.00334765+0.00734617j -0.000582952-0.00813955j 0.00115676+0.00816606j 0.00176265+0.00128095j -0.00242675+0.003901j -0.00341926-0.0118705j 0.00616759-0.000356782j -0.00485873+0.00220016j -0.00210431+0.00392317j 0.000585941-0.000155589j 0.00133038-0.0103028j -0.000236971-0.0117232j -0.00160961+0.00366344j -0.000118159+0.00691699j 0.00324737+0.00243909j 0.00706724-0.00363004j -0.00403406+0.00346621j 0.00944101-0.00477951j 0.000341701-0.00623115j 0.00258267-0.00698531j 0.00451344+0.00051513j -0.000654633-0.00861001j -0.00167233+0.000181679j 0.00251408+0.00981429j -0.00427829+0.013143j -0.00278292+0.00526624j -0.00103483-0.000880461j -0.00953653+0.00594591j 0.00349878-0.00315617j 5.44322e-05+0.00366477j 0.00104293-5.08659e-05j -0.00345406+0.00256508j 0.002781+0.00125736j -0.00251419+0.00804606j -0.00549026-0.000973475j -0.00690542+0.016884j 0.00345595-0.00249197j -0.00241204+0.000184763j -0.0126396+0.00411881j 0.0079436+0.00319013j -1.78172e-05-0.00545678j 0.00270134+0.00562706j -0.0022625-0.00133697j -0.00195812-0.00564788j 0.00120955-0.00700553j -0.00529561+0.00146181j -0.000940541-0.00149373j 0.00168638-0.00169167j 2.559e-05-0.00479606j 0.0115672-0.00757472j -0.00268815+0.000593139j -0.00252516-0.00124345j 0.00473284-3.47016e-05j 0.00265918+0.00319033j -0.00506638-0.0038458j 0.0015618+0.000433491j 0.00155281-0.000208117j 0.000957517+0.00131961j -0.00248193+0.00074377j 0.000324038-0.00300639j -0.00597802-0.00262912j -0.00504199+0.000425438j -0.00044376-0.00562596j 0.000810088+0.00235441j 0.00196656-0.00515642j 
-0.000129022+0.00157895j -0.00473819-0.000798966j 0.00224883+0.00303267j 0.000940022-0.000213424j -0.00173837-0.00216468j -0.00663309+0.000169722j -0.00311927-0.00146976j 0.00546618-0.00223226j -0.00158385-0.00412971j 0.00410752-0.000606675j 6.11379e-05-0.00022858j -0.000288462+0.00255431j 0.00640816-0.00396347j -0.00335951-0.00221719j -0.00266922-0.00579498j 0.00424212+0.00300468j 0.00263771-0.00285438j -0.000502669+0.00119549j -0.00292939-0.00495384j -0.0015558+0.0111364j 0.00338957+0.00600204j -0.00022069-0.00529198j -0.0038468+2.28299e-05j -0.00466488+0.00174935j 0.00178154-0.00126808j 0.0103505+0.00600778j 0.00267395+0.0118572j -0.00580428+0.00316537j -0.000573158+0.00189366j 0.00970709+0.000790867j 0.00118205+0.00181797j -0.00442446+0.00811827j -0.00124565+0.0114534j -0.0142342-0.00285849j 0.0024709-0.00839081j 0.00328533-0.00247144j 0.00519266+0.00179382j -0.00508445-0.0076886j 0.00520145+0.0036542j 0.00234838+0.00130107j -0.00109478+0.00553432j -0.00103838+0.00370021j -0.00140077-0.00579651j -0.00441589+0.00540092j 0.00617956-0.0110317j 0.00109277+0.00626156j -0.00241413+0.00307949j 0.00854346-0.00482101j 0.00654441-0.00396311j 0.00257964-0.00261468j -0.000430813-0.00475405j -0.00597911+0.000813372j -0.00330662-0.00803392j -0.00310256+0.00887138j -0.00253847+0.00345455j 0.00362435+0.0123236j -0.00287106-0.00820813j 0.00372404+0.0143735j -0.00427307-0.00147243j -0.00112053-0.000335319j 0.00547745+0.00313635j -0.00151142-0.00274625j -0.00392886+0.00401825j -0.00240237-0.000456675j 0.00238646-0.00812012j 0.00144979-0.00478299j 0.000996394+0.001912j 0.00218737-0.00593295j -0.00172306-0.00135119j -0.00705831+0.00192502j -0.000818605+0.00382233j 0.00176109-0.00472276j -0.00224728-0.0013463j -0.00403014-0.00203011j 0.00379821-0.00358641j -0.00424491+1.80407e-05j 0.00567121+0.000235966j 
0.000929786-0.000437759j 0.00194639-0.00564958j -0.00202561-0.00205103j -0.00261881+0.00218063j -0.00146885+0.00139438j 0.00219338+0.00195574j -0.00175289-0.00119817j -0.00212376+0.00475012j 0.00317777+0.00442454j -0.000661493+0.0052047j 0.000229958-0.00144682j -5.35434e-05+0.00069327j 0.00039449+0.00790855j 0.00353928+0.00213766j 0.00547667+0.000203546j -0.00386298+0.00746496j -0.000210103+0.00604486j -0.00220613+0.00509466j 0.00848734-0.00557946j -0.00322142+0.00860406j -0.00566071+0.00398174j 0.00596492+0.0062174j 0.00157538-0.00691119j -0.000127871-0.00436606j -0.000920661+0.00535097j -0.0110911-0.00472624j -0.00701217-0.00604274j -0.00194451-0.0122007j -0.00214024-0.00198869j 0.00192081+0.00348234j -0.000450685-0.00871285j -0.00632787+0.0022419j -0.00788028+0.00198496j -0.000157427-0.0021789j 0.00730539+0.00226297j -0.00365136+0.000859258j 0.0082474-0.00612581j 0.004292-0.0021664j -0.00815559+0.00770244j -0.00869314-0.00860194j -9.93541e-05-0.00760469j -0.000339424-0.0011457j 0.00461407+0.00616496j -0.00872103-0.00286657j 0.00986822-0.000246301j -0.0120087+0.00346423j 0.00466461+0.00289037j -0.000192799-0.00304737j 0.00338377+0.00338314j 0.0101621-0.00339044j 0.00556153+0.00676772j 0.00942225-0.0120639j 0.00304183+0.00654319j -0.0021484-0.00615404j -0.000907994-0.00556671j -0.00770981+0.0120178j 0.00539821+0.0126436j -0.0042581-0.00127724j -0.00122088-0.00371768j -0.00482629-0.00525265j 0.00274154+0.00194713j 0.00187864-0.000745456j -0.00620759-0.00868329j 0.000970102+0.00460915j 0.000796533+0.00299931j 0.00156979-0.00213713j -0.00848771+0.00181536j 0.00228295+0.00453027j -0.00227128-0.0015944j -0.00370585-0.00170193j -0.00231914+0.00113393j -0.00128275+0.00357347j 0.00245613+0.00306032j 0.00382727+0.00193259j 0.00225555+0.00420313j -0.00017561-0.00314511j 4.05891e-05+0.00261172j 
0.00296647+0.00124812j -0.00544695+0.00117942j -0.00746183-0.00263939j 0.00265608+0.00141356j -0.00486819+0.00135896j 0.0049045-0.00400016j 0.00266408-0.00366011j 0.000447298-0.000582245j -0.00185051-0.000347574j 0.00211835-0.00486605j 0.00561417+0.000598065j -0.00117926+0.00108727j 0.0114365+0.00277028j -0.00228238-0.00486423j 0.00147396+0.00106562j -0.0138657+0.00343266j -0.00273269+0.00272459j -0.00226675-0.0019178j 0.00220138-0.000217725j -0.00441919-0.00484438j -0.000993232-0.000536763j -0.00700507-0.00180258j 0.0032159-0.00324039j -0.0222628-0.000580336j 0.0171154+0.00412499j -0.00397389+0.00232913j 0.0044431+0.0014712j -0.00256571+0.00299351j 0.0110608+0.000608871j -0.0142694-0.00265548j 0.00931217+0.00249389j -0.00586095-0.000828885j 0.00284841+0.00232962j 0.00425157+0.00327677j 0.00252563-0.00331991j 0.00151494+0.00128186j -0.00201311-0.0090399j -0.00886489-0.0030702j 0.00568828-0.00321333j -0.00648976-0.00559994j 0.00318368+0.00457815j -0.00735573-0.00303758j -0.0061107+0.00306055j 0.00654417+0.00215443j -0.00820744-0.00612243j -0.00316799+0.00569679j -0.0038761+0.000345648j 0.00154235+0.00697474j 0.00755089-1.48333e-05j -0.00531969-0.00581244j 0.00579029+0.0026717j 0.010302-0.00297252j -0.00190202-0.00365848j -0.00335351-0.00341812j 0.00520618+0.00683845j 0.0108505+0.00186561j 0.00165147-0.000633087j 0.00391189-0.00378619j -0.000118836-0.00498082j 0.00608332+0.00468709j -0.00215938-0.000769147j 0.00747138+0.00545805j -0.000960661-0.00126198j 0.00545916-0.0011655j 0.000524012-0.00470942j -0.00466501+0.00509721j 0.00351665+0.00670925j 0.000428013+0.00566694j 0.000210868-0.000635328j 0.000179608+0.00043739j 0.00234338+0.00249164j -0.000309743+0.00471264j 0.00360887-0.00231878j -0.000919469-0.00143747j -0.00107566+0.00150584j -0.00163156+0.00218104j 0.00561373-0.000333835j 
0.000335397+0.000850818j -0.00314883+0.00268139j -0.00392189+0.00228376j -0.000339129-0.00241259j 0.00582756-0.00215133j -0.00300302-0.000760453j 0.00306517-0.00350041j -0.00149678-0.0035729j 0.00564933-0.00433694j -0.00238784-0.00352229j 0.00264008-0.000268389j -0.00258536-0.000929396j 0.00107723-0.0056251j 0.00279054-0.00191953j 0.00492807-0.00350696j 2.09495e-05+0.00773756j 0.00123341-0.000133257j 0.00672283-0.00208302j 0.000552451-0.000368053j -0.0025309-0.00110819j 0.00433278-0.00337365j 0.00200665+0.00283634j -0.00322203+0.00427096j -0.0041631+0.0127753j -0.00474781-0.0115178j -0.00385822-0.00535214j -0.00813566+0.000483172j -0.00479726+0.00421542j 0.00424468-0.00881258j -0.00792888+0.0100705j -0.00474214-0.00630946j 0.00336008-0.00084746j -0.00414721-0.00637225j -0.000100304+5.74903e-05j 0.00216372+0.00129564j 0.000860536-0.000509034j -0.00682+0.00415555j 0.00142643+0.00226756j 0.00686563-0.000509337j 0.00372175-0.00271996j 0.00118938-0.00757633j 0.00184534+0.0048613j 0.00537362+0.00293671j 0.00520695-0.0111802j -0.00881086+0.00977739j -0.00145099+0.00231268j -0.00379518-0.0093875j 0.00694291+0.00237197j -0.00273388+0.000241815j -0.00264734-0.00314925j -0.00139058-0.00940122j -0.00553146+0.00587867j 0.00538537+0.00217841j -0.0059882+0.00945178j 0.0171322-0.00850282j 0.00273222-0.00569303j 0.00148001+0.00280425j -0.00057852+0.000240276j 0.00204687-0.00124497j 0.0045394-0.00355367j 0.010593+0.00760597j 0.00375831-0.00697661j 0.000401345+6.71245e-05j -0.00831327-0.006109j 0.0013504+0.000348013j 0.00308244+0.00204351j 0.00512858+0.000637254j 0.00477865-0.000873836j 0.00417346+0.0055637j 0.000581346+0.00237793j -0.00322382-0.00178044j 0.00329509+0.00393992j -0.00595147-0.00622202j -0.00328157-0.00208626j 0.000523972-0.0039793j -0.00244927+0.00254765j 0.00112533-0.00126219j 
-0.000845016-0.000350352j 0.00332176-0.00290169j 0.00178881-0.00491717j -0.000544108-0.00118565j 0.000949305-0.00184127j 0.000772291+0.000455306j 0.000563953-0.000260543j 0.000499759+0.00116465j 0.00142923+0.00265322j 0.00216949-0.00113202j -0.00435042+0.00177048j -0.00384846-0.001758j 0.00514789+0.00494682j 0.000957243+0.00278416j 0.00222775+0.00365832j -0.000322908-0.00589928j -0.00539188+0.00348888j -0.00282519-0.00245657j -0.00366602-0.000893575j 0.000125265-0.00211716j 0.00438015-0.00260323j 0.0025547+0.00315183j 0.000654047-0.00291022j -0.000815066-0.00690028j 0.0016895+0.00818058j -0.00028698+0.000469326j -0.0040563-0.00357758j -0.0022076+0.000840196j 0.00209337+0.00722367j 0.00588342-0.00676469j 0.0018389+0.0063645j 0.000133926-0.00669029j -0.00635311-0.00340132j -0.0135441-0.0116466j 0.00314645+0.00170636j 0.00864374-0.00181651j 0.00497889+0.0117681j 0.00960047-0.00333699j 0.00204253-0.00264102j 0.0126176+0.00960973j 0.00667776+0.00558023j 0.000775645+0.00705933j -0.00869716-0.00325235j 0.00543266-0.00746397j 1.90006e-05+0.00363191j 0.000780953-0.00932794j -0.00284771+0.00192317j 0.0108396+0.00885063j -0.00885227+0.00465139j 0.00706143+0.0117787j -0.00818609+0.00572725j -0.00210914+0.00432936j -0.00565867-0.0114202j 0.000693835+0.00439194j 0.0115734+0.00567239j -0.0015586+0.00138449j -0.00443085-0.00911576j 0.000713434+0.00842664j 0.00884293-0.00673005j 0.00206435-0.00922511j 0.00541021+0.00802555j 0.000915727-0.00276282j 0.00471434+0.000271889j -0.00825975-0.0052616j -0.00259903+0.000476794j 0.00242846-0.00392824j 0.00170848-0.00657409j -0.00262108+0.000341804j 0.000714959-0.00375953j -0.00267528-0.001295j -0.00280194-0.00238353j -0.000869748-0.00109411j -0.00155088+0.00394266j -0.00127724+0.000175927j -0.00340332+0.00320043j 0.00178589-0.00337699j -0.0023116+0.00203008j 
0.00252342-0.000327138j -0.00273598+0.000267207j -0.00430411-0.00061451j -0.000192338+0.00213011j -0.000548616+0.00445212j -0.00259945-0.0026444j 0.00229624-0.00267294j 0.0016001-0.00247391j 0.00478496-0.000572634j -0.00444622+0.00304142j -0.00159792+0.00411279j 0.000416134-0.000149823j 0.00716852-0.00346795j -0.00203074+0.00071989j 0.00935236-0.00230699j 0.00215067+0.00488134j 0.001246+0.000526097j -0.0030943+0.00271237j 0.00106227+0.0028274j -0.00267934-0.00196729j -0.000251152-0.00407451j 0.00209248+0.00283667j -0.00217357+0.00216407j -0.00581012+0.00503214j 0.00339901-0.00357903j 0.00439645-0.00831416j -0.00650321-0.0052069j 0.0016699-0.00522385j 0.00688832-0.00640675j -0.00100559+0.000388647j -0.0013389-0.000412428j -0.00889639+0.00774724j -0.00581353-0.00551679j -0.00651214-0.00891506j -0.00739118+0.00517251j 0.00177339+0.0127347j 0.0067553+0.00385442j 0.000915113+0.0117395j -0.00206816+0.0116096j 0.011201+0.0135225j -0.00251864+0.00644358j 0.00189299+0.000594849j -0.0075777-0.00221742j -0.00963033+0.00559825j 0.00646063+0.00865482j -0.0026022-0.00462566j 0.00707136-0.00317097j 0.00273635+0.00898776j 0.0128752-0.00162959j 0.000604408+0.00402778j 0.0011493+0.000500898j -0.00213633+0.0011778j -0.0032564-0.00641382j -0.00140168+0.00515878j -0.00931389+0.0174939j -0.00521995-0.00341009j 0.00487901-0.00396234j -0.000173381+0.00449229j -0.00941875-9.05752e-05j -0.00620571-0.00423915j -0.00886034+0.0112695j -0.0103861-0.00632671j -0.00327879-0.00268329j 0.0120088-0.0062764j 0.00202823-0.00103643j -0.00257475-0.00047494j -0.00216644-0.00616648j -0.000477901+0.000665578j -0.00166905+0.00401228j -0.000980946+0.00228906j 0.00645413+0.00117012j 0.00402184-0.0014209j 0.00617904-0.000265459j 0.00418097+0.00132513j 0.0041487-0.00131797j -0.000492172+0.000621525j 0.0028112-0.000721041j 
0.000840339-0.00182131j 0.00121318+0.00104964j -0.00430373-0.00247726j 0.00176802+0.00372078j -0.000795145+0.008006j 0.000433465+0.00536056j -0.00196587+0.000823829j -0.00265186+0.00112936j -0.00565239+0.00381986j 0.00119097+0.0018427j 0.000571281-0.00338183j 0.00104405-0.00093115j -0.000870032-0.00759588j -0.0049246+0.00274967j -0.00333823+0.00334319j -0.000815547+0.00073936j -0.00612498+0.00138687j -0.00546805+0.000954037j 0.000712936+0.00226456j -0.0057356+0.00183682j 0.00126503+0.00407149j -0.00546338+0.00257675j 0.00130745-0.00173267j 0.00319309+0.0125614j 0.00248926-0.00714438j 0.000579928-7.79033e-05j 0.0156918+0.00336655j 0.00288911+0.00268722j 0.00166866+0.00398092j 0.000291545+0.0113281j 0.00358016-0.00762137j -0.0130215-0.0102227j -0.00107882-0.00374662j -0.00526149-0.000101334j -0.00317953-0.00111982j -0.0074844-0.00830367j 0.00374331+0.00718426j -0.00324706+0.0123321j -0.000414581+0.000427044j -0.00492791+0.011869j 0.015581+0.00744888j 0.00693047+0.00961532j -0.00498597-0.00338392j -0.00864687-0.00579011j 0.00312127+0.00480557j 0.00491467-0.00207596j 0.00754487+0.00955658j 0.00120858-0.0128195j 0.0057343+0.00225368j 0.00471627+0.0044989j 0.00309976+0.00365967j 0.00706584-0.00257204j -0.01361-0.00638867j 0.0029191+0.00577832j -0.00267349-0.00301881j 0.000393271-0.00602185j -0.00208873-0.00517521j -0.00192458+0.00606226j -0.00219313+0.0012452j 0.00561871-0.0145604j -0.00402473+0.000428618j 0.00233517+0.000555279j 0.00434559-0.00256214j -0.00132505+0.00519752j -0.00290045-0.00327015j 0.00426304-0.0029188j 0.00224943-0.00499289j 0.00121617+0.00110046j -0.00177927-0.00431784j 0.000873415+0.00215594j -0.000574435+0.0028644j -0.00112959+0.0061858j -0.00112523+0.00258098j 0.000867629+0.00332184j -0.00233543+0.00622444j -0.000480989+0.00202676j -0.0019409-0.00189105j 
-0.00479895-0.000899028j -0.00324794-0.00376131j -0.00777305-0.00174898j 0.00202618+0.00343088j 0.00614636+0.00213347j 0.00200605-0.00154788j -0.00751859-0.00352775j -0.00471938-0.000878796j 0.00389328-0.00661253j -0.00188871+0.00204089j -0.00406861+0.00343265j 0.00197861-0.000127526j 0.00316531+0.00161046j 0.00151287+0.00181841j -0.000837005-0.00710016j 0.0027014-0.00303539j -0.000127745-0.00184209j 0.00143477-0.0062198j -0.00249587-0.00320871j -0.00283927-0.000779076j -0.00727976+0.00254037j 0.00969555-0.00342254j 0.000488865+0.00076214j 0.00432449+0.00194024j -0.00215189+0.00152365j -0.00927965+0.000887578j -0.0133827+0.00162026j -0.00401159+0.00468811j 0.00113989-0.00083169j 0.00312801+0.00345783j -0.00387057+0.00347545j -0.00647707-0.00560647j -0.0107088-0.00555707j 0.00957955-0.00188936j -0.000622367+0.00423181j 0.0037586+0.00165098j 0.00196366+0.00313944j -0.00127352-0.0111569j 0.0121574-0.0034174j -0.00539124+0.00327978j 0.00154961-0.00251762j -0.00265213-0.00203293j 0.00209188-0.00539698j 0.00151052-0.00160933j 0.00753413+8.62259e-05j -0.00294638-0.00419796j -0.0136043+0.000119308j 0.00574125-0.00142669j 0.00655411+0.00674365j -0.00480309+0.000518739j 0.00104702+0.00113363j -0.000815727-0.00333978j -0.00311095-0.00284817j 0.00114492-0.00283943j -0.000715273-0.00835487j 0.00540043+0.00216777j 0.00289134-0.00774811j -0.00636807+0.00264156j 0.00155069+0.00174527j -0.00270513+2.21375e-05j 0.00192803-0.00630062j -5.31622e-05-0.000968718j -0.00789707-0.01123j -0.00570262+0.00168784j -0.00238179-0.00156275j 0.00231638+0.00245806j 0.00151511-0.004382j 0.00154706-0.00207125j 0.00493243+0.00214107j -0.000133108+0.00240328j -0.00429648+0.000921304j 0.00144545+0.000445712j 0.00238888-0.00118874j 0.00415348-0.00567822j 0.00270863+0.000810395j -0.00497965-3.34364e-05j -0.000979875+0.00189384j 
-0.00547011+0.00143053j -0.00241973+0.00123581j -0.00095302-0.00481432j 0.000622325-0.00120766j 0.00430178+0.000458902j -8.07319e-05+0.00103496j -0.00346156+0.00158465j -0.00051944-0.000375441j -0.00159553+0.00160497j 0.0063856-0.01037j 0.000281034-0.00504614j 0.000416661-0.00344549j -0.00657809+0.00797692j 0.00260259-0.00409596j -0.00338215+0.00551825j 0.000447303-0.00400373j -0.00154712-0.0028677j 0.00610548-0.00441673j -0.00682922+0.00102976j 0.0110879-0.00559464j 0.00525957-0.000462336j 0.0058598-0.000384334j -0.00290733-0.00341378j 0.00471367-0.0106021j 0.00268415+0.00198545j -0.000189413+0.000276881j -0.00513445+0.00452488j -0.00598165+0.00121131j 0.00271071+0.00479279j 0.00662929-0.000561075j 0.00237633-0.00163099j 0.00655635-0.0111436j -0.00210174+0.00207298j -0.00198547-0.000287908j -0.000959143-0.00347544j -0.00279102+0.00584942j -0.00282343+0.00525215j -0.00822904+0.00552127j -0.00285323+0.00890125j -0.00594934+0.000120229j -0.0068689+0.00824197j -0.000540148+0.00484688j 0.00508259-0.0080874j -0.00613324+0.00270946j 0.00334067-0.00136115j -0.00319+0.00467766j 0.00593249-0.00154911j -0.00403499+0.0036999j -0.00188676+0.00961154j 0.0035638-0.00637116j 0.00088617+0.000711918j -0.000868476+0.00278839j 0.0115039-0.0103922j -0.011624+0.0124583j -0.0117929-0.00136262j 0.00297131+0.00060919j 0.0121295-0.00594279j 0.00576326+0.00181312j -0.00396494-0.00370083j 0.00592255-0.00257583j -0.00447776+0.00191516j -0.00572389-0.000722648j -0.00316338+0.000103501j 0.0032068-0.000668216j 0.00809243+0.00418949j -0.000713254-0.00409112j 0.00760285-0.00396501j -0.00474668-0.00188526j 0.00539459+0.00259071j 0.00270538+0.0042956j -0.000724138-0.000480021j -0.00327148+0.00121534j -0.00458621-0.000984243j -0.00379303-0.00190562j -0.00325342+0.00161513j -0.00112974-0.000832012j 0.0015226+0.00259229j 
0.00216984+0.000453065j -0.00241805-0.000328501j 0.00246209-0.00659298j 0.00142259+0.00112229j -0.00152895+0.00520584j -0.00135569-0.001815j -0.00253744+0.000913368j 0.00176782-0.00202711j 0.00724198+0.00470653j -0.00918032-0.00100368j -0.00508394-0.000104308j -0.00269943-0.0032793j 0.00999212+0.00383081j 0.00181329+0.00336528j 0.00601935+0.00767603j 0.00138267-0.00498762j -4.69596e-05+0.000378444j -0.00617985-0.00304718j -0.008304-0.00296131j 0.00138618-0.00716568j -0.000591685+0.000536642j 0.00398289+0.00258409j 0.000337148-0.00490871j -0.00244382-0.00756009j -0.00375773-0.000662828j 0.0116204-0.00128974j 0.00333916-0.00629773j 0.00247653-0.00172521j 0.00428668-0.000558463j 0.0113265-0.0123753j -0.00610112-0.00522394j -0.00593975+0.00136915j 0.00967605+0.000764193j 0.00920507+0.00947484j -0.00689604-0.0027457j 2.42683e-05-0.00147607j 0.00243558-0.00718156j -0.00257533+0.00177973j 0.00489154+0.0068475j -0.00133927+0.00327657j 0.00254442-0.0159651j 0.00202106-0.00149021j -0.0071219+0.00500673j 0.00661475+0.0141575j -0.00562435-0.0105256j -0.00108097-0.00706461j -0.00825613-0.0110781j -0.00248635-0.00710976j 0.00461779-0.0057992j -0.00390173-0.0127528j -0.00571553-0.0035849j -0.0112144-0.0132186j -0.00831614+0.00956995j 0.0070295-0.00113801j -0.00212249+0.00308269j 0.000455321+0.00203649j -0.00827883+0.00152822j 0.00496696-0.00764391j -0.00184149+0.00318128j -0.00410402-1.90597e-05j 0.00213138-0.00553452j 0.000740579-0.00500357j -0.000757295-0.00370897j 0.00282463-0.00541443j -0.00557885-0.00363774j -0.00439312-0.0026617j -0.00134851-0.00784067j -0.000920329-0.00332484j -0.00692925+0.0040551j -0.00245026+0.00280132j 0.00490103+0.00100477j 0.000731314-0.000472995j 0.00365511+0.00600341j -0.000783852+0.00217895j 0.00202895+0.00119007j -0.000787952-0.000316625j 0.00151548-0.000811222j 
-0.00364598+0.0019691j -0.000471268-0.000643572j -0.0042885+0.000229228j 0.00118188+0.00247725j 0.00323616+0.00211253j -0.000159181+0.000858028j -0.000440733-7.88382e-05j -0.00153034-2.55436e-05j -0.00555062-0.000595398j 0.00430804+0.00107693j 0.00195516-0.00253918j -0.00471061+0.00303243j -0.00297652+0.00179289j -0.00106591-0.000816421j 0.000107949+0.00112154j -0.00180051-0.0019554j -0.00297865-0.000147329j -0.00624746+0.0044791j -0.00694535+0.00539911j -3.74127e-05-0.00281543j 0.00178076-0.00263857j 0.00376634-0.000423278j 0.0009234+0.00426123j 0.00317382-0.00537204j -0.00196626+0.00579417j 0.000896043-0.00456924j -0.000998095+0.000942679j -0.00394269+0.00272479j -0.00310896-0.000267722j -0.00258236-0.00376442j -0.000330572+0.00141433j -0.000136355-0.000425206j -0.00789671+0.00154228j -0.00646783+0.0110975j 0.00382425+0.00363846j 0.000184242-0.00255646j 0.00898171-0.00420764j -0.000171103-0.000719847j 0.00118778-0.00171165j 0.0126065-0.0173082j 0.00236629-0.0031327j 0.00896121-0.0040415j -0.00161852+0.00116091j -0.00533626+0.00171645j 0.00471502+0.0031106j -0.00430487+0.00116127j -0.00208768-0.000282367j 0.00153785-0.00254288j -0.00166438+0.00299602j 0.00925475-0.0068329j -0.0110409+0.00674005j 0.000874237+0.00359258j -0.00934298+0.00580284j 0.00547872+0.000377088j 0.00719165-0.00475317j -0.000435445+0.00457263j -0.00522862+0.00637971j 0.0120325-0.00320679j -0.00331165-0.00381573j -0.00461099+0.00385213j 0.00730993-0.00148793j -0.0069585+0.00330281j -0.000917186-0.00427388j -0.00384368+0.00251001j 0.00126757+0.00120881j -0.00775874-0.00202765j -0.00876159+0.00105708j -0.00466944+0.00372419j 0.00397404-0.00154777j 0.00279872-0.000424976j -0.00219905-0.00100727j -0.00602167-0.000533103j 0.0039609-0.00580359j 0.00415867-0.00252693j 0.00142844-0.00176939j -0.00288523-5.36326e-05j 0.00116185+0.000821285j 
