0.0349428+0.0132731j 0.0360171-0.0185709j -0.0141476+0.028441j 0.0579846+0.00869186j -0.0443871+0.000454681j 0.0397963-0.00964551j 0.0162176-0.0144907j 0.0270308-0.0398685j -0.000741348+0.0276849j -0.0496867+0.0113881j 0.0307607-0.0155812j 0.000667915+0.00820446j -0.000820624+0.0121411j 0.0101684+0.0224673j 0.00476304+0.0138371j 0.0124119+0.0297459j 0.00343339-0.0287073j -0.0322686-0.090817j 0.0408039-0.0599485j 0.125328-0.0412292j -0.0126274+0.0453925j -0.0129639-0.0263176j 0.0198583-0.0331413j -0.0426588-0.0189053j 0.0115009-0.00923854j -0.0194479+0.01339j 0.0305048+0.011263j -0.00623048+0.0142478j 0.0627223-0.00755063j 0.00558047-0.00316754j 0.0320825-0.0284433j 0.0183651-0.0140218j -0.0597874-0.0114858j 0.0101041+0.031895j 0.100992-0.0388697j 0.0490371-0.0477515j 0.1406+0.069509j -0.090896+0.10933j 0.0380837+0.0169491j -0.0088397-0.0918476j 0.0583525-0.0123057j -0.0437487+0.0107991j -0.00215799+0.00562056j 0.0698035+0.00763918j 0.0121641-0.00583185j 0.0213209-0.0104236j -0.0152928-0.00612217j 0.0395216-0.0130296j 0.0233838-0.0068011j -0.00844346-0.0175323j 0.040263-0.00981562j -0.0088092+0.0161979j -0.00247848-0.00148386j 0.0467749-0.0209722j 0.0648134+0.0036239j 0.0114322-0.00131119j -0.00721148+0.00612316j -0.016564-0.00886417j 0.025032-0.00936895j -0.0242267-0.0135467j -0.0145441+0.025429j 0.00250028+0.0154805j -0.00773518-0.026155j 0.0246134-0.00120359j -0.00413546+0.00105014j -0.0108309-0.00041942j 0.0126133+3.78863e-05j 0.0123385-0.00218349j 0.000282346-0.00378828j -0.00692217+0.00199968j -0.0148634-0.0015499j -0.00199133+0.000198429j 0.00167363-0.00531035j -0.000837614+0.000595168j 0.0192176-0.00158028j 0.00619364+0.000332181j 0.00222367-0.00200944j -0.0194885-0.0025109j 0.00734624+0.00528433j -0.012648-0.00142031j 0.00351861+0.00343063j 0.00629662+0.00615166j 0.00039407-0.0035875j -0.00885672-0.00269752j -0.0203396-0.00325067j 0.0189042+0.000456088j 0.00176325-0.00992794j 0.00226671-0.0107974j 0.00585941-0.00802919j -0.0276442+0.0356207j 0.0255763+0.0248492j -0.0156845-0.0195395j -0.012183-0.00721819j 0.134842-0.0259605j 0.137888+0.0121542j 
-0.0315403+0.00478861j -0.0156141+0.00394036j 0.0107875-0.00554701j -0.0186624-0.0112608j -0.0158253+0.0279893j 0.0550282-0.0158607j 0.0336843+0.0263393j -0.0656441+0.0520122j 0.0175538+0.0254059j -0.109221-0.0116847j 0.0530706+0.016626j 0.0502699+0.00672762j 0.105802-0.00648732j 0.0909746+0.0349313j 0.0422187-0.0474504j 0.0125115-0.0191455j -0.0098975-0.0426638j -0.00802372+0.0171565j 0.0320838+0.0123568j -0.00143123+0.0270208j -0.0489374-0.051002j 0.0390263+0.0108406j 0.0810328-0.0789007j 0.0120485-0.0402424j 0.00501174+0.00641784j 0.00428732-0.0602724j -0.143588+0.110711j 0.15673+0.0422977j 0.0128978-0.014292j 0.0213233+0.041587j -0.0717064+0.0253138j 0.0543609-0.0630754j -0.0418285-0.0336921j -0.0219211+0.0622428j -0.0323171-0.0772447j 0.0376501-0.0463163j 0.0220297+0.0618617j -0.0104368+0.0304213j 0.015645+0.0340657j 0.000969708-0.0772913j -0.00334171+0.000135539j 0.00859565+0.000387147j -0.00360986+0.00413164j 0.00581916-0.0108412j -0.00759359-0.0214361j 0.00895284-0.00636385j 0.00951458-0.0405837j 0.0107489+0.0371952j -0.0133253+0.0344674j -0.00883647-0.0274651j 0.0014144+0.00555436j -0.00372655+0.00154491j -0.00483191+0.0120404j 0.00785824-0.0039267j 0.0246234+0.00405491j -0.0232293+0.0163956j -0.0264239-0.00217607j -0.0128027-0.0345506j 0.0196287-0.00544323j -0.0151554-0.000101573j 0.0160069-0.00595327j 0.00870964+0.0128291j 0.0115817-0.00374674j 0.0251674-0.000862917j 0.00343345-0.00437951j -0.0162881-0.00640361j 0.0154904+0.0296299j 0.00145119+0.0136194j 0.0101229+0.0125408j 0.00124044-0.00651031j -0.0184551+0.00622559j -0.00832959-0.0126464j 0.00414799+0.0100042j -0.0120855-0.00193924j 0.00784586+0.0136114j 0.0126098-0.00353861j -0.0230585+0.0118087j -0.0051288+0.00824923j -0.0335932+0.0103628j -0.0151341-0.0080305j -0.0171522+0.0252191j 0.0214021-0.0031868j 0.0233131+0.009375j -0.0356253-0.00372178j -0.0244955-0.0019296j -0.00281252+0.0150629j -0.0356549-0.00178636j 0.00291476-0.00449825j -0.00574914-0.0032112j -0.0159091+0.0190013j 0.00215926-0.0037784j -0.0168157-0.00412225j 0.00431135-0.0141036j 0.0156369-0.000302386j 0.00653185+0.00494402j 
0.0156826+0.0109868j -0.000956252+0.00201836j -0.0126118-0.00175544j -0.0103999+0.000905132j 0.01678+0.00691392j -0.0279621-0.00930848j 0.0755383-0.0235918j 0.0136128-0.011641j -0.00129512-0.00115983j 0.0241078+0.0372948j -0.0888557-0.0275802j -0.0142169-0.00355632j -0.0392391+0.00380823j -0.0844065-0.0166905j 0.000539425+0.0125875j -0.0577682-0.00777768j -0.0117782+0.0322771j 0.0556491-0.00906109j -0.0109313+0.0112421j 0.00378326-0.00650413j 0.0439191-0.00899068j -0.059157-0.0638388j -0.0567226+0.00526425j -0.0256851+0.0160952j -4.053e-05+0.0297253j -0.00193182-0.0194947j -0.202697+0.0132523j 0.351518-0.00345203j 0.177465+0.0232936j 0.0088568-0.0272574j -0.0654715+0.000595593j 0.0541508+0.0181562j 0.0147852-0.0192334j -0.00194042-0.0128948j -0.0333601+0.0155143j -0.0286855+0.0530673j 0.00462119-0.0322108j -0.00741981+0.00675288j -0.0210507-0.0179895j -0.019182+0.0272755j 0.00689465-0.00633672j 0.01249+0.00898383j 0.0107107-0.000700796j -0.00737282-0.00714435j -0.00118691+0.0124688j 0.0167959-0.00704589j -0.0219832+0.00987662j 0.0135714+0.0104491j 0.00332921+0.00464992j -0.00241288+0.00422215j -0.0163476+0.00314003j 0.00897303-0.00646673j 0.0185903-0.00335453j 0.0049029-0.0159991j 0.00434084+0.00640357j 0.0155905+0.00138658j -0.00530734-0.00851497j 0.00494942+0.0104582j -0.00848143-0.00104293j -0.00633652+0.00227539j -0.0124068-0.0203672j -0.0131296+0.00555852j -0.0106273+0.0104421j 0.00472684+0.00649645j 0.011346+0.00522921j -0.00464651-0.00230639j -0.0233322+0.00282581j -0.00127659-0.0163754j 0.00703413-0.00483855j -0.0105452+0.00751096j 0.0206931-0.0134068j -0.00414069+0.00377746j -0.013825+0.00602644j 0.0130775-0.00377765j 0.0104924-0.00250603j -0.0196506+0.015599j 0.00465568-0.0138977j -0.00718885+0.00688161j 0.0216326-0.00821256j 0.0138845+0.0128702j -0.00402186+0.0132675j -0.0300151-0.0022199j -0.0225453-0.00624275j 0.0127607+0.0107279j 0.00547987+0.0079756j 0.0209313+0.0066646j 0.00888096-0.00113086j -0.00693974-0.000626531j -0.00265456-0.00185259j 0.0301529-0.0205705j 0.0101766+0.013301j 0.00146186-0.0134251j -0.00248886+0.0124344j 0.00236761+0.00839443j -0.00320899+0.00147168j 
0.0163195+0.018633j 0.00214873+0.00886563j -0.0076151-0.00094083j 0.0062809-0.0127238j -0.0200011-0.0202528j 0.0111828+0.0750954j -0.0584751-0.131059j -0.0705932-0.140963j 0.0429908+0.0952603j 0.0406695+0.0449699j -0.0576122-0.0688587j 0.036621+0.0414921j -0.0494731+0.0248578j -0.058661-0.0318697j 0.0176136-0.0261826j 0.0090867-0.0298726j 0.10391+0.168278j 0.0616494+0.115824j -0.027657-0.069096j 0.0204861+0.0678983j 0.0173505-0.0124408j -0.0299399-0.0325542j 0.0511198+0.0654476j 0.000925976-0.00214987j -0.0194885-0.0887781j 0.0012759-0.0650939j 0.0251747-0.031904j -0.0609517+0.00931532j 0.045739+0.00958425j 0.0194403-0.00124192j 0.00816817+0.01406j -0.0399366-0.0346263j 0.00155402-0.0167054j 0.00134009+0.0317251j 0.036755-0.0635405j 0.00731861-0.00164523j 0.0327765+0.00985389j 0.0328634-0.0083851j -0.0120428-0.000257078j -0.00367218-0.0312465j 0.00133124-0.000429571j 0.000366976-0.00509802j 0.0308575+0.0380493j 0.00651183+0.00155845j -0.00739644-0.00551266j -0.0112456-0.0298205j -0.00890834-0.0259334j -0.0270457-0.0283229j 0.00689698+0.00404745j -0.000352288-0.0171817j 0.0245359+0.0262643j 0.00538831+0.0181716j -0.00572106-0.00496494j -0.00412652-0.00264986j 0.00492787+0.000109418j 0.0072803+0.00213843j 0.0111488-0.0248274j 0.0164946+0.0190888j -0.00700939+0.00409905j 0.00927074-0.0340365j -0.00892164+0.00404829j -0.00685317+0.0028772j -0.00704043-0.00951411j 0.0055993+0.00104363j 0.00142696+5.63443e-06j 0.00321522-0.00186134j -0.00415649-0.0063997j 0.00178473+0.00444103j -0.00428137+0.00820989j 0.00247671+0.00702851j -0.00854556-0.000190135j 0.000381529-1.07619e-05j 0.000744211+0.00760172j 0.00684463+0.0067332j -0.00119085-0.000187874j -0.014839-0.00632009j -0.00587557-0.00742989j -0.0130489-0.0126417j 0.0145954+0.0124649j 0.000284112-0.00163075j -0.0130044+0.0128274j -0.0101961-0.00829924j -0.0124383+0.00413796j 0.00115372-0.000360545j -0.0111952-0.000636124j 0.00244993+0.00560817j 0.0126138+0.00343419j -0.00275922+0.000804271j -0.00328156+0.0010219j 0.00557415-0.00806535j 0.00940121+0.00892504j -0.0206287-0.00606984j 0.0033107-0.00646588j 0.00554827-0.000480065j 0.0131199+0.00310513j 
-0.0307289-0.0313536j -0.0120162+0.00202325j 0.00921179-0.0138531j -0.020085-0.00188684j 0.0265873-0.0601661j 0.073671+0.0539514j -0.0361977-0.0566553j -0.0337725-0.102321j 0.0236551+0.0427965j -0.0715888-0.0534561j 0.0769326+0.0301717j 0.0346903+0.0379453j 0.146521+0.029135j 0.0991872+0.0171666j -0.0664092-0.000819855j -0.0366369-0.00204879j -0.015086+0.0683549j -0.0154168+0.0472201j -0.00963329-0.0297671j 0.0300631-0.0194591j -0.0685621-0.0128938j 0.0305944+0.0969225j 0.0326358+0.119108j 0.0250874+0.0257101j -0.0351827+0.00934014j -0.0115788+0.0286712j -0.0555505+0.0370126j 0.0660135-0.0248693j -0.0800739+0.0366383j 0.0139844+0.0348499j -0.0343527-0.0304732j 0.0244041-0.014303j -0.030961-0.0382899j 0.0222185-0.00104486j -0.0738341+0.052532j 0.00345851+0.0253391j -0.0222793+0.0403958j -0.033288+0.043984j 0.0265754-0.00397621j -0.00905375+0.0232807j 0.0149587-0.0191973j 0.00560946+0.0116639j 0.00660336+0.0116815j -0.0148987+0.00353608j -0.021002-0.0396081j -0.00854437+0.0222739j -0.00442834+0.0258252j -0.00537666-0.0287464j -0.00898272-0.000401549j -0.0068074-0.00452561j -0.00147125+0.00798862j 0.000687299+0.00119657j 0.00073761-0.00943091j 0.00857218+0.0358626j 0.00559925+0.0105502j -0.0198641-0.00745647j -0.0275585+0.0308942j 0.00106386+0.00522964j 0.0136459-0.0116487j -0.0155563+0.0525263j 0.0230394+0.00612519j 0.0079284-0.00690074j 0.0200985+0.0139285j -0.0232939-0.00801208j -0.00734663+0.00454223j -0.00629007+0.00327384j 0.0150917+0.011885j 0.00645596+0.00946924j 0.0168631+0.00736942j 0.00512524-0.0123902j 0.00351129-0.0075694j 0.00642726+0.00829115j 0.0179966+0.00524556j -0.00739916-0.000432367j -0.00737006+0.00022575j 0.0228147-0.00203822j -0.0148983-0.0117851j 0.00861099-0.0248507j -0.0183393+0.00413258j -0.00871595-0.0221238j 0.0127357-0.0332263j 0.00992602+0.00464885j 0.0161654-0.0301224j 0.0112719+0.0233882j 0.0085607+0.00177463j -0.00173772-0.0163176j -0.0145224-0.0118767j 0.0120256+0.00165319j 0.00761159-0.00452792j -0.03135+0.0116864j -0.0152408-0.0201198j 0.0408995+0.00263933j -0.00607016+0.000206134j -0.0220078-0.00204888j -0.0235913-0.00312334j 
-0.0392682-0.00161801j -0.0319039-0.0164734j 0.0114148+0.0278069j -0.0133117+0.00977459j -0.0454317+0.0567711j -0.0309167+0.00465181j 0.0435251+0.0183925j 0.011001-0.00540077j -0.0268218-0.00123035j -0.0401985+0.0209829j 0.0117145+0.0289974j -0.0146927-0.0495675j 0.0113161-0.00230424j 0.0155791-0.0495378j 0.0193683+0.0287814j -0.0139237+0.00806543j -0.00792499+0.00186801j -0.0764807-0.0254549j 0.0400845+0.0131444j 0.0546886-0.0466087j -0.063117-0.0131824j 0.0501823+0.0167956j 0.030658-0.00376762j -0.0582826+0.0831272j 0.167387+0.0412809j 0.0647441-0.14646j -0.0618316-0.082373j 0.0273825+0.00410961j 0.0865525-0.0941047j 0.0108578+0.00949762j -0.0516674-0.0561823j -0.0280281+0.0261035j -0.104235+0.00768669j -0.0378983+0.00231116j -0.000965469+0.0180169j 0.0909476+0.020875j 0.0234191+0.0323916j 0.142715-0.0403262j -0.019211-0.00999622j 0.0456683-0.0211328j 0.0136439-0.0104396j 0.010466-0.0184236j 0.0122424+0.00949132j 0.0263776-0.052976j 0.00823241+0.0103724j 0.0249468-0.031254j 0.0292554-0.00334405j -0.00689406+0.0252451j 0.0163104-0.0145867j 0.0124086-0.00279867j 0.0351885-0.0072592j -0.012644-0.0118799j -0.00312355-0.00766802j 0.00732457-0.0187443j 0.0202777-0.0251279j 0.00226034-0.0306602j 0.015689-0.0142969j -0.0148298+0.00947366j -0.0138181+0.0218832j 0.0192855-0.0267724j 0.000172713+0.00408325j 0.00372602-0.00034237j 0.0234853-0.0237433j -0.00213447+0.00424935j -0.00625912+0.0179112j -0.0213197+0.0161426j 0.016383-0.0210958j -0.000238714+0.00356282j 0.0011246+0.0023481j 0.00803822-0.0146149j -0.00804642+0.006104j 0.00568196-0.00184542j 0.0180175-0.00488878j -0.000706628+0.00265574j 0.00748209-0.00893099j 0.0239172-0.0152543j -0.0119861+0.0113833j 0.00145663+0.00687026j -0.00609129-0.0210266j 0.00481652+0.000344517j 0.0198636-0.0463201j -0.00960227+0.000557705j 0.00184801+0.00116601j 0.0184507-0.0141132j 0.00508403-0.00976443j -0.0369158+0.00302331j -0.00656634+0.0285796j 0.00470105-0.00238303j -0.00390596+0.00850432j -0.0235819+0.028415j -0.00932881-0.00689365j -0.00187178+0.0302162j -0.0068292+0.00289983j -0.0290891-0.0305646j 0.00644949-0.0105496j 
-0.036884+0.0135275j 0.0199454-0.0489261j -0.00725383+0.0231531j 0.00718105+0.00315331j -0.0283894+0.146934j 0.055248+0.0707223j -0.0180799-0.0469439j -0.0132282+0.00336273j -0.0184884-0.0529154j -0.0354346-0.0786577j 0.0542654+0.0816397j 0.0267021-0.00495063j 0.0990826+0.114493j 0.0693505+0.0492708j -0.0234077-0.0127196j 8.02638e-05+0.0253976j 0.0039535+0.0318089j -0.03371-0.0218722j 0.0173743+0.0344762j -0.00422421+0.0160868j -0.0378174-0.109688j 0.0709867-0.100584j 0.0573451+0.0261178j -0.0034498+0.0189119j 0.0466726-0.0403118j -0.0100022+0.123182j -0.027531-0.0847698j 0.0214515-0.0342161j 0.00596691-0.0202547j 0.0208344+0.0254542j -0.00713928+0.00992569j 0.0384092-0.0128573j -0.0656045+0.0441105j -0.0220671-0.00460063j -0.0241863+0.0187265j 0.0280941+0.0124177j -0.0187471-0.0230297j 0.00999498-0.00311931j 0.0027343+0.0207622j 0.0421699+0.0334494j -0.00863414-0.0292146j 0.00348707+0.000690241j -0.0112083-0.00483716j 0.0147988+0.00891526j -0.0372542-0.0435243j 0.00101866-0.0129961j -0.000439519-0.0140357j 0.00548875+0.0131248j 0.0180074+0.0130958j 0.00776552+0.0117949j 0.00944589-0.00952444j -0.0266738+0.00263127j -0.00311756+0.0170369j 0.00288814-0.00926865j 0.0267722+0.018639j -0.0141021-0.0107105j -0.00323311+0.0176377j -0.00489271-0.0171602j -0.00753042+0.0147101j -0.0121951-0.0175175j -0.00141589-0.0177344j -0.00436525-0.012352j 0.0014109-0.0057241j 0.0145949+0.00340049j -0.00890668+0.0110461j -0.0168101-0.0054037j 0.0197689-0.0035985j -0.01294-0.00779137j -0.00449274-0.00123644j 0.00484956+0.000260902j 0.00311342-0.0154601j -0.00157135+0.0116568j 0.0163508+0.00998381j 0.010477+0.00864861j 0.00894462-0.0204699j 0.0109911-0.00561676j -0.00376037-0.0045428j -0.000898523-0.00524879j 0.00464213-0.0104786j -0.00209705+0.00502957j 0.0144222-0.0364077j 0.00282264-0.00410913j 0.00464033-0.00313131j 0.0194503-0.000894312j -0.0117648-0.00514591j -0.00643679+0.0116982j -0.00452171+0.019494j 0.00308845+0.0040965j -0.00257085+0.00517175j -0.0143894+0.0242256j -0.00998959-0.0237775j 0.0048071+0.0180671j 0.000670923+0.00971932j -0.00341894-0.0125685j -0.0103665-0.00868907j 
0.0149346+0.0444743j -0.00571774-0.014804j -0.0252205+0.0468466j 0.000625567-0.00582507j -0.0621338+0.131911j -0.0178721-0.0731291j -0.0424529+0.00666442j -0.0811315+0.00235659j 0.0456124+0.0492866j 0.0417949+0.0756765j -0.00878001-0.0146998j 0.0376907-0.050405j -0.0655631-0.0484103j -0.0137451-0.106899j 0.0186934+0.0488695j 0.0172199+0.0371589j -0.0244097+0.00297907j 0.0273808+0.00651549j -0.00464294-0.00109773j -0.01053+0.047617j 0.075773-0.00997129j -0.0736633-0.00161193j 0.042315-0.0839139j -0.00799419-0.0044544j -0.00417072-0.0315602j -0.00114284+0.0749071j 0.0631871+0.0109119j -0.0950658-0.0163036j 0.0105072+0.0423641j 0.0258258+0.0378362j 0.0149169-0.00613567j -0.0419667-0.0369493j 0.0181657-0.000977842j -0.046718+0.0372467j 0.0513232+0.0364818j 0.00350562+0.0395956j 0.0273545+0.0556918j 0.00707398+0.0742561j 0.00794949+0.0254335j -0.00158515-0.00609227j 0.031207-0.0474271j -0.0145637+0.0116495j -0.0185404-0.0212205j 0.0112728-0.0416274j 0.00524743+0.0347192j -0.0353026-0.0115959j 0.0131177+0.0147987j 0.00664234-0.0283197j -0.0110475-0.0347875j 0.000983448-0.0224137j 0.00254328+0.00654583j -0.00839157+0.0151372j -0.0227689+0.013044j -0.00855949-0.0503474j -0.00943438-0.0178088j 4.11225e-05+0.00611227j -0.00815825-0.0113146j 0.0164698+0.000266813j -0.025212+0.00829512j 0.0520928+0.00546859j -0.00633781+0.0183637j -0.0211165-0.00084166j 0.0115379-0.00861917j -0.00810889-0.0258042j 0.00099682-0.0132079j 0.00594191-0.0139308j 0.0101766+0.000345539j 0.0114254+0.0107701j -0.00517779+0.00640362j -0.00263994-0.00809276j 0.0147805-0.00577936j 0.000995734+0.00601214j -0.00789077+0.00517119j 0.0054177+0.000288542j -0.0107441+0.000527802j -0.015388-0.00186694j 0.00877602+0.00492943j 0.00386528-0.00257566j 0.0142881-0.00498924j 0.0119376+0.00401584j 0.00725419-0.0213656j 0.0029499-0.00410132j -0.00443146-0.0161667j 0.00789258+0.0128146j -0.0203902+0.00270075j 0.0138253+0.00661979j 0.0151587-0.0110559j 0.000165201-0.001643j 0.000134426-0.00357552j -0.0215425+0.00689121j 0.0146448-0.00868932j -0.00673586-0.00665393j 0.0225513+0.00133793j 0.00611955-0.013502j 0.0158641-0.00179449j 
-0.0319456+0.029598j -0.0104985+0.0340516j 0.0209798+0.00237157j -0.0181897+0.00463924j 0.0211562-0.107841j 0.0016334-0.0912867j 0.0525055-0.000218504j 0.0217551+0.0219365j 0.0100037+0.00818736j -0.00296094+0.09884j -0.0262025-0.119908j -0.0124029+0.0023514j 0.0297471-0.110994j 0.0120999-0.0777648j 0.0037984+0.040563j 0.0128561-0.0297676j 0.00234832-0.0134258j -0.0457036+0.0129729j -0.0022954+0.00699497j 0.0631361-0.0611526j -0.0484939+0.0189043j 0.0518523-0.0712411j -0.026908+0.0626049j -0.00924904-0.0951186j 0.0694944-0.0626099j 0.010225+0.0291238j -0.0287715-0.0341343j 0.045129+0.0136938j -0.0368492-0.0264152j -0.0131367+0.00654291j -0.0461055+0.0237637j 0.0230006+0.00227018j -0.0244506-0.0139261j 0.0154003-0.0164652j -0.0528555+0.0289793j 0.00163599+0.0285203j -0.0160945-0.015308j 0.118712+0.0506911j 0.0169632+0.0469673j -0.0111019+0.0148179j -0.0206111+0.0284529j 0.0212975-0.0096094j -0.00844163-0.0298867j -0.00180355+0.0219739j 0.0226819+0.00479454j -0.000174643-0.016647j -0.003844-0.00905794j -0.012929+0.0101038j 0.00863024-4.04615e-05j -0.00849852-0.0118464j 0.016177+0.0152762j 0.0131634-0.0189246j 0.0192274-0.00198297j -0.0135177+0.0276044j 0.0245695+0.0343415j -0.0083973-0.0102199j -0.0169816-0.0120775j -0.00916553+0.0221686j -0.00492063-0.00966899j -0.0269829+0.00505503j 0.0144978-0.0163149j 0.00879885-0.00294989j 0.00193284-0.00293227j 0.0043248+0.0139494j -0.00324323-0.00355734j -0.0178664-0.00538778j 0.00972387+0.00902877j -0.0128116-0.0140237j 0.00193199-0.00845454j 0.016052+0.00138953j -0.00211524+0.00272631j -0.00130103-0.010476j 0.0132392-0.000925333j 0.0117275+0.013255j -0.00125331+0.00398843j 0.00887067-0.0167151j -0.0139583+0.00337744j 0.00354868+0.00257862j -0.00475296-0.00992633j -0.00270566+0.00611796j -0.000322051-0.000414108j -0.0064819-0.0221304j -0.00805581-0.00244898j 0.0115612-0.000124039j 0.0166857+0.0015549j -0.0156541-0.00787131j -0.0254773-0.0147272j -0.00168061-0.000627601j -0.00390592-0.00486006j 0.00097189-0.0312687j -0.00523904+0.0371853j 0.022607+0.0106757j -0.0103448+0.00501665j -0.0374777+0.00117929j -0.0172296+0.0173707j 
0.0166193-0.0491168j -0.0119446+0.0242803j 0.0152474-0.00655588j 0.0183483+0.00873956j 0.0623889-0.0632165j 0.0379297-0.012634j -0.108389+0.0205229j -0.0141051+0.00231133j 0.0349584-0.0381422j -0.00370096-0.0255497j 0.0538327+0.0101889j -0.03373+0.0122264j 0.0503994+0.00475956j 0.0165796+0.0362715j -0.0168145-0.0185207j 0.0488198-0.0121844j 0.0340154-0.0367759j -0.0264102-0.0114543j 0.010756+0.00104209j 0.011708-0.0290466j 0.00525894+0.0198351j -0.0316405+0.0331745j 0.0187129+0.0783158j 0.0315234-0.0629566j 0.00679153-0.00590713j 0.0261799-0.00966996j 0.0916687-0.0313311j -0.218546+0.0045041j -0.0767516-0.0296146j 0.0256699-0.014626j 0.0494684+0.014104j -0.0502825+0.0125019j -0.0209456+0.0111618j 0.0124747-0.0525526j 0.0403413-0.00406524j 0.035087-0.0349964j 0.00555301-0.00804164j 0.0204771-0.00175474j -0.024742+0.0048115j 0.0287786+0.00159849j -0.0114859-0.0125446j -0.01609-0.00854039j -0.00619096+0.0158771j -0.00190642+0.00103307j -0.00580588-0.0156815j -0.0232296-0.023049j 0.0299023+0.0031066j -0.00708972+0.00175143j -0.00975478-0.0210848j 0.00974752+0.00238407j 0.0113168-0.0120267j -0.00731523-0.0150868j -0.0112109-0.0183081j -0.0363257-0.00353289j -0.0131275-0.0203619j -0.00440969-0.000411351j 0.0114256-0.00476533j 0.00141909+0.0141763j 0.0130383-0.0167025j 0.00369703-0.0122956j -0.0170186+0.000607934j -0.0132348-0.000763734j -0.010264-0.003854j -0.0140119+0.0139511j -0.0126004+0.00238601j -0.0128576+0.0125749j 0.017268-0.0077115j -0.011153+0.0111355j -0.010914-0.00660905j 0.0065431-0.00196582j -0.007196+0.00827193j 0.00465682-0.00574709j 0.00854154-0.0106863j 0.000873998+0.00437448j -0.0101604+0.00672216j 0.0110408-0.00579912j -0.00129094-0.000359467j 0.00133975-0.00707382j -0.0111909+0.0131811j 0.00342976-0.00613889j -0.003144+0.0105944j 0.00138901+0.00383877j -0.00781441+0.00424302j -0.0118733-0.00368505j -0.010567-0.0036945j -0.00113606-0.00989118j -0.00578098+0.00165415j -0.00139736+0.00130877j -0.000648604+0.00359537j 0.00604004+0.00959504j 0.00531121-0.00551621j -0.0150871+0.0144892j 0.0064425+0.000751841j -0.00610038-0.00515103j 0.0158518-0.00616598j 
-0.0218412+0.0503279j 0.0379886-0.0442678j 0.0137985+0.0155777j -0.00361224-0.0186923j 0.0246448-0.00403496j 0.067302+0.0678143j -0.0755063-0.00418799j 0.040857+0.0307574j -0.0308597+0.0123344j -0.0104556+0.0221784j 0.0656294-0.0272451j 0.00160366+0.0210509j 0.0495835-0.0592212j 0.0746111-0.050175j -0.0225393+0.0289045j 0.0161982-0.000512531j -0.0472891+0.0612238j -0.0369618+0.0368704j -0.021551-0.00373987j 0.020074+0.00913326j -0.0366281-0.00194549j 0.0862588-0.0880956j 0.0534856-0.0811916j 0.0131555+0.0193952j -0.10049+0.00989315j -0.0630108+0.0600349j 0.00236169+0.0493832j -4.3655e-05+0.0355794j -0.130936-0.0266858j -0.0107084-0.0351756j -0.00400476-0.0136509j 0.0353385+0.0166272j -0.00340555+0.0907367j 0.0444447+0.0386019j -0.0437471-0.00943917j -0.0382038-0.0629192j -0.0288076-0.0397414j 0.00307045-0.00604927j 0.00151018-0.0159619j -0.0111255-0.0485901j 0.00224089+0.00609998j 0.0127587+0.0013133j -0.00161163+0.0171192j -0.0304962+0.0426675j 0.00182884+0.00132067j -0.0294982+0.00577342j 0.00551951+0.0238824j -0.0174638-0.00320824j -0.0101219-0.013862j -0.00656618-0.00941713j -0.00781268+0.0324449j -0.00557302+0.0148132j -0.00138932+0.00712378j 0.000208892+0.020897j -2.48036e-05+0.0287268j -0.0254398+0.00155566j -0.0367007+0.00973535j 0.00499713-0.00511995j 0.00223994+0.011158j -0.023821-0.0155468j 0.0152077+0.00110908j 0.0158642-0.00350954j -0.0188207+0.00961422j 0.00546143+0.00802227j -0.00233805+0.00354999j -0.00659963-0.00174339j 0.0174742-0.00916886j -0.00577994-0.0173197j -0.010494-0.00272541j 0.00805068+0.00811258j 0.0100497-0.0125983j -0.00777656+0.00246489j -0.00102285-0.0118463j -0.00649035-0.0084368j 0.00985013-0.0115893j 0.0221067-0.00337412j 0.00343224-0.00840289j 0.0148893-0.0116013j -0.0147223+0.00261433j -0.0154816+0.00301114j 0.0136926-0.0143757j 0.0240954-0.000855572j 0.0313657+0.00661334j -0.013646-0.0169694j -0.0233733-0.00629492j -0.00381106+0.00316367j 0.001581+0.00815757j 0.00683895-0.00475281j 0.00500988-0.0023235j -0.0140259+0.00135061j -0.0048866+0.0199485j -0.00153277-0.0136894j -0.0230196-0.00377214j -0.0169959-0.00203424j -0.0147085+0.010124j 
