0.0349428+0.0132731j 0.0360171-0.0185709j -0.0141476+0.028441j 0.0579846+0.00869186j -0.0443871+0.000454681j 0.0397963-0.00964551j 0.0162176-0.0144907j 0.0270308-0.0398685j -0.000741348+0.0276849j -0.0496867+0.0113881j 0.0307607-0.0155812j 0.000667915+0.00820446j -0.000820624+0.0121411j 0.0101684+0.0224673j 0.00476304+0.0138371j 0.0124119+0.0297459j 0.00343339-0.0287073j -0.0322686-0.090817j 0.0408039-0.0599485j 0.125328-0.0412292j -0.0126274+0.0453925j -0.0129639-0.0263176j 0.0198583-0.0331413j -0.0426588-0.0189053j 0.0115009-0.00923854j -0.0194479+0.01339j 0.0305048+0.011263j -0.00623048+0.0142478j 0.0627223-0.00755063j 0.00558047-0.00316754j 0.0320825-0.0284433j 0.0183651-0.0140218j -0.0597874-0.0114858j 0.0101041+0.031895j 0.100992-0.0388697j 0.0490371-0.0477515j 0.1406+0.069509j -0.090896+0.10933j 0.0380837+0.0169491j -0.0088397-0.0918476j 0.0583525-0.0123057j -0.0437487+0.0107991j -0.00215799+0.00562056j 0.0698035+0.00763918j 0.0121641-0.00583185j 0.0213209-0.0104236j -0.0152928-0.00612217j 0.0395216-0.0130296j 0.0233838-0.0068011j -0.00844346-0.0175323j 0.040263-0.00981562j -0.0088092+0.0161979j -0.00247848-0.00148386j 0.0467749-0.0209722j 0.0648134+0.0036239j 0.0114322-0.00131119j -0.00721148+0.00612316j -0.016564-0.00886417j 0.025032-0.00936895j -0.0242267-0.0135467j -0.0145441+0.025429j 0.00250028+0.0154805j -0.00773518-0.026155j 0.0246134-0.00120359j -0.00413546+0.00105014j -0.0108309-0.00041942j 0.0126133+3.78863e-05j 0.0123385-0.00218349j 0.000282346-0.00378828j -0.00692217+0.00199968j -0.0148634-0.0015499j -0.00199133+0.000198429j 0.00167363-0.00531035j -0.000837614+0.000595168j 0.0192176-0.00158028j 0.00619364+0.000332181j 0.00222367-0.00200944j -0.0194885-0.0025109j 0.00734624+0.00528433j -0.012648-0.00142031j 0.00351861+0.00343063j 0.00629662+0.00615166j 0.00039407-0.0035875j -0.00885672-0.00269752j -0.0203396-0.00325067j 0.0189042+0.000456088j 0.00176325-0.00992794j 0.00226671-0.0107974j 0.00585941-0.00802919j -0.0276442+0.0356207j 0.0255763+0.0248492j -0.0156845-0.0195395j -0.012183-0.00721819j 0.134842-0.0259605j 0.137888+0.0121542j 
-0.00280798-0.00562134j -0.00631727+0.00683191j -0.011083+0.0148283j 0.00392643-0.00612671j -0.0207911+0.049886j 0.0365628-0.0425212j 0.000721543-0.00994541j -0.00600108+0.0327911j 0.012012-0.0397275j 0.0178903-0.0290548j -0.0107217+0.0161731j -0.00498336+0.000318159j 0.00157659-0.00763451j 0.00433114-0.00531103j -0.00634613+0.00554886j 0.00681354-0.0057785j -0.00346703-0.0054452j 0.0073631+0.000575844j -0.00845701+0.0144984j 0.00687301-0.0166691j 0.0142445-0.0644546j 0.0462332-0.080654j -0.0404087+0.0854162j 0.0435256-0.151783j 0.0526085-0.148384j -0.055992+0.220219j 0.0299411-0.0272253j -0.00267765-0.0159682j 0.0121257+0.021093j -0.0108047+0.0254185j -0.0307616+0.0845211j 0.00698643-0.0336072j -0.0150419+0.0472772j 0.00922633-0.00769323j -0.010871-0.0105657j -0.0134181-0.00828246j -0.0067815+0.0160204j -0.0179506+0.0227206j -0.0473611+0.0885731j -0.0318446+0.05594j 0.0119078-0.0318024j -0.0180193+0.0414744j -0.0245828+0.0391131j 0.0134482-0.0114301j -0.00540858+0.0105281j 0.0163637-0.00857545j 0.000395757-0.0191813j -0.0260475+0.0327182j -0.00964133+0.0168671j 0.0071574-0.0266835j 0.00486941+0.00303771j 0.0197722-0.024837j -0.00336517+0.0065651j -0.0066415+0.0381274j -0.00604681+0.0201119j 0.0115611-0.012353j -0.00618231+0.00482139j 0.0113418-0.0195975j -0.0172908+0.032864j 0.00924606-0.00306104j 0.00854209-0.00946107j 0.00462317+0.00379182j -0.000341147+0.00538767j -0.000324021-0.0129571j -0.00382192+0.0110629j -0.00326172+0.0135075j 0.0017446+0.00367829j -0.00368158+0.0140489j -0.00521531+0.00126887j 0.00408604-0.00543277j -0.0168566+0.0361879j -0.000979752-0.00928666j 0.00388399-0.0222978j -0.00435887-0.000500128j 0.00068136+0.00443634j 0.00342552-0.00444366j -0.00727389+0.0154863j -0.00906143+0.0213113j -0.00333726-0.00991911j -0.00384548+0.000109003j -0.00247038+0.00111468j 0.000641766+0.0024817j 0.00605801+0.00235308j -0.00588096+0.00532549j -0.00519494-0.0127063j 0.0123511-0.0194101j 0.00305028-0.00418036j 0.00270573+0.00517586j 0.00208268+0.00155237j 1.71171e-05-0.00108611j 0.00339923-0.00514889j 0.00154079-0.00765142j -0.00238351-0.0102929j 0.00013167+0.00479194j -0.000156536-0.00259465j 
0.0109374+0.000762839j -0.0290372+0.0691472j 0.0146841-0.00614373j 0.0136822+0.00355415j 0.0299403-0.0447307j -0.0338391+0.0443769j -0.00403314-0.0194782j -0.00727734+0.00579383j 0.0180374-0.00235439j 0.0208606-0.0231294j -0.00470071-0.00214958j 0.00827672+0.0102207j -0.0121565+0.0304305j 0.00418877+0.0299877j 0.00440011+0.00934067j -0.00104054+0.0232045j 0.00764129+0.00561286j -0.0157664-0.00098588j -0.00796324+0.032731j -0.0122546+0.0120278j 0.034942+0.0502683j 0.0671555-0.137941j -0.0128351-0.0422472j 0.00981457-0.110371j -0.0861378+0.0953684j -0.068529-0.0859709j -0.0891111-0.135771j -0.0116666-0.104274j -0.0110287-0.0480011j 0.0197246-0.00167452j 0.0488167-0.0383068j 0.00914378-0.0297203j -0.0217092+0.0180328j -0.00686974-0.0185269j 0.0295514-0.0731444j 0.0664549-0.0383297j 0.0125088+0.0152741j -0.0371351-0.0178791j 0.0263524-0.0553377j -0.00901483+0.00483756j -0.0241898+0.00324494j -0.0349988+0.0164665j 0.00709738-0.0115849j -0.0378152+0.0319044j -0.00280372-0.00555254j -0.0140891-0.00256222j -0.00137987+0.0167087j 0.0112984+0.0294732j -0.0361303+0.00988611j -0.00460576+0.00924767j -0.0136648-0.000688091j 0.00324084-0.0166128j -0.00584643-0.0125392j -0.00825262+0.0202258j -0.0306808+0.00105052j -0.00192293+0.0406588j -0.009357-0.0258039j -0.00503187+0.030048j -0.00673769+0.00114584j 0.0240015-0.0354771j 0.0190887-0.0262837j 0.00293652-0.0243608j 0.00603317-0.00497102j 0.0164188-0.051764j 0.0037974-0.0191458j 0.00737797-0.0219374j -0.00682373+0.00488504j -0.0153338+0.00302195j -0.00997225-0.00379394j 0.0146919+0.00765392j 0.0120316-0.00416754j -0.00495872+0.0140546j -0.00308935-0.000728543j 0.0198441-0.0018206j -0.00843924-0.00994462j 0.00748348+0.0123126j -0.0129388-0.0274751j 0.0135707-0.0181708j -0.0116651+0.0227867j -0.0051139+0.025909j -0.0154951-0.00531091j 0.00309834+0.029796j -0.00882808-0.0094318j 0.0248069-0.00102675j 0.00865417-0.00777257j -0.0159543+0.0324736j 0.000684427-0.00131211j 0.00474076+0.00146999j -0.000930941+0.00650636j 0.0087962+0.000585605j -0.0155751+0.0120917j -0.00893779+0.0237987j -0.000788919+0.00551374j 0.00162214+0.0122231j -0.00841255+0.0109384j 
0.00784674+0.0406897j 0.00756981+0.0141474j 0.00980742+0.000736637j 0.0268493+0.0157877j -0.0126182+0.0308794j -0.0181445-0.0409946j -0.0249319-0.0138757j -0.0183664+0.00243996j 0.017196+0.0310203j 0.0216212+0.0112321j -0.0354414-0.0207514j 0.0115285+0.0188743j 0.028907+0.00156764j 0.020775+0.0227894j 0.0214633+0.0200373j 0.0404842+0.0263211j -0.00431644+0.00248677j -0.0148772-0.0317325j 0.0157798+0.0181299j 0.0474567+0.0251332j 0.0877624+0.0691452j -0.0095409+0.0391822j -0.0158069-0.00580169j -0.0869047-0.0247668j -0.00235875-0.0388591j 0.0124154-0.0302691j -0.227651-0.19283j -0.100456-0.0577909j -0.0481012-0.108734j 0.0354907+0.0080575j 0.0403283+0.0241837j 0.0237653-0.000558363j -0.0026401-0.0405422j -0.0590818-0.02095j 0.00694475+0.00652254j 0.0484595+0.0800037j -0.0303516-0.00732622j 0.010446-0.0145966j -0.0430301-0.0185783j -0.00235729-0.00493829j -0.00233532-0.0395772j -0.00625574-0.02288j 0.0106202+0.0279802j 0.0279975-0.0182955j 0.0104777-0.0246052j 0.00529747-0.0800209j 0.000131744+0.0289911j -0.0254565+0.0297667j -0.00998293-0.0193775j 0.0151028+0.0121001j -0.0196357+0.0354195j -0.0174268+0.0127725j -0.0021647+0.000404357j -0.0308146-0.0144361j -0.00525652-0.0435542j 0.00133002-0.0143116j 0.0124873+0.0214519j -0.00316121+0.000671879j 0.00637484-0.0208565j -0.0107412-0.0112359j -0.0132172+0.00722919j -0.0188343+0.00530509j -0.00231607-0.0167236j -0.00848515+0.0247292j 0.0053471-0.0122831j -0.00360611-0.00405517j -0.00178568-0.0341294j -0.0124426-0.0456168j -0.00528781-0.0421513j 0.0163086+0.0143304j 0.0100633+0.0223892j 0.00764769+0.0234014j -0.00485395-0.0180824j 0.00578441+0.023477j -0.0247022-0.022949j 0.0101616+0.0220627j -0.0258517-0.00633029j -0.00517675+0.00776169j 0.000306973+0.0217184j 0.00762951+0.0355644j 0.000319098+0.000288568j 0.00171516+0.0120447j 0.00767397-0.0154915j -0.00857973+0.000638256j 0.0185143-0.000963388j 0.0120364-0.0117665j 0.0160481+0.0056906j -0.00280202+0.000924962j 0.00544597+0.00128576j 0.0106699+0.00870878j 0.026414+0.010099j -0.00640616+0.00292815j -0.0176681-0.00147135j -0.00813273-0.0104321j -0.0120283+0.00236692j 
0.00572824+0.0168136j -0.0131838-0.00752869j 0.0108855+0.00700376j -0.005427-0.0120775j 0.0245205+0.013797j 0.0248796-0.0158203j -0.0475017-0.0392576j -0.0372624-0.0203601j 0.00744255-0.0134602j 0.0181698-0.0048353j -0.000579329+0.0118923j -0.00461118-0.0179447j 0.00133203-0.00510352j -0.0353632-0.0373331j -0.00776589-0.00932491j -0.0389745-0.0332554j 0.0482905+0.0105804j 0.00987844-0.000198602j 0.00624761-0.00276221j -0.0354523-0.0260308j 0.00251228-0.0124209j -0.00249034-0.0223945j -0.0357304+0.00666554j 0.0426407+0.0468865j 0.16153+0.12708j -0.211377-0.162117j 0.0786527+0.108987j 0.066418+0.0826561j -0.0438121-0.0578453j -0.0208686-0.0197563j -0.0112965-0.011168j 0.0274079+0.0176262j -0.0284389-0.0306342j 0.0174951+0.0293701j 0.0317974+0.0251128j 0.0337788+0.0407695j 0.0218518+0.010649j 0.000225345+0.0198157j -0.0652571-0.0491534j -0.0222837-0.0165296j -0.0161354-0.0273574j 0.00228172+0.011766j 0.00331421+0.0466581j -0.023627-0.0424046j 0.00502386-0.0124483j -0.0116898-0.0602868j -0.00273965+0.0227953j 0.0295367+0.0660818j 0.00942993+0.00253791j -0.0105786-0.0207958j 0.0160392+0.0290764j 0.00077521+0.0041433j -0.0137602-0.00971872j -0.0298609-0.0113414j -0.0101925-0.00993602j 0.0117838+0.0102293j 0.00222954-0.0119183j -0.00773634-0.0153011j -0.0101737+0.00747608j 0.00846832+0.0209908j -0.00496099-0.0165829j -0.00336347-0.00635015j 0.00398195+0.0106907j 0.00290943+0.0193582j 0.00253485-0.000864528j -0.000859909+0.00198153j 0.0117584+0.0056654j 0.0101976+0.0293469j 0.0149433+0.0125459j 0.000493069-0.00969852j -0.0105713+4.04728e-05j -0.0171553-0.0175669j 0.0134855+0.00484729j 0.0012169-0.00465718j 0.00159165+0.00500261j -0.0108776-0.0237361j -0.00651991+0.00648261j 0.00014011+0.0113875j -0.00422418-0.0116075j -0.00317251+0.00463975j 0.00271931+0.00686313j -0.00730361-0.0139073j 0.00670705+0.00471191j -0.0113946-0.0133334j 0.0159074-0.00154528j 0.00431471-0.00279837j 0.00528746-0.00889469j -0.000254483-0.00442831j 0.00175033-0.00196578j -0.00441167-0.00406333j 0.0019349-0.00774364j 0.0108115+0.00241665j -0.0120021+0.00227373j -0.000495393-0.000974874j -0.00619576-0.00135672j 
0.00760232-0.00582598j 0.0144807+0.00159386j -0.0172332+0.0248243j -0.0175745+0.0222736j -0.00448968-0.0123827j -0.0165571-0.0547111j 0.03944-0.0409868j -0.00457988-0.0405543j 0.0356075+0.00977698j -0.00972574+0.0172087j 0.00191424-0.0378801j -0.0316447+0.029777j 0.0196285-0.0096968j 0.00572348+0.048952j -0.00586409+0.00901803j 0.0104828+0.00937841j 0.0142612-0.00527546j -0.0240319-0.022572j 0.0256336+0.0142477j -0.000264547-0.00841277j 0.0460345-0.0634136j -0.093708+0.06316j 0.0459521-0.0767655j 0.137195+0.0537549j 0.0721053-0.0515678j -0.246046-0.116134j 0.0283891-0.0473172j 0.0215523-0.0327586j -0.0602393+0.0177j -0.0956412+0.0499856j -0.039717-0.026537j 0.021222-0.0301067j -0.00147212-0.00345093j 0.0306451-0.0289901j -0.0326956+0.0588573j -0.00685733+0.0696021j 0.00496647-0.0665244j -0.0082273+0.0271409j -0.01409+0.0346685j 0.0196194-0.000759513j 0.0290344+0.0181045j 0.00865404-0.0136185j -0.00169116+0.0340972j -0.0408903+0.00788734j -0.0172683+0.0759136j -0.0395006+0.0881499j 0.00372627-0.0476038j 0.0702555-0.0551958j 0.043249-0.0128676j 0.00436866+0.00359283j 0.0211724-0.0857885j 0.020206-0.0571509j -0.00203631+0.0121381j 0.0101363-0.00606926j -0.0378662+0.0373552j -0.0158392-0.0241068j -0.00623416+0.00932183j 0.0180038-0.0111453j -0.0203602-0.0123651j -0.0106833-0.0239106j 0.0229383-0.0011779j -0.00188986-0.00624532j -0.0115456-0.00889874j -0.00442099-0.0378194j -0.0184591+0.0274338j -0.0085151+0.0123527j -0.0238095+0.00632314j -0.0151513-0.00600409j -0.015976-0.0127883j -0.00781461-0.0013376j 0.00413658+0.00133144j 0.0139949+0.0113588j 0.004157+0.0177164j 0.00133436-0.000936783j 0.00926182+0.000484345j 0.013545+0.0107352j 0.0213972-0.007165j -0.00395175-0.0170939j 0.0296375-0.00370968j 0.0268623+0.00822297j 0.00390781+0.0100138j 0.00977204-0.0115281j -0.0156258-0.00743185j -0.0114254+0.0139551j -0.0272526+0.00640324j -0.00444965-0.0202982j -0.007774+0.0070329j 0.00258353-0.00448191j -0.00165968-0.00731438j -0.00925237+0.00626603j -0.00939834+0.00144159j 0.0163529-0.0109124j 0.0120509+0.00609142j 0.00352932-0.00627322j 0.0049676-0.00263594j 
-0.0029206+0.00115231j -0.0132184+0.0348507j -7.73047e-05+0.00583362j 0.00459917+0.0171054j 0.0192059-0.0779493j 0.0351822-0.0590073j 0.012594-0.0932953j 0.012798-0.0639985j -0.0146088-0.00782084j 0.0285985-0.0157106j -0.0193588+0.00866397j 0.0133368+0.031882j -0.00717881-0.0238109j -0.00286207+0.00418448j 0.00088964+0.0299357j 0.000385469-0.0079217j -0.00959355+0.00404719j 0.00678221-0.0200971j -0.0244501+0.0139015j 0.00308587-0.0285291j 0.0611901-0.161273j 0.0813867+0.0653852j 0.0154925-0.187416j -0.0528553-0.0667522j -0.0542372-0.053628j 0.109697+0.00288592j -0.0629883+0.0235213j 0.00408119-0.0115992j -0.00579153+0.0564452j 0.035101+0.0451135j 0.0709505-0.122474j 0.0162721-0.00816206j 0.0266943-0.0295695j -0.0160406+0.00611141j 0.000648217+0.0458814j 0.00986251+0.0491334j 0.0421368-0.090323j -0.0394429-0.00666222j -0.0102863+0.0153642j -0.00626349-0.0652511j -0.0136553-0.0671701j 0.00592508-0.0173619j -0.000275699-0.0195675j -0.0103914+0.00255496j 0.00212559-0.000710893j 0.0436774-0.0310697j 0.0187315-0.0309368j -0.0534092+0.0246141j -0.0362943-0.00502282j -0.0195144-0.00539141j -0.0188027-0.0029335j 0.0248721-0.0419457j -0.00233277-0.0349415j 0.0156428-0.0420997j -0.000725105-0.0108913j 0.000646742+0.0476403j -0.0109344-0.0288263j 0.00193049+0.00853343j -0.0335826+0.0488606j 0.022518-0.00733399j 0.00991279-0.0251109j 0.00775065+0.00647482j 0.00331347+0.00641278j 0.0256735-0.0631929j 0.00678835-0.0103334j 0.00784449+0.00515097j 0.00577585-0.00310398j -0.00485232+0.0276992j 0.00213278+0.00762882j 0.00752639-0.00312235j -0.00347914+0.0197685j -0.00914134+0.0143064j -0.00435092-0.000930249j 0.00402813-0.0177274j -0.0106255-0.0167674j -0.00829456+0.0127607j -0.0204934+0.0205012j 0.0147283+0.00784863j -0.0146085-0.0059911j -0.00557691+0.00738875j -0.000946018-0.00847318j -0.000424912+0.0138938j 0.00843701+0.00221741j 0.0127212-0.00777001j 0.0174927-0.0083534j 0.0056042+0.00282015j 0.00453625-0.00495899j -0.00116843-0.00171401j 0.00154072+0.000587217j 0.00853993-0.00278681j 0.000856173+0.00111379j -0.000848808+0.000939256j -0.00906645-0.00147548j -0.00572693+0.00514499j -0.012881+0.00566762j 
0.0276523-0.0111344j -0.0163233-0.0534869j 0.00438043+0.0347987j -0.0119403-0.00356275j 0.0499344+0.0857674j 0.0577454-0.00837055j -0.0655792-0.0562249j -0.0199181+0.0040035j -0.0239858-0.039121j -0.0376653-0.0581634j 0.0291891+0.0352021j 0.00545947+0.00944803j 0.0252007-0.0212616j -0.0324159-0.0250379j -0.00372113+0.0127786j -0.0431901-0.0240701j 0.0802971+0.0163266j -0.00578392+0.0149278j 0.028356+0.0391027j -0.0624688-0.0488283j 0.0306852-0.0546454j -0.139576-0.0916722j 0.0140989+0.0120081j -0.142986-0.172739j 0.0783437+0.0312708j 0.00103764-0.00825055j -0.026062+0.00503899j 0.0442109+0.0229926j -0.0900468-0.00302199j -0.0545321+0.0016608j 0.0805912+0.157857j 0.0250362-0.0205455j 0.0278468-0.00594099j -0.0170889-0.0425078j 0.00180058+0.0050198j -0.00540191+0.0232509j -0.00836244+0.00549579j -0.00372706+0.00783541j -0.0310604+0.00524554j 0.00353329-0.0182294j -0.0296674-0.0710227j 0.0130049-0.00376432j -0.0269619-0.0364143j 0.000338667+0.0172834j -0.0182344-0.0101068j -0.0209006+0.00895671j -0.0235008-0.0375973j 0.0808542-0.00174231j 0.0374197-0.0378915j -0.0347438-0.0582812j 0.0427938+0.00562595j 0.0263497-0.00436765j 0.00105156+0.0251011j 0.00308651-0.0129221j 0.00242576+0.0662077j 0.0292698+0.0384328j -0.0148503-0.0234339j 0.00306574-0.0346062j -0.0112598-0.012634j -0.0128609-0.0168731j -0.00460294-0.000472521j 0.0103965+0.0271737j -0.00200761-0.00320065j 0.013201+0.0206719j 0.0017492+0.019871j -0.00304036-0.00607022j -0.00156361+0.0384251j -0.0128284-0.00103052j 0.0152999-0.0121586j 0.00806998+0.00486778j 0.000780581-0.00565863j -0.00866354-0.010938j -0.00291492+0.000817011j 0.0076655+0.0125794j -0.0149678-0.00241898j -0.0159781-0.00910686j 0.00207856+0.00399138j 0.0201654+0.00699275j 0.00307249-0.0200528j 0.0095784+0.0310296j -0.0151465-0.00529435j 0.000152525-0.00912441j -0.000669128+0.0118277j -0.0016409+0.00229681j 0.00723359-0.0173623j 0.00203667+0.000963748j -0.00240143-0.00650955j 0.00198797+0.00480165j 0.00954778+0.00041631j -0.00774783-0.00981999j -0.00975443-0.0109978j 0.0113008-0.00630081j -0.0224476-0.00823029j 0.00898448+0.00426396j -0.00638698+0.00186962j 
0.00659308+0.0194264j 0.0168235-0.0256377j 0.00293837-0.00737137j 0.0282329-0.0113623j -0.0525561+0.0654249j -0.01207-0.000397232j -0.04555+0.0329033j -0.0382451-0.00051986j 0.0189489+0.0270604j 0.0471753+0.0109519j -0.0616092+0.015548j 0.0282747-0.0279471j 0.0132462-0.000457011j 0.0218588-0.0444211j 0.00301352+0.0150323j 0.0135937+0.00720499j -0.0215551-0.000839705j 0.00250426-0.00215026j -0.0236415-0.00688349j 0.0431486+0.0213022j 0.033525+0.048279j 0.12114+0.0683957j -0.0769524+0.0299725j 0.00933006+0.0167799j 0.0200413+0.03102j 0.0105738-0.00924832j -0.0896575+0.00975258j -0.04492+0.0432704j 0.0492244-0.048898j 0.0479669+0.0415757j -0.0391147+0.0363735j 0.0404194-0.0149858j -0.0497564-0.00738037j -0.0300375+0.0257635j 0.0574658-0.00558659j 0.0668377+0.0543232j -0.0459835+0.0447649j 0.0216124-0.0485423j -0.0178985+0.017525j -0.0404198-0.00516718j -0.0168088-0.0379178j -5.95216e-05+0.0303155j 0.00803454+0.00513404j 0.00551243+0.0219829j 0.00265043-0.0259315j -0.0137889-0.00739657j 0.00956144+0.063097j -0.0218473-0.137695j -0.0184759-0.123678j 0.0146833-0.00932078j -0.0070182-0.0780384j -0.0152515-0.0297721j -0.0280103+0.0127912j -0.0672735-0.0284186j -0.0260723+0.0285702j 0.0158452+0.0133623j 0.0109906+0.0227252j 0.00790293+0.00339193j 0.0189896-0.026329j 0.00960017-0.00423538j -0.0189002+0.0266393j -0.0199288+0.0210041j 0.0172366-0.00840054j -0.00169082+0.0289408j -0.00518707+0.0365493j -0.00998065+0.0186924j 0.00384607+0.0122288j 0.0149573-0.011091j 0.0238023-0.0128151j 0.00695989-0.0147718j 0.0042546+0.00518093j 0.0013382+0.00376607j 0.00745827-0.0213541j 1.82321e-05-9.76884e-05j -0.0200499-0.00311034j 0.00023753+0.0159178j -0.00618592-0.00562924j 0.0120301+0.00412104j -0.00374546-0.00217954j -0.011478+0.0134946j -0.00823291+0.0101325j 0.00122724+0.0187107j 0.0181872+0.00171921j -0.002237+0.00415367j 0.0225337+0.00756545j 0.00799377+0.016133j 0.0214066+0.000160195j -0.00234311-0.00171558j 0.0022565+0.00354137j 0.00977976+0.00371082j 0.022683+0.0129272j -0.0121754+0.0143467j -0.0221523+0.00558822j -0.00701613-0.0106439j -0.0262236+0.000914507j 
-0.0440406+0.0667302j 0.0176973-0.0594361j 0.00843106+0.00773949j 0.00353508-0.00752981j -0.0482948+0.0412518j 0.0148433-0.00214038j 0.0153303-0.00714093j 0.0371527-0.0419571j -0.0533591-0.0174448j -0.0550638+0.0184663j 0.0338777-0.00219942j 0.0191145+0.00781433j -0.0265941-0.0206826j 0.0151122-0.00584156j 0.010217-0.00187826j 0.0311342-0.0248986j -0.0150151-0.000954588j -0.0125831+0.00341895j -0.00997021-0.00594021j 0.00670443-0.0324981j 0.0309577+0.00877468j 0.0498388+0.104293j -0.0257134+0.023702j -0.107792+0.011268j -0.156497+0.0316522j 0.196488+0.0310331j -0.0487534+0.0460783j -0.0280616+0.0774895j -0.00183511-0.0723771j 0.0346081+0.00548291j 0.0487872+0.0701303j -0.0265741-0.0210655j 0.0671303-0.0234643j -0.0406005-0.0127614j -0.0201683+0.0173182j -0.0440041+0.0879469j -0.0445349-0.00330554j -0.0245955-0.0103506j 0.00229187+0.00648618j -0.0348267-0.0120609j 0.00134356+0.00350604j 0.00408845+0.0227036j 0.0143256-0.0128479j 0.0403327+0.0142009j 0.0152767+0.0115546j 0.0500309+0.0577827j 0.0118291-0.0300483j -0.0559106-0.0215387j -0.0493884+0.0160596j -0.0284873-0.0343055j -0.0288812-0.013412j 0.0209369+0.00191121j 0.0256417+0.00818841j 0.0526904-0.0232842j 0.0504444+0.0125479j 0.00331337-0.00741014j -0.0139233-0.000412556j -0.010058-0.00726677j 0.0215295-0.0437436j -0.0195748+0.0246653j -0.0220686+0.0204572j -0.00649097+0.0172954j -0.00210665+0.00520854j -0.00622248+0.00360513j 0.000932399+0.0130473j 0.00273876+0.0223414j -0.0119054-0.0156268j 0.0164263-0.0154643j 0.0122335-0.0167265j 0.00347107+0.00363042j -0.00894022+0.00170555j 0.00592256+0.00297255j 0.00178383-0.00465092j -0.00650424-0.00390011j -0.0210232-0.0120942j -0.0125841-0.0062407j -0.00986968+0.00606113j 0.0240777+0.00745336j -0.0182584-0.00545015j -0.0111346+0.0132208j 0.00372215-0.00427583j -0.0222134+0.00111694j -0.00509777+0.00872405j 0.0335843-0.00501037j -0.00132768+0.00317974j -0.00291187+0.00967228j -0.0230803-0.0117131j -0.00124132+4.84631e-05j -0.00974706+0.000834256j 0.00502622-0.000458914j -0.0124331+0.00125446j -0.00656458+0.0010255j 0.0310941+0.00802077j -0.0143436-0.00496321j 0.0112752+0.00459402j 
0.00566737-0.101551j 0.0157475+0.0273269j -0.0283336+0.00805536j -0.000576803+0.00410244j -0.0685235-0.0367866j -0.00432915+0.0243749j 0.0755632-0.00478372j 0.0515674+0.0411345j -0.0301839+0.000642333j -0.0440139-0.0364123j 0.0112836-0.0104096j 0.00184601-0.0056132j 0.0254546+0.0206518j 0.0466866+0.0209474j -0.00755944-0.0230485j 0.0525613+0.00241974j -0.0702725+8.76751e-05j -0.0124685+0.0106157j -0.0168342-0.000790363j 0.0592516+0.0181397j 0.0847412+0.00736879j -0.0244516-0.142303j 0.0672701+0.00661345j -0.0137702+0.00907714j -0.0736694+0.00708391j 0.187439-0.114318j -0.100975-0.00532093j -0.0459205-0.0526j -0.025158+0.0807589j 0.000754481-0.00305726j 0.00265052-0.0162745j -0.0685362+0.0362426j 0.0651153+0.067825j 0.00451259+0.00268545j -0.0713221+0.0237053j -0.0949399-0.113151j -0.0412385-0.0129079j -0.0101982+0.04689j 0.00571067-0.00405042j 0.0253128+0.0361655j 0.0700365+0.0398591j -0.00653711-0.0240351j 0.0403658+0.0112836j 0.042218+0.00296931j 0.00947909+0.0455767j 0.0536981+0.0536891j 0.0227829-0.0205205j -0.0416438-0.0422688j -0.0220043-0.0126674j 0.00851267+0.0288513j -0.0246469-0.030729j 0.0230048-0.0220829j 0.02536+0.00565967j 0.0881305+0.0139698j 0.0459561+0.0304256j -0.0143842-0.019483j -0.0243607+0.0265273j 0.0112695-0.0032944j 0.005261+0.0357943j -0.0130237-0.0320303j -0.0223155-0.0133863j -0.00731548-0.0219768j 0.0108268+0.00642035j 0.0546027-0.00941218j 0.00506793+0.0177836j 0.00851811-0.0113859j -0.0210545+0.019687j 0.0102296+0.00517259j -0.00877162+0.0142829j -0.00413228+0.00227512j -0.020878-0.00477389j 0.00378607-0.00466328j -0.00998887+0.00895168j -0.0146742-0.00552376j 0.0138732+0.0119444j -0.00248131+0.016285j -0.00393163-0.00145516j -0.00565651-0.00523433j 0.00341612-0.0168652j -0.0232455-0.017547j 0.0162691-0.00104165j -0.0135033-0.0220145j 0.0064731-0.00596545j 0.0152931+0.0181316j -0.0234454-0.00179593j 0.0201211-0.0385875j -0.0092267+0.0137413j -0.00264717-0.00023707j -0.00603532-0.0058458j -0.00122216+0.00784547j 0.00271028-0.00750079j -0.0067074-0.0308377j 0.0283671-0.0149156j -0.0068242+0.00382343j 0.0182456-0.0104866j 
