-0.0248984+0.102921j -0.166477-0.00281573j -0.033543+0.0433964j 0.15206+0.0547749j -0.0218535+0.108785j 0.0528577-0.0706589j -0.00858405-0.115417j -0.0663768+0.0999693j -0.156332-0.0656971j -0.0613586+0.0221373j -0.0527086-0.00508256j 0.00698216-0.120035j 0.157175-0.00906573j -0.0939503+0.0898523j -0.0266701+0.0250342j 0.178136+0.0254248j 0.0152938+0.0766917j 0.0506587-0.0179102j -0.115906-0.10671j -0.140142+0.0604512j 0.0194711-0.00385763j -0.100858+0.0754784j -0.024435-0.216028j 0.177535-0.00290664j 0.146968-0.0521005j 0.0554737-0.0506215j 0.0211333-0.0213784j 0.0988058+0.0613013j -0.0204918-0.317785j 0.0118702-0.147331j 0.0240019+0.164924j 0.0623425-0.0549798j 0.0632873+0.149151j -0.0331962+0.202764j 0.0201569+0.058972j 0.232065+0.061453j 0.0489809-0.0151334j -0.0461807-0.141436j -0.122365-0.0471327j 0.104732-0.0233285j 0.150846-0.141826j 0.0532679+0.00686781j 0.00464057+0.086003j 0.115093+0.00853068j 0.0261805+0.0918805j 0.0234601-0.131513j -0.106239+0.0288811j -0.0485603-0.0197837j 0.0057774+0.0271161j -0.0295224+0.00885091j 0.015973-0.000512298j 0.0324887-0.014221j 0.0305413+0.0201733j 0.0103253+0.0121809j 0.00212396+0.0127977j 0.00616889-0.00095568j 0.00193284+0.0259737j -0.0047754+0.000828042j 0.00559145-0.042224j 0.00584043+0.00634835j 0.0267334-0.0280526j -0.0205164+0.0170089j 0.0407935-0.00716045j 0.0124552+0.0373389j -0.0149532+0.00794184j -0.00271946-0.0120159j -0.0366166+0.0250017j -0.0131962-0.0333233j -0.0294769+0.00290595j 
-0.000120882-0.00085103j 0.00263592-0.00120323j 0.000654016-0.00254785j -0.00286031+0.00422766j -0.00576952+0.00463862j 0.0102435+0.00134472j -0.00563389-0.00377608j -0.00155264+0.000855273j -0.00543204+0.00992542j -0.00744227-0.00502201j -0.0104046+0.00219085j 0.00154894+0.00411157j -0.00310627+0.00339408j 0.00571247-0.00574909j 0.00059038+0.00246751j 9.29521e-05+0.00297882j 0.00329266-0.00151539j -0.00373054-0.00210036j -0.00234315+0.00015663j 0.00627132+0.00758167j 0.00764526-0.00425316j -0.00346805-0.00382646j 0.00197509+0.00654323j -0.00208953+0.0121252j 0.00106194-0.000688079j -0.000150391-0.00101406j -0.0048847-0.000659092j -0.00108178-0.00298564j -0.00295423+0.000185938j 0.00610512-0.01544j 0.00479417-0.00882934j -0.00325837+0.00369804j -0.00664499-0.0044722j -0.00114189-0.00127814j -0.004379+0.000193946j -0.00440254-0.00353714j 0.00378837-0.00298774j 0.00202126-0.00780712j 0.00275989-0.00664683j 0.00129559+0.00236243j 0.00209181+0.0031101j 0.00125403+0.000674463j 0.00504885+0.00268154j -0.00139584-0.000761516j 0.000313183+0.00577241j 0.00501225+0.00579622j 0.000939365+0.0027377j -0.00178737+0.00026519j 0.00179415+0.000876523j 0.00318936+0.0122398j 0.00716782-0.00801305j -0.000762504-0.00988756j -0.00122725-0.00640658j -0.0070557-0.0080703j 0.00326362-0.00470009j -0.000789657+0.00197365j 0.00381831+0.00219181j 0.0055997+0.00416071j -0.000673414-0.0018727j -0.00763077-2.13357e-05j -0.00554611+0.00650783j 0.00249618+0.00531225j 0.00201015+0.00523611j 0.000111954+0.00365447j -0.0052832+0.00446348j 0.00371912-0.00273487j 0.00490027-5.82087e-05j 0.000711551-0.00103142j 0.000321556+0.00038822j 
0.00463118+0.00268255j -0.00508334-0.0065171j 0.00405029+0.000915656j 0.00431139-0.000253582j -0.000732504-0.00163278j -0.0040139-0.000302529j -0.00302048+0.00829208j 0.00139472-0.00523769j 0.0112489-0.00170685j -0.0105758+0.000703828j 0.00463372-0.00106622j -0.0114216-0.000941054j -0.00158745-0.000624079j 0.000507322+0.0013594j -0.00318042-0.00277084j 0.00480024+0.00234978j -0.00110956+0.00498562j 0.00332775+0.00401717j -0.00231206-0.00392204j -0.00680759-0.00120788j -0.00191819+0.00391211j -0.00121266+0.00397102j -0.00418348-0.00595163j 0.00594044+0.00571089j 0.00260203-0.000138332j -0.0020073+0.00163261j 0.00501609-0.00251169j -0.00276586+0.0068704j -0.000400369-0.00088225j 0.00749175-0.00893228j -0.00146248+0.00816946j -0.00108734+0.00255176j -0.00663049+0.0026649j -0.00461122+0.000182156j -0.00142216+0.000741352j 0.00345655-0.00281692j -0.00256741+0.0011414j 0.00655508+0.00325014j 0.00353352+0.00131616j -0.000774589+0.0034108j 0.00309375-0.00691873j -0.00703789-0.00106964j -0.00709305+0.000564609j 0.00251771+0.00152656j 0.00275136-0.00234791j 0.00419457-0.0108111j -0.000188544+0.000793969j -0.00166258-0.00166043j -0.00165055-0.00618263j 0.0037023+0.00542328j -0.00114504+0.000888844j 0.000582894+0.00540305j -0.000334148+0.00205686j -0.00128133+0.00407453j 0.00154578+0.00601995j 0.00274513-0.00209103j -0.00148518-0.00171244j 0.00256854-0.00230113j -0.00105037-0.00101462j 0.000125104+0.00228761j 0.00119199-0.00475723j 0.000285015-0.00354663j -0.000534247-0.00214437j -0.00150059-0.000314981j -0.000280356-0.00374423j 0.00167699-0.000787904j -0.00280333+0.000932537j 0.000689692-0.00377267j -0.000642223+0.00124422j 
0.00157298+5.7059e-06j 0.0016228-0.000805957j 0.00636142+0.00515287j -0.00924028-0.000762977j -0.00458828-0.0126776j 0.00359281-0.00495054j 0.005294-0.0105353j 0.0103528+0.0117065j 0.000121823-0.0101988j 0.0021355-0.00016253j -0.0130098+0.0136417j 0.00406622-0.00135073j -0.00159339+0.00309876j 0.0151224+0.00253617j 0.00574978+0.00199498j -0.00987656-0.00131613j -0.00615849+0.00279829j 0.000488099+0.00113669j 0.0100393+0.000328569j -0.000561178+0.00115665j -2.603e-05+0.000829603j -0.0047211+0.00976837j 0.00609431-0.00250929j -0.00800792-0.00144561j 0.0101732+0.00157161j 0.0148448-0.00556558j -0.00119235-0.00266391j 0.00985016-0.00327028j 0.00685371+0.00626798j 0.00115036+0.000942393j -0.00258091-0.00359088j 0.0196894+0.00313922j 0.0157783+0.00488495j 0.0152403-0.00364343j 0.00169118-0.00299665j 0.0132844+0.0078663j 0.00145721+0.00464846j -0.00660874-0.00107547j 0.0037799+0.00179849j 0.00844419+0.00020471j -0.00546631-0.00284076j 0.00217578-0.000580761j -0.00112909-0.00205145j -0.00326157+0.00210444j 0.0081429-0.0026726j 0.00242364+0.00130587j -0.00456391-0.000485533j 0.00925413+0.00278566j -0.00265367-0.0024074j -0.00165042+0.00569262j -0.00171498-0.00389878j -0.00224521+0.00314j 0.0017633-0.000469743j -2.20826e-05-0.00132963j 0.00279682+0.00313321j 0.00151042-0.00183379j -0.00141079+0.00424065j 0.00245746-0.000978756j 0.000441412+0.00214356j -0.00399911-0.000105651j 0.000462898-0.00195088j 0.00174357-0.000319658j -0.00156508+4.58978e-06j -0.00290582-0.00103984j -0.0108409-0.00289339j -0.000854271-0.000180708j -0.00120545+0.000722235j 0.000232125+0.000310795j -1.72904e-05+0.000156585j 
-0.000732606-0.000885448j -0.00294632+0.00135593j -0.00781408+0.00112037j 0.00404406+0.00512485j 0.00526747+0.0033861j -0.00291623+0.00534683j -0.00735609+0.00422278j -0.000346704+0.00265596j -0.0025029+0.00446669j 0.0133782-0.000883459j 0.00853201+0.00104061j 0.00188458+7.74999e-05j 0.00333831-0.000762622j -0.00617258+0.00358665j -0.00767835-0.00210099j -0.00125147-0.00319716j -0.00658888-0.00555174j -0.00450861-0.00452631j 0.000447587-0.00545663j 0.00255576-0.00242889j 0.0053049-0.00595601j 0.0053274-0.00307867j -0.00877137-0.00615052j -0.00257494+0.00459713j 0.000864442+0.00388148j -0.00845403-0.00332288j 0.00464428+0.000576981j -0.00708551-0.000699294j 0.000753962+0.000524675j 0.00355614+0.0159664j 0.00206104+0.00333161j 0.00277312-0.0018914j -0.00842605+0.00660492j -0.00443529+0.00604513j -0.00284267+1.36113e-05j 0.00230119-0.00254855j 0.00185192+0.00289898j -0.00224667+0.00174498j 0.00562409+0.00636925j 0.00378505+0.00129951j -0.00414092-0.00228847j -0.00397936+0.000241939j 0.00631812-0.00440453j 0.000639176+0.00330312j 0.00422128-0.00329912j -0.00596974-0.00129085j 0.00829105-0.00439817j -0.00339578-0.00411681j -0.0047361+0.0012735j 0.00848401+0.00374881j 0.000514189+0.000949605j 0.00440047-0.0123064j -0.00182195-0.0137805j -0.0068858-0.000623847j 2.8303e-05+0.00543288j 0.00195238-0.0028981j -0.000898704+0.00669066j 1.15114e-05-0.000503793j 0.00189289+0.00638725j 0.000825651-0.000932164j -0.00257232-0.00286306j -0.00150178-0.00200553j -0.00145285-0.00438156j 0.00433695-0.00424167j -0.00620269-0.000937688j 0.00303283+0.0113099j -0.00249689-0.000771638j 0.0007487+0.000477513j 0.00267343-0.000797912j 
-0.00128866+0.000713969j 0.00202846+0.000862655j 0.00810217+0.00049291j -0.00695115-0.00923415j -0.0128108-0.00113886j 0.00790849-0.00285752j 0.00314032-0.000948993j -0.00196058-0.00268777j -0.00388141-0.00516959j -0.0170026-0.00248944j -0.00885205-0.00793063j -0.00627368+0.00434557j 0.000119394+0.000363794j 0.00881094-0.00216441j 0.00515374+0.00324834j 0.00332845-0.00232384j -0.000534116+0.00338209j 0.00690768+0.00331442j 0.00097909-0.00276496j 0.00205081+0.0138734j 0.00694477-0.00212282j 0.00183036+0.00121326j -0.00777536+0.00456149j 0.0081557+0.00251221j 0.000335487+0.00433096j -0.000330748+0.00487966j 0.00306051+0.00808718j -0.0013856-0.000926426j 0.001752-0.00253626j -0.00919764-0.0222601j -0.00616138-0.00868561j 0.00110114+0.00111111j -0.00181793+0.00456577j 0.00230628+0.00226008j -0.00167264-0.00306269j 4.57812e-05-0.00546302j 0.00405142+0.00694453j -0.0037645+0.0046683j 0.00446199-0.00294029j -0.00125945+0.000922811j -0.00237858-0.00423843j -0.0068788-0.00117028j 0.00257685-0.011375j 0.00681331-0.0045415j 0.00247224-0.00191379j 0.00351145-0.00505358j 0.00206262-0.00154523j -0.00172873-0.00553898j 0.00256093-0.00471212j 0.00826415+0.00444091j 0.00248564+0.00116193j 0.000450855+0.0203444j -0.00292184+0.015999j -0.0056132-0.00225815j 0.000875621-0.00347655j -0.000878717+0.00137156j -0.00523264-0.00622307j 0.00233837-0.00149886j -0.000649913-0.00546251j -0.000852315+0.0080642j 0.00290603+0.00355132j -0.00421965-0.00423397j -0.000605211-0.00227026j 0.00191763-0.00380672j -0.0044903+0.00128802j 0.001108+0.0115531j -0.00270591+0.000448062j -0.000259861-0.00185853j 0.000223373-0.00205054j 
0.00140265+0.000613723j -0.00554442-0.000529729j 0.00395303+0.000843996j 0.00135545-0.00215295j -0.000574846-0.00179629j -0.00702881+0.00167847j 0.00233427+0.00699419j -0.00154423+0.00155614j 0.000666481-0.00643623j -0.00170063+0.00379115j 0.00265834-0.00266642j -0.00235399+0.00311375j -1.37284e-05+0.00498609j 0.00127193+0.000328374j 0.000368425-0.00380073j 0.00367402-0.00426979j -0.00344217+0.00323437j 0.00131767-0.00380054j 0.0024988+0.00291869j -0.0109178+0.00216101j -0.0081589+0.00675619j 0.00659404+0.0043955j -0.00248289-0.0041543j 0.000195649-0.00650682j -0.0011022+0.00424972j 0.00122525+0.00450789j 0.00561333+0.000595427j 0.00346611+0.00337961j -0.00159963-0.00191009j 0.000585877+0.00108283j -0.00172102+0.000732559j -0.000990509+0.00144191j 0.0023734+0.00151878j -0.000503323-0.00341047j 0.00439445+0.00338004j 0.00165006+0.000880019j -0.00700813+0.00425025j 0.00878645+0.00540887j 0.00357244-0.000544096j -0.00476199+0.00201266j -0.00106143-0.00553621j -0.0070181-0.000634987j -0.00601222+0.000612179j 0.00116081+0.00400985j -0.00374196-0.00265251j 0.00258336+0.00228757j -4.39557e-05+0.00218969j 0.000972354+0.00269256j -0.00134108-0.00527987j -0.0028044-0.00327352j -0.00374762+0.00301199j -0.00318899+0.00462536j 0.00343677-0.000604397j 0.00274674-0.00150643j 0.00251934+0.0115497j 0.0047156-0.00537501j 0.00701649-0.00134872j -0.00116381+0.0032439j -0.00537423-0.00324789j -0.00271565+0.000449612j 0.00260001-0.0020325j -0.00317982-0.0047554j 0.0018341+0.000823245j -0.00385841-0.00243138j 0.00266654-0.00794358j -0.00387786-0.0192785j -0.00436587+0.00765769j -0.00108215-0.00143067j -0.00340826-0.00493999j 
-0.00103077-0.00130852j 0.00399676+0.00401055j 0.0120716+0.00118994j -0.00376622-0.00487619j -0.00540638-0.00499255j -0.00551739-0.00719043j 0.00828982-0.00268964j -0.0067967-0.00492079j 0.00141262-0.00223209j -0.00606321-0.00141556j -0.00726398-0.00322588j -0.000451858+0.00173096j -0.00501711-0.0055913j 0.00472188-0.00383126j 0.00928773-0.000549067j 0.00885362-0.00165985j 0.00883835+0.0024779j -0.00531953-0.00233411j 0.000907663-0.00193588j -0.00754118-0.00193712j -0.00730436-0.00298497j -0.00259214-0.00834378j 0.00476262+0.00778686j -0.00607728-0.00361891j 0.00309821+0.00646533j 0.000607487-0.00683538j 0.00507805-0.0107053j -0.00283574-0.00146548j -0.00192309-0.00750992j -0.00471951-0.012298j -0.0017778-0.00102177j -0.00399302-0.00225783j 0.00136882-0.00384629j 0.000206653-0.000422156j -9.38528e-06-0.00519632j 2.43208e-05-0.00119405j 0.00321687-0.00600705j 0.00446294+0.000848971j -0.0057676+0.00280845j 0.0032577-0.00148969j 0.00346299+0.00184907j 0.00488176+0.00162691j 0.00148098-0.00247401j -0.00526196-0.000355883j -0.000159809+0.00254446j -0.0102708+0.00743034j 0.00431272-0.00211482j -0.00744594-0.00265616j -0.00874721-0.00357374j -0.00393054-0.0101587j -0.00618282+0.00803495j -0.000120264+0.0167412j -0.00310003+0.0112288j 0.00442449-0.000699001j -0.00266155+0.000131325j 0.00488134-0.00342519j 0.00632473+0.0118173j -0.00287625-0.00172661j 0.00558639+0.00979696j 0.00536013-0.0100573j -0.00538407-0.00522254j 0.00107516+0.00176135j -0.000218552-0.00400709j 0.00331137+0.000385541j 0.0103129-0.0020725j 0.00241339-0.00100306j -0.00015846-0.00150589j 0.002808+0.00290149j 0.00227059+0.00101626j 
-7.17291e-05+0.000655297j 0.000454962+0.00244334j -0.0033596+0.00224671j -0.00260909+0.00168328j 0.00133264+0.00334327j 0.0057754-0.00267524j -0.00351204-0.00414922j 0.00125506-0.00193916j -0.00168293+0.00439627j 0.00182281+0.000655526j 0.000147399+0.000533168j 0.00398422-0.000525365j 0.00110106-0.00167743j -0.00167786+0.00241996j 0.000327709+0.00151659j -0.000233409+0.00746624j 0.00152485-0.00361248j 0.00479947-5.51869e-05j -0.00385961+0.00464636j 0.00406669+0.000700695j 0.00258234+3.07111e-05j -0.00599178-0.00294836j 0.00364766+0.00307997j -0.00162468+0.00569979j -0.00583643-0.00642j 0.00150686+0.00104648j 0.00242167-0.00215105j 0.00223008-0.00595345j 0.00191622+0.000204832j -0.00199626+0.00167339j 0.00424772-0.00128525j -0.00190715+1.68077e-05j 0.00191433-0.0012928j 0.00353747-0.000791448j -0.00261236+0.00277176j -0.00269428+0.00125837j 0.0016086-0.00138684j -0.000493892-0.00403881j -0.00978696-0.00379162j -0.00267078-0.00615418j 0.00106869+0.00622461j 0.00323088-0.000887693j 0.000370076+0.00189055j -0.00136731+0.000941072j -0.00165817-0.000978865j -0.00249922+0.00013099j -0.00392825-0.00103488j -0.000631562+0.00949203j 0.00588633+0.00827131j -0.00140872+0.00107168j -0.00963459-0.00960962j 0.00298559-0.00457057j -0.00175135-0.0051777j -9.97847e-05-0.00308866j -0.0032638-0.00866924j -0.0052128+0.0111153j -0.00540555-0.00322971j -0.00441285+0.00548801j 0.000972666-0.00513453j -0.00131671+0.00671097j 0.00550637+0.000179924j 0.00217637-0.0100696j 0.00246388-0.00301259j 0.00437995+0.00141351j 0.000295057+0.00388215j -0.00247398-0.0110468j -0.001487+0.0031593j 3.11924e-05+0.000485744j 0.00177174-0.000729376j 
-0.00297297+0.000185815j 0.00303735-0.00224135j -0.000744509+0.00152345j -0.00370227+0.00409473j 0.00605654-0.000784814j 0.00161059-0.00524096j 0.00330805-0.00537295j 0.00238447-0.00212857j 0.00176705+0.00281093j -0.00150457+0.00252563j -0.00299439+0.0033853j 1.00694e-05-0.000789601j -0.0015863-0.00222673j 0.00189767+0.00164901j -0.00265816+0.003259j 0.000837762+0.00840806j 0.0162376+0.00052212j 0.0116372+0.000160405j 0.0048871+0.00724642j -0.0169718+0.000921456j -0.00579348+0.000200815j -0.0131231-0.00269992j 0.011202+0.00517868j -0.0118868-0.00201722j 0.00842756-0.00706434j -0.00685125+0.000219914j 0.0099578+0.0022836j -0.00417082+0.00718743j -0.00271772+0.00271506j 0.00186803+0.000545589j 0.00809395+0.00488055j -0.00416408-0.000733735j 0.00120422-0.00935529j -0.00106429+0.000228848j -0.00385119-0.00410788j -0.00067819+0.000326032j -0.0022607-0.00270645j -0.00298578-0.00617183j -0.00622695+0.00125257j -0.00547944+0.000141178j -0.00168843+0.00498157j 0.000594589+0.00310982j -0.00146196+0.00810168j -0.000412367-0.000534551j -0.00402484+0.00014114j -0.00124786-0.00150531j 0.00200178+0.000816939j -0.00590758-0.00673941j 0.00521204+0.0119375j -0.00339699+0.00201053j 0.000507229+0.000508278j 0.000497444-0.00698538j -0.00200708+0.00203764j -0.00159989-0.00473075j -0.00158676-0.00224209j 0.000630341+0.00746606j -0.00576102+0.00206274j 0.00219309+0.00176674j 0.0078549-0.00490225j 0.000433859+0.00653147j -0.00173672+0.000390597j -0.000197852-0.00302227j 0.00222461+0.0023051j 0.00198084+0.00554885j 0.00922311+0.0101701j 0.00416422+0.00309969j 0.00113599-0.000891481j 0.000532113-0.000854508j 0.00164645+0.00126796j 
0.00544325-0.000445523j -0.00250083-0.00822592j 0.00282327-0.0037285j 0.000866864+0.00203643j 0.000993749-0.00575448j -0.00501281-0.00014772j 0.00300569+0.00138039j -0.000423275-0.0046511j 0.00909337-0.0022301j -0.00612074+0.000242288j -0.00198125+0.00136335j -0.00881007-0.00145152j -0.00057512+0.000694053j 0.00193253-0.00640978j -0.000999153-0.00392392j 0.000163202+0.00101507j 7.29663e-05+0.000624139j -0.00163781+0.00350504j -0.00112846-0.00174351j 0.000733349-0.00414321j 0.00175654-0.00102899j -0.00613762+0.00256907j 0.00246656-0.00258222j 0.00237273+0.00544313j 0.00159495-0.0025765j 0.00439309-0.00546397j -0.00490621-0.00624486j 0.000778801+0.00176274j 0.000419524+0.000515304j 0.00565464-0.0068185j -0.00150478+0.00290429j 0.00271702+0.00301074j -0.00584218-0.00147474j -0.00132128-0.00384173j -0.000391527-0.000558485j -0.00349259-0.00253808j -0.00195521-0.00532675j 0.00431489+0.00159779j 0.0025727-0.00104518j 0.00162677+0.00106814j 0.0039046-0.00218335j -0.000737592+0.000454201j -0.00127314+0.00522961j -0.00218388+0.00393062j 0.000422029+0.00163398j 0.000497169-0.00541321j 0.00141696+4.13364e-05j 0.000458452+0.00237951j -0.000985316-0.00340696j 0.000437852-0.00261857j 0.000609159+0.00141219j 0.00144797+0.00457988j -0.0021467+0.00329132j -0.000721187+0.000671017j -0.000177533-0.001144j -0.000327244-0.00107325j 0.00208441-0.00172681j 0.000831981+0.000363412j 0.000209597+0.0012802j 0.000433628-0.00260572j -0.0020722+0.00187677j 0.00183628+0.000655554j -0.00133719+0.000795242j -0.000627539-0.000204532j -0.00135413-0.00122359j 0.000387508+0.00214688j 0.00181289+0.000112532j 0.000362984-0.00206678j 0.00209567-0.000739153j 
-0.00136407+8.57239e-05j 0.000575978+1.75602e-06j 0.00103938-0.00172033j 0.000421198+0.000395889j -0.00388709+0.00192005j -0.000313914+0.00366804j -0.00210442+0.000110706j -0.00336581-0.00289319j 0.00375519+0.00391035j -0.00090496-0.00495963j -8.19848e-06+0.00200821j 0.000665051-0.000630333j 0.000653458-0.0022519j -0.00262772-0.00393565j 0.00306165-0.00471565j -0.00380997-0.00342181j -0.00592209+0.00411652j -0.00963756+0.00667971j -0.0092109-0.00660678j 0.0162117+0.00213779j 0.0043628-0.00156658j 0.00179559+0.00448239j -0.000556121-0.000982237j 0.0131521+0.00556673j -0.00475993+0.00585791j 0.00254751-0.00235378j -0.00580592-0.00257166j 0.000757884-0.00650546j 0.00285425-0.00017963j 0.00203853-0.00126093j -0.00312488-0.00459869j 0.00176682+0.00238081j 0.00247579+0.00425336j 0.00154454+0.000502148j 0.000116356-0.00149851j -0.00536665-0.000278424j 0.00424792-0.00800316j -0.00055974-0.0053756j -0.00613246+0.00280106j 0.000267519-0.000155975j 0.00466008+0.00544015j 0.00689768-0.00510172j 0.00219809+0.00291311j -0.00405742+0.00142909j 0.00124397+0.00526705j -0.0081938+0.0103435j 6.13423e-06-0.000376539j 0.00902595+0.00528075j -0.00268811-0.00133899j 0.0011735-0.00232298j -0.00415871+0.00153762j -0.00299846+0.000970064j 0.00337774+0.00056361j -0.00312169-0.00250729j -0.000270421-0.00394942j 0.000335325-0.00100932j -0.0020716+0.0044684j -0.00349586+0.00419334j -0.00233399-0.00288045j 0.00080318-0.00423667j -0.0014096+0.000203175j 0.00775771+0.00631203j -0.000733903-0.00168546j 0.000178561+0.00889601j -0.00512144-0.00336729j -0.00180115-0.0144923j -0.000620216+4.46634e-05j 0.00341083+0.00229139j 0.00264184+0.000567972j 
0.0011066+0.00164749j -0.000396618-0.00188527j -0.000910481+0.00068548j 0.00103978+0.000469569j -0.000961404+0.000702526j 0.00169124+0.00356086j -0.00215094+0.00106947j 0.000823548-4.63441e-05j 0.00211349+0.000166769j -0.00083428-0.00240716j 0.00108133+0.00102112j -0.00152853+0.000693941j 0.0034188+0.000731183j -0.000966539-0.00147783j -0.00307901-0.00560093j -0.00351019-0.00199058j -0.00776872+0.00339093j -0.000452281+0.00667043j 0.000472867-0.00162614j 0.0105863-0.00262003j 0.00170017-0.00195005j 0.00663895+0.00523389j -0.00236258-0.00133099j 0.00818255+0.00125546j 0.000824893+0.00186161j 0.00394085-0.000830984j -0.0023125+0.00526083j 0.00317003-0.00282925j -0.000237474+0.00100524j 0.00258122+0.0012715j -0.00133154-0.000400361j 0.00243978+0.000162354j 0.00288021+0.00517321j -0.00103189-0.000907958j 0.00302664-0.00021543j -0.00147395+9.95823e-05j 0.00379421-0.00198067j 3.17536e-05-0.0019395j -0.00245941-0.00147493j 0.00144111-0.00217123j 0.00204893-0.000411504j -0.000217912-0.002739j -0.00130222-0.00012934j -0.00222985+0.00259367j -0.00361083+0.00104104j -0.00142219-0.000923073j -0.000650847-0.000837066j 0.00797339-0.00153831j 0.00153595-0.00387144j 0.00362478+0.000483725j -0.00108747+0.000614567j -0.00128222+0.000262386j 0.00247042-0.00310854j 0.00124516-0.000336064j -0.00192503-0.000897888j 0.000144752-0.00116874j -0.00143616-0.000455992j 0.000911381+0.0013802j -0.00500532-0.00427068j 0.000195483+0.00197505j 0.00128881+0.00378151j 0.00223771-0.00430848j -0.00192679-0.00336896j 0.000875512-0.00173445j -0.00521219+0.000118596j -0.00176015-0.00119577j -0.00134118+0.00232671j 0.00184583+0.000770176j -3.27792e-05-0.0042506j 
0.000157562-0.0029284j 0.00335423+0.000111389j 0.0067484-0.00408345j -0.00602675-0.00556515j -0.00537374-0.000400711j -0.00130526+0.000651125j 0.00458526+0.00140423j -0.000317873-0.00128429j 0.000139911+0.000779589j -0.00222583-0.000174693j -0.00158391+0.00232907j -0.00309473-0.0022149j -0.000193908-0.0013689j 0.00188115+0.00200983j -0.00934637+0.000821382j -0.00255096+0.0025632j -0.000656695+0.00700054j -0.00535221-0.00858436j -0.00234343-0.00268146j 0.00186132+0.00507207j 0.00478416-0.00557451j -0.00530174+0.000518368j -0.000545747+0.00504225j -0.00123779+0.00218429j 0.00223527+0.00518828j -0.00135117-0.00311231j -0.00274867-0.00608158j 0.000942804+0.000896903j 0.000407592-0.00370509j -0.000111183-0.00150544j 0.00019809-0.000474957j -0.00284759+0.00231655j -0.00552674+0.00164673j 0.00155425-0.000414436j -8.03075e-05-0.00306172j 0.00196876-0.00111763j -0.00460548-0.00141706j -0.00501428+0.000992371j -0.00102547+0.00597628j -0.000160358+0.00408696j -0.000770097+0.00324674j 0.00266398+0.0020283j -0.000312788+0.00726187j -0.000681109+2.21319e-05j 0.00282646-0.00225588j -0.000170306+0.0103383j 0.00321559+0.000368356j -0.00150835+0.00720366j 0.00974967+0.0181231j -0.0116947-0.0124881j -0.00323748-0.000662851j -0.000135542-0.000585683j -0.00241796+0.00654685j -0.000612471-0.00195997j 0.00149391+0.00515827j -0.00327206-0.00323226j -0.00234118+0.0101985j -0.00690086+0.00839822j 0.00679488+0.00156751j -0.000633223-0.000269118j -0.00544118-0.00350007j -0.000124462+0.0029242j -0.00330984+0.0017926j 0.000344376-0.000496796j -0.0020396+0.00456327j -0.000186153+0.00373434j -0.00166586+0.00256873j -0.000907283+0.000258754j 0.00370256+3.77544e-05j 
-0.00450439+0.00537813j 0.00279649-0.00239135j -0.00100367+0.0104998j 0.00300113+0.00384914j 0.00620898+3.13713e-05j -0.00444299+0.00112839j -0.00101015-0.00440667j -0.00352909-0.00136595j 0.00360217+0.00188563j 0.00214611-0.00273789j -0.00159616+0.0017483j 0.00209655+0.00468382j -0.00109272-0.00166562j 0.000504002-0.00421288j 0.00874909-0.0125594j 0.00693231-0.00466094j 0.00923822-0.00719062j 0.00576256+0.0144267j 0.00438486-0.00435896j -0.00665808-0.00101477j -0.00447237+0.00502744j -0.00170909-0.00568885j 0.00646841-0.00419931j -0.00553058+0.00428288j 0.00845544-0.00944166j -0.00461914+0.00293434j 0.008888-0.00185741j -0.00243854-0.00104093j -0.00544105+0.00784816j -5.18676e-05+0.000106801j 0.00650583-0.00160912j 6.5568e-05-0.0013733j 0.00503542-0.00115562j -0.00258942+0.00858735j -0.00754609-0.00225554j -0.00392504-0.000178708j 0.00670016-0.00548296j 0.00372526-0.00820262j -0.00409687+0.000558009j 0.00406402-0.00844011j 0.000306452+0.00299871j -0.00333684+0.000402904j 0.00484571-0.00574295j -0.00467178+0.00548279j -0.00418936+0.0147797j -0.0030845-0.00366522j -0.00175217-0.00813633j -0.00394586-0.0028945j -0.00595835-0.0142971j 0.00228789+0.0135139j 0.00133+0.00305638j 0.00104608+0.0011011j -0.00116786-1.28967e-05j 0.00328013+0.00484368j -0.0027578+0.00526292j 0.00066077+0.00218542j -0.00130299-0.000149326j 6.5103e-05-0.00868853j 0.00378267+0.00118029j 0.0011936-0.000962849j 0.000152982+0.00159801j 0.000151063+0.00629145j 0.00128497-0.0134294j 0.0101974+0.00030879j 0.00660876-0.0113478j -0.00152573+0.00831649j 7.99123e-05-0.00330048j 0.00808519+0.00118066j 0.00345763-0.00569628j 
