-0.0248984+0.102921j -0.166477-0.00281573j -0.033543+0.0433964j 0.15206+0.0547749j -0.0218535+0.108785j 0.0528577-0.0706589j -0.00858405-0.115417j -0.0663768+0.0999693j -0.156332-0.0656971j -0.0613586+0.0221373j -0.0527086-0.00508256j 0.00698216-0.120035j 0.157175-0.00906573j -0.0939503+0.0898523j -0.0266701+0.0250342j 0.178136+0.0254248j 0.0152938+0.0766917j 0.0506587-0.0179102j -0.115906-0.10671j -0.140142+0.0604512j 0.0194711-0.00385763j -0.100858+0.0754784j -0.024435-0.216028j 0.177535-0.00290664j 0.146968-0.0521005j 0.0554737-0.0506215j 0.0211333-0.0213784j 0.0988058+0.0613013j -0.0204918-0.317785j 0.0118702-0.147331j 0.0240019+0.164924j 0.0623425-0.0549798j 0.0632873+0.149151j -0.0331962+0.202764j 0.0201569+0.058972j 0.232065+0.061453j 0.0489809-0.0151334j -0.0461807-0.141436j -0.122365-0.0471327j 0.104732-0.0233285j 0.150846-0.141826j 0.0532679+0.00686781j 0.00464057+0.086003j 0.115093+0.00853068j 0.0261805+0.0918805j 0.0234601-0.131513j -0.106239+0.0288811j -0.0485603-0.0197837j 0.0057774+0.0271161j -0.0295224+0.00885091j 0.015973-0.000512298j 0.0324887-0.014221j 0.0305413+0.0201733j 0.0103253+0.0121809j 0.00212396+0.0127977j 0.00616889-0.00095568j 0.00193284+0.0259737j -0.0047754+0.000828042j 0.00559145-0.042224j 0.00584043+0.00634835j 0.0267334-0.0280526j -0.0205164+0.0170089j 0.0407935-0.00716045j 0.0124552+0.0373389j -0.0149532+0.00794184j -0.00271946-0.0120159j -0.0366166+0.0250017j -0.0131962-0.0333233j -0.0294769+0.00290595j 
0.000268319-0.00386407j 0.00226871+0.00207856j 0.0109879-0.0172637j 0.00594131-0.00225253j 0.00400101-0.0142875j -0.00162355-0.0012348j -0.00217705-0.0023898j 0.00615223-0.00617931j -0.00668034+0.000387539j 0.000232588-6.14794e-05j 0.00873577-0.00689336j -0.00990609+0.00306472j -0.0110995-0.00876972j -0.00628478-0.00258182j 0.0120234+0.0229043j 0.00365034-0.00317144j 0.00387832-0.00372054j -0.00509173-0.00764528j 0.00426266+0.00392666j -0.00750362-0.0025839j 0.0105003+0.00390746j 0.00493863-0.00286218j -0.0147365+0.00739585j -0.000420058+9.68412e-05j 0.00619001+0.0106207j -0.00547019-0.0106782j -0.0260149-0.0157419j -0.00657283-0.00274159j -0.00975513-0.00113027j 0.00201387-0.00174166j 0.00567883+0.0111469j -0.00519449+0.0122356j 0.00983601-0.00432416j -0.00200934+0.00145983j 0.0192307+0.00749894j 0.0135426+0.0221165j -0.00963356-0.00777035j 0.0100165+0.00766146j 0.00199629-0.0151123j -0.00364785+0.00111974j -0.0116603+0.0216297j -0.0256261-0.0141772j 8.95434e-05-0.010314j -0.00300641-0.00944072j 0.00640778+0.00458121j 0.0168478-0.01808j -0.00897153-0.0125231j 0.00958391+0.0200471j 0.00515733-0.00147557j -0.00558622+0.0113659j -0.0106776+0.00139043j 0.0146874-0.0271836j -0.0244284+0.0291739j 0.0149281-0.0009803j 0.000296891-0.0111553j 0.0119234-0.0169451j -0.0220192+0.000482224j -0.0217681-0.0264212j 0.000347016+0.0127853j -0.00763441+0.00474507j 0.00187672+0.0136285j -0.00466871-0.014951j -0.00102587+0.0254703j 0.0133326+0.00174588j 0.0127589+0.00329648j 0.0182014-0.00259377j 0.00385026-0.00861245j -0.0101722+0.000904499j 0.000748588+0.0219846j 
-0.00127268-0.00477455j 0.00678801-0.00809998j -0.0095309-0.00903608j 0.0105695-0.0104429j -0.00761123+0.00646988j -0.00687292+0.00934437j -0.00256376-0.00032343j 0.00488478+0.00509726j 0.00276625-0.0133695j 0.00370152+0.00125427j -0.000654711-0.00981057j 0.00228489-0.0173961j -0.00475391+0.0118291j 0.00464399+0.00539466j 0.016466+0.0156545j -0.0162464-0.0116949j 0.0390943-0.0066594j -0.0136392-0.0131058j 0.00855192+0.0243897j 0.00801232+0.0206922j -0.0216155+0.00246141j 0.0276722-0.0288669j 0.00327149-0.0212687j 0.0289069+0.0207989j -0.0296503+0.00549056j -0.00492595-0.0225471j -0.0284577-0.0117498j -0.00172651-0.00890202j -0.00705913+0.011762j 0.0144612-0.0094682j -0.0194205-0.00512294j 0.00315775+0.0147503j 0.013369-0.0220373j -0.00939277+0.00904974j 0.00552366-0.0025665j -0.000183296+0.000722986j -0.0091112+0.0148176j -0.0195867-0.0302439j 0.00245478+0.0159855j -0.0123867+0.0161625j 0.00458868-0.00623802j 0.0233764-0.0105779j -0.0111051+0.000984677j 0.0186407+0.00359051j 0.0123084+0.0080842j 0.0156816+0.00568656j -0.0136282-0.0194254j -0.00592894+8.23135e-05j -0.00384041+0.0252413j 0.0149982+0.0158768j -0.000601706-0.0249635j 0.00636988+0.00593328j 0.00168463+0.0165827j 0.0276015+0.0257776j -0.013773+0.0172673j 0.0140298-0.0081763j -0.0478469-0.0125127j 0.0133416+0.0458199j -0.0208875+0.0452845j 0.0351109+0.0141511j -0.00359929+0.0116811j -0.0199276+0.0265473j -0.00635045+0.000853271j 0.0042997+0.0384381j 0.000250723-0.000639829j 0.0441517-0.00420691j -0.0123639-0.00390907j -0.0123627+0.00479311j 0.0123981+0.00558621j 
-0.00080247-0.00326584j 0.00271647+0.000717161j -0.0133618-0.0124088j 0.0106024+0.00823525j -0.00140686-0.0125044j -0.00235791-0.00189384j 0.0239915-0.00274939j -0.0141724+0.00880506j 0.0154098+0.0348515j -0.0126149-0.000644089j 0.00942738+0.0177897j 0.00250414+0.0104073j -0.00524559-0.0109509j 0.00455072-0.00875908j 0.00162584-0.0061083j -0.00276299+0.00164369j 0.0111235-0.00916516j 0.00470045-0.00437651j -0.00270233-0.000446123j -0.00513393+0.00761836j -0.00109933+0.00149126j 0.0180372-0.0130529j 0.00203881-0.00578j 0.0139355+0.0140536j -0.00679848-0.0115169j -0.01101-0.0136991j -0.00670421-0.0139118j -0.00999521-0.00143443j 0.0142887+0.00185567j -0.0117954+0.00708051j -0.00235404+0.0104216j -0.00143153-0.00230461j 0.00810473-0.00312275j -0.00809657-1.98741e-05j 0.000618151-0.016818j 0.0151941+0.00962681j -0.0196451+0.00275117j -0.0131538-0.0168899j 0.0155882-8.89447e-05j -0.00280327+0.00377637j 0.0204858-0.020608j 0.0149056-0.00643419j 0.00384018+0.000602227j -0.000302204-0.0156735j -0.0047755+0.00396159j 0.00939451-0.00121619j -0.0107554-0.0153321j 0.00411864+0.00282784j 0.000778181+0.0117861j 0.0138441+0.00237564j -0.0131949-0.0215843j -0.0112654-0.00610039j 0.00136808+0.00844904j 0.0117046+0.00547177j -0.000225904+0.0130766j 0.00586652-0.00351612j -0.0218681-0.00483173j 0.00450497+0.00325831j -0.00930898+0.0248188j 0.0136046-0.00296153j -0.00698434-0.00193926j -0.0140689+0.0140506j -0.00712983-0.00825009j 0.00532567+0.00544107j -0.00372833-0.0017132j 0.0224027-0.00629361j -0.00367888+0.00139781j -0.0029281+0.00310403j 0.00713802-0.00015065j 
0.00283531-0.00181781j -0.00364885+0.000538124j 0.0043953-0.0143318j 0.0137713+0.00339628j 0.00935765-0.00616779j -0.0100618-0.000376186j 0.00402336+0.0026272j 0.00166181+0.00224337j 0.00802563+0.00524212j -0.0151423+0.00783188j -0.0053267+0.00111777j -0.00218591+0.0106329j -0.00394659-0.00464567j -0.000158437-0.0171231j 0.00935665+0.000961173j -0.00514847+0.0275142j -0.0178557+0.000217234j -0.000692344+0.0106145j -0.00315452-0.00282949j 0.0113275+0.00509037j -0.0252038+0.00306602j -0.00143168-0.0118524j 0.00322012-0.00315598j 0.00688009+0.0120318j -0.017809-0.0168846j -0.00930179-0.0106461j -0.00359283-0.0117628j 0.000347319+0.00164689j -0.0032946+0.00620223j -0.0112835-0.000963242j 0.000920174+0.0153194j -0.00698478+0.0120798j -0.0023836+0.00756997j 0.00436368+0.0148765j -0.000680001-0.0111851j 0.0090355+0.0146808j 0.0092538+0.0113523j -0.0105533+0.00819456j -0.00462346+0.00132185j 0.00162444+0.00104239j -0.011895+0.0155189j 0.00161973-0.0116745j -0.0108039+0.00160396j -0.00420511+0.000390856j 0.00366496-0.00358744j -0.0188699+0.00166324j -0.00401192+0.0315931j -0.00726641-0.00336975j -0.00668138+0.00215424j -0.00774561+0.00103109j 0.0309395+0.00417674j 0.00356364+0.00237627j -0.0160613-0.0305255j 0.0225694-0.00462346j -0.00298847-0.00104726j 0.0206754+0.00335217j 0.00586171+0.00861665j 0.0259552+0.0299594j 0.00761016-0.0186603j 0.00137093+0.0111502j 0.00653703+0.00486527j 0.00434846-0.00511352j 0.013034+0.00452693j -0.0161902+0.012409j 8.20013e-05+0.00265679j -0.020768+0.00751795j -0.00686848-0.00369007j -0.00166283-0.00258861j -0.000347065-0.00175698j 
0.00282581-0.00314712j -0.00234985+0.00518378j 0.00128742-0.00652123j 0.0196432-0.0150348j -0.00605316+0.00814199j 0.00161264+0.00437238j -0.0231369+0.00313482j -0.00264342-0.00702312j 0.00271888-0.0106006j 0.0153443+0.00622538j 0.00800645+0.0117874j 0.00984526+0.0137319j 0.000353389-0.00785816j 0.000988973+0.0115928j 0.0208143+0.0221758j -0.00932416+0.00636301j -0.0104621-0.00598375j -0.00297548+0.0059785j 0.00521743+0.00494426j -0.00347705+0.0132884j -0.0192519-0.00828399j -0.00294335-0.00642512j 0.00764341+0.0106861j 0.0131241+0.0113954j 0.00675557-0.032869j 0.00625817-0.0205038j -0.00480868-0.0108822j -0.0144905+0.00555102j -0.0017554+0.010481j 0.0190425-0.00618589j -0.0154555+0.0093713j -0.00953994+0.0234068j -0.00325795+0.00277807j -0.0122734+0.026246j 0.0155537-0.000166331j -0.00679777-0.000740352j -0.00739946+0.0186323j 0.00968559+0.0279234j -0.00470332+0.000848687j 0.00267822-0.00446074j -0.0108118+0.00660341j 0.00987046-0.0110406j -0.00820814+0.00885377j -0.00960613+0.00335327j -0.000187983+0.00714913j -0.00635717-0.0109787j -0.0134675+0.0101655j -0.00150727+0.00521669j -0.0141922+0.000670726j -0.00277529-0.00425895j 0.0315835-0.00904784j 0.00967809+0.00956736j -0.0218562+0.00879073j 0.0281539-0.0173996j -0.00861702-0.0161372j 0.0323499-0.0048724j -0.00884653+0.00628408j 0.0299176+0.0124813j 0.0118121-0.01857j 0.0136292+0.0103905j 0.0098942+0.0044666j 0.00077221-0.0166846j 0.00647121+0.00994173j -0.0126423+0.0121886j 0.00296337+0.00187637j -0.0102513+0.00625411j -0.00065694-0.00481811j -0.00687098+0.00494892j 0.00170664+0.00637827j 
0.000498733+0.00812117j -0.00936007-0.00265522j 0.00364578+0.000906853j 0.00329532+0.0136536j -0.0120907+0.00992333j -0.0141796-9.16699e-05j 0.0184149-0.0173572j -0.00755784+0.0163744j -0.00280456+0.0128265j -0.0037002-0.0102317j -0.011381-0.00613322j 0.00905589-0.0345328j -0.00257102-0.000217382j 8.82995e-05-0.00282616j 0.0162253+0.0115614j -0.00543143+0.00754954j -0.0152778-0.00245192j -0.00749936+0.00130622j 0.00884087+0.0098052j -0.00581498+0.0014904j -0.0152133-0.024836j 0.00788525-0.0219404j -0.00693634-0.00286019j 0.00808151+0.00617871j -0.0107686-0.0229324j -0.00559642+0.0215432j -0.0012275-8.0777e-05j 0.00217153-0.0166439j 0.00718168+0.00991404j -0.017527-0.0132882j -0.000223815-0.0145858j -0.00367916+0.0182457j 0.0116405-0.00219033j -0.0152764+0.0167033j 0.00211696-0.00453905j 0.00172193-0.0101392j 0.00512975-0.000946708j 0.0149035+0.0311695j -0.0137034+0.00565282j 0.00231401-0.0047292j -0.0281319+0.0268917j -0.00034045-0.00364432j -0.00739773+0.00728007j -0.00737883+0.0154788j -0.00580004+0.00259923j -0.00837844-0.00847353j -0.0116487+0.0103088j 0.0024173+0.00586969j -0.00982171-0.001842j -0.00706799+0.0105787j 0.031063-0.00915337j 0.0284099-0.0127421j -0.0230786-0.0056277j 0.0189512-0.0193494j -0.00815067-0.0184421j 0.0335072-0.00538285j -0.0110364+0.0113908j 0.0184962-0.00163066j 0.00574985-0.0179903j 0.00944557+0.00576291j 0.014924+0.00457349j 0.00252484-0.0223697j 0.00897715+0.0118816j -0.00855112+0.00864108j 0.00581125+0.00335182j -0.0108952+0.00997449j 0.00338273-0.00331735j -0.00390949+0.0047192j -0.000505493+0.00636865j 
0.00562376-0.011169j 0.00608338+0.00326475j 0.00324932-0.00938584j 0.012789+0.00721353j 0.013804-0.00402857j -0.00501275-0.0105849j 0.00222446-0.00427419j -0.00630248-0.00135962j -0.0150558-0.0183283j 0.00263389+0.0117608j -0.00876304-0.00307852j 0.00740902+0.00214219j 0.0086486+0.0175533j 0.00103613-0.000794749j -0.00255013-0.00731199j 0.00710323+0.0155281j -0.0076093-0.0193559j 0.00485314+0.0171907j 0.010303-0.000881676j 0.0141494-0.00925857j 0.011908-0.0164246j 0.011086-0.0220424j -0.00139517-0.00332845j -0.00392797+0.01073j 0.0165798-0.0125042j -0.000885408-0.00277312j 0.00898849+0.0126752j -0.0190465-0.00254462j -0.02064+0.006649j 0.00494527+0.00395613j 0.0105262-0.0106482j -0.00956721+0.001896j 0.00857781-0.0122916j -0.0026218+0.00724435j 0.0102655-0.00361731j 0.0100831-0.0189221j -0.0112007+0.0257487j 0.0149559+0.0102814j -0.00367839+0.00753275j 0.00636258+0.00485308j 0.0108567-0.00645008j 0.0308538-0.0049424j 0.00352838-0.00875384j -0.0150651-0.00452098j -0.00471461-0.0205406j 0.00703267-0.0076997j 0.00526458-0.0182776j 0.0148433-0.00937248j -0.0126933+0.00836346j 0.00633663-0.0357063j 0.00988728-0.0249573j -0.0284979-0.0239189j 0.0285131+0.0170276j 0.0160325-0.0120942j 0.000498963-0.0167046j 0.0141767-0.00593632j 0.0214507-0.0192483j 0.032904+0.0102686j -0.00696765-0.00836682j 0.00297083-0.00314177j -0.0107632-0.0197158j -0.00883995-0.0199088j -0.0149211-0.0168536j -0.000638391-0.0192231j -0.00402277+0.000541478j 0.0120757-0.000738621j 0.00349615-0.00227571j 0.00228503+0.00432278j -0.00298767-0.00216437j 
-0.00910918+0.00341063j -0.00873193-0.0146996j -0.0155555-0.0194866j 0.00364045+0.00274234j 0.01043-0.0115383j -0.00492791+0.0102312j -0.00111151+0.0118732j -0.00818491+0.000773001j -0.00996633-0.00997395j -0.00391546+0.00285865j -0.00535995+0.0104971j 0.00226852+0.0183094j 0.0128904+0.0133806j 0.00665831-0.00853372j 0.018553+0.00278995j -0.0111646-0.0199097j 0.00319017+0.0189542j -0.0175907-0.0285102j -0.0260849+0.0167949j -0.00222398-0.00624596j -0.00779261+0.0190107j -0.00988387+0.00748791j 0.0104199-0.00133568j -0.000223457-0.00221984j -0.0178259-0.0168035j -0.00941054+0.0205376j -0.00170675+0.000324569j -0.0129048-0.0147932j -0.00423179+0.00067099j 0.00494258+0.00878007j -0.0140743-0.0084047j 0.00446866-0.0048412j -0.00611491+0.00633883j 0.00491682-0.00905524j -0.00595989+0.00255078j -0.0123576+0.000945765j 0.0146841-0.0176337j -0.0311458+0.0176313j -0.00159858+0.005854j -0.00421369-0.00230271j 0.00540755+0.0215095j -0.014544+0.013496j 0.00460845+0.0147209j 0.00883438-0.00374511j 0.00856498+0.0179068j 0.000634136+0.0132531j -0.0145199+0.0127532j -0.00361201+0.0153289j 0.00902041-0.00677214j 0.0051013+0.0374205j -0.00139834+0.0111638j 0.0277458+0.0127348j -0.0501998-0.00416694j -0.00994522+0.0028158j 0.00382176+0.0120736j 0.0077784+0.00256777j -0.0335712+0.0244988j -0.0324553-0.0148624j 0.00685125+0.0119026j 0.000552373-0.00374119j 0.0119545+0.0198153j 0.00577941+0.0111251j 0.0135528+0.0186461j 0.0017272+0.0178494j 0.0095945-0.000644747j -0.0063328+0.0035701j -0.00205679-5.58244e-05j -0.00515787-0.00045669j 0.00624689+0.00786367j 
0.0112529-0.0117466j 0.00851607+0.00469739j -0.00185447-0.00593685j 0.0134306+0.0131476j -0.000549051+0.00205092j 0.00588046-0.0218832j 0.0139582+0.00631226j -0.000744846-0.00441356j -0.00854896-0.00317811j 0.00141707+0.0114954j -0.0064167+0.000949524j 0.0129528-0.00536653j 0.00383467+0.00609967j -0.00151016+0.0114459j -0.00844974+0.0364409j -0.00372446+0.00722115j -0.00163791-0.00399909j 0.0320507-0.0457402j -0.00658321-0.00375226j 0.00965081+0.00173097j -0.00767639+0.0182326j 0.00320668-0.0112558j -0.0195133-0.00126865j -0.0150454-0.0094949j -0.0182282+0.0112605j 0.0102798-0.00492314j -0.0667236-0.0241606j -0.0343752-0.00896998j -0.0103692-0.012483j -0.00781107-0.00640761j -0.0276373+0.00484917j 0.00906965+0.0109971j -0.00315378-0.0110462j -0.00942058-0.00574957j 0.0348558-0.00963256j 0.0238309-0.00132311j 0.0311809+0.0113259j 0.00739056+0.0102676j 0.015526+0.0169052j 0.0196761+0.0258026j -0.00365826-0.0122081j -0.0178624-0.06243j -0.0129691-0.0017009j 0.00881273+0.0100025j 0.016892-0.00967561j 0.0271941+0.00779939j 0.0197706-0.0204902j -0.00232723+0.0126122j -0.0312277+0.00730001j -0.00738313-0.0209254j -0.0162313+0.00592076j -0.00218247-0.0379956j 0.00689748+0.0296137j 0.0158148+0.0278054j -0.0118258-0.0331588j -0.00360352-0.0176543j -0.00899088+0.0105921j -0.00989397+0.00594859j 0.00396628+0.000249442j -0.0327152+0.0297128j -0.0033955+0.00108162j 0.0109358-0.000552379j 0.0349368+0.0359323j -0.00114684+0.0106069j 0.00272979-0.00608041j 0.0100387+0.00266738j -0.0103398+0.0125058j -0.0323887+0.00398174j 0.00155394+0.0209876j 
-0.00217968-0.0122465j 0.0118501-0.00153211j -0.00426705-0.00529417j 0.00180723-0.010242j -0.0026563+0.00255529j 0.000173705+0.00244776j 0.00976652-0.0106843j -0.00558075+0.000298104j -0.00745672+0.00995259j 0.00392295+0.00383976j 0.00344686+0.000510757j 0.000578972-0.000616606j 0.00576746-0.0018917j 0.00613597+0.00380626j -0.000336958-0.000268607j -0.000173376+0.00384523j 0.00352579-0.00147013j -0.0137321+0.00375728j 0.0148937-0.00618207j 0.00264849-0.0110704j -0.0045179+0.0180844j -0.00369727+0.00869915j 0.00585664+0.0072282j 0.00140234+0.00413613j -0.0095002+0.00734424j 6.87326e-05+0.00775671j 0.000299385+0.00392545j -0.0063215+0.00725761j 0.00426326+0.00426915j -0.00432054+0.00654779j 0.00023042-0.0121686j -0.0156713+0.00561256j -0.00597795-0.015289j -0.00835758-0.0103202j 0.0221072-0.00518352j 0.0111061-0.00751013j -0.00479531+0.0163386j -0.000551819-0.0302146j -0.0052014+0.00556677j -0.00375362-0.0147758j 0.00513749+0.000564367j 0.00686645-0.00687208j 0.00811812+0.00320454j -0.0166783+0.00433481j 0.00870849-0.000256073j -0.0163596-0.010471j -0.0111865-0.00147539j -0.00428618+0.00603105j 0.0112298-0.0188029j -0.00015446+0.00180753j 0.0223999+0.00832676j -0.00706151-0.0119354j -0.00855214+0.00840233j -0.0391198+0.00847598j -0.0123678-0.0081013j -0.00105962-0.00671793j 0.00134122-0.0132557j -0.00248174+0.000590179j 0.0229853-0.00487778j 0.0320025+0.00695844j 0.000524987-0.00289095j 0.0229492+0.00161685j -0.0315799+0.0107506j -0.000714598+0.0103525j 0.00645809-0.00197847j 0.00253788-0.00597476j 0.0275292+0.00635033j -0.00130375+0.0266405j 0.00101374+0.00499606j 
0.000709161-0.00479869j 0.00696945-0.00144424j -0.0113887-0.005874j 0.00240562+0.00127522j -0.005238+0.00250435j 0.0116676+0.00575317j 0.00519503+5.34171e-06j 0.000265232+0.00307264j 0.00109557+0.00318063j -0.00248907+0.00142131j -0.00217044-0.00155655j 0.000198196-0.00264745j 0.00601415+0.00699296j 0.00181718-0.00481037j -0.00339065+0.00380998j -0.0182017-0.00415845j 0.00237713-0.000303955j 0.00207927+0.000737516j -0.00396978-0.00190098j -0.00293011+0.00826442j -0.0199042+0.000705437j 0.00319644+0.00997408j 0.0122993+0.00804432j -0.00108148+0.00278201j -0.00310631-0.00472422j -0.00176503+0.00843648j -0.00598733-0.000790236j 0.0059288+0.0043113j -0.00538033+0.000126364j 0.00145056+0.000898479j -0.00175361-0.00150164j -0.00845118-0.00252957j 0.000976399+0.00211528j 0.00365917+0.000931268j -0.00469086-0.00574571j -0.000570457-0.00321948j 0.00525334+0.00420005j 0.00023747+0.00341432j 0.0215892+0.00899549j 0.00637451+0.000149619j 0.00325449+0.00496407j 0.0040696+0.00313116j -0.00250381+0.00488016j -0.00251986-0.00430236j 0.0071069+0.00053424j -0.00602607+0.00310538j 0.00345171+0.0155913j 6.23752e-05-0.00890214j -0.00447346+0.00572152j 0.00473376-0.0101193j -0.00177724-0.000368042j -0.0037703+0.00741637j 0.00656409-0.00829998j -0.0138886-0.00131402j -0.0150788+0.000775241j -0.00362729+0.00128701j 0.00779399+0.0175785j -0.00248051+0.0117228j 0.0058812-0.000889715j 0.0107219+0.000807517j -0.0134217-0.0111174j 0.00846854+0.00302682j 0.00395178+0.0194017j 0.00284046+0.0109327j 0.000461417+0.0143257j -0.00790974+0.00162274j 0.00813005-0.0166095j -0.000749137+0.00110481j 0.00639397+0.0117814j 
-0.00372708-0.00237343j 0.00366024-0.00784187j 0.00171919+0.00373958j -0.00257663+0.0044419j 0.000442584-0.00295122j -0.000545866-0.00805845j -0.0044925-0.000359225j 0.00301024-0.00516492j -0.00141079-0.00354062j -0.00811235-0.00759591j 0.00533687+0.00071998j -0.00457512+0.00768546j -0.00545785-0.00565107j -0.00718623+0.00776574j -0.0114271+0.011517j 0.00345862-0.0150169j -0.00205206-0.0053819j 0.0101769+0.000129356j 0.013798-0.0110451j 0.00146104-0.00199383j -0.0125652+0.00771808j 0.0276472+0.00971666j 0.000576232+0.0119925j 0.00652003+0.000830477j -0.0151581-0.00426655j 0.0132295+0.0167981j -0.0194041-0.0127861j 0.00932903+0.0161364j -0.00521213+0.000861138j 0.00539629+0.000995327j -0.0150519-0.00969052j -0.0102904+0.00468437j -0.00208929+0.00170516j -0.00909062+0.00469966j 0.0106098-0.0222023j 0.00430816-0.00320609j 0.0194119-0.00726626j -0.0107662-0.00433955j 0.000949472+0.0280566j 0.00408443+0.00319689j 0.00406276+0.00899193j 0.00484163-0.00667398j -0.00281206+0.00155138j -0.00566233+0.0152759j 0.015795+0.0227833j -0.0160395+0.00320999j 0.0088059-0.0308507j -0.00858433+0.00136838j -0.0206593-0.00941546j 0.00171957-0.00759347j -0.0106774+0.00230946j -0.00415399+0.00630669j 0.00781764-0.00650438j -0.0137621-0.00836121j -0.004203+0.0166813j -0.010883+0.00318257j -0.00530567+0.00872207j 0.0125491-0.000856373j 0.0202351+0.00375726j 0.000623657+0.020993j -0.00186049-0.00307415j 0.0156524+0.000509997j 0.0303035+0.00695296j -0.00982839-0.00852262j -0.0162227+0.0102869j -0.0031863+0.0039222j -0.00544443+0.055175j 0.00279478+0.020771j 0.0111004-0.02929j 
0.00389364-0.00921779j 0.00617742+0.00409518j -0.00598107-0.0029875j 0.0105089-0.00225083j -0.00480294-0.00358317j 0.00313679-0.0116936j -0.00285926+0.00429033j -0.00595971+0.00389301j 0.00345276-0.00143409j -0.00139247-0.00297122j 0.00211696+0.00224273j -0.00266236-0.00664779j -0.00132138+0.00152541j -0.00325322+0.00470644j -2.89943e-05-0.00950735j -0.00467158-0.00382547j 0.00598241+0.00398017j -0.00330828-0.0187389j 0.0103211+0.0028977j 0.00267007-0.00639137j -0.0119834+0.0170537j 0.00144825+0.0073913j -0.00186513+0.000463265j 0.00689886+0.0118922j -0.001867+0.00420707j -0.0114681-0.00032482j -0.00515483-0.0111571j -0.00490259+0.0123516j -0.00295322-0.00682764j 0.000715519-0.0030068j 0.00262691-0.00588196j -0.00903759-0.00142128j -0.00375831-0.00426085j 8.588e-05-0.0026701j -0.00326333+0.00854269j -0.000382523-0.00208517j -0.016267-0.014561j 0.00428375-0.0167201j 1.72531e-05+0.00921698j 0.02196-0.0149264j -0.0041647+0.00834201j 0.0173488+0.0200327j -0.00256613-0.00791509j -0.00677348+0.00431871j 0.00210689-0.0247174j 0.00572525+0.0195699j -0.00271431+0.00668474j -0.00212082+0.00805999j 0.00981758-0.00284837j -7.34107e-05-0.00554657j -0.00811534+0.0034654j 0.00202566-0.0044443j 0.0139046+0.00206213j 0.0183081+0.0155522j 0.00797135-0.00724965j -0.00496895-0.011336j -0.0119244-0.0128067j 0.00568758-0.0129933j 0.0137293-0.00562083j 0.00834106-0.00530663j -0.00278417-0.00779614j -0.00679586-0.00670675j 0.00565732+0.00472352j -0.00469592+0.0105234j 0.00941712+0.00250969j 0.00125589-0.0171684j 0.00420264-0.0187093j -0.00801806-0.000341814j 0.0059413+0.024127j 
-0.00859546-0.00130751j 0.00708824-0.00318825j 0.0014488+0.00257867j 0.00160608-0.000424937j 0.00392158+0.0126381j 0.000392114+0.0104372j 0.00471296-0.0161662j -0.00206129-0.000409063j -0.00746698+0.00401625j -0.00362688+0.00462283j 0.00279277-0.00918653j 0.00200563-0.00622155j 0.00367278+0.00743441j 0.00751891-0.00434932j 0.00111137+0.00506399j -0.000247152+4.66181e-05j 0.0103909+0.000431871j 0.00190571+0.00530892j -0.00601485-0.0137401j 0.0013949+0.00472459j 0.00866011-0.00391898j 0.00232367+0.00873123j 0.0108159+0.0191254j 0.00558479+0.0010325j 0.00489871+0.00149445j -0.0070356+0.00271271j 0.00698406+0.00325547j -0.00536629+0.00403271j -0.00435383-0.00152799j 0.0059054-0.00160781j 0.00143585-0.0039659j -0.0153734-0.00538997j 0.0130917+0.00144772j 0.0104364-0.00466221j 0.00430131-0.00851246j 0.00200848-0.0019168j -0.00481591+0.00447243j -0.00309578-0.00514509j 0.0284978+0.00428301j -0.0199048+0.00260567j 0.00517203-0.00522746j 0.00623061+0.0289311j -0.0173915-0.00286832j -0.00515455-0.00265555j -0.000625339+0.00187165j 0.00331198+0.00558617j 0.00462939+0.0124967j -0.00778826-0.00411204j 0.0124286+0.00018288j -0.0060268-0.00145407j -0.00466744-0.00807206j -0.00105065+0.00335429j 0.00795471-0.00141967j -0.00375425-0.0109658j -0.0413357+0.0034242j 0.0120807+0.00704707j 0.00431608-0.00427262j 0.0108221+0.0017394j 0.0168664+0.0024964j -0.00323558-0.00483714j -0.00267793+0.00142561j 0.00662358+0.00563829j -0.00741008-1.3244e-05j -8.28648e-05+0.00820292j -0.0232982+0.0114724j 0.00129273-0.00295465j -0.00221717-0.0136153j -0.0021349-0.00304741j 0.00235688+0.00709556j 
