-0.00217718+0.0147145j 0.00553767-0.0536652j -0.016524+0.0105014j 0.0450923-0.0251956j 0.0175899+0.00139013j -0.0144618+0.0131959j -0.048421-0.00416806j -0.00178071+0.00377857j -0.029843-0.010326j 0.00471619+0.00504773j 0.015467+0.017481j 0.0381925+0.0109139j 0.00649784+0.0091057j 0.00735393+0.0254631j 0.00273582-0.00166594j 0.00365513+0.0189212j 0.00406022-0.000377264j 0.00905021+0.01309j -0.0165531-0.0162716j 0.00595274+0.0118365j -0.0132475-0.00886132j -0.0078882-0.0166811j 0.00576654+0.00681999j -0.00452107+0.0256227j 0.0126399+0.00930478j -0.00432196-0.0223662j -0.00961608+0.00970066j 0.00239982+0.00908662j 0.00962043+0.00589202j -0.0128282-0.00849438j 0.00274796+0.0161109j -0.00834489+0.00769978j 0.00411754-0.0123366j 0.00618675+0.00405712j 0.0111844+0.0306291j 0.0136376+0.0137717j -0.0209477+0.0265349j 0.00409198+0.00635508j 0.00292171-0.0142097j 0.00159912-0.0176017j -0.00991165-0.0118474j 0.00138551+0.00928749j -0.00327404+0.0261478j 0.0120138+0.00690111j 0.00411739+0.0349657j -0.0196587+0.0379136j -0.00771919+0.00017821j -0.00841892-0.0122856j -0.00424558+0.00309697j 0.00943209-0.00646378j -0.00332028-0.00773924j 0.00639213-0.00954676j 0.0168473+0.0016862j -0.00537077-0.0302863j 0.0115105-0.0225656j 0.0112999-0.0136634j 0.0126522-0.0219198j 0.00201536+0.00887583j -0.0533944+0.0279674j -0.0230345-0.000551643j 0.0155873+0.0126334j 0.0505151-0.00827761j -0.00667668+0.051509j 0.0228067-0.0344757j 0.0386426-0.0567981j -0.01827+0.0375873j 0.0748411+0.0740067j 0.0512639-0.0285785j -0.0282125-0.0723197j 0.0714616+0.00296276j 0.0167002+0.0551917j -0.0813575-0.0625189j 0.0162538+0.0332612j 0.0150744+0.0565662j 0.109031+0.0798918j -0.110776+0.144113j -0.0389612+0.0394862j 
-0.00863132+0.00133351j 0.00865939+0.0107391j -0.00265952+0.00855251j 0.0184923-0.0316842j 0.0281502-0.0518077j 0.00813152+0.0311805j -0.0022797-0.0230685j -0.0414284-0.011678j -0.0521157+0.0195356j -0.0108613+0.00407945j -0.0442214+0.0478461j -0.0169077+0.0330296j 0.0892092+0.00521068j 0.0250238-0.0446719j 0.00921545-0.00143774j 0.0286416-0.0103415j -0.00623819-0.0463801j 0.0478683-0.0324849j -0.0160771-0.00437j 0.0108391+0.0179743j -0.00994426-0.0136352j -0.00524357+0.0105311j -0.0235859-0.0109329j 0.045967-0.024191j -0.0116189-0.0057889j 0.00381577+0.0162744j 0.0506532+0.0200857j -0.0861189+0.0364598j 0.0201354-0.0193974j -0.0201965-0.0386905j 0.0154068-0.00348775j 0.0205715-0.0198539j -0.0709175+0.0652493j 0.0286811-0.0626195j 0.0371901+0.00880052j -0.0226921+0.0216354j -0.0169849-0.0502426j -0.0507658-0.063157j 0.049103+0.00187842j -0.0234686-0.0934375j -0.00902399+0.0176526j -0.0703158-0.0723588j -0.0419446-0.0277435j -0.0598954+0.0350658j 0.0568844+0.0179469j 0.0267843+0.0659181j -0.0520884+0.0105135j 0.0671066-0.045701j -0.0565908-0.0666801j 0.0891869-0.128986j 0.0634224+0.157265j 0.019053+0.0135971j 0.0496783+0.0205734j -0.00769668-0.104426j 0.00905082+0.0123832j 0.035316-0.00242335j 0.14255-0.116344j 0.143-0.019953j -0.0442273-0.173141j 0.0740479+0.137253j 0.00765827-0.0703118j -0.0902934-0.000314118j 0.00263066-0.0306259j 0.120179+0.0066126j -0.124264+0.0428568j -0.0245952-0.0437955j 0.064247+0.0192776j -0.0250189+0.168419j -0.159618+0.0463885j -0.0376141+0.0738636j 0.0764726-0.018926j 0.0367853-0.0777903j 0.0917408-0.101245j -0.0559285-0.0317222j 0.0978131+0.0231091j -0.0179298+0.0271324j 0.0303809+0.0366582j 
0.0178851+0.0117391j 0.0148058+0.0317501j 0.00875849+0.0351812j 0.0328935+0.00635295j 0.0186065+0.00479106j -0.00416197-0.0394454j 0.0174703+0.0288872j 0.0148766-0.0155191j 0.00458503+0.0222348j 0.00902767-0.00609485j -0.00120779-0.00202943j -0.00499507-0.0223058j 0.00735712+0.048606j 0.0188071-0.0133966j -0.0268924-0.0417731j -0.0499426+0.0541232j 0.00713352+0.0654821j -0.0672267+0.0339682j 0.0863908-0.0118412j 0.0416425-0.0245065j -0.00746373+0.00594338j 0.00543725-0.0090058j -0.0400428+0.035893j -0.014288+0.0635866j -0.0625033+0.0221416j 0.00548148+0.0271274j -0.00381784-0.106831j 0.0853371+0.0318729j -0.0295712-0.0109469j 0.0052634+0.00243979j 0.0521505-0.0330876j -0.00893123+0.00782194j -0.0240757-0.00867296j -0.0251618-0.00804265j 0.0239791-0.0229939j 0.079065+0.00746293j 0.0120074-0.0134879j -0.0112745+0.0379666j 0.0364696+0.013012j 0.0071464-0.0247711j -0.00783545+0.00870951j 0.0201379-0.0584524j 0.0680541-0.000728084j 0.0043478+0.0335126j 0.0472781+0.0267117j -0.00820509+0.0327864j -0.0283323+0.00987696j 0.0798998-0.0649766j -0.0377242-0.0868979j -0.0376366-0.0262491j 0.0451256-0.00244631j -0.0707424-0.0189393j -0.0882817-0.0923909j 0.0776566-0.0426632j -0.0233614+0.0098705j -0.0139973+0.0962293j 0.0803798+0.0896616j 0.1093+0.0243742j -0.0585936-0.0888138j -0.066349+0.120608j 0.04126+0.0343228j -0.122057-0.096626j 0.0904555+0.00143026j 0.0349081-0.0112058j 0.0237038-0.0406143j 0.00873272-0.0112824j 0.0242806+0.00388212j -0.0389133+0.0163639j 0.0203918-0.072843j 0.0616408+0.0734177j -0.0574781-0.120443j -0.0678292+0.161115j 0.0343352+0.0560714j 0.0212207-0.0422398j 0.0364667-0.0677988j -0.0182314-0.005062j 0.000599365+0.0134639j 
0.0336536+0.0475387j -0.00548446+0.0276216j 0.0194846-0.0329091j 0.0311952-0.0253009j 0.00119507-0.012831j -0.0308629-0.00608722j -0.0134573+0.0102954j 0.0192962-5.73069e-05j -0.00844947-0.00761698j 0.0280072+0.00811856j -0.0183051+0.0210809j -0.0205096-0.0427703j -0.0491186+0.0215729j -0.0291327-0.00397903j 0.0285659-0.0265987j 0.0191255-0.0134892j 0.000650312+0.064043j 0.0127251+0.00387862j 0.0397075+0.0403284j -0.0168163+0.00273293j 0.00322674+0.0129775j -0.0110031+0.0363416j -0.0324221+0.000427192j -0.0482333-0.0326241j 0.021662+0.00662115j 0.0877562+0.0083188j -0.00379158+0.0409361j -0.00330319-0.00573454j 0.0937156+0.0358292j 0.0611198-0.0801565j -0.0478204-0.0495308j -0.015394+0.00322886j -0.00483739+0.0344382j -0.0153553+0.0475201j 0.00577956-0.00439978j -0.0579722+0.143596j -0.0728351+0.0470389j 0.0983164+0.0526946j 0.00115154+0.0302848j -0.0151024-0.0360475j 0.0538941-0.0165532j 0.033905+0.00911137j -0.0842776+0.0283453j 0.123022-0.0354226j -0.0323108-0.0385604j 0.103735+0.0387149j 0.0734658+0.0786611j -0.000988098-0.0655826j -0.0314852+0.0436945j 0.10551+0.0190027j 0.0249968-0.00871687j 0.0989919+0.0291479j 0.101025-0.095004j -0.108037-0.0464918j -0.16712+0.138447j -0.0505153+0.0492793j 0.0258814-0.173728j -0.132583-0.00739114j -0.0845741+0.0591248j 0.0768901+0.0330561j -0.0392749-0.0606999j -0.0840499+0.138352j -0.0863425+0.096996j -0.0350465+0.0288188j -0.0580634-0.0646142j 0.0106666+0.054658j -0.146423+0.0363991j -0.0879452-0.119278j 0.061118-0.0371817j 0.120315+0.0494076j -0.110791-0.00169017j -0.0214611-0.00103242j -0.00661517-0.0464148j -0.0113199-0.0331447j 0.021051-0.0424115j 0.0352323-0.0563497j 0.0265427-0.0094553j 
-0.00938593-0.00160319j 0.0256739+0.0161825j -0.0423501+0.00159737j -0.00818235+0.0178268j 0.0247296-0.0363271j -0.00267562+0.0164214j -0.00167357-0.00423514j 0.0511289-0.0482797j -0.00802641-0.00720509j 0.00685534+0.0583466j -0.0390896+0.0303322j -0.0694703+0.00117983j 0.00580047+0.0161863j -0.0284438-0.0158032j -0.00159997+0.023569j 0.0726626-0.0155553j -0.0179034-0.017656j -0.0134615+0.0107395j 0.0216243-0.0559392j 0.021241+0.00783036j -0.0152327-0.0110307j -0.0376873-0.052513j 0.0635637-0.0263324j -0.0327389+0.0176914j 0.0806374-0.0116141j -0.0238688+0.0282928j -0.00284172+0.0245839j 0.039918+0.0327978j -0.0185595-0.0189758j 0.0621878+0.0277608j -0.0473968+0.0590123j -0.0333155-0.0194151j -0.00138434-0.0312235j -0.0520183+0.0447481j 0.0510631-0.00616135j 0.00986442+0.00902722j 0.0449606+0.049473j 0.0349589+0.0796928j 0.0709075+0.00931825j -0.000837378+0.0300636j -0.0773695+0.0236947j 0.091841-0.00962089j 0.101386-0.0174093j 0.0364365+0.0165642j 0.0498155+0.107926j -0.00157663-0.115833j 0.0372149-0.016012j 0.0557399+0.00749318j -0.0981533-0.165397j 0.139549-0.058456j 0.0737577+0.0957897j -0.0387855-0.162739j -0.0338951+0.0559644j 0.0568652+0.02496j 0.0521692+0.052142j -0.060003+0.0912405j -0.0231507+0.0388663j 0.0327589-0.0499777j -0.109621-0.0629084j 0.0266504-0.0355855j 0.0322277+0.00154293j 0.02151+0.107328j 0.165766-0.0825726j -0.0683269-0.0381528j -0.0866666-0.0566628j -0.0823431+0.0900463j -0.0549297+0.0345916j 0.0642105+0.0434771j -0.0962228+0.0989324j 0.059445+0.10721j 0.0984302-0.0139507j -0.0882671-0.00961169j 0.0605432-0.105412j 0.022067+0.0676151j 0.0332159+0.0312753j 0.0075007-0.0281381j -0.0207654+0.0707281j 
-0.000591695-0.00215696j 0.0291817+0.0290543j -0.0154798-0.0272937j -0.00698286+0.0132131j 0.0247088+0.0174648j 0.0487955+0.0320244j 0.0296891+0.0240883j -0.0279237+0.0151405j -0.0273941-0.00157357j 0.0251142-0.0496585j 0.0548229+0.0630397j 0.0152697-0.0331359j 0.000257234-0.0251725j 0.0144281+0.0212993j 0.00444686+0.112461j 0.0171438-0.00232078j 0.000928633-0.0874897j -0.0139816-0.0119653j -0.056894+0.0630783j -0.0966422+0.0216176j 0.0473986+0.00330579j -0.0246325+0.00132902j -0.0296562-0.0162771j -0.00338511-0.0311726j 0.00149779+0.0312993j -0.00615796+0.0286081j -0.0229978+0.0300203j 0.0314146+0.0641767j -0.00395622-0.0194804j 0.00251015-0.0334922j 0.0319072+0.0515877j 0.110822-0.0278286j 0.0365637+0.0593177j 0.0109214+0.0249158j -0.0581165+0.0563326j 0.0343638-0.0964434j -0.0303787-0.0221523j 0.0406486+0.0911743j -0.0273233+0.00708942j 0.0263794+0.00810119j -0.0255293+0.060237j -0.00894232+0.0135886j -0.0179629-0.0391364j -0.105354+0.0480361j -0.00348792+0.0236444j 0.0440622+0.0322438j -0.0229851+0.121334j 0.0218823-0.00216491j 0.0471558+0.0277281j 0.0837528-0.0250481j 0.0845121-0.0826221j -0.0244137-0.0590061j 0.0172341-0.0329746j -0.0309713+0.0876331j 0.0113173+0.00104464j -0.0223469-0.013565j -0.170867+0.120499j 0.0533066-0.0116931j -0.0730539-0.0112789j -0.113024+0.0246356j -0.00325769-0.00831679j 0.114769+0.0677501j -0.00321539+0.030802j 0.0814399+0.119053j -0.0144417-0.040824j -0.0517028-0.100522j 0.113275+0.00845735j 0.0360358+0.221181j -0.0656593+0.121663j -0.0179445-0.0722978j -0.0138021+0.0715371j -0.0318891-0.0152989j -0.0206687+0.00339054j -0.013622-0.0139274j -0.00590978-0.0277429j -0.00150284-0.0215032j 0.000286926+0.0225652j 
-0.0311845-0.0307628j 0.0217441+0.00297098j 0.00137478-0.0117158j -0.0340814-0.000786946j -0.00389831-0.0193774j 0.0104664+0.0294623j 0.0278821-0.0467071j -0.0223074+0.0217307j -0.0225986+0.00266003j -0.0229819+0.0272552j 0.0211855-0.0120741j -0.0312597+0.00298375j 0.0460967+0.0305888j 0.0281533-0.0225636j -0.00020004+0.00297156j 0.0412261+0.0089931j -0.0241304+0.0109697j 0.027312-0.0219052j -0.0506888-0.0336101j 0.031856+0.0378591j 0.0128256-0.00347531j -0.0393685-0.00895473j 0.0468705-0.0100152j 0.00905664+0.072964j 0.0400846+0.000895724j -0.101188+0.0660242j 0.00211291-0.0401749j -0.0617699+0.00867676j 0.0471017-0.00576651j -0.0197693+0.0579794j 0.0410867+0.0463393j 0.0725523+0.0486176j -0.0340879-0.0899228j 0.0773566-0.0699286j 0.0170431-0.0267053j -0.139131+0.0190757j 0.0124673+0.0769867j -0.0447014-0.0376301j 0.120484+0.0110519j -0.0615554+0.0283013j -0.00460605+0.0577165j 0.0553601-0.00952951j -0.00186745-0.091183j 0.00365028-0.0245864j -0.0615775-0.0660947j -0.0514623+0.0350483j 0.106426+0.0425369j -0.0246843-0.0636628j 0.0333439+0.0279042j -0.0834091+0.066764j 0.00233427-0.0827496j 0.0223414+0.0969987j 0.148315+0.0790036j -0.00940335-0.0923882j -0.0456282-0.0995521j 0.154849-0.0356425j -0.0247206-0.0366174j 0.00397801-0.02836j 0.14475+0.0356682j 0.0485858-0.225005j -0.114397+0.0261472j -0.0535672+0.0821393j 0.0639878+0.00416724j 0.0138966-0.117227j -0.0170511+0.0103012j 0.0567796+0.0662311j 0.0637077+0.0180035j 0.04927-0.0708801j -0.0674659-0.0732988j -0.0648621+0.0466574j 0.0858917+0.00369356j 0.0643793-0.129127j -0.00576557-0.0151642j -0.0364692+0.0536089j -0.00397139+0.030957j -0.00714419+0.0186319j -0.0136244+0.005006j 
0.00604529-0.00979354j 0.000676125-0.0136794j 0.00788382-0.0112056j -0.0154646-0.00516218j 0.00512071+0.0171676j 0.0168134+0.0115981j 0.00576213-0.0171358j -0.00707436+0.024623j -0.00121835-0.0426182j -0.00916163+0.0151652j -0.00776889-0.00168299j 0.00697809-0.0319908j 0.0133936-0.00786636j -0.0238921+0.0268811j 0.0247289-0.00136995j -0.0387564-0.015272j -0.00878692+0.0502224j 0.0436652+0.0472517j 0.000203257+0.0273086j -0.0213929-0.0375436j -0.0519455+0.0237864j -0.0603511+0.0362618j 0.0283275-0.00684495j -0.0210537-0.0673395j 0.0320317-0.0296876j 0.00693133+0.00366152j -0.0631731+0.0396386j -0.0429539-0.0716594j 0.0336948+0.0519341j -0.0396456-0.0586848j 0.0672526+0.0550893j -0.0229634+0.0252555j -0.0692748+0.0987848j 0.0413545-0.0734765j -0.0993363+0.00967785j 0.00260009-0.0218536j -0.0375084-0.0690424j -0.00852002-0.0261433j -0.000490581+0.0390495j -0.0336557-0.0862159j -0.161863-0.0900894j 0.001284+0.070992j 0.0267307+0.0972959j 0.0640457+0.00466047j -0.0193789-0.0369598j -0.0133723+0.057794j 0.0344349+0.060767j 0.0176774+0.0876057j 0.0499315-0.00133256j -0.00879451+0.102752j -0.0307924-0.0283076j -0.157173+0.0668874j -0.0768557-0.0564849j 0.078768+0.0733246j 0.0320749-0.156126j 0.0899118+0.0215241j 0.0263878+0.0784337j 0.0176866-0.177443j 0.0510379+0.0855086j 0.030845+0.0372017j -0.00998846-0.0162804j -0.0138057-0.0237191j -0.0781835-0.0105882j 0.0622552+0.0280422j 0.0537196+0.038472j -0.000639347-0.0400953j -0.0569508+0.0394283j -0.00376345-0.016327j 0.00214669-0.0804967j -0.0285981-0.0108321j 0.0676472-0.0219267j 0.00222258-0.0143104j -0.0113694-0.00209631j -0.0178092+0.0247724j -0.0206662+0.0109463j -0.0118288-0.00762684j 0.0330668-0.0188902j 
0.00758493-0.00263702j 0.00884019-0.00435469j -0.0157413+0.0243971j 0.0188454+0.0200082j 0.0153995+0.0573006j -0.00810904-0.00111295j 0.00609819+0.017345j 0.0189134+0.0156691j -0.00120808+0.019742j 0.0284272-0.0162792j 0.0262129-0.0556028j 0.0516582-0.0211022j -0.0503797-0.0418267j 0.00775634+0.0260289j 0.0269645-0.0309827j 0.00113419-0.0800573j 0.0338904+0.0293806j -0.0120415+0.053208j -0.0144007+0.0961895j -0.0839346-0.0239364j -0.00175159+0.0201435j -0.00290931+0.0374777j -0.0961067+0.0272695j -0.0229458-0.0226299j 0.0804309+0.001875j -0.00968183+0.0227787j 0.00472814-0.0292404j -0.00841086-0.0129324j -0.0238189+0.000519861j -0.0634201-0.0351252j -0.0506017-0.0130731j 0.0945683+0.0580417j 0.00737775+0.0610183j 0.0289575-0.116844j -0.0109087-0.0421368j -0.0340125+0.015211j 0.0133705+0.0235786j -0.0154346+0.0220839j 0.0440728-0.028583j -0.0529568+0.033727j -0.033419+0.0311567j -0.0142811-0.0231371j 0.00967541-0.0699246j -0.0613509+0.00826686j 0.0109326+0.0557741j -0.0378765-0.00103067j -0.0393418-0.0224689j 0.0571342+0.00472206j -0.0809901-0.0025502j -0.0114943+0.0268445j 0.0459664+0.0266073j 0.103544+0.119615j 0.00226647-0.00545524j -0.0413767-0.0408547j -0.00817632-0.00161202j 0.0914533-0.101756j 0.042331-0.122024j -0.0243796+0.10015j 0.0167306-0.0792567j -0.0245205+0.0189026j -0.00891803-0.00354218j 0.00541666-0.0724889j 0.0190476+0.0281607j 0.0615278-0.0621885j 0.0627964+0.0176862j -0.139751+0.0117492j 0.101618-0.0670237j 0.0528094+0.00567003j -0.07693+0.0516212j -0.0110502-0.0746446j -0.0754872+0.0169228j 0.0164051+0.0626587j -0.00693728+0.028666j 0.0102249-0.0346327j -0.0284405-0.0149968j -0.0155597+0.0237129j -0.0131639+0.0130491j 
-0.0136625-0.012104j 0.00802903-0.0010972j 0.00210965+0.0362579j 0.0127123-0.00943303j -0.00525001+0.00517345j -0.0376741-0.00980538j 0.0166455-0.0116814j 0.0150034-0.00343156j 0.00230146+0.0223608j -0.00659408+0.00921764j 0.00456848-0.0427682j 0.0177987+0.0289145j -0.0259589+0.0202388j 0.0449395-0.0134851j -0.00452993-0.0493211j 0.00801775+0.00338141j -0.0152344+0.0108845j -0.0122965-0.0223132j 0.0475143-0.030041j 0.0158402-0.0610619j 0.0163157+0.0124251j 0.0190918-0.0249826j -0.0469148-0.00898279j -0.009218+0.0152565j 0.0338638+0.0309378j -0.0597723+0.0670863j -0.00569637-0.0195719j -0.00291795+0.0353121j 0.0680081-0.0365193j -0.0457989+0.0121402j -0.024674+0.00895613j 0.021037+0.026444j -0.00208922-0.0118941j -0.00819221+0.0627382j -0.0492444+0.0707355j -0.00958854-0.0526486j 0.0163451+0.0368134j -0.0561677-0.0713232j 0.0605323-0.0241114j 0.0940131-0.0284324j -0.180948+0.101384j -0.0109234-0.0333708j 0.0285615-0.0798226j 0.0397801+0.0931486j -0.0855754-0.0864781j -0.0363718-0.00270792j 0.0486835+0.0598048j -0.165898-0.0583263j -0.113488+0.141913j 0.113903+0.105716j -0.090134-0.0533168j -0.0922532-0.112323j 0.0226638+0.0915057j -0.0225926+0.0306957j -0.0161704-0.11647j -0.0387962+0.056219j -0.0956018+0.026001j 0.0332935+0.03125j 0.030137-0.00438294j 0.018368-0.129996j -0.0106507+0.0298436j -0.0495512+0.0796745j 0.062016-0.0741634j -0.0147515+0.0635193j 0.0818408+0.0169833j 0.00574531+0.0052465j 0.0561748-0.0535312j 0.0112711-0.0371112j -0.0491532-0.00669161j -0.0178148-0.00544769j -0.01158-0.0177004j 0.0656387-0.0491509j -0.00149073-0.022309j -0.0191134+0.000944196j -0.0020896+0.0119511j -0.00526471+0.0436055j -0.0272745+0.00270792j 
-0.0130734-0.0310821j 0.0132194+0.00122769j 0.0105513-0.005738j 0.00330305-0.0217563j 0.0188556-0.0476739j -0.0100215-0.010934j -0.050822+0.021556j 0.0294796-0.0268762j -0.0343435-0.0577078j 0.0165508-0.0377573j -0.0706383+0.0316941j -0.0242133-0.00286956j 0.0361067+0.0262105j 0.0213074+0.0222637j -0.0617655-0.0564761j 0.00085348+0.0418796j 0.0393946+0.037548j -0.00776489+0.00215503j 0.0163198-0.0178218j -0.0254638+0.00735689j -0.0031027-0.00603759j -0.0960293-0.0474046j 0.0723896+0.0138362j 0.0212069-0.0102798j -0.0836631+0.0276847j 0.0368195+0.0490409j -0.0587945+0.0914469j 0.0928333+0.0161569j 0.0178598+0.0294959j -0.0303868-0.0173846j 0.0518779-0.043451j 0.0685633+0.0182223j -0.0353946-0.0121945j 0.100471+0.0241029j 0.0476815+0.0349027j -0.0593858+0.0209004j 0.098793-0.0528192j 0.0833115-0.0387544j 0.0518797-0.059739j 0.0683323+0.0623312j 0.045707+0.000475802j -0.016729+0.0329642j -0.0502403+0.066781j -0.20355+0.130393j -0.0517536+0.0301811j 0.00970961+0.0611242j -0.00625966-0.0272205j -0.0741592+0.0930527j 0.0136826+0.0905555j -0.0416635-0.138552j 0.0018091+0.0491025j 0.0697476+0.0208326j -0.114967+0.0624407j 0.0224475+0.0514479j 0.178398+0.0119795j 0.0880147-0.146029j 0.0181803-0.0670148j 0.219555+0.00755392j -0.00460599+0.0133616j 0.021086-0.0307516j -0.0702241+0.030291j -0.106627-0.0554007j -0.031843+0.00159j 0.058053-0.0913536j 0.134068+0.0709815j 0.066442-0.0406904j -0.00805315-0.040543j -0.0640184-0.0320912j -0.0354103-0.0344564j 0.011957-0.0341196j 0.038793-0.0361581j -0.0955246+0.0125941j -0.0225697+0.0331549j 0.011936+0.00638186j 0.0382265-0.0351878j -0.0485666+0.0344732j -0.00764124+0.0290553j 
-0.0110567-0.0180148j -0.00772772+0.00145252j 0.0065018-0.00985332j 0.00243249+0.00611085j 0.00513508-0.0442841j -0.0152743-0.0566693j 0.00924227+0.00790319j 0.00180355+0.011781j -0.0219441+0.00617348j -0.00856298+0.0163493j -0.0169731+0.0202774j -0.0323141+0.00381309j -0.00672121-0.0140979j 0.00978024-0.0213609j -0.0202106+0.0466812j -0.0207094-0.021624j 0.0105052-0.0232198j 0.00594304+0.0598027j 0.0494532-0.064269j 0.0534626-0.0204562j -0.0183047-0.0212952j 0.0601879+0.0337822j -0.00325198+0.0828958j 0.0196547-0.0121718j 0.0282368+0.00485491j 0.0146088-0.0798398j 0.0118151-0.0524675j -0.0585039+0.0306862j 0.0145375-0.0276814j -0.0680709+0.000625284j 0.0390141+0.109233j 0.0265738-0.104151j 0.0196503-0.158988j 0.0207771-0.0486271j 0.0594962-0.0229656j 0.0675554-0.0577178j 0.0689391+0.0379135j -0.0139764+0.054334j -0.0660912-0.00571178j -0.0348212+0.013758j 0.0701251+0.00474485j -0.0620471-0.0758173j -0.0598227+0.00723947j 0.0768224-0.0247216j -0.0167646-0.261364j 0.0345453+0.185481j 0.0948411+0.103296j -0.00605062-0.101685j 0.0274231-0.0679685j -0.0488188+0.0600472j -0.0322032-0.0970155j -0.00551055-0.0400294j 0.112106-0.0568099j 0.00162911-0.00538857j -0.0576855+0.0657461j 0.0268256+0.0289042j -0.0332818+0.0691071j 0.0536297-0.0335218j -0.0270477+0.0295901j -0.0408289+0.0183137j -0.00559404+0.0604788j 0.0136034+0.045207j 0.059134+0.0130686j -0.0288258+0.0704429j -0.0187219-0.0709132j 0.0714361-0.00453207j 0.0192135+0.0487879j -0.00860971-0.0518861j 0.0218039-0.0399845j -0.0033069+0.0561346j -0.0289092-0.0658974j 0.0198346+0.000875731j 0.00813316+0.00813953j 0.0132643-0.000626631j 0.0195862-0.0179488j -0.00753561+0.00123058j -0.0224234+0.00707216j 
0.0206912+0.000596003j -0.00051276+0.0348288j 0.00550559+0.00658886j -0.00832944+0.0118407j -0.0295102+0.0164168j -0.018464+0.00140904j 0.00673506-0.0013139j 0.0027265-0.0314304j -0.00619774+0.0103467j 0.0039628+0.0467901j 0.0204362-0.0253962j -0.00542619+0.0298462j -0.0363538-0.074581j -0.0301825-0.0181509j -0.000518381-0.0525983j 0.0286365-0.0444944j -0.0207681-0.0228453j 0.068649-0.0105316j -0.0542356+0.0446888j 0.0163884-0.00623731j -0.00347571+0.0323205j 0.068512+0.0606525j -0.0856063+0.0322208j -0.0576178-0.0684j 0.0671538-0.00584538j 0.0298102+0.00463756j 0.0178132+0.105089j -0.044582-0.0211747j -0.0419844+0.047911j -0.0539536-0.029543j -0.0537838+0.0562344j 0.083788-0.0472859j 0.0510688-0.0385426j 0.024236-0.0928385j -0.0221924-0.0545817j 0.000182801+0.023054j -0.0133147+0.047477j 0.0397729-0.0548754j 0.0366054-0.0089623j -0.0257773+0.0205514j -0.151982+0.0120274j -0.0434152-0.0434227j 0.0155689-0.0187753j -0.0427275-0.0629518j 0.086463-0.040388j 0.037011-0.00395142j 0.0893842-0.146471j 0.0785161+0.0854741j -0.0663007+0.0224906j -0.0112888+0.0476477j -0.0320967+0.0687953j 0.0349999-0.0409583j -0.103799-0.0242706j -0.0352402+0.111244j 0.0518445+0.0568719j -0.0513211-0.13146j 0.0190989-0.0939361j 0.016484-0.00501791j 0.0095689-0.0876022j -0.0394223+0.0298061j 0.0214508+0.0734018j 0.0438676+0.00570305j 0.015149-0.0402796j -0.0649107-0.0548728j 0.0787525+0.029801j -0.129636+0.0904594j -0.083965-0.0378754j 0.111087-0.0538016j -0.0162036+0.0767649j -0.00245922-0.0406017j 0.00111945+0.0419533j 0.0468371+0.0220801j -0.0231427-0.0204375j -0.0143191-0.0197644j -0.0419583+0.0162563j 0.0174517-0.0300216j -0.0120533-0.00402045j 
0.0121975+0.0193519j 0.0380147+0.0202767j 0.021526-0.0442715j -0.00410443-0.0274824j 0.00765375-0.0269991j -0.0154084+0.0436034j 0.00306958-0.0214086j -0.0103735+0.0168853j -0.00207505+0.00884107j -0.00921383-0.000969708j -0.0737867-0.00743784j -0.0278324-0.0345062j 0.00347858+0.0244784j -0.0251558-0.0133263j -0.013975-0.0451886j -0.00241794-0.00439097j 0.0210145+0.0633604j -0.0538686-0.0522358j 0.00537564+0.0182269j 0.0592728+0.00922733j -0.00646894-0.0483032j -0.00545085+0.0203405j -0.0534839+0.0391482j -0.0347516+0.00428458j -0.0114579+0.106626j 0.0691712+0.0625324j -0.00446732+0.0589508j 0.000798371+0.0423463j -0.00522509-0.0703704j -0.00487529+0.0432065j 0.0170772+0.0437189j 0.0324769-0.0126284j 0.0505113+0.0121575j -0.0493177+0.00528495j 0.0146478+0.0210017j 0.00943834+0.0754812j -0.0500429-0.0207017j 0.00456755-0.0307381j 0.0222636-0.0417182j -0.0193773-0.0341296j -0.110647+0.00711982j -0.0106963-0.0190254j 0.139708+0.106161j -0.0799324-0.0114737j 0.0123837-0.036304j 0.0139922-0.00788507j 0.125538-0.124613j -0.111662+0.0508675j -0.0583892-0.0671079j 0.0503662-0.00444984j 0.0278021+0.0232381j -0.0273024+0.00907157j -0.239685-0.0264178j 0.0411105+0.0347208j 0.0154572+0.00671529j 0.0195164-0.0499468j 0.0446434-0.0288494j 0.0202767-0.0766911j 0.0303953+0.0055478j 0.0557936+0.0189146j -0.0126677+0.0533547j -0.040732-0.0232613j 0.00258529-0.0161804j -0.0577424-0.108493j 0.123965+0.052672j 0.00472314-0.00508737j -0.0217949-0.00219175j 0.0100403-0.0148996j -0.0066282-0.0363567j 0.0184851+0.0172987j 0.0324283-0.0158315j -0.033302-0.0516253j 0.00605356-0.0129021j -0.016982+0.0302143j 0.00693329-0.0556167j 0.0479273-0.0204546j 0.0114476+0.0212613j 
