-0.00217718+0.0147145j 0.00553767-0.0536652j -0.016524+0.0105014j 0.0450923-0.0251956j 0.0175899+0.00139013j -0.0144618+0.0131959j -0.048421-0.00416806j -0.00178071+0.00377857j -0.029843-0.010326j 0.00471619+0.00504773j 0.015467+0.017481j 0.0381925+0.0109139j 0.00649784+0.0091057j 0.00735393+0.0254631j 0.00273582-0.00166594j 0.00365513+0.0189212j 0.00406022-0.000377264j 0.00905021+0.01309j -0.0165531-0.0162716j 0.00595274+0.0118365j -0.0132475-0.00886132j -0.0078882-0.0166811j 0.00576654+0.00681999j -0.00452107+0.0256227j 0.0126399+0.00930478j -0.00432196-0.0223662j -0.00961608+0.00970066j 0.00239982+0.00908662j 0.00962043+0.00589202j -0.0128282-0.00849438j 0.00274796+0.0161109j -0.00834489+0.00769978j 0.00411754-0.0123366j 0.00618675+0.00405712j 0.0111844+0.0306291j 0.0136376+0.0137717j -0.0209477+0.0265349j 0.00409198+0.00635508j 0.00292171-0.0142097j 0.00159912-0.0176017j -0.00991165-0.0118474j 0.00138551+0.00928749j -0.00327404+0.0261478j 0.0120138+0.00690111j 0.00411739+0.0349657j -0.0196587+0.0379136j -0.00771919+0.00017821j -0.00841892-0.0122856j -0.00424558+0.00309697j 0.00943209-0.00646378j -0.00332028-0.00773924j 0.00639213-0.00954676j 0.0168473+0.0016862j -0.00537077-0.0302863j 0.0115105-0.0225656j 0.0112999-0.0136634j 0.0126522-0.0219198j 0.00201536+0.00887583j -0.0533944+0.0279674j -0.0230345-0.000551643j 0.0155873+0.0126334j 0.0505151-0.00827761j -0.00667668+0.051509j 0.0228067-0.0344757j 0.0386426-0.0567981j -0.01827+0.0375873j 0.0748411+0.0740067j 0.0512639-0.0285785j -0.0282125-0.0723197j 0.0714616+0.00296276j 0.0167002+0.0551917j -0.0813575-0.0625189j 0.0162538+0.0332612j 0.0150744+0.0565662j 0.109031+0.0798918j -0.110776+0.144113j -0.0389612+0.0394862j 
0.0395303-0.0455507j -0.0708155-0.0769197j 0.0162127-0.0757355j -0.102175-0.0567712j -0.0160532-0.0297669j -0.0640411-0.0549471j -0.0449658+0.0360242j 0.0233136-0.0111241j 0.00155127+0.0241191j 0.0281571-0.0570948j 0.0497139+0.0220363j 0.0953084+0.0315799j -0.00484012-0.0740216j -0.116294+0.0186154j -0.0443581+0.0349503j 0.00562688+0.113492j -0.0381918+0.00669791j 0.0569034-0.0263442j 0.00815615-0.0299496j 0.109691+0.10217j 0.0124043-0.0467473j 0.05791-0.0215115j -0.0244169+0.0500875j 0.0542804+0.00394004j 0.0225718+0.039182j -0.0328845+0.0198964j 0.0677715+0.0349545j -0.0489343-0.0255988j -0.0289572+0.00120748j -0.0215108+0.00701828j 0.0347818+0.0243355j 0.0087718+0.0128758j -0.00845562-0.0549299j -0.0249558+0.0170238j -0.0447028-0.018606j -0.0229226-0.0271288j 0.0152067-0.0121474j 0.0213233-0.0538737j -0.00110165-0.0268095j -0.00676243-0.00382723j 0.0566841-0.020089j -0.00531794-0.0117142j -0.00448443-0.0383595j -0.033938-0.0454635j -0.0155789-0.0185634j -0.00305033-0.0102022j 0.016801-0.0142747j -0.0207094+0.0027378j 0.0232151-0.0115181j -0.013135+0.00387212j -0.0102221+0.0107853j -0.0121764-0.00106544j -0.00262535+0.00850853j 0.0330453-0.0164848j 0.0229834-0.00497516j 0.0372737-0.022439j -0.0114792+0.0429246j 0.0394965-0.00418561j 0.0487404+0.010018j 0.0113318-0.0229481j 0.00207977-0.0163862j 0.0137266+0.0209141j 0.00283648-0.0499513j -0.0536648-0.00295521j 0.0298387+0.0121559j -0.00576229-0.0170658j -0.0312139-0.0211086j 0.00404856-0.0136154j -0.00850082-0.0220963j -0.0214733+0.000880133j 0.0129698-0.00761487j -0.0137718-0.029304j -0.0195482-0.0231032j -0.0139696-0.00689428j 0.00173383+0.00247515j 0.00908712+0.00368117j 0.0101819-0.0180597j 
-0.0941229+0.0281603j 0.0902816+0.148838j 0.00573227+0.0645861j 0.109759+0.0707072j 0.013549+0.0292477j 0.0472289+0.0234015j 0.0576992+0.0249263j -0.0324119-0.059083j -0.0311384-0.0931446j -0.0297832+0.0857108j -0.00549926+0.00429987j -0.102349-0.00850911j -0.0322891+0.0912608j 0.0918148-0.0711778j 0.0764033-0.0466789j 0.0256444-0.0729353j 0.00466447-0.0320029j -0.0580854+0.00957617j -0.0104082-0.0149755j -0.0230343-0.053042j -0.0258427+0.0416898j -0.0149346+0.0486661j 0.0280871-0.0977781j -0.0556906+0.0205935j -0.0109574-0.0576467j 0.057484-0.00481152j -0.0642365+0.0054932j -0.0141376+0.0372701j -0.0182955-0.07301j -0.050767-0.00920137j 0.000155801-0.0202633j -0.0185443-0.0621759j -0.0536804+0.00341856j -0.0409391+0.014935j 0.0357178+0.0213907j 0.037829+0.0169722j 0.0260808-0.0109706j -0.0213161+0.0318874j 0.0298532-0.0236129j -0.000259483+0.0208842j -0.0338556+0.0433886j 0.0234836-0.00251879j -0.00568308+0.0501817j -0.0190286+0.0319104j 0.00852051+0.00942882j 0.0124921+9.99767e-05j 0.0200295-0.0103801j 0.0055071-0.0106705j -0.0152399+0.0240977j 0.0058435-0.00526427j -0.00183803-0.0126406j 0.0276405-0.0313666j -0.0125146+0.0233768j 0.00627006+0.0173528j 0.0220597+0.04176j -0.0595592+0.0182149j 0.0319556-0.00342391j -0.025745+0.00622512j -0.0518915-0.0293292j -0.0188485+0.0139699j -0.0188421-0.00431719j -0.0135897+0.0156456j 0.0310123+0.0182996j 0.0619333+0.0143455j -0.0308526+0.00402986j 0.0296716-0.0136161j 0.00931542+0.0363285j -0.00585276+0.00304845j 0.0451221+0.0220747j 0.0171129+0.00366522j -0.00186538-0.0100055j 0.0276416+0.0465076j 0.0277527+0.0416234j 0.0125217+0.0134969j -0.0202594-0.0167389j -0.0115693-0.0172908j -0.0307809+0.0214878j 
-0.0235106-0.0692279j -0.0801793-0.0548192j 0.0347871+0.00589998j -0.0657978-0.0920898j 0.00373973+0.0555017j -0.0803031-0.0580829j 0.00659154+0.0985995j -0.0137582-0.0852976j 0.0204097+0.0439333j 0.138693+0.0462166j 0.0583297-0.0260772j 0.133806+0.0288474j 0.0395738-0.067288j -0.18488-0.0139722j -0.00385599+0.0602347j -0.052618-0.0209889j -0.123258-0.0337537j -0.0229621+0.0566585j -0.0629425-0.0431216j 0.00351898+0.0568584j 0.000711842-0.0515452j 0.0279372+0.0166859j -0.136767+0.0180506j 0.00154625-0.116521j -0.0559833+0.00922159j -0.0212765+0.0800485j -0.0394185+0.081101j -0.0341933+0.0346614j 0.0180375+0.00797108j -0.0332898-0.0073j -0.0141534+0.0332273j 0.0247346+0.037414j 0.0709959-0.0190289j -0.0273379+0.0286725j -0.0879006+0.0223824j -0.0156448-0.0242295j -0.0294652-0.0471934j 0.00789886-0.0328678j -0.0370891+0.0190851j 0.00851364+0.00266943j -0.0486827-0.0293983j -0.0120266+0.0339522j -0.0172674-0.00532701j -0.0176196-0.0245607j -0.0798242-0.00549544j -0.0100086+0.000352245j 0.0188128+0.0522229j 0.0197306+0.0047005j 0.0133782+0.00202284j 0.00435885+0.0500951j -0.0067391+0.0296647j 0.0202355+0.0199504j 0.00819908+0.0049705j 0.00578246-0.0250058j -0.000563483+0.012701j 0.0132453-0.0348313j -0.0101791+0.0306495j -0.0127868+0.0199139j 0.0250192+0.00927668j -0.00970165-0.0196157j -0.00430378+0.00478902j 0.050215+0.0181666j 0.0192096-0.0093969j 0.0144916+0.0169435j 0.0118906-0.0470932j -0.0527505-0.000140883j -0.00333114-0.0336349j 0.0207693+0.0275413j -0.0200478+0.022806j 0.00166638-0.0156196j 0.000494547+0.00347332j -0.0297189-0.00161507j -0.0151127-0.0246728j 0.000379464-0.00140146j 0.025799+0.0515166j -0.0255756+0.0561986j 0.0168888-0.0249336j 
-0.0452749-0.0621552j 0.0146875+0.0335853j 0.0233965-0.0186716j -0.0390858+0.0902881j -0.041678-0.0922925j 0.0871492+0.0159944j -0.0996704-0.0634376j -0.0556747+0.0664991j -0.0125878+0.072091j -0.00446416+0.0350393j -0.0732278-0.0320907j -0.0443922-0.0309552j -0.00193114+0.117641j -0.0285654-0.000292251j 0.0544229-0.0253252j 0.0270593-0.0219613j 0.078905-0.0134542j -0.00694885+0.00412539j -0.00512086-0.0768998j 0.0403647+0.0307537j 0.0278806-0.0546224j -0.0358355+0.000788797j 0.0679534-0.0422971j 0.00474238+0.0537452j -0.0206403-0.00537154j -0.0165693+0.00933555j -0.00422599-0.0434816j -0.0189441+0.00727789j 0.00906174+0.0602732j 0.0554627+0.0294842j 0.0224315+0.0180313j 0.0648777-0.0175489j 0.0160854-0.0204512j -0.00760093-0.0223369j 0.0346963+0.000427099j 0.00278905-0.0177067j -0.0100316-0.00532986j -0.0151044-0.0134564j 0.0337981+0.00675288j 0.049427-0.00436364j 0.031906-0.0401659j -0.0138478-0.0316111j -0.0408868+0.0166777j -0.0104369-0.0220008j 0.0128501+0.0257755j 0.0295791+0.0307653j 0.0273468-0.0100106j 0.00572507-0.0439487j -0.0157558-0.0174938j 0.00123432-0.0114115j 0.0297265+0.0282492j -0.0197564+0.00775676j -0.0136306+0.0395728j 0.0387488-0.00599303j 0.05148-0.0157897j 0.0353155-0.0121516j 0.00725198+0.0142373j -0.0194711-0.0346279j 0.00254549+0.00375092j 0.0154826-0.0309116j 0.0375517-0.00079476j -0.00421842+0.00640717j -0.0299219-0.0299937j -0.0261027-0.0126074j 0.016905+0.0295009j 0.0239826+0.0172848j 0.00401492+0.0040472j 0.0175057-0.0015515j -0.0208093+0.0111086j -0.0345613+0.0215762j 0.0253017+0.0295675j 0.0167531-0.0585987j -0.0222914-0.0234484j -0.0207809-0.00255753j -0.00480055-0.00587861j -0.00680772-0.0050712j -0.0176856+0.0321617j 
0.0020595+0.0526514j 0.0241855+0.00766187j -0.0393403+0.0102042j 0.00297571-0.0133251j 0.0226693+0.132104j -0.0148932+0.105611j 0.0373931+0.00507685j 0.0223421-0.026795j 0.0708171-0.0406116j -0.0270038+0.121354j -0.051527+0.0190725j 0.048216-0.0336533j -0.0691793-0.0353662j 0.0128794+0.0337746j 0.0478351-0.0249736j -0.0329176+0.00823051j 0.00406885+0.00429736j -0.00371043+0.0456817j 0.0603865+0.033029j 0.0280048-0.00454935j -0.0322251-0.00861049j -0.0264885+0.0318446j -0.0151414-0.0362147j 0.0596332-0.0511135j 0.027483-0.0310783j -0.00627163+0.0380782j -0.0333675+0.0219429j 0.017183-0.0198875j 0.0180007+0.036124j 0.00143198-0.0532696j -0.0104109-0.0216472j 0.00428726+0.000837509j -0.0377467+0.0101201j 0.00133746-0.0226267j -0.0424374-0.0262124j 0.03151+0.00987088j 0.0480925-0.0111874j 0.000515695+0.0376796j -0.0221091-0.0367623j -0.0365135+0.0307502j -0.0104495+0.0196318j -0.0212998+0.00668648j -0.02993-0.0247305j 0.00365669-0.0168717j 0.00827707-0.0118701j 0.0291573+0.0161724j -0.0283183-0.0484202j -0.00372652+0.0247516j -0.0385846-0.0108085j 4.08889e-05+0.00425684j 0.0248672-0.0280262j -0.0200321+0.0396672j -0.0472507+0.0149144j 0.00336838-0.0052275j -0.00185568+0.0131526j 0.0118032-0.00225309j 0.0183904-0.0152175j -0.0321573-0.0301314j -0.00765114+0.0147064j -0.00900066+0.0259539j -0.00570667-0.0071907j -0.0267629-0.0034371j -0.0106348+0.0159314j 0.00459741+0.01587j -0.00189014-0.00374499j -0.0338006-0.0193582j 0.00418726+0.0292876j -0.0170685-0.0297949j 0.0429386+0.0425376j -0.0183833-0.060845j -0.032355+0.0200158j 0.0216724-0.00909104j 0.0178836+0.0356417j 0.00189974+0.0318257j -0.0275455-0.0157612j 0.0131075+0.00796335j -0.026089-0.00441564j 
0.0551652+0.0243625j -0.0126936-0.0795445j -0.059656-0.0252932j -0.00924722+0.0496795j 0.00326342-0.0554716j 0.0949217+0.0122767j -0.0410286-0.0132979j -0.046004+0.0899055j -0.00309773+0.0227626j -0.101626-0.132109j -0.0782362-0.0199823j 0.000217213-0.0521776j 0.0108244+0.0138598j 0.0368006+0.0949534j -0.0528107+0.00756214j 0.0176751+0.0226926j 0.0493935-0.00388144j 0.0143706-0.0440251j -0.000424853+0.0119748j 0.00763115-0.0391523j -0.0232802+0.00622538j -0.0220408-0.0501793j 0.00514116-0.0204381j -0.0122224+0.014808j -0.0383107+0.0338144j -0.0102662+0.0281244j -0.0578598-0.0342059j -0.0216435-0.0274563j 0.0372759-0.0232806j 0.027653-0.0483349j 0.0377295-0.0437679j 0.0104536-0.0465509j 0.0109346-0.0242798j -0.0524992+0.035457j -0.000468975+0.00643421j 0.00875201+0.0144066j 0.00604476+0.0110146j -0.025283+0.0422622j 0.0293582+0.00636245j 0.0218304-0.0222101j 0.0278602-0.0126005j -0.0128043-0.0176714j 0.0290575-0.00292604j -0.00442038-0.0375028j -0.0278253+0.00134173j 0.0245162+0.012291j -0.00508716+0.0116266j 0.0163598-0.0406786j -0.0301741-0.0315899j 0.0299343-0.03498j 0.0507409+0.005163j -0.0140584+0.0439919j 0.00111886-0.0136955j -0.00644911+0.00772054j 0.00435316-0.0240981j 0.0384922-0.00696403j -0.0228134-0.0194237j -0.0102127+0.0269385j -0.0151691+0.00565252j 0.0298868+0.00247642j -0.0218191-0.00154522j 0.0316141-0.00539965j -0.0338186+0.0335125j -0.0263001-0.00884733j -0.0199112+0.0115093j -0.0091048+0.00769331j 0.0445132-0.00966757j 0.0239298+0.0638002j -0.0206653+0.0017111j -0.0280808-0.00433998j 0.024092+0.038621j -0.0271239-0.00586496j -0.0170789+0.00482936j -0.00720922-0.00508814j 0.0141532+0.0155134j 0.00324789+0.00473093j 0.0187097-0.00588913j 
-0.105865-0.144106j -0.122659-0.0348638j 0.0303918+0.0957204j -0.0592468-0.0589891j 0.0714253+0.0681508j -0.0599916+0.0059102j 0.079127+0.0437558j 0.0715571-0.108691j 0.098222+0.00779394j 0.132273+0.0246738j -0.0626814+0.0054375j -0.0410102+0.0603978j 0.058939-0.0724146j -0.0789762+0.0362483j -0.0566732-0.0658316j -0.0638946-0.0090674j 0.0147944+0.051787j -0.00984891+0.0618356j 0.0493292+0.0193732j 0.00619215+0.11876j 0.0109905+0.02737j 0.0298669+0.00213704j 0.0242219-0.0139739j 0.0250243-0.0501262j 0.00204075-0.00676084j -0.0361103-0.00132498j -0.0391465+0.0175766j 0.0429481-0.0227494j 0.0136438+0.000195688j -0.0145435-0.0214314j -0.036039-0.0140958j -0.0698139+0.0317145j -0.0083832+0.0156262j -0.00804848+0.00804614j -0.0468993+0.0438861j 0.00407675+0.00935512j 0.0390283-0.0208776j 0.0145776-0.0203161j 0.00420963-0.0489378j -0.00818837+0.040462j -0.0114987-0.0171365j 0.0163325+0.0358035j -0.0660459-0.0217382j 0.0144219+0.0311075j -0.0210508+0.0100881j -0.0544335+0.00567013j -0.018587-0.0324478j -0.00715475-5.20441e-05j -0.0201721+0.0178557j -0.0119592+0.00721325j -0.0244319+0.00841129j 0.00514564-0.00575901j -0.0542823-0.000129876j 0.0354894-0.00706382j -0.0281922+0.0233343j 0.0082479-0.00275007j 0.00286576-0.00600767j 0.0242329-0.0375889j -0.0397897-0.0193541j 0.00520246+0.0054052j 0.00791769-0.0112174j -0.0116501-0.0249112j -0.0183228+0.0310416j 0.0141246+0.00383689j 0.0255655+0.0107771j 0.00608383+0.00574436j -0.0441433+0.0125812j -0.0274372-0.0401012j 0.00761371-0.00712731j -0.00332268-0.0087932j -0.0540884-0.0250185j 0.00695624+0.0248558j 0.0038128+0.00452519j 0.0471492+0.0330257j -0.0317174-0.0202714j -0.0295917+0.0252733j 0.00282116+0.0223515j 
-0.0753824-0.055757j 0.0473828+0.0933026j 0.0498893+0.00826882j 0.0178843+0.0385986j -0.00509396-0.0324432j 0.0202252-0.048956j -0.0602801+0.024749j -0.0353224-0.0863217j -0.0538705-0.0265243j 0.102928+0.101048j -0.0347086+0.0303708j -0.0944731-0.0070744j 0.0951489+0.0285549j -0.0542026-0.0444311j 0.0443383+0.0390508j 0.0270045-0.0519022j 0.0181372+0.0242763j -0.0364923+0.0509783j -0.00409955-0.0464796j -0.070958+0.0233728j 0.0336207-0.00112767j -0.0285546-0.0124438j 0.0804294-0.0383787j -0.0156506-0.0353492j -0.055271-0.0477033j 0.00120242+0.00663962j -0.0402744+0.0205813j -0.0116795+0.0160619j -0.0142564-0.029546j -0.0218583-0.0109197j -0.0100081+0.0356294j 0.0194054+0.000941743j -0.0233401-0.0147806j -0.0229172-0.0149834j 0.00537914+0.0296658j -0.0107652-0.0256334j -0.0424395+0.0176368j 0.000529356-0.0245782j -0.00699812+0.006365j 0.0129961-0.00332132j -0.00580244+0.00566601j 0.0163433-0.00317522j -0.0160029+0.0360987j -0.00854451-0.00587907j -0.00208194+0.0141774j -0.0134998+0.0343475j 0.032268+0.0275462j 0.00148119+0.0156374j 0.0300221+0.0167099j 0.0186164-0.0126391j 0.00656837+0.0788711j -0.0119007+0.00308895j -0.00417281-0.00907547j 0.0132416+0.0145315j 0.025066+0.00314869j 0.00427475-0.0216227j 0.00493342+0.0207801j -0.0202369-0.050211j -0.0396333+0.00694726j 0.0304653-0.000683348j 0.00352123-0.00461612j 0.00677679+0.0102473j -0.00930016+0.00640902j -0.0020733-0.0326106j 0.0295382+0.000368038j 0.0255868-0.00568467j -0.0199701+0.0274217j 0.00367783+0.0122145j -0.0258911-0.00263836j 0.0170631+0.0299102j 0.0402252-0.0167419j 0.00016538-0.0136023j -0.00754348-0.0326674j 0.00420934+0.00149331j 0.028726+0.0119057j -0.00883293-0.00462865j -0.00686904+0.0466186j 
-0.217753-0.200386j -0.0313929+0.0636537j 0.0696398+0.0286412j -0.106462+0.123504j 0.0280263+0.00352917j 0.0468687-0.110911j 0.086325-0.00329104j -0.0149396+0.0723664j 0.114553+0.18422j 0.113286-0.10169j 0.00264583-0.229604j -0.05823+0.0603441j 0.132418-0.00998867j 0.0268851-0.00963497j -0.109581-0.0616075j 0.0317662-0.0889793j 0.0252949+0.0234471j -0.0125028-8.98252e-05j -0.0909638+0.00664201j 0.0245473+0.0299632j 0.00886554+0.00989083j -0.00944976+0.00889122j 0.0260745+0.0693483j 0.0054988+0.0435497j 0.0557879+0.0244307j -0.00732818-0.0336975j 0.0140746-0.0591463j -0.023061-0.0372244j 0.0428251-0.0279125j -0.0323231-0.0119416j 0.00658901+0.0129413j -0.0281755+0.0711791j 0.0391924-0.0266608j 0.0188941-0.0408983j 0.0241063+0.0493899j 0.0276057-0.0473768j 0.0154654+0.0437099j -0.0333764-0.0011768j 0.0192851-0.0438204j -0.0155632-0.0250746j -0.0328274-0.0233723j 0.0440751+0.00589691j -0.0149086+0.0296557j 0.0274649-0.0230642j -0.0266015+0.0177959j 0.0153724-0.0246326j -0.0360982+0.00112539j -0.0171355-0.0325246j -0.00084969-0.00936382j -0.0264586-0.0118009j 0.0115138-0.00756505j 0.0264097-0.0310574j -0.0251701+0.00699037j 0.0400953-0.0367844j 0.00430278+0.0288609j 0.0170874-0.0156715j -0.024927+0.00081129j -0.0120304+0.000246428j -0.00852918+0.0223306j 0.0440292-0.0226552j 0.00779625-0.0293178j 0.00767791-0.06484j -0.0188906+0.0504839j 0.0396525+0.0158245j -0.0197232+0.0224319j 0.0565014-0.0151666j 0.0141519-0.0167921j 0.0120462+0.00725111j -0.0515988+0.0124115j -0.0510019+0.0203309j 0.0302879+0.0123712j 0.0378102+0.0179429j -0.036341+0.00194408j -0.013893-0.0117335j -0.0540696-0.0307178j -0.0114009-0.0303255j -0.0063636+0.0261524j 
0.0163365-0.0793148j -0.222012-0.174292j -0.104685+0.130352j -0.0252755-0.0100572j 0.0137431-0.125344j -0.0352284-0.0134332j 0.0184965-0.128534j 0.0963359+0.0109612j 0.0843367-0.0340754j -0.112692-0.201803j -0.09718+0.0864691j -0.0371653+0.159846j 0.0529657-0.118002j -0.00197323-0.0346834j -0.0468041+0.133354j -0.048666-0.0811833j 0.0671665-0.041644j 0.0384205+0.0107968j 0.0767264+0.0428627j -0.0237163+0.0145868j 0.000956638-0.0336411j -0.00884659+0.0156757j 0.0161481+0.0272291j -0.0198656+0.0253869j -0.00513101-0.0286806j 0.0180544-0.0340627j 0.0240366-0.054751j -0.0287421-0.0248774j 0.0090145-0.00814587j -0.0228461+0.00239979j -0.0146976-0.0130933j -0.0186937-0.0915707j 0.0137452+0.0430146j -0.01164-0.000931573j -0.0109631+0.00500039j 0.00321256+0.0565359j -0.0132533-0.0273785j 0.0345435-0.0390851j 0.0367949-0.0159532j 0.0194712+0.0215218j 0.0450497+0.0108806j -0.0165792+0.0711842j -0.0110459-0.0123261j -0.0164844-0.0158075j -0.0010908-0.00627912j -0.0150887-0.02193j 0.00875875-0.0294486j 0.0475915-0.0739915j -6.19471e-05+0.0296965j 0.0237979-0.0155862j -0.01678-0.0187923j 0.0322794+0.0363984j -0.0198548+0.00540148j 0.0366099+0.0297354j -0.0345421+0.0387091j -0.0410257+0.0202608j 0.0301876-0.0083651j 0.00961713-0.0224951j 0.0332527-0.00367147j -0.0093422+0.0325778j 0.0401719-0.00955264j 0.0120838+0.00582121j -0.029705+0.01006j -0.0167165+0.0516674j -0.0919279+0.0208003j -0.00937631+0.0306096j -0.0424644+0.011691j -0.0117394+0.0297325j 0.0197837-0.00719725j -0.0605361+0.00414344j -0.0621186+0.0160097j 0.0275632-0.00766626j 0.00803547-0.0226942j 0.0629251+0.0285764j -0.0161322-0.000426005j -0.0138741+0.0295854j -8.65887e-05+0.0525398j 
0.0614733-0.00450191j -0.119974-0.154054j -0.0470059+0.0198419j -0.00319712-0.10328j 0.0223163-0.0823941j -0.0236825+0.090467j -0.0314891+0.0224704j 0.072472-0.00685647j 0.0218428-0.0871927j 0.00929282-0.110995j -0.154013+0.0511347j -0.0225259+0.033899j -0.0827889-0.0283221j -0.0852496-0.0607108j -0.00994969+0.0530159j 0.00019813+0.0131017j -0.0280316+0.0308507j -0.0156182-0.0318091j -0.00253421+0.0139922j 0.0182023+0.0284532j 0.00644111-0.0455707j 0.053191+0.0312341j 0.0119875-0.0421686j -0.00843331-0.0392975j -0.018242+0.0498624j 0.00613018-0.0317059j -0.0142875+0.0259991j 0.0138084+0.00863656j 0.024539+0.0415231j 0.0582692-0.0481826j 0.00464994-0.00824702j -0.0186492-0.0537159j 0.0348943+0.00960329j 0.00903187+0.00287382j -0.0204968+0.0132262j 0.0151594+0.00518541j -0.0249091+0.00232016j 0.0117072+0.00591543j 0.0460777+0.0412166j -0.00552176-0.00339231j 0.00265615-0.0145387j 0.00150313+0.0440233j 0.00678712-0.0333026j -0.00841882-0.00424401j 0.0128997-0.0233591j 0.0113587-0.00550951j 0.0202602+0.0046587j 0.0233145+0.000364952j -0.0138073+0.00889382j -0.00968549-0.0212968j -0.0203693+0.026786j -0.0236325+0.00633787j -0.0272955+0.00233822j 0.00358217+0.0497484j -0.0322065+0.000535163j 0.00682529+0.00807498j -0.00504021-0.0137248j 0.0411569-0.0328533j -0.0164989-0.0172784j 0.0223878+0.0108049j 0.0379746-0.0264991j 0.00327627-0.000506733j -0.0340951-0.0111308j -0.0102573-0.00313776j 0.0292002+0.0226234j -0.0018531+0.0141171j 0.018263+0.00190724j -0.0145088-0.0297846j 0.000630281-0.0399809j 0.0259222-0.00681301j -0.0459256-0.00804588j -0.0449135-0.0197761j 0.0223279+0.0081486j 0.0372108+0.0393025j 0.0191431+0.00215522j -0.0139474+0.0653306j 0.0199119-0.0157202j 
0.114894+0.106458j -0.0128888-0.0593314j 0.000376842-0.0318234j 0.0427277-0.0345656j 0.00972181-0.0357115j -0.0125903-0.0035981j -0.0583818+0.0351805j -0.032527+0.0136653j 0.0337257-0.030197j -0.0982217+0.0668801j -0.124063+0.0854275j 0.113018-0.0171709j -0.0751071+0.0122856j -0.0556335-0.0133536j -0.00492355+0.0184156j -0.0181342-0.0422962j 0.0527686+0.0143644j 0.0278339+0.031228j 0.0554393-0.0493809j 0.00207363+0.00490248j -0.0292209+0.00287741j -0.00362877+0.00868749j -0.0264306-0.0366844j -0.0653151+0.0105884j 0.0205313+0.0128995j 0.0114639-0.00460216j 0.0269434+0.0475467j 0.0237799-0.017827j 0.00746669-0.0524037j -0.0389985-0.0238868j 0.010699+0.00526964j -0.0068475-0.0261989j -0.0162019+0.0321686j 0.00762471+0.000750872j 0.0064486-0.00538391j -0.0194725-0.016019j 0.0462007+0.0147468j 0.0106229+0.000226155j 0.0393892+0.0333791j -0.0180035-0.00560441j -0.00517828+0.0106189j -0.0225831-0.0143718j -0.000887421-0.0189828j 0.00408374-0.0636106j -0.0127321+0.00113943j 0.0437078-0.00265347j 0.0146364-0.0246153j 0.0337844-0.00406673j 0.0206831-0.0187102j -0.00306033-0.0095386j 0.00470953+0.0301308j -0.0233232+0.00690211j -0.0426136-0.0157569j 0.00186051+0.0157733j 0.026995-0.00456786j 0.00610047-0.0324697j -0.00670707+0.00424646j -0.02465-0.00233008j -0.00193205+0.0330086j 0.0102539+0.0208233j 0.00736758+0.0119701j 0.00860345-0.0339924j -0.00578628+0.0139663j -0.0155139-0.0307322j 0.0304828-0.0448597j -0.0203385+0.00716367j 0.00708112-0.0184781j -0.021971-0.00258223j 0.00561772+9.79221e-05j 0.0375373-0.0143531j 0.00434905-0.0131955j -0.027851+0.00565653j 0.0175846-0.0158548j -0.000485201-0.0220781j 0.0471351+0.0273154j 0.00577882+0.00194674j 0.0318805-0.0486356j 
-0.0813993-0.0965503j -0.0874607-0.0707695j -0.028149-0.0113237j -0.0399324+0.0531149j 0.0139534-0.124261j -0.0319054-0.0503592j 0.0307411-0.000519978j 0.00861863+0.086205j 0.0210197+0.020066j 0.0622846-0.00873043j -0.132308-0.0526265j -0.0956638-0.0620378j 0.0284368-0.00405631j -0.0584126+0.0449122j -0.0368489+0.0342441j 0.00364822-0.052598j 0.0405319+0.0178282j 0.0122086+0.0215102j -0.00197088+0.00716863j 0.0952507+0.00216267j 0.0134501+0.0149303j -0.0229748-0.00405943j -0.010581+0.000953219j 0.00795497+0.0277338j 0.000202106+0.023532j 0.0117137+0.00589188j -0.0195843+0.0160066j -0.0325726+0.051404j -0.0305211+0.033645j 0.0133573+0.0103654j -0.0238527-0.028158j -0.0163561-0.0201339j 0.0169237+0.038824j 0.0518502+0.0587923j 0.0178319+0.0367591j 0.0424603+0.00179397j -0.0401045+0.0038262j 0.000894292-0.0020579j -0.0117453-0.00959655j 0.0256739-0.0223693j 0.0242563-0.0579784j -0.0201904+0.00324285j -0.0213663-0.0246686j -0.00656929+0.0355601j -0.00014965+0.0225214j 0.0195096+0.00202995j 0.030993+0.0292384j 0.0100703-0.0327149j 0.0380661-0.0074125j 0.0172261-0.0634568j -0.0109992-0.0100026j 0.0261296-0.00112989j 0.0279867+0.00948328j 0.010638+0.0105807j -0.00296732+0.0168857j 0.00189098+0.0106414j -0.0167918+0.00527285j 0.00293494-0.0237997j -0.00152075+0.0162313j 0.0682083-0.0237898j 0.0108055-0.00102323j 0.0432+0.00618888j -0.00688729+0.0434541j -0.00594058+0.0301947j -0.0240006+0.0356658j 0.0153781-0.0185701j 0.00985772+0.0351966j 0.00172939-0.0318719j -0.0225016-0.0343408j -0.0370204+0.0197658j 0.00847637-0.0254752j 0.00824757-0.011503j -0.0002309+0.000651763j 0.0210606+0.0316567j -0.000878722-0.0180213j 0.000229576+0.0207114j 0.00376043+0.026339j 
