-0.0181025+0.0168699j 0.00221738+0.095709j -0.0469042+0.0533314j 0.0238801-0.0258494j -0.000683866-0.0111552j -0.0030494+0.0195621j 0.0311254-0.0391994j -0.0268707-0.0100426j 0.0890772+0.0267863j 0.0329717-0.0174674j 0.00473271+0.0144947j -0.00273092+0.00652939j 0.0132858+0.047449j 0.000144746+0.00903044j 0.0229865+0.0350236j -0.0274866-0.00708959j -0.046473-0.0202998j -0.000431969-0.0322346j -0.0394968+0.0163057j 0.0477881+0.0321399j 0.0290814+0.00345015j -0.0241052-0.013447j 0.00156164-0.00445053j -0.00446095+0.00732243j -0.0283244+0.00604827j 0.0187807-0.00494616j 0.0137604-0.0133007j 0.0136742+0.00360743j 0.0163611+0.00656097j 0.0011669+0.00532963j 0.00926439-0.0131319j -0.00796167-0.0152128j -0.00754108-0.0201066j -0.0152782-0.0180449j -0.00885458+0.00891384j -0.006924-0.0025259j -0.00530641-0.0142275j -0.032597-0.0190136j -0.0195739-0.0226097j 0.00282181+0.00135788j 0.0151555+0.00519724j 0.017836-0.00692388j -0.00171954-0.00415829j -0.00706973-0.0172678j 0.0124012-0.00726492j 0.00921741+0.00182397j -0.0125002-0.00520099j 0.00453424+0.0106365j -0.0166918+0.0061443j 0.032598+0.017938j -0.00249228-0.00748533j -0.0189325+0.00391359j 0.00149341-0.00717019j -0.00453159+0.0177068j -0.0038999+0.00893927j 0.0169744-0.00954413j -0.00468312-0.00302609j -0.0114875+0.0262492j 0.0130727+0.000838173j -0.00820047-0.0127427j -0.000747833-0.00210451j 0.00902027-0.0116475j -0.00397205-0.0069747j 0.00518519+0.00131171j -0.00142273+0.036851j -0.0259404-0.0252587j -0.00219527-0.0197892j 0.0162233+0.0165723j 0.0106704+8.06858e-05j -0.0115959-0.0160781j -0.0074178-0.0192572j 0.00669811+0.033692j -0.0210077-0.0355032j 0.0648889-0.0181771j -0.00816557+0.0264417j 0.00174347-0.0148561j 0.055094+0.0639171j -0.00227653-0.00968662j 0.0139826-0.02666j -0.0104623+0.0489578j -0.0340604-0.0715722j 0.0774408+0.0497705j -0.0199187-0.0213178j -0.0092349+0.0865618j 0.0901987+0.0220093j 0.0882283+0.0194662j -0.0961783-0.0252247j 0.0482118+0.0131077j 0.0402298+0.0553264j 0.107977+0.115592j 0.0381611+0.0722046j 0.0217117-0.019179j 0.0341846+0.0339209j -0.0202778-0.0477905j 0.105115+0.128903j -0.201996+0.233576j -0.114925+0.0417132j 
-0.0455576-0.0215176j 0.0542694+0.0572931j 0.0153024+0.00379693j -0.00198015-0.0195861j -0.0509587+0.00405934j -0.0110655-0.0618704j -0.0342186+0.0380961j 0.0367628-0.0523331j -0.0547972-0.0086047j -0.0167122+0.0334811j -0.021641-0.0257351j -0.0330529+0.006166j 0.0641412+0.0213965j -0.0265498-0.034242j 0.0132551-0.0333312j 0.0478613-0.0187409j -0.0156633+0.0453745j -0.000787497-0.00869223j -0.00588719+0.025703j 0.0205998+0.00704055j 0.000614091-0.053126j -0.0749887+0.0345486j -0.00937504+0.00209188j 0.0909189+0.0310125j 0.0329176+0.0776979j -0.0274347-0.035385j -0.0440843-0.00799265j 0.0155437-0.00846082j 0.0669785-0.0103003j -0.0981927+0.0354302j 0.0469937+0.0392557j 0.00454798-0.0646189j -0.0293993-0.0144316j 0.0833426+0.0484702j 0.0197178+0.00595166j 0.00170041-0.00397957j -0.00951175-0.114797j 0.0161909+0.00815049j -0.057523-0.0356043j -0.0123643-0.0143193j 0.0399105+0.0913871j -0.038055-0.0409323j 0.049635+0.0257363j -0.0742186+0.0147502j -0.017627-0.0455178j -0.0465942-0.103871j 0.011128+0.00552795j -0.0285359-0.0430824j -0.114146-0.0329654j 0.00566071+0.0515778j -0.0289465-0.0213348j -0.00272778-0.0532573j -0.0270674-0.0498681j -0.0818573-0.0464226j -0.00988049-0.0223071j 0.0785677-0.0493717j -0.00235686-0.0236863j 0.0265904+0.0822901j -0.0902032-0.0834523j 0.0873472+0.0177068j 0.0544529-0.0259801j 0.0540295-0.0119442j -0.0437951-0.00451977j -0.0512165-0.013799j -0.0168769-0.00317179j -0.0046894+0.00531678j 0.003461+0.00238311j 0.0698102-0.0102749j -0.0140162+0.00893518j 0.009902-0.00315594j -0.00210671+0.0043047j 0.0216056+0.0287643j 0.0325517+0.036073j 0.0118604+0.0733022j 0.0192855-0.0120627j -0.0121474-0.00552707j -0.0150491+0.036935j -0.0181832-0.00350194j 0.0970855+0.00239829j 0.0139328+0.0567927j 0.0461841-0.0208512j -0.027265-0.0189105j 0.0349497-0.0137271j -0.0474252-0.0114142j -0.049322-0.00219182j -0.0158446-0.0392027j -0.0276896+0.00977459j 0.00129504+0.00435903j -0.0757798-0.0042641j -0.0498994-0.0471002j 0.00201283+0.0668217j -0.0201723+0.0234475j -0.0190542+0.0160378j 0.00154423-0.0170462j -0.0035885+0.0380449j 0.0373172+0.00503755j -0.00855322-0.0169637j 
-0.0505113-0.0241289j -0.0026109+0.0115576j 0.0014549-0.00326004j -0.0171855+0.00341811j 0.00606324-0.018131j 0.0462392-0.0137136j -0.0471587-0.000842475j 0.0196694+0.0603576j 0.016416-0.0596001j -0.0186293-0.0117606j 0.0352112+0.0253621j 0.00847229-0.00317608j -0.0647162-0.058171j 0.0522871-0.0327598j -0.0121447-0.0712809j 0.00066416+0.0495184j -0.0687795-0.14776j -0.0614174+0.127045j -0.0262762-0.034978j -0.014962+0.0420968j 0.0663593+0.00799779j -0.0445864-0.0583812j -0.00330256+0.0357168j 0.11762+0.0498478j 0.00560939+0.0104366j -0.05666+0.0383488j 0.00587888-0.00692903j 0.0454549+0.00164253j 0.173473-0.00334023j 0.0158353-0.0169548j -0.0553756+0.00373088j 0.0051103+0.019571j -0.0512241+0.0821964j -0.0353477-0.0328467j 0.0514123-0.0165275j -0.0386989+0.0762633j 0.0450595-0.000191393j 0.0584213+0.00516603j -0.0903784+0.0649783j 0.0163409-0.0128624j -0.0121991-0.0453939j -0.0507888+0.0440527j -0.0285621-0.0404986j -0.111496-0.0216264j 0.00663898+0.030397j 0.0921039+0.0031123j -0.119989-0.0353304j 0.0343409-0.0206197j -0.0841589+0.0734697j 0.0672481+0.0403723j -0.0150768-0.00431821j 0.0517077-0.0577253j 0.0698206-0.0559984j 0.0447184+0.0833358j 0.0256825+0.0143317j 0.00622586-0.0814408j -0.0417728-0.0157628j -0.0896822+0.0580319j -0.0485797+0.0477466j 0.0159544+0.0145666j 0.0208186-0.0813454j -0.0226751-0.0262117j -0.0167898-0.0656139j -0.0275005-0.00369139j 0.0722238+0.106415j 0.0432306+0.0254259j -0.060135-0.0427402j -0.0796109-0.0113501j -0.0167638+0.0509544j 0.059125+0.0193753j -0.00451562-0.0239377j -0.0123844+0.0161961j -0.0150829-0.0403811j -0.000159254-0.0497796j -0.00437355-0.000691628j -0.0535192-0.00773294j 0.0237186+0.029283j 0.0217426-0.0203109j 0.0102237-0.00750772j -0.0520808+0.0159966j 0.0140723+0.0451427j -0.00622662-0.0192596j 0.0370809+0.00195975j -0.0347251-0.00418791j -0.0210754-0.0221569j 0.0461651+0.011275j -0.0219897-0.0130978j -0.00527018-0.0250242j -0.0234956+0.00522481j 0.0195989+0.000511727j -0.0221952+0.0181963j -0.0197639+0.0452058j 0.0217096+0.000679443j 0.0194616+0.00371584j 0.00772205+0.00537647j 0.0126051-0.0102169j -0.012591+0.0105685j 
-0.00886895+0.028684j 0.0270817+0.0378066j 0.0181408+0.0116136j -0.0255886-0.0124537j 0.0435052+0.0431159j 0.0197669+0.0212676j -0.0136482-0.0108005j -0.0211647-0.0155242j -0.0227772+0.0254151j 0.00858558+0.0344877j -0.0271739+0.0419426j 0.00308204+0.0189498j 0.0136058+0.0843882j -0.00667313-0.0141996j -0.0353776+0.0130172j 0.0659971-0.017036j -0.00214359+0.0503114j 0.0183803-0.00559289j -0.0316471+0.0339611j 0.0237952-0.0776702j -0.00118958-0.0248708j -0.079695-0.055908j -0.0863186+0.0691072j 0.000988098+0.110395j -0.0282304+0.0137943j 0.0297327-0.0160966j -0.0189529+0.080353j -0.0111061-0.0173794j -0.0193933-0.0387847j -0.052701+0.0326449j 0.0455845+0.0839327j 0.005512+0.0293694j 0.0499053-0.0457109j 0.0511538-0.0155842j -0.0149672+0.0554474j 0.00903626-0.0288002j -0.0104215-0.0524622j 0.00621277+0.0129758j 0.0387447-0.0483345j 0.024842+0.0240069j -0.0044236+0.0202129j 0.0650454-0.0159777j -0.0315435-0.0116598j -0.0636457-0.069422j 0.0103602-0.121392j -0.0367847-0.00434013j -0.00105849-0.0762667j 0.0388111-0.0697497j 0.0508477-0.0961709j 0.0197373+0.0038183j -0.0913986-0.00752452j -0.0690632+0.0742253j 0.024899-0.0731059j -0.0923794-0.0693432j 0.000860075+0.0036778j -0.00819131+0.0531563j -0.0557235+0.0171751j 0.07266+0.0518064j -0.00875101+0.020754j 0.0221613-0.00554738j -0.0838173+0.0208042j 0.0294678+0.0564812j -0.0230423+0.0543011j -0.0868569-0.0543945j -0.0113102-0.0378405j -0.0629015-0.0467104j 0.0652825-0.0299347j 0.0654902+0.0204388j -0.0245323-0.132205j -0.00413764-0.0631469j -0.00475571+0.0306922j 0.107775+0.0102123j 0.0508578-0.0013824j -0.037159-0.00102045j -0.0497649-0.0503946j -0.0254839-0.0149919j -0.00666992+0.0177916j -0.00130573+0.0208557j 0.0433645+0.0418839j 0.0562483+0.00690338j 0.0100021+0.009267j 0.00755081-0.0417936j -0.0016751+0.00270465j -0.0557272-0.0134578j 0.00776983+0.090641j -0.000752314-0.00428129j -0.00299135+0.00623417j 0.00604023+0.0104485j 0.0376424-0.00510434j 0.0077266+0.0599777j 0.0190877+0.000361111j -0.0428842+0.0251138j -0.0220541+0.00790691j -0.0121759-0.0351352j 0.0056458+0.00674852j 0.0256774+0.00192135j -0.0122439+0.0353016j 
-0.00479962+0.0191751j 0.0226337+0.0267574j -0.00132542+0.00465716j 0.00146445+0.000911835j 0.00831745+0.016961j 0.0265748-0.00528235j 0.0078756+0.00817076j -0.0266317-0.00269953j 0.00601482-0.00802459j 0.00780825+0.00668351j -0.00211971-0.0190305j 0.0629137+0.0637219j -0.0483058+0.111607j 0.0197461+0.0202581j 0.00569286-0.00194487j 0.000591147-0.0577219j 0.0643665+0.0196106j 0.0472977-0.0763042j -0.00208322+0.0042454j 0.0147677-0.00554107j -0.0131516+0.0589273j -0.0017703-0.0072643j -0.0584212+0.0115681j -0.0858473-0.00689713j -0.0887596-0.0107775j 0.0305872+0.0404745j 0.00535479+0.0123153j -0.0607492-0.105324j -0.0446441-0.00405878j -0.0234084+0.0819783j 0.00983164-0.0165958j -0.023292-0.0306734j 0.0464121+0.00401035j 0.0136109-0.0268089j 0.00936669+0.0626057j 0.0578507-0.0690414j 0.0378793-0.0123061j -0.0161358+0.00719264j 0.0484479-0.0287996j -0.006151+0.0466668j -0.0381554+0.0229334j 0.038021-0.076779j 0.0169144-0.00611488j 0.0233526-0.0624507j -0.00320069-0.0194037j -0.021158-0.047493j 0.037173-0.0333945j 0.0095537-0.063441j 0.0432768+0.0391591j -0.0218995-0.00786396j -0.0223933+0.0472241j -0.0500454+0.0145579j -0.0406434+0.0557862j 0.106435-0.0313305j -0.000341316+0.0573608j 0.00831652-0.002599j 0.0814162+0.0262133j 0.00281916-0.0267494j 0.0271087+0.0109403j 0.00825899+0.0325535j 0.0375688+0.00812924j 0.00971749-0.0297906j -0.00869432+0.0325371j 0.0231741+0.0103471j 0.0372009-0.0343566j 0.0600776-0.0192546j -0.0616624+0.0213654j -0.112014-0.0918047j 0.0477764-0.00422528j 0.0103688+0.025974j 0.00123805-0.00728636j -0.00160028-0.0135995j 0.00441564+0.0200791j -0.0162667+0.0260078j -0.0818443-0.0600106j 0.00445103-0.00588394j -0.0127681-0.0401554j 0.022505-0.0155153j 0.0271341-0.0342934j -0.0178691-0.033767j -0.00549795+0.0155208j -0.00797771-0.0510652j 0.0169931+0.00242133j 0.0307384-0.0529937j 0.0352229-0.000863383j -0.00918938+0.00971978j 0.0116883+0.00785792j 0.0105025+0.0211281j -0.0292156-0.0380106j 0.0207793-0.0661836j 0.0020756-0.00525473j -0.0149375+0.0202581j 0.0367879-0.0324797j -0.0275765-0.0105308j -0.00178492-0.00505162j 0.00515147-0.00411723j 0.017435+0.00824541j 
-0.0244759+0.0202825j 0.0233847+0.0198647j 0.0348635+0.0549642j 0.041565+0.0133752j -0.0226618+0.0440838j -0.0489909-0.0511202j -0.0315335-0.0648662j -0.037978+0.0414107j 0.0556787+0.0389836j 0.0819652+0.0564318j -0.0216587+0.0369905j -0.0104583-0.00555554j 0.0717581+0.0476575j 0.0447919-0.0652312j -0.0836539-0.0262447j 0.0818919-0.0284189j -0.0256524+0.0474397j -0.00519756+0.0155294j -0.0634142+0.0330707j 0.0346272+0.0377624j -0.0352037-0.0650642j 0.0285536-0.114519j 0.0290169-0.0100617j 0.0950447+0.093552j -0.073039-0.114287j 0.0280188-0.0155405j -0.0550957-0.0509319j 0.0438+0.0779881j -0.0170776-0.0267671j 0.00361959-0.0646321j 0.0141624+0.0393698j -0.0337587+0.0238876j -0.0800571-0.045593j 0.0613646-0.0358011j -0.0196893-0.0275929j 0.0415508+0.0281164j -0.0547535-0.0019489j -0.0401643+0.0055238j -0.0534393-0.0268044j 0.0316303-0.00306776j 0.0767625-0.00204994j 0.00231864+0.0262592j 0.0581784+0.0645891j 0.0341319-0.064455j -0.0170124-0.0527146j -0.0962139-0.0395267j 0.0577581+0.0504742j 0.0261979+0.0494857j -0.125426-0.0888033j 0.00431337+0.0372688j -0.0338633-0.04773j -0.09353-0.0234766j 0.00488269+0.0305544j -0.0594958+0.0412015j -0.0548091-0.0268596j 0.0332285-0.0361399j 0.0231329+0.0191318j -0.0561969-0.0272704j 0.0211963+0.0339952j 0.0647642+0.0848008j 0.0155429+0.0457582j -0.033278-0.0325637j -0.00365424+0.0054918j 0.0094116+0.0450433j -0.0419609-0.00220068j 0.100142-0.0169006j -0.00135804-0.0234255j -0.0539492+0.0769039j 0.0414381+0.0169637j 0.0230365-0.0840779j -0.0494824+0.0357858j -0.0192674+0.0430993j 0.0910049+0.003439j 0.0573472+0.0571233j -0.0527839-0.00669089j 0.0572837+0.0215527j -0.0316849-0.140906j -0.0368315-0.0482258j 0.0593796-0.0479266j 0.0221933+0.0651227j -0.00399168-0.0466352j -0.0521629-0.0639885j 0.0842024+0.0495318j 0.0110184-0.00941044j -0.0254459-0.00223819j 0.0185755+0.0390564j 0.0142739-0.0435321j -0.00579721-0.00538744j -0.0556788-0.00827367j -0.0102085-0.0418805j -0.0238742-0.0239451j -0.0435418+0.0513827j -0.0289829+0.0236746j -0.00408369-0.00258922j -0.0149816+0.00197337j -0.0397311+0.0424692j -0.0280291+0.0256j 
-0.0034588+0.073949j 0.0627552+0.0358745j 0.0109587+0.00440087j -0.0122561+0.0417381j -0.0235585-0.0759051j 0.0448501+0.0382829j -0.0389135-0.0235732j 0.0520206+0.0934792j 0.0513141+0.0244807j 0.0254403-0.0524054j 0.0745928+0.0119509j -0.0583648-0.0528485j 0.0177774+0.0115439j -0.0230453+0.0180613j 0.00800258-0.0467475j 0.00757108+0.0595421j -0.0100933+0.0374543j 0.0721226-0.118703j 0.0481392+0.0650914j 0.139058+0.10857j -0.0811071-0.00567662j 0.0512836+0.10234j -0.00595592-0.0460161j 0.0131619-0.0582159j 0.0449202+0.0306624j -0.0823708-0.0364487j 0.0565633-0.0834023j -0.0480261-0.032624j -0.0897692-0.0418453j 0.0236324-0.0445519j -0.0455911-0.0511449j -0.0564416-0.0335007j 0.0263002+0.067631j 0.0228856+0.0179208j 0.00127063+0.0281019j 0.0490943-0.0494737j -0.0688734+0.104561j 0.0360312+0.0529569j 0.079462-0.0802495j 0.0153789+0.057813j 0.002397+0.0440257j 0.0479174-0.0126509j 0.0187818-0.0905948j 0.0305364-0.0258725j 0.100509+0.0799083j 0.0048725+0.0239237j 0.0734663+0.0305725j -0.0856564+0.0509713j 0.0258943+0.00330506j -0.082254+0.0334747j 0.0486496-0.00645775j 0.0296589+0.0846294j 0.0150069+0.011256j -0.0467842+0.0123763j -0.0195291-0.0187706j -0.0551679-0.00579681j 0.119836+0.00850982j -0.0488297-0.034052j 0.0571513-0.0643908j -9.63996e-05-0.0748244j 0.0322714+0.00707744j 0.0346933+0.0192038j 0.0072927-0.0400346j 0.0178188+0.0258364j 0.034896+0.057392j 0.0197981-0.0231181j -0.0302716-0.0238768j 0.0803569+0.0485803j 0.0612277+0.0122216j 0.00842288-0.00420147j 0.0191941+0.0276955j -0.0310717-0.0304081j 0.00463428-0.0310284j -0.0039076-0.000706289j -0.0961706-0.014602j 0.0386575-0.0403968j 0.0668564-0.0234046j -0.058465-0.00932694j 0.013118-0.014938j -0.00516274+0.00410743j 0.0685772-0.00667018j -0.0199653+0.140805j -0.00318383+0.0719898j -0.0459756-0.0190379j -0.0347969+0.0105036j -0.0399492+0.0156932j 0.0247267-0.0368385j -0.000248104-0.0167149j 0.0438882-0.0109244j 0.0213185+0.0683947j 0.0168725-0.0227467j 0.0128239-0.040805j -0.01418+0.0458523j -0.0342704-0.0249508j -0.00534811-0.00707938j 0.0371047+0.00454927j -0.0401731+0.0554752j 
0.0443693+0.0057013j 0.00888517-0.0127237j -0.0191452+0.016792j -0.00265988+0.00828082j -0.0490096-0.00162535j -0.0719185-0.0289934j 0.02809+0.045105j 0.00489609-0.0099104j -0.00308868-0.0238669j -0.00277741-0.0207727j -0.0393222-0.0830504j -0.000499718+0.0616763j -0.095569-0.0235537j -0.0161745+0.00348576j 0.0806095+0.0160471j -0.0739675-0.0485504j 0.0479746-0.018247j 0.0523619-0.0288303j -0.0113918-0.0711169j -0.0552815+0.0258438j -0.00144873+0.0429124j 0.0565332+0.0612539j 0.0442332-0.0322013j -0.0305967-0.0349411j -0.0435179-0.000943799j 0.125929-0.0292534j 0.0189349+0.024641j 0.0854906-0.0491499j -0.0231389-0.0275339j 0.0101723+0.0564963j 0.0282961-0.00366857j 0.0699269-0.046574j -0.00417908-0.0381552j -0.00707742-0.0123308j -0.00675708-0.0508881j -0.00263486+0.00251971j -0.0357686-0.0623991j 0.0274951+0.00919432j 0.011982-0.0027749j -0.0126408+0.0372272j 0.00140349+0.0399166j 0.00482124+0.0220173j 0.065338+0.032863j 0.0419646+0.0664531j -0.0270635-0.0178394j 0.00234226+0.017671j -0.00960906-0.00280126j 0.00554857-0.0452414j 0.0686934+0.0127417j 0.0438342+0.0471651j 0.0324352-0.0375888j 0.0145807-0.0552881j 0.0261956-0.00952189j 0.0264836+0.0490269j -0.0277597-6.37588e-06j 0.0654793-0.0790857j 0.0459022-0.00991808j -0.0138277-0.0266114j 0.0191282-0.0832377j 0.0406273-0.0123603j 0.00327288-0.00774271j -0.0624388-0.0570735j 0.00628826+0.0222393j 0.0665517-0.0457606j 0.0206421-0.0309784j 0.0120477+0.0245716j -0.0100447+0.00823998j 0.0206307-0.0182945j 0.0348725+0.0118553j 0.0424972+0.0739457j 0.0355106+0.0239838j -0.0482567-0.00828965j 0.00192362+0.000259764j 0.0500005+0.0828011j 0.0515045-0.00196037j -0.0473896-0.0155605j 0.04529-0.00561593j -0.0463379+0.0211681j -0.0447589-0.01506j 0.0578861-0.00240044j -0.0325819-0.0208124j -0.00620364+0.0574111j 0.00454161-0.00975375j 0.0734677-0.0300398j 0.00832031-0.0177287j -0.012428+0.0167273j 0.000721451-0.0517309j 0.00521164+0.0210077j -0.0325545-0.00241836j -0.0217932-0.0446992j 0.0345244+0.029112j -0.0118299-0.0241388j -0.00235079+0.0102742j -0.0481989-0.0054219j -0.0222616+0.0163651j -0.017696+0.00204104j 0.00325506-0.00848418j 
-0.0175463-0.00153899j 0.0288579+0.0360775j 0.0310175-0.00901563j -0.0198801-0.0616988j 0.024439+0.0411067j -0.0202557+0.0138683j 0.0454458+0.0268237j 0.043315-0.0806926j -0.130548-0.00912204j -0.0622674+0.0155682j -0.0699418-0.0105358j -0.0817884-0.0474052j -0.00406206-0.114414j -0.054444-0.0374082j 0.0469738-0.0529083j 0.0275401+0.0127968j -0.028773+0.0190286j -0.058715-0.0747225j 0.0232119+0.0332896j -0.0664635-0.0683928j -0.0359004-0.0605156j -0.0150556+0.013397j 0.00823517-0.00360521j 0.0902896+0.0336194j 0.0576965+0.11342j -0.0661593-0.149289j -0.078185+0.0142633j 0.0970076+0.0171465j 0.0894705+0.062451j 0.00561512-0.00168969j -0.0571439-0.0428247j 0.0296752-0.032523j -0.0578968-0.0339073j -0.00779684+0.0609539j 0.00958817+0.00345564j -0.00887143+0.0520394j -0.0386008-0.0801787j 0.0686493+0.00405538j -0.0874188-0.0246982j 0.0305589+0.00824606j -0.0226316+0.0365542j -0.0279035-0.0320796j -0.00245649+0.0326797j -0.0162145-0.00101848j -0.0412463-0.000825464j -0.0679775-0.0228606j -0.00289252+0.0157995j -0.020853-0.00600216j -0.0641418-0.00570977j 0.0926084+0.0538674j -0.0439746-0.0350085j -0.0622745-0.0664962j 0.00681324+0.0481535j 0.0792387+0.0123326j -0.0284572+0.0441815j 0.0136996-0.0685138j 0.0492757+0.036232j -0.0124823+0.0738813j -0.0439959+0.00431477j 0.0344886+0.0370302j 0.0774171-0.00483446j -0.00728522-0.0527523j -0.0774358-0.0319208j 0.0174538+0.0214455j -0.00216657+0.046196j 0.0378197-0.00354249j -0.00172139+0.0131685j 0.103349+0.0274703j -0.00903207+0.0168653j -0.0446125+0.00407495j 0.0237511+0.00153513j -0.0954838-0.00568606j -0.0202477-0.0250884j 0.033162+0.084168j -0.0273064-0.0237333j -0.00324418+0.0497083j 0.0200594+0.0481037j -0.0123516+0.0246109j 0.00846974+0.0234649j 0.0197488+0.0370461j 0.0407978+0.0334229j 0.0189394+0.0443224j -0.0425651-0.0124384j -0.0560139-0.0452097j -0.0108843+0.0124441j 0.0213347-0.0231894j -0.00297995+0.0290977j 0.000799191-0.00689121j 0.0247064+0.0350385j 0.0144226+0.0625558j 0.0287791+0.0375285j -0.0254073+0.00621001j -0.0327191+0.0143448j 0.0114556-0.0201953j 0.0183448+0.0381231j 0.0439711-0.0100434j 0.0266392-0.0137273j 
-0.0383637-0.0269151j 0.0188746+0.0479966j -0.0216838+0.0112179j -0.000564148-0.0112238j 0.00396294-0.0143544j -0.0364045-0.0288626j -0.0117173-0.0196836j 0.00315853-0.0306784j -0.0269029-0.00522338j -0.00965662+0.00925363j 0.044409+0.0322379j -0.0163816-0.0381156j 0.0229944+0.0592064j 0.00399967+0.0722423j -0.0886682-0.0115349j -0.0127833+0.0169109j -0.0203562-0.0285553j -0.0108517+0.0461008j 0.0245566+0.0273065j -0.00434565+0.0203967j -0.0232729-0.024592j 0.0602509+0.0311139j 0.0838759-0.0325994j 0.0718365-0.0516555j -0.0105072-0.00714248j -0.0267563+0.00790265j -0.0562949-0.0892692j -0.0409873+0.0623781j -0.0109719+0.0720181j -0.0681676-0.00294648j 0.0640868-0.0759705j -0.0317393+0.00263678j -0.0333848+0.00866223j 0.0304827+0.00806676j -0.0281793-0.0103434j 0.031192-0.0215341j 0.0312257+0.0343405j -0.0561349-0.00150625j -0.0220347+0.0239514j -0.0523229-0.0551447j -0.00472597-0.00284055j -0.0352556-0.0136219j 0.0598615-0.0557306j 0.000463534+0.0530873j -0.0385334+0.084639j 0.0130855-0.0146736j -0.00116663-0.0150158j -0.0482277+0.0802926j -0.0876055+0.0523065j -0.0891336-0.00149138j 0.0767763-0.0197679j 0.0228011+0.0473795j -0.0672626+0.00185955j -0.0120992-0.048052j -0.0429687-0.0346111j 0.0481245-0.0158628j 0.117285-0.0910126j 0.0180034-0.00375824j 0.0298729-0.0163168j 0.0207292-0.0478773j 0.00254643+0.00431489j 0.048262+0.0396971j 0.0159765-0.015716j -0.0260381+0.028728j 0.054455-0.0282132j 0.0235697+0.00970235j -0.0797036+0.00455198j -0.0651933+0.0123011j 0.0486143+0.00694021j -0.00717268+0.00190471j 0.0518511-0.0700811j -0.0196449-0.0159426j -0.0180173+0.0295626j -0.0310722-0.0543954j 0.0374108-0.0180391j 0.0818238-0.00951323j -0.0154536+0.00173281j -0.00835562-0.00733844j 0.0294526+0.0531053j -0.0429966-0.046287j -0.00518548+0.0604239j 0.0616815-0.0345647j -0.0295025+0.000662433j 0.0331806+0.0570664j 0.00361922+0.0500885j 0.00872097+0.0124867j 0.0100682+0.0148709j -0.0167915-0.0326491j -0.0161181-0.00903357j 0.029011-0.0254494j -0.00090128+0.00940988j 0.0201101-0.00133731j 0.0041635+0.00796619j 0.0233887-0.0199124j 0.0257382-0.0158812j -0.00419067+0.0232454j 0.0193155-0.0209596j 
0.0367334+0.0485512j -0.000601512-0.0464257j 0.000249962+0.00722371j 0.0294871+0.0472298j -0.00588789-0.012896j -0.0170037+0.00396614j -0.00302842-0.0425345j 0.0321451+0.0846553j 0.0883556+0.0214655j 0.0350714-0.0182335j 0.0445786-0.0220597j 0.0468909+0.0521938j -0.0214927+0.048774j 0.0760387+0.0678177j -0.0627604+0.0188057j 0.0534722+0.011683j -0.00918329+0.0360768j 0.0858503+0.117049j -0.0114813+0.0528838j 0.0838282+0.0600133j -0.0564535-0.0532552j -0.00472348+0.00273686j 0.0232176-0.0127994j -0.00447585-0.0452313j -0.0262773-0.0815737j 0.0805641+0.0946278j -0.06402+0.0107498j 0.0305132+0.082986j -0.0492425-0.0614197j 0.0535931-0.0114641j -0.00515834+0.072478j -0.0450885+0.0277129j 0.0241329-0.0281807j 0.0521216-0.045811j -0.0352065-0.0310857j 0.0117358+0.0423485j -0.0457004+0.0266988j 0.0239504-0.0432931j -0.0568046+0.0197325j 0.00973587-0.0469946j 0.0673816+0.0190882j -0.0663265+0.0499933j 0.0915609+0.0415805j -0.013448+0.0315098j -0.069518-0.090449j -0.0127511-0.0105779j -0.0334833+0.00213092j -0.02609-0.00664067j -0.0943764-0.0571712j -0.00707259+0.0330769j 0.0326434-0.0162944j 0.072654+0.0662957j 0.016468-0.0751577j -0.126738+0.0524107j -0.0231414-0.0562056j -0.038128-0.0415684j -0.0187659-0.0280085j -0.0738405-0.0645997j -0.0136337-0.0596969j 0.0401773-0.00853585j 0.0544432-0.00587253j -0.045774-0.0818031j 0.0925279-0.0345508j -0.0273187+0.0288136j -0.0346936-0.0122244j 0.0572604-0.0482656j -0.0126677-0.0535517j -0.0465977+0.0372185j 0.014553+0.0241675j -0.0119689-0.0430213j -0.0850339+0.0314846j -0.00842407+0.0356241j -0.012066-0.0581603j -0.0079403+0.0147312j 0.0558161+0.0122067j -0.00599044-0.0837651j 0.0101563-0.109144j -0.00658914-0.00608733j 0.00996104-0.00426099j 0.0139452-0.0434324j 0.00875782-0.0472066j -0.00182825-0.0297924j -0.00833948+0.00898259j -0.0300152+0.0934474j -0.0578877-0.0106681j 0.0189341+0.014129j -0.0111598-0.0184595j -0.000255551+0.00128429j 0.0205666-0.0131176j -0.0408844+0.0384059j -0.00426881-0.0456568j 0.024226-0.0265763j -0.0392101-0.00125322j -0.018298+0.0219949j -0.00147003-0.00717546j -0.0169856+0.0278471j -0.0568805+0.0606017j 
