-0.0181025+0.0168699j 0.00221738+0.095709j -0.0469042+0.0533314j 0.0238801-0.0258494j -0.000683866-0.0111552j -0.0030494+0.0195621j 0.0311254-0.0391994j -0.0268707-0.0100426j 0.0890772+0.0267863j 0.0329717-0.0174674j 0.00473271+0.0144947j -0.00273092+0.00652939j 0.0132858+0.047449j 0.000144746+0.00903044j 0.0229865+0.0350236j -0.0274866-0.00708959j -0.046473-0.0202998j -0.000431969-0.0322346j -0.0394968+0.0163057j 0.0477881+0.0321399j 0.0290814+0.00345015j -0.0241052-0.013447j 0.00156164-0.00445053j -0.00446095+0.00732243j -0.0283244+0.00604827j 0.0187807-0.00494616j 0.0137604-0.0133007j 0.0136742+0.00360743j 0.0163611+0.00656097j 0.0011669+0.00532963j 0.00926439-0.0131319j -0.00796167-0.0152128j -0.00754108-0.0201066j -0.0152782-0.0180449j -0.00885458+0.00891384j -0.006924-0.0025259j -0.00530641-0.0142275j -0.032597-0.0190136j -0.0195739-0.0226097j 0.00282181+0.00135788j 0.0151555+0.00519724j 0.017836-0.00692388j -0.00171954-0.00415829j -0.00706973-0.0172678j 0.0124012-0.00726492j 0.00921741+0.00182397j -0.0125002-0.00520099j 0.00453424+0.0106365j -0.0166918+0.0061443j 0.032598+0.017938j -0.00249228-0.00748533j -0.0189325+0.00391359j 0.00149341-0.00717019j -0.00453159+0.0177068j -0.0038999+0.00893927j 0.0169744-0.00954413j -0.00468312-0.00302609j -0.0114875+0.0262492j 0.0130727+0.000838173j -0.00820047-0.0127427j -0.000747833-0.00210451j 0.00902027-0.0116475j -0.00397205-0.0069747j 0.00518519+0.00131171j -0.00142273+0.036851j -0.0259404-0.0252587j -0.00219527-0.0197892j 0.0162233+0.0165723j 0.0106704+8.06858e-05j -0.0115959-0.0160781j -0.0074178-0.0192572j 0.00669811+0.033692j -0.0210077-0.0355032j 0.0648889-0.0181771j -0.00816557+0.0264417j 0.00174347-0.0148561j 0.055094+0.0639171j -0.00227653-0.00968662j 0.0139826-0.02666j -0.0104623+0.0489578j -0.0340604-0.0715722j 0.0774408+0.0497705j -0.0199187-0.0213178j -0.0092349+0.0865618j 0.0901987+0.0220093j 0.0882283+0.0194662j -0.0961783-0.0252247j 0.0482118+0.0131077j 0.0402298+0.0553264j 0.107977+0.115592j 0.0381611+0.0722046j 0.0217117-0.019179j 0.0341846+0.0339209j -0.0202778-0.0477905j 0.105115+0.128903j -0.201996+0.233576j -0.114925+0.0417132j 
0.0163112-0.00234428j -0.0188688-0.0265714j -0.00866079-0.0042065j 0.0123034-0.0155169j -0.0284001-0.0282643j -0.0163826-0.0296267j 0.02046-0.00338614j 0.0184681+0.0199193j 0.0120903-0.0162665j 0.0052087-0.0282396j 0.0162067-0.0039313j -0.0459514-0.0114958j 0.0596323-0.0152536j -0.0246046-0.0278018j 0.0762961+0.0676259j -0.0466102+0.0589872j 0.0342419+0.0203968j -0.0243229-0.0463214j -0.00964861+0.0324419j 0.0173998-0.0059622j 0.0633262+0.0474903j -0.0354649-0.0384666j -0.00391891-0.0080116j -0.0340826-0.055722j 0.00446917-0.0232081j -0.00612494+0.000278131j -0.035133-0.00900985j 0.00889596-0.0548925j -0.00448799-0.0189542j 0.00153247+0.0470558j -0.00967256-0.0447716j -0.034486-0.024499j 0.109233+0.0206631j 0.0455297+0.148945j 0.0537991+0.0869225j 0.0590902+0.107881j -0.056461-0.0759125j -0.0660439-0.0575733j -0.0552011+0.104811j 0.0643782+0.0381425j 0.045639+0.0231239j -0.0647581-0.0146305j -0.0363721+0.0495242j 0.0296817+0.0468036j -0.0228748-0.0224489j -0.0682016+0.0196097j -0.000381041+0.0602282j -0.00857533+0.0129653j 0.0767333+0.0122844j 0.0102174-0.0693832j -0.0222219+0.0749017j 0.00962484-0.0621701j -0.0149784+0.0471543j 0.0293321+0.0264465j 0.0550276-0.0419342j 0.0490207+0.0304884j -0.0390264+0.0727981j 0.0355813-0.0170093j -0.0895283-0.0434892j -0.0430711+0.0359692j -0.040849+0.0679309j -0.00409839+0.00442601j 0.0504704+0.0569478j -0.023114+0.0111823j -0.00940208-0.0727029j -0.00423011-0.0414831j 0.0270614+0.00440026j 0.0169717+0.0945797j 0.0316847-0.042784j -0.054432-0.01414j -0.0406276-0.036199j -0.0359553+0.0245816j -0.00367119+0.00931077j -0.00193636-0.0828707j 0.0149216+0.031408j 0.0129501-0.0114564j -0.0297528+0.0272068j -0.00700881+0.0126909j 0.02965-0.00539048j 0.0177748-0.029472j 0.027064-0.0329453j 0.00304315+0.0450203j -0.00767427+0.0275631j -0.0173197+0.0329438j -0.0138948+0.0194586j -0.00930315+0.0416357j 0.0188886+0.00359593j 0.0010602-0.0122826j 0.0304746-0.00327461j 0.000333793+0.0451377j -0.0117483-0.0171218j 0.00389263+0.00691418j -0.0134009+0.0349115j 0.00739774+0.00695118j -0.0128277+0.00417049j -0.00510825+0.0137976j -0.0310262+0.0105349j 
0.0177584+0.0200883j 0.0251955+0.031206j -0.011271-0.0122518j -0.0154042-0.00501318j 0.00588602-0.00176226j 0.0147167-0.00958131j 0.00777412+0.0160255j -0.0302802+0.0249031j 0.0141999-0.0275486j -0.0336151+0.00162609j -0.0167572-0.00667341j 0.0494194-0.0260809j -0.0722239+0.0936754j -0.00770057-0.0114498j -0.00639934+0.00624186j -0.0356741+0.0586037j 0.0261672-0.0486158j 0.0140117-0.0111026j 0.0584572+0.038747j 0.0143117-0.0032202j 0.0145066-0.0135868j -0.0842281-0.0325176j -0.000992176-0.0327832j -0.0771373-0.0406217j -0.0248599+0.070626j 0.092167+0.0362499j -0.0365474+0.0211017j -0.000123508+0.022429j 0.0525958-0.0123776j -0.0424656+0.0779549j 0.0466299-0.0375664j 0.0177075-0.102141j -0.0365697+0.00806184j -0.00645049+0.00134137j 0.00465939-0.049489j -0.00763487+0.00636431j 0.00952111+0.00621041j -0.00686284-0.0316756j -0.0815494-0.00304767j -0.0532752+0.00175297j 0.0188639-0.128179j 0.0249923+0.0135354j 0.0579866-0.00751821j 0.0212301-0.0139767j -0.0960376-0.0941746j -0.010772+0.00245462j 0.0743042-0.0262898j 0.015997-0.0323152j 0.0469774-0.0701706j -0.000679846+0.0239873j -0.0215617-0.0114092j -0.0593767+0.0558761j -0.0412875+0.00147258j 0.0985537-0.0471965j -0.00467655+0.0649751j -0.042575+0.0101765j 0.0256303+0.0908507j 0.0383402-0.0980071j -0.0425016+0.0106153j 0.072815+0.0331829j -0.0494228+0.0261634j 0.0446755-0.0967606j -0.0821086-0.0243293j 0.0765898+0.0387854j -0.0537456+0.00801645j 0.00577708+0.00897751j -0.0291909+0.0274506j -0.175099-0.026627j 0.00398703+0.042983j -0.0783054-0.0210558j -0.0191895+0.0161291j 0.0330174+0.0810829j -0.0553375+0.0528823j 0.0064915+0.0877024j 8.49478e-05-0.0541129j -0.0434643+0.070973j -0.043982-0.0014911j 0.0193765-0.00339794j 0.00262692+0.0125213j -0.034632-0.110785j -0.0332514+0.0214715j 0.0357613-0.0144865j -0.0338233-0.0636815j -0.00700285-0.0375962j 0.0405257+0.0344776j -0.0202799+0.0069924j -0.0186757+0.0170765j 0.0151043-0.00319463j -0.0190297-0.00569622j -0.00634576+0.000357588j 0.0205146-0.00925163j -0.000780719+0.0318169j 0.0267624-0.0270436j -0.0360311+0.0041503j 0.0210686+0.00864955j -0.000674075-0.00691055j 0.0267931-0.00154865j 
0.00249876-0.00294651j 0.00993422+0.00439391j 0.0213684+0.00691857j 0.0386739-0.00976436j 0.050458+0.0415125j -0.000492406+0.0149172j 0.0357832-0.0149689j -0.0117591-0.0402829j -0.0176217+0.0360818j -0.0114138+0.0228311j 0.0074128+0.0189176j 0.0645654+0.00429554j 0.0169497+0.0670372j 0.0323282+0.0114423j -0.0726665-0.0129421j 0.0331533+0.0441774j 0.0186401+0.0131334j 0.0382965-0.015778j 0.0137271+0.0354933j 0.00810639+0.0289988j -0.0155167-0.0350766j 0.00435024-0.0781867j -0.0833461+0.00957195j -0.0019131-0.0199602j -0.0638654-0.011111j -0.0659778-0.00863039j -0.00611172+0.025064j -0.0500185-0.000195178j -0.0516464-0.0249432j 0.0489126-0.0705087j -0.0549232+0.00362852j -0.0825933+0.0792723j -0.0176682+0.0360852j 0.0671134-0.0204595j 0.0758976+0.0736078j 0.0794982+0.0179683j 0.0564774+0.0523888j -0.0442537-0.0691302j 0.0426415+0.00769357j 0.0187649+0.00264991j 0.0372317-0.0326983j -0.0372482-0.0337179j -0.00438952+0.0349145j -0.067948-0.0391208j 0.00869726+0.0123536j -0.00452017-0.0379448j 0.0670461+0.0144979j 0.0849863+0.0168083j -0.0423766+0.0105961j -0.0755607-0.0639363j 0.0266247+0.063787j 0.0866007+0.0517302j -0.0339755-0.0207825j -0.0180617-0.00061687j 0.079339-0.00760053j -0.0386531+0.0477903j 0.0258936+0.012897j -0.0581502-0.00133092j -0.0812347+0.0282087j 0.0148379+0.0470533j -0.0767673+0.0634064j 0.00575742+0.0597083j -0.00194901+0.0537929j -0.0353572+0.0431358j -0.0294632-0.0400232j -0.0395929-0.0974116j -0.00181713+0.00159442j -0.053775+0.0213127j -0.0114648-0.0439588j -0.01541-0.0411296j -0.028538-0.0331199j -0.0174953+0.0505348j -0.0863954-0.00325707j -0.0866328-0.0875138j 0.0393017-0.0201729j -0.0620278+0.0143175j -0.0123343+0.00821052j 0.0429873+0.00105674j 0.0275902+0.0277656j 0.0226147-0.0202907j -0.0274927+0.0298614j -0.0080504+0.0150099j 0.00723628-0.000242646j 0.00142809+0.00100921j -0.0016514+0.0508694j 0.0116568+0.039102j 0.0480172+0.0392436j 0.0239107-0.00872097j 0.00533319+0.00956175j -0.016467+0.0189222j 0.000658632-0.0172017j -0.025637+0.0200204j 0.0141987-0.0235182j 0.0170852-0.0045773j 0.0140267-0.00345399j -0.0021228-0.00690442j 0.0290465-0.00769565j 
0.0505622+0.0436071j 0.00509348-0.0333561j -0.0132475+0.00999089j 0.0164314-0.00127167j -0.0349655-0.0189638j -0.0194586-0.0221381j 0.0343876-0.00381749j 0.0233232+0.0227162j 0.0406386-0.000842119j 0.0219795-0.0417383j 0.00794928-0.00975326j -0.0390647-0.0378018j -0.013033-0.067952j -0.0714421-0.111708j 0.0969043+0.102625j -0.10219-0.0624011j 0.0809013-0.0172009j -0.0329612-0.021932j -0.014515+0.00849327j -0.0277607+0.0439509j -0.044725+0.0414753j -0.0217252-6.87568e-05j 0.0974418-0.0800863j -0.0270187-0.068138j 0.00423965+0.0341152j 0.0468515-0.0274732j 0.0258947-0.0237568j 0.012162+0.0246967j 0.00013562+0.0725552j 0.0266879-0.00884184j -0.00574875-0.0381023j 0.11824-0.0215218j 0.076312-0.00608081j -0.136842+0.0792297j -0.0124736-0.0528663j -0.0668754+0.082915j -0.0222457-0.0879684j 0.0401335-0.0420503j -0.0712369+0.117411j 0.00712559-0.0567742j -0.0382783-0.0883321j -0.0435508+0.084591j -0.00222441+0.123161j 0.0803139+0.0938266j -0.118964-0.0383283j -0.0501579+0.0529383j -0.0262154+0.0389861j -0.00840548+0.0174097j 0.146443-0.125758j -0.0422118-0.0360505j 0.00464501-0.07483j -0.0642902-0.0494369j 0.0203684-0.00854076j 0.108265-0.0430234j -0.0184863-0.0648007j 0.02708+0.0168206j 0.0365312-0.110432j 0.0436159+0.151381j -0.000850017-0.0909389j -0.0762798+0.0210614j -0.0439466-0.00840605j -0.000131065+0.0456107j 0.123505+0.0884425j 0.031302+0.00105889j -0.0292795-0.0258413j -0.00398217-0.0355191j 0.0242862+0.0298673j -0.0108194-0.0260391j 0.00799337-0.0135621j 0.0374223-0.00399164j 0.0362422-0.00615434j -0.0328944-0.0073106j 0.0290738-0.0180462j -0.0566904-0.0459257j -0.0381488-0.00760288j 0.0219823+0.0452315j -0.0110929-0.0322205j 0.017289+0.0054118j -0.0361953-0.0624003j 0.0521583+0.0105976j 0.0496982-0.0490816j 0.017394-0.0260838j -0.00141476+0.0907833j 0.0380429-0.00305778j 0.00218608+0.0217576j -0.000871731+2.23866e-05j 0.0282241-0.0735771j -0.0176748-0.00729401j -0.0129892-0.0213669j -0.018196-0.00841111j -0.0308843-0.0181319j -0.0222099-0.00361727j 0.010584+0.016862j 0.00299259+0.011413j -0.011518-0.00907183j -0.00829633+0.0190725j -0.0286125+0.0309499j 
0.0159404+0.0118727j 0.0125614+0.011405j 0.0189368-0.00807114j -0.0097863-0.01892j 0.00994912+0.0163755j -0.0424196-0.00891527j -0.0221185-0.0353162j -0.0565964+0.0932498j 0.0941594+0.00302076j -0.0158079-0.0171248j -0.0479222-0.00338022j 0.0336778+0.00755464j -0.0956388-0.00813588j -0.0115314+0.00114571j 0.0465831-0.0474976j -0.07932+0.112867j -0.03032-0.0944868j -0.00473731+0.000417081j -0.00793153+0.00223418j 0.0406082+0.0303696j 0.0689762-0.0100687j -0.0227996-0.0140514j 0.0184979+0.0894042j -0.0466907+0.0102039j -0.0676532-0.0100168j 0.0306332-0.00234617j -0.0309561+0.0388557j -0.00960285-0.00164256j 0.0627265+0.000141864j 0.0416769-0.00713079j 0.0268545-0.0207708j -0.01691-0.0473147j -0.0496198-0.0207835j -0.00120271-0.00131979j 0.0751329-0.0437751j 0.0250649+0.0223519j -0.0249131+0.0061827j -0.048526-0.110957j -0.0532906+0.0596311j -0.00405388-0.0354878j -0.0284203-0.046883j 0.00539582-0.0155107j -0.0051488-0.00345138j 0.062797-0.0113325j -0.0669258+0.00297342j -0.0438652-0.0558342j 0.00382747+0.0119902j -0.0350308+0.0455116j -0.0369127-0.0148189j 0.0579102-0.0361013j -0.0082232+0.0118138j 0.0228221-0.0478546j -0.0804223+0.0805291j 0.0609927+0.00632823j -0.0273368+0.0311331j 0.00705656+0.00875128j -0.0218094+0.0532821j 0.0143906+0.0168325j 0.0445273+0.0393223j 0.00419551+0.0229458j 0.0140373-0.0236032j -0.0042878+0.023363j -0.0023179-0.0147178j 0.0563909+0.0296489j -0.131435-0.00362599j 0.0193424-0.0838402j -0.0189475+0.0743695j -0.024499-0.0039688j 0.00011089-0.050587j -0.0722846+0.0343199j -0.00775477+0.0283742j -0.041519+0.0067717j 0.0153687+0.00275147j 0.00500621+0.0465517j 0.0299491-0.0589955j -0.0370201-0.0311148j 0.0179682+0.0569972j -0.0240368-0.0117112j -0.0386394-0.0322375j 0.0429705+0.00655684j -0.0839005+0.0315562j 0.031511+0.0815387j -0.0171848-0.0467401j -0.080983+0.0435675j -0.0305991-0.0582353j -0.0362184+0.0423012j -0.00790422+0.0413721j 0.0329703-0.0434689j 0.0183976+0.0289918j 0.00505997+0.0860367j 0.0188324-0.0426522j -0.0260296+0.0802427j 0.0554759+0.00860378j -0.0571893+0.0178753j 0.00468759+0.0409516j -0.0546942+0.0135895j 0.0119847-0.0103771j 
-0.0394985-0.000135189j 0.00349095-8.83195e-05j 0.0159514+0.0329805j -0.0198852+0.0161885j 0.00311337+0.022194j -0.0306675-0.0019868j -0.0410939-0.0429436j -0.0474382+0.00516952j 0.0237652+0.0242375j -0.00788714-0.00822669j 0.0445096-0.0247143j -0.0213774-0.0853098j 0.0402899-0.0414374j 0.0329679-0.0438974j 0.0164392+0.0109157j -0.029015+0.0359299j -0.0352388-0.16426j -0.00153058+0.00871651j -0.0124691-0.0482673j -0.0789487+0.0360126j 0.0308607+0.0593754j -0.00848037-0.062389j 0.0079889+0.0270729j -0.0343548+0.0607813j 0.0594591+0.013584j 0.0275967+0.00786847j 0.000688894+0.0230677j 0.00557381+0.0497064j 0.0295097+0.039212j 0.0603183-0.00765271j -0.0247843+0.0245662j -0.0416462+0.00930938j 0.0847518+0.0224152j -0.0392387+0.0553133j -0.0260369+0.034338j 0.0433439+0.0578156j 0.0214703+0.0784085j 0.0356932+0.00045933j 0.0329501+0.0287976j -0.0314862-0.0518241j 0.00392057-0.00821071j -0.0421742+0.044587j -0.0617207+0.0146562j -0.0164935+0.0289851j -0.0137924-0.0327502j 0.0506959+0.0387996j -0.0619278+0.0329499j 0.112444+0.0209837j 0.0648151+0.019358j 0.0265233-0.0204752j -0.0280163+0.0671341j 0.0759541-0.0528955j 0.0972901-0.084099j -0.0655885+0.148827j -0.00496335-0.0364059j -0.0127212-0.00747471j -0.191728+0.100201j 0.121537-0.112305j -0.0349367+0.058189j -0.0154231-0.00785927j -0.0876721-0.0334334j 0.010943-0.135689j 0.0027291-0.0784538j -0.00915509-0.00227849j 0.0514392+0.0849729j -0.0699136+0.0830867j 0.00051188-0.0312554j 0.0121122+0.169506j -0.00687417+0.0586945j 0.0335548+0.0105472j -0.00634017+0.0557537j 0.0416344+0.00980055j 0.0215766+0.0227316j 0.061796-0.0129835j 0.0288643+0.0771306j 0.0266202+0.0531396j -0.0262508-0.0550895j -0.0539157+0.00843819j -0.00616027+0.0301035j -0.0529893-0.0441547j -0.0149153+0.0229108j -0.0216638+0.0499724j 0.0420948-0.0383775j -0.102637-0.0270525j -0.017657-0.0820517j 0.00894599-0.0169225j 0.0112557+0.0166298j 0.00123741-0.0174735j -0.0219688+0.0280128j 0.0188941+0.0283617j -0.0332994-0.0253709j 0.00336351+0.0103019j 0.0182453-0.0175977j 0.00302542+0.0190917j 0.000456523-0.0159355j -0.00771368-0.0252393j 0.0101238+0.0024908j 
-0.0397393-0.0308478j -0.00849936+0.0174737j 0.000715468-0.00110524j 0.00275598-0.0123873j 0.00951853+0.0259317j -0.00810115+0.0223616j 0.013305+0.0185247j 0.0230732-0.000791347j -0.00295477-0.0527959j -0.0115192-0.0486844j 0.0196671-0.0986565j 0.0334132+0.052357j -0.0483641+0.0131913j -0.000507746+0.0814797j 0.0586875-0.062329j -0.06232-0.0396327j -0.0266447-0.0314687j 0.103673-0.0348658j -0.0487344+0.00923019j 0.00154149+0.0544672j -0.0236667-0.014734j -0.0285406+0.0838709j -0.0185829+0.0172947j -0.0489603-0.0524682j 0.00559988+0.0467942j -0.0811288-0.0203425j 0.112375-0.00403166j -0.0875563-0.0419503j -0.00203507-0.0168096j 0.0681983-0.0346784j -0.011597+0.016295j -0.00451054+0.0363361j 0.0749306-0.0538625j -0.0621528-0.0354493j 0.0534497+0.0111497j 0.0391324-0.130326j 0.0408575+0.0639884j 0.0466258+0.0219367j 0.0753952-0.0127135j 0.0297315-0.00620656j -0.0535078+0.0058931j 0.0312472+0.00720032j -0.0757296+0.00373292j -0.0364784+0.0629226j 0.0462148+0.00627876j 0.104878+0.00996j -0.0471736-0.0593814j 0.00429949-0.0749694j 0.0444182-0.0010082j -0.0383403-0.0109722j 0.0275102+0.0196749j 0.0175751+0.123786j 0.0467044-0.000440139j -0.00791204+0.0200004j 0.0124991-0.0394054j -0.00404588-0.0869405j -0.0546138-0.0685198j 0.0503946-0.0826226j -0.0115113-0.0417215j -0.0485882-0.0877809j -0.0722207-0.0100292j 0.0261368-0.0742589j -0.0430981-0.0406556j -0.010602-0.0111684j 0.00490422-0.0622531j -0.107307-0.0115172j -0.0233034+0.0202607j 0.0171774+0.0597692j 0.00749837-0.0100689j 0.0376317+0.0678008j -0.0291751+0.00730235j 0.0600366+0.013161j -0.119918-0.0481828j 0.00224081+0.0206953j 0.000981796+0.01267j -0.0571476-0.0216409j 0.0626923+0.00609503j -0.0664215+0.0100917j 0.0314964-0.0177014j 0.0433-0.0334156j 0.00378837+0.0138282j -0.010373+0.107767j 0.0364082-0.038817j -0.0695416-0.0135861j 0.0469902-0.025684j 0.0549365+0.0108431j -0.045831-0.0518198j 0.0524216+0.0245145j -0.00109328+0.000168282j 0.00095805-0.0176888j -0.00697876+0.03536j -0.0361599-0.00269729j 0.0562494-0.0113066j -0.0047633+0.0101146j -0.00132823+0.0547674j -0.00581279+0.0200875j -0.036433-0.00100063j 
-0.0111291-0.0680828j -0.0815991-0.0318803j -0.0131178-0.0115799j 0.00658279-0.0227037j 0.00851994+0.0263922j 0.000942417+0.0239691j 0.0328659+0.013923j -0.00199142-0.0267516j -0.0534864-0.0411332j -0.00569363-0.00956305j -0.0249352+0.00137867j 0.0253929-0.0376622j 0.0768879-0.0297897j -0.00667487+0.000988011j -0.0100351-0.0301745j -0.0433417-0.0452334j -0.0672245+0.0306299j -0.0408191+0.018874j 0.011963+0.0095142j -0.0168946-0.00208546j 0.00483354-0.058443j -0.0536149-0.00267215j 0.00770398-0.0473105j -0.00565007-0.0102931j 0.101966+0.0301301j -0.0557569+0.0240933j 0.0613363+0.00927815j -0.0228391+0.0311367j 0.0349198-0.0379047j 0.0344238-0.0603921j -0.0435678+0.0267273j -0.00360124+0.00819318j -0.0120168+0.0450711j -0.0643898-0.0136955j -0.0247245-0.0213604j -0.0279019-0.0170282j 0.00468905+0.129628j 0.0206968+0.0391004j -0.0512179-0.0113117j -0.047425+0.000626502j -0.0206146-0.0737172j 0.0675122+0.0544159j -0.0627947+0.000666714j -0.0346547-0.0168838j 0.0723783+0.00446932j 0.0104124+0.0550028j 0.000830492+0.000639393j 0.0150194-0.000865262j -0.0535043-0.0573403j 0.0360996-0.00712928j -0.011809-0.00986033j -0.0299644+0.0534337j 0.00618666+0.0148019j 0.0722061-0.0110087j 0.0616457-0.0114265j -0.0384169+0.0262664j -0.00324937-0.0201136j -0.011585-0.0665161j 0.0110852+0.0466705j -0.0318684-0.0316428j -0.00603848+0.10033j -0.00081902+0.00687703j -0.0856667-0.041679j 0.0815481-0.0141714j -0.01744+0.000841976j -0.0981151-0.0252825j 0.0379624+0.0224852j 0.0125179-0.0154159j -0.0113237+0.00242138j -0.0514328-0.0638051j -0.0441605-0.0459722j 0.0305426+0.0439764j -0.0369743-0.0827226j 0.03794+0.0393994j 0.0435042+0.0304064j -0.0356898+0.0615164j 0.064623+0.00222805j 0.0450199-0.0320373j -0.0108437+0.0299116j 0.0188719+0.0306138j -0.0228205-0.00242128j 0.0215114+0.00948806j -0.00435622+0.00123792j 0.0508534-0.0312204j 0.0539031+0.0515627j 0.0642523+0.0241231j -0.0629573-0.0459184j 0.00868201+0.0372726j 0.0163762+0.0250706j 0.019425-0.00522441j -0.00376123+0.0131366j 0.0556034-0.0329253j -0.00366352-0.0362838j 0.0309629+0.02455j 0.000112265-8.54677e-05j -0.0234093+0.00525216j -0.0127323-0.0419681j 
0.0116702-0.0172142j 0.00828116+0.00951235j -0.00153292+0.00687039j 0.0193188-0.0149088j -0.00548233+0.0288702j -0.0306211-0.0491857j 0.00646764+0.0472772j -0.00336574-0.064854j -0.0197147-0.00519328j 0.0096989+0.0532641j -0.0444911+0.0136889j 0.031444+0.0116886j 0.0447554+0.0577885j 0.0223664-0.00192482j 0.0281023-0.0286168j 0.0317394-0.0129098j 0.0511958+0.0505114j 0.0723716-0.062796j -0.0284387+0.0330231j -0.00391418+0.0176848j -0.0242315-0.0102441j 0.00248399-0.0659349j -0.100843+0.0240584j -0.051342-0.00232101j -0.0219777-0.0312053j -0.0407443+0.0185742j -0.0278034+0.00439251j 0.0185904-0.0628948j 0.0400918-0.0105033j 0.00818274+0.011324j -0.0211932+0.00636844j 0.00403989+0.0840643j -0.0521719+0.0344929j -0.0406885+0.012892j -0.0296425+0.120589j -0.00751313-0.0522621j -0.018588+0.013038j 0.0163095+0.0188477j -0.047573-0.0782806j 0.0165616+0.0952369j -0.0340319-0.0252215j 0.0450567+0.011312j -0.0428717-0.0103681j -0.00960861-0.0755844j 0.0561667-0.0691537j 0.00661869+0.0640538j 0.0387728-0.0497176j 0.0901828-0.0346089j 0.108655-0.0236629j 0.0418278+0.0148947j -0.00865976+0.0017944j -0.0975541+0.0880129j 0.0149112-0.0210319j -0.0140953+0.0651166j 0.00564709+0.111907j -0.0607712+0.0393359j -0.0348093+0.196913j 0.0418295-0.0547374j -0.024073+0.110672j 0.0221352+0.0223305j -0.0157686+0.030148j 0.0102118-0.0650083j -0.0357261-0.0193866j -0.0330617+0.0473096j 0.0447547+0.0779553j -0.0395563+0.00682701j 0.0364261-0.0806566j -0.0103183+0.0348008j 0.0521141+0.0349921j -0.0199399-0.0245277j 0.00639513+0.0801939j -0.0344135+0.00852419j -0.00569098+0.057182j 0.0224712-0.0648065j -0.0312312+0.0198088j -0.0119782-0.0531899j -0.0107479-0.0209873j 0.0146532+0.0405806j 0.0618989-0.0148008j -8.00033e-05+0.0156258j 0.00355499-0.0449474j -0.0266701-0.038966j -0.00573754-0.0124709j 0.0269118-0.00253127j 0.0314862-0.0126932j 0.00961926+0.0280983j 0.00802115+0.0332268j 0.018801+0.0206069j -0.051515+0.0278384j -0.0151156-0.0454022j -0.0220233+0.0573578j -0.035476+0.015379j -0.0255023+0.0216021j 0.000634424-0.020454j -0.0285829+0.0153495j -0.0260003+0.0227085j -0.00892206-0.0231365j 
-0.082994-0.0394721j -0.0262629+0.0435327j -0.00648308+0.0387135j -0.029002-0.0181065j 0.0332488+0.0353744j -0.0383191+0.0123323j 0.00374069-0.0751457j 0.00752428+0.0326082j -0.0155884-0.0236853j 0.0183457-0.0376383j 0.0358821-0.0641239j -0.0868157+0.0874374j -0.120206+0.0425211j 0.0122604+0.0675071j -0.0403389+0.00162543j 0.0178826+0.014494j -0.0769668-0.0539203j 0.0266646+0.0467327j -0.0379186-0.0128711j -0.00463037-0.0252382j 0.00472028+0.00551026j 0.0639283-0.040934j 0.0752744-0.0497965j 0.0545245+0.0235738j -0.00722-0.0388898j 0.102628-0.00334313j -0.0201355+0.0619775j 0.0463356+0.0239193j 0.0238968+0.0413079j 0.025975+0.0604196j 0.0398526+0.0154708j 0.018471+0.0550334j 0.0438249-0.0747024j -0.00288237-0.130816j -0.00227492-0.0232561j 0.0328707+0.0164138j 0.0127991+0.00499418j -0.00617167+0.0510119j -0.0300816+0.0277553j 0.010186-0.00547714j 0.0107949-0.0745762j 0.00281879+0.0775734j -0.0347201-0.0205758j 0.0342841-0.0105596j -0.0450198-0.0585043j 0.0212928+0.0504306j -0.0954028+0.0028238j -0.0241406-0.0238576j -0.0204645-0.0597325j 0.0359061+0.027776j -0.0307604-0.0710613j -0.0462428+0.0190851j 0.0494558-0.00904248j 0.0101122+0.0324443j -0.0421551-0.00138109j 0.102218-0.039146j 0.026107-0.0830364j -0.0343729-0.0907998j 0.0311064+0.0194558j -0.0631203-0.0396093j -0.0601501+0.0676444j -0.030179+0.00995563j -0.0882931-0.00585364j -0.0511261-0.0673023j 0.0178069-0.16423j 0.0852409-0.0115513j -0.0380376-0.0213734j 0.00730139+0.014643j -0.0470357-0.114654j 0.0009158-0.0048462j -0.0447419-0.060328j 0.0160625-0.0120759j 0.0688103-0.0585618j 0.03142+0.00219114j -0.00688084-0.079648j 0.0588853+5.06094e-05j 0.0202872-0.0357445j -0.0867646-0.0567559j 0.0235134+0.0719334j 0.0224143-0.0440963j -0.0354205+0.0429154j 0.00978621+0.0408668j 0.0115624+0.0526888j 0.0125203-0.00896564j -0.0113228+0.0767284j 0.0278967+0.0642731j 0.00592938-0.0340581j 0.00968215+0.00799427j 0.0704501-0.0824944j 0.0659387+0.0291725j 0.0408239-0.0394293j 0.0111401+0.0153713j -0.00576055+0.00676244j 0.0015155-0.0220522j 0.0272802-0.00447261j 0.0246917+0.00884232j -0.0166306+0.0320681j 
