0.218778+0.00633472j -0.00630302+0.219031j 0.263856-0.0249071j 0.026309+0.270934j -0.171288+0.0855263j -0.103485-0.12032j 0.0926545+0.0546003j -0.0140369-0.197369j -0.167677+0.0938929j 0.109775+0.0537947j -0.0774789-0.070564j -0.017046-0.0715107j -0.0119317-0.119724j 0.0305082+0.0717764j -0.0555557+0.12856j -0.050339+0.00276623j 0.0382777-0.0417372j -0.0387178+0.0635038j -0.00575681-0.0442786j 0.105643-0.0392484j -0.0133229+0.0244328j -0.0758966-0.0120934j 0.0466049+0.0182664j -0.0342225+0.0144421j 0.0303231-0.016742j -0.02355-0.00116455j -0.0748137+0.0186044j -0.032858+0.0451686j 0.0732588-0.0356289j 0.0285109-0.00287931j 0.0386175+0.00800981j -0.0980128-0.000831474j -0.00286033+0.00407262j -0.00695361+0.00584061j 0.0270827+0.0343042j 0.00132678+0.00551303j -0.00399507-0.017079j -0.0140144+0.0708305j -0.00782248+0.0398391j 0.0055877-0.0145813j 0.0118496-0.00706525j 0.00691799-0.00966287j 0.0532828-0.0163037j 0.0151635+0.00783687j 0.102804+0.0404216j 0.0161798+0.00350549j -0.029566-0.00578701j 0.029727+0.018924j 0.0734087+0.0824972j 0.00484438+0.0193292j -0.0417928-0.00554724j 0.0233061+0.0099458j -0.0178595-0.0244718j 0.00865767+0.0223436j -0.0583508-0.00197136j -0.0806352-0.0293015j -0.00912948+0.0229956j 0.0809951+0.0698912j 0.0198848-0.0593572j 0.0271012+0.0782041j -0.0293873-0.0335395j 0.0392791+0.0134532j 0.00862307+0.135457j -0.058093+0.0855905j 0.0304727-0.102508j -0.0260608+0.0606352j 0.0900841-0.0586066j 0.114117-0.0360415j -0.162232-0.102962j -0.0210657+0.193805j 0.0896981-0.0541242j -0.106914+0.112196j -0.167025-0.0887057j -0.0296082+0.265832j 0.258471+0.0279811j 0.00447048+0.21619j 0.215958-0.00449626j 
0.00021549+8.63497e-05j -9.8238e-05+0.000218482j -0.000442448+0.000515699j -0.000617539-0.000537105j 0.000880205-0.00050661j 4.80426e-05+3.08487e-05j -0.0014121+0.000386391j 0.000227822+0.00113496j 0.000458973+0.000631962j 0.00173323-0.00193328j -0.00251623-0.00196812j 0.00204683-0.00203043j 0.000748679+0.000858032j -0.000731882+0.00110805j 0.000361033-0.00205985j 0.000141852+0.0044191j -0.0067729+0.000562366j 0.001003-0.00313972j -0.00164445-0.00066493j -0.0030987-0.00219599j -0.00054698+0.000586253j -7.31019e-05+0.00140283j 0.00159682-0.00111884j 0.00262785+0.00164248j 0.000777256+0.000523313j 0.000954964+0.00121916j 0.000164301+0.000697957j 0.00146746+0.00047188j 0.00113415-0.000230932j -0.00198092-0.000901365j 0.000714567+0.000931158j 0.0027408+0.00134838j 0.00267352+0.000907531j -0.000629948-0.00111367j 0.00105565-0.000614445j -0.0018987+0.00566216j -0.00240686-0.000478474j 0.00122099-0.00219267j -0.00278695-0.000989386j -0.00137032-0.0019541j -0.000650729-0.00176084j 0.000646394-0.00243094j -0.000477749+0.000278269j 0.000111917+0.000309448j 0.00386352-0.000593969j 0.000810356-0.00360694j 0.00207847+0.000780433j 0.00192247-0.00223844j 0.000219331-0.00191208j -0.0025753+0.00248672j -0.00142506+0.000280858j 0.00277848-0.00326982j -0.000774232+0.00174737j 0.000856114+0.000559833j -0.00380776-0.00127416j 0.00389538-0.00126939j 0.00352292+0.000521278j -0.000649981-0.00238362j -0.00205328-0.00211189j 0.0034899+0.00110882j -0.000280978-0.00110004j -0.00109289+0.000902178j -0.00463724+0.00311998j 0.00237672-0.00116528j 0.000883784+0.0031929j 0.000877049-0.00126372j 0.000715069+0.000199917j -0.000229795+0.00190582j -0.000513162-0.000298997j -0.00197284+0.000721816j 0.00012312+0.00138942j 0.000283571+0.000634512j -4.29483e-05-0.000372009j -0.00106-0.00124375j -0.0011592+0.00115063j 0.000125833-0.000467189j -0.000490676-0.000138282j 
0.000616478-0.000270946j 0.000303583+0.000712864j -0.000242561+0.000830591j -0.00116946-0.000336049j 0.00158053-0.00172855j 0.000430111+0.00055006j -0.000863713+0.00139629j 0.000613441+0.000940753j -0.000534385+0.00139279j 7.4508e-05-0.00153933j -0.00172805+0.00138964j -0.0020886-0.00163501j 0.00115205-0.00191534j 0.000439342-0.000465847j -0.000578108-0.0034908j -0.000142787-0.00134268j -0.001131-0.00155494j 0.00679752-0.000521875j -0.000217441+0.00226456j -0.00102825-0.00347415j 0.00202283-0.00201651j 0.000916703-0.000791357j -0.00174328-0.000270904j 0.000929913-0.000316784j -0.00221824-0.00255926j 0.00119463-0.000582763j 0.000433578-0.00100692j -0.000712449+0.000223885j 0.00233187-0.00196136j -0.00120182-0.00136654j 0.0029056+0.00134626j 0.000586231-0.000261496j 0.00211494+0.000569869j 0.00122857-0.00106654j 0.00262319-0.00136705j -0.000770027+0.00147964j 6.04358e-05-0.000418126j -0.000373517+0.000725587j -0.00176083-0.0011465j -0.000968051+0.0015127j -0.00117765-0.000809132j -0.000672228+0.000336834j -0.000271521-0.00147373j 0.000381735-0.000396152j 0.00232122-0.000994759j 0.000890362-0.0016502j 0.00245409+0.000220578j 0.00146892-0.00313362j -0.0013196-0.000887826j -0.0020493-0.000333007j -0.000963312+0.00209706j 0.00215216-0.00086454j -9.86247e-05+0.000809299j 0.00242305+0.000138227j -3.60481e-05-0.00206683j 0.00179643-0.00258263j -0.000638513-0.00178355j 0.0021836+0.000589921j -0.000938554-0.00163638j 0.000879724+0.00340093j -0.00267072+0.00138676j -0.00228142-0.00253944j -0.0012363+0.00244505j -0.000623646-0.00229051j 0.0023605-0.000842161j -0.00204363-0.00338368j -0.00234735+0.000525445j 0.00148591-0.00137599j -0.000967187-4.01475e-06j -0.000321237-0.000288569j -0.000694012+0.00037846j 0.000140049-0.000440718j 0.00136281-0.000568937j -0.000237004-0.000194266j 4.84786e-05+0.000268736j 6.48242e-05-0.000728627j -0.000727867+1.17619e-05j 
0.000489813-6.59226e-05j 1.67909e-05+0.000476473j 7.68793e-06+0.000139588j -0.00035956-0.000494197j 0.00129889+0.000596744j -0.0017189-0.000701427j -0.00351478+0.00200436j 0.000379737+0.00265803j -0.00348587+0.00152009j 0.000501544+0.00301244j 0.00135218+0.00344508j -0.0033711-0.00164801j 0.00201548-0.000571637j 0.0026266-0.000387363j 0.000972047-0.00286615j 0.00278997+0.00049111j -0.00335429+0.000194626j 0.000545933+0.00324347j 0.00117-0.00261883j 0.00300232+0.0021658j 0.00345121-0.000835974j 0.00152218+0.000790245j 0.00035368-0.00232489j 0.00265002-0.0015946j -0.000154726-0.00108146j -0.00108418-0.000272952j 0.000903602+0.000638411j -9.90047e-05+0.0001697j 0.00113542-0.000296735j -0.00100947+0.0022631j 0.00130869+0.000595234j 0.000631373+0.00267663j 0.000931382-0.000796568j -0.000256214-0.000928229j 0.000782357+0.00198904j -0.000668412-0.000868841j -0.00293549-0.00221194j 0.000958013+0.00117641j -5.8149e-05-0.00145828j -0.00393832+0.00172759j 0.000740521-0.00403883j -0.000308709+0.000480565j -0.00178978+9.40516e-05j 0.00113479-0.00103435j 0.00134658+0.000396573j 5.8125e-05+0.000672613j -0.003288-0.00134108j 0.00212646-0.000352554j -0.00142957+0.00173466j -5.03542e-05-0.000200013j -0.000427543-0.00129282j 0.00395452+0.0014215j 0.0039006+0.000142082j 0.00131627+0.00211097j -0.000452143+0.00213799j 0.000167038-0.00117735j 0.00340397-0.00519336j 0.00184718+0.00131437j -0.00354795-0.00336498j -0.00399832-0.00230114j -0.00060682-0.00604689j 0.00454951-0.000599666j -0.000252317-0.000342678j -0.00128449-0.000476153j 0.00305813-0.00126112j -5.64025e-05-0.00255425j -0.00290745+0.000182675j -0.00160851-0.00199106j 0.00188339+0.0016689j 0.000382962-0.00104014j -0.000141424+0.000122969j -0.000554456+0.000242122j -0.000841249-0.00103129j -0.000284082-0.00012128j -0.00039849-0.000156585j 0.000163055+0.000362882j 0.000360386-0.000184427j 
0.000586346+2.24511e-05j -4.1248e-05+0.000591168j -6.9593e-05+0.000343457j -0.000586652-8.31402e-05j 0.000705748-6.50918e-05j -0.00125901+0.000283421j -0.000675364+0.00227171j 0.000893043+0.00133864j -0.000423177+0.00287906j 0.00267823+0.00173879j 0.00332046-0.000529362j -0.0018372+0.00257855j -0.000176445-0.00157498j -0.00119853-0.00106483j -0.000841681-0.00301396j 0.00326212+0.00141046j -0.00537281+0.00557521j -0.00083827-0.000346232j -0.00548209-0.00411044j 0.000981958-0.000328074j -0.000714416+0.00369953j -0.000105644-7.42256e-05j -0.000631573+0.000344895j 0.00183602-0.00204076j 0.00208823+0.00227418j 0.000299373+0.00402863j 0.00205277-0.000145582j -0.00263249+0.000996448j 0.00241885+0.00147871j 0.00224196-0.000857159j -0.00049646-0.00135105j 0.000508645+0.00169021j -0.000489064-0.000631654j -0.00274294-0.00110782j -0.00252426+0.00277111j -0.00213175-1.10957e-06j -0.00304031+0.00211074j 0.000248779+0.00203978j 0.00261212+0.000594971j 0.00027157+0.00104435j -0.00290809-0.00377326j -0.000292944+0.00363372j 0.00247485+0.00261557j -0.00328998+0.00142477j 0.00213878-0.00227547j 0.000192026+0.000190213j -0.000278469+0.000924422j -0.00224487-0.000793558j -0.00353499+0.000213117j 0.00175549-0.00261702j -0.00114445-0.000204611j 0.00106016-0.00111558j 0.00319044-0.00102792j 0.000629502+0.00261545j 0.00119791-0.000275655j -0.00238889+0.00118166j -0.00042705-0.00377161j -4.57471e-05+0.000855381j -0.00565244+0.00171849j -0.000982273+0.00232347j -0.00408126-0.00754786j 0.00411612-0.0022399j -0.000885545+0.00264006j -0.00271178+0.000426383j 0.000275339+0.000844569j 0.000495566+0.00231755j 0.00210924+0.0021469j -0.00265069-0.000309464j -0.00141757+0.00226479j -0.000654102+0.000802896j -0.00060135+0.0016466j 0.0013331+0.000580884j 2.32915e-05+0.000292454j 0.000305176-1.73508e-06j 0.000128078-0.000376138j -1.50952e-05-0.000363761j -0.000406303+2.43358e-05j 
-0.000789686-0.00133773j 0.00135017-0.000862027j 0.000180434+1.87096e-05j 0.00104135-0.000412043j 0.000324255+0.00251911j 6.09178e-05+0.000410222j 0.00042621-0.00125334j 0.001396-0.00143924j -0.00134804-0.0059979j 0.00129695+0.00228303j -0.0021037-0.00167118j -0.00223546-0.00176772j -0.00255798-0.000446954j 0.00276871-0.00224864j -0.00236843+0.00214827j 0.00285013-0.000277677j 0.00298293+0.000329851j -0.0023634+0.000395624j 0.00154362-0.000264064j -5.76252e-05-0.00165341j -0.000887615-0.000942938j 0.0019642+0.00128586j 0.00201706-0.000934437j -0.00102345-0.000620659j -0.00482978-0.000878911j 0.00371904-0.00234913j 0.00446445-0.000965315j -0.000766359+0.00245386j -0.00222421+0.000547796j -0.000947703-2.63842e-05j -0.00220485-0.00567989j -0.00196019-0.00647867j -0.00210179-0.00094895j 0.00230493+0.00598596j 0.00159314+0.00164625j 0.00132766-0.00360811j -0.000996684+0.000794074j -0.00574551+0.00519858j 0.0023813+0.00172941j 0.000799954+0.000495452j -0.00298003-0.000225892j 0.000296458-0.00199578j -0.000445146-0.000776668j 0.00256527-0.00268991j -0.000254161-0.00062221j 0.000961605+0.00104519j -0.00162836+0.00184795j -0.00377009-0.0018567j -0.00101681+0.00190797j 7.88858e-05-0.00493888j -0.00071238+0.000367161j -0.00230736+0.000917902j -0.000471879-0.000231441j -0.00402608+0.000528801j 0.00291578+0.000972438j 0.000342219-0.0037159j -0.00227738-0.000454524j -0.00391046+0.000919621j -0.00108907+0.00308652j -0.000682299-0.00332454j 0.00115967+0.0014667j -0.00210645+0.000865547j 0.00395218+0.000252854j -0.00204244-0.00188135j 0.00354756-0.000454658j -0.00265611-0.000237114j 0.00162268+0.000302216j 0.00124193-0.000531549j -0.000355109+0.00342895j 0.0014337+0.000305653j -0.000303528+0.000288578j 0.000516498-0.000144727j 0.000325092-0.000678496j 0.000411979+9.96665e-05j 0.000612419-0.00100743j 0.000225487+0.000133993j 0.000209241-0.000238736j 
-2.81762e-05+4.29305e-05j -2.10929e-05+8.31772e-05j -0.000829253-0.000311417j 0.000239-0.000645899j 0.000334726-0.00025859j 0.000289708+0.000887255j 0.00167036+7.12274e-05j -0.000251143-0.00136248j -0.000751096+0.000941814j 0.000322145+0.00196321j 0.00250488-0.000197294j -8.65101e-06-0.000217383j -0.000651333+0.000900852j 0.00193409-0.0014242j 0.000119523+0.00313065j 8.40286e-05+0.00114738j 0.00115459+0.00127391j -0.00435416+0.000481643j 0.00015445-0.000827174j 0.00100808+0.000669558j -0.000514549+6.24646e-05j 0.000668788+0.000944624j 0.00190843-0.00127649j -0.000321869-0.000147275j 0.00138858+0.00174831j -0.000322481+7.99858e-05j 0.000292544-0.00171871j 0.000892087-0.000625527j -0.000679486+0.000751539j -0.000141492+0.00237275j -0.00169737-0.000768854j -0.00105336-0.000319526j -0.00129888+0.00188498j -0.00111422+0.000573367j 0.00043133+0.00106356j 0.000171028-0.000903995j -1.51343e-05+3.2401e-05j 0.000860208-0.000478601j -0.000738331-0.000129814j 0.000553065-0.00028614j -0.000198006-0.000741887j -6.78461e-06-0.00130864j -0.000793628+0.000488867j -0.000693603-0.000418473j -0.000144426-0.00109787j 0.00146209+0.00187542j -0.00167291-7.33525e-05j -0.000915428+0.00215768j 0.000678548+0.00101483j 0.000427452+0.000480805j 0.000972157-9.96054e-05j -0.000860887-0.000187799j 0.00199844-0.00046947j -0.000509084-0.000197052j 0.000566458+0.00131762j -0.00102326+0.000166018j -0.00113855+1.24154e-06j -0.00144809-9.65057e-05j 0.00128092+0.00187853j -0.00222715-0.00186863j 0.000689414-0.0011236j 0.00106139+6.78257e-05j 0.000934053-0.00148872j 0.00152761+0.00208464j 0.000171382-0.000252606j 0.00109259-0.000508205j 0.00186823+0.000898215j -0.00102781+0.0023909j 0.000205633-8.21385e-05j -3.32802e-05-0.000724631j -0.0015808-0.000257082j 5.03838e-05+0.00117043j -0.000300174+0.000437679j 0.000535828+0.000239554j 0.000257899-0.000247079j -9.25111e-05+0.000444091j 0.000446985+0.000177391j 
0.000145869+0.000260527j -0.000156858+0.000110196j -0.000225542+0.000313218j -0.000229571-0.000286469j 0.00120827-0.00171763j 0.00191877+0.00218956j 0.00189382-0.00126058j -0.00068425-0.000563629j 0.000461804+0.00181528j 0.00304561-9.29559e-05j -0.000519416-0.00217303j -0.00159258-0.00195937j 0.00201672+0.000532574j 0.000858846-0.00232906j 0.00117516+0.00123292j 0.00273311+0.00157127j -0.000147976+0.0052151j -0.00461339+0.00391003j -0.00287541-0.00142588j -0.000240456+0.000734205j -0.00116407+0.00229842j 0.000181753-0.00221876j 0.000619937-0.002875j -2.80503e-05-0.000757272j 0.00408261-0.00133888j 0.00212538+0.000577084j -0.00098302-0.00152722j 0.000523057+0.000152571j 0.000796686+0.00105782j 0.00128018+0.00138443j -0.00189345+0.000334223j 0.00130855+0.000944366j 0.000276832+0.00374014j 0.000301257+0.00172188j 0.00201157-0.000701207j 1.66561e-05+0.000352404j 0.000490469+0.0029633j 0.000761804+5.94012e-05j -0.000922767+0.00156374j -0.000305348-0.0014717j -0.00192085-7.53176e-05j -0.000805904-0.000409495j -0.000976936+0.00208346j -0.00169515+0.00079504j -0.000724161-0.00108956j 0.00289256+0.00108334j 0.000292953+0.000299949j 0.00101013+0.00255218j 0.000141301+0.00123933j 0.000583754+0.000487585j -0.00220753-0.0017116j -0.000803482-0.00144092j 0.00154502-0.0017727j 0.000849157+0.00202123j 0.00153209+0.000719494j -0.00213699+0.000765594j 0.000806438+0.00113086j -0.0021494+0.000497344j 0.00136486+0.00200681j -0.00174002+0.000314926j -0.00389688-0.000995018j 0.000650455-0.000815904j -0.000496214-0.000363742j 0.00313437-0.000842997j 0.00151046-0.000669981j 0.000515247-0.00147942j 0.00239646-0.00281881j 0.00114418+0.00322948j 0.00305797+0.00130417j -0.000113088+0.000442382j 0.000423489+0.0024575j 0.00280587+0.00140346j -0.00244556+0.00143168j -0.000373363+0.000272931j 0.000141628+0.000122429j -6.14762e-05-0.000123614j -1.83904e-06+3.92127e-05j 
0.000938644+0.00134296j -0.00125416+0.000881064j 0.000351758+3.17792e-05j -0.000191053+0.000806882j -0.00116967-0.00110102j -0.00080783-7.1797e-05j 0.00031387+0.00107387j -0.000331002+0.00163952j 0.00262647+0.0029905j -0.00112735-0.00219469j -0.000925978+0.00032917j 0.00113216-0.000450443j 0.00233802-0.00123223j -0.00176782+0.0034712j -0.000461808-0.00411546j -0.00232033-0.00144501j -0.000364507-0.000380053j 0.00191771-0.000543104j 0.00104183+0.000241257j 0.00256466+0.00497065j -0.00092051+7.39694e-05j -0.00121734-0.00707816j -0.00364194+0.00520891j 0.00123978-0.00272559j 0.0025521-0.00176422j 0.000187836+0.00337532j -0.000820146+0.00359642j -0.00716563+0.00110894j 0.000930293+0.000191771j 0.00419551-0.00300582j 0.00284248+0.00207605j 0.000148453+0.00267157j -0.00276714-0.00289357j 0.000476941+0.00237144j -0.00127417-0.000507634j 0.000453765-0.00583463j 0.00027923+0.00228617j -0.00407984+0.00369243j 0.00394136+0.00215535j 0.00145731+0.00230113j 0.00226861+0.00213276j -0.00239697+0.00804932j 0.000896107-0.00171605j -0.00136336+0.00341947j -0.00537888+0.00122027j -0.00328255+0.00456584j 0.00310088+0.000638383j -3.07466e-05-0.00127975j -0.00555862-0.00016877j 0.00445433-0.00353868j 1.19703e-05-0.00455308j -0.00113194+0.00581445j -0.00283828+0.000957085j -0.0028063+0.00127005j 0.00338762-0.000491408j -0.00732618+0.00192818j -0.00102297+0.000230496j 0.0072492+9.48318e-05j -0.00157257-0.000441471j 0.00336326+0.00391118j -0.00233452-0.000194315j 0.000592627+0.00147978j 0.00268727+0.00194471j -0.0047175-0.00104489j 0.000834995-0.000723658j 0.00134947+0.00198199j -0.00178891-0.00374111j 0.00239958-0.003921j 0.00170797+0.00228404j 0.00257344+0.000552201j 0.000728339+0.000116436j 0.000237907+0.000374851j -0.00223154-0.00129155j 0.000301662+0.00012932j 3.70847e-05-0.00096215j 0.000764825-0.000379705j -0.000302164-0.000731321j 
0.000146249-0.000348196j 0.000435812-8.58654e-08j 0.000181251+0.00050145j -0.000255655+0.000139196j -0.0015074-0.000825063j 0.00163002-0.00112202j -0.000382636-0.00193329j -0.00075316+0.00054448j 0.00108638+0.000266585j 0.00182555+0.000492719j 0.000572357-0.00135008j -0.00184935+0.00189392j -0.000416858-0.000835656j -0.00173524-0.00204079j 0.000757455-0.000155308j 0.000458626+0.00118277j -0.000975261+3.02124e-06j -0.000340725+0.0004171j -8.72296e-06-0.0019359j -0.000721773+0.000718797j -0.00128458+0.000647153j -0.00117769-0.00076884j -0.000567248-0.000340084j 0.000215189+0.00038292j -0.000621424-0.000334605j -0.000266181-7.58356e-05j -0.00143538+0.00100481j -0.000450144+0.00033663j -0.000673771-0.000118616j 0.00132838+0.000406845j -0.000161208-0.000995681j 0.000537283+0.000678375j 0.00237903+0.000305809j -0.000273266-0.000244331j -0.00138094-0.00153108j -0.00124008-0.000390127j -0.00024695-0.00093175j 0.000375639+0.000144326j 0.000518208+0.00200166j 0.000127987-0.000642399j -0.000150383-0.000354739j -0.000112372+0.0006959j -0.000264927+0.00216304j -0.000730346+0.000889062j -0.000677427+0.000178185j 0.00184189-0.00159203j -0.001073-0.000404033j 0.000758977-0.000270449j 0.000348921+0.000465405j 0.000784628+3.38837e-05j -0.000526832-0.000546505j -6.03014e-05-8.9008e-05j 0.000313434-0.00165886j -0.000270618-0.000222691j -8.53698e-05-0.000910417j -0.00120187+0.00134351j 0.0013314+0.000950941j -0.000269952-0.00021797j -0.000573049-0.00159563j 0.00038461+0.00114707j 0.00079259-0.000223584j -0.00049977+0.00138838j -0.00126719-0.000572566j -0.000260786-0.00152643j -0.00128888-0.000844397j -0.00230388+0.00135667j 0.000384011-0.000185189j 0.000392212-0.00061931j 0.000994342+6.69203e-05j -0.000735674-5.34579e-05j 0.000788285+0.00174964j 0.0012938-0.000397824j -0.000519731+0.000558715j 0.000290536-0.000179515j -0.000191718-0.000560846j 1.01192e-05+0.000105135j 0.000207326-0.000124158j 
-0.000452939-0.000875113j 0.000749603-0.000564143j 0.00117644+0.00126894j -0.00135016+0.000776246j 0.00196322+0.000588892j -0.0006745+0.00065136j -0.00253607+0.00038478j 0.000337749+0.00212961j -6.72619e-05+5.59178e-05j 0.00162483-0.000584007j -0.00111362+0.000890944j -0.00173791+0.00103311j -0.00117582-0.00176962j 0.00063529+0.000288264j -0.000852093-0.000579412j 0.00134528-0.00081269j -0.00216987+0.000415003j 0.00258342+0.000610848j -0.000129838-0.000230069j 0.000417646-0.00206741j 0.00165819-0.00321458j 0.000412865+0.00194477j -0.000833624-0.00106849j -0.000723603+5.6461e-05j -0.00188154-0.000754867j -3.11839e-05-0.000363567j 0.000598638-0.00130808j 0.0023282+0.00159923j 0.000553066-0.00114133j -0.00114939+0.00141883j 0.000608944+0.000622105j 0.000449953-0.00115946j 0.00224599-0.000140046j 0.000570562-0.00103856j 0.000239111-0.000293834j -0.0012029+0.00287538j -2.44254e-05-0.000558547j -0.000257245+0.00100996j -0.000226991-0.00118549j -0.000239303+0.00163076j -2.53065e-05-0.000956782j -0.000201652-0.00101996j 0.00117895+0.000552142j 0.000253032-0.00121109j 0.00175443-0.00071966j 0.000480658-0.00264707j 0.000126886+0.000330826j 0.000222195-0.00191732j 0.000716025-7.60583e-05j -0.00232517-0.000161768j -0.000390788+0.00134283j 0.00211154-0.00326755j 0.00174056+0.0001285j 0.000806723+1.03708e-05j -0.000611784-0.00106967j 0.00310745-0.00125053j 0.000145674-0.00213892j -9.63118e-05+0.000808916j -0.00197214-0.000890236j -0.00179526+0.000260536j -0.00228021-0.000823532j -0.000937722-0.00154967j -0.000715322+0.000277058j -0.000363691-0.00280964j 0.000720158-0.00100207j -0.00305767-0.000458148j -0.00140891+0.00120745j -1.50053e-05-0.000462646j -0.000507631-0.00101576j -9.59876e-05+0.000665899j 0.00102412-0.000752053j -5.77176e-05+3.7347e-06j 5.36131e-05+0.000450751j -0.000645017-0.00101654j -0.00106431+0.000685976j -0.000179898+3.42453e-06j -0.000108665+5.18592e-05j 
-0.000690431-0.00020801j 0.000211326-0.000859087j 0.00237458-0.000490813j 0.000609253+0.00184546j 0.00121306+0.000349962j -0.000585697+0.000955543j -0.000337373+0.000538801j 0.00135572+0.000113646j -0.00247907-0.00194767j -2.39951e-05+0.00141578j -0.000999136-0.000129228j -0.000207662-0.000651718j 0.00318618+1.89213e-05j -0.00142614+0.00117294j -0.00129585-0.00425688j 0.000372061-0.00222605j -0.00408732+0.00160595j 0.0025415-0.00101464j -0.00323705-0.000857103j -0.00406649-0.00143482j 0.000710404+0.0038489j -0.000825802-0.00192379j -0.00201504+0.000437266j -0.000261171-0.000350999j -0.000294735-0.000983307j 0.00202048+0.00165862j -0.000202419+0.00129525j -0.00179038-0.000334142j -3.76281e-05-0.000543714j -0.00127346-0.00429369j 0.00126845-0.00264908j 0.00291213+0.00161243j -0.000850995-0.00205289j 1.26316e-07-0.0011152j 6.83461e-05-0.000438249j 0.00166055+0.000780535j -0.00130326+0.00231049j 0.000887842-0.00218132j -0.00114532+0.00133735j -0.00143187-0.00135151j -0.00364731+3.0249e-05j 0.00249502+0.00126983j -0.00174562+0.000603352j 0.000297691-0.00144729j 0.00270561+0.00122142j -0.00271608-0.000636109j 0.000142165-0.00141451j 0.00118116+0.000734071j 0.000675577-0.0010945j 0.000754068+0.000320171j -0.00189164-0.000769183j 0.00133136-0.00125914j -0.00169107-0.000942692j 0.00311382+0.000657754j -0.000584723+0.00112185j 0.000665881-0.00119811j 0.00151782+0.00275695j -0.00202575-7.34927e-05j -0.00156962-0.000310913j 0.00234802+0.00113368j -0.00309708-0.000511946j -5.53347e-05-0.0027711j -0.00192931+0.00136456j 0.000867476-0.000460426j -0.000804122+0.000847054j -0.000862188-0.000155155j -0.00148433+0.000440078j -0.00340534-0.00265797j 0.000308917+0.00356468j -0.000738965+0.00168563j 0.00274496+0.00178945j -0.000332954-0.000791695j -0.00108377-0.0016457j -0.0010377+0.00123219j 0.000987094+0.000349623j -0.000115976-0.0010675j -0.000996592-2.43519e-05j 
-0.000177834+0.000200248j -0.000131123-0.000233955j -0.000529501-0.000587848j 0.000945179-0.000839647j -0.000750993+0.000669833j -0.00056648-0.000893274j -0.000347042+0.000877931j 0.00138789-9.89532e-05j 0.000399546-0.00145564j 0.00207867-0.00247748j -0.00383355-0.00239563j -0.000143884-0.00190942j 0.000909425+0.000638296j -0.00205749-0.00081404j -1.65201e-05-0.00338648j 0.00226376+0.00218956j -0.0041189+0.0010223j 0.00323263-0.00230111j -0.00141357-0.00105137j -0.00380082-0.00284073j -0.00145716+0.00112367j 0.00139998+0.000997769j 0.00114436-0.00111079j 0.00194646+0.00110317j -0.00095002-0.000339988j 0.000894307-0.0021218j 7.52132e-05+0.00232409j 0.00230349+0.000766158j 0.00143351+4.67941e-05j -0.001839-0.00217608j 0.00013154-0.000255734j 0.00313687+0.00110099j 0.00134118-0.000380882j 0.000795667-0.00130646j 0.00151427-0.000684442j -0.00125108+0.00583599j -0.00342065+0.000973136j 0.001326-0.000532501j -0.00187636-0.00090061j -0.00187411-0.00162852j -0.00232432-6.68554e-05j 0.00127853-0.00362156j -0.000316411+0.000549168j 0.000485738-0.000541217j 0.00266556+0.000254235j -0.000542149-0.00402868j 0.00152071+0.00134738j 0.00101022-0.00326677j 6.18168e-06-0.000722579j -0.00370878+0.00225895j -0.00345923+0.000362132j 0.00280961-0.00345184j -0.00224612-0.000132865j 0.00208483+0.00159927j -0.00316917-0.00122197j 0.00399299-0.0018731j 0.00385067-0.00134658j -0.00134508-0.00179711j -0.00323146-0.00188071j 0.00332621+0.0011557j -0.000238984+0.000581849j -0.0012133+0.000422218j -0.00344991+0.00307957j 0.000747584-0.000877623j 0.00084348+0.00201382j -0.000221019-0.000276742j 0.00116277-0.000711405j 0.000542282+0.00035749j 0.00042817+0.00115531j -0.00212371+0.000422678j 0.000939152+0.00230482j -0.000434686-0.00118388j 0.000586168-0.00202891j -0.00103175-0.00041459j -0.000278941+0.00050725j -2.35477e-05-0.000846366j -0.000736268+1.06746e-06j 
