0.218778+0.00633472j -0.00630302+0.219031j 0.263856-0.0249071j 0.026309+0.270934j -0.171288+0.0855263j -0.103485-0.12032j 0.0926545+0.0546003j -0.0140369-0.197369j -0.167677+0.0938929j 0.109775+0.0537947j -0.0774789-0.070564j -0.017046-0.0715107j -0.0119317-0.119724j 0.0305082+0.0717764j -0.0555557+0.12856j -0.050339+0.00276623j 0.0382777-0.0417372j -0.0387178+0.0635038j -0.00575681-0.0442786j 0.105643-0.0392484j -0.0133229+0.0244328j -0.0758966-0.0120934j 0.0466049+0.0182664j -0.0342225+0.0144421j 0.0303231-0.016742j -0.02355-0.00116455j -0.0748137+0.0186044j -0.032858+0.0451686j 0.0732588-0.0356289j 0.0285109-0.00287931j 0.0386175+0.00800981j -0.0980128-0.000831474j -0.00286033+0.00407262j -0.00695361+0.00584061j 0.0270827+0.0343042j 0.00132678+0.00551303j -0.00399507-0.017079j -0.0140144+0.0708305j -0.00782248+0.0398391j 0.0055877-0.0145813j 0.0118496-0.00706525j 0.00691799-0.00966287j 0.0532828-0.0163037j 0.0151635+0.00783687j 0.102804+0.0404216j 0.0161798+0.00350549j -0.029566-0.00578701j 0.029727+0.018924j 0.0734087+0.0824972j 0.00484438+0.0193292j -0.0417928-0.00554724j 0.0233061+0.0099458j -0.0178595-0.0244718j 0.00865767+0.0223436j -0.0583508-0.00197136j -0.0806352-0.0293015j -0.00912948+0.0229956j 0.0809951+0.0698912j 0.0198848-0.0593572j 0.0271012+0.0782041j -0.0293873-0.0335395j 0.0392791+0.0134532j 0.00862307+0.135457j -0.058093+0.0855905j 0.0304727-0.102508j -0.0260608+0.0606352j 0.0900841-0.0586066j 0.114117-0.0360415j -0.162232-0.102962j -0.0210657+0.193805j 0.0896981-0.0541242j -0.106914+0.112196j -0.167025-0.0887057j -0.0296082+0.265832j 0.258471+0.0279811j 0.00447048+0.21619j 0.215958-0.00449626j 
-7.06447e-06+0.000798322j -0.000728004-2.64067e-05j -3.65797e-05-0.000919604j 0.00141615-4.30795e-05j -0.00125672+0.00114166j -0.000189651-0.00103778j 0.00042362-0.000679327j -0.000281284-0.000647903j 0.000342921-0.00202884j -0.000776841-0.000294752j -0.00134323+0.000358315j -0.0022992+0.000511708j -0.0012024-0.00141882j -0.00142475-0.000694163j 0.000585846-0.000695724j 0.00213471-0.000919516j 0.00202828+2.70509e-05j 0.00127294+0.00122463j -0.000197479-7.77353e-05j -0.000348716-0.000461791j -0.000791517+0.00258646j 0.000206172+0.000379293j -0.000940616+0.00134618j -0.000334171-0.000179565j -0.000524028-0.000515668j -6.13032e-05-0.0011734j 0.000635036+0.000415682j -0.00193166+0.00091362j 0.0022348+0.00130655j 0.00165784-0.00163541j -0.000608374+0.000122007j -0.0026268-0.00161631j -0.00116579-0.000617635j 0.00131476-0.000288102j -0.00213484+0.000522796j 0.00036834-0.00211778j 0.00122393+0.001112j -0.00302724+0.00457422j 0.00400094+0.00119888j 0.000893195+0.000379945j 0.000123272+0.0013704j -0.00144489+0.00174728j 0.00265439+0.00029938j -0.00174228+0.000667922j -0.00134572-0.000678015j -0.000904594+0.000674938j 0.00223709+0.000313038j -0.00273933-0.00153072j -0.00331141-0.000267724j 0.00074762-0.00290987j -0.000654831+0.000386455j -0.00229373+0.0016608j 0.000128089+0.000676229j -0.00174213+0.00184753j 0.00228017-0.00179755j -0.00174449-7.12502e-06j -0.000339446-0.00111553j -0.00029339+0.00257663j -0.00049045-3.2125e-05j -3.66921e-05+0.000724249j 0.000933141-0.000614545j 0.00060777+0.000428737j 0.00225567+0.00093885j -0.0033707-0.00221101j 0.000709915+0.000173353j -0.000639169+0.00193819j 0.00129372-0.00109796j 0.00264751-0.00180719j -0.00209606+0.0019119j 0.00103919+0.000884176j -0.000356394+0.000300918j 0.000257197-0.000782849j 0.00118362-0.000829886j 0.000730532+0.000478343j 0.00105735-0.00104981j -0.000487713-0.000125493j -7.56718e-05+0.000534032j 
-2.33698e-05-0.000688749j 0.000680301+3.40729e-05j 0.000430948+1.92556e-05j -0.000351643+0.000305885j 0.000651144-0.000649014j -0.000177171+0.000253683j -0.000176449+0.00123291j 0.000727088-0.00011443j -0.00205326+0.000409759j -0.0014734+0.00123964j 0.000999537+0.00261824j -0.00182402-0.00125034j 0.00233316-0.000432268j 0.00188637-0.000827928j -0.000403974-0.00128145j 0.000109816-0.00357719j 0.00282665-0.00127349j 0.00290019+0.00257011j 0.00114596+0.0017569j 0.00161733-0.00049252j 0.00266769-0.00205904j 0.000569704-0.00120615j -0.00156509-0.00148241j -0.000786857-0.00166508j -0.00197857-0.00247238j 0.000399539-0.00161069j -4.53779e-05-0.000807562j 3.54894e-05-0.00119344j -0.000853604-0.00166528j -0.000821198+0.000340579j 0.0017013-0.000411941j 0.000693712+0.000210807j 0.000437208-0.000909289j 0.00128258+0.00028494j 0.00267673-0.000828957j 0.00155452-0.0014202j 2.4223e-05-0.000658294j 0.00116988-0.00190446j -0.00210558-0.000663127j -0.00189073+0.00163202j -0.00125151-0.000638242j 0.000799165-4.80065e-06j -0.00259691-0.00102199j 0.0026906-0.00195724j 0.000212324+0.00109289j -0.000101746+0.000285959j -0.00223936-0.00100714j 0.0021013+0.000546058j 0.0018935+0.00117896j 2.68213e-05+0.000371152j 0.000120427+0.000649406j 0.00157635+0.000924353j 0.000248395-0.00127778j 0.00262362-0.00102315j 0.000580561+0.00207856j 0.000227938-0.00112427j -0.0013033-0.00106836j 0.000731668+0.0001165j 0.00104288-0.000154782j -0.00222236-0.000714855j -0.0015832+0.00157405j 0.000477024-0.00253457j 0.000805059-0.00129168j 0.000682808+0.000834781j 0.000751263-0.00303565j -0.0013419-0.00355194j -0.00365301+0.0006391j -0.000858416-0.00137532j 0.00158992-0.0009879j 0.000133402-0.00106164j 0.000457066-0.000556277j -0.00039764-0.000629099j -0.000117838+0.000223501j -0.000163915+0.000816726j 0.000413681+0.000204206j 0.000178752+4.86559e-05j 6.38198e-05-0.000164859j 
0.000519351+0.000444946j -0.000369357+0.000566627j -0.00153097-7.02265e-05j 2.0932e-05-0.00158336j -0.000386473-0.00101432j 0.000634676-0.000168828j 0.000882835+0.000295973j 8.45054e-05-0.000846623j 0.000260112+0.00139858j 0.00198212-0.00223804j -0.0021923-0.00163281j 0.000628982-0.00161715j -1.7265e-05+0.00131855j -0.000315008-0.000654353j 0.000280722-3.74097e-05j 0.000198112+0.0031731j -0.00232856+0.000704553j -0.0013235-0.00166263j -0.000521241-0.00111437j -0.000756214+0.00042573j -0.00184261+0.000823028j 0.000265345-0.00163301j 0.00175348-0.00029584j 0.00203597-0.000149214j 0.000909344+0.00120909j 0.000857228-0.000447558j 0.000788864+0.000127321j -0.000294179+0.00133908j 0.00103404+0.000747699j -0.000283886-0.000282181j -0.00117431+0.000515166j -9.53094e-05+0.000223266j -0.000432094+0.00180644j 0.000969394+0.00117549j 0.00168607-0.000363772j -0.00200045+0.000727922j -0.00146479+0.00122069j 0.000111391+0.00271033j -0.000221834-0.000188309j 9.53587e-05-0.00100523j -0.000440952+0.000182577j -0.00086442-0.000619346j -0.000807519-0.000115449j -0.0010404+0.00101728j -0.000136266-0.000839587j 0.00168577+0.00020534j 0.00243546+0.0015163j -0.000596312-0.00115317j -0.00173294+0.000383801j -0.00153974-9.57501e-05j -0.00145772-0.000627082j 0.000666195+0.000371271j -0.00105868+0.00109975j -0.000894495+0.00215769j -0.000430849-0.00159129j -0.00163182-0.000930327j 0.00097028-2.17977e-05j 0.000849572-0.00115278j -0.000878309+0.000569894j 0.00274657+0.000796926j 0.000260948-0.000316536j -0.000468251+0.00241611j -0.000496031+0.00193684j -0.000418665+0.000257553j 0.00197271+0.00074879j 0.00155794+0.000181973j 0.00177978-0.001876j 0.00103767+0.00100399j 0.00175598+0.00143148j -0.000611926-0.000209369j -0.000585698+0.00194385j 0.000663401+0.000589831j -0.000846695-0.000959573j -0.000115081-0.000405155j -0.000389918-0.000252855j 0.000238343-0.000301746j -0.000218596-0.000178839j 
-0.00122807-0.000971585j 0.000945948-0.00148163j 0.00348263+0.00141963j -0.00119154+0.00273752j 0.00322771+0.00177622j -0.00182472+0.00296198j -0.000184861-0.000240058j 0.000219876+0.000352621j -0.00305923-0.00206786j 0.000271803+0.00207114j -0.00134104-0.000114334j 0.00125832-0.00131558j 0.0027801+0.00237109j 0.000588354+0.00221303j -0.000634163-0.000747547j -0.000443276-0.00268652j -0.00400024+0.000320988j -0.0022101+0.00031893j -0.000755552-0.00275094j -0.00161462+4.09027e-05j -0.00159077+0.000306835j 0.000686838-0.00457165j -0.0010544+7.35438e-05j -0.00197763-0.00122845j 0.000853448-0.000177703j 0.00154311+0.00293467j -0.000139637-0.000558842j -0.00144144+0.00064251j -0.00278728-0.00015302j 0.000537411-0.00173147j 0.000889008-0.00274563j 0.000580282+0.00152163j -0.00235388-0.00142284j 0.00144235+0.00237448j 0.00143722-0.000379501j 0.00198843-0.00113033j -0.00110761+0.00251707j 0.000102574-0.000426536j -0.00108836+0.00152349j 0.000957059-0.00113894j -0.00162736-0.000387959j 0.000896199+0.00207217j -0.00338935-0.000933726j 0.00181779-0.00254305j -0.000691414+0.00270206j -0.00234023+0.00139781j -0.000558875-0.00088594j -0.00056419+0.00350997j 0.00165075+0.000567336j 0.00134564-0.000411073j -0.000285378-0.00410087j 0.000835413+0.000242923j -0.00104049-0.000839508j -0.000435482+0.00150724j 0.000398952+0.00253573j -0.0017233-0.00158838j -0.00159252+0.00506745j -0.00135864-0.000755384j 1.42192e-05+0.00196732j 8.62135e-06-0.000643598j -0.00336572-0.00153244j 0.000232497-0.000818089j 0.000488072-0.00177959j 0.0015181+0.000484265j -0.000110082-0.00141128j -0.00107463+0.000164309j -0.00153456-0.00134422j -0.00267019-0.00308603j 0.00186693+0.00375331j 0.000368722+0.00127298j 0.00239299+0.00143351j -0.000240946+0.00138308j -0.00380988-0.00172777j -0.00169527+0.000255572j -0.000190411+0.000728512j 0.000645084-1.91544e-05j 5.60983e-05-0.000851177j 
6.90581e-05+0.000612753j -0.000705317-3.15657e-05j -0.00123783-0.00017079j 0.000513929-0.00128328j -0.00117465+0.00342774j -0.00215287-0.000100457j 0.000637518+2.05838e-05j 0.000616049-0.000190181j 0.00327013-0.00207313j -0.000275803-0.00345943j -0.00301718-0.0015329j 0.00201875-0.00156058j 0.000619033+0.00110164j -0.000279813+0.00146158j 0.000449778+0.00165809j 0.000880306+0.00103499j 0.00209286-0.00103629j -0.00250717+0.00160994j 0.00151949-0.00353675j 0.00628296+0.00151217j -0.00450662-0.00210675j 0.000414598-0.00122664j 0.00117018-0.000435505j 0.000408088-0.00089593j 0.00123627-0.000480478j -0.00365745+0.000576806j 0.00283203+0.00452626j 0.00205835-0.00223099j -0.00255039+0.00250559j 0.00334244+0.00188016j -0.000105534+0.00195038j 0.00437779-0.00149219j -0.00208389-0.00135695j 0.000847042+0.00254917j 0.000228085-0.000394573j 0.0010196+0.00124666j -0.00222028+0.00197481j -0.000742373-0.00269448j -0.000356135+0.000278769j 0.000543115+0.00176642j 0.00397296-0.000394286j -0.00217346-0.00228211j 0.000728101+0.000322968j 0.00270519-0.000428572j -0.00170013+0.00500403j -0.00137805+0.00140596j -0.00125082+0.00488244j 0.000626967-0.00222945j 0.00316169+0.000341606j 0.0025958+0.00238683j -0.00237911-0.00162676j 0.000343407-0.000747889j -0.00376054+0.001032j -0.0028554-0.00108715j 0.000938239+0.0034084j 0.00196903+0.00204863j -0.000966717-0.0042843j -0.00042496-0.00448952j -0.00236435+0.000961135j -0.00168889-0.00152241j 0.00376491-0.000471583j 0.00280195+0.00263886j -0.000789004-0.000886431j 0.00219662+0.00215845j -0.00118669+0.000706419j 0.00263961+0.000769002j -0.000598423-0.00266514j 0.0031464+0.0012346j 0.00152514-0.00669785j -0.0010292-0.00173703j -0.000266103-0.00220415j -0.00158862+0.000758384j -0.00125442+0.00155303j -0.000315859-1.00241e-06j -0.000623762+0.000722436j 0.000763596-0.000230595j -0.00024776-0.000903533j 
0.000468676+0.00057259j -0.000622656+0.000616475j 0.0001153-0.000110798j -0.000477328+0.000677619j 0.000528581-0.000349058j -0.000779832+0.00179375j 0.00291371+0.00135689j 0.000155332-0.00187064j 0.000424609+0.0004754j -0.00545447-3.2903e-05j 0.00276885+0.00410022j 0.00100377+0.000441896j 0.00067132+0.00087625j 0.000963106+0.00131394j -0.00135817+0.00164347j -0.00161889-0.00104331j -8.4424e-05+0.00180198j -0.00223556-0.00370584j -0.00104806+0.000782592j -0.00115796-0.00104518j -0.00160897+0.00162772j -0.00177402+0.000662185j 0.000579639+0.000488419j -0.00158664-0.000296617j 0.00213563+0.0025954j -0.00238656+0.00131849j -0.000307507-0.00229435j 0.00251851-0.00229786j -7.38645e-05-0.000868j -0.000973848+0.000562927j 0.00147129+0.000415154j -0.000822665+0.00107531j -0.00144907+0.000388337j -0.00123421-0.00434595j -0.00159286-0.00110482j 0.00275833+0.00258446j 0.00228173+0.00135021j 0.0053408-0.00298506j -0.00245488-0.00129328j 0.00174861-0.000494309j 0.000974994-0.000198224j 0.000603366+0.00103608j -0.000771971-0.000378222j -0.000702177-0.000541775j 0.00108696+0.000171985j -0.00218283+0.00120786j 0.00170421-0.00371908j -0.00302851+0.00307146j 0.00171538+0.000426275j -6.53338e-06+0.00419047j 0.00202667+0.00223771j -0.00049864-0.00286359j 0.00232388+0.00202524j 0.00291642-0.00106574j -0.00243544+0.00138853j -0.000862806+0.00111427j -0.0032724+0.00165906j -0.00173295-0.00256697j 0.0017807+0.00292285j 0.000175096-0.00248045j 0.000687627+0.000109635j 0.00214142-0.00102629j 0.00157219-0.00135056j 0.00145232+0.00459436j -0.00244238-0.000962005j 0.00200919-0.000348301j -0.00102864+0.00239652j -0.00281287-4.39176e-05j -0.00196339-0.00293854j -0.000749983+0.000332884j -0.000419929-0.00149498j -0.0011242+0.00114491j -0.000692445+0.000730165j -0.000361901+0.000615891j 0.000228579+0.00112275j -0.000553609-0.000237278j -0.00033017+0.000630557j 
0.000322079+0.000649914j -0.000601182+0.000332541j -0.000617694+0.000766544j -0.000799883-0.000440019j 0.00199955-0.000394468j -0.000790144+0.00261144j 0.000795134+0.000583739j -0.000809013+0.000962633j 0.00166514+0.00318047j 0.00173771-0.00139511j -0.0017543-0.00021009j -6.40413e-07-0.00262665j -0.000734598-0.000456707j 0.00302728+0.00153253j -0.00133779+0.00224889j -0.0016522+0.00157041j -0.00102943-9.68194e-05j -0.00256722-0.00138033j 0.00439612+0.00037608j 0.00197581+0.00266434j -0.000387943-0.00614197j 0.00182318-0.00214209j 0.000838333+0.000899221j -5.43583e-05-0.0010649j 0.001791+0.00030087j -0.000115985-0.000373866j 4.32069e-05-0.00126658j 0.000120298+0.00264679j 0.000190966-0.000361346j -0.000732701+0.00377752j -3.35805e-05+0.00255167j -0.00123896-0.000583474j -0.00211055+0.00216365j 0.000975992+0.00250904j 0.00253936-0.000747923j -0.000772499-0.00109936j 0.000778701+0.00146502j -0.00354977+0.00462453j 2.65435e-05-0.000595747j 0.00177837+0.00244254j 0.00318061+0.00223074j -0.00283395-0.000132137j -0.000504564-0.00145705j -0.00153912+0.000313714j -0.00338348-0.00169237j 0.000310249+0.00364274j 0.00277233+0.0012384j -0.000972586-0.00112584j -0.00278624+0.000816369j -0.00120273-0.000662615j 0.00109192-0.00264462j 0.000532029-0.000123076j 0.000914767+0.00247384j -0.00326521+0.000543221j 0.00188954-0.000734405j -0.00258546-0.00210449j -0.000877017-0.000622698j 0.00366161-5.48529e-05j -0.000223039+0.000344927j -0.000393296-0.00030846j -0.00102882+0.000560088j -0.00280541+0.00200621j 0.00312905+0.000193141j -0.000220083-0.00152014j 0.00349619-0.00119213j -0.000610888-0.000517043j 0.00148385-0.00239824j 0.00277016+0.00147129j 0.00181213+0.00157522j 0.00184702+0.000161833j -0.00111598-0.000468127j -0.000206645+0.00267534j -0.00261179-0.00145738j -0.000489155-0.00129316j -0.00112416+0.000140424j 0.000637353+7.70312e-05j 0.000108358-0.00058271j 
0.000164419-0.000549478j 0.000498594+0.000208943j 5.37528e-05-0.000604319j 0.000245306-0.000180721j -0.00105335-0.000299389j 2.79597e-05-0.00189483j -0.000542915+0.00091381j 0.000578479-0.00100174j -0.00267048+7.4064e-06j -0.000857959+0.000624151j 0.00125494+0.00187379j -0.000589223+0.00224681j -0.000683973+0.000367726j -0.00096973-0.000529287j -0.000200916-9.7409e-05j 0.000579001-0.00131781j 0.00133785+0.000245285j -0.000639337+3.22376e-05j -0.00208662-0.00067767j 0.000729709+0.00126016j -0.000199552+0.00339192j -0.00126364-0.00182146j -0.000781292+0.000712325j 0.000591178-0.00197308j -0.00187948+0.0016087j 0.000433493+0.000545099j 0.0022874-0.000737215j -0.00318018-0.000313851j -0.000421313+0.000576668j 0.00126354-0.00159588j -0.000618873-0.0025917j -0.00246801-0.001522j -0.000668251-0.00150563j 9.85179e-05+0.000935318j -0.00142563+0.000925522j 0.000371508-0.00383683j -0.000277558-6.43865e-05j -0.000221881+0.00162841j 0.00233157+0.00125668j 8.95863e-06+0.000104157j -0.00188599-0.0013805j -0.000235162+0.00302028j -8.72665e-05+0.000146875j 0.000212094+0.000371074j 0.000102897-0.00023787j 0.000374649+0.000716607j -0.000814018-0.0004439j -0.00244244+0.000351083j -0.00125198+0.000384676j 0.00252567-0.00295817j 0.000565702+0.0015451j -0.00177167+0.00335852j -0.000190196-0.000221262j -0.00030743+0.000703744j 0.00132125+0.000386478j -0.00366473-0.000171492j -0.00208031-0.000556365j -0.000215916+0.00128809j -0.000631638+0.00235055j 0.000917812-0.000100058j 0.000834701-0.00158812j 0.00237348+0.000735069j 0.00173357+0.00118712j -0.00360657+0.00155677j 6.6646e-05-0.00129823j 0.000413125+0.00177471j -0.000718851+0.000925994j -0.00146554-0.00263338j -0.000485723+0.000717611j 0.000256624-0.000234492j 7.87605e-06+0.00028219j 0.000701942-0.00115042j 0.00103422+0.000753381j 0.000814437+0.00109285j 0.000920323-0.000862034j 0.000176818+0.000105717j 6.1866e-05-0.000167855j 
0.000182492+0.0012064j -0.0011688+2.18701e-05j 0.000288474-0.000512772j 0.00153561+0.000283792j 0.000807394+0.00211479j 0.000103479+0.00194948j 0.000714003-0.00276572j -0.00083704+0.000839775j 0.00166781-0.00357784j -0.000101259+0.00308179j 0.000909659-0.00198025j -0.000233362+0.000470925j -0.000856143-0.00102694j 0.000346737+0.000690106j 0.000820782+0.00130289j -0.000481061-0.000850003j 0.00272471-0.000731074j -0.00152454+0.00262045j 0.00210786-0.00103379j 0.000647398+0.000864663j -0.000460655+0.0001913j 0.00101711+0.00131603j 0.000363154+0.00131674j -0.00183224+0.00257607j 0.00239681-0.00257285j -0.001424+0.000810836j -0.00176904+0.00215386j 0.00125384-0.00123598j 8.57439e-05+0.000113076j 0.00118274+0.00113431j 0.000294788+0.00103658j 0.00133489+0.00160592j -0.00118414+0.00146968j -0.00247476-0.000718388j -0.00227665+0.00185737j 0.00194099-0.0009721j 0.00329482-0.00123006j -0.0010048-0.000604135j 0.000703354-0.000181678j 0.00133266-0.000858845j 0.00399067+0.000776681j 0.000778782-4.91295e-05j 0.0024425-0.000208284j -0.00109876+0.00152022j -0.00174932+0.00218855j -0.000486703+0.00306016j -0.00208068-0.00151094j 0.0013854+0.00278233j 0.000173946+0.000181957j 0.00146466+0.000365951j 0.00042918-0.00210225j -0.00189671-0.000693834j 0.00149946-0.00150348j -0.00073613-0.00156364j 0.00144036+0.000140238j 0.00240769+0.00216354j 0.00125301+0.00126833j -0.000975921+0.00177183j 0.00100656-0.00185801j -0.00373288+0.000374479j 0.000902703-8.42134e-05j -0.0014814-0.00141811j -0.000364928-0.00428265j 0.00208917-0.00117761j -0.00207753+0.00169455j -0.000312976+0.00135048j 0.0016294-0.00135965j 0.00139028+0.000233445j -0.00129584+0.0014916j 0.00162277-0.000728367j -0.00105798-0.0011248j -0.000376806+0.000516085j 0.000133138-5.0813e-06j -0.000170445+0.000642864j 0.00113248-2.57919e-05j -0.000431598-0.000199476j -0.000132323+0.000357973j 
-0.000881895-8.90887e-05j 7.90271e-05-0.00075517j 0.000699897-0.00057143j 0.000321232+0.00113139j -0.000952489-0.000336675j -0.000716436-0.00103805j -0.000754846+0.00116022j -0.000429367+0.000379758j -6.21926e-05+0.00119667j -0.00238083-0.000359055j -0.0010434+0.0021802j 0.000248666-0.00427768j 0.00262853-3.65531e-05j 0.00210808+0.00136069j 0.000402032-0.000713866j 0.00172917+0.0013284j 0.000429758+0.00267024j -0.00194105+0.00142645j 0.000740914+0.0032913j -0.000301343+0.00261299j 0.00271958+0.000746616j -0.00106545+0.00168727j -0.000187545-0.000702003j 0.000666946-0.0012852j 0.000838939-0.000322913j 0.00248675-0.00209981j -0.000591285-0.000667476j -0.000401896+0.00101337j 0.000198916+0.000749048j -0.00231648+2.70055e-05j -0.000692804+0.000122055j -0.00108154-0.000283181j -0.000223984-0.00170489j 0.00150578+0.000243859j -0.000274881-0.000287449j 0.00160907-0.000175513j -0.000113793+0.000383881j -0.00228184-0.000711349j 0.000620846+0.000795908j -0.00294912-4.30552e-05j -0.00115056+0.00149419j 0.000350455-0.00040321j -0.000910412+0.00077903j 0.000800753-0.0012099j -0.000171486-0.00179653j -0.00216245-0.000499137j 0.00031402-0.0018423j 0.000554828-0.000209621j -0.00169658-0.00129148j 0.000265286-0.000518567j 0.000424522-8.16744e-05j 1.73558e-05+0.00111546j 0.00074756+0.00230146j 0.000192262+0.000687761j -0.000391388+0.00232702j -0.000861555-0.000328773j 0.00387489-6.70444e-05j -0.00120287+0.00101278j 0.00165422-0.00090322j 0.000909225-0.00457387j 0.000272694+0.000741898j 0.00188945+0.000635391j 0.00245914+0.00255082j -4.63072e-05-0.000918418j 0.00217615+7.28988e-05j 0.0005886-0.00220802j -0.00068268+0.000230153j 0.000361357+0.00122727j -0.000241579+0.000146089j 0.00158933+0.00121747j 0.00108842-0.00140828j 0.000457234-0.0010484j 0.000812479+0.000777295j -0.000416315+0.00063488j 0.000735936+0.0007324j 0.00022734-0.000199882j -0.000261107-0.000107522j 
-8.64457e-05-0.000268045j 0.00023584-0.000108305j 0.000816529-0.000348748j 0.000162964+0.000552467j -0.000510025-0.00128124j 0.00169196-0.00103045j -0.000179805-0.00119546j -7.66954e-05-0.00111651j -0.000869456-0.00149757j -0.000626055-0.00308787j -0.0035599-0.00112559j 0.00404103-0.000427856j 0.000320468+0.00297953j -0.00206372+0.00212334j 0.000772318+0.000358118j -0.00174517+0.000478704j -0.000285884-0.00117462j -0.00131979-0.00184306j -0.00195043+0.000980486j -0.0026096+0.000817357j -0.00185292+0.00371229j -0.00165165-0.00341654j 7.45506e-05+0.00124318j 0.000803219+8.75789e-05j -0.000169769+0.000896164j 0.00210445+0.00148797j 0.000736992+0.000132244j -0.00257468-0.000418238j -0.00121616+0.000193611j 0.000556233-0.00376827j -0.000234285-0.00113384j -0.00098015-0.0010525j 0.00028747-0.000440655j 0.000723589+0.00263509j 0.000236512-0.000681143j 0.0005782-0.00105115j 0.00029614+0.000460834j -0.000191396-0.000339901j 9.58027e-05+0.00138027j 0.0008084-0.00336849j -0.00119183+0.000539704j 0.000120545+0.00146316j -0.000957507-0.00175411j 0.00127292+0.00156346j -0.000389577+0.000906112j 0.000123335-0.000648576j 0.00261383+7.77811e-06j -0.000646651+0.000833285j 1.5759e-05-0.00140092j 0.00121892-0.000790942j 2.26567e-06-3.92348e-05j -0.00271297+0.00268j -0.00414838+0.000599311j -0.00158927+0.000682194j -0.00122241-0.000824224j -0.00194573-0.000418689j -0.00039108+0.00487898j -0.000363401-0.000796157j 0.00203702+0.00223825j 0.00609157+0.00112257j 0.000767518+0.00196694j -0.00109655+0.0035058j -0.000874056+0.00233912j -0.000286668+0.000675455j 0.000216097+0.00170681j 0.00269937+0.00144956j 0.000165583-0.00241587j 0.000135862-0.00120084j 0.000231028+0.00106252j -0.000524941+0.000932337j 0.000966103+0.00140647j 0.000637741-0.000201638j -0.000464023-0.000288873j -8.46527e-05-0.000145165j -0.000315466-0.000194879j 0.000418098-6.06527e-06j -1.89191e-05-0.000447219j 
0.000480352-8.2122e-05j 0.000154289+0.00058909j -0.000284674-3.1925e-05j -0.000100499+7.72895e-06j -0.000327904-0.00138114j 0.00109419-4.51399e-05j 0.000812097-0.000303992j -0.000339234-0.00062109j 0.000148911-0.000135092j -0.00281344-0.000250818j -0.000133177+0.00192426j -0.000772549-0.00126663j 0.000740443-0.00079944j 0.000904078-0.000302091j 0.000162974-0.0001878j -0.00253675-0.00194403j 0.00350769-0.00402254j 0.0039547-0.000273679j 0.00312165+0.00348931j -0.000550965-0.00121549j 0.00100897-0.00253617j -5.81739e-05-0.00103373j -0.00127684+0.000429324j -0.000783206+0.000516751j -0.00227512-0.00264137j -0.000165274-0.00175017j -0.0013707-0.000450216j -0.000453867-0.00138322j -0.000252771-0.00195953j -0.000620515-0.000242475j 0.00276083+0.00086283j -0.000537361-0.000875374j 0.00100205+0.000321145j 0.00147213-0.000491989j 0.00168454-0.0024438j 0.00159331-0.00130471j 0.00234003-0.0018706j -0.000602849-0.00116764j -0.00206474-8.7076e-06j -5.0282e-05+0.000821712j 0.00118241+0.00122387j -0.000472308-1.09286e-05j -0.00178951-0.00203705j 0.00139966-0.000692363j -0.000527092+0.000581605j 0.00029918+0.00018j 0.000871192-0.00120858j 0.00153971-0.000817053j 0.000690757-0.000592594j -0.000135854+0.00100408j 0.000975875+0.00103122j -0.000496762+0.00119184j -0.000960595+0.000699285j 0.000797357-0.0020942j 0.000187327-0.000486293j 0.000407205-0.00144773j -0.00137919+0.00119679j 0.00186544-0.000197669j 0.00299569-0.00177442j 0.000416462+0.00100643j 0.00131295+0.00484893j -0.00285227-0.000534215j 0.000659891-0.000784519j 0.000252429-0.00104761j 9.54172e-05-0.00183747j -0.00186821-0.00290118j -0.00298735+0.000233878j 0.00202097-0.00142924j -0.000671673-0.00174539j 0.000302227-0.000744201j -0.000619468-0.00092421j -0.000540379-0.000514565j 0.000959675-0.000121409j 0.000546491+0.000295726j 0.000410701-0.000287021j -0.000229343+8.5551e-05j 0.000120703+0.000324618j 
