-0.00644478-0j -0.000930224-0j -0.00528337-0j -0.000933977-0j -7.78314e-05-0j -0.00321513-0j -0.00324844-0j -0.000535854-0j -0.000328142-0j -0.000541407-0j -6.69818e-05-0j -0.000331543-0j -6.76759e-05-0j -3.94694e-06-0j -3.98784e-06-0j 0.575528-0j 0.71218-0j 0.415438-0j -0.000376533-0j -0.000307438-0j -0.000465936-0j -4.43748e-05-0j -0.000271796-0j -0.000380435-0j -3.84297e-05-0j -0.00022192-0j -5.49111e-05-0j -4.52899e-06-0j -4.75544e-05-0j -3.20315e-05-0j -2.06719e-07-0j -2.77401e-05-0j -5.60434e-06-0j -2.55802e-07-0j -3.2692e-06-0j -1.49218e-07-0j -0.00183307-0j -0.00213859-0j -0.00130961-0j 0.0714904-0j -0.00187126-0j -0.000771856-0j -0.000229134-0j 0.0834055-0j -0.000152756-0j -3.30727e-05-0j 0.0510752-0j 0.0729798-0j -3.8189e-05-0j -0.000267323-0j 0.0301026-0j -0.000178215-0j -0.000163701-0j -1.35019e-05-0j -3.18242e-06-0j -3.85848e-05-0j -0.000109134-0j -2.36283e-05-0j -0.000233908-0j -3.37547e-06-0j -0.000155939-0j -4.45539e-05-0j -9.64821e-05-0j -3.37617e-05-0j -2.81289e-07-0j -1.57522e-05-0j -2.72836e-05-0j -3.71282e-06-0j -6.43214e-05-0j -1.3926e-05-0j -1.0483e-08-0j -9.6462e-06-0j -3.93804e-06-0j -3.89846e-05-0j -2.27363e-06-0j -1.37832e-05-0j -2.41155e-06-0j -3.24872e-06-0j -1.60803e-05-0j -3.2817e-07-0j -3.44579e-06-0j -5.68526e-06-0j -2.00962e-07-0j -1.34003e-06-0j -1.22302e-08-0j -7.48943e-09-0j -2.87149e-07-0j -1.42131e-06-0j -1.18443e-07-0j -1.07014e-08-0j -4.41411e-09-0j 
-0.00042363-0j -6.11457e-05-0j 0.0506138-0j -6.13924e-05-0j -5.11604e-06-0j -0.0407341-0j 0.0418272-0j -0.00505105-0j 2.12236e-05-0j 0.00518659-0j 4.33224e-06-0j -2.17931e-05-0j -4.44849e-06-0j 2.5528e-07-0j -2.6213e-07-0j -0.000153372-0j 0.000186744-0j -0.00011071-0j 0.00484827-0j 0.0029452-0j -0.00590319-0j 0.000425103-0j 0.00349966-0j -0.00358604-0j -2.52607e-06-0j 0.00212596-0j -0.0005176-0j -2.97701e-07-0j 3.07572e-06-0j 0.000306856-0j -1.35881e-08-0j -1.82342e-06-0j 3.62476e-07-0j 1.65447e-08-0j -2.14892e-07-0j -9.80842e-09-0j -0.000120492-0j -0.000140574-0j 0.000255489-0j -1.90515e-05-0j 0.000121029-0j -5.07359e-05-0j 0.00295035-0j -2.22267e-05-0j 0.0029368-0j 0.000425846-0j 4.03964e-05-0j 1.91364e-05-0j 0.000365844-0j 0.00344207-0j -8.02205e-06-0j 0.00342626-0j -0.00625587-0j -8.87508e-07-0j 3.0487e-05-0j 0.000496821-0j -0.00622713-0j -0.000902957-0j -0.0029635-0j -2.21877e-07-0j -0.00294989-0j 0.000426818-0j 0.00124231-0j -0.000427745-0j -1.84898e-08-0j -1.03543e-06-0j -0.00077573-0j 3.55682e-05-0j 0.0012366-0j 0.000179312-0j -6.89072e-10-0j 1.88186e-06-0j -2.58857e-07-0j -0.000367475-0j -6.46442e-05-0j 8.91465e-07-0j 4.70464e-07-0j -3.06229e-05-0j 0.000154047-0j -2.15714e-08-0j 2.22866e-07-0j -3.73705e-07-0j 3.92054e-08-0j 1.28372e-05-0j -8.03918e-10-0j 1.4611e-09-0j 1.85722e-08-0j -9.34263e-08-0j -7.78552e-09-0j 6.92144e-10-0j -2.90149e-10-0j 
-6.76759e-05-0j -0.0437034-0j 5.39007e-05-0j -0.000910963-0j 0.0108862-0j -3.37617e-05-0j 3.40977e-05-0j 0.000537965-0j -3.44579e-06-0j -0.00054332-0j -0.00314691-0j 3.48009e-06-0j 0.00317824-0j -0.00114443-0j 0.00115582-0j 0.00604356-0j -0.00726562-0j 0.00399521-0j 0.000378016-0j -3.22837e-06-0j -0.000454455-0j -0.0020848-0j 0.000249894-0j 3.88118e-06-0j 3.85811e-05-0j -2.13417e-06-0j 0.00250637-0j -0.000652026-0j -4.63826e-05-0j -0.0013782-0j -0.000100246-0j 2.55047e-05-0j 0.000783872-0j 0.000120517-0j -0.000431034-0j -6.62695e-05-0j -1.92489e-05-0j 2.18178e-05-0j -1.37521e-05-0j -0.071772-0j 1.9642e-05-0j -3.86997e-05-0j -2.40611e-06-0j 0.0813503-0j -1.60408e-06-0j -0.00155381-0j -0.0512764-0j 0.0732375-0j 3.83394e-05-0j 2.72722e-06-0j -0.144297-0j 1.81815e-06-0j -1.71901e-06-0j -1.41782e-07-0j -0.000458164-0j 0.00176117-0j -1.14601e-06-0j -0.00111009-0j 2.45525e-06-0j -0.000158585-0j 1.63683e-06-0j -4.3456e-05-0j -4.83747e-06-0j 0.00158554-0j -8.15605e-05-0j 1.60703e-07-0j 2.7391e-05-0j 0.000519308-0j -3.22498e-06-0j -0.00312391-0j -7.64132e-06-0j -1.01294e-07-0j 0.000179749-0j -3.91223e-05-0j -0.000327328-0j 1.44677e-07-0j -0.000113298-0j 0.00046752-0j 7.7081e-05-0j 9.24451e-05-0j 0.000161823-0j -2.8505e-07-0j -5.82696e-05-0j -0.000921134-0j 8.66109e-06-0j -5.45922e-06-0j 8.32259e-05-0j -0.000318833-0j -0.000163976-0j 7.79735e-06-0j -1.53628e-05-0j 
0.00042802-0j 6.17794e-05-0j 0.0496825-0j -6.02628e-05-0j -5.0219e-06-0j -0.0418272-0j 0.0422435-0j -0.00518659-0j 2.17931e-05-0j 0.00523821-0j 4.44849e-06-0j -2.201e-05-0j -4.49277e-06-0j 2.6213e-07-0j -2.64739e-07-0j 0.000154962-0j -0.000186297-0j 0.00010244-0j -0.00489851-0j -0.00297572-0j 0.00588904-0j -0.000429509-0j -0.00323825-0j 0.00357744-0j 2.55225e-06-0j -0.00196716-0j 0.00051636-0j 3.00786e-07-0j -3.06834e-06-0j -0.000283935-0j 1.37289e-08-0j 1.68721e-06-0j -3.61608e-07-0j -1.65051e-08-0j 1.9884e-07-0j 9.07576e-09-0j 0.000121741-0j -0.000137988-0j 8.69758e-05-0j 1.92489e-05-0j -0.000124227-0j 0.000244759-0j -0.00298092-0j -2.18178e-05-0j -0.00296723-0j -0.000430259-0j 1.37521e-05-0j -1.9642e-05-0j -0.000369636-0j 0.00337874-0j 3.86997e-05-0j 0.00336322-0j -0.00212967-0j 8.96705e-07-0j -3.0803e-05-0j 0.000487679-0j -0.00211989-0j -0.000307392-0j 0.00304179-0j 2.24176e-07-0j 0.00302782-0j 0.000418965-0j -0.00599312-0j 0.000439045-0j 1.86814e-08-0j -1.01637e-06-0j -0.00026408-0j 3.49138e-05-0j -0.00596558-0j -0.000865032-0j 6.96213e-10-0j 6.40637e-07-0j -2.54094e-07-0j 0.000377183-0j -2.20067e-05-0j -9.15016e-07-0j 1.60159e-07-0j 3.1432e-05-0j -0.000743148-0j -2.11745e-08-0j -2.28754e-07-0j 1.80282e-06-0j 1.33466e-08-0j -6.1929e-05-0j -7.89126e-10-0j 4.97399e-10-0j -1.90628e-08-0j 4.50704e-07-0j 3.75587e-08-0j -7.1043e-10-0j 1.39973e-09-0j 
-0.00720527-0j -0.00103341-0j 6.13924e-05-0j 0.0493927-0j -0.000130149-0j 0.00720085-0j -0.00739408-0j 0.000289809-0j 0.000725709-0j -0.000297586-0j -0.0070446-0j -0.000745183-0j 0.00723364-0j 8.67396e-06-0j -8.90672e-06-0j 2.71127e-05-0j -3.3012e-05-0j 1.9571e-05-0j 0.0405411-0j -0.000343716-0j -0.0493624-0j -4.92971e-05-0j 0.0292641-0j 0.000418504-0j 0.00408578-0j -0.000248107-0j 6.00235e-05-0j 0.000728663-0j -0.00497479-0j -3.55845e-05-0j -5.77726e-07-0j 0.00294927-0j -0.000887211-0j 7.03432e-07-0j 0.000525977-0j -4.17025e-07-0j 2.13002e-05-0j 2.48502e-05-0j -4.51646e-05-0j -0.000159308-0j -2.13952e-05-0j 8.96892e-06-0j 0.0501807-0j -0.00018586-0j 1.77502e-06-0j 0.00719712-0j 0.000337794-0j 0.000160018-0j 0.0020196-0j 0.0585441-0j -6.70803e-05-0j 2.07085e-06-0j -0.106402-0j -4.5599e-05-0j -5.32163e-06-0j 0.00839664-0j -3.76371e-06-0j -0.0152607-0j -0.0504044-0j 0.000725333-0j -1.78293e-06-0j 0.0023562-0j 0.0211297-0j -0.00722921-0j 6.04464e-05-0j -5.31989e-05-0j -0.00428232-0j -6.20857e-06-0j 7.4741e-07-0j 0.00303051-0j -3.51811e-08-0j 9.66874e-05-0j 0.000846222-0j -0.0020286-0j 1.12839e-05-0j 4.58023e-05-0j -0.00153798-0j 5.34536e-06-0j 0.000850397-0j 7.05208e-05-0j -0.000728567-0j -1.92005e-05-0j -0.00012817-0j -2.24079e-06-0j -4.10447e-08-0j 7.45975e-08-0j -6.07159e-05-0j 0.000305418-0j 2.54523e-05-0j 3.5338e-08-0j -1.48138e-08-0j 
4.99253e-05-0j -0.000688939-0j -0.0119707-0j -0.000342242-0j -8.67663e-05-0j -2.45068e-05-0j 2.51645e-05-0j -0.0565089-0j -2.50122e-06-0j 0.0580253-0j 4.88121e-05-0j 2.56834e-06-0j -5.01219e-05-0j 5.78264e-06-0j -5.93782e-06-0j 1.80751e-05-0j -2.2008e-05-0j 1.30473e-05-0j -0.000137975-0j -0.000696572-0j 0.000167996-0j 0.00961228-0j -9.95955e-05-0j 0.000848137-0j -1.4082e-05-0j -0.000502813-0j -0.0117038-0j -5.04891e-06-0j 1.71461e-05-0j 0.00693851-0j -3.85151e-07-0j -1.01649e-05-0j 6.14748e-06-0j 4.68955e-07-0j -3.64449e-06-0j -2.78017e-07-0j 1.42001e-05-0j 1.65668e-05-0j -3.01097e-05-0j -0.000106205-0j -1.42634e-05-0j 5.97928e-06-0j 1.77502e-06-0j -0.000123906-0j 0.0502677-0j -2.44942e-05-0j 0.000225196-0j 0.000106679-0j 0.00409291-0j 2.07085e-06-0j -4.47202e-05-0j 0.0586456-0j -3.76371e-06-0j 1.04594e-07-0j 0.00103765-0j -2.85765e-05-0j -0.106587-0j 5.1937e-05-0j -1.78293e-06-0j -2.49993e-06-0j -0.0504918-0j 0.00477506-0j 7.4741e-07-0j 2.46034e-05-0j -4.18833e-07-0j 1.22026e-07-0j -0.00867853-0j 0.00121059-0j 0.0211663-0j -1.03138e-05-0j -2.34541e-08-0j -2.21779e-07-0j -2.91658e-06-0j -0.00411115-0j -0.00220021-0j -1.0506e-07-0j 5.3008e-06-0j -0.00104227-0j 0.00172341-0j -4.88639e-07-0j 2.51107e-06-0j 4.40416e-08-0j 8.88087e-07-0j 0.000436925-0j -2.73631e-08-0j 4.97317e-08-0j 4.207e-07-0j -1.05265e-06-0j -1.76359e-07-0j 2.35587e-08-0j -9.87587e-09-0j 
0.00727993-0j 0.00104412-0j 6.02628e-05-0j 0.0484839-0j -0.000127755-0j 0.00739408-0j -0.00746767-0j 0.000297586-0j 0.000745183-0j -0.000300548-0j -0.00723364-0j -0.0007526-0j 0.00730564-0j 8.90672e-06-0j -8.99538e-06-0j -2.73936e-05-0j 3.29329e-05-0j -1.81091e-05-0j -0.0409613-0j 0.000347278-0j 0.0492441-0j 4.9808e-05-0j -0.0270782-0j -0.000417501-0j -0.00412812-0j 0.000229574-0j -5.98796e-05-0j -0.000736214-0j 0.00496287-0j 3.29265e-05-0j 5.83713e-07-0j -0.00272897-0j 0.000885084-0j -7.01746e-07-0j -0.000486688-0j 3.85875e-07-0j -2.15209e-05-0j 2.4393e-05-0j -1.53753e-05-0j 0.000160959-0j 2.19604e-05-0j -4.32676e-05-0j -0.0507007-0j -0.00018244-0j -1.79341e-06-0j -0.0072717-0j 0.000114995-0j -0.000164246-0j -0.00204053-0j 0.0574669-0j 0.000323607-0j 2.03275e-06-0j -0.0362223-0j 4.60716e-05-0j 5.37678e-06-0j 0.00824215-0j -1.28127e-06-0j -0.00519516-0j 0.051736-0j -0.00073285-0j 1.83003e-06-0j 0.00231284-0j -0.101933-0j 0.00742019-0j -6.10728e-05-0j -5.222e-05-0j -0.00145782-0j -6.09434e-06-0j -3.60563e-06-0j -0.0146197-0j 3.55457e-08-0j 3.29151e-05-0j 0.000830652-0j 0.00208219-0j 3.84136e-06-0j -4.70123e-05-0j -0.000523573-0j -5.48657e-06-0j -0.00410246-0j 6.92233e-05-0j 0.000747815-0j 9.26264e-05-0j -4.36325e-05-0j 1.081e-05-0j -4.02895e-08-0j 2.53951e-08-0j 6.23199e-05-0j -0.00147339-0j -0.000122786-0j -3.62716e-08-0j 7.14643e-08-0j 
-6.24066e-06-0j -0.0123494-0j -5.11604e-06-0j 0.000130149-0j 0.0478286-0j -0.00060007-0j 0.000616173-0j -7.34734e-05-0j 3.12652e-07-0j 7.5445e-05-0j 0.000874971-0j -3.21042e-07-0j -0.00089845-0j -0.00985772-0j 0.0101222-0j -2.25939e-06-0j 2.751e-06-0j -1.63091e-06-0j -0.0102781-0j -2.97701e-07-0j 0.0125145-0j -0.00058911-0j -0.00741915-0j 3.62476e-07-0j 5.35518e-06-0j -2.14892e-07-0j 0.000717293-0j 0.00278314-0j -6.52039e-06-0j -0.000425242-0j 0.00132564-0j 3.86557e-06-0j -0.00338871-0j -0.00161408-0j 0.00200897-0j 0.000956899-0j -1.77502e-06-0j -2.07085e-06-0j 3.76371e-06-0j 4.03884e-05-0j 1.78293e-06-0j -7.4741e-07-0j 4.34627e-05-0j 4.71197e-05-0j -1.47918e-07-0j 0.086007-0j -8.56388e-05-0j -4.05684e-05-0j 5.32163e-06-0j 5.07065e-05-0j 1.70064e-05-0j -1.72571e-07-0j -9.21577e-05-0j -1.30742e-08-0j 0.00195565-0j 0.100342-0j 3.13643e-07-0j -0.182368-0j -4.36565e-05-0j -4.48119e-05-0j 1.48577e-07-0j 6.20857e-06-0j 1.8301e-05-0j -0.0863905-0j 0.000713989-0j -1.52533e-08-0j -1.12839e-05-0j 0.00228159-0j -6.22842e-08-0j 0.0362152-0j 0.000135155-0j 2.77224e-08-0j -5.22806e-05-0j -5.34536e-06-0j -0.00414672-0j 1.31325e-08-0j 9.50184e-05-0j -0.00196437-0j 2.24079e-06-0j 0.000832987-0j 4.50117e-05-0j -5.5052e-09-0j -0.00151393-0j 0.000823469-0j 0.000157681-0j -0.00028658-0j -0.000717172-0j -1.88691e-05-0j 0.000300641-0j -0.000135757-0j 5.691e-05-0j 
-0.00836316-0j 6.24066e-06-0j -0.00516575-0j -0.00121199-0j 5.22153e-07-0j -2.12236e-05-0j 2.17931e-05-0j 0.00051552-0j -0.0401019-0j -0.000529354-0j 8.55256e-05-0j 0.0411781-0j -8.78206e-05-0j -2.60544e-08-0j 2.67535e-08-0j 1.56535e-05-0j -1.90595e-05-0j 1.12993e-05-0j 2.52607e-06-0j 0.0581432-0j -3.07572e-06-0j -4.33869e-05-0j 1.82342e-06-0j -0.0707944-0j 0.00477302-0j 0.04197-0j 5.28274e-05-0j -5.87711e-06-0j -0.00581157-0j -3.13183e-05-0j 1.38683e-09-0j 0.00344535-0j 7.15589e-06-0j -1.68859e-09-0j -4.24232e-06-0j 1.00107e-09-0j 1.22977e-05-0j 1.43473e-05-0j -2.60758e-05-0j 1.94443e-06-0j -1.23525e-05-0j 5.17821e-06-0j -0.000297339-0j 2.26851e-06-0j -0.000299735-0j 2.21877e-07-0j -4.12294e-06-0j -1.9531e-06-0j 0.00722237-0j -0.000346896-0j 8.18747e-07-0j -0.000349691-0j 0.000630473-0j 0.0050835-0j -3.11157e-06-0j 2.58857e-07-0j 0.000635554-0j -4.70464e-07-0j 0.000298665-0j 0.000419237-0j 0.000301072-0j 0.0084261-0j -0.000125201-0j -2.22866e-07-0j -3.65018e-07-0j 0.00593075-0j -0.0153142-0j -3.63016e-06-0j -0.00012621-0j 9.34263e-08-0j 7.03282e-11-0j -0.010779-0j 0.00048911-0j -0.00725457-0j 6.59772e-06-0j -0.00510616-0j -0.000888943-0j 3.12544e-06-0j 0.00304114-0j -4.25855e-07-0j -0.000421106-0j 0.00214052-0j 7.73979e-07-0j -1.3102e-06-0j 8.20495e-11-0j -1.49123e-10-0j 3.66646e-07-0j 0.000176529-0j -1.53699e-07-0j -7.06417e-11-0j 2.96132e-11-0j 
-5.04427e-05-0j 0.000696079-0j -0.0117505-0j -0.000335945-0j -8.51698e-05-0j -2.51645e-05-0j 2.5415e-05-0j -0.0580253-0j -2.56834e-06-0j 0.0586029-0j 5.01219e-05-0j 2.5939e-06-0j -5.06208e-05-0j 5.93782e-06-0j -5.99692e-06-0j -1.82624e-05-0j 2.19553e-05-0j -1.20727e-05-0j 0.000139405-0j 0.000703791-0j -0.000167594-0j -0.0097119-0j 9.21561e-05-0j -0.000846104-0j 1.42279e-05-0j 0.000465254-0j 0.0116757-0j 5.10123e-06-0j -1.7105e-05-0j -0.00642023-0j 3.89142e-07-0j 9.40564e-06-0j -6.13275e-06-0j -4.67831e-07-0j 3.37226e-06-0j 2.5725e-07-0j -1.43473e-05-0j 1.6262e-05-0j -1.02502e-05-0j 0.000107306-0j 1.46403e-05-0j -2.88451e-05-0j -1.79341e-06-0j -0.000121627-0j -0.0507886-0j 2.4748e-05-0j 7.66632e-05-0j -0.000109497-0j -0.00413532-0j 2.03275e-06-0j 0.000215738-0j 0.0575666-0j -1.28127e-06-0j -1.05678e-07-0j -0.0010484-0j -2.80507e-05-0j -0.0362851-0j 1.76808e-05-0j 1.83003e-06-0j 2.52583e-06-0j 0.0518257-0j 0.0046872-0j -3.60563e-06-0j -2.52533e-05-0j 4.23174e-07-0j 1.19781e-07-0j -0.00295442-0j 0.00118831-0j -0.10211-0j 4.97556e-05-0j 2.36972e-08-0j -7.54998e-08-0j -2.86292e-06-0j 0.00421976-0j -0.000749014-0j 1.07836e-07-0j 1.80454e-06-0j 0.00106981-0j -0.00831402-0j -4.79648e-07-0j -2.57741e-06-0j -2.12464e-07-0j 3.0233e-07-0j -0.0021078-0j -2.68596e-08-0j 1.69301e-08-0j -4.31815e-07-0j 5.07816e-06-0j 8.50786e-07-0j -2.4181e-08-0j 4.76429e-08-0j 
6.30533e-06-0j 0.0124774-0j -5.0219e-06-0j 0.000127755-0j 0.0469486-0j -0.000616173-0j 0.000622306-0j -7.5445e-05-0j 3.21042e-07-0j 7.61959e-05-0j 0.00089845-0j -3.24238e-07-0j -0.000907393-0j -0.0101222-0j 0.010223-0j 2.2828e-06-0j -2.74441e-06-0j 1.50909e-06-0j 0.0103846-0j 3.00786e-07-0j -0.0124845-0j 0.000595215-0j 0.00686496-0j -3.61608e-07-0j -5.41067e-06-0j 1.9884e-07-0j -0.000715574-0j -0.00281198-0j 6.50476e-06-0j 0.000393478-0j -0.00133938-0j -3.57682e-06-0j 0.00338059-0j 0.00161022-0j -0.00185891-0j -0.000885422-0j 1.79341e-06-0j -2.03275e-06-0j 1.28127e-06-0j -4.08069e-05-0j -1.83003e-06-0j 3.60563e-06-0j -4.39132e-05-0j 4.62528e-05-0j 1.49451e-07-0j -0.0868983-0j -2.91539e-05-0j 4.16402e-05-0j -5.37678e-06-0j 4.97736e-05-0j -8.20418e-05-0j -1.69396e-07-0j -3.13731e-05-0j 1.32097e-08-0j -0.00197591-0j 0.0984953-0j 1.06773e-07-0j -0.0620832-0j 4.48098e-05-0j 4.52763e-05-0j -1.52503e-07-0j 6.09434e-06-0j -8.82869e-05-0j 0.0886728-0j -0.000721388-0j -1.49726e-08-0j -3.84136e-06-0j 0.00223961-0j 3.00469e-07-0j -0.174708-0j -0.000136556-0j 9.43748e-09-0j -5.13186e-05-0j 5.48657e-06-0j -0.00141166-0j -1.34795e-08-0j 3.2347e-05-0j 0.00201626-0j -1.081e-05-0j 0.00081766-0j -4.62008e-05-0j 2.6558e-08-0j -0.000515384-0j -0.00397255-0j 0.000154779-0j -9.756e-05-0j 0.000736118-0j 9.10275e-05-0j -0.00145034-0j 0.000139344-0j -0.000274544-0j 
0.00844983-0j -6.30533e-06-0j -0.0050707-0j -0.00118969-0j 5.12546e-07-0j -2.17931e-05-0j 2.201e-05-0j 0.000529354-0j -0.0411781-0j -0.000534623-0j 8.78206e-05-0j 0.0415879-0j -8.86948e-05-0j -2.67535e-08-0j 2.70198e-08-0j -1.58157e-05-0j 1.90138e-05-0j -1.04553e-05-0j -2.55225e-06-0j -0.0587457-0j 3.06834e-06-0j 4.38365e-05-0j -1.68721e-06-0j 0.0706247-0j -0.00482248-0j -0.0388349-0j -5.27007e-05-0j 5.93801e-06-0j 0.00579764-0j 2.8979e-05-0j -1.4012e-09-0j -0.00318799-0j -7.13873e-06-0j 1.68454e-09-0j 3.92543e-06-0j -9.26291e-10-0j -1.24251e-05-0j 1.40833e-05-0j -8.87693e-06-0j -1.96458e-06-0j 1.26788e-05-0j -2.49806e-05-0j 0.000300421-0j 2.22677e-06-0j 0.000302842-0j -2.24176e-07-0j -1.40357e-06-0j 2.0047e-06-0j -0.00729722-0j -0.000340513-0j -3.94977e-06-0j -0.000343257-0j 0.000214631-0j -0.00513618-0j 3.14381e-06-0j 2.54094e-07-0j 0.000216361-0j -1.60159e-07-0j -0.000306555-0j -0.000423582-0j -0.000309026-0j 0.00827107-0j 0.000603992-0j 2.28754e-07-0j 3.68801e-07-0j 0.00582162-0j -0.00521339-0j -3.56337e-06-0j 0.00060886-0j -4.50704e-07-0j -7.1057e-11-0j -0.00366946-0j 0.00048011-0j 0.00744623-0j 2.24605e-06-0j 0.00524106-0j -0.000302621-0j -3.20801e-06-0j -0.014671-0j -4.18019e-07-0j 0.000432231-0j -0.0103262-0j 2.63484e-07-0j 6.32061e-06-0j 8.05398e-11-0j -5.07656e-11-0j -3.76332e-07-0j -0.000851606-0j 7.41471e-07-0j 7.25079e-11-0j -1.42859e-10-0j 
0.000849149-0j -0.00569937-0j 0.00105445-0j -0.011765-0j -0.00146127-0j 4.33224e-06-0j -4.44849e-06-0j 0.0100605-0j -8.55256e-05-0j -0.0103305-0j -0.0388518-0j 8.78206e-05-0j 0.0398944-0j 0.000146851-0j -0.000150791-0j -3.19526e-06-0j 3.89051e-06-0j -2.30646e-06-0j 4.92971e-05-0j -0.00590353-0j -6.00235e-05-0j 0.0396237-0j 3.55845e-05-0j 0.00718807-0j -0.000973207-0j -0.0042614-0j -0.0482453-0j 0.00818115-0j 0.00118496-0j 0.0286019-0j -1.30731e-05-0j -0.000702498-0j -0.00996126-0j 1.59176e-05-0j 0.00590546-0j -9.43666e-06-0j -2.51025e-06-0j -2.92863e-06-0j 5.3227e-06-0j 3.79462e-05-0j 2.52144e-06-0j -1.057e-06-0j 3.01902e-05-0j 4.42706e-05-0j 6.11832e-05-0j -0.000202632-0j -8.04605e-05-0j -3.81154e-05-0j 0.0701091-0j 3.52219e-05-0j 1.59781e-05-0j 7.13805e-05-0j -6.40147e-05-0j 5.3739e-06-0j 0.00870786-0j -0.000236404-0j -0.000129732-0j 0.000429658-0j -3.03248e-05-0j 0.0040003-0j -6.1456e-05-0j 0.0817939-0j 1.27122e-05-0j 0.000203536-0j 0.00102336-0j 6.26955e-06-0j -0.148658-0j 0.0101592-0j 2.57626e-05-0j -8.53228e-05-0j -9.96506e-07-0j -1.13947e-05-0j 0.00466701-0j -0.0704216-0j -0.018464-0j -5.39785e-06-0j -0.00848216-0j -0.00874668-0j 0.029521-0j 0.00119392-0j -0.00401813-0j 2.2628e-06-0j -0.00216992-0j 0.00366664-0j -1.16259e-06-0j 2.11297e-06-0j -0.00102792-0j 0.00168441-0j 0.000430909-0j 1.00095e-06-0j -4.19601e-07-0j 
0.00128255-0j 6.08942e-05-0j -3.61758e-06-0j -0.00879197-0j 7.66913e-06-0j 2.16612e-06-0j -2.22425e-06-0j -1.70772e-05-0j 0.0124072-0j 1.75354e-05-0j 0.00125395-0j -0.0127401-0j -0.0012876-0j -5.11118e-07-0j 5.24834e-07-0j -1.59763e-06-0j 1.94525e-06-0j -1.15323e-06-0j 1.21954e-05-0j 6.11819e-05-0j -1.48489e-05-0j 2.90486e-06-0j 8.80308e-06-0j -7.44943e-05-0j 0.069853-0j 4.41635e-05-0j -3.53692e-06-0j -0.000129703-0j -0.0850521-0j 2.09684e-06-0j 3.40429e-08-0j 0.0504226-0j 0.000157925-0j -4.14501e-08-0j -9.36247e-05-0j 2.45734e-08-0j -1.25513e-06-0j -1.46431e-06-0j 2.66135e-06-0j 9.38732e-06-0j 1.26072e-06-0j -5.28499e-07-0j 4.5599e-05-0j 1.09519e-05-0j -1.04594e-07-0j 2.165e-06-0j -1.99047e-05-0j -9.42917e-06-0j -0.000359492-0j 5.31989e-05-0j 3.95274e-06-0j -1.22026e-07-0j -9.66874e-05-0j 0.0493965-0j 3.1358e-07-0j 2.52583e-06-0j 2.21779e-07-0j -4.59063e-06-0j -4.58023e-05-0j 0.0124008-0j 1.0506e-07-0j -0.000419407-0j 1.92005e-05-0j -2.17465e-06-0j -1.07596e-05-0j 0.0576293-0j 0.00076226-0j 3.65844e-07-0j -4.40416e-08-0j 9.11621e-07-0j 2.07307e-09-0j -0.10474-0j 0.0144675-0j 0.000361094-0j -6.6491e-07-0j -0.0496167-0j -0.0262943-0j -3.14978e-07-0j -0.000151372-0j -1.25528e-05-0j -0.012456-0j 0.0207995-0j 2.28144e-05-0j 1.3204e-07-0j 2.41858e-09-0j -4.3957e-09-0j 1.08075e-05-0j 0.00522161-0j -4.53055e-06-0j -2.08231e-09-0j 8.72912e-10-0j 
-0.000857948-0j 0.00575843-0j 0.00103505-0j -0.0115486-0j -0.00143438-0j 4.44849e-06-0j -4.49277e-06-0j 0.0103305-0j -8.78206e-05-0j -0.0104333-0j -0.0398944-0j 8.86948e-05-0j 0.0402915-0j 0.000150791-0j -0.000152292-0j 3.22837e-06-0j -3.88118e-06-0j 2.13417e-06-0j -4.9808e-05-0j 0.00596471-0j 5.98796e-05-0j -0.0400343-0j -3.29265e-05-0j -0.00717084-0j 0.000983292-0j 0.00394308-0j 0.0481297-0j -0.00826593-0j -0.00118212-0j -0.0264654-0j 1.32086e-05-0j 0.000650023-0j 0.00993738-0j -1.58795e-05-0j -0.00546435-0j 8.73177e-06-0j 2.53627e-06-0j -2.87474e-06-0j 1.812e-06-0j -3.83394e-05-0j -2.58806e-06-0j 5.09914e-06-0j -3.0503e-05-0j 4.3456e-05-0j -6.18173e-05-0j 0.000204732-0j -2.7391e-05-0j 3.91223e-05-0j -0.0708356-0j 3.45738e-05-0j -7.7081e-05-0j 7.00671e-05-0j -2.17924e-05-0j -5.42959e-06-0j -0.0087981-0j -0.000232055-0j -4.41644e-05-0j 0.000146268-0j 3.11259e-05-0j -0.00404175-0j 6.30796e-05-0j 0.080289-0j -6.1326e-05-0j -0.000208913-0j -0.00103397-0j 6.15419e-06-0j -0.0506074-0j 0.00997224-0j -0.000124283-0j 0.000411612-0j 1.00683e-06-0j -3.87908e-06-0j 0.00458114-0j 0.0722821-0j -0.00628566-0j 5.54046e-06-0j -0.00288757-0j 0.00897775-0j -0.142414-0j 0.00117195-0j 0.00412428-0j -1.09161e-05-0j -0.000738702-0j -0.0176885-0j -1.1412e-06-0j 7.19316e-07-0j 0.00105508-0j -0.0081259-0j -0.00207878-0j -1.02739e-06-0j 2.02423e-06-0j 
