-0.00322239-0j -0.000537065-0j -0.000328884-0j -6.71331e-05-0j -3.95586e-06-0j -0.00290293-0j -0.000468458-0j -0.000382494-0j -5.52083e-05-0j -4.78118e-05-0j -5.63467e-06-0j -2.57186e-07-0j -0.00186795-0j -0.00188731-0j -0.000295349-0j -0.00029841-0j -0.000233494-0j -0.000155663-0j -0.000235914-0j -3.3702e-05-0j -0.000157276-0j -3.40512e-05-0j -3.89157e-05-0j -1.37588e-05-0j -3.9319e-05-0j -3.24298e-06-0j -1.39014e-05-0j -3.4397e-06-0j -3.27658e-06-0j -3.47534e-06-0j -2.86641e-07-0j -2.89612e-07-0j -1.06825e-08-0j -1.07932e-08-0j -0.00140761-0j -0.00174183-0j -0.00101607-0j -0.00021945-0j -0.000271555-0j -0.000158407-0j -0.000169985-0j -2.45353e-05-0j -0.000155175-0j -0.000210346-0j -0.000122702-0j -3.03608e-05-0j -2.74312e-05-0j -0.000192019-0j -1.77105e-05-0j -1.82875e-05-0j -0.000112011-0j -2.28594e-06-0j -1.58374e-05-0j -3.39444e-05-0j -2.26296e-05-0j -3.2328e-06-0j -2.8287e-06-0j -1.98009e-05-0j -1.95978e-05-0j -1.6164e-06-0j -1.32006e-05-0j -1.90495e-07-0j -1.65008e-06-0j -1.14321e-05-0j -4.00039e-06-0j -2.33307e-07-0j -2.0002e-06-0j -2.33356e-06-0j -2.35725e-07-0j -1.50599e-08-0j -1.16678e-06-0j -2.88703e-07-0j -1.37506e-07-0j -4.74343e-10-0j -1.86357e-08-0j -1.6841e-07-0j -5.8697e-10-0j -1.08708e-08-0j -3.42399e-10-0j 
0.000106936-0j 8.78126e-06-0j -0.00103143-0j 0.00984137-0j -1.86218e-05-0j -4.98039e-07-0j -0.00148156-0j 1.26133e-05-0j -4.21063e-05-0j 0.01429-0j 0.00253135-0j -2.02485e-06-0j -3.20475e-07-0j -3.23796e-07-0j 4.8291e-06-0j 4.87914e-06-0j -0.00148936-0j -2.67062e-08-0j -0.00150479-0j 0.00497184-0j -2.6983e-08-0j 0.00502336-0j -0.000122301-0j -0.000130812-0j -0.000123569-0j -7.57969e-06-0j -0.000132168-0j -0.0479546-0j -7.65823e-06-0j -0.0484516-0j 0.000259356-0j 0.000262043-0j -1.2642e-07-0j -1.2773e-07-0j -2.41496e-07-0j -2.98836e-07-0j -1.74321e-07-0j 3.58811e-06-0j 4.44006e-06-0j 2.59003e-06-0j 5.60551e-06-0j -1.87125e-05-0j 5.14953e-06-0j 6.93646e-06-0j 4.04627e-06-0j -2.31556e-05-0j 0.0166752-0j 6.37221e-06-0j -1.35074e-05-0j 2.99009e-07-0j 3.71713e-06-0j 0.00103345-0j -4.96685e-05-0j 0.0206345-0j 3.70005e-07-0j 0.000473912-0j 0.00127883-0j 0.0120368-0j -6.14616e-05-0j 0.0014646-0j 2.15836e-07-0j -8.96735e-07-0j 0.000745986-0j -3.58526e-05-0j 0.000586437-0j -0.00996792-0j 0.00181235-0j 0.000342088-0j -1.10965e-06-0j 2.279e-05-0j 0.0010572-0j -0.0123347-0j -6.47297e-07-0j -7.86989e-09-0j 2.82012e-05-0j -0.00719522-0j -9.73849e-09-0j 1.64507e-05-0j -5.68078e-09-0j 
-5.2123e-07-0j -0.00239867-0j 1.02252e-05-0j 0.00461513-0j -1.75568e-05-0j -4.69556e-07-0j 7.22145e-06-0j -0.00171375-0j 0.0115016-0j -0.000141666-0j 0.00118708-0j -1.90905e-06-0j -3.02146e-07-0j -3.05278e-07-0j 4.55292e-06-0j 4.6001e-06-0j 3.61084e-06-0j -0.00104947-0j 3.64826e-06-0j -2.42338e-05-0j -0.00106035-0j -2.44849e-05-0j 0.0166169-0j 6.42764e-07-0j 0.0167891-0j 0.00207045-0j 6.49425e-07-0j 0.000475403-0j 0.0020919-0j 0.00048033-0j 0.000121625-0j 0.000122886-0j -1.1919e-07-0j -1.20425e-07-0j -2.27685e-07-0j -2.81746e-07-0j -1.64352e-07-0j 3.3829e-06-0j 4.18613e-06-0j 2.44191e-06-0j 2.62871e-06-0j -1.76424e-05-0j 7.27212e-06-0j 3.25287e-06-0j 1.89751e-06-0j -2.18313e-05-0j -4.04278e-05-0j 8.99879e-06-0j -1.27349e-05-0j 0.0117501-0j 5.24929e-06-0j -5.03727e-06-0j -0.00014266-0j -5.00269e-05-0j 0.01454-0j -0.0643896-0j -6.23331e-06-0j -2.91823e-05-0j -0.000176533-0j -7.19653e-06-0j 0.00848169-0j 0.00024495-0j -3.6361e-06-0j -0.000102977-0j -0.079678-0j 9.88181e-05-0j -8.90525e-06-0j -0.0464789-0j 0.00030311-0j 1.06874e-05-0j -5.19473e-06-0j 0.000122281-0j 0.000176814-0j -7.4198e-09-0j 1.3225e-05-0j 7.13306e-05-0j -9.18153e-09-0j 7.71459e-06-0j -5.35589e-09-0j 
-8.91135e-06-0j -1.47122e-06-0j -9.03785e-07-0j -0.00251778-0j 0.00669986-0j 4.15033e-08-0j 0.000248222-0j -5.2282e-07-0j 2.16573e-05-0j 2.51746e-05-0j 0.0199975-0j 0.00227441-0j 2.67062e-08-0j 2.6983e-08-0j -8.09072e-07-0j -8.17457e-07-0j 6.17338e-05-0j 2.22552e-09-0j 6.23735e-05-0j -0.00255726-0j 2.24858e-09-0j -0.00258376-0j 1.01919e-05-0j -5.68128e-08-0j 1.02976e-05-0j -0.000120384-0j -5.74016e-08-0j -0.000259356-0j -0.000121632-0j -0.000262043-0j -0.0464135-0j -0.0468945-0j 0.000287438-0j 0.000290417-0j 2.01247e-08-0j 2.4903e-08-0j 1.45268e-08-0j -6.01155e-07-0j -7.43892e-07-0j -4.33937e-07-0j -2.32348e-07-0j 9.62477e-06-0j -4.29127e-07-0j -2.87516e-07-0j -1.67717e-07-0j 1.191e-05-0j -0.00138962-0j -5.31018e-07-0j 6.94752e-06-0j -5.00963e-08-0j -3.0976e-07-0j 0.0164138-0j -4.35219e-08-0j -0.00171957-0j -6.1991e-08-0j -0.000121244-0j 0.0203111-0j -0.00100308-0j -5.38556e-08-0j 1.27885e-06-0j -3.61614e-08-0j 0.000322632-0j 0.0118481-0j -3.14158e-08-0j -0.000150032-0j 0.00166468-0j 1.5825e-06-0j -8.75185e-05-0j 0.000399237-0j -0.0127328-0j 9.23125e-07-0j 0.00205994-0j 0.000232888-0j 2.99905e-05-0j -0.0157561-0j 0.00120163-0j 3.71113e-05-0j -0.00919104-0j 2.16483e-05-0j 
-3.68565e-07-0j -0.000418131-0j -0.00208458-0j -0.000211347-0j 8.66926e-08-0j -3.32026e-07-0j 2.52638e-06-0j -0.00182406-0j -8.68761e-05-0j 0.014289-0j -2.67015e-05-0j 7.05265e-09-0j -2.1365e-07-0j -2.15864e-07-0j 1.59281e-06-0j 1.60932e-06-0j 7.71316e-06-0j 5.15835e-06-0j 7.7931e-06-0j 3.67362e-07-0j 5.2118e-06-0j 3.71169e-07-0j 0.00875045-0j 0.00824971-0j 0.00884113-0j -7.68153e-06-0j 0.0083352-0j 0.00207778-0j -7.76113e-06-0j 0.00209931-0j -1.81426e-06-0j -1.83306e-06-0j 3.51771e-10-0j 3.55416e-10-0j -1.60997e-07-0j -1.99224e-07-0j -1.16214e-07-0j 1.18349e-06-0j 1.46449e-06-0j 8.54285e-07-0j 5.61523e-06-0j 2.67442e-07-0j 2.56221e-06-0j 6.94849e-06-0j 4.05329e-06-0j 3.30942e-07-0j -4.27261e-05-0j 3.17057e-06-0j 1.9305e-07-0j -2.8574e-05-0j 1.8495e-06-0j 3.75068e-08-0j 0.0144917-0j -5.28708e-05-0j -3.53585e-05-0j 0.00146925-0j 4.64124e-08-0j -3.08413e-05-0j 0.0179325-0j -0.0456982-0j -2.06258e-05-0j -6.02673e-07-0j 2.70739e-08-0j 0.0104607-0j 0.0018181-0j 0.000212136-0j -0.0565487-0j 0.00106056-0j -7.4577e-07-0j -1.19274e-07-0j -0.0329867-0j 0.000262505-0j -4.35033e-07-0j 1.82323e-11-0j -1.47595e-07-0j 0.000153128-0j 2.25614e-11-0j -8.60969e-08-0j 1.31608e-11-0j 
3.07138e-08-0j 0.000284169-0j 3.13471e-09-0j 1.75568e-05-0j 0.00446657-0j 2.76689e-08-0j -8.55521e-07-0j -1.05626e-06-0j -0.00418314-0j -8.73162e-08-0j -0.000139445-0j 0.00151627-0j 1.78041e-08-0j 1.79887e-08-0j -5.39382e-07-0j -5.44971e-07-0j 2.22552e-09-0j 6.18408e-05-0j 2.24858e-09-0j 8.81382e-06-0j 6.24816e-05-0j 8.90515e-06-0j 2.05908e-05-0j 1.3114e-10-0j 2.08042e-05-0j 0.0232524-0j 1.32499e-10-0j 8.99556e-07-0j 0.0234934-0j 9.08878e-07-0j 0.000323648-0j 0.000327001-0j 0.000191625-0j 0.000193611-0j 1.34165e-08-0j 1.6602e-08-0j 9.68451e-09-0j -4.0077e-07-0j -4.95928e-07-0j -2.89291e-07-0j 1.62019e-09-0j 6.41651e-06-0j -4.28514e-07-0j 2.00488e-09-0j 1.16952e-09-0j 7.94003e-06-0j -5.00963e-08-0j -5.30259e-07-0j 4.63168e-06-0j -0.00139203-0j -3.09318e-07-0j -5.65717e-05-0j -4.3735e-08-0j -6.1991e-08-0j -0.00172255-0j -0.00024495-0j -7.0004e-05-0j -3.61614e-08-0j -5.41193e-08-0j -2.95195e-09-0j -0.00100482-0j -0.0623169-0j -4.08356e-05-0j -3.15696e-08-0j -0.00030311-0j -5.77383e-06-0j -3.65285e-09-0j -0.000176814-0j -0.0771132-0j 8.87876e-05-0j -2.13083e-09-0j -7.14475e-06-0j -0.0449827-0j 1.99937e-05-0j 0.000109869-0j -4.16777e-06-0j 2.47409e-05-0j 6.40903e-05-0j 1.44322e-05-0j 
3.32107e-07-0j 8.23869e-08-0j -1.75236e-10-0j -2.46736e-06-0j -0.00396685-0j -1.54674e-09-0j -1.39002e-05-0j -2.038e-10-0j -2.02909e-06-0j 7.33442e-09-0j 3.95966e-05-0j 0.0242304-0j -9.95282e-10-0j -1.0056e-09-0j 4.53072e-08-0j 4.57767e-08-0j 2.40644e-08-0j -8.29402e-11-0j 2.43138e-08-0j 0.000239591-0j -8.37997e-11-0j 0.000242074-0j 5.96975e-09-0j -7.33095e-12-0j 6.03161e-09-0j 2.27894e-05-0j -7.40692e-12-0j -1.2642e-07-0j 2.30255e-05-0j -1.2773e-07-0j -0.000287438-0j -0.000290417-0j -0.0448754-0j -0.0453405-0j -7.50003e-10-0j -9.28081e-10-0j -5.41381e-10-0j 3.36641e-08-0j 4.16572e-08-0j 2.43e-08-0j -9.05714e-11-0j -9.01751e-07-0j 1.59926e-08-0j -1.12076e-10-0j -6.53779e-11-0j -1.11586e-06-0j -8.13947e-07-0j 1.97899e-08-0j -6.50918e-07-0j 2.80534e-09-0j 1.15441e-08-0j -0.00310722-0j -8.43849e-12-0j -1.00721e-06-0j 3.47143e-09-0j -1.18816e-07-0j -0.00384499-0j -5.87538e-07-0j -1.04421e-11-0j 2.47959e-10-0j 2.025e-09-0j -0.000191024-0j -0.00224291-0j -6.09123e-12-0j -1.47027e-07-0j 1.63952e-06-0j 3.06834e-10-0j -8.5766e-08-0j -0.00023638-0j 0.00141885-0j 1.78986e-10-0j 2.02881e-06-0j -0.000137889-0j -0.0149037-0j 0.00175574-0j 1.18347e-06-0j -0.0184424-0j 0.00102418-0j -0.0107581-0j 
-7.13724e-08-0j -1.18954e-08-0j -0.00135261-0j 7.16735e-07-0j -8.76178e-11-0j -6.42966e-08-0j -1.03758e-08-0j 4.08363e-06-0j -1.2228e-09-0j -0.000196637-0j 6.01576e-08-0j -5.69639e-12-0j -4.13731e-08-0j -4.18019e-08-0j -6.54166e-09-0j -6.60945e-09-0j 2.49286e-06-0j -3.44776e-09-0j 2.51869e-06-0j -7.46462e-10-0j -3.48349e-09-0j -7.54197e-10-0j 4.15477e-07-0j 0.0163146-0j 4.19782e-07-0j -7.18283e-11-0j 0.0164836-0j -1.41466e-05-0j -7.25727e-11-0j -1.42932e-05-0j 3.06028e-09-0j 3.09199e-09-0j -2.36605e-13-0j -2.39057e-13-0j -3.1177e-08-0j -3.85796e-08-0j -2.25048e-08-0j -4.86057e-09-0j -6.01465e-09-0j -3.50855e-09-0j 1.81482e-06-0j -5.43429e-10-0j -3.43694e-09-0j 2.24572e-06-0j 1.31e-06-0j -6.72459e-10-0j 2.92865e-07-0j -4.253e-09-0j -3.92267e-10-0j -4.05048e-10-0j -2.48092e-09-0j -5.0631e-11-0j -6.51352e-05-0j 3.62402e-07-0j -5.01221e-10-0j 3.45145e-08-0j -6.26526e-11-0j 2.11401e-07-0j -8.06007e-05-0j 0.00191666-0j -2.92379e-10-0j -4.21925e-12-0j -3.65474e-11-0j -4.70171e-05-0j 4.27095e-08-0j -9.59532e-07-0j 0.00237175-0j 2.49139e-08-0j -5.22105e-12-0j 1.60785e-10-0j 0.00138352-0j -1.18736e-06-0j -3.04561e-12-0j -1.05062e-14-0j 1.98961e-10-0j -6.92627e-07-0j -1.30007e-14-0j 1.16061e-10-0j -7.58376e-15-0j 
5.31978e-08-0j 0.000183616-0j 9.92491e-05-0j -0.00290208-0j -0.000169565-0j 4.79239e-08-0j -1.10942e-06-0j 0.000175216-0j -0.00179249-0j -0.0020698-0j 0.011238-0j -2.78526e-05-0j 3.08377e-08-0j 3.11573e-08-0j -6.99458e-07-0j -7.06707e-07-0j -7.40915e-07-0j -7.44543e-07-0j -7.48593e-07-0j 7.57969e-06-0j -7.52259e-07-0j 7.65823e-06-0j -0.00255732-0j 1.25874e-05-0j -0.00258382-0j 0.00485787-0j 1.27178e-05-0j 0.0141411-0j 0.00490821-0j 0.0142877-0j 0.00236163-0j 0.0023861-0j -2.32593e-06-0j -2.35004e-06-0j 2.3238e-08-0j 2.87555e-08-0j 1.67741e-08-0j -5.1971e-07-0j -6.43108e-07-0j -3.75147e-07-0j -5.3939e-07-0j 5.51806e-06-0j -3.69823e-07-0j -6.67462e-07-0j -3.89353e-07-0j 6.82825e-06-0j 1.24867e-05-0j -4.57633e-07-0j 3.98314e-06-0j 1.25478e-05-0j -2.66952e-07-0j -2.37197e-05-0j -0.000689964-0j 1.54515e-05-0j 1.55272e-05-0j 0.0201748-0j -2.93516e-05-0j 9.01337e-06-0j -0.000853787-0j -0.000212136-0j 9.05751e-06-0j 0.00117879-0j -1.71218e-05-0j -0.000498042-0j 0.024965-0j -0.0442529-0j -0.000262505-0j 0.0145629-0j 0.00145868-0j 0.000313485-0j -0.000153128-0j -0.0547602-0j 0.000850896-0j -1.81308e-07-0j 0.000387918-0j -0.0319434-0j -2.24358e-07-0j 0.000226285-0j -1.30875e-07-0j 
2.30353e-08-0j -3.65886e-07-0j 0.000261479-0j -0.000822248-0j 7.75908e-07-0j 2.07516e-08-0j -3.19146e-07-0j -1.05384e-06-0j 1.75443e-06-0j -0.00362269-0j -0.000211495-0j 8.43688e-08-0j 1.33531e-08-0j 1.34915e-08-0j -2.01212e-07-0j -2.03298e-07-0j -6.4332e-07-0j 1.11276e-09-0j -6.49987e-07-0j 1.07099e-06-0j 1.12429e-09-0j 1.08209e-06-0j 1.02183e-05-0j -0.00209524-0j 1.03242e-05-0j 3.1582e-07-0j -0.00211696-0j 0.0121571-0j 3.19093e-07-0j 0.012283-0j -2.16692e-05-0j -2.18938e-05-0j 5.2675e-09-0j 5.32209e-09-0j 1.00623e-08-0j 1.24515e-08-0j 7.26338e-09-0j -1.49504e-07-0j -1.85002e-07-0j -1.07918e-07-0j -4.68341e-07-0j 7.79689e-07-0j 1.10927e-09-0j -5.79542e-07-0j -3.38066e-07-0j 9.64816e-07-0j 7.20276e-06-0j 1.37265e-09-0j 5.6281e-07-0j -1.24587e-08-0j 8.00713e-10-0j 2.22618e-07-0j 1.25915e-05-0j 8.91296e-06-0j -1.54169e-08-0j -3.95954e-05-0j 2.75476e-07-0j 5.19923e-06-0j 1.55812e-05-0j 0.0234588-0j -8.99317e-09-0j 3.73639e-08-0j 1.60694e-07-0j 9.08906e-06-0j -4.89968e-05-0j 0.00252698-0j 0.0290288-0j -2.85815e-05-0j 4.62355e-08-0j -1.90411e-06-0j 0.0169335-0j 0.00312698-0j 2.69707e-08-0j 3.27912e-10-0j -2.35621e-06-0j 0.00182407-0j 4.0577e-10-0j -1.37446e-06-0j 2.36699e-10-0j 
-3.4339e-09-0j -1.9809e-05-0j 6.73642e-08-0j 0.000313867-0j -0.0026075-0j -3.09347e-09-0j 1.19687e-07-0j -5.62566e-06-0j 0.000389753-0j -2.34795e-06-0j -0.00376583-0j 0.00764697-0j -1.99056e-09-0j -2.01119e-09-0j 7.54595e-08-0j 7.62415e-08-0j 2.37885e-08-0j 4.806e-08-0j 2.4035e-08-0j -1.6481e-06-0j 4.85581e-08-0j -1.66518e-06-0j 0.000137228-0j 4.23458e-09-0j 0.00013865-0j -0.00327275-0j 4.27846e-09-0j 3.23313e-05-0j -0.00330667-0j 3.26664e-05-0j 0.0180636-0j 0.0182508-0j 0.00201287-0j 0.00203373-0j -1.50001e-09-0j -1.85616e-09-0j -1.08276e-09-0j 5.60678e-08-0j 6.93804e-08-0j 4.04719e-08-0j 1.73182e-08-0j -1.19983e-06-0j 2.3872e-08-0j 2.14302e-08-0j 1.25009e-08-0j -1.48471e-06-0j -6.70046e-07-0j 2.95401e-08-0j -8.6608e-07-0j -1.3537e-06-0j 1.72317e-08-0j 1.598e-05-0j -4.68305e-07-0j -8.2914e-07-0j -1.67511e-06-0j -0.00218195-0j 1.97742e-05-0j -4.83665e-07-0j -5.79498e-07-0j -1.19274e-07-0j -9.7715e-07-0j 0.018127-0j 1.15349e-05-0j -3.38041e-07-0j -0.00270003-0j -0.000313485-0j -1.47595e-07-0j -0.00157502-0j 0.022431-0j -0.04281-0j -8.60969e-08-0j -0.000387918-0j 0.0130847-0j 0.000318415-0j -0.0529747-0j -0.000226285-0j 0.000394019-0j -0.0309019-0j 0.000229844-0j 
-2.71474e-09-0j 8.66926e-08-0j -1.53544e-05-0j 0.000448188-0j -0.000394793-0j -2.4456e-09-0j 7.56181e-08-0j 9.30669e-08-0j -1.27617e-06-0j 0.000427691-0j -0.00355975-0j -0.000134021-0j -1.57368e-09-0j -1.58999e-09-0j 4.7675e-08-0j 4.81691e-08-0j 5.68128e-08-0j -1.3114e-10-0j 5.74016e-08-0j -7.79039e-07-0j -1.32499e-10-0j -7.87112e-07-0j -1.81426e-06-0j 6.07649e-05-0j -1.83306e-06-0j 7.09372e-06-0j 6.13946e-05-0j -0.00440619-0j 7.16723e-06-0j -0.00445185-0j 0.00826204-0j 0.00834766-0j -1.69374e-05-0j -1.7113e-05-0j -1.18586e-09-0j -1.46742e-09-0j -8.55998e-10-0j 3.54234e-08-0j 4.38342e-08-0j 2.557e-08-0j 4.13601e-08-0j -5.67145e-07-0j -1.30729e-10-0j 5.11805e-08-0j 2.98553e-08-0j -7.01806e-07-0j -1.27885e-06-0j -1.61768e-10-0j -4.09387e-07-0j 2.95195e-09-0j -9.43649e-11-0j 5.00028e-06-0j -7.39393e-07-0j -1.5825e-06-0j 3.65285e-09-0j 2.15826e-05-0j 6.18753e-06-0j -9.23125e-07-0j -9.14952e-07-0j -0.00136781-0j 2.13083e-09-0j -1.90113e-05-0j 3.6094e-06-0j -5.33722e-07-0j 2.6707e-05-0j 0.0282813-0j -0.00169258-0j 1.55791e-05-0j -2.35253e-05-0j 0.00226656-0j -0.00098734-0j 0.0349963-0j -1.37231e-05-0j -1.76721e-06-0j 0.00280473-0j 0.0204145-0j -2.18681e-06-0j 0.00163609-0j -1.27564e-06-0j 
1.08158e-10-0j 8.74536e-07-0j 1.10388e-11-0j 2.17904e-07-0j 0.000587172-0j 9.74352e-11-0j -5.28401e-09-0j -1.85337e-09-0j -2.58696e-05-0j -5.39297e-10-0j -4.37883e-06-0j -0.00543774-0j 6.26969e-11-0j 6.33466e-11-0j -3.33142e-09-0j -3.36594e-09-0j 7.83711e-12-0j -1.51375e-09-0j 7.91833e-12-0j 1.09391e-07-0j -1.52944e-09-0j 1.10525e-07-0j 6.33688e-08-0j 4.61806e-13-0j 6.40255e-08-0j 0.000363823-0j 4.66592e-13-0j 1.11647e-08-0j 0.000367594-0j 1.12804e-08-0j 4.25464e-05-0j 4.29873e-05-0j 0.0211434-0j 0.0213625-0j 4.72457e-11-0j 5.84636e-11-0j 3.41038e-11-0j -2.4753e-09-0j -3.06303e-09-0j -1.78677e-09-0j 5.70546e-12-0j 7.96376e-08-0j -7.51896e-10-0j 7.06015e-12-0j 4.11842e-12-0j 9.85466e-08-0j -3.09413e-10-0j -9.30424e-10-0j 5.74855e-08-0j 5.97636e-08-0j -5.42747e-10-0j -1.77645e-06-0j -7.67401e-11-0j -3.82879e-10-0j 7.39536e-08-0j -1.51483e-06-0j -2.19825e-06-0j -2.23346e-10-0j -9.4961e-11-0j -1.82323e-11-0j 4.31396e-08-0j -0.00408193-0j -1.28231e-06-0j -5.53939e-11-0j -1.87451e-06-0j -1.81308e-07-0j -2.25614e-11-0j -1.09346e-06-0j -0.00505113-0j -0.000318415-0j -1.31608e-11-0j -2.24358e-07-0j -0.00294649-0j -0.0413701-0j -0.000394019-0j -1.30875e-07-0j -0.0511929-0j -0.000229844-0j -0.0298625-0j 
1.75236e-10-0j -8.40857e-09-0j 3.2693e-07-0j -4.84031e-05-0j 0.000404865-0j 1.57863e-10-0j -7.33442e-09-0j -3.99803e-09-0j 2.07093e-07-0j -1.36835e-05-0j 0.00077678-0j -0.00247301-0j 1.01581e-10-0j 1.02633e-10-0j -4.62415e-09-0j -4.67207e-09-0j -2.4406e-09-0j 8.46505e-12-0j -2.46589e-09-0j 1.2642e-07-0j 8.55277e-12-0j 1.2773e-07-0j 1.17111e-07-0j 4.14634e-08-0j 1.18324e-07-0j -2.32593e-06-0j 4.1893e-08-0j 0.000235857-0j -2.35004e-06-0j 0.000238301-0j -0.00563878-0j -0.00569721-0j 0.00458008-0j 0.00462754-0j 7.65468e-11-0j 9.47219e-11-0j 5.52544e-11-0j -3.43582e-09-0j -4.25162e-09-0j -2.48011e-09-0j -1.77677e-09-0j 9.20346e-08-0j 8.43849e-12-0j -2.19864e-09-0j -1.28254e-09-0j 1.13887e-07-0j 8.25501e-08-0j 1.04421e-11-0j 6.64341e-08-0j -2.86319e-10-0j 6.09123e-12-0j -1.63952e-06-0j 1.57434e-08-0j 1.0215e-07-0j -3.54301e-10-0j -2.33086e-06-0j -2.02881e-06-0j 5.95878e-08-0j 1.94814e-08-0j -1.40244e-06-0j -2.06676e-10-0j 1.94963e-05-0j -1.18347e-06-0j 1.13642e-08-0j -2.88429e-06-0j -0.00305879-0j -1.73543e-06-0j -1.6825e-06-0j 2.41255e-05-0j 0.0278341-0j -1.01234e-06-0j -0.00378506-0j 1.40732e-05-0j 0.00152111-0j 0.0344429-0j -0.00220795-0j 0.00188227-0j 0.0200917-0j 0.00109799-0j 
-6.75986e-12-0j 4.32866e-10-0j 1.32611e-10-0j 1.73778e-06-0j -7.37045e-05-0j -6.0897e-12-0j 3.7757e-10-0j 7.67124e-11-0j -1.4948e-08-0j -7.40692e-09-0j -4.19513e-05-0j 0.000914277-0j -3.91856e-12-0j -3.95916e-12-0j 2.38047e-10-0j 2.40514e-10-0j 4.68292e-11-0j -3.26546e-13-0j 4.73145e-11-0j -9.12501e-09-0j -3.2993e-13-0j -9.21957e-09-0j -2.9987e-09-0j 8.33604e-12-0j -3.02977e-09-0j 2.52546e-07-0j 8.42243e-12-0j 1.79009e-07-0j 2.55163e-07-0j 1.80864e-07-0j 0.000510591-0j 0.000515882-0j -0.00539977-0j -0.00545573-0j -2.95286e-12-0j -3.65398e-12-0j -2.13149e-12-0j 1.76873e-10-0j 2.18869e-10-0j 1.27674e-10-0j 3.4092e-11-0j -6.64306e-09-0j -3.25522e-13-0j 4.21866e-11-0j 2.46089e-11-0j -8.22037e-09-0j -2.11375e-09-0j -4.02813e-13-0j -4.79522e-09-0j 1.47394e-11-0j -2.34974e-13-0j 1.78017e-07-0j 6.38588e-12-0j -2.61563e-09-0j 1.82391e-11-0j 8.36832e-08-0j 2.20284e-07-0j -1.52578e-09-0j 7.90213e-12-0j -3.76267e-10-0j 1.06395e-11-0j -3.54925e-06-0j 1.28499e-07-0j 4.60958e-12-0j 1.03553e-07-0j -3.49222e-06-0j -4.65606e-10-0j 6.04057e-08-0j -4.39197e-06-0j -0.0051184-0j -2.71604e-10-0j -4.3214e-06-0j -2.56198e-06-0j 0.0223634-0j -0.00633369-0j -2.52082e-06-0j 0.0276733-0j -0.00369465-0j 0.0161428-0j 
1.45449e-13-0j -1.16483e-11-0j 1.48448e-14-0j 6.29385e-10-0j 4.78038e-06-0j 1.3103e-13-0j -1.01603e-11-0j 1.72647e-14-0j 5.17588e-10-0j -1.03698e-12-0j -2.02845e-08-0j -8.93005e-05-0j 8.43139e-14-0j 8.51876e-14-0j -6.40578e-12-0j -6.47216e-12-0j 1.05392e-14-0j 7.02616e-15-0j 1.06485e-14-0j 3.15962e-10-0j 7.09897e-15-0j 3.19237e-10-0j -8.44035e-13-0j 6.2103e-16-0j -8.52782e-13-0j -1.16745e-08-0j 6.27466e-16-0j 3.22478e-11-0j -1.17955e-08-0j 3.2582e-11-0j 3.46386e-07-0j 3.49975e-07-0j 0.000886188-0j 0.000895372-0j 6.35354e-14-0j 7.8621e-14-0j 4.58623e-14-0j -4.75961e-12-0j -5.88971e-12-0j -3.43567e-12-0j 7.67263e-15-0j 2.30023e-10-0j 7.00412e-15-0j 9.49439e-15-0j 5.5384e-15-0j 2.84638e-10-0j -5.94951e-13-0j 8.66715e-15-0j 1.66039e-10-0j -3.96634e-13-0j 5.05584e-15-0j -8.22922e-09-0j 7.14855e-16-0j -7.36214e-13-0j -4.9081e-13-0j 3.03081e-11-0j -1.01831e-08-0j -4.29458e-13-0j 8.84588e-16-0j -3.50578e-14-0j -2.86306e-13-0j 2.302e-07-0j -5.94017e-09-0j 5.16009e-16-0j 3.75044e-11-0j -8.39892e-10-0j -4.33818e-14-0j 2.18776e-11-0j 2.84857e-07-0j -5.22913e-06-0j -2.53061e-14-0j -1.03931e-09-0j 1.66167e-07-0j -0.00749207-0j -6.47071e-06-0j -6.06266e-10-0j -0.00927096-0j -3.77458e-06-0j -0.00540806-0j 
