-0.0183001+0.0175842j -0.000553936+0.0245345j 0.0332931-0.0659436j 0.022486-0.00210454j 0.0109218+0.0158511j -0.00162044+0.00139233j -0.00198802-0.0363817j 0.0645597+0.00661252j -0.028629-0.00292076j 0.0114446+0.0018582j -0.00178426+0.0256861j 0.0262482-0.0136497j -0.00603974+0.0213802j -0.0401069+0.0267292j -0.000168533-0.0180426j -0.0140123-0.0101541j 0.016294-0.0162003j 0.0150977+0.0213386j 0.00285891+0.0124339j 0.00561896-0.014938j -0.00475118+0.00590199j 0.0193321-0.0173942j -0.00834985-0.00920823j -0.0149066-0.0166663j 0.0241925+0.0346144j 0.0583575-0.0115005j 0.0131942-0.0110736j 0.0259188-0.00839656j 0.00479807+0.0202389j 0.00203579-0.00780187j -0.0100238+0.0129398j 0.0049608-0.00117723j 0.0163565+0.00398224j -0.0155713+0.013385j 0.0157191-0.00819418j -0.00220582+0.0107446j -0.0132931-0.0122582j 0.00256687+0.0101227j -0.00339784-0.00228228j 0.0181589+0.0135894j 0.00159018+0.0114655j -0.000388728-0.00583888j -0.0112671-0.00928871j -0.0246819+0.000966697j -0.0106691+0.0194755j 0.00963104-0.0135284j -0.00778451-0.00449465j -0.0178683+0.00452357j -0.00383628-0.00261544j -0.000765765+0.0113115j -0.00577146+0.00352039j 0.0161192+1.09926e-05j -0.012324-0.0157876j 0.00611669+0.0209875j -0.00256375+0.00613635j 0.0183675-0.0048722j -0.0127224-0.00816958j -0.00875547-0.0089893j 0.00270888-0.00188007j 0.0146221-0.0316068j -0.0196721+0.00384854j 0.000818824+0.00463129j 0.0222881-0.00903723j 0.0132688-0.0105079j -0.0213303+0.0163612j -0.0115756-0.014343j 0.00752637-0.0217557j 0.0213392-0.0245334j -0.0106268+0.00491527j 0.0182374+0.0467959j 0.027894+0.0140389j 0.0298259-0.00376768j -0.0221944-0.0095912j 0.0167845-0.000485815j -0.0310881-0.00783838j 0.010559-0.0133255j -0.020871+0.0172908j 0.00602944+0.0314406j 0.00989853+0.0210424j 0.000992918+0.0269902j -0.0146802+0.0277578j 0.0380826-0.0160423j -0.015766-0.0620376j 0.0607391+0.0182606j -0.0158465-0.00499734j -0.0198155-0.0508219j 0.0319068+0.0331775j 0.0407384-0.0279973j 0.0804379+0.0112441j -0.00559052+0.0117701j 0.0136538+0.011634j -0.0130699-0.0864679j 0.142055-0.00460542j 0.000972778+0.016178j 0.0227496-0.0155537j 
-0.00946512+0.0172865j 0.00636671+0.00120721j -0.0227388+0.0398518j -0.0464949+0.00542758j -0.0166939+0.000571012j 0.0130809-0.0036829j 0.00207551+0.0803186j 0.015348-0.0104162j 0.043067+0.00121233j 0.0520441-0.0525904j -0.0538036+0.0259673j 0.0536578+0.0325905j -0.0784694+0.0313904j 0.0289598+0.0409671j 0.0128285-0.00393894j 0.000371794-0.0338732j 0.010258-0.00786445j 0.00825555-0.0196742j -0.00995666-0.0448055j -0.0881522-0.0324633j -0.0342878+0.0177244j 0.0499085-0.066489j 0.0122665+0.0622111j -0.0711958+0.0360551j 0.0150735+0.0377272j 0.0152012+0.00478627j 0.00830711-0.068634j -0.0557529-0.0612276j 0.0297156+0.0443044j -0.02039-0.0123677j 0.0593775+0.0141058j -0.0366549-0.0779411j -0.0475732-0.0578646j 0.000424158+0.0367332j 0.0550053+0.0313853j 0.0543293+0.0553157j 0.0319285-0.00607704j -0.0812534+0.017115j -0.0995535+0.0210951j 0.0468754-0.0235593j -0.0281996+0.000570613j -0.00672453+0.126559j -0.0366782+0.0429732j -0.000196715-0.0410621j 0.00768317+0.0511372j -0.0423892+0.0400171j -0.0528639-0.025689j -0.0286455+0.0306896j -0.041832-0.135295j 0.0258728+0.11718j 0.0238359+0.0298206j 0.0329286-0.0167451j -0.0313171+0.0860407j -0.0651371-0.0105979j 0.049547-0.0256229j -0.014687-0.068428j 0.0818117+0.00929446j 0.0360434+0.0185617j -0.0184441+0.06876j -0.0607351+0.0372031j 0.0263065-0.0122168j 0.0148487+0.0234244j 0.0132736-0.0534481j -0.0453595+0.075378j 0.0648214+0.0331413j -0.046041+0.0627777j -0.00570443+0.0948047j -0.0186445-0.0321805j 0.0305323-0.010676j 0.0883391-0.0111558j 0.0805027-0.0120375j -0.090005-0.0204603j 0.00406407-0.0443289j 0.000826739+0.0295857j -0.00646936+0.0072868j -0.0335368+0.00226431j -0.0484311-0.00935321j -0.055566-0.0195756j 0.000508181+0.036384j -0.0233897+0.0531104j 0.00993576-0.0197881j 0.0036964+0.0246507j 0.00938497-0.0296793j 0.0304628-0.0063176j 0.00934473-0.0157509j -0.027894-0.035702j 0.0479635+0.0113792j 0.0368045-0.0173231j 0.0156427-0.00764352j 0.00633746+0.0150268j -0.00807174-0.00246405j 0.0088012-0.00963853j 0.0374525-0.0100598j -0.00809737-0.00854276j 0.00529625-4.91891e-05j 
-0.0257316-0.0052187j 0.00237847+0.0224917j 0.0322591-0.0151527j 0.0351996+0.0387964j -0.0126831-0.00232388j -0.00947621+0.00408842j 0.0325397-0.0357006j -0.0368031+0.0327104j 0.0198807-0.00445653j -0.0661211-0.0363541j 0.0198543-0.0399237j -0.0547431-0.0940511j 0.0397149+0.0432589j 0.00101814+0.0615055j 0.0819704+0.0382511j 0.0225309+0.00129106j 0.0404932-0.0517059j 0.0433121+0.10378j 0.0600111-0.00211338j -0.0299236-0.0811387j 0.0295676-0.0246936j 0.0287115-0.0418576j -0.0164553-0.0407137j -0.0374881-0.0954422j -0.0344353-0.00978359j 0.0650544-0.00196367j 0.0170742-0.0122497j 0.0672583-0.0408139j -0.0610141+0.0210091j 0.0405451+0.00200853j -0.0330584+0.0429527j 0.112074-0.0298793j -0.0453788-0.0321612j 0.0377005-0.0113102j 0.00438304-0.0491341j 0.00326749-0.0230327j -0.0723508+0.0793486j -0.0332416+0.0205972j -0.0521117-0.00788713j -0.0291337+0.000877073j 0.0821261-0.0473136j 0.00888689+0.014626j -0.0145902-0.0881956j 0.0114432-0.0895133j -0.0279777+0.00997433j 0.0108588-1.00729e-05j -0.0510414+0.052658j 0.106401+0.0214738j 0.00736191-0.0298933j 0.0147105+0.084197j 0.0185983+0.0420331j 0.034755+0.0160551j -0.073208-0.0169772j -0.0439736+0.0569098j 0.0113866-0.0355613j -0.0690837-0.0385211j -0.0328577-0.0815977j -0.047741-0.0574209j 0.0207915+0.0202232j -0.023322+0.0285337j 0.0957722+0.0389592j -0.0057363-0.00359113j -0.0236716-0.0799273j -0.12126-0.0107658j 0.0261348+0.00468391j 0.0156588+0.0283512j -0.0435837+0.0415742j 0.0200771+0.00590448j -0.00194407+0.00836441j 0.0193503+0.0393038j -0.0172826-0.00270006j -0.081401-0.0295358j 0.00998114+0.0443649j 0.0547633+0.0242239j -0.0121967-0.0487497j 0.0580594+0.0210812j 0.0203617-0.0218303j -0.0518251-0.00661677j 0.00540851+0.0413571j 0.0047607-0.039382j -0.00950811+0.0162203j -0.00774478+0.0271494j 0.0550044+0.0280239j -0.00317082+0.0360813j 0.0214092+0.0173439j -0.00652484+0.00137829j 0.0135737+0.019304j -0.0252041-0.011692j 0.0294889+0.0112176j 0.00185903+0.0166554j -0.00323394+0.00477384j 0.0115566-0.00731015j -0.00400645-0.00914068j 0.00207539+0.00585186j 0.00125809+0.00971877j 
-0.00246741+0.00957399j 0.000551029-0.00960038j 0.0479254-0.0137347j -0.0225869+0.0288102j -0.0101193+0.0165814j 0.00382013-0.0098557j 0.0363414-0.0108097j 0.0346468+0.0798918j -0.00748466-0.0320296j 0.0244833+0.0390935j -0.0414534-0.0321789j 0.0271403+0.00772007j -0.030182+0.00109451j -0.0144982-0.105348j -0.0273467+0.0154693j -0.0768384+0.0524402j -0.0278302-0.0812062j -0.0151296-0.0468192j -0.036606-0.0346526j -0.00834045+0.0465095j 0.0827521-0.0652894j -0.0250693-0.0323057j -0.0406022+0.0175922j 0.0515722+0.00704396j 0.044439+0.0351849j -0.0930817-0.0207422j 0.0402017+0.0373398j 0.0213412-0.00625012j 0.0313039+0.00786774j -0.0258335-0.0168782j 0.0206953-0.0702101j -0.0319331+0.0199699j 0.0312165-0.0213089j 0.00996627+0.0572116j -0.00563751-0.00579821j -0.0305946+0.0591345j 0.0382563+0.0139352j -0.00687867-0.0233569j 0.0193558+0.0303186j 0.0575186+0.00508623j -0.0629524-0.00578142j 0.0168642-0.0181651j -0.0232518-0.0255607j 0.0151136+0.00309248j 0.025704-0.0408559j 0.0134089+0.00979693j -0.0430339+0.00224268j -0.0452744-0.0267702j 0.0155027+0.0483252j -0.00795976-0.0455925j 0.0577846-0.0505087j -0.0140214-0.081417j 0.0357611+0.039137j 0.00300145-0.0100795j 0.0686464+0.025941j 0.0160149-0.0274742j -0.0674639+0.0642019j 0.020918+0.0338222j -0.0394646+0.00733652j 0.0129489-0.0141996j -0.0979022+0.0145047j -0.00856036-0.00436498j 0.00696922-0.0313161j 0.00681387-0.0157361j 0.0309008+0.0537804j -0.0422168+0.029621j -0.0253364+0.0455712j -0.0425537-0.0557463j -0.0162836-0.12366j -0.00234882-0.0462936j 0.00608984+0.0220582j 0.0544329-0.00534105j 0.0346762-0.0576129j -0.0200898-0.0674169j -0.0593281+0.0564819j -0.00649467+0.00498496j 0.0434118-0.0257121j 0.0043211-0.0201283j 0.0596291-0.0128543j -0.0276185+0.0259869j 0.00214596+0.0569706j 0.0070507-0.000240921j 0.0322814-0.0269105j -0.00362088-0.0174113j -0.0187486-0.0403124j 0.0425762+0.0291088j -0.0387161+0.000123186j 0.0231192+0.00370654j -0.0199111+0.0203615j -0.00508648-0.00872384j -0.00123227+0.0156406j 0.0342746-0.022035j 0.0122339+0.0289446j -0.00257606-0.0093001j 0.00397888+0.00480997j 
-0.00238709-0.00107319j -0.00154058+0.00763702j 0.00448542+0.0127839j -0.010076+0.033831j -0.00267961-0.00559073j -0.010747-0.0191704j 0.0263029+0.0176846j -0.02941+0.0129478j 0.0187586-0.0424289j -0.0678357-0.024374j 0.0243934+0.00787193j 0.0375087-0.0485981j 0.0299616+0.0183069j 0.0555382-0.0444638j -0.0331317-0.0111437j -0.038292+0.0115295j 0.0736579-0.0271286j -0.0445245+0.0713348j 0.0136018+0.00324593j -0.0171877+0.0449492j 0.0626014+0.00868964j -0.0225339-0.0332319j 0.0233497-0.0012582j -0.00672109-0.0387761j 0.0502548-0.00602249j 0.0422049-0.0238318j 0.0204845+0.00691566j -0.0177298-0.073901j -0.0151307+0.0218757j 0.0426673-0.0131221j -0.0364136+0.00312298j -0.0643958+0.0435697j -0.00778749+0.0107402j 0.0154372+0.0463814j -0.0412205-0.0326059j 0.0295358+0.00903855j -0.0258293+0.00312085j 0.0283459-0.0266418j 0.0341412-0.0403363j -0.0364674-0.0274225j 0.0331128-0.0553517j -0.0454872+0.0267347j -0.000133181+0.0280282j -0.0301368+0.0197549j 0.0563978-0.0465232j -0.0741039+0.0270281j 0.0575284-0.0361952j -0.0343261-0.0206903j 0.020712+0.0424436j -0.061804+0.0547828j 0.0221821-0.0057977j 0.0829472+0.0185439j 0.0386796-0.108733j -0.0101801+0.0258329j -0.0122547+0.00145615j -0.0249781-0.0664805j 0.0227912-0.02308j 0.00582691+0.0046252j 0.00708979+0.0518978j -0.000105574-0.0231076j 0.0334254+0.0181462j -0.0156672+0.0118328j 0.0131104+0.0196312j 0.084063-0.0166372j 0.0726138-0.0393842j 0.001448-0.0221676j -0.0168418+0.0231918j 0.0643403-0.0225667j -0.00665187-0.0595698j -0.0153264-0.00401639j -0.000590478-0.00374985j -0.0131013+0.0103702j 0.0139515-0.01329j -0.0230154-0.00161448j -0.0431073+0.0284799j -0.0143503+0.0125073j -0.0197762+0.0432538j 0.0305336+0.0301025j 0.0213643+0.0117187j 0.00679128+0.0370912j 0.00567152-0.013284j 0.0285075+0.0248885j -0.00810713-0.00118097j -0.0455094-0.0184638j -0.000194451+0.013545j -0.0110705+0.0212998j -0.0222391-0.0188314j -0.00398893+0.00831322j -0.00556981+0.00363892j -0.00698764-0.00174701j -0.00242916-0.00489201j -0.0087494-0.00126608j -0.00721217+0.0133675j -0.000353874-0.0035724j 0.00546838-0.00752502j 
-0.00227201+0.00594845j -0.00213747+0.00476742j -0.00858482-0.0145566j -0.0219807+0.00516012j 0.019532-0.00925626j -0.0106349-0.0198467j 0.00992438+0.0105435j 0.00983569+0.0478886j 0.00528375-0.0210668j -0.00496131+0.0250915j -0.0206573-0.0773628j -0.0554984-0.0207767j 0.0152741+0.0231715j -0.0269163-0.0178485j 0.0318362+0.0994608j -0.00747981-0.0229328j 0.0458884-0.0591637j 0.0238089+0.0349008j 0.0353847-0.0145587j 0.0342694-0.0164403j 0.036275-0.112104j -0.040698-0.0360194j -0.0173899+0.00420472j -0.0162315-0.000713583j -0.0467506-0.0317039j 0.0560562-0.0267062j 0.0530862+0.0390998j 0.0368152-0.0755741j -0.0191746+0.0125405j 0.114911+0.0797983j 0.101075+0.0677031j -0.0196512-0.0061707j 0.00916513-0.0924693j 0.0301409+0.0864056j -0.0133792-0.0804387j 0.0222266+0.0385717j -0.0133605+0.0917699j 0.0169164+0.0116531j -0.0215824-0.0297519j -0.115657-0.00294983j 0.0622038-0.0534113j -0.0505443-0.0505129j -0.00961108-0.0643767j 0.0346605+0.00317844j 0.0247976-0.0541306j 0.0225482+0.00838657j -0.0405905+0.0363501j 0.0251132-0.057078j -0.00497155+0.0912183j 0.0118377+0.0660293j 0.0309761+0.0637511j -0.00535127+0.0238063j -0.0275392-0.0506153j -0.0170132+0.0373351j -0.0648832-0.0479678j 0.0244645-0.0664695j 0.0459637-0.0266367j -0.0815614-0.0431525j 0.0473171+0.0600171j 0.0147505+0.0445043j -0.000516543-0.000247118j -0.0204945+0.0192467j -0.0286692-0.0211902j -0.0338975-0.0394589j 0.0124101-0.00204416j 0.0278183+0.0863458j -0.0366596+0.0243658j 0.00808636+0.0922899j 0.0163341-0.0198344j 0.0507203-0.0319201j 0.00848287-0.00912884j -0.0269764-0.0020208j 0.00350793-0.0586491j 0.0047715+0.0241595j 0.0257659+0.0310756j -0.011641+0.0320609j 0.0271747-0.00336592j -0.00198508-0.0266193j -0.00895586-0.0296283j -0.00638115+0.0585485j -0.0127525-0.0219022j 0.0143034+0.0254207j 0.00393387+0.0485365j -0.013257-0.021444j -0.0158702-0.0184529j 0.00133085-0.0158529j 0.0266511+0.0366258j 0.0310933-0.0184008j -0.00794692+0.00494989j 0.0122385+0.0160212j -0.0124412+0.018466j 0.0199798-0.0248831j 4.02012e-05-0.00501382j 0.000298566+0.00141002j -0.00358312+0.000167466j 
0.000114624+0.00721042j -0.00489786+0.0108159j 0.0218077-0.0178147j 0.0064981-0.0069896j -0.000886975+0.000827646j -0.00602049+0.0158034j 0.0094393-0.00864917j 0.0199582-0.0145425j 0.0199556-0.00694255j -0.0117224+0.00771307j 0.0348894+0.0138231j 0.0309062-0.0015717j 0.00779288+0.0298579j -0.0349809+0.0399478j -0.0230516-0.0381807j 0.0357089+0.0166825j -0.0170431+0.0305072j 0.00651672-0.00521297j 0.0129027+0.0190183j 0.0293241+0.000869088j -0.000830045+0.0157254j 0.00634446-0.0164157j -0.035798-0.0461183j -0.0684458+0.0208625j -0.0116592-0.00870855j 0.0352754-0.0295883j -0.000349133+0.0212403j 0.0192134+0.0473166j -0.00762119+0.0688983j -0.0435348-0.0360678j 0.0433312-0.0194685j 0.00466581-0.0357658j 0.0188446-0.0290604j 0.0537669-0.0245069j 0.0322343-0.0207893j 0.00780765+0.0514998j -0.00501448+0.0340777j 0.0207864+0.0129067j -0.0295009-0.0184204j 0.0216055-0.00351283j 0.0106132+0.0129736j -0.0312684-0.0274531j 0.0156581+0.0489185j -0.00905468+0.0164602j -0.030843-0.00291464j 0.00499577+0.00829978j 0.0623108-0.0233484j -0.0257391-0.000905025j -0.0165296-0.0243083j -0.000434824+0.0328519j -0.0288071-0.015874j -0.00995784+0.0259272j 0.0141981-0.0354136j 0.015804-0.0326359j 0.00267442-0.0025993j -0.0322469-0.0179j 0.00774899+0.00263581j 0.0363282+0.000549066j 0.0229352-0.0422751j -0.0236492-0.0239999j 0.0149488-0.0032975j -0.0476689-0.0250701j 0.0251282+0.0418045j 0.0071805-0.0166478j -0.0261713-0.036467j 0.0256567-0.0230548j -0.00918746-0.0387547j -0.00453962+0.033698j 0.0250333+0.0297777j 0.0083459+0.0435357j -0.0300232+0.0196311j 0.0248204+0.0330034j -0.0304015+0.0385334j 4.59963e-05-0.00472915j -0.0166464-0.0245104j 0.0617099-0.0311207j -0.0147925-0.0141326j 0.0109499+0.0306631j -0.036036+0.00341957j 0.0141719-0.0348992j -0.0419342+0.0271879j 0.0336249-0.00230418j -0.0107357-0.0434593j 0.0321788+0.00860556j 0.0344667-0.0125415j -0.00400906+0.00873995j -0.00266632-0.00360354j 0.0156719+0.00114887j 0.0205344+0.00314908j -0.0032994-0.00779527j 0.00155391-0.00180956j -0.0263187+0.00587915j 0.04052+0.00489379j 0.00073315-0.000802661j 0.00390472+0.00462058j 
-0.00455216-0.000572399j 0.00151754+0.0142779j 0.0501594+0.0364403j -0.0270815+0.0188312j -0.0066847+0.000693614j -0.011149-0.0109986j 0.0904495-0.0270064j 0.00169556-0.00692864j 0.0628752-0.0319197j 0.0196594-0.00118742j 0.0053609-0.0622271j -0.00619383-0.0168475j 0.0361691-0.0673865j 0.00830741+0.0347153j -0.020348-0.0296661j 0.0221149-0.0184576j -0.0442441-0.0514927j -0.0202059+0.0139698j 0.0305186-0.0129994j -0.0173918-0.0147239j -0.0260408+0.0372341j -0.00392826+0.0262792j -0.0259878-0.0663981j 0.0138283-0.0854532j 0.0480543+0.0113296j 0.0506431-0.0636908j 0.00815435+0.0144745j 0.00124601-0.0162684j 0.0212779-0.0146093j 0.0804678+0.0298834j 0.0420467+0.0457563j 0.0428692+0.0241399j -0.0281777+0.0621435j -0.0629946+0.0365074j -0.0501183-0.0220442j 0.0137633+0.0261146j -0.00628615-0.000999314j 0.0132046+0.0578167j -0.0464665+0.0439779j 0.0210784-0.00598002j -0.0217408+0.0197346j -0.0354569+0.0125929j -0.0247708-0.0279595j -0.0240567-0.00392539j -0.0217512+0.0578491j 0.0742719-0.0242066j -0.0712758-0.0341288j 0.0216051-0.0422209j -0.00358996+0.0017392j 0.0319725+0.0294689j -0.0030473+0.00914144j 0.0020371-0.0122078j 0.0253086+0.0205366j 0.0104901-0.0139041j 0.0144483-0.0268011j 0.00172333+0.0141797j -0.0196609-0.0143365j -0.0109252-0.0143619j 0.00987847-0.0252255j -0.00316561+0.0152089j -0.0106581-0.0340443j 0.0313624+0.00456962j -0.011357+0.00543709j -0.0759406-0.00294571j 0.00205241+0.00345876j -0.0319423+0.0311886j -0.0364326+0.00599381j -0.0243945+0.00257371j -0.0179986+0.00707052j -0.00364016-0.0440391j 0.00661843-0.0229872j -0.0216096-0.0121811j 0.0611938+0.0395932j 0.057613+0.00168315j 0.0327556+0.000150568j -0.011251+0.000236945j -0.0203623-0.0275821j 0.000863603-0.012305j 0.0277858-0.00828171j 0.0401188-0.0312538j 0.0314269-0.0199887j 0.0452271+0.0477439j -0.0479238-0.0531169j -0.00742131-0.00628073j -0.0163546-0.0214681j -0.00365616+0.00620503j -0.0337917-0.0517786j 0.0128967+0.00145285j -0.0383509+0.0293405j 0.00266098-0.0210733j -0.00479889+0.00532679j 0.01067+0.0571763j 0.00277178+0.0243285j -0.0142205-0.0096868j 0.000509631-0.00474785j 
-0.0101912+0.00317725j 0.00987376+0.0163907j 0.031325+0.0251365j -0.0127713+0.0282742j -0.0161505-0.00383209j 0.0145108+0.00586406j 0.0210863+0.0019491j 8.26634e-05+0.010231j 0.0216864-0.0458723j -0.0251811-0.0732716j 0.0476153+0.0518566j 0.0623844-0.0324059j -0.0137107+0.0465456j -0.000582104-0.0315559j 0.0235241+0.00334201j -0.0264328+0.00474194j -0.0534606+0.0566256j -0.0254167+0.0188303j -0.0270694-0.011368j -0.0348578+0.0170972j 0.0316225+0.00722788j 0.0283527-0.0451075j -0.0389342-0.0089799j -0.030028+0.0823529j 0.0227407+0.00702116j 0.0291034-0.0613924j -0.0695229+0.031178j -0.0103877+0.0413614j 0.0154794+0.0714785j -0.134783-0.0783992j -0.0477643-0.068285j 0.0514547-0.0332667j -0.0411681-0.0433295j 0.033345-0.00805102j 0.0135636+0.0470545j -0.0227169+0.00961808j -0.0171506-0.0280251j -0.00246728-0.0212979j 0.0419198-0.0134904j 0.107085+0.0288864j -0.0270709+0.0549476j 0.0437309+0.0321592j -0.0450964+0.0190976j 0.00952965+0.00509688j 0.0144708+0.036101j -0.03307-0.0391511j 0.0483167-0.0038849j -0.0170011+0.0241885j -0.0442052+0.0211619j -0.0136833-0.00458157j -0.00688886+0.0574655j -0.00198771-0.0358608j -0.0245137-0.0172841j 0.00113838+0.0250357j 0.0699717+0.00636264j -0.0287058-0.0329948j -0.0510429+0.00365274j 0.0469608-0.0278519j -0.0386326+0.0231614j -0.0440227-0.0510165j 0.00653564+0.0208235j -0.0524163-0.0315753j -0.0142673+0.00863169j 0.0120233-0.0303974j 0.0188372-0.0151018j 0.018239-0.0280168j 0.0184407-0.00518079j 0.0168044+0.00232885j 0.024405-0.0183422j 0.0357211-0.00895591j -0.0841483+0.0379117j 0.0539672+0.0469067j -0.0243534-0.00541705j -0.0137036-0.00439236j -0.00656248+0.00264328j 0.0508216+0.0150989j 0.00130509+0.0108911j -0.00588106-0.00462036j -0.0282324+0.0116998j 0.00553972+0.0186452j -0.0128822+0.0346422j -0.0174715+0.0427451j 0.0257105+0.0183977j -0.0214035+0.0139895j 0.00332217-0.00554021j 0.0110279-0.00779789j -0.0220462+0.0227407j -0.003773+0.0116354j -0.0232869+0.000384531j -0.00668759+0.000968383j -0.00522312-0.00183608j 0.00251275-0.00872442j -0.0242449-0.00354738j 0.00231719+0.000200583j 0.00119763+0.00492353j 
0.00862037+0.00355014j 0.00239267-0.00470253j -0.0115301+0.00140156j 0.0166775+0.00638247j 0.00849026-0.013654j -0.00389204+0.00175375j -0.0243832+0.0241202j 0.0330117-0.0362701j 0.0177996+0.00211136j 0.00781707+0.0117862j 0.0580413+0.00410197j 0.0605556-0.00975803j 0.0752254+0.0094797j -0.0400776+0.00253894j -0.0065766-0.0327602j -0.00720296-0.0365806j 0.0133641-0.0133249j 0.00977519+0.0532248j 0.0276069+0.0429897j 0.0273085-0.0383652j 0.0213688+0.000917807j 0.00198616+0.0205674j -0.0429357+0.035353j -0.0347735-0.0444876j 0.0343536-0.0140107j -0.0348613+0.00997014j -0.00905263-0.0300035j 0.00858403-0.0180271j 0.0238476-0.0128635j -0.0295631-0.047032j -0.0126857-0.0036306j 0.0298089+0.0225985j 0.0290881+0.0627698j -0.0612763-0.029958j 0.0412244+0.0256532j -0.00599911-0.0293462j -0.0449311-0.00480865j 0.00953217+0.000206788j -0.0156476-0.0488411j 0.0325262-0.0386031j -0.00824425-0.040913j 0.0151196-0.0197356j 0.0109779-0.0477165j -0.0387277-0.0550633j -0.0164964-0.0369208j 0.0227889+0.0593364j 0.0147277+0.00665682j 0.0322606-0.00246319j 0.0104973-0.00918096j -0.0127794-0.0258704j -0.0181279+0.00850528j 0.0457207+0.00678159j -0.0125027-0.00479161j -0.0286429-0.0284245j -0.0166288+0.00062711j 0.0292499+0.0317614j -0.00548082-0.0665083j -0.0111762+0.019413j 0.00750515+0.00749985j -0.0178298+0.00436723j 0.0127279+0.024018j 0.0616006-0.0304006j 0.0496721+0.0266129j -0.042139+0.0263648j 0.0372091-0.0418858j 0.0673852-0.065331j -0.00312931-0.0241958j 0.0101267+0.0383428j -0.003197-0.0270265j -0.0662849-0.0112073j -0.0357005+0.0202539j -0.0435938+0.00166158j -0.030514+0.0138192j 0.00417667+0.0553225j -0.000323405-0.0624155j 0.0554021+0.00875553j -0.0286761-0.00795994j 0.0420076+0.0222144j 0.00345104+0.00440537j -0.019636+0.00870279j 0.00442528-0.0126486j -0.0202709-0.0602969j -0.0316114-0.0405968j 0.0115846+0.00874778j -0.0332415-0.00690057j -0.0156472+0.00669074j -0.025764-0.0261021j -0.0218488+0.0237062j 0.0106349-0.0133227j 0.0121184-0.00069143j 0.0113346+0.00891123j -0.0375235+0.00196j -0.0111884-0.00325713j 0.00690676+0.00500218j -0.000307817+0.00935852j 
0.00357488+0.00259247j -0.000483903+0.00158934j 0.007462+0.0188706j -0.0104838-0.0405508j -0.00467386-0.018147j 0.00105879+0.00198327j -0.0112842+0.0413274j 0.0449608+0.0151361j 0.0455526+0.0223161j 0.0284261+0.0268718j 0.0656954-0.0126207j 0.00437209+0.0561763j -0.00824038+0.0346678j -0.10029-0.000566195j 0.0165531+0.0218485j 0.0696882-0.00252878j -0.0737439-0.0317232j -0.0170007-0.0814549j -0.0234075+0.0157133j -0.0439536-0.0228168j 0.00730497-0.0308776j 0.0247927+0.0208507j 0.0193257+0.0324671j 0.0233076+0.0473793j 0.0752197-0.00275532j -0.0746918-0.04182j -0.0344037-0.00933735j 0.0542861+0.030598j 0.0178885-0.0348417j 0.0163962+0.0551502j 0.0876185+0.00485612j 0.0371349-0.011805j 0.0264391-0.0212758j 0.0363097-0.00266464j 0.0413811+0.0123721j -0.0134073+0.00125905j 0.0343823+0.0427335j -0.00709319-0.00738981j -0.00523742+0.00616163j 0.0267986+0.0284345j -0.00124874+0.0321324j 0.0310155-0.0102619j 0.0190228-0.035132j 0.0255736-0.0360318j -0.0126652-0.00239814j 0.0363631-0.075014j -0.0574535+0.0043131j 0.0205836-0.0291289j -0.0142003+0.0708354j -0.0341654-0.0271501j 0.00480732+0.029085j -0.0161322-0.0311261j -0.000484356+0.0590101j 0.00969806+0.0201122j 0.046053-0.0393815j -0.00878209+0.0275392j -0.125772-0.0104902j -0.0540922+0.0113518j 0.0305635-0.055826j 0.00919381+0.011229j -0.0121624-0.00152385j -0.0532019-0.0213551j -0.0138937+0.0214866j -0.0602162-0.0474357j -0.043939+0.00587615j -0.00379658+0.0140675j -0.0130869-0.0385941j -0.0142089+0.0274364j -0.00971384+0.00712143j -0.00245676-0.0177252j -0.0193056-0.0225696j 0.0084932-0.00811424j 0.0401597-0.0479898j 0.0182868+0.0149602j 0.0763113-0.0459191j -0.00961946+0.00656841j 0.0193965-0.0132226j -0.0376446-0.0190097j 0.00267635+0.00131675j 0.00325916-0.0345882j -0.0101891-0.0189035j -0.0678925-0.00446175j -0.0225803-0.0192105j 0.0246065+0.00655427j -0.0231179-0.0274196j 0.0303325-0.0114389j 0.0120956+0.0123362j -0.0199015-0.0236538j -0.0376904-0.0412789j 0.00358844-0.00110193j 0.0111459+0.0123318j -0.00373811-0.00900437j -0.019816-0.0275749j 0.00227198+0.00257542j -0.00383889-0.00367813j 
