-0.0183001+0.0175842j -0.000553936+0.0245345j 0.0332931-0.0659436j 0.022486-0.00210454j 0.0109218+0.0158511j -0.00162044+0.00139233j -0.00198802-0.0363817j 0.0645597+0.00661252j -0.028629-0.00292076j 0.0114446+0.0018582j -0.00178426+0.0256861j 0.0262482-0.0136497j -0.00603974+0.0213802j -0.0401069+0.0267292j -0.000168533-0.0180426j -0.0140123-0.0101541j 0.016294-0.0162003j 0.0150977+0.0213386j 0.00285891+0.0124339j 0.00561896-0.014938j -0.00475118+0.00590199j 0.0193321-0.0173942j -0.00834985-0.00920823j -0.0149066-0.0166663j 0.0241925+0.0346144j 0.0583575-0.0115005j 0.0131942-0.0110736j 0.0259188-0.00839656j 0.00479807+0.0202389j 0.00203579-0.00780187j -0.0100238+0.0129398j 0.0049608-0.00117723j 0.0163565+0.00398224j -0.0155713+0.013385j 0.0157191-0.00819418j -0.00220582+0.0107446j -0.0132931-0.0122582j 0.00256687+0.0101227j -0.00339784-0.00228228j 0.0181589+0.0135894j 0.00159018+0.0114655j -0.000388728-0.00583888j -0.0112671-0.00928871j -0.0246819+0.000966697j -0.0106691+0.0194755j 0.00963104-0.0135284j -0.00778451-0.00449465j -0.0178683+0.00452357j -0.00383628-0.00261544j -0.000765765+0.0113115j -0.00577146+0.00352039j 0.0161192+1.09926e-05j -0.012324-0.0157876j 0.00611669+0.0209875j -0.00256375+0.00613635j 0.0183675-0.0048722j -0.0127224-0.00816958j -0.00875547-0.0089893j 0.00270888-0.00188007j 0.0146221-0.0316068j -0.0196721+0.00384854j 0.000818824+0.00463129j 0.0222881-0.00903723j 0.0132688-0.0105079j -0.0213303+0.0163612j -0.0115756-0.014343j 0.00752637-0.0217557j 0.0213392-0.0245334j -0.0106268+0.00491527j 0.0182374+0.0467959j 0.027894+0.0140389j 0.0298259-0.00376768j -0.0221944-0.0095912j 0.0167845-0.000485815j -0.0310881-0.00783838j 0.010559-0.0133255j -0.020871+0.0172908j 0.00602944+0.0314406j 0.00989853+0.0210424j 0.000992918+0.0269902j -0.0146802+0.0277578j 0.0380826-0.0160423j -0.015766-0.0620376j 0.0607391+0.0182606j -0.0158465-0.00499734j -0.0198155-0.0508219j 0.0319068+0.0331775j 0.0407384-0.0279973j 0.0804379+0.0112441j -0.00559052+0.0117701j 0.0136538+0.011634j -0.0130699-0.0864679j 0.142055-0.00460542j 0.000972778+0.016178j 0.0227496-0.0155537j 
0.00706952-0.00787019j 0.00060279-0.00772542j -0.0255077-0.00410609j 0.0242201+0.00371532j -0.00405169+0.00530317j -0.00565983-0.000449435j -0.0214245+0.0109548j -0.0408525+0.0172607j -0.000170547-0.0491051j -0.0267579-0.000617331j 0.0114566-0.00513221j -0.0231657-0.033675j 0.0166297-0.016845j 0.0106823-0.0461321j 0.0293706+0.0547469j -0.00837672+0.00826782j -0.00476994+0.0109112j 0.0233626+0.03063j -0.0207498-0.00308441j -0.0177612-0.00779188j -0.00425521-0.0170253j -0.0364528-0.0238096j -0.0111313+0.00942761j -0.0151892+0.0176082j -0.0281216+0.0163328j -0.0156083-0.00565432j -0.00913474+0.023308j 0.00280352+0.0376657j 0.0117816+0.0319555j -0.0298754-0.0268677j -0.00419897-0.0317681j -0.0070385-0.0181256j -0.0201631-0.0344464j 0.0256802+0.0151182j -0.000876995-0.000434889j -0.000827633+0.018972j 0.0124965+0.00988662j -0.00183641-0.0208527j 0.0390673-0.0101328j 0.0469102-0.0133048j -0.0306934-0.0075324j 0.00496808-0.0364092j -0.00515033-0.0173459j 0.0307393+0.0151752j 0.00984006-0.00471593j -0.00601962+0.0269636j 0.0329883+0.0183996j -0.0173705+0.0172936j 0.00924646-0.00439874j 0.0218452-0.00970539j -0.00408542+0.00845104j -0.0198176+0.0239636j 0.00386048-0.0138245j 0.00702533-0.00994385j 0.00220354-1.12322e-05j -0.0163783-0.0113419j 0.00436062-0.0139961j 0.0156179-0.0116369j 0.00126572+0.0317481j -0.0196631-0.0127317j 0.00165337+0.00859664j -0.00220254-4.82421e-05j -0.00359905-0.0219809j 0.0213747+0.00141579j -0.000405987-0.00512896j -0.00638474+0.0315343j 0.0046835+0.0322342j -0.00494789+0.0193773j 0.00398537-0.00850635j -0.0137709-0.0101329j -0.0537545+0.0387916j -0.00602534+0.0406194j 0.0147233-0.00326837j -0.0154896-0.0241413j 0.00426642-0.00707961j 0.0584222-0.0025382j 0.00794368+0.015525j 0.00717393+0.0117322j -0.00142972-0.0245551j -0.00619851+0.00596465j -0.0243315-0.00592687j -0.000117474-0.00554517j 0.0153149+0.0307758j -0.0339995-0.0210367j 0.000542397+0.0144877j -0.0141469+0.0193597j -0.0112433-0.0125341j -0.00471326+0.0299734j -0.0212084-0.00855904j 0.00895639-0.000702082j -0.0175359-0.00192273j -0.00822897+0.00845506j -0.0476292-0.00809118j 0.0104612+0.00454507j -0.00645278-0.00607455j 
-0.0116146-0.000963149j 0.0168176-0.0031195j -0.0383371+0.0691302j -0.0618676+0.0144052j -0.0225025-0.00316578j 0.0144858-0.00311049j 0.014736+0.0655574j -0.0537889-0.0459235j 0.00363522-0.00461922j 0.0158709-0.0297746j -0.0145088+0.0136656j 0.0271043+0.00165412j 0.029544+0.0139717j 0.0707603+0.0246021j -0.0197314-0.0399071j 0.0205587-0.00470217j -0.0310132+0.00294828j 0.0147293+0.000452633j 0.00493258-0.0137836j 0.0136774-0.0332096j -0.0350124+0.029292j 0.0136808-0.00290291j -0.00926762+0.00648426j -0.0538465+0.0226033j -0.036524-0.00652647j -0.0047627+0.0127099j -0.0182136-0.0314434j -0.0407728-0.00935582j 0.00902456+0.0364885j -0.0492896-0.0373765j -0.0367402-0.00793988j -0.00721405-0.024086j -0.0166865-0.0134648j 0.0107619-0.0368843j -0.0161252+0.00926795j 0.00292387+0.0260801j -0.0108041+0.0106313j 0.00241126+0.0084155j -0.0577367+0.0136126j 0.00177176-0.0152024j -0.000154689-0.00178597j -0.000518349+0.0157306j 0.0153086+0.0219716j 0.0039728+0.0127204j 0.00233022+0.00895748j -0.0127073+0.0347427j 0.0596754+0.011949j 0.00749842+0.0196675j -0.0228893-0.0551763j 0.0181818+0.0109218j -0.0033057-0.00236806j 0.0126905+0.000850754j -0.0222663+0.0151491j -0.0242159-0.0135734j -0.00237981+0.0142098j 0.00875765-0.0242351j 0.0296809+0.014387j 0.0416286-0.00231222j -0.0234404+0.0316698j -0.0301725+0.00756895j 0.0180564-0.00391801j -0.00651002-0.00669192j 0.0251284-0.0116175j -0.0136168+0.0457754j 0.0591363-0.0505823j 0.0451279-0.0349132j 0.00104203-0.00450741j -0.0174005+0.0178333j 0.0216778+0.0183567j -0.00714765-0.00234629j -0.00436069-0.00197758j -0.0266327+0.0083724j -0.0283693+0.0183288j 0.0154749+0.0031538j -0.0255129-0.00517452j -0.00479154-0.0159467j -0.0180305-0.0235664j -0.0146422-0.00640242j -0.0161052-0.00222044j 0.00157514+0.00259934j 0.00814722+0.008433j -0.00625532+0.00779646j 0.00263109-0.0250044j 0.0316995+0.00675832j 0.0427874-0.00952774j -0.0138457-0.0025317j 0.0188281-0.0252023j -0.0195223+0.0282302j -0.033527-0.0388946j 0.0173162-0.00109812j -5.09694e-05-0.00650311j -0.00584525+0.0114733j -0.0123817-0.00842601j -0.00517838+0.00517789j -0.00457195-0.0119228j 
-0.00389986+0.00855858j -0.00667792-0.00580849j 0.0123639-0.0167703j 0.0340778+0.0348757j 0.00532758+0.0129589j -5.42586e-05-0.00671859j -0.00104612-0.0164587j 0.0147629+0.0289822j 0.0404235-0.0598855j -0.0180653-0.00646944j -0.0175419-0.00487205j 0.0309851-0.023276j 0.0407843-0.0220611j 0.01089+0.0252182j -0.0170391-0.0138074j -0.0260689+0.0047462j -0.00113344-0.0146837j -0.0614216+0.0822805j 0.0393883+0.0303383j -0.0126628-0.024811j 0.021174+0.0279143j -0.00977143-0.0349618j -0.0175142+0.00833948j 0.000736019-0.0316304j 0.00149601+0.0448957j 0.0658797-0.0164927j 0.0401324+0.0238684j 0.0474093-0.0230566j -0.0127724+0.00796641j 0.0173089+0.00779141j -0.0177204+0.00841678j 0.0100333-0.0378751j -0.0430968+0.00753701j 0.0314146+0.0328049j -0.0165554-0.0289242j 0.00436384+0.0385759j -0.0125969+0.0282094j -0.0176262+0.0402679j -0.00537628-0.0188747j 0.00753194-0.00340627j -0.0280324+0.0210857j 0.00881777+0.0242334j 0.0103929-0.0311077j 0.0217893+0.00190664j -0.0176806-0.0258235j -0.000378929+0.0103523j -0.000302747+0.0330818j 0.0111387+0.0212201j -0.012405-0.0446974j -0.0149686+0.018634j -0.0165962+0.0290045j 0.00677146-0.0320007j -0.01495-0.00643631j -0.0121945-0.00555314j 0.0235873+0.0483595j -0.0338944-0.0511825j 0.0228843-0.0178015j 0.000792063-0.0178909j 0.0164084-0.0141089j 0.00716821+0.0084382j -0.0110295-0.0268715j -0.0380567+0.0155981j 0.0123103+0.0431914j 0.00255081+0.00954168j 0.0157708-0.00575951j 0.00398935+0.0162489j -0.0220314-0.024525j -0.0284352-0.0103832j -0.0129993-0.0358185j -0.00771983+0.0196268j -0.038298+0.0213304j -0.0107868+0.0323481j 0.00873265+0.011709j 0.0171515-0.00359553j -0.0459876-0.000747823j 0.0101048+0.0183469j -0.0265266+0.0106258j 0.0173113+0.0409391j -0.021915-0.0130937j -0.00127423+0.00597298j -0.00678111+0.00607901j 0.0193831+0.0118921j -0.0302892-0.0286837j -0.0351423+0.00521247j -0.0280251-0.0122358j 0.00307485-0.00308256j -0.00277619-0.0107091j -0.0100743+0.00357925j 0.0266062+0.0113124j 0.00387293+0.00451404j 0.00446157+0.0103539j -0.0144836+0.00289963j 0.0148417+0.0200946j 0.00182346-0.0074676j 0.00878648+0.0118657j 
-0.0185976+0.00348734j -0.00862161+0.003094j 0.00419869-0.00113724j 0.00935052+0.0196446j -0.0253523+0.00276603j 0.00822577-0.00494831j -0.0122269+0.013036j -0.0570222+0.00556568j 0.00978347-0.0139059j -0.0203757-0.0277863j 0.00331259-0.00208435j 0.00832131-0.0352037j -0.00517979+0.0366927j 0.0470666+0.00906708j 0.0362105+0.0382793j 0.0263941+0.015344j -0.0135134-0.0290174j -0.0115969+0.000195554j -0.00691204+0.00242774j 0.0149942-0.0244454j -0.0912758-0.0770252j 0.017992-0.051872j -0.0105779-0.0497142j 0.0171189-0.0246646j -0.0365627-0.00523095j -0.00976459+0.0173489j -0.00467697+0.0488457j -0.00142837+0.0318389j -0.0162721+0.0733178j -0.0165509-0.0480203j 0.000791518-0.018078j 0.052543-0.0163263j 0.00552641-0.0523953j 0.0113957-0.042518j -0.0597028+0.0105936j -0.00508294-0.0364437j -0.0142955+0.0252201j 0.004447-0.0231331j -0.0266595+0.0374238j -0.0136629-0.031866j 0.0257044+0.00407397j 0.0129139-0.0206358j -0.0212505-0.0234571j -0.00666923+0.0110435j 0.0327472+0.0367049j -0.0441108-0.00533633j 0.0163335+0.00935148j 0.0471672+0.00538818j 0.00503207+0.0122989j -0.000913248+0.0528235j 0.0261804+0.0226439j 0.0467811-0.0208033j 0.00826699-0.0251881j -0.0417085+0.0396933j 0.006895-0.0267122j -0.00887224-0.0191317j -0.0371136+0.00910721j -0.00163163-0.0302316j -0.0228464+0.0112618j -0.0156617+0.0367131j 0.00587775+0.0425628j -0.00558209-0.0524919j -0.0120869-0.0421988j -0.0542319-0.0217534j 0.0144831+0.0269379j 0.0417068-0.00442653j -0.00428232+0.0354087j 0.0132511+0.026749j 0.0625614+0.00360574j -0.0212629+0.0334328j 0.0273142+0.0293142j 0.0179108+0.00874808j 0.0128829+0.00417154j 0.0339603-0.0212415j 0.0029744+0.0423711j 0.000673215+0.0121574j 0.0166481-0.0109341j -0.0213004+0.00419507j -0.0207376-0.0148308j 0.051458+0.0327648j -0.0180516+0.0364994j 0.0378012+0.0383499j 0.0464383-0.013018j 0.0344928-0.0056566j 0.0923524-0.0157467j 0.000390373-0.0190289j 0.0293776-0.00391899j -0.0084906+0.03704j -0.00995882-0.0270622j -0.000715822-0.00546387j 0.00741365-0.0123603j 0.0072751+0.00740468j 0.00818855-0.0182429j -0.000704239+0.00254822j -0.00101638+0.000776494j 
0.0191225-0.00592214j 0.0177993-0.0200075j -0.072272+0.00698712j 0.00015347-0.0100145j 0.00416779-0.00329869j 0.0156665+0.00995911j -0.0623074+0.0231442j -0.0295879-0.013842j -0.0103683-0.0161455j 0.0218319+0.0187852j -0.0458543+0.00370126j 0.00267432+0.0227749j 0.00557431-0.0575049j 0.063321-0.00752528j -0.0487369-0.0268104j -0.0248895+0.0602888j -0.0352443-0.0152127j -0.0415271+0.00440097j -0.00104227+0.0140957j 0.0506464-0.016841j -0.00318552-0.0112408j -0.019358+0.0272707j -0.00374075+0.0300288j 0.0228846-0.000893994j -0.0609672+0.0166667j -0.02892+0.0169784j 0.0201809+0.0147724j 0.0149278+0.00453646j 0.00405991+0.0136988j -0.0313512-0.00444252j 0.00265411-0.0359226j 0.00457122-0.00845446j -0.0187738+0.04009j 0.00605371-0.00539762j -0.0380931+0.0155396j -0.00149938-0.0278826j 0.029903+0.0139677j 0.00942675+0.022526j -0.015108+0.0183702j -0.0132031-0.0178061j -0.0146817+0.00194352j 0.0112592-0.00538246j 0.00265358-0.0145121j 0.0031601+0.0429296j 0.0142893-0.0154575j -0.0173643+0.0270093j 0.015329-0.0253051j 0.0118896-0.00640999j -0.00261938-0.00126018j 0.00149532-0.0182544j 0.0216313-0.0290568j -0.0192596-0.063026j 0.0253603+0.0305682j -0.0330594-0.00628149j -0.00331752+0.0146597j 0.0332868-0.038677j 0.0178603+0.0173964j 0.0180766+0.010546j -0.0330252-0.0145577j 0.00347876-0.0193083j -0.0422672-0.00974776j -0.0335416-0.00463339j -0.0035902+0.0458869j -0.00770512+0.000666777j 0.0203863-0.000636765j 0.0416662-0.00983971j -0.0117138+0.00534023j -0.0498805-0.0135432j 0.0129422-0.0345291j -0.0507704+0.00323228j 0.000461708+0.0105043j 0.00184083+0.0246455j 0.00644869-0.014349j 0.00756354+0.00109732j -0.0455397+0.0238333j -0.040918+0.0022303j -0.0209437-0.00266043j 0.0298756-0.00938761j -0.0167559-0.03152j 0.00314009+0.00601495j 0.0178501-0.00539473j 0.00191701-0.0123442j -0.0182319-0.0347412j -0.0226973+0.00983357j 0.0164839-0.0143616j 0.0314936-0.00563783j 0.0181112-0.0170139j -0.0168214+0.00792459j 0.0132565-0.00371751j 0.00597947-0.00465527j 0.00969029+0.00541033j 0.0100753-0.00238164j -0.00525838+0.00250187j 0.0032925-0.00468653j 0.00538396-0.00461075j 
0.00929939+0.0102563j -0.0129991+0.00618759j -0.00622413-0.0281087j 0.0572414+0.0222586j -0.000624347+0.0162985j -0.0134633+0.00914473j -0.0209527-0.0360411j -0.0218517+0.040058j -0.0194429-0.0438431j -0.0213383-0.00764011j -0.0248229+0.00422254j -0.0399734+0.00147928j 0.0170935-0.0414021j 0.00125815-0.0064058j 0.0141005+0.0478277j 0.00249365-0.00816931j -0.0325155-0.0106516j -0.0135083+0.00944197j -0.0451994-0.034569j -0.0291334-0.0237544j -0.0511635-0.0133886j -0.0125937+0.00515188j -0.0424383+0.02277j 0.00962674-0.0113201j -0.013889+0.011503j 0.0179934-0.0129205j -0.0187807-0.00307769j -0.00251148+0.0230953j 0.0049996+0.00916462j -0.0243791-0.0184084j -0.0187766-0.0366662j 0.0088584+0.0319934j -0.0406022-0.00617216j -0.00448602+0.0208209j -0.0305114+0.000327653j -0.0174719+0.00888384j 0.00309143-0.0291852j 0.011911-0.007626j 0.0441998+0.0169504j 0.0189045+0.0140574j -0.0100075+0.00710737j -0.020987-0.00168769j -0.032015+0.00572978j 4.72017e-05+0.0168961j 0.0213738+0.0457394j 0.0116843-0.0117614j 0.00965771-0.0223997j -0.00811007-0.0267589j 0.00274767+0.0205454j -0.018739+0.00396586j -0.00988949-0.014915j -0.023701-0.00493404j 0.0322884-0.0233762j 0.0162428+0.0135837j 0.0155731-0.024838j -0.00896332-0.00305855j -0.00577368+0.0176278j -0.0123407-0.00594055j -0.0105405-0.00689962j 0.00604454-0.0237207j 0.00221156+0.0173535j -0.0179681-0.00855526j -0.039996+0.00607805j -0.00168019-0.0197943j 0.00390953+0.0142474j -0.00489253+0.0101461j -0.000790861+0.0253787j 0.017069-0.00983591j 0.0107327-0.0239339j 0.000528074+0.0117873j -0.0269992+0.0195642j 0.0350624+0.0342022j 0.0343875-0.0401404j -0.00140411-0.0071323j -0.0187609+0.0299693j -0.011892-0.0200181j -0.00748479+0.0121478j -0.027953-0.0184602j 0.00458126-0.0321316j -0.0178902+0.0120028j 0.00141306+0.00538696j -0.0239399-0.0346128j -0.000521635-0.0107442j -0.0140981+0.0195774j 0.0118895-0.0336251j 0.0423248-0.0270385j -0.0218904+0.0284826j -0.0190508-0.00576719j 0.000201831+0.00458628j -0.00015394+0.00824915j -0.00420842+0.0077559j 0.0149203-0.017198j -0.00903357-0.00134135j 0.00639552+0.00395672j 0.00429859+0.00952124j 
0.00125167+0.00512983j 0.0102273+0.00825382j 0.011676+0.0072605j -0.0141239-0.0179634j 0.00525373-0.0022477j -0.00364421+0.0219754j -0.015737+0.0177805j 0.0498258+0.000206617j 0.0124515+0.0239896j 0.0257473-0.0130022j 0.0120988+0.0307401j 0.046814+0.0434173j -0.0496454+0.0547679j -0.0359281-0.0151912j 0.00380481+0.000848603j 0.013255+0.0128831j -0.0505615+0.0326477j -0.00302359-0.0445545j -0.0538932-0.0068505j -0.0195658-0.00954233j -0.0153434-0.0111056j 0.0293146-0.011711j 0.0135243+0.0402023j -0.0133327+0.0471313j 0.0276304+0.0167878j -0.0234051-0.0307247j -0.013984+0.00225415j 0.0241906+0.0219084j 0.0125996+0.0329412j -0.0555311-0.0158268j 0.0263326-0.0362383j 0.0176805-0.0125022j 0.010836-0.0259347j 0.00226434-0.0289144j 0.0306785+0.0266945j -0.0083365-0.00223139j 0.0219986+0.0315118j -0.0358315-0.00737497j 0.0262511+0.00595505j 0.0313755+0.00543993j -0.0218962+0.0182293j 0.0176953-0.0106151j -0.00206023-0.0169856j -0.00393831-0.0011527j 0.00441119+0.00469763j 0.000108008-0.0220305j 0.00187981+0.00811227j 0.0188551+0.0154253j -0.0109291+0.032224j -0.006465-0.00404923j -0.0141939+0.0305635j -0.00548198-0.015716j 0.0131293+0.0187976j -0.000622196+0.0163447j 0.0246006-0.00853205j -0.0189211+0.0139167j -0.0383219-0.000652151j 0.00020679-0.02053j -0.00623684-0.0174562j -0.000271529-0.00231084j -0.000334975+0.000446659j -0.0253679-0.0160294j -0.00346159-0.00922761j -0.0144579-0.00531092j -0.0144602+0.00626179j 0.00349072+0.00619496j 0.0076723+0.00894856j 0.00371354+0.0137775j 0.0113481-0.0122045j 0.00964627-0.00228375j -0.0327149+0.0161734j 0.0145469-0.00416474j 0.0034162-0.0494377j -0.00423918+0.0069268j 0.0239802-0.00486202j 0.00116819+0.011569j -0.00328019-0.0223324j -0.0203053-0.0138732j -0.0112754-0.0147807j -0.00562297+0.0112462j -0.00859359+0.00568977j -0.0426957+0.0179369j -0.000500198+0.0192801j 0.0121883+0.0043846j -0.013652-0.0247715j 0.0139032-0.014039j 0.000893716+0.0411624j -0.0219937-0.00557708j -0.0115684-0.00788786j -0.00228453+0.00825417j -0.00623468+0.00284414j 0.0143888-0.00933886j -0.00816062-0.00304219j -0.00289117+0.00294674j -0.00446646+0.00562412j 
-0.0259876+0.00427223j 0.00192565+0.00682017j 0.0858276+0.0288443j -0.0485485+0.056674j -0.00262368-0.00622741j 0.0166083-0.0159622j 0.0491221+0.0366716j 0.032421+0.0659468j 0.023584-0.055946j 0.0403412-0.0317898j -0.021816-0.0108572j 0.0366602+0.00753553j -0.0200564+0.0430649j -0.0175749-0.0352071j 0.0237638+0.0332415j -0.0156109-0.039641j 0.0161855-0.0394851j 0.007809-0.0131417j -0.00901915-0.0335484j -0.0103641+0.0105506j 0.0153286-0.0522605j -0.00893038-0.0560362j -0.00727682+0.0409109j -0.00918995+0.0105577j 0.0346236+0.00544089j 0.0418395-0.0466497j 0.00169925+0.0246254j 0.0102819-0.0034781j 0.0113726+0.0332548j 0.0149191+0.00283606j 0.0463077+0.0097871j -0.0221099-0.011073j -0.0057885-0.0427357j 0.0273234+0.0396135j -0.000219208-0.0200798j 0.000708141+0.0469157j 0.00693951-0.00112629j -0.00472612+0.000367908j -0.0162174+0.0276494j 0.0198821+0.0310222j -0.017137+0.00397345j -0.0130388+0.0200192j -0.0195302+0.010142j 0.00329706+0.00618718j 0.0166978+0.0134954j -0.00571025-0.0205443j -0.0268363+0.00246417j -0.0152102+0.00222887j 0.00193694+0.00906086j 0.0123354+0.0266503j 0.0236437+0.00305903j 0.0120798-0.0160145j -0.0051141-0.00534108j 0.0171168+0.012151j 0.00812361-0.00662172j -0.00500502-0.0390795j -0.0224754+0.0257534j -0.0212426-0.0161847j -0.00246038+0.00508142j -0.00207204+0.00168126j -0.0373458-0.00812117j -0.0109467+0.0168616j 0.00531341-0.0120962j 0.0182821-0.0153806j -0.0161519+0.025358j -0.0285458+0.0251804j 0.00342094+0.00169113j -0.023495-0.00982357j 0.00981781-0.0259534j 0.0419097+0.0129548j 0.0391478-0.00779008j 0.0321219+0.00869029j 0.0249667-0.0444195j 0.0048119+0.00143139j -0.00632015+0.00519494j -0.00383363+0.0107631j 0.0140427+0.00929773j 0.00665989-0.0255863j 0.0141963+0.0203946j -0.0142354+0.0508736j -0.00833347+0.0118715j 0.0443119+0.0256009j 0.00606156-0.0152207j 0.0270734-0.0266719j 0.0187865-0.00974776j -0.0207898-0.00330916j -0.0031596+0.0125974j 0.0738786-0.015951j -0.0173616-0.0234626j 0.00248098+0.00935994j -0.00844171+0.00644638j -0.0166622-0.0066242j 0.0196019-0.01408j 0.0037578-0.0124891j 0.00524161+0.00231631j 
-0.00893194+0.00325923j 0.0100027+0.00213577j -5.20924e-05+0.0364378j -0.0479785+0.0194252j 0.00422825+0.0049758j 0.00669026-0.00417935j -0.00665615+0.0661112j 0.0404099-0.0139154j 0.0327695-0.0104276j 0.0308135-0.0289019j 0.00591599-0.0035376j 0.0249612+0.00925973j 0.00480244+0.00696513j 0.00565698+0.0182115j -0.00378489-0.0128758j -0.00195463-0.0591014j -0.00944484+0.0154335j 0.00547991+0.00647139j 0.0101056-0.019659j 0.0188248-0.0278725j -0.0281074+0.00340489j 0.000853983-0.0213241j 0.00954176+0.0544423j -0.00748253+0.0185679j -0.002148-0.0156825j 0.00760311-0.0149471j -0.00899019-0.0144128j 0.0222633+0.0185457j 0.0156581+0.0104112j -0.0118927+0.0203252j 0.0268868+0.00570659j -0.0130946-0.0106645j 0.000938264-0.00114404j 0.00795589-0.0163399j 0.0353396-0.00703588j -0.00491319-0.00581955j 0.0211055+0.00570733j -0.0342596+0.0228205j -0.0194381+0.00177034j -0.00165447+0.0282672j -0.0145785-0.0108738j 0.00330642+0.0078973j 0.00463069-0.000489305j -0.0178608-0.00910768j -0.0115385+0.015345j 0.00782987-0.0250679j 0.0135963-0.000555835j 0.0117679+0.00284293j -0.01329-0.00962903j -0.00677485+0.0147344j -0.0190118-0.00223969j -0.000826316+0.0233241j -0.00643334+0.0185742j -0.00353346-0.0112366j -0.0290456-0.0161695j 0.0150918-0.0101922j -0.00359261-0.00836133j -0.0238504-0.011251j 0.0237254-0.0212052j -0.00822193-0.0095086j -0.0109621-0.00858245j -0.0158475+0.00147231j -0.0109474+0.0252497j 0.00611518-0.0179111j -0.0256752-0.00482634j 0.0176006+0.00642442j 0.0146622-0.0240647j -0.0341347+0.0139635j 0.00846344+0.0184478j 0.0264426+0.0201817j -0.0023635+0.00046468j -0.0131092+0.0159227j -0.00246992-0.0453085j -0.00433432+0.0437188j 0.0150347-0.0417844j 0.00355028+0.00762336j 0.00156721+0.00526963j 0.0109871-0.0190256j 0.00558006+0.00851798j -0.00880933+0.0242851j 0.0181023-0.034992j 0.00417811-0.00612237j -0.0176039-0.0173109j 0.0341302+0.00332112j -0.00307501-0.00187176j -0.0331-0.0239603j 0.0224244+0.0168188j 0.0330568-0.0168402j -0.0246907-0.0613312j 0.0166856+0.0136434j -0.00602594-0.00353106j -0.0307154-0.0135388j 0.00183676-0.0252574j 0.00212205+0.0024229j -0.00295614-0.0058587j 
-0.00256115-0.0110379j -0.0102573+0.0146417j 0.0113821-0.00944591j 0.0351414+0.00836141j -0.0335518-0.00868355j 0.0135757-0.0374742j 0.00533962-0.00811652j 0.01326+0.00623421j 0.0420078-0.00244306j -0.0155022-0.0113702j 0.0519361-0.00287859j 0.0184603-0.0232349j 0.062214+0.0105049j -0.0232166+0.0320603j -0.00641771+0.00990852j 0.0249038-0.0355948j -0.0155275-0.0116162j -0.00808873+0.0326627j 0.0458536+0.0187046j -0.000765419-0.0175918j -0.00369819+0.0239119j 0.00265851-0.0052583j -0.0397243-0.0120805j -0.0122227-0.0276906j 0.0285353-0.00613132j 0.0331546-0.0185959j -0.055848+0.0102585j 0.0190538+0.00544257j -0.00438638+0.00860774j -0.0348102-0.0383565j -0.0402728+0.00322252j 0.018059-0.000305229j -0.0120755+0.0181584j 0.00768529-0.015708j 0.0268983+0.00426159j -0.00870153+0.00430658j -0.0256711-0.00622611j 0.00423197+0.00159076j 0.027011-0.0446443j 0.0288465+0.0158251j -0.0120903+0.00709046j 0.0153995-0.00229174j -0.00827547-0.0181521j -0.0246842-0.0174505j -0.016533+0.00807938j 0.0212654-0.0146896j 0.0292455-0.00687852j 0.00413622-0.00981277j -0.0148771+0.00374926j -0.0436218-0.00429699j -0.0329569+0.01006j 0.0103036+0.0219621j -0.000742671-0.0267944j -0.00398125+0.00739845j 0.0212446+0.0109456j -0.0272959+0.0154091j -0.0385541-0.0319687j -0.0126461-0.0054728j 0.0233725-0.0278016j -0.00720605-0.0033131j 0.0242655+0.0062204j -0.00969448-0.036969j 0.0251692+0.0308822j 3.58434e-05-0.0161338j -0.00641962-0.017955j 0.0211609-0.0312915j 0.001365-0.0371067j 0.0288019+0.0119454j -0.0123564-0.000711215j -0.0274809-0.00340144j -0.0612718+0.0094778j 0.00096538+0.0458258j 0.0127437+0.00941837j 0.0149254-0.000206661j 0.0111278-0.0412196j 0.0597236+0.000659748j -0.0131937-0.00407278j 0.013413+0.0424837j 0.00508339-0.00276778j 0.00580048-0.0353936j -0.0218395+0.0291229j -0.0294208-0.0219795j -0.0310932-0.0471212j 0.00956687+0.0130774j -0.0151356-0.0166059j -0.0111874-0.0054199j -0.0164529-0.0237234j -0.0243681+0.0297559j -0.00868616-0.0446232j 0.0187342+0.00293294j 0.0133445-0.00546244j -0.0565375+0.00488023j -0.0243313-0.0348236j 0.00962165+0.00539362j -0.00445569-0.00442939j 
