0.000729497+0.0132119j -0.0232518+0.0245936j 0.00930301+0.00697906j 0.030064-0.00163395j -0.00341877+0.0556351j 0.0242272+0.00526206j 0.0280484+0.0121178j -0.0193412-0.0232533j 0.0341032-0.0293969j 0.00151157+0.0229917j -0.0105936-0.0301268j -0.00576444-0.0455741j 0.0187109-0.0187581j -0.0120227+0.0392939j -0.0307111-0.0410639j -0.0036127-0.0359585j 0.0125912-0.00735806j 0.00257591-0.0215067j 0.00522288-0.0303948j -0.00470523-0.00883703j -0.00385896+0.0322417j 0.0295154-0.0206571j -0.00844542+0.0251445j 0.0380563+0.0215431j 0.0150665-0.00813245j 0.0025667-0.0348817j 0.066668-0.0285023j -0.0601554-0.0350803j 0.0353235+0.0435653j -0.00526216+0.0176929j -0.00418294-0.00316896j 0.00860914+0.0618712j 0.00594746+0.0421688j -0.0222674+0.0337643j 0.0499527-0.0365605j 0.0276425+0.0399712j -0.0387096+0.0111112j -0.0220197-0.00332744j 0.0123021-0.00742424j 0.0217164-0.0365143j -0.0185172-0.0365222j -0.0135974+0.0753441j 0.017398+0.00222756j 0.0640169-0.0142006j -0.066988-0.0549972j 0.0158814-0.0380094j 0.0177902+0.0241725j -0.0174411+0.0241607j -0.00902588+0.0112148j -0.060708-0.0309212j -0.075038+0.00754207j -0.0778409-0.0152047j -0.022861+0.0372488j 0.00709665-0.0461793j 0.00485101-0.0451087j 0.0548303-0.0737181j 0.0641504+0.0504548j -0.0899982-0.0227436j 0.0179609+0.0288085j -0.040453+0.0881829j 0.042282+0.0651673j 0.012428+0.00644558j 0.0295089+0.0297845j 0.00583227-0.0325555j -0.0164042-0.0297059j -0.0200942-0.0389588j -0.0600022-0.0499244j -0.0992798+0.0504337j 0.0115079-0.0409002j 0.0170721-0.0277465j 
-0.00669343-0.0100162j -0.0165517+0.0104078j 0.00819649-0.0161827j 0.0194116-0.000269685j 0.00871289+0.00299625j 0.0098552-0.00483968j 0.0134519+0.00403953j -0.0138969-0.0531112j -0.0122938-0.02622j -0.0357009-0.00538418j -0.0366423+0.0103967j -0.0059693+0.0102525j -7.62968e-05+0.000411069j -0.00212557-0.0173646j -0.0350569-0.00548021j 0.00841647+0.0129326j 0.0168354-0.00943335j -0.0240767-0.0300105j 0.00463733+0.0254959j 0.0146514-0.00181195j 0.0160241-0.000739637j 0.00404222+0.012281j -0.00691626+0.0212907j 0.00753601-0.0133047j -0.0161235-0.00507014j 0.00822148-0.0254447j 0.0220613+0.0268167j 0.0142316-0.0287386j -0.0173077+0.0417492j 0.0317608-0.00722772j 0.000218416+0.01912j -0.0109739+0.0164165j -0.0381672+0.00305886j 0.0158169+0.0219134j 0.0113674-0.0193842j -0.0148152-0.0183759j 0.0284628-0.029409j 0.0139729+0.0300162j 0.0508391+0.0249954j -0.0232977-0.0016308j -0.0128878+0.0139715j 0.00106668-0.00379204j -0.00154153+0.0467794j 0.011111-0.0512575j 0.0155338+0.00529723j 0.00924072+0.00841074j 0.0215719+0.0132706j 0.0004013+0.012899j 0.00505303-0.00625354j -0.0225062-0.0189407j -0.0264768+0.0106193j -0.0264351+0.0126719j 0.00597523-0.0222302j -0.00421252-0.00828012j -0.0170073+0.0168712j -0.0310605-0.0110804j -0.0352494+0.0453747j 0.0225788+0.0215248j 0.102259-0.0244774j -0.0494+0.0205931j 0.0110951+0.0311916j -0.0707329+0.00466787j -0.00936856-8.27044e-05j 0.00771628-0.00490543j -0.00570127-0.0193331j -0.0194336+0.00422983j -0.01069+0.00935308j -0.0969635-0.0106148j 0.0119613+0.00542608j 0.0233579+0.00100901j 
-0.00490444+0.0183264j -0.021712-0.00589536j 0.0133693+0.0115066j 0.0114228-0.0447534j 0.0121951-0.0136197j 0.0268582-0.00534599j -0.0042492+0.0119251j 0.0008609+0.0211477j 0.00153446+0.00866724j -0.0695405-0.0149071j -0.0177054+0.0190744j 0.0155354+0.0073064j -0.0530672-0.0335194j 0.0330786-0.046547j 0.0283177-0.042703j -0.0230652-0.00391591j -0.00539162+0.0512261j -0.0557912-0.039522j 0.0204644-0.0473168j 0.0220129-0.120796j -0.0223892-0.0505889j 0.0380916+0.0092017j -0.0152959-0.00907979j 0.0564506+0.0525288j 0.0249218+0.0713579j 0.0369785-0.00869703j -0.0137427-0.0265749j 0.047655-0.0864443j 0.00559042-0.0549553j -0.0299332+0.0445675j -0.0234857+0.0386309j 0.00955713+0.0465995j -0.0479067+0.0443764j 0.0227541+0.0760048j 0.0515959+0.0676309j 0.0118372-0.0493589j -0.00845709+0.020902j -0.0208638+0.0414216j 0.035404+0.0160665j 0.00497763+0.0213586j 0.00722734-0.0710128j -0.0376199+0.0125963j 0.0128838+0.00211804j 0.00876184-0.00629615j -0.0107713+0.0304436j 0.126236+0.0189399j -0.0168019-0.0261962j -0.0124922-0.0257502j -0.0108552+0.0163188j 0.0310697-0.0146977j -0.0563091-0.0112496j -0.0282822+0.00550288j -0.014408-0.0105719j -0.10917+0.00415495j 0.0329555+0.00333114j 0.0190719-0.00729036j -0.0334+0.0169613j 0.0110621-0.0126383j 0.011231-0.0040565j -0.0165627+0.0305682j -0.000567185+0.0118615j -0.0156845+0.0128988j 0.0470104-0.00897798j 0.0136121+0.00486426j 0.00517175-0.00886385j 0.00273634+0.00538292j -0.0267775-0.00355872j -0.0374434-0.0125913j 0.00983749-0.0049647j 0.0043704-0.0117645j 
-0.014769+0.0624227j -0.0265893-0.0158203j 0.0281415+0.0235582j 0.0216866-0.0679339j 0.0432849-0.0338584j 0.00111579-0.0279817j -0.0111714+0.0253478j -0.0231179+0.0678753j 0.037649+0.0424801j -0.0991119-0.0458894j 0.0279892+0.0370586j 0.0428306+0.0942079j -0.105369-0.038606j 0.0498856-0.0668611j 0.167835-0.037721j -0.0430637+0.0555974j -0.0513828+0.0571649j -0.0982038-0.0102254j -0.00569943-0.101425j -0.0344472-0.197935j -0.0671027-0.0570276j 0.0282909+0.0543019j 0.00883387-0.0225864j 0.076562+0.0829618j 0.0357937+0.129494j 0.0886967+0.00750295j -0.0461693-0.026106j 0.0574917-0.164476j 0.00558559-0.101774j -0.057698+0.132738j -0.125403+0.0453309j 0.00982825+0.0240915j -0.0399291+0.0429396j 0.0069143+0.0954573j 0.094824+0.129795j 0.0333793-0.0564714j -0.0775827+0.085867j -0.0959945+0.00893299j -0.0535719-0.061636j 0.0705175+0.0030449j 0.0595589-0.146718j -0.0778402-0.0393657j -0.0050679-0.0508174j -0.0115138+0.0878715j -0.0149905+0.0347804j 0.219822+0.0132655j -0.0360706-0.0598546j 0.0122976-0.00392728j -0.0381209+0.0226028j 0.0513683-0.00586201j -0.0976369+0.00363946j -0.0112626-0.0237103j -0.010474+0.0419709j -0.163796-0.00612738j 0.0282349-0.0281007j 0.111682+0.0272405j -0.0371919-0.0234659j -0.0219606-0.0509315j -0.0739037+0.0145975j 0.010688+0.0549005j -0.0309501-0.0445612j 0.0725287+0.0224107j 0.0186965+0.0311742j -0.00714269+0.00658402j -0.00464995-0.0152303j 0.00688669-0.0123562j -0.0363225-0.0178524j 0.104005-0.00517598j 0.0142602-0.00784929j -0.0165855-0.0206639j 
0.00997108-0.0215455j 0.0464762+0.00961504j -0.0389488-0.0259602j -0.0222219+0.0175828j -0.0305813+0.0601533j 0.00956913-0.000831796j 0.00363127-0.0343901j -0.0189035-0.034063j 0.031119-0.00270259j 0.113876+0.0415829j -0.0188117-0.0231235j 0.00653897-0.0612218j 0.0395097+0.00720447j -0.0486332+0.05083j -0.0305934+0.0232875j 0.00100321-0.0157743j -0.0121683-0.0352314j 0.0773304+0.0325489j -0.0258345+0.0506711j -0.0206633+0.0906052j -0.0177404+0.0560978j -0.0262168-0.0322243j 0.026095-0.00269464j -0.0486847-0.0571911j 0.0245395-0.0301548j -0.051673+0.0192732j 0.0324373-0.0225374j -0.0672079+0.0900833j -0.00337027+0.0698676j 0.0520693+0.000985239j 0.02893-0.0255273j -0.000359577-0.0259572j 0.0851913-0.0465936j -0.00620853-0.0199425j -0.0650411-0.0325003j -0.0208831+0.0516081j 0.001023-0.0235177j -0.00584679-0.0370651j -0.0317361+0.00112208j 0.030812-0.0204482j -0.0110302+0.063841j 0.0479074+0.00480019j -0.0191954-0.0147564j 0.0231434+0.0363987j -0.0276708-0.0362681j -0.0960963-0.0307104j -9.26178e-05+0.0117668j 0.0211742+0.0222508j 0.0219261+0.019377j -0.00904188+0.010339j 0.0405966+0.0121521j 0.000480887-0.00474708j 0.0209235+0.0208783j 0.083862+0.00336892j -0.0256024-0.0219233j 0.0159583+0.00300083j 0.0611592-0.0316214j -0.0197068-0.0329556j -0.057929+0.0251578j 0.0199993-0.0176879j 0.0170414-0.0314359j 0.0523506-0.0111851j 0.00102717-0.00949314j 0.0126818-0.0082091j 0.00131543+0.015742j 0.0105238-0.0219782j 0.035169+0.00624287j 0.0759032+0.0311059j -0.0335104-0.0105516j -0.0313966+0.0167282j 
0.00142093-4.12605e-05j 0.00686065-0.00263649j 0.00943333+0.00943447j -0.00980042+0.00617639j -0.0140135+0.0247396j -0.0119809-0.00481468j 0.00898804+0.0241999j -0.00165779+0.00612589j 0.0259236+0.0231687j 0.0371402+0.014662j 0.009671-0.00287602j -0.0219565-0.010027j 0.011268+0.00109526j -0.00158843+0.0129075j 0.00278913-0.0134706j -0.0282932+0.00612367j -0.0201388-0.00342441j 0.00387906+0.0109308j -0.03646+0.00687425j -0.0145822+0.028089j 0.00631658+0.0135141j -0.00426867-0.0231945j 0.0180099-0.0298208j -0.00702096-0.0230769j -0.0250044+0.0214542j 0.00299491+0.00979761j -0.00696403+0.0233138j -0.003421+0.0234749j 0.00227905+0.013587j -0.0223936+0.00873163j -0.0231411-0.00432696j -0.0148372-0.00783959j 0.0191639-0.011135j -0.00994991-1.66511e-05j -0.0148559-0.00416167j 0.0191899+0.00714787j -0.0197995-0.00664792j -0.0092666-0.00102076j -0.0197846-0.0120441j 0.0173449-0.00531314j 0.00402672-0.000525277j 0.027941-0.0124986j 0.000245127-0.0205472j -0.00127358+0.0226547j 0.00320758+0.00245979j -0.0133944-0.0239057j -0.0196848-0.00285193j 0.0197502+0.0228937j 0.0103985+0.00253904j 0.00780459-0.00462458j 0.00974106-0.00579162j -0.017493-0.00365354j -0.0113982+0.0112369j 0.00852313-0.0126946j 0.00840988-0.0060791j 0.0211225+0.00306801j 0.0149893-0.0122621j -0.0112189-0.0154292j -0.0300188+0.0167365j 0.016873-0.0012748j 0.000772984-0.0133787j 0.0271942+0.000307412j 0.0126481-0.0129111j 0.00381075-0.0118047j -0.0190968-0.0179825j -0.000234149+0.00708344j 0.00773255-0.0055193j 0.0393867+0.00936768j -0.00808492-0.00389029j -0.0105142+0.00179683j 
-0.0073751-0.00168476j -0.0101143-0.00548246j 0.0115146+0.000228782j 0.0055462+0.00168404j -0.000475035-0.0104989j -0.00608207+0.00846038j 0.0237343+0.0062067j -0.00157712-0.0149762j -0.0144166+0.00188954j -0.0147207-0.00816296j -0.000518272-0.00175335j 0.0129592+0.0139597j -0.00157325-0.00758976j 0.0163984-0.017788j 0.00886112-0.00149749j 0.0119857-0.000739511j 0.00442557+0.00398917j -0.0452217-0.029144j 0.00829286-0.0116785j 0.00392692-0.0319048j 0.00707587-0.0206302j 0.00651007+0.00563863j -0.00620852-0.0236039j -6.20557e-05+0.00394134j 0.022232+0.0217279j 0.0117326+0.0168312j -0.0318506-0.0083654j 0.00110406-0.0397676j -0.0241155+0.0157106j 0.00128692-0.00590524j -0.00553879+0.0229508j 0.00318379+0.0318731j -0.0328141+0.0181426j -0.0120134+0.0222083j 0.0215976+0.00240421j 0.00286495-0.0345236j -0.000935845-0.0114929j 0.0101102+0.0142481j 0.0273088+0.00581337j 0.00431659+0.00433136j -0.00396135-0.0389499j 0.0105138+0.00570225j 0.0149779+0.0183974j 0.00736217-0.0307128j -0.00734681+0.00339595j 0.0402898+0.014353j -0.0156051+0.0158147j -0.00479801-0.00874161j 0.000961309-0.00613313j 0.0214285-0.0108412j -0.0214947+0.00942054j 0.00442406+0.0211023j -0.0169113-0.0129143j -0.0451505+0.000295013j 0.0102828-0.00270393j -0.00120737+0.00554997j -0.0365985+0.0162978j 0.0215932+0.0013688j 0.028882-0.0141097j -0.0244434-0.00678984j 0.00730654+0.0184706j -0.0297906-0.00196353j -0.0063774-0.00746079j 0.00425793+0.0117666j -0.0177308+0.0140615j -0.0139343+0.014232j -0.0160919-0.00479366j -0.0411923-0.00889454j 0.00890631+0.0151205j 0.0146646+0.00474553j 
0.00312785+0.0132766j 0.00436978-0.00563787j 0.0019251+0.00372708j -0.00858145-0.0242996j 0.0334086-0.00873338j -0.0124335-0.0185661j -0.00315733+0.000377459j -0.00386851+0.00710554j 0.0278344-0.00338888j 0.0145807-0.036394j 0.0182488+0.0261838j -0.00639435+0.0118537j -0.0174393-0.00803621j 0.0028775-0.00733895j 0.0516213-0.00825896j 0.0153415+0.0170269j -0.00358867-0.00850873j -0.0241619+0.000536942j 0.00903095-0.0237885j -0.0073002-0.027542j -0.0032619+0.00812614j -0.00721795+0.0246301j -0.00366327-0.00391074j -0.00539413-0.0341685j 0.00236522+0.0255192j 0.0238373-0.00143974j -0.0167548-0.00781668j 0.00883162-0.0196814j -0.00690669-0.0282699j -0.0240941+0.0279044j -0.0217417+0.00247235j 0.0233021-0.00377252j 0.0259914+0.0120582j 0.0053471+0.00899546j -0.00207045+0.0326392j -0.00716378-0.00500389j -0.0261229+0.0248823j -0.0497936-0.00664778j -0.0393953-0.00683119j 0.0112386+0.016567j 0.0281859-0.0181395j 0.0089963-0.0136862j -0.00883359-0.032985j 0.006953+0.0362263j 0.00589625+0.0196287j 0.0258121+0.0113848j -0.0301206-0.025669j -0.00494209-0.0051084j -0.0111627+0.029377j -0.00554887-0.00601283j -0.0171207+0.00700251j -0.00155056+0.00648038j 0.0052911+0.0214044j -0.0138773+0.0101547j 0.014076-0.0257903j 0.0256622+0.0115105j 0.00225256-0.0189067j -0.0146103-0.012585j -0.0700522+0.0162618j 0.0231444-0.00154575j -0.010248-0.0248636j 0.0498449+0.010789j 0.0155554+0.0126801j -0.00670021+0.00914195j -0.0145299+0.0074184j -0.00130602+0.0184816j 0.00992632-0.0212028j 0.0624614+0.0032645j 0.00571406-0.00384139j -0.0142604-0.00711737j 
-0.00904926-0.00274625j -0.0174565+0.00410303j 0.0153562-0.00664292j 0.0317482+0.0139762j 0.01997-0.0200395j -0.0075382+0.00863419j 0.00405439+0.0168565j 0.00630439-0.0154935j -0.0215221-0.000416763j -0.0307801-0.0267287j -0.0133226+0.0119472j -0.00166-0.0021124j 0.0242401-0.00841964j 0.0172086-0.00818315j 0.00562081-0.013385j 0.0115872-0.0062709j 0.0276507+0.0142005j -0.0403523-0.0396243j 0.0121186-0.0317224j -0.00138474-0.0203596j 0.00335596+0.0193982j 0.0273705+0.0117111j -0.0056555+0.0181001j 0.0184743-0.00642221j -0.00680053+0.00914255j 0.0252809-0.0216204j 0.0175094+0.00674221j 0.00356929-0.0339745j -0.00507342+0.0128628j 0.00359886-0.0068923j 0.0187696+0.0168908j -0.00921906+0.0280645j -0.0390666+0.0163858j -0.000625787+0.0139118j 0.0421006-0.0103387j 0.0160375-0.00441144j 0.0212977-0.0281709j 0.0249154+0.0142631j 0.0426183+0.0277939j -0.0207289-0.00899562j -0.0032196-0.00243026j 0.0142351-0.00103298j 0.0210315+0.0365086j 0.0191568-0.0263125j 0.0132201-0.00220428j 0.0284196+0.00110874j 0.00175983+0.0217433j -0.0116983-0.0229493j -0.0288739-0.00486524j -0.0235351-0.0237632j -0.00911333+0.00469055j -0.0174449+0.00692771j 0.00718831-0.0112371j -0.0248-0.00110679j -0.00671282+0.026879j -0.0118917-0.0208216j -0.0206543+0.0357111j 0.00529457+0.0364269j 0.0760368-0.0352575j -0.0340975+0.0418908j 0.00688467+0.0322061j -0.0646361-0.0162435j 0.0255455+0.037131j 0.007607-0.00269662j -0.0044423-0.00679407j -0.0154261-0.00400281j -0.0228694+0.00388701j -0.0748114-0.000437616j -0.00461023-0.00879165j 0.0406819-0.00213816j 
-4.07556e-05+0.0212209j 0.00480139-0.0138013j -0.0273046-0.00258473j -0.00143344-0.0153728j 0.0188823-0.010527j -0.0070456+0.0116004j -0.00485796+0.00275755j -0.00414499+0.0203478j 0.00696836+0.00942872j -0.00286545-0.0118267j 0.0237999+0.0112444j 0.000629679+0.00779923j -0.0161075-0.0106807j -0.00346533-0.0145248j 0.0347641+0.010868j -0.010936+0.0129444j -0.00777712+0.000796196j 0.00755226+0.00440493j 0.00798973-0.00820829j -0.0157192-0.0189081j -0.0163904-0.0100321j 0.00119961-0.000830329j 0.00245087+0.0195258j -0.00943124-0.000455882j -0.0092348+0.00348858j 0.00877657-0.00732199j -0.0139297+0.0175124j 0.0395737-0.00301739j -0.00331553-0.0200519j -0.0269336+0.000332164j 0.00699396+0.0101985j -0.0143421-0.00614589j -0.0127184-0.00328271j 0.0141594-0.0460346j 0.000416059+0.0246574j -0.00844764-0.000446349j -0.00653059+0.0314999j -0.00619176+0.0028541j -0.0344492-0.0161411j 0.00718204+0.00780082j 0.0273508+0.00743258j -0.000989233-0.0207229j -0.0401407-0.0182069j -0.0398055+0.0469378j 0.00987502+0.0535105j -0.0177847-0.00750624j -0.0218495-0.0186412j 0.0177437-0.00466479j 0.00157982+0.00622314j 0.0101395+0.00963312j -0.00514739-0.00997507j 0.0107544+0.00324968j 0.0143455+0.0198238j 0.00992849-0.00466519j -0.0278034+0.0130891j 0.022798+0.0230951j -0.00422888-0.0200753j -0.0171502+0.00249584j -0.0120778+0.0122766j 0.0256198-0.0102025j -0.0044506-0.0559975j 0.0231112-0.0319392j 0.00812004+0.000464057j -0.00850822+0.00662685j 0.00313387+0.011813j 0.00325944+0.0120178j -0.0180931+0.0263702j 0.0714519+0.010863j -0.0320068+0.00952577j -0.0356802-0.0347695j 
0.00621877-0.00562833j -0.0097141+0.0126946j -0.00508081+0.00555901j 0.0151495+0.0152682j 0.00556112+0.01747j 0.016977-0.0342382j -0.0273046+0.011879j 0.00614505-0.0125069j -0.0419277-0.0262303j -0.00427491+1.5651e-05j -0.0215649+0.0117574j -0.0216032-0.000614599j -0.0044475-0.00865084j -0.00510046+0.0282884j -0.0637607-0.00768421j -0.0174174-0.0273202j -0.008339-0.00594703j 0.00593004+0.00625918j 0.00735233+0.0470536j 0.00689011+0.0249456j 0.0201168-0.00590269j 0.0417728-0.0281606j -0.013569+0.0479644j -0.0113389+0.00803207j 0.00370284-0.0176083j -0.0153808-0.0175006j 0.000641391+0.011712j 0.0157916-0.027909j -0.0158977+0.0192135j 0.00564065-0.040301j 0.00667107-0.0146682j -0.00577501+0.0196023j -0.0356929+0.0299077j -0.0052755-0.00759129j 0.00737513-0.0173478j 0.00509507+0.00838975j 0.03668-0.043319j 0.0465696+0.00321629j 0.0252496+0.0234916j -0.0310865-0.00309604j -0.0217698+0.0262761j 0.0058827+0.010185j -0.0526503+0.0552116j 0.0450619-0.0573595j -0.00334377+0.00291633j -0.0157939-0.00754768j 0.0142453+0.0107525j -0.00662027-0.00168448j -0.0039803-0.0180965j -0.0168897-0.00519082j -0.00329077-0.0052331j 9.11949e-05+0.00193474j 0.0156243-0.0202033j 0.0031704-0.010018j -0.0122808+0.0274037j -0.00841162-0.0191997j 0.00726536+0.0221963j -0.000295524+0.0290437j 0.0562113-0.0222588j -0.0150929+0.0192644j 0.00808254+0.0213107j -0.0324994-0.00874019j -0.00465717+0.00324288j 0.000328414-0.00792676j -0.000578945-0.00296712j 0.000700926-0.00505011j -0.0137517+0.0096325j -0.0677893+0.000116024j -0.00297594-0.00466369j 0.0251405-0.00993926j 
0.00294345-0.0181072j -0.014406-0.00179244j 0.0183558+0.0102454j -0.00145129+0.00806163j 0.0125345-0.000493789j -0.0061157-0.0141044j -0.0165439-0.0095744j 0.000992062-0.00546595j -0.0372704-0.00949527j -0.0127753-0.0171915j -0.0216306+0.012532j -0.0301681+0.00114721j 0.0137277+0.00366986j 0.0161749-0.00303259j -0.0279329-0.00275323j 0.012592-0.0160385j 0.0144881+0.00993079j -0.0340918-0.0205123j 0.010309+0.00420908j 0.00463547+0.0107314j 0.0337827-0.0148235j 0.00752142+0.0136637j -0.00398335-0.00267763j -0.0116459-0.00215309j -0.00985057+0.00273286j -0.00431239+0.00238059j -0.0123338-0.00825298j 0.00550312+0.00558563j -0.0123112-0.00986491j 0.0122881-0.0322606j 0.00574231+0.0195601j 0.00493606-0.00908548j -0.0294848-0.000606233j 0.000269905+0.00718429j -0.00706043-0.0277149j -0.0108918-0.0241725j 0.0215538-0.0373572j 0.010606+0.00583911j 0.0204417+0.0443202j -0.0444471+0.0221996j -0.0215207+0.0153471j 0.00554155+0.00668051j 0.0129753+0.0104916j 0.00233391-0.06038j 0.000403033+0.00505005j 0.00423174+0.0188959j 0.00306991+0.0296579j -0.0116492-0.0167428j 0.0077582-0.0174861j 0.0111989-0.00985233j 0.00472322-0.00371684j -0.00144807+0.0150301j -0.0235875-0.0421381j -0.0113573-0.0124006j -0.00244725+0.0155611j -0.0440665-0.0155358j -0.0428576+0.0172284j 0.0518847+0.011968j 0.0307206-0.0177113j -0.0307403-0.0253037j -0.00377204+0.0186832j -0.0618236+0.0312131j -0.0111819-0.00823717j -0.00810429+0.00649938j -0.00663962+0.00627373j -0.00857505+0.00300901j 0.0153674+0.0182063j -0.0504838-0.032296j 0.0329632+0.026285j 0.00561857+0.00753226j 
-0.00477517-8.35546e-05j -0.0205747-0.00526624j 0.0233279+0.00837811j 0.0175645+0.00827714j 0.0133434-0.0357828j -0.047828-0.00222879j -0.00672422+0.0269977j 0.0107487+0.00606605j -0.0439528+0.0268711j -0.0387849-0.0305951j 0.0143604+0.000145119j -0.00529765+0.0368266j -0.0134689+0.00583177j 0.0311905-0.0108839j 0.0101016+0.0177777j 0.0187006-0.013934j 0.00477208+0.00431139j -0.0185132-0.0197742j 0.00251843-0.0131326j 0.0208593-0.0244859j 0.00839763-0.00174019j -0.000496503-0.0117823j -0.00386497+0.00116096j -0.0268737+0.00503565j 0.00300496+0.0131758j 0.00677083-0.0073862j -0.0192318-0.00237583j 0.0249785+0.0128188j -0.0171078-0.00798501j 0.0261061-0.00729149j 0.018155-0.00839804j -0.00318834-0.00515987j -0.0431771+0.0237603j 0.00411812+0.000106075j 0.0135035-0.0497064j -0.00855822-0.0301503j 0.0136559-0.020095j 0.0272703+0.00467534j 0.0268275+0.0146671j -0.0152075+0.00427879j -0.0153625-0.0381048j -9.70305e-05-0.00558745j 0.0181022+0.0216652j 0.0278407-0.0305869j -0.00530882-0.0019786j 0.013966+0.0206381j 0.00707878+0.022693j -0.0236524-0.0240932j -0.00655859-0.0114371j -0.00377813-0.0101288j -0.00316432-0.00911517j -0.000844242+0.0108867j 0.000861866-0.0274525j -0.007325+0.00508108j 0.0143291+0.00607764j -0.0135123+0.00962364j -0.0382739+0.0122081j 0.0162507-0.006886j 0.0192224-0.00272115j -0.0262974-0.0078095j -0.0228247+0.0168473j -0.0454176+0.0181127j -0.000606582-0.00565522j -0.00942323+0.00547251j -0.00477253-0.00162819j -0.0107926+0.00404295j -0.00688036-0.00785715j -0.0338535-0.0212038j 0.0203543+0.0226941j 0.0200463+0.00555261j 
0.00967161+0.0118571j 0.0205668+0.00171123j -0.0105981+0.00733172j -0.025978+0.000720854j 0.0054433+0.0316546j 0.0258566-0.0240728j -0.0256756-0.0105431j 0.00117591+0.0157661j 0.0211451+0.00756924j 0.0340637+0.0194474j 0.0266049+0.0123026j -0.00605749+0.00907637j 0.0107853-0.0175867j -0.0384997+0.015995j -0.00200291-0.0282438j -0.00958764-0.0059881j -0.00745656-0.0196996j 0.0012607+0.0288243j -0.00558996+0.0196572j -0.00279223+0.0200386j -0.0184035+0.00904661j 0.0112364-0.0167717j 0.0143074-0.0198542j -0.0102216-0.0164575j 0.00480034-0.00877835j 0.00356045+0.00113689j -0.00189794-0.0303649j -0.0123419+0.0161098j 0.00709583-0.0331638j 0.0056983+0.0269687j -0.016941-0.00824608j -0.00733596-0.0245578j 0.0334847-0.00793697j 0.00247004-0.0163212j -0.0132284+0.0319376j -0.00725731+0.00885125j -0.0333763+0.0385927j -0.0367087-0.0203449j -0.0459657-0.0286081j 0.00602697-0.00402892j 0.0122387-0.00358402j -0.0244074-0.0129713j 0.0161947-0.0402337j -0.0121191+0.0546138j 0.0113418+0.0164571j -0.009852-0.00767386j -0.0120226-0.0149347j 0.0236117+0.0136445j 0.00878534+0.0110852j 0.00758596+0.00940561j 0.00614237+0.00353565j -0.00660744-0.00393042j 0.0310434+0.0226686j 0.00665787+0.00167688j -0.0105701-0.0251815j 0.0172126+0.0226643j 0.0293677-0.04545j -0.0237553-0.0232074j -0.0316217+0.0298846j 0.0479097-0.00985958j -0.00946271-0.0363909j 0.0256872-0.0150007j -0.00667573-0.000944545j 0.000857501-0.00324658j 0.00149597+0.00573189j 0.00385747+3.65663e-05j 0.00241246+0.00667804j 0.064719+0.0144074j -0.0131695-0.00657636j -0.0230252-0.00818243j 
0.000539902-0.00460684j 0.00293015+0.00522453j 0.00161001-0.00260821j -0.00427182+0.000400574j -0.00833676+0.00333452j 0.0109446-0.000819651j 0.00312863-0.00620624j -0.00866736-0.0025825j 0.00202003-0.0168211j 0.0112796+0.00147948j -0.00300073+0.0033594j 0.00364122-0.00187213j 0.0098932-0.000403694j -0.00195503+0.0124093j -0.00484798-0.00638275j 0.00158167+0.00591652j 0.00123255+0.00148234j 0.0011591+0.00902394j -0.0118441+0.0112187j -0.00881235+0.0113312j 0.00501937+0.0033109j 0.00157771+0.0135003j -0.00260701-0.000735912j 0.00194687-0.00544013j 0.00391367+0.00149486j -0.00769177+0.00545968j -0.00381748+0.00465224j -0.0127406-0.00157422j -0.000219924-0.00202254j 0.0011504-0.014855j -0.00775634+0.00663409j -0.00110696-0.00370532j 0.0050957-0.00375473j -0.00478346+0.0154102j -0.00544752-0.00725508j 0.00627986+0.0107565j -0.00947482-0.0137735j -0.00971283+0.00524636j -0.00433471+0.0064007j 0.0066463+0.00516257j -0.00340356+0.0145017j -0.00326899+0.00347442j -0.00674462+0.0146323j -0.00319931+0.00110022j 0.00285321-0.00884785j 0.00146711-0.00290994j -0.000587958+0.000365748j 0.00466696+0.00744184j -0.00039867-0.00185644j 0.00596045+0.00274506j 0.01616+0.00330595j -0.00335561-0.002915j 0.0131722+6.82226e-05j -0.0105396+0.000503683j 0.00620659-0.00985517j -0.0152375+0.00191428j -0.00294629+0.00526717j -0.00971994-0.00125664j 0.0119341-0.00436615j -0.000440268+0.00877424j 0.00358688+0.0102639j -0.0021741+0.00100673j 0.00248987-0.00235146j -0.00175179+0.00150568j -0.00580121+0.00169288j -0.0119122-0.0052091j -0.000268304-0.00539657j -0.00178557+0.00890714j -0.00258587-0.00518003j 0.000340764-0.00348192j 
