0.0563822-0.000323248j -0.00642949-0.0761996j -0.0990123-0.0117555j -0.0275585+0.0793032j -0.145884+0.061779j 0.0280863+0.149207j 0.0242079-0.0667369j -0.0223534-0.0533353j -0.0934175+0.0273748j 0.0204179+0.065355j 0.087456+0.00734755j 0.00784044+0.0210489j 0.0457605+0.0601664j -0.0620753+0.0184073j -0.0581886-0.0271553j -0.0115357+0.0228057j 0.025757+0.0168838j -0.0140298-0.0940261j 0.099196+0.0239241j 0.0113392-0.073292j 0.079803-0.0211923j 0.0773155+0.135546j 0.17248+0.0733388j 0.0305597-0.113077j -0.0265866+0.0688341j -0.023452+0.0705946j 0.0406529+0.0129032j -0.0107423+0.0221658j -0.00174973-0.0790979j 0.0952483+0.026684j -0.0486948+0.0533135j 0.112039+0.00245329j 0.00470118+0.0159168j -0.00111603+0.0453446j 0.0750872-0.0762066j -0.0452628-0.0881663j 0.077384+0.00938389j -0.0645653-0.0916009j 0.0942303+0.0376187j 0.0653018-0.0382552j 0.0853018+0.0113183j -0.045164-0.0163317j 0.0237383-0.0347642j 0.0208477+0.0190063j 0.0016072-0.00199101j -0.0365221+0.105431j 0.0588649-0.0409143j 0.0862476-0.0810781j -0.0397218-0.0422716j -0.0621675+0.0624921j -0.00326972-0.022137j -0.0207021-0.0380452j -0.000148093+0.00283362j -0.0722292+0.051789j -0.0085874+0.0296813j -0.0258935-0.0164422j 0.0167025-0.0240084j 0.0257785-0.0577887j -0.014505-0.0128723j 0.0371538+0.02174j -0.0187283+0.0479753j 0.037508-0.0155692j -0.0214595+0.0340925j 0.0235996+0.0149162j -0.0382306-0.0223156j 0.00608608+0.022533j -0.017473+0.0382796j 0.0253958+0.0345352j -0.0231395+0.0118352j 0.0121533+0.0323838j 0.00600059-0.0341629j 0.0414456+0.0293282j -0.0180898-0.0218017j 0.015413+0.0715907j 0.0122593-0.015707j 0.0506246+0.018059j 0.0265296-0.00365981j -0.00458539+0.0273363j -0.0184959+0.0160505j -0.0427676+0.0243085j 0.0211035+0.00319795j -0.0242033+0.00721501j -0.0194371-0.0234811j 0.0104478-0.0292715j 0.133655+0.0307946j 0.0375561-0.0206329j 0.102143+0.0346879j 0.010926+0.0172645j 0.0107004+0.0258043j -0.0293895+0.0116803j 0.0309115+0.00166734j -0.0215594-0.0250879j -0.052878-0.0981674j 0.0559805+0.0481855j -0.0198143+0.0681427j 
0.00260919+0.00446112j -0.0056094-0.00465807j -0.00295771+0.00366318j 0.000841142+0.000410865j -0.00461743-0.00288016j 0.00108791+0.000999937j 0.00437099+0.000805652j -0.000983843+0.00245927j 0.00587592-0.00647476j -0.00203964+0.00596565j 0.00120159+0.00120667j 0.00426753+0.00352211j 0.00284668+0.00202785j 0.000336144-0.0009054j 0.00414744+0.000692138j -0.00128422-0.00517354j 0.0017021-0.00326331j -0.00462532-0.0021805j 0.00668615+0.00103618j -0.00365656+0.00230862j 0.00543912+0.00425536j 0.005181+0.00115353j -0.000437218+0.00415135j 0.0061947+0.00175616j -0.00040928-0.00667252j -0.00430208+0.00255053j 4.3332e-05-0.00140597j 0.00261661+0.00197314j 0.0039106-0.00226812j 0.00145251-0.00245083j -0.00103102-0.000702331j -0.000819017+0.000679952j 0.00311004-0.00406723j -0.00100834+0.000195936j -0.00156393+0.000307551j 0.00377179-0.000623197j 0.00219358-0.00126035j -0.00311141-0.000853217j 0.000935927-0.00837883j 0.000374058-0.00903747j -0.00331756+0.00156348j -0.00160409-0.00438399j 0.000334252+0.000550966j -0.000850882+0.00274418j -0.00200647-0.000739569j -0.00101894-0.00118271j -0.00195757-0.00377317j 0.000456633-0.00484548j 0.00153231-0.00513775j 0.00133256+0.00877911j 0.00147768+0.00761903j 0.00161436+0.00114831j -0.00130553+0.00320135j -0.0008866+0.00243416j 0.00145844+0.000494357j -0.00287095+0.00158919j 0.000870713-0.00289415j -0.00183972-0.00450862j -0.00159379+0.00188464j 0.00392104-0.000760968j -0.00133412-0.00316992j 0.00409827-0.00814757j -0.00061788+0.0061696j 0.00166693+0.00332014j 0.00687028-0.00868185j -0.00443577+0.00122385j -0.00271433+0.0116745j -0.00427096+0.0045257j -4.51342e-05-0.00265011j -0.00215735+0.0048122j 0.0025958+0.00316627j -0.00175437+0.00258497j -0.000348277+0.00447728j -0.00278104-0.0034544j 0.000960447-0.00292099j -0.00397407+0.001102j 0.00433905-0.00407752j 0.00258858+0.00146337j 0.00271431-0.00166833j 0.00160503+0.00551517j 0.0021164+0.00167776j 0.00100782-0.0074078j 0.00659319+0.00175738j 0.0012188+0.011988j 0.00348838+0.0061374j 0.00226817-0.000527462j -0.00437009-0.00559804j 0.00134487+0.00554481j 0.00184682+0.012146j -0.00207912+0.00120528j 0.00512923-0.00183472j -0.000619018-0.000732785j 0.00220002-0.00309052j 0.00267481-0.00135557j -0.00265528+0.00213846j 
-0.00630888-0.00209681j -0.0008602-0.000171375j 0.00214731+0.000196313j 0.00526358-0.00157082j -0.00316862+0.00513833j -0.00156398-0.000549199j -0.00502677-0.00701163j -0.0034736+0.00666734j -0.00282071+0.00693157j 0.000683206-0.00131262j 0.00451664-0.0042976j -0.000740547-0.000289868j -0.000284891-0.00123953j 0.000437661-0.00167149j 0.00380497-0.00616851j 0.00331148+0.00278508j -0.000190415-0.00670105j 0.00268448+0.000711824j -0.00372584+0.00998738j 0.00149139-0.00218058j -0.0014623-0.00400299j 0.00671803+0.00287977j 0.00669643+0.00566699j 0.00236243+0.000620926j 0.00275733+0.00112144j 0.00133081+0.00216492j 0.00306544-0.00223887j -0.0048155-0.00524311j 0.00526421-0.00444745j 0.00136483-0.00298913j -0.00129392-0.000860297j 0.00123524-0.00664277j -0.0020122+0.00580517j 0.00564865+0.00487811j 0.0088067-0.00274744j 0.00516307-0.00118719j -0.00348405+0.000157776j 0.00278639-0.00738202j 0.00535352+0.00173184j -0.00968224-0.00313011j -0.00270376+0.00389366j 0.00147282-0.013437j -0.000151732+0.00494657j -0.00192489-0.000144423j 0.0104622-0.00139184j 0.00169075+0.000468378j 0.000158326-0.00460425j 0.00133581-0.00108825j -0.000879682-0.00497793j 0.00428245+0.00348717j 0.00283576+0.00138188j -0.00105302-0.00215358j -0.00600483-0.000781466j 0.0033097-0.00448604j -0.00496862-0.00116963j 0.000430652-0.00136386j -0.00578302+0.000298249j -0.0014168-0.00707842j -0.00236324-0.00136959j -0.00154724-0.00116669j -0.00808418-0.00202021j -0.000305891-0.00148169j -0.00116007+0.0093912j 0.00232714+0.00699787j -0.00307412+0.00203179j 0.00419387-0.00228647j 0.00310742+0.00228083j -0.00380706-0.00264342j 7.8895e-05+0.00692553j -0.000774611-0.00387119j -0.00290014+0.00678197j 0.00121302-0.000991002j 0.00113864+0.00997279j -0.000983794+0.000846691j -0.00132772-0.00146132j -0.00234877+0.00538241j -0.000491416-0.00148879j -0.00238269-0.00534828j -0.000758696-0.00472662j 0.00113392+0.00235274j 0.00449334+0.00373176j -0.00407345+0.00234359j 0.00511442-0.00444996j -0.00395522-0.00198195j 0.0013237-0.000567105j 0.0118079-0.00620067j -0.00358004-0.000230926j -0.000647786+0.00237236j -0.000736355+0.00734791j -0.00392927-0.00242979j 0.00086297-0.00920919j 0.000767799-0.00128789j -0.000769729-0.006309j 0.00221553+0.00706228j -0.00183459-0.000276959j 
0.00116583-0.00842848j 0.0102015+0.00145474j -0.00266999+0.00642618j -0.00362385+0.00154431j 0.00124676+0.00220792j -0.00571129-0.0017756j 0.00601703-0.00215493j -0.00100262-0.00206856j -1.64933e-05-0.000324329j -0.00177712-0.00337074j 0.0011776-0.00310542j 0.00189629-0.00135436j -0.000865388-0.00197218j 0.00161806+0.00247489j 0.00151128+0.00398946j -0.000627334-0.000118475j 0.00181056+0.00228687j -0.000773897-0.000542753j -0.00395597+0.00345119j -0.000774983-0.000769806j -0.00569218-0.000133897j -0.00464126+0.00258605j -0.000364626-0.00715959j 0.00420948-0.00173709j 0.00156795-0.00129894j -0.000834274+0.00283118j -0.00398592+0.00105272j 0.000847022-0.00138973j -0.00450954-0.00238983j -0.000548576+0.000804765j 0.00199373-0.00359177j 0.000207062+0.00196272j -0.00171788-0.000750714j 0.00315812+0.00234706j -0.000827366+7.86279e-05j -0.00174305+0.00272052j 0.00436325-0.00361687j 0.00421713+0.00193436j 0.00422942+0.00851566j -0.00302054+0.00624359j -0.00575413-0.000134303j 0.00216528-0.00413105j -0.00717977+0.00266072j -0.00324693+0.00533241j 0.00259666+0.000251723j 7.27096e-07+0.00345083j -0.00367687+0.00153947j -0.00359644-0.00229454j 0.000711514+7.2814e-05j -0.0026999-0.00404694j -0.00177122-0.00119358j -0.00312427+0.00438205j 0.00345203-0.00194315j 0.00100976-0.00231077j -0.00867866+0.00948405j 0.00563868-0.000455577j 0.00357425-0.000546035j -0.00332171+0.00254574j -0.0108792+0.00923093j -0.00413811+0.008696j -0.0098134-0.0015763j 0.00362178+0.0129047j 0.00549786+0.00267345j -0.00353409+0.00393792j 0.003578-0.00206725j -0.0033143+0.0011695j 0.00772261-0.0043897j -0.00346537+0.000372056j 0.000525033-0.000516056j 0.00199694-0.00370535j -0.00210747-0.00728295j 0.00822044-0.000490812j -0.000748974-0.000379473j -0.00105592+0.0022343j -0.00255093-0.000780149j -0.00640871-0.00199975j -0.00584013-0.00311121j -0.00160009+0.00545359j -0.00278077+0.00784041j 0.00655205+0.00206324j -0.00379782+0.00288748j 0.0060593-0.00219861j 0.0082101+0.000158682j -0.00279157-0.00351467j -0.00750011-0.0043312j 0.000296246+0.00285965j -0.00589695+0.00212124j -0.00239068+0.000259212j 0.000716891-0.00775014j -0.0020878+0.00195645j 0.0023766+0.000891866j -0.00293547+0.00385885j -0.000676172-0.00607789j 0.00145214-0.00157672j 0.000386234+0.00166077j 
0.00651266-0.00473568j 0.00292767+0.00691745j 0.00436138-0.000207989j -0.00304404-0.00919775j -0.000594831-0.00397123j -0.00075377-0.00543278j -0.00124369-0.00591949j -0.0037967+0.00851571j 0.000656895+0.00598377j -0.00466406-0.00708241j 0.00246027+0.000365291j -0.00177098+0.00119288j -0.000784971-0.010348j 0.0017305-0.00358754j 0.000403721-0.00146078j 0.00730305+0.00490258j -0.00368094+0.00181983j -0.00180985+0.00020248j -0.0101694+0.00752595j 0.00916552+0.00242838j 0.000812324+0.00161711j 0.00409192-0.000617734j -0.00355395-0.00155946j 0.000353443+0.00325151j 0.00099239-0.000697974j -0.000361219-0.00446253j -0.00162367-0.000808621j -0.00611101-0.0104733j -0.00172705-0.00100283j -0.0055526+0.00129738j -0.00265894-0.00489496j -0.00424225-0.00217276j -0.00187762-0.00361094j -0.00156274-0.0060167j -0.000256484+0.00184339j -0.00846494+0.00378663j -0.000823244-0.000798092j 0.00038368-0.00490886j -0.00140367+0.000378299j 0.000848277+0.00494767j -0.000767914+0.00262466j 0.00402918+0.0121086j -0.00267403-0.00275451j -0.000600038-0.00449941j -0.00385399+0.00541367j -0.000565169+0.00037029j 0.00388048+0.0025818j -0.00611211+0.000307468j 0.00305146+0.000447412j -0.00765171+0.00346086j -0.00389935-0.00248593j -0.0019455+0.00395647j 0.0071962-0.00363719j -0.00456873+0.000502203j 0.0012777+0.00236435j 0.00701748+0.00217561j 0.00297303+0.00456033j -0.00389933+0.0104677j 0.0021583-0.000281086j -0.00114102+0.00691412j 0.00356636+0.00101795j 0.0044191+0.00734186j -0.000392139-0.00543131j -0.004958-0.00274795j 0.00241361-0.00382304j -0.0063614+0.00426458j -0.00198149+0.00360059j 0.00512248-0.00507797j -2.77195e-05-0.00238539j 0.00628648+0.0010942j 0.00160154+8.0663e-05j -0.00176565-0.00659925j 0.000343947-0.00776081j 0.00300455-0.00197179j 0.00031424+0.00376853j 0.00487722-0.00512816j -0.00342874-0.00298986j 0.00083622+0.00117566j 0.000120194-0.00024422j -0.000995005-0.000819818j -0.00145626-0.00135775j 0.00365693-0.00450079j 0.00110938+0.00107709j 0.00558726-0.000664461j 0.000742946+0.000644495j -0.00458123+0.0100268j 0.00204896-0.000474666j 0.000435715-0.00790794j 0.000522033-0.00362658j 0.00280984+0.00423465j -0.000922727+0.00230462j -0.00321408+0.00480424j 0.000980565-0.000951927j 5.23994e-05+0.000710741j 0.000204282-0.000711227j 
0.00135833+0.0012705j 0.00397477+0.00169196j 0.0106359+0.00261213j -0.00278999-0.00161858j -0.00236532-0.00353643j 0.000172531-0.00111737j -0.0031308-0.00212888j 0.000552362+0.00136741j 0.00322642-0.011235j -0.00119937-0.00539119j 0.00197162-0.00518392j -0.00200127-0.00187975j 0.00431359+0.00313108j 0.0104103+0.00175414j -0.00552929+0.00831663j -0.00077556-0.00384291j -0.00540707+0.00737711j -0.00127605-0.0153306j 0.000537749-0.00461386j 0.00262024-0.0130498j -0.00426376-0.00662372j -0.000282213+0.00110289j 0.0010821-0.0010648j 0.00552064+0.000537611j -0.00228786-0.00394989j 0.0016069+0.000166777j 0.00536865+0.00171586j 0.00283449+0.00161377j -0.00504122-0.00088572j -0.00363783+0.00103962j 0.00178852+0.00144079j -0.00115893+0.00039304j 0.00564754-0.000220393j -0.00287652-0.003097j 0.00451601-0.00256245j 0.00415602+0.000955224j 0.00338543-0.0041501j -0.00454507-0.0013674j 0.00332341+0.00293024j -0.0074992+0.000528141j -0.00333274+0.00457057j 0.00115341+0.00257689j 0.000321717-0.00124527j -0.00449173-0.00175758j 0.00061397-0.00239795j -0.00406532+0.0021157j -0.00300884+0.000286813j -0.00032268-1.612e-05j 0.000633423-0.00036244j 0.00167499+0.00271543j -0.00280249+0.000443116j -0.00401728-0.00143151j -0.00317654-0.000299076j 0.00300669-0.00154134j -0.00294746+0.00387441j 0.00187625-6.94615e-05j 0.00165209+0.000900055j 0.00325901+0.000170028j 0.000546495+0.000732634j -1.10239e-05+0.00726717j -0.00450803+0.00112399j 0.00268288+0.00302678j -7.42274e-05+0.00516641j -0.00346303+0.00406385j -0.00457697+0.00170046j -0.000917491-0.000680111j -0.000367025+0.000315593j 0.00107293-0.000329654j 0.0032351+0.00550983j 0.0016208+0.000353263j 0.00595585-0.00134735j 0.0015891-0.00121415j -0.00328458-0.000718382j 0.00286905+0.00138325j -0.00671244+0.00126065j 0.00619531-0.00166241j -0.00246654-0.000755889j -0.00265853+0.00126172j -0.000668213+0.00087061j 0.00273255+0.00209798j 0.00262966-0.00314528j 0.00192288-0.0046142j 0.00389163-0.000521488j -0.00301601-0.00140568j -0.00162703+0.000284497j 0.00648182-0.00124212j -0.00419978+0.00271146j 0.00246454+0.000990904j -0.000340992+0.000573992j 0.00246773+0.00694169j 0.00267012-0.00187109j -0.0034492-0.0026497j 0.00185861-0.00072852j 0.00212107+0.00207906j -0.00156152+0.0029693j 
0.000493334+0.00122777j -0.00305076+0.000380483j 0.000977404+4.30349e-05j -0.012958-0.0106245j 2.1101e-05+0.00180615j 0.00378716+2.51511e-05j 0.00597753+0.000133257j 0.000753542+0.00742689j 0.00309431+0.000344728j -0.0104067-0.00688614j 0.001788+0.000840173j 0.00302967-0.00605772j 0.00273109-0.00549286j 0.00552368-0.0131838j -0.00725495-0.00188543j 0.0117259+0.00528504j -0.0050307+0.00861377j -0.00307362-0.00236183j -0.00556913-0.00204002j 0.00588739+0.00271169j -0.00209161+0.00207131j -0.00113732-0.00362175j -0.00683084+0.00211219j 0.00095486+0.000497764j -0.00466777-0.00446353j 0.00358815+0.000136069j -0.00532863-0.00224342j -0.00369031-0.00642594j 0.00107482+0.0074692j 0.00225187+0.00199036j -0.00160541+0.00497636j -0.00428243-0.00236559j -0.000704364-0.00334347j 0.0023203+0.00232422j 0.000665194+0.00290159j 0.00637878-0.00304863j -0.00130222-0.00177594j -0.00168065+0.00759522j -0.00269653-0.00406996j -0.000953411-0.00117413j -0.00281983+0.000612955j 0.00263188-0.00625402j 0.00104255+0.000807804j -0.00092455+0.0018038j 0.00114067-0.00475231j 0.00161347-0.00340014j -0.00140879-0.00263171j 0.000668604+0.00100096j -0.00355387+0.00280441j 0.00571449-0.00791397j -0.000162139+0.0025428j 0.00395288-0.00364525j -0.00555072+0.00255647j 0.00710961+0.00223131j -6.64562e-05-0.00372189j -0.00674008+0.00138981j 0.00207273+0.00259195j -0.000105932-0.00367144j -0.00123107+0.00172397j 0.0020839-0.00701319j 0.00181623-0.00637204j -0.00498722-0.00590625j -0.00220947-0.00103836j 0.00215538+0.00401726j 0.00477333+0.00169245j 0.00392037-0.000294859j 0.000512186-0.000630823j -0.00417634-0.00104244j 0.00244008-0.00284436j -0.00626572-0.000377673j 0.00050313+0.0013605j -0.00155727+0.00275973j 0.00187444+0.00633715j -0.00367018+0.0029524j -0.00188959-0.00131262j -0.005844+0.00309203j -0.000382715+0.00391299j 0.00364331-0.000840248j 0.00363273+0.0016987j 0.00572057-0.00207841j 0.000230587+0.00687475j -0.00202235+0.00354724j 3.47085e-05-0.000642284j -0.00456219+0.00776732j -0.00535227+0.000256682j -0.000463966-0.000790778j -0.00211746-0.0015197j -0.00184939+0.000184553j 0.000126266+0.00283111j -0.000204504-0.00352143j -0.00370267-0.00159252j 0.0012433-0.00479387j 0.0017392+0.00716175j -0.00268211-0.00321718j 0.00068402+0.000439067j 
0.00293257+0.00140463j 0.0039091+0.00395231j 0.00146609-0.00121361j 0.0169724+0.0061486j 0.00362804+0.00324962j 0.00512556-0.00361337j -0.0079687-0.00232854j 0.00465516-0.000511407j 0.00379707+0.000658916j 0.000949199+0.00880028j 0.0085955-0.00671961j -0.00749749-0.00224261j -0.00536168-0.002338j 8.08746e-05+0.00287486j 0.0139011+0.00376137j -0.00934617-0.0157628j -0.00921463-0.0108256j -0.00267195+0.00684194j -0.0146897+0.00549841j -0.00715434-0.00554761j -0.00495474-0.00136591j 0.000296159-0.00218471j 5.28477e-05+0.00207144j -0.000843175+0.00177066j -1.02619e-05-0.00116487j 7.6818e-05+0.000425276j -0.00092546+0.00266088j 0.00210773-0.000109112j -0.000811886+0.00161813j -0.00558755-0.00154499j 0.000300053+0.00386203j -0.00104162+0.00151505j -0.000744383+0.00182953j 0.00144949-0.000643111j -0.000731631+0.00134364j 0.000955648-0.000751701j -0.00129125+0.001204j -0.000599156-7.65789e-05j -0.00176489-0.00393832j 0.00260032+0.00264874j -0.00114998-0.000335409j -0.000442046-0.00114903j 0.000371999+0.00152134j 0.00242538-0.000125966j 2.15641e-05-0.001323j 0.00171206+0.000483769j -0.000880986+0.000258797j 0.000960615-0.000141667j 0.00260642+0.00402817j 0.00347093-0.00110012j -0.00113578+0.000442549j -0.000123713-0.00138716j -0.00354207+0.00251644j 0.0023213-7.55253e-05j 0.000514435+0.000239433j -0.000956887+0.00114484j 0.00125703+0.00116357j 0.00126528-0.000799902j 0.001412-0.00034225j -0.000559456-0.00438329j 0.00251834-0.00430144j -0.0031807-0.00188603j -0.00225533-0.000926355j 0.00113807+0.00214404j -0.000401585+0.00234994j -0.000962013-0.000880387j -0.000369014-0.00265909j -0.0059337-0.000413898j -0.000752623+0.00218482j -0.00207114+0.00284821j 0.00103123-0.000259922j -0.00233534+0.00186512j 0.000678826+0.000589889j -0.000934925+0.00135301j -0.00124489-0.00105744j -0.00078483+0.000432099j -0.00261175+0.00398315j 0.00214443+0.00054758j 0.00404886+0.000852902j -0.000478122-0.00123564j -0.00220196+0.00265499j -0.000443829+0.00094155j 3.88684e-05-0.000476996j 8.84172e-05+0.0011697j -0.000593338-0.000288653j -0.00196978+0.00344879j 0.00157412-0.000175071j -0.00234073-0.00126336j 0.000263968-0.00107529j 0.00194876-0.000125859j -0.00277051-0.000999509j 0.000364702-0.000703706j 0.00151622+0.00347963j -0.00189601+0.000336779j 0.0024141-0.000740603j 
0.00349986-0.00140128j -0.000948353+0.00232031j 8.55775e-05-0.00109159j -0.00152831+0.00344841j -0.00445931-0.00340804j -0.00170618+0.0029514j 0.000826432+0.00059301j -0.00949454-0.00262399j 0.00341179+0.00200334j -0.00326042-0.0036898j -0.00435947+0.00219926j 0.00112593+0.00695658j -0.00285068+0.00115231j -0.0029339+0.00374914j 0.00515151-1.25371e-05j 0.00141667+0.00774139j -0.000531871+0.00101878j -3.85041e-05+0.00234649j 0.000537766+0.00121038j -0.000171928+0.00221678j -0.00061114+0.00184644j 0.000648965+0.00164999j -0.00126247-0.00275291j 0.00553395+0.0028078j 0.00314404-0.000429263j 0.00036807-0.00395252j -0.004516-0.00110716j 0.00268098+0.00064526j 0.00384699+0.000959784j -0.00223946+0.00140649j 0.00324797-0.00548523j -0.00287536-0.00180136j 0.00260771-0.00385854j 0.00401249-0.00296798j 0.00313111+0.0015528j -0.00579153-0.00031983j -0.00578082-0.0018473j -0.0037579-0.00267506j 0.00282954-0.0078125j -0.00441674+0.00119713j -0.00989051+0.00463102j 0.00352279+0.00697315j -0.0013278-0.00151172j -4.77706e-05+0.00149528j 0.000408866-0.000395148j -0.0018395+0.00305421j -0.00257745+0.00153721j -0.00371997-0.00373213j 0.00250217-0.000416121j -0.00121545+0.00148758j 0.0032902-0.00396439j -0.00195058+0.00290591j 0.0032196-0.00210422j -0.00157378-0.00317276j -0.00120263+0.00270175j 0.00436589+0.00294129j 0.00150943-0.00205316j -0.000488893+0.00370752j 0.00542822-0.00522382j -0.00139555+0.00533492j -0.000806597+0.00315383j 0.00201218+0.0103437j 0.00354169+0.00103527j -0.0027251+0.00751479j -0.00381502-0.00651505j -0.00363594+0.00510511j -0.0079608+0.00715697j 0.000943017-0.00709574j 0.00598492+0.0032509j 0.00445612+0.00466472j 0.00979067+0.0044501j -0.00215427-0.0060489j -0.0060827-0.00215791j 0.00233397-0.000869173j -0.000253903-3.43808e-06j -0.00249978-0.00820969j -0.00575709+0.00284941j 0.00101541+0.00152894j 0.000558911-0.00527013j 0.00131265+0.00318196j 0.00265102-0.00104384j 0.00411995-0.00183345j 0.00965125-0.00103871j 0.000950102+0.00388353j 0.000415488+0.00843976j 0.00745462+0.000984373j -0.00402714-0.00449329j 0.00250283-0.00398146j 0.00166307-0.00139232j 0.000420011+0.0060321j 0.00148899+0.000298184j -0.00247763-0.00310655j -0.00275039-0.00201035j 0.00257388+0.000831747j 0.00238636+0.00239914j 
-0.00106485-0.00155272j -0.00325576-0.00259738j 0.00726676-0.00317395j -0.0184356-0.00406021j -0.00143929+0.00464427j 0.00417743-0.000966712j 0.0056267-0.00807565j 0.00371449-0.00786161j -0.00125428-0.00328321j 0.00291998+0.00102727j -0.00221898-0.0011348j 0.00246165+0.0152672j -0.00372625-0.0110295j -0.0125858-0.0128375j 0.00251118+0.00379818j -0.00269623+0.0103782j 0.0198396-0.00240642j -0.00265454+0.00743007j 0.000699351+0.00186809j -0.00496862+2.92686e-05j -0.00214602-0.000886116j -0.00309381+0.00057919j 0.000949717+0.000378375j 0.00199408+0.00257466j -0.00088313+0.00146276j 0.00126705-0.000692217j 0.00334659-0.000843249j -0.00342335-0.00182272j 0.00300082+0.00114918j 0.000938501+0.0016689j 0.000677234-0.000775421j -5.93097e-05-0.00175002j 0.00105541-0.00150204j -0.00305271-0.00101881j 0.00166738-0.00199891j 0.00173471-0.000298745j -0.000624817-0.000146316j -0.000583777+0.000178793j 0.000469954+0.000861753j -0.00266361+0.000554252j -0.000193063-9.72958e-05j 0.00228045+7.95201e-06j -3.8314e-05-0.000431276j 0.000336402-3.2571e-05j 0.000934123+0.00303666j -0.000152777+0.00193849j 0.000130555+0.00153932j 0.000683383-0.00128323j -0.00198568-0.000562257j -0.000881191-0.000634939j -0.000613967-0.000778451j -0.000609314+0.000887098j -0.00261847-7.93175e-05j 3.14568e-05-0.00170775j -0.00125696+0.00071027j 0.000132032+0.000465552j 0.00206865+0.000956126j -0.000278264-0.00527679j -0.00175979+0.000428877j 0.00186939+0.00228019j -0.000558855+0.000472825j 0.00101129+0.000101562j 0.000589893+0.00024617j -0.00107107-0.00395719j 0.000306234-7.83776e-05j 0.000464515-0.000462421j 0.00134272+0.000127497j 0.000898539+0.00358398j -0.00291612-0.00207047j 0.000610998+0.00257406j 0.00144698+0.00185856j -0.000967531-0.00328553j 0.00014027+6.16365e-05j 0.000789358-0.00103285j -0.00117676+0.00011147j 0.000377302-4.28009e-05j 0.000989856+0.000964798j -0.00251903-0.00449134j -0.00084293-0.0018963j 0.000122064-0.00158825j 0.00194669+0.00160555j -0.000119013+0.000931905j -6.69282e-05-0.000710398j -0.00099531-0.000695901j 0.00128131-0.0021945j 0.00172771-0.0030936j 0.000260141+0.000647233j -0.00120526-0.00673336j -0.000371753+0.00305638j -1.76051e-05-0.00195725j 0.00197171+0.000766024j -0.00105617-0.000420456j -0.000766241-0.00080894j -0.000402057+0.000165018j -4.852e-05+0.000113883j 
0.00121909-0.000103186j 0.00798067+0.00303121j -0.00738929+0.0034946j 0.00355838-0.00615535j 0.00266586+0.00585221j 0.00300392-0.000363886j 0.00410998-0.0027065j 0.00567091-0.00163975j -0.00257858+0.00542792j 0.000326505+0.000175238j -0.0067995-0.00124662j 0.00413679-0.00697409j 0.00134483+0.000829301j -0.00125663+0.00137408j -0.00670936-0.00586411j 0.00508682-0.00109j 0.0105513-0.00466045j 0.00401021+0.00503021j 0.00725792-0.00148774j -0.00736988+0.000340696j -0.00569298+0.000572834j -0.0140775+0.00026297j -0.00265531-0.00357093j 7.77909e-05+0.00168925j 0.00159181-0.00496059j 0.00288668+0.000501197j -0.00657606+0.00410826j 0.00710243-0.000926193j -0.00100867+0.00087931j 0.00315155-0.000855328j 0.00436418+0.00136486j -0.000642867-0.00179739j -0.00165749-0.00066993j 0.000238854+0.0033979j -0.00286523+0.00256321j -0.00108673+0.000929152j 0.00151854+0.0028551j -0.00132062+0.00576164j -0.00133128-0.00118289j 0.00155976+0.00539735j -0.00887345-0.00139246j 0.00247547+0.00261295j 0.00319252+0.00156824j 0.00727225-0.00173963j -0.00123622+0.00119674j -0.00145837+0.00285812j -0.00483862+0.00238611j -0.00118114-0.00166468j -0.00122224+0.00202813j -0.00493158-0.00499771j -0.00381893-0.00095844j -0.00285111+6.90099e-05j -0.00212882-0.0026592j 0.000378506+0.00230849j -0.00217859-0.000476813j -4.37585e-05+0.00570422j -0.000460524+0.00194324j 0.000228396+0.00358026j 0.000363523+0.000918878j -0.0021466-0.00753888j -0.00177808+0.000112324j -0.00471784+0.00174708j 0.00468393-0.00630152j 0.00336022+0.0036593j 0.00323201+0.00105342j 4.6919e-05-0.00596473j -0.00519357-0.00701729j -0.0024249-0.00460088j 0.00676391+0.00243702j -0.00224986+0.00309254j 0.00763812-0.00203154j -0.00520466+0.000720516j -0.00372064+0.00509656j -0.000882609+0.00209057j 0.00249941+0.00135917j -0.00639387-0.000862084j -0.00690613+0.00211058j -0.00357145-0.00205998j 0.000825722-0.00101016j 0.000409804+0.00220738j -0.00154089+0.000841117j 0.000499728-0.000760541j 0.0050765+0.00081232j -0.00570451+0.00116591j -0.0039758-0.00302065j 0.000135708+0.00389113j -0.00795972-0.000265171j -0.00116845+0.000431155j 0.000200808-0.00163183j 0.00619011+0.00151406j -0.00433463-0.00154984j -0.000282557+0.00197598j 0.00201996+0.00640075j -0.00109941-0.00411142j 0.00110151-0.0019648j 
