0.0563822-0.000323248j -0.00642949-0.0761996j -0.0990123-0.0117555j -0.0275585+0.0793032j -0.145884+0.061779j 0.0280863+0.149207j 0.0242079-0.0667369j -0.0223534-0.0533353j -0.0934175+0.0273748j 0.0204179+0.065355j 0.087456+0.00734755j 0.00784044+0.0210489j 0.0457605+0.0601664j -0.0620753+0.0184073j -0.0581886-0.0271553j -0.0115357+0.0228057j 0.025757+0.0168838j -0.0140298-0.0940261j 0.099196+0.0239241j 0.0113392-0.073292j 0.079803-0.0211923j 0.0773155+0.135546j 0.17248+0.0733388j 0.0305597-0.113077j -0.0265866+0.0688341j -0.023452+0.0705946j 0.0406529+0.0129032j -0.0107423+0.0221658j -0.00174973-0.0790979j 0.0952483+0.026684j -0.0486948+0.0533135j 0.112039+0.00245329j 0.00470118+0.0159168j -0.00111603+0.0453446j 0.0750872-0.0762066j -0.0452628-0.0881663j 0.077384+0.00938389j -0.0645653-0.0916009j 0.0942303+0.0376187j 0.0653018-0.0382552j 0.0853018+0.0113183j -0.045164-0.0163317j 0.0237383-0.0347642j 0.0208477+0.0190063j 0.0016072-0.00199101j -0.0365221+0.105431j 0.0588649-0.0409143j 0.0862476-0.0810781j -0.0397218-0.0422716j -0.0621675+0.0624921j -0.00326972-0.022137j -0.0207021-0.0380452j -0.000148093+0.00283362j -0.0722292+0.051789j -0.0085874+0.0296813j -0.0258935-0.0164422j 0.0167025-0.0240084j 0.0257785-0.0577887j -0.014505-0.0128723j 0.0371538+0.02174j -0.0187283+0.0479753j 0.037508-0.0155692j -0.0214595+0.0340925j 0.0235996+0.0149162j -0.0382306-0.0223156j 0.00608608+0.022533j -0.017473+0.0382796j 0.0253958+0.0345352j -0.0231395+0.0118352j 0.0121533+0.0323838j 0.00600059-0.0341629j 0.0414456+0.0293282j -0.0180898-0.0218017j 0.015413+0.0715907j 0.0122593-0.015707j 0.0506246+0.018059j 0.0265296-0.00365981j -0.00458539+0.0273363j -0.0184959+0.0160505j -0.0427676+0.0243085j 0.0211035+0.00319795j -0.0242033+0.00721501j -0.0194371-0.0234811j 0.0104478-0.0292715j 0.133655+0.0307946j 0.0375561-0.0206329j 0.102143+0.0346879j 0.010926+0.0172645j 0.0107004+0.0258043j -0.0293895+0.0116803j 0.0309115+0.00166734j -0.0215594-0.0250879j -0.052878-0.0981674j 0.0559805+0.0481855j -0.0198143+0.0681427j 
-0.000666856-0.000775596j -0.00131296+0.00141032j -0.0017148-0.00121381j 0.00374365-0.00529206j -0.00544459+0.000545302j 0.00123276-0.00450157j -0.000420348+0.000503343j -0.000308848+0.00493607j -0.00281871+0.00176276j -0.00223498-0.000261728j -0.000879637-0.000811509j 0.00202159-0.00108639j 0.00159848-0.00163193j 0.00449732-0.00172218j -0.00141683-0.00330554j -0.0020079-0.00377386j 0.00312425-0.000453415j -0.00069087+0.00319717j 0.002719-0.00216665j -0.00310148+0.000307348j -0.00201777+0.00258064j 0.0015201+0.00278978j -0.00275922-0.0018645j -0.00208927-0.00161027j -0.00501374-0.00498094j -0.00460285-0.000383384j 0.00197409-0.00209894j -0.000665616+0.00476126j 0.00366501+0.00464248j -0.00046585-0.00447497j -0.0024381+0.00102867j 0.005122-0.00342756j -0.000744034-0.00510452j -0.00263153-0.00171703j -0.00270916-0.0010472j 0.0059116-0.00347929j -0.00082079-0.00173008j 0.00226159+0.000315633j 0.000346768-0.00565422j 0.00199058+0.00547358j 0.00147265+0.00582165j 0.00476977+0.00548958j 0.00351224-0.00308141j -0.00210591-0.00493358j 0.00724312-0.000243478j 0.00250868+0.00958033j 0.0076603-0.0038997j 0.00353104-0.00372197j 0.00372017-0.00529844j -0.000640942-0.000110131j -0.00379853+0.00501606j -0.002002+0.00203693j -0.00673344+0.00359745j 0.00526635-0.00594825j 0.00176154+0.00132528j 0.0020282-0.00080457j 0.0132289+0.00615027j -0.010089-0.00252515j 0.000233699-0.00960487j -0.0018052+0.00820402j 0.0094912+0.00221784j -0.00207367-0.00487515j 0.00769261-0.000447635j -0.00581404+0.00309873j -0.00320117-0.000591496j -0.0132985+0.00656811j 0.00302412+0.000674557j -0.0077266+0.00027316j -0.0023431-0.00115097j 0.00434956-0.000772343j 0.00223029-0.00975482j -0.00755753+0.0047068j 0.00576219-0.00750505j 0.000366768+8.13968e-05j -0.00127392-0.00133627j -0.00207921-0.00588642j -0.00422389+0.00200903j 0.00378979+0.00529063j 0.0020762-0.0040823j -0.00255101-0.00967075j 0.000386274-0.00182943j -0.00265199+0.000441437j 0.00148646+0.00556163j 0.000590769+0.00747216j -0.00443804-0.00302852j -0.00604807+0.00228527j 0.00346899+0.00394243j 0.0057629+0.0124908j -0.00351505+0.00303969j 0.0020699+0.0060316j -0.000557769+0.00856471j -0.00325164+0.00781519j -0.00261319+0.00135723j -0.0023916-0.000720661j 0.00111962-0.00471187j 
0.00103789+0.000853585j -0.00424949+0.00226615j 0.00395688+0.00120705j 0.000272983+0.00134338j 0.00290729-5.1513e-05j 0.00155271-0.0045147j -4.2191e-06-0.00165058j -0.000152322-0.00240158j 0.000816699-0.000483979j -0.00111203+0.00326764j -0.00159109+0.00432702j 0.000204767-0.00256979j -0.00517918-0.00489336j -0.00432549+0.00589956j 7.94389e-05+0.00253041j 0.00405912+0.00357838j -0.000174656+0.00375024j 0.000904426+0.00356327j -0.00201539+0.00761676j -0.00213834+0.00236365j 0.00140383-0.000942432j -9.52494e-05-0.00968162j -0.00259451+0.000654828j -0.00112655+0.0081668j 0.00458001-0.00914512j -0.00871685-0.00821912j 0.00242979-0.00426154j -0.00279563+9.96827e-05j -0.00759897+0.00685691j 0.00194451-0.00602794j -0.000273749+0.00153947j -0.00543019+0.00693189j -0.000999378-0.000371176j 0.00174228-0.000102913j -0.0115259-0.00137653j -0.00618481+0.00689334j -0.00612368-0.000285762j 0.00153743+0.00268703j 0.00427524-0.0031135j 0.00208107-0.000906852j 0.0078195+0.0034952j 0.00277764+0.0057948j -0.00630226-7.76926e-05j -0.00455959-0.00086511j 0.00134437+0.00308894j -0.00955314-0.00339036j -0.00949039+0.0030594j 0.00223954-0.0013612j -0.0010062-0.00443457j -0.00464015+0.00205659j 0.00165735+0.000331413j -0.000261512-0.00551787j 0.00974838+0.00436268j -0.00640794-0.00295844j -0.00183184+0.00558966j 0.011907-0.00132387j 0.00130665-0.00228329j 0.00032406-0.0070127j 0.00396431-0.00442798j -0.00140866-0.000730487j -0.00448608-0.00425742j -0.00248079+0.00172926j -0.00386086-0.00211738j -0.00344039-0.00015226j -0.00471403-0.00338749j -0.00563842-0.00430822j -0.000641425-0.0026964j -0.00140239+0.00711342j 0.0115516-0.00166826j 0.00343386+0.00200541j -0.0022185+0.000681581j 0.00769545+0.000575339j 0.00231613+0.00166548j -0.00675195-0.000859368j -0.00283424-0.00201072j 0.0008759-0.0107053j 0.00145218-0.00115113j 0.00604414-0.00750348j -0.00080313+0.00326393j 0.00166989+0.00308416j 0.0104549+0.00147586j 0.0020805-0.00145922j -0.0116515+0.00950143j 0.00117201+0.00678237j -0.00614258-0.0011119j -0.000528096+0.005273j 0.00451917+0.00793092j 0.00666867-0.00171234j -0.000256344+0.00698373j 0.00428023+0.00443081j 0.00206629-0.00218386j -0.00216701+0.00420987j 0.00102719-0.00855849j -0.0042264-0.00775773j -1.9752e-05+0.00185957j 
-0.000807953-0.00321238j -0.00205134+0.00131556j 0.000989713-0.0011169j 0.000979621-0.00333466j -0.000251717+0.00108651j -0.000148397-0.000929125j 3.91293e-05+0.000714214j -0.00139659+0.000563371j -0.00384584+0.000402084j 0.00127864-0.0023363j -0.00290672+0.00388224j 0.000456537+5.91796e-05j -0.00280156-0.00487149j 0.00287012+0.0023326j 0.000786481+0.00225693j -0.000291721+0.00301513j -0.000861649+0.000941392j -0.00297327+0.00253529j -0.000138713+0.000711978j 0.00117584+0.00506383j -0.000319874+0.00337209j 0.00455118-0.0114245j -0.00594895-0.00184012j 0.0045583+0.00371257j 0.00613375-0.00564654j -0.00641132-0.00684589j 0.00518363-0.00456492j -0.00479019+1.25602e-05j -0.00456409-0.00045672j 0.00107258+0.00203815j 0.00427497-0.00404243j -0.00416644+0.00353151j 0.00128457+0.00318444j -0.00233828-0.00153376j -0.00558706-0.000230972j 0.000528496-0.000428184j -0.00146122-0.00540455j -0.00354746+0.00452288j 0.000642528-0.00785471j -0.000888067+0.00368774j 0.000497927+0.00104242j -0.0112961+0.00576941j 0.00127043+0.00643656j 0.00433862+0.00557706j 0.00118003+0.00225304j -0.00981331+0.000436474j 0.00164136-0.00424218j -0.00872416+0.00220759j 0.00358514+0.0023385j 0.00825792-0.00241144j -0.00193939-0.00223545j -0.00224755+0.00372607j -0.0124579-0.00552311j 0.00481517+0.00342995j 8.61048e-05-0.00100158j -0.00482613+0.000357863j -0.001435+0.00783698j 0.000726277+0.00788171j -0.0138832-0.000929255j -0.00283185-0.00159677j -0.00405902+0.00369571j -0.00523613+0.0112093j -0.000219036-0.00128794j 0.00712865-0.00309622j 0.00117454+0.00369021j 0.0181036+0.0101419j -0.00624724+0.00216693j -0.00742016-0.00260102j -0.00473641+0.00258842j 0.000388501+0.00090525j 0.00459368-0.00448525j -0.00800759-0.00897933j 0.00142307-0.00486909j -0.00169489-0.00614685j -0.00877301+0.000466424j 0.000454396+0.0040619j -0.00240343+0.0001887j -0.0128148+0.00332459j 0.00392386-0.00389207j 0.0118633+0.000366088j -0.0034152-0.00316192j 0.0033046+0.00121315j 0.00508925+0.00717327j -0.00368672-0.00217973j 0.00273579+0.00156719j -0.00731363-0.000669527j -0.00887506-0.00380093j -0.00187216+0.00284673j 0.0028228+0.00446047j 0.00587+0.00870047j 0.00267801-0.00096206j -0.00225623-0.00212399j 0.00536303+0.000555107j -0.00301636-0.00859992j -0.000412442+0.00298067j 
0.00217087-0.000606906j 0.00251971+0.00281914j -0.000900346+0.0011265j 0.00140297+0.0010353j -0.0013018-0.00601689j 0.00599922+0.00133331j -0.00105394+0.000509865j -0.00188646+0.00596065j 0.00389571-0.00359375j -0.00163352-0.000925413j -0.00283714-0.00139007j -0.00058776+0.00145785j 0.00291844+0.000371891j -0.00182159-0.000730898j 0.00031236-0.00333982j 0.00271586-0.00606727j 0.000440795-0.0015444j 0.00344147-0.000795573j 0.00163618-0.00127784j 0.000939554+0.00518998j -0.00357325+0.00268069j 0.00458988+0.00755003j 0.00377406+0.00457988j 0.00489727+0.00418418j -0.00496842+0.000606003j -0.00750818-0.00592951j 0.00345338-4.33233e-05j -7.02927e-06+0.000453475j 0.00724623+0.000408375j -0.0020675-0.00274743j 0.000750102-0.00186213j -0.00366651-0.00338851j 0.00938172-0.000148602j -0.00384076+0.00318147j 0.00275324-0.00207756j 0.00323359+0.00129659j 0.00223918-0.00209532j -0.00262033-0.00386876j 0.00388064+0.00679738j -0.00480786+0.00442484j -0.00301344-0.00499883j -0.00549273+0.00111762j -0.00289214-0.00313236j 0.0018714-0.00122887j 0.0015797-0.00144544j -0.00317317+0.00435671j -0.00249169+0.000866883j -0.00384987-0.00809207j -0.00267544+0.0047454j 0.000605329+0.00126127j 0.00146081+0.00707482j -0.00171883+0.00535305j 0.0112207+0.000215997j 0.00358787-0.0027306j -0.00892518+0.00442383j -0.00158256+0.00586684j -0.00844106-0.00530411j 0.00648133+0.00690537j -0.00337229+0.00304342j 0.000385511-0.00241955j -0.0118498-0.00323705j 0.00280114-0.00234117j 0.00101972-0.0019988j 0.000410822-0.00424281j 0.00378886+0.00681323j 0.00406603-0.00441188j -1.65613e-05-0.00147718j 0.000372582+0.00600202j -0.00146308+0.00275236j -0.000151243+0.00196468j 0.00847948+0.0116277j 0.00295616-0.00166347j -0.00262703+0.00463749j -0.00605006+0.00108589j -0.00209637+0.000243264j -0.00070793-0.00200346j 0.00943034+0.00200082j 0.00694594-0.00573966j -0.000817966+0.00867686j 0.000909785+0.00923649j 0.00257528+0.00177687j 0.000252859-0.0025245j -0.00642572-0.00578166j -0.00516396+0.00536766j -0.00160596+0.00334838j 0.00589831-0.000978787j -0.00328722-0.00975976j -0.0082689-0.0036599j 0.00179488+0.00677909j -0.00466892-0.00382779j 0.00297033-0.00538784j 0.00031605-0.00625745j 3.19228e-05+0.00595027j -0.00168344+0.00408176j 0.00283721-0.000501374j 
-0.00232259+0.000892956j 0.00239434-0.00133972j -0.00135986-2.5212e-05j -0.00129725+0.00182745j -0.00202744+0.000366294j 0.00404602+0.00456046j 0.00106026+0.000914863j 0.00361917-0.000531866j -0.00312158+0.00136817j 0.00236387-0.00139894j -0.00206798-0.00381736j 0.00111726+0.00295711j -0.00573107-0.000169685j -0.00469813+0.00341297j -0.000604999-0.0003328j -0.00100123+0.00497917j -0.00302723+0.00242087j -0.000695592+0.00151521j 0.00440085+0.000569027j 0.00806398-0.00420513j -0.00133613+0.00365103j -0.00127904+0.00515371j 0.00215958-0.00209979j 0.00401887-0.00187305j -0.000162703+0.00117729j 0.000201213+0.00465658j -0.00152563-0.00513082j 0.00269935+0.00186043j 0.00240382-0.00444984j 0.000120123+0.00951017j -0.0026435+0.00121461j 0.00301752-0.00739075j 0.00155837-0.00350997j 0.00242102-0.00391654j 0.00209514-0.00542737j 0.00393848-0.000315277j -0.0037107+0.000414113j -0.000493407+0.000674951j -0.003552+0.0083805j -0.000710479-0.00423016j -0.00448083-0.000772288j -0.00126061+0.00189881j 0.00474109+0.00795734j -0.0030816-0.00159889j -0.00543841+0.00742462j -0.00303777-0.00116465j 0.00597885+0.0035416j -0.00189584-0.00879442j 0.000422758-0.000660024j -0.00438225+0.00394808j 5.53751e-05+0.00134041j -0.0017083-0.00189528j -0.00866235-0.00168459j -0.000400235+0.00253505j 0.0106359+0.001978j 0.00379585+0.0016196j -0.0022399+0.0036111j -0.00213613-0.00541604j 0.00138656+0.00143056j -0.000817978-0.00697603j 0.00680315-0.00499755j 0.0025495-0.00110715j -0.00029927-0.00017606j 0.00425535+0.000947105j 0.0023352-0.00297979j 0.00160297+0.00071441j 0.00273798+0.0062067j -0.00325627+0.0016055j -0.00295227-2.06419e-05j 0.00270442-0.000165214j -0.00325846+0.000245109j -0.00119878-0.00433637j -0.00179472+0.00257251j 0.00543616-0.0144128j 0.00558276-0.00565409j -0.00153613+0.00298959j 0.000113459-0.0075016j -0.00813485+0.000237415j 0.00501373-0.00288534j -0.00042201-0.00368603j -0.00044125-0.00371675j -0.00469914-0.00287508j -0.000615893+0.00120543j 0.00643141-0.00503214j 0.0076988+0.00241993j 0.00157669-0.00462036j -0.00354207-0.00247127j 0.00893588+0.00176451j -0.00896169-0.0012097j -0.00107211-0.00312805j -0.00410926-0.00577327j -0.00498149+0.000138214j 0.00350196-0.00187488j 0.001916+0.00612851j 0.0012257+0.00395226j 
0.00366004-0.00314779j -0.000739319+0.000409473j -0.00485437-0.00138178j 0.0044751-0.0052066j -0.00997177+0.00602118j -0.00200897+0.00429032j 0.00437471+0.000837453j 0.00113463-0.00172635j -0.00638328-0.00107905j -0.00178781-0.00128719j 0.00289121-0.000997774j 0.00124225-0.00624506j 0.00559255-0.00500884j 0.00662402+0.00272213j -0.00241014+0.00302527j -0.00930015-0.0079486j -0.00193595-0.00199998j -0.00570192-0.00399705j -0.00458919-0.00668399j -0.00525157+0.00081859j -0.000945181+0.00221198j 0.000267892+0.00450403j -0.00563319+0.0058458j 0.00288354+0.00276987j -0.00038894-0.00362817j -0.000472368-0.00167184j -0.00133487-0.000837268j -0.00209518+0.00517579j -0.00207324-0.00262486j 0.00235104-0.00247037j 0.0054677-0.000395432j -0.00368026+0.00373557j -0.00254873-0.00232432j -0.0012205+0.000255491j -0.00200482+0.00486164j -0.00240968+0.00157249j -0.00032698-0.00281646j -0.00411351-0.00299288j 0.00627435-0.00800404j 0.00126157+0.00139308j -0.00336256+0.0001641j 0.00242385+0.00207197j 0.00101286-0.000609958j -0.00353094-0.000383372j 0.00133771-0.00223345j 0.000775071+0.00194487j -0.00242389-0.00672391j -0.00197701+0.000731714j 0.0022307+0.00609203j -0.00131579-0.00723993j 0.00206435+0.00172949j 0.0024192+0.000404667j 0.00689133+0.00542092j -0.0077773-0.00219617j -0.000502389+0.00121716j 0.00886471-0.000862667j -0.00298955+0.00088123j -0.00259062-0.00257611j 0.00189196-0.00463834j -0.000988381-0.00220914j 0.00108767+0.00470907j -0.00352454+0.00604008j 0.000255204+0.00287107j 8.47852e-05-0.00080254j -0.0114374-0.0032931j 0.00142537+0.00184108j -0.00398345-6.6196e-05j 0.00729671+0.00601845j 0.00249674+0.00553974j 0.000377071-0.003147j 0.00301853+0.00203325j 0.0023218+0.00434771j -0.00161171+0.00551591j -0.00305257-0.0121489j -0.00662851+0.00115987j -0.00681668-0.0106766j -0.00360347+0.00208875j 0.00268648-0.00244528j -0.00808337+0.000672439j -0.00171814+0.00652495j 0.00261285+0.00403472j 0.00202037+0.000415956j 0.00619115+0.00196061j -0.00333924+0.00847146j 0.00221152+0.00425173j 0.000832889-0.00725317j -0.00550204-0.00503281j 0.00443768+0.000580742j -0.00395684-0.00813087j -0.00371119+0.00162037j -0.000177473-0.000290685j -0.00123768+0.00091976j 0.000689678-0.00428135j 0.00585864+0.000188003j 0.00320923-0.00108847j 
-0.000121777-0.000868608j -0.00305104-0.0049414j -0.00392577-0.00217351j -0.00194385+0.00167745j -0.000642251+0.00153334j 0.00152876-0.00737041j -0.00171772+0.000491025j -0.00462515-0.00205054j -0.000295351-0.000224822j -0.00299714+0.00725276j -0.000777073-0.00105511j 0.00143114-0.00138743j 0.00240267-0.00775203j 0.000456809+0.00120666j 0.00775923-3.68738e-05j -0.00519479+0.000506187j -0.000502167-0.00516588j -0.00540666-0.000969563j -0.000798242+0.000809135j -0.00490693+0.000476679j -0.00277184+0.00849615j 0.00332639+0.00472788j 0.00380635+0.00195779j 0.000295609-0.00799634j -0.00287465-0.00425552j -0.00343401+0.000696173j 0.00269962+0.000930512j 0.000429236+0.00194322j 0.00499723-0.00278244j 0.00697258+0.00399923j -0.00203397-0.00325015j 0.000403026+0.00400223j 0.00317827-6.6277e-05j 0.0042698-0.000194643j -0.00477502-0.00128833j 0.0039093-0.00437327j -0.000470097+0.000969205j 0.00346826+5.26665e-05j 0.000903079+0.002535j -0.000713286-0.00452406j 0.00723274-0.00226769j 0.00737932-0.00947701j -0.00343631+0.00338298j -0.00250922-0.00271636j -0.00527623-0.00159267j 0.00806342-0.00401158j -0.00600837+0.00667062j -0.0004468-0.00295256j 0.00183197+0.00125687j 0.00445149-0.00230937j 0.00115971+0.00528314j -0.00317161-0.00393647j -0.00523023-0.00527872j 0.00360246-0.002134j -0.00199067+0.00571281j -0.006333-0.00563045j 0.00642639-0.000689826j -0.0018533-0.00808117j -0.00402884+0.00541733j 0.00755937-0.00283577j 0.00228137-0.00330853j 0.00413714-0.0060588j 0.00101552+0.00368128j -0.00457832+0.00478294j 0.00459759-0.00243211j -0.0054086-0.000821265j 0.0081156+0.000757092j 0.000518392-0.0134913j 0.00489089-0.00770141j -0.00673018+0.0049847j -0.00535925+0.00608347j 0.000323507+0.000410144j -0.00222179-0.00738343j 0.000659106+0.0116319j 0.00464139-0.00550925j -0.00329789+0.00475627j -0.00518209+0.00255759j -0.00187182+0.0111549j 0.0144033+0.000802206j -0.00669506-0.00762054j -0.00949115+0.00484764j 0.00408946+0.0033759j 0.00612208+0.00218836j 0.00173952-0.00266093j -0.00279384-0.00223271j 0.00376388+0.0056415j 0.00177892+0.00929604j 0.0013562-0.00466827j 0.00211577-0.017262j 0.00459265-0.00213795j 0.000540061+0.0052032j 0.00596659-0.00152453j -0.00125039-0.000397022j -0.00242711-0.00203106j -0.00157308-0.0024475j 
-0.00175521+0.00036883j 0.00112007+0.00247678j -0.00140224+0.000393561j -8.62185e-05+0.00680117j -0.00148528-0.00136769j 0.00184287-0.00130113j -0.00439288+4.58948e-06j 0.00236123+0.00124259j 0.00209825+0.00367249j 0.000669809+0.00291657j 0.000330486+0.000516565j -0.00495045+0.00595263j 0.00314505-0.00374883j -0.00609293-0.00440094j 0.0120684-0.000681766j 0.00289847-0.00091644j 0.00620682-0.00271738j 0.00119101+0.00473806j 0.000627929+0.000871218j 0.00608422-0.00291275j -0.00144999-0.00178722j 0.00164683+0.00150551j 0.00149755-0.00274031j -1.81682e-05-0.00236967j 0.0035076+0.00022555j -0.00339285+0.00198631j 0.00359677+1.00946e-05j 0.000606084-0.0030807j 0.00415439-0.00237856j -0.00440987+0.00178938j 0.00438749-0.00225646j 0.00258618-0.00557482j -0.0071678-0.00196318j -0.00314075+9.75862e-05j 0.00143156-0.00285685j 0.00757574-0.00288778j 0.00307888-0.00028699j -0.00178925+0.00227762j -0.00342187-0.00351716j -0.00317673+0.00632953j 0.00351956+0.000100057j 0.00353267+0.000375988j -0.0069694+0.00440126j -0.000869876-0.00366141j -0.00229648-0.00769392j 0.00330981-0.000837157j 0.00151173-0.00595072j -0.00220889+0.00447208j -0.00155614-0.00600331j 0.00364135-0.0069597j -0.00777423+0.0121211j 0.000113557-0.00521859j 0.00900964+0.00204948j -0.00208855-0.00496291j 0.00233299-0.00289339j 0.00318824-0.00284804j -0.00440519+0.00499706j -0.0160205+0.00564858j -0.00202185-0.00499226j -0.000576756-0.000933329j -0.000633262+0.00618249j -0.004698+0.00693439j -0.000150346+0.00201397j 0.0036527-0.00684478j -0.00744207-0.00195237j -0.00613532-0.00117286j -0.0146966-0.00191052j 0.00775369+0.00428277j -0.0016199-0.00369871j 0.000173718-0.00748349j 0.001773-0.00727243j -0.00277748+0.00883255j 0.00302892-0.00330744j -0.00144276-0.00307382j -0.00440574+0.00268871j 0.0030724-0.00611196j -0.00910944+0.000910262j -0.00254514-0.00153024j -0.00708677-0.000387573j -0.0109307-0.0010098j -0.00312161-0.0114815j 0.0019845-0.00206524j 0.00105199-0.000951509j -0.00482079-0.00250159j 0.0085718+0.00435918j -0.00681411+0.00176676j -0.00781934-0.00347694j -0.00742125+0.020238j 0.00508156-0.0123439j 0.0059364+0.00634218j -0.00167907+0.00138853j -0.00484178+0.00563484j 0.00329078+0.0043002j -0.000759118-0.00165385j 0.000197201+0.000365166j 
-0.000682627+0.00487249j -0.0012758+0.00403546j -0.00285361+0.00156784j 0.00278412+0.00879475j -0.000383487+0.00854477j 0.00333478+0.000903165j -0.00250431-0.000201386j 0.00857323-0.000249827j -0.00252976+0.00510509j 0.00124352+0.000620356j -0.00161586-0.000598222j -0.00442667+0.00166737j 0.00511878-0.00745146j -0.00139454+0.00331168j 0.0210929+0.00132933j 0.00307352+0.00087456j -0.00126299-0.00316161j 0.000974516+0.00447134j -0.00789892-0.00260491j 0.00720889-0.00970843j -0.0014735+0.00721667j -0.00122554-0.00415577j 0.000636238-0.00473373j 0.00144947-0.000395858j -0.0026876-0.00425656j -0.00155064+0.00348024j 0.00528736-0.000706229j -0.00346418-0.00343957j -0.00124235-0.00468641j 0.0038717+0.0103941j 0.00455915-0.00120335j 0.00338876-0.00134499j -0.00276466-0.00285576j -0.00212717-6.48278e-07j -0.00617638+0.0019439j -0.00137495+0.000732753j -0.00290536+0.0015579j -0.0010599+0.00166918j -0.00265925-0.00435469j -4.71743e-05+0.00636j 0.00155437-0.000864435j -0.00505429-0.00512026j -0.00204246-0.0108385j 0.00503518+0.00284287j -0.00513805-0.0111748j 0.00899503+0.000333565j -0.00532612-0.000354149j 0.00553594+0.00159758j -0.000312655+0.00915738j 0.00390517+0.0154236j 0.00410034-0.00474035j 0.00360565+0.00242887j 0.00781339+0.003971j -0.00660528+0.00378715j 0.00271812-0.00299273j -0.00589522-0.00183043j 0.00529342-0.00418482j 0.00563851-0.00115902j -0.000261283-0.00164569j 0.000358616+0.00510615j 0.00807215+0.00324078j 0.00218261+0.00422482j 0.000281479-0.00177764j -0.0048014-0.00378768j -0.00230155-0.00793934j -0.00224159+0.0028979j -0.00527347-0.00777534j 0.00265553-0.00536617j 0.00302828+0.000487928j -0.00387345+0.00325232j 0.00352703-0.00404098j 0.00104854-0.00981372j 0.00474743+0.0039532j 0.00227238+0.0054968j -0.00172205+0.00661426j 0.00386349+0.0020558j -0.00161545+0.00361439j -0.00196071+0.00454044j -0.00438712-0.00140404j 0.0047272-0.0018749j 0.00384282-0.00518317j 0.00851841+0.00171932j 0.00193085-0.00153482j 0.00105408-0.00404825j 0.00112572-0.00352769j -0.00369745+0.000721392j -0.00614426+0.00257558j -0.0143323-0.00989697j 0.00840534+0.019177j 0.0018176+0.000465308j 0.00239878+0.000264393j 0.000504541+0.0053488j 0.000784753+0.000533666j -0.00130439-0.000589261j 0.000347932+0.000168801j 
-0.00229176-0.000608372j 0.000217336+0.00205471j 0.00180169+0.00119135j -0.00244482+0.00363053j 0.00373723-0.00563679j 0.0019717-0.00593776j 0.000401757-0.0018082j 0.00447042+0.00643451j 0.00352672-0.0019768j 0.000495497+0.000208473j -0.000876796+0.00398376j -0.00341404+0.00420728j -0.000111733+0.000816397j -0.00271881-0.00571819j 0.00408184-0.00179055j 0.00789449-0.00268517j 0.00542475+0.00296573j 0.00461323+0.00413602j -0.000327427+0.00187285j 0.0062479+0.00399174j -0.000660784-0.00102897j 0.00235814-0.00654396j 0.00272025+0.00120122j 0.00208759-0.00593213j -0.000176339+0.00183111j -0.000175414-0.00147457j 0.00246038-0.000414169j -0.000988723-0.00460296j -0.0028706+0.000874762j 0.00210655-0.00032396j -0.000682073-0.000105386j -0.00126946+0.00431277j -0.00080794+0.00703623j -0.00707798-0.000345004j -0.00491436+0.00198996j 0.0010508-0.00870061j 0.00465265-0.00375066j 0.00200033+0.0025267j -0.00282341-0.00109734j 0.00557499-0.001739j -0.00729615+0.00236271j -0.00892109+8.8723e-05j -0.00791663-0.0146312j 0.00436128+0.00406421j 0.012785-0.00811533j 0.0120303-0.00115237j -0.000847721-0.00677501j -0.00249111+0.0116948j 0.012748+0.0034293j -0.00145012+0.000320359j -0.00708556-0.00521968j 0.0112508+0.0128547j 0.00285504-0.00268744j 0.00543478+0.00498349j -0.0107373-0.00825954j 0.0060612-0.00207456j 0.000193546+0.00341231j 0.000457719+0.0248573j -0.000849959-0.0109558j 0.00103146+0.00414006j 0.00655272+0.00409196j -0.0039611+0.00278448j 0.00953832-0.00197504j -0.00438277+0.000864205j -0.00425575+0.00344139j -0.00896742+0.0042966j -0.00286763+0.001484j 0.0118734+0.00241916j -0.00997598+5.52889e-05j -0.00280745+0.00137835j 0.00305846+0.00288044j -0.0133023-0.0018765j 0.00730072+0.00770508j 0.00290102+0.013669j -0.00666889-0.00123638j 0.00212035+0.00352746j 0.00410963+0.000599975j 0.0170446-0.00325788j 0.00288153+0.00835927j 0.00644647+0.00645114j -0.00150191-0.00137091j -4.94701e-05+0.00417747j 0.00587285+0.00263395j -0.00329872+0.00107324j -0.00349018-0.00400156j 0.00033045+0.00218437j -0.00592805-0.00057673j -0.0362559+0.00190092j 0.0129571-0.00876199j 0.0011784+0.000724943j 0.00370776+0.000302953j 0.00243087-0.00197771j -0.00343277+0.00465726j -0.0032445-0.00346305j 0.000459804-0.00429074j 
