-0.0669592-4.14112e-14j -0.0141897-8.91216e-15j 0.134595+2.83815e-16j -0.0581453-3.90476e-16j -0.120131-1.2404e-15j -0.125277-4.63991e-15j -0.104708+4.27653e-16j -0.0748645-7.82261e-16j -0.201874+7.70493e-16j -0.161389-4.74848e-15j 0.217346-5.60312e-15j -0.0708899+1.81113e-15j 0.0805882+1.36984e-16j 0.308021+3.96201e-15j 0.295607-4.43672e-14j -0.063888+5.5776e-14j -0.0553386+2.38723e-14j 0.164882-1.12789e-13j 0.000252305-1.57418e-14j 0.129765+5.40473e-15j -0.104856-4.59407e-15j 0.0627572-1.01322e-14j -0.00666074+6.48166e-15j -0.0182288-1.20151e-15j 0.0953366-5.0695e-15j 0.159464+2.84701e-14j 0.108728+3.69404e-15j -0.376888-2.69711e-14j -0.00744132-9.954e-15j -0.0894862-2.33406e-14j -0.12348+3.6998e-14j 0.06439+1.23768e-14j 0.0152021-5.16837e-15j 0.0271911+4.82158e-15j -0.0779342+1.62156e-14j -0.113735-1.08938e-14j -0.132003-3.86304e-14j -0.103324-1.8523e-13j -0.141203-1.63219e-13j -0.0350735-3.17698e-14j -0.203836-9.25949e-14j 0.183633+6.17065e-13j -0.243476+4.33239e-16j 0.0922743-3.36886e-15j 0.104645-1.49497e-15j 0.156368+4.95869e-15j -0.116497+2.66992e-15j 0.137277+3.55473e-15j -0.0702878-4.54454e-16j -0.087528-3.80193e-16j -0.108728+4.55165e-15j -0.102479+1.2366e-15j 0.0543818-8.62517e-17j 0.119803-4.06088e-17j -0.013549+1.59807e-15j 0.0626664-7.23619e-15j 
-7.14439e-05-4.41848e-17j -1.514e-05-9.50906e-18j 0.00014361+3.02824e-19j -6.20396e-05-4.16628e-19j -0.000128177-1.32348e-18j -0.000133668-4.95067e-18j -0.000111721+4.56296e-19j -7.98786e-05-8.34654e-19j -0.000215395+8.22098e-19j -0.000172198-5.06651e-18j 0.000231903-5.9784e-18j -7.56378e-05+1.93243e-18j 8.59857e-05+1.46159e-19j 0.000328651+4.22738e-18j 0.000315406-4.73388e-17j -6.8167e-05+5.95116e-17j -5.9045e-05+2.54712e-17j 0.000175926-1.20344e-16j 2.69203e-07-1.67961e-17j 0.000138457+5.76672e-18j -0.000111879-4.90176e-18j 6.69605e-05-1.08108e-17j -7.10685e-06+6.91577e-18j -1.94497e-05-1.28198e-18j 0.000101722-5.40903e-18j 0.000170144+3.0377e-17j 0.000116011+3.94145e-18j -0.00040213-2.87775e-17j -7.93971e-06-1.06207e-17j -9.54797e-05-2.49039e-17j -0.00013175+3.94759e-17j 6.87026e-05+1.32058e-17j 1.62203e-05-5.51452e-18j 2.90123e-05+5.14451e-18j -8.3154e-05+1.73017e-17j -0.000121352-1.16235e-17j -0.000140844-4.12177e-17j -0.000110244-1.97636e-16j -0.00015066-1.7415e-16j -3.74226e-05-3.38976e-17j -0.000217488-9.87965e-17j 0.000195932+6.58393e-16j -0.000259783+4.62255e-19j 9.84545e-05-3.59449e-18j 0.000111654-1.59509e-18j 0.000166841+5.29081e-18j -0.000124299+2.84874e-18j 0.000146471+3.79281e-18j -7.49954e-05-4.84892e-19j -9.33903e-05-4.05657e-19j -0.00011601+4.85651e-18j -0.000109343+1.31942e-18j 5.80241e-05-9.20285e-20j 0.000127827-4.33287e-20j -1.44564e-05+1.7051e-18j 6.68635e-05-7.72085e-18j 
3.11833e-17+1.92854e-29j 6.60821e-18+4.15044e-30j -6.26817e-17-1.32174e-31j 2.70786e-17+1.81847e-31j 5.59456e-17+5.77663e-31j 5.83423e-17+2.16083e-30j 4.87633e-17-1.99161e-31j 3.48648e-17+3.64304e-31j 9.40138e-17-3.58823e-31j 7.51598e-17+2.21139e-30j -1.01219e-16+2.60941e-30j 3.30138e-17-8.43452e-31j -3.75304e-17-6.37942e-32j -1.43447e-16-1.84513e-30j -1.37666e-16+2.06621e-29j 2.9753e-17-2.59752e-29j 2.57715e-17-1.11175e-29j -7.67867e-17+5.25267e-29j -1.175e-19+7.33103e-30j -6.04325e-17-2.51701e-30j 4.8832e-17+2.13948e-30j -2.92264e-17+4.71862e-30j 3.10195e-18-3.01855e-30j 8.48925e-18+5.59549e-31j -4.43988e-17+2.36089e-30j -7.42631e-17-1.32587e-29j -5.06355e-17-1.72033e-30j 1.75519e-16+1.25606e-29j 3.46546e-18+4.63563e-30j 4.16742e-17+1.08699e-29j 5.75053e-17-1.72302e-29j -2.99868e-17-5.76396e-30j -7.07971e-18+2.40694e-30j -1.26631e-17-2.24544e-30j 3.62944e-17-7.55169e-30j 5.29669e-17+5.07333e-30j 6.14746e-17+1.79904e-29j 4.81187e-17+8.62629e-29j 6.5759e-17+7.60119e-29j 1.63339e-17+1.47954e-29j 9.49277e-17+4.3122e-29j -8.55191e-17-2.87371e-28j 1.13388e-16-2.01762e-31j -4.29727e-17+1.5689e-30j -4.87339e-17+6.96214e-31j -7.28217e-17-2.30929e-30j 5.42533e-17-1.2434e-30j -6.39305e-17-1.65546e-30j 3.27334e-17+2.11642e-31j 4.07623e-17+1.77058e-31j 5.06353e-17-2.11973e-30j 4.77252e-17-5.75891e-31j -2.53259e-17+4.01679e-32j -5.5793e-17+1.89118e-32j 6.30983e-18-7.44228e-31j -2.91841e-17+3.36994e-30j 
-6.46265e-05-3.99685e-17j -1.36953e-05-8.60168e-18j 0.000129906+2.73928e-19j -5.61196e-05-3.76872e-19j -0.000115946-1.19719e-18j -0.000120913-4.47826e-18j -0.000101061+4.12755e-19j -7.22564e-05-7.55009e-19j -0.000194841+7.43651e-19j -0.000155767-4.58305e-18j 0.000209774-5.40792e-18j -6.84202e-05+1.74803e-18j 7.77807e-05+1.32212e-19j 0.00029729+3.82399e-18j 0.000285309-4.28215e-17j -6.16623e-05+5.38329e-17j -5.34107e-05+2.30406e-17j 0.000159138-1.0886e-16j 2.43515e-07-1.51934e-17j 0.000125245+5.21644e-18j -0.000101203-4.43402e-18j 6.05709e-05-9.77921e-18j -6.4287e-06+6.25585e-18j -1.75937e-05-1.15965e-18j 9.20153e-05-4.89289e-18j 0.000153908+2.74783e-17j 0.000104941+3.56534e-18j -0.000363758-2.60315e-17j -7.18208e-06-9.60722e-18j -8.63687e-05-2.25275e-17j -0.000119178+3.5709e-17j 6.21468e-05+1.19456e-17j 1.46725e-05-4.98831e-18j 2.62438e-05+4.6536e-18j -7.52192e-05+1.56507e-17j -0.000109772-1.05143e-17j -0.000127404-3.72846e-17j -9.97246e-05-1.78777e-16j -0.000136284-1.57532e-16j -3.38516e-05-3.0663e-17j -0.000196735-8.93691e-17j 0.000177236+5.95568e-16j -0.000234994+4.18145e-19j 8.90596e-05-3.25149e-18j 0.000101-1.44289e-18j 0.000150921+4.78594e-18j -0.000112438+2.5769e-18j 0.000132494+3.43089e-18j -6.78391e-05-4.38622e-19j -8.44787e-05-3.66948e-19j -0.00010494+4.39309e-18j -9.89092e-05+1.19352e-18j 5.24873e-05-8.32468e-20j 0.000115629-3.91941e-20j -1.30769e-05+1.54239e-18j 6.04832e-05-6.9841e-18j 
1.32178e-17+8.17464e-30j 2.80106e-18+1.75927e-30j -2.65693e-17-5.60255e-32j 1.1478e-17+7.70805e-32j 2.3714e-17+2.44858e-31j 2.47299e-17+9.15925e-31j 2.06696e-17-8.44195e-32j 1.47784e-17+1.5442e-31j 3.98502e-17-1.52097e-31j 3.18584e-17+9.37357e-31j -4.29044e-17+1.10607e-30j 1.39938e-17-3.57519e-31j -1.59082e-17-2.70408e-32j -6.08038e-17-7.82108e-31j -5.83533e-17+8.75816e-30j 1.26116e-17-1.10103e-29j 1.09239e-17-4.71243e-30j -3.25481e-17+2.22648e-29j -4.98054e-20+3.10745e-30j -2.56159e-17-1.0669e-30j 2.06987e-17+9.06876e-31j -1.23884e-17+2.00011e-30j 1.31484e-18-1.27949e-30j 3.59839e-18+2.37179e-31j -1.88196e-17+1.00073e-30j -3.14784e-17-5.62005e-30j -2.14632e-17-7.29209e-31j 7.43982e-17+5.32414e-30j 1.46893e-18+1.96494e-30j 1.76647e-17+4.60747e-30j 2.43751e-17-7.30346e-30j -1.27107e-17-2.44321e-30j -3.00092e-18+1.02024e-30j -5.36757e-18-9.51787e-31j 1.53843e-17-3.20098e-30j 2.24514e-17+2.15046e-30j 2.60576e-17+7.6257e-30j 2.03964e-17+3.65648e-29j 2.78737e-17+3.22196e-29j 6.92356e-18+6.27141e-30j 4.02376e-17+1.82784e-29j -3.62495e-17-1.2181e-28j 4.80625e-17-8.5522e-32j -1.82151e-17+6.65018e-31j -2.06572e-17+2.95109e-31j -3.08674e-17-9.78854e-31j 2.29967e-17-5.27046e-31j -2.70986e-17-7.01708e-31j 1.38749e-17+8.971e-32j 1.72782e-17+7.50507e-32j 2.14631e-17-8.98504e-31j 2.02296e-17-2.44106e-31j -1.07351e-17+1.70262e-32j -2.36493e-17+8.01625e-33j 2.67459e-18-3.15461e-31j -1.23704e-17+1.42844e-30j 
-2.24471e-17-1.38825e-29j -4.75688e-18-2.98767e-30j 4.5121e-17+9.51447e-32j -1.94923e-17-1.30901e-31j -4.02721e-17-4.15827e-31j -4.19973e-17-1.55546e-30j -3.51019e-17+1.43364e-31j -2.50972e-17-2.62241e-31j -6.76752e-17+2.58296e-31j -5.41032e-17-1.59186e-30j 7.2862e-17-1.87836e-30j -2.37648e-17+6.07153e-31j 2.7016e-17+4.59218e-32j 1.03259e-16+1.32821e-30j 9.90979e-17-1.48734e-29j -2.14175e-17+1.86981e-29j -1.85514e-17+8.00283e-30j 5.52744e-17-3.7811e-29j 8.45815e-20-5.27719e-30j 4.3502e-17+1.81186e-30j -3.51514e-17-1.54009e-30j 2.10384e-17-3.39667e-30j -2.23291e-18+2.17288e-30j -6.11093e-18-4.02787e-31j 3.19602e-17-1.69947e-30j 5.34578e-17+9.54419e-30j 3.64496e-17+1.23837e-30j -1.26346e-16-9.04167e-30j -2.49459e-18-3.33693e-30j -2.99989e-17-7.82459e-30j -4.13948e-17+1.2403e-29j 2.15858e-17+4.14915e-30j 5.09628e-18-1.73262e-30j 9.11542e-18+1.61636e-30j -2.61263e-17+5.43604e-30j -3.81279e-17-3.652e-30j -4.42521e-17-1.29503e-29j -3.46379e-17-6.20957e-29j -4.73362e-17-5.47166e-29j -1.17579e-17-1.06504e-29j -6.8333e-17-3.10411e-29j 6.15604e-17+2.06862e-28j -8.16216e-17+1.45237e-31j 3.09336e-17-1.12936e-30j 3.50808e-17-5.01165e-31j 5.24202e-17+1.66233e-30j -3.90538e-17+8.9505e-31j 4.60199e-17+1.19167e-30j -2.35629e-17-1.52349e-31j -2.93424e-17-1.27454e-31j -3.64494e-17+1.52587e-30j -3.43547e-17+4.14551e-31j 1.82307e-17-2.89146e-32j 4.01622e-17-1.36135e-32j -4.54209e-18+5.35728e-31j 2.1008e-17-2.42583e-30j 
-0.000166437-1.02934e-16j -3.52705e-05-2.21525e-17j 0.000334555+7.05464e-19j -0.000144529-9.70584e-19j -0.000298603-3.0832e-18j -0.000311395-1.15332e-17j -0.000260268+1.063e-18j -0.000186087-1.94442e-18j -0.000501787+1.91517e-18j -0.000401156-1.1803e-17j 0.000540245-1.39274e-17j -0.000176207+4.50182e-18j 0.000200314+3.40494e-19j 0.000765631+9.84817e-18j 0.000734775-1.10281e-16j -0.000158803+1.38639e-16j -0.000137552+5.93381e-17j 0.00040984-2.80355e-16j 6.27141e-07-3.91285e-17j 0.000322551+1.34342e-17j -0.000260634-1.14192e-17j 0.000155992-2.5185e-17j -1.65562e-05+1.61111e-17j -4.53103e-05-2.98652e-18j 0.000236973-1.2601e-17j 0.00039637+7.07667e-17j 0.00027026+9.18207e-18j -0.00093681-6.70407e-17j -1.84965e-05-2.47421e-17j -0.000222431-5.80165e-17j -0.000306927+9.19638e-17j 0.000160051+3.07644e-17j 3.77871e-05-1.28467e-17j 6.75875e-05+1.19847e-17j -0.000193717+4.03062e-17j -0.000282704-2.70782e-17j -0.000328113-9.60215e-17j -0.000256827-4.60417e-16j -0.00035098-4.05704e-16j -8.71803e-05-7.89685e-17j -0.000506665-2.30158e-16j 0.000456448+1.5338e-15j -0.000605195+1.07688e-18j 0.000229361-8.37379e-18j 0.000260111-3.71596e-18j 0.000388677+1.23256e-17j -0.00028957+6.63647e-18j 0.000341221+8.83579e-18j -0.000174711-1.12961e-18j -0.000217564-9.45025e-19j -0.000270259+1.13138e-17j -0.000254727+3.07374e-18j 0.000135174-2.14391e-19j 0.000297788-1.00939e-19j -3.36779e-05+3.97223e-18j 0.000155766-1.79866e-17j 
-8.47372e-05-5.24061e-17j -1.79571e-05-1.12784e-17j 0.000170331+3.59169e-19j -7.35832e-05-4.94149e-19j -0.000152026-1.56974e-18j -0.000158539-5.87183e-18j -0.000132509+5.41198e-19j -9.47414e-05-9.89956e-19j -0.000255472+9.75064e-19j -0.000204239-6.00923e-18j 0.000275052-7.09078e-18j -8.97115e-05+2.29199e-18j 0.000101985+1.73354e-19j 0.000389802+5.01395e-18j 0.000374092-5.61469e-17j -8.08506e-05+7.05848e-17j -7.00313e-05+3.02105e-17j 0.00020866-1.42736e-16j 3.19293e-07-1.99213e-17j 0.000164219+6.83972e-18j -0.000132696-5.81382e-18j 7.94196e-05-1.28223e-17j -8.42921e-06+8.20257e-18j -2.30686e-05-1.52051e-18j 0.000120649-6.41547e-18j 0.000201802+3.60291e-17j 0.000137596+4.67482e-18j -0.000476953-3.41321e-17j -9.41703e-06-1.25968e-17j -0.000113245-2.95377e-17j -0.000156264+4.68211e-17j 8.14859e-05+1.56629e-17j 1.92383e-05-6.5406e-18j 3.44105e-05+6.10173e-18j -9.86262e-05+2.05209e-17j -0.000143932-1.37862e-17j -0.000167051-4.8887e-17j -0.000130757-2.3441e-16j -0.000178693-2.06554e-16j -4.43857e-05-4.02048e-17j -0.000257956-1.17179e-16j 0.000232389+7.80899e-16j -0.00030812+5.48266e-19j 0.000116774-4.26331e-18j 0.000132429-1.89189e-18j 0.000197885+6.27525e-18j -0.000147427+3.3788e-18j 0.000173724+4.49852e-18j -8.89496e-05-5.75114e-19j -0.000110767-4.81136e-19j -0.000137596+5.76014e-18j -0.000129688+1.56492e-18j 6.88205e-05-1.09152e-19j 0.000151611-5.13907e-20j -1.71463e-05+2.02236e-18j 7.93046e-05-9.15744e-18j 
0.000183762+1.13648e-16j 3.8942e-05+2.44584e-17j -0.000369381-7.78898e-19j 0.000159573+1.07162e-18j 0.000329685+3.40415e-18j 0.000343809+1.27337e-17j 0.00028736-1.17365e-18j 0.000205457+2.14683e-18j 0.00055402-2.11453e-18j 0.000442914+1.30317e-17j -0.000596481+1.53771e-17j 0.000194549-4.97043e-18j -0.000221165-3.75937e-19j -0.000845328-1.08733e-17j -0.00081126+1.21761e-16j 0.000175333-1.53071e-16j 0.00015187-6.55148e-17j -0.000452501+3.09538e-16j -6.92422e-07+4.32015e-17j -0.000356127-1.48327e-17j 0.000287765+1.26079e-17j -0.00017223+2.78066e-17j 1.82797e-05-1.77882e-17j 5.00268e-05+3.2974e-18j -0.000261641+1.39127e-17j -0.00043763-7.8133e-17j -0.000298393-1.01379e-17j 0.00103433+7.40192e-17j 2.04218e-05+2.73176e-17j 0.000245585+6.40557e-17j 0.000338877-1.01537e-16j -0.000176711-3.39668e-17j -4.17205e-05+1.4184e-17j -7.46229e-05-1.32323e-17j 0.000213882-4.45019e-17j 0.000312132+2.98969e-17j 0.000362268+1.06017e-16j 0.000283561+5.08344e-16j 0.000387515+4.47935e-16j 9.62552e-05+8.71886e-17j 0.000559405+2.54116e-16j -0.000503961-1.69346e-15j 0.000668192-1.18897e-18j -0.000253236+9.24544e-18j -0.000287187+4.10277e-18j -0.000429135-1.36086e-17j 0.000319712-7.32729e-18j -0.00037674-9.75554e-18j 0.000192897+1.2472e-18j 0.000240211+1.0434e-18j 0.000298392-1.24915e-17j 0.000281243-3.3937e-18j -0.000149245+2.36708e-19j -0.000328786+1.11446e-19j 3.71836e-05-4.38571e-18j -0.000171981+1.98589e-17j 
1.29574e-17+8.01355e-30j 2.74587e-18+1.72461e-30j -2.60457e-17-5.49215e-32j 1.12518e-17+7.55616e-32j 2.32467e-17+2.40032e-31j 2.42426e-17+8.97876e-31j 2.02623e-17-8.27559e-32j 1.44871e-17+1.51377e-31j 3.90649e-17-1.49099e-31j 3.12306e-17+9.18886e-31j -4.2059e-17+1.08427e-30j 1.3718e-17-3.50474e-31j -1.55948e-17-2.6508e-32j -5.96056e-17-7.66696e-31j -5.72034e-17+8.58557e-30j 1.23631e-17-1.07933e-29j 1.07087e-17-4.61956e-30j -3.19067e-17+2.18261e-29j -4.88239e-20+3.04621e-30j -2.51111e-17-1.04588e-30j 2.02908e-17+8.89005e-31j -1.21443e-17+1.9607e-30j 1.28893e-18-1.25428e-30j 3.52748e-18+2.32506e-31j -1.84487e-17+9.81006e-31j -3.0858e-17-5.5093e-30j -2.10402e-17-7.14839e-31j 7.29321e-17+5.21922e-30j 1.43998e-18+1.92621e-30j 1.73166e-17+4.51668e-30j 2.38948e-17-7.15953e-30j -1.24602e-17-2.39506e-30j -2.94178e-18+1.00014e-30j -5.2618e-18-9.33031e-31j 1.50812e-17-3.1379e-30j 2.2009e-17+2.10808e-30j 2.55441e-17+7.47543e-30j 1.99944e-17+3.58442e-29j 2.73244e-17+3.15847e-29j 6.78713e-18+6.14782e-30j 3.94447e-17+1.79182e-29j -3.55352e-17-1.19409e-28j 4.71154e-17-8.38367e-32j -1.78561e-17+6.51913e-31j -2.02501e-17+2.89293e-31j -3.02591e-17-9.59564e-31j 2.25435e-17-5.1666e-31j -2.65646e-17-6.87881e-31j 1.36015e-17+8.79422e-32j 1.69377e-17+7.35717e-32j 2.10401e-17-8.80798e-31j 1.98309e-17-2.39296e-31j -1.05235e-17+1.66907e-32j -2.31833e-17+7.85828e-33j 2.62188e-18-3.09244e-31j -1.21267e-17+1.40029e-30j 
0.000134705+8.3309e-17j 2.85461e-05+1.7929e-17j -0.000270771-5.70965e-19j 0.000116974+7.85539e-19j 0.000241673+2.49538e-18j 0.000252026+9.33433e-18j 0.000210647-8.60332e-19j 0.000150609+1.57371e-18j 0.00040612-1.55004e-18j 0.000324674+9.55275e-18j -0.000437246+1.12721e-17j 0.000142613-3.64353e-18j -0.000162123-2.75577e-19j -0.000619661-7.97058e-18j -0.000594687+8.92557e-17j 0.000128527-1.12207e-16j 0.000111327-4.80251e-17j -0.000331702+2.26904e-16j -5.07574e-07+3.16685e-17j -0.000261056-1.0873e-17j 0.000210944+9.24211e-18j -0.000126252+2.03834e-17j 1.33997e-05-1.30395e-17j 3.66717e-05+2.41713e-18j -0.000191793+1.01986e-17j -0.000320801-5.72748e-17j -0.000218734-7.43148e-18j 0.000758204+5.42591e-17j 1.49701e-05+2.0025e-17j 0.000180024+4.69555e-17j 0.000248411-7.44306e-17j -0.000129537-2.48991e-17j -3.05828e-05+1.03975e-17j -5.47017e-05-9.69981e-18j 0.000156784-3.26217e-17j 0.000228806+2.19157e-17j 0.000265557+7.77147e-17j 0.000207862+3.72637e-16j 0.000284065+3.28355e-16j 7.05591e-05+6.39129e-17j 0.000410067+1.86278e-16j -0.000369424-1.24138e-15j 0.000489812-8.71567e-19j -0.000185633+6.7773e-18j -0.00021052+3.0075e-18j -0.000314574-9.97565e-18j 0.000234363-5.37121e-18j -0.000276166-7.15122e-18j 0.000141401+9.14248e-19j 0.000176084+7.64853e-19j 0.000218733-9.15679e-18j 0.000206163-2.48772e-18j -0.000109403+1.73517e-19j -0.000241014+8.16948e-20j 2.72571e-05-3.21491e-18j -0.000126069+1.45574e-17j 
1.13099e-18+6.99465e-31j 2.39674e-19+1.50533e-31j -2.27341e-18-4.79384e-33j 9.82116e-19+6.59542e-33j 2.0291e-18+2.09513e-32j 2.11602e-18+7.83714e-32j 1.7686e-18-7.22338e-33j 1.26452e-18+1.3213e-32j 3.4098e-18-1.30142e-32j 2.72598e-18+8.02053e-32j -3.67113e-18+9.46409e-32j 1.19738e-18-3.05913e-32j -1.36119e-18-2.31376e-33j -5.2027e-18-6.69213e-32j -4.99302e-18+7.49394e-31j 1.07911e-18-9.42097e-31j 9.34709e-19-4.0322e-31j -2.78499e-18+1.9051e-30j -4.26161e-21+2.6589e-31j -2.19183e-18-9.12899e-32j 1.77109e-18+7.75972e-32j -1.06002e-18+1.7114e-31j 1.12505e-19-1.0948e-31j 3.07897e-19+2.02943e-32j -1.61031e-18+8.56275e-32j -2.69346e-18-4.80881e-31j -1.8365e-18-6.2395e-32j 6.36591e-18+4.55562e-31j 1.25689e-19+1.6813e-31j 1.51149e-18+3.9424e-31j 2.08567e-18-6.24923e-31j -1.08759e-18-2.09054e-31j -2.56775e-19+8.72975e-32j -4.59278e-19-8.144e-32j 1.31637e-18-2.73893e-31j 1.92106e-18+1.84005e-31j 2.22963e-18+6.52496e-31j 1.74522e-18+3.12868e-30j 2.38502e-18+2.75688e-30j 5.92417e-19+5.36615e-31j 3.44294e-18+1.564e-30j -3.1017e-18-1.04227e-29j 4.11248e-18-7.31772e-33j -1.55858e-18+5.69024e-32j -1.76754e-18+2.52511e-32j -2.64118e-18-8.37559e-32j 1.96772e-18-4.50969e-32j -2.3187e-18-6.00419e-32j 1.18721e-18+7.67606e-33j 1.47841e-18+6.42174e-33j 1.8365e-18-7.68808e-32j 1.73095e-18-2.0887e-32j -9.18549e-19+1.45685e-33j -2.02356e-18+6.85913e-34j 2.28852e-19-2.69925e-32j -1.05848e-18+1.22225e-31j 
-8.00643e-05-4.95161e-17j -1.69668e-05-1.06564e-17j 0.000160938+3.39363e-19j -6.95253e-05-4.66899e-19j -0.000143643-1.48317e-18j -0.000149796-5.54802e-18j -0.000125202+5.11353e-19j -8.95168e-05-9.35364e-19j -0.000241384+9.21292e-19j -0.000192976-5.67784e-18j 0.000259884-6.69975e-18j -8.47643e-05+2.1656e-18j 9.63607e-05+1.63794e-19j 0.000368306+4.73745e-18j 0.000353463-5.30506e-17j -7.6392e-05+6.66923e-17j -6.61693e-05+2.85445e-17j 0.000197153-1.34864e-16j 3.01685e-07-1.88227e-17j 0.000155163+6.46253e-18j -0.000125378-5.49321e-18j 7.50399e-05-1.21152e-17j -7.96437e-06+7.75023e-18j -2.17965e-05-1.43666e-18j 0.000113996-6.06168e-18j 0.000190673+3.40422e-17j 0.000130008+4.41702e-18j -0.000450651-3.22498e-17j -8.89771e-06-1.19022e-17j -0.000107-2.79088e-17j -0.000147647+4.42391e-17j 7.69923e-05+1.47992e-17j 1.81774e-05-6.17991e-18j 3.25129e-05+5.76524e-18j -9.31873e-05+1.93893e-17j -0.000135995-1.3026e-17j -0.000157838-4.61911e-17j -0.000123546-2.21483e-16j -0.000168839-1.95163e-16j -4.1938e-05-3.79877e-17j -0.00024373-1.10717e-16j 0.000219574+7.37835e-16j -0.000291128+5.18031e-19j 0.000110334-4.0282e-18j 0.000125126-1.78756e-18j 0.000186972+5.9292e-18j -0.000139297+3.19247e-18j 0.000164144+4.25045e-18j -8.40444e-05-5.43399e-19j -0.000104659-4.54603e-19j -0.000130008+5.44249e-18j -0.000122536+1.47862e-18j 6.50253e-05-1.03133e-19j 0.000143251-4.85567e-20j -1.62007e-05+1.91083e-18j 7.49313e-05-8.65244e-18j 
-0.000212537-1.31444e-16j -4.50398e-05-2.82883e-17j 0.000427221+9.00863e-19j -0.00018456-1.23942e-18j -0.00038131-3.93719e-18j -0.000397645-1.47276e-17j -0.000332357+1.35742e-18j -0.000237629-2.48299e-18j -0.000640772+2.44564e-18j -0.000512268-1.50722e-17j 0.000689882-1.7785e-17j -0.000225013+5.74874e-18j 0.000255797+4.34804e-19j 0.000977696+1.25759e-17j 0.000938293-1.40827e-16j -0.000202788+1.7704e-16j -0.000175651+7.57735e-17j 0.000523357-3.58008e-16j 8.00846e-07-4.99663e-17j 0.000411891+1.71553e-17j -0.000332825-1.45821e-17j 0.000199199-3.21608e-17j -2.1142e-05+2.05736e-17j -5.78604e-05-3.81373e-18j 0.00030261-1.60912e-17j 0.000506157+9.03677e-17j 0.000345117+1.17253e-17j -0.00119629-8.56096e-17j -2.36196e-05-3.15952e-17j -0.00028404-7.40859e-17j -0.00039194+1.17436e-16j 0.000204382+3.92856e-17j 4.82533e-05-1.6405e-17j 8.63079e-05+1.53043e-17j -0.000247373+5.14703e-17j -0.000361008-3.45784e-17j -0.000418994-1.22618e-16j -0.000327963-5.87944e-16j -0.000448195-5.18076e-16j -0.000111328-1.00841e-16j -0.000647001-2.93907e-16j 0.000582875+1.95864e-15j -0.000772822+1.37515e-18j 0.00029289-1.06932e-17j 0.000332157-4.7452e-18j 0.000496332+1.57395e-17j -0.000369775+8.47464e-18j 0.000435732+1.12831e-17j -0.000223102-1.44249e-18j -0.000277824-1.20678e-18j -0.000345116+1.44475e-17j -0.000325282+3.92511e-18j 0.000172615-2.73773e-19j 0.00038027-1.28897e-19j -4.3006e-05+5.07245e-18j 0.000198911-2.29686e-17j 
-1.67738e-18-1.03738e-30j -3.55462e-19-2.23256e-31j 3.37171e-18+7.10978e-33j -1.45658e-18-9.78171e-33j -3.00937e-18-3.1073e-32j -3.13829e-18-1.16233e-31j -2.62302e-18+1.0713e-32j -1.87541e-18-1.95962e-32j -5.05709e-18+1.93014e-32j -4.04292e-18-1.18953e-31j 5.44468e-18-1.40363e-31j -1.77585e-18+4.53701e-32j 2.0188e-18+3.43155e-33j 7.71616e-18+9.92515e-32j 7.40518e-18-1.11143e-30j -1.60044e-18+1.39723e-30j -1.38627e-18+5.98019e-31j 4.13043e-18-2.82546e-30j 6.32043e-21-3.94343e-31j 3.25073e-18+1.35393e-31j -2.62672e-18-1.15085e-31j 1.57212e-18-2.53819e-31j -1.66857e-19+1.6237e-31j -4.56645e-19-3.00987e-32j 2.38826e-18-1.26995e-31j 3.99468e-18+7.13199e-31j 2.72373e-18+9.25384e-32j -9.44133e-18-6.75647e-31j -1.86411e-19-2.49355e-31j -2.2417e-18-5.847e-31j -3.09327e-18+9.26827e-31j 1.61302e-18+3.10049e-31j 3.80824e-19-1.29472e-31j 6.81158e-19+1.20784e-31j -1.95231e-18+4.06213e-31j -2.84914e-18-2.72899e-31j -3.30678e-18-9.67721e-31j -2.58835e-18-4.64016e-30j -3.53724e-18-4.08875e-30j -8.78618e-19-7.95858e-31j -5.10625e-18-2.31957e-30j 4.60016e-18+1.54579e-29j -6.09925e-18+1.0853e-32j 2.31154e-18-8.43924e-32j 2.62145e-18-3.745e-32j 3.91715e-18+1.24219e-31j -2.91834e-18+6.68835e-32j 3.43888e-18+8.90486e-32j -1.76076e-18-1.13844e-32j -2.19264e-18-9.52413e-33j -2.72372e-18+1.14022e-31j -2.56719e-18+3.09777e-32j 1.36231e-18-2.16067e-33j 3.00116e-18-1.01728e-33j -3.39412e-19+4.00328e-32j 1.56984e-18-1.81272e-31j 
