-0.0669592-4.14112e-14j -0.0141897-8.91216e-15j 0.134595+2.83815e-16j -0.0581453-3.90476e-16j -0.120131-1.2404e-15j -0.125277-4.63991e-15j -0.104708+4.27653e-16j -0.0748645-7.82261e-16j -0.201874+7.70493e-16j -0.161389-4.74848e-15j 0.217346-5.60312e-15j -0.0708899+1.81113e-15j 0.0805882+1.36984e-16j 0.308021+3.96201e-15j 0.295607-4.43672e-14j -0.063888+5.5776e-14j -0.0553386+2.38723e-14j 0.164882-1.12789e-13j 0.000252305-1.57418e-14j 0.129765+5.40473e-15j -0.104856-4.59407e-15j 0.0627572-1.01322e-14j -0.00666074+6.48166e-15j -0.0182288-1.20151e-15j 0.0953366-5.0695e-15j 0.159464+2.84701e-14j 0.108728+3.69404e-15j -0.376888-2.69711e-14j -0.00744132-9.954e-15j -0.0894862-2.33406e-14j -0.12348+3.6998e-14j 0.06439+1.23768e-14j 0.0152021-5.16837e-15j 0.0271911+4.82158e-15j -0.0779342+1.62156e-14j -0.113735-1.08938e-14j -0.132003-3.86304e-14j -0.103324-1.8523e-13j -0.141203-1.63219e-13j -0.0350735-3.17698e-14j -0.203836-9.25949e-14j 0.183633+6.17065e-13j -0.243476+4.33239e-16j 0.0922743-3.36886e-15j 0.104645-1.49497e-15j 0.156368+4.95869e-15j -0.116497+2.66992e-15j 0.137277+3.55473e-15j -0.0702878-4.54454e-16j -0.087528-3.80193e-16j -0.108728+4.55165e-15j -0.102479+1.2366e-15j 0.0543818-8.62517e-17j 0.119803-4.06088e-17j -0.013549+1.59807e-15j 0.0626664-7.23619e-15j 
3.59784e-05+2.2251e-17j 7.62438e-06+4.78867e-18j -7.23204e-05-1.52499e-19j 3.12425e-05+2.0981e-19j 6.45485e-05+6.66492e-19j 6.73137e-05+2.49311e-18j 5.62617e-05-2.29786e-19j 4.02261e-05+4.20324e-19j 0.000108471-4.14e-19j 8.67173e-05+2.55145e-18j -0.000116784+3.01066e-18j 3.80905e-05-9.73152e-19j -4.33015e-05-7.3604e-20j -0.000165505-2.12886e-18j -0.000158835+2.38393e-17j 3.43282e-05-2.99695e-17j 2.97344e-05-1.2827e-17j -8.85944e-05+6.06039e-17j -1.35568e-07+8.45835e-18j -6.97254e-05-2.90406e-18j 5.6341e-05+2.46848e-18j -3.37206e-05+5.44422e-18j 3.57894e-06-3.48272e-18j 9.79466e-06+6.45592e-19j -5.12262e-05+2.72393e-18j -8.56827e-05-1.52975e-17j -5.84218e-05-1.98487e-18j 0.000202509+1.44921e-17j 3.99836e-06+5.34847e-18j 4.80826e-05+1.25413e-17j 6.6348e-05-1.98797e-17j -3.4598e-05-6.6503e-18j -8.16837e-06+2.77706e-18j -1.46103e-05-2.59072e-18j 4.18755e-05-8.71294e-18j 6.11117e-05+5.85346e-18j 7.09277e-05+2.07568e-17j 5.5518e-05+9.95277e-17j 7.58709e-05+8.77004e-17j 1.88456e-05+1.70705e-17j 0.000109525+4.9753e-17j -9.86696e-05-3.3156e-16j 0.000130824-2.32787e-19j -4.95807e-05+1.81015e-18j -5.62279e-05+8.03273e-19j -8.40197e-05-2.6644e-18j 6.25959e-05-1.4346e-18j -7.37612e-05-1.91002e-18j 3.77669e-05+2.44187e-19j 4.70304e-05+2.04285e-19j 5.84216e-05-2.44569e-18j 5.50641e-05-6.64447e-19j -2.92204e-05+4.63446e-20j -6.43724e-05+2.18199e-20j 7.2801e-06-8.5867e-19j -3.36718e-05+3.88814e-18j 
-6.06199e-18-3.74907e-30j -1.28463e-18-8.06842e-31j 1.21852e-17+2.56945e-32j -5.26405e-18-3.53508e-32j -1.08758e-17-1.12297e-31j -1.13417e-17-4.20063e-31j -9.47952e-18+3.87166e-32j -6.77768e-18-7.08202e-32j -1.82762e-17+6.97548e-32j -1.4611e-17-4.29892e-31j 1.96769e-17-5.07266e-31j -6.41785e-18+1.63966e-31j 7.29587e-18+1.24015e-32j 2.7886e-17+3.58692e-31j 2.67621e-17-4.01668e-30j -5.78395e-18+5.04955e-30j -5.00995e-18+2.16122e-30j 1.49273e-17-1.02111e-29j 2.28418e-20-1.42514e-30j 1.1748e-17+4.89305e-31j -9.49288e-18-4.15913e-31j 5.68158e-18-9.17294e-31j -6.03015e-19+5.86802e-31j -1.6503e-18-1.08776e-31j 8.63108e-18-4.58955e-31j 1.44367e-17+2.57748e-30j 9.84347e-18+3.34431e-31j -3.41206e-17-2.44177e-30j -6.73682e-19-9.01162e-31j -8.10143e-18-2.11309e-30j -1.1179e-17+3.34952e-30j 5.8294e-18+1.12051e-30j 1.37629e-18-4.67906e-31j 2.46168e-18+4.3651e-31j -7.05559e-18+1.46804e-30j -1.02967e-17-9.86249e-31j -1.19506e-17-3.49731e-30j -9.35421e-18-1.67694e-29j -1.27835e-17-1.47766e-29j -3.1753e-18-2.8762e-30j -1.84538e-17-8.38286e-30j 1.66248e-17+5.58645e-29j -2.20425e-17+3.92222e-32j 8.35384e-18-3.04992e-31j 9.47382e-18-1.35343e-31j 1.41565e-17+4.48924e-31j -1.05468e-17+2.41715e-31j 1.2428e-17+3.21819e-31j -6.36334e-18-4.11429e-32j -7.92414e-18-3.44199e-32j -9.84343e-18+4.12073e-31j -9.27773e-18+1.11952e-31j 4.92333e-18-7.80859e-33j 1.08461e-17-3.67643e-33j -1.22662e-18+1.44677e-31j 5.67335e-18-6.55112e-31j 
-2.20036e-05-1.36082e-17j -4.6629e-06-2.92864e-18j 4.42295e-05+9.3265e-20j -1.91072e-05-1.28315e-19j -3.94764e-05-4.07611e-19j -4.11676e-05-1.52473e-18j -3.44084e-05+1.40532e-19j -2.46014e-05-2.5706e-19j -6.63381e-05+2.53193e-19j -5.30343e-05-1.56041e-18j 7.14224e-05-1.84125e-18j -2.32953e-05+5.95158e-19j 2.64822e-05+4.50145e-20j 0.000101219+1.30196e-18j 9.714e-05-1.45796e-17j -2.09943e-05+1.83286e-17j -1.81849e-05+7.84472e-18j 5.41823e-05-3.7064e-17j 8.29104e-08-5.17293e-18j 4.26425e-05+1.77606e-18j -3.44569e-05-1.50967e-18j 2.06228e-05-3.32956e-18j -2.1888e-06+2.12995e-18j -5.99019e-06-3.9483e-19j 3.13288e-05-1.6659e-18j 5.24016e-05+9.35562e-18j 3.57295e-05+1.2139e-18j -0.00012385-8.86303e-18j -2.4453e-06-3.271e-18j -2.94062e-05-7.67e-18j -4.0577e-05+1.2158e-17j 2.11593e-05+4.06717e-18j 4.99559e-06-1.69839e-18j 8.93532e-06+1.58443e-18j -2.56101e-05+5.32864e-18j -3.73746e-05-3.57985e-18j -4.33778e-05-1.26944e-17j -3.39535e-05-6.08689e-17j -4.64009e-05-5.36356e-17j -1.15256e-05-1.04399e-17j -6.6983e-05-3.04278e-17j 6.03441e-05+2.02775e-16j -8.0009e-05+1.42367e-19j 3.03224e-05-1.10705e-18j 3.43877e-05-4.91264e-19j 5.13845e-05+1.62949e-18j -3.82823e-05+8.77367e-19j 4.51107e-05+1.16812e-18j -2.30974e-05-1.49339e-19j -2.87627e-05-1.24936e-19j -3.57293e-05+1.49573e-18j -3.36759e-05+4.06361e-19j 1.78705e-05-2.83433e-20j 3.93687e-05-1.33445e-20j -4.45235e-06+5.25143e-19j 2.05929e-05-2.3779e-18j 
-6.74281e-05-4.17012e-17j -1.42891e-05-8.97458e-18j 0.000135538+2.85803e-19j -5.85525e-05-3.9321e-19j -0.000120972-1.24909e-18j -0.000126155-4.6724e-18j -0.000105442+4.30649e-19j -7.53888e-05-7.8774e-19j -0.000203288+7.75889e-19j -0.000162519-4.78173e-18j 0.000218868-5.64237e-18j -7.13864e-05+1.82381e-18j 8.11526e-05+1.37943e-19j 0.000310178+3.98976e-18j 0.000297677-4.46779e-17j -6.43354e-05+5.61666e-17j -5.57261e-05+2.40395e-17j 0.000166037-1.13579e-16j 2.54072e-07-1.5852e-17j 0.000130674+5.44258e-18j -0.00010559-4.62624e-18j 6.31967e-05-1.02032e-17j -6.70739e-06+6.52705e-18j -1.83564e-05-1.20992e-18j 9.60043e-05-5.105e-18j 0.00016058+2.86695e-17j 0.00010949+3.71991e-18j -0.000379527-2.716e-17j -7.49343e-06-1.00237e-17j -9.01129e-05-2.35041e-17j -0.000124345+3.72571e-17j 6.4841e-05+1.24635e-17j 1.53086e-05-5.20456e-18j 2.73816e-05+4.85534e-18j -7.848e-05+1.63292e-17j -0.000114531-1.09701e-17j -0.000132928-3.8901e-17j -0.000104048-1.86528e-16j -0.000142192-1.64362e-16j -3.53191e-05-3.19923e-17j -0.000205264-9.32434e-17j 0.000184919+6.21386e-16j -0.000245181+4.36273e-19j 9.29205e-05-3.39245e-18j 0.000105378-1.50544e-18j 0.000157464+4.99342e-18j -0.000117313+2.68862e-18j 0.000138238+3.57962e-18j -7.07801e-05-4.57637e-19j -8.8141e-05-3.82856e-19j -0.000109489+4.58353e-18j -0.000103197+1.24526e-18j 5.47627e-05-8.68557e-20j 0.000120642-4.08932e-20j -1.36438e-05+1.60926e-18j 6.31053e-05-7.28687e-18j 
-2.25491e-18-1.39456e-30j -4.77851e-19-3.00125e-31j 4.53261e-18+9.55774e-33j -1.9581e-18-1.31496e-32j -4.04552e-18-4.17718e-32j -4.21883e-18-1.56253e-31j -3.52615e-18+1.44016e-32j -2.52113e-18-2.63434e-32j -6.79829e-18+2.59471e-32j -5.43493e-18-1.5991e-31j 7.31933e-18-1.88691e-31j -2.38728e-18+6.09914e-32j 2.71388e-18+4.61306e-33j 1.03729e-17+1.33425e-31j 9.95485e-18-1.49411e-30j -2.15149e-18+1.87831e-30j -1.86358e-18+8.03922e-31j 5.55257e-18-3.79829e-30j 8.49661e-21-5.30119e-31j 4.36998e-18+1.82009e-31j -3.53112e-18-1.5471e-31j 2.11341e-18-3.41211e-31j -2.24307e-19+2.18276e-31j -6.13871e-19-4.04619e-32j 3.21055e-18-1.7072e-31j 5.37009e-18+9.58759e-31j 3.66153e-18+1.244e-31j -1.26921e-17-9.08278e-31j -2.50593e-19-3.3521e-31j -3.01353e-18-7.86017e-31j -4.1583e-18+1.24594e-30j 2.1684e-18+4.16801e-31j 5.11945e-19-1.7405e-31j 9.15687e-19+1.62371e-31j -2.62451e-18+5.46075e-31j -3.83012e-18-3.66861e-31j -4.44533e-18-1.30092e-30j -3.47954e-18-6.23781e-30j -4.75514e-18-5.49654e-30j -1.18113e-18-1.06988e-30j -6.86438e-18-3.11822e-30j 6.18403e-18+2.07802e-29j -8.19928e-18+1.45897e-32j 3.10742e-18-1.13449e-31j 3.52403e-18-5.03444e-32j 5.26586e-18+1.66989e-31j -3.92314e-18+8.9912e-32j 4.62292e-18+1.19709e-31j -2.36701e-18-1.53042e-32j -2.94759e-18-1.28034e-32j -3.66152e-18+1.53281e-31j -3.45109e-18+4.16436e-32j 1.83136e-18-2.90461e-33j 4.03448e-18-1.36754e-33j -4.56274e-19+5.38164e-32j 2.11035e-18-2.43686e-31j 
5.67671e-05+3.51079e-17j 1.20298e-05+7.55561e-18j -0.000114108-2.40614e-19j 4.92948e-05+3.3104e-19j 0.000101845+1.0516e-18j 0.000106208+3.93365e-18j 8.87703e-05-3.62559e-19j 6.34691e-05+6.63191e-19j 0.000171146-6.53214e-19j 0.000136823+4.0257e-18j -0.000184263+4.75025e-18j 6.00995e-05-1.53545e-18j -6.83216e-05-1.16133e-19j -0.000261136-3.35894e-18j -0.000250612+3.76139e-17j 5.41634e-05-4.72861e-17j 4.69153e-05-2.02386e-17j -0.000139785+9.56214e-17j -2.13901e-07+1.33457e-17j -0.000110013-4.58206e-18j 8.88954e-05+3.89479e-18j -5.32047e-05+8.58994e-18j 5.64689e-06-5.49506e-18j 1.54541e-05+1.01862e-18j -8.08251e-05+4.29785e-18j -0.000135191-2.41366e-17j -9.21785e-05-3.13175e-18j 0.00031952+2.28657e-17j 6.30865e-06+8.43887e-18j 7.58652e-05+1.97879e-17j 0.000104685-3.13664e-17j -5.4589e-05-1.04929e-17j -1.28881e-05+4.38167e-18j -2.30523e-05-4.08767e-18j 6.60716e-05-1.37474e-17j 9.64227e-05+9.23565e-18j 0.00011191+3.27503e-17j 8.75968e-05+1.57036e-16j 0.00011971+1.38375e-16j 2.97348e-05+2.6934e-17j 0.00017281+7.85007e-17j -0.000155682-5.23139e-16j 0.000206415-3.67294e-19j -7.82289e-05+2.85607e-18j -8.87169e-05+1.26741e-18j -0.000132567-4.20391e-18j 9.87645e-05-2.26352e-18j -0.000116381-3.01365e-18j 5.95891e-05+3.8528e-19j 7.4205e-05+3.22322e-19j 9.21781e-05-3.85883e-18j 8.68806e-05-1.04837e-18j -4.61042e-05+7.3123e-20j -0.000101567+3.44276e-20j 1.14866e-05-1.35482e-18j -5.31277e-05+6.13475e-18j 
6.69559e-18+4.14091e-30j 1.4189e-18+8.91172e-31j -1.34588e-17-2.83801e-32j 5.81424e-18+3.90456e-32j 1.20125e-17+1.24034e-31j 1.25271e-17+4.63968e-31j 1.04703e-17-4.27632e-32j 7.48607e-18+7.82222e-32j 2.01864e-17-7.70455e-32j 1.61381e-17+4.74824e-31j -2.17335e-17+5.60285e-31j 7.08864e-18-1.81104e-31j -8.05842e-18-1.36977e-32j -3.08006e-17-3.96182e-31j -2.95592e-17+4.4365e-30j 6.38848e-18-5.57732e-30j 5.53358e-18-2.38711e-30j -1.64874e-17+1.12784e-29j -2.52292e-20+1.5741e-30j -1.29759e-17-5.40446e-31j 1.04851e-17+4.59384e-31j -6.27541e-18+1.01317e-30j 6.66041e-19-6.48133e-31j 1.82279e-18+1.20145e-31j -9.53319e-18+5.06924e-31j -1.59456e-17-2.84687e-30j -1.08723e-17-3.69385e-31j 3.76869e-17+2.69698e-30j 7.44095e-19+9.9535e-31j 8.94818e-18+2.33395e-30j 1.23474e-17-3.69961e-30j -6.43868e-18-1.23762e-30j -1.52013e-18+5.16811e-31j -2.71898e-18-4.82134e-31j 7.79304e-18-1.62148e-30j 1.13729e-17+1.08933e-30j 1.31997e-17+3.86285e-30j 1.03319e-17+1.85221e-29j 1.41196e-17+1.63211e-29j 3.50718e-18+3.17682e-30j 2.03826e-17+9.25903e-30j -1.83624e-17-6.17034e-29j 2.43464e-17-4.33217e-32j -9.22697e-18+3.36869e-31j -1.0464e-17+1.49489e-31j -1.56361e-17-4.95845e-31j 1.16491e-17-2.66979e-31j -1.3727e-17-3.55455e-31j 7.02843e-18+4.54432e-32j 8.75236e-18+3.80174e-32j 1.08723e-17-4.55143e-31j 1.02474e-17-1.23654e-31j -5.43791e-18+8.62474e-33j -1.19797e-17+4.06068e-33j 1.35483e-18-1.59799e-31j -6.26633e-18+7.23583e-31j 
0.000229018+1.41637e-16j 4.85323e-05+3.04819e-17j -0.000460349-9.7072e-19j 0.000198872+1.33553e-18j 0.000410878+4.2425e-18j 0.00042848+1.58697e-17j 0.000358129-1.46268e-18j 0.000256056+2.67553e-18j 0.00069046-2.63529e-18j 0.000551992+1.6241e-17j -0.000743379+1.91641e-17j 0.000242462-6.19452e-18j -0.000275632-4.6852e-19j -0.00105351-1.35511e-17j -0.00101105+1.51747e-16j 0.000218513-1.90768e-16j 0.000189272-8.16494e-17j -0.000563941+3.85769e-16j -8.62948e-07+5.38409e-17j -0.000443831-1.84856e-17j 0.000358634+1.57129e-17j -0.000214646+3.46547e-17j 2.27815e-05-2.21689e-17j 6.23471e-05+4.10946e-18j -0.000326076+1.7339e-17j -0.000545406-9.73752e-17j -0.000371879-1.26346e-17j 0.00128905+9.22482e-17j 2.54512e-05+3.40452e-17j 0.000306066+7.98309e-17j 0.000422333-1.26543e-16j -0.00022023-4.23319e-17j -5.19951e-05+1.76771e-17j -9.30006e-05-1.6491e-17j 0.000266555-5.54615e-17j 0.000389002+3.72597e-17j 0.000451485+1.32126e-16j 0.000353395+6.33536e-16j 0.00048295+5.5825e-16j 0.00011996+1.08661e-16j 0.000697172+3.16698e-16j -0.000628073-2.11052e-15j 0.00083275-1.48179e-18j -0.000315602+1.15224e-17j -0.000357914+5.11317e-18j -0.00053482-1.696e-17j 0.000398449-9.13181e-18j -0.000469521-1.21581e-17j 0.000240402+1.55435e-18j 0.000299368+1.30036e-18j 0.000371878-1.55678e-17j 0.000350506-4.22948e-18j -0.000186+2.95003e-19j -0.000409757+1.38893e-19j 4.63409e-05-5.46579e-18j -0.000214335+2.47496e-17j 
5.63958e-06+3.48782e-18j 1.19511e-06+7.50619e-19j -1.13361e-05-2.39041e-20j 4.89724e-06+3.28875e-20j 1.01179e-05+1.04472e-19j 1.05514e-05+3.90792e-19j 8.81897e-06-3.60187e-20j 6.3054e-06+6.58853e-20j 1.70027e-05-6.48941e-20j 1.35928e-05+3.99937e-19j -1.83058e-05+4.71918e-19j 5.97064e-06-1.52541e-19j -6.78747e-06-1.15374e-20j -2.59428e-05-3.33697e-19j -2.48972e-05+3.73679e-18j 5.38091e-06-4.69768e-18j 4.66084e-06-2.01062e-18j -1.38871e-05+9.4996e-18j -2.12502e-08+1.32584e-18j -1.09294e-05-4.55209e-19j 8.83139e-06+3.86931e-19j -5.28567e-06+8.53375e-19j 5.60995e-07-5.45912e-19j 1.5353e-06+1.01196e-19j -8.02965e-06+4.26974e-19j -1.34307e-05-2.39787e-18j -9.15756e-06-3.11127e-19j 3.1743e-05+2.27162e-18j 6.26738e-07+8.38367e-19j 7.5369e-06+1.96584e-18j 1.04e-05-3.11612e-18j -5.42319e-06-1.04243e-18j -1.28038e-06+4.35301e-19j -2.29015e-06-4.06093e-19j 6.56394e-06-1.36574e-18j 9.5792e-06+9.17525e-19j 1.11179e-05+3.25361e-18j 8.70239e-06+1.56009e-17j 1.18927e-05+1.37469e-17j 2.95404e-06+2.67578e-18j 1.71679e-05+7.79872e-18j -1.54664e-05-5.19718e-17j 2.05065e-05-3.64891e-20j -7.77172e-06+2.83739e-19j -8.81366e-06+1.25912e-19j -1.317e-05-4.17642e-19j 9.81185e-06-2.24872e-19j -1.1562e-05-2.99394e-19j 5.91993e-06+3.8276e-20j 7.37197e-06+3.20214e-20j 9.15752e-06-3.83359e-19j 8.63124e-06-1.04151e-19j -4.58026e-06+7.26447e-21j -1.00903e-05+3.42025e-21j 1.14115e-06-1.34596e-19j -5.27802e-06+6.09462e-19j 
3.65522e-17+2.26059e-29j 7.74598e-18+4.86505e-30j -7.34738e-17-1.54931e-31j 3.17408e-17+2.13156e-31j 6.5578e-17+6.77122e-31j 6.83874e-17+2.53287e-30j 5.71591e-17-2.33451e-31j 4.08677e-17+4.27027e-31j 1.10201e-16-4.20603e-31j 8.81004e-17+2.59214e-30j -1.18647e-16+3.05868e-30j 3.8698e-17-9.88673e-31j -4.39922e-17-7.47779e-32j -1.68145e-16-2.16282e-30j -1.61368e-16+2.42195e-29j 3.48757e-17-3.04475e-29j 3.02087e-17-1.30316e-29j -9.00075e-17+6.15705e-29j -1.3773e-19+8.59325e-30j -7.08375e-17-2.95038e-30j 5.72396e-17+2.50785e-30j -3.42584e-17+5.53105e-30j 3.63602e-18-3.53826e-30j 9.95088e-18+6.55889e-31j -5.20432e-17+2.76738e-30j -8.70493e-17-1.55415e-29j -5.93536e-17-2.01653e-30j 2.05739e-16+1.47232e-29j 4.06213e-18+5.43377e-30j 4.88495e-17+1.27414e-29j 6.74062e-17-2.01968e-29j -3.51498e-17-6.75637e-30j -8.29865e-18+2.82135e-30j -1.48433e-17-2.63204e-30j 4.25434e-17-8.8519e-30j 6.20864e-17+5.94682e-30j 7.2059e-17+2.10879e-29j 5.64035e-17+1.01115e-28j 7.7081e-17+8.90992e-29j 1.91462e-17+1.73428e-29j 1.11272e-16+5.05465e-29j -1.00243e-16-3.36849e-28j 1.32911e-16-2.365e-31j -5.03715e-17+1.83902e-30j -5.71247e-17+8.16085e-31j -8.53597e-17-2.70689e-30j 6.35943e-17-1.45748e-30j -7.49377e-17-1.94048e-30j 3.83693e-17+2.48081e-31j 4.77805e-17+2.07543e-31j 5.93534e-17-2.4847e-30j 5.59423e-17-6.75044e-31j -2.96864e-17+4.70838e-32j -6.53991e-17+2.21679e-32j 7.39622e-18-8.72365e-31j -3.42089e-17+3.95015e-30j 
9.45175e-18+5.84547e-30j 2.00297e-18+1.25801e-30j -1.8999e-17-4.00624e-32j 8.2076e-18+5.51183e-32j 1.69573e-17+1.75091e-31j 1.76837e-17+6.54955e-31j 1.47803e-17-6.03662e-32j 1.05676e-17+1.10422e-31j 2.84959e-17-1.0876e-31j 2.27811e-17+6.7028e-31j -3.06799e-17+7.90919e-31j 1.00066e-17-2.55653e-31j -1.13756e-17-1.93362e-32j -4.34793e-17-5.59265e-31j -4.1727e-17+6.26273e-30j 9.01823e-18-7.87316e-30j 7.81142e-18-3.36974e-30j -2.32743e-17+1.5921e-29j -3.56146e-20+2.22206e-30j -1.83173e-17-7.62915e-31j 1.48011e-17+6.48484e-31j -8.85861e-18+1.43023e-30j 9.40209e-19-9.1493e-31j 2.57312e-18+1.69601e-31j -1.34574e-17+7.15594e-31j -2.25094e-17-4.01875e-30j -1.53478e-17-5.21439e-31j 5.32003e-17+3.80716e-30j 1.05039e-18+1.40507e-30j 1.26316e-17+3.29469e-30j 1.743e-17-5.22251e-30j -9.08909e-18-1.74707e-30j -2.14588e-18+7.2955e-31j -3.83821e-18-6.80598e-31j 1.10009e-17-2.28894e-30j 1.60544e-17+1.53774e-30j 1.86331e-17+5.45295e-30j 1.45849e-17+2.61465e-29j 1.99317e-17+2.30394e-29j 4.95086e-18+4.48452e-30j 2.87729e-17+1.30704e-29j -2.59211e-17-8.71029e-29j 3.43683e-17-6.11546e-32j -1.30251e-17+4.75537e-31j -1.47714e-17+2.11025e-31j -2.20725e-17-6.99953e-31j 1.64443e-17-3.76877e-31j -1.93775e-17-5.01774e-31j 9.9216e-18+6.41493e-32j 1.23552e-17+5.36668e-32j 1.53477e-17-6.42497e-31j 1.44657e-17-1.74554e-31j -7.67637e-18+1.2175e-32j -1.6911e-17+5.73222e-33j 1.91253e-18-2.25578e-31j -8.84579e-18+1.02144e-30j 
-8.91679e-05-5.51463e-17j -1.8896e-05-1.18681e-17j 0.000179237+3.77949e-19j -7.74306e-05-5.19987e-19j -0.000159975-1.65181e-18j -0.000166829-6.17885e-18j -0.000139437+5.69496e-19j -9.96952e-05-1.04172e-18j -0.00026883+1.02605e-18j -0.000214918-6.32343e-18j 0.000289434-7.46154e-18j -9.44023e-05+2.41183e-18j 0.000107317+1.82418e-19j 0.000410184+5.27612e-18j 0.000393653-5.90827e-17j -8.50781e-05+7.42755e-17j -7.3693e-05+3.17901e-17j 0.00021957-1.50199e-16j 3.35988e-07-2.09629e-17j 0.000172806+7.19735e-18j -0.000139634-6.11781e-18j 8.35723e-05-1.34928e-17j -8.86995e-06+8.63146e-18j -2.42748e-05-1.60002e-18j 0.000126957-6.75092e-18j 0.000212354+3.7913e-17j 0.000144791+4.91926e-18j -0.000501892-3.59168e-17j -9.90942e-06-1.32555e-17j -0.000119167-3.10821e-17j -0.000164435+4.92693e-17j 8.57466e-05+1.64819e-17j 2.02443e-05-6.88259e-18j 3.62097e-05+6.42078e-18j -0.000103783+2.15939e-17j -0.000151458-1.45071e-17j -0.000175785-5.14432e-17j -0.000137594-2.46667e-16j -0.000188036-2.17354e-16j -4.67065e-05-4.23071e-17j -0.000271444-1.23306e-16j 0.00024454+8.2173e-16j -0.000324231+5.76933e-19j 0.000122879-4.48622e-18j 0.000139354-1.99081e-18j 0.000208232+6.60337e-18j -0.000155136+3.55546e-18j 0.000182808+4.73374e-18j -9.36005e-05-6.05186e-19j -0.000116559-5.06294e-19j -0.00014479+6.06133e-18j -0.000136469+1.64675e-18j 7.24189e-05-1.14859e-19j 0.000159539-5.40778e-20j -1.80428e-05+2.1281e-18j 8.34513e-05-9.63626e-18j 
-0.00026535-1.64107e-16j -5.62317e-05-3.53177e-17j 0.000533381+1.12472e-18j -0.000230422-1.5474e-18j -0.000476062-4.91555e-18j -0.000496456-1.83873e-17j -0.000414945+1.69473e-18j -0.000296678-3.09999e-18j -0.000799998+3.05336e-18j -0.000639562-1.88176e-17j 0.000861312-2.22044e-17j -0.000280927+7.17725e-18j 0.00031936+5.42848e-19j 0.00122064+1.57009e-17j 0.00117145-1.75821e-16j -0.000253179+2.21032e-16j -0.000219299+9.46026e-17j 0.000653407-4.46969e-16j 9.9985e-07-6.23825e-17j 0.000514243+2.14182e-17j -0.000415529-1.82057e-17j 0.000248698-4.01525e-17j -2.63956e-05+2.56859e-17j -7.22381e-05-4.76141e-18j 0.000377806-2.00897e-17j 0.000631932+1.12823e-16j 0.000430876+1.4639e-17j -0.00149355-1.06883e-16j -2.94889e-05-3.94463e-17j -0.000354622-9.24956e-17j -0.000489334+1.46618e-16j 0.000255169+4.90477e-17j 6.02439e-05-2.04815e-17j 0.000107755+1.91072e-17j -0.000308843+6.42602e-17j -0.000450715-4.31708e-17j -0.00052311-1.53087e-16j -0.000409459-7.34043e-16j -0.000559567-6.46813e-16j -0.000138991-1.25899e-16j -0.000807775-3.66941e-16j 0.000727714+2.44534e-15j -0.000964861+1.71686e-18j 0.00036567-1.33503e-17j 0.000414695-5.92435e-18j 0.000619667+1.96506e-17j -0.000461661+1.05805e-17j 0.000544008+1.40869e-17j -0.000278541-1.80094e-18j -0.000346861-1.50665e-18j -0.000430874+1.80376e-17j -0.000406112+4.90047e-18j 0.000215508-3.41803e-19j 0.000474763-1.60927e-19j -5.36926e-05+6.33291e-18j 0.000248338-2.8676e-17j 
3.49514e-17+2.16159e-29j 7.40674e-18+4.65198e-30j -7.0256e-17-1.48146e-31j 3.03507e-17+2.03821e-31j 6.2706e-17+6.47467e-31j 6.53923e-17+2.42194e-30j 5.46558e-17-2.23227e-31j 3.90778e-17+4.08326e-31j 1.05374e-16-4.02183e-31j 8.4242e-17+2.47862e-30j -1.1345e-16+2.92472e-30j 3.70032e-17-9.45374e-31j -4.20655e-17-7.1503e-32j -1.60781e-16-2.0681e-30j -1.54301e-16+2.31588e-29j 3.33483e-17-2.9114e-29j 2.88857e-17-1.24609e-29j -8.60655e-17+5.8874e-29j -1.31698e-19+8.2169e-30j -6.77351e-17-2.82117e-30j 5.47328e-17+2.39802e-30j -3.27581e-17+5.28881e-30j 3.47678e-18-3.3833e-30j 9.51508e-18+6.27164e-31j -4.97639e-17+2.64618e-30j -8.32369e-17-1.48609e-29j -5.67542e-17-1.92822e-30j 1.96728e-16+1.40784e-29j 3.88423e-18+5.1958e-30j 4.67101e-17+1.21834e-29j 6.44542e-17-1.93122e-29j -3.36104e-17-6.46047e-30j -7.93521e-18+2.69779e-30j -1.41932e-17-2.51677e-30j 4.06802e-17-8.46423e-30j 5.93673e-17+5.68638e-30j 6.89031e-17+2.01643e-29j 5.39332e-17+9.66868e-29j 7.37052e-17+8.5197e-29j 1.83077e-17+1.65832e-29j 1.06399e-16+4.83328e-29j -9.58531e-17-3.22096e-28j 1.2709e-16-2.26142e-31j -4.81654e-17+1.75848e-30j -5.46229e-17+7.80344e-31j -8.16214e-17-2.58834e-30j 6.08092e-17-1.39365e-30j -7.16557e-17-1.8555e-30j 3.66889e-17+2.37216e-31j 4.56879e-17+1.98454e-31j 5.67539e-17-2.37588e-30j 5.34923e-17-6.4548e-31j -2.83863e-17+4.50217e-32j -6.25349e-17+2.1197e-32j 7.0723e-18-8.3416e-31j -3.27107e-17+3.77716e-30j 
