-0.11371+9.81583e-13j -0.0400016+2.16199e-13j -0.166559-1.84984e-15j 0.0958549+1.93537e-15j 0.0877726-3.8756e-16j 0.183694+1.96382e-14j 0.10159+3.09905e-15j 0.0581754-9.83115e-16j 0.0533614+4.49697e-16j 0.180864-4.91231e-15j -0.159273+3.72832e-15j -0.148764-9.31962e-16j -0.0660818+3.78731e-16j 0.015846+8.37204e-16j 0.0639748-9.1599e-15j -0.202566+3.16896e-14j -0.0790305-2.26982e-14j -0.0692294-5.64741e-14j -0.202159-3.40182e-14j -0.0542536+1.11519e-14j 0.125531+3.27595e-14j -0.120792-2.69603e-14j -0.206096+5.80774e-15j 0.097021-1.1332e-13j -0.0213004+9.11755e-15j -0.0994035+8.61781e-14j -0.0445649+2.98516e-15j 0.210523-4.09513e-14j 0.116544-4.16562e-14j -0.0514376+3.12478e-15j -0.0915169+4.97751e-15j -0.045047+1.32353e-14j -0.0232603+2.50883e-14j 0.0341073-1.01343e-13j -0.177252-3.27462e-15j -0.110614-1.91636e-14j -0.0584187+1.55572e-14j 0.117461+3.57579e-14j 0.221476-2.93594e-14j 0.100599-2.49464e-14j 0.0372094-2.35212e-14j -0.123328+1.60552e-14j 0.159272+3.89788e-15j 0.0495772-2.71523e-14j 0.0134457-9.02039e-15j -0.00341901+9.40616e-15j -0.0601218-8.31582e-16j 0.0818393-2.37263e-14j -0.176214-1.70561e-15j -0.0582859+2.32011e-14j 0.143934-3.38173e-14j -0.105788-6.18347e-14j 0.0294212+8.65733e-15j 0.108307-9.10233e-15j 0.164021+1.97094e-15j 0.0425026+4.27384e-15j 0.136583+1.51683e-14j -0.0226944+1.26519e-15j 0.19533-3.67783e-14j 0.0484739+7.81274e-14j -0.0326991+1.49498e-14j -0.144392-1.96644e-15j -0.0779243+8.941e-16j -0.0474371-2.1462e-15j 0.0804828+1.40537e-15j 0.132912-3.31009e-15j 0.146576+1.24225e-15j -0.15417-2.21156e-14j -0.0465075+3.52955e-15j -0.0560814+5.49442e-16j -0.0946577+3.97575e-15j -0.169037+1.23877e-14j -0.0802742-2.32785e-15j 0.0906984-2.12001e-15j 0.156161-2.05027e-15j -0.0386313-1.94093e-13j 0.109046+8.65814e-13j 
0.000472967-4.08282e-15j 0.000166384-8.99263e-16j 0.00069279+7.69428e-18j -0.000398702-8.05002e-18j -0.000365084+1.61203e-18j -0.000764064-8.16836e-17j -0.000422556-1.28903e-17j -0.000241976+4.0892e-18j -0.000221953-1.87048e-18j -0.00075229+2.04324e-17j 0.000662486-1.55077e-17j 0.000618771+3.87643e-18j 0.000274863-1.57531e-18j -6.59102e-05-3.48229e-18j -0.000266099+3.81e-17j 0.00084256-1.31811e-16j 0.000328722+9.44117e-17j 0.000287955+2.349e-16j 0.000840864+1.41496e-16j 0.000225664-4.63854e-17j -0.000522138-1.36261e-16j 0.000502424+1.1214e-16j 0.00085724-2.41569e-17j -0.000403552+4.71347e-16j 8.85976e-05-3.79238e-17j 0.000413462-3.58452e-16j 0.000185365-1.24165e-17j -0.000875654+1.70334e-16j -0.000484755+1.73266e-16j 0.000213951-1.29973e-17j 0.000380658-2.07036e-17j 0.00018737-5.50512e-17j 9.67494e-05-1.04353e-16j -0.000141867+4.21529e-16j 0.000737269+1.36206e-17j 0.000460091+7.97095e-17j 0.000242988-6.4709e-17j -0.000488571-1.48733e-16j -0.000921213+1.22119e-16j -0.000418436+1.03763e-16j -0.00015477+9.78346e-17j 0.000512973-6.67804e-17j -0.00066248-1.6213e-17j -0.000206213+1.12938e-16j -5.59263e-05+3.75197e-17j 1.42211e-05-3.91242e-17j 0.000250072+3.45891e-18j -0.000340405+9.86878e-17j 0.00073295+7.09438e-18j 0.000242436-9.65032e-17j -0.000598683+1.40661e-16j 0.000440018+2.57197e-16j -0.000122375-3.60095e-17j -0.000450497+3.78605e-17j -0.000682236-8.198e-18j -0.000176786-1.77767e-17j -0.000568106-6.30915e-17j 9.43959e-05-5.26247e-18j -0.000812462+1.52977e-16j -0.000201624-3.24965e-16j 0.00013601-6.21827e-17j 0.000600588+8.17926e-18j 0.000324121-3.71894e-18j 0.000197311+8.92696e-18j -0.000334762-5.84554e-18j -0.000552836+1.37681e-17j -0.000609671-5.16706e-18j 0.000641261+9.19884e-17j 0.000193445-1.46809e-17j 0.000233267-2.28536e-18j 0.000393722-1.65368e-17j 0.000703096-5.15259e-17j 0.000333895+9.68254e-18j -0.000377253+8.81803e-18j -0.00064954+8.52797e-18j 0.000160684+8.07316e-16j -0.000453571-3.60129e-15j 
0.000126339-1.0906e-15j 4.44443e-05-2.40211e-16j 0.000185058+2.05529e-18j -0.000106501-2.15032e-18j -9.7521e-05+4.30604e-19j -0.000204096-2.18193e-17j -0.000112873-3.44324e-18j -6.46366e-05+1.0923e-18j -5.9288e-05-4.99642e-19j -0.000200951+5.4579e-18j 0.000176963-4.1424e-18j 0.000165286+1.03547e-18j 7.34212e-05-4.20795e-19j -1.76059e-05-9.30187e-19j -7.10801e-05+1.01772e-17j 0.000225064-3.52092e-17j 8.78079e-05+2.52192e-17j 7.69183e-05+6.27464e-17j 0.000224611+3.77964e-17j 6.02792e-05-1.23905e-17j -0.000139473-3.63979e-17j 0.000134207+2.99547e-17j 0.000228986-6.45277e-18j -0.000107797+1.25906e-16j 2.36661e-05-1.01302e-17j 0.000110444-9.57494e-17j 4.95145e-05-3.3167e-18j -0.000233904+4.54996e-17j -0.000129488+4.62827e-17j 5.71505e-05-3.47183e-18j 0.000101681-5.53033e-18j 5.00501e-05-1.47052e-17j 2.58437e-05-2.78748e-17j -3.78954e-05+1.12599e-16j 0.000196939+3.63832e-18j 0.000122899+2.12919e-17j 6.49069e-05-1.7285e-17j -0.000130507-3.97294e-17j -0.000246074+3.26202e-17j -0.000111772+2.77171e-17j -4.13421e-05+2.61335e-17j 0.000137025-1.78383e-17j -0.000176961-4.3308e-18j -5.50835e-05+3.0168e-17j -1.4939e-05+1.00222e-17j 3.79874e-06-1.04508e-17j 6.67991e-05+9.23941e-19j -9.09288e-05+2.63614e-17j 0.000195785+1.89505e-18j 6.47593e-05-2.57779e-17j -0.00015992+3.75732e-17j 0.000117537+6.87024e-17j -3.26888e-05-9.61885e-18j -0.000120336+1.01133e-17j -0.000182238-2.18984e-18j -4.72231e-05-4.74851e-18j -0.000151752-1.6853e-17j 2.5215e-05-1.40571e-18j -0.000217024+4.08631e-17j -5.38576e-05-8.68046e-17j 3.63309e-05-1.66102e-17j 0.000160429+2.18484e-18j 8.65789e-05-9.93402e-19j 5.27056e-05+2.38456e-18j -8.94215e-05-1.56146e-18j -0.000147673+3.67772e-18j -0.000162855-1.38022e-18j 0.000171293+2.45719e-17j 5.16728e-05-3.92156e-18j 6.231e-05-6.10465e-19j 0.000105171-4.41731e-18j 0.000187811-1.37636e-17j 8.91898e-05+2.58639e-18j -0.000100772+2.35547e-18j -0.000173505+2.27799e-18j 4.29219e-05+2.1565e-16j -0.000121158-9.61975e-16j 
0.000380216-3.28216e-15j 0.000133755-7.22913e-16j 0.000556931+6.18539e-18j -0.000320514-6.47137e-18j -0.000293489+1.2959e-18j -0.000614227-6.5665e-17j -0.00033969-1.03624e-17j -0.000194523+3.28728e-18j -0.000178427-1.50367e-18j -0.000604762+1.64255e-17j 0.000532569-1.24665e-17j 0.000497427+3.11624e-18j 0.000220961-1.26638e-18j -5.29849e-05-2.79939e-18j -0.000213915+3.06284e-17j 0.000677329-1.05962e-16j 0.000264258+7.58971e-17j 0.000231485+1.88835e-16j 0.000675966+1.13748e-16j 0.00018141-3.7289e-17j -0.000419744-1.09539e-16j 0.000403896+9.01485e-17j 0.000689131-1.94196e-17j -0.000324413+3.78914e-16j 7.12232e-05-3.04867e-17j 0.00033238-2.88157e-16j 0.000149014-9.9816e-18j -0.000703933+1.36931e-16j -0.000389692+1.39288e-16j 0.000171994-1.04485e-17j 0.000306009-1.66435e-17j 0.000150625-4.42554e-17j 7.77763e-05-8.3889e-17j -0.000114046+3.38865e-16j 0.000592687+1.09495e-17j 0.000369865+6.4078e-17j 0.000195337-5.20192e-17j -0.00039276-1.19565e-16j -0.000740558+9.81704e-17j -0.000336379+8.34144e-17j -0.000124419+7.86487e-17j 0.000412376-5.36844e-17j -0.000532564-1.30335e-17j -0.000165774+9.07904e-17j -4.49589e-05+3.01619e-17j 1.14323e-05-3.14518e-17j 0.000201032+2.7806e-18j -0.00027365+7.93346e-17j 0.000589215+5.70314e-18j 0.000194893-7.75784e-17j -0.000481278+1.13076e-16j 0.000353728+2.06759e-16j -9.83769e-05-2.89479e-17j -0.000362152+3.04359e-17j -0.000548446-6.59033e-18j -0.000142118-1.42906e-17j -0.000456697-5.07189e-17j 7.58844e-05-4.23047e-18j -0.000653134+1.22977e-16j -0.000162084-2.61238e-16j 0.000109338-4.99884e-17j 0.00048281+6.57527e-18j 0.000260559-2.98964e-18j 0.000158617+7.17633e-18j -0.000269114-4.6992e-18j -0.000444422+1.10681e-17j -0.000490111-4.15378e-18j 0.000515506+7.3949e-17j 0.000155509-1.18019e-17j 0.000187522-1.83719e-18j 0.000316511-1.32939e-17j 0.000565215-4.14214e-17j 0.000268416+7.78374e-18j -0.000303272+7.08877e-18j -0.000522162+6.85559e-18j 0.000129173+6.48997e-16j -0.000364623-2.89506e-15j 
0.000346352-2.98984e-15j 0.000121842-6.58528e-16j 0.000507329+5.6345e-18j -0.000291968-5.89501e-18j -0.00026735+1.18048e-18j -0.000559522-5.98166e-17j -0.000309436-9.4395e-18j -0.000177199+2.99451e-18j -0.000162536-1.36975e-18j -0.0005509+1.49626e-17j 0.000485137-1.13562e-17j 0.000453124+2.8387e-18j 0.000201281-1.15359e-18j -4.82659e-05-2.55007e-18j -0.000194863+2.79005e-17j 0.000617004-9.65246e-17j 0.000240722+6.91374e-17j 0.000210868+1.72017e-16j 0.000615763+1.03617e-16j 0.000165253-3.39679e-17j -0.000382361-9.97834e-17j 0.000367923+8.21195e-17j 0.000627755-1.769e-17j -0.00029552+3.45166e-16j 6.48798e-05-2.77715e-17j 0.000302777-2.62493e-16j 0.000135742-9.0926e-18j -0.000641239+1.24735e-16j -0.000354985+1.26882e-16j 0.000156676-9.51789e-18j 0.000278755-1.51612e-17j 0.00013721-4.03138e-17j 7.08493e-05-7.64175e-17j -0.000103889+3.08685e-16j 0.0005399+9.97429e-18j 0.000336923+5.8371e-17j 0.00017794-4.73862e-17j -0.000357779-1.08916e-16j -0.000674602+8.94271e-17j -0.00030642+7.59852e-17j -0.000113338+7.1644e-17j 0.000375649-4.89031e-17j -0.000485132-1.18727e-17j -0.000151009+8.27043e-17j -4.09547e-05+2.74755e-17j 1.04141e-05-2.86506e-17j 0.000183127+2.53295e-18j -0.000249278+7.22688e-17j 0.000536737+5.19519e-18j 0.000177535-7.0669e-17j -0.000438414+1.03005e-16j 0.000322224+1.88345e-16j -8.96151e-05-2.63697e-17j -0.000329898+2.77251e-17j -0.000499599-6.00337e-18j -0.00012946-1.30179e-17j -0.000416022-4.62017e-17j 6.91258e-05-3.85369e-18j -0.000594964+1.12024e-16j -0.000147648-2.37971e-16j 9.95996e-05-4.55362e-17j 0.000439809+5.98965e-18j 0.000237353-2.72337e-18j 0.00014449+6.53719e-18j -0.000245146-4.28067e-18j -0.00040484+1.00823e-17j -0.00044646-3.78383e-18j 0.000469594+6.73628e-17j 0.000141659-1.07508e-17j 0.00017082-1.67357e-18j 0.000288321-1.21099e-17j 0.000514875-3.77323e-17j 0.00024451+7.0905e-18j -0.000276262+6.45742e-18j -0.000475656+6.24501e-18j 0.000117669+5.91195e-16j -0.000332149-2.63722e-15j 
0.000231947-2.00225e-15j 8.15958e-05-4.41005e-16j 0.00033975+3.77334e-18j -0.000195526-3.94779e-18j -0.00017904+7.90552e-19j -0.000374703-4.00583e-17j -0.000207225-6.32149e-18j -0.000118667+2.00537e-18j -0.000108847-9.173e-19j -0.000368929+1.00202e-17j 0.000324889-7.60509e-18j 0.00030345+1.90103e-18j 0.000134795-7.72543e-19j -3.23229e-05-1.70774e-18j -0.000130497+1.86845e-17j 0.000413198-6.4641e-17j 0.000161208+4.63002e-17j 0.000141215+1.15197e-16j 0.000412366+6.93908e-17j 0.000110667-2.27478e-17j -0.000256061-6.68234e-17j 0.000246393+5.49941e-17j 0.000420397-1.18467e-17j -0.000197905+2.31152e-16j 4.3449e-05-1.85981e-17j 0.000202765-1.75788e-16j 9.09043e-05-6.08917e-18j -0.000429427+8.35332e-17j -0.000237728+8.49709e-17j 0.000104923-6.37398e-18j 0.000186678-1.01532e-17j 9.18875e-05-2.69975e-17j 4.74467e-05-5.11756e-17j -6.95727e-05+2.06721e-16j 0.000361562+6.67963e-18j 0.000225632+3.90901e-17j 0.000119163-3.17338e-17j -0.000239599-7.29396e-17j -0.00045177+5.98879e-17j -0.000205204+5.08861e-17j -7.59004e-05+4.79789e-17j 0.000251566-3.27496e-17j -0.000324885-7.95096e-18j -0.000101128+5.53857e-17j -2.74267e-05+1.83999e-17j 6.97415e-06-1.91868e-17j 0.000122637+1.69627e-18j -0.000166937+4.83972e-17j 0.000359444+3.47914e-18j 0.000118892-4.73259e-17j -0.000293599+6.8981e-17j 0.000215788+1.26132e-16j -6.00138e-05-1.76594e-17j -0.000220927+1.85671e-17j -0.000334574-4.02036e-18j -8.66974e-05-8.71785e-18j -0.000278604-3.09406e-17j 4.62925e-05-2.58075e-18j -0.000398438+7.5021e-17j -9.88778e-05-1.59366e-16j 6.67002e-05-3.04949e-17j 0.000294533+4.01117e-18j 0.000158951-1.8238e-18j 9.67629e-05+4.37785e-18j -0.00016417-2.8667e-18j -0.000271115+6.75197e-18j -0.000298987-2.53397e-18j 0.000314479+4.51118e-17j 9.48667e-05-7.19964e-18j 0.000114396-1.12076e-18j 0.000193084-8.10979e-18j 0.000344804-2.52687e-17j 0.000163745+4.74839e-18j -0.000185008+4.32443e-18j -0.000318539+4.18218e-18j 7.88008e-05+3.95914e-16j -0.000222435-1.7661e-15j 
0.000577603-4.98609e-15j 0.000203193-1.09821e-15j 0.000846059+9.39652e-18j -0.000486908-9.83096e-18j -0.000445853+1.96866e-18j -0.000933101-9.97548e-17j -0.000516039-1.5742e-17j -0.00029551+4.99386e-18j -0.000271057-2.2843e-18j -0.000918722+2.49528e-17j 0.000809051-1.89385e-17j 0.000755664+4.73403e-18j 0.000335672-1.92382e-18j -8.04918e-05-4.25269e-18j -0.000324969+4.6529e-17j 0.00102896-1.60972e-16j 0.000401446+1.15299e-16j 0.00035166+2.86868e-16j 0.00102689+1.728e-16j 0.000275588-5.66475e-17j -0.000637653-1.66406e-16j 0.000613577+1.36949e-16j 0.00104689-2.95012e-17j -0.000492832+5.75625e-16j 0.000108198-4.63138e-17j 0.000504934-4.37754e-16j 0.000226374-1.51635e-17j -0.00106938+2.08018e-16j -0.000592+2.11598e-16j 0.000261284-1.58728e-17j 0.000464873-2.52839e-17j 0.000228822-6.72304e-17j 0.000118154-1.2744e-16j -0.000173253+5.14786e-16j 0.000900378+1.66339e-17j 0.000561879+9.73439e-17j 0.000296746-7.90248e-17j -0.00059666-1.81637e-16j -0.00112502+1.49135e-16j -0.000511009+1.26719e-16j -0.00018901+1.19479e-16j 0.00062646-8.15545e-17j -0.000809043-1.97998e-17j -0.000251834+1.37924e-16j -6.82991e-05+4.58203e-17j 1.73673e-05-4.77799e-17j 0.000305397+4.22413e-18j -0.000415714+1.20521e-16j 0.000895104+8.6639e-18j 0.000296071-1.17853e-16j -0.000731132+1.71779e-16j 0.000537364+3.14098e-16j -0.000149449-4.39761e-17j -0.000550162+4.62365e-17j -0.000833169-1.00117e-17j -0.000215898-2.17096e-17j -0.00069379-7.70495e-17j 0.000115279-6.4267e-18j -0.000992207+1.8682e-16j -0.00024623-3.96859e-16j 0.0001661-7.59396e-17j 0.000733459+9.98879e-18j 0.000395827-4.5417e-18j 0.000240963+1.09019e-17j -0.000408823-7.13877e-18j -0.000675142+1.6814e-17j -0.000744551-6.31019e-18j 0.00078313+1.12339e-16j 0.000236241-1.79289e-17j 0.000284873-2.79097e-18j 0.000480827-2.01953e-17j 0.000858645-6.29252e-17j 0.000407764+1.18246e-17j -0.000460715+1.07689e-17j -0.00079324+1.04146e-17j 0.000196233+9.85922e-16j -0.000553916-4.39802e-15j 
0.000261057-2.25354e-15j 9.18366e-05-4.96354e-16j 0.00038239+4.24691e-18j -0.000220066-4.44326e-18j -0.00020151+8.8977e-19j -0.00042173-4.50858e-17j -0.000233233-7.11487e-18j -0.00013356+2.25706e-18j -0.000122508-1.03243e-18j -0.000415232+1.12778e-17j 0.000365664-8.55957e-18j 0.000341535+2.13962e-18j 0.000151712-8.69501e-19j -3.63796e-05-1.92207e-18j -0.000146875+2.10295e-17j 0.000465056-7.27538e-17j 0.00018144+5.21112e-17j 0.000158939+1.29655e-16j 0.000464121+7.80998e-17j 0.000124557-2.56028e-17j -0.000288198-7.52101e-17j 0.000277316+6.18962e-17j 0.00047316-1.33336e-17j -0.000222743+2.60163e-16j 4.89021e-05-2.09323e-17j 0.000228213-1.9785e-16j 0.000102313-6.8534e-18j -0.000483323+9.40171e-17j -0.000267564+9.56353e-17j 0.000118092-7.17395e-18j 0.000210107-1.14275e-17j 0.00010342-3.03859e-17j 5.34015e-05-5.75984e-17j -7.83045e-05+2.32666e-16j 0.000406941+7.51796e-18j 0.00025395+4.39962e-17j 0.000134119-3.57166e-17j -0.00026967-8.2094e-17j -0.00050847+6.74042e-17j -0.000230959+5.72726e-17j -8.54263e-05+5.40005e-17j 0.000283139-3.68599e-17j -0.00036566-8.94885e-18j -0.000113821+6.2337e-17j -3.08689e-05+2.07092e-17j 7.84945e-06-2.15949e-17j 0.000138029+1.90917e-18j -0.000187889+5.44714e-17j 0.000404557+3.91579e-18j 0.000133814-5.32656e-17j -0.000330447+7.76385e-17j 0.000242871+1.41962e-16j -6.75459e-05-1.98757e-17j -0.000248655+2.08974e-17j -0.000376565-4.52494e-18j -9.75785e-05-9.81199e-18j -0.00031357-3.48238e-17j 5.21025e-05-2.90465e-18j -0.000448444+8.44366e-17j -0.000111288-1.79367e-16j 7.50715e-05-3.43222e-17j 0.000331499+4.5146e-18j 0.000178901-2.0527e-18j 0.000108907+4.92729e-18j -0.000184774-3.22648e-18j -0.000305142+7.59939e-18j -0.000336512-2.852e-18j 0.000353948+5.07736e-17j 0.000106773-8.10324e-18j 0.000128753-1.26142e-18j 0.000217318-9.12762e-18j 0.000388079-2.84401e-17j 0.000184296+5.34434e-18j -0.000208228+4.86717e-18j -0.000358518+4.70707e-18j 8.86908e-05+4.45604e-16j -0.000250352-1.98776e-15j 
0.00015416-1.33077e-15j 5.42315e-05-2.93108e-16j 0.00022581+2.50789e-18j -0.000129954-2.62384e-18j -0.000118996+5.25429e-19j -0.000249041-2.66241e-17j -0.000137729-4.20148e-18j -7.88703e-05+1.33284e-18j -7.23439e-05-6.0967e-19j -0.000245203+6.65979e-18j 0.000215932-5.05461e-18j 0.000201684+1.26349e-18j 8.95894e-05-5.13459e-19j -2.14829e-05-1.13503e-18j -8.67328e-05+1.24184e-17j 0.000274626-4.29627e-17j 0.000107144+3.07728e-17j 9.38567e-05+7.65639e-17j 0.000274073+4.61196e-17j 7.35534e-05-1.5119e-17j -0.000170187-4.44132e-17j 0.000163761+3.65511e-17j 0.000279411-7.87375e-18j -0.000131535+1.53632e-16j 2.88777e-05-1.2361e-17j 0.000134765-1.16835e-16j 6.04182e-05-4.04708e-18j -0.000285413+5.55191e-17j -0.000158002+5.64747e-17j 6.97357e-05-4.23637e-18j 0.000124073-6.74817e-18j 6.10717e-05-1.79435e-17j 3.15347e-05-3.40131e-17j -4.62405e-05+1.37394e-16j 0.000240307+4.43952e-18j 0.000149963+2.59807e-17j 7.92002e-05-2.10914e-17j -0.000159246-4.84783e-17j -0.000300262+3.98036e-17j -0.000136386+3.38207e-17j -5.04461e-05+3.18885e-17j 0.0001672-2.17666e-17j -0.00021593-5.28449e-18j -6.72135e-05+3.68113e-17j -1.82288e-05+1.22292e-17j 4.63527e-06-1.27523e-17j 8.15091e-05+1.1274e-18j -0.000110952+3.21665e-17j 0.0002389+2.31236e-18j 7.90201e-05-3.14545e-17j -0.000195136+4.58472e-17j 0.00014342+8.38315e-17j -3.98873e-05-1.1737e-17j -0.000146836+1.23403e-17j -0.00022237-2.67207e-18j -5.76222e-05-5.79419e-18j -0.00018517-2.05642e-17j 3.07676e-05-1.71526e-18j -0.000264816+4.98616e-17j -6.57177e-05-1.0592e-16j 4.43314e-05-2.0268e-17j 0.000195757+2.66597e-18j 0.000105645-1.21216e-18j 6.4312e-05+2.90967e-18j -0.000109113-1.90531e-18j -0.000180193+4.4876e-18j -0.000198718-1.68417e-18j 0.000209014+2.99829e-17j 6.30518e-05-4.78514e-18j 7.60315e-05-7.44897e-19j 0.000128331-5.39006e-18j 0.000229169-1.67945e-17j 0.000108831+3.15595e-18j -0.000122963+2.87417e-18j -0.000211713+2.77963e-18j 5.23738e-05+2.63139e-16j -0.000147838-1.17381e-15j 
-0.00020207+1.74434e-15j -7.10856e-05+3.842e-16j -0.000295987-3.2873e-18j 0.000170341+3.43928e-18j 0.000155978-6.88722e-19j 0.000326438+3.48984e-17j 0.000180532+5.50723e-18j 0.000103382-1.74707e-18j 9.4827e-05+7.99144e-19j 0.000321408-8.72953e-18j -0.00028304+6.62549e-18j -0.000264363-1.65616e-18j -0.000117432+6.73033e-19j 2.81594e-05+1.48777e-18j 0.000113688-1.62778e-17j -0.000359975+5.63147e-17j -0.000140443-4.03364e-17j -0.000123026-1.00359e-16j -0.00035925-6.04527e-17j -9.64125e-05+1.98177e-17j 0.000223078+5.8216e-17j -0.000214655-4.79105e-17j -0.000366247+1.03208e-17j 0.000172413-2.01378e-16j -3.78524e-05+1.62025e-17j -0.000176647+1.53145e-16j -7.91951e-05+5.30484e-18j 0.000374114-7.27734e-17j 0.000207107-7.4026e-17j -9.14082e-05+5.55296e-18j -0.000162632+8.84538e-18j -8.00517e-05+2.352e-17j -4.13352e-05+4.45838e-17j 6.06112e-05-1.80094e-16j -0.00031499-5.81924e-18j -0.000196569-3.4055e-17j -0.000103814+2.76462e-17j 0.000208737+6.35444e-17j 0.000393578-5.21738e-17j 0.000178772-4.43315e-17j 6.61238e-05-4.17988e-17j -0.000219162+2.85312e-17j 0.000283038+6.92681e-18j 8.81023e-05-4.82516e-17j 2.38939e-05-1.60299e-17j -6.07582e-06+1.67154e-17j -0.000106841-1.47778e-18j 0.000145434-4.21633e-17j -0.000313145-3.031e-18j -0.000103578+4.123e-17j 0.000255781-6.00957e-17j -0.000187993-1.09885e-16j 5.22836e-05+1.53847e-17j 0.00019247-1.61755e-17j 0.000291478+3.50251e-18j 7.55301e-05+7.59492e-18j 0.000242717+2.69552e-17j -4.03296e-05+2.24833e-18j 0.000347116-6.53577e-17j 8.61415e-05+1.38838e-16j -5.81087e-05+2.65669e-17j -0.000256595-3.4945e-18j -0.000138477+1.58888e-18j -8.4299e-05-3.81395e-18j 0.000143024+2.49744e-18j 0.000236193-5.88227e-18j 0.000260475+2.20757e-18j -0.000273972-3.93011e-17j -8.26471e-05+6.27227e-18j -9.96606e-05+9.76398e-19j -0.000168214+7.06519e-18j -0.00030039+2.20139e-17j -0.000142653-4.13676e-18j 0.000161177-3.76741e-18j 0.000277509-3.64348e-18j -6.86507e-05-3.44917e-16j 0.000193783+1.53861e-15j 
-0.000384271+3.31716e-15j -0.000135181+7.30622e-16j -0.00056287-6.25136e-18j 0.000323932+6.54038e-18j 0.000296619-1.30972e-18j 0.000620777+6.63653e-17j 0.000343313+1.04729e-17j 0.000196598-3.32234e-18j 0.00018033+1.51971e-18j 0.000611212-1.66007e-17j -0.000538249+1.25995e-17j -0.000502732-3.14947e-18j -0.000223317+1.27989e-18j 5.355e-05+2.82925e-18j 0.000216197-3.0955e-17j -0.000684553+1.07092e-16j -0.000267076-7.67065e-17j -0.000233954-1.90849e-16j -0.000683175-1.14961e-16j -0.000183345+3.76867e-17j 0.000424221+1.10708e-16j -0.000408203-9.11099e-17j -0.00069648+1.96267e-17j 0.000327873-3.82955e-16j -7.19827e-05+3.08119e-17j -0.000335925+2.91231e-16j -0.000150603+1.0088e-17j 0.000711441-1.38391e-16j 0.000393848-1.40773e-16j -0.000173828+1.05599e-17j -0.000309272+1.6821e-17j -0.000152232+4.47274e-17j -7.86058e-05+8.47836e-17j 0.000115262-3.42479e-16j -0.000599007-1.10663e-17j -0.000373809-6.47614e-17j -0.00019742+5.2574e-17j 0.000396949+1.2084e-16j 0.000748456-9.92174e-17j 0.000339966-8.43039e-17j 0.000125746-7.94875e-17j -0.000416774+5.42569e-17j 0.000538244+1.31725e-17j 0.000167541-9.17586e-17j 4.54383e-05-3.04835e-17j -1.15542e-05+3.17872e-17j -0.000203176-2.81025e-18j 0.000276568-8.01807e-17j -0.000595499-5.76396e-18j -0.000196971+7.84058e-17j 0.000486411-1.14282e-16j -0.0003575-2.08965e-16j 9.9426e-05+2.92566e-17j 0.000366014-3.07604e-17j 0.000554295+6.66061e-18j 0.000143633+1.4443e-17j 0.000461568+5.12598e-17j -7.66936e-05+4.27559e-18j 0.0006601-1.24289e-16j 0.000163813+2.64024e-16j -0.000110504+5.05215e-17j -0.000487959-6.64539e-18j -0.000263338+3.02152e-18j -0.000160309-7.25287e-18j 0.000271984+4.74931e-18j 0.000449162-1.11861e-17j 0.000495338+4.19807e-18j -0.000521004-7.47376e-17j -0.000157168+1.19278e-17j -0.000189522+1.85679e-18j -0.000319887+1.34356e-17j -0.000571243+4.18631e-17j -0.000271279-7.86675e-18j 0.000306506-7.16437e-18j 0.00052773-6.9287e-18j -0.000130551-6.55919e-16j 0.000368512+2.92593e-15j 
