-0.11371+9.81583e-13j -0.0400016+2.16199e-13j -0.166559-1.84984e-15j 0.0958549+1.93537e-15j 0.0877726-3.8756e-16j 0.183694+1.96382e-14j 0.10159+3.09905e-15j 0.0581754-9.83115e-16j 0.0533614+4.49697e-16j 0.180864-4.91231e-15j -0.159273+3.72832e-15j -0.148764-9.31962e-16j -0.0660818+3.78731e-16j 0.015846+8.37204e-16j 0.0639748-9.1599e-15j -0.202566+3.16896e-14j -0.0790305-2.26982e-14j -0.0692294-5.64741e-14j -0.202159-3.40182e-14j -0.0542536+1.11519e-14j 0.125531+3.27595e-14j -0.120792-2.69603e-14j -0.206096+5.80774e-15j 0.097021-1.1332e-13j -0.0213004+9.11755e-15j -0.0994035+8.61781e-14j -0.0445649+2.98516e-15j 0.210523-4.09513e-14j 0.116544-4.16562e-14j -0.0514376+3.12478e-15j -0.0915169+4.97751e-15j -0.045047+1.32353e-14j -0.0232603+2.50883e-14j 0.0341073-1.01343e-13j -0.177252-3.27462e-15j -0.110614-1.91636e-14j -0.0584187+1.55572e-14j 0.117461+3.57579e-14j 0.221476-2.93594e-14j 0.100599-2.49464e-14j 0.0372094-2.35212e-14j -0.123328+1.60552e-14j 0.159272+3.89788e-15j 0.0495772-2.71523e-14j 0.0134457-9.02039e-15j -0.00341901+9.40616e-15j -0.0601218-8.31582e-16j 0.0818393-2.37263e-14j -0.176214-1.70561e-15j -0.0582859+2.32011e-14j 0.143934-3.38173e-14j -0.105788-6.18347e-14j 0.0294212+8.65733e-15j 0.108307-9.10233e-15j 0.164021+1.97094e-15j 0.0425026+4.27384e-15j 0.136583+1.51683e-14j -0.0226944+1.26519e-15j 0.19533-3.67783e-14j 0.0484739+7.81274e-14j -0.0326991+1.49498e-14j -0.144392-1.96644e-15j -0.0779243+8.941e-16j -0.0474371-2.1462e-15j 0.0804828+1.40537e-15j 0.132912-3.31009e-15j 0.146576+1.24225e-15j -0.15417-2.21156e-14j -0.0465075+3.52955e-15j -0.0560814+5.49442e-16j -0.0946577+3.97575e-15j -0.169037+1.23877e-14j -0.0802742-2.32785e-15j 0.0906984-2.12001e-15j 0.156161-2.05027e-15j -0.0386313-1.94093e-13j 0.109046+8.65814e-13j 
0.000270468-2.33478e-15j 9.51472e-05-5.14247e-16j 0.000396175+4.40001e-18j -0.000227999-4.60344e-18j -0.000208775+9.21846e-19j -0.000436933-4.67111e-17j -0.00024164-7.37135e-18j -0.000138375+2.33842e-18j -0.000126925-1.06964e-18j -0.0004302+1.16844e-17j 0.000378846-8.86814e-18j 0.000353847+2.21675e-18j 0.000157181-9.00846e-19j -3.76911e-05-1.99136e-18j -0.00015217+2.17876e-17j 0.000481821-7.53765e-17j 0.000187981+5.39898e-17j 0.000164668+1.34329e-16j 0.000480852+8.09152e-17j 0.000129047-2.65257e-17j -0.000298587-7.79213e-17j 0.000287313+6.41275e-17j 0.000490217-1.38142e-17j -0.000230773+2.69542e-16j 5.06649e-05-2.16869e-17j 0.00023644-2.04982e-16j 0.000106002-7.10046e-18j -0.000500746+9.74063e-17j -0.000277209+9.90828e-17j 0.000122349-7.43257e-18j 0.000217681-1.18394e-17j 0.000107148-3.14813e-17j 5.53266e-05-5.96748e-17j -8.11273e-05+2.41053e-16j 0.00042161+7.78897e-18j 0.000263105+4.55822e-17j 0.000138954-3.70041e-17j -0.000279392-8.50534e-17j -0.0005268+6.9834e-17j -0.000239285+5.93372e-17j -8.85059e-05+5.59471e-17j 0.000293346-3.81887e-17j -0.000378842-9.27145e-18j -0.000117924+6.45842e-17j -3.19817e-05+2.14558e-17j 8.13241e-06-2.23734e-17j 0.000143005+1.97799e-18j -0.000194662+5.6435e-17j 0.000419141+4.05695e-18j 0.000138638-5.51858e-17j -0.000342359+8.04373e-17j 0.000251626+1.47079e-16j -6.99809e-05-2.05922e-17j -0.000257619+2.16507e-17j -0.000390139-4.68806e-18j -0.000101096-1.01657e-17j -0.000324874-3.60791e-17j 5.39807e-05-3.00936e-18j -0.00046461+8.74805e-17j -0.000115299-1.85833e-16j 7.77778e-05-3.55595e-17j 0.000343449+4.67735e-18j 0.00018535-2.12669e-18j 0.000112833+5.10492e-18j -0.000191435-3.3428e-18j -0.000316142+7.87334e-18j -0.000348643-2.95481e-18j 0.000366708+5.2604e-17j 0.000110622-8.39535e-18j 0.000133394-1.3069e-18j 0.000225152-9.45666e-18j 0.000402069-2.94653e-17j 0.000190939+5.537e-18j -0.000215734+5.04263e-18j -0.000371442+4.87676e-18j 9.1888e-05+4.61667e-16j -0.000259377-2.05941e-15j 
-1.35359e-05+1.16847e-16j -4.76175e-06+2.57361e-17j -1.98271e-05-2.20204e-19j 1.14105e-05+2.30384e-19j 1.04484e-05-4.61348e-20j 2.18668e-05+2.33771e-18j 1.20932e-05+3.68908e-19j 6.92515e-06-1.17029e-19j 6.3521e-06+5.35316e-20j 2.15299e-05-5.84758e-19j -1.89598e-05+4.43816e-19j -1.77087e-05-1.1094e-19j -7.86633e-06+4.50839e-20j 1.88629e-06+9.966e-20j 7.61551e-06-1.09039e-18j -2.41133e-05+3.77231e-18j -9.40772e-06-2.70198e-18j -8.24101e-06-6.72263e-18j -2.40648e-05-4.0495e-18j -6.4583e-06+1.32751e-18j 1.49431e-05+3.89966e-18j -1.43789e-05-3.20934e-18j -2.45335e-05+6.91349e-19j 1.15493e-05-1.34895e-17j -2.53559e-06+1.08535e-18j -1.18329e-05+1.02586e-17j -5.30497e-06+3.55351e-19j 2.50604e-05-4.87481e-18j 1.38733e-05-4.95872e-18j -6.12309e-06+3.71971e-19j -1.08941e-05+5.92518e-19j -5.36235e-06+1.57552e-18j -2.76888e-06+2.9865e-18j 4.06011e-06-1.20638e-17j -2.11e-05-3.89808e-19j -1.31674e-05-2.28121e-18j -6.95411e-06+1.85191e-18j 1.39825e-05+4.2566e-18j 2.63643e-05-3.49492e-18j 1.19753e-05-2.9696e-18j 4.42938e-06-2.79994e-18j -1.46808e-05+1.9112e-18j 1.89596e-05+4.64e-19j 5.90163e-06-3.23219e-18j 1.60056e-06-1.07378e-18j -4.06996e-07+1.1197e-18j -7.15684e-06-9.89908e-20j 9.74209e-06-2.82436e-18j -2.09764e-05-2.03035e-19j -6.9383e-06+2.76184e-18j 1.71338e-05-4.02558e-18j -1.25929e-05-7.36076e-18j 3.50227e-06+1.03056e-18j 1.28928e-05-1.08353e-18j 1.9525e-05+2.34619e-19j 5.05947e-06+5.08754e-19j 1.62587e-05+1.80562e-18j -2.70153e-06+1.50607e-19j 2.3252e-05-4.37806e-18j 5.77029e-06+9.30022e-18j -3.89248e-06+1.77961e-18j -1.71883e-05-2.34083e-19j -9.27604e-06+1.06433e-19j -5.64687e-06-2.55482e-19j 9.5806e-06+1.67294e-19j 1.58217e-05-3.9403e-19j 1.74482e-05+1.47877e-19j -1.83523e-05-2.63263e-18j -5.53621e-06+4.20155e-19j -6.67588e-06+6.54051e-20j -1.1268e-05+4.7327e-19j -2.0122e-05+1.47463e-18j -9.55578e-06-2.77106e-19j 1.07967e-05-2.52364e-19j 1.85893e-05-2.44063e-19j -4.59864e-06-2.31047e-17j 1.29808e-05+1.03066e-16j 
0.000128319-1.1077e-15j 4.51411e-05-2.43976e-16j 0.000187959+2.08751e-18j -0.000108171-2.18403e-18j -9.90498e-05+4.37355e-19j -0.000207296-2.21613e-17j -0.000114642-3.49722e-18j -6.56499e-05+1.10943e-18j -6.02174e-05-5.07475e-19j -0.000204102+5.54346e-18j 0.000179737-4.20735e-18j 0.000167877+1.0517e-18j 7.45722e-05-4.27392e-19j -1.78819e-05-9.4477e-19j -7.21944e-05+1.03368e-17j 0.000228592-3.57612e-17j 8.91845e-05+2.56146e-17j 7.81242e-05+6.373e-17j 0.000228133+3.83889e-17j 6.12242e-05-1.25847e-17j -0.00014166-3.69685e-17j 0.000136311+3.04243e-17j 0.000232575-6.55394e-18j -0.000109487+1.2788e-16j 2.40372e-05-1.0289e-17j 0.000112175-9.72505e-17j 5.02908e-05-3.3687e-18j -0.000237571+4.62129e-17j -0.000131518+4.70083e-17j 5.80464e-05-3.52626e-18j 0.000103275-5.61703e-18j 5.08347e-05-1.49358e-17j 2.62488e-05-2.83118e-17j -3.84895e-05+1.14364e-16j 0.000200026+3.69535e-18j 0.000124826+2.16257e-17j 6.59245e-05-1.7556e-17j -0.000132553-4.03522e-17j -0.000249932+3.31316e-17j -0.000113525+2.81516e-17j -4.19902e-05+2.65432e-17j 0.000139173-1.8118e-17j -0.000179736-4.39869e-18j -5.5947e-05+3.06409e-17j -1.51732e-05+1.01794e-17j 3.85829e-06-1.06147e-17j 6.78464e-05+9.38426e-19j -9.23543e-05+2.67747e-17j 0.000198855+1.92476e-18j 6.57746e-05-2.6182e-17j -0.000162427+3.81622e-17j 0.00011938+6.97794e-17j -3.32013e-05-9.76965e-18j -0.000122223+1.02718e-17j -0.000185095-2.22417e-18j -4.79634e-05-4.82296e-18j -0.000154131-1.71172e-17j 2.56103e-05-1.42774e-18j -0.000220427+4.15037e-17j -5.47019e-05-8.81654e-17j 3.69004e-05-1.68706e-17j 0.000162944+2.21909e-18j 8.79362e-05-1.00898e-18j 5.35319e-05+2.42195e-18j -9.08234e-05-1.58594e-18j -0.000149988+3.73538e-18j -0.000165408-1.40186e-18j 0.000173979+2.49571e-17j 5.24829e-05-3.98304e-18j 6.32869e-05-6.20036e-19j 0.00010682-4.48656e-18j 0.000190755-1.39793e-17j 9.05881e-05+2.62694e-18j -0.000102352+2.39239e-18j -0.000176225+2.3137e-18j 4.35948e-05+2.19031e-16j -0.000123057-9.77056e-16j 
-0.00038547+3.32752e-15j -0.000135603+7.32903e-16j -0.000564628-6.27088e-18j 0.000324944+6.5608e-18j 0.000297545-1.31381e-18j 0.000622716+6.65725e-17j 0.000344385+1.05056e-17j 0.000197212-3.33271e-18j 0.000180893+1.52445e-18j 0.00061312-1.66525e-17j -0.00053993+1.26388e-17j -0.000504301-3.15931e-18j -0.000224014+1.28388e-18j 5.37172e-05+2.83808e-18j 0.000216872-3.10516e-17j -0.00068669+1.07426e-16j -0.00026791-7.6946e-17j -0.000234684-1.91445e-16j -0.000685309-1.1532e-16j -0.000183917+3.78044e-17j 0.000425545+1.11053e-16j -0.000409478-9.13943e-17j -0.000698655+1.9688e-17j 0.000328897-3.8415e-16j -7.22075e-05+3.09081e-17j -0.000336973+2.9214e-16j -0.000151073+1.01195e-17j 0.000713662-1.38823e-16j 0.000395078-1.41213e-16j -0.000174371+1.05929e-17j -0.000310238+1.68735e-17j -0.000152707+4.4867e-17j -7.88512e-05+8.50483e-17j 0.000115622-3.43549e-16j -0.000600878-1.11008e-17j -0.000374976-6.49636e-17j -0.000198037+5.27381e-17j 0.000398188+1.21218e-16j 0.000750793-9.95272e-17j 0.000341028-8.45672e-17j 0.000126138-7.97357e-17j -0.000418075+5.44263e-17j 0.000539925+1.32136e-17j 0.000168065-9.20451e-17j 4.55802e-05-3.05787e-17j -1.15903e-05+3.18864e-17j -0.00020381-2.81902e-18j 0.000277432-8.0431e-17j -0.000597358-5.78195e-18j -0.000197586+7.86506e-17j 0.00048793-1.14639e-16j -0.000358616-2.09617e-16j 9.97365e-05+2.9348e-17j 0.000367157-3.08565e-17j 0.000556025+6.68141e-18j 0.000144082+1.44881e-17j 0.000463009+5.14199e-17j -7.69331e-05+4.28894e-18j 0.000662161-1.24677e-16j 0.000164324+2.64848e-16j -0.000110849+5.06792e-17j -0.000489482-6.66614e-18j -0.00026416+3.03096e-18j -0.000160809-7.27551e-18j 0.000272833+4.76414e-18j 0.000450564-1.12211e-17j 0.000496885+4.21118e-18j -0.000522631-7.4971e-17j -0.000157658+1.1965e-17j -0.000190113+1.86258e-18j -0.000320885+1.34776e-17j -0.000573027+4.19938e-17j -0.000272126-7.89132e-18j 0.000307463-7.18674e-18j 0.000529378-6.95034e-18j -0.000130958-6.57967e-16j 0.000369663+2.93507e-15j 
0.00036147-3.12034e-15j 0.00012716-6.87271e-16j 0.000529473+5.88044e-18j -0.000304712-6.15231e-18j -0.000279019+1.23201e-18j -0.000583944-6.24275e-17j -0.000322943-9.85152e-18j -0.000184933+3.12521e-18j -0.00016963-1.42954e-18j -0.000574946+1.56157e-17j 0.000506312-1.18519e-17j 0.000472902+2.9626e-18j 0.000210067-1.20394e-18j -5.03726e-05-2.66138e-18j -0.000203369+2.91183e-17j 0.000643935-1.00738e-16j 0.000251229+7.21552e-17j 0.000220073+1.79525e-16j 0.00064264+1.0814e-16j 0.000172466-3.54506e-17j -0.00039905-1.04139e-16j 0.000383983+8.57039e-17j 0.000655155-1.84622e-17j -0.000308419+3.60232e-16j 6.77117e-05-2.89837e-17j 0.000315993-2.73951e-16j 0.000141667-9.48948e-18j -0.000669228+1.3018e-16j -0.00037048+1.3242e-16j 0.000163514-9.93333e-18j 0.000290922-1.58229e-17j 0.000143199-4.20735e-17j 7.39418e-05-7.9753e-17j -0.000108423+3.22158e-16j 0.000563466+1.04097e-17j 0.00035163+6.09188e-17j 0.000185706-4.94545e-17j -0.000373396-1.1367e-16j -0.000704047+9.33304e-17j -0.000319794+7.93018e-17j -0.000118285+7.47712e-17j 0.000392045-5.10376e-17j -0.000506308-1.23909e-17j -0.0001576+8.63142e-17j -4.27423e-05+2.86748e-17j 1.08686e-05-2.99011e-17j 0.00019112+2.64351e-18j -0.000260158+7.54232e-17j 0.000560165+5.42196e-18j 0.000185284-7.37536e-17j -0.00045755+1.07501e-16j 0.000336288+1.96566e-16j -9.35267e-05-2.75207e-17j -0.000344297+2.89353e-17j -0.000521406-6.26541e-18j -0.000135111-1.35861e-17j -0.000434181-4.82184e-17j 7.21431e-05-4.0219e-18j -0.000620933+1.16914e-16j -0.000154093-2.48358e-16j 0.000103947-4.75238e-17j 0.000459006+6.25109e-18j 0.000247713-2.84224e-18j 0.000150797+6.82252e-18j -0.000255846-4.46752e-18j -0.000422511+1.05224e-17j -0.000465948-3.94898e-18j 0.000490091+7.03031e-17j 0.000147842-1.12201e-17j 0.000178276-1.74661e-18j 0.000300906-1.26385e-17j 0.000537349-3.93792e-17j 0.000255183+7.39998e-18j -0.00028832+6.73927e-18j -0.000496418+6.51759e-18j 0.000122805+6.17e-16j -0.000346647-2.75233e-15j 
-0.000295772+2.55321e-15j -0.000104049+5.62358e-16j -0.000433239-4.81165e-18j 0.00024933+5.03411e-18j 0.000228307-1.00809e-18j 0.000477811+5.10812e-17j 0.000264247+8.06098e-18j 0.000151321-2.5572e-18j 0.000138799+1.16971e-18j 0.000470448-1.27775e-17j -0.000414289+9.6978e-18j -0.000386951-2.42414e-18j -0.000171887+9.85125e-19j 4.12172e-05+2.17766e-18j 0.000166406-2.3826e-17j -0.000526898+8.24284e-17j -0.000205567-5.90408e-17j -0.000180074-1.46896e-16j -0.000525838-8.84852e-17j -0.00014112+2.90073e-17j 0.000326522+8.52113e-17j -0.000314193-7.0127e-17j -0.000536079+1.51066e-17j 0.000252363-2.94759e-16j -5.54049e-05+2.37158e-17j -0.00025856+2.24159e-16j -0.000115919+7.76474e-18j 0.000547594-1.06519e-16j 0.000303144-1.08353e-16j -0.000133795+8.12792e-18j -0.000238046+1.29471e-17j -0.000117172+3.44265e-17j -6.05027e-05+6.52577e-17j 8.87171e-05-2.63605e-16j -0.000461054-8.51767e-18j -0.00028772-4.98466e-17j -0.000151954+4.0466e-17j 0.00030553+9.30106e-17j 0.000576084-7.63673e-17j 0.000261671-6.48885e-17j 9.67861e-05-6.11813e-17j -0.00032079+4.17614e-17j 0.000414285+1.01388e-17j 0.000128956-7.06263e-17j 3.49738e-05-2.34631e-17j -8.89324e-06+2.44665e-17j -0.000156384-2.16304e-18j 0.000212874-6.17148e-17j -0.000458353-4.4365e-18j -0.000151608+6.03487e-17j 0.000374389-8.79627e-17j -0.000275167-1.60839e-16j 7.65279e-05+2.25187e-17j 0.00028172-2.36762e-17j 0.000426639+5.12665e-18j 0.000110554+1.11168e-17j 0.000355268+3.94545e-17j -5.90309e-05+3.29091e-18j 0.000508077-9.56647e-17j 0.000126086+2.03218e-16j -8.50543e-05+3.88862e-17j -0.000375581-5.11494e-18j -0.00020269+2.32566e-18j -0.000123389-5.58251e-18j 0.000209345+3.65553e-18j 0.000345718-8.60993e-18j 0.00038126+3.23125e-18j -0.000401015-5.75253e-17j -0.000120971+9.18078e-18j -0.000145874+1.42916e-18j -0.000246216+1.03414e-17j -0.000439684+3.22219e-17j -0.000208803-6.05502e-18j 0.000235917-5.51439e-18j 0.000406192-5.333e-18j -0.000100485-5.04859e-16j 0.000283643+2.25208e-15j 
9.49975e-05-8.20053e-16j 3.34189e-05-1.80621e-16j 0.00013915+1.54543e-18j -8.0081e-05-1.61688e-18j -7.33287e-05+3.23783e-19j -0.000153466-1.64065e-17j -8.48722e-05-2.58907e-18j -4.8602e-05+8.21333e-19j -4.45802e-05-3.75695e-19j -0.000151101+4.10394e-18j 0.000133063-3.11479e-18j 0.000124283+7.78597e-19j 5.52074e-05-3.16407e-19j -1.32384e-05-6.99433e-19j -5.34471e-05+7.65254e-18j 0.000169232-2.64748e-17j 6.60252e-05+1.8963e-17j 5.7837e-05+4.71807e-17j 0.000168891+2.84201e-17j 4.53256e-05-9.31672e-18j -0.000104874-2.73686e-17j 0.000100914+2.25237e-17j 0.00017218-4.85202e-18j -8.10552e-05+9.46721e-17j 1.77952e-05-7.61716e-18j 8.30456e-05-7.19966e-17j 3.72313e-05-2.49392e-18j -0.000175879+3.42124e-17j -9.73653e-05+3.48012e-17j 4.2973e-05-2.61057e-18j 7.64568e-05-4.1584e-18j 3.7634e-05-1.10573e-17j 1.94325e-05-2.09598e-17j -2.84946e-05+8.46661e-17j 0.000148084+2.73575e-18j 9.24113e-05+1.601e-17j 4.88053e-05-1.29971e-17j -9.81317e-05-2.98736e-17j -0.00018503+2.4528e-17j -8.40448e-05+2.08412e-17j -3.10862e-05+1.96505e-17j 0.000103033-1.34131e-17j -0.000133062-3.25644e-18j -4.14188e-05+2.26841e-17j -1.1233e-05+7.53599e-18j 2.85638e-06-7.85828e-18j 5.02281e-05+6.94736e-19j -6.83718e-05+1.98219e-17j 0.000147216+1.42494e-18j 4.86943e-05-1.93831e-17j -0.000120248+2.82523e-17j 8.83795e-05+5.16592e-17j -2.45796e-05-7.23268e-18j -9.04843e-05+7.60445e-18j -0.00013703-1.6466e-18j -3.55083e-05-3.57054e-18j -0.000114107-1.26722e-17j 1.89598e-05-1.05699e-18j -0.000163187+3.07261e-17j -4.0497e-05-6.52707e-17j 2.73182e-05-1.24897e-17j 0.000120631+1.64284e-18j 6.5101e-05-7.46966e-19j 3.96308e-05+1.79302e-18j -6.72385e-05-1.1741e-18j -0.00011104+2.76538e-18j -0.000122455-1.03783e-18j 0.0001288+1.84763e-17j 3.88542e-05-2.94873e-18j 4.68526e-05-4.59026e-19j 7.90808e-05-3.3215e-18j 0.00014122-1.03492e-17j 6.70643e-05+1.94478e-18j -7.5773e-05+1.77114e-18j -0.000130463+1.71288e-18j 3.22742e-05+1.62153e-16j -9.11017e-05-7.23335e-16j 
-0.000109521+9.45424e-16j -3.8528e-05+2.08234e-16j -0.000160424-1.7817e-18j 9.23239e-05+1.86407e-18j 8.45393e-05-3.73284e-19j 0.000176928+1.89148e-17j 9.78476e-05+2.98489e-18j 5.60324e-05-9.469e-19j 5.13957e-05+4.33132e-19j 0.000174201-4.73136e-18j -0.000153406+3.59098e-18j -0.000143283-8.97631e-19j -6.36476e-05+3.6478e-19j 1.52623e-05+8.06363e-19j 6.16181e-05-8.82248e-18j -0.000195104+3.05223e-17j -7.61192e-05-2.18621e-17j -6.66792e-05-5.43938e-17j -0.000194712-3.2765e-17j -5.2255e-05+1.07411e-17j 0.000120907+3.15527e-17j -0.000116342-2.59672e-17j -0.000198504+5.5938e-18j 9.34471e-05-1.09146e-16j -2.05158e-05+8.78168e-18j -9.57418e-05+8.30036e-17j -4.29233e-05+2.87519e-18j 0.000202768-3.94428e-17j 0.000112251-4.01217e-17j -4.95428e-05+3.00967e-18j -8.81457e-05+4.79415e-18j -4.33876e-05+1.27477e-17j -2.24034e-05+2.41642e-17j 3.28509e-05-9.76099e-17j -0.000170723-3.15399e-18j -0.000106539-1.84576e-17j -5.62667e-05+1.49841e-17j 0.000113134+3.44407e-17j 0.000213317-2.82779e-17j 9.68937e-05-2.40274e-17j 3.58387e-05-2.26547e-17j -0.000118785+1.54638e-17j 0.000153405+3.75429e-18j 4.77509e-05-2.61521e-17j 1.29504e-05-8.6881e-18j -3.29306e-06+9.05966e-18j -5.79071e-05-8.00949e-19j 7.88246e-05-2.28523e-17j -0.000169723-1.64278e-18j -5.61388e-05+2.23464e-17j 0.000138632-3.25715e-17j -0.000101891-5.95569e-17j 2.83374e-05+8.33842e-18j 0.000104318-8.76703e-18j 0.000157979+1.89834e-18j 4.09369e-05+4.11641e-18j 0.000131551+1.46096e-17j -2.18584e-05+1.21858e-18j 0.000188135-3.54235e-17j 4.66882e-05+7.52494e-17j -3.14946e-05+1.43991e-17j -0.000139073-1.894e-18j -7.50538e-05+8.61164e-19j -4.56896e-05-2.06714e-18j 7.7518e-05+1.3536e-18j 0.000128015-3.18816e-18j 0.000141176+1.19649e-18j -0.000148491-2.1301e-17j -4.47943e-05+3.39954e-18j -5.40155e-05+5.29202e-19j -9.11708e-05+3.82929e-18j -0.00016281+1.19314e-17j -7.73172e-05-2.2421e-18j 8.73573e-05-2.04191e-18j 0.000150408-1.97475e-18j -3.72083e-05-1.86943e-16j 0.00010503+8.3392e-16j 
7.87513e-05-6.7981e-16j 2.77037e-05-1.49732e-16j 0.000115353+1.28114e-18j -6.63857e-05-1.34037e-18j -6.07882e-05+2.68411e-19j -0.00012722-1.36007e-17j -7.03576e-05-2.14629e-18j -4.02902e-05+6.80871e-19j -3.69562e-05-3.11444e-19j -0.00012526+3.4021e-18j 0.000110307-2.5821e-18j 0.000103028+6.45444e-19j 4.5766e-05-2.62296e-19j -1.09744e-05-5.79818e-19j -4.43067e-05+6.34383e-18j 0.00014029-2.19471e-17j 5.47337e-05+1.572e-17j 4.79459e-05+3.9112e-17j 0.000140008+2.35598e-17j 3.75741e-05-7.7234e-18j -8.69386e-05-2.26881e-17j 8.3656e-05+1.86718e-17j 0.000142735-4.02224e-18j -6.71934e-05+7.84816e-17j 1.47519e-05-6.31449e-18j 6.88434e-05-5.96839e-17j 3.08641e-05-2.06742e-18j -0.000145801+2.83615e-17j -8.07141e-05+2.88496e-17j 3.56239e-05-2.16411e-18j 6.33814e-05-3.44725e-18j 3.11979e-05-9.16629e-18j 1.61092e-05-1.73753e-17j -2.36215e-05+7.01867e-17j 0.000122759+2.26789e-18j 7.66074e-05+1.3272e-17j 4.04587e-05-1.07744e-17j -8.13495e-05-2.47647e-17j -0.000153386+2.03333e-17j -6.96717e-05+1.7277e-17j -2.577e-05+1.62899e-17j 8.54125e-05-1.11193e-17j -0.000110306-2.69954e-18j -3.43355e-05+1.88047e-17j -9.312e-06+6.2472e-18j 2.36789e-06-6.51438e-18j 4.16382e-05+5.75925e-19j -5.66791e-05+1.6432e-17j 0.00012204+1.18125e-18j 4.03667e-05-1.60683e-17j -9.96836e-05+2.34207e-17j 7.3265e-05+4.28246e-17j -2.03761e-05-5.99576e-18j -7.50099e-05+6.30396e-18j -0.000113596-1.36501e-18j -2.94358e-05-2.95991e-18j -9.45924e-05-1.0505e-17j 1.57174e-05-8.76226e-19j -0.000135279+2.54714e-17j -3.35713e-05-5.41083e-17j 2.26463e-05-1.03537e-17j 0.000100001+1.36189e-18j 5.39676e-05-6.19222e-19j 3.28532e-05+1.48638e-18j -5.57396e-05-9.7331e-19j -9.20499e-05+2.29245e-18j -0.000101513-8.60341e-19j 0.000106773+1.53165e-17j 3.22095e-05-2.44445e-18j 3.884e-05-3.80524e-19j 6.55566e-05-2.75346e-18j 0.000117069-8.57931e-18j 5.55951e-05+1.61219e-18j -6.28145e-05+1.46824e-18j -0.000108151+1.41995e-18j 2.67547e-05+1.34422e-16j -7.55218e-05-5.99633e-16j 
-0.000453722+3.91669e-15j -0.000159613+8.62671e-16j -0.0006646-7.3812e-18j 0.000382478+7.72246e-18j 0.000350228-1.54643e-18j 0.000732974+7.83598e-17j 0.000405362+1.23658e-17j 0.00023213-3.9228e-18j 0.000212922+1.79437e-18j 0.000721679-1.9601e-17j -0.000635529+1.48767e-17j -0.000593593-3.71869e-18j -0.000263678+1.51121e-18j 6.32283e-05+3.34059e-18j 0.000255271-3.65496e-17j -0.000808275+1.26447e-16j -0.000315346-9.05701e-17j -0.000276238-2.25342e-16j -0.000806649-1.35739e-16j -0.000216481+4.4498e-17j 0.000500892+1.30716e-16j -0.00048198-1.07577e-16j -0.000822359+2.31739e-17j 0.000387131-4.52168e-16j -8.49925e-05+3.63806e-17j -0.000396638+3.43866e-16j -0.000177822+1.19113e-17j 0.000840023-1.63403e-16j 0.00046503-1.66216e-16j -0.000205245+1.24684e-17j -0.000365169+1.98611e-17j -0.000179745+5.28111e-17j -9.28126e-05+1.00107e-16j 0.000136094-4.04377e-16j -0.000707269-1.30663e-17j -0.00044137-7.6466e-17j -0.000233101+6.20759e-17j 0.000468691+1.42681e-16j 0.000883728-1.17149e-16j 0.00040141-9.95406e-17j 0.000148472-9.38537e-17j -0.0004921+6.4063e-17j 0.000635523+1.55532e-17j 0.000197822-1.08343e-16j 5.36506e-05-3.5993e-17j -1.36425e-05+3.75323e-17j -0.000239897-3.31816e-18j 0.000326554-9.46721e-17j -0.000703126-6.80571e-18j -0.000232571+9.25765e-17j 0.000574322-1.34937e-16j -0.000422113-2.46732e-16j 0.000117396+3.45443e-17j 0.000432166-3.63199e-17j 0.000654475+7.86441e-18j 0.000169593+1.70534e-17j 0.000544989+6.05243e-17j -9.05549e-05+5.04833e-18j 0.000779403-1.46752e-16j 0.000193419+3.11742e-16j -0.000130475+5.96525e-17j -0.00057615-7.84644e-18j -0.000310932+3.56762e-18j -0.000189282-8.56371e-18j 0.000321141+5.60768e-18j 0.000530341-1.32078e-17j 0.000584863+4.95681e-18j -0.000615168-8.82453e-17j -0.000185573+1.40836e-17j -0.000223775+2.19237e-18j -0.000377701+1.58639e-17j -0.000674487+4.94293e-17j -0.000320309-9.28855e-18j 0.000361903-8.45922e-18j 0.000623109-8.18096e-18j -0.000154146-7.74466e-16j 0.000435115+3.45475e-15j 
