-0.0415727-0j -0.00600051-0j -0.0341882-0j -0.00604367-0j -0.00050364-0j -0.0208702-0j -0.0210865-0j -0.00347837-0j -0.00213006-0j -0.00351442-0j -0.00215213-0j -0.000434797-0j -0.000439302-0j -2.56206e-05-0j -2.58861e-05-0j -0.0151937-0j -0.0188012-0j -0.0109674-0j -0.00245187-0j -0.00200194-0j -0.00303403-0j -0.000288955-0j -0.00176985-0j -0.00247727-0j -0.000250243-0j -0.00144508-0j -0.000357564-0j -2.94914e-05-0j -0.000309659-0j -0.000208579-0j -1.34609e-06-0j -0.000180635-0j -3.64937e-05-0j -1.6657e-06-0j -2.1288e-05-0j -9.71659e-07-0j -0.011974-0j -0.0139696-0j -0.00855461-0j -0.00189325-0j -0.0122234-0j -0.0050419-0j -0.00149675-0j -0.00220879-0j -0.00099783-0j -0.000216037-0j -0.0013526-0j -0.00193269-0j -0.0017462-0j -0.000249458-0j -0.000797195-0j -0.00116414-0j -0.00106933-0j -8.81966e-05-0j -0.000252043-0j -2.07881e-05-0j -0.000712884-0j -0.000154344-0j -0.00152793-0j -2.20491e-05-0j -0.000291034-0j -0.00101862-0j -0.000630238-0j -0.000220537-0j -1.83743e-06-0j -0.000102896-0j -0.000178221-0j -2.42528e-05-0j -0.000420159-0j -9.0967e-05-0j -6.84769e-08-0j -6.30107e-05-0j -2.5724e-05-0j -0.000254655-0j -1.48518e-05-0j -9.0034e-05-0j -1.57527e-05-0j -2.14367e-06-0j -2.12212e-05-0j -0.00010504-0j -2.25085e-05-0j -3.71371e-05-0j -1.31272e-06-0j -7.98897e-08-0j -8.75331e-06-0j -1.87571e-06-0j -9.28428e-06-0j -4.89223e-08-0j -7.7369e-07-0j -6.99035e-08-0j -2.88337e-08-0j 
-0.349105-0j 0.000527053-0j 0.00300291-0j -0.0507514-0j 4.4237e-05-0j 0.00183313-0j 0.00185213-0j 0.000305522-0j -0.0359612-0j 0.000308688-0j -0.0363339-0j -0.00365118-0j -0.00368902-0j 2.25038e-06-0j 2.2737e-06-0j 0.00133453-0j 0.0016514-0j 0.000963315-0j 0.000215359-0j -0.0168112-0j 0.000266493-0j 2.53803e-05-0j 0.000155454-0j -0.0208028-0j -0.00422478-0j -0.012135-0j 3.14065e-05-0j -0.000247652-0j -0.00522789-0j 1.83205e-05-0j 1.18233e-07-0j -0.0030496-0j -0.000306454-0j 1.46306e-07-0j -0.000178765-0j 8.53454e-08-0j 0.00105173-0j 0.00122702-0j 0.000751392-0j 0.000166293-0j 0.00107364-0j 0.000442854-0j -0.0125688-0j 0.000194009-0j 8.76442e-05-0j 1.89755e-05-0j 0.000118806-0j 0.000169758-0j -0.0146636-0j -0.00209481-0j 7.00214e-05-0j 0.000102252-0j -0.00897961-0j -0.00223737-0j 2.21381e-05-0j 1.82592e-06-0j 6.2616e-05-0j 1.35568e-05-0j -0.0128307-0j -0.00037225-0j -0.00244394-0j 8.94701e-05-0j -0.00529239-0j 1.93708e-05-0j -1.54297e-05-0j -0.00261027-0j -0.0014966-0j 2.13024e-06-0j 3.69045e-05-0j 7.99006e-06-0j 6.01465e-09-0j -0.00159846-0j -0.000434291-0j -0.00213845-0j 1.3045e-06-0j -0.00228398-0j -0.000265948-0j -1.80013e-05-0j 1.86396e-06-0j -0.000882065-0j -0.000380005-0j -0.000942095-0j -1.10235e-05-0j 7.01709e-09-0j 7.68844e-07-0j -1.57512e-05-0j -0.000156744-0j 4.29708e-09-0j -6.49702e-06-0j 6.13996e-09-0j 2.5326e-09-0j 
-0.000527053-0j -0.33818-0j -0.000433433-0j 0.00730212-0j -0.0869852-0j -0.00026459-0j -0.000267332-0j 0.00420266-0j -2.70046e-05-0j 0.00424621-0j -2.72844e-05-0j -0.0245045-0j -0.0247585-0j -0.00891228-0j -0.00900464-0j -0.000192623-0j -0.000238359-0j -0.000139043-0j 0.00296241-0j -2.53803e-05-0j 0.00366579-0j -0.0162851-0j 0.00213838-0j -3.14065e-05-0j 0.000302349-0j -1.83205e-05-0j -0.0201518-0j -0.00509355-0j 0.000374138-0j -0.0117552-0j -0.000783136-0j 0.000218247-0j -0.00630294-0j -0.000969082-0j -0.00367672-0j -0.000565298-0j -0.000151804-0j -0.000177105-0j -0.000108454-0j 0.00228747-0j -0.000154967-0j -6.39205e-05-0j -1.89755e-05-0j 0.00266872-0j -1.26503e-05-0j -0.0121755-0j 0.00163425-0j 0.00233513-0j -2.21381e-05-0j 0.000301401-0j 0.000963191-0j -1.47587e-05-0j -1.35568e-05-0j -1.11814e-06-0j -0.0142048-0j -0.00359039-0j -9.03784e-06-0j -0.00869862-0j -1.93708e-05-0j -0.00124266-0j 0.000351635-0j -1.29139e-05-0j -7.99006e-06-0j -0.0124292-0j -0.00063916-0j -1.3045e-06-0j 0.000215331-0j -0.00418878-0j -5.32671e-06-0j -0.00512678-0j -5.98833e-05-0j -7.9884e-07-0j -0.00144977-0j 0.00030768-0j -0.0025651-0j -1.14144e-06-0j -0.000887799-0j -0.000745686-0j -0.00366519-0j 0.000126912-0j -0.00126855-0j -4.70819e-07-0j -0.000456638-0j -6.98639e-05-0j -0.00151181-0j -0.000652476-0j -0.000523249-0j -4.27827e-05-0j -0.000269132-0j -6.11309e-05-0j -2.52152e-05-0j 
0.377076-0j -0.000569282-0j -5.61966e-05-0j 0.000949765-0j -8.27854e-07-0j -0.00198001-0j 0.00193121-0j -0.000330001-0j 0.0388426-0j 0.000321868-0j -0.0378852-0j 0.00394373-0j -0.00384652-0j -2.43069e-06-0j 2.37078e-06-0j -0.00144146-0j -3.09043e-05-0j 0.00202692-0j -0.000232614-0j 0.0181582-0j -4.98717e-06-0j -2.74139e-05-0j 0.000327092-0j 0.000389304-0j 0.00456328-0j -0.0255332-0j -5.87743e-07-0j 0.000267495-0j 9.78351e-05-0j 3.85482e-05-0j -1.27707e-07-0j -0.00641669-0j 5.73499e-06-0j -2.73799e-09-0j -0.00037614-0j 1.79576e-07-0j -0.001136-0j -2.29625e-05-0j -0.000811596-0j -0.000179617-0j 0.00111948-0j 0.00140186-0j 0.0135759-0j -3.63069e-06-0j -9.46665e-05-0j -2.04959e-05-0j -0.000128325-0j 0.000177005-0j 0.000274416-0j 0.00226265-0j 0.000221654-0j -1.91354e-06-0j 0.00969909-0j 0.00241664-0j -4.14294e-07-0j -1.97222e-06-0j -6.7633e-05-0j -1.4643e-05-0j -0.0133785-0j 0.000402076-0j 4.5736e-05-0j 9.329e-05-0j -0.0167531-0j 2.01979e-05-0j 1.6666e-05-0j 4.88487e-05-0j 0.00161652-0j -3.98654e-08-0j 0.000116822-0j 2.52927e-05-0j -6.49657e-09-0j 0.00172653-0j 8.12735e-06-0j -0.00222975-0j -1.40902e-06-0j -0.0023815-0j 0.000287257-0j 3.36878e-07-0j 1.94354e-06-0j -0.00279219-0j -0.000396229-0j -0.00298222-0j 1.19068e-05-0j -1.31318e-10-0j 2.43379e-06-0j -1.64237e-05-0j -0.000496175-0j -4.64137e-09-0j -2.05664e-05-0j 6.4021e-09-0j 8.01699e-09-0j 
0.000569282-0j 0.365277-0j 8.11128e-06-0j -0.000136652-0j 0.00162785-0j 0.00028579-0j -0.000278745-0j -0.00453939-0j 2.91683e-05-0j 0.0044275-0j -2.84493e-05-0j 0.0264679-0j -0.0258155-0j 0.00962636-0j -0.00938909-0j 0.000208057-0j 4.46066e-06-0j -0.00029256-0j -0.00319976-0j 2.74139e-05-0j -6.86018e-05-0j 0.0175899-0j 0.00449937-0j 5.87743e-07-0j -0.000326575-0j -3.85482e-05-0j 0.000377122-0j 0.00550166-0j -7.00164e-06-0j -0.0247342-0j 0.000845884-0j 0.000459215-0j 0.000117954-0j 1.81354e-05-0j -0.0077362-0j -0.00118945-0j 0.000163967-0j 3.31435e-06-0j 0.000117144-0j -0.00247075-0j -0.000161583-0j -0.000202341-0j 2.04959e-05-0j -4.99425e-05-0j 1.36639e-05-0j 0.0131511-0j -0.00176519-0j 0.00243483-0j 4.14294e-07-0j -0.00032555-0j 0.003049-0j 2.76196e-07-0j 1.4643e-05-0j 1.20773e-06-0j 0.000265829-0j 0.00387806-0j 9.76199e-06-0j 0.00939558-0j -2.01979e-05-0j 0.00134223-0j -6.58051e-06-0j -1.34653e-05-0j -2.52927e-05-0j -0.0129599-0j 0.000690372-0j 2.44125e-08-0j -0.000232584-0j 7.83891e-05-0j -1.68618e-05-0j -0.0162289-0j 6.46814e-05-0j 8.62846e-07-0j 2.71311e-05-0j 0.000320817-0j 0.00277062-0j -1.19017e-06-0j 0.000958932-0j 1.39548e-05-0j -0.00382167-0j 0.00040174-0j -0.00132271-0j -1.49038e-06-0j 0.000493225-0j 1.30744e-06-0j -0.00478566-0j -0.000680333-0j -0.00165635-0j 4.62106e-05-0j -0.000851943-0j -6.37409e-05-0j -7.98191e-05-0j 
0.287997-0j -0.000434797-0j -0.00247727-0j 0.0418678-0j -3.64937e-05-0j 0.00146921-0j -0.00152793-0j 0.000244868-0j -0.028822-0j -0.000254655-0j 0.0299739-0j -0.00292632-0j 0.00304328-0j 1.80362e-06-0j -1.87571e-06-0j -0.00110093-0j 0.00132355-0j -0.000794695-0j -0.000177662-0j 0.0138685-0j 0.000213587-0j -2.09377e-05-0j -0.000128243-0j -0.0166729-0j 0.00348526-0j 0.0100108-0j 2.51715e-05-0j 0.000204303-0j -0.00419002-0j -1.51136e-05-0j -9.75377e-08-0j 0.0025158-0j -0.000245615-0j 1.17261e-07-0j 0.000147473-0j -7.04064e-08-0j -0.000867633-0j -0.00101224-0j 0.00182431-0j -0.000137185-0j 0.000860495-0j -0.000365336-0j 0.0103688-0j -0.000160049-0j -7.23027e-05-0j -1.5654e-05-0j 0.000288448-0j 0.000136056-0j 0.0120969-0j 0.00172813-0j -5.77647e-05-0j -8.43532e-05-0j -0.0218016-0j 0.00184574-0j -1.8263e-05-0j -1.50631e-06-0j 0.000152026-0j 3.29145e-05-0j -0.0102835-0j 0.00030709-0j 0.00201615-0j 7.17079e-05-0j 0.004366-0j 1.55252e-05-0j 1.27289e-05-0j 0.00215336-0j -0.00363361-0j -1.75736e-06-0j -3.04447e-05-0j -6.59147e-06-0j -4.96183e-09-0j -0.0038809-0j 0.000358272-0j -0.00171391-0j 3.1672e-06-0j -0.00183055-0j -0.000645696-0j 1.48503e-05-0j 1.49391e-06-0j 0.000727667-0j -0.000304564-0j 0.000777189-0j -2.6764e-05-0j -5.78881e-09-0j -6.34264e-07-0j -1.26241e-05-0j 0.000129307-0j 1.04329e-08-0j 5.35977e-06-0j 4.92101e-09-0j -2.08929e-09-0j 
-0.290981-0j 0.000439302-0j -0.00241622-0j 0.0408359-0j -3.55942e-05-0j 0.00152793-0j -0.00154283-0j 0.000254655-0j -0.0299739-0j -0.000257139-0j 0.0302664-0j -0.00304328-0j 0.00307298-0j 1.87571e-06-0j -1.89401e-06-0j 0.00111234-0j -0.00132875-0j 0.000720907-0j 0.000179503-0j -0.0140122-0j -0.000214427-0j 2.11547e-05-0j 0.000116336-0j 0.0167384-0j -0.00352138-0j -0.00908133-0j -2.52705e-05-0j -0.00020642-0j 0.00420649-0j 1.37103e-05-0j 9.85484e-08-0j -0.00228221-0j 0.00024658-0j -1.17722e-07-0j -0.000133781-0j 6.38692e-08-0j 0.000876624-0j -0.000987289-0j 0.000626291-0j 0.000138606-0j -0.00089435-0j 0.00174461-0j -0.0104762-0j -0.000156104-0j 7.3052e-05-0j 1.58162e-05-0j 9.90252e-05-0j -0.000141409-0j 0.0117987-0j -0.00174604-0j 0.000275848-0j -8.22741e-05-0j -0.00748457-0j -0.00186486-0j -1.78129e-05-0j 1.52192e-06-0j 5.21909e-05-0j 1.12997e-05-0j 0.010688-0j -0.000310273-0j 0.00196646-0j -7.45292e-05-0j -0.0208493-0j -1.6136e-05-0j -1.28608e-05-0j 0.00210028-0j -0.00124743-0j -1.71404e-06-0j 0.000145385-0j 3.14767e-05-0j 5.01325e-09-0j -0.00133232-0j 0.000349441-0j 0.00178134-0j 1.08731e-06-0j 0.00190257-0j -0.00022167-0j 1.44843e-05-0j -1.55269e-06-0j -0.00347488-0j 0.000316547-0j -0.00371136-0j -9.18818e-06-0j -5.64613e-09-0j 3.02884e-06-0j 1.31208e-05-0j -0.00061749-0j 3.58164e-09-0j -2.55949e-05-0j -5.11462e-09-0j 9.97713e-09-0j 
0.000434797-0j 0.278985-0j 0.000357564-0j -0.00602394-0j 0.0717591-0j -0.000212062-0j 0.000220537-0j 0.00336832-0j -2.16434e-05-0j -0.00350294-0j 2.25085e-05-0j -0.0196397-0j 0.0204247-0j -0.00714295-0j 0.00742845-0j 0.000158906-0j -0.000191038-0j 0.000114704-0j -0.00244386-0j 2.09377e-05-0j 0.00293803-0j 0.0134345-0j -0.00176407-0j -2.51715e-05-0j -0.000249426-0j 1.51136e-05-0j -0.0161511-0j 0.00420196-0j 0.000299862-0j 0.00969756-0j 0.000646054-0j -0.000180045-0j -0.00505164-0j -0.000776693-0j 0.00303314-0j 0.000466347-0j 0.000125232-0j 0.000146104-0j -0.000263316-0j -0.00188707-0j -0.000124202-0j 5.27317e-05-0j 1.5654e-05-0j -0.00220158-0j 1.0436e-05-0j 0.0100443-0j 0.0039678-0j 0.00187154-0j 1.8263e-05-0j -0.000248643-0j -0.000794592-0j 1.21753e-05-0j -3.29145e-05-0j 9.22421e-07-0j 0.0117183-0j 0.00296192-0j -2.1943e-05-0j -0.0211194-0j -1.55252e-05-0j 0.00102514-0j -0.000290084-0j -1.03501e-05-0j 6.59147e-06-0j -0.00996166-0j 0.00052728-0j 1.07616e-06-0j 0.000522804-0j 0.00345557-0j 4.39431e-06-0j 0.00422937-0j 4.94012e-05-0j -1.93951e-06-0j 0.001196-0j 0.000246597-0j -0.00622781-0j -9.14832e-07-0j -0.00215549-0j 0.00061516-0j -0.00293755-0j -0.000104697-0j -0.00101671-0j 3.88406e-07-0j -0.00110867-0j 5.76348e-05-0j 0.00124718-0j -0.000522942-0j 0.000431659-0j -0.000103872-0j 0.000222023-0j -4.89948e-05-0j 2.08015e-05-0j 
-0.000439302-0j -0.281876-0j 0.000348751-0j -0.00587547-0j 0.0699904-0j -0.000220537-0j 0.000222689-0j 0.00350294-0j -2.25085e-05-0j -0.00353712-0j 2.27281e-05-0j -0.0204247-0j 0.020624-0j -0.00742845-0j 0.00750092-0j -0.000160553-0j 0.000191789-0j -0.000104054-0j 0.00246919-0j -2.11547e-05-0j -0.00294959-0j -0.0135738-0j 0.00160028-0j 2.52705e-05-0j 0.00025201-0j -1.37103e-05-0j 0.0162146-0j -0.00424551-0j -0.000301041-0j -0.00879715-0j -0.000652749-0j 0.000163328-0j 0.0050715-0j 0.000779747-0j -0.00275151-0j -0.000423047-0j -0.00012653-0j 0.000142503-0j -9.03973e-05-0j 0.00190662-0j 0.000129088-0j -0.000251813-0j -1.58162e-05-0j -0.00214732-0j -1.05442e-05-0j -0.0101484-0j 0.00136216-0j -0.00194518-0j 1.78129e-05-0j 0.00025122-0j 0.00379447-0j 1.18752e-05-0j -1.12997e-05-0j -9.3198e-07-0j 0.0114295-0j -0.00299261-0j -7.5331e-06-0j -0.00725036-0j 1.6136e-05-0j -0.00103577-0j -0.000282934-0j 1.07574e-05-0j -3.14767e-05-0j 0.0103536-0j -0.000532744-0j 1.04963e-06-0j 0.00017948-0j 0.0033704-0j -2.09845e-05-0j -0.0201968-0j -4.99132e-05-0j -6.65839e-07-0j 0.00116652-0j -0.0002563-0j -0.00213802-0j 9.50825e-07-0j -0.000739986-0j 0.000599998-0j 0.00305312-0j 0.000499965-0j 0.00105671-0j -1.85478e-06-0j -0.000380611-0j 5.62142e-05-0j -0.00595575-0j 0.000543516-0j -0.00206133-0j -3.56597e-05-0j -0.00106024-0j 5.09224e-05-0j -9.93347e-05-0j 
0.257592-0j -0.000388894-0j -0.00221574-0j 0.0374477-0j -3.2641e-05-0j -0.0013526-0j -0.00136662-0j -0.000225434-0j 0.0265345-0j -0.00022777-0j 0.0268095-0j 0.00269408-0j 0.002722-0j -1.66048e-06-0j -1.67768e-06-0j 0.00193652-0j -0.00121851-0j -0.000710796-0j 0.000312505-0j -0.0243945-0j -0.000196636-0j 3.6829e-05-0j -0.000114704-0j 0.0153496-0j -0.00613052-0j 0.00895396-0j -2.31738e-05-0j -0.000359365-0j 0.00385748-0j -1.3518e-05-0j 1.71567e-07-0j 0.0022502-0j 0.000226122-0j -1.07954e-07-0j 0.000131904-0j -6.29734e-08-0j -0.000776034-0j 0.00178051-0j -0.000554426-0j -0.000122702-0j -0.000792202-0j -0.000326767-0j 0.00927411-0j 0.000281524-0j -6.46695e-05-0j -1.40014e-05-0j -8.76624e-05-0j -0.000125258-0j -0.0212782-0j 0.00154568-0j -5.16663e-05-0j 0.000148376-0j 0.00662574-0j 0.00165088-0j 3.21243e-05-0j -1.34728e-06-0j -4.62022e-05-0j -1.00031e-05-0j 0.00946732-0j 0.00027467-0j -0.00354637-0j -6.60168e-05-0j 0.00390507-0j -1.42931e-05-0j 1.1385e-05-0j -0.00378773-0j 0.00110429-0j 3.09116e-06-0j -2.72305e-05-0j -5.89559e-06-0j -4.438e-09-0j 0.00117944-0j -0.000630195-0j 0.00157789-0j -9.62545e-07-0j 0.00168527-0j 0.000196234-0j -2.61215e-05-0j -1.37535e-06-0j 0.000650845-0j 0.000280392-0j 0.000695139-0j 8.13387e-06-0j 1.01824e-08-0j -5.67303e-07-0j 1.16222e-05-0j 0.000115656-0j -3.17066e-09-0j 4.79392e-06-0j -4.53046e-09-0j -1.86872e-09-0j 
0.176361-0j -0.000266257-0j -0.00151701-0j 0.0256387-0j -2.23477e-05-0j -0.000926064-0j -0.000935661-0j -0.000154344-0j 0.0181669-0j -0.000155943-0j 0.0183552-0j 0.00184451-0j 0.00186362-0j -1.13685e-06-0j -1.14863e-06-0j -0.00067418-0j -0.000834255-0j -0.000486649-0j -0.000108795-0j 0.0084927-0j -0.000134627-0j -1.28217e-05-0j -7.85327e-05-0j 0.0105092-0j 0.00213428-0j 0.00613035-0j -1.5866e-05-0j 0.000125109-0j 0.00264104-0j -9.25516e-06-0j -5.97294e-08-0j 0.0015406-0j 0.000154815-0j -7.39113e-08-0j 9.03087e-05-0j -4.31149e-08-0j 0.00368511-0j -0.000619867-0j -0.000379589-0j 0.000582667-0j -0.000542384-0j -0.000223722-0j -0.0440394-0j -9.80096e-05-0j 0.000307092-0j 6.64875e-05-0j -6.00184e-05-0j -8.57584e-05-0j 0.0074078-0j -0.0073399-0j -3.53735e-05-0j -5.16556e-05-0j 0.00453633-0j -0.00783943-0j -1.11838e-05-0j 6.39776e-06-0j -3.16325e-05-0j -6.84863e-06-0j 0.00648183-0j -0.00130431-0j 0.00123463-0j -4.51986e-05-0j 0.00267362-0j -9.78579e-06-0j -5.40635e-05-0j 0.00131866-0j 0.000756056-0j -1.07616e-06-0j -1.86435e-05-0j -4.03643e-06-0j 2.10745e-08-0j 0.00080751-0j 0.000219396-0j 0.0010803-0j -6.59009e-07-0j 0.00115383-0j 0.000134352-0j 9.09394e-06-0j -9.41638e-07-0j 0.000445603-0j 0.000191971-0j 0.000475929-0j 5.56888e-06-0j -3.54491e-09-0j -3.88406e-07-0j 7.9572e-06-0j 7.91842e-05-0j -2.1708e-09-0j 3.28218e-06-0j -3.10179e-09-0j -1.27942e-09-0j 
0.000388894-0j 0.249531-0j 0.000319815-0j -0.00538798-0j 0.0641833-0j 0.000195231-0j 0.000197255-0j -0.00310099-0j 1.99257e-05-0j -0.00313313-0j 2.01322e-05-0j 0.018081-0j 0.0182684-0j 0.00657606-0j 0.00664421-0j -0.000279513-0j 0.000175877-0j 0.000102595-0j 0.00429871-0j -3.6829e-05-0j -0.00270486-0j -0.0236311-0j -0.00157783-0j 2.31738e-05-0j 0.000438735-0j 1.3518e-05-0j 0.0148693-0j -0.00739119-0j -0.000276063-0j 0.00867376-0j -0.0011364-0j -0.000161037-0j 0.00465072-0j 0.000715051-0j 0.00271292-0j 0.000417113-0j 0.000112011-0j -0.000256995-0j 8.00245e-05-0j -0.00168785-0j 0.000114344-0j 4.71647e-05-0j 1.40014e-05-0j 0.00387254-0j 9.33424e-06-0j 0.00898389-0j -0.00120586-0j -0.00172301-0j -3.21243e-05-0j -0.000222393-0j -0.000710705-0j -2.14162e-05-0j 1.00031e-05-0j 8.25038e-07-0j -0.0206124-0j 0.00264922-0j 6.66871e-06-0j 0.0064184-0j 1.42931e-05-0j 0.000916915-0j 0.000510252-0j 9.52871e-06-0j 5.89559e-06-0j 0.00917106-0j 0.000471614-0j -1.89294e-06-0j -0.000158885-0j -0.00607829-0j 3.93039e-06-0j 0.00378287-0j 4.41858e-05-0j 5.89436e-07-0j -0.00210374-0j -0.000227026-0j 0.00189269-0j 8.42227e-07-0j 0.000655075-0j -0.00108206-0j 0.00270441-0j -9.36436e-05-0j 0.000936017-0j 3.47401e-07-0j 0.000336937-0j -0.000101379-0j 0.00111551-0j 0.000481439-0j 0.000386087-0j 3.15679e-05-0j 0.000198583-0j 4.51063e-05-0j 1.86054e-05-0j 
0.000266257-0j 0.170842-0j 0.000218962-0j -0.0036889-0j 0.0439433-0j 0.000133666-0j 0.000135051-0j -0.00212311-0j 1.36422e-05-0j -0.00214511-0j 1.37836e-05-0j 0.0123792-0j 0.0125075-0j 0.00450232-0j 0.00454898-0j 9.73095e-05-0j 0.000120414-0j 7.02417e-05-0j -0.00149655-0j 1.28217e-05-0j -0.00185189-0j 0.00822694-0j -0.00108027-0j 1.5866e-05-0j -0.000152741-0j 9.25516e-06-0j 0.0101803-0j 0.00257317-0j -0.000189008-0j 0.00593852-0j 0.000395626-0j -0.000110255-0j 0.00318413-0j 0.000489562-0j 0.00185741-0j 0.000285578-0j -0.0005319-0j 8.94701e-05-0j 5.4789e-05-0j 0.00801497-0j 7.82863e-05-0j 3.22915e-05-0j -6.64875e-05-0j -0.00134819-0j -4.4325e-05-0j -0.0426613-0j -0.000825593-0j -0.00117966-0j 1.11838e-05-0j 0.00105607-0j -0.000486586-0j 7.45584e-06-0j 6.84863e-06-0j -3.91781e-06-0j 0.00717599-0j -0.0125802-0j 4.56575e-06-0j 0.00439438-0j 9.78579e-06-0j -0.0043541-0j -0.000177639-0j 6.52386e-06-0j 4.03643e-06-0j 0.00627899-0j -0.00223952-0j 6.59009e-07-0j -0.000108781-0j 0.0021161-0j 2.69095e-06-0j 0.00258995-0j -0.000209822-0j 4.03559e-07-0j 0.000732397-0j -0.000155434-0j 0.00129584-0j 5.76633e-07-0j 0.0004485-0j 0.000376707-0j 0.00185158-0j -6.41134e-05-0j 0.000640847-0j 2.37849e-07-0j 0.000230685-0j 3.52939e-05-0j 0.000763739-0j 0.000329619-0j 0.000264336-0j 2.1613e-05-0j 0.000135961-0j 3.08822e-05-0j 1.27383e-05-0j 
-0.318754-0j 0.000481232-0j 4.75047e-05-0j -0.000802865-0j 6.9981e-07-0j -0.00162611-0j -0.00163251-0j -0.000271019-0j 0.0319001-0j -0.000272084-0j 0.0320255-0j 0.00323885-0j 0.00325158-0j -1.99624e-06-0j -2.00409e-06-0j 0.00121851-0j -2.53807e-05-0j -0.00171341-0j 0.000196636-0j -0.0153496-0j -4.09579e-06-0j 2.31738e-05-0j -0.000276501-0j 0.000319722-0j -0.00385748-0j 0.021584-0j -4.82693e-07-0j -0.000226122-0j 8.03486e-05-0j -3.25859e-05-0j 1.07954e-07-0j 0.00542422-0j 4.70995e-06-0j -2.24861e-09-0j 0.000317962-0j -1.51801e-07-0j 0.000960294-0j 1.94109e-05-0j -0.00201914-0j 0.000151836-0j 0.000919391-0j -0.00118504-0j -0.0114761-0j 3.06913e-06-0j 8.00245e-05-0j 1.73258e-05-0j -0.000319254-0j 0.000145368-0j -0.000231972-0j -0.00191269-0j -0.000187371-0j 1.61757e-06-0j 0.02413-0j -0.00204286-0j 3.50215e-07-0j 1.66718e-06-0j -0.000168262-0j -3.64297e-05-0j -0.0109873-0j -0.000339887-0j -3.86621e-05-0j 7.66159e-05-0j 0.0141619-0j 1.65878e-05-0j -1.40883e-05-0j -4.12933e-05-0j 0.00402167-0j 3.36994e-08-0j -9.8753e-05-0j -2.13807e-05-0j 5.49174e-09-0j 0.00429537-0j -6.8703e-06-0j -0.00183122-0j -3.50545e-06-0j -0.00195584-0j 0.000714655-0j -2.84773e-07-0j 1.59616e-06-0j 0.00236032-0j -0.00032541-0j 0.00252096-0j 2.96224e-05-0j 1.11007e-10-0j -2.05735e-06-0j -1.34882e-05-0j 0.000419432-0j -1.15471e-08-0j 1.73854e-05-0j 5.25783e-09-0j -6.77701e-09-0j 
0.18594-0j -0.000280718-0j 0.00311568-0j -0.0526573-0j 4.58983e-05-0j -0.000976361-0j -0.000885706-0j -0.000162727-0j 0.0191536-0j -0.000147618-0j 0.0173752-0j 0.00194469-0j 0.00176412-0j -1.1986e-06-0j -1.08731e-06-0j -0.000710796-0j 0.00171341-0j -0.00197233-0j -0.000114704-0j 0.00895396-0j 0.000276501-0j -1.3518e-05-0j -0.000318283-0j -0.021584-0j 0.0022502-0j 0.0248456-0j 3.25859e-05-0j 0.000131904-0j -0.00542422-0j -3.75101e-05-0j -6.29734e-08-0j 0.00624388-0j -0.000317962-0j 1.51801e-07-0j 0.00036601-0j -1.7474e-07-0j -0.000560171-0j 0.0012731-0j -0.000400206-0j -8.85709e-05-0j -0.000513426-0j -0.000282393-0j 0.0066944-0j 0.000201294-0j -4.66809e-05-0j -1.01067e-05-0j -6.32781e-05-0j -8.11797e-05-0j -0.0152143-0j 0.00111573-0j -4.46503e-05-0j 0.000106091-0j 0.00478271-0j 0.00119167-0j 2.29695e-05-0j -9.7252e-07-0j -3.33505e-05-0j -7.22059e-06-0j 0.00613576-0j 0.000198267-0j -0.00253572-0j -4.27855e-05-0j 0.00337478-0j -9.26333e-06-0j 8.21816e-06-0j -0.00270829-0j 0.000797119-0j 2.21024e-06-0j -2.35328e-05-0j -5.095e-06-0j -3.20352e-09-0j 0.000851368-0j -0.000450601-0j 0.00102263-0j -6.94802e-07-0j 0.00109222-0j 0.000141649-0j -1.86773e-05-0j -8.91364e-07-0j 0.000562463-0j 0.000181722-0j 0.000600743-0j 5.87133e-06-0j 7.28061e-09-0j -4.90266e-07-0j 7.53236e-06-0j 9.99504e-05-0j -2.2887e-09-0j 4.14293e-06-0j -2.93619e-09-0j -1.61496e-09-0j 
