-0.0450084+0.0915105j -0.000429535-0.156448j -0.140528+0.126771j -0.00175637-0.0244778j -0.0732847+0.0657442j 0.050786-0.0242032j 0.0836907+0.0503432j -0.0481182+0.00200783j 0.0761208+0.0362063j 0.087634+0.0708297j -0.0319916-0.106137j 0.0120322-0.0405269j 0.0754589+0.0308558j -0.00564867-0.0151102j -0.00224536+0.049364j 0.0925613+0.0503534j 0.216586+0.199014j 0.0186294-0.0785198j 0.0122447-0.266546j -0.087761-0.0991976j -0.13157+0.00543623j 0.235978+0.114864j -0.0538593-0.100793j 0.16241-0.0454599j 0.0462006-0.0481702j -0.0376657+0.149941j 0.13604-0.0422109j -0.117219-0.0953558j 0.39697-0.284995j 0.0841558-0.0154088j 0.0037775+0.155173j -0.00249218-0.0498214j 0.0239314+0.00486426j -0.0110256+0.0139678j 0.0275585+0.0456264j 0.0171937+0.033015j -0.037508-0.0173642j -0.010472+0.0144595j 0.00563033+0.0230515j -0.00218109-0.0431427j 0.00823444+0.0176441j 0.0222442+0.00903623j 0.00626695-0.00700597j -0.0240122-0.0232912j -0.00768996-0.0341281j -0.00802764+0.0248852j -0.00500909+0.00610488j 0.0210277-0.00402805j -0.00385926-0.00128831j -0.038231+0.0269493j 0.037468-0.0578948j -0.0411724+0.0211371j 0.00847392+0.0222203j -0.00328641+0.0156953j 0.0149179-0.0249528j 0.0195815+0.0363074j -0.0116001+0.0292099j -0.010682+0.0509233j 0.05103+0.0873645j -0.0223498+0.0352639j 0.104212+0.00702537j -0.063879-0.0305495j -0.0190888-0.00626891j -0.0274708-0.0485702j 0.0219442+0.0300225j -0.00147929-0.084934j -0.0814569-0.0523935j -0.0787647+0.132241j 0.15887-0.072114j 
-0.00314318-0.011901j 0.00753432+0.000190112j 0.00527359-0.0150455j -0.00649716+0.0130526j -0.0149474-0.00465718j 0.0173153+0.00230654j 0.00845724-0.0135886j -0.0149791-0.0159757j -0.00736604-0.0115433j 0.000525813+0.00822315j 0.00258399+0.00976901j 0.0082814+0.00398465j 0.0086898-0.00359206j 0.00802263+0.00421028j 0.00568708-0.00463649j 0.00464138-0.000532144j 0.0039132+0.00215559j -0.00415921-0.00100499j -0.00274576+0.00335595j -0.00351815-0.00535277j -0.00597543+0.00477975j -0.00485332-0.00720437j 0.00126606-0.0061948j -0.00327271-0.0030197j -0.00320626-0.00109729j 0.00610466-0.00357262j -0.00287946+0.00672905j 0.00538769+0.00576126j -0.00582675+0.00860714j 0.0147136-0.007752j -0.00309397+0.017072j -0.0367901-0.0463678j 0.000744232+0.0123786j 0.0102709-0.00102104j 0.0224882+0.0204164j -0.0108066+0.0269206j -0.0257723+0.00247486j -0.0163112-0.0568091j -0.0253246-0.0154412j -0.0038266-0.012279j 0.0191562-0.0175952j -0.0250157+0.00497786j 0.0295371+0.0187181j 0.020356-0.013109j 0.00770607+0.0150956j 0.0089584-0.0231672j -0.00920223+0.0119831j 0.017613-9.73325e-05j 0.0253527-0.00913235j 0.021227-0.00342385j 0.0130917-0.00295408j 0.00695934+0.0223711j 0.0119712+0.0176738j 0.00719156+0.00342687j -0.0183037-0.0161774j 0.0039379+0.00579233j 0.00643038-0.00141513j -0.0124849+0.0134048j -0.0062068-0.00855038j 0.00847139-0.0123784j -0.00477431+0.00846659j 0.0218566+0.00399571j 0.00382572-0.00848891j 0.0194225-0.00379225j -0.0029734-0.0124318j -0.00389083+0.0101724j -0.00737903-0.00636991j -0.0036132-0.0124982j -0.000856111-0.00920711j 
0.0160573+0.00327662j -0.0136077+0.0163093j -0.00529245+0.000882377j -0.0204024+0.0122666j -0.00479916+0.033041j 0.00800513+0.0129025j 0.0304554-0.0190522j 0.0122009-0.00105359j -0.0218732+0.0149807j -0.00743135-0.000300353j -0.000134921+0.00147049j 0.00343775-0.013297j 0.00243173-0.0057236j -0.00319137-0.0031672j -0.00157245+0.000530772j -0.0021228+0.00214192j -0.00283389-0.000821556j -0.00411866+0.00346914j -0.00254729+0.00345866j 0.00225453+0.00414419j 0.00560893-0.0024001j 0.00178252+0.00138035j 0.00103778+0.000140734j 0.000120103+0.00128528j 0.00114147+0.00589321j -0.00144449+0.00657253j -0.000603834-0.00390229j -0.00499167+0.00375992j 0.00531747-0.00508595j 0.0016543+0.01279j -0.00241616-0.00641123j 0.00659403+0.00779947j -0.017629-0.0114918j -0.00585083+0.00172865j -0.0135313+0.0229218j -0.0129177-0.00581834j 0.00310448-0.00336098j -0.0146587+0.0147737j 0.00738116+0.0056981j -0.0226133+0.00653716j 0.0061106-0.00147177j -0.00450299+0.00295124j 0.00481761-0.0049797j -0.0140906-0.00562442j 0.0195093-0.00118633j 0.0107335-0.00458422j -0.000348737-0.00256759j 0.00453754+0.00284177j 0.00285549-0.00360832j 0.00461565+0.00694325j 0.0053896-0.00390863j 0.00355982+0.00446266j 0.00637394-0.0022373j 0.00394238+0.00528877j -0.00712214+0.00623939j 0.00440451+0.000250796j 0.00256331-9.02707e-06j -0.00358912+0.00411577j 0.00458184+0.00111035j -0.00204081-0.00133563j 0.0022455+0.00224274j -0.00161737+0.00593009j 0.00181006-0.00195695j 9.3252e-05+0.00143216j -0.00286233+0.00139758j 0.00278374+0.000956156j -0.00152684+0.00640662j 0.00356834+0.000809059j -0.00563111-0.00134251j 
-0.00675412+0.0133463j -0.0189886+0.00633535j -0.0109947-0.00131723j 0.00305532+0.0174258j 0.00850347+0.0021898j -0.0108691-0.0104073j -0.0152663+0.00313014j 0.0187879-0.0140245j 0.00781179+0.0151754j -0.00690099+0.02231j -0.00351249-0.00392453j 0.000496018+0.00404242j -0.0104622+0.000945908j 0.000873149-0.00146869j -0.00159393-0.00151101j 0.000623097+0.00306915j -0.00501828+0.00171926j 0.0168212+0.000572629j 0.00495757-0.00170109j -0.00112063+0.00592676j 1.43747e-05-0.00718336j -0.00142646+0.00996561j 0.00553138+0.00195604j -0.0041867-0.00368063j 0.00932513+0.00637517j 0.00133292+0.00104779j -0.00227046-0.00491563j 0.0052496-3.76568e-05j 0.00204753-0.00582554j 5.65383e-05-0.00318748j -0.0101546-0.016242j 0.0154993-0.0155054j -0.0139116-0.0182762j 0.0174091-0.0167489j -0.00984006+0.0248544j -0.00969259+0.00967181j -0.01025-0.00727781j -0.00519706+0.00889887j -0.00747049-0.00094867j -0.0101943+0.0084296j 0.0118558-0.0112784j -0.00192452-0.00789045j 0.00820183-0.00936863j -0.0123205-0.00142657j 0.0191308+0.0159886j 0.0072918-0.00262547j -0.00937941+0.000989808j 0.00182984-0.0123536j 0.00849454-0.0118263j 0.00966955-0.00998364j 0.00397425-0.0196504j 0.00447258+0.0101541j -0.00258426-0.00784462j -0.00352728-0.00189559j 0.00389511+0.00158884j 0.00267059-0.00508708j 0.00159489-0.00543541j -0.00650926+0.00982832j -0.0143509-0.00587101j 0.00566051-0.00350632j 0.00710875-0.00429007j -0.000840279-0.00807898j 0.000799158-0.0012766j 0.00585584+0.00674791j -0.00791707-0.00180382j 0.00515976+0.00171232j -0.00560297-0.000176335j 0.0059151+0.00131691j 0.00161726-0.00376921j 
0.0170772+0.0139746j -0.00437728-0.0122877j 0.00400363+0.00656664j 0.00843219+0.0174573j -0.00264345-0.00659694j -0.00966753+0.00781461j 0.000800402+0.00236621j -0.00838347+0.000931056j 0.00492271-0.00293849j 0.00729371-0.00609955j 0.00320822-0.000821827j 0.00236325-0.000213145j 0.0100148-0.00188502j -0.00439-0.0044122j 0.00526697+0.00199838j 0.00190573+0.00195209j 0.00676084+0.000330772j -0.00488502+0.000102952j -0.000120432-0.00131821j 0.00258734-0.00283023j 0.000767994+0.00107806j 0.0052727+0.00127996j -0.00775786-0.000254325j 0.00280973+0.00227472j -0.00530897-0.00378483j 0.00451219+7.18142e-05j 0.00426002+0.00191027j -0.000294362-0.00356513j -0.000106005-0.00258248j 0.00924067+0.00430235j -0.0106801-0.01123j 0.0024015+0.0265929j -0.00927822-0.062368j -0.00141653-0.00998261j -0.0468151-0.000918232j 0.0105227+0.00440443j 0.016563-0.00375324j 0.00391003+0.018806j 0.0245784+0.0160621j -0.0191326-0.00735303j -0.0135647-0.0147554j -0.0188599-0.0426242j 0.0426138-0.0513416j -0.00776458+0.00536581j 0.0385407+0.0313948j 0.0088968+0.00034366j 0.000935456-0.0181486j -0.00563706-0.000204293j -0.00838518-0.0130356j -0.0153506-0.0171741j -0.0067474-0.0235084j 0.00803665+0.0176573j 0.00353277-0.0143879j 0.0103035-0.00342581j 0.0254229+0.0126463j 0.00968216+0.00444925j 0.00183265-0.00599461j 0.00977283+0.00962802j -0.00492736-0.00525589j -0.00516893+0.0160236j 0.0146479+0.00728483j -0.0155294-0.00676656j -0.00293577+0.00355868j 0.00286273+0.00177389j 0.0031091-0.00423881j -0.00552889+0.000530147j -0.0116365+0.00271988j -0.00191633+0.0173518j -0.00878664+0.00242808j 
-0.0113914-0.0114203j -0.0153543-0.00558246j -0.00345673+0.0126274j 0.0129062-0.0105547j -0.00695068-0.00831769j 0.0026888+0.00165734j -0.00445288+0.00171337j -0.00772822-0.00177503j -0.00508238+0.000283601j 0.00419297-0.00627971j -0.00800671+0.000165366j -0.0032582-0.00199849j -0.00555112-0.00317326j -0.00134091+0.00630509j 0.00529323+0.00165127j 0.00395599+0.0020873j -0.00104485-0.00926014j -0.000266264+0.00381516j -0.000957144-0.0023492j 0.00233922-0.00276552j 0.00493495+0.00191606j 0.0020839-0.00335415j -0.00291503+0.00335899j 0.000358937+0.00354078j -0.000949781+0.0044197j 0.00269919-0.00583922j 0.000539462-0.000448939j 0.00614644-0.00319203j -0.00162515+0.0088996j -0.0168066-0.0153499j -0.00812689+0.00882355j -0.013202+0.0248059j -0.0206195+0.0347384j 0.0431875+0.0186666j 0.0201476+0.0181555j 0.0356754+0.00739883j -0.00725303+0.0129903j -0.0100105-0.0212059j 0.00352347-0.0106622j 0.0157716+0.00756673j 0.00759896+0.0197122j -0.0102862+0.0252974j -0.0333445-0.0600154j -0.00209385-0.0132496j 0.0391112-0.0387202j -0.00155338+0.0219489j -0.0300057+0.00939526j 0.0151283-0.00782775j 0.0148058-0.00949451j -0.00323187+0.0204602j -0.00726293-0.00645215j 0.0168696+0.0133029j -0.0147324+0.00857739j -0.0147842-0.0142519j 0.00968331-0.0136061j 0.00410542-0.0187775j 0.00310482+0.0103145j -0.00549101-0.00935616j -0.00865351-0.00440067j 0.0136508-0.00625158j 0.00202398-0.00846733j -0.015763+0.0217838j 0.000137396+0.00832971j 0.00630752-0.00980182j -0.00324396-0.0088213j 0.0123757+0.00332613j -0.0152275+0.00631932j 0.00302522-0.00709043j 0.00217139+0.0133321j 
-0.0104296-0.0242997j -0.00827877-0.016156j -0.0271902+0.0125503j -0.0195969-0.0172304j 0.0041108-0.00579951j 0.0022839-0.0154654j -0.0143253+0.000667294j 0.00400031+0.000629096j -0.00696348+0.00275823j -0.0121237+0.00713899j -0.00336826-0.00841447j 0.00114434+0.00600097j -0.00328579+0.00147099j -0.00289739-0.00114113j -0.00109733-8.38545e-05j -0.00342901+2.942e-05j -0.00578239-0.00155623j -0.0025472+0.00295458j 0.000441297-0.00419173j 0.000626571+0.00481832j 0.0115733-7.15258e-05j -0.00336305-0.00011457j -0.000232211+0.0106042j 0.00704707+0.00462552j 0.000653389-0.00104952j -0.00801189-0.000249005j 0.00119751-0.00908492j 0.002351-0.0110249j 0.00768833+0.00547647j -0.010912-0.0265409j -0.00859914-0.00462855j -0.0565056+0.0380839j 0.0718336+0.0592264j 0.022548+0.0614809j 0.0194413-0.047172j 0.0506825+0.0365575j 0.00448473-0.00246586j 0.0233628+0.000770366j 0.051992-0.0101113j -0.0073746+0.00511329j 0.00275778+0.00868962j -0.0103193-0.0146j 0.029657-0.0179237j 0.0262194+0.0286361j 0.00128554+0.0133448j 0.00112807-0.0111961j 0.0165354-0.0152344j 0.0073013+0.0027264j 0.00215146+0.00656544j -0.0143216+0.0220973j 0.00619547+0.0214994j -0.00947856+0.0015994j -0.00295079+0.00649375j -0.00623657-0.0144866j 0.000941948-0.00362911j -0.00988374-0.00592645j 0.00309224+0.00293446j -0.0141903-0.00431316j 0.0135044-0.0160215j 0.0148205+0.016589j -0.0235447-0.00244344j -0.0105832+0.0101899j 0.013484+0.00204776j 0.0019092+0.018123j 0.0217601-0.00963563j -0.0164749+0.00849412j 0.001774-0.00360222j 0.000699591-0.00775823j 0.0102597+0.0142989j 
0.0219505+0.00290688j 0.0145125+0.0403133j 0.0199479-0.0188706j 0.00865264-0.00856389j 0.00846156+0.00333561j 0.0275839+0.0317384j -0.0181554+0.0167271j 0.00815836-0.00415298j -0.00352823+0.00780051j 0.00667988-0.00627998j -0.00148335+0.0101285j -4.23144e-05-0.00354877j 0.00644718-0.00345402j 0.00253223-0.00565506j 0.00460477-0.00536885j 0.00117807+0.00284023j -0.0030699-0.0005938j -0.00710067+0.00273318j 0.00670926+0.0109501j -0.00105302-0.000706593j 0.00388975-0.00398049j -0.00482963-0.000238463j -0.00724992-0.00301405j -0.00390853-0.00162298j -0.0057383+0.00568765j 0.00811431+0.00282399j -0.00131681+0.00062933j -0.00283606+0.00229033j -0.00588589-0.0111151j 0.0024983+0.000858974j -0.028196-0.0130802j -0.0051136+0.0125633j 0.00695896+0.00930695j 0.00678522+0.00650481j 0.0254991+0.00301742j 0.00376747-0.00139026j 0.00436269-0.00156233j 0.00472658+0.019653j -0.0259089-0.013113j 0.00245488-0.0150316j 0.00647754+0.00136088j 0.00229517+0.00069816j 0.00408966+0.00345601j -0.00476261-0.00227621j 0.00832771-0.00289824j 0.00780201-0.000555287j -2.18881e-06+0.000467385j 0.00496056+0.00371079j -0.000765051-2.72101e-05j -0.00509515+0.00546157j 0.0039261+0.0022557j 0.00235829-0.00230837j 0.00138919+0.00282511j 0.00477953+0.00279121j -0.00397581-0.000700484j 0.0011931+0.000505037j -0.00154483+0.00122003j 0.0046729-0.0016872j 0.00122642+0.00359957j -0.00284413-0.00285982j 0.00477853+0.000840037j 0.00917443+0.00486719j -0.00230486-0.00275629j -6.74815e-06+0.000201655j -0.00307184-0.00156281j -0.00188408+0.00251361j 0.00352761+0.00963877j 0.00720306-0.00665744j -0.00544002-0.0020507j 
0.0176584+0.0364386j -0.0151008-0.00372455j 0.00902978-0.00677687j -0.0214618+0.0112927j 0.0275588-0.0033182j 0.0142807-0.0150816j 0.0188275+0.0304503j -0.00982076-0.004167j -0.00243636+0.0116535j 0.00240486-0.00932944j 0.0150518-0.00899146j 0.00058948+7.9385e-05j -0.00198864-0.000186396j -0.0064487-0.0036138j -0.00823483-0.00492232j 0.000939529-0.00108351j 8.25695e-06+0.000850306j 0.000507234+0.00235929j 0.00401844+0.000876744j 0.00015597-0.00519634j -0.00407874+0.0040538j 0.00151807+0.00548062j 0.00551569+8.55161e-05j -0.00252869-0.00307889j 0.00360823-0.00388236j -0.000628125+0.00232891j -0.00776302-0.00607102j -0.00436774-0.0114644j 0.00351597+9.2989e-05j -0.0258493-0.0217823j 0.00591035+0.00697729j 0.00489265-0.00476855j -0.00481421-0.00443796j -0.00714859-0.00975631j -0.00342151-0.0117739j -0.0186989-0.00780029j -0.0038913-0.0141236j 0.0187456-0.00315379j -0.00827023+0.0261967j -0.00231235-0.0104613j -0.00237685-0.00157921j -0.00592497-0.000398288j 0.00220347-0.00249553j 0.00480189+0.0075182j 0.00651053-0.00616986j -0.00122906-0.00637273j 0.00201658-0.000437995j 0.00191024+0.00143252j 0.000575715+0.00269577j 0.00415769-0.00731627j 0.00539859-0.00168006j -0.00485893-0.0024228j 0.00239899-0.00507109j -0.00227516-0.00241224j -0.00654936+0.00435122j -0.00262959-0.00158201j -0.00271062-0.00121142j -0.00205991-0.000430227j -0.0007635-0.00450333j 0.002304+0.00287366j -0.00208997-0.00158104j 0.00631228+0.00056323j 0.00531374+0.00362661j 0.000912828+0.00341623j 0.00368538+0.000213326j -0.00493661-0.00871955j 0.00100768+0.0028533j 0.00223191+0.000168312j 0.00784312-0.00650139j 
0.0149571+0.0611592j -0.0546979-0.0256879j 0.010106+0.00853587j -0.00585786-0.0115051j -0.010531-0.0122856j -0.00150693+0.0108541j 0.0107925+0.00233092j -0.00557206+0.00257346j 0.0141544-0.00142829j 0.00300497-0.00891791j 0.00494559-0.0098329j -0.00303308-0.00214687j 0.00214982-0.00137826j -0.00250522-0.00134371j -0.00151075+0.001173j 0.00255184+0.00103603j 0.00687245+0.00320881j 0.00250224-0.00428196j -0.000779+0.000291745j -0.00351125-0.00608148j -0.00973965+0.00394646j 0.0070005+0.00410266j -0.000784724-0.00949586j -0.00758142-0.00642491j -0.00118342-0.00461191j 0.00799049+0.00652525j -0.00388347+0.00227458j -0.0104239-0.00292498j -0.000487894-0.0124711j -0.000646199+0.0748811j -0.0826625-0.0355592j 0.0362799+0.034026j 0.0390635+0.0523226j 0.0329739+0.0389002j 0.017081+0.0367362j -0.00926172+0.0192464j 0.00408116+0.026336j 0.0448209+0.0497462j -0.0317891+0.0143013j -0.0356051+0.0114957j 0.0301233+0.0476128j 0.00731072+0.00873045j 0.00400197+0.00573024j -0.0253766-0.00121439j 0.0116154+0.0103838j 0.0264689+0.00531387j 0.00598399+0.0182149j 0.00463899+0.00677248j 0.00317857-0.000591872j 0.0203022+0.00161706j -0.00390986-0.00293779j 0.00428088+0.00324762j 0.0136969+0.00739748j 0.0101697+0.0105711j -0.0149995-0.00811844j 0.0075169+0.00377707j 0.00326996-0.00190209j 0.000687953+0.00444419j 0.00504636+0.0187954j -0.00934808-0.000894892j 0.0211241-0.0003571j -0.00168138+0.000106797j -0.001484+0.0011212j -0.014076-0.0145176j -0.00274577+0.0125362j 0.00223634-0.0117041j -0.0155707-0.00105894j 0.0103821+0.0206213j -0.00944065+0.00886077j 
-0.0610391-0.0223971j -0.0207461-0.065507j 0.0108246-0.0210053j -0.00621834-0.00013177j -0.00430212+0.0275077j -0.00312477+0.0214727j 0.0168144-0.000726315j 0.00463029-0.00518361j 0.00520569-0.0163259j 0.00116268-0.000843767j -0.00697118-0.00629843j -0.00328697+0.00208024j 0.0104298-0.00311911j -0.000718653-0.000860966j 0.0035277-0.00382975j 0.00138904-0.00123899j 0.0114672+0.00289024j 0.000882882-0.000979741j -0.00875027-0.00011984j -0.00598385-0.0028791j -0.00459194+0.00314901j 0.00179825-0.00306339j 0.000910132+0.00226256j -0.00238293-0.00347301j -0.00490094-0.00153137j -0.000860222-0.00155962j -0.00116012-0.00524574j 0.00360971-0.01568j 0.0109262+0.00625345j -0.0910785-0.0508271j 0.000688222-0.0887682j 0.0215548-0.0451905j 0.0414399+0.00532967j 0.0132859-0.0748399j -0.0217642+0.0264459j -0.0232366-0.00333183j -0.00407629-0.0468374j 0.0288395-0.0384104j -0.0102626+0.0496621j 0.0129981+0.0315339j 0.0566684-0.0180474j 0.00799357-0.00493511j -0.00880176+0.00130104j -0.000945218+0.0199799j 0.0330539-0.00404648j 0.00720577-0.011779j 0.0156245-0.00695142j 0.0122996+0.00657874j -0.00538369+0.00529795j -0.00625618-0.0189099j -0.000132141-0.00140592j 0.00698014-0.00251819j 0.00156345-0.0185748j 0.0137092-0.00578506j -0.00438131+0.00933628j 0.00454545+0.00127918j -0.00812545+0.00167688j 0.0123021-0.0105996j 0.0248286-0.000655789j 0.00206211+0.00035077j 0.00631455-0.025053j -0.00293959-0.0100637j -0.014304+0.00450136j -0.0121792+0.00335018j 0.014975+0.0101902j 0.0061386-0.00474872j -0.00428316+0.00111764j 0.0099229-0.0131713j 0.00824818+0.0256951j 
-0.0543106-0.0823834j 0.0479779+0.0291756j 0.00851557+0.00719552j 0.0201722-0.0279634j -0.00324393+0.00476804j -0.010431-0.024208j 0.00701156-0.0147983j 0.0117036+0.0168066j 0.00708306-0.00482237j 0.00788059+0.0122222j -0.0116564+0.00845547j -0.00404721+0.0022747j 0.00719415+0.00967755j 0.00681465+0.00599064j 0.00956261+0.0038113j 0.000995893-0.001613j 0.00999547-0.00247438j 0.00463521+0.00172678j -0.0123433-0.00446056j 0.000768621+0.0029805j -0.00829066-0.00233234j 0.00382984-0.00791937j 0.00217622+0.00885181j -0.00138674+0.00544105j 0.000986065+0.00346679j -0.00139569-0.0111079j 0.00200444-0.000294117j 0.0212139-0.00106386j 0.00379062+0.024216j -0.0432546-0.0556668j 0.0806988+0.0720716j 0.00744892-0.00676826j -0.0448773+0.0578354j -0.0265191+0.0181974j -0.00633461-0.0686502j -0.0589267+0.023893j -0.0196386+0.0384844j -0.0152296-0.0121956j -0.0151327-0.0623018j 0.02619+0.0075672j 0.0548163-0.00424875j 0.0113317-0.00609526j 0.0100644+0.0180952j -0.00968361-0.0010283j 0.0149147+0.00527608j 0.00866667+0.0173918j 0.0214294-0.00274658j -0.0110481-0.0128721j -0.0108869-0.00970812j -0.0160876+0.0045477j -0.00787065-0.00728818j 0.0154778+0.00462847j 0.00522086+0.00400457j 0.0153013-0.00555267j 0.00855575-0.0109206j -0.000612316-0.00280372j -0.00522125+0.00660779j 0.0309406-0.00427726j 0.0109984-0.00957435j 0.00206326-0.0096606j 0.0139913-0.0205179j 0.00569549+0.00761788j -0.0284475+0.00872016j -0.00325427+0.0122463j -0.00263487-0.00332279j 0.0251654+0.00275294j 0.00617842+0.0206417j -0.00116682-0.0384498j 0.0124325+0.0173743j 
-0.0522562-0.0274966j -0.0578835-0.0807602j -0.0270776+0.0318053j 0.00752675-0.000527667j -0.000314164+0.0116791j 0.00997117-0.0182335j 0.00482509+0.0151443j -0.0208719+0.0114272j -0.00539166+0.00319314j -0.00823697+0.0138212j 0.00261198-0.0193269j 0.00161963+0.00164257j -0.0104221+0.012868j -0.00275034+0.00478864j -0.0038719+0.00383966j -0.0018319-0.00171701j 0.000947689+0.0111961j 0.00405176-6.38933e-07j -0.00416918-0.0148861j 0.000751239-0.00499819j -0.00120506-0.00404418j 0.00480142+0.00624883j 0.00238333+0.00455215j -0.000382291-0.00812544j 0.000835872-0.00680941j -0.000162133+0.00799649j -0.00340302-0.0115253j -0.00354138-0.0243217j 0.0182431-0.000755884j -0.0889955-0.0648604j -0.0547788-0.0556531j -0.0492382+0.06051j -0.00469962+0.0214053j -0.0031568-0.0469877j 0.0622227-0.038116j 0.00742944-0.0425348j -0.0519194-0.00740539j 0.00259471-0.0193698j 0.0566016-0.0130976j -0.0275163+0.0431008j -0.0065216+0.0337779j -0.000821567-0.00188867j -0.0188396+0.0122577j -0.00868598-0.0130816j -0.0167079+0.0209668j -0.0116869+0.00431808j 0.00240341+0.0220573j -2.57841e-05-0.0187733j 0.00256886-0.00724488j 0.0120362-0.0030528j -0.00555035+0.00423465j -0.000820255+0.0151857j 0.0041938+0.0190607j 0.00384441+0.00802375j 0.0130121-0.000543304j 0.00666507-0.00444865j 0.00470654-0.0103777j -0.00176341+0.0394234j 0.00627994+0.00619164j 0.000264155+0.00241925j 0.0111252+0.00226024j -0.0249719+0.00999761j -0.00424925-0.0187863j -0.0146826+0.00839907j 0.0018636-0.00140546j 0.0149716+0.014719j -0.0311268-0.00404095j 0.0138526+0.0166061j 0.00631933+0.0357198j 
