-0.0450084+0.0915105j -0.000429535-0.156448j -0.140528+0.126771j -0.00175637-0.0244778j -0.0732847+0.0657442j 0.050786-0.0242032j 0.0836907+0.0503432j -0.0481182+0.00200783j 0.0761208+0.0362063j 0.087634+0.0708297j -0.0319916-0.106137j 0.0120322-0.0405269j 0.0754589+0.0308558j -0.00564867-0.0151102j -0.00224536+0.049364j 0.0925613+0.0503534j 0.216586+0.199014j 0.0186294-0.0785198j 0.0122447-0.266546j -0.087761-0.0991976j -0.13157+0.00543623j 0.235978+0.114864j -0.0538593-0.100793j 0.16241-0.0454599j 0.0462006-0.0481702j -0.0376657+0.149941j 0.13604-0.0422109j -0.117219-0.0953558j 0.39697-0.284995j 0.0841558-0.0154088j 0.0037775+0.155173j -0.00249218-0.0498214j 0.0239314+0.00486426j -0.0110256+0.0139678j 0.0275585+0.0456264j 0.0171937+0.033015j -0.037508-0.0173642j -0.010472+0.0144595j 0.00563033+0.0230515j -0.00218109-0.0431427j 0.00823444+0.0176441j 0.0222442+0.00903623j 0.00626695-0.00700597j -0.0240122-0.0232912j -0.00768996-0.0341281j -0.00802764+0.0248852j -0.00500909+0.00610488j 0.0210277-0.00402805j -0.00385926-0.00128831j -0.038231+0.0269493j 0.037468-0.0578948j -0.0411724+0.0211371j 0.00847392+0.0222203j -0.00328641+0.0156953j 0.0149179-0.0249528j 0.0195815+0.0363074j -0.0116001+0.0292099j -0.010682+0.0509233j 0.05103+0.0873645j -0.0223498+0.0352639j 0.104212+0.00702537j -0.063879-0.0305495j -0.0190888-0.00626891j -0.0274708-0.0485702j 0.0219442+0.0300225j -0.00147929-0.084934j -0.0814569-0.0523935j -0.0787647+0.132241j 0.15887-0.072114j 
-0.00506855-0.00573462j 0.00730634-0.00464181j -0.00111405+0.00252554j 0.00510964-0.00774057j -0.0105896+0.00579018j -0.00158122+0.00364744j 0.0149069-0.00300681j 0.0046057+0.00039407j 0.0157601+0.000865055j 0.00734566-0.000581495j -0.00241224-0.0068315j -0.0043026-0.000995803j 0.00739274+0.00156547j -0.000290832+0.00127371j 0.000849281+0.00508548j 0.00281074+0.00132339j 0.00879157+0.0119442j 0.0113879-0.00315793j -0.00378591-0.00625685j 0.00219047-0.00428851j -0.0153597+0.00225955j 0.0148687+0.00811038j -0.0122999+0.0113315j -0.00820365-0.00765473j -0.000534138-0.0113095j -0.00209705+0.000514393j 0.0276832+0.0161847j -0.0194926+0.0210347j 0.00143637-0.016204j 0.0173748+0.00639235j 0.0276216+0.0220383j 0.00402906-0.0163503j 0.00910947-0.000117465j -0.00576982-0.0106297j -0.0110576+0.0388876j -0.00819517-0.00481928j -0.00286137-0.0100702j 0.00585+0.00603756j -0.028094+0.0115014j -0.00975165-0.0105104j 0.0232758+0.00185484j 0.00744223-0.00834031j 0.00505724-0.00646226j 0.0200276+0.00629461j 0.0105074+0.000411478j -0.0123244+0.0065939j 0.00686313+0.00342793j -0.0356924+0.0043139j -0.025916+0.00367692j -0.00715448+0.0543622j -0.0220217-0.00669604j -0.00176562-0.0150932j -0.00113086-0.0308182j -0.0161121-0.0217249j 0.0051825+0.0230153j -0.017032+0.0061674j 0.0209863-0.0121977j -0.0352292-0.0092725j 0.031123+0.0595531j -0.0462227-0.059966j 0.0102742-0.00197179j -0.0233121+0.0393443j 0.0178858-0.00135333j -0.0155218+0.0318333j 0.00970433-0.0259492j 0.0227602-0.0230508j -0.0281526-0.0105501j -0.0301351-0.0103781j 0.00659398+0.0141731j 
0.0274733+0.0207322j -0.0132379-0.00222439j -0.00641735-0.0076837j -0.00187047-0.00150394j -0.0025042+0.00396676j 0.00397167+0.000824266j -0.00696313+0.00138457j -0.000820478-0.0026663j -0.00555482-0.00252954j -0.0116959-0.00202003j -0.000236326-0.00336704j 0.00498941+0.00577729j -0.00565898+0.00754018j -0.000736837+0.0010211j 0.000296306-0.00164837j -0.000530223-0.00352804j -0.00633102-0.00281851j -0.00594287-0.00691348j 0.00794157+0.00183264j -0.00489213-0.00895089j 0.0177873+0.0150672j 0.00325959-0.0212355j 0.00111629+0.0146283j -0.000311687+0.00483061j -0.00849814-0.00877229j -0.00456726+0.000889397j 0.00860486-0.0185433j -0.00907061-0.0176714j 0.0261816-0.0293583j 0.0453881+0.0539345j -0.0540569-0.00926544j -0.00182579-0.0185159j -0.00259106-0.020889j 0.018923-0.00330451j 0.0150009-0.0409249j 0.0114906-0.0113707j 0.0168863-0.0656473j -0.022153-0.00366043j 0.0151608-0.0106418j -0.0823682-0.00380443j -0.0366471-0.00361739j -0.002041-0.0198643j -0.0217548+0.00810685j 0.0454117+0.0189289j -0.0671463+0.0243071j -0.0456946+0.0116751j -0.0162028+0.0142004j 0.0102659+0.0339476j 0.0056662+0.0133414j 0.0048092+0.025205j -0.0265297+0.0489539j -0.0353403-0.0118951j -0.0404424-0.00931902j -0.0548499-0.0238246j -0.00695283-0.0450154j -0.0182852-0.0106694j -0.0482148-0.0254369j -0.036117-0.00557964j 0.0172053-0.0132376j -0.0273841+0.0876852j 0.0138095-0.0207119j 0.0516737-0.0234235j 0.0174104-0.0166391j 0.0129313+0.0347557j -0.0394844+0.0199051j 0.00968624-0.00894802j -0.00624358-0.017734j 0.0218253-0.0195872j -0.0236665-0.0365351j 
0.0138963+0.0226425j -0.00452939-0.00230435j 0.0107766-0.00836236j -0.00384183+0.00231371j -0.0030904+0.0133587j -0.000160617+0.0202688j 0.011604+0.00208425j 0.00925441-0.00683744j 0.00995632-0.00197763j -0.00308066-0.00476958j 0.00273385-0.00156104j -0.00771429-0.00166448j -0.00303054-0.00213106j -0.000739185-0.00358225j -0.00644648-0.00653708j -0.00567335-0.00242722j 0.00155376+0.00720823j 0.000983744-0.000430746j -0.00470113+0.00610607j 0.00430175-0.00595996j -0.0137325+0.00333062j 0.0261813+0.00204839j 0.00401216-0.00522637j -0.00379822-0.00897174j -0.000180975+0.00576643j 0.00255259+0.00879621j -0.00142066+0.00383252j -0.0081855+0.00083118j 0.00418999-0.0126983j 0.0164023-0.00440065j 0.00933867-0.00424396j 0.0154189+0.0187122j 0.0350524+0.00717397j -0.031986-0.0480992j -0.0223501+0.0642082j -0.0252214-0.0253689j -0.00855344+0.0131142j 0.0360173+0.0119278j -0.0131473+0.0315346j -0.00287082-0.0234488j 0.025065+0.0132592j 0.0022202-0.00203712j 0.00183577-0.0202141j -0.0106121+0.0139096j -0.00278421+0.00502194j 0.00895528-0.0259349j 0.0164394+0.0201438j -0.00595316-0.00186695j -0.0304741+0.0232176j -0.0130656-0.0151127j 0.00942393-0.00873488j -0.0135403-0.0150862j -0.00736982+0.0180475j -0.00158235+0.0334735j 0.0223547-0.0497471j 0.0739403+0.0342187j -0.0353624-0.0534619j 0.0127209-0.0294502j -0.00374816+0.0139738j -0.0378453+0.00153968j -0.00251431-0.00272926j 0.0124762-0.00255666j -0.0200263+0.00484243j -0.0237421-0.0553785j 0.00287285-0.00676264j -0.0629054+0.0400453j 0.0344033+0.0417509j -0.0185806-0.00243746j 0.00308204+0.0176482j 
0.00346244-0.00629944j 0.0256154+0.0189117j 0.00390018-0.0149211j -0.00526446-0.003683j -0.000557585+0.00399566j -0.00894737-0.0016196j 0.00225706-0.00370898j 0.00614855-0.0147j 0.00141583-0.00527629j 0.00432268+0.00393751j -0.000135555+0.00410206j -0.00539006+8.40981e-05j 0.00382049-0.00212164j -0.00111303-0.00774671j -0.00369241-0.00103918j 0.00067895+0.00843182j 0.00416204-0.00437377j -0.00809552-0.00246575j -0.00113669+0.00852292j 0.0125474+0.000421007j -0.00390163+0.00790017j 0.0123078-0.000160449j -0.0038225+0.00737385j 0.00293049+0.00670117j -0.00100958+0.0142109j -0.00645903-0.0143821j 0.0122517+0.00800284j -0.00951173-0.0024109j -0.00648394-0.000396435j 0.00493838-0.0202518j 0.0312692+0.0192728j -0.0037753-0.0168377j 0.00921627+0.00899863j -0.00501141-0.000330204j -0.0158233-0.0125495j 0.011105+0.00816686j 0.0208417-0.0154388j -0.0207764-0.000996624j -0.0043774+0.00603762j 0.024845-0.0101779j 0.015674-0.017266j 0.00214226-0.0110486j 0.0129734-0.0192931j -0.0262518+0.0145883j 0.0293366+0.00485922j 0.0155842+0.00913453j 0.00483165-0.0137263j 0.0199053+0.0036539j 0.024679-0.0141883j -0.0143168+0.00557017j -0.0207283-0.00513437j 0.041682+0.00608956j 0.00385017+0.0014525j -0.0197203+0.0224133j 0.0182198-0.0106143j -0.0503983-0.0656558j -0.0227673+0.0638083j -0.0250785-0.0119127j 0.00890208-0.0159204j -0.0394206-0.00399653j 0.0159771-0.00486996j 0.00903393+0.0116785j -0.0249205+0.0143749j 0.00432169+0.011891j 0.0104508+0.0119421j -0.00365487+0.0156966j 0.00357961-0.00238997j 0.00884128-0.02242j -0.015251-0.00514136j 
0.0314783+0.0271745j 0.00176052+0.0152484j 0.000554686-0.00685977j -0.000743953+0.00909901j -0.00752456-0.00187032j -0.00128589+0.0191787j -0.000362417-0.0041961j -0.00168524-0.00537063j 0.000303079-0.000914141j 0.00384839-0.00674761j 0.00146918+0.00257884j -0.00252837-0.00560583j -0.00575388-0.00980988j -0.00415061-0.000928021j -8.01526e-05-0.00461983j 0.00550349-0.00476283j -0.00752169-0.00809875j -0.00758943+0.00135111j 0.000242184-0.00126678j 0.0076265-0.0022703j -0.00195898+0.00206624j 0.00828676+0.0112917j 0.000171131-0.00843635j -0.00704078+0.000338341j -0.00390857+0.00544572j 0.00176849+0.00589724j 0.00343777+0.0129553j -0.0130651+0.0108958j -0.00798113-0.0105532j 0.0317855+0.0231029j -0.0103503+0.00355638j 0.00983598-0.00152659j 0.00170367-0.0314154j -0.00150844+0.015501j 0.0139183+0.0393725j 0.00837922-0.00716945j -0.00388874+0.00711524j 0.0325122-0.0125892j -0.0229818+0.0117195j 0.00907785-0.0292694j -0.020287+0.0186434j 0.00390698+0.0356186j 0.00299675+0.0215151j -0.0150542-0.0178578j -0.016834-0.00878539j 0.0019929-0.028061j -0.0547312-0.0149081j 0.00410141-0.0120001j 0.049558-0.0431622j -0.00537079+0.00413003j 0.0260602+0.00344548j -0.040248-0.0450834j -0.0534377-0.0161709j -0.000667189+0.0153156j -0.0142094+0.0140916j -0.0244824+0.0362874j 0.0410912+0.0332049j 0.0177017-0.0139397j -0.0106164-0.00863317j -0.0192146-0.00711622j 0.0311252-0.0202469j 0.00804115-0.0125349j -0.00448979+0.0169435j 0.0155972-0.0118457j -0.0292324-0.000418505j -0.0119515+0.040044j 0.0303749+0.00477872j 0.0208832+0.00355503j 0.0102681-0.0256439j 
-0.00165419-0.00302516j 0.00855228+0.0112607j 0.00538934-0.000963466j 0.00709352-0.0066499j -0.00814498+0.00905102j -0.00602333+0.0119656j 0.0110141-0.00516138j -0.0011051-0.00494241j 0.00651921+0.00563214j 0.0151959-0.00121079j 0.00551582+0.00189887j -0.0135787-0.00141994j 0.00209846-0.00282861j 0.0017675-0.000457171j -0.00275745+0.00383077j -0.00169572+0.00326175j -0.00342859-0.000840231j -0.00590765+0.0033759j -0.011287+0.0115749j 0.0168429+0.0143031j -0.0237172-0.00289849j 0.0108054+0.012982j -0.0230941-0.000446661j -0.00161644+0.00836616j -0.0148207+0.00806774j -0.00953028-0.000134582j -0.00163864-0.00306391j -0.00742193-0.0018549j -0.0172409-0.00748607j -0.0150332-0.00871366j -0.0132098-0.012143j -0.00396734+0.00965883j -0.00982081-0.000990228j 0.0090488+0.00826403j 0.00651356-0.0127464j 0.00360382+0.00500364j -0.0109584+0.0035966j -0.0100463-0.00132019j -0.00710032-0.0130518j -0.00985756+0.0207704j -0.0106502-0.00103576j -0.00163585-0.005323j -0.00464263+0.0154099j 0.0142601+0.00229216j -0.00503911-0.00195414j -0.00866189+0.0111149j 0.00366235+0.00445328j -0.0128114+0.0142214j -0.00664853+0.013768j 0.0135537+0.00739884j 0.000552724+0.00467749j -0.0124172+0.00142993j 0.0135817+0.00263474j 0.0172584-0.0282987j -0.0156343+0.00191074j 0.00998936+0.0204727j 0.0133106-0.032105j 0.026018+0.00586426j 0.00212404+0.0014291j 0.0188642+0.00161094j 0.000757729+0.0208263j -0.00879584-0.0149242j 0.00887682-0.0123797j -0.0034556-0.00382732j -0.0133832-0.0188221j 0.00999742-0.0180071j -0.0205596-0.0146917j 0.00913144-0.0106683j -0.00602309-0.00229028j 
-0.00543577-0.00855084j 0.00776482+0.00121998j 0.00432589+0.00116382j -0.0021274-0.00222245j 0.000170209-0.00331893j -0.00500737+0.00433007j 0.00404899-0.0060694j -0.00154301+0.00351769j 0.0118085+0.000962583j 0.0121989-0.00419334j -0.00185675+1.51001e-05j -0.00278249+0.000475726j 0.00874788-0.00180281j 0.00138251+0.00205529j 0.00618977+0.00689263j 0.00433442+0.000211576j 0.00237056+0.000543895j 0.0115096+0.0181621j -0.00540149-0.000587073j 0.00053457+0.0093436j -0.00506462-0.0172245j -0.0154742+0.000112649j -0.0238031-0.0262401j 8.93686e-05+0.00630948j -0.00721561-0.0240974j 0.000822268+0.00483376j -0.0258985-0.00773445j 0.0250278+0.0125343j -0.00826174+0.0169313j 0.0189013+0.00802458j 0.0063011-0.00385127j 0.00756966-0.00471533j 0.0134523-0.000519329j -0.0144194-0.0104142j -0.00405094+0.0150628j 2.38971e-05-0.00360615j 0.00842532+0.00125291j 0.0110545-0.00281041j 0.000892267+0.0125584j 0.0149095-0.0122821j 0.00639695+0.00207468j 0.00166733+0.00420104j 0.00426458-0.0109258j -0.0180255+4.43717e-05j 0.00415317+0.00373833j 0.00904052-0.00943377j -0.00952429-0.00276161j 0.00783191-0.00423054j 0.0162076-0.0164j -0.00966857-0.00195104j 0.00103623-0.000870138j 0.00741179-0.00505381j -0.0193314+0.0085094j -0.0135559+0.0308678j 0.0238261-0.0209364j -0.00628842-0.0118676j -0.00967053+0.0193529j -0.0024991-0.00253723j 0.00698091-0.0103338j -0.0248368-0.0244436j 0.00406594-0.0048198j 0.0170723-0.0105445j -0.0182051+0.017298j -0.00417771-0.00563659j 0.00267978-0.0078836j -0.0167565+0.0151364j 0.0248043-0.000261739j -0.00811761-0.0127932j -0.0175945+0.0169337j 
-0.0041016-0.00113261j 0.0140421+0.00894844j 0.0166698+0.00179188j -0.00492374-0.00432368j -0.000665197+0.00450743j -0.00659634+0.00876251j 0.000983175-0.00262833j 0.00365791+0.00291699j 0.00603904+0.00256806j 0.006127-0.0124623j -0.00568219-0.00498966j 0.00400382-0.00208514j 0.000360543-0.00415295j 0.00478907-0.00591973j 0.0133324-0.00405366j 0.00951805-0.000894019j 0.00219191-0.00357565j -0.0181428-0.00754321j 0.00213797-0.00228516j 0.0025268+0.00835921j 0.00338378+0.00747554j -0.0039473+0.0112446j 0.0125723+0.00774615j -0.00229617+0.0141517j 0.0179811-0.00777144j 0.0242897-0.00546417j 1.34935e-05+0.0212484j 0.00298504+0.00395625j -0.00886955+0.000568293j -0.00213135-0.0110168j 0.0199454+0.00265148j 0.0160792-0.00726245j -0.00167066+0.0177868j 0.00785567-0.00556627j 0.00734817-0.00544329j 0.0182286+0.0132334j -0.00024248+0.000279885j -0.0164039-0.0063301j -0.0163631+0.0131456j 0.00378682+0.0142232j -0.00123121-0.00836728j -0.0079657-0.0128853j -0.00216653-0.00215672j -0.00446914+0.0422271j 0.0168656+0.00740695j 0.0173453-0.0103491j 0.0195006-0.0184562j -0.0104337+0.0250241j 0.0225767-0.00795773j -0.00745988+0.0157668j -0.0183962-0.00737963j -3.57894e-05-0.0181005j 0.00597412+0.0212733j -0.0208406-0.0149535j 0.0343728-0.0216827j 0.0113186-0.01745j 0.0252494-0.019346j 0.0115806-0.0221646j 0.0200004+0.00448315j 0.0079598-0.0323538j 0.0359719-0.00829032j 0.019623+0.00465713j -0.00799661-0.0197013j 0.00565662+0.0121974j -0.0191476+0.0102658j 0.0107309+0.0230088j 0.0193352-0.0218313j -0.00182794-0.00646484j -0.0012604+0.0147139j 
0.00256779-0.00237339j -0.00421209-0.00378465j -0.00664403-0.0104033j -0.00257788-0.00230567j 0.00114865-0.000434814j 0.000665576-0.0128291j -0.00678953+0.00259735j 0.00368353-0.0065382j -0.00726649-0.011638j -0.00722154+0.0081032j -0.00492943+0.000635051j 0.00411635+0.00117142j -7.32268e-05+0.000639425j -0.00157337+0.00216372j -0.00963348+0.000885795j -0.00763469+0.0122348j 0.00858802+0.00327424j 0.0122856+0.0131674j 0.00673288+0.00559527j 0.000613006-0.00402661j -0.00130103+0.0118235j -0.00199689-0.0211339j -0.00430911-0.00385015j 0.00529787-0.0099168j -0.000135031-0.00354988j -0.0112138-0.005278j -0.00281282-0.0190886j 0.00646904-0.0127642j 0.0250175+0.00815823j 0.00768064-0.00257321j 0.0141333+0.0073275j 0.00224335-0.00111766j 0.00212899+0.00921667j 0.00540136-0.010475j -0.00241928+0.00281604j 0.0114416+0.00310498j 0.00648719+0.00210901j -0.0112582-0.0147933j -0.00883528+0.00642983j 0.00318212+0.00611009j -0.0121492-0.0101645j -0.00610638+0.00233817j -0.00102771+0.0189975j -0.0035433+0.0175062j 0.00384514+0.00532806j 0.00232922-0.000989942j 0.0143029-0.0242777j 0.0098476+0.0219445j 0.0234509-0.00147473j 0.000835652+0.00623713j -0.00806481-0.00950164j -0.0235449-0.0225221j -0.00932354+0.0115838j 0.00419131-0.0166731j 0.00407227+0.0122159j -0.00440328-0.00605176j 0.0314016+0.00396049j 0.00663434-0.00783873j 0.01247-0.0152342j 0.016438-0.0121536j 0.0206057-0.0250782j 0.0129384+0.0151033j 0.0027722-0.00149663j 0.00114395-0.0106953j -0.00547801-0.0102608j 0.0106563+0.00519813j 0.00865898-0.0072237j -0.00516495+0.00366471j -9.7383e-05+0.010316j 
0.0188725+0.00718694j 0.0095469+0.00902148j -0.00269849-0.00286628j 0.00203726+0.0108946j -0.00597035-0.0148312j -0.00390288+0.00747625j -0.00187414-0.0089262j 0.000765776-0.00599034j 0.00677905-0.00844761j 0.0125315-0.00388766j -0.00045387+0.000879783j 0.00616126-0.00597667j 0.00529247-0.0127159j -0.00818881+0.00393845j 0.00368762+0.00618791j 0.00787952+0.00329772j 0.00495557+0.00053687j -0.0120993-0.00485843j 0.0102171+0.00561108j -0.00493441+0.00217537j 0.00758963-0.00984262j -0.00935022-0.0044553j 0.000801856+0.00819483j 0.0197561+0.0105258j 0.00856375-0.00229459j 0.00949785-0.0137329j 0.00424811+0.00828726j 0.0210432-0.0113547j 0.00471413+0.0168374j 0.0170786+0.00135051j 0.00145701+0.000404724j -0.00613806+0.000671009j 0.00644774-0.00373291j 0.00193996-0.00410802j -0.0142887+0.00411808j 0.0106153+0.00317973j 0.010103-0.00380215j -0.0131227-0.00068554j -0.018678+0.0261952j 0.0175448-0.00171164j 0.00508613-0.0119854j 0.0101722+0.00410849j -0.00163971+0.00708893j -0.000993021+0.000872012j -0.00148101-0.00763941j -0.014605+0.0127604j -0.0117341+0.00851538j -0.0146614+0.0041591j 0.0154398+0.0363149j -0.0131361+0.00229945j -0.0203883+0.00921145j 0.0080331+0.00566397j -0.00376363-0.0139441j 0.0344406-0.0262186j -0.014633-0.00879058j -0.00593845+0.010804j -0.00165022+0.00592376j 0.00678156+0.0180326j -0.0117062+0.0078815j -0.00447136+0.0273281j -0.0154132+0.00894237j -0.00620424-0.00905503j 0.0123418-0.0109352j 0.0102179-0.00283615j -0.00424276-0.0130873j -0.00333586-0.000341291j 0.0102929+0.00782995j -0.00698294-0.00313467j -0.00328145+0.0123906j 
0.000601555+0.00180268j 0.00329471+0.00208336j 0.00600197+0.00134351j -0.000872896-0.0043111j -0.00195947-0.00314431j -0.00280569-0.0100004j -0.0035258-0.00198429j 0.00687823-0.00845623j -0.00406025-0.00510066j -0.000715746-0.000887564j -0.00420564-0.00438693j 0.000535936-0.00246546j -0.00289974+0.00190357j 0.00338314-0.000867708j 0.00859704+0.00760963j -9.42409e-05+0.0048923j 0.0172972-0.00394844j -0.00984352-0.00129088j 0.0107524+0.0097665j -0.00461013+0.00305593j -0.0083205+0.0101441j 0.00507612-7.82454e-05j 0.0108815+0.0114305j -0.00103306-0.00964404j 0.000605575+0.001998j 0.0153474+0.00315422j 0.0133916+0.00230847j -0.00936049-0.0180657j 0.0203746-0.0157199j 0.00883631+0.00830958j -0.00888647-0.00516831j 0.0116172+0.00547096j -0.012595+5.83424e-06j 0.0145939+0.00410305j 0.00663938-0.00216652j 0.0114202+0.00474463j -0.0112321+0.00663822j -0.00763155-0.00170196j -0.00680957+0.0247055j 0.000181672+0.00948208j 0.000359594+0.00373357j -0.00252304-0.00473877j -0.00314953-0.00834905j -0.00041797+0.0149118j -0.00521993-0.0022202j -0.000821328-0.0082549j -0.017147+0.0175208j -0.0309895+0.00304231j 0.0173692+0.00566611j 0.00508017-0.00666893j -0.00806375+0.0251354j 0.0036867+0.0101624j 0.0039408-0.00338662j 0.00465828+0.00173013j 0.0148466-0.0149375j -0.0125924+0.0188906j -0.00217555-0.0026884j 0.0106682-0.00531233j -0.000973408+0.0165608j 0.00431752-0.00604639j 0.0132654+0.0234304j 0.0097448-0.0225606j -0.00388069-0.00515335j 0.0130413+0.00414829j -0.0168919+0.00412315j 0.0149462+0.00317654j 0.00376342-0.0118903j 0.00858199+0.00825151j 0.00512778+0.00339527j 
0.011923+0.0140519j -0.0203269-0.00994382j -6.72086e-06+0.000114691j -0.00152896-0.000848918j -0.00249307+0.0133803j -0.000165803+0.0121677j 0.00235523+0.00756843j -0.00788267+0.00312093j -0.00387664+0.00559381j -0.00450763-0.00611675j -0.00559944-0.00772819j 0.00844544+0.00799937j -0.00588341-0.000203946j -0.00785403-0.00317155j -0.00250812-0.00600561j -0.00371967-0.0105283j -0.0150612+0.00695801j 0.0111695+0.00403475j -0.0105381+0.00740646j -0.00432704-0.0116773j 0.000693574+0.00894098j 0.0124866-0.00126838j -0.0131951-0.0165623j -0.00457622+0.000940502j -0.00369054-0.00544338j -0.00991065+0.00217077j -0.0127254-0.00922589j -0.000210957+0.0125168j 0.000484021+0.00168268j 0.00144488+0.00425401j 0.00344794-0.00626956j 0.00626805+0.0100211j -0.000973463+0.00315608j 0.00978634-0.00656296j -0.00316193+0.000823941j 0.00737435+0.00501045j -0.0160692+0.00725474j -0.00737937-0.0111133j -0.0132142+0.0388944j 0.00415196+0.0182278j -0.00488522+0.000144428j -0.00716426-0.00900159j -0.00573032+0.000322567j 0.00142465+0.0190324j 0.00774894-0.00430296j -0.00731233-0.00122299j -0.0225484+0.0135251j -0.0362651+0.0251305j 0.0267309+0.0209057j 0.0126574-0.0103563j -0.0205775+0.033906j 0.00141152+0.00856917j 0.0228729-0.00795039j -0.00364375-0.0288312j -0.0149747-0.018978j -0.00279528-0.0230284j -0.00448467-0.0218158j 0.0111929+0.0116293j -0.00777704+0.0179808j 0.0097913+0.00367489j 0.0248974+0.0164847j 0.0103396-0.00788125j -0.00484269-0.0138291j 0.000667766+0.00807814j 0.000650678-0.0191176j 0.011581-0.0011332j 0.00520376-0.011223j -0.00109644+0.00891538j 9.60466e-05+0.00284489j 
-0.000685992+0.00298873j -0.00281869+0.00145838j -0.00363798-0.00249064j 0.00185521+0.00238069j -0.00150048-0.00715115j 0.00348296-0.00753617j -0.00118695-0.00188438j -0.00336233+0.000299687j -0.000153609-0.00856292j 0.0063065+0.00352511j 0.00327137-0.00154589j 0.00143965-0.00427943j 0.00167731-0.00842363j -0.00940898+0.00749399j -0.00503892+0.000150607j -0.00420361-0.00481044j -0.00377373+0.00351618j 0.00284471-0.00151466j -0.000706808+0.004262j -0.0121137-0.00425278j -0.00790491-0.0101246j -0.0019219-0.00230804j 0.00180153-0.00714905j 0.0150156+0.00150574j -0.00417307+0.0119433j -0.014013-0.00568601j -0.00544352-0.0171414j 0.0113873-0.0113494j 0.00582202+0.0119582j -0.0180836+0.00479566j -0.0146299-0.00201043j 0.015187+0.00452404j -0.0101744+0.00513578j 0.00354571+0.00174584j 0.0220562-0.00936603j -0.00696029-0.00208509j -0.00939534+0.00735061j 0.00788806-0.000200294j 0.00705171-0.0117887j -0.0203751+0.00869515j -0.00954538+0.0156192j -0.00870584-0.00190802j 0.00429133-0.0140669j 0.00804642-0.000961281j 0.00640148+0.00719986j 0.0113733-0.00492269j -0.00846818-0.00894314j 0.00193739-0.00220712j -0.000744599-0.0336731j 0.00750399-0.000203111j 0.016672+0.0116943j -0.0115288+0.0104402j 0.0162248+0.00275568j -0.0199286+0.00922178j 0.0178587-0.00904749j 0.0239573+0.0128827j 0.00112714-0.0243257j 0.00154836-0.0145803j 0.0136333+0.00984919j 0.00886257-0.0311037j 0.0183104+0.0143022j 0.0057212-0.00662853j -0.00469495-0.0017195j -0.0126056+0.00683137j -0.00836242+0.0134262j 0.00936538-0.00912506j -0.00205791-0.00997682j 0.00210398+0.00242605j 0.00812909-0.00455758j 
-0.0232866-0.0118003j -0.000517223-0.00790425j 0.00046589+0.0147396j 0.00344029-0.00340134j -0.000411043-0.00405921j -0.00204258-0.00631721j -0.00563381-0.00161969j -0.0024475+0.00429065j -0.00317029+0.00247141j 0.00222803+0.00948505j 0.0050553-0.000962729j -0.000647223+0.00138479j 0.00639202+0.0122552j -0.00500496+0.0135864j 0.0159488-0.00460107j -0.0174905-0.00496927j 0.000428526+0.00164009j -0.00656089-0.0122671j -0.00250887+0.00193904j -0.0202043-0.00514842j -0.00336319-0.00945003j 0.0118798+0.000309556j -0.00872068+0.000525421j -0.00357614-0.00145625j -0.00952634+0.0209484j -0.00980576-0.00282553j 0.0122033+8.01102e-05j -0.00363201+0.00249654j -0.00978654-0.00500004j -0.021755-0.0049121j -0.00377315-0.00597955j -0.00112442+0.00238917j -0.00161784+0.00954001j -0.00203906+8.93196e-05j -0.0112003-0.00128613j 0.00164017+0.00119179j -0.000678965+0.00435497j -0.00486449-0.0223674j 0.0142031-0.0187935j 0.0178083+0.016041j 0.00577621+0.00771675j 0.0108385+0.00190553j 0.00825366+0.0215367j 0.00935218-0.00880347j -0.00365881+0.0250564j 0.0164211-0.00452119j 0.0083071-0.000509509j -0.0151268-0.018797j 0.00161736-0.0247384j 0.00160655-0.00510035j -0.0095531+0.0016354j -0.00238808+0.0355846j -0.0117919+0.0264602j -0.011981-0.00730881j 0.0129109+0.0265695j 0.0110157-0.0207258j -0.0048989+0.0153725j -0.0100011-0.00416487j 0.018288-0.00148402j 0.00405223+0.00375204j 0.0230623-0.0151621j -0.0111172+0.00396407j 0.00344465+0.0185098j 0.00121414-0.00168957j 0.00464215+0.00752069j -0.00130369+0.000383794j -0.00567575-0.00265967j -0.000865188+0.0011316j 0.00247257+0.00105351j 
