-0.00185308+0.00964007j 0.0116632-0.00125084j -0.00871648+0.0120184j 0.0078795+0.0145571j 0.0138193-0.0032261j -0.00450271-0.0209468j -0.011966+0.0155356j 0.00233243-0.0111473j 0.0254402+0.0140772j 0.00321152+0.0129666j -0.00950344-0.0264894j -0.00103924-0.0224637j 0.0161342+0.0215668j 0.00595958-0.00962492j -0.00567966-0.00556507j -0.0181596-0.00722906j -0.00890171+0.00542431j 0.0059343+0.011619j -0.00158697+0.0066226j -0.0319843+0.00794652j -0.00711279+0.0129675j 0.0179289+0.0233912j 0.00703919+0.0163674j -0.0122174+0.0186118j 0.0220974+0.00153902j 0.00491106+0.00693217j 0.00869752-0.000273339j 0.00232858+0.00232742j -0.0059973-0.00853108j 0.000987005-0.000756512j -0.0101242+0.00996935j -0.00138346+0.00439128j 0.00223854-0.000718425j -0.00141733+0.0039376j 0.00784663+0.00932276j 0.00454425+0.00687164j 0.000284953+0.00569437j 0.000687689-0.00884347j -0.00122505-0.00400472j -0.00336903-0.00916541j -0.00250015+0.00472928j 0.00294378-0.00273167j 0.0130897-0.000831236j -0.0105304-0.00627377j -0.00254334-0.00157226j 0.0117004-9.93889e-05j 0.000488784+0.00423358j -0.00321556+0.0103783j -0.000575832-0.00082418j 0.0084934-0.0088829j -0.00868755-0.00359336j 0.00404345+0.00954997j -0.00521604+0.00971489j 0.00510204+0.00659253j 0.00384746-0.003254j 0.00315588-0.00824769j -0.000674991-0.000874814j -0.00629721-0.000223172j 0.000110813-0.00896478j 0.00884684-0.00570569j 0.0141436-0.00172138j 0.000809343+0.00297493j 0.0103701+0.000626382j 0.00462502+0.000885434j -0.00619687-0.00577258j 0.00935463+0.00786585j -0.00373781-0.00595917j 0.00534073+0.0136287j -0.0022511-0.00529367j 0.0018493+0.00260823j 0.00728203-0.00792348j 0.00191458+0.000228631j -0.00311772-0.0012531j -0.000240544+0.00499884j -0.00479702+0.000714759j 0.00791504-0.000669059j -0.00011247-0.00263867j 0.00545369-0.00341586j 0.000362112-0.00207153j -0.00947161+0.00235308j 3.69692e-05-0.00304034j 0.00413524+0.00705522j 0.000299678+0.000281466j -0.00588171+0.00300338j -0.00258392-0.00141973j -0.000227747+0.000813813j 0.00466608+0.00332286j -0.00142246+0.000896403j -0.00140255-0.00313856j 0.00306475+0.0115847j 0.00931318-0.00214851j 0.00364976+0.00760698j 0.010479+0.0029489j -0.0382352+0.00125162j -0.005711-0.0375179j 
-0.0033194-0.00273838j 0.00270531-0.000291117j 0.000962446+0.00225715j -0.00347978-0.00264118j -0.0031984+0.00187678j 0.00477776+0.00334119j 0.00331382+0.00667068j -0.0092237+0.0006263j -0.0110308+0.00110478j 0.00411444+0.00405849j -0.00960915-0.000397218j 0.0138419+0.00959989j 0.00565243+0.0036151j -0.00255996+0.000486567j -0.00609352-0.00237855j -0.0142719-0.0134148j 0.00141303-0.00243032j -0.0116673-0.00757904j -0.00383071-0.0114293j 0.00879895+0.00407064j -0.00226523-0.00465371j -0.00163429-3.5931e-05j -0.000616671+0.00317117j 0.00282782+0.00471782j 0.00188064+0.0056689j -0.00415396-0.0142387j 0.00252445+0.0073678j 0.00510548-0.010512j -0.0108148-0.00193629j 0.000976085+0.0118653j -0.00685203+0.00197433j 0.0131488-0.00993243j 0.00790801-0.00180496j 0.00148217+4.80801e-05j 0.00200001-0.001615j 0.00510418+0.00262099j -0.00164842-0.00209238j -0.00824824-0.00428351j -0.00491622-0.000430061j 0.0125853-0.00181321j 0.000890988+0.0085185j -0.00208259-0.00396345j 0.011147+0.000746601j 0.00589178-0.00481119j 0.0066785+0.00162002j 0.0060287+0.00661949j -0.00141252+0.00300918j -0.00176483+0.00384637j 0.00648292-0.000117988j 0.00330147+6.13361e-05j -0.00565189-0.00241477j 0.000434733+0.00136884j 0.0086011+0.00015937j -0.00483547-0.00137571j -0.00181674-0.00316476j -0.00123354+0.00324478j 0.00984617+0.00308246j -3.78656e-05-0.00204525j 0.00355254-0.00699894j -0.0024732+0.000579344j 0.00763449-0.00425554j -0.00229801+0.00434977j -0.00541437+0.000805045j -0.0119482+0.00464248j 0.0122679-0.00840173j 0.010472-0.00511174j -0.0117263-0.00103146j -0.0159681-0.000933577j 0.000776546-0.0010189j 0.00713429-0.00293146j -7.84313e-05+0.00176111j -0.00775881+0.00532723j 0.00405873-0.00602501j -0.00703727+0.00126242j 0.0142415+0.000940105j -0.00273834+0.0025272j -0.00903574-0.00422092j 0.00487981-0.00211203j -0.00138491+0.00639925j -0.00497111+0.00442184j -0.0040445+0.00835691j 0.00566996+0.00150677j 0.00425105-0.00464809j -0.0045901-0.000460958j 0.00179624-0.000915956j 0.00531277+0.00218652j 0.00125217+0.00509324j 0.00325587-0.00150284j 0.000539967+0.00116408j -0.00132464-0.00129926j -0.00094617+0.00037266j 0.00267022-0.00254158j -0.000556-0.00225588j -0.000437826-0.00211847j -0.00185253-5.481e-06j 
0.000365878-0.000940143j -0.00283188+0.00175971j 0.00395939-0.00345605j -0.00264463+0.00381063j -0.00424616+0.00982248j -0.00878962+0.000691022j 0.00756504-0.000437655j -0.00417909-0.00593589j 0.000951601+0.000788728j 0.000926562+0.0014983j -0.000344153+0.0124606j -0.00710736-0.0101273j 0.00248488-0.012724j 0.00298227-0.0125393j 0.00115457-0.00213687j 0.00094356+0.0175633j -0.00104282+0.00982831j 0.00320742-0.00767434j -0.00466632+0.01198j -0.00131514+0.0164274j -0.00213376+0.00412843j 0.00750909-0.00810233j 0.00685963-0.00145385j 0.0111831-0.00368984j -0.000843505+0.00324279j -0.0101369+0.0111988j -0.00373717-0.00886876j 0.00207988+0.00603513j -0.00715525+0.00239928j 0.0048928-0.013965j -2.86948e-05-0.00533084j 0.000352039+0.0101312j 0.00556835+0.000891825j 0.00350851+0.0100129j 0.0038479+0.00350243j 0.00594882+0.000248265j -0.00881885+0.0100966j -0.00671305-0.00258894j -0.00971241+0.000697105j 0.00178982+0.00959693j 0.00975813-0.00532127j -0.000843081+0.00757181j 0.00389423+0.0164204j -0.00356198+0.0071904j 0.00301572+0.00827786j 0.000610874+0.00269518j 0.000370292+0.00226104j -0.0029052-0.00140948j 0.00163378+0.00163514j -0.00146078-0.0030222j 0.0028835+0.00663641j 0.0036833-0.00205024j 0.00831487-0.00825456j -0.00701939+0.00633088j 2.70532e-05+0.00509775j 0.00221658-0.00405435j 0.00504529-0.00845601j 0.0047762-0.00136361j 0.000562451+0.00731857j 0.00257222+0.003358j 0.00914474-0.00856962j -0.00341077+0.00252698j -0.00218799+0.00501854j -0.00909152+0.00220295j 0.00477479+0.003593j 0.0084749+0.000112704j -0.00368574+0.00385499j -0.0116226+0.00438109j 0.000959745-0.000990034j 0.00524915+0.000915387j -0.0010389+0.001633j 0.00156343+0.00111394j 0.00186841+0.00280939j -0.0102499+0.0068854j 0.0116503-0.00307178j 0.00123942-0.00414887j -0.00901181+0.0065318j 0.000597919+0.00640206j 0.000249069-0.00959865j -0.00217483-0.00502658j 0.000723856-0.00865042j -0.00187914+0.00225326j 0.00682708+0.00516497j -0.00507785-0.00323641j -0.00277393+0.00354144j 0.000836814-0.00182546j -0.00201357-0.00427013j -0.000777166+0.00109024j -0.000222166+0.00150414j 0.00111135-0.00423244j -0.00326557-0.00101938j -0.000543756-0.00352844j 0.0023775+0.000236218j 0.00286227+0.000703094j -0.00225981+0.00192657j 
-0.00047652+0.00354231j 0.00180951+0.00138291j 0.00206905-0.00469285j 0.00188584-0.00247777j -0.00295842-0.00316849j 0.00625433-0.00716821j 0.000101972-0.000256698j 0.000267499+0.00974955j 0.00106119+0.00886803j 0.00228761-0.00614719j -0.00597981-0.00157989j 0.00496215+0.0181412j 0.00237329+0.010509j -0.00623599-0.00431185j -0.000546517-0.00956846j -0.00536029-0.0146981j 0.00450507+0.00679506j -0.00537058+0.00565902j 0.00113012+0.000441359j 0.00470864-0.0136366j -0.000564716+0.000712619j -0.00144012+0.000595003j -0.00581309+0.00290144j 0.00138396-0.000234357j 0.00228541-0.000403786j 0.00375515-0.00879906j 0.00290334+0.00277865j 0.00132602+0.00901806j -0.0044837-0.00604399j 0.00303064+0.0033243j 0.00354538+0.0021661j 0.00357253+0.00636668j 0.00280486+0.0079069j -0.000999549-0.00617487j 0.00176397-0.00400584j 0.00202399+0.00133976j 0.00405294-0.0114026j -0.000370176-0.0085802j 0.00145702-0.0153098j 0.00680957+0.00608854j 0.00297314+0.00677779j -0.00148131+0.00180196j 0.00644791-0.00295048j 0.000672068+0.001061j 0.00413973-0.00461657j 0.00299559-0.000579611j 0.000188377-5.2179e-07j -0.000226094-0.00313381j -0.000953766-0.00492246j -0.000462751+0.00535573j -0.00482143-0.00159452j 6.86244e-05+0.00399551j 0.00692793-0.000108832j -0.00169924-0.000828861j 0.0030777-0.00132634j -0.00645586+0.00365274j 0.0041424+0.00453533j 0.0112277-0.000888515j -0.000520426-0.0034105j -0.00295213+0.000160112j 0.00258662+0.0083136j -0.00758624-0.0048684j -0.00240206+0.00110787j -0.0174607-0.00752901j 0.0121302+0.0086718j 0.00937135+0.00991208j -0.00398239-0.00273021j -0.00613423-0.0063924j 0.00217622+0.00253999j 0.00229766+0.00567666j 0.00251638+0.00184143j 0.000699234-0.00424726j 0.00205185+0.00578725j -0.00818506-0.0082643j 0.00998391+0.00747509j -0.00120265-0.000277721j -0.00986029-0.00899364j 0.00117369+0.00288643j -0.00272246+0.00188811j 0.000697616-0.00430166j -0.00507274+0.000830866j 0.00399564+0.000847414j 0.00032069+0.00665238j -0.00539649-0.00518218j 0.000177427-0.000448125j 0.00290458+0.00386676j -8.3775e-06-0.00150235j 0.00150018-0.00125375j -0.00292358-0.0015581j -0.00032746+0.00104526j -0.000114171+0.00180832j 0.00287316+0.00123692j -0.00128874+0.00136196j -0.0015285+0.00105417j -0.000429661-0.00320049j 
-0.00285001+0.00836204j -0.00344975-0.00554589j -0.00142321-0.00239773j -0.00218857-0.0114464j -0.00376269+0.00867119j -0.0103133-0.00849014j 0.00437382+0.00943167j -0.0122016+0.0010474j -0.00198089+0.00427092j -0.00539683-0.00877131j -0.0115543+0.00405795j 0.00427265+0.0213436j -0.00082925-0.00162716j 0.00891075+0.0184989j 0.00202659+0.000315239j 0.00851077-0.00719096j -0.00472279-0.0162612j 0.000769108-0.0150113j 0.000650459-0.0167477j 0.011954+0.0168843j 0.00100482+0.0010635j 0.00039555-0.00407098j 0.00715515+0.0169593j 0.00836512+0.0034172j -0.00162703+0.00768417j 0.00841185-0.0142703j 0.00147271+0.0054155j 0.00265469-0.005337j -0.00124679+0.00259471j -0.000147798+0.013493j 0.0010555+0.000446145j 8.28804e-05-0.00832733j -0.0108984-0.00635346j -0.00479618-0.00569307j 0.00472463-0.00688916j -0.00398356-0.00663573j 0.00333388-0.00129996j 0.00246036-0.00295341j 0.00759662+0.00474271j -0.00231207-0.00262949j -0.015575+0.00350872j 0.000138443-0.00451172j 0.00719001-0.00650322j 0.00361607-0.00571527j 0.00533395+0.00181503j -0.00349023-0.00177592j 0.000730866+0.000603582j -0.00669506-0.000354189j 0.00289703-0.00505214j -0.00109285+0.00473924j -0.0021829+0.00280578j -0.00455061+0.00664732j -0.00518609-0.00431499j -0.00710908+0.00521639j -0.0098748+0.000323849j 0.000446499+0.0112187j 0.000151906+0.0033301j -0.00907502-0.00361098j 0.0008329-0.00284789j -0.00626605-0.00577061j -0.00714213-0.000818159j -0.00217941+0.0100923j -0.00325317+0.00363118j 0.0104335-0.00316361j -0.00924711-0.00880488j 0.00028984-0.00644767j -0.00376477+0.00632284j -0.00123246+0.00204678j -0.00292281+0.00231596j -0.00323186-0.00208118j -0.004892-0.00741839j 0.00102072-0.00593608j -0.00640922-0.0126194j 0.00877041+0.0022172j -0.00896075-0.000842168j 0.00387666+0.00212613j 0.01203+0.00254752j -0.00558892+0.00100881j -0.000816822-0.000184476j -0.00610706+0.00414892j -0.000881148+0.00194054j 0.00282094-0.00332296j -0.00575234-0.00279942j 0.00519618+0.00425422j 0.0012101+0.00044555j -0.00288615+0.00122661j -0.001476+0.00145292j 0.00535266-0.00291496j 0.000339973+0.00543364j 0.000772648-0.00295002j -0.00289025-0.00358901j -0.00013076-0.00623805j 0.00261224-0.00561486j 0.00171235-0.00223416j 0.00197516+0.000981949j 
0.000146472-0.00211487j -0.0016852+0.0015922j 0.00246544-0.000115416j 0.000271664+0.00256916j 0.00214102-0.00457942j 0.000648784-0.00290681j 0.00640988-0.00600083j 0.000782252-0.000492056j 0.00261438-0.00127737j -9.0596e-05-0.00944908j -0.00184027-0.0112074j -0.00145424+0.00580072j 0.00338899-0.00704909j -0.00417592+0.00206769j 0.00214492+0.0126979j -0.00192483+0.00107488j 0.00344399-0.000668992j -0.000569705-0.00039987j 0.00139369+0.00500269j 0.00138525-0.0031235j 0.000892229+0.00562058j 0.00353615-0.0099022j 0.00232666-0.00533857j 0.00109106+0.000513367j 0.00321026-0.00225856j -0.00432612-0.00493128j 0.0016082-0.00145351j -0.000501341-0.00380555j -0.00566162-0.00205099j 0.00412453-0.000176089j 0.00577664-0.0049957j -0.00433449-0.00743558j -0.00256147+0.000876782j -0.000855459+0.00364472j 0.00187028-0.000376212j -0.000187151-3.90634e-05j -0.00362578+0.00113492j -0.000426578-0.00255554j -0.00678428-0.000319214j -0.00198417-0.00157867j 0.00167741+0.00146454j -0.000778534+0.00187877j -0.00224421-0.00133992j -0.00365195+0.00182621j 0.000165857-0.00329937j -0.000634932+0.00298606j -0.00129899-0.00157277j 0.00148911+0.00362042j -0.00093878-0.000566804j 0.00349484+0.00923969j 0.000602628-0.00417613j -0.0040694-0.00421504j -0.00167229+0.00677806j 0.00497068+0.0097182j -0.00404997+7.04172e-05j 0.00110776-0.000567553j -0.00133469-0.00866799j 0.0045262-0.00431363j 0.00298068+0.00755906j 0.00264453-0.00654892j 0.00280052-0.000505196j 0.00116638-0.000244132j 0.0024139+0.0153316j -0.00303819-0.00385653j -0.00185436+0.00207269j -0.00241973-0.0152472j 0.000941912-0.00705448j 0.00180411+0.00431527j -0.00144451-0.00154232j -0.00125923-0.00280898j -0.000922063+0.00598189j 0.00351314-0.00811098j 0.00166235+0.0061343j -0.0011412+0.00017378j 7.12595e-05+0.0024213j -4.1882e-05-0.000943246j -0.000536312-0.000243692j -0.000297234+0.00206297j -0.00223203+0.000531192j -0.00113226+0.0068489j 0.000480721+0.00284112j -0.000643694-0.00213065j 0.00101829+0.00139078j -0.00161614+0.00129946j -0.00233057+0.0032758j 0.00175189-0.00103795j 0.000631693-0.00100077j -0.00136265+0.000545215j 0.00153459-0.00398627j 0.000927423-0.0025589j -0.000263011-0.00168756j -0.000528543-1.82612e-05j 0.00188353-0.00146513j 0.00140144-0.000651837j -0.00241071+0.00257458j 
0.00188708-0.00143128j 0.0024138+0.000692655j 0.00472535-0.0111198j 0.00889939+0.00744604j 0.00742815-0.0142407j 0.00493339+0.00316961j 0.0133885+0.00932138j 0.00480123-0.00150156j 0.00346473+0.0362601j -0.00641807-0.0125071j -0.00789683-0.00732502j 0.00561313+0.00943986j -0.000469359+0.00111535j -0.00809951-0.00559145j 0.00961638+0.0147502j 0.00569023-0.00949257j 0.0126094+0.00436917j -0.00562721-0.0125267j 0.0115658+0.00620796j 0.0199683-0.00932041j 0.00880945-0.00012552j 0.0116972+0.000497715j 0.0108318-0.00999803j -0.0060656+0.00491384j -0.00211218-0.00334684j -0.00517659-0.00375082j 0.00804074+0.00484548j 0.000432078-0.00925465j -0.0106598-0.00222303j 0.000209743-0.0101048j -0.00252059-0.0110546j -0.00332145-0.00741934j -0.0133998+0.00114472j -0.00653491+0.000674798j 0.00608025-0.00131237j -0.0015361-0.00743829j 0.00135679-0.00210672j 0.00441307-0.00986179j -0.00278489+0.00611472j -0.00142081-0.0129508j -0.0113005+0.00425216j 0.00076654-0.0037577j 5.90594e-05+0.00172948j 0.00130338+0.00445333j -0.00311494-0.0138514j 0.00366787-0.00302471j 0.00171406+0.00128794j -0.00309625+0.00113545j 0.00486643-0.00188362j 0.000356656-0.00668918j -0.00148467-0.000372261j -0.00178527+0.0065221j -0.00323433-0.00473582j -0.00646627-0.00420801j -0.00477131-0.00288459j -0.00117542+0.00347154j 0.0055639-0.000835505j 0.000274815-0.00335495j -0.000236935-0.00151504j -0.00525487+0.00579351j -0.00235003+0.00281625j 0.00887994+0.00321876j -0.00381333+0.0012938j -0.00127804+0.00243588j -0.000617288-0.00280773j 0.00372536-0.00162602j -0.00103431+0.00744902j -0.0034563-0.001225j -0.00329132-0.000879859j 0.0046354-0.00305247j -0.0117335+0.00351338j -0.00344957-0.00154867j -0.00797848-0.000268651j 2.47042e-05-0.00260518j 0.00165682+0.000244356j -0.000197996+0.00197648j -0.000432247-0.00358464j 0.00305771+0.00100436j 0.0035551-0.00098713j 0.0042048+0.00232014j 0.000190921+0.00581623j -0.00256541-0.000602806j -0.00232357+0.000489919j -0.00149036-0.000244953j -0.0060268+0.000218871j 0.000425466+0.000525023j 0.00127674+0.00166438j -0.0010619+0.000441397j 0.00234063-0.00597381j -0.0019129+0.00128517j -0.00281885+0.00501471j -0.00538259-0.00155775j -0.000427404-0.00336791j 0.000367706-0.00086091j -0.000593951-0.00256714j 
0.00363077-0.00509628j 0.00467871-0.000384584j 0.00293966-0.00802691j 0.00557928+0.00452952j 0.00135788-0.0096941j 0.00149051+0.00698138j 0.00033025+0.00717485j 0.00149102-0.00650164j 0.000295148+0.0141463j -0.00627267-0.00154374j -0.0104187-0.0027202j 0.00815415+0.00656971j -0.00304047-0.00355592j 0.00220809+0.00122976j 0.00313167+0.0047186j 0.00644319+0.000402602j 0.00314017-0.00299388j 0.00704046-0.00103509j 0.00187137-0.00365291j 0.0160249+0.00753243j 0.00437286-0.000365422j 0.00733524+0.00047078j 0.00934308-0.0107303j -0.00637395+0.00257432j -0.00601231-0.0041007j 0.0106778+0.00640766j 0.0045649+0.00612709j 0.00894885+0.0026617j 0.00028192+0.00421839j -0.00958533-0.00961283j -0.00468674-0.000101104j 0.0121824+0.0125575j 0.00424295+0.00511604j 0.0053196+0.00336773j 0.00145593-0.000142392j -0.00570097-0.00476529j 0.00318794+0.00233802j 0.00805323-0.00488368j -0.00059228+0.000319237j 0.00896029+0.00391475j -0.0045135-0.00528385j 0.000750286+0.00256669j 0.00195708-0.00254225j -0.00167287+0.00215595j -0.00115774-0.00600854j 0.00607206+0.00262567j -0.00506437-0.00447509j 0.00317897-0.0029272j 0.00874647+0.00297041j -0.00100865-0.00179254j 0.00311307-0.00484075j -0.00705418+0.00365245j -0.00274188+0.00263723j 0.0115475-0.00640297j -0.000163218+0.00140904j 0.00149597+0.00139759j -0.0108137-0.00194565j 0.000575535-0.00286839j 0.00929237+0.00221698j -0.00709445+0.00217443j -0.00503202-0.00217296j 0.00418476+0.00086917j 0.00163449-0.001877j 0.00554717+0.00146226j -0.00454571+0.000517641j -0.00689181+0.00212432j -0.00480592-0.00695241j -0.001334-0.00019877j -0.00220674-0.00511368j -0.00557569-0.000133255j 0.00312116+0.00443659j 0.00647913-0.00382353j -0.00134707+0.00244672j -0.00174558+0.002947j 0.00192458+0.000369805j -0.000744003-0.00343032j 0.000323109+0.00130695j -0.000745028+0.00214528j -0.00210402-0.00155686j 0.00602729-0.00357193j -0.00257948+0.00440995j -0.00182552+0.000888486j -0.0012212+3.7302e-05j -0.00309933-0.00123965j -0.00245859+0.000420903j 0.000907515-0.000973083j -0.00179825-0.00255801j 0.00368723+0.00197242j -0.000521102-0.00181276j -0.00179033-0.000766575j -0.00233162+0.00259531j -0.00144752-0.00108322j -0.000985547-0.00135804j 0.00148114-0.000847027j 0.000599871-0.00140302j 
0.00187126-0.000360893j -0.00215598+0.00145516j 0.000870461+0.0011985j 0.000376448+0.00137938j -0.00489324+0.00054326j -0.0047914+0.00177072j 0.00337958-0.000573902j -0.00191139+0.00410218j -0.00602663+0.00439164j -0.000740012+0.00317146j -0.00718955+0.0070881j -0.00182039-0.0109052j 0.00153787+0.00331696j 0.00303942+0.0121633j 0.0045359-0.00258619j 0.00063575+0.0125176j -0.00251513-0.00693907j 0.00267998+0.000582194j 0.00199007+0.00110475j -0.00113904+0.000472631j 0.00306565-0.00299669j 0.00244685+0.00773614j 0.00158919+0.00259682j -1.59619e-05-0.00810297j -0.00622729-0.00484988j 0.00584682+0.0159796j -0.000271274-0.00129839j 0.00339747+0.00873995j 0.00151341-0.00414704j -0.00443316-0.00879739j -0.00150609-0.00119219j 0.00565652+0.0198488j -0.00364232+0.00886495j -0.00394837+0.0121126j 0.00397111-0.00304952j 0.000948256-0.00383192j 0.00101013-0.00101861j 0.00209402-0.00396027j -0.00238284-0.00651289j 0.00181467+0.0117055j -0.00349597+0.000282809j 0.00333152-0.00242742j -0.000157029+0.00269635j 0.00248275-0.00245438j 0.00142028+0.000731303j -0.00653301+0.00281206j 0.00379681-0.00131935j -0.000490377+0.00531099j 0.00716694-0.00862366j 0.000947317+0.00897929j 0.00214803+0.00176216j -0.00250364+3.75702e-06j -0.00472269-0.000461131j -8.3777e-05+0.00901256j -0.000249457+0.000839869j -0.00232407+0.00498153j -0.00670911-0.008601j 0.00859565+0.000491373j 0.0079266+0.00487121j -0.000214699-0.00109022j 0.00189444+0.00038387j -0.00382961-0.00164247j -0.00292034+0.00722689j 0.00334821+0.000502115j -0.00187597+0.000103494j -0.00584919-0.0108726j -0.00239328+0.00294915j 0.00406401+0.00211097j -0.00642658+0.00288549j -0.00265488-0.00583838j 0.00140702+0.00497061j -0.00443169+0.00288629j 0.0020287+0.00408007j 0.00309976+0.00354507j -0.00154365-0.00182855j 0.000220382-0.000467622j 0.00281418-0.000841429j -0.00263046+0.00103443j -0.00499637+0.000810134j -0.00341553+0.00114274j -0.00261891-0.00393929j -0.00135081+0.000533657j 0.00157396+0.00382011j 0.00175917-0.00239048j -0.00315604+0.00223685j -0.0030253+0.000914257j -0.000783539-0.0021464j 0.00287491+0.00342769j 0.00175149-0.000773293j 0.00236355-0.00226679j 0.000633942-0.00217411j 0.000598431+0.003184j 0.00242515-0.000504287j 0.00374358-0.000507967j -0.000787103-0.00252278j 
0.00439215-0.00197151j 0.00117688+0.000356168j 0.00446176-0.0114473j 5.30991e-05+0.00986224j 0.00408967-0.00891974j -0.00229391-0.000173263j 0.00664636-0.000565622j 0.00580977-0.0146734j -0.00790104+0.0163369j 0.00380602-0.00532604j 0.0127354+0.00532971j -0.00968291+0.010185j -0.00128072-0.00172837j 0.00200425+0.0078063j 0.0168096-0.00471018j -0.0179259+0.0130645j -0.00981253-0.00419017j -0.0134603+0.0201917j -0.0135377+0.00270783j -0.0229635-0.018243j -0.00673011-0.00393971j -0.00232914+0.00451651j -0.00472944-0.0152908j -0.00601757+0.00415053j -0.00704616+0.00618044j -0.000243045-0.000682955j -0.00243579-0.000476848j 0.00207912-0.00553653j -0.000474182-0.00280914j -0.00658028-0.0058195j 0.00274962+0.00096543j 0.010387-0.00298619j -0.00406141+0.00288752j -0.0085233+0.00076485j -0.0039649-0.00253417j 0.00321455-0.0108798j -0.00295318-0.00829202j -0.00624231-0.00205762j -0.0079419-0.00611276j -0.00718667+0.0112236j 0.00459999-0.00584416j -0.000795401+0.0032826j -0.0136212+0.00777177j -0.0010157-0.00223727j 0.000628732-0.00488452j 0.000657016-0.00687067j -0.00373598+0.000524218j 0.00453375-0.00467587j 0.00312097+0.00040792j -0.00401576-0.00527562j -0.00353614-0.00408605j -0.00189302+0.00041428j -0.00354998+0.00042386j 0.00126279-0.00850132j 0.00359868-0.00468716j -0.00342484-0.000259941j -0.00770362+0.0121125j 0.0101611+0.00500229j -0.00486032+0.000757802j 0.00418181+0.00203751j -0.00179406+0.00665087j -0.00147816-0.0113911j 0.00529049-0.0100457j 0.00462078+0.000785236j -0.0036389+0.0072009j -0.00241142+0.0075087j 0.0045502-0.00695249j 0.0030651-0.000354688j -0.00278756-0.00237631j -0.00248699+0.0021252j 0.00835992-0.00167652j 0.00194066+0.00186483j 0.00757809-0.0010999j 0.00286522+0.0078131j -0.00605835-0.00103271j -0.00237442+0.000851924j -0.00116414+0.00742285j 0.00210855-0.0027872j -0.00455003-0.00276514j 0.00129106-0.00301979j 0.00312105-0.00418466j 0.00221264+0.0029601j 0.00086053+0.00448732j 0.00220998+0.00100779j 0.00779179-0.000309904j -0.0014105-0.00123921j -0.00201969-0.00544783j -0.00288916-0.00145279j -0.00290719+0.00279118j 0.000179282+0.00396263j 0.00419303+0.00376768j -0.00169559+0.00496258j -0.00361415+0.0027663j -0.00165031-0.00149117j -0.00157914-0.00206204j 
-0.00223462+0.00845742j -0.00270845-0.00178247j -0.00199356+0.000983882j -0.00583783+0.000494585j -0.00541125+0.0270462j -0.0100734-0.0023154j -0.00138179+0.00306341j -0.00483953-0.0107094j -0.0105481-0.0106278j -0.00118855+0.00224506j 0.00821733-0.00640956j 0.00132763+0.00155573j -0.00735591-5.8486e-05j -0.0232472-0.011287j 0.0113242+0.00881206j -0.0292781-0.0144478j 0.00526824+0.00663435j -0.0107063-0.0175834j -0.0208913-0.00922222j -0.0137416+0.00373988j -0.0058126-0.00583274j -0.00533365-0.00581313j 0.00416295+0.0222163j 0.00529772+0.000433346j -0.0179095+0.0084278j 0.00162989-0.00581246j 0.00100248-0.000750395j 0.000329374+0.00733713j 0.00388908+0.0032025j 0.000482187-0.00449338j -0.009227+0.00052623j 0.006032-0.00114671j -0.00968861-0.00953738j -0.00791338+0.00278601j -0.000230794-0.00163644j 0.00329739+0.00175752j -0.000516366+0.00039667j -0.00494449+0.00188399j 0.00148114+0.00427336j -0.0164241-0.00150979j -0.00836718-0.00730691j -0.00337381-0.00132709j -0.0079838+0.00155333j 0.005108-0.00207944j -0.00368699-0.00322228j 0.000783276-0.000660314j 0.00221938-0.00148606j 0.00310282-0.00057691j 0.00793619-0.0019802j -0.00602328+0.00789877j -0.00126525+0.00607252j -0.00352018-0.00289174j -0.00329547-0.000457493j -0.00837152+0.00499975j -0.00648701+0.00614798j 0.00075097+0.00193376j 0.0014487-0.00238114j -0.000181783-0.00295872j -0.000919803-0.00231306j 0.00223182+0.00230753j 0.0034683-0.00703329j 0.00678134-3.16416e-05j -0.00675618-0.00262262j -0.00487417+0.00371865j -0.00124067-0.00157873j 0.00109051+0.00425218j 0.00167334+0.00104922j -0.00167574-0.00359175j -0.00267121-0.0048061j -0.000131238-0.00251093j 0.00200455-0.00759531j -0.00511641-0.00481463j 0.000644189-0.00502606j -0.00429779+0.00212817j 0.00498489+0.00274935j -0.0031035+0.00147443j -0.00747126+0.0047453j 0.00233115+0.00220934j -0.00645097-0.000349009j 0.00130484-0.00186606j 0.0028403-0.00495652j 0.00180191-0.000593202j 0.00242151-0.00150089j 0.000850493+0.000483865j 0.000989037-0.000708729j 5.58091e-05+0.00306282j 0.00497259+2.40872e-06j -0.00207298+0.00272421j -0.00102202+0.00818691j -0.00161085+0.00102309j -0.00194539-0.000989273j 0.00108399-0.00419642j -0.00354488+0.000897905j -0.0015502+0.000463182j 0.0019428-0.00281233j 
