-0.00185308+0.00964007j 0.0116632-0.00125084j -0.00871648+0.0120184j 0.0078795+0.0145571j 0.0138193-0.0032261j -0.00450271-0.0209468j -0.011966+0.0155356j 0.00233243-0.0111473j 0.0254402+0.0140772j 0.00321152+0.0129666j -0.00950344-0.0264894j -0.00103924-0.0224637j 0.0161342+0.0215668j 0.00595958-0.00962492j -0.00567966-0.00556507j -0.0181596-0.00722906j -0.00890171+0.00542431j 0.0059343+0.011619j -0.00158697+0.0066226j -0.0319843+0.00794652j -0.00711279+0.0129675j 0.0179289+0.0233912j 0.00703919+0.0163674j -0.0122174+0.0186118j 0.0220974+0.00153902j 0.00491106+0.00693217j 0.00869752-0.000273339j 0.00232858+0.00232742j -0.0059973-0.00853108j 0.000987005-0.000756512j -0.0101242+0.00996935j -0.00138346+0.00439128j 0.00223854-0.000718425j -0.00141733+0.0039376j 0.00784663+0.00932276j 0.00454425+0.00687164j 0.000284953+0.00569437j 0.000687689-0.00884347j -0.00122505-0.00400472j -0.00336903-0.00916541j -0.00250015+0.00472928j 0.00294378-0.00273167j 0.0130897-0.000831236j -0.0105304-0.00627377j -0.00254334-0.00157226j 0.0117004-9.93889e-05j 0.000488784+0.00423358j -0.00321556+0.0103783j -0.000575832-0.00082418j 0.0084934-0.0088829j -0.00868755-0.00359336j 0.00404345+0.00954997j -0.00521604+0.00971489j 0.00510204+0.00659253j 0.00384746-0.003254j 0.00315588-0.00824769j -0.000674991-0.000874814j -0.00629721-0.000223172j 0.000110813-0.00896478j 0.00884684-0.00570569j 0.0141436-0.00172138j 0.000809343+0.00297493j 0.0103701+0.000626382j 0.00462502+0.000885434j -0.00619687-0.00577258j 0.00935463+0.00786585j -0.00373781-0.00595917j 0.00534073+0.0136287j -0.0022511-0.00529367j 0.0018493+0.00260823j 0.00728203-0.00792348j 0.00191458+0.000228631j -0.00311772-0.0012531j -0.000240544+0.00499884j -0.00479702+0.000714759j 0.00791504-0.000669059j -0.00011247-0.00263867j 0.00545369-0.00341586j 0.000362112-0.00207153j -0.00947161+0.00235308j 3.69692e-05-0.00304034j 0.00413524+0.00705522j 0.000299678+0.000281466j -0.00588171+0.00300338j -0.00258392-0.00141973j -0.000227747+0.000813813j 0.00466608+0.00332286j -0.00142246+0.000896403j -0.00140255-0.00313856j 0.00306475+0.0115847j 0.00931318-0.00214851j 0.00364976+0.00760698j 0.010479+0.0029489j -0.0382352+0.00125162j -0.005711-0.0375179j 
0.00140054+0.00356179j -0.00345116+2.50296e-05j 0.00537489-0.00510894j 0.00450894-0.00153734j 0.0006447+0.00288485j -0.00777265+0.00370917j -0.0143649+0.00645923j -0.0101522+0.000331409j -0.00652381+0.00394013j -0.0111949-2.66849e-05j -0.013808+0.0230552j 0.00508728-0.0124313j 0.000996331+0.00400398j -0.000920599+0.0131294j 0.00739885-0.00328568j -0.00775534+0.0124471j 0.00794379+0.00121807j 0.00632304-0.00434604j -0.00732001-0.00922028j -0.00611028+0.00142736j 0.00115758-0.012151j -0.00373399-0.00389916j 0.00871197-0.00117512j 0.00444734-0.00514576j 0.0100831+0.000413969j -0.000861893+0.00609142j 0.00146155+0.00147444j -0.00408571+0.00249803j -0.00046343+0.00694994j 0.00132093-0.000246917j -0.00283066+0.00235047j 0.00204871+0.00631349j 0.000916035+0.00282437j 0.000579733-0.00129123j 0.00519229-0.00092491j 0.000615073-0.00139163j 0.00207471+0.0035127j -0.00173203-0.00608303j -0.00287817+0.000730488j 0.00626246-0.00390543j 0.0019995-0.0118688j 0.00357413-0.00279859j 0.00298591-0.0032291j -0.00396842+0.0019514j -5.95353e-06+0.000464555j 0.000619566+0.00411613j -0.00131966-0.00277744j 0.00947053-0.000369784j -0.00120508+0.00116119j 0.00271196+0.00231033j -0.000602763-0.00340769j -0.0041364+0.00714924j -0.00197801+0.00431703j 0.00134475-0.00674321j -0.00321501-0.000317567j -0.000183922-0.000500188j -0.000896845+0.00732904j -0.00117853+0.00187452j 0.00248679-0.000492939j -0.00139908-0.000821843j 0.000869712-5.69485e-05j 0.00460725-0.000836816j 0.00192228-0.00325605j -0.0057384-0.00945803j -0.00214153+0.00440613j -0.00624976+0.00496767j -0.00455161-0.00106342j 0.00469109-0.00945281j -0.00228841+0.00384892j 0.00252813+0.00313453j 0.000662444-0.00916171j -0.000586276-0.00576264j 0.003448-0.00449678j -0.00167205-0.00557152j 0.0017788+0.00839495j 0.000252998+0.00691111j -0.000891805-0.000601655j -0.00265809+0.00488784j -0.00221514-0.00551153j 0.000448015-0.00308591j -0.000105707-0.00482057j -0.00252769+0.00428993j -0.00223514+0.0006435j 0.00576534-0.00579264j -0.00333168+0.00125396j -0.0014187-0.00447225j -6.68706e-05-0.00163526j 0.000279164-0.00199264j 0.00102453+0.000831519j 0.00424497-0.00477959j -0.000255418+0.00399604j 0.000578545+0.000194431j -0.002549-0.00166498j -0.00248394-0.00272911j -0.0017935+0.00286151j 
-0.00978711+0.00714567j 0.00204689-0.0108411j -0.00122166-0.00300739j -0.00131268-0.00504964j -0.00200798+0.010821j 0.0116368-0.0314007j 0.00970072+0.00428495j -0.0139437+0.0011181j -0.0101519+0.0202256j 0.00847074-0.0131915j -0.000117432-0.0047127j 0.00234611-0.00420403j 0.000286287-0.0183342j -0.00430614-0.0186354j -0.0145466+0.0280954j 0.0143076-0.0178268j 0.0199711-0.00302472j 0.0146832-0.0226706j -0.0032505-0.00194468j 0.0232027-0.0122134j -0.00665487-0.00206329j 0.0106004-0.00389166j 0.00183781+0.0143925j 0.00131298+0.0218203j -8.60319e-05+0.0119605j -0.0064063+0.0115937j 0.00333727+0.00354763j 0.000586648+0.00145773j -0.00313868-0.00824595j 0.00379118+0.00833747j 0.00876153-0.00388133j -0.00188975-0.0108661j 0.00337506-0.00631199j 0.00116454+0.00518834j 0.00261259-0.00167918j 0.0023101-0.00405987j -0.00641519-0.003293j -0.000410906+0.00793847j -0.00271767+0.0104243j -0.003197+0.00329465j -0.00182326-0.00826798j 0.00197671+0.00211534j -9.38913e-05+0.0148045j 0.00381461-0.011546j 0.00641803-0.000298663j -0.00405559+0.00159619j 0.000861638+0.00629841j -0.00207549-0.00673247j -0.00055581-0.00144041j -0.00184493-0.000669244j -0.00250909-7.66986e-05j -0.00163864-0.0101903j -0.000966127+0.00268388j 0.00497201+0.00124305j -0.00395916+0.00461466j -0.00401308+0.00213178j 0.00471176+0.00675209j 0.00512319+0.00333672j 0.00407761-0.00386061j -0.0100654-0.00299396j -0.00631916-0.000875217j 0.00602778-0.00941058j 0.00149812-0.00308982j -0.000883337+0.000854465j 0.000503471+0.00709162j 0.000622639+0.00380815j 0.00189986-0.00549671j -0.00356321-0.000576611j 0.000149276+0.00199028j 0.000432034-0.00587852j -0.00446179+0.00173329j 0.000967351+0.00811815j -0.00266214+0.00259684j -0.00203951+0.00178274j -0.000981615+0.00351658j 0.00138322-0.00249299j 0.0041785+0.0031222j -0.00112584-0.00896384j -0.0060846-0.00470087j 0.00415882-5.33677e-05j -0.006928-0.00458887j 0.00846318-0.009334j 0.00492546+0.000484347j 0.00616894+0.00399429j -0.000771197-0.00311164j -0.00533835-0.0016164j 0.00521091+0.00296806j 0.00188108-0.000665275j 0.0032859+0.00485785j -0.000418312-0.000284672j -0.00315147-0.00409007j 0.005386+0.00105661j 0.000483154+0.00215342j 0.00247299-0.0016973j 0.0018282-0.000796051j 
0.00264419-0.00243518j 0.00208504+0.00274876j 0.000267407+0.00228637j 0.00334835+0.00100348j 0.00390566-9.39372e-05j 0.000549359+0.00526593j -0.00417356-0.00229841j 0.00381831+0.00465706j 0.00508643-0.000635198j 0.00172522+0.00154563j -0.0092921+0.000587882j 0.00931096-0.00809207j -0.00522338+0.00899013j 0.00673931+0.0160568j 0.00252935+0.000224583j 0.00688616+0.0149311j -0.00847268+0.00014593j 0.00948317-0.0122313j 0.00112593+0.00719893j 0.000802508+0.000563036j 0.00871592-0.0100055j 0.00421246+0.00184926j 0.00875322+0.00150778j -0.00769964-0.00963103j -0.000685182-0.0149454j -0.0021877+0.0160975j 0.00245979-0.00582961j -0.00134675+0.00270878j -0.00322349+0.0065768j 0.000832266-0.0129772j 0.000631201-0.00659337j -0.00979998+0.00842367j -0.000199037-0.00282904j -0.00104836-0.000632107j 0.00189812-0.000944158j -0.00263062+0.00108518j 0.000238017+0.00910876j 0.00757083+0.000857941j -0.000107629+0.000701994j 0.00154042-0.0118195j 0.00908003-0.00456311j -0.00359879+0.0115919j -0.00528408-0.00970933j -0.00590704+0.00280496j -0.00592163-0.00876237j 0.00162926+0.00380007j -0.00290627-0.00337292j 0.000950121+0.00461581j -0.00438139-0.00550235j 0.0027483-0.00238002j 0.00305668-0.00650298j -6.49143e-05-0.00197736j -0.00267022-0.000737252j 0.00172502-0.00328796j -0.00400444+0.00394689j -0.000335509-0.00451007j -0.00303411+0.00180751j -7.6593e-05-0.00295429j -0.00388686-0.000783147j 0.00485462+0.00229436j 0.000783548+0.0081759j 0.0040655-0.00302107j 0.00173799+0.00215552j -0.00450171+0.00164934j -0.00520707+0.00941825j -0.00137321+0.0110515j 0.00486329+0.00104368j -0.0029158-0.00112335j -0.00286643-0.000355822j -0.00873782+0.00618569j -0.00212783+0.00279409j 0.0049222-0.00927334j -0.00018946-0.003315j -0.00426252-6.39453e-05j -0.00204311-0.00449465j -0.000724751-0.00238748j 0.00287643+0.00376392j -0.00396792+0.00238532j -0.00451525+0.0042012j 0.00559922+0.000594187j 0.0113976+0.000951783j -0.00209659-0.00852971j -0.00233096+0.000410643j 0.00306054+0.00635134j 0.00547942-0.00700713j 0.00214258-0.000115159j 0.00207622-0.00041185j 0.00351554+0.000291441j -0.00429867-0.00721812j 0.00456153-0.00040226j 0.00382311-0.00115645j -0.00146862-0.00111962j -0.00342806-0.00419534j 0.00183659-0.000893532j -0.00224695+0.000749268j 
-0.00106876-0.0015997j -0.00391626+0.00247585j 0.0019259-1.97409e-05j -0.000228421-0.000893894j 0.00289005-0.00725499j -0.00350628+0.00676819j 0.00469624-0.00274894j 0.0110193+0.00291507j 0.0113231-0.012907j 0.00219228-0.00179565j 0.0111605-0.00812889j -0.01775+0.00917317j 0.00481333+0.00553877j 0.00256872+0.00367719j -0.00246902-0.00350253j 0.0139937-0.00196885j 0.000754317+0.000768455j -0.00566634+0.00232675j 0.00906772+0.00874271j 0.00286355-0.00321595j 0.000104338+0.00474545j 0.00550813-0.00259874j 0.00341712-0.0015604j 0.00103733-0.00677008j 0.00291709-0.00386785j 0.019261-0.00548818j 0.00222444+0.00360211j 0.00399718+0.00663058j -0.0020155-0.00257847j -0.00671831-0.00486382j 0.00142304-0.00527117j 0.00296642+0.00901369j -0.00183343-0.000311521j -0.00254294-0.00197959j 0.00411463+0.00569695j 0.00266697+0.00055206j 0.00418098-0.00691659j 1.4972e-05+0.00179551j 0.00282242-0.00142687j -0.00567173+0.00688841j -0.0132744-0.00369574j -0.000879789-0.00120284j 0.00113709+0.00786747j 0.00521137+0.00568969j 0.00150303+0.00536336j 0.000241745-0.00373334j -0.00341347+0.00564362j -0.00142204-0.00301213j -0.00504094-0.000192027j 0.00202252+0.00566488j -0.00200032+0.00187774j 0.0024907-0.00305738j -0.00103435-0.0063273j -0.0066546+0.00226948j -0.000792269-0.00281951j -0.00173548-0.00677746j 0.00817637-0.0059018j 0.00211783+0.00187219j -0.00186355+0.00403222j -0.00213189+0.00291289j -0.000338899-0.00359551j -0.00187305+0.00664495j -0.00707762-0.00143424j 0.00257922+0.00460886j 0.000922969-0.00167399j 0.0132129-0.00534663j 0.00707056+0.00578914j -0.000591361+0.00149728j 0.00165794+6.74988e-05j 0.010679+0.00283768j -0.00851427-0.00419903j -0.00229952+0.00104109j 0.000292612-0.000799328j -0.00455588+0.00457496j 0.00625604-0.00729566j 0.00357716+0.00436846j -0.0049327+0.00805297j -0.00303727-0.00597496j -0.0016184-0.00714256j -0.00360306-0.00654191j -0.00495025-0.000889029j 0.00618863+0.000611638j 0.00761646-0.00367222j 0.000553513+0.00149862j -0.0017294+0.00164486j 0.00188849-0.00371665j 0.00314139+0.00557426j -0.0004924+0.00233137j 0.00973757+0.00287166j 0.00369817-0.00251139j -0.0032434+0.00498254j -0.000549409+0.00133109j 0.00275796+0.00123093j -0.000794329-0.00277686j -0.00254479+0.00130097j 
-0.00219044+0.00796654j 0.00327368+0.00674032j 0.00468359-0.00196714j 0.000348249+0.00348803j -0.00533621+0.0117364j 0.0180563+0.00294489j -0.00698904+0.00555741j 0.00385089-0.00761795j -0.00969854+0.0109042j 0.00763335-0.00271818j -0.0139798+0.0118219j 0.00938088-0.00572885j 0.0162934-0.00328104j 0.0115949+0.00242745j -0.0180852-0.00173027j -0.00202098+0.01582j 0.00401226+0.00421232j -0.001147+0.0140184j 0.0155498-0.00345494j -0.00575063+0.0102705j -0.00316344+0.00574022j 0.0066806+0.0154286j -0.0101052+0.011101j -0.0136522-0.00878665j -0.00260708-0.000718186j 0.00413773+0.00994663j 0.00416506-0.00213306j 0.0035742+0.00071007j -0.00201209-0.000825167j -0.000132193-0.0101249j -0.00472275-0.00424036j -0.00241848+0.00806841j 0.000716657+0.000738374j -0.00512219+0.00868286j -0.000627498-0.00326786j 0.0113696-0.00539508j 0.00329508+0.00270646j -0.00249971-0.00172234j -0.0034593-0.00108401j -0.00413183-0.000642872j -0.0112779-0.0115801j -0.0083519-0.00898536j -0.00185511-0.0121826j 0.0128463+0.000975301j -0.00207198-0.00326804j 0.00251411-0.000123649j -0.00621463-0.00391246j -0.00372659-0.00493787j -0.00432353+0.00293813j 0.0096074+0.00855006j 0.000573781+0.00145664j 0.00076393+0.0100816j -0.00384101+0.0025028j 0.00662441-0.0039417j 0.000537047-0.00128255j 0.000461288-0.0081384j -0.000338313+0.00176113j 0.00403575-0.00157879j 0.00719019-0.000228422j -0.0029772-0.00406212j -0.0035748-0.00156361j -0.00141858-0.00368309j 0.00686957+0.00300536j 0.00510416-0.00353686j 0.00522302+0.00643056j -0.00112979+0.00327969j -0.00147318+0.00452516j 0.00998571-0.00204723j 0.00254102-0.00159743j 0.0050631+0.000795752j 0.00248269-0.00567781j 0.00101731-0.0030764j 0.0136314+0.00567982j -0.000144741+0.00649628j 0.00442582-0.00695446j 0.00169231+0.00747692j -0.00736494-0.000819928j 0.00127289-0.00274806j -0.000463026-0.000803063j 0.000992338+0.000930111j -0.000938645-1.38261e-05j 0.00415591+0.00440899j 0.000998311+0.00473994j -0.00923518+0.00195843j -0.00173254+0.00727316j 0.00326329+0.00499474j 0.000570556-1.19432e-05j -0.00353846+0.000155879j 0.00392639-0.00555029j -0.000281662+0.00792191j 0.00272376+0.000323752j 0.00235711-0.00504394j 0.00358001-0.00016773j -0.00598993+0.00668227j 0.00116613-0.00308406j 
-0.00805978+0.00212563j 0.00392261+0.000536274j -0.000576073+0.0040787j -0.000768725+0.00140559j -0.00482748+0.00481521j 0.0228329-0.0078881j -0.00227229+0.00495645j -0.00263496-0.0199308j 0.000544095-0.000951135j 0.0149559-0.0033718j 0.00642786-0.0139701j -0.00913001+0.0157606j -4.80886e-06-0.0119631j -0.0124703+0.00248857j -0.0140997+0.0148963j -0.000316508+0.00411998j -0.000765482+0.00352993j 0.0164614-0.00180342j 0.0121421-0.0133216j -0.00893434+0.00580081j 0.00969798-0.00724259j 0.00879292+0.000805034j -0.0210632+0.00822077j -0.0123558+0.012893j 0.00334812+0.00361986j -0.00857242-0.000360131j -0.00454744+0.00380566j -0.00257815-0.00130935j -0.00234476-0.00362621j -0.00215893+0.00243629j 0.000542523+0.00354887j 0.000586764-0.00728621j 0.00132413+0.00304112j 0.00426259-0.0111447j 0.00761324-0.0038155j -0.00531578+0.00116011j -0.000384558+0.00222502j -0.00253817-0.00532682j -0.00179295+0.00982567j 0.00171659+0.000722054j 0.00339207+0.00298755j 0.00618468-0.00403485j 0.0147283+0.00330324j 0.00448904+0.00488884j 0.00386761+0.0126163j -0.00274651-0.0045701j 0.000472852+0.00405763j -0.00625264-7.42406e-05j -0.000192991+0.00419247j -0.00704923-0.00491338j -0.000575386-0.00423961j -0.00900272+0.0030576j -0.000984759-0.00359024j 0.00587621+0.00454277j 0.00825467-0.000333374j -0.00335003-0.00710524j -0.00209769-0.0054329j -0.000911831+0.00549554j 0.00635372-0.0073756j -0.000977266+0.000377474j -0.000179822-0.00892381j 0.00208692-0.000977848j 0.00467116-0.00433467j 0.00865849+0.00738954j -0.000349541-0.002695j 0.00304414+0.00157671j 0.00470981-0.00663839j -0.000141836+0.00932362j -0.000220362-0.00290079j -0.000247479-0.000672014j 0.00778092+0.0131244j -0.00564818-0.000337409j 0.00210511-0.00103426j 0.00193905-0.000672232j 0.000239445+0.001793j -0.00648928-0.00302807j -0.0023629+0.000707969j 0.00725621-0.00222381j 0.00194898+0.00231792j 0.00356593-0.00432432j 0.0126479-0.00451609j 0.000594118+0.00252472j 0.00443461-0.00845814j 0.000662007-0.00432948j -0.00365445+0.00114485j -0.00220528+0.00323052j 0.00129154-0.00103471j 0.00547572-0.00131365j 0.0034554+0.00350995j -0.000971189+0.000565521j 0.00693482-0.00272156j -0.00166228-0.00822217j 0.00368495+0.000838909j -0.00291349+0.00413341j -0.00160817+0.00271096j 
0.00671823-0.00719177j 0.00564204-0.00623285j -0.00350685+0.00698575j 0.00721356+0.000947779j 0.0067902-0.00129971j 0.00757113-0.00549172j -0.00228866-0.0017842j -0.00562028-0.0112161j 0.00447205-0.00528589j 0.00848798-0.00583951j -2.09525e-05-0.0113512j -0.000154922-0.00627126j 0.00534984+0.000307202j -0.0123447+0.0114981j -0.00897356+0.0170213j 0.00314417+0.00483209j 0.0195654-0.00472704j 0.00930748-0.00165362j -0.000529966-0.00848952j -0.00173055-0.00427345j -0.00314803-0.0110799j 0.00560036-0.0114579j 0.00799858-0.0028194j -0.011474+0.00386816j -0.000599681-0.010825j -0.00194838+0.00346646j 0.000717475-0.0132916j 0.00291172+0.00207626j -0.00334958-0.00788456j -0.00350836-0.00250889j 0.00152751+0.000398592j 0.00543248+0.00366651j -0.000227907-0.000881694j 0.00562221+0.00752967j 0.00958862+0.00104557j -0.00126361+8.92059e-05j 0.00192857+0.00405701j -0.00543569+0.00214065j -0.00292268-0.0115577j 0.000967849+0.00692401j -0.00550393+0.00828408j -0.000987189+0.00371544j 0.000989448+0.00155521j -0.00139201+0.00304905j 0.00476665-0.00742627j 0.00868768+0.00371673j -0.00482112-0.00103398j 0.000819991+0.00162413j -0.00487413-0.000613821j 0.000855832-0.0109175j 8.29678e-05+0.00408351j 0.00417306-0.00936853j 0.00205034+0.0071828j 0.00115675+0.00109224j 0.00267731-0.00422711j -0.000986173-0.00456614j -0.00331958-0.000229395j -0.00376201+0.00039813j -0.000926796+0.00381134j -0.00215907+0.00855867j 4.38303e-05+0.00503456j -0.00377522+0.00378275j 0.00727748-0.00948364j 0.000684429+0.00384872j -0.0031171+0.0024504j 0.000236835+0.00380097j 0.00240536+0.00610959j -0.000515355-0.00131854j 0.00476834-0.0066762j 6.4452e-06-0.00244531j 0.00509191-0.00674879j 0.00401239-0.00243551j -8.03581e-05+0.0022843j 0.00959013-0.00601862j -0.00866039+0.00307378j -0.00720245+0.00266821j -0.00114982+0.0040873j -0.000181986-0.000967723j 0.00105121+0.00205801j -0.00113855-0.00416302j -0.00321729+0.00812479j 0.00107381+0.0017903j 0.0039072-0.00287239j 0.00109845+0.00349732j -0.00345855+0.00154942j 0.00346973-0.00516205j -0.00756778-0.00313834j -0.0030751+0.000523706j -0.0047465+0.000103298j 0.00403171-0.00430218j 0.00439988-0.00196433j -0.0026659+0.000929711j 0.00212234+0.00342811j -0.00458651+0.00161971j -0.00962837-0.000723115j 
0.00574833+0.00431399j 0.0018209+0.000194949j -0.000630579-0.00376103j 0.000747794+0.00137547j 0.00932309+0.00883655j -0.00201348-0.0016883j -0.00241483-0.000173428j -0.00868324-0.00502044j 0.00513594+0.00322012j -0.00223973-0.00284759j -0.0133146+0.00571001j 0.011808-0.00369166j 0.00449572-0.00434416j 0.0101774+0.00166722j 0.00488083+0.00431992j -0.0129625+0.00605802j -0.00919705+0.00123633j -0.00786934+0.00433837j -0.00904205-0.00625389j -0.00740999+0.00137935j -0.00440117+0.000806516j 0.00505137-0.00662495j 0.0112147+0.000386401j -0.00918461+0.00317193j 0.00777129+0.00536889j -0.00559885-0.006163j 0.00454541+0.000146649j -0.00377035+0.00526658j -0.000375671+0.000768153j 0.0102597+0.000523034j -0.00228567+0.00414001j -0.0117423-0.0085787j -0.00718157-0.00362984j -0.00269418-0.010929j -0.00249931+0.00186389j -0.00114819-0.00308403j -0.000465488-0.00240991j -0.00441119+0.00376403j -0.000114358+0.00807169j -0.00911395-0.00471156j -0.00640731+0.00194707j -0.00440824-0.0101485j -0.000600099-0.000968969j -0.00446576+0.000638553j -0.00404373+0.00698794j 0.00445867+0.00305315j 0.00346034-0.00208275j 0.000316013-0.00829016j 0.00189132+0.000808061j 0.004092-0.000428462j 0.00669149+3.5483e-05j 0.00598638+0.00781162j 0.00535243+0.00688673j 0.00401077-0.00261869j 0.00799065+0.000313293j 0.00815833+0.00460168j 0.00133449+0.00383965j 0.000377913+0.000426709j 0.0035232+0.000473463j 8.68748e-05-0.00571628j 0.00416141-0.00578956j -0.00609125-0.00591361j 0.00422025+0.0118803j 0.001798+0.00272359j -3.26333e-05+0.00155673j -0.00699161-0.00759936j 0.000368516-0.005666j 0.00274389-0.00667045j -0.00079882+0.00882584j -0.00553125+0.00114517j 0.000496443+0.00616923j -0.00269287+0.00697146j 0.00462517+0.00106146j 0.00578727+0.00609333j 0.00402716+0.00491052j 0.00195837-0.00560298j -0.00178227-0.00285917j 0.00399641-0.00121789j -0.00261391+0.00451096j 0.00895528+0.000514866j -0.00732145-0.00150449j 0.00159359+0.00595521j 0.00407311+0.0061401j -0.00196424-0.00523674j 0.00142848+0.00262267j 0.00472399+0.00191159j 0.00287683-0.00700997j 0.00239255-0.000182376j 0.00481386+0.00107213j 4.09674e-05+0.00104244j 0.00208976-1.51132e-05j 0.000532384-0.000338482j -0.0010814+0.00202536j -0.00516407+0.000670292j -0.00484657-0.000197689j 
-0.00058683+0.00856896j 0.00307769-0.00321639j -0.00501997-0.00229619j -0.00319495+0.000853674j -0.00103478+0.0171562j -0.00563404+0.00583483j -0.00399754+0.000346621j 0.00582466-0.00990081j 6.55643e-06+0.000122784j 0.00360618+0.00333299j 0.00484732-0.00745268j -9.68486e-05+0.00342521j -0.0110989+0.0154957j -0.00035435+0.00492402j 0.0016189-0.0125214j 0.00254779+0.0136331j -0.00536655+0.00828733j -0.00949262+7.94498e-05j -0.00368835+0.00518041j 0.00299353+0.0139892j -0.00354757-0.00503898j -0.00235186+0.00724676j 0.00213255+0.0157448j -0.000214778-0.00474488j -0.000646169+0.00631979j 0.00562276+0.00433929j 0.00375476-0.00394043j 0.000726799+0.00304262j 0.00616693-0.00641334j 0.00182487-0.00390813j 0.00232352+0.000626921j 0.00283281+0.0044732j 0.00358896-0.00338886j 0.00493792+0.00750601j -0.00770294+0.00395327j -0.000871183+0.000405227j -0.00067004+0.00274492j -0.0023393+0.00321499j -0.0011037-0.00349848j 0.00633036+0.00825958j -0.00564194-0.00308954j 0.00688526+0.00760064j 0.000352608+0.00665873j 0.000955569-0.00215613j 0.00110229-0.00015606j 0.00919183-0.000464348j 0.00185579-0.00938625j 0.00473918-0.00920705j 0.00160349-0.00255787j -1.53213e-05-0.00321421j -0.00263793-0.00577059j -0.00377543-0.00682995j -0.0113929+0.00599841j 0.000343334+0.0022737j -0.00579229+0.00381711j 0.00165353-0.00909205j 0.00193814-0.00239231j 0.000211208+0.00644173j -0.00304829+0.00514294j 0.00995693+0.00380592j 0.00429646-0.00516824j 0.0041064+0.00428921j -0.0139139-0.000601506j 0.00634117-0.00880622j -0.00239214+0.0127369j 0.00964643+0.00805858j 0.00724387-0.00924089j -0.00537135+0.00455668j -0.00396526-0.00544127j -0.00325558+0.00689872j -0.0154851+0.00268467j 0.0010338-0.00663466j -0.00627041+0.0103052j -0.00526551-0.00372912j -0.00320136+0.00315381j 0.00462473+0.00390047j 0.00935813+0.00128132j -0.00666333+0.00377835j -0.00288412-0.00763157j 0.00844275-0.00664072j -0.000188367-0.00115848j -0.00585595+0.000594098j 9.50012e-05-0.00437631j 0.00551489-0.000402267j -0.000105494+0.00467042j -0.00331521-0.000656876j 0.00441199-0.00236051j 0.00339539+0.00220946j -0.00131639+0.00342224j -0.00340986+0.00213547j -0.00311197-0.00324659j 0.002933-0.00446304j -0.00127881-5.76983e-05j -0.00407703+0.000966946j 0.00145563-0.00459132j 
-0.00469876+0.00244272j 0.00200362-0.00377368j 0.00681378-0.00310317j 0.0045489-0.00117905j -0.000955074+0.00872853j 0.00993852-0.00839215j -0.00477547+0.00368257j 0.0153287-0.0200173j 0.00204417-0.000546434j 0.00322588-0.00781596j -0.00575822+0.00652717j -0.0120585-0.00251404j 0.0068582+0.000841205j 0.0069357-0.000337636j 0.00543932-0.000823029j 0.00643536+0.00766983j -0.00104968+0.0124699j -0.0135514+0.00561432j 0.0136228-0.00990535j -0.000260022+0.00690701j 0.00169118-0.00845385j 0.00643574+0.00309694j -9.91883e-05+0.00767721j -0.0136232+0.013683j -0.00687321+0.0120639j 0.00719868-0.00380604j -0.00252639-0.00123866j 0.00152279+0.00278909j 0.00492349-0.00152398j -0.00569129+0.00426892j -0.00528704+0.000648023j 0.00273876+0.00227116j -0.00269177+0.00262966j 0.0102996+0.00217349j -1.86594e-05+0.00106318j -0.00197498+0.000315718j -0.00219105-0.00332595j 0.0143419+0.0038556j -0.00185852+0.0040873j -0.00143071+0.00831394j 0.00181701+0.00308044j 0.00619194+0.00338704j -0.0053299+0.0138533j -0.0039562-0.00689022j -0.0097789+0.00673371j 0.00062713-0.000207357j 0.000132464+0.00140149j 0.00226885-0.00289954j -0.00937838+0.00427657j -0.00206168-0.00214198j -0.000227828+0.00104289j -0.00675481-0.00919947j -0.00543646-0.0030444j 0.00141373+0.00147196j -0.00157565-0.00794726j -0.00202168+0.000211029j 0.00376335+0.00336714j -4.19092e-05-0.00331954j -0.00354575-0.000539396j 0.00774704+0.00819334j -0.000964497+0.00179379j 0.00343912-0.00104192j -0.00423727-0.00585022j -0.00110108-0.00242856j 0.00119047-0.00125294j -0.000320323+0.000137285j 0.00756908+0.00271637j 0.0112336-0.00350071j 0.00330024+0.00262514j 0.00181887-0.000777242j -0.00321912-0.0044891j -0.00471834+0.00189959j 0.00894179+0.0115929j 0.00572942-0.000966803j -0.00769109+0.0033137j -0.00245819-0.000823509j 0.000627716+0.000682327j 0.000871146-0.00415349j 0.00411512-0.00077999j 0.00646082+0.00959267j -0.00671631+0.00284331j -0.0036752-0.00205002j -0.00450832+0.00121674j 0.00441125+0.00359385j -0.00214167+0.0023896j 0.00172613+0.00177578j 0.00830062-0.00182036j -0.0028179+0.00667268j 0.00322924+0.00481853j 0.000814426+0.005504j 0.000776-0.00598616j 0.00724154-0.00122687j -0.00371212+0.00209485j -0.00202531+0.00113288j -0.000663979+0.00183451j 
