-0.00808191-0.00234008j 0.00197134-0.00844728j 0.00603625-0.00374768j -0.00302027-0.00660007j 0.000876007-0.00223765j -0.00296918+0.000255037j -0.00150688-0.00579584j 0.00511621-0.0024056j -0.00272087-0.00123577j -0.00213103+0.00346407j 0.000329582-0.000465585j -0.00229788-0.00366935j 0.00389494-0.00125205j -0.00100499+0.00276691j 0.00294766-0.00217954j 0.00195754+0.00135283j -0.00123712-0.00279575j -0.000383107-0.00171532j -0.00156895+0.00351445j 0.000283832+0.00260078j 0.00459014-0.00449193j -0.00283315-0.0061307j -0.00372331+0.00251235j -0.00131141+0.00317409j 0.0015623+0.000926587j -0.00219542-0.00361301j -0.000613503+0.00227214j 0.0011862-0.00157934j 0.00108587+8.67065e-05j 0.00168176-0.00168778j 0.00531276+0.00106275j -0.00302069-0.00011906j 0.000679322-0.00147269j 0.00189392+0.00205317j 0.00138858-0.00341151j -0.000410222-0.000554275j 0.000192453+0.00224114j -0.00476623-0.000882999j 0.00349164+0.00287899j -0.0015267-0.00164259j -0.00378837+0.00421725j -0.00243873-0.000417054j 0.00484041+0.0013116j 0.0058426-0.00257562j 0.00116429+0.00128886j 0.00319468+0.0115128j 0.00506258-0.00642594j 0.00840649+0.000693514j 0.011308+0.00853041j -0.00702153+0.00914079j 0.0215813+0.000152148j 0.00109804-0.0214808j 
0.00191801+0.000197233j 0.00033755+0.00108703j 0.00503647+0.00540918j 0.00579867-0.00380076j -0.00255408+0.00439308j 0.00474538+0.0032555j -0.00161949-0.000226717j 0.00388681-0.00116443j 0.00101769-0.00310847j -0.000524994-0.000345264j 0.0010891+0.0065453j -0.000336665+0.000350012j 0.000905873-0.00551294j 2.21949e-05+0.00279292j 0.00417754-0.000598925j 0.000369263-0.00354479j -0.00279736-0.000336805j -0.00269632-0.00193933j 0.00118239+0.00406913j -0.00144982-0.00191166j 0.00370564-0.00319096j -0.0023169-0.00254658j 0.0012734-0.00306156j -0.00121135-0.000476758j 0.00328356+0.00485196j 0.00287853+0.00141324j -0.00133925-0.00136219j -0.000507386-0.0028806j 0.000285618+0.00230136j 0.000319223+0.00355131j 0.0106895+0.00923631j -0.0023783-0.0034049j -0.00106955-0.00311801j 0.00321506+0.0109789j 0.0106186-0.00341177j -0.00723321+0.00244831j 0.00209357+0.00255344j 0.00315463+0.000903925j 0.00362595-0.00414179j 0.00157106-0.00225738j 0.0048633+0.00215857j -0.00185948+0.0061803j 0.00248834+0.00752681j 0.0168652+0.00295771j 0.00761187+0.00437598j 0.00651377+0.00826385j 0.011989-0.0108769j 0.0150975-0.00274257j -0.00194242+0.00208362j -0.00214832-0.000777156j -0.000304721-0.0090797j -0.00795212+0.00197226j 
-0.00130621+0.0028372j -0.00448547-0.00173043j 0.00504449+0.00234513j 0.00156004-0.0038636j 0.00225115+0.000938742j 0.00377321-0.000526576j 0.00442294-0.00253172j 0.00145951-0.00487354j -0.0033187+0.00256481j 0.0077033+0.00374756j 0.00310968-0.000697004j 0.00205586+0.000350237j 0.00370795+0.00335169j -0.0069676-0.00371778j -0.00191522+0.000143295j -0.00050449+0.00145907j 0.00226131-0.00447767j -0.00526958+0.00278079j 0.000267415-0.0017389j -0.00285806+0.00111559j -0.00407266-0.00126335j -0.00116869-0.00420424j -0.00381503+0.00231449j -0.00443649+0.00420001j 0.000195553+0.000140519j 0.00473482-0.0055813j 0.00609841-0.00310022j -0.00214747+0.00679414j 0.00498943+0.00148487j 0.0041235-0.00263705j -0.0100182+0.000992346j 0.0025386+0.0055232j -0.00594492-0.00198275j 0.00228172-0.00266444j 0.00341311-0.00242207j 0.00639912-0.00946286j 0.00115894+0.00400795j -0.000395751+0.0014875j -0.00148883-0.00242173j 0.00868934+0.000687801j 0.0018685+0.00662734j 0.0104211-0.0087637j 0.00692638-0.00497441j 0.00332991+0.0031553j -0.0102169+0.0169123j -0.0203527-0.00236651j -0.00142557-0.00450688j -0.00227698-0.00677964j -0.00566434+0.00788723j -0.00752382+0.000723026j 0.00372789+0.0013846j 0.00460671-0.0055082j 
0.00314332-0.00140185j 0.00281122-0.000540007j 0.00371463-6.20089e-05j 0.00289762+0.000111007j 0.00115288-0.000111852j 0.00370354+0.000414829j -0.00145937+0.000483286j 0.000781085-0.00203313j -0.000424873+0.00073512j -0.000902709-0.00175714j 0.00688881-0.00379024j 0.00131585-0.00301465j 0.00661674+0.000533343j -0.00141304-0.00170993j -0.00323198+0.00159274j -0.00132969-0.00475106j 0.00694251-0.007501j -0.00120512+0.00697291j 0.00191367+0.000371781j -0.00243374-0.00245688j 0.00367976-0.0016141j 0.00546314+0.000631752j 0.00380485-0.00567511j -0.00722687-0.00598206j 0.00149939-0.00102788j 0.00294934+0.00623439j 0.0103728-0.000659539j -0.000677253+0.000534944j 0.00354809-0.00192427j 0.00130738-0.000529091j -0.00753382+0.00039259j -0.00607105+0.0019648j -0.0034419-0.00660759j -0.000280456+0.00149497j 0.00228661+0.00665008j 0.00508833+0.00328503j -0.00656502-0.00297878j -0.00236284+0.00652825j -0.00455912-1.84131e-05j 1.72543e-05-0.0015335j -0.00404067+0.00666376j -0.000180069+0.00415677j 0.00970874+0.00402048j -0.0023138+0.00514409j -0.00447397+0.00461706j -0.00644724-0.00426894j 0.00340617-0.00310225j 0.00653027-0.0160296j 0.0110825-0.00424861j 0.00396986+0.00528433j -0.00131959-0.00427129j -0.00115501-0.000580121j 
-0.000953875+0.00288702j 0.00185102-0.00206689j 0.00575847-0.003384j 0.0010617+0.000362043j -0.00274539-0.00195508j -0.00115521-0.000259947j -0.00546858-0.000768461j -0.00165496-0.00772949j 0.0023873-0.00154436j 4.79602e-05-0.00316393j 0.00577309+0.00466876j 0.00218344+0.000681665j 0.00284882+0.00115648j 0.000464151-0.00342238j 0.00374102-0.00101978j -0.00139491+0.00088081j 0.00231137+0.00234681j 0.00341593+2.06933e-05j -0.00212725+0.000921769j 0.00348822-0.00563969j 0.00435373+0.00189239j -0.00283456+0.0081033j 0.00170067-0.0005894j -0.00429846-0.00482069j -0.00475316+0.00222245j 0.00238414+0.00138901j 0.000693261+0.000757958j -0.00231441+0.00372259j -0.00156075+0.000701988j -0.00532673+0.00197916j 0.00248338-0.0010793j -0.00340077-0.00382373j 0.00134053+0.000105931j -0.00400724-0.00489982j -0.00730067-0.00380094j -0.00361906-0.00161876j 0.00676116-0.00339484j -0.00118882+0.00245622j -0.00192288-0.0102388j -0.000205207+4.2803e-05j -0.00151857-0.0109241j 0.00044917+0.00289681j 0.00420101-0.00750326j 0.00552094-0.0108671j 0.00553395-0.000141482j -0.00602538-0.0106139j 0.00278269+0.00258708j 0.00839299-0.000257845j -8.739e-05-0.00165476j 0.00142443-0.00312006j 0.00156916-0.00200234j -0.00207077+0.00440192j 
0.00319904-0.00510735j 0.00120129+0.00152701j 0.00321041-0.00322181j -0.00176254-0.00218609j -0.00224722+0.00116541j 0.002957+0.00573417j -0.00666203+0.00190945j -0.00152735-0.00115163j 0.00770189-0.00859525j -0.00368866-0.00519366j 0.00639363-0.00393307j -0.00103734-0.00604454j -0.000269583-8.87482e-05j 0.00288468+0.00199656j -0.00212036+0.000226779j -0.0045697-0.00753467j 0.00426489+0.00294847j 0.00856277-0.000397642j 0.00230662-0.000856236j 0.00149083-0.00176697j 0.004768-0.000596967j 0.00718071-0.00120555j -0.00313239-0.00176749j -0.00560112-0.00359443j 0.00403934+0.000266179j 0.00203492+0.00276577j -0.00154217-0.000325578j -0.00394693-0.00564263j 0.00475374-0.000330744j 0.0003608-0.0021651j 0.00434772+0.00479929j 0.00262582+0.00364187j 0.00228359+0.00893235j 0.00745566+0.00253456j -0.000739126+0.000599815j -0.00510418-0.00439335j -0.00109631+0.00261267j 0.0104346-0.000611268j -0.00279222+0.000669853j 0.00414004+9.44548e-05j -0.0136516+0.0013617j 0.00557964-0.00245696j -0.0004284-0.0135995j -0.0082411-0.0187301j -0.00543129-0.00996655j -7.25984e-05+0.00418228j 0.00355082-0.00950161j 0.00153706+0.00526787j -0.00309778+0.00256557j -0.00454431-0.00221002j -0.000824688+0.00442552j 0.00745717-0.00660215j 
-0.000410763+0.00275588j -0.00174526+0.0007249j -0.000385254-0.00142785j -0.0051187+0.000313317j -0.00187168+0.000733384j -0.00227101+0.00479532j -0.00960066+0.000643621j -0.00322862-0.00780328j 0.00593742-0.00338388j -0.000275344-0.0019582j 0.0023113-0.00292445j 0.00532667+0.00398261j -0.000985067-0.0010348j 0.00719346-0.00140837j -0.000900822+0.00553606j -0.00869042-0.00839507j -0.00325694+0.000184888j 0.00575537+0.000997047j 0.00264146-0.00485363j 0.000788363-0.000256846j 0.00381939-0.00444442j -0.00169437-0.00475093j 0.00529215+0.00450867j 0.00255594-0.00229199j -0.000950911-0.000980636j -0.00257929+0.00426178j -0.000997963-0.00418615j -0.00269112-0.00159961j -0.00663617-0.00304813j -0.00163887-0.00433445j -0.00750548+0.0118625j -0.00124748+0.00166458j 0.00273218+0.00778338j -0.00605324-0.00211153j -5.75663e-05-0.00350271j 0.00807842+0.00494575j 0.000249356-0.002909j 0.00161311+0.00856138j -3.7904e-06-5.37108e-05j 0.00239554+0.0057361j 0.00105812+4.47148e-05j 0.00267669-0.000491257j 0.0108907+0.00219443j 0.00663062-0.000880128j 0.000795247+0.00714671j 0.00159223-0.00467977j -0.00925971+0.0071124j 0.00230949+0.00275269j 0.00351881+0.00183667j 0.000705037+0.00426833j -0.000199778+0.00738034j 0.00252637+0.000502077j 
0.00316037+0.00210266j -0.00583497+0.000671049j -0.000103307-0.00424766j -0.000808124+0.00225395j 0.00272642+8.72243e-05j 0.00950553-0.00135975j 0.00510183+0.00315309j -0.0062738-0.000344861j -0.00202182+0.00473271j 0.00475986-0.0022784j -0.00480111-0.00555496j -0.00558382-0.000337283j 0.0038462-0.00222029j -0.00775153-0.00587844j -0.005191+0.00401856j 0.00210447-0.00953522j 0.00411848+0.00121415j -0.00294381-0.0077233j -0.00511459-0.002816j -0.00202225+0.00495195j -0.00633333+0.0076996j -0.0041146+0.00798983j 0.00350391+0.00606283j 0.00908661-0.00230982j 0.00549404-0.00159358j 0.00820208+0.000631866j 0.00716178-0.00358528j -0.00115897-0.000397473j 0.00774938-0.00305842j -0.00545936+0.0024126j -0.00484113+0.00182691j 0.00255018-0.0100794j -0.00390662-5.37036e-05j -0.000680159+0.00756246j -0.000301507-0.00231658j 9.89783e-06+0.00362504j -0.00286917+0.000456601j 0.00928403-0.000693179j 0.00430587-0.00358467j -0.00214681-0.00683032j -0.0119675+0.0115226j -0.00773684-0.0038339j 0.0129393+0.000715665j 0.0074415-0.011442j 0.0119556+0.00295691j 0.00822898+0.00246534j -0.0005656+0.00305098j 0.00697154+0.00538694j 0.00815324-0.0017418j 0.00973823+0.00247844j 0.00648304+0.00526966j -0.00259092-0.00155355j 
-0.00691168-0.000922141j 0.00218717-0.00326022j -0.0116739-0.00126652j -0.00159675+0.00042424j -0.00127565-0.00279334j -0.00220093+0.0024877j -0.00140602-0.00118985j 0.00134777-0.00549667j -0.00858061+0.00188781j -0.00132926-0.002969j -0.00667264+0.00244342j -0.00019114-0.00202029j 0.003728-0.00134362j -0.003017+0.00270946j 0.00651772-0.00311381j 0.00954247-0.00559956j -0.00793368+0.00536607j -0.00217357+0.00359425j 0.00581086-0.00537099j -0.00932546+0.000429651j -0.00640998-0.000992147j 0.00841878-0.000972214j -0.00137087+0.00123254j 0.00288108+0.000572966j 0.00760259+0.00216724j 0.00282766+0.00444882j -0.000961456+0.00598635j 0.0118764+0.000690561j 0.00347264-0.00539795j 0.0089644-0.0055718j 0.00985229+0.00210675j -0.00906722-0.00345431j 0.00113929+0.00374255j 0.00142246-0.0028115j 0.000252658-0.00179403j 0.0056708+0.00912874j -0.00771851+0.0028826j -0.00635929+0.00315955j -0.00469438+0.000379729j 0.00324235+0.00450081j -0.0108957+0.00562025j 0.00292444-0.00579363j 0.00462741+0.00690354j 0.00616734+0.0075979j 0.00329693-0.00161665j 0.00491076-0.000476485j 0.00804121-0.00693745j 0.0202864-0.00299546j 0.00351247+0.001977j -0.00713811-0.00243708j -0.00307007+0.000347199j 0.00630672+0.00354941j 
-0.00666048-5.75015e-05j -0.000805342-0.00235011j -0.00191537-0.00221739j -0.00654956-0.00189568j -1.92383e-05-0.000139366j -0.011423-0.000783636j -0.00650837-0.000563256j -0.000809717-0.0014812j 0.00717945+0.00854916j 0.00396489-0.000627407j -0.00414041-0.0038123j 0.00120115-0.00174885j -0.0015732+0.0046764j 0.00174207-0.00803237j 0.000774172-0.00191209j -0.00112966-0.00641403j -0.00512194-0.00131856j 0.00364695-0.000727142j 0.00413689+0.00103758j 0.00690402+0.00484559j -2.20396e-05+0.00726291j 0.00194784+0.00935187j -0.00165763+0.00233328j 0.00266232+0.00216315j 0.000343631+0.00328094j -0.00152849-0.00298131j -0.0151597+0.00245467j 0.00412262+0.000290471j -0.0127597+0.00184234j 0.00426166+0.00339977j -0.0026988-0.00394059j 0.0044295-0.00834089j -0.006627-0.00370377j -0.0158075+0.00040238j -6.46824e-05+0.000883399j -0.000160207+0.00258001j 0.00635475+0.00335394j 0.00482681+0.00278363j 0.00939385+0.00105671j 0.00352619-0.00127747j -0.0061079+0.0155496j -0.00742095-0.00855473j -0.00322193+0.0028351j 0.00116069-0.00217252j -0.00800404-0.00310474j -0.0118174-0.00188913j 0.00560769-0.00401272j 0.00111773-0.00669198j -0.00291885+0.000465605j -0.00884729-0.00414458j 0.00369395-0.00440171j 0.00750621-0.00372288j 
-0.00132854-0.000383977j -0.00574267-0.000764935j 0.000236803+0.000557669j -0.00286677-0.00249584j 0.00413077-0.00448984j -0.0026686-0.00409512j 0.00300547-0.0060786j -0.00266635-0.00432708j -0.0037713+0.00131008j 0.00424665-0.00818734j -0.00355586+0.00183341j 0.00450408-0.00957973j 0.00495869-0.00572337j -0.00592029-0.00169961j -0.00345206-0.00143168j 0.00228258+0.00349957j 0.000109842-0.0034438j 0.000846249-0.00623845j 0.00913498+0.00304844j -0.00769646-0.0130318j 0.000473041-0.000826724j 0.00212464-0.00762677j -0.00627065+0.0034888j 0.00613842+0.000495522j 0.000674704+0.000216468j -0.00335361+0.00919346j 0.000498203+0.00377792j 0.00397263-0.0106338j 0.00266064-0.00932042j -0.0044471+0.00466112j -0.000836429+0.00256166j -0.000295597-0.00466153j -0.00883659-0.0116087j 0.000566504+0.00709628j -0.00391351+0.00432093j 0.000960912-0.00223794j 0.00344176-0.00379179j -0.00333807+0.000827868j -0.00673002+0.00631922j -0.00811053-0.00341177j 0.000316638-0.0155642j 0.00908344+0.00511002j -0.00192355-0.0026686j 0.020539-0.00760794j -0.00485192-0.0167815j -0.000962788-0.00440773j 0.00203811-0.00159992j -0.00527518+0.0057274j -0.00298553-0.00158161j -0.00473758-0.00653764j 0.00247279+0.00442506j 0.00581468+0.000255847j 
-0.000571184+0.00110273j -0.00100254+0.000252782j -0.00141762-0.00555588j 0.00123923+0.000282101j 0.00179086-0.00150482j 0.000669111+0.00256186j 0.00337742-0.00210034j 0.00118259-0.00195318j -0.00304538-0.0045633j 0.00525349-0.00264582j -0.00628711+0.000854864j -0.00227384-0.00217791j 0.00153955+0.00471688j 0.00863328+0.00767152j -0.00355999-0.00153401j 0.00404437-0.000146416j -0.00640408-0.00169273j -0.00750917+0.0144948j -0.00555918-0.00287363j 0.00384553-0.00330717j -0.00431017-0.000546496j 0.00706351-0.000992687j 0.00620607-0.00793427j -0.00542597-0.00125791j 0.00710424-0.00495268j 0.000241157+0.0103215j 0.00761166+0.00239134j 0.00112583+0.00104934j 0.00217681+0.00409751j 0.0138512-0.00521138j -0.00538867-0.000479834j -0.0051535+0.00632968j -0.00767123+0.00880007j 0.00319768-0.000101645j 0.00589915+0.00271147j 0.00160199-0.00121583j -0.00499296-0.000916504j -0.00930029+0.0054484j 0.00693065+0.00215427j -0.00804228+0.00585994j 0.00716637-0.00428341j 0.00662443-0.000379241j 0.00959027+0.00118106j 0.00293688+0.00529398j 0.00671686+0.000269127j -0.00527181-0.0054436j -0.00689749+0.00633009j -0.0101042+0.00380484j 5.11581e-05+0.00252929j 0.00257587-0.00513101j 0.00373228-0.000238036j 0.00125552-0.00204291j 
0.00311446+0.00146785j 0.00286636-0.00556902j 0.0101703-0.00610684j 0.00166574+0.00223228j -9.67154e-05-0.00536878j -0.000630277-0.00398769j -0.00519333-0.000457038j 0.00288783+0.000791625j 0.00819255+0.00749843j 0.00263122-0.00171925j 0.00794831+0.00255294j -0.00390712-0.00415749j 0.0026509-0.00244891j -0.00172357+0.0003537j -0.00280675-0.00268011j 0.00528062+0.00126531j 0.00840244-0.000713591j -0.00148943+0.00400645j 0.000195237+0.00225943j 0.00443624+0.000722994j -0.0004832+0.00691789j 0.000388518-0.00251182j -5.62159e-05+0.00214953j -0.00959981-0.00362086j 0.0007664-0.00614245j 0.0091632+0.00367348j -0.00142544+0.00848714j -0.00863116-0.00728553j -0.00154041-0.00396248j 0.00374839-0.00271566j -0.00601476-0.00277826j -0.00144137-0.00900611j -0.00527866-0.00252101j -0.00660772-0.00255734j 0.00990118-0.00454147j -0.00975187+0.000949709j -0.00661131+0.00239643j 0.00189525-0.00392416j -0.00231906+0.00217767j -0.000144472-0.000437065j -0.00414595+0.0043663j 0.00291486-0.00548256j -0.00733307+0.011294j 0.00123675+0.0119581j -0.00532585-0.00176924j 0.00384066+0.00485529j 0.00597727-0.00741014j -0.0131773+0.00714965j -0.0036765+0.000173421j 0.00598988-0.00546379j -0.00191199+0.00400094j -0.00385689+0.00446729j 
-3.29643e-05+0.00162923j -0.00533788+0.00281063j -0.00657464+0.00218065j 0.00133946+0.00447026j -0.0053825-0.00272647j -0.00225929+0.000350353j -0.00509397+0.0012964j -0.00214842-0.00170809j 0.00602641-0.00539215j 0.00299224-0.000714908j -0.00310186+0.000248143j 0.00486649+0.00348453j 0.000260131-0.00181936j 0.00930015+0.000544773j -0.000449854+0.00634495j -0.00455847-0.00173648j -0.00627462+0.00399302j -0.00278322-0.00188926j -0.00195796+0.00358754j -0.0026303-0.0072402j -0.00210138+0.00309478j 0.00147388-0.00708855j 0.00163722+0.0057919j 0.00148454+0.00430298j 0.00425892-0.00830889j 0.00358195+0.00160565j 0.000800336-0.000660966j 0.000345401-0.002374j -0.0107481+0.00147774j 0.00495088+0.00261511j -0.00110682-0.00562846j -0.00136291+0.00531691j 0.00158676-0.0058778j 0.0022646+0.00778455j 0.00754895-0.00248495j -0.0074693-0.0018668j 0.00359063-0.00307695j 0.00209145+0.00100984j 0.013504-0.00616122j 0.00543326+0.00341018j 0.00642202+0.00769792j -0.00699878+0.0057076j 0.00801775-0.00688783j 0.00527751-0.000643342j 0.000976259+0.00181798j 0.00385884-0.00333828j 0.00695537-0.00215452j -0.000512477+0.00537514j 0.00630942-0.0137518j 0.00920819+0.00118251j 0.00521488+0.00198432j 0.00491652-0.00927791j 
0.0020913+0.00150791j -0.00736516-0.000481104j -0.00152879-0.0016538j -0.00347584+0.00135205j -0.00209373-3.73938e-05j -0.000870391-0.00414489j -0.00219267+0.000775212j 0.00278491-0.0010138j 0.00320442+0.00253855j -0.00193803-0.00102102j 0.00167094+0.00148928j -0.00224513-0.00332089j -0.00642707-0.00301397j 0.0106838-0.00181138j -0.0126863+0.00231245j -0.00265139+0.00607128j -0.00163232-0.00335129j -0.00223148-0.00303789j -0.00503465-0.000867232j -0.000924371+0.00138002j 0.0046763-0.000617699j 0.00249947-0.00609103j 0.00244337-0.00274828j -0.00332179-0.0010836j 0.00959239-0.00503385j -0.00279393+0.00514105j 0.00270576+0.00604714j -0.0054688+0.00113514j -0.00555549-0.00572874j 0.0101452-0.00173184j -0.000175727-0.0017858j 0.0059996-0.00799544j 0.00482039-0.00305875j -0.000339115-0.00276812j -0.0109157+0.000335714j -0.00518759+0.00400275j -0.0113096+0.00167235j -0.00119032-0.00477724j -0.0025561+0.00973695j 0.0157095-0.00506322j 0.00356673+0.00154297j 0.0154702-0.000305033j -0.00951835-0.00496194j 0.00130876-0.00370157j 0.00747387+0.00175291j -0.00533002+0.00303499j 0.00189029+0.00295738j 0.0183669-0.00335845j 0.00574616+0.00535459j -0.00184707-0.000394658j 0.00783125+0.00349521j 0.000805512+0.00628186j 
-0.00175673-0.00408029j 0.00858658-0.000853674j -0.00031716+0.00475205j 0.00690411-0.00509615j -0.00261992+0.000119928j 0.0024457+0.000732859j 0.00246868-0.00334296j 0.0072956-0.00119688j -0.00175033+0.0049886j -0.000958306-0.00411408j -0.00134212-0.00400264j -0.00181852-2.64629e-05j -0.00379252-0.000219334j 0.000170752-0.0112023j 0.00757902-0.00048716j 0.0022104-0.00728057j -0.000968379+0.00650723j -0.00687348-0.0148249j -0.00122469+0.00701032j 0.00317681-0.00447213j -0.00211228+0.00781349j -0.00847555+0.000454268j 0.00347342-0.000543328j -0.0113004+0.00987196j 0.0012219+0.0064973j 0.000907261+0.00136114j 0.000577204-0.00644442j 0.00107567-0.00740749j 0.0025718-0.00279508j 0.0115248+0.00341495j -0.00143597+0.00338684j 0.00102774-0.0101434j 0.00356705-0.00490013j -0.00393452-0.0017465j 0.000345623-0.00110208j -0.000558496-0.00594929j -0.00818067-0.00438695j 0.0019128-0.00708705j 0.00559909-0.000939208j 0.014033+0.00977828j 0.00943399-0.00379516j -0.00520951-0.00215491j 0.00117854-0.00584526j 0.0030467-0.0025626j 0.00594782-0.00361975j -0.0031087-0.00138992j -0.00542876-0.000905309j -0.00919581+0.00163529j 0.00207737-0.00142781j -0.00368351+0.00112992j -0.0082835-0.00282263j -0.00380635+0.000439576j 
0.000923726+5.87401e-05j -0.00435544+0.0021116j 0.000789314+0.00145761j -0.00641957-0.000115669j -0.000529763+0.00113128j -0.00240145+0.00016416j -0.00153782-0.00151371j -0.0107745-0.00123479j -0.00171915-0.00459706j -0.00310652-0.00135429j -0.000245577+0.00100835j -0.00309613+0.00039068j -0.0101777-0.000968045j -0.000114274+0.00384459j 0.00204751+0.0018136j 0.00500972-2.95198e-05j 0.00761273-0.00398248j 0.00905195-0.00681549j -0.00657341+0.00302932j 0.00402162-0.00698293j -0.010835-0.00575666j -0.00770255-0.000691994j -0.0018675+0.000143481j 5.41107e-05-0.000951063j 0.00025592+0.00103301j 0.00160885+0.00106565j -0.0112918-0.000632808j -0.00772966-0.0030672j 0.0152022-0.00305239j 0.00854474-0.00254357j -0.00370453+0.00104788j 0.000400417+0.00422195j -0.00781973+0.00464331j -0.0153047+0.000621375j 0.0111475+0.0073068j 0.0110831+2.19031e-05j -0.00771983-0.00177031j -0.00884438+0.000647445j -0.0120257-0.00469414j 0.00542022-0.000340232j 0.0104626+0.0014212j -0.0104387+0.0017208j 0.00292603-0.0010185j 0.000929343-0.000773601j -0.00312894-0.000530369j 0.00305878-0.00148479j 0.00559145+0.00423984j 0.00976703-0.00134391j -0.000710546-0.00187714j -0.000110296+0.000831886j 0.00477448-0.000365572j 0.0033218-5.58074e-06j 
-0.00555366+0.0062328j 0.00765955+0.00470407j -0.000132148+0.00143606j 0.0021102+0.0023771j -0.00310697+0.00148486j -0.00276378-0.0128752j -0.00319707+0.00136771j 0.00140251+0.0022236j -0.004382+0.000427831j -0.000931987-0.000642808j -0.000796052+0.00469846j -0.000850368+0.00269485j 0.00129653-0.00715667j -0.00148526+0.00443272j 0.00526748+0.00341429j 0.00234762+0.0091121j -0.000827634-0.00535887j 0.000940336-0.00792349j -0.00176653+0.00227895j 0.00324743-0.00330573j -0.00257884-0.0039334j 0.00416289-0.00318124j 0.0116661+0.000346228j -0.00627302+0.00955087j -0.00703183-0.00471164j -0.00288896+5.52594e-05j 0.000706764+0.00127634j -4.95676e-05-0.0032374j -0.000846717-0.00535878j 0.00594858+0.00125995j 0.00111385-0.0106364j -0.00150587+0.00431059j 0.000586184-0.000555207j -0.00187968+0.00480426j -0.00167749+0.00594432j -0.00785027+0.00984825j 0.000260206+0.00257617j -0.0087752+0.00108821j -0.00542728+0.00682041j -0.0015828-0.00306942j -0.0112714-0.00703549j -0.00442237+0.000912794j 0.000776361+0.011896j -7.78351e-05-0.0130556j -0.00321333+0.00216416j -0.0160687+0.00405305j -0.00687134-0.0133054j -0.00164243-0.000822107j -0.00453742-0.00228722j -0.00212799+0.00455869j -0.0121112+0.00460093j -0.00253153-0.00421888j 
0.000326612-0.00451713j -0.00233474-0.00304596j 0.000758035+0.00274904j -0.00162521+0.000762191j 0.000240722-0.00151064j -0.000936119+0.00097345j 0.00054926+0.00382686j -0.000982097+0.00453575j 0.00164569+0.00113324j 0.00020432+0.00196189j -0.00323298+0.0120758j -0.0015971+0.00776732j 0.0017496-0.00803567j 0.00293032-0.01057j -0.00548135+0.00121494j 0.00286612-0.000511481j -0.00554752-0.000410023j 0.00168025+0.000208656j 0.00288022+0.00741499j 0.000831757+0.00148015j 0.00330106-0.000943082j 0.00430923+0.00119407j -0.00167581+0.00180651j 0.00237217+0.000199184j 0.00831647-8.13283e-05j -0.00620474-0.0219756j 0.00163942+0.00235817j 0.000717967-0.00234209j 0.0052799+0.00611988j 0.00537403+0.00647493j -0.00874797-0.00895918j 0.00063281+0.000742538j -0.00518111+0.00980859j -0.00203686+0.00338009j 0.00160411-0.00248032j -0.00127673+0.00856989j -0.0042207-0.00298955j 0.000649343-0.00067948j -0.00070999-0.00915057j -0.00865574+0.00383299j 0.00396563-0.00884458j 0.0110272+0.00429498j -0.00178837+0.00723025j 0.0132167-0.00575201j 0.002564+0.000479618j 0.00445459+0.00197019j -0.00171766-0.00343921j -0.00295297+0.000761536j 0.00329481+0.00280503j -0.00209753+0.00201177j 0.00110561-0.00348578j 0.00212657+0.000795327j 
-0.00224765+0.00718478j 0.00506701-0.00755206j 0.000373431+0.00472724j -0.000139545+0.0100748j -0.00275299-0.00889477j -0.00350632+0.00840131j -0.00122174-0.000398138j -0.00271244-0.0138518j -0.000788355+0.00199047j -0.000617024-0.00177891j 0.000204706+0.00472632j 0.00379668+0.00298074j -0.00062319-0.00335001j 0.00366774-0.00644251j 0.00416127+0.00549813j 0.00328987-0.00563699j -0.000660183-0.0117607j 0.000806588+0.00443211j -0.00199615-0.00728724j 6.89317e-05-0.00494114j 0.00194169-0.0110117j -0.00529849-0.00201714j 0.00122901+0.000324301j -0.00364602-0.00855712j -0.000224779+0.00200279j -0.00159195-0.00863612j 0.00207185+0.00559735j -0.00808088+0.00272302j 0.00348892-0.0112193j -0.00428281+0.00242143j 0.00384839-0.00128796j -0.0049134-0.00746021j 0.00710083+0.000675035j 0.000710319-0.00488574j -0.00109916+0.000973856j -0.00333371+0.000138239j -0.00303787-0.00218465j -0.00139007+0.00214169j -0.000994353-0.00385132j 0.00298031-0.0093895j -0.00878366-0.000956693j -0.000859381-0.00605064j 0.0090626-0.0121825j 0.0114485+0.00604985j -0.0036189-0.00349777j -0.00111407+0.00296445j 0.00602193-0.00738379j -0.0035853-0.00702751j 0.00330861+0.0133603j 0.00040979-0.00728258j -0.000260021+0.00808727j 0.00036973-0.0032698j 
