-0.00808191-0.00234008j 0.00197134-0.00844728j 0.00603625-0.00374768j -0.00302027-0.00660007j 0.000876007-0.00223765j -0.00296918+0.000255037j -0.00150688-0.00579584j 0.00511621-0.0024056j -0.00272087-0.00123577j -0.00213103+0.00346407j 0.000329582-0.000465585j -0.00229788-0.00366935j 0.00389494-0.00125205j -0.00100499+0.00276691j 0.00294766-0.00217954j 0.00195754+0.00135283j -0.00123712-0.00279575j -0.000383107-0.00171532j -0.00156895+0.00351445j 0.000283832+0.00260078j 0.00459014-0.00449193j -0.00283315-0.0061307j -0.00372331+0.00251235j -0.00131141+0.00317409j 0.0015623+0.000926587j -0.00219542-0.00361301j -0.000613503+0.00227214j 0.0011862-0.00157934j 0.00108587+8.67065e-05j 0.00168176-0.00168778j 0.00531276+0.00106275j -0.00302069-0.00011906j 0.000679322-0.00147269j 0.00189392+0.00205317j 0.00138858-0.00341151j -0.000410222-0.000554275j 0.000192453+0.00224114j -0.00476623-0.000882999j 0.00349164+0.00287899j -0.0015267-0.00164259j -0.00378837+0.00421725j -0.00243873-0.000417054j 0.00484041+0.0013116j 0.0058426-0.00257562j 0.00116429+0.00128886j 0.00319468+0.0115128j 0.00506258-0.00642594j 0.00840649+0.000693514j 0.011308+0.00853041j -0.00702153+0.00914079j 0.0215813+0.000152148j 0.00109804-0.0214808j 
0.00266993-0.00155202j -0.00141283-0.00159748j 0.00454267+0.00262419j -0.00244436+0.00402145j 0.00107363-0.00385726j 0.00546352-0.00321407j -0.00391521-0.00494016j 0.00558966-0.00198024j 0.00180246-0.000652054j -6.6863e-05+0.00495882j -0.000391467-0.00505407j -0.00175182+0.00623884j 0.000373282+6.69497e-05j -0.00400294-0.00596774j 0.000259871+0.00111872j -0.00088157+0.00634767j -0.00170805-0.00363241j -0.00314308+0.0030269j 0.00394396-0.00459609j 0.000775508+0.00485731j 0.00292857+0.00173784j 0.000960959-0.00231063j 0.00357449-0.000725016j 0.00485519-0.00207482j 0.0020421+0.00628714j 4.59757e-05+0.00317801j -0.000717443-0.00225173j 0.005411-0.000329749j -0.00763903+0.00349544j -0.00854132-0.0147033j 0.00139076-0.00179262j -0.00382192+0.000751497j -0.00131529-0.00466857j 0.00192336+0.00292731j -0.000910827+0.00247867j 0.00177108-0.0041717j 0.00579088-0.00338889j 0.0093905-0.00307021j -0.00825777+0.00412135j 0.00354595-0.000175488j -5.30708e-05-0.000265173j -0.000895298+0.00318026j 0.0030085-0.00237074j 0.00223861+0.00669509j 0.00275932+0.00513762j 0.00159516-0.00134284j -0.0050886+0.00133206j 0.0036529+0.00147022j 0.00202296-0.00438127j -0.0026143-0.0031816j -0.00355495-0.000351951j -4.20065e-05+1.79942e-05j 
0.00123601-0.000286537j -0.00360138+0.000481822j -0.00072895+2.03253e-05j 0.00225291-0.000939367j 0.00504238+0.00553017j 0.00283816-0.000731921j -0.00359591+0.00455388j 0.00301775-0.00185399j -0.00458267+0.000752051j -0.0123829+0.000988601j -0.0063346+0.000456701j 0.00787511-0.00572277j 0.00339892+0.00553459j 0.00539275-0.0106255j 0.00219706+0.00225701j 0.0128198+0.00226266j 0.0062323+0.00320226j 0.00231824+0.00110689j 0.00721865+0.00249022j -0.012225-0.00116005j 0.00250805-0.00215462j -0.000768174+0.00247128j -0.00425496+7.14846e-05j -0.00849757-0.00928597j -0.0052354-0.00176459j -0.00903947+0.00298558j -0.00443706-0.00297774j -0.0091943+0.00135482j -0.00555913+0.000238421j 0.00239683+0.00679673j -0.00636743-0.00427598j -0.00319531+0.00875522j -0.00326577+0.00156722j -0.00476135+0.00340741j -0.00765536-0.00727357j -0.000122953+0.00975802j 0.00033429+0.00390791j 0.00851964-0.00115324j 0.00521007+0.0024196j 0.00160791+0.00501342j 0.000129074+0.00398918j -0.0038617-0.0013465j 0.00183684-0.000504878j 0.00612752-0.00422997j -0.000161817+0.0024569j 0.00503744+0.00234144j 0.00511881-0.00200151j -0.000164926+0.00200243j -0.000464772-0.000164276j -0.00115699+0.000530359j -0.000983216-0.000376593j -0.00164526-0.00217769j 
0.000280843-0.00367571j -0.00227195-0.00185512j 0.000423014-0.00163622j 0.00136751+0.00258752j 0.000333335-0.00731604j 0.00248906-0.00300892j -0.00108835+0.000482177j 0.00199173+0.00182091j 0.00187336+0.00801355j 0.000323026+0.0142432j -0.00191505-0.00169877j -0.00342989-0.00242016j -0.000913482+0.00177723j -0.0025266+0.000964537j -0.00298821+0.00954191j 0.00328329-0.000501786j 0.00333959+0.00377855j -0.00413201-0.00679133j -0.00238295-0.00657872j -0.00437593-0.00875418j -0.00516898-0.00130269j 0.000211366-0.00813285j 0.00404205-0.00098257j 0.000958549-0.00356928j 0.0022022-0.000851419j 0.00172588-0.00535288j -0.00302932-0.00246199j -0.00133239-0.00434242j 0.00688568+0.0034558j 0.0102732+0.0100958j 0.00481569-0.0130682j -0.00817304-0.00261207j 0.000915449+0.000846188j -0.00615451+0.00317662j 0.00641445+0.00100629j -0.000917461-0.00166427j -0.0026867+0.0062658j 0.000990824-0.0034252j 0.0014035-0.000124787j -0.00364032+0.000155252j -0.000943693-0.00666448j 0.000910988+0.00228971j 0.00200997-0.00397335j -0.00752521-0.00192541j 0.00241067-0.00258625j 0.00371016+0.00335215j -0.00551973+0.00108898j 0.0044517+0.00375798j -7.15998e-05-0.00472219j 7.83536e-05+0.00148671j -0.000871063+0.00250786j 0.00206971-0.00284434j 
-0.00546369-0.00627j -0.00631446+0.000276365j 0.000709419+0.00477787j -0.00398591-0.000981996j 0.0039936-0.00223206j 0.00347668+0.0027819j 0.00240966+0.0017931j 0.000262236-0.00162704j 0.00589867-0.00586037j -0.00307524-0.00392171j 0.00167009+0.00204784j 0.00854471-0.00159105j -0.00217823-0.00614968j -0.00463845-0.00158506j 0.00453916-0.00154721j 0.0124476-0.000793951j 0.000292421-0.00352666j -0.00412911-0.00427691j -0.00631471+0.00222381j -0.00149203+0.00560259j -0.0100453+0.00518713j 0.00675861+0.00274689j -0.00250672-0.00136434j -0.00701865+0.00241963j -0.00810169+0.00087771j 0.00638619-0.00424208j 0.00188923+0.00686824j -0.00418964+0.0029154j 0.0046606+0.00228513j 0.0150783-0.0065544j -0.00260447+0.00096154j 0.0119844+0.00453169j 0.00158133-0.00125724j -0.00569568-0.00819447j -0.00425183+0.00470582j 0.00823439-0.00368738j 6.05912e-05-0.0044782j 0.00736133-0.00154906j 0.00148983+0.00225231j 0.0039513-0.00352073j 0.00201091-0.00282646j -0.00230538+0.00173073j 0.00174546+0.00148102j -0.00207531-0.00517891j 0.00139472+0.00276802j 0.00506595-0.00460358j 0.000189358-0.00427626j 0.000907908+0.00320156j 0.0023813-0.00428118j -0.00219883+0.00163855j -0.00562031+0.00681831j -0.00127312-0.00207267j 
0.000685093-0.00371308j -0.000613828+0.00373822j -0.0020751+0.00544605j -0.00781265-0.000178812j -0.00405279+0.00349825j -0.000415674-0.00236994j -0.000696665-0.00667171j -0.000613608-0.00349235j -0.00780271-0.00668571j 0.00447876+0.00231903j 0.00288997+0.000882351j 3.93916e-05-0.00715085j -0.00599971-0.00884251j -0.00584959+0.00707296j -0.00394839-0.00774133j -0.0023798-0.00140029j -0.00158697+0.00225699j -0.000105954-0.00235583j -0.0078457-0.0054373j 0.00969952-0.00176249j -0.00460545+0.00894922j 0.00167996+0.000148646j 0.00187861-0.00446068j 0.0023534-0.00460214j 0.00547766-0.00427971j 0.00618638+0.000605057j 0.0018272-0.00946771j 0.00275363-0.00144875j -0.00138171-0.00862139j -0.00339605-0.00172333j -0.00475638+0.00134378j -0.00452645-0.00728258j -0.000450125+0.00853063j -0.000125581+0.00441302j 0.00689176-0.00593692j -0.00303926+0.00866376j -0.00768261+0.0084812j -0.0108432+0.0038165j 0.00185369+0.00120516j 0.000736258-0.00499134j -0.00189847-0.000572186j 0.00263382+0.00719646j -0.00404839+0.00141602j -0.00161832-0.002953j -0.000900435-0.000961729j -0.00081982+0.00305406j 0.00145066-0.000994005j -0.0015515-0.00150543j 0.00146221+0.004557j -1.83893e-05-0.00076186j -0.00299242+0.000259379j -0.00223088-0.00256418j 
-0.00336251+0.00164099j 0.0016998-0.000308302j 0.000546357-2.03661e-05j 0.00308529-0.00177721j 0.000364642-0.00291212j -0.00082873+0.00659456j 0.00328678-0.0028907j -0.00714844-0.00164027j -0.00111876+0.00129683j -0.00188077+0.00526263j 0.000181893-0.00913966j 0.00690772+0.00599043j -0.00511158-0.00412003j -0.00290146-0.00611975j -0.000134574-0.00570116j 0.0074981+0.0014363j -0.00481065+0.000636303j 0.00165514-0.00278684j 0.000593714+3.81325e-05j 0.00370598+0.00113794j 0.00248441+0.00177601j -0.00108493-0.00062563j 0.00471731+0.0110121j 0.00146809+0.00260139j 0.00301985-0.00200298j 4.78448e-05-0.00756365j 0.00355923-0.0037259j 0.00286753-0.00254636j 0.0127579+0.00429164j -0.00274816+0.00702303j -0.00107784-0.00403386j 0.00689989-0.0107009j -0.00183253-0.00259177j -0.00220886-0.00800142j 0.00256471+0.00095816j -0.00434193-0.0083571j -0.00558377+0.00351943j -0.00736961+0.0034004j 0.00308683+0.00312018j 0.000250798+0.00146927j -0.000626192-0.00556313j 0.00204605+0.000508366j -0.00724226-0.0017637j -0.00580017+0.00239133j 0.00105159-0.00414203j -0.00519234-0.00444533j -0.00161236+0.000572024j -0.00117539-0.00123561j 0.000282077+0.000905674j 0.00118691+0.00301081j 0.00318704+0.0020019j 0.000791577+0.00156948j 
-0.000303258-0.00163818j 5.0449e-05+0.00214289j -0.000572466+0.00124835j 0.00181798+0.00318468j -0.00390656+0.00095828j 0.00217633-0.00483152j 0.000936204+0.00279266j 0.00125324+3.43895e-05j 0.000876356+0.000597624j -0.00563119+0.00216562j -0.00404589+0.00364386j -0.0013641-0.00431039j -0.00245306+0.00539588j 0.00273614-0.00804137j -0.00258466+0.00319967j -0.00730755+0.00139757j 0.00667873-0.00622877j 0.00467317-0.00264175j -0.00251044-0.00621452j -0.00578562-0.00279265j 0.00185518-0.00516085j -0.00260809+0.00099502j -0.00422751-0.00590619j 0.00321442-0.00160642j 0.00215991-0.00607288j -0.00200455+0.00150795j 0.00187061+0.00245648j 0.0059558-0.00729675j -0.00683812-0.00373357j -0.00936914+0.0160771j 0.000878691-0.000642775j -0.0014336+0.0113946j 0.00680753-0.00429124j 0.00954816-0.000797846j 0.000371917-0.0124093j 0.00322264+0.00153499j -0.0114396+0.0102855j -0.0175606+0.0133329j 0.00225278+0.00230632j -0.00266614-0.00573892j -0.00181246-0.00180287j -0.00361821-0.00114908j -0.00909435+0.00801775j -0.00635042+0.00179924j 0.000432781+0.00394173j 0.00415234+0.00117934j 0.0012708+0.0010614j 0.00369378-0.0013184j -0.00173244-0.00458663j 0.00126756+0.00248922j -0.0004486+0.00329641j -0.000389543+0.00127487j 
0.00198172-0.00190574j -0.000954942-0.00010749j 0.000937497+0.000514939j -0.000713008+0.00128026j 0.00583771-0.00252633j 0.000939567+0.00258528j 0.00116231+0.00470095j 0.00255879-0.00149178j -0.00124391+0.00244029j -0.00441063+0.00410812j -0.000964924-0.00121474j -0.000194096+0.00541183j 0.00255969-0.00613581j 0.001911+0.00261043j -0.000365224+0.00191868j 0.0024775-0.00132789j -0.000190801+0.00384219j -0.00125807-0.000959834j -0.00452931-0.00378949j 0.00616314+0.00151717j 0.00346562+0.00458918j 0.0026655+0.0020207j 0.00105619-2.15121e-05j 0.000430419+0.00156104j 0.000407694+0.000752763j 0.00499135-0.00256414j -0.00166922-0.00208257j 0.00565071-0.000566525j 0.00430253+0.00159921j -0.00456618+0.00505744j 0.00497724+0.00376803j -0.00198464-0.0120579j -0.00247462+0.000966056j -0.00723096-0.0067829j -0.00304265-0.0063675j 0.00351002-0.00322628j 0.000284051+0.00406879j 0.000907916+0.0172236j 0.00415449+0.000632908j -0.00565806-0.000546141j 0.00410346+0.00381037j 0.00300283-0.00918533j -0.00179224+0.00110904j -0.00294562+0.00685524j 0.00133341+0.00616943j -0.00292556-8.81125e-05j 0.00300196+0.0052136j -0.00448239-0.00925351j 0.00449202-0.00113155j -0.000646754-0.00230892j -0.00365826-0.000437945j 0.0014692+0.00366391j 
-0.000339108-0.00097644j 0.000584279-0.00152122j -0.00242977+0.0034559j 0.000332878-0.00198612j -0.00194232-0.000236224j -4.54001e-05+0.00494223j 0.00433416-0.00172745j -0.00448546+0.00303135j -0.00231067-0.00815172j 0.0102434-0.00241392j 0.00401226-0.000980738j 0.00385462+0.00343928j -0.000462719-0.0005464j -0.0026388+0.0013884j -0.00489123+0.00250479j -0.00399537+0.00707258j -0.00425131+0.00146359j -0.00654975-0.00615333j 0.0020908+0.00583061j 0.00623859-0.000285399j 0.00189883+0.00318261j -0.00074827-0.000809686j 0.0015006-0.00287901j 0.00520381-0.00116759j -0.00490914-0.00301436j -0.00357669-0.00421283j 0.00391011-0.00179724j 0.00629673-0.00263366j -0.00391148-0.00315895j -0.00501991-0.00214461j -0.000571539-0.00117357j 0.00150239-0.0037103j -0.000677604-0.00451356j 0.00270578-0.00720592j 0.00162892+0.00640998j -0.00483271-0.00138898j 0.00414856-0.00311932j -0.00228466-0.000778958j -0.00672175-0.00317339j 0.00197748+0.00167452j -0.00233899-0.000312743j 0.00166136+0.00651221j 0.00221537-0.00387463j 0.00362677-0.00326434j -0.00183562-0.00380416j -0.00323195+0.00105502j -0.00219685-0.00264373j -0.000745585+0.00331606j 0.00186714+0.00220476j 0.00289299-0.00207228j 0.000341094-0.00135557j 0.0022307-0.00407356j 
0.000680441-0.00264645j 0.00105019-0.000949172j 0.00223873-0.00119375j 0.000124461-0.00113984j 0.00069946-0.00359132j 0.000768662-0.00134634j -0.00319452-0.00208572j 0.00174323-0.000776576j -0.00333543+0.00217646j 0.00419143+0.00742885j -0.000631201-0.000608324j -0.00620749+0.00288842j -0.00385758+0.000387295j 0.00290854-0.0063207j -0.00639066+0.00059932j 0.00993878+3.36389e-05j 0.00209868+0.00575445j 0.00151052-0.000467952j -0.00141803-0.00153555j 0.00100183+0.00944255j -0.0059677+0.00715906j -0.00252348+0.00309654j 0.00229541+0.000101039j 0.000220003-0.00669767j 0.00357143-0.00227464j 0.00368502-0.0104224j 0.00253823-0.00229123j 0.0022698+0.000327271j 0.00680477-0.00470329j 0.0067927-0.000630706j -0.00613969-0.00129802j -0.000251472+0.0038995j -0.00530601+0.00565734j -0.00773694-0.00622767j 0.00686997+0.00223661j -0.00595065-0.002503j -0.00434856-0.00240989j -0.0042205-0.005648j -0.00363625-0.000110756j -0.000491897+0.000398223j -0.00199076-0.00278881j -0.0010318+0.00746057j -0.00246786-0.00452801j 0.000465489+0.00161433j -0.00158476-0.00638863j -0.00197383+0.00343386j -0.00315329+0.00182544j -0.000366634+0.00123754j -3.4364e-05+0.00172784j -0.00161806-0.000814802j -0.00124607-0.00223284j -0.000409657-0.00210273j 
0.00300033+0.0029496j -0.00124413+0.000258367j 0.00120591-0.00175745j -0.00506951+0.00267476j 0.00127289-0.00555404j 0.00448271-0.00325271j -0.00379172-0.00679728j -0.000677833+0.00360301j -0.000267888-0.00306823j 0.000289466-0.0156427j 0.000209421+0.00814211j -0.00615793+0.00560211j -0.00492131+0.00634624j -0.00499752-0.00489074j 0.0028802-0.00998322j 0.00358855-0.0106168j -0.00623379+0.00049967j 0.00355122-0.00308923j 0.00313676+0.00237613j -0.000915483-0.000713437j -0.00458064-0.00703069j -0.00737226-0.00205293j 0.00698854-0.00408599j -0.0109438+0.0062162j 0.00144437+0.00338249j 0.00291026+0.009705j -0.00373584+0.000411981j -0.00457619-0.00418656j 0.00115033+0.00542696j 0.00129092+0.00652465j 0.000570178+0.00221206j 0.00766217+0.000784991j 0.00201439+0.00756651j 0.00238138+0.00290802j 0.00195604+0.00112149j -0.00574052+0.00658542j 0.00936813+0.00144076j -0.000110103-0.00173573j -0.00704359+0.00574779j 0.01462-0.00736897j -0.00340401+0.00068861j 0.00187315+0.00347193j -0.00128217-0.000133245j 0.00390578-0.00654373j 0.00243944+0.00340726j 0.00039804+0.00169463j -0.00296088-0.00680615j 0.00577729+0.00486839j -0.00239778-0.00303619j 0.00209127-0.0023357j 0.00294409-0.00096877j 0.00169833-0.00311033j 
-0.000977509+0.0026809j 0.00393951+0.000639367j -0.000144737+0.000225579j -0.00126946-0.00480529j 0.00159898+0.00259122j 0.000258981-0.00557949j 0.00235441-0.000790669j -0.00600553+0.00169733j 0.00395812-0.00109328j 0.00346963+0.00357601j -0.00191307+0.00197994j -0.00493561-0.0115334j -0.0089011+0.00754605j 0.00157307-0.00928452j -0.00523044-0.00246131j 0.00571111-0.011801j 0.00530757-0.0010177j 0.00313546-0.00259425j -3.3527e-05-0.00584456j 0.0036034+0.00771589j -0.0111775+0.00483391j 0.00207688+0.0038045j 0.00581748-0.000462135j -0.00305505-0.00396173j 0.000570838+0.00159522j 0.000288061+0.00982857j 0.00169973-0.000834968j -0.00228711+0.0052035j 0.00448678-0.00407235j 0.0106784-0.00577152j 0.00256158+0.00458918j -0.000619943+0.00798048j -0.000738381+0.00233783j -0.00650752-0.000179941j -0.00624914-0.00217814j 0.000657456+0.00489257j -0.00294153+0.00253301j -0.00218604+0.00513047j 0.00499513-0.00311699j 0.000762508+0.00261736j -0.00138681+0.00427053j -0.00361502+0.00251485j 0.00272235+0.00443573j 0.00292604+0.00456095j -0.00270087+0.00203322j 0.000803296+0.00102518j 0.00314978-0.00339717j -0.000848925-0.00379874j -0.003643+0.00371846j 0.00398936-0.00360838j 0.000851446-0.00450425j 0.000817262+0.00276965j 
-0.00161886+0.00133427j 0.000612517+0.00320155j -0.00175464-0.00314735j -0.000378166-0.00502955j 0.00215496-0.00892256j 0.00515986+0.00538643j -0.000722845+0.00563564j 0.00277171+0.00146747j -0.000649394-0.0034573j 0.0101695+0.00613657j 0.00169425+0.00813849j -0.00194513-0.00224122j 0.00219726-0.00584229j -0.00827851+0.00395652j -0.00265398-0.00218429j -0.0049186-0.0110728j -0.0024976+0.00565214j -0.00475376-0.00307393j -0.00255227+0.000877556j -0.00822149-0.000410686j 0.00451579+0.00681773j 0.00274084-0.00153871j 0.000357201+0.00150917j -6.67751e-05+0.00175365j -0.00513795-0.00788429j 0.00631384-0.00330504j -0.00306669-0.00201968j 0.00690164+0.000258075j -0.00400018-0.00385945j -0.00485085+0.00334267j -0.000125254+0.00585468j -0.00166885-0.00760895j 0.002085+0.00629721j 0.00828838+0.00224414j 0.00376125+0.00244383j 0.00566244+0.00726773j 0.000472956+0.000531123j -0.00466321+0.00148738j -0.00344624-0.00503585j 0.00456031+0.00528807j 0.00157079-0.000646958j 0.00539569+0.000128339j 0.00099088+0.00385277j -0.00530518-0.00357157j -0.00184382-0.000615852j 0.00372193+0.00834537j 0.00127664-0.00390002j -0.00139006-0.000852497j 0.000564421-0.000580401j 0.00199907+0.0017172j 0.00120157+0.00271397j 0.000485002+0.0011835j 
0.00216878+0.000575836j 0.0012163-0.00173401j 0.00470975+0.00246837j 0.00326925+0.00318323j 0.00121797+0.00337185j -0.0067113-0.00168279j -0.00445153-0.00382475j 0.001419+0.00125175j -0.0121273+0.00415294j -0.00872471-0.00232431j 0.00396917-0.00258789j -0.00860753+0.00292083j -0.0133806-0.0115992j 0.00288333+0.00572022j 0.000651245+0.00253019j -0.00247577-0.00523544j 0.00277355+0.0030377j 0.0032669+0.00618986j -0.00169609+0.00210212j -0.00114272-0.0138578j -0.00156037-0.000947081j -0.000814996+0.00310013j 0.00174665+0.00430982j -0.000421753-0.00162189j 0.0125214+0.00788374j 0.00603698+0.000586953j -0.00369543+0.00537058j 0.0015494-0.00692152j 0.00308803+0.00634728j 0.00288508-0.00162976j -0.001056+0.00792423j -0.00796575-0.0095787j 0.00445089+0.0022287j 0.00555213+0.00982625j 0.00501756-0.00473492j 0.00734606+0.00114575j -0.00464934+0.00458096j -0.00206389+0.00607009j -0.00442346-0.00280361j 0.00135123+0.00102327j 0.00404012+0.00645255j -0.000393514-0.00553433j 0.00126718+0.00592349j -0.00571495+0.00339302j 0.00137488+0.0052371j -0.000652376-0.00284935j -0.000509209+0.00144066j 0.000628018+0.00333501j 0.000535774-0.00545299j -0.0003852-0.000840595j -0.000604224+0.000435761j 0.000563862+0.0010915j 
0.00486004+0.00347379j -0.00237153-0.00146156j -0.00118312-0.00236753j -0.00874658+0.00148448j 0.00400646+0.00657117j 0.00139704-0.000767105j -0.00260743+0.00220549j 0.000685171-0.00207953j 0.000673171-0.00456588j -0.00577817-0.0133408j -0.0106698+0.0034419j -0.00267376+0.00625927j 0.00262322-0.00564577j 0.00740626+0.00312074j 0.00226908-0.00936097j 0.00122049+0.00220325j -0.00188938+0.00353058j -0.00221269-0.000693936j -0.00264099+0.0103358j -0.000360888-0.0103323j -0.000617648+0.00141888j 0.00305944-0.00392735j 0.00105765-0.000592491j -0.00812533-0.00405679j -0.00393525-0.00745612j 0.0049612-0.00825318j -0.00197106+0.00531943j -0.000223316-0.000295966j 0.00434198-0.000212956j 0.00307797+0.000884174j 0.00262601+0.00422706j -0.000328623-0.00130749j 0.00079576-0.0056381j -0.00256269-0.0108233j 0.00311919-0.00651425j -0.00272941-0.000270763j -0.000745426+0.0034023j -0.00578908+0.00862753j 0.00161819+0.0071791j -0.00413851-0.00493834j -0.000427741-0.000359644j 0.000148968-0.00594339j 0.00210275-0.00116885j -0.007947+0.00453976j -0.00212205+0.00171379j -0.00100781-0.00343812j 0.00143385-0.000357591j -0.00194205-0.00330508j 0.000866834+0.000361294j 0.00230764-0.000401525j 0.00291125-1.74573e-05j 0.00401365-0.00198131j 
0.000330565-0.002138j -0.00014897+0.00079611j -0.00255255+0.00261966j -0.00117725-0.000256991j -0.0018368+0.00237425j -0.00258724+0.000407871j 0.00745804+0.000881028j -0.00232656-0.00137372j 0.000112159+0.00326307j 0.000157262+0.00595387j 0.00603086+0.00248734j 0.00506592-0.00336974j -0.00879906-0.0040828j 0.00517965-0.000954137j 0.00259862-0.00226544j -0.00590454-0.00326133j 0.00774973+0.00089007j 0.00440498+0.00232444j 0.00325043-0.00223536j -0.00817954+0.00101318j -0.00091255-0.00424443j -0.000883424-0.00224338j -0.00363983+0.00201677j -0.000341435+0.00214083j -0.0039469+0.00455545j -0.00532681+0.00651377j 0.0110549+4.59443e-05j 0.00142608+0.00366491j 0.000569558-0.00306663j 0.00679159-0.000262005j 0.00482307-0.00138451j 0.00402947-0.0044266j 0.00116661+0.00548871j -0.00273951+0.0106346j -0.00914956-8.69756e-05j 0.00153793+0.00724735j 0.00412244+0.00291918j 0.00736566-0.0011041j 0.00265428-0.00742863j -0.00333624-0.00169999j 0.00133205+0.0027319j -0.00600294+0.00289289j 0.00345993+0.00477542j 0.00190965+0.00020609j 0.0017836+0.00192662j -0.00126638-0.00206034j 0.00191813-0.00362553j 0.000846316+0.000677331j -0.000300158-0.000501787j 0.00232578-0.00100724j -5.71179e-05-0.000400505j 1.82778e-05-0.000192918j 
0.00389773-0.00131579j -0.00229045+0.00159965j -0.0038971+0.000824933j -0.0038378-0.000411478j -0.00226477-0.0021041j -0.00569088+0.00204214j 0.00439313+0.00141105j 0.00159144+0.0021876j -0.0106948+0.00855956j -0.00111299+0.00132025j 0.00949506-7.49522e-05j -0.00547124+0.00442067j -0.0097336+0.000828888j -0.00389074-0.00538792j 0.0122851-0.0086264j -0.00827249+0.00354051j -0.00675492+0.00220649j -0.00216999-0.00178832j -3.39947e-05+0.00433701j 0.000635719+0.00477725j 0.00870879-0.00321622j -0.00235181-0.00323137j 0.00915893+0.00255546j 0.00811965+0.00926943j 0.00390498+0.00106484j -0.00314134-0.000764111j 0.00688206+0.00123857j -0.00753258+0.0045291j 0.00730525-0.00463243j 0.00146635-0.00675275j 0.00558933+0.001253j 0.00204316+0.000287574j -0.00188839-0.00198505j -0.0134109-0.00398012j 0.00192156+4.25119e-06j -0.0150294+0.000435425j -0.000565195-0.00744439j 0.00250075-0.00272764j 0.000454206+0.00256148j 0.000810318-0.00128749j -0.000814194-0.00123218j 0.0016385-0.000177673j -0.00428728-0.00362331j 0.000792689-0.000539597j -0.00401733+0.00091831j 0.000900424-0.00450422j 0.000589139+0.00241745j -0.000652623+0.00164801j 0.00158928-0.00492626j 0.00208944+0.0011631j 0.00140318+0.00145859j 0.000412131-0.00482942j 
4.36016e-05+0.00143745j -0.00301072-0.00115438j -0.00310196-0.00220796j 1.21416e-05+0.000655167j 0.00281923-0.002715j 0.000509557-5.15317e-05j 0.00384301+0.0021953j 0.00313274-0.00200165j 0.00538089+0.000139196j -0.00347816+0.000653587j 0.0117613-0.000428237j 0.0068219-0.00285469j 0.00472688-0.00369604j -0.00295123-0.000485031j 0.00420037-0.000494683j -0.00391681+0.000229618j -0.00583878+0.00929422j 0.00810169+0.00122681j 0.00356785-0.0029499j 0.00523456+0.0056182j 0.000180141-0.002809j 0.00115644-0.00701108j 0.00106976+0.00449379j 0.00913136-0.0041015j 0.00100949+0.00331543j 0.00632286-0.00313793j 0.00792287-0.00554067j 0.00624387+0.00301779j -4.56085e-06+0.00316109j -0.00313412+0.00702772j 0.00222646-0.00266574j 0.00226669+0.000272413j 0.000940221+6.56484e-05j 0.00585897-0.00868677j 0.000317451-0.000160346j -0.00754691-0.00151436j -0.00150141-0.000382568j 0.000374733+0.00805426j -0.00450701-0.0021421j -0.00155902+0.00189617j 0.00231128+0.00466916j 0.000232897-0.00484672j 0.00480939+0.00414389j 0.00139345+0.00205031j -0.00299077+0.00361536j -0.000643988-0.00277018j 0.00192263-0.00328889j 0.00138533-0.000169395j -0.0010833-0.000965787j 3.4547e-05-0.000604984j 0.000689291+0.000178682j 0.00163215-4.92363e-05j 
-0.00376838+0.0061294j 0.00285916+0.00223788j 0.00197269+0.00198729j 0.00480648-0.00125962j 0.0020129-0.00152981j 0.00074219-0.00126954j -0.00244119-0.00194022j -0.00230779+0.0066379j -0.00612849-0.00482027j -0.00463812-0.0123041j 0.000135633+0.000279136j -0.00499705-4.49246e-05j -0.00433878+0.00555963j -0.00265261+0.000444371j -0.00159428-0.00122767j 0.00534169-5.84858e-05j -0.00599951+0.00145003j 0.000345102+0.00120652j 0.000240811+0.0105711j 0.00433786-0.00859837j -0.000667237+0.0038274j 0.000389293+0.00752265j 0.000573632-0.00128877j 0.00427884+0.00373255j 0.00693994-0.00532697j -0.000256187-0.00645347j 5.83189e-06+0.00416502j 0.00351907-0.000707129j 0.00367026-0.00365663j -0.00639619-0.00104577j -0.00793578-0.00560036j 0.000234445+0.000429071j -0.00441585-0.00485382j 0.00307269-0.00418843j 0.00115975-0.00186825j -0.00655381-0.00520858j -0.00301776+0.00217995j 0.00135663+0.00717712j -0.00286819-0.0018808j 0.0054206+0.00338487j 0.000320665-0.000113115j 4.42517e-05-0.0079802j -0.00126385-0.000652678j 0.002816+0.0018129j -0.00293805+0.00208533j -0.000525929-0.00326521j -0.000445968+0.000355969j -0.000543945-9.41878e-05j 9.36684e-05+0.00147797j 0.000862156+0.0013734j 0.00413148+0.00172212j -0.000580849+0.00196087j 
