0.00621301-0.03939j 0.0488542+0.0661643j 0.0149379+0.0629335j -0.0114299+0.0296858j 0.00112881+0.0208146j -0.00181625+0.0469658j 0.000628116+0.0136323j -0.00210862+0.0217373j 0.00543093+0.0173912j 0.00815843+0.00332463j -0.0062046+0.00776588j -0.004074-0.0174949j -0.0324142+0.0191781j -0.0943159+0.114615j 0.0342741+0.00904947j -0.009228+0.0429583j 0.0206513-0.0627188j -0.0240674-0.0140756j -0.0177606+0.0435049j 0.0176203+0.0265929j 0.0168441+0.0152194j -0.0281368+0.0310897j 0.021483-0.0154391j 0.00260048+0.00757807j -0.0213042+0.0286246j -0.0121583+0.0439858j 0.00013712+0.00811671j -0.00307761+0.0100999j 0.0183173-0.0182938j -0.00968796+0.0264213j 0.00618284+0.00550417j 0.00711782-0.0124753j -0.0127903+0.0334092j 0.00678453-0.0350548j 0.0563778-0.0693409j -0.0509387+0.0736667j 0.181086-0.113872j -0.041927+0.0587648j 0.0258719-0.0650247j -0.00232121-0.00532476j -0.00874628+0.0339122j -0.00705045+0.0175924j 0.0223116-0.0668272j 0.0126298-0.0213546j 0.00825671-0.0201149j -0.00245015+0.00681783j 0.0067563-0.0177161j 0.00588647-0.0209408j 0.0170863-0.0222516j 0.000132261-0.00211165j -0.00309633+0.00686334j 0.00997613-0.00766703j -0.0115274+0.0146201j 0.00639391+0.00141028j -0.0152164+0.0117583j -0.0110739+0.014251j -0.0135615+0.0145916j 0.0097829-0.00813791j -0.00432643+0.00719597j -0.006043+0.00175151j 0.00988433-0.00919209j 0.0014214-0.00383889j -0.0150898+0.0119322j 0.00348862-0.00448001j -0.00237736+0.000908645j -0.00620373+0.000622405j 0.00323563-0.00581707j -0.0031468+0.0026766j -0.00808537+0.01004j 0.012947-0.0101849j 0.0129272-0.00581933j 0.0051715-0.0024776j 0.00277478+0.00178743j 0.000633992+0.00594934j 0.00662469-0.000324935j -0.00629189+0.00373186j 0.00347195-0.00268994j 0.00527368-0.0127941j 0.00530737-0.0107125j -0.00279907+0.00179191j -0.00693385+0.00436714j 0.00896999-0.00409089j 0.00711478-0.00446347j -0.00576635+0.0123814j -0.0169883+8.1887e-05j -0.000129393-0.00123648j -0.0187806+0.012416j 0.0194176+0.022009j 0.0075176+0.00757546j -0.0164093+0.0251737j 0.00113721-0.0191648j 0.00716046-0.00634616j 0.0051924+0.0146237j 0.0263635-0.0307043j 0.0281486-0.0336941j -0.0685061+0.131291j 0.115648-0.0744425j 
0.0112433+0.0165999j 0.018102-0.0132794j 0.0171587+0.00676877j -0.000777422-0.00485957j -0.00789413-0.000553228j 0.0134351-0.00319261j -0.0112271+0.00416319j -0.00231681+0.00157105j 0.0230279-0.013699j -0.00692704+0.00963792j 0.00673419+0.0314913j 0.0129846+0.0282101j 0.0106765-0.0197325j -0.00512816-0.00121091j 0.0138436-0.0161022j 0.0650914+0.000478885j -0.00339313-0.0846879j 0.0258378-0.0514907j 0.0274944+0.00505945j -0.0634847+0.0428486j 0.0458864-0.0399576j 0.0369332+0.0311406j -0.0569564-0.00945972j -0.0543726+0.0161822j 0.0447966+0.0379438j -0.00486278+0.0511037j 0.0439729+0.071304j 0.0206729+0.0233208j -0.0407128-0.0196211j -0.0146328-0.00294463j -0.0893351+0.0248132j 0.0312914+0.0157716j -0.0605508-0.0672485j 0.105662+0.0369863j -0.00975172-0.00631063j 0.00399334+0.0428136j -0.0267598-0.023619j -0.0119785-0.0588458j 0.0827708-0.0301168j -0.0144378+0.0159131j -0.0179636-0.00964398j 0.00812622-0.000606913j 0.00618789-0.034273j 0.0310687+0.00580741j 0.00440141+0.0147455j 0.0182242-0.0107989j -0.0150454+0.00355927j 0.00526646-0.00993639j -0.00940761-0.0104035j -0.00240639-0.00150538j -0.0134174-0.00903664j -0.00889876-0.00722928j -0.00439662+0.000825061j -0.00784274-0.00294733j -0.0108982+0.025069j 0.00170923-0.00819608j -0.00865064+0.0104002j 0.000950093-0.00211735j -0.000814954+0.00679538j -0.00157048+0.00290933j -0.00132422-0.0139944j 0.00580177+0.00173133j 0.0036697+0.0141537j -0.0124395-0.00653723j 0.00350662-0.000617237j 0.0127121+0.00989813j -0.00308667-0.00806335j 0.00211987-0.00364402j 0.00746262+0.00295203j -0.00379565-0.00638306j 0.000827784-0.0107615j 0.00771897+0.00909393j -0.0146905-0.0107665j -0.00129417-0.00769736j 0.00788895-0.00286616j 0.00993551-0.0103247j -0.00798785+0.00033233j 0.00695158+0.0254809j -0.000304326+0.0118736j -0.00660915+0.0106365j -0.00270183+0.0134704j 0.00904642-0.0169908j -0.00337966-0.00796109j -0.0021257+0.00954596j 0.00577621+0.0239176j 0.021329+0.0261617j -0.0205907+0.00878521j 0.00255962+0.0101222j 0.0116041-0.0133765j -0.0292684+0.00696023j 0.0639697-0.0062333j 0.00140145-0.00376422j 0.0058137+0.00913481j 0.0223466-0.025021j 0.0272352+0.0156763j 0.00285197+0.0146492j 0.0171551+0.0117267j 
0.0242278-0.0114104j -0.011265-0.00411645j -0.000737325-0.0228936j -0.0303707-0.0186289j -0.005963+0.00265037j -0.00193843-0.0140959j 0.0165795-0.0229451j 0.000970063+0.0223303j -0.00917976-0.0115137j -0.0279804+0.0145869j 0.00609214+0.0301724j 0.0357691-0.0194401j -0.0127853-0.0327521j -0.00337087-0.018906j 0.0087753-0.00762464j -0.0160497-0.018533j -0.0227276+0.0436158j -0.0305779-0.00236415j -0.0212559+0.0339652j 0.0268441-0.0174542j 0.0353744-0.0359823j -0.106281-0.00603675j 0.106075-0.0143457j -0.00659182-0.0445586j 0.0498586+0.0113008j -0.0249854+0.0033582j 0.0749373+0.0128745j 0.0154196+0.0384546j -0.0980545+0.0383214j 0.0303935+0.0971288j 0.00396956+0.0890755j 0.0921075-0.0874838j -0.11748-0.0902955j -0.040395+0.11256j -0.127097+0.025335j -0.00463871+0.046428j 0.0183937-0.0903558j -0.0255834+0.0558092j -0.0256987-0.0159552j 0.00924902-0.00712633j -0.00735432+0.0171213j 0.00890047-0.00145038j 0.000288803-0.028007j -0.00785746+0.00566054j -0.00529935+0.0154612j 0.0172743+0.00155826j -0.0125201-0.00448154j 0.0168519+0.0149841j 0.0347789+0.0101116j -0.0158422-0.00211027j 0.0145413+0.0132321j -0.013046-0.00543475j 0.0127664+0.00580664j -0.00953793-0.0139713j 0.00752139+0.00490288j 0.00359536-0.0073829j 0.00151965-0.000990431j 0.00310216-0.00678597j -0.00563332+0.0232314j 0.00417076-0.00667135j -0.000581768-0.0125734j 0.00138482+0.0191579j 0.0100997+0.00848846j 0.000914436-0.0149837j -0.00130316-0.00584175j 0.0105075+0.00695267j 0.00680263-0.0134007j 0.0053715+0.00466499j 0.00178955+0.00300625j -0.00157054-0.00950881j -0.00596196-0.00898581j 0.00613952-0.00192428j -0.0112517-0.0144616j 0.00316825+0.00037944j -0.0078207-0.00978358j 0.000473984+0.00821285j -0.00499675+0.00397989j 0.0147271+0.0132185j 0.00868107+0.0176982j 0.00133802+0.0271647j 0.00145689+0.0137909j -0.0106103-0.0016465j -0.00595551-0.0214919j -0.0234257+0.0561328j -0.0115469+0.019874j 0.0273507-0.00717462j 0.0171293-0.0127177j 0.0259463+0.00905635j -0.0391686+0.00960425j 0.0107729+0.0331298j 0.0227148-0.0154079j 0.0111766-0.0108859j -0.00279742+0.0124091j -0.0400445+0.00755799j 0.0320089+0.0463127j 0.0416959+0.0129513j -0.0310908+0.0131528j 
0.00863729+0.0288316j 0.0463954+0.00690662j 0.0278635+0.0111361j 0.00660885-0.0167421j 0.00274983-0.0135081j -0.00824984+0.00940986j -0.0179191-0.00656504j -0.0106821-0.00520373j 0.030392+0.0147251j -0.00874193-0.000829143j -0.0266317+0.0274194j -0.000880137+0.0551916j 0.0674713+0.00131431j -0.042909-0.0294506j -0.00198734-0.0358846j 0.00414529+0.00141269j -0.023628-0.0303069j -0.0735078+0.114546j 0.0617865-0.0247126j 0.023981-0.101542j 0.0153768+0.0150518j 0.0702119-0.022764j -0.0235132+0.0413152j -0.0717027+0.00125957j 0.00727934+0.00578883j 0.0162762+0.0171328j -0.00332841+0.0721866j -0.00900777-0.0459855j -0.0634464-0.0689966j -0.142202-0.131937j -0.0883783-0.0854359j 0.0543563+0.128915j 0.19605-0.154112j -0.0350431-0.0503239j 0.0761951-0.135328j 0.0570508+0.114632j 0.0116126+0.0272187j -0.0231336-0.0176751j -0.0208719-0.0430835j 0.00779668+0.00755424j 0.00334321+0.005804j 0.0184099-0.0342209j -0.054767+0.0512535j -0.0160977+0.0152594j -0.0165851-0.0132978j -0.0181916+0.0203543j 0.00458856-0.000262749j -0.0232731+0.00119808j -0.0180783+0.00266914j -0.0015876-0.00913214j -0.0167107-0.00136855j -0.000565301-0.0263964j -0.000586716+0.0011091j 0.00825316-0.0176315j 0.0132495+0.0201761j -0.00396695-0.00486183j 0.0100633+0.00799642j 0.00970448+0.00679797j -0.00313206-0.00697377j -0.00298624+0.0109897j 0.00249721-0.00627941j -0.0182178-0.00638126j -0.00149325+0.00544239j -0.004081+0.00587839j 0.00461061+0.00669729j 0.00283829+0.00803526j 0.00610296+0.00443113j 0.00381013-0.000478892j 0.014808-0.00107107j 0.00370875+0.00115708j 0.00885809+0.00350681j 6.25102e-05+0.00109212j 0.00442733-0.0102181j -0.00400209-0.0106529j 0.0264256+0.000495059j 0.0151752-0.00684043j 0.00222428-0.00599018j -0.0129057+0.00988398j -0.00419108-0.0175455j -0.0361363-0.0124548j -0.0215317+0.0177338j 0.0158805-0.0226836j 0.0390682+0.0178938j -0.0342795-0.0353246j 0.00423833+0.020162j -0.0311507+0.0416565j -0.0011589+0.0200855j -0.0167083+0.0160534j -0.00412077-0.0650928j -0.0236346+0.00079692j -0.0106761+0.0169674j -0.00134268-0.0224501j 0.0134489-0.0123131j 0.00514073+0.0156308j 0.00796685+0.000648675j 0.0159751-0.0467429j 0.0517757-0.0116246j 
-0.015457-0.00303295j -0.0240994+0.0253001j -0.0184695+0.0124001j -0.0182138+0.0189116j -0.00330477+0.00314905j -0.0306912+0.00367043j 0.0175061+0.00759453j 0.0239113-0.019222j -0.0494236+0.0105656j -0.016264+0.0120571j 0.0248698-0.0676459j -0.0522089-0.00579954j 0.0549177+0.0561869j 0.0192747+0.0432839j 0.00843369-0.0101637j -0.00836623+0.0396182j 0.00046602+0.11319j 0.060205-0.0398112j -0.00739345-0.0192014j -0.0297541-0.0108479j -0.00700468-0.0106352j 0.0340024-0.00307533j -0.0199871-0.0893441j 0.000709219-0.0313982j -0.017947-0.0178821j 0.0321636+0.00264957j -0.00698466+0.00628424j 0.0151767-0.010558j 0.0960927+0.0156689j 0.0482215-0.007324j 0.113328-0.117748j -0.0835305-0.0283627j -0.0148724+0.172944j 0.00880242+0.0337561j 0.115135+0.102519j 0.0508958-0.00350755j -0.00390592+0.112289j -0.0273888+0.0162898j -0.0389301+0.0803059j 0.0043977-0.0136051j 0.000286901-0.00762719j -0.0428466+0.0266911j 0.0185883-0.0121801j 0.0162236+0.0218082j 0.01685+0.0146692j -0.021251-0.00138124j 0.0164316-0.000634317j -0.00600922-0.00723j -0.0131858+0.00617221j 0.0136442-0.00354771j 0.0101339-0.0102475j 0.00997306+0.00594802j -0.00533923-0.00586128j 0.00146906+0.00743389j -0.0143608-0.0156218j -0.00920103+0.00993755j -0.0226677-0.00513095j 0.00665315+0.00620899j -0.00409086-0.0114062j -0.0059285+0.00445881j 0.00421801+0.00185977j 0.00393274-0.00533286j -0.0262603+0.00192867j 0.00203948-0.00155058j -0.0100852+0.00826083j -0.0127287+0.0158997j 0.00705752+0.0075375j 0.00345205+0.00306685j -0.0118002+0.00924785j 0.0158384-0.00988564j 0.00428171-0.00475986j -0.024754+0.00645687j 0.017339-0.0090694j 0.0023729-0.00720191j -0.013263+0.00729968j 0.00406423-0.00369978j -0.00361653+0.00771002j -0.0213201-0.0227499j -0.00498454-0.00733594j 0.0256117-0.0113097j -0.00966327-0.00664441j 0.0131953+0.00120631j -0.0256023+0.00731139j 0.0203044-0.0270419j -0.024311-0.00220284j -0.0096579-9.35788e-05j -0.0147872-0.0199809j -5.73247e-05-0.00185258j 0.0170908+0.0286481j -0.00830108-0.0438531j 0.031585+0.0060779j -0.00531481+0.00305829j -0.00668261-0.0205865j -0.0292876+0.0433656j 0.00633293+0.0524907j -0.00952885+0.0139749j -0.00188841-0.0307869j 
0.0222092-0.0262358j 0.00560533-0.0237843j -0.00224201-0.0245753j 0.00288221+0.00562946j 0.0109473+0.0144577j 0.0268722-0.00902008j -0.00819016-0.00931081j -0.00425245+0.0140044j -0.00169389-0.0087196j 0.0222-0.0252862j 0.0117823+0.00998256j -0.0116678+0.0154669j -0.0132885-0.0233416j -0.0181192+0.00096675j 0.0247854+0.0365153j -0.0140042-0.0925945j -0.0159656-0.0384276j 0.0630003+0.0423702j -0.0591592+0.07274j 0.0156955-0.0423127j 0.0598366+0.0301036j 0.0301342-0.0557537j 0.0391673-0.00971508j 0.0256688-0.0138826j 0.0458759-0.0111513j -0.018587+0.0874898j 0.0910369+0.0174083j -0.0167067-0.00129579j -0.0360221+0.0118768j -0.0945816+0.0343579j -0.0444536+0.156833j 0.116852+0.00773426j -0.0970247-0.102658j 0.0174517+0.0237508j -0.0495307-0.135095j -0.0404256-0.0820534j -0.0931657-0.0426546j 0.0126327+0.0332834j 0.0114085-0.0524666j -0.0105157+0.00609154j 0.000464459+0.013505j 0.0182656-0.0391633j 0.0862003-0.00874226j -0.0464231+0.0134716j -0.0449354+0.000282493j 0.025607+0.00353206j -0.0148875-0.0147155j 0.00782658+0.0120359j -0.010143-0.0329287j -0.00367681+0.00887322j -0.00620195+0.0133951j -0.0160871-0.0169101j -0.000209046-0.0029012j -0.00312576-0.0131274j 0.0250598+0.000758339j -0.00550503+0.00841083j 0.0123325-0.00976031j 0.0237766+0.00305448j -0.0268208-0.0103354j 0.0212501+0.00936763j -0.0109209-0.0138671j -0.00828702+0.0115013j 0.00711296-0.00395115j 0.0259337+0.0168498j -0.00483674-0.0103118j -0.0113008-0.00489388j 0.00339047-0.00229896j -0.00335861+0.00679007j -0.00289698-0.0108353j 0.0102531+0.00457249j -0.00147762-0.00834724j -0.000901228-0.0189517j 0.00782788+0.000975797j 0.00536079+0.0246859j 0.00256035-0.0151982j 0.00333501-0.002445j -0.0099412+0.000229292j 0.0077007-0.00336989j -0.00649756-0.0187904j -0.017396+0.00927938j 0.00323932-0.00758554j 0.00676813+0.00513136j 0.00961066-0.0320583j -0.0331391+0.0103496j 0.00963234-0.0109579j 0.0188966+0.0363682j 0.0141726-0.019557j 0.0190419+0.0129876j -0.0423776+0.0227077j -0.0187255+0.02101j 0.00749108+0.0232816j 0.0136474-0.00299089j 0.00842693+0.0100031j -0.0198421+0.0378848j 0.0155072+0.0166832j 0.0197424+0.00545591j -0.00661978+0.0345853j 
0.00685925-0.00341115j -0.024063-0.03959j -0.0251433+0.00341349j -0.00435199-0.0146139j -0.00975637-0.00414458j -0.00177194-0.0026783j 0.0234985+0.0111347j 0.032832+0.0127588j -0.0220658-0.000241141j -0.019475+0.0224002j -0.0382368-0.0292891j 0.0348881-0.00880764j -0.00610398+0.0228719j -0.0164073-0.0192709j 0.00946441-0.0159336j -0.0128345+0.113048j 0.0244239-0.0837258j 0.0233339-0.00804053j -0.00725597+0.0461201j 0.0294294+0.017093j 0.013564-0.0725307j 0.0388393+0.02165j 0.057379+0.0245777j -0.00205787-0.0127701j -0.00945619+0.0541091j -0.0259512-0.0133602j 0.0381416+0.010656j -0.0966216-0.0749874j 0.027217-0.0248044j -0.0769273+0.042749j 0.0120622-0.119625j -0.129688+0.162159j 0.101723+0.0310615j -0.185221+0.00292453j -0.10417+0.0402739j 0.176145-0.0228358j -0.047614+0.0649635j 0.0683184-0.15255j -0.0790813+0.0476246j -0.0011624+0.0194497j 0.0273415-0.042854j -0.0298006-0.0362936j -0.0184311+0.0377234j 0.00445764-0.00397066j -0.0240725+0.019612j -0.00117229-0.00941117j 0.00373681+0.0177827j -0.0273745+0.00117355j -0.00559291+0.0185043j -0.00260487-0.0109205j 0.0054192-0.00327621j 0.0157201+0.000236252j 0.00845798+0.00086672j 0.0104897-0.00569165j -0.0101722+0.0136467j 0.0079713-0.0224499j 0.0013051-0.00780582j -0.00138772+0.0161686j -0.0135971-0.00387588j -0.00725262+0.00129759j -0.00115121+0.0132658j -0.0101515-0.0138252j -0.00595088-0.00922029j -0.0140222+0.0053982j -0.00905058+0.00736852j 0.0127024-0.00284794j 0.0138266+0.0103374j 0.0160867+0.00316516j 0.0145442-0.0049047j -0.00583998-0.00679796j -0.00757258-0.00240633j -0.014206-0.00176303j 0.0105901-0.00843253j -0.00935967-0.00123688j 0.00049102-0.003877j -0.000810713-0.00909232j -0.00640386+0.0141779j -0.0190925-0.0151911j -0.0172299-0.0138278j 0.00756637-0.00915049j -0.00913677+0.0174275j -0.0245358+0.00223272j -0.00278171+0.0319689j -0.0356239-0.0117829j -0.017761+0.0247725j 0.0239217-0.00582291j 0.00147419+0.00731645j 0.0240567+0.014508j -0.011809-0.0483854j -0.00735248-0.000626436j 0.00358413-0.00761879j -0.0192768-0.0086416j 0.0044589-0.0100202j -0.00699142+0.0114712j 0.0221604+0.0484643j 0.0485495-0.0367246j 0.000744936+0.0513822j 
0.019368+0.0073596j -0.000113605-0.0219225j -0.0252064-0.0145398j -0.0178295+0.0122631j -0.0140522+0.0184457j -0.00113126-0.00117932j 0.0121613-0.0262199j 0.00272891-0.0155769j 0.032069+0.000747215j -0.00265922-0.0102444j 0.0425907+0.0492087j -0.0106591+0.0138478j 0.00781665-0.0227765j -0.0265405+0.0107986j -0.0114739-0.00167877j 0.0193132+0.0637096j 0.0263404+0.0260682j 0.0582699+0.00240449j -0.0438458+0.0426502j 0.0204179-0.0353397j -0.0730036+0.0114515j -0.0411562+0.0515878j -0.0563964-0.026826j 0.0543428-0.0596526j -0.0423883-0.0598411j 0.029853-0.0241425j -0.0865036+0.0284365j 0.0603925-0.0195193j 0.127157-0.0285014j -0.0512192-0.0498775j 0.00145795+0.0702723j 0.149812-0.0825921j -0.125359-0.0225381j 0.206808+0.0414507j 0.0660585-0.205393j 0.127853-0.108728j -0.0774832-0.0396433j 0.0164285+0.0315537j 0.0170178+0.103403j -0.0143752-0.0298171j -0.0067832-0.0209036j -0.00155879+0.0144775j 0.0432825+0.000696973j -0.0241726+0.0140022j 0.0343928+0.00516016j -0.00718989+0.000552689j 0.00213404-0.00825161j 0.0211176+0.000277396j -0.00209522-0.0132385j 0.00822967+0.00777648j -0.00201828+0.00557541j 0.0072475-0.00582389j -0.00516575+4.1541e-05j 0.00373109-0.00725126j -0.00520568-0.0214267j 0.00327191+0.027026j 0.00487654+0.00618674j -0.0085674-0.00537016j 0.00877673-0.00862577j -0.00251738+0.00451943j 0.00558945-0.00102958j 0.00961386+0.00335466j -0.00362622+0.00847649j 0.000485367+0.00233807j 0.0047-0.00127705j -0.00615161+0.00229196j -0.00779883-0.00320277j -0.0115767-0.00356883j -0.010054+0.0081893j 0.0101841+0.0102311j -0.000280072+0.0076963j 0.00458766+0.00645504j 0.00402851+0.0081867j 0.0190079-0.00671977j -0.00538288+0.0138791j -0.00705908+0.0082621j 0.0048972-0.0214439j 0.0231706+0.0109649j 0.0171511+0.0167367j 0.00458873-0.00951011j -0.017066+0.00687219j -0.0085566-0.0179416j -0.035273-0.00149219j -0.0088315-0.0240833j 0.00395963-0.00659411j 0.0512524-0.000879525j -0.0144286+0.0219842j 0.00630864+0.000436169j 0.0203167-0.00571018j 0.00891809+0.0098038j -0.0170726-0.0484038j -0.0054675+0.005179j -0.00122026+0.00413811j 0.0193654+0.0345011j 0.0286229-0.000160395j -0.0135631-0.0143218j -0.00804227-0.0261821j 
0.0129109+0.00370485j 0.0100724-0.0171414j 0.00751457+0.0273634j 0.0482148+0.0168598j 0.0115634-0.00896956j -0.0220568-0.0216797j -0.046206+0.0172733j -0.0108782+0.00699147j -0.0229901+0.0391159j -0.000858099-0.0334241j -0.0214939-0.0221847j 0.0268431+0.0466498j 0.00222176+0.00777585j 0.0146519+0.0037161j -0.00996822-0.00509894j 0.0127733+0.0656779j 0.0237691-0.0100726j -0.00789428+0.038955j 0.0523898-0.0175278j -0.0655942-0.0172427j -0.0323883-0.0162092j 0.1045-0.13974j 0.0498462+0.0579777j -0.0083879+0.0605477j -0.025856-0.0230144j -0.015498+0.0467459j -0.0912501-0.0581627j 0.115501+0.0880645j -0.0511267-0.0190343j 0.0713898-0.183341j 0.061505+0.0110944j 0.148436-0.15834j 0.0566855-0.00793611j -0.107714-0.195942j -0.0574952+0.0503294j -0.206203-0.0521967j 0.0585371-0.245282j 0.0423285+0.0272291j 0.0571759+0.0262132j -0.012423-0.0118306j -0.000178196-0.00805821j -0.0040942+0.0128247j -0.00042893+0.0276852j 0.0311378-0.0200456j -0.0199366-0.0150343j 0.000717286+0.0272324j 0.0069156-0.0198422j -0.0173897+0.0247595j 0.00783706+0.0248649j -0.00761431-0.0123449j 0.012096+0.0193848j 0.00436161-0.0158898j -0.00242531+0.0104945j -0.00280467-0.0163041j 0.00861071+0.0094281j -0.0156821+0.00828731j -0.00711245+0.0108326j 0.00341437-0.00692783j 0.00559038+0.00865494j -0.00496976+0.0097815j -0.00207921-0.00562988j 0.00686189-0.0146948j -0.00197675+0.00902135j 0.00931622+0.00201872j 0.0100923-0.00425937j -0.012208-0.0023012j -0.0140304+0.0028612j -0.0106818-0.00140675j -0.011021+0.0141503j -0.0146702-0.00587727j 0.0102877+0.00153418j 0.0131412-0.000580674j 0.00740044+0.015783j 0.0123953-0.0129795j 0.00850677+0.00336132j 0.00601664+0.0225988j 0.00671149-0.014366j -0.00655779-0.00817129j 0.00549052+0.0076288j -0.0240361-0.00255872j -0.0216081-0.0230575j 0.0404091-0.000234341j 0.00180607-0.0148074j -0.00197307-0.0126891j 0.00168967-0.0230052j -0.0161439-0.0221674j 0.00455722-0.0125315j -0.00419511-0.000226026j 0.00910056+0.00869988j -0.0498447-0.00563496j -0.00894387+0.00966755j 0.0128642+0.000714492j 0.00251158+0.0160755j 0.0161003-0.0322863j -0.0462773-0.0245237j -0.0515247-0.0452227j 0.0314001-0.0513132j 
-0.0198472-0.0294704j -0.001777+0.0308881j 0.0317025-0.0137607j 0.0107574-0.00989106j -0.0147699+0.0152561j -0.0175951+0.0155674j -0.0176227+0.00676936j 0.0145332+0.045451j 0.00799724+0.0207816j -0.0345172+0.0197443j 0.00160671+0.0414327j 0.0199697+0.0080841j -0.0188866+0.0366031j 0.0186465-0.0118291j -0.00710823+0.00974657j -0.00521789-0.0261798j -0.0123785+0.00596949j 0.0297466+0.0451883j -0.000518751-0.0739657j -0.099083+0.120577j 0.0225598+0.0835568j 0.0722221+0.0508068j 0.176813-0.0486038j 0.0841171-0.0676558j -0.0389981+0.0678159j 0.066256+0.064212j -0.150988+0.0605868j -0.0184929+0.0292712j -0.0274373+0.164265j -0.0381768-0.032706j -0.122399-0.175445j 0.035918-0.0147004j -0.192656-0.121557j 0.0469743+0.06016j 0.203398+0.164262j -0.0365512+0.108422j -0.209259-0.0315246j 0.00461667+0.0137861j 0.00383507-0.0362113j 0.0014488-0.000888918j -0.00318084+0.0117988j -0.00799859+0.00389561j 0.0241006+0.0308345j 0.0297942-0.0435629j -0.019188-0.0204916j 0.014302-0.0028975j 0.00677808-0.00905091j -0.00628958-0.0083053j 0.0319218-0.0568288j -0.00864285+0.0166387j 0.0204078+0.00416488j 0.00194238-0.0100626j 0.00970045-0.00361984j -0.00727801-0.0175085j -0.00430709-0.00164165j 0.000577948+0.00787165j 0.0116177-0.018913j -0.0154508+0.00870885j 0.0131516-0.00788194j -0.00768876+0.00738101j 0.00225809+0.00502857j 0.00183571-0.0068648j 0.0103444-0.00330908j -0.00231906+0.00257713j -0.00102316+0.00385186j -0.00145065+0.00131094j -0.0113731+0.0114207j -0.00208431+0.00387643j -0.00044118+0.00624455j -0.0123442+0.000810154j -0.00481993+0.00235821j 0.00475839-0.00982927j 0.00315771+0.00869119j 0.00950692-0.0090939j 0.00136022-0.00726195j 0.01493+0.0115148j 0.00653904-0.00284122j -0.0164395-0.0272137j 0.0149335-0.00835581j -0.00455141+0.00130364j -0.019741-0.0182699j 0.0271506-0.00167222j -0.0100104-0.0189776j 0.00551761-0.0280399j 0.00586222+0.00253956j -0.0160076+0.0327671j -0.0163204+0.00196129j -0.00236378+0.0113191j -0.0357968-0.00772444j -0.0170626-0.0357918j 0.043127-0.0222263j 0.0135611-0.00150111j 0.00527184+0.00371293j -0.00962126-0.00948264j -0.0383386+0.00486681j -0.014171+0.0159661j -0.00714972-0.00054611j 
-0.00290687-0.0126643j -0.00294367+0.0111943j -0.0104029-0.00590045j 0.00313658+0.034658j -0.00538091+0.00191814j -0.0133058-0.00467116j 0.00527346-0.00497811j -0.000239613-0.0229009j 0.0584816+0.000380247j 0.0146573+0.0212476j -0.0181893-0.0291159j -0.0120313+0.00640623j -0.00161416-0.0171479j -0.00214394-0.00289369j -0.000894669-0.00106763j -0.0222868-0.0522872j 0.0592526+0.0212531j 8.91337e-05-0.0480375j -0.0466446+0.0628762j -0.0372896+0.0675598j -0.0217453+0.0763841j 0.0100172+0.0560517j 0.0923013-0.0407308j 0.0353622-0.00299593j 0.0630198+0.14416j 0.0302936-0.103617j -0.0655166-0.176395j -0.138049+0.13687j 0.122294-0.114464j -0.0421324+0.0558561j -0.0981246+0.0895674j -0.0209849+0.291736j 0.085559-0.0581318j 0.0278094-0.0530186j -0.0725683+0.0188575j 0.0532471+0.126449j -0.249787-0.049213j 0.147399+0.0163242j -0.0302969-0.101092j -0.0251294+0.0157169j 0.0329367+0.0290478j 0.0465198-0.0387791j -0.0204315-0.0597538j -0.00224127-0.0107234j -0.0266957-0.013852j 0.0117024-0.0289637j 0.00173191+0.00865933j -0.0216468-0.0329085j 0.00322696-0.0537382j -0.00396887+0.0111886j 0.0107794-0.0124079j -0.00127917+0.0157993j 0.0130073+0.00864881j 0.00395612+0.0264331j 0.00528105+0.0446308j 0.00709147-0.040413j 0.024325+0.00853707j -0.00448007-0.00531024j 0.00542255+0.0326382j 0.00338888-0.0209666j 0.00244031-0.00178519j -0.00168041+0.0182618j 0.00455263-0.00832164j 0.00470756-0.00325851j 0.0125097+0.0159298j -0.0155935-0.0207155j -0.00625666-0.021941j 0.00182971-0.0144244j 0.00168243-0.0282425j -0.0168109+0.0044945j 0.000851427+0.026232j -0.0158416+0.0149848j 0.0142424-0.0019288j 0.00418435+0.0247532j -0.00142251+0.00806628j 0.000341833+0.00937312j 0.0240399+0.00376634j -0.0624208+0.0295429j -0.0598797+0.0219551j -0.00716087-0.0233095j 0.00111871-0.017974j 0.00940514+0.0220626j 0.0201425+0.0137474j 0.000775074+0.0193644j 0.0240275+0.0218722j 0.00815854-0.00830478j 0.00265019+0.00130406j 0.00617815+0.000505843j -0.0036718-0.00241905j 0.0193284+0.0220432j -0.0266377-0.00720724j -0.00574859-0.0129859j 0.0203514+0.00106513j -0.0183295-0.0373141j -0.0329234+0.00924388j 0.0168887+0.0670708j -0.0768009+0.0189045j 
