0.00621301-0.03939j 0.0488542+0.0661643j 0.0149379+0.0629335j -0.0114299+0.0296858j 0.00112881+0.0208146j -0.00181625+0.0469658j 0.000628116+0.0136323j -0.00210862+0.0217373j 0.00543093+0.0173912j 0.00815843+0.00332463j -0.0062046+0.00776588j -0.004074-0.0174949j -0.0324142+0.0191781j -0.0943159+0.114615j 0.0342741+0.00904947j -0.009228+0.0429583j 0.0206513-0.0627188j -0.0240674-0.0140756j -0.0177606+0.0435049j 0.0176203+0.0265929j 0.0168441+0.0152194j -0.0281368+0.0310897j 0.021483-0.0154391j 0.00260048+0.00757807j -0.0213042+0.0286246j -0.0121583+0.0439858j 0.00013712+0.00811671j -0.00307761+0.0100999j 0.0183173-0.0182938j -0.00968796+0.0264213j 0.00618284+0.00550417j 0.00711782-0.0124753j -0.0127903+0.0334092j 0.00678453-0.0350548j 0.0563778-0.0693409j -0.0509387+0.0736667j 0.181086-0.113872j -0.041927+0.0587648j 0.0258719-0.0650247j -0.00232121-0.00532476j -0.00874628+0.0339122j -0.00705045+0.0175924j 0.0223116-0.0668272j 0.0126298-0.0213546j 0.00825671-0.0201149j -0.00245015+0.00681783j 0.0067563-0.0177161j 0.00588647-0.0209408j 0.0170863-0.0222516j 0.000132261-0.00211165j -0.00309633+0.00686334j 0.00997613-0.00766703j -0.0115274+0.0146201j 0.00639391+0.00141028j -0.0152164+0.0117583j -0.0110739+0.014251j -0.0135615+0.0145916j 0.0097829-0.00813791j -0.00432643+0.00719597j -0.006043+0.00175151j 0.00988433-0.00919209j 0.0014214-0.00383889j -0.0150898+0.0119322j 0.00348862-0.00448001j -0.00237736+0.000908645j -0.00620373+0.000622405j 0.00323563-0.00581707j -0.0031468+0.0026766j -0.00808537+0.01004j 0.012947-0.0101849j 0.0129272-0.00581933j 0.0051715-0.0024776j 0.00277478+0.00178743j 0.000633992+0.00594934j 0.00662469-0.000324935j -0.00629189+0.00373186j 0.00347195-0.00268994j 0.00527368-0.0127941j 0.00530737-0.0107125j -0.00279907+0.00179191j -0.00693385+0.00436714j 0.00896999-0.00409089j 0.00711478-0.00446347j -0.00576635+0.0123814j -0.0169883+8.1887e-05j -0.000129393-0.00123648j -0.0187806+0.012416j 0.0194176+0.022009j 0.0075176+0.00757546j -0.0164093+0.0251737j 0.00113721-0.0191648j 0.00716046-0.00634616j 0.0051924+0.0146237j 0.0263635-0.0307043j 0.0281486-0.0336941j -0.0685061+0.131291j 0.115648-0.0744425j 
-0.0642724-0.0288861j -0.0067096-0.0246926j -0.0136856-0.0204436j 0.0129573+0.0146472j 0.0321966-0.0214204j -0.0407112-0.0241288j -0.00377614+0.0281224j -0.00307519-0.0247894j -0.0190456-0.00542675j -0.00929714-0.0205548j 0.00442349-0.00352402j -0.0202255+0.00402687j 0.00936595+0.0195853j -0.00504375-0.00221864j 0.00694134-0.011693j 0.00271176+0.013691j -0.0632944-0.0172605j 0.0196815+0.0752157j 0.0551778+0.0689133j -0.152381-0.0478704j 0.199716-0.00205219j -0.00353475-0.346957j 0.0165249-0.0601868j 0.0399621-0.0885219j 0.0016459-0.0432661j 0.0679435+0.027725j 0.106001+0.0062525j 0.0453373-0.0224831j -0.0957497-0.00518223j 0.0113648+0.00276032j -0.0280456+0.00543953j 0.05846-0.019026j -0.00247415-0.0643701j 0.0902262+0.0645889j 0.011523+0.0156853j 0.0117709+0.0475556j -0.019534+0.0631679j -0.0555392+0.0225536j 0.0561563-0.0147994j 0.0167819+0.00672207j -0.0169657-0.0104773j -0.0433035-0.0500329j 0.0199263+0.0484166j 0.035747-0.00495092j -0.02617+0.0299019j 0.0335766+0.00703798j -0.0183091-0.00165366j 0.00992351+0.0320689j 0.0269136+0.0221738j -0.016369-0.02225j -0.018978+0.0147557j -0.0025661-0.0415445j 0.002876+0.00160112j 0.0264551-0.0289008j 0.0263221+0.0119975j -0.032396-0.00454256j 0.00576469+0.000165242j 0.0107653+0.00240431j -0.00201917+0.0167198j -0.00784957+0.00760058j -0.0128907-0.0122184j -0.00664314+0.00904797j 0.00103238+0.00818966j 0.00078779+0.000432426j 0.00861572-0.000260144j 0.00364848+0.0039008j -0.00233597-0.00589553j -0.000708055+0.00439189j -0.00389919-0.00295423j -0.00436668-0.00201996j 0.00435105+0.00818884j 0.00912433+0.000647368j -0.00228034-0.0110115j 0.00253051+0.001403j 0.00692748+0.00606458j 0.000352296-0.00556607j 0.00296157-0.00532682j 0.0100381+0.00502353j 0.00647671-0.00735949j -0.00929493-0.00615324j -0.00616615+0.0118663j -6.90878e-05-0.00669393j 0.000365168+0.0060036j 0.00772997-0.00109191j 0.00482992+0.0123411j -0.00153822+0.00392665j 0.00474487+0.000180044j -0.00745584-0.0031415j -0.00146834-0.000190332j 0.00214774-0.000144299j -0.00267983+0.0191868j 0.00195482-0.00396408j 0.00341727-0.00325222j -0.0215393+0.00531111j 0.0205805+0.0349038j -0.0104552-0.0175718j -0.00293077+0.00781581j 
0.0266551-0.01944j -0.0581694+0.0125618j 0.0576327-0.0174357j 0.00115888-0.0301758j 0.00674803+0.0339114j 0.0352185-0.00990176j -0.0212603-0.000517473j -0.00433753+0.00859798j 0.00229536-0.00484654j 0.0148578-0.0102516j 0.00788375+0.00932117j 0.000711971-0.0189552j -0.0056371+0.00452332j -0.00755026+0.0122756j -0.00207598-0.00636925j 0.0306032-0.01582j 0.00771876+0.0383143j -0.061209+0.0572577j -0.0141473-0.05546j 1.75316e-05-0.137786j -0.0649024+0.160424j 0.230406+0.0615733j -0.0334525+0.0310259j -0.0409583+0.0248271j -0.00858684-0.0184642j -0.0239206+0.0162647j -0.0422246+0.0613317j -0.0563016+0.0451041j 0.0256992+0.00679928j 0.00407654-0.0489245j -0.0744982-0.0182223j -0.0257193-0.033788j 0.0147515+0.00790258j 0.0822376+0.0340522j 0.00780924+0.000482301j 0.0159522-0.028436j 0.0145549+0.0263647j 0.0296198-0.00758193j 0.00815659-0.0328009j -0.000971273+0.00584949j -0.00916655+0.00179829j 0.0729652+0.0350354j -0.0125443+0.0130189j 0.0274972+0.0518802j -0.00241408-0.030497j -0.0158371+0.0293178j -0.00913207+0.0024451j -0.0172371-0.0135423j -0.0243943+0.00886131j 0.0100351-0.00508936j -0.0321001-0.0404679j 0.00386141+0.00275906j -0.0183942-0.00988401j -0.00151413+0.0331197j -0.00621793+0.00186666j -0.00010973-0.00466167j -0.0094652+0.00892102j 0.00121945-0.0027491j -0.00957419-0.0110503j 0.0014724-0.00490439j 0.00516143-0.00509443j 0.00242626-0.00689588j -0.005828+0.00562219j 0.00826903-0.00117886j 0.00514837+0.00609888j -0.00577676+0.00810235j -0.00292211+0.00193768j -0.00986261-0.00529749j -0.0064313+0.00539771j 0.0080224-0.00105189j 0.00684772-0.00590787j 0.00188617+0.00801736j 0.00519549+0.00395617j -0.00405581-0.00986594j 0.00360989+0.000620574j -0.00164115-0.014754j 0.00204034+0.00947546j -0.00272893+0.00410676j -0.00607793-0.0105358j -0.0034685-0.00377978j 0.0125537+0.00271018j -0.00066718-0.0144197j 0.0141279-0.00430954j 0.00612049-0.0135815j 0.0140262-0.00475182j -0.00377284+0.0219162j -0.00146773-0.00665499j -0.00649437+0.00306499j 0.0131616+0.0170074j -0.0111444-0.000588246j 0.0142562+0.00457363j -0.000963744+0.000659706j -0.00170359-0.0020057j 0.0143685+0.0171215j -0.00171872-0.003234j 0.0129725-0.00772513j -0.00747719-0.00318327j 
0.0455833+0.0049369j -0.0190942-0.047894j -0.0547615+0.0243681j 0.0102468+0.0350401j -0.00636134-0.00532481j -0.0179383+0.00573157j -0.0137349-0.0121458j -0.00740591+0.00844135j 0.00290849+0.00760221j 0.0032245+0.00430848j -0.00490997-0.00550874j -0.00266359+0.010115j -0.0117715-0.0139815j -0.0246091-0.00149732j -0.0046141+0.00911008j -0.013149-0.0197116j -0.013316-0.0100528j 0.0793067-0.0369047j -0.00930551+0.0211949j -0.0644427+0.0413219j -0.0494307-0.0568077j -0.0187415+0.0992759j -0.0702983+0.00683274j 0.0417384+0.0159465j 0.00556362-0.0454688j 0.0109773-0.0450418j -0.0609739-0.0490496j 0.0325784+0.00316649j 0.158075-0.0450716j -0.00532437-0.0361742j 0.0100429+0.00565534j -0.0456854+0.0214595j -0.0608093-0.0390676j 0.0316596+0.0150563j -0.0302656-0.0323541j -0.0179634+0.0203647j -0.0074815+0.03609j -0.0252164-0.0448378j -0.0148682+0.0151525j -0.0106484+0.00682817j -0.00362834-0.0088979j -0.0324086+0.00109608j 0.0302145-0.0335891j -0.0294259+5.46873e-05j -0.00721806+0.0197093j -0.00594982-0.0198803j 0.00338304-0.00200809j 0.0137424+0.00271265j -0.00651761-0.0246908j 0.0135277+0.0215101j 0.0134972+0.0091099j 0.00259515+0.00708638j -0.00509875-0.00479847j -0.000227792-0.0110524j -0.015776-0.0119837j 0.0108205+0.00821386j 0.00191953-0.0155256j 0.000298992+0.00291154j -0.00428712-0.0128809j 0.00471903+0.00259772j 0.000690309+0.00874337j 4.04623e-06+0.00162129j 0.000189047-0.0119299j 0.00614645+0.00774454j -0.00679935-0.00104182j -0.0048229-0.00652275j 0.00358671+0.00405519j -0.000133603+0.00167567j 6.02654e-05-0.00995816j 0.00230698+0.00819712j -0.0140189+0.00537989j -0.00651511-0.00602791j 0.00493329+0.000230474j 0.00605916+0.0140311j -0.0112272+0.00176968j -0.00578531+0.00270489j 0.015387-0.00673809j -0.00178136+0.000869232j -0.000198925-0.00110124j 0.00390299-0.00417789j -0.0039702-0.0108537j 0.00388063+0.000771653j -0.011128-0.00131399j 0.00297746-0.0117531j -0.00702849-0.00839686j 0.00613234+0.0101046j -0.00138739-0.00136099j 0.00434702-0.00285384j 0.0104062-0.00493344j 0.00606197+0.0044514j -0.00129023+0.0141944j 0.00241631-0.000555726j -0.00424805-0.00671719j 0.00319347+0.0122107j 0.00465082-0.00531987j 0.00410488+0.0092958j 0.00175177+0.0115655j 
-0.00143243-0.0853667j -0.0518343+0.0402358j 0.0166128+0.0800767j 0.101503+0.026547j 0.00258629-0.00908099j -0.00886631+0.0240266j -0.0329099-0.00480076j -0.0207016+0.00975374j 0.00358832+0.0118032j 0.0147287+0.0100741j -0.0179235-0.00182651j -0.00915167+0.00695601j -0.0171672+0.00188709j -0.00473809+0.0257151j 0.0258912+0.0156929j -0.00101836-0.0247884j 0.0330806-0.00152569j 0.0247248-0.146951j 0.249108+0.12491j -0.0443799+0.153324j -0.0351861-0.0361493j -0.00485441+0.00404812j -0.100465+0.0399544j -0.044969+0.00604456j 0.00893412+0.0177576j 0.0482945+0.0495975j 0.0429951-0.00302778j 0.0509417+0.00702915j -0.0339528-0.0408925j 0.0246371-0.0303957j -0.000176046-0.013635j 0.00705938+0.0272727j 0.0263604-0.01584j 0.0866236+0.0438301j -0.0114965-0.0490579j -0.00687899+0.0434386j -0.0180517-0.0296798j 0.0188197-0.00513062j 0.0010392-0.046942j -0.0102946+0.0273072j -0.00115468+0.0212758j -0.0686475+0.0524681j -0.0410204-0.104506j 0.0471489+0.015566j 0.00192512+0.0313479j -0.00433221-0.0232129j -0.0190112-0.00153878j 0.0198182-0.0118618j 0.0047666-0.0318374j -0.0107838-0.00127857j -0.00897807+0.00199167j 0.00510857-0.0102153j -0.010746+0.00929366j 0.00800662-0.0117534j -0.00443245+0.0204418j -0.00381831+0.00486914j 0.000737351+0.00914986j -0.000373257-0.000481832j 0.000339001+0.00122222j -0.00589175+0.00616731j -0.00578934-0.00783062j 5.74492e-05-0.00295732j 0.00266015+0.00698944j -0.00767329-0.00225935j -0.000509533-8.05981e-05j 0.00668379+0.00716446j -0.00158772+0.00115472j 0.00165215+0.00798276j 0.00360644+0.00534048j -0.0055004-0.00823103j -0.00533201-0.00696804j 0.00674925-0.00133747j -0.00598078-0.0112326j 0.000268363+0.00367285j 0.00167145+0.000178766j -0.00463904+0.00157128j 0.0066527-0.00205049j 0.0102907+7.11531e-05j 0.00835228-0.00821612j -0.00260202-0.00251901j 0.00455078+0.00323467j -0.00498059-0.00382924j -0.000988304+0.00533469j 0.00803461+0.00527312j 0.00581016+0.00930431j 0.00499301+0.00833461j 9.08429e-05-0.00124593j -0.00497197-0.000477059j 0.0125757+0.000685666j 0.00673941+0.0219619j 0.000339713+0.00272819j -0.00735639-0.0114546j -8.5195e-05+0.00439798j -0.00941629-0.0031947j 0.00767426+0.00776325j -0.00619481+0.03716j -0.00929864-0.0244843j 
-0.0305972-0.0638298j -0.0239687-0.0489405j -0.0712489-0.0533132j -0.0445483+0.07705j -0.0116384-0.0126041j -0.0265408-0.0348266j -0.0127398-0.0286841j 0.00158939-0.0233601j -0.0078769+0.00410183j 9.32886e-05+0.00207446j 0.0048419-0.0130836j -0.00551612-0.0151983j -0.0196474-0.0275209j -0.0259477-0.0410017j -0.00371682+0.0135278j -0.0490794-0.0040846j -0.0478426-0.0284904j 0.109903+0.200972j -0.176424+0.225291j -0.155496-0.12776j -0.0356749-0.0725459j 0.105331+0.0174383j -0.00819362-0.0813978j 0.0241947-0.0131849j -0.063267-0.0347728j -0.0454918-0.0156123j -0.0919377-0.0248011j -0.0308599+0.00749777j 0.0608929+0.0206591j 0.00175075+0.00764495j -0.0187003+0.0461822j -0.0142429-0.00567587j -0.030685+0.0209672j -0.0632056-0.0109006j -0.0235119-0.000218282j 0.0346126+0.0520461j -0.0165496-0.0110267j -0.0341317-0.0133268j -0.06923-0.0273143j 0.0189505+0.00968058j 0.00763831+0.000234392j -0.0346373-0.146666j 0.0926663+0.00557318j -0.0312469+0.0705416j -0.028618-0.00433392j 0.000923048-0.0217002j 0.0115581+0.0359714j -0.0144403-0.0198519j -0.0228265+0.00565593j 0.0218692-0.0104003j -0.00158401+0.00609981j -0.00613991+0.0105288j -0.0103942-0.00848748j 0.00128859+0.0178896j 0.0139838-0.00531583j -0.00909778-0.00828439j -0.000401715+0.00392718j 0.00614875-0.00349621j -0.00467343+0.00453551j 0.00234898-0.0139486j -0.0051173-0.00175213j -0.00735882+0.000163287j -0.00247432-0.00443848j 0.00961269-0.0116545j -0.00310272+0.00114805j -0.00708363+0.00270608j 0.00802468+0.00123207j 0.00292766+0.000837635j -0.0044679+0.000431301j 0.00891942-0.000960201j -0.00273639+0.00283328j -0.00989489-0.000297493j 0.00679975+0.00453428j 0.00213165-0.00661641j -0.0061467+0.00227126j 0.000455168-0.0058034j 0.00031438+0.00284249j -0.000934513-0.00287585j -0.00796135-0.0039097j 0.00194248-0.00117264j 0.00239682+0.0119028j 0.000192581-0.0149318j 0.00162919+0.00150941j -0.000572452-0.0117213j 0.000798272-0.000797717j -0.0073783+0.0028948j -7.5641e-05+0.00274141j 0.00103748+0.00304552j -0.013235-0.00463747j -0.0077129+0.00353479j 0.00719336+0.00647919j 0.00197959-0.00294286j -0.0106922-0.00768839j 0.00726788-0.0142954j -0.0132757-0.010525j 0.0160407+0.0316889j 0.00162007+0.0498839j 
0.00662735-0.033448j -0.124935-0.0528707j 0.0467691-0.0341185j -0.0395704-0.0708714j -0.00995225+0.017088j 0.00107774-0.0181192j 0.0328435+0.0140349j 0.00959536+0.0160765j -0.00406484-0.0075262j -0.00675724-0.00899102j -0.000941919+0.0108562j 0.0306095-0.00455829j 0.0118169+0.0112603j -0.00161518-0.00413779j -0.00267136-0.022092j 0.0817755+0.0181455j -0.0609714-0.0341998j -0.157854+0.0430283j -0.0355331-0.24856j 0.102992-0.131361j 0.0116134+0.0535352j -0.115566+0.0101512j 0.0254445+0.044675j 0.0218377+0.0256931j 0.0390997-0.0145297j 0.0351071-0.0688008j 0.0101158+0.0193099j 0.0196716-0.0186435j -0.0162873+0.0248521j -0.00326023+0.0176534j 0.0639607+0.0160174j 0.0258844-0.0383192j 0.0217889-0.0661681j 0.0280042+0.00404897j 0.0456011+0.0192408j 0.034081+0.041212j 0.00416224+0.0431827j -0.12098-0.0541736j 0.0674135-0.0306849j 0.0204659+0.0192634j -0.055796-0.0137733j 0.067209+0.0315735j 0.00369779+0.0974869j -0.0284888-0.0456737j 0.0536778+0.0174118j -0.0218808+0.00286768j 0.00594281+0.00456929j -0.000726012+0.0150163j -0.00210258+0.00159541j 0.00156313+0.0253254j -0.0213091-0.009127j -0.00899996-0.00974924j 0.00546338-0.000334942j -0.00160589-0.00435489j 0.00803337+0.0075356j -0.00134792-0.0064627j 0.00110164+0.00577725j -0.0032426-0.000731082j 0.00109223+0.00374499j 0.00411397+0.00327669j 0.01008+0.00828926j -0.00529241-0.00604645j -0.00474718-0.00267395j 0.000922371+0.00580567j -0.00028545-0.000808935j -0.00165707-0.0067972j 0.00209366+0.00601554j -0.00489472+0.000612958j 0.00116104-0.00584535j 0.00470387+0.0116533j -0.000276555+0.00329867j 0.00274275-0.00520255j 0.00125804+0.000408831j -0.00621131+0.00684773j 0.00358659+0.000257224j -0.0050649-0.00167674j 0.00317097-0.00263743j 0.00538391+0.00963787j 0.00244644+0.00115812j -0.0109009-0.00342948j 0.000159066-0.00359276j 0.00246988-0.000733592j 0.00935315+0.00284271j -0.00809217-0.00181959j 0.00294885-0.00701447j -0.0123586-0.0121187j -0.000193998-0.00316812j -0.0154495-0.0042202j 0.00669703-0.0095295j -0.0012305+0.00686756j -0.0092451+0.0224244j 0.00433032-0.000380104j 0.00247798-0.00410721j -0.0250083+0.00254932j 0.0256965+0.0237748j -0.00925626-0.0233215j 0.00470897+0.0241644j 
0.136361+0.0043443j 0.00604848-0.0985704j -0.0118448+0.00358202j 0.0345156-0.0126323j 0.0115769-0.00538026j -0.0158305+0.025629j -0.0157883+0.0126428j -0.012383+0.00968519j -0.00516109-0.0020984j -0.0111129+0.00853306j 0.0016608+0.00101005j -0.0128081+0.011788j 0.00390411-0.00137552j -0.0176216+0.00225922j -0.0138839+0.000675429j 0.0383102+0.047231j 0.082958-0.00939916j 0.102151-0.0237156j 0.152723+0.0165205j -0.0634953+0.140381j 0.0174733+0.0577967j 0.0632109-0.0301959j 0.0284265+0.020175j 0.00983954-0.0162453j -0.0450975+0.014701j -0.0344794+0.00592578j 0.0109189+0.000486626j -0.00502462-0.0251412j 0.00996135+0.0168168j 0.0019462-0.0375276j -0.00490398-0.0259559j -0.0290033+0.0348424j -0.0627749+0.00712297j 0.035873-0.0292289j 0.0157555+0.00251153j 0.0198788-0.0279768j 0.0304828+0.0167561j 0.0816194-0.0782882j 0.0877577+0.0346141j -0.0485776+0.0122697j -0.00316522-0.0351606j -0.0202857+0.0200552j -0.00117497+0.00207424j 0.0767876+0.0223502j 0.00992717+0.0218041j 0.00560066+0.00427904j 0.00242182+0.00699992j 0.0125782-0.00743319j 0.00360833+0.0110333j -0.00702661-0.0134605j 0.00293066+0.0012996j 0.00647383-0.000935092j -0.00170375+0.0101367j 2.35179e-05-0.00391436j -0.011909+0.00125555j 0.00173823-0.00531665j -0.00854665-0.00053788j -0.000489651+0.0052038j -0.00570792-0.0010324j -0.00176504+0.00243272j -0.0017189+0.000380609j 0.00559158+0.00611706j 0.000948829-0.00332428j 0.00137691+0.0038483j 0.000488376-0.000373708j 0.0021482-0.0031678j -0.00535875-0.00425968j -0.00236246-0.00154116j -0.00630614-0.0039531j -0.00562008-0.00198474j 0.0027989+0.00333698j 0.00179414+0.00647495j -0.00316179-0.00413342j 0.00573921-0.00262119j 0.00127363+0.000855146j 0.00331107-0.00178261j 0.00236589-0.00163208j -0.00535657+0.0111126j 0.0058456+0.00922066j 0.000626734+0.00169051j 0.000768441+0.0055089j -0.00151836-0.00288325j -0.000282931-0.00226092j 0.00745856-0.00175356j 0.00107221-0.00152283j -0.00397199+0.0111278j 0.000298843-0.00469275j 0.00128849-1.2089e-05j 0.00658496-0.00638495j 0.0046033-0.0223088j 0.0249934+0.00435169j 0.00129758+0.00449129j -0.00584914-0.00468515j 0.0279504+0.00861598j 0.00420388-0.00211205j 0.00440407-0.0208445j 0.00132498+0.00848965j 
0.0930862+0.183693j 0.190651+0.00357382j 0.0359681+0.00362373j -0.0120508+0.0302957j -0.00197413+0.00685158j 0.0225029+0.00174076j 0.0134779+0.0036751j 0.00940671-0.01061j 0.0162157-0.000101401j -0.000822609-0.0163454j 0.0104976+0.00468433j -0.0158173-0.00363318j 0.0235947+0.0265279j 0.0518368+0.00955192j -0.0120265-0.0245228j -0.0993107+0.0383279j 0.109466+0.137741j -0.0817915+0.0572518j -0.0660098+0.0802469j 0.0660863-0.0173638j 0.00305767-0.0237128j -0.121708-0.0405649j 0.0413315-0.0185474j -0.0224917-0.0362735j -0.0606229+0.00189861j 0.00138662-0.0245531j 0.0282415+0.0301431j 0.0388286-0.0071482j -0.0646496-0.0701227j -0.0615486+0.0356645j -0.0333422+0.0650368j 0.0433298+0.0250057j 0.023955+0.0161546j 0.0532922-0.0268109j 0.0770459+0.0318099j -0.0655221+0.0420511j 0.0991565+0.000271894j 0.145475+0.0834597j -0.014017+0.141288j -0.0367613-0.0557415j 0.0480444-0.0121541j 0.0847421+0.0493719j -0.00281901+0.0119939j -0.0211979+0.0225958j -0.0287838+0.00710283j 0.0288756+0.00200031j -0.0256105-0.00475366j 0.0181507+0.0223557j 0.0143368+0.0272213j -0.0162351-0.0086886j 0.0063938+5.21253e-05j -0.00543342+0.000996655j -0.000980695+0.000353398j -0.00749965-0.00631969j -0.00383829-0.00795886j 0.0136587+0.00549483j 0.00787004-0.012604j 0.00202637+0.00200436j 0.00260928-0.00708337j 0.00728244+0.00402512j -0.000327232+0.00440029j 0.000275979+0.00327352j 0.0132303-0.000156835j 0.00267824+0.00170043j 0.00278465+0.00460066j -0.000253547+0.00744433j -0.00700348-0.00217158j -0.00574462-0.00661084j 0.00403907+0.000240551j -0.00251095-0.0025454j 0.0072437+0.00198259j 0.00497665+0.00711543j 0.00396081+0.000649311j -0.00227606-0.00362828j 0.00679649+0.00592381j 0.00479252+0.00479325j -0.00473389-0.000326423j -0.00977285-0.000440292j -0.00324372+0.00663293j -0.00397946-0.011132j -0.015844-0.01019j 0.00912439+0.008185j -0.000937184+0.00786192j -0.00709926-0.00283309j -0.000269343+0.00774881j 0.0158471-0.0137488j 8.88064e-05+0.00174982j 0.00420308-0.00775215j 0.0181426+0.019247j -0.00857847-0.00401149j -0.0147414-0.00280317j 0.00581301+0.00114213j 0.010294-0.000235333j 0.00928237+0.013668j -0.00033206+0.00992533j -0.0285884-0.0215881j -0.0136389-0.0336075j 
-0.180766-0.0121047j 0.0957975+0.166406j 0.0160779-0.0412676j 0.0578993+0.00416224j -0.00342777+0.0125965j -0.00137595+0.00526373j -0.0138575-0.0108744j 0.00254733-0.00271832j 0.00942235+0.00861425j 0.0149564+0.0101993j -0.0157988-0.00289141j -0.00395937-0.0156678j -0.0311977-0.00338469j 0.0158765+0.0317532j 0.0407835+0.00975011j -0.107231-0.133106j -0.0931741+0.0375992j -0.0427691+0.0739355j 0.123899-0.0622573j 0.0109429-0.052378j 0.0910382+0.0448472j 0.00995182-0.00353614j -0.0509812-0.0377624j -0.0174767-0.0409432j -0.0446299-0.0213017j 0.0397636-0.00202218j -0.0146756+0.0402828j 0.050582-0.00070447j -0.0286557-0.0204397j 0.0387674-0.0247073j -0.0413599-0.0250472j -0.0644207-0.00343195j 0.0389593-0.0289949j 0.0726403+0.0607718j -0.0711791+0.0276502j -0.105901+0.000845907j -0.055936+0.0392526j 0.000203881+0.12573j -0.149691-0.0857283j 0.0441642-0.00497082j 0.047426+0.0552303j -0.037519+0.0238617j -0.0697959-0.0211368j -0.0302232-0.00536349j -0.024567-0.0265031j -0.00414663+0.0261809j -0.000172226-0.0115786j -0.0102948+0.00908522j -0.0281861-0.00751565j 0.000337127-0.0063539j 0.00904962+0.00233511j -0.006004-0.00563266j 0.00472746-0.00112169j 0.00648879-0.0032127j 0.00423792-0.00685525j 0.00219418+0.0106769j 0.0196645+0.00506631j -0.00440032-0.00463205j 0.0106111+0.00553515j -0.00236213-0.000348631j -0.00631332-0.00460752j -0.00312944+0.00643505j 0.00420975+0.0118614j 0.00129883-0.00785045j -0.00312116+0.00627436j -0.0125789+0.00942352j -0.00336343-0.00841069j 0.00367363+0.000142669j 3.96258e-05+0.00372832j 0.000977532-0.0100914j 0.00462891+0.00347247j -0.00614433+0.00560912j 0.00492468-0.00906293j 0.00923042-0.000951969j 0.00251942+0.00522409j -0.00217164+0.00166107j -0.00310698+0.00299328j -0.00539329-0.00754678j -0.0127959-0.0051075j -0.000192211+0.000529132j 0.00697633+0.00249376j 0.0012452-0.0031252j 0.00295751+0.000808333j 0.00900633+0.0116955j 0.000766489+0.00430986j -0.00367623+0.0115198j -0.0028933-0.00324904j -0.0012705+0.00276255j 0.00356265+0.0124075j 0.0210622+0.0179954j -0.00665957+0.00140753j -0.00818596+7.87106e-05j 0.0058669+0.00237564j -0.0024936+0.00793527j -0.0139976-0.0129312j 0.0136311+0.0304489j -0.0261971-0.0198087j 
0.120724+0.217584j 0.140857+0.0926649j -0.0272014+0.00036772j 0.00349429-0.0211413j -0.000290826+0.0214406j 0.00394859+0.011401j -0.00672557+0.000265745j -0.0046899-0.009811j 0.00572848+0.00757251j 0.000936143-0.0145152j 0.000848818+0.0124815j -0.00638104-0.0136273j 0.00582726+0.02985j 0.016464+0.0150122j -0.00949886-0.0265095j -0.0533617-0.00495657j 0.128384+0.135883j 0.0611722+0.0165643j -0.0433789-0.0631812j -0.0354712-0.0231876j -0.0414561+0.0175635j -0.0195709-0.0165904j -0.0158225+0.00497892j -0.0305177-0.00088862j -0.0139524-0.0234583j -0.0290478-0.00798816j 0.0132694-0.0121597j -0.00351+0.00688016j -0.0427608+0.018537j -0.0255073-0.0147022j 0.0253538-0.0206048j 0.0474302-0.00641597j -0.0128039-0.0170367j 0.00610188+0.0322229j 0.0735717+0.0470044j 0.038413+0.00256128j 0.053328+0.0712276j 0.0211324+0.0778112j -0.00775926+0.0478349j -0.0205449-0.0544248j 0.0293799+0.0166984j -0.024271+0.0439149j 0.0180627-0.018839j 0.00839331+0.0167908j 0.00988329-0.00702006j 0.0134635+0.00654898j 0.0132701+0.00542902j 0.00366794+0.00714032j 0.00419271-0.000574732j -0.0013964+0.00626254j -0.0033089-0.00540509j 0.00318275+0.0018736j -0.00637213-0.00665169j 0.000227365+0.0012116j -0.000371908-0.00555107j -0.00116023+0.000848308j -0.00694869-0.0102302j 0.00424975-0.00130341j -0.00454607-0.00285896j 0.000551445-0.00176549j 0.00433433+0.000914386j -0.00105195+0.00171632j -0.00226403+0.000672095j 0.000612317-0.00357566j -0.000928633+0.00128859j 0.00293485+0.00677997j 0.000798402-0.00113304j -0.00313369-0.00258334j -0.000435762+0.000162969j 0.00225875-0.00149378j -0.000904544+0.00232678j 0.00308481+0.00635679j -0.00220168-0.00424944j -0.00200117-0.00559356j 0.00021318+0.00403533j -0.000383515+0.00125612j 0.00198888-0.000859312j 0.0020506+0.00203857j 0.00835785+0.00955453j -0.00153658-0.00652385j 0.00135394-0.00351994j 0.000326763+0.000391001j 0.00349224+0.00817403j -0.00281597-0.00827143j 0.00157703+0.00364673j -0.00845337+0.000354426j 0.00499957+0.00125498j -0.000195339-0.00233095j -0.00347065+0.0141638j -0.00403198-0.0167551j 0.00276595+0.0157666j -0.0024319-4.60517e-05j -0.00069686+0.00518124j -0.0109047+0.022983j 0.00713423+0.0164943j 0.00849779-0.0332486j 0.0200784-0.00595437j 
