-0.0066493-0.00757787j 0.00691069-0.00701707j -0.0083116-0.00321192j -0.00237056+0.00861363j 0.00404493-0.00229999j 0.0022043-0.00050407j -0.00417511-0.00530308j -0.00575344+0.00223553j 0.00310244-0.00206201j -0.000460491-0.00409166j 0.000561814-0.00176208j -0.00538623-0.000393588j 0.00217247-0.00482252j 3.60053e-05+0.00192604j -4.12843e-05-0.00122304j -0.00164172-0.000757872j -0.000196036-0.00120438j -0.00105028+0.00128284j 0.00202546-0.000861769j 2.90886e-05-0.00487323j 0.00304927+0.00504117j 0.00448036-0.00206732j -0.00141056+0.000609381j 0.00443151-0.00242074j -0.00344218-0.000340101j -0.001856+0.000974013j 0.00165799+0.00221333j 0.00136641+0.00297319j -0.000444889-0.00141007j 0.000668354-0.000942272j 0.00234686+0.00172736j -0.00075239-7.7994e-05j 0.000838094+0.000833976j 0.00252842+0.000562256j 0.00395326-0.0017318j -0.001022+0.00197974j 0.000745143+0.00212282j -0.000848756+0.00153999j -0.00127474-0.00344663j -0.00157861-0.00509974j -0.00240818-0.00141049j 0.000734028-0.00237042j 0.000846253+0.000230931j -0.00340262-0.00200024j -0.0030981+0.00296053j 2.5928e-05-0.00264129j 0.00189756-0.00348852j -0.00174251-0.00192751j -0.000650189-0.00309021j -0.00249462-0.00029818j 0.000667383-0.000938985j 0.00433777-0.00235429j 0.0013052+0.00192372j 0.00221548+0.00130284j -0.00375646-0.00378561j 0.00220654-0.00494271j -0.0076371-0.000749556j -0.00358523-0.00130823j -0.00280387+0.0141127j 0.00839661-0.00275443j 0.0146549+0.00860818j 0.00220771+0.00876212j -0.000526968-0.00298331j -0.00809856-0.0090274j -0.00366017+0.00356604j 0.00445327-0.00534118j -0.0108424+0.00601784j -0.00715236-0.00924528j 0.0177266-0.00263407j -0.00263919-0.0172868j 
-0.00104251+0.000505121j -0.00138482+0.00366522j -1.59131e-05+0.0013057j -0.0013265-0.00683513j 0.000829177-0.00484707j 0.000574739-0.00379359j -0.000628555+0.000655869j 0.00159314+0.00175017j 0.000326585-0.00516529j -0.00171999-0.00339339j 0.00381114-0.00127535j -0.000644883+0.00122631j -0.00179787+0.0102876j 0.00187766+0.00151079j -0.000527825-0.00490797j -0.00570447-0.00633139j -0.00244631-0.00958191j 0.00481191+0.00206334j 0.00383788-0.00924374j -0.00947919-0.00557877j -0.00151964-0.00163894j 0.00236002+0.00450295j -0.00662816+0.0111661j -0.00705237+0.00636812j 0.00276208-0.00780439j 0.00391446-0.000957626j 0.00162261+0.0061639j 0.000244741+0.00266718j 0.00240668-0.00399218j -0.00400597-0.00400376j -0.00689696+0.0100631j 0.0104446+0.00293771j 0.000990561+0.00241344j 0.0021563-0.00134406j -0.0035921+0.00263932j 0.00227518+0.00199295j -0.00307518+0.0044214j 0.00348717+0.00703159j -0.00526469+0.00349886j 0.00430262+0.0050631j -0.00169397-0.00113533j -0.000243822-0.00168242j -0.00598413-0.000469209j -0.0006387-0.000728617j -0.00161825+0.00485229j -0.0010026-0.0036712j -0.00125873-0.00215311j 0.00135749-0.00234165j 0.00303133-0.00464871j 0.000315753+0.00111336j 0.00357427-0.00663285j -0.00218505-0.000637323j 0.00120433+0.00215393j -0.00100327+0.00271977j 0.000587226-0.000293315j -0.00259894+0.000594382j 0.000477886-0.00225635j -0.0050249+0.000838831j -0.00478998+0.00237243j 0.00223347+0.000147201j 0.00032787+0.00301538j -0.00320077+0.00263831j -0.000869667-0.00134663j -0.000495347+0.00192031j -0.00149311+0.0015669j -0.00283494+0.000931922j -0.00149448+0.000568878j -0.00232377+0.00176911j -0.000762767+0.00111734j -0.00191039-0.000222986j 
-0.00151856-0.000671657j -0.000164224+0.000476224j -0.000353457-0.00224343j 0.00162584+0.00527471j -0.00395892+0.00348742j 0.00164721+0.00167371j -0.00333212+0.00290425j -0.00276991-0.00107317j 0.000952174+0.00246595j 0.00434428+0.0011757j -0.00419866+0.000503517j -0.00388237+0.000897614j -0.000284163+0.00157163j 0.000834174+0.00744182j -0.0052508-0.00461128j 0.00415055+0.00236041j -0.0110744+0.00576095j 0.0016835+0.00334776j 0.00567142+0.00899099j -0.00214759-0.0082075j -0.00393198+0.00248018j 0.00359067+0.0032117j -0.00159501-0.00307124j 0.00590938+0.00145011j 0.0113155+0.00731214j 0.00387207+0.00197055j 0.00154122+0.00077218j 0.00628314-0.00761851j 0.00703428+0.0130627j -0.00480275-0.00121845j -0.00508847+0.00741858j 0.0171687+0.00802377j -0.00138169-0.010551j 0.00188338-0.00221356j -0.00237958+0.00212589j -0.000896128+0.00200605j -0.00676853-0.00607625j 0.00476893+0.00532508j -0.00667133-0.000390901j 0.00141687-0.000224153j -0.00670522-0.00146588j 0.00446049+0.00102856j -0.0094979-5.09181e-05j -0.000379388+0.00305241j -0.00586497-0.00648524j -0.00400558-0.0010254j -6.25812e-06+0.000303668j -0.000241529+0.00341546j -0.00377489+0.00371673j 0.00348725+0.00377711j -0.00576931-0.00108153j -0.00413199-0.0025641j 0.000373179+0.000908967j 0.00450055+0.00114992j -0.00179469+0.000147472j -0.00225598+3.42097e-05j 0.00128427+0.00281988j -0.000518453-0.00116917j 0.00123764-0.00121099j -0.000135243-0.00375329j 0.000296757-0.000556778j 0.0019538-0.00266216j 9.20494e-05+0.000679812j -0.000795491-0.00302505j -0.00115664-0.00244662j 0.0038194+0.000487773j 0.000293039-0.000367838j 0.00258653-0.00201487j -0.000696059-0.000438118j -0.00106495-0.00180389j 
-0.000758914+9.46362e-05j 0.00168563-0.00190276j -0.00264653+0.000807434j 0.000775178-0.00117932j 0.0007308+0.00033267j -0.000782574+0.00288178j -0.00165113-0.0046664j -0.000950457-0.00316334j -0.000913977+0.00312333j 0.0016825+0.00278766j -8.98952e-05-0.00182157j -0.000186931-0.00210752j -0.00237133-0.0112987j -0.0082209-0.00315909j -0.00536099+0.0117977j -0.00199022+0.00197344j -0.0137761-0.000960504j 0.00208442-0.00284677j 0.00137043-0.00712025j -0.00503832+0.00989601j -0.00768765+0.0043286j -0.00200446-0.00472493j 0.00304851-0.00939165j 0.00616432+0.00634612j -0.000113128+0.00501878j 0.000948278+0.00268127j 0.010994+0.00333927j 0.000638309+0.00730868j -0.00900276-0.00296777j -0.00860033+0.00184765j 0.0009711-0.00411678j 0.00859821+0.000548714j -0.00692504+0.000741597j 0.000584338+6.20934e-05j 0.0043572+0.00528292j -0.00152476-0.0032955j 0.00494792-0.00154606j 0.0106088+0.00574334j 0.00127762-0.00573819j 0.00637668-0.00303787j 0.00137999-0.00442622j -0.00125719-0.00100588j -0.00313536-0.00767186j -0.000894518-0.000888837j 0.00237739-0.0044999j -0.00542135-0.00149752j -0.00512702-0.00243872j -0.00496606+0.00289479j -0.00362077+0.00282753j 0.0049322+0.00235847j -0.00220849-0.000484856j -0.00043501-0.00193331j 0.00389713-0.00187309j 0.00237919+0.001483j -0.000368964-0.00109157j -0.00262074+7.29059e-05j -0.00102787+0.00118093j -0.000414582-0.00344152j -0.000659378-0.00149277j 0.000385748+0.00144397j -0.000669367-0.0010042j -0.000497266-0.000116368j -0.00155185-0.00201178j 5.75656e-05-0.000821416j 0.00307026-4.17334e-05j -0.00320966+0.000323566j -0.00182606-0.0014975j -0.0013402-0.00181557j 0.00163988+0.000361509j -0.000308235-0.00175777j 
0.000993499+0.00284813j 0.000794433+0.00126601j 0.000208561-0.000336875j -0.000181954+0.00106925j -0.000803862+0.00178964j -0.00197812-0.00159681j -0.000484166+0.000488758j 0.00113973-0.000563409j 0.0048362-0.000186757j 0.00218032-0.00413289j 0.00502699+0.000636545j -0.00150539-0.0076745j 0.00862426+0.00551283j -0.000129226+0.00871668j 0.0146289-0.00613393j 0.00368929-0.000543303j 0.00124992-0.00399161j -0.00603328+0.00441211j -0.00359981+0.00461648j -0.00486648-0.00430137j 0.0038466-0.000900824j -0.00879252+0.00416658j 0.00213261-0.000185751j 0.00121766-0.0081581j -5.90587e-06+0.00561481j -0.00612574+0.00412929j 0.00494791-0.0017967j 0.0132563-0.00667902j 0.00156988+0.00921974j 0.00744077-0.00123968j 0.00377718+0.00200474j -0.00770231+0.0131007j -0.00832668-0.000121136j 0.00750603+0.00347137j 0.000738879+0.00724161j -0.000415508+0.000556878j -0.00173725-0.0063686j 0.00100172+0.00500477j 0.00564184-0.00455823j -0.00664446+0.00415328j 0.00227511-0.0030585j -0.00337958+0.00710031j -0.00522325-0.00215403j -0.0047456+0.00101836j 0.00488537+0.00209146j -0.000965799+0.00119753j -0.00289215+0.00270382j -0.00395009-0.00344422j 0.00324064-0.00339932j -0.00171013-0.00452547j 0.00179662-0.000921998j 0.00530705+0.000820755j 0.00262249+0.00281441j 0.000864944+0.00113421j -0.00677453-0.00269851j 0.00502204+0.00474383j -0.00551977-0.00113732j 0.0054671+0.00366748j -0.00179545-0.000812031j 0.00357+0.00158044j -0.00390583-0.0010185j 0.000475663-0.00290424j -0.00139713+0.00155587j 0.00213342+0.000267862j 0.00155267+0.000881848j -0.00156836+0.000851949j 0.00290005+0.00151036j -0.000134234+0.000926214j 0.00286342+0.000688986j -0.000709773-0.000630023j 
0.00021713+0.00016322j -0.00112189+0.00131832j 0.00466024+0.00280419j 0.000891212-0.00396467j -0.00347407-0.00631513j -0.000446672-0.00144623j -0.00133158-0.00378011j 0.00118431+0.0018248j 0.0065422-0.000103004j 0.000807346-0.00121013j 0.00617523-0.00389266j -0.00512314+0.000654821j 0.00418964-0.00294212j 0.00242111-0.00911671j 0.0050871-0.00405709j 0.00864869+0.00500638j -0.00382963-0.00590976j 0.00358173-0.00862951j 0.0159826-0.000765732j 0.00734202+0.00861903j 0.00867745+0.00248426j 0.00272171-0.00442971j -0.00997068-0.000790549j -0.0105944+0.00171068j 0.0132862+0.00459861j 0.000625073-0.0029827j 0.00637388+0.00351181j 0.00314074+0.00336364j 0.0115487+0.00208893j 0.00237491+0.000772407j 0.000561004-0.00746808j 0.0136898-0.000367927j -0.00771232-0.0110296j 0.0134932+0.00219763j -0.000259464+0.00124077j -0.00221616-0.00629248j -0.0169396-0.00916002j 0.00562472+0.00294903j -0.00118137-0.00438691j -0.00617798-0.00560302j -0.000799388-0.00118654j 0.0100763+0.00260573j 0.0028285-0.0037592j 0.0106122+0.00139091j 0.000834448-0.00291576j 0.0029844-0.00204977j 0.00295721+0.00317145j 0.00204262-0.00149097j -0.00130804-0.00214015j -0.00803618+0.00167511j -0.00163359-0.00393834j -0.000537239-0.00229812j 0.000890215-0.00149998j -0.00201804+0.00250485j 0.000338394-0.000948727j 0.00351848-0.000186129j -0.00292633-0.003091j 0.0029432+0.00375656j -0.00260045+0.00255302j 0.00419619+0.00143538j -0.00155666-9.89104e-05j -0.00255403-0.000827908j 0.000563903+0.000376061j 0.000835216-0.00196089j -0.00100994+0.000929043j 0.00116157+0.00357906j 0.0029089+0.0046555j -0.000645106+0.00504921j -0.000101324+0.00019191j -2.7759e-05+6.92627e-05j 
2.24456e-06-0.00146728j -0.00256684+0.000824936j 0.000910223-0.000264555j 0.00266842-0.00251824j -0.000604764-0.0030581j -0.00027551-0.00107118j -0.00501659-0.00534524j 5.30788e-05+0.00341094j -0.00114339-0.00655547j -0.00227537+0.0016723j -0.00435676-0.00372366j -0.0110289+0.000734512j 0.00954424-0.00872571j 0.00213114-0.000172947j 0.000462121-0.0083243j -0.00453804+0.0019723j 0.0148226+0.000621257j 0.00560377-0.00684947j 0.00214625+0.00102747j -0.0138224+0.00393384j -0.00652897+0.00114403j 0.00482406-0.00506155j 0.010515+3.75867e-05j -0.00285537-0.00609671j -0.00307858-0.00297362j 0.00461933+0.00390454j -0.00519605-0.00817164j -0.0037987-0.00660505j 0.0112067-0.00021474j 0.00554024+0.00563049j 0.00352827-0.00305381j 0.00685053-0.00698397j 0.00339345+0.00201482j 0.000916555-0.00337589j -0.00527129+0.011341j 0.0151458+0.00318101j 0.00314568+0.00774812j -0.00381754-0.0128038j -0.000225873-0.000898261j 0.00643251+0.00637422j -0.000244399-0.000223169j 0.00469417-0.000795828j -0.00375616-0.0023735j -0.00124114-0.00280794j 0.00147071-0.0015441j 0.00126916-0.000288538j 0.00164247-0.000223481j -0.00545904+0.00138558j -0.00347853-0.00150506j -0.00288504-0.00143824j 0.00319314-0.000372193j 0.0039071-0.00128922j 0.00627138+0.00402804j -0.00157603-0.00105749j -0.00208374-0.000707307j 0.0015694-0.00184036j 0.00180241+0.00235132j 0.00218654+0.00287998j 0.000276622+0.00174158j 0.00196652-0.00118861j 0.000574154+0.000891134j -0.00321957+0.000932661j 0.000270384-0.000619931j -0.00102429-0.00191342j -0.00225096-0.000668325j 0.000487336+0.00306957j 0.000516533+0.000122662j -0.000189343+0.00134375j -0.000483622-0.0016115j -0.00129106-0.00334306j 
-0.00246741+0.00338628j 0.000171957+0.00301069j 0.00134739+0.000689818j -0.00224085+0.0047185j -0.000755032+0.00263606j 0.00187102+0.00245919j 0.00432307+0.00342714j -0.000267223-0.0104435j 0.00230809+0.00364148j -0.00721756-0.00772779j 0.00264921-0.00360568j -0.00818202+0.00307565j -0.00918984-0.00343888j 0.00565249+0.00588394j -0.00524096+0.0127982j 0.00352229+0.00233026j 0.00296335-0.00306294j 0.0037116+0.00408247j -0.0044152-0.00485826j 0.000266974-0.000872249j -0.000423951-0.00473387j -0.000607947+0.00165478j -0.00433238-0.0028179j -0.0166798+0.00627732j 0.00607264-0.00801268j -0.000141596+0.00357143j -0.00784778-0.000923309j 0.000363806+0.00416882j 0.00431688-0.009852j 0.00171564-0.00434228j -0.00330204+0.000476467j 0.00540906+0.00127599j 0.00500482+0.0110494j 0.00679565-0.00212956j -0.000168021+0.00362527j 0.00093317+0.00281398j -0.00198005+0.00165021j -0.0063632-0.000545134j -0.00728986+0.0021022j 0.00321486-0.00383596j 0.000346337-0.00196025j 0.00271751+0.00181609j 0.000312851+0.000731246j 0.00060592-0.00156321j 0.00361897-0.00246037j 0.00122943+0.000496199j 0.00165669-0.00182004j -2.4476e-05+0.00103669j -0.00170882+0.00154754j -0.00235843-0.00266091j -0.00151532+0.00511296j -0.00046737+0.00343223j 0.00456398-0.000652324j 0.000264659-0.00320553j -0.000137713+0.00527185j -0.0046409-0.000821222j -0.00182816+0.00183841j -0.000459092-0.00676173j -0.000436023-0.00125209j 0.000977337-0.000996882j 0.00343036+0.00669137j -9.17762e-05-0.00093966j 0.000954441+0.000301327j 0.00421233+0.00280946j 0.00222646-0.00220176j 0.00214984-0.00168688j 0.00373098+0.00282609j 0.0036987+0.00236051j -0.000170434+0.000931785j -0.0024143+0.00169804j 
-0.00245688-0.0054572j 6.69356e-05+0.00246478j -0.000929773-0.00293242j -0.00188641-0.00500081j 0.00819055+0.00409453j -0.0024557+0.0025187j 0.00156902+0.000244629j 0.000168823+0.00449447j 0.00121886-0.0102339j -0.00416782-0.00340057j 0.00810294+0.00866128j -0.00209438-0.000262708j -0.0103424-0.00767829j 0.000124408+0.00406207j 0.00368256-0.0122241j 0.000111082+0.00584518j -0.00294034-0.00536648j 0.0141521+0.00112663j -0.00194229+0.0053704j 0.00596252+0.00157897j -0.00270834+0.000560507j 0.00201082-0.00171229j -0.0174578-0.00800556j -0.00652613-0.012628j 0.000535159+0.00799082j -0.00119457-0.0016538j 0.00172137+0.00170584j 0.00115726-0.001153j -0.00885813-0.00419646j -0.00656935-0.00458517j -0.00425423-0.00606226j 0.00262939+0.00412971j 0.00631296+0.00399452j 0.0032431+0.0031214j 0.00324145+0.000968903j -0.00321466-0.00521194j -0.00443205-0.00233167j 0.00243858+0.00890158j -0.00249435+0.00259378j 0.00224405-0.00302776j -0.00101357-0.00143067j 0.00379985+0.00216994j -0.00225095+0.00158619j -0.000265303+0.000336333j 0.000940146+0.00148904j 0.00158774-0.00114397j 0.000520805-0.00252019j 0.000183234+0.00142269j 0.000953276+0.00171845j -0.00277385-0.00470562j 0.00134366-0.000256286j 0.00233544-0.0041967j -0.000477892+0.00410044j -0.00232033-0.000206755j 0.0051642+0.00504159j -0.00198423-0.00386497j 0.000154628-0.0017258j -0.00234591-0.00630749j -0.00247891-0.00381792j 0.00127769+0.00259619j 0.00120886+0.00460363j -0.00471959+0.00321167j -0.00108855+0.000297548j -0.0012503+0.00860506j 0.00124233+0.00198769j -0.0012378-0.00356811j -0.00119342+0.000654262j -0.000549253-0.000184888j -0.00240643+0.00351882j 0.000851767-0.00171035j 
-0.000161637-0.00215868j 0.000552829-0.00389103j 0.00159488-0.00357735j -0.00175149-0.000957726j 0.00245887+0.0030937j -0.00105897+0.00306911j -0.00202988-0.0016576j 0.00208262+0.0110039j 0.00347588+0.012348j -0.00346194-0.00220539j -0.00541847-0.00714189j -0.0027687+0.0130612j 0.000447291+0.00340553j 0.0024338-0.00611556j 0.00925148+0.00391536j 0.000832425-0.00508729j -0.00199888+0.0092958j 0.00316228+0.00667783j -0.00273666-0.000650904j -0.00637047+0.00607701j -0.00198769-0.0054442j 0.00280962+0.00234176j -0.00205824+0.00552968j 0.00163014+0.0136764j -0.00997253+0.00474931j 0.000834882-0.00126122j -0.00176662+0.00283124j 0.00395356-0.00097531j -0.00466597-0.00255773j -0.000255422-0.00248347j 0.0018653-0.000537741j -0.000233192+0.00299058j 0.0103951-0.00585993j 0.00457204-0.00656215j -0.00356541-0.00191621j 0.00469022-0.00256939j 0.00519952-0.00524913j -0.000713893-0.00355737j 0.000679802-0.00209726j 0.00168416-0.00152119j -0.00159372-0.000937354j 0.00209019-0.00101111j -0.00272795+0.00297766j -0.00162281-4.60648e-05j 0.000358116-0.000536468j 0.000681647-0.0011j 0.00200614-0.00249379j -0.00387065+0.00242726j -0.00269536+0.00168298j -0.000376145-0.000150257j 0.000761256-0.000743796j 0.00506706-0.000273477j -8.44825e-05+0.00134728j -0.00250011+0.00131234j 0.00316719-0.00224143j 0.0010891-0.00086694j 0.00324925-0.00218061j 0.00169669-0.00283305j 0.00184306-0.00154943j -0.000394735-0.00143014j 0.00279638+0.000914037j -0.000160168+0.0002775j -0.00198091+0.00214262j -0.000408862+0.00201958j 0.000871121-0.000780811j 0.000532791-9.60697e-05j 0.00124361-5.83252e-05j 0.000535332+0.00159422j 4.90827e-05-0.000390225j 0.00176438-0.000849322j 
-8.76746e-05-0.000288816j -0.000842034+0.00279709j 2.38591e-05+0.00199994j 0.00149539+0.00215558j -0.0037982-0.00521715j 0.0013443-0.00112516j -0.00197181+0.000511035j -0.00284349-0.00604634j -0.00415077-0.00232564j 0.00278653+0.00808178j -0.00450935+0.00165287j 0.00234215-0.000447681j -0.00320164-0.000837739j -0.00495739+0.00234592j -0.000610141-0.000223858j -0.0015607+0.00713154j 0.00723837-0.0127473j -0.0053931-0.00723691j -0.00307997+0.00853102j 0.00628762-0.000589644j -0.00500405+0.00516031j -0.00151799-0.00234112j 0.00938459-0.00970855j 0.00311316+0.00255364j -0.00129731+0.00543598j 0.00236184+0.00322249j -0.00521827+0.00477437j 0.00103334+0.00484651j -0.00438776+0.00701853j 0.00375069-0.000496411j -0.00507268-0.000574698j -0.00824887+0.00268962j 0.00637077-0.00767078j -0.00684951+0.0037554j 0.00146381+0.00136245j 0.00444095-0.00218j 0.00693259-0.00587172j -0.0129638+0.00275774j 0.000505087+0.000220591j 0.00298951-0.00384973j 0.000801869-0.00113936j -0.00374086-0.000451781j 0.00102579-0.00353563j -0.00196699+0.00141422j 0.000380907-0.00530755j 0.000703173-0.00294175j -0.00140002-0.000150477j 0.000315789+0.00207758j 0.00152451+0.00235975j -0.00176344+0.00324875j 0.00338263-0.000268043j -0.000179987-0.0025305j 0.00286298-0.0042745j -0.00236755+0.00061979j -0.00112373-0.00309499j -0.00268062+0.00241103j 0.00177732+0.00216744j -0.00164954+0.00235629j -0.000285955+0.00088588j 0.0010324-0.00183264j 0.00206731-0.00314862j 0.00255032+0.00103309j 0.000778669-0.00101853j 0.00181466-0.00266708j -0.00166476-0.00058789j 0.00101688+0.00144356j -0.00191209-0.000556065j 0.00128626-0.000880606j -0.00135374-0.000810069j -0.00138997+0.000209145j 
0.00252611+0.00114572j -0.00195431+0.00113285j 0.000380155-0.00102213j -0.000566472+0.00265848j -0.00243717-0.00138687j -0.00660718-0.0030712j -0.00825233-0.00155938j -0.00308235+0.00182934j 0.000962372-0.00691145j -0.00659165+0.000392697j 0.00306584-0.00361308j -0.00124436+0.00147711j -0.00679759+0.00128736j -0.0113571-0.00052095j 0.00927454+0.000742639j 0.00175373+0.000488856j -0.000964816+0.00632163j -0.00428432-0.00739483j -0.0113158-1.73943e-05j 0.0196519+0.00225572j -0.00105632-0.00112857j -0.00917987+0.000374657j -0.00324332+0.003808j 0.00290706+0.00190501j 0.000139079-0.00267849j -0.00427158-0.0012322j 0.00581127-0.00333754j 0.0118075+0.00255919j -0.0123783+0.000312021j 0.00453757+0.00665384j -0.00999702-0.00766052j -0.00435442-0.012701j 0.00509713+0.00336562j 0.00256516-0.00364954j -0.000502451-0.00155383j -0.00681681+0.00146328j -0.00148905+0.00525825j -0.000178828-0.00819737j -0.00411414+0.00132972j -0.00381454+0.000248166j 0.00204528+0.000536659j -0.000973792-0.00309789j -0.00553487-0.00381317j 0.00020715-0.00231907j 0.00167448+0.000770701j -0.000428774-0.000255966j -0.00088398+0.000594601j -0.000946992+0.000662355j -0.00145834+0.000383752j -0.00104113+0.000623296j -0.00101532-0.00118577j -0.000986514+0.0013514j -0.00243252+0.00104033j -0.000252152-0.00313734j 0.00325426+0.000235622j -0.00528976-0.00251091j -0.00177186+0.000924556j -0.00295269+0.0022963j -2.22892e-05+0.00312141j 0.0058055+0.00275372j 0.00317988-8.64371e-05j 0.000699383+0.00128121j -0.00264287-0.00063928j 0.000407427-0.000626405j 0.000968674+0.00108325j 0.000192574+0.00176271j 0.000196964-0.00286447j 0.00295687+0.000506855j 0.000167298-0.00294767j -0.00154681-0.000693755j 
-0.00289687-0.00192754j -0.00362445-0.0015019j 0.00246297+0.000857125j 0.000344115-0.00324365j 0.00138403-0.00103789j 0.0104631+0.00342144j -0.00105781-0.00270294j -0.00257847+0.000166993j 0.0028003+0.00547857j 0.0103461-0.00251413j -0.00492469+0.00128844j -0.00414749-0.00138167j -0.015595-0.000160599j -0.00290767+0.00580109j 0.0144818+0.00332043j 0.00548048-0.000462462j 0.00406231+0.00410319j -0.0035504+0.00234874j 0.00332151-0.00153901j -0.00281915-0.0100525j 0.00502863-0.000595246j -0.00276522+0.000122013j -0.0110736-0.00279667j -0.00155143-0.00351067j 0.00626998+0.00283794j 0.00376525+0.00175395j -0.00482311-0.00837879j 0.00553541+0.00708945j 0.00421854+0.00728039j 0.000821376-0.00194618j -0.00822209+0.00124594j -0.00354426+0.00436309j -0.000853044+0.00229775j 0.00434853+0.00172682j -0.0063824-0.00445935j 0.00229437+0.00827946j 0.000666741-0.00453178j -0.00131623-0.000853868j -0.00252416-0.00188786j -0.00522723-0.00205609j -0.00464623-0.00555495j 0.000932392-0.000627248j -0.00599213-0.00585499j -0.00285888-0.00553254j -0.00841575-0.00436454j 0.000120082+0.000639665j -0.00188388+0.00110276j 0.00266633+0.00228244j 0.00524563+0.00691279j 0.00332312-0.00319313j 0.00318936+0.00538774j 0.00131934+0.000664141j -0.00176185-0.00104781j -0.000952065+0.0015045j -0.00203084-0.0039898j 0.00271391+0.00263717j 0.0024057+0.00134491j -0.000324651-0.00156412j -0.000753527-0.00564913j -0.00186727-0.00127031j -0.00359379-0.000848181j 5.70427e-05-0.000106397j -0.000195749-0.00106994j -0.00243195+0.00101983j -0.00289619-0.00325072j 5.42586e-05+0.000409332j -0.000976414+0.00306687j -0.00256147+0.00114219j -0.000145273+0.000286092j 0.00021229-0.00296843j 
0.000959946+0.0019048j -0.00420014-0.00323165j -0.00314008-0.00133077j 0.00409821+0.00369263j -0.00506531+0.00200965j -0.00500201-0.00405345j -0.00928066+0.000439663j -9.99971e-05+0.00539297j -0.00384903+0.00565867j 0.00764359-0.00479547j 0.00264129+0.00312973j -0.00254433+0.00180864j -0.00539451-0.00371066j -0.00322713-0.00343977j -0.00440761+0.00568701j 0.0047679+0.00168252j -0.00402904+0.000473168j -0.0121358+0.00266441j 0.00732177-0.00132626j 0.00714781+0.0124501j 0.00562727+0.00419017j -0.00977803+0.000235298j -0.00567118-0.0102277j -0.00437643-0.00762724j 0.00393113+0.000523396j 0.00163972-0.00443256j -0.00333241+0.00132618j -0.00419959+0.00386228j 0.00505115-0.0049859j 0.00843358+5.09995e-05j -0.0082423-0.00865685j -0.00385611-0.0049186j -0.00429849+0.000714646j 0.00239378+0.00249428j 0.00354338-0.000213396j -0.00161041-0.00818497j 0.00334365-0.00574925j -0.00207646-0.000634309j 0.000495496-0.00395584j 0.00195972-0.00123502j -0.000471219+0.000629973j -0.00165042+0.00072381j -0.00527194-0.00369999j -0.00131168+0.000867628j -0.00281045+0.00087627j -0.000956651+0.00199065j 0.00110269+0.000944254j -0.000719618+0.00180811j -0.00172447+0.00122399j 0.00426157-0.001174j -0.000295939-0.00172172j -0.00190058-0.000308819j -0.00242743+0.000402012j 0.00139651-0.00174902j -0.00101298+0.00385955j -0.00175959-0.00320957j 0.00165447-0.000501382j 0.00230725+0.00217758j 0.00201351-0.000222504j -0.00059622+0.00482426j -0.00623317-0.00253241j 0.000865203-0.00414085j -0.000451818-0.00247469j -0.00478808-0.00400386j -0.000828968+0.000787336j 0.00154816-2.41545e-05j -0.00241369-0.00307964j -0.00113619-0.00301212j -0.000457026-0.00570657j -0.00234205-0.00185707j 
0.00171714-0.00310113j -0.00174408+0.00397359j 0.00161176+0.000458684j 0.000310789+0.00381308j -0.00456387-0.00677006j 0.0032028-0.00183346j 0.00313829+0.00165242j -0.00215814-0.00410958j 0.0173696-0.0119764j 0.00418082-0.00147555j -0.00581025-1.42966e-05j 0.00372304+0.00915448j 0.00618495-0.00374747j -0.00644381-0.00532527j 0.0153069+0.00330067j -0.0063626-0.00301298j 0.00414708+0.00446512j 0.00726996+0.00541022j -0.0118168-0.00157303j 0.00390187+0.00762308j -0.00613739-0.00176048j 0.00218825+0.000990683j 0.00374664-0.00511301j 0.0188613-0.00103386j -0.0027658+0.00457535j -0.00053799-0.00179574j 0.00235017-0.00294619j 0.00428535+0.0042846j -0.00235917-0.00266336j -0.00157145-0.000505837j 0.00642938-0.0044214j 0.00106171+0.00193614j -0.00243893+0.00477257j -0.00338929+0.00223592j -0.00234478+0.00389247j 0.00262616-0.00137257j -0.00313187-0.0026003j -0.00302808+0.00163027j -0.00593782+0.000489174j -0.00141856-0.00193025j -0.00275269-0.000530367j -0.000356062+0.000497667j 0.00178639-0.00222943j 0.000559046-0.000836165j 0.000807194+0.000256719j -0.000637372+1.76659e-05j -0.000330246-0.000455964j 0.00263255-9.24717e-05j 0.00173377-0.000248308j 0.00232356+0.000591631j -0.00041943+0.00116571j 0.00339632+0.00169176j -0.00258865-0.00250609j 0.000846228-0.000730079j -0.00422709+0.00208657j 0.00301224-0.000936951j -0.0027512+0.000849189j -0.000934634-0.000622038j 0.000155914-0.00214016j -0.00166068+0.000287456j 0.000566845-0.000143098j -0.00186324-0.000773775j 0.00167529-0.00263961j -0.00241627-0.000671868j -0.00292073+0.000610922j 0.00275063-0.000794531j 0.00121664+0.00176197j 0.00236765+0.00196301j -0.00155157+0.00144052j 0.00140655+0.000283872j 
