-0.0066493-0.00757787j 0.00691069-0.00701707j -0.0083116-0.00321192j -0.00237056+0.00861363j 0.00404493-0.00229999j 0.0022043-0.00050407j -0.00417511-0.00530308j -0.00575344+0.00223553j 0.00310244-0.00206201j -0.000460491-0.00409166j 0.000561814-0.00176208j -0.00538623-0.000393588j 0.00217247-0.00482252j 3.60053e-05+0.00192604j -4.12843e-05-0.00122304j -0.00164172-0.000757872j -0.000196036-0.00120438j -0.00105028+0.00128284j 0.00202546-0.000861769j 2.90886e-05-0.00487323j 0.00304927+0.00504117j 0.00448036-0.00206732j -0.00141056+0.000609381j 0.00443151-0.00242074j -0.00344218-0.000340101j -0.001856+0.000974013j 0.00165799+0.00221333j 0.00136641+0.00297319j -0.000444889-0.00141007j 0.000668354-0.000942272j 0.00234686+0.00172736j -0.00075239-7.7994e-05j 0.000838094+0.000833976j 0.00252842+0.000562256j 0.00395326-0.0017318j -0.001022+0.00197974j 0.000745143+0.00212282j -0.000848756+0.00153999j -0.00127474-0.00344663j -0.00157861-0.00509974j -0.00240818-0.00141049j 0.000734028-0.00237042j 0.000846253+0.000230931j -0.00340262-0.00200024j -0.0030981+0.00296053j 2.5928e-05-0.00264129j 0.00189756-0.00348852j -0.00174251-0.00192751j -0.000650189-0.00309021j -0.00249462-0.00029818j 0.000667383-0.000938985j 0.00433777-0.00235429j 0.0013052+0.00192372j 0.00221548+0.00130284j -0.00375646-0.00378561j 0.00220654-0.00494271j -0.0076371-0.000749556j -0.00358523-0.00130823j -0.00280387+0.0141127j 0.00839661-0.00275443j 0.0146549+0.00860818j 0.00220771+0.00876212j -0.000526968-0.00298331j -0.00809856-0.0090274j -0.00366017+0.00356604j 0.00445327-0.00534118j -0.0108424+0.00601784j -0.00715236-0.00924528j 0.0177266-0.00263407j -0.00263919-0.0172868j 
0.00179916-0.00114404j -0.00165256+0.0019753j -0.00110378+0.000104517j -0.00258968+0.00071544j -0.00354675+1.69151e-06j -0.00221231+0.00266283j -0.00178819+0.00162326j 0.00282816-0.00102271j 0.00803014+0.00385238j -0.00207738-0.00249448j -0.00553343-0.00196926j 0.00348406+0.00212418j 0.00144989-0.000295965j 0.00691674+0.00535858j 0.0029977-0.00243979j 0.00593245+0.00608232j -0.0052756+0.000877077j 0.00817916-0.000490669j -0.00432075-0.00208743j 0.00453284+0.00285525j -0.00886779-0.00214329j 0.00103069+0.00454912j -0.00924884-0.00206508j -0.00118362+0.00190814j -0.00180803-0.00399518j -0.00281114-0.00121281j 0.00270919+0.00186582j -0.000653051-0.00301616j 0.00889567-0.0013367j 0.00186611+0.00167938j 0.00185141-0.000286357j -0.00147388-0.000817525j -0.00333555-0.0081956j 0.00697257+0.00134229j -0.000467741-0.00808163j 0.011718+0.00390622j 0.00547124+0.00247694j 0.00380111+0.000162752j 0.00225039-0.00149142j 0.000388985+0.00379095j 0.000930434+0.00509454j -0.00176337-0.00647215j 0.002121-0.000935516j 0.00339168-0.00151136j 0.00208432+0.0028029j -0.000513565+0.000825387j -0.00669268-0.00464165j 0.00495283+0.00277735j -0.00402988+7.38603e-06j 0.00717629+0.00356964j -0.00311581-0.00562384j 0.00466974+0.00198945j -0.000481055-0.00271432j -0.00120625-0.00537404j -0.00465018+0.00170245j -0.00460478-0.00414397j -0.000565061+0.00215137j -0.000445503+0.00112466j 0.000939935-0.00376797j -0.00112795-0.00163486j -0.000990246-0.000374613j 0.00116149+0.000317164j -0.0019778+0.00585015j -0.00115423-0.00286048j 0.00509115-0.000255763j 0.00146665-0.000465032j -0.00478235+0.00153095j -0.000553202-0.000266617j -0.000499714-0.0017178j 0.000503879-0.000354014j 
-0.00455241-0.00540168j 0.00157166+0.00359897j 0.000154827-0.000111323j -0.00116347+0.00290214j -0.00150524-0.00448052j -0.00462123+0.00326036j 0.00258912-0.00325676j -0.00534133-0.00205179j 0.00276959+0.005684j -0.000107722-0.00401307j 0.000248314-0.00493513j 0.00112332+0.000799653j 0.00213328+0.00224322j -0.00320039-0.000731284j -0.00748571-0.0103274j 0.00542758+0.00401603j -0.00274716-0.00157258j -0.00172378+0.00365854j 0.000658645-0.00303985j 0.00102046+0.0067281j -0.00709348-0.0154869j 0.00173688+0.00740873j -0.000771484-0.00459529j 0.00514472+0.00197569j -0.00216357+0.000721572j -0.00161153-0.0052462j 0.00238123-0.00152885j 0.000121751+0.00149085j 0.00142953+0.000123712j 0.00202822-0.00522302j 0.00353522-0.00249654j -0.00103719+0.000846417j 0.00427788+0.00444006j -0.00363895-0.0100746j -0.00364304-0.0071275j -0.00440706+0.00399816j 0.000180005-0.00292162j 0.00012019-0.00251206j -0.00292469+0.00933282j -0.00534565+0.00336408j -0.00112595-0.00489321j 0.00205609+0.000801913j 0.00486769+0.000129478j 0.00647653+0.00650076j 0.00125566+0.00575393j -0.000659844-0.0066032j -0.00475773+0.00454071j 0.00683611+0.00614204j 0.00314546+0.000783577j 5.24712e-05-0.00194062j 0.00579828+0.00130573j 0.00372128+0.0037125j -0.00459399+0.00265755j 0.000747567-8.74003e-05j -0.000175256+0.00176162j 0.0134232-0.00143922j -0.00277231+0.00181413j 0.0034388-0.000603222j -0.00138339-0.00364506j 0.00433021+0.00402866j -0.00329257+0.000184304j 0.0101126-0.00296735j -0.00424668-0.0018614j 0.00158058+0.00309225j 0.00198016+0.0010062j -0.00440676+0.00111143j -0.00626483+0.00070682j 0.00333771+0.00427248j -0.00285404-0.000839695j -0.00304514-0.00336541j 
0.00132986-6.47842e-05j -0.000674941+0.00157037j 0.000607555+0.000812697j 0.00241493-0.000103957j 0.00154389-0.00103422j -0.00191619-0.00328925j 0.00300918+0.00146877j 0.000152105+0.00082443j -0.00166297+0.00131691j 0.00390657-0.000441821j 0.00216907-0.000112185j -0.00199228+0.00342637j -0.000293496-0.000477611j 0.00142709+0.00106894j -0.00501779-0.00433646j 0.000558751+0.00593685j 0.00279157+0.00162288j -0.00662941-0.00237066j 0.00660932+0.00075258j -0.0014357+0.00241563j 0.00227878-0.00430834j -0.000981445-0.00297358j 0.00606924+0.00297536j 0.0054226+0.00121474j -0.000218915+0.00094092j -0.000606631-0.00028964j -0.00301424+0.00206922j 0.00597794+0.00287758j -0.00657589-0.00263814j -0.00532648-0.000447863j -0.00237394+0.00173103j -0.00152706+0.00432507j 0.00426125+0.00930599j 0.00146032+0.00437722j 0.00554273-0.00174116j -0.000786227+0.00341318j 0.00490027+0.00685987j 0.00679172+0.00492134j -0.00352695+0.000593199j -0.0039939+0.00229314j -0.000855156-0.00166506j 0.00511649+0.000395479j -0.00385586-0.00237845j -0.0014523+0.00227893j 6.47901e-05+0.00348141j 0.00550198+0.00570296j 0.00661512-0.00975893j 0.00960208+0.00877726j -0.00169815+0.00154539j -0.00081377+0.00146091j -0.000688969-0.00555648j -4.50037e-05+0.00227742j 1.34046e-05-0.00133776j 0.00337883+0.0154959j 0.00392881+0.00677483j -0.00771647+0.0012347j -0.00218559+0.00681935j 0.00348086+0.0059567j -0.00142551-0.0145129j -0.00427657+0.00662986j 0.00208397+0.00260366j -0.00204391+0.00970978j -0.0040208+0.0105414j 0.00414545+0.000356198j -0.00216625+0.00164803j 0.000596953-0.00362464j 0.000194948+9.93899e-05j -0.000887107-0.00165099j 0.000343385-0.00409873j -0.00113564+0.000971926j 
-0.00220672-0.00221764j 0.00109506+0.00230967j -0.00027919+1.35842e-05j -0.00186797-0.00502495j -0.00306364-0.00187535j -0.00229569-0.00330348j -0.000585559+0.000625423j -0.000963265-0.00105225j 0.00495307-0.000737765j 0.0015564+0.000564887j -0.000377264+0.0033235j -0.00642393-0.00143349j 0.00392017-0.00133419j -4.7056e-05-0.00448716j -0.000372483+0.00222472j -0.00118698+0.00205455j 0.00298458+0.00288424j -0.00250749-0.00071327j 0.00384981-0.000855959j 0.00307383-0.00158823j -0.00193806-0.00235082j 0.00576695-1.54191e-06j -0.00178128+0.000786369j 0.00169564+0.00108008j -0.000130045-0.00238212j -0.00224215+0.00824859j 0.0010939+0.00980711j 0.00712742-0.00854143j 0.00173861-0.00456765j -0.00305623+0.00492221j -0.00389927+0.00685207j -0.00415524+0.00358655j -0.00377409+0.00134235j -0.00169476+0.00020982j -0.00436354-0.000358268j 0.00693693+0.000868191j -0.00272428-4.58155e-05j 0.00305385-0.00728366j -0.00207549+0.00209677j -0.0125408+0.00615138j -0.000818853-0.00583244j 0.00797884+0.00320072j -0.00867411-0.000427584j 0.0014218+0.00627971j 0.00668717-0.00502027j -0.00064709+0.000405092j 0.00682876+0.00299263j 0.00974707-0.00984117j -0.00442691+0.00824082j -0.00223655-0.00697907j 0.00918751+0.0025169j -0.00352133-0.000308301j -0.00451479+0.00701391j -0.00294337-0.00468608j 5.89769e-05-0.00359749j -0.0100716-0.0028362j -0.00907869-0.00431453j 0.00970527+0.000483423j -0.00431254+0.000893334j -0.00439763-0.00224364j 0.004746-0.00192543j -0.000877956-0.00998593j 0.00550952+0.00371005j 0.00302613-0.00145196j -0.0017804-0.000149664j -0.00479735+0.00215432j -0.0047372+0.00283144j -0.0029019-0.000429335j -0.00210188+0.00146559j -0.00222416-9.03018e-05j 
-0.00113594+0.00298904j 0.00120764-0.00174762j -0.0047106-0.000422466j -0.00105558-0.00489392j 0.00180861+0.000528213j 0.00197538-0.00338044j -0.00228507-0.0039833j 0.00215309+0.00258491j 0.001053-0.00159981j -0.00603824-0.00164478j -0.00448142+0.000805158j 0.00648976-0.00247751j -0.0016433-0.00255714j 0.0036671+0.00364807j 0.0016119+0.00929796j 0.00310184-0.00238822j -0.00339359-0.000821552j 0.00330509-0.000115412j -0.00721654-0.00582494j 0.000115256-0.00757192j -0.00606795+0.0084059j 0.00389291-0.00403419j -0.00711281-0.000891281j -0.00370651-0.00530447j 0.00132903+0.00193744j -0.00410076+0.00724363j 0.00203313+0.00666584j 0.00104614-0.00376649j 0.00595154-0.000514813j -0.000361908+0.000796602j 0.00204292-0.00237608j 5.91411e-06+0.000986077j -0.001081+0.00544551j 0.000119472-0.000451245j 0.00388188-0.00432863j 0.000779743-0.000691167j -0.00297579+0.00765876j -0.00449389-0.00668361j 0.00142564+0.00479025j 0.0012114-0.00214293j 0.000415764-0.00110259j 0.000927595-0.00638609j -0.00485829+0.00384378j 0.00657018+0.00389286j -0.000545897-0.000494043j -0.000166653-0.00848711j 0.0042546-0.0116967j -0.00680161+0.004028j 0.00134177-0.00109808j 0.00254716+0.00396369j 0.00332182-0.000436767j -0.00676543+0.00628585j -0.00794502-0.00235414j -0.00142283+0.0106265j 0.00169785+0.00390843j -0.00180869+0.00814638j -0.00258907-0.000195128j 0.00107582+0.00220948j 0.000775436+0.0018905j -0.00630137+0.00058734j 0.00115792+0.000995635j -0.00433505+0.00274747j 0.00281508-0.00100162j -5.04701e-05+0.000366732j -0.000818547+0.00319192j -0.00449231-0.0026206j -0.00189191-0.00419031j -0.00108731-0.00229785j 0.000424519+0.00078613j -0.00172888+0.000361387j 
0.00221303-0.0024947j 0.00207401-0.00375512j 4.67293e-05+0.00297738j -0.000521109-0.00431131j 0.000891339-0.00411756j 0.00294188+0.00124932j 0.000802495+0.00543569j 0.000114642+0.00263122j 0.00441442-0.00259041j -0.00176593+0.00274009j -3.02502e-05+0.0022196j -0.00270119-0.00513274j -0.00279023-0.000618438j 0.000138678-0.00529846j -0.00605154-0.00569465j 0.00539201-0.0075868j 0.00257702+0.00514736j -0.000144641-0.00489547j 0.00231166+0.00799475j -0.000577836-0.000314862j -0.0055925+0.00359574j -8.12697e-05+0.00399232j 5.94031e-05-0.0048472j 0.000810202+0.00322331j 0.000562164-0.00214164j -0.000185323+0.000551968j 0.00488615+0.00375357j -0.00270259+0.00496545j -0.00539253-0.000648088j -0.00320583+0.00013543j 0.00689335-0.00599178j 0.00479447-0.00282246j 0.00546699+0.00570065j -0.00588466-0.00335953j 0.00383025+0.00450514j 0.00590831-0.00227957j 0.000106758+0.000593648j 0.000807111+0.00380229j 0.0131863+0.0038285j 0.00886817+0.00392523j -0.00578399-0.00261925j -0.00436414-0.000521989j 0.00329838-0.00688722j 0.00611263+0.000815618j 0.000999431-0.0016599j 0.00243524+0.000595025j 0.000112255+0.00610762j -0.00486951+0.00163271j 0.0147074+0.00272719j -0.00469885+0.00215293j -0.00950051-0.00126267j 0.00270322+0.000714125j 0.00811072+0.0048146j -0.00262618+0.00345956j -0.00336004-0.00192633j -0.00263123-0.0127156j 0.00576582+0.0031804j -0.0096698-0.00820411j -0.00590929-0.00105896j -0.000353516+0.00110797j -0.00257212-0.000931823j -0.00252318-0.0075802j 0.000758433+0.0108756j 0.000442063-0.00585726j 0.00102638-0.000818231j 0.00125996+0.00427066j -0.00204775+0.00324362j -0.0032175-0.00277102j -0.00225459-0.0025284j 0.000882215+0.00701461j 
0.00155392-0.00665794j -0.00224435+0.00189771j -0.000354261-0.00141598j 0.00415304-0.00519841j 0.00209969-0.000386413j -0.00355733+0.00036512j -0.00461188+0.00475065j -0.00287569+0.00461007j 0.00190693-0.00176432j 0.00140818-0.00157637j -0.00200203+0.00461343j -0.00198089+0.00245573j 0.00330671-0.00130967j 0.000705088-0.00463633j 0.000893644-0.000724598j 0.00445181+0.00438338j -0.000864599-0.000625055j 0.00235499+0.00180696j -0.00388167-0.00346789j -0.000817181-0.00337335j -0.00292299-0.00151938j 0.000306999+0.000380471j 6.10339e-05-0.00447943j -0.000113279-0.000819896j -0.000596069-0.00321377j 0.00433952+0.0024719j 0.000793465+0.00504816j -0.00363924+0.00408704j -0.00517164-0.00161108j -0.0027178+0.00602577j 0.00220321+0.0038234j 0.00216192-0.00255525j -0.00267075-0.00043271j 0.00266536-0.00238006j 0.00180169+0.0012966j 0.0075774-0.0132597j 0.0020032-0.00304852j 0.0012812-0.00285832j 0.00563682-0.00510467j 0.00154797-0.00178295j -0.000488559+0.00556862j -0.0105463-0.00245584j 0.00581139-0.00207532j -0.00769304+0.00252942j -0.00190689-0.00647669j -0.00243867+0.000595725j -0.0107954-0.00865031j -0.00127649+0.0019568j 0.00289145+0.00310162j -0.000917417+0.0031522j -0.0110599+0.00620693j 0.000753384+0.00192155j 0.00421906-0.000516793j -0.00309417+0.000315012j -0.00178839+0.00535962j 0.00126708+0.0124914j 0.0110865+0.000635912j 0.00404916+0.000845928j -0.0030826-0.000579994j -0.0025131+0.00284016j -0.000863065-0.00213181j -0.000191559+0.00176453j -0.00263409-0.00318949j -0.00510628+0.000646674j -0.00665002-0.00160124j -0.000675538+0.00183147j -0.0019005-0.00251832j -0.00276353+0.0030431j -0.00230229-0.00329782j -0.000656993-0.00471007j 
-0.00204092-0.000367349j -0.000802835-0.00265059j 0.00138862+0.000681274j -0.00603608+0.00154135j -0.00376653-0.00524111j -0.00158246-0.00430356j 0.00193937-0.00419038j -0.000540444-0.000206079j -0.00100605+0.000926842j 0.00212213+0.00226308j -0.0010679+0.00291814j -0.00114819-0.00796187j 0.000330019+0.00822803j -5.30978e-05-0.00452785j 0.000794349+0.00254303j -0.00711632+0.00590605j 0.000856689+0.00170046j -0.00147183-0.000867706j 0.00354666-0.00025501j -0.000207257+0.00232903j 0.00528305-0.00804885j -0.000932911-0.000175664j 0.00119873-0.0025377j -0.00108077+0.00179403j -0.000712285-0.00114738j 0.00543506+0.000985141j -0.00174633+0.00274436j 0.00152195+0.000405264j 0.00304465-0.00628801j -0.000237164+0.000372718j 0.00383713-0.00718076j 0.00173184-0.00251704j -0.00489249+0.00800558j 0.0138612-0.00611725j 0.0023612+0.00503043j 0.0182244-0.00188052j -0.00350222+0.00110991j -0.00172651+0.00274218j -0.00619718+0.0104231j 0.00159527-0.0121578j 0.00426967-0.00600205j -0.00648169+0.000556472j 0.00469205+0.00224684j -0.0020125+0.000277062j 0.00425459-0.00429643j 0.0126562-0.00682083j 0.00577311-0.00816259j -0.0141727+0.00867501j 0.0017744-0.000993942j -0.00529634-0.00163384j -0.0174919-0.000111855j -0.00105216+0.00720183j -0.00912377+0.00448592j -0.00532631-0.00438881j -0.00671993-0.000664476j 0.00214283+0.00296725j -0.00178763+0.00318424j -0.00875574+0.00299688j 2.67664e-05-0.000492555j -0.0109139+0.00216169j 0.00421274-0.00266873j 0.00257682+0.000532111j 0.00205868-0.000638611j 0.0036339-0.00162654j 0.000462536-0.00165915j -0.00670573+0.00374194j -0.00447105+0.000945183j 2.71341e-05+0.00177655j 0.00020983-0.000253467j 0.00123153-0.000454525j 
0.00327719-0.00156574j -0.00332991-0.0047408j 0.00215773+0.0025437j -0.00179243-0.00212957j 0.000458465-0.00404807j -0.0041557-0.000264204j -0.00119488+0.000716812j -0.00241705-0.000117242j -0.00327488-0.00391784j 0.00256409+0.00634843j -0.00102906-0.000262129j -0.00466484-0.00540316j -0.0021453+0.00142791j -0.00238874-0.00279281j 0.00393742-0.00104216j -0.0115757-0.00459211j 0.00292479-0.00173234j -0.00558228+0.0025129j 0.001259+0.00113425j -0.00458173+0.00468599j 0.00746602+0.00063831j -0.00129383+0.00371478j 0.0043659+3.10223e-05j -0.00355337+0.00342361j 0.00527497-0.00600419j 0.00112173-0.000826676j 0.00184982-0.000552033j 0.00134023+0.00160121j 0.0021458-0.00192252j -0.00226343-0.00319599j -0.00881461-0.00140424j 0.000571347-0.000542041j 0.0114615-0.00349956j -0.00793392+0.000343823j 0.000288864-0.0058368j -0.000790877+0.00676613j 0.00512902+0.00336015j -0.00394038+0.00277793j 0.00602341+0.00142054j -0.00145835-0.00074799j -0.00922317+0.00145463j 0.00147998-0.00589424j -0.0012389+0.00369527j 0.00753279-0.00905041j 0.00239825+0.00391917j -0.00727961-0.00636371j 0.0049916-0.00604564j 0.00591999+0.00587617j -0.0019972-0.00122365j 0.000178507+0.00127104j 0.00437922-0.00110144j 0.0021121+0.0060869j -0.000937973-0.00277898j 0.0112485-0.000917222j -0.00405119+0.00342105j -0.00200745+0.00433642j -0.00402079+0.00446456j -0.00340292+0.00471711j 0.000516927+0.0021451j 0.00349596-0.000846835j 0.000620916+0.00142903j -0.000258208+0.000112924j -0.000815084-0.00106809j -0.00138749-0.000613271j 0.00617657-0.00254492j -0.00455912+0.00118468j -0.00373835-0.00339978j -0.00289919+0.000514904j 0.00172105-0.00215346j 0.00356028-0.00103574j 
0.00124387+0.00209433j -0.00057237+0.00209749j -0.000711904-0.00259765j -0.000480241+0.00407985j 0.0024072+0.00465605j -0.000498068-0.00117825j 0.00097779+0.00153812j -0.00132587-0.000611553j -0.00327078-0.00161569j 0.000792703-0.00163119j -0.00342055+0.00292028j -0.000495863+0.00447242j -0.00196228-9.98135e-06j 0.00501122-0.00424228j 0.00254105-0.00203517j -0.00710099+0.00303613j -0.000457941-0.00520219j -0.00373997-0.00274331j -0.00144502-0.00155885j -0.00106301-0.00485418j 0.00989479+0.000712875j 0.00277903-0.00653752j 0.00479085+0.00224143j 0.00150343+0.000171957j 0.00348265+0.00348257j -0.00195211-0.00252144j -0.00335609-0.00121648j 0.0039913+0.00559002j 0.00135539-0.00292626j -0.00301668-0.00275854j -0.00388789-0.0036225j -0.00188765-0.00196078j -0.0028861+0.0041266j -0.000467271-0.00148939j 0.00143137-0.000731816j 0.00212648-0.00734464j -0.00451757+0.00119245j -0.00235846-0.00369807j -0.00519832-0.00271695j -0.000205845-0.00262619j 0.00162158+9.96212e-05j -0.00521903+0.00514329j -0.00194031-0.00892794j -0.0056723+0.00699945j 0.000351547-0.00191187j -0.00525128+0.00170521j 0.00669592+0.0107822j -0.00468788-0.00143155j -0.00245734-0.000915023j -0.00222661+0.00266042j -0.00235293+0.00691901j -0.00414819-0.00600886j -0.00492041-0.00654592j -0.00889865+0.00838451j -2.79628e-05+0.00130486j -0.00113084-0.00406645j 0.00109365-0.00815746j 0.000950573+0.00282115j 0.000162548+0.000498435j -0.00484626-0.00500638j 0.00430408+0.00371159j 0.002266+0.0017257j 0.00146181-0.000350823j 0.000236709+0.00444636j 0.000155651-0.00165016j 0.00168338-0.00688857j 0.0031276-0.00393416j 0.00174223-0.00186513j 0.00134645+0.000432263j -0.000560582-0.000760749j 
-0.000505094-0.0030203j -0.000324672-0.00166616j -0.00236345+0.00148176j 0.00248377-0.00323771j 0.00194812-0.000809673j 0.000232153+0.00225811j 0.000632453+0.00239702j 0.00204873-4.48046e-05j -0.000436252-0.00179178j -0.00140106+0.000304835j 0.00140562-0.00205076j 0.000541618-0.00373387j 0.00136285-0.00228266j -0.00517907+0.00189081j -0.00221818+0.000588307j 0.00278447-0.00907959j 0.000293916+0.00288864j -0.000509712-0.00308317j 0.00487043-0.00202646j 0.00380433+0.000375785j -0.00263717+0.00416803j -0.000539003+0.00918967j -0.00188695-0.00459372j -0.00146024+0.00239818j 0.000828821-0.000227822j 0.000144355-0.00633164j -0.00830433+0.000490801j 0.00679558+0.00415326j 0.0078399+0.00383466j 0.00251007-0.001631j 0.00261062-0.00647387j -0.00143854-0.00540948j -0.00564411-0.00116462j 0.00786559-0.00369695j 0.0030717+0.00437874j -0.00231151-0.00210868j -0.00406531+0.00059472j 0.0106535-0.00366224j -0.0104494-0.00530877j -0.00243411-0.00792389j 0.00295123+0.0042566j 0.00935604+0.00193364j -0.00853041-0.00667457j -0.00295459+0.000926723j -0.0041389+0.00459467j 0.0124029-0.00550136j 0.00525755+0.00396219j -0.00340098+0.00585117j -0.00116151-0.00838797j -0.000460745-4.5424e-05j -0.00146611+0.0102821j -0.0104568-0.0053795j -0.00141441-0.010811j -0.000430758-0.00300908j -0.0076102+0.00218953j -0.00291903-0.00459168j -0.00102825-0.0114745j -0.00214364+0.00757097j -0.000274467+0.000301716j 0.00389136-0.0024327j -0.00374462+0.00206418j 0.0015235-0.00139247j -0.00149313+0.00221241j -0.00332307+0.00331567j 0.00180835+0.00175586j -0.00100421-0.00267556j -0.00403215-0.00447758j -0.00085195-0.00229793j -0.00118095-0.000245555j 0.000506183-0.000605359j 
-0.0024322-0.00288039j 0.00250045+0.000692334j -0.000766288-0.00244644j -0.000617875-0.00107438j -0.00187381-0.0015354j 0.0010739-0.000337203j -0.000506105-0.00253962j 0.000119173+0.00414183j 0.00318098+0.00221294j -0.000536474+0.00205919j -0.0017885+0.00621438j 3.53051e-05-0.00166646j 0.00365346+0.00416277j 0.00202721-0.0015425j -0.00496913+0.00416708j 0.00361162+0.0066538j -0.00199974+0.00463324j -0.00278801+0.00274264j -0.00373798+0.00542371j 0.0010369+0.00406477j -0.00482113-0.00579189j 0.00336043+0.000901023j -0.00785195-0.000702212j -0.000510957-0.00231513j -0.00187934-0.00444862j -0.00438702+0.00711353j 0.004037-0.00454373j 0.00338367+0.00218992j -0.00295371+0.00135566j -0.00308434+0.00351567j -0.0104754+0.00204289j -0.00146394-0.00491386j 0.000961058-0.00969882j -0.00920946+0.00798887j -0.00126406-0.00069988j 0.000258028-0.00124334j -0.00118417+0.000292394j -0.00507128+0.0119008j 0.00614568-0.00868283j -0.0028092-0.0133525j -0.000478188+0.00396432j -0.00800242+0.01499j -0.00138323-0.00637207j 0.00282562-0.00515443j 0.00555071-0.00332739j -0.00731881+0.00727623j 0.0031993-0.00287754j 0.00981951+0.00483946j 0.00308095-0.00729734j 0.00490017-0.00106275j 0.0025466+0.0121427j 0.0114791-0.00182017j -0.00288971+0.00143582j 0.00832868-0.00121701j 0.00876359+0.00126157j 0.000249319-0.00857484j 0.00509152-0.00440628j -0.00253141+0.008651j 0.000855503-0.000739436j -0.00344635+0.00303876j 0.00318101-0.000790079j -0.00351121-0.00295533j 5.74511e-06+0.00195473j 0.000669017+0.00100438j -0.00376932-0.000296946j -0.00306871+0.00260533j -0.000478364+0.00302823j 0.000224245-5.50964e-05j -0.00233078+0.00163209j -0.000750334-1.59067e-06j 
0.00226706+0.00174876j 0.000859517-0.00212824j 0.000389775+8.08306e-05j 0.00141854+0.00314998j 0.000642587+0.00320275j 0.00375974-0.000426429j -0.00251971+0.000336712j -0.000945387-0.000347728j 0.00199031+0.000560646j 0.00331111-0.00473769j -0.00472774+0.00490562j 0.00292542-0.00335245j 0.00422317-0.00380893j 0.00725894-0.00553715j 0.00280039-0.00139714j 0.0078212-0.0070657j -0.00197052+0.00312316j -0.0021976+0.00423508j -0.00654266+0.00367649j -0.000472743+0.000417447j -0.00227718+0.00169324j -0.00341841+0.000768831j -0.00214226+0.0052777j -0.00106524+0.00205312j 0.00156076+0.0066725j -0.00812164+0.00262321j -0.00695336-0.00207212j -0.00536562+0.00472251j 0.00559141-0.00585442j -0.00191668-0.00393883j 0.00557743+0.0035866j -0.00464331-0.00123109j -0.00446748+0.00428457j 0.00316952-0.00227346j -0.000476763-0.00707353j 0.00147183-0.0022694j -0.00662562+0.00341586j 0.00946097-0.00458071j 0.00618617+0.0058465j -0.00737897+0.00260329j -0.0097266+0.00152986j 0.00970418-0.00685503j 0.013505-7.10539e-05j -0.00647713+0.00104287j 0.00729841+0.000363381j 0.000213176-0.00300261j 0.00178257-0.000749461j 0.00269012+0.000563235j 0.00287071+0.00159368j -0.002182-0.000116866j 0.00637366-0.0010947j -0.00782355+0.000410965j -0.000668448+0.00081578j 0.00344517+0.00139925j -0.00574288-0.00183361j 0.00609737+0.00020673j 0.00449454+0.000583432j 0.00599585+0.00223736j 0.0032562-0.00164788j -0.0033883-0.00149557j -0.00271874-0.00132109j 0.00532018-1.83418e-05j -0.000396909+0.00203716j 0.000944321-0.00100245j 0.00028957-0.00188357j 0.00257675+0.0009553j 0.00312867-0.00112651j 0.000922007-0.000797695j 0.00262293+0.000218882j 0.00202298-0.000330308j 
-0.000525145-0.00184967j -0.000971584+0.00223873j 9.49869e-05-0.000317663j -0.00237356+0.00279292j 0.000783077+0.000754462j -0.000962629-0.00124705j 0.0025529+0.00358331j 8.67113e-05-0.00349318j -0.000126891+0.000357066j 1.44364e-05-0.00408963j 0.000965144+0.00266681j 0.000922966+0.00152013j 0.000501512-0.00573539j 0.00198041-0.00580634j 0.00299197-0.00674244j 0.00316376+0.000600173j -0.00369314+0.00663091j 0.00402853-0.00311635j -0.00510532+0.00449845j -0.00249034+0.00179159j 0.0100818-0.00843978j -0.00176357-0.00217631j 0.00630264+0.000614906j -0.00201403+0.00554664j 0.00714307-0.00161708j 0.00199456+0.00512912j -0.000989214+0.00147878j 0.00732965-0.00371731j 0.00143377-0.00154603j -0.000127015+0.000893404j 0.0144973-0.00513179j -0.0047397+0.00121247j 0.0074315-0.00559996j -0.000136267-0.00123341j -0.00111971-0.000847291j -0.00838947-0.00314248j 0.00115141+0.00115535j -0.00375864-0.00471455j 0.0144615-0.0110437j -0.00318544-0.00162214j -0.00763519+0.00830439j 0.0028504+0.00109735j -0.00139634-0.000921163j 0.0101005+0.00156783j -0.00226037-0.00536093j -0.00410458+0.0053876j 0.00024122-0.00239002j -9.52911e-05-0.000858524j 0.00189115+0.00053559j -0.00536459+0.00203754j -0.0104523+0.00322233j -0.00209006+0.00318256j 0.00396875-0.00432014j 0.0136691+0.000913685j -0.00156839+0.000821779j 0.00966555+7.71728e-05j -0.00396074-0.00440781j 0.00490738-0.00580477j -0.00157157-0.000920181j -0.000820848+0.00184775j -0.00181302-0.000278811j 0.0039869+0.000822744j 0.00145347-0.000455326j -8.12467e-05+0.00177397j -0.00223874+0.00311164j 0.0036791-0.00210823j -0.000879767-0.00186527j 0.00181214+0.00174644j -0.00188155-0.00143345j -0.000822172+5.20148e-05j 
