-0.00355638-0.00429951j 0.00117903-0.00744357j 0.00196809-0.00715045j 0.0047192+9.33563e-05j 0.000339319+0.00299151j -0.002118+0.00389567j 0.00574992+0.000617386j 0.00181721-0.00608754j -0.000686271+0.00150146j -0.00067711-0.00571649j -0.00469147-0.00165811j -0.00419367-0.00280186j 0.00255723-0.00741662j -0.00105898-0.000920772j -0.00297863-0.00148886j -0.0015307-0.000731989j -0.000571576+0.00109631j 0.00147982+0.00125263j -0.00271111-0.000697633j -0.000798895-0.00239864j 0.000479782+0.00607818j -0.00392471+0.000553055j 0.0012674+0.00333421j -0.00125807+9.00291e-05j 0.00196912+0.00188984j -0.000283325-0.000911053j 0.00202681-0.00312242j 0.000768597+0.00160582j 0.00220761-0.000533304j -0.00145851-0.000733306j -0.00148244+0.000483373j -0.00114559+0.00279435j 0.00224587+0.0037189j 0.000300577-0.00280621j -0.0021557-0.000558425j -4.1961e-05+0.00168484j 0.00410733-4.81108e-05j 0.00168388+0.00267901j 0.000713936+0.00220551j 0.00279203+0.000455364j 0.00150221+0.000109557j 0.00246036+0.00072276j 0.00314046+0.000189559j -0.000255046+0.00283192j 0.00230468+0.000274692j 0.000519852+0.00213961j 0.000802137-0.000993589j 0.00186822+0.000287576j -0.00269775+0.00369242j 0.001966+0.00105143j 0.000634424+0.000681808j -0.00165222+0.00173214j 0.00140293+0.00155142j -0.000449557-0.00451741j 0.00258865+0.000287343j 0.00169013+0.00605319j -0.0015207-0.00126001j 0.000815363-0.00532683j -0.00393027-0.00250081j -0.000914801+0.00175788j 0.000422809-0.00346616j 0.00176138-0.00023882j -0.00489127+0.00368638j 0.00318031-0.00273867j 0.000866008+0.00372241j 0.0114321+0.00152789j -0.0164008-0.0221737j 0.01203-0.0150946j -0.0117682-0.0169105j 0.00369767-0.00289774j -0.0344755-0.000787336j 0.0126317-0.0210582j -0.0457049-0.00230273j -0.0382834+0.0055459j -0.0139068-0.0105259j -0.064034+0.0181585j 0.0161054+0.0473251j 
-0.00377393+0.000508359j 0.000119289+0.00353442j -0.00610995+0.00196881j 0.00349133+0.00411646j -0.000712698-0.00052306j -0.00725922+0.00588235j -0.00258938-6.65059e-05j -0.000949378-0.00341187j -0.00157137+0.00190151j -0.000984903+0.00460942j 0.0011962-0.00185787j -0.00197085+0.00113427j -0.00099277-0.00149167j 0.00217509+0.000372325j -0.00330162-0.000131072j -0.00348502+0.00104597j -0.00568437+0.0031265j 0.00656912-0.000811592j 0.00518389-0.00132623j -0.00555845+0.00385288j -0.00277356+0.000433385j -0.0044011-0.0019336j 0.00200842+0.000433805j 0.000588926-0.00212583j -0.00398672+0.000837747j -0.00899891-7.81013e-05j 0.00518633+0.000733334j 0.00203009-0.00145176j 0.00110411-0.00266739j 0.00329528-0.00665101j 0.00148689+0.000238234j -0.000508156-0.000369659j -0.00446862+0.000451489j 0.000875449-0.00162145j 0.00256444+0.00336397j -0.00459338+5.63702e-05j 0.00650383-0.00164272j -0.000625437-0.00361504j 0.0010818+0.000771954j -0.00676431-0.000519492j 0.00739678+0.000573416j -0.00640745-0.00306406j 0.00410174+0.00110299j -0.000393942+0.00019825j -0.00633574+0.00575377j 0.00356201-0.00420512j 0.00271509-0.00173285j -0.0138622+0.00817118j -0.0121282+0.00182927j 0.00332512-0.00324763j 0.00635811+0.000327497j -0.00718615+0.00437303j 0.000805764-0.00344316j 0.00947278-0.00621776j 0.00789956-0.00496099j -0.00333041-0.00163758j -0.021071+0.000402262j 0.0195761-0.00402253j -0.0278609+0.00613597j -0.0116432+0.0236818j -0.0415314+0.00903162j -0.0514945-0.00697246j -0.00818344-0.0196307j 0.00988125-8.68711e-06j -0.0143385+0.00470032j -0.0373759-0.0263892j 0.0284962-0.00993097j -0.0129692+0.00959226j -0.0469518-0.00305729j -0.0151814-0.00307048j -0.0370962-0.00910474j 0.00394001+0.0169671j -0.0443768-0.012827j -0.00668348-0.00203186j -0.000227589-0.00208966j -0.00349674-0.003366j 0.00421484+0.00256971j 
-0.000542437+0.00629948j 0.00739933-0.000249973j 0.0020151+0.000758839j 0.000461322+0.00139683j -0.000884676+0.0052519j -0.000193659-0.000990533j -0.00443399+0.00562265j -0.000949315-0.000591326j 0.00185645-0.00414378j -0.00296179+0.00604723j -0.00700754+0.00475333j 0.00536381-0.00105357j -0.00177083+0.000438715j -0.0014217-0.00215968j 0.00226283-0.00222919j 0.00281795-0.00424859j 0.00130506-0.00170504j 0.00596131-0.00402197j -0.00443442-0.000284501j 0.00632406+0.000433325j 0.00187176-0.000224795j -0.000782785-0.000594806j 0.00188686-0.00269163j -0.00356449+0.00347065j 0.00324667-0.00275918j 0.00742524+0.00015015j -0.00163307+0.00414983j 0.00232515-0.000901632j -0.0021718+0.00116922j -0.00361914+0.000513542j -0.00106643-0.000113195j -0.00354977-0.00206782j -0.00313185+0.00262975j 0.0004597+0.00183769j 0.00545315+0.000813651j 0.00124441+0.00189803j -0.00205869+0.0038961j -0.00978713-0.00493038j 0.000518354-0.00425082j -0.000815741-0.00065439j 0.00355+0.000860448j -0.00453884+0.00165298j -0.00175854-0.00174014j -0.0002071+0.000545328j -0.0104059+0.00187803j -0.00986859+0.00444194j 0.00851772-0.00451939j -0.00479947+0.000462384j -0.00669322+0.0033592j -0.0028496-0.00112641j 0.0167919-0.00993571j 0.0162917-0.0101405j 0.0102297-0.00217951j 0.00489027-0.00042241j 0.000603407+0.00196474j -0.0113685+0.010768j 0.048729-0.00795999j 0.00660157+0.0146667j -0.0144522+0.00207098j -0.0317469-0.00497773j -0.0341787-0.00997124j 0.0213576-0.0180336j 0.035047-0.00997549j 0.0198732+0.00572979j 0.069955+0.0252099j -0.0290199+0.0194612j -0.0161497+0.00381209j 0.0245076+0.00384465j -0.0093334+0.00229537j 0.0383961+0.0117882j -0.00886102-0.0226367j -0.0391576-0.0108003j 0.00161948+0.000773428j -0.00851647-0.00245672j 0.00769196+0.00384992j -0.00539912-0.00236069j -0.00550676-0.00456714j 
0.00624641-0.000437722j 0.000522473-0.00478927j -0.00417798+0.00589161j 0.00287941+0.00159338j -0.00483607+0.00040386j -0.00235629-0.001949j -0.00216514-0.0036585j 0.000371084+0.000844228j 0.00062679-0.000106532j 0.00132955-0.0033176j 0.0051509+0.00192298j 0.00606683-0.00237086j -0.00415472-0.0024642j -0.00671777+0.00447238j 0.0056959-0.00193967j -0.00606312-0.00174814j -0.00702325+0.00342654j 0.00535626-0.00145119j -0.00298116-0.00134592j -0.00254455+0.00155184j 0.00492293-0.00185658j 0.0104346-0.00147102j 0.0013319+0.000229922j 0.00642824-0.00286455j -0.00395747-0.000207689j 0.00275379-0.00647828j 0.00190045-0.000510384j -0.00736339-0.00351457j 0.00239454+0.00364806j 0.00527483+0.00130404j -0.00289455-0.00052281j -0.00442276+0.00134679j 0.002297+0.00250517j 0.00319622-0.00106369j 0.0011671-0.00651707j 0.00543775-0.00349483j 0.00247132+0.00118908j 0.0155876-0.00303296j 0.00557159-0.00142036j -0.00497272+0.00317063j -0.00713143+0.00166348j -0.00255326+0.0024346j -0.0031698+0.00440241j 0.00152398+0.00211376j -0.00491567-0.00133342j 0.00935791-0.00445204j -0.00519176+5.31302e-06j -0.00309164-0.00287907j 0.00488083+0.00334464j -0.011326+0.00465152j 0.00442993-0.00220131j 0.00247113-0.00373535j -0.0080631-0.00710917j -0.0136833+0.00523514j -0.0200721+0.000368511j -0.0499802+0.00685969j 0.00435049+0.0152792j -0.0115969-0.00417476j -0.0108383+0.001148j 0.0253078-0.01506j 0.00561492-0.00911748j -0.00232939-0.00459016j -0.0266618-0.0143354j -0.00375865-0.025533j 0.0327833-0.0223037j 0.0641425+0.0168287j 0.035516+0.00485187j -0.0262798-0.0127855j -0.041277-0.000485455j -0.00926023+0.0175412j 0.0329412+0.0114692j -0.0124387-0.00644526j -0.00191355-0.00118491j -0.0117292-0.0032328j -0.0109064-0.00292194j 0.00427047+0.00284511j -0.0032646-0.00142204j 
-0.000252975+0.000631515j 0.00107247+0.000126741j 0.000843653-0.00157041j -0.0032137+0.000253968j 0.000719495+0.000502937j -0.0042922+0.00123099j -0.000216466-0.00194869j 0.00475042-8.28143e-05j -0.00280159+0.00133727j -0.00478804+0.000230422j 0.00445557-0.00303316j 0.00310102-0.00365953j -0.00175964+0.00307804j -0.00169007-0.00141271j -0.00138599+0.00105789j -0.00148972-0.00151552j -0.0103305+0.00239924j -0.00161753+0.00190357j 0.000120042+0.00212422j -0.00411307-0.00141527j -0.00460864-0.000332079j -0.00378535+0.00134393j 5.68252e-05-0.000434435j 0.00167225+0.00223317j -0.00336985-0.00203598j -0.00297299+0.000426768j -0.00249991+0.00471367j 0.000419271+0.00103877j 0.00262253-0.00285472j 0.00247122-0.00288905j 0.0031778-0.00108117j 0.0012261-0.00114575j -0.0103941-0.000399546j -0.00222371-0.00123239j -0.00130378+0.0011258j 0.00792799-0.00424041j 0.00642671-0.00329696j -0.0111288+0.0044777j 0.00591624-0.00334672j -0.00887196+0.000297362j -0.00131883+8.93952e-05j -0.0130617+0.000672977j 0.00285068-0.00326148j -0.0133452+0.0079695j -0.0141961+0.00509972j 0.00275789-0.00532463j 0.000707902-0.00242227j -0.012599+0.00138427j -0.00167181-0.00536091j -0.00584276+0.0019898j 0.00533741-0.00465718j -0.0455359+0.00496679j -0.0236998+0.00293991j -0.0209669+0.00348751j -0.0148691-0.0106934j 0.0234728-0.00690148j 0.0320411+0.00276829j -0.0140023+0.00861114j -0.00687421-0.0120681j 0.0337978+0.0115581j -0.00154702+0.0124013j 0.0393377-0.0118793j -0.0210602-0.00502063j 0.0738901+0.00462929j 0.00939987+0.0058347j 0.000402486-0.00339911j 0.0277685+0.01043j -0.041428+0.00135184j 0.00861638+0.0146251j 0.0110791+0.00168953j -0.00205358-0.00167542j 0.00760088+0.0029873j -0.00847668-0.000812842j 0.000296619+0.00121711j 0.00476579+0.00201878j -0.000310744-0.000475717j -0.00178311-0.00113427j 
-0.000812318+0.00200098j 0.00283176+0.000241977j 0.00281309-0.0031973j -0.00537543+0.00063746j 0.00028299+0.00257845j 0.00248185+0.000861934j -0.00723977+0.00302833j 0.00196319-0.00105332j 0.0055742-0.000275865j -0.0104797+0.00475919j -0.00302352-0.00168346j 0.00310514-0.00128847j -0.00537546+0.00383403j 0.00253827-0.00174081j 0.00668981+0.000191126j 0.00406861-0.00277763j -0.00110099+1.77744e-05j 0.0090136-4.91652e-05j -0.00156625+0.00162099j -4.34904e-05-0.00119555j 0.0018227-0.00120344j 0.00236127-0.00246194j -0.000358539-0.00339385j -0.00451382+0.00218089j 0.000720223-0.000945723j 0.00214756-0.000567386j -0.00979003+0.00789191j 0.0016934-0.00157029j -0.000241888+0.00190477j 0.00236463-0.000856471j 0.00626505-0.00194512j -0.0066066-0.00170066j -0.00721026+0.00313626j -0.00750179+0.00336184j 0.00055053+0.00298613j -0.00420696+0.00320932j -0.0128325+0.00313355j 0.0104015-0.00276412j 0.00771673-0.00605752j -0.000762749-0.00112417j -0.00642915+0.00120327j -0.0030581-0.000848118j -0.00213382-0.00722919j 0.0089279+0.00124188j -0.00194937-0.00671149j -0.00526013-0.00577362j -0.012848+0.00417454j -0.0149987+0.00584641j 0.000869159+0.0068754j -0.033379+0.00235752j 0.0199413-0.0108357j -0.00201954-0.00317848j 0.0150578-0.00715367j -0.0131776+0.00300542j 0.0259239-0.0159052j 0.00665291+0.0214036j -0.061121+0.00275546j 0.04972+0.0218708j -0.0024676+0.0115916j -0.00555245-0.00659084j 0.0458956-0.00423591j 0.00691745-0.00285653j 0.00939506+0.00538565j -0.0383681-0.0197949j -0.0215439+0.00593882j 0.00761574+0.0197411j -0.0130985+0.0089143j -0.038555-0.0192916j -0.00947694+0.00292105j 0.0160136+0.00435589j -0.00250206-0.00445082j -0.00785399-0.00317686j 0.00396376+0.00389542j -0.00290108-0.00135786j 0.0101744+0.0057638j 0.000302625+0.000710023j -0.00222545-0.00203785j 
0.000168113+0.00230029j 0.00381082-0.000950673j 0.00534056+0.000188009j 0.0018822-0.0011191j 0.000261336+0.000670731j 0.00104612-0.00289384j 1.80255e-05+0.00339682j 0.000253104+0.000648346j -0.00140532-0.00405384j 0.00627207-0.00287819j 0.00289317+0.00235996j -0.000433333-0.00182637j 0.00296964+0.00071326j 0.00283978-4.91924e-05j -0.00173179-0.0011559j 0.00490371-0.000472814j 0.0024878-0.00304381j -0.00675186-0.000363397j -0.00186868+0.00119498j 0.00790874-0.000518966j -0.00448777-0.000310579j 0.00133824-0.00197698j 0.00166523-0.000385478j -0.00381181+0.00117756j -0.000634515-0.0017508j 0.00278462+0.00212805j 0.000235887-0.00188356j -0.00091124+0.000977871j -0.0102978+0.00227502j -0.00674133+0.00231187j -0.00220964+0.000583701j 0.00431341-0.00486021j -0.00597381-0.00330852j 0.00393903-0.00335223j -0.013976-0.00219425j -0.00960139+0.00331361j -0.00168411+0.000494102j -0.0113181-0.00203025j -0.00122212-0.00262167j 0.00763624+0.00111648j -0.0240439+0.00280142j -0.0111539+0.00735861j 0.0051035-0.000735665j -0.0239984+0.00125587j 0.0126621-0.00277787j -0.011768+0.000696473j -0.0112106+0.00873896j 0.0330162-0.00202714j 0.0245467-0.00556518j -0.0208172+0.00912045j 0.0230897+0.00838957j 0.0352509-0.00388033j 0.00343739+0.00711379j -0.0114939+0.0041854j -0.0182066-0.00365086j 0.0170046+0.0170895j -0.0455695-0.00352624j -0.00826787+0.0112465j -0.0553401-0.0171181j 0.00532705-0.00618776j 0.00800553+0.0161036j 0.012894+0.0100112j -0.0307201+0.00343289j -0.0207999+0.000673083j -0.0239109-0.00361217j 0.00240203+0.0181391j 0.0445214+0.0123696j 0.0191107+0.0137412j 0.0220914+0.00305944j 0.0024587+0.0011285j 0.00294112+0.000931413j -0.00374418-0.00196822j 0.00866699+0.00332988j 0.00107504+0.000669542j 0.00085701-3.50143e-05j -0.00273581-0.00131311j -0.0035382-0.00213883j 
0.00442007-0.00241503j -0.00267436-0.0022829j 0.00185045+0.00110124j 0.000296943-0.00246616j -3.06027e-05-0.00310884j 0.00216999-0.00362243j 0.00121048-0.00215747j -0.00228176+0.00217055j -0.00316179-0.000322014j 0.00225597-0.00622073j 0.00258409-0.000661616j -0.00717991+0.00372889j 0.00417509-0.000344183j 0.00299427+0.00146397j -0.00366401+0.00109586j -0.00310569+0.00264147j 0.00730991-0.000102018j -0.00709277+0.00286377j 0.0112047-0.000418613j 0.00407635-0.00242739j -0.000600834+0.00147672j -0.00349464+0.00178596j -0.00497819+0.0020203j 0.00544013-0.00137697j -0.00932381+0.00472246j 0.00159931+0.00213331j 0.00223702-0.0050243j 0.00372409-0.00205752j -0.0073613+0.002396j -0.00546498+0.00176112j 0.000859327-0.000521382j 0.0102693+0.00247628j 0.00718867-0.00221067j -0.011323+0.00200983j -0.00182604+0.000727754j 0.0057244-0.00186864j -0.000770124-0.0010643j -0.0271714+0.00488376j -0.00194919-0.00160104j -0.00296968-0.000472148j 0.00178021-0.00171537j 0.0183297-0.00479822j 0.00144043+0.000299093j -0.000743229-0.0010062j 0.00958869+0.00392727j 0.0127997-0.00080911j -0.00306123+0.00750216j 0.0160604-0.00142992j 0.00748138-0.00617777j -0.026402-0.00751852j -0.0390355+0.0150684j -0.0102574+0.00264628j 0.0116864-0.00522214j -0.0434851+0.00210237j 0.039189+0.0103889j -0.00360992-0.00921732j 0.0347718+0.00917647j 0.0356315-0.00374161j -0.0355082+0.00262961j -0.0354069-0.00216006j 0.0304488+0.00772673j -0.0277432+0.00100186j 0.0161589+0.00948226j -0.0130083+0.00966267j 0.0137536-0.00764025j -0.0429949-0.0172186j 0.00931293+0.0122276j -0.00658416-1.19143e-05j 0.00760657-0.00109153j -0.0106502-0.00300612j 0.00115277+0.00252634j 0.00829494+0.00348768j 0.00692067+0.000433609j 0.0034801+0.00119046j -0.00637087-0.00253673j 0.00339183+0.00187661j -0.00100623-0.00018971j 
0.00225968-0.00113863j -0.00137126-0.000985999j 0.00222328-0.000669698j -0.0019081-0.00142181j 0.00115837-0.00157802j 0.00374597-0.00216516j -0.00201835+0.000601188j -0.00314717+0.00128626j -0.000120775-0.000514249j -0.00235186-0.00211534j 0.00114384-0.000947061j -0.00150884+0.00163214j -0.00216343+0.000597494j 0.00408256-0.000364769j 0.00122475+0.000805399j 0.00505849+0.000336771j 0.00425627-0.000366898j -0.00372814+0.0020352j 0.0029041+0.00103548j 0.00136989+0.000215029j 0.00054727-0.000823231j -0.00533173+0.0018582j 0.00211165-0.000495709j 0.000540566-0.000501161j 0.00209+0.00209421j -0.00146666+0.00394704j -0.00931445-0.00189718j 0.00365449-0.00119313j -0.00467891+0.000851881j -0.00826893-0.00069353j 0.00345515-0.000530046j 0.00826221-0.00218076j -0.000511502+4.59229e-06j -0.00909317+0.000750968j 0.0161608-0.000432091j 0.0212089-0.00468029j -0.00182315-0.0026494j -0.0217631+0.00190664j -0.00139746-0.00204315j -0.00893826-0.00356509j 0.0137409-0.00638697j -0.00238159-0.00353494j -0.00551027-0.00250345j 0.0115827-0.00245126j 0.0269329-0.00706779j 0.0218067-0.00453885j -0.0586911+0.0110445j 0.0243769-0.00204481j -0.0374236+0.00421983j 0.0251183-0.00592557j 0.0109323+0.00580997j -0.0283735-0.00245073j 0.0433116+0.00418789j 0.0783983+0.00121243j -0.0358746-0.00997286j 0.0225143+0.00139468j 0.0514143+0.012706j -0.0214625-0.000222506j 0.0112441+0.00880434j 0.00976987-0.000187581j -0.024159-0.0114629j 0.0260986+0.00109249j -0.0011726+0.0131583j -0.0154928-0.00561474j 0.0117699+0.000959632j -0.0229171-0.00767495j -0.00309922+0.00381505j -0.00652281-0.00216652j 0.00844439+0.000602486j 0.000756468+0.000199431j -0.00125122-0.000700748j 0.00312245+0.000530111j 0.0076806+0.00262014j 0.000921719-0.0001931j -9.14889e-05+0.000582942j 0.00269725+0.00186086j -0.000290888-0.000142582j 
-0.00257316-0.000541766j -0.00215813+0.00172887j 0.00358801-0.00285336j -0.000110357-0.00189124j 0.00119459-0.00209533j 0.00355431+0.00131033j -0.000199727+0.00173663j 0.0012237-0.000860393j 0.00420896+0.000446807j -0.00169695+0.00110837j -0.00481618+0.000923482j -0.00655582+0.000795928j 0.000389621+0.00112777j 0.00221684+7.7744e-05j -0.00128324+0.000672308j -0.00336688+0.000502136j 0.00719091-0.00178298j -0.00415128+0.00344422j -0.00359538+0.00191774j -0.00277581-0.000752202j -0.00259302+0.00116952j -0.00424794+0.00080789j 0.000944265-0.00291664j -0.000368388-0.003751j 0.0107783+0.000368073j -0.000529442-0.0019832j 0.00512382-0.00112901j 0.00277615+0.000207385j 0.00251212-0.0026207j 0.00677006-0.0016583j 0.00196942+0.000767134j -0.00343352+0.000871432j -0.00620616+0.00268792j 0.00251894-0.000882742j -0.0178702+0.00562158j -0.0224326+0.00836692j -0.00397218-9.31544e-05j -0.00307378-0.000411557j -0.0100283+0.000530534j 0.032245-0.000391204j 0.0006793-0.00630716j 0.0187996+0.00203767j -0.000280641-0.00727885j 0.012874+0.00183997j -0.0374455+0.00656836j -0.00409958+0.0164134j -0.00138471+0.00635543j -0.00748035+0.011138j 0.0365516-0.000900237j 0.0105266-0.00189714j 0.0392898+0.00467515j -0.0423408-0.00251843j 0.0172683+0.0127681j 0.00751259+0.00929141j -0.0357563-0.000179058j -0.0554801-0.0049034j -0.00263797-0.021079j -0.037163-0.00524123j -0.024382+0.00283589j 0.0297841+0.00219888j 0.025763+0.0123598j -0.0403826+0.00285773j -0.00613851+0.0080996j -0.0161208+0.00310539j 0.00438202+0.00966615j 0.0132325+0.00270373j -0.0116299-0.00301086j 0.00552628+0.000264691j 0.00321487-0.0019059j -1.13858e-05-0.001949j -0.00667349-0.00134263j 0.00386919+0.00157208j 0.00264636+0.000523264j 0.00553505+0.00157834j 0.00272447+0.00095262j -0.00096958-0.000625437j 0.00161704+0.000813084j 
-0.000349986+4.65069e-05j -0.000204535+0.000233605j 0.00311656-0.00248806j -0.00340669-0.000680623j 0.00475779-0.00221996j -0.000571174-0.000258592j -0.00544193+0.00212096j -0.00156505-0.000627831j 0.00305889-0.00168309j -0.00263479-0.000708949j 0.00260888-0.00161827j -0.00505645-0.000581499j -0.00771112+0.00390175j 0.0114174-0.000455224j 0.00146997+0.00121383j 0.00207504+0.00190243j 0.00465749-0.00149143j -0.00303768+0.00035528j 0.00653709+0.00127689j 0.00396461-0.00227056j -0.00197898-0.00163325j -0.00996394-0.000422158j 0.00816287-0.00194875j -0.00772176+0.000539216j 0.00592175+0.00173064j -0.00426061+0.00236666j -0.0231208+0.0025653j 0.0111262-0.00162562j -0.0016645+0.000921244j -0.00387796-0.00017246j 0.014677+4.75767e-05j -0.000681322-0.00207676j -0.00787914-0.00581402j -0.000435635-0.00408005j 0.0234203+0.00451046j -0.0153914+0.00237298j -0.00602347-0.00509713j -0.0180928+2.11204e-05j -0.00325311-0.000379788j -0.0249571-0.000362301j 0.0272966-0.00712185j 0.0194064-0.00434888j 0.035168-0.0194094j -0.0192217-0.00223185j -0.0265425-0.0032254j 0.00371906-0.00358826j 0.0391633-0.0051801j 0.0293037+0.00066915j 0.00842982+0.00577631j -0.00885525-0.0021291j -0.00335788+0.00441353j 0.00246134+0.00302805j 0.0346774+0.0180927j -0.0220589-0.0116967j 0.0122373-0.00966324j -0.0311984+0.0026596j -0.00975567-0.00120263j 0.00158048+0.0158725j 0.015744+0.0188528j -0.00752177+0.0102629j -0.0338908-0.00971793j -0.0220665-0.00888503j -0.0156128+0.00326536j -0.0141319-0.0020218j 0.000126082+0.00565082j -0.013328-0.00371924j 0.00170273+0.00393608j -0.0132174-0.00376465j 0.00696123+0.00126754j 0.00216177-0.000122069j -0.0108466-0.00535571j 0.00490431+0.00198245j 0.00389404+0.00219859j -0.00170994-0.00163857j 0.00537836+0.00320639j 0.000797274+0.000822591j -7.97069e-05-4.60444e-05j 
0.00307431-0.000752257j -1.56895e-06-0.0015793j -0.00457345+0.00248203j -0.00089548+0.00154112j 9.59134e-05+0.000794245j -0.00316059-0.00112396j 0.00120011-0.00446608j 0.000897847+0.000346164j -0.00082379+0.000676812j 0.00508516-0.00229132j 0.00397707-0.000955449j 0.000404991+0.00157284j 0.0020634-0.000441241j -0.000387943+0.00112085j -0.00310631+0.00158652j -0.00142134+0.00141676j -0.00154463+0.00193447j 0.00333502-0.00161947j 0.00940471-0.00341026j -0.0055434+0.00107898j 0.00398696-0.000640637j 0.00647365-0.000986061j -0.00031378+0.0014954j 0.00690348+0.00085517j -0.00860242+0.000593546j 0.000994656-0.00190584j 0.0103794-0.000729017j 0.00340168-0.0023479j -0.00317537+0.000166138j 0.0104708+0.00168236j 0.00143549-0.00175924j 0.0045849+0.00544696j 0.0252799-0.00592005j 0.0108816-0.00219168j 0.00606496-0.00369026j -0.00358997+0.000220726j -0.00645467+0.00250985j 0.0144546-0.000324052j -0.0132808+0.00177003j -0.0263363+0.0045752j -0.016952+0.00739083j 0.0517974-0.00639526j 0.0332781+0.00409044j -0.0261711+0.00650872j -0.0199273+0.0107476j -0.0482926-0.0115568j -0.0108314-0.00634919j 0.0205548-0.00537327j 0.0297555-0.00179472j -0.0428631-0.0104747j 0.00393227-0.00270281j -0.0172646-0.00187593j 0.0143031-0.00430625j 0.0394301+0.00859467j 0.0221169+0.0140978j 0.0113324-0.00576897j -0.042307+0.00444197j -0.00192063-0.0113356j 0.00504414+0.00889119j 0.00335559+0.00102936j -0.0198776+9.65997e-05j -0.0192647-0.0125125j 0.0285809+0.00362087j 0.00631804+0.00106543j -0.00511685-0.0064144j -0.00563879-0.00377822j 0.00435631-0.000219838j -5.60061e-05-0.000635459j -0.00969528-0.000915931j -0.00676074-0.0010164j 0.00566236+0.00164729j 0.00195158+0.00132731j -0.00450202-0.00274273j -0.00292721-0.000826699j -0.00350679-0.00138323j 0.00191589+0.00100506j -0.000848151-0.00038676j 
0.000131416-0.00172738j -0.00343518+0.000583624j 0.000466632-0.000626066j -0.000319276-0.00164135j 0.00520053-0.00335646j 0.00184649-0.00159946j 0.00681848-0.00160964j -0.00269755+0.0016621j -0.000743372+9.59245e-05j -6.45703e-06-0.000935045j -0.00138019+0.000241403j -0.0075302+0.00108533j -0.00341642-0.000567269j -0.00145295+1.23976e-05j 0.00063815+0.00112292j -0.00887212+0.00294623j -0.00660544+0.00302407j -0.0103882+0.00145376j -0.00919911+0.00290794j 0.00422308-0.00012432j -0.00510054+0.00243991j -0.0177964+0.00798455j 0.00108119+0.000681595j -0.00616789-0.00035868j 0.0059316+0.0018952j -0.0149552+0.00355031j -0.0119042-0.00538078j -0.00667702+0.00342156j 0.0189338-0.00496798j 0.00186555-0.00279117j 0.0105188+0.00156561j -0.012363+0.00231465j -2.48062e-05+0.00234432j -0.00153881-0.00309362j -0.00645338+0.00578774j 0.0089179+0.00772282j 0.0389369-0.00931534j -0.0308764+0.0139175j -0.0207207+0.0118511j -0.015004+0.00243716j 0.0235686-0.0115072j -0.00439018-0.00201944j -0.0268891+0.00347273j -0.00658166-0.000524953j -0.00348754+0.00779696j -0.0459018+0.00720755j -0.00788434-0.00733604j -0.0255932+0.00231035j 0.00227837-0.0164948j -0.0411489-0.0116863j 0.0253555+0.00199414j 0.0595962+0.00989989j -0.017847+0.00105649j 0.000889928-0.00842384j 0.0284994+0.00182465j -0.00482468-0.0192248j -0.0168796-0.00658396j 0.00376899-0.00297129j 0.027755+0.00358543j 0.0241373+0.0150215j 0.0152658+0.00588387j 0.0105276+0.00556863j -0.0369753-0.0031948j 0.00963586+0.0011649j 0.0116772+0.00339207j -0.00654477-0.00757031j -0.00748648-0.00143179j -0.000803806+0.00169632j 0.00698372-0.000701544j -0.00379744-0.0026907j -0.00239371+0.000287677j 0.0132815+0.00497931j 0.00265339+0.00180242j 0.00251978+0.000625085j -0.00074931-0.000382305j 0.00027138+0.000113851j 0.00263988+0.00212625j 
