-0.0380939+0.00135023j 0.0027777+0.00532778j -0.00283606-0.00355498j -0.00053769-0.00567721j -0.000114313-0.00156923j -0.00147347-0.00412493j -0.00147579-0.000757928j 0.000751879+0.000288063j 0.0019187+0.00264124j -0.000885649-0.00188148j 3.4566e-05-0.000375845j 0.000374136+0.000153157j -0.000256945+0.000291533j 0.000375488+0.00226276j -0.000217069+3.73761e-05j -0.000940054-0.000541986j -0.00029673+0.000530046j 0.000185365+0.000286774j -6.87396e-05-0.000431927j -0.000193904+0.00191682j -0.000284861-0.000913974j -4.76873e-05-0.00104194j 0.000247489-0.000620434j -0.000175404-0.00111282j -0.000100291+0.00401419j 0.000189943+0.00207574j -0.00106426+0.00214276j -0.000272242-0.000517128j 0.000443359-0.000353385j -0.00063453-0.000364539j -0.000800524+0.000936328j -0.000180869+8.57819e-05j 0.000349556-0.000249676j 0.000520231-0.000396827j 7.72213e-05-8.78973e-05j -8.06939e-05+3.06265e-05j -0.000202659-0.000313335j 0.000155996-0.000139545j -9.25946e-07+1.94185e-05j 0.000191326+0.000142238j -0.000507509-0.000975139j 0.0012664-0.000434096j 0.00158096+0.000222746j -0.000362178-0.000621815j -0.000152273-0.000124493j 0.000460151+7.63619e-05j -3.32196e-05+0.000103929j -0.000414161-0.0007618j 6.59479e-05+0.000213748j -0.000518218+0.000458407j 0.00025633+0.000188244j 5.34676e-05-1.05576e-05j 
0.000204842+0.000335636j 0.00121001-4.35746e-05j 0.000218688+0.00129431j -0.00034881+0.000306584j -0.000164048-0.000583957j -9.21386e-05+0.00059126j -0.0012708+0.000343908j 0.00129181+0.000268131j 0.000580402+0.0029983j 0.0019273+0.000448099j -1.03256e-05+0.00400185j 0.00100441+0.0010022j -0.000433909+0.00125254j 0.000418684-0.00210096j 0.00214563+0.0017463j 0.00109128+0.0019912j -0.000962593+0.00107845j -0.00172267+0.00140907j 0.00052255-0.000183319j -0.00133892+0.0014871j -0.00339485+0.00320171j 3.2516e-05+1.88347e-06j -0.00584088+0.00256522j 0.00143147+0.00228147j 0.0019264-0.000565331j -0.00190228+0.00193239j -0.00234453+0.00195854j 0.0011379+0.00157168j 0.000928453-0.00243204j 0.000207597-0.00221592j -0.00333975-0.000981467j -0.00413419+0.000691114j 3.33624e-05+0.00100599j 0.00177356+0.0020703j 0.000633948+6.14308e-05j -0.000862818-0.00216552j 0.00893808-0.000177126j 0.00168354+0.00193479j -0.00161917-0.00169923j -0.000961326-0.00318577j -0.000781911-0.00185265j 0.00315436-0.00243897j 0.000231554+0.00832214j 0.00150795-0.00131163j 0.000300755+0.000460695j 0.00125628+0.000992129j -0.000669939+0.000205032j 0.000599358-0.00174348j -0.00271753+0.00323164j -0.00118726-0.00235945j -0.00152285+0.000920297j -0.000666072+0.000919852j 
-0.000338781+0.000302597j 0.000668596-0.00123865j 0.000495844+0.0002664j -0.000207089+0.00066191j -2.1071e-05-0.00070249j -0.000219555+0.00218619j 0.000497615-0.00109606j -0.000775185-0.0014701j -0.000706279+0.00181632j -0.000677661+0.00159468j -0.00198662+0.00318155j -0.00174207-0.000344494j -0.000277815+0.000665497j -0.000406611-0.000750875j -0.000884718+0.0015275j -0.00306869+0.00180893j 0.000754325-0.00146737j -0.000723887+0.000229075j -0.00189877+0.000852035j -0.00210654+2.51892e-05j -0.00269609+0.00512333j 0.00333939-0.00524571j -0.00121983+0.0014343j -0.00453445+0.00296704j -5.52204e-05+0.00209981j -0.0102012+0.00506803j -0.0102791+0.00336057j 0.000859026-0.00169965j -0.00053391+0.00298479j 0.000243342+0.00140488j 0.00228153+0.00181784j -0.00093239-0.0012129j 7.16314e-05+0.000225133j -0.00123697+0.000760442j 0.000704121+0.000750788j -8.58621e-05+0.00219356j 0.00120433+0.000265786j -0.000341001+0.00303795j 0.0039129+0.000291542j 0.00508267+0.00137603j -0.000668874+0.00127879j 0.00238046-0.000472253j -0.00423021-0.000452225j 0.00483975+0.00267854j 0.00148985-0.000725213j 0.000431142+0.000310111j -2.82502e-05+5.17725e-05j 0.00105924+0.0014968j 0.00170937-0.00204243j -0.000458574-0.000594167j -0.000600295-0.000246166j 0.000463428-0.000485212j 
8.45612e-05+0.000233021j -0.00127595+0.000689448j -0.000207573+0.000741371j -0.000295047+0.000197337j 9.78953e-05-0.000343503j -0.00031343+0.000326217j 0.00063918-0.000754308j -0.00233122+0.00080774j -0.000647604-4.53114e-06j 0.00057231+0.000222525j -0.0037161+0.00101547j 0.00153463+0.00044411j -0.00220364-0.000938391j 0.00205908+0.00127829j -0.000170182-0.0012805j 0.0017351+0.000366583j 0.00125153+0.00115164j 0.00032874-0.00018095j -0.000280999+0.000299041j 0.000473606-0.00109934j -0.00173792-0.00164736j 0.0025439-0.00196423j 4.66251e-05+0.00231455j -0.00263271-0.000313424j 0.0055987-0.00239438j -0.0044798+0.00345381j -0.00313414-0.00319719j 0.00100313+0.00253432j -0.000668406-0.00441356j 0.00145351-0.000455796j -0.0130003-0.00505043j 0.00455981+0.00503438j -0.00421701-0.00352946j -0.00050706-0.00288447j 0.000309671-0.000451383j 0.00133419-0.000753242j -0.012951-0.00786484j -0.00063007-0.00240148j -0.000540291+0.000611484j -0.00684749-0.00355955j 0.000847233-0.00415754j 0.00543241+0.0134386j 0.000285467-0.00189175j -0.00415468+6.06486e-05j -0.00556841+0.00212607j -0.000175534-0.0010003j 0.000839969-0.00102699j -0.00149441-0.00344359j -0.00522064+0.00181725j 0.000421473+0.000586785j -3.40028e-05-0.00186076j -0.00160557+0.000116766j 
-9.93037e-05-5.01318e-05j 0.000407718+9.15343e-05j 0.000233523-0.000733432j 0.000193317+9.98909e-05j -0.000187044+0.000496042j 2.84129e-05-0.000571704j 0.000949915-0.000560831j -1.3615e-05-0.00105602j 0.000899285+0.00252595j 0.000504496+0.000537562j 0.00017227-0.000439221j -0.00228044-0.000571396j 0.00135688+0.00177778j 0.0010886-0.00192169j -0.000313626+0.00349545j -0.00138505-0.000373449j -0.000148406-0.00101855j -0.000183307-0.00210259j -0.000561755-0.000938315j -0.000444042+0.0017626j -0.000904938+0.00302877j -0.0019982+0.00105243j 0.000725916-0.00374397j 0.000743345+0.000891957j 0.00178644+0.0024183j 0.00681843-0.00309862j 0.000793204+0.00701974j 0.000573347+0.00123557j -0.000631323-0.000447291j 0.00195841+0.00287822j -0.00485441+0.00121414j -0.00342452+0.000256329j -0.00393195+0.00105927j -0.00394003+0.00520127j -0.000308056+0.00186472j -0.00097686+0.00143934j -0.00215205+0.00101712j -0.0051063-0.00148277j 0.00499927-0.00166784j 0.0042192-0.0126978j -0.00611187+0.00488071j 0.00796333+0.00364087j -0.015923+0.00756912j 0.0100268+0.00349418j 0.00114921+0.00015553j 0.000620381+0.000501731j 0.00274941-0.000761112j 0.00268556+0.000868574j -0.00148165-0.000641521j -0.00188866-0.00318962j -0.00277599+0.000499397j -0.000163702+8.63407e-05j 
-0.000352025+0.000157038j -0.0012878+0.00107442j -0.000124262+0.000562779j -0.000211989+0.000917753j 0.000374698+0.000184168j -0.000289028+0.000266509j 0.0017408-0.00238568j -0.00261384+0.00109365j -0.000255103-0.000258804j -0.00122441+0.000341382j -0.00209278+0.00217195j 0.000315494-0.000440211j -0.000358707-0.00168097j -0.00103895-0.000687682j 0.000711921-0.000236634j -0.00100524+6.25862e-05j -0.000283079+0.000124571j -0.000106694-0.0011405j -9.86631e-05-0.000511784j -0.00134527-0.00240893j -0.00126229-0.000274006j 0.00058678+0.00140192j -0.00221359-0.00146469j 0.00366181-0.00482454j -0.000947054-0.0023582j -0.00260124+0.000271759j -0.00223429-0.000477623j 0.0030491+0.00475836j 0.00309626-0.00920766j -0.00488986-0.00281441j 0.00217416+0.0020879j -0.0019865+0.00663523j 0.000769323+0.00358578j -0.00382985+0.00189801j -0.00195569-0.000605874j 0.00411286+0.00202961j -0.0162226-0.00799515j 0.00383372+0.00571911j -0.00143886-0.00445695j 0.00898183+0.000256268j -0.00470692-0.00198961j 0.000715367-0.00961018j -0.0110636+0.000131991j 0.00179333-0.000599072j -0.00683914+0.0023469j 0.00124454-0.00440282j -0.00182784+0.00159809j -0.00236485+0.00060295j -0.00728203+0.00404677j 0.00256242-0.00133073j -0.00278942-0.00158524j -0.0027168+0.00109189j 
-0.000536996-0.000211005j 0.000176951+0.00179412j -0.00119104-0.00102881j 4.26105e-05-0.000615349j 0.000905275+0.000151505j -0.00147344+7.08278e-05j 0.000564297+0.000407571j 0.00051973+0.00174714j -0.00103105-0.00234815j -0.000873933-1.9032e-05j -0.000720034-0.00324756j 0.000594017-0.00108831j 0.00024439+0.000839991j -0.000909233+0.00284105j 0.000294193-0.00170506j -0.00109861-0.00135414j 0.00123475-0.000933513j -0.00126894-0.000107627j -0.00140984+0.000538264j 0.00420557-0.00288501j 0.00190179-0.00713383j 0.00504686+0.00224731j 0.00254414-0.00613585j -0.00935412+0.000216023j -0.00581809+0.00176319j -0.00789568-0.00894825j 0.00227858-0.00894303j 0.000118367+0.0020931j -0.000434971-0.00125958j 0.00157782+0.000311948j 0.00334545-0.000571006j 5.44843e-05+0.00055576j 0.000990942-0.000214862j -0.000534187+0.000553079j -0.000324496+0.0012855j -0.000712491+0.000831313j -0.000412895+0.00215394j -0.00222551+0.000960408j 2.79195e-05+0.00148339j -0.000905463-0.000509626j 0.0016167+0.00339482j -0.00274865-0.000265451j -0.00242831+0.00125925j -0.000699873+0.000596533j -0.00044042+0.000548859j -0.000553028-0.000497826j 0.000408374-0.000116438j 7.04049e-05+0.00123384j -0.000874465+0.000707649j 0.0011999-0.000846203j -0.000324354-0.000341388j -0.000335697+0.000266377j 
-3.6304e-05+0.000328863j 0.00048859-0.000614264j -0.000211334+0.000639781j 5.85053e-05-0.000378653j 0.000401497-0.000326771j -0.000318191-0.000185076j -0.000220104+0.000475295j -0.00089063-0.00101354j -0.0011372+0.0023362j -2.66916e-05+0.00118621j 0.000115838-0.0023407j 0.00137641+0.00174311j -0.00555913+0.00242154j -0.000626979-0.000599016j -0.000838146+9.78282e-05j 0.00287466-0.00249896j -0.000264132+0.000924345j 0.000858387+0.000666768j 0.00257083-0.00133302j -0.00441606-0.000229256j 0.00374074+0.000965913j 0.00294615+0.00309282j -0.00178197-0.000649442j -0.00443348-0.00101391j -0.000947324+0.00124201j 9.58254e-05-0.00751144j 0.000593817-4.81646e-05j -0.00154727-0.000679591j -0.00298071+0.00270408j -0.00339564+0.000329092j -0.00407157-0.000476694j -0.000683667-0.00164626j 0.000602103+0.00188598j -0.00111099+0.00526254j -0.00117878-0.00113841j 7.14134e-05-0.00532305j 0.00477715+0.00430307j -0.000122183+0.00320568j -0.00282043-0.00604075j 0.00128441-0.00132124j -0.00431063-0.00666964j 0.00439362-0.00297107j -0.00391658+0.00289419j 0.00426603+0.00201141j 0.00296076-0.000524846j 2.09304e-05+0.00248203j -0.00336557+0.00100471j 0.00176875-0.00203772j 0.00164192-0.00137548j -0.00224572+0.000122681j -8.94379e-05+0.000711752j 0.000875779-0.000572159j 
-0.000440874-0.000635316j 0.000754079+3.68386e-06j 8.80215e-05+0.000804014j -0.000380262-0.000359121j 0.000743024-1.7445e-06j -0.00224185-0.00125814j 0.00060367-0.000121739j 0.000177204-0.0020255j -0.000667781-0.000381562j -0.000830196-0.00101974j -0.00463845-0.00132968j 0.000165162+0.0011544j 0.000593779-0.00267945j 0.000316761-0.00309313j -0.000298291+0.00185194j -0.00247919-0.000538428j -9.35799e-05+0.00273344j -0.00150246-0.00206923j -0.000666656-0.00327621j -0.000630953+0.00221844j -0.0076139-6.33807e-05j 0.00263715+0.00747906j -0.00540622+0.00222517j 0.00390372-0.0109794j 0.00216369-0.00114342j -0.00017636-0.0157564j -0.000122561-0.00979337j 0.000718309-4.82964e-05j -0.000162163-0.000318651j -0.00113141+0.000620399j -0.000849529+0.00034453j -0.000245768-0.000432565j 0.000896741+0.000835721j 0.001014-0.00101574j -0.000811847+0.00130151j -0.00161606+0.000313319j 0.00276976+0.0014564j -0.00255111-0.00107546j -0.00150993+0.00365671j -0.00113815+0.000462325j -0.000528998+0.00128696j -0.00241263+0.00263418j 0.00159947-7.54176e-05j -0.000912977+0.00140579j 0.000593939+3.95204e-05j 0.000161842+0.000696046j 0.00101463-0.000286299j -0.000115262-4.04174e-06j 0.000880863-7.21574e-05j -7.52239e-05-0.000195111j 0.000314944-0.000145027j 0.000249102-7.4494e-05j 
-0.000552962-1.03148e-05j 0.000255684+0.000350635j -0.000155189+0.000481421j 5.68523e-05+5.9836e-05j -0.000395475+0.000218595j -3.75816e-05-0.000333292j 0.000504655-0.00123005j 0.000732982+0.00121509j 0.00023428+0.000409175j -0.00185285+0.000638025j 0.00131441-0.00063477j 0.00016196-0.00013673j 0.00164112-0.00133151j -0.0020187+0.00109454j -0.00209964+0.00104155j -0.000551908+3.65186e-05j -0.00268831+0.000728378j 0.000416742-0.000796112j 0.000870694-9.56883e-05j -0.00368352+0.000819311j -0.00253924+0.00126135j 0.00244398-0.00193103j -0.00204634-0.000945227j 0.00171793+0.000491699j 0.00152409-0.00172724j 0.00197976+0.00115216j 0.000124448-0.000933137j 0.00129013-0.000244543j 0.0029147-0.0019786j 0.0082582+0.000503865j 0.00609187+0.00143088j -0.00102023+0.00131217j -0.00358572-0.000226355j -0.000198954+0.00486695j 0.00187814+0.000709361j -0.00175091-0.0119704j -0.00493516-0.00509259j -0.00840825-0.00603617j 0.0101304+0.0088401j -0.00214136-0.000390735j 0.00940897+0.00793209j 0.00384072-0.00245927j -0.00149426-0.000643819j 0.00101013-0.00089451j -0.00132385-5.48687e-07j 0.000136797-0.00175593j -0.00148626-0.00296227j 0.000357539+0.00265933j -0.000897375+0.00052187j 0.00109173-0.000865886j -0.000782052-9.05666e-05j -0.000466266+0.000396994j 
0.000116322+8.14938e-05j 0.000966163+0.00100131j -0.00163133+4.57412e-05j -0.000306177-0.00035183j 5.19088e-05+0.000852528j 0.00107659-0.00104282j 0.00130113+0.000352407j 0.00109917-0.000379866j -0.00125098-0.000436209j -0.000264413-0.000816495j -0.000846079-0.00431223j 0.001611+0.000613819j 0.00215882+0.000757705j 0.00283584+0.000650363j -0.000650062-0.00263943j 0.000985678-0.00024074j -0.0031229-0.00245662j -0.00151165-0.000356302j 0.00172584+0.00227157j -0.000348044-0.00585755j -0.00591311-0.0105566j -0.0017786-0.00105732j -0.00729624-0.00961774j 0.00507487+0.0123543j -0.000688782+0.00507025j 0.000267205+0.00341098j 0.0010665-0.00469192j 0.000409235+0.00111098j -0.000372758+0.000841505j 0.000100437-0.00129519j -0.00151601-0.0004108j 0.000268176-0.000483147j -0.00104931-0.000543264j -0.000302383+0.00312901j 0.000751616-0.000219806j 0.000815146-0.00267428j 0.00173179+0.00213652j -0.000851196+0.00294332j -0.000200058-0.00154768j -0.00456733+0.00179707j 0.00115628-0.00164189j 0.00247317-0.00116364j 0.000333141+0.00291985j 0.000280131+0.000177757j 0.00062782+2.57061e-05j -0.000125647+0.000931839j -0.00124159-0.000633029j 0.00032667-0.000835391j -2.69496e-05+0.000504514j -0.000450501-0.000115519j 6.89451e-05+0.000171802j 0.000106567+8.41769e-06j 
7.02675e-05-7.55699e-05j -0.000267051-0.00012235j -8.3191e-05-0.0020907j 4.45401e-05+0.000105121j 0.00061175+0.000701659j -0.00129425+0.000782111j -0.000941337-0.000618377j -4.24896e-05-0.00272486j 0.000195593+0.00189162j -0.000359638-0.000950213j 0.00495943-0.00678017j 0.00223724-0.00552704j 0.00138613-0.00231152j 0.00067359-0.00196563j 0.00582152-0.00772374j -0.00116093+0.00266255j 0.000903175-0.000832408j -0.00245818+0.0035287j -0.0049714+0.00359632j 0.00579977-0.00426412j 0.000270685+0.00618364j -0.00484863+0.0038007j -0.00585752+0.00801855j -0.000416782-0.00375081j -0.00533342-0.00118888j 0.000372668-0.00131752j 0.0030824+0.00195006j -0.00147708+0.000476769j -0.00145372-9.69943e-05j 0.000104527+3.0807e-05j -0.0023534+0.0034477j 0.00159058-0.000649311j -0.00169636-0.00108184j -0.00142844+0.00239877j 0.00335129-4.26298e-05j -0.0028693-0.00321922j -0.000932751+0.0032055j 4.53684e-05+0.00623664j 0.00632042-0.00121712j -0.00597567+0.00260818j -0.000887996-0.00216057j 0.00689931-0.00172168j -0.000861984+3.37615e-05j 0.000890458+0.000785522j 0.001083+1.22525e-05j -2.7827e-05+0.000679189j -0.00206056-0.0013816j -0.000411145-0.000676119j 0.000464276-0.000184872j -0.000399336+0.000893381j 0.000262325+5.30594e-05j 0.00025588-0.000208846j 
2.27975e-05-0.000481084j -4.97613e-05+0.000926618j -0.00142422-0.00106606j 0.000648779+0.000155915j 0.000772454+0.000865995j -0.000576213-0.000983514j 0.000676728+0.000973146j -0.00106074+0.000325433j 0.000812492-0.00552324j 0.00155666-0.00183913j -0.00156573+0.00656595j -0.000218903+0.00303592j 0.00320774-0.00704404j 0.00164592-0.00237921j 0.00162875-0.00394016j 0.00233169+0.00206834j -0.00162688-9.09069e-05j -0.00379956+0.00423857j 2.74319e-05+0.00270437j 0.00732935-0.00899265j -0.00513604+0.00403001j -0.00257288+0.00337434j 0.00666296-0.00539427j 0.00517159-0.00375453j -0.000422501+0.00250163j 0.00135017+0.000369165j 0.000160935+0.000155618j 0.000112025+0.000461946j -0.000194319+0.00123567j -0.00383665+0.000201971j 0.00109604-0.00143301j -0.000489736+6.68331e-05j 0.00538552+0.00165735j -0.00110659-0.00224996j -5.84364e-05+0.00153463j -0.00182355-0.00110675j 0.00120157-0.00138359j 0.00187975-0.00601087j -0.000987338+0.00564757j 0.000388856-0.00639701j -0.00387381+0.000156788j -0.00587271-0.000362326j -0.000699397-3.02149e-05j -0.000210265+8.44953e-05j -0.000173723+0.000125092j -6.16478e-05-1.63952e-05j 0.00212906+0.00100532j -0.000136065-0.000157059j -0.000427331+0.000172694j 0.000305652-0.000326818j -0.000112963-0.000153293j -0.00017888+3.13879e-05j 
8.18164e-05+5.50085e-05j -0.000259685+0.000170335j -0.000150261-4.31897e-05j 0.000188664-0.000230027j 1.49775e-05+0.000895084j -0.000710553-0.000935266j -5.72448e-05+0.000407345j -0.00128212+0.000354259j 0.000924027-0.00149378j 0.000526462-0.00142673j -0.00164584+0.0054953j -0.000695534+0.00388709j -0.00084485-0.00218987j 0.000582929+0.000200843j 0.00101475+0.0018536j 0.00326144-0.00350619j -0.000998383+0.00146232j -0.0022821+0.00027895j 0.00136101-0.00217384j 0.0024571-0.000276196j 0.00014913+0.00399076j 0.000436443-0.001971j 0.00611845-0.00448587j 0.00175716-0.00125087j 0.000577521-0.00603779j 0.00214896-0.00489944j -0.000195256+0.000705307j -0.000726836+0.000979952j -0.0013206+0.00109633j -0.0038147-0.00247318j -0.00157508+0.00295823j -0.000219139-0.000525731j 0.00490193+0.00355402j -0.00236661+0.00220659j 0.00169553-0.00171705j -0.00507549-0.0084243j -0.000614118-0.000697068j -0.0140643+0.000684522j 0.00936885-0.00135745j -0.0125251+0.00320125j 0.00127588-0.00713621j 0.00807399-0.00674962j 0.000699084-0.00138574j -0.000130083+0.000891418j 0.000527797+0.000182197j 0.00050601+0.000966603j -0.00498656-0.00281048j -0.000834284-0.00185908j -0.000207597+0.000820405j -0.000491125+0.00108288j 0.000182195-0.000238837j -8.70114e-06-0.000113701j 
0.000334101+0.000520359j -0.000423199-0.000105773j 2.23113e-05+0.000245247j 0.000623579-0.000185969j -0.000299711+0.000407842j -0.000440888-0.00105847j 6.10416e-05-0.00013938j -0.000327292-0.000375999j -0.00227089+0.00295271j 0.000310132+0.00286974j 0.00187245-0.00372521j 0.000867322-0.00241138j -0.00250095+0.00687754j -0.00381711+0.00416471j 0.000428444-0.00247952j 0.00563276-0.00641448j -0.00245453+0.00284911j -0.00118971+0.00211411j 0.00384063-0.00351863j -0.00417107+0.00294079j -0.000261665-0.00141607j 0.00549144-0.00457474j -0.0051352+0.00365336j -0.00286601+0.00337052j -6.4739e-05+0.00213432j -0.00120551+0.00317064j -0.00146264+0.000978711j -0.00145525+0.000595799j -0.00176017+0.000240313j -0.00522586-0.000617984j 0.00144196-0.000826304j 0.000305495-0.000217602j 0.0144766+0.00714533j -0.00450005-0.00420932j 0.000860636+0.00325821j -0.00427997-0.00263803j -0.00084633+0.00066389j -0.00359939-0.0112297j 0.00421813+0.0109294j -0.00274019-0.0124665j -0.00333869-0.00137189j -0.00489571-0.00041965j -0.00168014-0.00166591j -0.000518031+0.000137328j 0.000369606+0.000247673j -0.000461814-5.34339e-05j 0.0026099+0.000680913j -0.000280804-0.000226763j 0.000420523-0.000503706j 0.000485+0.0004498j 0.000382785-8.2785e-05j 0.000113839-0.00016836j 
-0.000181614-0.000473891j -0.000404749-0.00150285j 2.03477e-05-5.91273e-05j 0.000338899-4.42498e-05j -0.0012321-0.000804044j 0.00192039+0.00239625j 0.000772115-0.000288356j -0.000582879-0.00226138j -0.000565186+0.00103798j 0.001438-0.00541798j -0.00095458-0.000542204j 0.000777933+0.00173041j 0.00053173-0.0046922j 0.00300684-0.00632522j -0.00160385+0.00337997j -0.00538371+0.00997727j 0.00295835-0.00421954j 0.00475463-0.00608217j -0.00334628+0.00281781j -0.00251371+0.000451144j 0.00375901-0.00574869j -0.00331224+0.00534037j 0.000839291-0.00259727j 0.0024775+0.000317895j 0.00142483-4.45438e-05j 0.00088346-0.000559804j 0.000797807-0.000594529j -0.00161383-0.00270276j -0.000350557+0.00221572j -0.00799938+0.000892937j 0.000446441+0.000890719j -0.000662181-0.000118336j 0.0104601+0.00387511j -0.00558356-0.00222444j 0.00253831+0.0016826j -0.00257312+0.000115098j -0.00124423-0.00156519j -0.00358995-0.00213805j 0.00754944+0.00471548j -0.00517154-0.00502921j -0.00464168-0.0032848j -0.00324506-0.000160921j -0.000944433-0.00303792j 0.00148618-0.000366897j 0.00124802-0.000552047j 0.000182432+7.32393e-07j 0.000188067+6.95474e-05j -0.000384694-0.00100249j 0.0015411-0.00189667j -0.00104151+0.00164919j 0.00073084+0.00063301j 0.000569416-0.000524547j 
-5.10497e-05-0.000165835j -4.97023e-05-0.000745223j -7.93659e-05-0.000189702j -0.000127479-0.000104193j -6.08382e-05-0.000508331j -5.88023e-05+0.000473836j 0.000411792-0.00110896j -0.000255327-0.0010552j -0.000107916-0.000149109j -0.00024197+0.000398449j 0.000820735-0.000616186j 0.000207736-0.00145948j 0.000342623+0.000608852j -0.000310064-0.00151887j -1.81402e-05-0.00120472j -0.00125344-0.000318701j 0.00104488-0.00117119j 0.000552992-0.000905627j -0.000772118+0.000771872j -8.83211e-06-0.00151447j 4.10611e-05-0.000371573j -0.000967814+0.000657947j -0.000188598-0.000866052j -0.000941425+5.85529e-05j 0.000268294+2.74396e-05j 0.000277161+0.000450655j 4.82319e-05+0.00191359j -0.00140209-0.00179266j -0.00139421+0.00258555j 0.00468007-0.000385535j -0.0029439+0.00463324j 0.00187105-0.00201703j -0.00232944+0.00185786j 0.000379467-0.00237219j -0.000678396+0.00107696j 0.0015112+0.00523715j 0.000708997+0.00331227j 0.00320289-0.00062919j -0.00387026+0.00114909j 0.00206046-0.000824852j 0.000136458+0.00335795j 0.00488836+0.00495518j 0.000626041-0.000840918j 0.000964332+0.000807891j 0.00152782-0.000662634j -0.000204728+0.000609168j 0.00283874+2.56364e-05j 0.000299675+0.000318334j 0.00175661-0.00229359j -0.000575441+0.00105918j 0.000799102+5.53894e-05j 0.000683248-0.000667365j 
1.74363e-05+0.000155681j -7.2646e-05+0.000429117j 0.000405934-0.000414043j 0.000181635+0.000531798j -0.000238066-0.000414843j 0.000751911+0.000207774j -0.000872405+0.000398896j -8.64672e-05-0.000178772j -0.00027793+0.00117403j 0.000403107-0.00111313j 0.000173174+0.000201854j 0.000950754-0.00135122j -0.000657683-0.00167671j 0.00152377-0.0015729j 0.00172453+0.000341423j -0.000623697+0.00433826j -0.0011438-0.00282394j -0.000152285-0.00232347j -0.00188603+0.00240683j 0.000400797+0.000135907j 0.000141637+1.01328e-05j -0.000114171+0.00262949j 0.0016433+0.00146444j -0.000905681-0.000837104j -0.00137386+5.78468e-05j 4.34434e-05+0.00109123j -0.000365277+0.00113958j 0.00119678+0.00263402j -0.000765385-0.0031828j -0.00336926+0.00341821j 0.00148332-0.00582203j -0.000361234+0.00140025j -0.00839476-0.00449867j 0.005106+0.00628771j -0.000747705-0.000586396j 0.00371641-0.017405j 0.00321639+0.000316024j 0.00852259-0.00329144j -0.00683297+0.00377854j 0.00508498-0.00100234j -0.00194311-0.00309446j -0.0046064-0.00405937j 0.000531467+0.00096217j -0.00226658+0.000875974j -0.000960504+0.000835727j -0.000305075+0.000831205j -0.00381854+0.00183166j -6.14779e-05-0.000451941j -0.00097186+0.00218011j 0.00114567-0.00107706j -0.000344345-0.000718955j -0.00040983+0.000413066j 
-0.000210952+0.000151345j -0.000361641-0.00115354j -0.000615645-0.000409207j -0.000223157-0.000671263j 0.000854186-0.00031785j -0.00100721-0.000116928j 0.00175482-0.000839589j -0.00202032-0.000210273j -0.00155257+0.000165363j -0.00127649-8.31108e-05j 2.71077e-05-0.00265448j 6.17553e-05-0.000781223j -0.00149641-0.00036528j -9.18683e-07+0.00140237j -0.00078277-0.00436036j 0.000121904-0.00299309j -0.00187416+0.00126912j 0.00145409+0.00368465j 0.000677975+5.76916e-05j -0.00111054-0.00467254j 0.00101108+0.00174965j 0.00207925+0.00123518j -0.00109699+0.00134502j -0.000330012-0.00044148j 8.16766e-05+0.00325712j -0.00254045-0.00102945j -0.000603001-0.0010165j -0.00362099-0.00573084j -0.00169532+0.0072154j -0.00171934+0.00626751j 0.000503274-0.00279069j 0.000504603-6.72123e-05j -0.00474595-0.00393796j 0.00212412+0.00714439j -0.00103719-0.000506942j 0.00137866-0.00897096j -0.00158335-0.00382945j 0.00448009+0.000840994j -0.00368198-0.000412698j 0.00434522-0.000628944j -0.00269521-0.00274035j -0.00445741+0.00211553j -0.00235337-0.00543887j 0.00357072-0.000843308j 0.00254178-0.00155617j -0.000587544+0.000231018j -0.00259532+0.00162836j 0.00110689-0.000706571j 0.0032135-0.00540985j -0.00174149+0.00295026j 0.00146737+0.00110645j 0.00129841-0.00136732j 
-0.000399328-0.000199445j 0.000900546+0.000231265j -0.00277138+0.000997037j 0.000289184-0.000168218j 0.00185743-0.000460565j -0.0010842+0.000853369j 0.000841164+0.000333906j -0.00164209-0.00107202j -0.00286042-0.00116774j -0.00022499+0.000234722j -0.000579442-0.00210058j 0.000687833+0.00336816j -0.00396559-0.00589691j -0.000776823-0.00157981j -0.0070591-0.00746087j 0.00081245-0.00157266j 0.000172908+0.00350392j 0.00478023+0.00685049j 0.00288253+0.00238784j -0.00696204-0.0126328j 0.00369763+0.00556059j 0.00220575+0.00380297j -0.000251731-0.00147808j -0.00137523-0.00427756j 0.0018298+0.00457139j -0.000287287-0.00177007j -0.000193848-0.00274381j 0.00124734+0.000978333j 0.000946881-0.000861278j -3.60743e-05-0.00101549j 0.00147912-0.00144471j -0.000729797+0.000209529j -6.71132e-05-0.00174558j 0.00042687+0.000683637j 0.00135799-0.00113433j -0.0031955+0.00452758j -0.00140209-0.000413759j -0.00161325+0.000126089j 0.00494034-0.00308635j -0.00238465+0.00119509j 0.00192736+0.00154865j -0.00210057+0.000386754j -0.000362896+0.00158468j 5.96371e-05-0.000814009j -0.000665797+0.000109419j -0.000109578-0.000403985j 0.000220826-0.00112372j 0.000412555+0.000393357j -0.000629529+0.000755219j 4.05465e-05-0.000703594j -0.000329644+0.00014856j -0.000208509+0.000307823j 
