-0.0380939+0.00135023j 0.0027777+0.00532778j -0.00283606-0.00355498j -0.00053769-0.00567721j -0.000114313-0.00156923j -0.00147347-0.00412493j -0.00147579-0.000757928j 0.000751879+0.000288063j 0.0019187+0.00264124j -0.000885649-0.00188148j 3.4566e-05-0.000375845j 0.000374136+0.000153157j -0.000256945+0.000291533j 0.000375488+0.00226276j -0.000217069+3.73761e-05j -0.000940054-0.000541986j -0.00029673+0.000530046j 0.000185365+0.000286774j -6.87396e-05-0.000431927j -0.000193904+0.00191682j -0.000284861-0.000913974j -4.76873e-05-0.00104194j 0.000247489-0.000620434j -0.000175404-0.00111282j -0.000100291+0.00401419j 0.000189943+0.00207574j -0.00106426+0.00214276j -0.000272242-0.000517128j 0.000443359-0.000353385j -0.00063453-0.000364539j -0.000800524+0.000936328j -0.000180869+8.57819e-05j 0.000349556-0.000249676j 0.000520231-0.000396827j 7.72213e-05-8.78973e-05j -8.06939e-05+3.06265e-05j -0.000202659-0.000313335j 0.000155996-0.000139545j -9.25946e-07+1.94185e-05j 0.000191326+0.000142238j -0.000507509-0.000975139j 0.0012664-0.000434096j 0.00158096+0.000222746j -0.000362178-0.000621815j -0.000152273-0.000124493j 0.000460151+7.63619e-05j -3.32196e-05+0.000103929j -0.000414161-0.0007618j 6.59479e-05+0.000213748j -0.000518218+0.000458407j 0.00025633+0.000188244j 5.34676e-05-1.05576e-05j 
-0.000815456-0.00124917j -0.000972816-0.00164242j 0.00283337+0.0101252j -0.000638546-0.00088366j -0.00232514-0.0101666j 0.00170753+0.0108729j -0.0057489+0.00201816j 0.000719756+0.000565537j -0.00277418+0.000747538j -0.00292776-0.0041705j 0.00371612-0.0101601j 0.00111241+0.00140697j 0.00614864+0.00843031j 0.00175151+0.00121679j 0.000451762+0.00270162j -0.000513802+0.0038434j -0.00146188+0.00256051j -0.00376351+0.0110153j 0.00343195+0.000974016j -0.0028015+0.00306723j -0.000941029+0.00302037j -0.000424444+0.00456395j 0.00375117-0.00737408j -0.00279886-0.00547914j -0.0014157-0.0079621j 0.00178417+0.00744262j 0.00228781+0.000970444j -9.8343e-05+0.00311586j -0.00211668-0.00197291j 0.000126535+0.00036656j 0.000676785-0.00115057j 0.00257427-0.00608858j -0.000225413+0.000794294j -0.00104275+0.00110272j 0.000185189+0.00150175j -0.000193441+0.000516928j -0.000985536-0.00400424j -8.42685e-05+0.000810271j -0.000503162-0.00116531j 0.000235146-0.00072285j -0.000701871-0.00182446j -0.000240134+0.00174977j 0.00060232-0.00290311j 0.00121335-0.00414005j 0.000236236-0.00318158j -0.000348096-0.000559764j -1.75918e-05+1.76713e-05j -0.00026421-0.000467539j 0.000967148-0.00068959j -0.00129064+0.000933124j 1.31591e-06+0.00260496j 0.000274605+0.00046458j 
0.00118013+0.00100354j 7.15289e-05+0.0018399j -0.00176765-0.00564111j -0.000459337+0.00179064j 0.000708631+0.00564845j 3.34581e-05-0.00641448j -0.0105651-0.00073948j 0.00607504+0.00292042j -0.00233824-0.00115906j -0.0025748+0.00154348j 0.00642392+0.00589577j -0.000877277-2.96138e-05j 0.00180669-0.00519534j 0.000580109-0.00390456j -0.00284274-0.00066671j -0.00346019-0.00333903j -0.000328225-0.0033071j -0.00451538-0.00638998j 0.00614106+5.13657e-05j -0.00567445-0.000647845j 0.00395668+0.00131247j -0.00247364-0.00465598j -0.00401137+0.00600898j -0.00235019+0.00353325j -0.00516971+0.00449544j 0.001866-0.00249002j 0.00111201+0.00302757j -0.000517525+0.00772971j -0.00270253-0.00587638j -0.000622393+0.000861911j 0.000870817-0.00118483j 0.0049244-0.0113439j -0.00114913+0.000778941j -0.00151669+0.00214643j -0.000347444+0.00175099j 0.00043989+0.00114125j -0.00330392-0.00609011j -0.000433144+0.00128188j 0.000215942-0.000458267j 0.000176442-0.00172498j -0.00156138-0.00308688j 0.00046604+0.00367516j 0.00198347-0.00561623j 0.0019483-0.00789336j 0.000346572-0.00566731j -0.000627007-0.00111143j -2.19324e-05+2.87634e-05j -0.000893535-0.000846037j 0.00184963-0.000856225j -0.00221094+0.00230298j 1.53853e-05+0.00466663j 0.000468237+0.000904148j 
-0.00036304-7.75288e-05j -0.000146071+1.48121e-05j 0.00140678+0.00137255j -0.000890251+0.000252461j -0.000873789-0.00252194j 0.00162282+0.00137424j 0.0022881+0.000469678j -0.00298079+0.00222291j -0.00757089+0.00366209j -0.0136529+0.00107087j -0.00407386-0.00354506j -0.00228678-0.000173654j 0.0130848+0.00323073j 0.00914318-5.11991e-06j 0.0123171+0.00171182j 0.00555101+0.0016488j -0.00249159+0.00112923j -0.0133218+0.00204166j 0.010406+0.00209752j -0.00362659+0.00186805j -0.00730395-0.00182488j -0.00409224+0.000511514j 0.0020258-0.00129428j 0.00413749-0.000983534j 0.00243515-0.00262559j -0.00204819+0.000710197j 0.000808999-0.000736788j 0.000451432-0.00256803j -0.00059201+0.000261489j 0.000507889-0.000297906j -0.000479279+0.000371205j -0.000518788+0.00253878j 0.000743767+0.00177891j 0.000391357-0.000195875j 0.000641219+0.00221759j -0.00136899-0.000323418j 0.00129165+0.0017169j 0.00022918+0.000382553j -0.000296793-0.0029778j 0.000179384+0.00148056j 0.000112221-0.000597662j 0.000107289-0.00140937j -0.000839946+0.00188111j -0.000319739+0.00133916j 3.02017e-05+0.00126391j 2.29013e-05+0.000210623j 0.000146124+0.000374964j 0.000185357+1.442e-05j -0.00031804+0.000180235j 0.000345258-0.000518826j 4.28551e-05-0.000761887j -4.66362e-05-0.000160999j 
-0.000474614-0.00127282j 0.000514674-0.00112585j 0.000419311+0.00650403j 0.00024748-0.00129462j 6.80227e-05-0.00658773j -0.000798596+0.00756744j -0.000188591-0.000460246j 0.00604338-0.00147218j 0.0020003-0.000375786j 0.00469999-0.00362942j 0.00642294-0.00593154j 0.00352458+0.00194516j -0.00466718+0.0053559j -0.00221809+0.00175302j 0.00186576+0.000602827j 0.00214486+0.00276713j 0.00180374+0.00271832j 0.00520816+0.0100346j -0.00425161-0.000247646j 0.00268259+0.00128447j 0.00309959+0.00174555j 0.00253473+0.00504919j 0.00168647-0.00577122j -0.00327871-0.00415022j 0.00192622-0.00526376j 0.00162636+0.00541705j 0.00246863-0.00137123j -5.21991e-05+0.00174984j 0.000450016+0.00236278j 0.00030556+9.49295e-05j 0.000707882-0.000759453j 0.00124762-0.00201903j -0.000777364-0.00069743j -0.00132913-0.000439215j -0.000271695-0.000592638j 0.00022444+0.00033612j -0.000117304-0.00276965j -0.000780076-0.000292587j -0.000252917+0.00121239j 0.000755876+0.000547647j 0.000484266+0.000526233j -0.0010393+0.000337682j -0.0010068-0.00103949j 0.00211328-0.000398559j 0.000971733-0.00117222j -0.000161416+2.0006e-05j 7.48189e-05-0.0002608j 0.000567209+0.000207418j 0.000632073+2.39496e-05j -0.000315941-0.0006034j -0.000943597+0.000982926j 3.68433e-05+0.000306963j 
-8.09376e-05+0.000498947j 0.00400305-0.00124276j -0.000475485-0.00255513j 0.000142312+0.000355117j 0.00145922+0.00213814j -0.00145211-0.0024639j 0.0113211-0.00411473j 0.00965804-0.00408059j -0.00436423-0.00259318j -0.00489856+5.80007e-05j 0.0140233+0.00400024j 0.00802277-0.00199662j 0.00195131-0.00492612j -0.00287001+0.000396717j 0.0122232-0.000535426j 0.0103801-0.00169586j 0.000486103-0.000871409j 0.0061298-0.00227434j 0.00300627+0.000709207j -0.00225149-0.001545j 0.00981727-0.000157252j -0.00382722-0.00364583j -0.000747168+0.00433044j 0.00157069+0.00446033j 0.00214703+0.0040123j 0.00294131-0.000558315j -0.00144894-0.00112603j 0.00246174+0.00392435j 0.00474242+0.00590654j -0.001633-0.000687587j -0.00208595-0.00294337j -0.00132864-0.00114197j 3.38776e-05-0.00120566j 5.25933e-06-0.00123146j -0.000153893+0.00013373j 0.000747882+0.000588882j -0.00195183-0.000793967j -0.000175301-0.00026189j 0.000130802+0.00142794j 0.000670913+0.0038531j 0.000233761+0.000971026j 0.000280084+0.000487341j 0.00136119+0.000921908j 0.00140547+0.000420048j 0.000488154-0.000683609j 0.000672054+0.000878309j -1.49205e-05-9.18209e-05j 0.00121322-0.000251224j 0.000407307+0.00087484j -0.000697285-0.000837067j -0.000898386+0.000432534j 8.0686e-05+0.000295847j 
0.000358434-2.99954e-05j 0.000513775+0.00325499j -0.00173649-0.00127965j -0.000156421-0.000482236j 0.00135157+0.00118881j -0.00139232-0.00200414j -0.00546851-0.00243316j 0.00338529+0.00364119j -0.00128572-0.0042508j 0.000136417-0.00243827j -0.00279164+0.00112691j -0.00226553+0.00225797j -0.00316264-0.00433767j 0.00298567+0.00176703j 0.00107471-0.00227204j -0.000857891-0.000595334j 0.00260419+0.00212752j -0.00203937-0.000581621j -0.00131566-0.000516993j -0.00180546+0.00117249j -0.00150063-0.00887325j 0.00425488+0.00266871j -0.00519377+0.00486749j -0.00495327+0.00292499j -0.00131476+0.000894621j -0.00285951-0.00355938j 0.00648084-0.0098172j 0.00191141-0.00406246j -0.00397308+0.000574146j 0.00109645+0.000959882j -0.000426802+0.00207143j -0.00141711-0.000117638j -0.000863253+0.0011456j -0.00190215+0.00175855j -0.000807327+0.000603632j -0.000114343+0.000230689j 0.00174863-0.000221565j -0.00221486+0.000812152j -0.000234878-0.000901827j 0.000138331-0.00192055j 0.000215447+0.000603337j 0.000638112-5.62164e-05j -0.00811936+0.00365516j 0.00338593+0.000369687j 0.000772995+4.09376e-05j -0.000676173-6.85464e-05j 0.00019763-0.000242725j 0.000975605-0.000163196j 0.000581661-0.000215957j -0.000771267-0.00159189j -0.000414943+0.00156582j 0.000434959+0.000268239j 
-6.65082e-05-0.000724268j 0.000946819+0.00112677j -0.000573713-0.00225724j -0.000381342-0.00017539j 0.000801084+0.001847j -0.00189489-0.0031129j 0.000291116+0.00551605j 0.00327733-0.0041574j -0.00269871+0.00108298j -0.00468622-0.00249337j 0.000748611-0.0049333j 0.00238909+0.00164655j -0.00265395+0.00234036j -0.002106-0.00162308j 4.16803e-05+0.00216453j -0.00203427-0.000219054j 0.0010733+0.00221121j -0.000951325+0.0015654j -0.0010498-0.00307511j 0.00307412+0.0011225j -0.00051575-0.0011069j 0.00281877+0.00929144j 0.000646486-0.000912871j -0.00332359-0.00922041j -0.00395147-0.0013567j 0.00500388-0.0165647j 0.00167566-0.0078803j -0.00223817+0.00492808j 0.000451645-0.00126438j 0.000883046+0.00043937j 0.00205703-0.00171274j -0.00467684-0.00141435j 0.000673866+0.000976577j -0.000609015-3.00521e-05j -0.000878291+0.00146187j 0.00101125+0.000348338j -0.00356178+0.00165116j -0.00190424-0.000475548j -0.00145065+0.00185365j 8.153e-05-0.000406483j -0.00229678+0.00138811j -0.000626138+0.00279961j -0.00433873-0.0012488j -0.00513353-6.52197e-05j -0.00381755-0.000934022j -0.000386027+0.000458746j 0.000586253-0.000494238j -0.000931506+0.000852958j -0.00321409-0.00186557j 0.00258946+0.000817084j 0.00216824-0.00174773j -0.000551475-0.000712845j 
-0.000514886+0.000377347j 0.00160741-0.000279392j -0.000886656+0.00208564j -0.000298264+3.42763e-05j 0.00162183-0.00193886j -0.00259149+0.00318832j -0.0022279-0.00540472j -0.000104458+0.00589721j -0.00273579-0.0019848j 0.000662774+0.00242783j -0.00712123+0.00754842j -0.000543415-0.00149358j -0.000747157-0.00318586j 0.00211053+0.000781027j -0.00140833+0.000513372j -0.00203447-0.000357107j 0.00150257-0.00145053j -0.00244362-0.00194719j -0.00128897+0.00052505j -0.000978766-0.00312917j -0.00946043+0.000514849j 0.00945482-0.00388235j -0.00469018-0.00238592j -0.00667154-0.000264495j 0.000306555+0.00143927j -0.0170585-0.000966521j -0.00998336-0.00721277j 0.00306746-0.00391465j -0.00351253+0.00170399j 0.000282001+0.00120599j -0.000581887+0.000636753j 0.00134257+0.000265889j 0.00123331-2.2072e-05j 0.00166324-9.18906e-06j 0.000667413+0.00135555j -0.00065554+0.000281218j 0.00695089-0.00139067j -0.00121722+0.0024273j -4.31554e-06+0.00221932j -0.00180444+0.000746325j 0.00337264+0.000241632j -0.000538202+0.00213253j 0.00245726+0.00316823j 0.00327585+0.000500628j 0.00192253+5.40188e-05j 0.000166878+0.000188959j -0.00017059-0.000478398j 0.000775637-0.000761705j 0.00210003+0.000593774j -0.00200784-0.00100996j -0.000677561+0.00126044j 0.000531656+0.000323314j 
-0.000402627+0.000132713j 0.000234813+0.00217121j 0.000551998-0.00172754j -0.00033035-0.00033535j -0.00108373+0.000239749j 0.00117134+0.000699293j -0.000191327+0.000497687j -0.000774793+0.00136408j 0.00290184-0.00072814j -0.00265612-0.00395749j 0.00170877+0.00464465j 0.00385964+0.00247595j -0.00366843-0.00215996j -0.00367926+0.000809213j 0.00307547-0.00132782j 0.00253198+0.00413392j 0.0040539+0.00192972j -0.00140851+0.00147675j -0.00290364+0.00325444j 0.00471556+0.0064275j 0.0045431-0.00464452j 0.0028782+0.0039415j 0.00946248+0.00847111j -0.0122731+0.00872502j -0.00320722-0.00439081j -0.0094271+0.00828158j -0.00210417-0.00240247j -0.00133126-6.73212e-05j -0.00155408+0.000909891j 0.00214379-0.000250571j 0.0022428+2.74246e-05j -0.00238502-0.00073288j -0.00122655+0.000159718j -0.00319566+0.000199487j 0.000220433+0.000110854j 0.000262465+0.00154774j 0.000154194-0.00138653j -0.000492046+0.00154004j 0.00457374-0.00100683j 0.0017929-0.000662325j 0.00102369-6.15425e-05j 0.00251359+0.00117487j -0.00840955-0.000125962j 0.00229945+0.000915103j -0.00073766-0.00104223j 0.000227927-8.05434e-06j -0.000151942-0.000472732j 0.0009317+0.000561896j -0.00195424-0.00205366j 0.000883198-0.00136926j -0.000427214-0.00037997j -0.000443085-0.000403236j 
-3.13365e-05-0.000430279j 0.000186601-0.00105993j -0.00161261+0.00142568j -0.000612542-0.000221461j 0.000629686-0.00100194j 0.000853864+0.00246194j 0.000615115+0.00306796j 0.00219995-0.00245485j -0.0024028+0.00478764j -0.000629793+0.000207892j -0.000222672+0.000584712j -0.000106185-0.001194j -0.000774438-0.000101688j 0.00112618-0.00301419j 7.50496e-05+0.00400884j -0.00230783+1.06893e-05j -0.00293661-0.00402312j 0.000305218-0.00652852j 0.00143465+0.00461771j -0.0037123-0.000601738j -0.00160581-0.0049926j -0.00187756+0.00598765j -0.00743158-0.0118982j -0.00164543+0.0126351j 0.00169414+0.00440942j -0.00376881+0.00550388j -0.00216738+0.000285489j -0.000882042+0.00414466j 0.00206692-9.03115e-05j 0.00134119-0.000735478j 0.00157857-0.00360677j -0.0020699-0.000512866j -2.03459e-05-0.00172784j -1.2202e-05+0.000531323j 0.000113002-7.13212e-05j 0.00348945-0.000653694j 0.000296469+0.000704139j 0.00131997+0.00227204j 0.000976792-0.000663255j -0.003767+0.00234794j 0.00195451-0.000461619j 0.000639091+0.00167163j 0.00164876-0.000503329j -0.00389949-0.000934775j -0.00223765-0.000733175j -0.000256646+0.000836916j -0.000756535-0.000771291j -0.000242532+7.70464e-05j -0.00228771-0.0010027j 0.00192625+0.000933654j 0.00135467-0.00156652j -0.000520842-0.000572475j 
6.40783e-05+0.000580256j 0.000559758-0.00164389j 0.00186629+0.00130921j 0.000189892+0.00122481j -0.00107629-0.000105052j 0.00126646+0.000713311j -0.000990692-0.000887114j -0.000907696-0.00130458j -0.000256041+0.00198232j -0.000777225+0.00296165j -0.00275984-0.000829016j -0.00107631+0.000662871j -0.000760369+0.00122202j -0.000788947-0.000584816j -0.00116916+0.000559393j 0.000286726+0.00270141j -0.000515405+0.0018944j -0.00023354+0.0011025j -0.000345159-0.000518619j -0.00465429+0.00276781j -0.00573032+0.00713336j 0.00152591-0.00597067j -0.00244845+0.00993001j 0.00445887-0.00347378j 0.00278222+0.000280206j -0.00203769+0.00608034j -0.00787212+0.00334827j 0.00500917-0.00288955j -0.00329715+0.000222864j -0.000530347-3.03947e-05j -0.00262621+0.00205119j -0.000897152-0.000343912j 0.000735056+0.000156107j 0.00293458-0.000355669j 0.000939445-0.000469267j -0.00274491-0.000265265j -0.000820923-0.00030087j 0.0028037-0.000710228j 0.0010803+0.00115168j 0.0018606+0.00178761j -0.000707456-0.000441435j 0.00193952-0.000918776j 0.00274057+0.000304826j -0.000608252+0.000122928j -0.000609866+0.00134962j 0.000237424-0.000428613j 0.000132549+0.00103826j -0.000805313+5.1947e-05j 0.00163697+0.00179443j -0.000926082-7.32165e-05j 0.000209576+0.000670349j 0.000501456+0.00061905j 
0.000648571+0.000138398j 0.000612919+0.00102859j 0.00121254+0.00025136j 0.000717886+0.000761761j -0.000257542+0.000808964j 0.000578954-0.000177887j 3.50129e-05+0.00389185j 0.00511321+0.000621814j -1.45426e-05-0.00162122j 0.00295862+0.00465651j -0.000179401-0.00926j -9.92435e-05+0.004383j 0.00472191+0.00590003j 0.0026535+0.00629289j 0.00336734+0.0042541j -0.00430078-0.00189572j 0.000284225+0.00056888j -0.00218554-0.000962093j -0.00217187-0.00376311j 0.00252899+0.0114301j -0.00136926-0.0093583j -0.00365373-0.00952309j -0.000169615-6.22863e-06j 0.00103698+0.0102683j -0.00519862+0.00497953j 0.00174409+0.00352143j 0.00378492-0.00455941j 0.00278056-4.20191e-06j -0.00442063+0.0011157j -0.000836341-0.000841638j -0.00321334+0.00149313j -0.000276893-0.000246198j -0.000227193+0.000412962j 0.000702408+0.000709049j -0.00158811+0.00075006j -0.00126676-0.0016102j -0.00650694+0.00146968j -0.00250272+0.00203417j -0.00189715+0.000210766j 0.000509012-0.000162852j -0.00322404-0.00111711j 0.00372239-0.00375989j -0.00365731+0.00136048j -0.000640826+0.00213406j -0.000801246+0.00238525j -0.000815721-0.000563919j -0.000390838+0.0014142j -0.0010015+0.00061918j 0.00062467+0.00269132j -0.000147168-0.000387014j -0.000190474+0.000333277j 0.000296595+0.000832745j 
-0.000239394+0.000318571j -0.00161139-0.0011268j 0.00131083+0.000937796j -0.00102298+0.0006944j -0.000270435-0.000638042j -0.00103813+0.00160029j 0.00383869-0.00117597j 0.000126613-0.000307933j -0.00100323+0.000741954j -0.000244515+0.00410781j -0.000448235-0.000375832j 0.00190575-0.0012163j 0.0017548+0.00141131j -0.00133776+0.00130973j 0.00518729+0.0047357j -0.0030794-0.00165648j 0.000588332-8.66639e-05j 0.000549146-0.00348169j -0.0028071-0.00333022j 0.00236486+0.00720827j -0.00109384+0.00154525j 0.00332605-0.0050885j -0.00374537-0.000100634j 0.002434-0.000966102j 0.00291144-0.00050999j -0.0101017+0.00112868j -0.00459553-0.00123321j -0.00985911+0.00647394j 0.0133121-0.00176186j 0.00137363-0.000310839j -0.000872667-0.000544677j -0.00354086-0.00166672j 0.00107397+0.000278725j 0.00413082-0.000930948j 0.000142764+0.00157529j -0.00431429-0.000498398j 0.00871347-0.00395583j -0.00185298+0.00286053j 0.000347042+0.00316452j 0.000707756+0.00110259j -0.00171203-0.000999497j 0.00371152+0.00113511j -0.00048869-0.00413026j -0.000928741-0.00194154j -0.00161852-0.00732096j 0.00366662+0.00171723j -0.000132026+0.00103144j -0.000861795-0.00290478j -0.00696159-0.00718491j 0.00401822+0.00334303j 0.00169567-0.00343709j -0.00207253-0.00302129j 
1.77567e-06+0.000211998j -0.000522674+0.00192724j -0.00122501-0.000393175j -3.58147e-05-0.000172365j -0.000965318+0.00117716j 0.00203615-0.00286549j -0.000356335-0.00228674j -7.6729e-05+0.00189319j -0.000104771-0.00247275j -0.000613165-0.00473946j -0.00149529-0.00077249j 0.00277824+0.00510531j -0.000739112+0.00178273j 0.000313192+0.000274839j -0.00055031-0.00338991j 0.00658123+0.00780479j -0.00301373-9.64005e-06j -0.00293211+0.00342301j 0.00267595+0.00201236j -0.00074602-0.00902458j -0.00438685-0.00874524j -0.00182644-0.00395j -0.00304476+0.00101023j 0.00665015-0.000225603j 0.00337787-0.000525047j 0.00427275+0.000129634j 0.00304221-0.00415242j -0.00337774+0.000403237j 0.00464088-0.000418937j 0.00101308+0.000419936j 0.000358873-0.00065999j -0.00269493-0.000965077j 0.000108378-0.000431483j -0.00289863+0.00152637j 0.00117669-0.00123182j 0.00341574-8.24348e-05j 0.0054832-0.0017257j 0.00164493+2.90032e-05j -0.00178006-0.00234488j 0.0021981+2.0048e-05j 3.85354e-05-0.000600702j 0.000932104+0.000635618j -0.0057019+0.000381813j 0.00188108-0.000951635j -0.000570753-0.00329174j 0.000988673+0.000767714j -0.000101862-0.00056459j 0.000946735-0.00131325j -0.00336672-0.00358627j 0.00128526-0.000249037j 0.000167186-0.000645647j -0.000834754-0.00116804j 
0.000553768+0.000148087j -0.000523383+0.00140449j 0.000187796-0.000343307j 0.000232715-6.5132e-05j -0.000291177+0.00150557j 0.000465538-0.00324213j -0.00249197-0.0033005j -0.00136308+0.00514513j 0.00491668-0.00277114j 0.000264319+0.00105693j -0.00896641+0.00164014j -0.000652312+0.000651215j 0.00398152-0.0016787j 0.00130578+0.000907629j -0.00158469-0.000442587j 0.00391753+0.00122312j -0.000217414+0.00242761j -0.0020802-0.00129807j 0.00186582-0.0010468j 0.00353923+0.00582077j -0.00859314-0.00350689j -0.00188348-0.000580885j 0.00678395+0.00935472j 0.0101212-0.00351691j 0.00153854-0.00286776j 0.00903631+0.000937441j 0.00280937-0.00288684j -0.00174366-0.00161688j -0.000124726-4.59418e-05j 0.000488689-0.000260362j -0.000131248+0.00183672j -0.00169518-0.00168874j -0.000706486+0.000358504j 0.00299694+0.000802665j -0.000476637-0.00165122j -0.00502224-0.00104989j 0.00697635-0.00191535j 0.000472728-0.00309428j -0.000969046-0.001524j 0.002202+0.000473036j -0.00117944-0.00162441j -0.000697029-0.00219767j -0.0022194-0.000888191j 0.000734414-0.000419581j -5.48733e-05-0.0024946j 0.00114699+0.000326948j 0.000330272+0.00160342j -0.000170063-0.00114656j -0.00125577-0.00244394j 0.000690846-2.76673e-05j 0.000396484-0.000160078j -0.000343753-0.000773534j 
-0.000158883-3.65276e-05j 0.00115887-0.000113172j 0.00160866+3.6599e-05j 0.000517459+0.000573526j 0.000480383+0.000882748j -0.00130642-0.000908348j 0.00140185-0.000334038j 0.002324-0.00178466j -0.00401846-0.00405377j -0.00109908+0.0011456j 0.00685824-6.68047e-05j 0.00486207+0.00411675j -0.000981351-0.00394803j 0.000301327-0.000143549j 0.00864428-0.0010077j 0.000500241-0.0010522j -0.00118141+0.0040299j -0.00521818+0.00342427j -0.00249309-0.00212311j 0.00366286-0.000302678j -0.0074413+0.00629337j -0.00245513-0.000643732j -0.00976865+0.000508833j 0.00484802-0.00760418j -0.00178837+2.84658e-05j 0.000152635-0.00296087j -0.00159932-0.00218029j 0.00301286-0.00279362j -0.00273754+0.000623077j -0.00187686+0.00121373j -0.003757+0.00102269j 0.00269349+0.00123029j 0.000360635+7.71655e-05j -0.000792124-0.000591326j -0.00130668+0.00207555j -0.00107494-0.00233555j -0.00640067-0.000214234j -0.000879396+0.00281509j -0.00103694+0.00366421j 0.00225231-0.000626055j -0.00217271-0.000290638j 0.000291341+0.000262459j -9.68206e-05+0.000632264j 0.0020238+0.00206761j 0.00118795+0.00274661j -0.00069571-0.000804399j 0.000312563+0.000649237j -0.000189562+0.000471823j 0.00287778+0.00305996j -0.00202076-0.000843674j -0.00120412+0.00132734j 0.000722591+0.00114777j 
7.5336e-05-0.000170251j 0.000574081+0.000305136j -0.0009712+0.00106544j -0.000294871+0.00074529j 0.00162793-6.94676e-06j -0.00066409+0.00223852j 0.000672864+0.00216509j 0.00276808-0.00265483j -0.002146-0.000178566j 0.000745025+0.00466395j -0.00242377-0.0144675j -0.00524047+0.00293377j 0.000984661+0.000970147j 0.00115369+0.00494124j -0.00334468-0.00769394j -0.0022483-0.00447716j -0.00147761+0.00638986j 0.00275679+0.00414043j 6.49287e-05+0.00549593j -0.00349377-0.00569565j 0.000622348+0.00574976j 0.000646111+0.00282011j -0.00270458+0.0127411j 0.00104576-0.00242539j -0.000530703+0.011231j -0.000965294-0.000106844j 0.00143431-0.00872567j -0.00166459+0.00312928j 0.00421737-0.00124496j -0.000359835-0.000160216j -0.00284179+0.000869707j -0.00114675-0.00126434j 0.000126834-0.000798704j -8.71772e-05+0.00136801j -0.000676249-0.000142914j -0.00242582+0.00169743j -0.00130527+0.00117882j 0.00371409-0.00106841j 0.0022665-8.53589e-05j 0.000255695+0.000891961j -0.00411774+0.00135336j 0.00292108-0.000501701j -0.00337354+0.00130402j -0.000447213+0.000348983j -0.00128664-0.0012519j 0.000761346+0.000470879j 0.000555465+0.000308255j -0.000990987-0.000542751j -0.00266477-0.00073512j 0.00154828+0.000710204j 0.000505485-0.00118578j -0.000700729-0.000578285j 
-0.00027474+0.000188048j -0.000257842-9.96612e-05j -0.000762465+0.000159262j 0.000561018+0.000131162j -0.000858825-0.000944064j -0.00030368-0.000378194j 7.59957e-05-5.27687e-05j -0.00102749+0.000965622j -0.000269641+0.00163804j -0.000635687-0.00174356j 0.00133326-2.99195e-05j 0.00318075+0.00275718j -0.00233986+0.00768805j -0.00238433+0.000749529j -0.00344478-0.00278243j 0.00233628+0.00640445j 0.00103118-0.00283299j 0.000773449+0.00746234j -6.52188e-05-0.00458789j -0.00409275-0.0119374j 0.00351392+0.000580538j 0.00408825-0.0149299j 0.000627113+0.00108161j -0.00544413-0.00758972j 0.000656957-0.00131985j -0.00284808-0.00920921j -0.000976063+0.00249932j -0.000168129+0.000166967j -0.000212265-7.79471e-05j 0.000425652+0.000824269j 0.00163721-9.60114e-06j -0.000435386+0.000197649j 0.00122961-0.000298044j -0.0022889-0.000200154j 0.00288521-0.00052726j 0.00498794+0.00143007j 0.00113466-6.99541e-06j -0.000773988-0.00015096j -0.00246574+6.20164e-05j 0.00101771-0.000589324j 0.00133457+0.00135763j 0.00042928+0.0013591j 2.34636e-05-0.000400561j 5.11113e-05-7.90397e-05j -8.76438e-06-9.2424e-05j -0.000115582-9.79449e-05j -0.000216029-0.00177352j 0.000390907+0.000329709j -0.000160254-0.000377347j 3.9439e-06-9.22004e-05j -2.97344e-05-4.09768e-05j -1.97382e-05-5.1247e-05j 
-2.36399e-06+0.000239044j 0.000619872+0.000378851j -0.000743948+0.00295996j 0.00042437-6.74168e-05j 0.00103451-0.00108267j -0.00125533-9.12725e-05j -8.16996e-05-0.00457277j -0.000508797+0.00338215j -0.0038759-0.00426076j 0.000373464+0.000828392j 0.00152382-0.00147759j 0.00418252+0.00268599j -0.00403581-0.00489938j 0.0004261+0.00297012j -0.0063733+0.00105811j -0.000871039-0.00361366j 0.00250828+0.00206864j 0.00656266+0.00186353j 0.00310657-0.00511819j -0.0105176+0.00300832j 0.0015438-0.00511519j 0.000734506-0.00211272j -0.00278134-0.00360184j 0.0034135-0.000644294j 0.00471192-0.00185368j 0.00379776+0.00511553j 0.0018346-0.00351608j 0.000124384-0.00271223j 0.00319438+0.000427252j -0.00197783+0.00162453j -0.000790878+0.00113395j -0.00202888-0.000585424j -0.00132885+0.000234101j -0.00172067-0.000350947j -1.00167e-05-0.000130095j 0.00697427+0.00094735j 0.00308609-0.00244774j -0.00378171-0.00156036j -0.00127754+0.000365j -8.72791e-05+0.000140527j 0.00142515+0.000554663j 0.00304399+0.00126382j -0.00241625+0.000458475j 0.00209836-0.000464822j 0.000135129-0.00165207j 0.000817828-8.88401e-05j -0.000410894-0.00271181j 0.00033809-0.00119829j -0.000928122-0.00121772j -0.000380212-0.000160065j -0.000209008+0.000500485j -0.00019935-0.000329711j 
