-0.020778+0.0013427j -0.030134+0.00182576j 0.00497618+0.00555181j -0.00333961+0.00172437j 0.000334283+0.00170453j 0.00161848+0.00312409j 0.000209744+0.00180623j -0.000826399+0.00240828j -0.00240875-0.0059971j -0.0014004+0.00057897j -0.00158591-0.00381164j 4.81944e-05-0.00193172j -0.000583996+0.000687479j 0.000614518+0.000806377j 0.0001331+0.00423925j -0.00105041-0.0054304j 0.0020734+0.00220511j 0.000755188-0.000805786j 0.00171265+0.00180864j 0.000377419-0.000694541j 8.34316e-05-6.02198e-05j -2.89167e-05+0.000894358j -0.000617457-0.00077412j -0.000124286-0.00101372j 0.000271646-0.001409j 6.77022e-06-0.00108327j 0.000689757+0.00140706j 0.000309422-4.66209e-05j -0.000341144+0.00122365j -0.000496891-0.000918683j -0.000678166-0.0016376j -0.0008317+0.000431022j 0.000178717+0.000213278j 0.000491925+0.000171184j -7.14298e-06+0.000845514j -0.000271795-0.000780722j -6.41288e-05-0.00164611j -4.65077e-05+0.000586759j -2.6363e-05+0.00249738j 0.000250322+0.000643304j 4.29807e-05-0.00308568j 0.00239033-0.00183646j 0.000201101+0.000745298j 0.000604224-0.000310486j 0.00091477+0.000376813j -0.000957257+0.00106452j 0.000477836-0.00032322j -7.7579e-05-2.52946e-05j -0.000313108+0.000169219j 0.000510331-2.54671e-05j -3.57831e-05+2.58404e-05j 0.000316504+0.000148726j -0.000436293+0.00111855j 0.000121126-0.000568609j -0.00114787+0.000152717j 0.000389184-0.00033115j 0.000325197-0.00019864j 0.00105698+0.00104497j 0.000687137-0.0010213j 0.0025914+0.000690201j -0.000110407-0.00106201j -0.000250239-0.000535438j 0.000844988+9.88951e-06j -0.00014131+2.16999e-05j -8.8e-05-0.000152219j -0.000456964-0.000625322j 0.000555477+0.00132503j 0.00127091-0.000656409j 0.000342662+0.000635584j -0.00020592-3.51482e-05j 
-0.000396624+0.000703009j 0.000938998-0.00143713j -0.00599806-0.00832842j 0.000875149+4.52584e-06j 0.00432849-0.000792408j 0.00164384-0.00280792j 0.00655972-0.00173337j 0.00237293-0.00270766j -0.00885543+0.00772785j -0.00148865+0.00232941j 0.00461393-0.00102294j 0.00272483-0.0051509j 0.000862839+0.00094497j 0.00531804-0.0024683j -0.00687553+0.00347794j -0.0107204-0.0061287j 0.00180431+0.0109748j 0.00326598+0.00667397j 0.000674038+0.00218684j -0.00096732+0.0018607j 0.00603105+0.00514284j -0.000155684+0.00416825j 0.000817586+0.00814493j 3.96413e-05-0.00202093j -0.000976019+0.00425256j 0.000446994-0.00589414j 0.00200441-0.00140103j 0.000429844-0.00511153j 0.00311608-0.00449662j -0.00268754-8.03308e-05j -0.0023425+0.00219761j -0.000941696-0.00103471j -0.00108595-0.000511482j -0.000832472+0.000565775j -0.00206431+0.00015327j 0.000141682-0.00268573j -0.00116342-0.00364107j -0.00561274-0.00226788j -0.000323488+0.00108172j -0.0049958-0.00219563j -0.00574592-0.00777702j 0.00218639-0.00269062j -0.00371042+0.00332324j -0.00176834+0.00189945j -0.000685837+0.00228423j 0.00186635-0.000116115j 0.00634413-0.0055607j -0.000433985-8.88519e-05j -0.00223731-0.000445662j 0.00365739-0.000111055j 5.42055e-05-0.000240982j -7.56307e-05-0.000391767j -0.00116365+0.000764387j 0.000873131+0.000129275j -0.00275761+0.000854169j 0.00235298+0.000465646j 0.000427934-0.000466597j -0.0016417+0.000936171j -0.000646584-0.000162748j 0.00411353-0.000571984j -0.00261565-0.00221663j -0.00483351-0.00133931j 0.000177424+0.000553411j -3.76594e-05-0.000360578j -0.000223174+0.000339115j -2.06233e-05-0.00344895j 0.00148814-0.00198594j 0.0012474-0.00465955j 0.00464367+0.000303054j -0.00166424+0.00214206j 
-0.00125211+0.000284392j 0.00095447-0.000887362j 0.00537998+0.00248088j 0.00377459-0.000902497j -0.0055623-0.00130587j -0.00347479-0.000548237j 0.00777506-0.000397367j -0.000573617-0.00112111j -0.00774712+0.00485807j -0.00277878+0.00034272j 0.00727872+0.00201026j 0.00512721-0.000752628j -4.43417e-05-0.000610567j 0.00591593+0.000683415j -0.0129744-0.00515528j -0.00900838-0.00751726j -0.00255779-0.0110697j -0.00331574-0.00454742j 0.0023964+0.000571689j -0.00213167-0.00595045j -0.0010479-0.00412392j -0.000487489-0.00307151j 0.000310857-0.00902556j -0.000745854+0.0011433j 4.8824e-05-0.00658774j 0.000137672+0.00169885j -0.000403349+0.00399258j -0.000398672+0.00294828j -0.00126294+0.00553203j -8.12799e-06-0.00127897j 0.000234154-0.000747408j 0.000910281-0.000696741j -0.000463125-0.00231974j 0.00277736-0.00321979j -4.0971e-05-5.52719e-05j -0.000200907+0.00267976j -0.00209045+0.0014542j 0.00432218-0.00567976j -0.000347875-0.00567065j 0.00372138-0.000751774j 0.00302062-0.00264485j 0.00186798-0.000197705j 0.00344962+0.000196992j 0.00153889-0.000105136j 0.000727708-0.0010611j -0.00255881+0.000270957j -0.00586772+0.00738446j 0.000392715-0.000401719j 0.00100105-0.00074125j -0.00219104+0.000419793j -0.000127806-0.000239742j -0.000513014+0.0015613j 0.000814843+0.000249964j 0.000462914-7.27937e-05j 0.00122058-0.00116705j -0.00205258+0.000201301j -0.000279447-0.000171174j 0.00137329-0.000434717j 0.0015898-0.00138145j -0.000418319+0.00377405j 0.0033324+0.000312045j 0.00523171+1.22827e-05j 0.00046671-0.000514203j -0.000113688-5.04458e-06j 7.00643e-05-5.18386e-05j 0.000401512+0.00300291j -0.000784941+0.00311355j 0.000674513+0.00494651j -0.00442662+0.00102236j 0.00113524-0.00243597j 
0.00141705+0.000588641j -0.00136744-0.00135185j 0.00188174+0.00321465j -0.000951226-0.00237885j 0.00178013+0.000816368j 0.000970288+0.000823229j -0.00222513-0.0104865j -0.000907-0.000286191j 0.00425959+0.0106559j 0.000653995+0.0037414j 0.000587691-0.010361j -0.00152802-0.00637968j -0.000154009+0.000524944j 0.00197593-0.00933285j 0.000731675+0.0150423j -0.00655986+0.0128154j -0.000427291-0.00352958j -0.0013302-0.00329934j 0.00172844-0.00319324j -0.00403456-0.000482308j -0.000176455-0.00551344j 0.00151429-0.00168063j 0.0003991-0.00437071j -0.00149153+0.000483218j -0.00202746-0.00162463j -0.00383817+0.0017107j 0.000778768-0.00042378j -0.00213823+0.0015338j -0.000171103+0.000654254j -0.00103356+0.00107116j 0.00125502+0.000157147j -0.000133703+0.000295332j -0.00153835+0.00140507j -0.00166981-0.000823372j 0.00026335+0.000987095j -0.00037284+0.000794283j -0.00148992+0.00246796j -0.00463186+0.000252829j -0.00214827-0.000676403j 0.000748568+0.000991583j -0.00352649+0.00200302j -0.00232889-0.00297951j 0.00323115-0.000417202j 0.0010763-0.000425682j 0.000864105-0.000920303j -0.000394572+0.000770438j -0.00211843+0.0026164j -8.15718e-05-0.000202906j 0.000407811+0.000673303j -0.00120246-0.000756051j -0.000226659+7.10838e-05j 0.000411443+0.000653132j 0.0012083+0.000535734j -0.000385247-0.00108082j 0.000841028+0.000523198j -0.00115846-0.000208803j -0.000495206-0.00014246j 0.00149226-0.000103713j -0.000231401-0.000796428j 0.000247343-0.00166651j 9.99041e-05+0.000310079j 0.00133286+0.0001432j 5.97447e-06-0.000715587j -9.90749e-05+0.000127498j 5.88357e-05+2.14497e-05j -0.000344103+0.00118274j 0.000362609+0.000666668j -0.00051197+0.000858792j -0.00121787-2.87273e-05j 0.000528233-0.000673842j 
-0.000701247-0.000725162j -0.000649584+0.00177685j -0.00227046+0.000227522j -0.00456711+0.00720763j -0.00535239+0.0075466j -0.00756178+0.0118254j -0.0047821+0.00311746j 0.00245637-0.00658469j -0.00672378+0.0100916j 0.00323053-0.00371712j -0.0100294+0.00860403j 0.00197432-0.00273431j -0.00433082+0.00313284j -0.00740189+0.000685038j -0.00887995+0.00378327j 0.000325375+0.00368611j -0.00266213+0.00238771j -0.000684721+0.00187528j -0.0012068+0.00106548j 0.00091037-7.93324e-05j 0.00128841+0.000471989j 0.00392421+0.00104638j 0.00112107+0.00165817j 0.00089355-0.000753113j 0.00131779+0.000171496j -0.00167738-0.00154876j -0.000396866+0.000965171j -0.0010718+0.000960559j 0.00160842+0.00201501j 0.00063934-0.000751254j -0.00149859-0.00182973j 0.000418899+0.000971211j 0.000249783-0.00150477j 0.00147422-0.00158778j 0.00103455+0.00106177j 0.00187857-0.000427524j 0.000890973-0.000859758j -0.00355336-0.00174304j -0.00197638-0.000288298j -0.00445864-0.00195258j 0.000788692+0.0012834j 0.00181085+0.0022799j 0.000100034+0.000485011j -3.43209e-05+0.0004639j -0.000711527-0.000116347j -0.000279376-0.00049994j 0.00078228-0.000577384j -3.76269e-05+0.000202735j 0.000181599-0.000222676j 6.21501e-06+0.000362258j 0.000116124+9.91985e-05j -0.000269712-0.000102238j -0.000665631-0.000848173j -7.27388e-06+0.000519079j -0.000276331-0.000632119j 0.00106888+0.000561318j 0.00037945+0.000388028j -0.000595688-0.000349029j 0.000128559+0.000534719j -0.000383798+0.00168821j 0.000864571-0.000109707j 0.000124234-4.07004e-05j -4.67884e-05+0.000243562j 3.80098e-05+1.48679e-05j 3.71968e-05-0.00010145j 0.000280421-0.000229895j -0.000561368-4.37181e-05j 0.000897439+0.000341287j -5.90896e-05+0.000278745j -0.000183155-5.72545e-06j 
0.000441729-0.000156934j -0.00216011-0.000357156j -0.00183683-0.0039799j -0.0088616-0.00744823j -0.0078487-0.00715957j -0.0102674-0.00758664j -0.00467562-0.00534191j 0.00501506+0.00253989j -0.00586255-0.00411475j 0.00205385+0.00221888j -0.00836483-0.0103006j 0.00166406+0.00223399j -0.00415434-0.00710568j -0.0018801-0.00864647j -0.00341765-0.00904101j -0.0016785+0.00106409j -0.00169284-0.00116887j -0.000336935+0.00134265j -0.00121667-0.000488309j 0.000742291+0.00256536j 0.00126943+0.00231474j -0.000776305+0.00430316j -0.000566488+0.00245043j 0.00172887+0.00104805j 0.00078649+0.00168926j 0.00129078-0.00242954j -0.000936888+0.000250183j -0.00155112-0.000900507j -0.00223957+0.00219707j 0.000979094-2.71368e-05j 0.00161936-0.00229055j -0.00153472+0.000590283j 0.00180817-0.00101806j 0.00212559+1.61098e-05j -0.00112157+0.000978135j 0.0012862+0.000631921j 0.00160223+0.000470479j 0.000991113-0.00265653j -0.000621212-0.00124278j 0.00141494-0.00436959j -0.00127507+0.00117546j 0.000375309+0.00219743j -0.000962027+0.000753076j -0.000571904+0.000425478j -0.000295835-0.00049331j 0.000227717-0.000631148j 0.000935683-0.000733516j -0.000337047-4.20815e-05j -5.72945e-05+0.000244692j 2.21012e-05-0.000125422j -8.7896e-05+0.000161102j -0.000403343-0.000486499j -0.000152234-0.000839488j 0.000158477+0.000210675j -6.72347e-05-0.000249987j 0.000668089+0.00128773j -2.07188e-05+0.000523099j -0.000348761-0.000611039j -0.000378966+0.000210742j -0.000730662+0.000602972j 0.00033652+0.000229359j -0.000244771+0.000109604j -9.29414e-05+0.000161726j 2.24121e-05+2.57795e-05j 7.26017e-05-4.70528e-05j 0.000270004-0.000266268j -0.000347597-0.000587203j 0.000367598+0.000275895j 0.00017407+3.94278e-05j -0.000187849+0.000133171j 
0.00234145-0.00172936j 0.00128669-6.55528e-05j -0.0037174+0.00428434j -0.00395404+0.00550897j -0.00156504+0.00073721j -0.00504322+0.000148718j -0.00135374+0.00360144j 0.00126345+0.00107906j -0.00244508-0.00787139j 0.00183342+0.00179632j -0.00168047-0.000879937j 0.00212937-0.00124054j -0.00489435+0.00570668j 0.000826517+0.00223683j -0.00248017+0.00391585j -0.00577306-0.00145343j 0.00243978-0.00302206j 0.00310625-0.00563803j 0.00162637-0.00078773j 0.000754088-0.00335859j -0.000197494-0.00734044j 0.0023033+0.000688666j -0.00329241-0.000755243j -0.0014696-0.00337805j -0.0054474-0.00118769j -0.00338983+0.000823799j 0.000547276-0.00300013j -0.000295994-0.00108703j 0.00738707-0.00366253j -0.00107678+0.00186177j 0.000772877+0.00299634j 0.00198369+0.00165884j -0.00646061+0.00212022j -0.00730004+0.00155659j -0.00121276+0.00127392j -0.0044264+0.000954488j -0.00289785-0.00174364j -0.000924993-0.00130121j 0.00451898+0.0016686j -0.00185996+0.00041647j -0.00231642+0.00142937j -0.00994808-0.00868586j 0.00267606-0.000833158j 0.000909925-0.000871632j 0.00103543+8.72029e-05j 0.00158448+0.00133325j -0.00207117+0.000921476j 9.12394e-05+0.000340825j 0.000729728+0.0013272j -0.00075141-0.00103137j 0.000112511+0.000183758j 0.00109094+0.00140993j 0.00203707+0.00216827j -0.00143822-0.0023528j 0.00175702+0.00248452j -0.00226353-0.00414883j -0.000876666-0.00101606j 0.000670171+0.00113256j -0.00183209+0.000628335j 9.71016e-05-0.00850903j -0.00443782+0.00130319j -0.00162074+0.000539323j -0.000703456-0.000767691j 6.28074e-05+0.000122886j -0.000112933+0.000252449j -0.001204+0.000559638j 0.00168555-0.00134395j -0.00436612-0.00235203j 0.00110652-0.00201322j 0.000730913+0.000692768j 
-0.0012216+0.000308173j -0.000845757-0.000307163j -0.00382296+0.00430661j 0.0023905-0.00255395j 0.00056186+0.00331575j 0.0011115+0.00338887j 0.00557698-0.00199758j -0.0018684+0.00178853j -0.0053773-0.00217253j -0.00207172-0.00181974j 0.00535676-0.0030168j -0.000283339+0.000269582j 0.00700164+0.00184775j 0.00623137-0.000170229j 0.00113502+0.000822298j 0.00357801+0.0052619j 0.00166484+0.00236022j -0.000530239-0.00102827j -0.00243459+0.000781966j -0.000778653+0.00148259j -0.00861618+0.00882197j -0.00348658+0.00403771j -0.00157208+0.00869789j -0.00150952-0.000634678j -0.0030262+0.00587647j -0.000170117-0.00131055j -0.00460979-0.00175769j -0.00170009-0.0012636j -0.00341589-0.00573125j 0.00251405+4.56844e-05j 0.00484906-0.000581901j 0.00137616-0.000393711j 0.00218466+0.00404473j 0.00207124+0.00393129j 7.0069e-05+0.00126176j 0.0027254+0.000897798j 0.000801346+0.000864807j 0.0054416+0.00183159j -0.000153296-0.000349016j 0.0052522+0.00571695j 0.00535086+0.00542082j -0.00164188+0.00867844j -0.00505462-0.00531565j -0.000965215-0.0028468j -0.000834459-0.000406639j 0.00214483-0.00146863j -0.000862272-0.00529341j 0.000406323-0.000147295j 0.000547121+0.000452445j -0.00037056-0.00079808j -6.74763e-05-0.000140436j 0.000748872-0.00375338j 1.43539e-05-0.00193936j -0.00057142+0.00320815j 0.000537838-0.000900542j -0.0019102-0.000567637j -0.000315449+0.000277714j -0.00136417-0.000848866j 0.000689664+0.00373391j -0.00630589-0.0026785j -0.000146281+0.0047098j -0.000722819+0.00325682j -0.00126572+0.00127497j 0.00030684-5.66648e-05j 0.000180876+7.60208e-05j 0.000350264+0.000713046j -0.00204667-0.0029471j -0.00379598+0.000952907j -0.000908428-0.00324787j 0.000913502+0.000736394j 
0.00101557+0.00151455j 0.000880087+0.000410662j -0.00315915+0.000932173j 7.13992e-05-0.00208567j 0.00148297+0.000140788j -0.00174538+0.00213146j -0.00352981+2.25251e-05j -0.000217005+0.0019817j -0.00576501+0.000542304j 0.00154715-0.000239508j -0.00449787-0.000444478j 0.00188634-0.00132574j -0.00232922-0.000856667j -0.00264662-0.00328058j -0.0166048-0.00360971j -0.00566841-0.00257898j 0.00109061-0.000472007j 0.00216453+0.00338621j -0.00167553+0.0041621j -0.00288443+0.00112716j -0.000971206+0.00612622j -0.00285366+0.000736199j -0.00138086-0.000855438j -0.00495267+0.00131072j -0.000483966-0.00122314j -0.00630551-0.000132228j -0.00129098+0.00268981j -0.00109448+0.00227992j 0.00674156+0.00270184j -0.00390779-0.00196607j -0.0065245-0.00072066j 0.00732007-0.000184345j -0.0038372-0.00321007j 0.00243369-0.00661315j -0.00233424-0.00149294j -0.0043853-0.00710835j 0.00307655-0.00164388j 0.00228733+0.00634149j -0.0130669+0.00515798j -0.000512965+0.00317342j 0.000122697-0.00405955j 0.00466158-0.00714891j -0.0003945-0.00408457j 0.000949941-0.00140049j -0.00197799+0.00141641j 0.00036642-3.99531e-05j -0.00263991-0.00204316j -7.86747e-05-4.85118e-05j 0.00041776-0.000709178j -0.00164508-0.000579084j -0.000438722-0.00065149j 0.00117895-0.0004723j -0.000368034+0.00094557j 0.000637008+0.00183671j -0.00205782+0.0015248j 0.000617885-0.00192228j 6.07064e-05-0.00138912j -0.0011241-0.000268873j 0.00195863-6.39772e-06j 0.00162666-0.000808445j -0.000224968-0.000880437j 0.000117306+0.000530769j -0.000740339+0.000398099j 0.000140987-0.000324421j -0.000162101+0.000265028j -0.00024533+0.000771678j -0.000828745+0.000587404j -0.00103171-0.00124911j -0.000421323-0.000966684j 0.000569777+0.00012019j 
-0.000531583-2.19501e-05j -0.000505443+0.000537849j 0.00145816+0.0014937j 0.00383674-0.000735114j -0.00250943-0.000400242j 0.00322174+0.00107827j 0.00127048-0.000397702j 0.000650617+0.000162753j -0.00313984+0.00502776j -0.000103883+0.000254676j -0.000311656-0.00157618j -0.00215136-0.0023452j 0.00522536-0.00014492j -0.00569545-0.00479643j -0.00639535+0.00510866j 0.0118587+0.00207725j -0.00230515-0.00203357j 0.0031625+0.000673398j 0.00195798+0.00185456j 0.00458016+0.000178611j 0.00753726+0.00426306j -0.00776513+0.00163462j -0.0030163-0.00127985j 0.00403542+0.00257888j 0.00236+0.00313844j 0.00788981+0.00504597j 0.00237127+0.00447863j 0.00514511+0.00136628j -9.60164e-05-0.00140159j -0.00152571+0.000160578j -0.000846699-0.000327629j -0.0014669-0.00233001j -0.00184428-0.00244896j -0.0046008-0.00111037j -0.00500436+0.00110756j -0.00697354-0.00223453j 0.00216915-0.00651393j 0.0162394-0.00129313j 0.00778442+0.00411171j 0.00757508-0.00336257j 0.00117953-8.78202e-05j -0.00332964-0.00036658j -0.00591484+0.000185724j -0.00162149+0.000446053j 0.000491123+0.00130884j -0.000572789-0.00116932j -0.000471424+0.00246732j -0.000279659-0.000181594j -0.00060396-0.00120667j 0.000761222+0.00178882j 3.14881e-05+0.000235745j -0.00161915-0.000930722j -0.000601432+2.69882e-05j 0.00148057+0.000642975j 0.000826218+0.000793115j 0.000124099-5.42509e-05j -0.000378204+0.000226696j -0.00216303+8.63298e-05j -0.000618314-0.00124794j 0.000173291+0.0015474j -0.000615068-0.00074876j 0.000368841-0.00075873j 0.000556413+0.000951041j -7.35448e-05-0.000238896j -1.45525e-05+4.55472e-05j 0.00120671-0.000180414j 0.000216168+0.00103907j 7.86646e-05+0.000924811j -0.000208968+0.000849645j -0.000321593-0.000405141j 
0.000653159+0.000365915j -0.00099588+0.000759636j -0.00215113-0.00167014j 0.00170486-0.00164459j -0.00338247+0.000885184j -0.000900402-0.00233736j 0.00243175+0.000208169j 0.00537578-0.00138517j -0.00152153+0.000886337j -0.00100324+0.00129902j 0.00771364-0.000298327j 0.00291905+0.00152579j -0.00155786+0.000883326j 0.000590484+0.00314055j 0.000139147+0.00171182j 0.00413105+0.00555945j 0.000858087+0.00250413j 0.00443952+0.00308491j 0.00412407-0.00172347j 0.00255912-0.000792521j -0.0015293+0.00461014j 0.000595589-0.000233271j -0.00165997-0.00401793j 0.00557153-0.00147896j -0.00267663-0.00556594j -0.00622328+0.000440138j 0.00153281-7.9671e-05j 0.000730492+0.000491422j -0.00171564+0.00958313j -0.00083182-0.001438j 0.00201732+0.00116829j -0.00424508+0.000954556j 0.0083369-0.00557034j -0.0119692-0.0025847j 0.00732815-0.00364544j 0.0019822-0.00265091j 0.0116499+8.23478e-05j -0.0062738+0.00304172j 0.0102964+0.00426032j 0.00279842+0.00271061j 0.000936079+0.00468032j 0.00500222-0.00230978j 0.00181926-0.00163099j 0.0010087-0.000936187j 0.00137982+0.000395375j 0.000119353+0.00128811j 0.000323625-0.00176905j 0.000375252-4.26912e-05j 0.000590693+0.0018535j 0.000428683+0.00117715j 0.000615894+0.00175535j 7.00513e-05-0.00205751j -0.00069476-0.000740432j -0.00150285-0.00228983j -0.00114717+0.000163057j 0.00112056-0.001996j 0.00062847+9.47631e-05j 0.00157954-0.00134451j -0.00106188-0.00204158j 0.00187995-0.000227196j 0.000917963-0.00185383j 8.63722e-05-0.000398034j 0.000220003-0.00102857j -4.49153e-05+0.000637034j 5.05269e-06-0.000498808j -0.000996811+0.000501863j 0.0012928+0.000766525j 0.00112201-0.00225474j 0.000541287+0.000443481j -0.000155109+8.60762e-05j 
-0.000875956+0.00246973j -0.000284635+0.000768807j -0.00243029-0.00184108j -0.000261826-0.000406837j -0.00593207-0.00184318j 0.00077002+0.000251365j 0.00809774-0.00348031j -0.00314183-0.000661293j -0.00169305-0.00371988j -0.00430738-0.000625653j 0.00103899-0.00094883j -0.00043869-0.00191928j 0.00797978-0.00329196j 0.0037015+0.000353296j 0.00201891+0.000370944j 0.0127065-0.000278745j 0.000573474+0.000449118j 0.00194034-0.000491401j -0.00709273+0.00542516j -0.00100643+0.00247749j 0.00773404-0.00348722j 0.00700513-0.00399096j 0.00289648-0.00293461j -0.00218737+0.00017782j -0.00452245-0.00356288j 0.00174937-0.000657674j -0.00292897-0.00213285j -0.0016975+0.00133187j 0.00393312+0.0029873j 0.00509687-0.00231735j 0.00769792-0.00230445j -0.00107027+0.00755004j -0.0085384-0.00585903j -0.0047064-0.00173808j -0.00552208+1.14338e-05j 0.00620682+0.000624754j 0.00209631-0.00345092j -0.00317995-0.000395587j -0.00768837-0.00329015j -0.00887409+0.000677194j 0.00106344+0.00667791j -0.00191319-0.00201503j 0.00508362-2.66787e-06j 4.07571e-05+0.000508398j -0.00157105-0.00257194j -0.00145564-0.000252263j 0.000869693-0.000716849j 0.000566334-0.00039533j 0.000717864+0.000816758j -0.000832439-0.00113701j 5.91876e-05-0.000361119j 0.000295388+0.00184277j -0.00232515-0.00184255j 0.000252193+0.000462603j 0.00137371+0.00214328j 0.000380752+7.2817e-05j 0.00073199+0.000255595j -0.00162256+0.00014477j 5.87783e-05+0.00381395j 0.00156319+0.000225928j -0.00218714-0.00153063j -0.00153167-0.000391969j -0.000777866+0.00011017j 0.000379208+0.000252692j -0.000149251-0.000469233j 3.19427e-05-0.000906601j -0.00157371-0.000248942j 0.00080161-0.00144016j 0.0014287+0.000101999j -0.000238279+0.000527307j 
-0.000596839+0.000346921j 0.00151799-0.00123713j 0.00180199+0.00164697j -0.0039998+0.00215204j -0.0016968-0.00181621j -0.000322809+0.00256989j 0.00436716+0.00297364j -0.0026133-0.000734432j -0.000761405-0.000747833j -0.00368091+0.000316417j -0.0154526+0.00223059j 0.00526549-0.00129239j -0.00222477+0.00108708j 0.0105818+0.00251165j -0.00345137+0.00189701j -0.0116076+0.00300788j -0.00300289-0.00151806j -0.00395564-0.00101135j -0.00564496+0.00180285j -3.38837e-05+0.000768875j 0.00218183+0.00749523j 0.00260413+0.000261019j 0.00329045+0.00232187j 0.00325234+0.00193419j -0.000850822+0.00394306j 0.00110418+0.00556281j -0.00106645+0.00050432j -0.00166778+0.000694229j -0.00288484-0.00436465j 0.00690406+0.00313834j 0.0101528+5.77973e-05j -0.00420995+0.00162306j 0.00466952-0.00286726j -0.0123777-0.0023601j 0.00202666-0.00220586j 0.00145168+0.00202087j 0.00714777+0.00331218j 0.0025159-0.000447514j 0.00640997+0.00216305j 0.00148477-0.00261706j 0.00028197-0.0061507j -0.000629286-0.00371052j -0.0019173+0.00150873j -0.00129638-0.000719533j 8.09594e-05-0.000432256j 0.000227641-0.00175409j -0.000340623+0.00170424j 0.000733154-3.57893e-05j 0.00101526+0.00131447j -0.000563076+0.000905418j -8.54509e-05+0.000517666j -0.000878266-0.00145115j -0.000798546-0.00318799j 0.000354524-0.000803584j -0.00167473+0.00202203j -0.00175755+0.000105199j 0.000135537+0.000136897j -0.0012111-0.000571782j -0.000271634+0.000372485j -0.00084061+0.00206147j 0.00084006-0.00100959j 0.000620799-0.000618481j -0.000289016+0.000942784j -4.41013e-06+0.000291919j 0.000341354-0.000473242j 0.00139903+0.000205138j -0.00119881-8.36522e-06j 0.000413083+0.00215614j -0.00115836+0.000687701j -2.82419e-05-0.000602864j 
0.000347751+0.000969348j -0.000451065+2.32461e-05j 0.00102057-0.000209834j 0.00273628+0.00105619j 0.000771866-0.000319474j 0.00190524+0.000911903j -0.00113064-0.0014416j 0.00071172+0.000766943j -0.00199551+0.000175162j 0.00112825+0.00175415j 0.00329096+0.00215561j -0.00218761-0.00259934j 0.000212226-0.00122383j -0.00425897-0.00167151j -0.00135036+0.000676215j -0.00134153-0.000949234j -0.000617887+0.000219599j -0.000395+0.000125618j -0.00141018+0.00805612j -0.00362461+0.00185778j -0.0019253-0.00628384j -4.06827e-05-0.000696266j -0.0013638-0.000512573j -0.00712335+0.00363299j 0.0107988+0.000585765j -0.00378861-0.00330835j 0.0017103+0.00253364j 0.00426364-0.00266166j -0.0107603-0.00465944j -0.001438-0.0041338j -0.00548999-0.00151193j 0.00273572-0.00054394j -0.00169396+0.00895755j -0.0135135-0.000752097j 0.00612268+0.00797092j -0.0143223-0.00133306j 0.0130984+0.00480104j -0.00325081-0.00522302j -0.00564592+0.00481596j -0.00191956+0.00305697j 0.000151741+0.00191325j -0.00425439+0.00421121j 0.00132026-0.00025944j -0.000184729+0.000755927j -0.000575048+0.00131069j -0.00106127-0.000223409j 0.000440213+3.33451e-05j 0.000260741+0.000280434j -0.000594059+0.00067799j -0.000735001+0.00135415j 3.5997e-07+0.00234039j 0.00156584-0.000303627j -0.00102244-0.00126887j 0.00142091-0.00169605j 0.00292851-0.000891112j 7.3255e-05+0.000874328j -0.000400857+0.000141665j -0.000138207+0.00226321j 0.00211865+0.000745467j -0.000591758+0.000266235j -0.000737945+0.00163105j -0.000278998+0.000739404j 0.000343998+0.000910564j -0.000317159-0.000176295j 0.000242489-7.56831e-06j -5.38262e-05-0.000965726j -0.00117002+0.000858707j 0.00050201+0.000816656j -0.000125892-0.000193738j 5.95848e-05+4.34579e-05j 
-0.000351936-0.000381524j -7.22673e-05+6.65656e-06j -1.9069e-05-0.000563266j -0.000766658-0.000162816j 0.000364287-0.00020766j 0.000574338-0.000714628j 0.00110855+0.00034003j -0.00388767-0.000101308j 0.00163296-0.000529763j -0.00202949-0.000586899j -7.92393e-05-0.00087686j -0.00119557+0.000863592j 0.00402851+0.000930526j -0.000116947+0.00158248j 0.00209999-0.00053704j 0.00374319-0.000626331j 0.000144397+0.00031818j 0.000188877-0.000768788j -0.000812874-0.00521386j 0.00111348-0.000236083j 0.000564614-0.000367859j 0.000908356+0.000378849j 0.00169682+0.000130036j 0.000978344+0.00219262j -0.00125439+0.00153945j 0.00171249-0.00556366j 0.00168929+0.000501703j 0.0013638+0.00554905j 0.00254793-0.00639229j -0.000400646+0.00399594j 0.00206802+0.00437792j -1.96795e-05-0.00432517j 0.00323999+0.00308807j 0.000584654-0.0267648j -0.00150531+0.00913518j 0.00355533-0.00675919j -0.00562378+0.0164696j 0.000379673-0.00469041j 0.000266909+0.0096664j 0.000658747+0.00201132j -0.000865299+0.00386061j 0.000746698-0.0020302j 0.000509479+0.000933125j -0.000117133-0.000365571j 0.000468493-0.000202056j 0.00050949+0.00029731j 0.000546588+6.09118e-05j -0.000234741+0.000599977j -0.0024209+0.00119672j -0.00113124+0.000282661j -0.00315628-0.000198853j 0.000836834-0.000282586j 0.00256979-0.000791586j 0.00190753-0.000576743j -0.000654511+0.000849908j 0.000871008-0.000692725j 2.46955e-05+0.000182066j 0.000446692-0.000708695j -0.00118056-0.00025442j 0.000194951-0.000736207j -1.73942e-05-0.000517687j -0.000238746-0.000315189j -0.000122187-0.000584562j -0.000211306+4.94422e-05j 0.000219707+0.00012567j -0.000112739+9.90673e-05j 0.000562478-0.000554682j 3.06253e-05-0.000508379j 0.000411519+0.00012674j -0.000145926+0.000113837j 
