-0.020778+0.0013427j -0.030134+0.00182576j 0.00497618+0.00555181j -0.00333961+0.00172437j 0.000334283+0.00170453j 0.00161848+0.00312409j 0.000209744+0.00180623j -0.000826399+0.00240828j -0.00240875-0.0059971j -0.0014004+0.00057897j -0.00158591-0.00381164j 4.81944e-05-0.00193172j -0.000583996+0.000687479j 0.000614518+0.000806377j 0.0001331+0.00423925j -0.00105041-0.0054304j 0.0020734+0.00220511j 0.000755188-0.000805786j 0.00171265+0.00180864j 0.000377419-0.000694541j 8.34316e-05-6.02198e-05j -2.89167e-05+0.000894358j -0.000617457-0.00077412j -0.000124286-0.00101372j 0.000271646-0.001409j 6.77022e-06-0.00108327j 0.000689757+0.00140706j 0.000309422-4.66209e-05j -0.000341144+0.00122365j -0.000496891-0.000918683j -0.000678166-0.0016376j -0.0008317+0.000431022j 0.000178717+0.000213278j 0.000491925+0.000171184j -7.14298e-06+0.000845514j -0.000271795-0.000780722j -6.41288e-05-0.00164611j -4.65077e-05+0.000586759j -2.6363e-05+0.00249738j 0.000250322+0.000643304j 4.29807e-05-0.00308568j 0.00239033-0.00183646j 0.000201101+0.000745298j 0.000604224-0.000310486j 0.00091477+0.000376813j -0.000957257+0.00106452j 0.000477836-0.00032322j -7.7579e-05-2.52946e-05j -0.000313108+0.000169219j 0.000510331-2.54671e-05j -3.57831e-05+2.58404e-05j 0.000316504+0.000148726j -0.000436293+0.00111855j 0.000121126-0.000568609j -0.00114787+0.000152717j 0.000389184-0.00033115j 0.000325197-0.00019864j 0.00105698+0.00104497j 0.000687137-0.0010213j 0.0025914+0.000690201j -0.000110407-0.00106201j -0.000250239-0.000535438j 0.000844988+9.88951e-06j -0.00014131+2.16999e-05j -8.8e-05-0.000152219j -0.000456964-0.000625322j 0.000555477+0.00132503j 0.00127091-0.000656409j 0.000342662+0.000635584j -0.00020592-3.51482e-05j 
0.000444899-3.15094e-05j -0.00112411+0.000436366j -0.000853263+0.000284667j -0.000295901-7.99462e-05j -0.00115401-0.000249414j 0.000657232+1.8374e-05j 0.000269398-0.00125004j 0.000762369+0.00176117j 0.00104497+0.000553175j -0.00026063+0.00466507j 0.000469273+0.00118767j 0.000400027-6.54837e-05j 0.00173846-0.00116842j -0.00156539+0.000730149j -0.000608302-0.000825399j -0.000767157-0.00211795j 0.00109584+0.000899119j -0.000144698+0.00246741j -0.000229295-0.00195551j -0.00174927-0.00217432j -0.00104475+0.00163151j 0.00287588-0.00231316j -0.000401041-0.00643285j 0.00687417-0.00798813j 0.0038764+0.00670457j -0.000851002-0.00818246j -0.00519926+0.00531275j 0.00714967+0.00535225j 0.000119052-0.00365192j -0.000474153-0.00144462j 0.000121493+0.00162763j 0.00385671+0.00395654j 0.00237195-0.00238466j 0.000477129+0.00250241j -0.0126946-0.00781196j -0.00204257+0.0116856j -0.00095551+0.00136349j -0.00462925-0.000338889j 0.00244053+0.00853564j -0.00311232-0.00459333j 0.00390698+0.00366626j -0.00213716-7.88634e-05j 0.00145115+0.000695612j -0.000715074-0.00036133j -0.00058034-0.00159003j 0.000226421+0.000364322j 0.000323965+0.000491969j 0.00408506-0.000242963j -0.00149504-2.20138e-05j -0.000560496-8.22279e-05j 0.000179467-5.64785e-05j -0.00180287-0.00038629j -0.00108993+0.000588682j 0.00132093-0.000327988j -0.00209708+0.00152857j 0.00144481+0.00028647j -0.00401438+0.000843086j 0.00124602-0.000730979j 0.000522694+0.000164453j -0.000219111-0.000159755j -0.000149462-2.40551e-05j -5.45542e-05-0.000788498j 0.000137203-0.000112929j -6.91832e-05-6.41397e-05j 4.62091e-05+6.13807e-05j -0.000514126-0.000604863j -0.000320493-0.000213681j -0.000380839-0.000296429j 0.00043156+6.65316e-05j 0.000133076+0.000281943j 
0.000124814+0.00019852j -0.000715561-5.6628e-05j 0.000510764-0.00101855j 0.00197266+0.000195946j 0.00080326-0.000761008j 0.000369508+0.00126182j -0.00177091+0.00136505j 0.000616411+0.00117311j 0.00113152+0.00201857j 0.000511088+0.00490112j -0.00015132-0.000266658j 0.00151782-0.000697866j -0.00124062-0.00355313j 0.00038388-0.00107286j -0.0011655-0.00179094j -0.000226689-0.00176164j -2.13964e-06+0.00196493j -0.000173155+0.00157003j -0.00129301-0.00496404j -0.000136675-0.000367239j 0.00368777+0.00276481j -0.00206022+0.000121588j -0.000723329-0.00281106j 0.00064894+8.71726e-05j -0.000524306-0.00463948j 0.00222907+0.00185317j -0.000447089+0.00157971j -0.00568901-0.0015671j 0.00239338-0.00259303j 0.000419352-0.00592564j 0.000348337+0.0041697j 0.000528244-0.00151282j -0.000118249+0.00325674j -0.00355299+0.00195588j 0.00301905+0.00215819j -0.000345654-0.00345632j 0.00184371+0.0017418j 0.00229554-0.00270905j 0.000966549+0.0019931j -0.00146524+0.00181351j -0.0018952-0.000461896j -0.000618188+0.000927283j -0.000460139+0.00233159j 0.000891632-0.000392104j 0.00157667-0.00147661j -0.00303352+0.0018513j -0.000231122+4.98751e-05j -0.00109932+0.000302674j 8.14006e-05+0.00136594j 0.00147602-0.000146497j -0.000188784+3.63694e-05j 8.99499e-05-4.09638e-05j 6.17214e-05-0.000939291j -0.000250369-0.000773455j 0.00260293+0.000491886j -0.0013413-0.00107859j 0.000426992+0.000609183j 0.00112058-0.000150113j 0.000322458-0.000452195j 0.000755434-0.00032837j 0.000404369+0.000585273j 0.000881562+0.00011601j 0.000317198-0.000695235j -0.000148848+0.000189988j -2.11409e-05-0.000272651j 0.00032612+0.000114014j 0.0010906+0.000656672j 0.0010139-0.000344894j -0.000462704+0.000605839j -0.000339804-0.000213837j 
0.000135637-0.000523101j -0.000827081+0.00108959j 0.000281341+4.40224e-05j 0.000182389+0.000564707j -0.000104499+0.000843569j 0.00200003+0.00210761j -0.0001444+0.00213344j 0.00166305-0.000671028j 0.000856006+0.00146749j 0.00703011+0.00331681j -0.000590537-0.000782677j -0.000711746-0.00180072j -0.00264495-0.00175701j 0.00228952+0.000901105j -0.000454809-0.00109361j 0.00125682+0.000359905j -0.000514387-0.00154841j 0.00132504-0.00150936j 0.00055439+0.00150109j 0.000434425+0.00122029j -0.000260734-0.000850571j -0.00244682+0.00275432j 0.000724305-0.00266455j -0.00568347+0.00275747j -0.00495901+0.00157248j -0.00138023-0.00647411j 0.00720411+0.00330234j -0.00263828+0.0089284j -0.00335578-0.00401318j -0.00145083-0.0026727j 0.00277036+0.0103367j -0.00183597+0.00203073j -0.00501423-0.00543213j 0.00430492+0.00983206j 0.00951905-0.00524293j 0.00275577-0.00285363j 0.00267535+0.00495768j 0.0032244-0.00227562j 0.000254526+0.00188343j 0.000118452-0.00136826j -0.00202279-0.00165591j 0.00105672-0.00173609j -0.000847899-0.00141208j 0.000576311+9.61447e-05j -0.000393929+0.00194632j 0.000116481-0.000465772j 0.000145789-0.000147614j 0.000734243-0.00304375j 0.000690689-0.00143726j -0.000119457-0.000164858j -0.000236137+0.000231038j 0.0020671+0.000178186j 0.00112665+0.000955584j 3.15123e-05+0.000924015j 0.000125864-3.57391e-05j -6.76505e-05+0.00018201j 0.00209276+0.000400736j -0.000689874+0.000518115j 0.00106416-0.0005844j 0.000168026+0.000325424j 6.03784e-06-0.000270959j -0.000540892+0.000394316j -2.35168e-05+0.000398872j 0.000217629-0.000168688j -0.000263533+0.000240268j -0.000182258+0.000282356j -0.000414711+0.000391752j -0.000202961+0.00019578j -3.13483e-05-0.000311241j 0.000156939-0.000105226j 
-0.000773405+0.000905338j 0.00283551-0.00100883j 5.5614e-05+0.000284663j -0.00215811-0.00130769j -6.17364e-05+0.000137492j -0.00255966-0.00241335j -0.000443402-0.00238342j -0.00244138-0.00470986j -0.00220184-0.00464353j -0.00821317-0.0154767j -0.000341813-0.000704915j -0.00085278+0.00244503j 0.00265288+0.00659822j -0.000319858-0.00338235j 0.00162563+0.00126983j -0.000427221+0.000940051j 3.36662e-05+0.000714079j -0.00273377-0.000807488j 0.000141119+0.00135953j 0.000722737+0.00417207j 0.00166423+0.00224296j -0.00240317+0.000283049j 0.00181933-0.00444373j -0.00216551+0.000347857j -0.00174272-2.3848e-05j -0.000334188-0.00163227j 0.00248761+0.00284012j 0.00155697+0.00148886j 2.30012e-05-0.00220527j 0.000704688-0.00248355j -0.00198739+0.00659634j -0.00126273+0.0017732j -0.00314199-0.00183336j 0.00360714+0.0027132j 0.00017931-0.00172302j -0.000553287+0.000707505j 0.000266094+0.00415466j 0.000885702-0.00252886j 0.000421445+0.000691105j -0.00103014+0.000227251j -0.000415276+0.00434482j 0.000405068-0.000177464j -0.000662953+0.000594026j 0.00039176-0.000172988j -0.000793849+0.00052129j 0.000380866+0.000153985j 5.99317e-05-0.000486618j 0.000330924-0.00111697j 0.000490982+0.000976995j 0.000185318+0.00072989j -0.000151026+0.000226943j 0.000204857+0.000125852j 0.00126752+0.00106776j 0.0010091-0.000153171j 0.00154342-0.000944613j -0.000732593-0.000428383j -0.000414663+0.000694393j -0.00133384+0.000262265j -2.41664e-05+0.000492612j -0.000121111-0.000550134j 0.000200765+0.000139275j 0.000194763+6.23826e-05j 7.33681e-05-2.93661e-05j -1.62042e-05+8.7279e-05j 0.000123218-9.02987e-05j 0.000510886-0.000204783j 5.02874e-05-0.000189638j 0.000327491+0.000216852j -0.000231603+0.000213426j -0.000130247-2.62036e-05j 
-0.000313569+0.000240883j 3.75133e-05-0.000948056j 0.000862941-0.000944717j 0.000654276-0.000326881j -0.000222908-0.000230748j 0.000513993+0.000681063j -0.00151468+0.000293907j 0.00132346+0.00192069j -2.74424e-05-0.000195026j 0.00085896+0.00186819j 0.000290941+0.00245722j 0.000249997+0.000403732j 0.00161567-0.000879801j 0.00142207-0.000538576j 2.37766e-06+0.000237987j -0.000729-0.000174581j -0.000529129+0.00101244j -0.000928063-0.00254854j -0.00101556+0.00515646j 0.00508296-0.00552693j 0.00224342+0.00134336j -0.00184054-0.00548008j 0.000158888-0.00201789j -0.00589204-0.0066082j -0.00619448+0.0113771j -0.00246338+0.00106216j 0.0104303-0.0050657j 0.000843108-0.00544356j -0.00341283+0.00640628j 0.000959332-0.00126831j -0.00107273-0.00165002j 6.35626e-05-0.00425371j -0.00914642+0.0010283j 0.00686665-0.00989811j 0.00569628+0.00325371j 0.00284627+0.0107395j 0.00230846-0.000540724j 0.00530182+0.00437488j 0.00335748-0.000539148j -0.00265287+0.000887936j -0.00242844+0.00183318j 0.00254858+0.00142893j -0.0022691+0.000546931j 0.00161161-0.000765273j -0.000848952+0.000676119j -0.00136751-0.00044581j -3.19895e-05-0.000993242j 0.00357831-0.00205602j 3.67833e-05+0.000224502j -0.000932265+0.00131595j -0.000175406+0.000198728j 0.00294036-0.00081421j 0.00151919+0.00111292j -0.00027362-0.00110553j 0.00154764-0.000599585j -0.000850846-0.00114325j -0.00384972+0.00162848j -0.000969247+0.000171808j -7.93839e-05+0.000872063j 0.000783379+4.29868e-05j 0.000229628-0.000157246j 2.0778e-05+0.000821093j -3.17023e-05-7.75945e-05j -0.000192511-3.33856e-05j 0.000183247+4.2477e-05j 0.00089635+0.000470353j 0.000499778+0.000329979j 0.00106961+0.000532582j -0.000563211+0.000332227j -0.000355083-0.000421945j 
0.000267644-0.000216738j -0.00106439+0.000449137j 0.000753398+0.000161522j 0.00092374-0.00122344j 0.0021709+0.00139071j 0.00101347+8.20617e-05j -0.000156969+0.00289588j 0.00258768+0.00313835j -0.000512773-0.000753203j 0.0029879+0.00452724j 0.00216155+0.0023368j 0.000488775-0.000677206j -0.00166751-0.00113277j -0.000682853+0.00065258j 9.88139e-05-0.000346092j -0.000816784-0.000542369j 0.00169773+0.00361499j -0.00306074-0.0025712j 0.00207756+0.00943332j -0.001547+0.00457017j 0.000584152+0.000449032j -0.00175023+0.00356397j 0.00167875-0.000483456j 0.00623089+0.00490496j 0.00316053+0.000347411j -0.000568152+0.00672804j -0.00149111+0.00343513j 0.00294116-0.00277095j 0.00192645+0.0043282j -0.00383975+0.00444689j -0.00250264-0.00216545j -0.00451367+0.00183848j -0.00230061-0.00181931j 0.00111875-0.00558318j -0.0135813+0.00343214j -0.00521419+0.000796936j -0.00300957+0.00729674j -0.00224454+0.00171428j 0.00106826-0.00844448j -0.00126559+0.00181266j -0.000226378+0.00254315j -0.00125024-3.71646e-05j -0.00126166+0.00148202j 0.00342472-0.00170142j -0.00121681+0.00196197j 0.00145681-0.00119177j 0.00062475-0.00129372j -0.00221558+0.000393757j -0.000469214+0.00076582j -0.00262278+0.00178695j 0.000293984+0.000222125j -0.00139774-0.00168501j 0.00193861-0.000337102j -0.0016922-0.0012388j -0.00255393-0.00221013j -0.00159813-0.000448436j -0.000290441-0.001075j -0.00251936+0.00172494j -0.00201422+0.000834916j -0.00188921+0.00102622j 0.00096511-0.00179979j -6.86127e-05-0.00108064j 2.35403e-05+0.000502533j -0.000449434-7.02153e-05j 0.000571537+5.89804e-05j 0.000747506-0.00136329j -0.000770184-0.000411792j 0.000335486+0.00107911j -7.8497e-05+0.000901742j -6.74588e-05+7.55931e-05j 
-0.000771302-0.000738772j 0.000647706+0.000953456j -0.00110038+0.00118467j 0.00107129+0.00692151j -0.00362595+0.00724615j 0.00188688-0.00284351j 0.00705719-0.0132333j -0.000658698+0.00365397j 0.000183387-0.000672831j 0.00410077-0.00228092j -0.00202529+0.000340628j -0.00361668+0.00363504j 0.000696713-0.00334541j -0.00271239-0.00160661j -0.0005408-0.00273349j 0.00178538-0.002054j 0.00079775+0.00086297j 0.000715979-0.00365667j 0.00139298+0.00473602j -0.00111004-0.0046666j -0.000879678-0.000490971j 0.00361405+0.00265042j -0.000677185+0.00132251j 0.00369166+0.00161505j 0.00107681-0.00110079j 0.00292042-0.000270499j 0.00116333-0.00454227j -0.00270185+0.00667364j 0.00372156-0.000300824j 0.00178162-0.000716911j -0.00240365+0.00170091j -0.000581766+0.000312783j 0.000725958+0.00438792j -0.00437688+0.00205817j -0.000955509-0.00482282j -0.000532562+0.00160518j 0.000354418+0.00427151j 0.00338717+0.00104512j 0.00298307-0.00252464j -0.00265044+0.00132059j -0.0019188+0.000354554j 0.00218713+0.00149673j -0.000616798+0.000195328j 0.000807731-0.00196004j 0.000442839+0.00114957j -0.000673038+0.000649578j 0.000709149-0.000556252j 0.000264458+0.000750531j -6.07519e-05-0.000882913j -0.000702386+0.000302245j 8.55181e-05-2.04237e-05j 0.000128919-0.000480622j 0.000204369+0.00028779j -0.00173172+0.000663614j -0.00152592+0.000183736j -0.00193406-0.00152959j 0.00137988+0.000480969j -0.000198619+0.000788928j 0.000158386+0.000559132j 0.000331217+2.3993e-05j -0.000337859-4.27028e-05j -0.000805211+0.000311002j 0.000179798+2.27262e-05j 5.54246e-05+1.83431e-05j -0.000187104-5.70598e-06j -0.000187906+0.000239557j 0.000234609+9.18601e-06j 4.52563e-05+0.000291455j 0.00023755-0.000221709j -2.63775e-05-9.82476e-05j 
0.000456507-0.000882486j -0.000358614-0.0011813j 0.00107214-0.0025426j -0.000255901-0.00313611j 0.00115665-0.00375612j -1.91992e-05+0.00207751j -0.00163632+0.00783114j 0.00016121+0.000117964j 0.000770561+0.00294445j -0.00160588+0.00243871j -0.000133293+0.000737704j 0.0022274-0.00202048j -0.00138067-0.00169602j 0.000882908-0.00366263j -0.00122656+8.47476e-05j -0.000669591-0.00136218j -0.000795278-0.00164731j -6.95659e-05-0.00330013j 0.000251014+0.000485424j 0.00135384+0.00116381j -0.00284737+0.00502906j 0.00511651+0.000140485j -6.75735e-05-0.0019032j -0.00393454+0.000234642j -0.00202287-0.00125215j -0.0026443-0.000239754j 0.00570089-0.00886175j 0.00150156+0.00668596j 0.00359712-0.00275613j 0.00443343-0.00175507j -0.00674392+0.00180024j -0.00648478+0.0069585j 0.00334491+0.00647234j 0.0025796+0.000669203j -0.00513513+0.000319844j -0.00175346+0.00209189j 0.00422319+0.000799042j 0.00758923+0.000384905j 0.000683196-0.00238566j -0.00588156+0.00195263j -0.00307669-0.000280075j 0.00139671+0.00138935j -0.00018263+0.000525693j -0.000480636-0.0025843j 0.00215882-0.00101071j -0.00139216+0.00180617j 0.00012553-0.000557581j -0.00112834+0.000578662j -0.000335853-0.001106j -0.000692244-4.48321e-05j 0.000221471+0.000209019j 0.000852868-0.00164641j 0.00206997+0.00106948j -0.00134345+0.000372821j -0.00161675-0.00196496j -0.00132441-0.00173469j 0.00161058-0.000128827j 0.00208619-0.000500197j -0.000934616+0.00060224j 0.000623735-0.000406951j -0.000728539+0.000927344j -0.000518171+0.00103431j 0.00012662-0.00043149j -1.78181e-05+4.35119e-06j -0.00010656+0.000186249j -0.000279513+0.00123543j 0.00129148-5.3903e-05j 0.00019517+0.000128585j 7.57335e-05-0.000399187j -0.000191112-0.00033468j 
7.20512e-06+0.000421591j -4.71137e-05+3.18659e-05j 0.00038031-0.00047894j -0.00152682-0.00438407j 0.00220667-0.00446688j 0.00162968+0.00178857j -0.000769051+0.00504784j 0.000786769-0.00399992j 0.000932052-0.000409729j -0.000789486-0.00303748j -0.000161024-0.00483312j 0.000836998-0.00265879j -0.00138928+0.00163471j 0.000670046-0.000701623j -0.000267561+0.00164188j -0.00138781+0.00178766j 0.000723921-0.00391009j -0.000888261-0.00269553j 0.00393941+0.00558635j -0.00490777-0.00258062j -0.000208263+0.00216855j 0.00186031+0.00147675j 0.000416221-0.00375467j 0.00707742+0.00277674j 0.00613192+0.00689437j 0.00636468-0.00514482j -0.00441472+0.000720563j -0.00325726+0.00325038j 0.0035472+0.00214619j 0.0022946-0.000498596j -0.00203625+0.00925759j 0.00623003-0.00242813j 0.00258952+0.000961115j -0.00521671+0.000379811j 0.00493575-0.00923024j -7.50079e-05-0.00216815j 0.000388612+0.00379339j -0.00136505-0.000347568j 0.000729557+0.000886768j -0.00166994+0.00176196j 0.00219395+0.000516889j 0.00217427+0.000466009j 0.000901174-0.00467833j -5.27628e-06-0.00067477j -0.00271509+0.00286046j 0.00145021-0.000520095j 0.000779004+0.000809164j 0.00271126+0.000155834j 0.000458536-0.00213733j 0.00171128+0.000984551j -0.000128736-0.00022676j -0.0016989-0.000758199j -0.000425738-0.000435705j -0.00183006+0.00130024j 0.00037945+0.00291317j -0.000250036-0.0016771j 0.0014262+0.000859157j -0.00155082-0.000103971j 0.0024369-0.000175343j -0.00022752+0.000309526j -0.00122312-0.000227323j -0.00155396-0.000282585j 5.80538e-05+0.00124188j 0.000320547+0.000261303j -0.000284305-0.000308694j -0.00137444+0.000173304j -0.00131656-0.00018828j -0.00170541+0.000198387j 0.000850854-0.00121649j 0.000705965+0.000291403j 
-0.000155929-0.000349295j 0.0002012-0.00106646j 0.00045151+0.000731218j 0.000432405+0.00204983j 0.0016924+0.000597076j -0.0007468-0.00104192j 0.000958762-0.00127003j -0.00127433+0.000705395j -0.000328756+0.00047979j -0.00309614-2.86736e-06j 0.00144984+0.0031262j 0.00132112+0.000427335j 0.00119489+0.000251271j -0.00137444-0.00165067j 9.59797e-05+0.00122841j -0.000413148-0.000745559j -0.00200672-0.005396j 0.00355686-0.00128452j -0.00205187-0.00126543j -0.00179058-5.72998e-05j -0.00242916-0.0040688j 0.00733401+0.00727732j -0.00474877-0.000407351j 0.00245515+0.00542321j 0.00196893+0.00409841j -0.00233608-0.000881016j 0.000977958-0.00451249j 0.0085837-0.00465321j -0.00683251+0.00112398j -0.00275799+0.000286778j 0.00628941-0.00211489j 0.00730401+0.00385767j -0.00359602+0.00580475j 0.00557582-0.00601777j 0.00489944-0.00964274j 0.00577531-0.00527733j 0.000817297-0.00227038j 4.38296e-05+0.00265814j -0.000443522+0.00524899j 0.00530963+0.000589517j -0.00254122-0.00126214j 0.00245582+0.00194278j 3.81207e-05-0.00528668j -0.00144503+0.00128356j -0.000407374+0.000408061j 0.00019615-0.0031966j 3.50294e-05+0.00115351j -0.00391104+0.00148266j 0.00108122-0.000324899j 0.000764722+0.00140654j 0.000353283-0.000255299j 0.00149826-0.000666427j -0.000276926-0.00324516j 6.30298e-05-0.00161023j 0.000539699+0.00371451j 0.0017516-0.0004706j -0.000618738-0.00126336j 0.000597419-0.000938315j -7.21396e-05-1.4716e-05j 0.000406587+0.000747556j -0.000922663+0.000449177j -0.00111281+0.000792507j -0.000607469+0.000719395j -0.000403103-0.000206937j 0.000468889+0.000101505j -0.00079636+0.00126235j -0.000597815-0.00017997j -0.00117184+0.00029643j 0.000237292-0.00145847j 0.000485346-1.77986e-05j 
-0.000339927-0.000280629j 0.00010351-0.000639376j 0.000794853-0.00368291j -0.000380553-2.27145e-05j 0.000172316-0.00249098j -0.00193905+0.000499668j 0.00101205+0.00402922j -0.000880849-0.00047839j 0.000197087+0.000662737j -0.000427738-0.000390263j -0.000954686-0.00119126j 0.00150532-0.000754546j 0.000447475+0.000726983j 0.000932438-0.00228893j -0.000468746-0.000759966j 0.000546477+0.000643261j -0.00125727+0.00116554j -0.00287652-0.00227942j -0.000485183-0.00253734j 0.0060403-0.000749777j 0.00594571-0.00212371j 0.00146057+0.00870486j -0.000707846-0.00229871j 0.00349744-0.0030215j 0.00242093-0.0119059j 0.000717396+0.00125896j -0.00278318+0.00783067j 0.00714975+0.0021328j 0.000999255-0.0102282j 0.000879072-0.00567732j 0.00130043-0.00160409j 0.00772485-0.000717984j -0.00284436+0.00344621j -0.00176961+0.00595019j -0.00216432-0.00213991j 0.00133424+0.00142963j -0.000576727+0.00299643j -0.00211067+0.00327892j -0.000138982+0.000967937j 0.00213102+0.00228994j -0.000901282+0.00339579j 0.00542277+0.00285694j -0.00157287+0.00110855j -0.000239816-0.00329668j 0.00185758-0.00335002j -0.00223324+0.0023205j -0.000231724-0.00145899j -0.0032992+0.00226403j 0.0014957+0.000486391j -0.000714483+0.000786841j -2.75543e-06-0.00028356j 0.00172802-0.000494344j -0.00114387-0.000725053j -0.000113086+0.0025477j 0.00238508+0.00119551j -0.00281724-0.00199286j -0.000890176-0.000295569j 0.00162457-0.00110755j -0.00158003+0.00272821j 0.00261963-0.000635524j -0.00151439+0.000929954j -5.20579e-05+0.00160767j 0.000373807-0.0010884j -6.4521e-05-9.16542e-05j -0.000225344+3.75906e-06j 0.00078608+0.00168457j 0.00277201-0.000141666j 0.00144186-0.000417747j -2.48653e-05+1.4975e-05j -0.00086866-0.000510103j 
-4.41557e-05-0.000983992j -0.000510889+0.00105519j -0.000610916+2.71154e-05j -0.00415826+0.000416157j -0.00406517-0.00299042j 0.000690993+0.000999087j 0.00876791+0.00511009j -0.00158197-0.00208684j 0.00122217-0.000221959j 0.00257021+0.000459553j -0.00104605-0.00212932j -0.00176924-0.00223222j 0.00171403+0.00184879j 0.00100568-0.000706558j 0.00188634+0.000511492j -0.000328178+0.00138953j -0.000957874-0.000474086j 0.00309385+0.00303139j -0.00192084-0.00204052j -0.0023534+0.00115934j -0.00303101+0.000995241j -0.000533574-0.00163199j 0.00527966-0.000688936j 0.000704434-0.000125748j -0.000452708-0.00309617j 0.00237094+0.00043516j -0.000750061-0.00274858j 0.00293298-0.005853j 0.000834449-0.00444834j 0.00511296-0.0113889j -0.00917385+0.0031304j 0.00152505+0.00180229j -0.00353123-0.00270467j 0.0012166-0.00415353j -0.000348866+0.000382692j -0.000594424+0.00126747j -0.00507434-0.0010339j 0.00190901+0.000484661j 0.00064614+0.00149055j -0.00294653-0.00061804j 0.00303474-0.000993279j 0.000317514+0.00203628j 0.000883781+0.00037612j -0.0010471+0.00155514j -6.61631e-05-0.00111702j -0.000436052-0.00114024j -0.000407536+0.000350681j -0.000877663+0.000607659j -0.00162136-0.00111025j 0.000816782+0.00215167j 1.13456e-05-0.000112414j -0.000329969+0.00072448j 0.000601701+0.001111j -0.000260714-0.000856517j 0.000654451+0.00136998j 0.00218678-0.00099365j -0.00104824+0.00115595j -0.000363987-0.000995834j -0.000613192+0.00101196j -0.00020692+0.00145932j 0.000154276-7.01464e-05j 0.000619232-0.000148215j -0.000411043-3.60489e-05j -0.000257147-0.000407097j 0.000250926+0.000260457j 0.000164955+1.614e-05j -0.000152875-0.00018197j 9.56982e-05+0.000119208j -3.95216e-05+7.47281e-05j -4.86449e-05+3.35735e-05j 
-0.000805551+0.000531745j 0.000311559+0.0003053j 0.00140168+0.00140147j 0.0051936+0.00175816j 0.00359279+0.00313846j -0.0012301-0.00065613j -0.00520545-0.00444202j 0.00232496+0.000543002j 0.000684576-0.000270575j 0.00167611-0.00162917j -0.000550688-0.000471426j 0.00169031+0.00286593j -0.000122732-0.000866274j -5.596e-05+0.00284099j -0.000933264-0.000176359j -0.000776887-0.000969062j 0.00233273+0.00120623j 0.000443674+0.00136374j -0.000551815-0.00104084j 0.00131114+0.000567452j -0.000237654-0.0012374j -0.00564966-0.000419021j 0.00719911-0.000496787j -0.000497391-0.00321726j -0.00282464-0.0011936j 0.00454352+0.000214863j -0.00614397-0.000140148j 0.00212075-0.00447528j 0.000214424-0.00295203j 0.000280691-0.00825609j -0.00474629-0.00326985j 0.0036179-0.00382244j -0.00587837+1.02807e-05j -0.000321144-0.00348678j 0.00372582-0.00236829j 0.00240217+0.00152032j -0.00408745-0.002065j -0.0034585+0.000577412j -0.000541991-0.00210834j -0.000841863-0.00303036j 0.00314697+0.00111155j 0.0026715-0.00160165j 0.000898599+0.000875998j -0.000779419+0.000989917j -0.000709201-0.00178454j 0.000401603-0.000815161j 0.000182844+0.000622797j -0.00125036+4.8061e-05j -0.000167801-0.000274216j 0.000423162+0.000559453j -0.000123528-1.05634e-05j 0.000329742+0.00106074j -0.000871362+0.0018347j 0.00110003-0.00072396j 0.00208387+0.00129222j -0.000134337-0.000988837j -0.00197458+0.000923677j -4.445e-05+0.000761211j 0.000951111+0.002425j -0.00032671-0.000397711j -0.000558546+0.000158482j -0.000224348-7.27078e-05j -0.000272996-0.000280159j -0.000230166-0.000394054j 0.000108693+0.000320011j -0.000243903-8.43078e-05j -0.00014565-0.000272945j -0.000181693+0.000154322j 6.78243e-05+8.43561e-06j 4.88255e-05-0.000105777j 
0.000298561+0.000814189j -8.22927e-05+0.000190458j -0.000847193-0.00186936j -0.00332411-0.00277301j -0.00343309-0.00484474j 0.00172163-2.53916e-05j 0.0054118+0.00608426j -0.00169051-0.00166044j 0.00027744-0.00233172j 0.000614628+0.000600386j -0.00181745-0.00176191j -0.00153395-0.00254963j 0.000571638+0.00268238j 0.000644012-9.01716e-05j 0.000717298+0.00111946j -0.000284981+0.0030641j 0.00136235+0.00293499j -0.00204949+0.00150959j -0.00263491+0.00106395j 0.0115989+0.000484326j 0.00552675-0.00445747j -0.00291512+0.00337557j -0.0069253-0.00342033j -0.00169951-0.00369263j 0.0012089+0.0023335j -0.000908983-0.00368147j 0.00213479+0.0092866j -0.00235871+0.00220738j -0.00165082+0.00069458j -0.00292437+0.00728627j 0.00655219-0.00543219j 0.00337158-0.00550211j -0.00248997-0.000385855j -0.003364-0.00202796j 0.00633074-0.00131075j -6.5601e-05+0.00465053j -0.00181547-0.00330442j -0.00529941+0.00305592j -0.00060074-0.00260406j 0.00295955-0.00290053j 0.00040388+0.00027611j 0.000803466-0.00122393j -0.00155971+0.00179831j -4.30147e-05-0.000273212j -0.00204846+0.000799285j 0.000455025+0.000419429j 0.000538685-0.000453256j 0.000629443+0.000758153j 0.00217681+0.000244769j -0.00102352-0.0016103j -4.10326e-05+9.29175e-05j 0.000379893+0.000771282j -0.00240861+0.00055575j 0.00125658+0.000790828j 0.00159432-0.00154761j -0.00124438+0.00123448j -0.0013565+0.000401423j -0.00164449+0.00134727j 0.00157129+0.000807404j -0.000644208-0.000571083j 6.52679e-05-2.48113e-05j -0.000331937+0.00042257j 2.24508e-05-0.000168492j 0.000331686+0.000225089j -0.000242537-0.000224385j 0.000512554-0.000343936j -0.000171173+0.000178191j 0.000324937+0.000390093j -0.000167276+0.000417286j -0.000192245-0.000212662j 
