0.994921-0j -0.000846511-0j -0.00051838-0j -0.000105814-0j -6.23514e-06-0j -0.00456118-0j 0.144184-0j -0.000600989-0j -8.67452e-05-0j -7.51236e-05-0j -8.8534e-06-0j -4.041e-07-0j -0.00292579-0j -0.00295611-0j -0.000462608-0j -0.000467402-0j 0.0716404-0j -0.000243816-0j 0.0103404-0j 0.0723828-0j -0.000246342-0j 0.0104476-0j -6.09539e-05-0j -2.15505e-05-0j -5.0795e-06-0j -6.15856e-05-0j -2.17738e-05-0j -5.38762e-06-0j -5.13213e-06-0j -5.44345e-06-0j -4.48968e-07-0j -1.67321e-08-0j -4.53621e-07-0j -1.69055e-08-0j -0.00219784-0j -0.00271968-0j -0.00158648-0j -0.000342648-0j -0.000424005-0j -0.000247336-0j -0.000265414-0j -3.83092e-05-0j 0.0474611-0j -0.000328433-0j -4.74052e-05-0j -0.000191586-0j 0.00839002-0j 0.0587301-0j -2.7653e-05-0j -2.8554e-05-0j 0.000699168-0j 0.0342592-0j -2.47285e-05-0j 0.0103821-0j -3.53338e-05-0j -5.04768e-06-0j 0.00605623-0j 0.000865176-0j -2.52384e-06-0j -3.05999e-05-0j -2.06114e-05-0j -2.97437e-07-0j 0.000504686-0j -1.785e-05-0j -3.64285e-07-0j -6.24619e-06-0j -3.12309e-06-0j -2.35145e-08-0j -3.6806e-07-0j -3.64361e-06-0j -1.8218e-06-0j -4.5078e-07-0j -7.40637e-10-0j -2.14702e-07-0j -2.62955e-07-0j -2.90977e-08-0j -1.69737e-08-0j -9.16491e-10-0j -5.3462e-10-0j 
-5.38762e-06-0j 8.58473e-05-0j -0.0101799-0j 0.0971352-0j -0.000182625-0j -4.83827e-06-0j 7.46459e-05-0j 0.00012331-0j -0.000411681-0j 0.141044-0j 0.0249046-0j -1.97953e-05-0j 3.05375e-06-0j -3.13569e-06-0j -4.61619e-05-0j 4.74007e-05-0j -7.3835e-05-0j 2.54479e-07-0j 0.000246504-0j 7.58163e-05-0j -2.61308e-07-0j -0.000253119-0j 0.0011765-0j 0.00126233-0j 7.26855e-05-0j -0.00120807-0j -0.0012962-0j 0.46577-0j -7.4636e-05-0j -0.478269-0j -0.0025028-0j 1.21226e-06-0j 0.00256996-0j -1.24479e-06-0j -2.33135e-06-0j 2.83863e-06-0j -1.68286e-06-0j 3.4749e-05-0j -4.23099e-05-0j 2.50831e-05-0j 5.44573e-05-0j -0.00018181-0j -2.57008e-07-0j -6.63065e-05-0j 0.00022137-0j 3.93093e-05-0j -0.000840178-0j 3.12929e-07-0j -0.000131237-0j 2.89575e-06-0j -5.19072e-05-0j -1.85518e-07-0j -0.000485616-0j 0.00102299-0j -3.52583e-06-0j 0.00463368-0j -0.000606473-0j 6.32015e-05-0j 0.0143642-0j 0.00059128-0j 2.09026e-06-0j -8.71184e-06-0j -3.74686e-05-0j -0.000350537-0j -0.0980787-0j -0.00564191-0j -0.0174897-0j 0.000222807-0j 1.06074e-05-0j 0.00334477-0j 0.0103686-0j 0.119419-0j -7.64548e-08-0j -6.28854e-06-0j -0.0707969-0j -0.000271287-0j 0.00016083-0j 9.30903e-08-0j -5.5188e-08-0j 
5.13213e-06-0j 0.0179395-0j 5.23796e-07-0j 0.00146587-0j -0.0165149-0j -4.47764e-06-0j 0.000103984-0j 8.59838e-05-0j 0.170151-0j 1.06128e-05-0j 0.00551559-0j 0.00262714-0j 2.95636e-06-0j -2.98579e-06-0j -6.72684e-05-0j 6.7938e-05-0j 3.69545e-07-0j -7.20564e-05-0j 0.000731281-0j -3.73223e-07-0j 7.27736e-05-0j -0.000738559-0j 0.00129175-0j 2.17756e-08-0j 0.474706-0j -0.00130461-0j -2.19924e-08-0j 7.4636e-05-0j -0.479431-0j -7.53789e-05-0j -0.00118918-0j -0.000225106-0j 0.00120101-0j 0.000227346-0j 2.2208e-06-0j -2.66987e-06-0j 1.4681e-06-0j -4.98249e-05-0j 5.98999e-05-0j -3.29376e-05-0j 2.68187e-07-0j 0.000530707-0j -3.56801e-05-0j -3.22417e-07-0j -0.000638021-0j 1.7729e-07-0j -6.22811e-06-0j 4.2895e-05-0j 0.000350834-0j 0.0012144-0j -0.00228877-0j -2.3587e-05-0j -3.64159e-06-0j 7.48749e-06-0j -0.00145996-0j -0.0101911-0j -4.11721e-06-0j 0.00275158-0j -3.66995e-07-0j 4.37795e-06-0j 0.000802801-0j 0.114817-0j -0.00151303-0j -2.40734e-06-0j -0.000233596-0j 0.0122519-0j 4.41205e-07-0j -0.000157352-0j -0.138034-0j -0.00673704-0j -2.42609e-07-0j 0.000280832-0j -1.7492e-05-0j 0.0759018-0j -0.000154423-0j 0.00018917-0j -0.000104021-0j 2.1029e-05-0j -1.15634e-05-0j 
5.44345e-06-0j -8.67369e-05-0j 0.0102854-0j -0.0981418-0j 0.000184518-0j -4.74925e-06-0j 7.32724e-05-0j 0.000121041-0j -0.000404106-0j 0.138448-0j 0.0244464-0j -1.94311e-05-0j 3.13569e-06-0j -3.1669e-06-0j -4.74007e-05-0j 4.78725e-05-0j -7.58163e-05-0j 2.61308e-07-0j 0.000253119-0j 7.6571e-05-0j -2.63909e-07-0j -0.000255638-0j 0.00120807-0j 0.0012962-0j 7.4636e-05-0j -0.0012201-0j -0.00130911-0j 0.478269-0j -7.53789e-05-0j -0.483029-0j -0.00256996-0j 1.24479e-06-0j 0.00259554-0j -1.25718e-06-0j 2.35551e-06-0j -2.83182e-06-0j 1.55716e-06-0j -3.51091e-05-0j 4.22085e-05-0j -2.32095e-05-0j -5.50216e-05-0j 0.000183694-0j 2.59671e-07-0j 6.61475e-05-0j -0.000220839-0j -3.63731e-05-0j 0.000848885-0j -3.12179e-07-0j 0.000121434-0j -2.92576e-06-0j 5.24451e-05-0j 1.7166e-07-0j 0.000490649-0j -0.00102054-0j 3.51737e-06-0j -0.0046817-0j 0.000561171-0j -6.305e-05-0j -0.0145131-0j -0.000589863-0j -1.93413e-06-0j 8.80212e-06-0j 3.46698e-05-0j 0.000324353-0j 0.0990951-0j 0.00562838-0j 0.0174478-0j -0.000225116-0j -1.0582e-05-0j -0.00309492-0j -0.00959413-0j -0.119133-0j 7.72471e-08-0j 5.8188e-06-0j 0.0655086-0j 0.000270636-0j -0.000148817-0j -9.28672e-08-0j 5.10656e-08-0j 
4.48968e-07-0j -1.43827e-05-0j -8.86338e-06-0j -0.0248493-0j 0.0661353-0j 4.0319e-07-0j -1.2506e-05-0j -5.11136e-06-0j 0.000211728-0j 0.00024689-0j 0.197377-0j 0.0223775-0j -2.54479e-07-0j 2.61308e-07-0j 7.73389e-06-0j -7.94143e-06-0j 3.06055e-06-0j -2.12066e-08-0j -0.000126778-0j -3.14268e-06-0j 2.17756e-08-0j 0.00013018-0j -9.80449e-05-0j 5.44783e-07-0j 0.0011581-0j 0.000100676-0j -5.59402e-07-0j 0.0025028-0j -0.00118918-0j -0.00256996-0j 0.450835-0j -0.00277383-0j -0.462933-0j 0.00284826-0j 1.9428e-07-0j -2.36552e-07-0j 1.40238e-07-0j -5.82179e-06-0j 7.08853e-06-0j -4.20239e-06-0j -2.25732e-06-0j 9.35052e-05-0j 2.14173e-08-0j 2.74849e-06-0j -0.000113851-0j -1.62942e-06-0j 7.00172e-05-0j -2.60774e-08-0j 6.74957e-05-0j -4.85149e-07-0j -0.000827037-0j 1.54598e-08-0j -4.22813e-07-0j -8.5252e-05-0j 5.90711e-07-0j -0.00118539-0j 5.05411e-05-0j 0.00100699-0j 1.24632e-05-0j 5.14812e-07-0j -3.50199e-07-0j 0.00315488-0j -0.000596987-0j -3.05203e-07-0j 0.0163271-0j 0.00144332-0j -1.5175e-05-0j -0.125284-0j -0.00384134-0j -0.000855663-0j 8.99639e-06-0j -0.0198797-0j 0.000293203-0j 0.00227731-0j 0.0117855-0j 0.152544-0j -0.0904347-0j -0.000357-0j 0.000211645-0j 
-1.67321e-08-0j 8.05412e-07-0j -1.70771e-09-0j -2.41971e-05-0j -0.0391501-0j -1.5026e-08-0j 7.00322e-07-0j -1.97985e-09-0j -1.98366e-05-0j 7.14763e-08-0j 0.000388328-0j 0.239157-0j 9.48387e-09-0j -9.73836e-09-0j -4.33088e-07-0j 4.44709e-07-0j 1.18548e-09-0j 7.90322e-10-0j 1.18777e-05-0j -1.2173e-09-0j -8.1153e-10-0j -1.21964e-05-0j -5.70643e-08-0j 6.98553e-11-0j -0.000219223-0j 5.85956e-08-0j -7.17298e-11-0j 1.21226e-06-0j 0.000225106-0j -1.24479e-06-0j 0.00277383-0j 0.435931-0j -0.00284826-0j -0.447629-0j -7.24037e-09-0j 8.81578e-09-0j -5.22638e-09-0j 3.26012e-07-0j -3.96948e-07-0j 2.35328e-07-0j -8.74358e-10-0j -8.76042e-06-0j -7.98176e-10-0j 1.06461e-09-0j 1.06666e-05-0j -6.31145e-10-0j 4.07515e-08-0j 9.71849e-10-0j -6.3236e-06-0j 2.71677e-08-0j 0.000156555-0j -5.76154e-10-0j -8.14635e-11-0j -4.96185e-08-0j -3.3079e-08-0j -1.15429e-06-0j 2.9416e-08-0j -0.000190619-0j 2.40131e-09-0j 9.91889e-11-0j 1.96107e-08-0j -0.00186759-0j 0.000113007-0j -5.88035e-11-0j 1.59783e-05-0j 1.40544e-06-0j -2.9238e-09-0j 0.0139165-0j 0.00227396-0j -8.33208e-07-0j 1.73335e-09-0j -1.94549e-05-0j -0.146645-0j -0.0013481-0j 1.15337e-05-0j -0.0169445-0j 0.0100454-0j 0.178553-0j -0.105854-0j 
-4.53621e-07-0j 1.45318e-05-0j 8.95523e-06-0j 0.0251068-0j -0.0668207-0j 3.95771e-07-0j -1.22759e-05-0j -5.01731e-06-0j 0.000207832-0j 0.000242347-0j 0.193745-0j 0.0219657-0j -2.61308e-07-0j 2.63909e-07-0j 7.94143e-06-0j -8.02047e-06-0j 3.14268e-06-0j -2.17756e-08-0j -0.00013018-0j -3.17396e-06-0j 2.19924e-08-0j 0.000131475-0j -0.000100676-0j 5.59402e-07-0j 0.00118918-0j 0.000101678-0j -5.6497e-07-0j 0.00256996-0j -0.00120101-0j -0.00259554-0j 0.462933-0j -0.00284826-0j -0.467541-0j 0.00287661-0j -1.96293e-07-0j 2.35985e-07-0j -1.29763e-07-0j 5.88212e-06-0j -7.07154e-06-0j 3.88848e-06-0j 2.28072e-06-0j -9.44742e-05-0j -2.16393e-08-0j -2.7419e-06-0j 0.000113578-0j 1.50771e-06-0j -7.07427e-05-0j 2.60149e-08-0j -6.24539e-05-0j 4.90176e-07-0j 0.000835608-0j -1.4305e-08-0j 4.27195e-07-0j 8.50476e-05-0j -5.89295e-07-0j 0.00119768-0j -4.67658e-05-0j -0.00100458-0j -1.25923e-05-0j -5.13578e-07-0j 3.2404e-07-0j -0.00318757-0j 0.000552394-0j 2.82405e-07-0j -0.0164963-0j -0.00143986-0j 1.51386e-05-0j 0.126582-0j 0.00383213-0j 0.000791748-0j -8.32439e-06-0j 0.019832-0j -0.000296241-0j -0.0021072-0j -0.0109052-0j -0.152178-0j 0.0836795-0j 0.000356144-0j -0.000195836-0j 
1.69055e-08-0j -8.13759e-07-0j 1.72541e-09-0j 2.44479e-05-0j 0.0395558-0j -1.47495e-08-0j 6.87436e-07-0j -1.94342e-09-0j -1.94716e-05-0j 7.01611e-08-0j 0.000381183-0j 0.234756-0j 9.73836e-09-0j -9.8353e-09-0j -4.44709e-07-0j 4.49136e-07-0j 1.2173e-09-0j 8.1153e-10-0j 1.21964e-05-0j -1.22941e-09-0j -8.19608e-10-0j -1.23178e-05-0j -5.85956e-08-0j 7.17298e-11-0j -0.000225106-0j 5.91788e-08-0j -7.24438e-11-0j 1.24479e-06-0j 0.000227346-0j -1.25718e-06-0j 0.00284826-0j 0.447629-0j -0.00287661-0j -0.452084-0j 7.3154e-09-0j -8.79465e-09-0j 4.83598e-09-0j -3.29391e-07-0j 3.95997e-07-0j -2.1775e-07-0j 8.83419e-10-0j 8.8512e-06-0j 8.06447e-10-0j -1.06205e-09-0j -1.0641e-05-0j 5.84e-10-0j -4.11738e-08-0j -9.69519e-10-0j 5.85125e-06-0j -2.74492e-08-0j -0.000158177-0j 5.33117e-10-0j 8.23077e-11-0j 4.94996e-08-0j 3.29997e-08-0j 1.16625e-06-0j -2.72187e-08-0j 0.000190162-0j -2.42619e-09-0j -9.89511e-11-0j -1.81458e-08-0j 0.00188695-0j -0.000104566-0j 5.4411e-11-0j -1.61439e-05-0j -1.40207e-06-0j 2.91679e-09-0j -0.0140607-0j -0.00226851-0j 7.7097e-07-0j -1.60388e-09-0j 1.94083e-05-0j 0.148164-0j 0.0012474-0j -1.06722e-05-0j 0.0169039-0j -0.00929507-0j -0.178125-0j 0.0979468-0j 
0.00219784-0j 0.000366306-0j 0.000224316-0j 4.57882e-05-0j 2.6981e-06-0j 0.00197374-0j 0.00031851-0j 0.000260062-0j 3.75368e-05-0j 3.25078e-05-0j 3.83108e-06-0j 1.74864e-07-0j 0.00126606-0j 0.00127918-0j 0.000200182-0j 0.000202256-0j 0.000158258-0j 0.000105505-0j 2.28425e-05-0j 0.000159898-0j 0.000106598-0j 2.30792e-05-0j 2.63763e-05-0j 9.32542e-06-0j 2.19802e-06-0j 2.66496e-05-0j 9.42206e-06-0j 2.33135e-06-0j 2.2208e-06-0j 2.35551e-06-0j 1.9428e-07-0j 7.24037e-09-0j 1.96293e-07-0j 7.3154e-09-0j 0.664179-0j -0.412033-0j -0.240352-0j -0.000295758-0j 0.000183477-0j 0.000107028-0j -0.000229093-0j -3.30667e-05-0j -0.000209132-0j 0.000142121-0j 2.05134e-05-0j 8.29039e-05-0j -3.69697e-05-0j 0.000129738-0j 1.19661e-05-0j -2.46465e-05-0j -3.08081e-06-0j 7.56806e-05-0j -2.13445e-05-0j 2.29347e-05-0j 1.52898e-05-0j -4.35692e-06-0j 1.33786e-05-0j 1.91122e-06-0j -2.17846e-06-0j 1.32413e-05-0j 8.91904e-06-0j -2.56734e-07-0j 1.11488e-06-0j 7.72412e-06-0j -3.14434e-07-0j 2.70288e-06-0j 1.35144e-06-0j -2.02966e-08-0j 1.59269e-07-0j 1.57668e-06-0j 7.88339e-07-0j 1.95063e-07-0j -6.39283e-10-0j 9.29067e-08-0j 1.13787e-07-0j 1.25913e-08-0j 7.34492e-09-0j 3.96588e-10-0j 2.31343e-10-0j 
-0.00271968-0j -0.000453281-0j -0.000277577-0j -5.66601e-05-0j -3.33873e-06-0j -3.47643e-05-0j -5.61007e-06-0j -4.5806e-06-0j -6.61153e-07-0j -5.72575e-07-0j -6.74786e-08-0j -3.07996e-09-0j 0.00154154-0j 0.00153784-0j 0.000243739-0j 0.000243154-0j 0.000192692-0j 0.000128462-0j 2.78128e-05-0j 0.000192231-0j 0.000128154-0j 2.77461e-05-0j 3.21154e-05-0j 1.13545e-05-0j 2.67628e-06-0j 3.20384e-05-0j 1.13273e-05-0j 2.83863e-06-0j 2.66987e-06-0j 2.83182e-06-0j 2.36552e-07-0j 8.81578e-09-0j 2.35985e-07-0j 8.79465e-09-0j 0.412033-0j -0.00714091-0j -0.582142-0j -0.000183477-0j 3.17983e-06-0j 0.000259227-0j -0.000142121-0j -2.05134e-05-0j -0.000129738-0j 2.46309e-06-0j 3.55516e-07-0j 0.000200796-0j -2.29347e-05-0j 2.24848e-06-0j 2.89824e-05-0j -1.52898e-05-0j -1.91122e-06-0j 0.000183301-0j -1.32413e-05-0j 3.97479e-07-0j 2.64986e-07-0j -2.70288e-06-0j 3.24033e-05-0j 3.31233e-08-0j -1.35144e-06-0j 2.29485e-07-0j 2.16022e-05-0j -1.59269e-07-0j 2.70028e-06-0j 1.87081e-05-0j -1.95063e-07-0j 4.68434e-08-0j 2.34217e-08-0j -1.25913e-08-0j 2.76027e-09-0j 3.81877e-06-0j 1.90938e-06-0j 3.38063e-09-0j -3.96588e-10-0j 2.25023e-07-0j 2.75596e-07-0j 2.18219e-10-0j 1.77896e-08-0j 6.87324e-12-0j 5.60321e-10-0j 
0.00158648-0j 0.000264414-0j 0.00016192-0j 3.30517e-05-0j 1.94759e-06-0j -0.0027886-0j -0.000450008-0j -0.00036743-0j -5.3034e-05-0j -4.59287e-05-0j -5.41275e-06-0j -2.47057e-07-0j 0.000913891-0j 0.000845626-0j 0.000144499-0j 0.000133705-0j 0.000114236-0j 7.61576e-05-0j 1.64886e-05-0j 0.000105703-0j 7.04689e-05-0j 1.5257e-05-0j 1.90394e-05-0j 6.73144e-06-0j 1.58662e-06-0j 1.76172e-05-0j 6.22863e-06-0j 1.68286e-06-0j 1.4681e-06-0j 1.55716e-06-0j 1.40238e-07-0j 5.22638e-09-0j 1.29763e-07-0j 4.83598e-09-0j -0.240352-0j 0.582142-0j -0.67176-0j 0.000107028-0j -0.000259227-0j 0.000299133-0j 8.29039e-05-0j 1.19661e-05-0j 7.56806e-05-0j -0.000200796-0j -2.89824e-05-0j 0.000231708-0j 1.33786e-05-0j -0.000183301-0j 3.34441e-05-0j 8.91904e-06-0j 1.11488e-06-0j 0.000211519-0j 7.72412e-06-0j -3.24033e-05-0j -2.16022e-05-0j 1.57668e-06-0j 3.73917e-05-0j -2.70028e-06-0j 7.88339e-07-0j -1.87081e-05-0j 2.49278e-05-0j 9.29067e-08-0j 3.11597e-06-0j 2.15881e-05-0j 1.13787e-07-0j -3.81877e-06-0j -1.90938e-06-0j 7.34492e-09-0j -2.25023e-07-0j 4.40665e-06-0j 2.20333e-06-0j -2.75596e-07-0j 2.31343e-10-0j 2.59664e-07-0j 3.18023e-07-0j -1.77896e-08-0j 2.05283e-08-0j -5.60321e-10-0j 6.4658e-10-0j 
-0.000342648-0j 0.00270135-0j -3.49714e-05-0j 0.000682477-0j 8.08513e-05-0j -0.00030771-0j 0.00234888-0j -4.05444e-05-0j 0.000559488-0j 0.000239731-0j 8.59524e-05-0j 6.5568e-06-0j 0.0588326-0j 0.0594422-0j 0.00147626-0j 0.00149155-0j -2.46727e-05-0j -1.64485e-05-0j 0.000340469-0j -2.49284e-05-0j -1.66189e-05-0j 0.000343997-0j 0.000194514-0j -1.45386e-06-0j 4.93138e-05-0j 0.00019653-0j -1.46892e-06-0j 3.4749e-05-0j 4.98249e-05-0j 3.51091e-05-0j 5.82179e-06-0j 3.26012e-07-0j 5.88212e-06-0j 3.29391e-07-0j 0.000295758-0j -0.000183477-0j -0.000107028-0j 0.650105-0j -0.403302-0j -0.235259-0j 3.57161e-05-0j -0.000492862-0j 3.26042e-05-0j -2.2157e-05-0j 0.000305753-0j -1.29249e-05-0j -0.000272636-0j -2.02265e-05-0j 0.000178356-0j -0.000181757-0j -6.91196e-05-0j -1.17988e-05-0j 3.32766e-06-0j 0.000169134-0j 0.000112756-0j -6.49402e-05-0j 9.86613e-05-0j 4.28793e-05-0j -1.60652e-05-0j -2.06436e-06-0j 6.57742e-05-0j -7.6933e-06-0j 2.50129e-05-0j -1.20421e-06-0j -7.05449e-06-0j 4.02866e-05-0j 9.96629e-06-0j -7.61052e-07-0j 4.77265e-06-0j 2.35005e-05-0j 5.81367e-06-0j 4.37635e-06-0j -3.35991e-08-0j 2.78404e-06-0j 2.55287e-06-0j 4.72129e-07-0j 2.75409e-07-0j 2.08437e-08-0j 1.21588e-08-0j 
0.000424005-0j -0.00334275-0j 4.32748e-05-0j -0.000844522-0j -0.000100048-0j 5.41984e-06-0j -4.13719e-05-0j 7.14127e-07-0j -9.85452e-06-0j -4.2225e-06-0j -1.51392e-06-0j -1.15488e-07-0j 0.0716338-0j 0.071462-0j 0.00179747-0j 0.00179316-0j -3.00412e-05-0j -2.00275e-05-0j 0.000414551-0j -2.99692e-05-0j -1.99795e-05-0j 0.000413557-0j 0.000236838-0j -1.77019e-06-0j 6.00439e-05-0j 0.00023627-0j -1.76595e-06-0j 4.23099e-05-0j 5.98999e-05-0j 4.22085e-05-0j 7.08853e-06-0j 3.96948e-07-0j 7.07154e-06-0j 3.95997e-07-0j 0.000183477-0j -3.17983e-06-0j -0.000259227-0j 0.403302-0j -0.00698959-0j -0.569806-0j 2.2157e-05-0j -0.000305753-0j 2.02265e-05-0j -3.84001e-07-0j 5.29899e-06-0j -3.13046e-05-0j -0.000169134-0j -3.50544e-07-0j 0.000431985-0j -0.000112756-0j -4.28793e-05-0j -2.8577e-05-0j 2.06436e-06-0j 2.93124e-06-0j 1.95416e-06-0j -4.02866e-05-0j 0.000238961-0j 7.43138e-07-0j -9.96629e-06-0j -3.57772e-08-0j 0.000159307-0j -4.77265e-06-0j 6.05822e-05-0j -2.91663e-06-0j -4.37635e-06-0j 6.98203e-07-0j 1.72725e-07-0j -4.72129e-07-0j 8.27144e-08-0j 5.6919e-05-0j 1.40809e-05-0j 7.58462e-08-0j -2.08437e-08-0j 6.74305e-06-0j 6.18314e-06-0j 8.18244e-09-0j 6.67049e-07-0j 3.6124e-10-0j 2.9449e-08-0j 
-0.000247336-0j 0.00194994-0j -2.52437e-05-0j 0.000492638-0j 5.83615e-05-0j 0.000434749-0j -0.00331862-0j 5.72832e-05-0j -0.000790474-0j -0.000338705-0j -0.000121438-0j -9.26379e-06-0j 0.0424676-0j 0.0392954-0j 0.00106562-0j 0.00098602-0j -1.78097e-05-0j -1.18731e-05-0j 0.000245764-0j -1.64794e-05-0j -1.09863e-05-0j 0.000227406-0j 0.000140408-0j -1.04945e-06-0j 3.55966e-05-0j 0.00012992-0j -9.71058e-07-0j 2.50831e-05-0j 3.29376e-05-0j 2.32095e-05-0j 4.20239e-06-0j 2.35328e-07-0j 3.88848e-06-0j 2.1775e-07-0j -0.000107028-0j 0.000259227-0j -0.000299133-0j -0.235259-0j 0.569806-0j -0.657525-0j -1.29249e-05-0j 0.000178356-0j -1.17988e-05-0j 3.13046e-05-0j -0.000431985-0j -3.61238e-05-0j 9.86613e-05-0j 2.8577e-05-0j 0.000498487-0j 6.57742e-05-0j 2.50129e-05-0j -3.29764e-05-0j -1.20421e-06-0j -0.000238961-0j -0.000159307-0j 2.35005e-05-0j 0.000275748-0j -6.05822e-05-0j 5.81367e-06-0j 2.91663e-06-0j 0.000183832-0j 2.78404e-06-0j 6.99085e-05-0j -3.36563e-06-0j 2.55287e-06-0j -5.6919e-05-0j -1.40809e-05-0j 2.75409e-07-0j -6.74305e-06-0j 6.56814e-05-0j 1.62486e-05-0j -6.18314e-06-0j 1.21588e-08-0j 7.78111e-06-0j 7.13501e-06-0j -6.67049e-07-0j 7.69738e-07-0j -2.9449e-08-0j 3.39826e-08-0j 
-0.000265414-0j -4.42357e-05-0j 0.00523971-0j 0.000532011-0j -3.25826e-07-0j 0.0587916-0j -3.84638e-05-0j 0.00302165-0j -4.533e-06-0j 0.000759338-0j 4.45131e-05-0j -2.11169e-08-0j -0.000152891-0j -0.000154476-0j 0.00596281-0j 0.0060246-0j 0.00183879-0j -1.27409e-05-0j -2.7585e-06-0j 0.00185784-0j -1.2873e-05-0j -2.78708e-06-0j 0.000306464-0j 0.000327307-0j -2.65436e-07-0j 0.00030964-0j 0.000330699-0j 5.44573e-05-0j -2.68187e-07-0j 5.50216e-05-0j 2.25732e-06-0j -8.74358e-10-0j 2.28072e-06-0j -8.83419e-10-0j 0.000229093-0j -0.000142121-0j -8.29039e-05-0j 3.57161e-05-0j -2.2157e-05-0j -1.29249e-05-0j 0.656563-0j -0.000984957-0j 2.52551e-05-0j -0.407308-0j 0.000611032-0j -0.237596-0j -0.000429549-0j -1.56674e-05-0j 0.000356435-0j 2.97635e-06-0j 3.72043e-07-0j -9.1393e-06-0j -0.000498578-0j 0.000266477-0j -1.84642e-06-0j -5.06228e-05-0j 0.000155445-0j -2.30802e-07-0j -7.64604e-05-0j 0.0003093-0j -1.07708e-06-0j 3.10036e-08-0j -1.34635e-07-0j 0.000180425-0j -7.34475e-06-0j 3.14046e-05-0j 4.74333e-05-0j -2.35825e-07-0j -1.92335e-08-0j 1.83193e-05-0j 2.76694e-05-0j 4.55642e-06-0j 7.72008e-11-0j -1.12195e-08-0j 2.65791e-06-0j 1.46297e-07-0j 8.53402e-08-0j -4.78926e-11-0j -2.79373e-11-0j 
3.83092e-05-0j -0.000610426-0j 3.90992e-06-0j 0.00357079-0j 0.00129857-0j -0.00848583-0j -0.000530777-0j 4.533e-06-0j 0.0029273-0j -5.41722e-05-0j 0.000915517-0j 0.000140757-0j 2.2068e-05-0j 2.22967e-05-0j 0.0822832-0j 0.0831359-0j 2.7585e-06-0j 1.839e-06-0j 0.00178137-0j 2.78708e-06-0j 1.85805e-06-0j 0.00179983-0j -4.39544e-05-0j 1.62546e-07-0j 0.000525264-0j -4.44099e-05-0j 1.6423e-07-0j 0.00018181-0j 0.000530707-0j 0.000183694-0j 9.35052e-05-0j 8.76042e-06-0j 9.44742e-05-0j 8.8512e-06-0j -3.30667e-05-0j 2.05134e-05-0j 1.19661e-05-0j 0.000492862-0j -0.000305753-0j -0.000178356-0j 0.000984957-0j 0.636061-0j -3.64526e-06-0j -0.000611032-0j -0.394589-0j -0.000356435-0j 6.16077e-05-0j 2.26139e-06-0j -0.230177-0j 4.10718e-05-0j -0.000736224-0j 1.31914e-06-0j -3.72043e-07-0j -3.82192e-05-0j -2.54795e-05-0j -0.000339774-0j -2.22945e-05-0j 0.000456727-0j 3.63027e-06-0j 2.30802e-07-0j -1.4863e-05-0j -0.000123564-0j 0.000266424-0j 1.34635e-07-0j -7.51406e-05-0j 0.000210783-0j -2.25209e-06-0j -1.63377e-05-0j 7.66547e-05-0j 0.000122957-0j -1.31372e-06-0j 4.66145e-05-0j -1.0844e-06-0j 4.47153e-05-0j 2.71918e-05-0j 1.01353e-05-0j 5.91228e-06-0j 6.72719e-07-0j 3.9242e-07-0j 
0.0474611-0j 0.00588519-0j -2.47285e-05-0j -5.04768e-06-0j -2.97437e-07-0j -0.000217584-0j 0.00687806-0j 0.00417825-0j 0.000603079-0j -3.58365e-06-0j -4.22337e-07-0j -1.9277e-08-0j -0.00013957-0j -0.000141016-0j -2.2068e-05-0j -2.22967e-05-0j 0.00341749-0j 0.00340179-0j 0.000493272-0j 0.0034529-0j 0.00343704-0j 0.000498384-0j 0.00042377-0j -1.02803e-06-0j 3.53142e-05-0j 0.000428161-0j -1.03868e-06-0j -2.57008e-07-0j 3.56801e-05-0j -2.59671e-07-0j -2.14173e-08-0j -7.98176e-10-0j -2.16393e-08-0j -8.06447e-10-0j 0.000209132-0j -0.000129738-0j -7.56806e-05-0j 3.26042e-05-0j -2.02265e-05-0j -1.17988e-05-0j 2.52551e-05-0j 3.64526e-06-0j 0.658177-0j -1.56674e-05-0j -2.26139e-06-0j -9.1393e-06-0j -0.000798342-0j -0.408309-0j -1.31914e-06-0j -0.000794674-0j -6.65285e-05-0j -0.23818-0j -0.000342928-0j 0.000495262-0j 0.000492987-0j -6.99998e-05-0j 0.000288903-0j 4.12719e-05-0j 2.40153e-07-0j 0.00021274-0j 0.000287576-0j -4.12478e-06-0j 2.40752e-05-0j 0.000124098-0j 3.46631e-08-0j 4.34253e-05-0j -1.48982e-07-0j 2.23749e-09-0j 2.55886e-06-0j 2.53314e-05-0j -8.69062e-08-0j -2.15037e-08-0j 7.04744e-11-0j 1.49267e-06-0j -1.25438e-08-0j -1.38806e-09-0j -8.09701e-10-0j -4.37197e-11-0j -2.55032e-11-0j 
