0.995962-0j -0.000651597-0j -0.000532027-0j -7.67915e-05-0j -6.65034e-05-0j -7.8375e-06-0j -3.57731e-07-0j -0.00370086-0j 0.144335-0j -0.000462608-0j -0.000308405-0j -6.67717e-05-0j -7.71013e-05-0j -2.72594e-05-0j -6.42511e-06-0j -6.81486e-06-0j -5.67905e-07-0j -2.11646e-08-0j -0.00240761-0j -0.00243256-0j -0.000375352-0j -0.000379242-0j 0.0717154-0j 0.0103512-0j 0.0724585-0j -0.000265414-0j 0.0104585-0j -0.000268164-0j -4.6919e-05-0j -3.12793e-05-0j -3.90992e-06-0j -4.74052e-05-0j -2.70887e-05-0j -3.16035e-05-0j -3.95043e-06-0j -2.73694e-05-0j -5.52946e-06-0j -2.76473e-06-0j -5.58676e-06-0j -3.25826e-07-0j -2.79338e-06-0j -3.99054e-07-0j -3.29203e-07-0j -2.57588e-08-0j -4.0319e-07-0j -2.60258e-08-0j -8.11327e-10-0j -8.19735e-10-0j 
0.000268164-0j -0.00847696-0j -0.00514954-0j -0.000743273-0j 4.41672e-06-0j 5.20515e-07-0j 2.37582e-08-0j -0.00023879-0j -3.7756e-05-0j 0.00584697-0j 0.00582012-0j 0.000843938-0j 0.000725027-0j -1.75886e-06-0j 6.04189e-05-0j -4.39714e-07-0j -3.66428e-08-0j -1.3656e-09-0j 0.000159898-0j -0.000161489-0j 2.49284e-05-0j -2.51765e-05-0j 1.93095e-05-0j 2.78708e-06-0j -1.95017e-05-0j 0.503227-0j -2.81482e-06-0j -0.508235-0j -0.000610393-0j -0.000607589-0j -5.08661e-05-0j 0.000616469-0j -0.000262194-0j 0.000613637-0j 5.13724e-05-0j 0.000264804-0j -5.35202e-05-0j 1.83615e-07-0j 5.40529e-05-0j -3.15371e-06-0j -1.85443e-07-0j 2.65026e-08-0j 3.1851e-06-0j 1.71073e-09-0j -2.67664e-08-0j -1.72776e-09-0j 5.3883e-11-0j -5.44194e-11-0j 
4.6919e-05-0j 0.0701572-0j -0.000594806-0j -8.53096e-05-0j 0.00707052-0j 0.00126097-0j -9.99767e-07-0j 4.30038e-05-0j -0.000321633-0j 0.101312-0j 3.58365e-06-0j 0.0145305-0j 0.00407745-0j -9.20617e-05-0j -1.07441e-05-0j 0.0014644-0j 0.000122038-0j -7.10286e-08-0j -2.75275e-05-0j 2.82662e-05-0j 0.000203004-0j -0.000208451-0j 0.00031984-0j 4.58728e-05-0j -0.000328423-0j 0.000594441-0j -4.71038e-05-0j -0.000610393-0j 0.478252-0j 1.6917e-05-0j -0.00126019-0j -0.491086-0j 5.99084e-05-0j -1.73709e-05-0j 0.00129401-0j -6.1516e-05-0j -0.000581544-0j -0.000434586-0j 0.000597149-0j 7.1605e-07-0j 0.000446248-0j -0.000127003-0j -7.35265e-07-0j -6.81527e-06-0j 0.000130412-0j 6.99815e-06-0j 3.12722e-09-0j -3.21114e-09-0j 
3.12793e-05-0j -0.000238768-0j -0.00120543-0j 0.0166342-0j -2.43692e-05-0j -8.73723e-06-0j -6.66511e-07-0j 2.86692e-05-0j -0.000214422-0j 3.58365e-06-0j 0.101487-0j -4.94522e-05-0j 0.00826333-0j 2.11169e-07-0j 0.00209495-0j -5.0472e-06-0j -8.45599e-07-0j -4.73524e-08-0j -1.83517e-05-0j 1.88441e-05-0j 0.000135336-0j -0.000138967-0j -2.21617e-06-0j 3.05819e-05-0j 2.27564e-06-0j 0.000591711-0j -3.14025e-05-0j -0.000607589-0j 1.6917e-05-0j 0.479081-0j 4.28885e-06-0j -1.73709e-05-0j 6.03912e-05-0j -0.491937-0j -4.40394e-06-0j -6.20118e-05-0j -0.00117855-0j 9.96842e-07-0j 0.00121018-0j -0.00013962-0j -1.02359e-06-0j 4.37729e-07-0j 0.000143367-0j 4.7223e-08-0j -4.49475e-07-0j -4.84902e-08-0j 2.08481e-09-0j -2.14076e-09-0j 
-3.90992e-06-0j -0.0177865-0j -5.15177e-07-0j -0.00101947-0j 9.26723e-06-0j 0.00481627-0j 0.00229405-0j -3.58365e-06-0j 8.15416e-05-0j 8.77486e-05-0j -2.98637e-07-0j 0.173643-0j 1.07441e-05-0j -2.63961e-08-0j 0.00394833-0j -9.04725e-05-0j 0.0014415-0j 0.00027287-0j 2.29396e-06-0j -2.35551e-06-0j -5.14662e-05-0j 5.28472e-05-0j 2.77022e-07-0j 0.000548189-0j -2.84455e-07-0j -4.95368e-05-0j -0.0005629-0j 5.08661e-05-0j 0.00126019-0j -4.28885e-06-0j 0.463108-0j -0.00129401-0j 2.581e-08-0j 4.40394e-06-0j -0.475535-0j -2.65026e-08-0j 7.22303e-05-0j -3.79084e-07-0j -7.41685e-05-0j -0.000813771-0j 3.89257e-07-0j -0.000241291-0j 0.000835608-0j -0.000162536-0j 0.000247766-0j 0.000166897-0j -1.80682e-05-0j 1.85531e-05-0j 
-4.74052e-05-0j -0.0708843-0j 0.00060097-0j 8.61936e-05-0j -0.00714379-0j -0.00127403-0j 1.01013e-06-0j 4.22125e-05-0j -0.000315715-0j 0.0994476-0j 3.51771e-06-0j 0.0142632-0j 0.00400242-0j -9.03678e-05-0j -1.05464e-05-0j 0.00143746-0j 0.000119792-0j -6.97217e-08-0j -2.82662e-05-0j 2.85475e-05-0j 0.000208451-0j -0.000210526-0j 0.000328423-0j 4.71038e-05-0j -0.000331692-0j 0.000610393-0j -4.75726e-05-0j -0.000616469-0j 0.491086-0j 1.73709e-05-0j -0.00129401-0j -0.495974-0j 6.1516e-05-0j -1.75438e-05-0j 0.00130689-0j -6.21284e-05-0j -0.000597149-0j -0.000446248-0j 0.000603093-0j 7.35265e-07-0j 0.00045069-0j -0.000130412-0j -7.42583e-07-0j -6.99815e-06-0j 0.00013171-0j 7.06781e-06-0j 3.21114e-09-0j -3.2431e-09-0j 
2.70887e-05-0j 4.37142e-06-0j 0.100618-0j -7.50819e-05-0j 0.0082598-0j -1.01704e-05-0j 2.39994e-09-0j 2.48282e-05-0j 3.92569e-06-0j -0.00060031-0j -0.000605148-0j 4.47956e-07-0j 0.0145815-0j 0.0102633-0j -6.28207e-06-0j 0.000846414-0j -7.3695e-07-0j 1.41988e-10-0j -1.5893e-05-0j 1.63195e-05-0j -2.47776e-06-0j 2.54425e-06-0j 0.000371239-0j -2.77022e-07-0j -0.000381201-0j 0.000255342-0j 2.84455e-07-0j -0.000262194-0j 5.99084e-05-0j 6.03912e-05-0j -2.581e-08-0j -6.1516e-05-0j 0.48247-0j -6.20118e-05-0j 2.65026e-08-0j -0.495417-0j -0.00102897-0j -0.00102423-0j 0.00105658-0j 3.13462e-07-0j 0.00105172-0j -4.8768e-05-0j -3.21874e-07-0j 3.28901e-08-0j 5.00766e-05-0j -3.37727e-08-0j -5.3557e-12-0j 5.49941e-12-0j 
-3.16035e-05-0j 0.000241242-0j 0.00121792-0j -0.0168066-0j 2.46217e-05-0j 8.82777e-06-0j 6.73418e-07-0j 2.81417e-05-0j -0.000210477-0j 3.51771e-06-0j 0.09962-0j -4.85423e-05-0j 0.00811129-0j 2.07283e-07-0j 0.0020564-0j -4.95433e-06-0j -8.3004e-07-0j -4.64811e-08-0j -1.88441e-05-0j 1.90317e-05-0j 0.000138967-0j -0.000140351-0j -2.27564e-06-0j 3.14025e-05-0j 2.29829e-06-0j 0.000607589-0j -3.17151e-05-0j -0.000613637-0j 1.73709e-05-0j 0.491937-0j 4.40394e-06-0j -1.75438e-05-0j 6.20118e-05-0j -0.496834-0j -4.44777e-06-0j -6.2629e-05-0j -0.00121018-0j 1.02359e-06-0j 0.00122222-0j -0.000143367-0j -1.03378e-06-0j 4.49475e-07-0j 0.000144794-0j 4.84902e-08-0j -4.53949e-07-0j -4.89729e-08-0j 2.14076e-09-0j -2.16207e-09-0j 
3.95043e-06-0j 0.0179708-0j 5.20515e-07-0j 0.00103003-0j -9.36327e-06-0j -0.00486618-0j -0.00231782-0j -3.51771e-06-0j 8.00413e-05-0j 8.61341e-05-0j -2.93143e-07-0j 0.170448-0j 1.05464e-05-0j -2.59104e-08-0j 0.00387568-0j -8.88078e-05-0j 0.00141498-0j 0.000267849-0j 2.35551e-06-0j -2.37896e-06-0j -5.28472e-05-0j 5.33733e-05-0j 2.84455e-07-0j 0.0005629-0j -2.87287e-07-0j -5.08661e-05-0j -0.000568502-0j 5.13724e-05-0j 0.00129401-0j -4.40394e-06-0j 0.475535-0j -0.00130689-0j 2.65026e-08-0j 4.44777e-06-0j -0.480269-0j -2.67664e-08-0j 7.41685e-05-0j -3.89257e-07-0j -7.49068e-05-0j -0.000835608-0j 3.93131e-07-0j -0.000247766-0j 0.000843925-0j -0.000166897-0j 0.000250233-0j 0.000168558-0j -1.85531e-05-0j 1.87377e-05-0j 
-2.73694e-05-0j -4.41672e-06-0j -0.101661-0j 7.586e-05-0j -0.0083454-0j 1.02758e-05-0j -2.42481e-09-0j 2.43714e-05-0j 3.85346e-06-0j -0.000589264-0j -0.000594013-0j 4.39714e-07-0j 0.0143132-0j 0.0100744-0j -6.16648e-06-0j 0.00083084-0j -7.2339e-07-0j 1.39376e-10-0j -1.63195e-05-0j 1.64819e-05-0j -2.54425e-06-0j 2.56957e-06-0j 0.000381201-0j -2.84455e-07-0j -0.000384995-0j 0.000262194-0j 2.87287e-07-0j -0.000264804-0j 6.1516e-05-0j 6.20118e-05-0j -2.65026e-08-0j -6.21284e-05-0j 0.495417-0j -6.2629e-05-0j 2.67664e-08-0j -0.500348-0j -0.00105658-0j -0.00105172-0j 0.00106709-0j 3.21874e-07-0j 0.00106219-0j -5.00766e-05-0j -3.25078e-07-0j 3.37727e-08-0j 5.05751e-05-0j -3.41089e-08-0j -5.49941e-12-0j 5.55415e-12-0j 
-5.52946e-06-0j 8.53096e-05-0j -0.0102162-0j 0.0685696-0j -0.00168415-0j 0.0141576-0j -2.26232e-05-0j -5.06805e-06-0j 7.66111e-05-0j 6.09521e-05-0j 0.000123525-0j -0.000409102-0j 0.141546-0j 1.08496e-05-0j 0.0175806-0j 0.00807636-0j 0.0020661-0j -2.01188e-06-0j 3.24415e-06-0j -3.3312e-06-0j -4.83542e-05-0j 4.96517e-05-0j -3.76935e-05-0j 0.000252994-0j 3.8705e-05-0j -5.21215e-05-0j -0.000259783-0j 5.35202e-05-0j 0.000581544-0j 0.00117855-0j 7.22303e-05-0j -0.000597149-0j 0.00102897-0j -0.00121018-0j -7.41685e-05-0j -0.00105658-0j 0.467429-0j 0.000103516-0j -0.479973-0j -0.00176677-0j -0.000106293-0j -0.00142595-0j 0.00181418-0j -0.000154219-0j 0.00146421-0j 0.000158358-0j 1.06389e-07-0j -1.09244e-07-0j 
-2.76473e-06-0j 2.11043e-05-0j 0.000105876-0j 5.02692e-06-0j 0.120882-0j -0.000224454-0j 5.89118e-08-0j -2.53402e-06-0j 1.89524e-05-0j 9.20617e-05-0j -2.11169e-07-0j 4.371e-06-0j -0.000725792-0j 0.0997285-0j 6.33099e-07-0j 0.0250364-0j -2.17229e-05-0j 4.1854e-09-0j 1.62207e-06-0j -1.6656e-06-0j -1.19621e-05-0j 1.22831e-05-0j -5.69321e-05-0j -2.70308e-06-0j 5.84598e-05-0j 1.78817e-07-0j 2.77562e-06-0j -1.83615e-07-0j 0.000434586-0j -9.96842e-07-0j -3.79084e-07-0j -0.000446248-0j 0.00102423-0j 1.02359e-06-0j 3.89257e-07-0j -0.00105172-0j 0.000103516-0j 0.470778-0j -0.000106293-0j -4.21936e-08-0j -0.483411-0j -0.00217133-0j 4.33259e-08-0j 1.21313e-06-0j 0.0022296-0j -1.24568e-06-0j -1.84273e-10-0j 1.89218e-10-0j 
5.58676e-06-0j -8.61936e-05-0j 0.010322-0j -0.0692802-0j 0.00170161-0j -0.0143043-0j 2.28577e-05-0j -4.97479e-06-0j 7.52014e-05-0j 5.98306e-05-0j 0.000121252-0j -0.000401575-0j 0.138942-0j 1.06499e-05-0j 0.0172572-0j 0.00792775-0j 0.00202809-0j -1.97487e-06-0j 3.3312e-06-0j -3.36436e-06-0j -4.96517e-05-0j 5.0146e-05-0j -3.8705e-05-0j 0.000259783-0j 3.90903e-05-0j -5.35202e-05-0j -0.000262369-0j 5.40529e-05-0j 0.000597149-0j 0.00121018-0j 7.41685e-05-0j -0.000603093-0j 0.00105658-0j -0.00122222-0j -7.49068e-05-0j -0.00106709-0j 0.479973-0j 0.000106293-0j -0.48475-0j -0.00181418-0j -0.000107351-0j -0.00146421-0j 0.00183224-0j -0.000158358-0j 0.00147878-0j 0.000159934-0j 1.09244e-07-0j -1.10331e-07-0j 
3.25826e-07-0j -1.01064e-05-0j -6.25682e-06-0j -0.0249364-0j -1.03148e-06-0j -0.00165781-0j 0.0180837-0j 2.98637e-07-0j -9.07592e-06-0j 3.73297e-08-0j -7.27879e-06-0j 0.000148777-0j 0.000174284-0j 2.19967e-09-0j 0.198069-0j 1.51845e-05-0j 0.00549885-0j 0.00325516-0j -1.91163e-07-0j 1.96293e-07-0j 5.7284e-06-0j -5.88212e-06-0j -2.30851e-08-0j -9.20053e-05-0j 2.37046e-08-0j 3.07129e-06-0j 9.44742e-05-0j -3.15371e-06-0j 7.1605e-07-0j -0.00013962-0j 0.000813771-0j -7.35265e-07-0j 3.13462e-07-0j 0.000143367-0j -0.000835608-0j -3.21874e-07-0j 0.00176677-0j 4.21936e-08-0j -0.00181418-0j 0.452417-0j -4.33259e-08-0j 8.30551e-05-0j -0.464557-0j -0.00128125-0j -8.52839e-05-0j 0.00131563-0j -0.000288499-0j 0.000296241-0j 
2.79338e-06-0j -2.1323e-05-0j -0.000106974-0j -5.07901e-06-0j -0.122135-0j 0.00022678-0j -5.95223e-08-0j -2.4874e-06-0j 1.86037e-05-0j 9.03678e-05-0j -2.07283e-07-0j 4.29058e-06-0j -0.000712437-0j 0.0978935-0j 6.2145e-07-0j 0.0245757-0j -2.13232e-05-0j 4.10839e-09-0j 1.6656e-06-0j -1.68218e-06-0j -1.22831e-05-0j 1.24054e-05-0j -5.84598e-05-0j -2.77562e-06-0j 5.90417e-05-0j 1.83615e-07-0j 2.80324e-06-0j -1.85443e-07-0j 0.000446248-0j -1.02359e-06-0j -3.89257e-07-0j -0.00045069-0j 0.00105172-0j 1.03378e-06-0j 3.93131e-07-0j -0.00106219-0j 0.000106293-0j 0.483411-0j -0.000107351-0j -4.33259e-08-0j -0.488223-0j -0.0022296-0j 4.37571e-08-0j 1.24568e-06-0j 0.00225179-0j -1.25808e-06-0j -1.89218e-10-0j 1.91101e-10-0j 
3.99054e-07-0j -9.26723e-06-0j -1.01704e-05-0j 0.000104049-0j -0.0175105-0j 0.0950811-0j -0.000234135-0j 3.65755e-07-0j -8.32231e-06-0j -8.8434e-06-0j 3.04796e-08-0j 9.04725e-05-0j 0.000212105-0j 0.000151192-0j -0.000402975-0j 0.170948-0j 0.0284576-0j -2.78496e-05-0j -2.34126e-07-0j 2.40409e-07-0j 5.25274e-06-0j -5.3937e-06-0j 5.46887e-06-0j -5.59493e-05-0j -5.61562e-06-0j -2.581e-08-0j 5.74507e-05-0j 2.65026e-08-0j -0.000127003-0j 4.37729e-07-0j 0.000241291-0j 0.000130412-0j -4.8768e-05-0j -4.49475e-07-0j -0.000247766-0j 5.00766e-05-0j 0.00142595-0j 0.00217133-0j -0.00146421-0j 8.30551e-05-0j -0.0022296-0j 0.455921-0j -8.52839e-05-0j -0.00320872-0j -0.468155-0j 0.00329483-0j 1.84408e-06-0j -1.89356e-06-0j 
-3.29203e-07-0j 1.02111e-05-0j 6.32166e-06-0j 0.0251949-0j 1.04217e-06-0j 0.00167499-0j -0.0182711-0j 2.93143e-07-0j -8.90892e-06-0j 3.66428e-08-0j -7.14487e-06-0j 0.000146039-0j 0.000171078-0j 2.1592e-09-0j 0.194425-0j 1.49051e-05-0j 0.00539768-0j 0.00319526-0j -1.96293e-07-0j 1.98247e-07-0j 5.88212e-06-0j -5.94066e-06-0j -2.37046e-08-0j -9.44742e-05-0j 2.39406e-08-0j 3.15371e-06-0j 9.54146e-05-0j -3.1851e-06-0j 7.35265e-07-0j -0.000143367-0j 0.000835608-0j -7.42583e-07-0j 3.21874e-07-0j 0.000144794-0j -0.000843925-0j -3.25078e-07-0j 0.00181418-0j 4.33259e-08-0j -0.00183224-0j 0.464557-0j -4.37571e-08-0j 8.52839e-05-0j -0.469181-0j -0.00131563-0j -8.61328e-05-0j 0.00132873-0j -0.000296241-0j 0.00029919-0j 
-2.57588e-08-0j 9.99767e-07-0j 3.26553e-07-0j -2.26232e-05-0j -1.97371e-05-0j -0.0318581-0j 0.0647057-0j -2.36094e-08-0j 8.97826e-07-0j 2.83944e-07-0j -1.96745e-09-0j -1.96713e-05-0j -1.1382e-05-0j 5.05425e-08-0j 0.000271447-0j 0.000388345-0j 0.218366-0j 0.0242559-0j 1.51128e-08-0j -1.55183e-08-0j -5.66676e-07-0j 5.81883e-07-0j -1.75594e-07-0j 1.2165e-05-0j 1.80306e-07-0j 1.66603e-09-0j -1.24914e-05-0j -1.71073e-09-0j 6.81527e-06-0j -4.7223e-08-0j -0.000162536-0j -6.99815e-06-0j -3.28901e-08-0j 4.84902e-08-0j 0.000166897-0j 3.37727e-08-0j -0.000154219-0j 1.21313e-06-0j 0.000158358-0j 0.00128125-0j -1.24568e-06-0j 0.00320872-0j -0.00131563-0j 0.44109-0j -0.00329483-0j -0.452926-0j -0.00325923-0j 0.00334669-0j 
-4.0319e-07-0j 9.36327e-06-0j 1.02758e-05-0j -0.000105127-0j 0.0176919-0j -0.0960665-0j 0.000236562-0j 3.59025e-07-0j -8.16918e-06-0j -8.68068e-06-0j 2.99187e-08-0j 8.88078e-05-0j 0.000208203-0j 0.00014841-0j -0.00039556-0j 0.167803-0j 0.027934-0j -2.73372e-05-0j -2.40409e-07-0j 2.42802e-07-0j 5.3937e-06-0j -5.44739e-06-0j 5.61562e-06-0j -5.74507e-05-0j -5.67152e-06-0j -2.65026e-08-0j 5.80225e-05-0j 2.67664e-08-0j -0.000130412-0j 4.49475e-07-0j 0.000247766-0j 0.00013171-0j -5.00766e-05-0j -4.53949e-07-0j -0.000250233-0j 5.05751e-05-0j 0.00146421-0j 0.0022296-0j -0.00147878-0j 8.52839e-05-0j -0.00225179-0j 0.468155-0j -8.61328e-05-0j -0.00329483-0j -0.472815-0j 0.00332762-0j 1.89356e-06-0j -1.91241e-06-0j 
2.60258e-08-0j -1.01013e-06-0j -3.29937e-07-0j 2.28577e-05-0j 1.99416e-05-0j 0.0321883-0j -0.0653762-0j -2.3175e-08-0j 8.81306e-07-0j 2.78719e-07-0j -1.93125e-09-0j -1.93094e-05-0j -1.11726e-05-0j 4.96125e-08-0j 0.000266452-0j 0.0003812-0j 0.214348-0j 0.0238096-0j 1.55183e-08-0j -1.56728e-08-0j -5.81883e-07-0j 5.87674e-07-0j -1.80306e-07-0j 1.24914e-05-0j 1.82101e-07-0j 1.71073e-09-0j -1.26158e-05-0j -1.72776e-09-0j 6.99815e-06-0j -4.84902e-08-0j -0.000166897-0j -7.06781e-06-0j -3.37727e-08-0j 4.89729e-08-0j 0.000168558-0j 3.41089e-08-0j -0.000158358-0j 1.24568e-06-0j 0.000159934-0j 0.00131563-0j -1.25808e-06-0j 0.00329483-0j -0.00132873-0j 0.452926-0j -0.00332762-0j -0.457434-0j -0.00334669-0j 0.00338-0j 
8.11327e-10-0j -4.41379e-08-0j 1.06902e-10-0j 1.50159e-06-0j -4.50481e-09-0j -3.68085e-05-0j -0.0460011-0j 7.43625e-10-0j -3.96374e-08-0j 9.29531e-11-0j 6.19687e-11-0j 1.30566e-06-0j -5.22269e-09-0j 5.47732e-12-0j -3.01753e-05-0j 1.33258e-07-0j 0.000511043-0j 0.255597-0j -4.76007e-10-0j 4.88781e-10-0j 2.50177e-08-0j -2.56891e-08-0j -5.74834e-11-0j -8.07436e-07-0j 5.90259e-11-0j -5.24749e-11-0j 8.29103e-07-0j 5.3883e-11-0j 3.12722e-09-0j 2.08481e-09-0j 1.80682e-05-0j -3.21114e-09-0j -5.3557e-12-0j -2.14076e-09-0j -1.85531e-05-0j 5.49941e-12-0j -1.06389e-07-0j 1.84273e-10-0j 1.09244e-07-0j -0.000288499-0j -1.89218e-10-0j 1.84408e-06-0j 0.000296241-0j 0.00325923-0j -1.89356e-06-0j -0.00334669-0j 0.42629-0j -0.437729-0j 
-8.19735e-10-0j 4.45953e-08-0j -1.0801e-10-0j -1.51715e-06-0j 4.55149e-09-0j 3.71899e-05-0j 0.0464778-0j 7.29943e-10-0j -3.89081e-08-0j 9.12428e-11-0j 6.08285e-11-0j 1.28163e-06-0j -5.1266e-09-0j 5.37653e-12-0j -2.96201e-05-0j 1.30806e-07-0j 0.00050164-0j 0.250894-0j -4.88781e-10-0j 4.93646e-10-0j 2.56891e-08-0j -2.59448e-08-0j -5.90259e-11-0j -8.29103e-07-0j 5.96134e-11-0j -5.3883e-11-0j 8.37355e-07-0j 5.44194e-11-0j 3.21114e-09-0j 2.14076e-09-0j 1.85531e-05-0j -3.2431e-09-0j -5.49941e-12-0j -2.16207e-09-0j -1.87377e-05-0j 5.55415e-12-0j -1.09244e-07-0j 1.89218e-10-0j 1.10331e-07-0j -0.000296241-0j -1.91101e-10-0j 1.89356e-06-0j 0.00029919-0j 0.00334669-0j -1.91241e-06-0j -0.00338-0j 0.437729-0j -0.442086-0j 
