3.04955e-12+0.264863j 7.16843e-13+0.525127j -1.73702e-14-0.0585449j -1.82487e-14-0.318633j -3.87195e-14-0.378592j -2.25292e-14+0.158822j 1.93122e-14+0.250472j 4.12549e-15+0.0260441j -7.96806e-15-0.0740605j -7.1135e-15-0.0486447j -7.07107e-15-0.125204j -7.78851e-15-0.0595055j -2.20491e-15+0.0128283j -9.96934e-16+0.0184634j -6.39696e-15-0.0731579j 5.56223e-15+0.0171727j 8.99257e-15-0.0312457j 1.19767e-14-0.0161801j 3.1937e-15-0.0129803j 2.20605e-15+0.0389858j -2.05863e-15-0.0224347j -4.63917e-16-0.00821555j -5.98609e-16-0.0264075j -2.0977e-14-0.0219269j 2.96061e-15+0.0200337j 6.35239e-15+0.0113251j 1.86935e-15-0.0118715j -4.69367e-15+0.0138345j -1.11147e-15-0.031275j -6.34628e-15-0.0105556j -6.10543e-15+0.00507344j 1.54795e-14+0.0448441j 2.35044e-14+0.00979018j -2.52919e-14-0.00875025j 5.29156e-15+0.0377589j -2.27021e-15+0.0289912j 8.90685e-15+0.0334128j 1.03908e-14+0.0355776j -1.05634e-14+0.00774407j -4.60051e-15-0.0099343j -8.61138e-15-0.0517367j 7.90229e-15+0.0114746j -1.88628e-15-0.0113701j -1.20394e-15-0.00495052j -4.08157e-15-0.0137142j 3.59063e-15-0.0178283j -1.03002e-15+0.00301454j -2.29416e-15-0.00102589j 2.11965e-15+0.00744744j -9.75743e-15-0.0371875j 4.47047e-15-0.00186667j -6.81821e-15+0.0136993j -2.41871e-15-0.0154544j -1.47966e-15+0.00129802j -2.00865e-16+0.0410202j -4.37557e-16+0.0525877j -2.4496e-15+0.0130818j 2.21323e-15+0.012393j 1.04635e-14+0.0313811j -2.26989e-14+0.0175294j -4.1193e-15-0.0102721j -1.92632e-15-0.0370688j 3.31106e-15+0.053622j 2.66266e-15+0.00469074j -3.52915e-15-0.0104722j 2.21403e-15+0.0533104j 7.78084e-15+0.0800893j 4.7958e-16-0.00311132j -4.0215e-15-0.0287052j 1.2101e-15-0.0158316j -5.22651e-15-0.066223j -1.5455e-14-0.0888804j -1.26227e-15+0.0180934j 7.6592e-15+0.0929285j 2.38934e-15-0.0174664j -1.77796e-13-0.0418233j 7.57106e-13-0.113201j 
3.01758e-13+0.047194j 7.05069e-14-0.0404949j -5.62161e-15+0.0270885j 2.07955e-15+0.00226151j 1.15265e-15+0.0512536j -9.40715e-15+0.0600731j 4.89488e-16-0.0347595j 3.73176e-15+0.00303608j -5.82172e-15-0.00434611j -5.52079e-16+0.0486262j 2.58898e-18-0.0128118j 1.05315e-14+0.0528798j 3.30685e-15+0.0296083j 2.43078e-15+0.0158825j 4.04007e-15+0.0130678j -5.92434e-15-0.0384994j -1.74703e-14+0.0232524j -4.18497e-15+0.000417066j -1.45943e-14+0.104526j 2.78267e-14+0.0378141j 9.76753e-15-0.0871766j 1.08476e-14+0.0520054j 1.8657e-15-0.0655742j -8.91973e-14-0.0952005j 5.15997e-16+0.0100648j 3.5833e-13+0.501817j 1.81371e-14+0.0183495j -1.47623e-14-0.123601j -8.5469e-15+0.245055j -2.35905e-15-0.0511409j 4.03119e-14+0.208744j 7.41467e-14+0.0809007j 3.34424e-13+0.367439j 4.55014e-13+0.236561j 3.04497e-14-0.138758j 3.71031e-14-0.630668j 1.86274e-15-0.059234j 6.66831e-14+0.0866025j -2.73162e-14-0.072891j 3.53365e-14-0.0778359j -6.59566e-15-0.130819j 2.2165e-13+0.650203j 1.69949e-14-0.0528196j -6.0543e-14-0.0817444j 4.23092e-14-0.0570933j 5.32182e-14-0.463449j -9.38798e-14-0.405009j 3.4227e-14+0.0770578j -7.70516e-16-0.0395191j -3.92366e-15-0.120741j 4.9422e-14+0.0403206j 2.03554e-13-0.465064j 2.41469e-15+0.0449152j -4.03996e-16+0.0229211j -4.12961e-15-0.0894908j 2.19701e-14-0.0192649j -1.9082e-14+0.0927663j -1.69249e-14-0.0125873j 2.06826e-14+0.0294298j 1.2907e-14-0.00134833j -3.3438e-14-0.0908678j 1.85215e-15-0.0415356j -1.26217e-14-0.0329775j 8.65003e-16+0.0546427j 6.4964e-16+0.0442409j 6.74649e-15-0.037904j 2.11929e-15-0.0427316j 4.31343e-15+0.00750654j 8.49247e-15+0.0108026j 2.97979e-15+0.0337874j -5.15485e-15-0.0541086j 6.99283e-15+0.0345103j 6.22547e-15+0.00995496j -2.30742e-15-0.0166599j 4.3824e-15+0.021869j 1.30681e-14-0.015693j -6.63683e-14+0.00547119j 
-4.92293e-13-0.118328j -1.46957e-13+0.246876j 2.23766e-14-0.143746j 6.47259e-15-0.057179j 1.98629e-14-0.169526j 3.13065e-14-0.116736j -1.40265e-14+0.102656j -5.56948e-16+0.000208774j 2.49822e-15-0.0364127j 2.30928e-14-0.170151j -2.298e-15-0.0118382j -3.20394e-15+0.0406532j 6.18173e-15-0.0121698j -1.1129e-14+0.0537866j 5.7199e-15-0.106727j 5.72572e-15+0.0536296j 2.70433e-14-0.0545222j 6.32195e-14-0.054895j 4.71619e-14-0.127647j -3.68545e-14+0.202776j 2.8919e-15+0.0107858j -3.81993e-14+0.18625j -1.42514e-14-0.0318378j 1.07051e-13+0.130893j 1.43554e-14-0.0417955j -4.30367e-14-0.110476j -6.17118e-16+0.0712134j -3.99421e-14+0.032458j 5.47587e-14-0.195932j 1.24497e-14+0.219354j 4.72884e-15+0.144048j 7.9715e-14-0.160278j 8.1289e-14+0.171417j -2.71535e-13-0.156074j -4.50623e-14+0.199377j -3.58907e-14-0.0751131j 3.97654e-15-0.349075j -8.36487e-14+0.169541j 3.32986e-14+0.289923j 2.65333e-14+0.178484j -5.58191e-15+0.362838j 1.39166e-14-0.0289826j 3.56676e-14-0.140519j -2.29076e-13-0.243419j -1.25391e-14+0.0580304j 1.14466e-14+0.00041923j -5.23593e-14+0.144737j 4.69631e-14+0.234614j 6.81526e-15+0.186852j -3.69489e-14-0.255437j 6.70438e-14-0.103191j -1.37849e-15+0.0351167j 4.45689e-15+0.00643744j 2.53708e-15-0.0492884j -2.1741e-14-0.088361j -3.88247e-14+0.278913j 4.26442e-14-0.107368j 2.14729e-14-0.12215j 2.98005e-14+0.191271j 2.63494e-13-0.164957j -2.07296e-15-0.014472j -1.92172e-14+0.0957761j 5.80527e-15-0.18591j 8.8754e-15-0.0405725j 4.74673e-15+0.012086j -2.82495e-14+0.212924j -1.47452e-14+0.021723j 8.31024e-15-0.0313668j -7.86891e-15+0.0986495j 3.08373e-15-0.0328255j -3.9834e-15+0.0247426j -7.22396e-15+0.148885j -1.53876e-14+0.0769144j -1.26322e-15-0.0125978j -3.38175e-15+0.00964768j 4.20851e-14+0.00357851j -1.99201e-13+0.0276558j 
-1.77653e-12-0.186181j -3.95372e-13-0.0401314j -6.86888e-14-0.0632527j 9.35257e-14+0.0816712j 3.75278e-14+0.0244747j -2.02362e-13-0.195748j -8.03423e-14-0.0729957j 2.87267e-14+0.0269533j 1.42421e-15-0.00151162j -8.90191e-15-0.00183529j 9.99515e-14+0.0866101j 5.72978e-14+0.0590709j -8.44913e-14-0.0793829j 4.57687e-14+0.0508876j -4.73287e-14-0.0393684j 6.2021e-14+0.0567932j 6.5975e-14+0.0559737j 4.86893e-14+0.142003j -4.42647e-15-2.1592e-05j 1.09485e-13+0.119506j 4.21074e-14+0.0430348j 8.46986e-14+0.0790255j -1.53695e-13-0.149369j 3.39766e-13+0.162534j 7.11577e-15+0.030165j -1.67835e-14+0.00517827j 3.82473e-15+0.0148307j 3.88559e-13+0.30422j 3.58613e-13+0.280134j -2.5276e-13-0.179497j -3.06861e-13-0.273041j -7.95767e-14-0.0942712j 3.33914e-13+0.203121j 2.60971e-13+0.0702247j -8.20014e-14-0.0874705j 2.67129e-13+0.309927j 2.24171e-13+0.192528j 3.25698e-13+0.197121j -3.1112e-13-0.167467j -5.80702e-13-0.448168j -2.44525e-13-0.129169j -2.17883e-13-0.179118j 6.08905e-14+0.0749944j 4.31984e-13+0.171441j 2.62903e-13+0.251671j -8.0653e-14-0.0538982j -2.81423e-13-0.203595j -3.91911e-13-0.282212j -5.84782e-14-0.0102669j 3.36755e-13+0.213919j -1.41612e-13-0.0257858j 7.71786e-14+0.208046j 1.21118e-13+0.185633j -4.90494e-13-0.448916j -2.3603e-13-0.210556j 3.15208e-14+0.0534797j -6.5907e-14-0.0627246j -9.6869e-14-0.0858644j 1.11772e-13+0.0676416j -1.76689e-13+0.322264j -1.61605e-13-0.121143j -1.23576e-13-0.112878j -1.34947e-13-0.132776j 4.03978e-14+0.0315485j 2.55507e-14+0.0228403j 3.02441e-14+0.0344248j -6.10441e-15-0.0215875j 1.72396e-14+0.016922j 1.11073e-14+0.00879047j -3.49587e-14-0.0309854j 5.8055e-15+0.00485627j -3.3832e-14-0.0308772j 3.33137e-15+0.00284266j -2.73797e-14-0.0288871j -4.59889e-14-0.0450117j -5.51126e-14-0.0328945j 7.50012e-14-0.0206029j 
-4.08617e-13-0.040661j -1.03344e-13-0.0356907j -3.57064e-15-0.00198904j 1.38792e-14+0.0218946j 1.10785e-14+0.0515973j -1.82241e-14-0.0486027j -1.39283e-14-0.00840704j 6.80635e-15-0.0158622j -4.26235e-15+0.00936333j 1.88249e-14-0.0351581j 1.47315e-14+0.027061j 1.52676e-14-0.0397701j -7.12235e-15-0.00444116j 1.32151e-14-0.0255913j 3.26447e-15+0.00678308j 6.44614e-15-0.0329j 1.78284e-14-0.0202553j 7.18203e-14-0.0508445j 2.09554e-14-0.0451454j 2.35093e-14-0.0421688j 1.14009e-14-0.0291202j -1.04966e-15+0.00430948j -4.90688e-14+0.114362j -2.49337e-14-0.0272073j 1.4984e-14-0.0831973j 4.15579e-14+0.00766653j -2.30005e-14+0.0404203j 5.61703e-14-0.11887j 5.84448e-14+0.0885259j -1.37873e-14-0.0842545j -1.71516e-15+0.0161763j -4.60934e-14-0.269703j -1.38402e-13-0.0804026j 7.91748e-13+0.500143j -1.60077e-13+0.270194j 9.64494e-14-0.190425j 4.48804e-14-0.133682j 5.48599e-14+0.332997j -8.30975e-14-0.297783j -1.22033e-13-0.150421j -9.93485e-15-0.417664j 6.75464e-15-0.314176j -8.70197e-14+0.120397j 3.53345e-13+0.397036j 2.72903e-14+0.0306828j -7.21563e-14+0.0954543j 1.7479e-13-0.609757j -9.94939e-15-0.192725j 3.55314e-14-0.27132j 7.79184e-14+0.45209j -8.3594e-14-0.385693j 8.43853e-14-0.0965127j 1.24913e-13-0.423194j -3.10687e-14-0.0206976j -4.72176e-14-0.00124738j 1.09264e-14-0.0922163j 4.70472e-14-0.0670147j 1.16438e-15-0.0576676j 2.00139e-14+0.192955j 3.40755e-13-0.167074j 1.02741e-14+0.161203j -3.1285e-14+0.0809858j -3.20697e-14+0.0494441j 1.90395e-15+0.0367768j 1.42753e-15-0.00337781j -2.95863e-15-0.0104993j -1.44753e-14+0.0854433j 2.51779e-14-0.0144365j -7.22775e-15+0.00350305j 1.7087e-15-0.0139334j -1.71455e-15+0.0182425j -1.13388e-14+0.0406865j -1.59588e-15-0.0020131j -6.7076e-15+0.0344654j -7.25613e-15+0.0247898j -1.01975e-14+0.0125242j 1.30829e-14+0.000318451j 
1.14285e-12+0.142706j 2.25303e-13-0.0277806j 1.68429e-14+0.0485908j -5.67345e-15-0.0257867j 2.53357e-14+0.0537845j 3.0849e-14+0.134406j 1.10457e-15+0.00751836j -8.81173e-15-0.0249017j -1.65381e-15-0.00758298j 2.55346e-14+0.0583939j -8.97978e-15-0.026328j 2.93242e-14+0.0989503j 4.63782e-14+0.1206j -1.86399e-14-0.0429895j -1.77728e-14-0.0456693j 4.40946e-14+0.0828007j -1.38381e-14-0.0304046j 5.76778e-14-0.142565j 2.37745e-14+0.0946158j 1.40647e-14+0.0422341j 2.01154e-14+0.0189036j 5.44878e-14+0.188177j -7.32464e-15-0.000193643j 5.80936e-14+0.047627j -2.53942e-14-0.054464j -1.01321e-13-0.136819j 6.77433e-14+0.168122j 3.93404e-14+0.00762886j 4.64966e-14+0.113935j -4.28572e-14-0.09249j 4.62279e-14+0.13624j 5.80476e-14+0.242543j -1.4974e-13-0.204264j -2.14041e-14-0.00892208j 4.51306e-14+0.0389491j -1.62532e-14-0.000108602j -3.71323e-14-0.0904732j 2.23977e-13+0.424929j -1.42664e-13-0.248785j 3.70783e-14+0.220445j 6.23175e-14+0.286445j 1.82092e-13+0.324369j -5.98115e-14-0.150423j 3.95064e-13+0.279137j 4.94986e-14+0.0779108j 1.29559e-14+0.0761261j 7.43624e-14+0.0874545j -1.11085e-13-0.132168j -8.71387e-14-0.201713j 2.0888e-13+0.291941j -2.3821e-13-0.360557j -1.15963e-13+0.282208j 2.97917e-14+0.0260567j 8.69018e-14+0.226912j 5.97245e-14+0.177808j 7.85117e-14+0.215096j 1.06378e-14+0.0383696j 5.02102e-14+0.118208j 1.94985e-13+0.322069j -1.78525e-14+0.0114905j -1.02751e-13-0.187749j -2.98003e-15-0.0598429j -1.04689e-13-0.291695j 1.10981e-14+0.0237064j 3.96867e-14+0.0912791j 2.66465e-14+0.0703138j -2.78843e-14-0.0707307j 1.24111e-14+0.0458448j 2.90812e-14+0.068409j 1.15238e-14+0.0239373j 2.84711e-14+0.0617137j 4.66781e-14+0.116244j 5.89021e-15+0.0245611j 1.28772e-14+0.0257099j 1.8487e-14+0.0447987j 2.71857e-14-0.017641j -1.46623e-13+0.0165294j 
1.0126e-12+0.109899j 2.35493e-13+0.0815935j -9.43227e-15+0.0280516j 5.34488e-16-0.0823352j -9.79945e-15-0.0919236j -2.18091e-14+0.114625j 2.15947e-15-0.0279085j 3.05933e-15+0.0197019j -3.48113e-15-0.0304681j -9.28116e-15-0.0373435j 2.19329e-15-0.0615739j -5.67226e-15-0.00801984j -4.57271e-15-0.0684997j -1.11834e-14+0.102835j -5.44654e-15-0.0225179j 7.98077e-15+0.0772655j -2.51572e-14+0.0703439j 5.18872e-14-0.0536985j -1.37278e-14+0.0721616j 4.11489e-15-0.0626783j 8.73301e-15-0.0419242j -4.74095e-15-0.0258118j 8.74038e-15-0.127156j -8.78561e-14-0.106533j 1.30729e-14+0.0980076j -6.80184e-14-0.0494989j -1.63756e-14-0.220413j 4.38033e-14+0.148219j 2.96918e-15+0.100233j -2.36431e-14-0.137243j -3.86093e-14-0.0738169j 6.17091e-14+0.142901j 1.80803e-13+0.149114j 1.20226e-13+0.0608048j 3.52805e-15-0.189897j 1.62217e-14+0.116222j -5.30185e-14-0.175128j -1.88458e-14-0.109865j 3.72656e-14-0.109105j 4.43783e-14+0.313566j -3.63373e-14-0.105703j 3.24707e-14+0.165581j -5.14257e-14-0.328536j 2.16411e-13+0.204947j -3.22285e-14+0.00541023j -1.10383e-13+0.372993j 8.038e-15-0.173066j 1.01275e-13+0.294859j 2.05259e-14+0.0833712j 8.77551e-15+0.0092246j -8.58709e-15-0.161006j -9.54666e-14+0.114124j 3.14774e-14-0.506547j -1.90861e-14-0.138435j 9.96622e-15+0.0603131j -1.19207e-14-0.0336902j -3.89191e-14+0.186031j -2.48491e-14+0.119858j 2.55031e-14+0.137222j 2.11178e-13-0.120796j -9.79943e-14-0.349202j -4.41271e-15-0.0486575j 1.62057e-14+0.0380744j -3.01311e-15+0.261226j 1.68821e-15+0.0275766j 9.76482e-15-0.126647j -3.41733e-15-0.065538j 8.13503e-15-0.0876836j -7.98581e-16-0.0782168j -5.98174e-16-0.0687958j -3.72991e-15-0.109425j -7.70078e-15+0.0319907j 3.13238e-15-0.100762j -4.84145e-15-0.0513565j -5.45763e-15-0.0803348j 4.52905e-14-0.0324118j -1.97571e-13+0.0193111j 
-3.68575e-14-0.0470856j 4.12795e-14+0.21558j -3.06399e-14-0.0936506j 4.33079e-15-0.0641287j -4.50597e-14-0.181037j -2.84731e-14-0.0487606j 9.50653e-15+0.100502j 2.2807e-14+0.0414819j 1.14786e-14-0.013282j -3.04446e-14-0.100284j -1.73137e-15-0.0316744j -6.69704e-15-0.028895j -2.3021e-14-0.0602865j 9.14259e-15+0.037021j -8.86354e-15-0.0525511j 9.77633e-15+0.0354904j -6.05075e-16-0.0694386j 1.65496e-14+0.00757978j -1.41603e-14-0.138757j 1.20807e-14+0.0359237j -3.8024e-15-0.0539088j -1.12366e-14-0.0492918j -1.20306e-14-0.0707907j -3.45946e-14-0.0355925j 1.67434e-14+0.0429733j 9.41752e-14+0.0870744j -2.39254e-14-0.137144j -7.46762e-15+0.0335069j -2.87962e-14-0.141953j 1.0966e-14-0.0133143j -8.56484e-14-0.0963374j -4.37671e-15-0.0600818j 8.42143e-14+0.09197j 5.89975e-14+0.0551846j -3.53229e-14+0.0648988j -8.00691e-15-0.162093j 1.26612e-13+0.277333j 4.24754e-14-0.020559j -1.49254e-13-0.333508j 1.38962e-13+0.295441j -7.09463e-14-0.0978473j 1.03655e-13-0.0201251j -8.29107e-14+0.148228j 4.68759e-13+0.307052j -1.40599e-14+0.211349j -1.79746e-13-0.380545j -5.37336e-14+0.043706j -6.69007e-14-0.188057j -8.74526e-14+0.0492925j 4.24382e-13+0.588285j -7.66239e-14-0.0221001j 1.96344e-13-0.690567j 9.66739e-15+0.122825j 4.37951e-14-0.0492837j 1.69173e-13+0.382076j 2.47379e-14+0.355435j -1.76597e-13-0.229245j 6.25252e-14+0.114967j -1.47542e-13-0.0783493j -2.03659e-13+0.191214j -1.45309e-13-0.128276j 9.14141e-17+0.260901j 7.18711e-14+0.261425j -5.80238e-14-0.0840276j 5.12962e-16-0.053537j -1.04693e-15+0.0308902j -4.10291e-15-0.0148662j -4.52482e-14-0.01727j 2.55531e-14-0.0131774j 1.22378e-14-0.0115576j -1.92372e-14-0.0399099j -4.15424e-14-0.0409381j 2.10303e-14+0.0190622j -2.47521e-14-0.0338678j -1.67618e-14-0.0310619j -3.29976e-14+0.0115464j 1.32313e-13-0.0165114j 
1.27142e-12+0.141013j 2.33612e-13+0.055766j 3.02584e-14+0.0381377j -3.75588e-15-0.0906042j 3.62803e-14-0.0219739j 2.65126e-14+0.113579j -7.40806e-15+0.0711817j -1.87616e-14-0.0356577j -1.40398e-14-0.0442229j 2.95398e-14+0.0231089j -7.85299e-16-0.0507105j 7.52365e-15+0.021852j 2.30747e-14+0.0144214j -9.88338e-15-0.0240979j 1.14131e-14-0.0115922j 1.04823e-14+0.0505856j 3.84119e-15-0.0124677j 2.08138e-14-0.066384j 3.46112e-14+0.00708373j -2.12033e-14-0.0418736j 4.78051e-15-0.0609848j 1.26912e-14+0.0140439j 1.83035e-14-0.0359208j -4.18022e-14-0.0433125j -6.31672e-15+0.0207373j -4.96368e-14-0.0420282j 2.1952e-14-0.0201179j -3.50778e-14-0.0544427j 1.97958e-14+0.0208972j -2.83449e-14-0.149309j 5.83337e-14+0.177489j 8.84284e-14+0.122198j 1.24253e-13+0.145989j 1.49823e-13+0.0793693j 1.40992e-14+0.0973812j 1.17342e-14-0.148535j -7.28355e-14+0.0404278j -1.01364e-15-0.0411364j 7.85538e-14+0.0443876j -1.00171e-13-0.119185j 7.98211e-14+0.0729584j -1.07701e-13-0.348158j 1.05956e-13+0.383251j -3.9989e-13-0.226378j 6.62873e-14+0.464545j 3.15303e-14+0.489703j 8.84382e-14+0.212351j -3.06642e-14-0.199328j 4.11618e-14+0.349911j -2.32442e-13-0.339976j 1.01113e-14-0.161458j 2.97569e-13-0.165598j -4.1695e-14+0.188994j 4.27117e-15-0.120271j -1.36387e-13-0.158411j -4.93895e-14+0.233029j 7.40828e-14+0.574541j -3.54798e-14+0.117041j 1.9574e-13+0.314574j 3.69463e-14-0.0618587j 1.28322e-13+0.164762j 1.30711e-14+0.34639j -4.36796e-14+0.118238j 2.87481e-14+0.108439j -3.06138e-15-0.0296944j 1.23935e-16+0.0301874j -9.59336e-16-0.0404577j 1.65281e-14+0.118017j -1.94204e-14-0.114431j -8.81207e-15-0.0461778j 1.75412e-14+0.0262444j 3.99426e-14+0.106126j -1.5671e-14-0.0644228j 2.08639e-14+0.0412737j 1.71135e-14+0.0284225j 2.36022e-14+0.0145636j -8.94241e-14+0.0166857j 
-5.0355e-13-0.0184511j -1.02643e-13-0.184016j -1.06511e-14+0.0393876j 1.16616e-14+0.0931562j -2.3659e-15+0.145846j -2.64991e-14+0.00103602j -1.27321e-14-0.0936475j 8.71002e-15+0.0128362j 1.09395e-14+0.0708396j -1.14475e-14+0.0413096j 1.17758e-14+0.0562063j 5.51557e-15+0.101183j -1.39899e-14+0.0325647j 1.15332e-14-0.0575603j 8.86301e-15+0.0706915j 1.69603e-14+0.0265398j 1.50261e-14-0.0529174j 1.2359e-14-0.0134978j -1.8902e-14+0.0500235j 1.4019e-14-0.0129155j 9.12079e-15+0.0439554j -1.07374e-14+0.044868j -8.91478e-15+0.0677113j 1.43756e-14+0.0166885j -5.89369e-15-0.106944j 2.41342e-14+0.00776045j -1.24348e-14-0.0114197j -5.75881e-16-0.064029j -4.42907e-15+0.0259557j 1.99811e-15-0.0521158j -1.99295e-14+0.00334597j -4.42596e-14+0.0100492j -7.88028e-14-0.100948j 1.27125e-13+0.0333384j -3.07114e-14-0.219516j -1.79387e-14-0.183455j -1.6044e-14+0.00511267j -5.87504e-14+0.136741j 1.86312e-14+0.186906j 5.61977e-14+0.216917j -1.1901e-14-0.0945456j -3.33463e-14-0.207005j -1.66563e-14-0.0294293j 2.57563e-14+0.0535138j 3.28284e-14+0.143588j -9.78304e-14+0.148105j 1.61179e-13-0.248799j 6.28479e-14-0.0642885j 8.22861e-14+0.279605j 5.44949e-14-0.0486306j 1.24238e-14-0.466356j 1.93569e-13-0.191527j -1.00346e-13+0.249782j 2.22813e-13-0.181058j -7.10877e-14+0.295334j 5.44061e-14+0.23002j 2.03364e-15+0.080244j -7.17358e-14+0.342022j -1.53205e-13-0.413659j 5.30798e-13-0.307322j -1.08278e-13-0.258936j 8.10605e-14+0.199286j -1.48709e-14-0.0751156j -2.76124e-15-0.219964j -1.42286e-14+0.0526581j -2.37359e-14-0.110386j 1.34227e-14-0.0261979j -1.17454e-14-0.151811j 7.1435e-15+0.10809j -1.06703e-14+0.0227229j 4.79158e-15+0.0298144j -6.22126e-15+0.0102018j -7.03643e-15+0.0494673j -6.75785e-15-0.0425788j -9.13183e-15+0.0264725j -1.27834e-14-0.0279073j 1.23217e-14-0.00823289j 
-9.94403e-13-0.122232j -2.31451e-13-0.0618237j 2.51873e-14-0.0185257j -4.17619e-14+0.0790018j 6.85603e-15+0.0325593j 9.76661e-14-0.1071j 4.6562e-14-0.0883205j -2.54709e-14+0.035056j -2.1284e-14+0.0464918j 2.73981e-14-0.0323615j -1.56857e-14+0.0366235j 6.05698e-15+0.0260156j 3.29317e-14-0.0321055j -2.83491e-14+0.0158759j 2.82428e-15+0.0255154j -2.41733e-14+0.0389605j -5.21637e-14+0.0374215j -4.66918e-14+0.0240516j 9.65993e-15-0.00379651j -1.04987e-14+0.00703756j -2.15292e-14+0.0305629j 4.29925e-14-0.0388843j 9.44291e-15+0.0116417j 5.40084e-15+0.0268124j -1.03351e-14-0.0283083j -1.95834e-14+0.0230375j 2.60332e-14-0.0346534j -2.04603e-14-0.00512481j -3.65675e-14+0.0525818j 1.20491e-14-0.0258642j 7.35766e-15-0.0112888j -4.21369e-14+0.0276013j -2.27802e-14-0.0418452j 1.41431e-13+0.0677519j 1.26998e-13-0.205208j 2.07211e-13-0.259467j 2.87512e-14-0.0891187j 1.10516e-13-0.126558j -1.71852e-17+0.102944j 1.6037e-14+0.0628534j 4.21106e-14-0.0842209j -3.52681e-14-0.0492428j 3.81963e-14+0.0152888j -5.81853e-14-0.18515j -1.08167e-13+0.20869j 3.05492e-14+0.0680412j -5.63149e-13+0.573755j -1.84916e-13+0.194853j -2.74786e-13+0.415531j 9.87094e-14-0.28226j -1.80196e-13+0.175149j -4.69961e-13+0.297216j 3.33584e-13-0.340097j -7.47987e-13+0.871873j 3.49948e-13-0.336845j -2.19432e-13+0.35668j -2.16593e-13+0.26942j 1.7503e-13-0.15828j 9.68131e-14-0.322296j -1.96058e-13+0.062424j 5.47993e-14-0.222847j -2.14999e-13+0.341997j 6.90656e-14-0.134403j -8.71809e-14+0.0324655j 5.29007e-14-0.0572976j 1.13088e-13-0.17782j -7.31278e-14+0.0967965j 5.88391e-14-0.112659j 2.24485e-14+0.00909799j 3.82707e-14-0.05019j -1.4198e-14+0.0203114j 3.55033e-14-0.0361238j 4.52966e-14-0.037255j 3.48688e-15-0.0197613j 2.82273e-14-0.0336789j 2.80588e-14-0.041751j 3.19063e-15-0.00876681j 
-1.14422e-12-0.114074j -2.50531e-13-0.131216j 1.0232e-15+0.015118j -1.63626e-15+0.0626041j 8.92936e-17+0.102105j 1.10969e-14-0.0840692j 2.24469e-15-0.012281j -2.38036e-15-0.0326136j -5.73864e-18+0.0404658j 1.67049e-15+0.136181j -2.2017e-15+0.124885j -1.28144e-15-0.0485939j 2.83075e-15+0.0247102j 2.77858e-15-0.00361828j -2.15667e-15+0.01524j -1.67671e-17+0.00697339j 1.33719e-15+0.0493356j -1.09397e-13+0.134546j -2.18141e-14+0.0669527j 1.66179e-15-0.0577674j 6.80294e-16-0.00667531j 8.14852e-16-0.0128723j -3.32882e-15+0.0198908j 2.49772e-14+0.0281405j -7.55985e-16-0.06188j 2.67566e-14+0.034895j 3.94e-15+0.0872752j 2.77902e-14+0.00439791j -8.60877e-15+0.148949j -9.84255e-15-0.0831485j -1.9004e-16+0.0277753j -2.34548e-14+0.0957696j -4.79905e-14-0.101517j -1.07234e-13-0.0574895j 2.35022e-14+0.016909j 3.22797e-15+0.0295161j -6.27078e-16+0.0218334j -4.84079e-15-0.140286j 2.36181e-14+0.00380071j -1.14822e-14-0.0461429j 1.96921e-14+0.161208j -1.65744e-15+0.0143031j -2.03528e-14-0.11556j 2.34497e-13+0.227965j 3.01272e-14+0.209034j 3.26696e-14-0.0812558j -7.8728e-14+0.0602971j 9.77566e-14+0.481048j -2.01561e-14-0.153902j 4.45901e-14-0.0228814j 2.32507e-15-0.0554565j 1.65275e-13-0.288618j 4.28118e-15+0.0116223j -3.80367e-15+0.0911855j -7.80451e-16-0.167974j -1.57177e-14+0.214538j 7.10357e-15-0.109475j 1.01597e-14-0.236006j 7.58952e-14+0.291244j 1.70512e-13-0.114821j -5.64482e-14-0.227383j -1.61226e-14+0.0189032j -2.67207e-15+0.131871j 1.94333e-15+0.0362938j 1.20913e-14+0.131566j 3.61681e-15-0.249041j -5.6835e-15-0.358648j -4.25572e-14+0.371097j -4.00648e-15-0.273913j 3.95932e-15+0.0887097j 1.76817e-15+0.059948j -9.21554e-15-0.0665933j -1.17425e-16-0.0231325j 2.10383e-15+0.0701512j 1.58454e-15+0.101953j -3.75509e-16+0.0241177j 6.82498e-15+0.00450046j 
