3.04955e-12+0.264863j 7.16843e-13+0.525127j -1.73702e-14-0.0585449j -1.82487e-14-0.318633j -3.87195e-14-0.378592j -2.25292e-14+0.158822j 1.93122e-14+0.250472j 4.12549e-15+0.0260441j -7.96806e-15-0.0740605j -7.1135e-15-0.0486447j -7.07107e-15-0.125204j -7.78851e-15-0.0595055j -2.20491e-15+0.0128283j -9.96934e-16+0.0184634j -6.39696e-15-0.0731579j 5.56223e-15+0.0171727j 8.99257e-15-0.0312457j 1.19767e-14-0.0161801j 3.1937e-15-0.0129803j 2.20605e-15+0.0389858j -2.05863e-15-0.0224347j -4.63917e-16-0.00821555j -5.98609e-16-0.0264075j -2.0977e-14-0.0219269j 2.96061e-15+0.0200337j 6.35239e-15+0.0113251j 1.86935e-15-0.0118715j -4.69367e-15+0.0138345j -1.11147e-15-0.031275j -6.34628e-15-0.0105556j -6.10543e-15+0.00507344j 1.54795e-14+0.0448441j 2.35044e-14+0.00979018j -2.52919e-14-0.00875025j 5.29156e-15+0.0377589j -2.27021e-15+0.0289912j 8.90685e-15+0.0334128j 1.03908e-14+0.0355776j -1.05634e-14+0.00774407j -4.60051e-15-0.0099343j -8.61138e-15-0.0517367j 7.90229e-15+0.0114746j -1.88628e-15-0.0113701j -1.20394e-15-0.00495052j -4.08157e-15-0.0137142j 3.59063e-15-0.0178283j -1.03002e-15+0.00301454j -2.29416e-15-0.00102589j 2.11965e-15+0.00744744j -9.75743e-15-0.0371875j 4.47047e-15-0.00186667j -6.81821e-15+0.0136993j -2.41871e-15-0.0154544j -1.47966e-15+0.00129802j -2.00865e-16+0.0410202j -4.37557e-16+0.0525877j -2.4496e-15+0.0130818j 2.21323e-15+0.012393j 1.04635e-14+0.0313811j -2.26989e-14+0.0175294j -4.1193e-15-0.0102721j -1.92632e-15-0.0370688j 3.31106e-15+0.053622j 2.66266e-15+0.00469074j -3.52915e-15-0.0104722j 2.21403e-15+0.0533104j 7.78084e-15+0.0800893j 4.7958e-16-0.00311132j -4.0215e-15-0.0287052j 1.2101e-15-0.0158316j -5.22651e-15-0.066223j -1.5455e-14-0.0888804j -1.26227e-15+0.0180934j 7.6592e-15+0.0929285j 2.38934e-15-0.0174664j -1.77796e-13-0.0418233j 7.57106e-13-0.113201j 
-1.38284e-12-0.164957j -3.02006e-13-0.0362995j -7.34206e-16-0.0183734j -3.66662e-15+0.0887564j 4.79957e-16-0.00174746j 1.57474e-14-0.125701j 5.33753e-15-0.0969329j 3.95987e-16+0.0230231j -1.72746e-15+0.0597436j -2.41276e-15-0.01814j -2.26264e-15+0.0417658j 1.30037e-15-0.0692349j 4.3147e-15-0.00437586j -9.59152e-15+0.0493398j -1.06838e-15-0.0198636j -7.70714e-15-0.0189755j -2.15151e-14+0.0907439j -5.0496e-14+0.0739665j -1.20331e-14+0.0483254j 8.09117e-15-0.0490287j 1.78603e-15+0.00999834j 9.0231e-15-0.0638822j -7.31227e-15+0.049862j 3.50453e-14+0.0315694j -4.59627e-15-0.111282j -1.92839e-14+0.00288817j 4.41256e-16+0.0112265j 1.9729e-14+0.053792j 6.95493e-15+0.11397j 2.67727e-15-0.0634015j -5.14145e-15-0.0461074j -2.42892e-15+0.0304909j -2.13057e-14-0.0347316j 2.77377e-13+0.157496j -2.41478e-14+0.00885296j 2.79503e-15-0.0491062j -2.24446e-14-0.0808795j -1.41022e-14-0.254685j 4.12743e-14+0.0223776j 1.689e-14+0.00169462j 2.45067e-14+0.0264392j 3.4149e-15+0.0970692j -3.02693e-15-0.0442943j 3.26796e-14+0.0371966j 5.83987e-15+0.125397j 1.56938e-14-0.0435206j -7.02854e-16+0.0819084j 2.72514e-14+0.107333j -6.1607e-16-0.0390657j 1.0077e-13+0.432268j -1.06563e-13-0.206945j -2.35638e-14+0.0473135j 1.74087e-14-0.152427j 3.51662e-14-0.402442j -3.77161e-14+0.455916j -3.29975e-14+0.260745j -2.31448e-15-0.105628j 1.12411e-14+0.514623j 7.90745e-14+0.264567j 4.95433e-13-0.330141j 1.45326e-13+0.4742j 7.11393e-15-0.0762733j -1.08752e-15-0.250137j 1.26534e-15+0.118689j -4.08256e-16+0.0121986j 2.14641e-14-0.437294j -9.83372e-15-0.0406451j 3.37121e-14-0.179026j 1.67115e-15-0.0871567j -3.38021e-15-0.0404807j -1.37562e-15+0.0155504j -3.01669e-15-0.110163j 3.50183e-15-0.0628498j 1.826e-16+0.0372322j 2.76634e-15-0.0282044j 3.88387e-14-0.037533j -1.68943e-13+0.0144804j 
9.65223e-13+0.162634j 2.14149e-13-0.190467j -3.26488e-15+0.158752j 1.1282e-16+0.00740637j 6.00946e-16+0.0995122j -1.73638e-14+0.15892j 1.04383e-15-0.123684j 1.78431e-15-0.0596186j -3.08499e-15-0.0136554j 3.66935e-15+0.0810051j -3.20745e-15-0.0352767j 1.07744e-15+0.0488777j -1.77652e-16+5.18029e-05j 4.24001e-15-0.0305606j -6.74901e-16+0.0549928j 1.09193e-14+0.0627462j 3.33272e-16-0.0305955j 5.64983e-14-0.0834215j 7.41962e-15-0.0137137j -4.53609e-15-0.0829323j 7.89602e-15-0.00578856j 1.37912e-15+0.0411033j 7.96263e-15-0.00380682j -1.01471e-13-0.097776j 7.23333e-15+0.0217571j -8.69312e-15-0.019131j -5.53477e-15-0.0330369j 7.46708e-15-0.0590525j -1.22452e-14+0.0572587j -8.92871e-15-0.016514j 9.5576e-15+0.0472652j 3.62022e-14-0.0142014j 8.085e-14+0.113741j -1.09258e-13-0.0497325j 3.06601e-15+0.0337432j -2.39966e-14+0.0895069j -1.14926e-14-0.108095j -6.20546e-15+0.155482j 1.5245e-14+0.089637j -5.69013e-16-0.0511767j 2.10804e-14+0.240122j -2.6546e-14-0.186523j -1.46201e-14-0.022743j 1.14667e-13+0.115193j 4.83248e-15-0.0239461j 1.63387e-14-0.10822j 1.25665e-14+0.00564098j -9.83569e-16-0.0474518j -8.16708e-15-0.139261j -2.20929e-14+0.180465j 1.73499e-14+0.394483j 7.12059e-14-0.168993j 3.64036e-15+0.0729096j 3.97208e-14-0.100484j 1.36451e-15-0.118264j 8.21386e-16+0.157112j 6.79852e-14-0.714598j 6.49345e-14+0.148065j 8.18677e-15+0.12408j -3.17308e-13+0.187593j 9.23534e-14+0.303319j -2.09939e-14+0.377053j -1.94502e-14+0.171803j 3.43598e-14+0.13269j -2.74754e-15+0.390542j -3.18808e-15+0.350305j 1.36752e-14-0.203656j 2.25931e-14-0.114025j 3.62855e-15-0.0654417j 2.25666e-15-0.187097j 7.34788e-15+0.100671j 1.97462e-14+0.122106j -5.01192e-15-0.117055j -3.26755e-16-0.0286782j 5.1171e-16-0.077299j 1.24763e-13-0.0113301j -5.62552e-13+0.0736587j 
1.13767e-14-0.00198322j 3.91007e-15+0.021815j -8.9648e-15+0.000961538j -6.04244e-15+0.0143343j 1.04697e-14-0.0337781j -2.27632e-14+0.0213041j 1.41025e-14-0.01825j 6.1919e-15-0.00161784j -2.30044e-14+0.0550018j 2.1951e-15-0.0175661j -1.2424e-15+0.0103299j 1.18159e-14-0.0278355j -2.08672e-14+0.0393704j 9.51209e-15-0.0106205j 1.87702e-14-0.0414356j 2.37492e-15-0.00450851j 5.15744e-14-0.0594117j -1.01166e-13+0.0815434j 1.46619e-14-0.0294401j -1.05805e-14+0.0207931j 2.17847e-14-0.0456065j 2.75628e-14-0.0551822j 1.5507e-15-0.00155217j 2.93202e-14+0.0329126j 6.63273e-15-0.0231326j -5.9447e-15+0.0267971j 7.98806e-15-0.00305243j -5.65059e-15+0.0171948j -1.5912e-15-0.0237601j -1.71826e-14+0.0133823j 7.45155e-16-0.0234388j 1.98042e-14+0.0380328j 4.75972e-14+0.108454j -1.43735e-14-0.00434092j -1.15443e-14+0.018424j 4.60756e-14-0.0885287j -4.27528e-14+0.0989565j 4.92322e-14-0.183998j 2.46061e-14+0.0209828j -1.55199e-14+0.0591799j -7.06787e-15-0.0140048j 3.64515e-14-0.133791j 3.50075e-15-0.0490697j 5.46969e-14+0.156003j 4.4417e-14-0.125067j -4.93714e-14+0.0726482j 2.02761e-14+0.00226905j 4.65974e-15-0.0794743j 4.78061e-15+0.0506353j -2.6433e-14-0.0482574j -1.83489e-14+0.0075029j -4.48064e-13+0.424487j -1.29176e-13+0.233802j 6.84791e-14-0.18511j 9.71973e-14-0.220967j -1.22873e-13+0.217174j -2.31007e-13+0.487887j 1.08439e-13-0.262058j -3.816e-14+0.109133j -7.47635e-13+0.371391j -2.61023e-14-0.0853405j -1.48096e-13+0.321865j -1.26706e-13+0.260775j 3.81941e-13-0.819172j 3.8284e-14-0.137325j -8.12616e-16-0.0453069j 1.48162e-13-0.327026j 1.55454e-13-0.277614j 6.27107e-14-0.118727j 2.68595e-14-0.0538917j 9.37026e-15-0.0319856j 4.66863e-14-0.134233j -4.4996e-14+0.100268j -1.16428e-14+0.0289738j 1.65017e-14-0.0240397j 2.33849e-14+0.0115057j -1.5322e-13+0.021422j 
1.22007e-12+0.141523j 2.67643e-13+0.0477257j -1.35193e-15+0.0947969j 8.28778e-19-0.0731459j 5.13456e-17-0.0776286j -1.09386e-14+0.119988j -3.7694e-16+0.00381062j 2.8929e-16-0.029581j -1.67343e-15-0.0220667j -1.12109e-15+0.0133808j -8.63163e-16-0.102148j -9.7599e-16-0.100924j 1.49872e-16+0.0119347j -1.27786e-15+0.026864j -4.84761e-15-0.0632537j 4.86491e-15+0.0437953j -3.12347e-14+0.0985306j 1.93939e-14-0.0166082j 3.31424e-15+0.00693791j 4.02791e-15-0.0721084j -3.62679e-15-0.0414121j 1.0254e-15-0.0916811j 7.26604e-15-0.00116504j -1.03174e-13-0.104833j 8.49475e-15+0.0957934j -2.35814e-14-0.0244188j -4.33267e-15-0.0267357j 2.36725e-15+0.0515486j 8.14494e-15+0.00661574j -4.52715e-15-0.0645872j -8.15195e-15+0.0288689j 6.75091e-15+0.0467485j 1.78289e-14+0.0103158j 3.51405e-14+0.0241404j -3.35914e-15+0.0161654j 4.02819e-15+0.0218405j -1.82291e-15-0.0473643j 9.92989e-15-0.11136j -4.38637e-15-0.102276j -6.58813e-16-0.0709351j -8.3185e-15-0.0434989j 1.12463e-14+0.0769327j 2.08106e-15-0.0087037j 7.52537e-15+0.0124301j 1.87263e-14+0.0352254j 1.90624e-14-0.115288j -9.14326e-15-0.16046j 8.02126e-15+0.0251669j 9.127e-15+0.0638316j -4.62353e-14-0.176888j 4.19091e-14-0.0144946j 4.15942e-14-0.0578812j -8.3668e-15-0.0992308j 1.84006e-14+0.115272j -2.04834e-14+0.172391j -2.59253e-14+0.412549j -3.89363e-14+0.207597j -1.53852e-14-0.0220607j -5.27084e-14-0.2929j 3.01929e-13-0.194038j -4.53087e-15-0.0177905j -1.08671e-14+0.185446j -7.87208e-15-0.383259j 9.22598e-15-0.196791j 1.45809e-14+0.0574872j -1.10042e-14-0.33696j 2.06584e-14+0.471782j -3.55359e-14+0.429694j -1.55967e-14-0.404197j 9.95303e-16-0.232519j -1.31134e-14-0.154987j -9.34868e-15-0.0419749j 6.36734e-15-0.118015j -3.84594e-16+0.0766965j 8.40669e-17-0.120002j 2.096e-14+0.0631536j -8.93076e-14+0.0261751j 
1.15441e-12+0.117819j 2.49236e-13+0.107962j 1.55405e-15-0.0599637j -2.00296e-14-0.133398j 3.79438e-15-0.0218514j 4.57571e-15+0.060051j 1.85023e-14+0.160142j -6.12837e-15-0.00162823j -1.07628e-14-0.0396698j -3.08875e-15-0.0679245j -3.43414e-15-0.0140502j 5.06144e-15+0.00895598j 2.27025e-16+0.033875j -5.07195e-15+0.00417844j 2.0698e-15-0.0196872j 3.92331e-15+0.00157066j 1.07393e-14-0.0634567j -1.061e-14-0.0137474j 3.35594e-15+0.0699179j 1.20698e-14+0.116718j -1.9665e-15-0.0573153j -7.02222e-15-0.0367107j 2.06686e-15-0.016728j -2.89841e-14-0.0191805j 7.67062e-15+0.0379085j 5.29423e-14+0.0874024j 9.22609e-15-0.0122678j -1.08105e-14+0.029168j -2.7943e-15-0.0548006j 4.23919e-15+0.0516437j -1.15229e-14-0.0469333j 2.59e-14+0.016483j 6.21353e-14+0.0624525j -4.55077e-14-0.0132287j -6.90072e-15+0.0385533j 4.78112e-16+0.0908919j 1.9246e-14+0.0733476j 5.60486e-15+0.0283664j -6.57233e-15-0.0100573j 7.01769e-15+0.0354114j -2.06758e-14-0.0607498j -6.61803e-15-0.019763j -6.18789e-15-0.020663j -4.62623e-15-0.00969595j -2.68076e-14-0.0127198j -1.79125e-14+0.0376375j 8.72487e-15+0.0184197j -4.56533e-14-0.117242j 2.79301e-15+0.0332841j -2.72056e-14-0.0729062j 2.26584e-14+0.00845779j -9.75752e-14+0.169646j 6.12886e-15+0.0307295j 3.60441e-14+0.134866j 7.03633e-15+0.151209j 8.57396e-15+0.224198j 3.3988e-14-0.449319j 5.01472e-14+0.189838j 6.03025e-14+0.150663j 3.38143e-14-0.0525748j -9.6836e-14-0.147754j -2.54595e-14-0.401559j -2.63959e-14+0.129021j 1.31807e-15+0.0959244j 2.97196e-14+0.652785j -9.00875e-14-0.428268j 1.03298e-14-0.00992802j 3.48048e-14-0.16314j 4.89473e-15+0.0353834j 3.95227e-15+0.288833j -7.1925e-14-0.472747j 1.28722e-14-0.130529j 4.28158e-14+0.375749j -4.53702e-15+0.0180864j 4.33172e-15-0.00178989j -1.33549e-13+0.0868942j 6.53383e-13-0.0694965j 
2.03734e-13+0.0574159j 3.56881e-14-0.15413j 1.85851e-15+0.0923689j -1.53255e-14-0.0409212j 1.02066e-14+0.103682j 4.47022e-15+0.0594524j 1.24384e-14-0.0106114j -6.78371e-15-0.0747181j -5.87594e-15-0.040804j -3.9673e-15+0.057847j -1.62765e-15-0.00358755j 4.93064e-15+0.0640255j 1.1891e-15-0.0369889j 2.25951e-15-0.0419178j 7.76058e-15+0.0506939j 4.05291e-15-0.00500359j -5.04253e-15-0.0614943j 5.50325e-14-0.092136j 9.22965e-15+0.0307011j 7.57919e-15-0.0120095j -5.83353e-15+0.00554302j -2.84364e-15-0.010833j 8.88511e-16-0.0206528j -4.33421e-14-0.0415595j 2.10632e-16-0.00838182j 2.26026e-14+0.0183153j 2.22404e-15+0.0131346j 8.97764e-15-0.000300815j -4.94779e-15+0.031974j -8.63357e-17-0.0114848j -6.49653e-15-0.0075205j -4.18134e-15-0.0654687j 3.00737e-14+0.0487797j -4.86441e-14-0.033568j 1.85032e-16-0.0973816j 8.46334e-15+0.0498409j 7.86318e-15+0.0185093j -2.37671e-14-0.0290393j 2.07005e-14+0.0548713j 3.01061e-14+0.0739205j -1.05526e-14-0.0438109j -2.84798e-14-0.0831207j -1.50269e-14-0.00457745j 6.5907e-15+0.0122407j -2.67059e-14-0.151697j 5.34209e-15-0.0890639j 2.93713e-15-0.10098j -4.84165e-14-0.127704j 1.32392e-14+0.043463j -3.44268e-14+0.0254816j 4.44421e-14+0.208563j 6.67638e-14-0.101251j 7.5901e-15+0.00356855j 1.59054e-14+0.127436j 2.86727e-14-0.00891069j 2.82908e-14-0.142571j -4.56077e-14+0.256791j -5.74618e-15+0.197928j 1.17217e-13+0.300436j 5.56536e-13-0.380901j -1.75526e-13-0.501364j -1.80932e-14+0.114774j -3.39183e-15-0.272033j 1.51677e-15-0.129002j 2.36317e-14-0.416053j -7.49735e-14-0.538835j 1.20657e-14+0.0960265j -1.32953e-14+0.116555j 1.85823e-14+0.121297j -5.9254e-16-0.199514j -5.19649e-14-0.247784j 6.23601e-14+0.538336j 3.54995e-14+0.16086j -6.05845e-15-0.103625j 3.68049e-15+0.0638312j 1.20527e-13+0.0469761j -4.89164e-13+0.0772j 
-7.05898e-13-0.0995701j -1.55461e-13+0.0523585j -1.56985e-15-0.0407084j -1.30887e-16-0.0397452j 1.89856e-16+0.0176029j 6.50304e-15-0.0877724j 1.71632e-15+0.0852817j -9.32514e-16-0.0600048j -9.80973e-16-0.0335359j -1.41911e-15+0.00502085j 3.40747e-15+0.127495j 7.73399e-16-0.0252699j 7.90186e-16-0.0201136j 1.17001e-15+0.00302692j 4.89513e-15+0.00816837j -4.88069e-15-0.0418078j 7.5816e-15-0.0154051j 1.09252e-14-0.0257741j -9.62099e-15+0.0707294j 2.79591e-15+0.0543651j -3.21923e-15+0.027396j -5.73596e-16+0.0418181j -2.54807e-15-0.00132092j 2.19019e-14+0.0261002j -1.81629e-15-0.0341788j 3.8116e-14+0.0453783j -7.16018e-16-0.0050294j -1.4384e-14-0.0617275j -4.43618e-15-0.0129783j -3.4182e-16-0.0126878j 3.85804e-15+0.00179062j -4.03376e-14-0.0706788j -8.35641e-14-0.0752591j 1.67891e-14-0.00310311j 1.88148e-15-0.0603709j 1.18684e-15+0.00320201j 7.58684e-15+0.0608864j 1.01516e-15+0.0517979j -4.05679e-15+0.0633357j 2.36844e-15+0.0562079j -3.88445e-15-0.0416846j 1.04383e-14+0.0596078j 5.81416e-15+0.00634494j -5.73005e-14-0.0635185j 6.67388e-15+0.00621028j 7.73562e-15+0.00226996j -9.46679e-15+0.0609171j -2.03233e-15+0.0474607j -1.1276e-14-0.182411j 4.81747e-14+0.0275791j -2.83031e-14-0.15295j -2.66657e-14+0.0462735j -2.28086e-15+0.211917j 1.3997e-16+0.0866274j 5.77018e-15-0.0833933j 1.84461e-15-0.0514514j -1.2749e-15-0.0771378j 1.70432e-14-0.0349187j 1.72041e-14+0.0825094j 2.24113e-13-0.150139j 4.95037e-14+0.163396j -5.50689e-15+0.447234j 3.19487e-15+0.0406988j -5.30323e-15+0.368519j -7.08687e-15+0.206025j 3.43117e-16+0.0801088j 1.00365e-14+0.419755j 2.8287e-14-0.215983j -2.37732e-14-0.562238j -1.09971e-15+0.302714j 5.01871e-15+0.250764j 2.61052e-14+0.358545j -9.98587e-16-0.0032553j 3.54882e-15+0.186463j 2.51071e-15+0.227205j -5.16892e-14-0.0109058j 2.24032e-13-0.0330021j 
3.13232e-13+0.024041j 6.97102e-14+0.0681506j -5.35574e-16-0.119526j 5.69508e-15-0.235454j -1.96284e-15+0.0750346j -7.76478e-16-0.0280022j -4.02057e-15+0.258364j 1.90926e-15-0.0382245j 1.90977e-15-0.122109j -2.78798e-15-0.0688738j -3.27368e-15+0.12027j -1.78654e-15+0.0250755j 4.8924e-15+0.00360616j 6.44636e-15-0.029571j -1.87203e-15+0.0197978j 3.7506e-15+0.0394925j 5.26236e-15-0.034899j 3.1191e-14-0.0499729j -8.86358e-15+0.112048j -1.79539e-15+0.0739738j -2.80996e-15+0.051047j 3.66298e-16+0.062051j 1.37942e-15+0.00992851j -3.79767e-14-0.0372467j 1.34188e-15+0.0357216j -6.37107e-15-0.0145218j -2.1291e-15-0.0841836j 4.41726e-16-0.00774913j 4.21693e-15+0.0253883j -3.66761e-15-0.02715j -2.40111e-15+0.00581989j -1.68929e-14+0.0462847j -3.30176e-14-0.0633575j 5.57156e-14+0.029666j -2.1512e-16+0.0232489j 6.53375e-15-0.0375635j 1.74035e-15+0.0293685j -5.48449e-15-0.00228582j 8.40605e-15+0.0735039j 4.73818e-15+0.00476979j 4.84515e-16+0.00616246j 7.59555e-15+0.0451909j 8.10935e-16-0.000515688j 3.55605e-15+0.0100908j -3.92465e-15-0.0359747j -1.70038e-15+0.00654451j -9.21809e-15-0.0149394j 9.83587e-15+0.0368345j 5.32438e-15+0.0637365j -1.03163e-14+0.0614191j 2.75875e-15+0.0804305j -5.22808e-15+0.00790202j 6.59724e-15-0.0534923j -2.96131e-15-0.0863772j -5.21496e-15+0.0288502j -1.0398e-14+0.0266043j 6.44273e-15-0.00420517j 1.05912e-14-0.0343867j -1.91428e-14-0.111669j -2.38603e-14+0.0183187j -3.01246e-15-0.0010239j 1.98461e-15+0.0703193j 4.88722e-15+0.146611j 8.19514e-15-0.131226j 1.57068e-15-0.458911j -1.3456e-14-0.0621923j 4.65699e-15+0.126703j 1.45443e-15-0.0250573j -6.2548e-15-0.0521228j -7.07643e-15-0.777103j -1.76893e-14+0.0896744j -5.47776e-15-0.226292j 6.19853e-17-0.0544999j 4.63938e-15+0.295202j 1.505e-14+0.155842j -3.58574e-13+0.0545143j 1.60159e-12-0.205185j 
5.01783e-13+0.0691052j 1.06645e-13-0.0298729j 1.10942e-15+0.214949j 6.86362e-16-0.147374j -3.35814e-16-0.0216324j -8.46332e-15+0.083025j -1.67558e-15+0.0167357j -1.77841e-15-0.135813j -2.66257e-15-0.0624787j 3.83726e-15+0.0489018j -3.06269e-15-0.0079425j 6.97451e-16-0.145009j 2.09957e-15-0.0222561j 1.72488e-15-0.0150433j 3.01776e-15+0.0824023j 5.74495e-15+0.0546888j -5.32133e-15-0.016822j 2.85093e-14-0.0381731j 3.57547e-15+0.0175752j -1.68464e-15+0.0621651j -1.07565e-14+0.00396409j 3.89961e-15-0.072901j 1.76154e-15+0.0279378j -6.32988e-15-0.00116157j -3.82459e-15+0.00532812j -1.42421e-14-0.0168303j -1.95084e-15+0.0399998j 1.35582e-14+0.0661733j 8.23286e-15+0.0264834j 4.95558e-16-0.0305171j 8.94259e-16+0.00601381j -6.24422e-15-0.0134995j -1.45499e-14-0.0117697j 1.44756e-14+0.00441402j 3.33904e-15-0.0447641j 8.00995e-15-0.0379335j -2.2798e-16+0.00634605j 5.21026e-15+0.0547256j -1.14226e-15+0.0249688j -1.30604e-15+0.000268386j 2.67309e-15+0.0127752j 1.3414e-14+0.0522289j 3.90302e-15+0.0254058j 1.23632e-14+0.0164188j 7.94621e-15+0.0448016j -2.50467e-15+0.00611708j -3.0763e-15-0.0327397j 1.70051e-14+0.0409205j 2.09444e-16+0.0459195j 9.66794e-16-0.0125227j -3.23648e-15-0.0345485j -6.44713e-14+0.0971177j -7.25667e-16+0.0258766j 1.53967e-17+0.0437508j 3.2049e-16+0.089884j -5.44221e-15+0.0198818j 1.81447e-15-0.0220574j 5.91226e-15-0.046633j 1.28168e-14+0.0634525j 5.62257e-14-0.039733j 2.79956e-14+0.0946129j -6.02889e-16-0.0560166j -9.30095e-15+0.00193545j -8.17396e-16-0.203005j 6.94068e-15+0.0675634j 1.39376e-14+0.499763j -5.25857e-15+0.0334799j 1.01988e-14-0.149137j 1.07483e-14+0.148727j 1.966e-14+0.184145j 1.71556e-14+0.619955j 8.2622e-15-0.00728698j 6.12552e-15+0.574671j -3.23508e-15+0.238694j -1.38972e-14-0.257564j -1.09e-14+0.223303j 6.07781e-14+0.0421748j 
3.62284e-13+0.0179132j 8.45296e-14+0.121576j -3.13744e-15+0.226853j 1.23443e-14+0.203733j -6.55237e-15-0.200004j -3.87472e-16+0.0448373j -5.75062e-15-0.233748j 4.69797e-15-0.0502014j 7.00982e-15+0.107517j -1.59164e-15+0.0705598j -5.03419e-15-0.0492233j -2.95271e-15-0.231666j 6.73322e-15-0.0373629j -2.0146e-15+0.0459167j -8.02395e-15-0.113474j -1.30616e-14-0.0719231j -1.50451e-14+0.0956366j 1.40017e-14-0.00606133j 4.13741e-15-0.025542j -2.42099e-16-0.011405j -2.21075e-15-0.00878886j 4.97663e-15-0.0683648j -4.85057e-15-0.0434232j 4.10821e-14+0.0385306j -6.19539e-15-0.0547401j 7.65973e-14+0.107906j 1.42422e-14+0.105479j -1.09452e-14-0.0278552j -1.23593e-14-0.0101551j -6.60052e-16-0.0215009j 7.7625e-15+0.0573445j -1.53803e-14-0.00397424j -3.5961e-14-0.0381093j -2.89445e-14-0.0145856j 8.50234e-15-0.0102071j 1.02148e-15+0.0300214j 1.70692e-14+0.082973j 1.12938e-14+0.00904614j -1.59427e-14-0.0334466j -1.05899e-14-0.00323826j -1.15324e-14-0.0656168j 8.13552e-15+0.048457j -8.60023e-15-0.100345j -1.10381e-14-0.024691j -1.21919e-14-0.0310064j -1.05448e-14+0.0358394j 4.63766e-15-0.0210002j -1.08559e-14-0.0645217j 1.99389e-15+0.0770918j -9.76502e-15-0.080511j 3.95884e-15-0.0571183j 2.14001e-14-0.0298576j 1.44018e-15+0.0274778j 7.24482e-17+0.0395905j -1.84367e-15-0.0284293j 4.51445e-15-0.0701243j 2.11489e-14-0.145335j 2.67644e-15+0.050028j 2.30235e-14+0.0672156j 5.89777e-14-0.0403346j -3.64279e-14-0.135295j 3.61057e-15-0.0862748j 1.21776e-14+0.189451j 4.71204e-15-0.00198293j -1.6869e-14-0.214377j -6.77535e-15-0.164505j 1.20727e-14+0.0837679j -4.64278e-15+0.108866j -9.8346e-15+0.0180973j -2.79131e-14-0.318979j 6.57703e-15-0.137753j 9.62499e-15+0.122838j -5.36911e-15+0.0862078j 3.25974e-14+0.316465j 1.87269e-14+0.481951j 1.83537e-14+0.0418314j -9.58066e-14+0.0221332j 
8.99602e-13+0.11193j 1.99933e-13-0.00139151j 3.36134e-15-0.230168j 1.17296e-14+0.268635j -5.23449e-15+0.0183852j 1.82527e-15+0.0207286j -8.76386e-15-0.0742139j 6.29157e-15+0.204381j 5.84307e-15+0.105781j 7.18559e-16-0.0883897j -1.38047e-16-0.0898451j -8.56318e-15+0.0749488j -3.11268e-16+0.21868j -7.27599e-15+0.0439913j -1.18762e-14-0.0930039j 1.05799e-14+0.0698178j -1.61623e-14+0.0697353j 2.0985e-14-0.0144132j 1.10877e-14-0.0589833j -2.55535e-15-0.00739956j 6.38303e-15-0.0436258j -7.17823e-15+0.0346365j -1.47466e-15+0.054973j -2.64467e-14-0.0198179j -5.54903e-17+0.0102769j -7.25735e-15-0.035402j -7.59338e-16+0.0771505j 7.2152e-16-0.0489932j -1.39993e-14+0.0159934j -1.32846e-14-0.0989782j -6.62035e-15+0.0687315j 1.76747e-14+0.0446816j 3.92279e-14+0.0331472j -6.98438e-15+0.0051272j -1.56774e-15+0.0509761j -6.47671e-15+0.0411551j 7.15985e-15+0.0224333j -2.22774e-15-0.0757549j 4.39443e-16+0.00554582j -3.9282e-15-0.0564859j -6.91228e-16-0.0553548j -1.2285e-14-0.0500293j -1.0366e-14-0.0116567j 2.00183e-14+0.014441j 8.98366e-16-0.00876012j 1.47684e-14-0.058844j -1.25298e-14-0.00328928j 8.76223e-15+0.06397j -3.83151e-15-0.0737906j 7.2763e-15-0.0402335j -1.1328e-15-0.0438391j 2.76567e-14-0.0437024j -7.89446e-16+0.0515639j 4.42109e-15+0.0864705j -5.899e-16-0.0170005j -5.34824e-15+0.0413506j -1.22091e-14+0.0474553j 3.7557e-15-0.0461207j 5.74713e-14+0.19231j 3.82484e-13-0.259227j 1.08648e-14+0.0320732j -2.01396e-15+0.0298644j 1.19205e-15+0.0851685j 1.26335e-15-0.00563004j -1.17431e-14-0.0702928j -1.55313e-15+0.170975j 1.01739e-14+0.0995662j 3.97546e-15-0.0194773j -1.62921e-14-0.233739j -1.54211e-14-0.106162j 1.39512e-14+0.420588j 2.567e-14+0.16032j 5.75746e-15+0.159133j 2.92384e-14+0.49153j 7.2159e-15-0.241198j 4.59685e-14-0.0619266j -2.15438e-13+0.0154451j 
