-0.0120448-0.0415719j 0.0169794+0.0698945j -0.0138146-0.0114298j 0.000154762-0.0395165j 0.0209849-0.0204885j 0.0191989+0.023202j -0.0199387-0.00578493j -0.0246026+0.0566256j 0.00196673-0.0492155j -0.0234733+0.101767j 0.0269898-0.0669967j 0.0301621-0.017074j -0.0485459+0.0416836j 0.0295867-0.0783095j 0.0583709-0.0429697j -0.0630011+0.0640133j -0.0309462+0.0212361j -0.000332264-0.0523816j 0.061354-0.0640527j 0.0495564-0.0220516j -0.00730597+0.0178306j 0.00475145+0.0161825j 0.0607091-0.103727j 0.0864228-0.0441293j -0.0748084-0.071202j 0.146272-0.0375728j -0.135909+0.180072j 0.0158484+0.00290039j 0.0333913-0.0224725j 0.0203843-0.0243429j -0.0396009+0.0370158j -0.0301838+0.0365822j 0.0498005+0.0146585j -0.00627915-0.0189222j -0.0213075+0.0317154j -0.0287772+0.00438023j 0.0290215-0.0420801j 0.00350003+0.0232971j 0.0272015+0.0322418j 0.0329889+0.0157914j 0.0214197+0.0318911j 0.00954559-0.00546264j -0.00192261-0.0307593j 0.00450467-0.0331648j -0.0207834+0.00542511j -0.0044202-0.0181164j 0.0294706-0.0358914j -0.0185996-0.0308456j -0.0347455-0.0286032j 0.00183669+0.00912833j 0.0665701-0.0363775j 0.0170357+0.00138256j 0.0569265-0.0711721j -0.0654808+0.0315683j 0.0705328-0.0717501j 0.0439684-0.049026j -0.0157755+0.027686j -0.0086726-0.0108319j -0.040831+0.0165643j -0.0373537+0.0315586j -0.02315-0.0574531j 0.0195452+0.125469j 0.0530834-0.0846841j 0.0765878-0.125508j -0.104042-0.0387738j 0.0196829-0.038744j -0.134084+0.0621282j -0.072892+0.0180654j -0.0339542+0.0414859j -0.0382908+0.0134389j 0.00817256-0.023126j 0.00702155-0.0261317j 0.0322266-0.0618109j -0.0310303+0.0601253j 0.0176008+0.0102507j -0.0140314+0.0208238j -0.0130927+0.00912101j -0.021958+0.0209077j -0.0106701+0.0188167j -0.00929974+0.0020766j 0.0212578+0.0124126j 0.0252315-0.0221891j -0.00966483+0.000333714j -0.0204863+0.0164198j -0.0174897+0.0131609j -0.0521481-0.0323378j 0.0209894-0.0345589j 0.0204504+0.00690342j -0.0989671+0.140564j 0.0559052+0.033885j 0.0887685-0.0440897j -0.00830045+0.0559228j 
-0.0381301-0.0119859j -0.0305707-0.0187664j -0.0142828+0.047731j 0.0371937-0.0458862j 0.0307482-0.0106583j 0.0137939+0.00475471j -0.0824199-0.0244135j -0.0529294+0.0803191j 0.12031+0.0281611j -0.0222198+0.0402192j 0.0568879-0.0513357j -0.00370827-0.0410275j -0.0172345-0.0158423j 0.100884+0.0123345j 0.00819124-0.0262941j -0.0119797+0.0136004j 0.0357884-0.0395853j -0.102914-0.122085j -0.0867683-0.0529388j 0.0230585-0.0692703j 0.0107383+0.0265411j 0.0107771-0.00895614j 0.0444768+0.0333398j -0.0112734+0.054499j 0.040356-0.0153101j 0.0337637-0.0396452j 0.0371238+0.0574574j 0.0305718-0.0449568j 0.0288688-0.00490024j 0.0308972+0.0129584j 0.00420345+0.0160713j 0.0372121-0.0307497j -0.00527576-0.0170325j -0.0385976-0.12145j -0.0608653+0.0621472j 0.0217688-0.0510224j -0.0240328-0.0166682j 0.000418245-0.0345402j 7.0979e-05-0.00266661j 0.00863543-0.0140376j 0.0528826+0.020292j -0.161235+0.00227896j 0.118585-0.0306529j 0.0467559-0.0685045j 0.0714172-0.0120669j 0.107976+0.00336166j 0.0972409-0.0143114j -0.0766603+0.0213286j -0.0241854+0.0185438j 0.0393937-0.0672062j -0.0674584+0.00832778j -0.100832-0.0373439j -0.0517352+0.0324939j -0.00415569-0.0566064j 0.0173296+0.0525832j 0.075986+0.0329194j 0.0282418+0.0242988j 0.0903232+0.00207747j 0.00238201-0.0181033j -0.00444474-0.0262348j -0.0498515-0.0231633j 0.0358914-0.010426j 0.0449709+0.0418081j -0.00828517+0.0643204j -0.0398901-0.0275359j -0.0375365-0.0330986j -0.0600296-0.0437j -0.0245935-0.0101618j -0.00577603-0.0207517j 0.0325827+0.0213852j -0.00827596-0.017881j -0.00390211+0.00709306j 0.0165728-0.0102814j -0.0209081-0.0224983j -0.01777-0.0296225j -0.0718919-0.0766994j -0.0206155-0.0260162j -0.0210464+0.0101503j -0.0538578-0.0224081j 0.0142138-0.0196189j 0.0140747-0.0166225j 0.0257943+0.0133336j 0.0109898+0.00530823j 0.00607919+0.0084875j -0.021917-0.0082841j -0.0133032-0.0104724j 0.00930718+0.00867538j -0.0100809-0.0108921j 0.00324732-0.00236318j -0.00362191-0.0150134j 0.031598+0.0198674j -0.000513067-0.00197272j 
-0.040561-0.0188235j -0.0218456+0.0143509j 0.0621431-0.0500188j -0.0158094-0.0798662j 0.0799841-0.0368174j 0.0106618-9.94027e-05j -0.075465+0.0583597j -0.0705321+0.0344952j -0.0488435+0.0565655j -0.113194+0.141375j 0.0445976+0.146856j 0.0534507-0.133613j 0.0512993-0.0405476j 0.0104856+0.0946257j 0.0286979-0.0645792j 0.0392147+0.0164264j -0.0260765-0.144644j 0.0175182-0.0542278j -0.0504926+0.0574396j 0.0227275-0.192224j -0.0556828-0.0926245j 0.0896096-0.0786994j -0.0271562-0.0321387j -0.0353557-0.0273693j -0.00103627-0.0731193j -0.0488368-0.000646987j 0.0131592+0.0635758j 0.0245351-0.054241j 0.0299864-0.0329708j 0.0442681+0.0483819j -0.018293+0.00422104j -0.0070343+0.00584361j -0.0228499-0.00920949j -0.0643858-0.0543896j -0.00069139+0.0479643j 0.0377563-0.0571529j -0.0298061-0.0200687j -0.0184982-0.108954j -0.0489077-0.108038j 0.0112133-0.00576668j 0.0144423+0.0877132j -0.0247099-0.00603875j -0.0116283-0.010702j -0.00890725+0.00783834j 0.075131-0.0293778j 0.00716967+0.11027j -0.0490139+0.0493715j -0.0672181-0.038255j -0.018292-0.0041431j 0.0109956-0.0135287j -0.043341-0.0698172j -0.0364829+0.0618529j 0.0250835+0.0324848j -0.0397118+0.0199001j 0.0168742+0.00331807j 0.0376837+0.0127837j -0.012177+0.00942913j -0.00931224-0.0384527j -0.0461906-0.0495936j 0.00588449-0.0237647j 0.0143169+0.0156685j -0.0435111-0.0230835j 0.0176589+0.0199557j 0.0266437+0.00615314j 0.0101445+0.00848601j 0.00103179+0.0119666j 0.000822932+0.0209468j -0.00855774-0.00482356j 0.0145005-0.0109046j -0.0267521+0.00470281j -0.03354+0.00730947j 0.0102608+0.0268427j 0.0129631+0.00577164j 0.00978584-0.0293482j 0.0620089-0.00111815j 0.0201007-0.0684824j 0.0373019+0.00992361j -0.00819799+0.00337211j -0.00371415-0.0149945j 0.00472899+0.00560627j 0.00303916+0.00754066j -0.00899333-7.75267e-05j 0.00394072-0.00276569j -0.0228318-0.0165592j 0.0187232-0.0197838j -0.00370849+0.0172353j 0.0131764-0.000632377j 0.0288888+0.0200737j 0.00128675-0.00607762j 0.0216936+0.0202235j -0.0118646-0.0210327j -0.0268667+0.00474439j 
0.0552208+0.0277548j 0.00297415-0.0655409j -0.127292+0.000472054j -0.0702492+0.00938517j 0.0369596-0.0669866j -0.0512418-0.0867525j 0.137342+0.0598361j 0.00125512-0.0883806j -0.0112403-0.0818783j 0.00423828-0.125809j -0.0385889-0.190758j -0.0963075+0.0861008j 0.137641+0.0140221j -0.0201176+0.0568728j 0.0578774-0.0379632j 0.0629229-0.10556j -0.0564836-0.0113435j 0.0364946-0.103917j -0.11215-0.0227365j -0.0572584-0.13128j -0.0282319-0.0315074j 0.00144725+0.0786115j 0.00699152-0.0570786j -0.0452026-0.0293442j 0.00668239-0.0215256j -0.0849069-0.0733629j 0.0550621+0.0206994j -0.00803756-0.0105612j 0.00177312+0.0339557j 0.00988323-0.10098j -0.00259041+0.0545523j -0.0300012-0.0585246j -0.0282937-0.0437614j -0.0490115-0.08315j 0.0142774-0.00354321j -0.0523342-0.0219159j 0.0761548+0.0358025j -0.0660365-0.0248326j -0.0114859+0.120247j 0.0459805+0.111011j 0.00912217-0.0533708j 0.00664195+0.0166047j -0.0373928+0.0381856j 0.00160922-0.0426817j 0.0899416+0.0138246j 0.030815+0.0355327j -0.00126052+0.0275159j -0.0476538+0.0310261j 0.00888863-0.0240597j 0.038441+0.0324486j 0.0580831+0.0833976j 0.0983063+0.0507132j 0.000442931-0.0489737j 0.028589-0.0202364j 0.0369508+0.0133607j -0.00651674+0.00534729j 0.00563319-0.0258989j -0.0221667+0.0396155j -0.011478+0.00482222j 0.0105666-0.0766178j 0.0218491-0.00439484j -0.00761992+0.0602601j 0.0190844-0.000213409j -0.0235064-0.0149831j -0.0532593-0.0560783j 0.00955754-0.0214077j -0.0303786-0.0222568j -0.00468801-0.0112456j -0.0264127-0.00472647j -0.0136166-0.00804325j 0.00589369+0.013581j -0.00481696-0.00269048j -0.0209683+0.0135591j -0.0036894-0.0484898j 0.000553782+0.0755592j -0.039295-0.0664048j -0.033996+0.0360951j -0.0100071-0.00635301j -0.019755-0.0109845j -0.0147085+0.0244985j -0.000254478+0.0120301j 0.013436+0.0307389j -0.00193404-0.000244632j 0.0123995-0.00684037j -0.00119399+0.00715798j 0.00831789-0.00577688j 0.00362598-0.00306209j 0.0157011+0.00801724j -0.00939492+0.00290892j 0.00388109+0.0165963j 0.00204403+0.0061412j -0.000953125+0.00405261j 
-0.0202922-0.00496621j 0.00759907+0.000646698j -0.0156654-0.0767785j -0.0859251-0.0269736j 0.0337837+0.0205912j 0.110177+0.0348278j -0.143394-0.0762999j -0.0179363-0.058563j -0.0505491-0.0761744j 0.0885769+0.0232951j 0.0472958-0.0229579j -0.033102-0.112204j -0.0704165-0.0549404j -0.100547+0.0734469j 0.0626649-0.0638428j -0.22847-0.0976256j -0.0469724-0.0537151j 0.0656356+0.0381906j -0.0199744-0.0941155j -0.0414108-0.011182j 0.00826801-0.0639143j 0.0422219-0.0111925j -0.0152565-0.0121087j 0.0325746-0.00614466j -0.00114371-0.0210469j 0.0667921+0.0126594j 0.00201654+0.0750502j 0.00930669+0.0129704j 0.0599386+0.0499825j 0.0309007+0.0234352j -0.0187969+0.0360042j 0.03697+0.0252547j -0.019832-0.0456819j -0.0629991-0.0121264j 0.00903636-0.0163665j 0.0312423+0.0496565j 0.0707408+0.0350814j -0.00637206-0.0103719j 0.0539505-0.022707j 0.0560406+0.0548127j -0.00283046-0.00409033j -0.0409862+0.00915618j -0.0453686+0.0488663j 0.00710617+0.00305096j -0.0294919-0.104498j 0.0186757+0.0922605j -0.0163297-0.00548777j 0.0781895+0.0638114j 0.0145438-0.0377043j -0.024979+0.0256789j 0.0340904-0.0328307j 0.0309985-0.0122556j -0.00915376+0.0810708j 0.0447742+0.0316865j -0.0422407+0.0855155j -0.0329982+0.0330809j 0.0123521+0.0361898j -0.0161667+0.0980892j -0.00451855-0.00661363j -0.0468081-0.0241373j -0.0515882-0.0653742j -0.00114873+0.0096852j -0.0101201+0.0475497j 0.0400364+0.0534962j -0.0643907-0.0214367j -0.015699-0.0340432j -0.0517139-0.0521061j -0.0254942-0.0467652j 0.0271667+0.0200598j -0.010555-0.0111646j 0.00632132+0.0289101j -0.0158092-0.0134557j 0.0137558+0.0277042j -0.00467857-0.0358209j 0.0309918+0.0460601j -0.0283213-0.0361603j 0.0149551+0.0265396j -0.00279663-0.00275845j -0.0100477-0.0097743j 0.0132284+0.00492642j 0.000343229+0.00444045j -0.00465719+0.00357437j -0.0114481+0.00202206j -0.00814433-0.0115375j -0.0132834+0.00464659j 0.0115545-0.0279636j 0.0207304+0.0100401j -0.0122694-0.0220125j 0.0268103-0.0162803j 0.00441935-0.0401924j 0.0468662+0.0356982j 0.00860493-0.00557697j 
-0.00388764-0.0265557j -0.0305504-0.0275654j -0.0201626-0.050024j 0.019439-0.00372175j -0.0158264+0.0545362j -0.105909-0.0784087j -0.0354663-0.0103886j 0.03889-0.0880125j -0.000540497+0.114422j -0.00136759+0.129232j -0.0254599+0.0995822j 0.0550287-0.0863266j -0.042182-0.00507927j -0.0649722-0.0382812j -0.0495964+0.136066j -0.143196-0.0413925j -0.0521872+0.0456739j 0.0417283-0.0140146j -0.0068808+0.0796338j 0.0904897+0.100518j 0.0118578+0.0399515j -0.00523146+0.0321896j 0.0249992+0.0748137j -0.0161964-0.0384863j -0.0277707-0.0270211j 0.0169815-0.0292353j 0.0202664+0.0267823j 0.00948446-0.0302605j 0.0125974+0.000507421j 0.0829797-0.0542198j -0.0184721+0.0425278j 0.06746-0.136671j 0.0792954-0.0381497j 0.0235508+0.0611702j -0.00772757+0.0504481j -0.00291382-0.0307643j 0.0187403+0.0472696j -0.0117368+0.0286924j -0.00711584+0.0576269j -0.0511054+0.191342j 0.0992234-0.183213j -0.00504821+0.0725144j 0.0192697-0.0574817j 0.0121412-0.0613354j -0.10361+0.1222j 0.0770422-0.140727j 0.0168119+0.0192964j -0.0360954+0.00727939j 0.0322389-0.0788785j -0.0252882+0.00044407j -0.0448693+0.106423j 0.0406239-0.00990864j 0.0506988-0.0985831j 0.0523634-0.0374683j 0.010546-0.038065j -0.0155246-0.0402023j 0.0268684-0.0329189j -0.0514721+0.0683053j 0.0330409+0.101036j 0.0153379-0.0831417j -0.0388783-0.00739487j 0.0310981+0.0637453j 0.019929+0.0162272j 0.00173242+0.00107546j -0.0389314-0.0227959j 0.0116388-0.0332659j -0.0339444-0.0352609j -0.0141238-0.00925454j -0.00468472-0.00290883j 0.0133369+0.0340314j 0.0422061+0.0125252j -0.0193872-0.00209113j -0.00557933-0.0456156j 0.0138117+0.0309314j -0.0073318-0.0552932j 0.0441483-0.00695254j -0.00917537-0.035255j 0.000819436+0.0157604j 0.0166404-0.00483396j -0.00947511-0.0113638j 0.0135286-0.00504094j -0.00325219-0.0160235j -0.00564484+0.0166178j -0.00178826+0.00644797j 0.0154774+0.0106537j -0.00261655-0.0134353j -0.00900418-0.0173169j -0.00860315-0.0280314j 0.00805612+0.00502108j -0.0183245-0.0125489j 0.0202971+0.0266643j 0.0187553+0.00629451j 
0.00152832-0.00187424j 0.00163061-0.0480645j 0.00172248+0.0394509j 0.0536021+0.0796625j -0.105496+0.0627413j -0.00807391-0.135791j 0.0372637+0.0032114j 0.0166641+0.123033j 0.00455391+0.0937908j -0.175626+0.038265j -0.0348857-0.0414489j -0.0271179+0.141764j -0.0116765+0.0182472j -0.0432875+0.0297189j -0.0613706-0.0311461j 0.00582719+0.0396163j -0.0788278-0.0243091j -0.00429568-0.0935821j 0.0371323+0.0403139j -0.0637173+0.0636958j -0.0460848+0.0134917j -0.0639273+0.0170252j -0.0661196+0.069911j -0.00289437+0.0269395j -0.045188-0.0419114j 0.0354732-0.0312113j -0.073399+0.0203176j -0.0520732-0.0115773j -0.00797145+0.0110492j 0.0143604-0.0175021j 0.0446762-0.00893143j -0.0402251+0.0162125j 0.0338457-0.00481541j 0.0640947+0.0528934j 0.016329-0.00925861j -0.0480534-0.0566305j 0.0307322-0.0369659j -0.0623954-0.0165364j -0.0164597-0.0396663j 0.0283448+0.00317292j -0.0241054+0.00528537j -0.0118283+0.0400906j -0.0544721+0.0280872j 0.0186193-0.0118085j 0.0951689+0.0609065j -0.0367132+0.00647644j 0.0754182-0.0113933j -0.0305784-0.0135399j 0.0167929-0.0528271j -0.0277797+0.0472164j 0.0494748+0.0353137j 0.0797897-0.0469707j 0.00981581-0.0160463j 0.0984856+0.00943936j 0.0427562-0.0154347j 0.0348378+0.0303894j 0.0270412+0.014441j 0.00974025+0.0750157j -0.0125605-0.0177032j 0.0530536+0.0276926j -0.0178259+0.0396058j -0.0550408+0.0533803j -0.0142057-0.00294602j -0.0132532-0.0274577j -0.0219566-0.02454j 0.0011489-0.0202057j 0.0215511+0.0147193j 0.00584518+0.00163185j -0.0027289+0.000581121j -0.0488472-0.0152979j 0.0434101+0.00995007j 0.020444+0.0239052j 0.060255+0.00210922j -0.0146375-0.00381987j 0.0620766+0.0536463j 0.0225493-0.0182844j 0.0431634+0.0343844j -0.0657438+0.0137335j -0.00356924-0.0149521j 0.0325618+0.00857063j 0.0598384-0.000615394j 0.00893883+0.00927736j -0.0071437+0.0018547j -0.0132319-0.00393564j -0.0187257+0.0196278j 0.00200403-0.027938j 0.0155863-0.0144661j 0.0317689-0.00586783j 0.00261997-0.00504841j -0.00440861+0.00203228j -0.00130671+0.0107316j 0.00818517+0.0127976j 
0.0195502+0.0516327j 0.029876-0.0510411j 0.0378988+0.00373535j 0.043049-0.0682019j 0.0374804+0.0350668j 0.0162583+0.00252807j -0.0160732+0.0774201j -0.1144-0.000393389j -0.0278128-0.0729433j -0.0246884-0.101474j 0.0854146-0.126306j 0.0450742+0.0434032j 0.0580142+0.0189038j 0.0361444-0.0278285j 0.0244731+0.171679j -0.00252126+0.004051j 0.0388985+0.0836357j 0.00382806+0.0585711j -0.00351227+0.018249j 0.0654791+0.00317789j 0.135057-0.0198662j -0.0491709+0.0243653j -0.0358709+0.0394556j -0.0272181-0.00461581j -0.0243376-0.0252592j 0.0151843-0.0829278j -0.0932672-0.0286983j 0.033428+0.00187729j 0.0463609+0.0265718j -0.0225289+0.0124233j -0.0542903+0.0458434j -0.0265712-0.0704863j 0.00493293+0.0359268j -0.0133937-0.0495516j 0.0848648+0.0226389j 0.0780133-0.0236671j 0.0322339+0.0533974j 0.0209756-0.0308785j 0.0617147+0.128548j 0.0149858-0.00361632j -0.0412975-0.101285j 0.0117479+0.00957419j -0.0339879+0.00619278j -0.0046104-0.0370642j 0.00125733+0.075861j -0.0226904+0.0476177j 0.0676853+0.0957784j -0.0952664-0.0872949j 0.0310746+0.0279946j -0.0690573-0.0516492j 0.014718-0.049914j -0.0126902+0.0309601j -0.0858483-0.0624747j -0.0319522+0.0701576j -0.00966856+0.0115216j 0.0024204+0.0611891j -0.0411595+0.095418j -0.0633957+0.0262999j -0.0112047-0.0344175j -0.0157551+0.0499113j -0.0209884-0.0256267j -0.0968043-0.0333992j 0.019887-0.0601524j 0.0364009-0.0495886j 0.00528952+0.00687297j -0.0062258-0.000227613j -0.00840813+0.0329078j -0.00554654+0.0453252j -0.00954933-0.0434787j 0.0157318+0.00380421j 0.00773499+0.00247007j -0.021782+0.00901808j -0.028161-0.00526786j 0.0123031-0.00596852j -0.038918-0.0379995j -0.000782136+0.0130188j -0.0221992-0.0280398j -0.00423415-0.00311829j 0.0185017+0.00487785j -0.0148344+0.00875775j 0.00048207+0.00676863j -0.0046661+0.0125907j 0.00199761+0.0145962j 0.00893254+0.014796j -0.0301817-0.0118417j 0.0233259+0.0178323j 0.041301+0.0221786j 0.00873002+0.0397394j 0.0162117+0.00445175j 0.0399187-0.00568034j 0.0258146-0.0393253j -0.0447269-0.0175743j 
0.0366394-0.0370517j -0.0222804-0.0117047j 0.00784699+0.0693769j 0.0382527-0.0712753j 0.0184195-0.0156578j -0.0808532+0.0505053j 0.105073-0.00755084j -0.0700677-0.0243459j -0.0364885+0.00524233j 0.0197323-0.154704j 0.00902852+0.0286207j 0.00795885+0.0245347j 0.0329719-0.00245749j 0.121487-0.167909j 0.0559633+0.0534429j 0.014202-0.0213542j -0.134143-0.000191711j 0.0233621+0.0782052j 0.0215343-0.0379992j -0.0540989-0.0122085j -0.0463606-0.00305242j -0.0939547+0.0201129j -0.0217159+0.013368j -0.0162855+0.00682769j -0.0554275+0.0124426j -0.0277756+0.00595462j -0.0598466+0.0108603j -0.0418173-0.0250038j 0.0380372-0.050641j 0.0263474+0.011854j -0.0350345-0.00525015j 0.0437694+0.0134953j 0.00230746-0.0396544j -0.0191416-0.0557998j 0.0508281-0.0102604j -0.0224105-0.0557358j 0.016197-0.0156747j -0.0705009-0.0633886j -0.10284-0.0940396j -0.0501418-0.0128639j 0.0890324+0.0481737j -0.0463737-0.00975755j -0.0117634+0.042909j -0.00564498+0.00196753j 0.0127851+0.0399949j 0.0105904-0.0270879j -0.0220805-0.0226685j 0.0376789+0.107806j -0.0133569+0.0355729j 0.016345+0.022754j -0.0492766+0.0218132j -0.0195958-0.0213846j -0.0721793+0.0105579j 0.0144841-0.00722213j -0.00187859-0.00387521j -0.0123655-0.0105619j 0.0494008+0.00944436j -0.00011678+0.0278477j -0.000244828-0.000698165j 0.0216362-0.0201637j 0.0325064+0.0305287j -0.0480328-0.043859j 0.0125095+0.0268639j -0.00383658+0.00418327j 0.0468805+0.022281j 0.0131449+0.00970264j 0.00546675+0.00780698j 0.00292509+0.007569j -0.0225882-0.0135681j 0.00868567-0.0261271j -0.00319976+0.00879183j 0.0175338+0.0162312j 0.0137308+0.0230779j 0.0360991+0.0199294j -0.0502343+0.0330854j 0.0658787+0.0710326j -0.0422732+0.0299902j -0.0365945-0.00765964j 0.0216077+0.00523335j 0.00847673+0.0127032j 0.024421+0.0108539j -0.00892916-0.0171155j 0.0120457-0.00244201j 0.0268338-0.01096j -0.0346674+0.00827574j 0.0123353+0.00682661j 0.019281+0.0128826j 0.0271339+0.0144694j 0.00570266-0.00149863j 0.0226458-0.0134602j -0.00183781-0.011038j -0.0346603-0.0128614j 
-0.00698453-0.0691567j -0.0494246-0.00209375j 0.0779634+0.00792172j -0.055291-0.0405998j 0.0245013-0.00783721j -0.103656-0.0179813j -0.0388165-0.0171515j 0.119022-0.0680934j 0.00622502+0.0530626j -0.0965815-0.202078j -0.0523022+0.0868776j -0.0836378-0.0376189j -0.0244847+0.0365302j 0.0153348-0.0269842j -0.0279381+0.0854306j -0.0883194+0.0567207j 0.0528588-0.127673j -0.026495-0.0376073j 0.0583473-0.130955j 0.100452+0.0114053j -0.0639143-0.0360113j 0.0174502-0.00705029j 0.0390761-0.0443362j 0.00857163+0.0102423j -0.00366853+0.016455j -0.0479988-0.0135936j -0.035975-0.0330342j 0.0206421+0.023545j 0.0435523-0.032118j 0.0310483-0.0476594j 0.024023-0.00205174j 0.00834929+0.013924j -0.00620846-0.0423932j -0.0501233-0.0762903j -0.039679+0.0235782j -0.03622-0.00112703j 0.0835646-0.02741j -0.0353639-0.0212175j 0.0989076+0.014369j 0.0484594-0.0369108j -0.0417886+0.0938542j 0.0311177+0.0314463j 0.0369339+0.0402601j -0.0109089-0.00475995j 0.0814793-0.108298j -0.0472387+0.0350862j -0.00512941-0.0041336j 0.0430615+0.0309418j 0.0436426-0.0519546j -0.0604677+0.049529j 0.00504434-0.00899865j 0.0371388+0.0269898j 0.00340389-0.0923428j -0.0096558-0.0323881j -0.0104264-0.0622035j -0.0344782-0.0542285j 0.0513878-0.0350729j -0.031651-0.0244339j -0.000478833-0.0545651j -0.00828661-0.0621522j 0.0337209+0.0435003j 0.012541-0.00233958j -0.0175302-0.00499899j 0.0273458-0.0320164j -0.0779896-0.00935166j 0.0137463+0.00966615j -0.0334435+0.0118628j -0.0167953-0.0125197j -0.0318715+0.00581004j 0.0121738-0.0466577j -0.0148128-0.000364145j 0.00703602+0.0102978j -0.0244295-0.00412253j 0.00325715+0.00745241j -0.0265821+0.0647491j -0.0287869+0.00863814j -0.0219394+0.0610081j 0.0367428-0.0335064j 0.0118659-0.00763938j -0.027463+0.019807j -0.0380621+0.0208596j 0.00593978-0.0200019j 0.00011522-0.00277576j -0.00581223-0.000508941j 0.0137098-0.00577106j 0.0110218+0.00784688j -0.0152243-0.011764j -0.0114779+0.0210547j 0.00717803-0.0046266j 0.0130853+0.0179289j 0.0183189-0.00954227j -0.00525954+0.00520016j 
-0.0230862-0.00454998j -0.0554254+0.0610279j -0.0778744+0.0160667j 0.00120962+0.0360111j -0.0162403-0.0512542j -0.0198206+0.014928j -0.0461478-0.00921338j -0.0098165-0.0150913j 0.161259-0.038485j 0.117218+0.0146983j -0.0658129-0.0137465j -0.0565691+0.0259496j 0.0188536+0.00244806j 0.00249165-0.0165352j 0.0287949+0.00457596j -0.0454678+0.0983105j 0.0319381-0.0804032j 0.0138264-0.0399968j -0.0909393+0.000859957j 0.0192183+0.00866929j 0.0554059-0.0339111j -0.102918+0.0393753j 0.0967093-0.0221491j -0.0123512+0.00884963j 0.0362489-0.0781774j -0.0194631+0.0567083j 0.0806229+0.0442712j -0.0142333-0.0165821j -0.00156285+0.0154162j 0.0198847+0.0191826j 0.0490377+0.0138492j -0.116642-0.00368312j 0.0965159+0.0138921j -0.0170812+0.0901585j -0.0106126-0.0215447j -0.0142156+0.00970174j 0.0133869+0.0108812j 0.0394669-0.00409758j 0.12974-0.0247073j 0.023435+0.00126364j -0.0175732+0.00879678j -0.113939-0.0594879j 0.0268059+0.0243295j -0.0404768-0.00721835j -0.0265416-0.00793702j 0.0534371+0.0221208j 0.0465871+0.000709321j -0.067289+0.0378662j 0.0169054-0.00650714j -0.0943795-0.0550679j 0.049029+0.0248994j -0.00629004-0.0219427j 0.0204303+0.0673384j -0.0216078+0.0255147j 0.0269908+0.0546859j 0.0483009+0.0642879j 0.0722546+0.0342811j -0.0627937+0.0291341j 0.0924604+0.0417194j 0.0532304+0.0305503j -0.102801-0.0594363j 0.0462345+0.0164134j -0.0495587+0.00563548j -0.0561347+0.00398656j 0.00725497+0.0353769j -0.039801-0.0141959j -0.00842796+0.00245366j 0.00890926+0.00177526j -0.00860346+0.0286265j 0.0331785-0.0186688j -0.0118737+0.0230738j 0.00494804+0.01121j -0.00312752+0.0362332j -0.0124782-0.00376234j -0.0681721+0.0337964j -0.011723+0.0373985j -0.0397093+0.0366167j -0.0209755+0.000180772j -0.00915957+0.00318626j -0.00414556+0.0103615j 0.00252252+0.01716j 0.0176223+0.00526354j -0.00215258-0.0157686j 0.0228892-0.0202731j -0.000370117+0.0118958j -0.0040966-0.0204316j 0.00222971+0.00760467j -0.00474265-0.00802325j 0.0092677+0.00654295j -0.0132353+0.0041506j -0.0221461+0.00668548j 0.022807+0.0120228j 
