0.00972224+0.00147573j -0.000876508+0.010797j 0.00265851+0.0111611j -0.0109344-0.000139898j -0.00103457+0.00336798j 0.00103976+0.00536009j 0.00903911-0.00213412j 0.00267655+0.0011574j -0.00110609-0.00346674j -0.00200894+0.002852j 0.00100144-0.00224081j -0.00115227+0.00704336j 0.0096462-0.00348503j 0.00177814+0.00509253j -0.00138287-0.00551277j 0.00101321-0.000200693j -0.00275945-0.00126097j 0.000544646-0.000294416j -0.00103297+0.00210805j -0.00240666+0.00241921j -0.00695364+0.00346572j 0.00194843-0.00126522j 0.0012999-0.006194j 0.00133487-0.00272906j -0.00457311-0.00836086j -0.00615258-0.00136021j -0.00681982-0.00103563j -0.00445129+0.00542972j 0.00235957-0.00379506j -0.00270797+0.000461261j 0.00106901+0.000951593j -0.0038937+0.00665397j -0.00499841+0.00449184j -0.00156649+0.00725491j 0.0043348-0.000769638j 0.00632994-0.00173395j -0.00532185-0.0014798j 0.000896478-0.00511416j 0.000417979-0.00944808j -0.00207697-0.00132721j -0.00515034+0.00171647j 0.0020197+0.00750347j 0.000609114-0.00481149j -0.00308167-0.00365667j -0.00143827-0.00571739j 0.00311033-0.00919287j -0.00713218-0.00369024j -0.00828152-0.00333078j -0.00325866+0.00670315j 0.00104423+0.00212477j 0.00500331-0.000839749j -0.00952067+0.00546622j 0.00520673+0.00342055j 0.00489603+1.15835e-05j 0.00981638+0.00270405j -0.00123396-0.0061568j -0.00500992+0.000671379j -0.00389048+0.000769858j 0.0119592+0.0039698j 0.0138082-0.0137872j -0.00461376-0.00981647j -0.0129028-0.0051528j -0.00839202+0.0050477j 0.0124105+0.0057753j 0.00538027+0.00312028j -0.00563387-0.00427255j -0.00922357+0.00789244j 0.000953719-0.00794292j 0.00819205+0.0125232j -0.0158428+0.00548524j -0.0383795+0.00510103j 0.00275621+0.037709j 
-0.00155102+0.000731663j 0.00327819+0.00279024j 0.00100894+0.000485917j 0.00165612-0.00368026j -0.000210844-0.00446403j -0.0019923-0.00442764j -0.00287934+0.00417552j 0.000850499-0.0019605j 0.00258723+0.000174304j 0.00178916+0.00350925j -0.00549664+0.00554214j -0.00298591-0.00561203j -6.03701e-05-0.000424088j 0.00485702-0.00381547j 0.00192507+0.00169047j 0.00454534+0.00117471j -0.0024822-0.00144254j 0.000244508+0.00909149j -0.0028001-0.0023643j 0.0143456+0.00416366j 0.00822132+0.00735517j 0.0121497-0.000641618j -0.00405303+0.0115785j -0.00465958+0.00927123j -0.00231473-0.000345935j 0.00587572-0.0132286j -0.000343243-0.0102527j -0.00762901-0.00737102j 0.0034078-0.00462719j -0.0105649-0.0112827j 0.00080902+0.0103248j 0.000816465+0.00263211j -0.00666314+0.00279744j -0.00371076+0.00955125j 0.000213569+0.00785737j -0.0168382+0.00376506j -0.00649897-0.00601202j -0.0131995+0.00492297j -0.00351986+0.00728445j 0.00104479-0.00277346j -0.000148949+0.00883637j 0.00546-0.00241245j -0.0124734-0.00103319j 0.0149305-0.0093554j 0.00141091+0.00266552j 0.000954979+0.0063823j 0.00137409+0.00948629j 0.00184958+0.00210238j 0.00123258-5.53467e-05j -0.0117757-0.0121194j 0.00128787+0.00259298j -0.00266471+0.00261098j -0.00315953-0.00637497j -0.00202847-0.00285625j -7.06609e-05+0.00212683j -0.00753785+0.00587048j -0.00650117+0.00229699j -0.000191654+0.0143246j -0.00570106-0.00404777j -0.000726479+0.00231115j 0.00126169-0.000582981j -0.00999988-0.00371265j 0.00330675+0.00354596j 0.000543432-0.0100952j 0.00491394+0.000577234j -0.00250622-9.30562e-05j -0.00435019+0.00135334j 0.00100931+0.000995315j 0.00245207+0.00261225j 0.00512184+0.000591643j -0.000847163+0.00287091j -0.0019901-0.00267985j 
0.00103867-0.00404689j 0.00130573-0.000269602j 0.00219799+0.00152868j -0.00219804-0.000864968j 0.00416808-0.00275911j -0.00104917+5.21362e-05j 0.00357199-0.00416712j -0.00125633+0.000204699j -0.00569593+0.00379268j -0.00358626+0.00118364j -0.00211267-0.00261905j -0.00850895+0.00158846j -0.00420029+0.000444953j 0.00819316-0.00164694j -0.00957533-0.0015664j -0.00178507+0.000771973j 0.00702202-0.00676879j -0.00364178-0.00727695j 0.00210983+0.00659507j -0.00519174-0.0159448j 0.0041631+0.00232578j 0.00883367-0.00744273j -0.0135827+0.0124076j 0.00329235-0.0120212j 0.00497756-0.00761671j 0.0189328-0.0109917j -0.0131427-0.0120554j -0.00349238+0.00203142j 0.00967868-0.00453418j -0.0159838+0.0126744j 0.00749915-0.0177377j -0.000696446-0.0213426j -0.00265698+0.000468663j -0.00734237+0.00443054j 0.00578912-0.00795198j -0.0288729+0.0106982j -0.0138982+0.00229058j 0.00862823+0.00116872j -0.000625498-0.0114758j -0.00375056+0.00792257j 0.0133455-0.000356783j 0.00436752-0.00539796j -0.0131715+0.00587883j -0.00420269+0.00762862j 0.00784754+0.00362105j 0.00918261-0.00102364j 0.000468392-0.00367828j -0.000478013-0.00762258j 0.00287544+0.000644031j 0.00631742-0.013842j 0.00204201-0.00920042j -0.00163297-0.00191474j -0.00503801-0.00448547j -0.000350936+0.00498804j -0.00609172+0.00597417j -0.0167026+0.00250693j -0.000253224-0.00996179j 0.00281527+0.00816455j -0.00454305-0.00491481j -0.000987501+0.000653253j 0.000986299+0.000883102j 0.000255691+0.00714451j -0.00244796-0.00298929j -0.00399597+0.00238593j -0.00117514+0.00427123j 0.00671301+0.00382703j 0.00273338+0.00182859j 0.000334181-0.00231988j -0.000718014+0.00207029j 0.00252133-0.000865052j -0.000875231-0.00197564j -0.00103977+0.00240693j 
-0.0036748-0.00133364j -3.80254e-05+0.00620862j 0.000895198+0.000119385j 0.000956033-0.0012501j 0.0023863+0.00429515j 0.00541784-0.00169798j 0.00148222+0.0092512j -0.00190296+0.00669582j 0.000801655+0.00218979j -1.1994e-05+0.000962806j 0.000928127+0.00761646j 0.00229945-0.000949714j -0.0111197-0.00375051j 0.0111347-9.66909e-05j -0.00322727+0.00307718j 0.00398846-0.00797381j 0.00356694-0.0122522j 0.000379853+0.00937529j -0.000654281+0.00324598j 0.00606949+0.00167828j 0.0021833-0.0057054j 0.00422877-0.00315975j -0.00219946+0.0129154j 0.000611273+0.0103671j 0.0167081-0.0192235j 0.00340919+0.00399015j -0.0122481-0.00685976j -0.00416684+0.00538952j 0.00894311+0.0042357j 0.00254086+0.00867846j 0.000953922+0.0082697j 0.00722373+0.00822525j -0.00282258-0.00651906j 0.00305607+0.0121867j 0.00769243-0.007589j 0.00684248+0.00244086j -0.00651859+0.00840284j -0.00870019-0.00627442j 0.00154725+0.00250667j -0.00873817+0.010011j -0.000406935+0.000165114j 0.00185045-0.00541832j -0.000145412+0.0117401j -0.0129575-0.00190722j 0.00581412-0.00834181j 0.00123029-0.00912034j 0.00448482+0.00116517j 0.00777655+0.000156435j -0.00548464-0.00422792j 0.0091717+0.00480297j 0.00324155+0.00867776j 0.00307021+0.00359561j -0.00358292+0.00744064j 0.00416767+0.00382164j -0.00709076-0.000701015j 0.00120595-0.00138177j -0.000346176+0.00558834j 0.00472711+6.76082e-05j 0.00070993-0.00882917j 7.33517e-06+0.00297278j -0.00111952-0.00317676j 0.00505175-0.00797358j 0.00579999-0.00190344j 0.00268798+0.00636357j -0.00287215+0.00982933j 0.00042149-0.00927105j 0.00264587+0.0016003j 0.0012026+0.00260504j 0.00399286+0.00273397j 0.001914-0.0042092j -0.00301122+0.00522876j -0.00281227-0.00142319j 
-0.0015101+0.00784429j 0.00184604-0.00377277j -0.000211314-0.000111096j 0.00178932-0.00174317j -0.00411244+0.000449333j -0.0003193+0.00192826j -0.00849973-0.00371961j -0.00126767+0.00302165j -0.00224517+0.0016046j -0.00295785-0.00336241j -0.00388559-0.00367355j 0.00475271-0.00277137j 0.00137693+0.00188281j -0.0044578+0.00370049j 0.00738882-0.00340939j -0.000354657-0.000306126j 0.000414595+0.00686799j 0.00013248+0.00466418j 2.23666e-05+0.000507146j 0.0030297-0.00166229j -0.0106526-0.00587726j -0.00803658-0.0167185j 0.00673271+0.00277946j 0.00963116-0.000449824j 0.00625847-0.00634389j 0.000642919+0.00131442j 0.00853057+0.00190563j 0.0115754+0.00480627j -0.0114307-0.0141418j 0.00332809+0.0217499j -0.00271487-0.0147964j -0.00110262-0.0116016j 0.000164033+0.0101887j 0.00815465+0.00997309j 0.000114506-0.00980992j 0.00411083+0.0272799j -0.00106071+0.0106259j 4.17562e-05+0.0107986j 0.00265856-0.0134203j -0.0107525+0.00264484j 0.00230903-0.00250074j 0.00502658+0.0036726j -0.00382835+0.0145716j -0.00059642-0.00752892j 0.00328081+0.000186097j 0.000839526+0.00224355j 0.00162718+0.00209263j 0.00174903+0.00587501j 0.00789732-0.00102097j -0.00774462+0.0127733j -0.00226164+0.0104697j -0.0006275+0.00443619j 0.00141002-0.00662156j -0.00600597-0.00116619j -0.00324678+0.00965877j 0.00489142-0.00243947j -0.00616293-0.00215693j -0.00139997+0.00710598j -0.00114199-0.00805938j -0.0036748+0.00651441j -0.00075433+0.000148296j -0.00123753+0.00175387j 0.0122318-0.00131603j 0.000658441-0.00250523j 0.00131428+0.00481445j -0.00190565+0.00227072j -0.00300649+0.0070933j -0.00101883+0.00117608j -0.00019062+0.000987954j 0.00311293+0.00276476j 0.0029693+0.00102358j 0.000173232+0.00415063j 
0.000730473-0.0081308j -0.000649938+0.00188692j 0.00150772+0.00370518j -0.00192327-0.00603406j 0.0060063-0.000226224j -0.000255536-0.0030582j 0.00493475+0.0037357j 0.000370044+0.00340576j 0.0051552-0.00125441j -0.00182837+0.00196837j 0.00218685+0.000484218j 0.00114526-0.00250708j -0.00348077+0.00206292j 0.000696358+0.00902319j 0.00307901-0.00830171j 0.0050681-0.00208057j 0.00677773+0.00413297j 0.00251243+0.00873596j -0.000745842-0.000561269j 0.00324177+0.00187773j 0.00323991-0.00816772j -0.00246081-0.000659932j 0.0192464+0.00754089j -0.00110163+0.0109829j -0.00142747-0.00634159j -0.00876847-0.00212828j -0.00960776-0.00558928j 0.000915207+0.00892384j -0.00984706-0.00500684j 0.0111429+0.0223797j 0.000152578-0.0114212j 0.000993279-0.013435j 0.00654947-0.00384567j 0.00567967+0.013542j -0.00657128-0.00957619j -0.00137186-0.005444j 0.00771079-0.0027731j 0.0015063+0.00350954j -0.00131768-0.00876467j 0.00430349+0.0100299j -0.000866263+0.00466192j -0.00776288-0.00287535j -0.0027785-0.00441075j -0.00275301-0.000448505j -0.0064809-0.00482338j -0.0004513+0.0160745j -0.00501629+0.00932185j -0.0091201+0.005457j -0.00457816+0.00665011j 0.00770095+0.00801864j -0.00367613+0.0120396j 0.00270067-0.00203962j 0.00320685-0.0072369j 0.00505195-0.00728258j 0.000608705-0.00457406j 0.0017909-0.00365054j 0.00543712-0.00262029j 0.00272751-0.000746958j 0.00375197+0.00144915j -0.000105676+0.00307776j 0.00105813-0.00612971j 0.00182188+0.00363266j -0.00466365+0.00129003j -0.00875996+0.00185055j 0.00245452-0.00388122j 0.00253148-0.00238288j 0.00292379-0.0012765j -0.00481488-0.00178921j 0.000359121+0.000605135j 0.00169596-0.00024516j -0.00465767-0.000770556j 0.000459801-0.00229121j 
0.0017567-0.000775732j -0.00137853-0.00227923j -0.000682773+0.0023711j 0.000221937-0.000182488j -0.000503324-0.000622572j 0.00304556+0.000839353j 0.0015073-0.00723954j -0.004904+0.000102383j 0.00360465-0.00503738j 0.000127173+0.00256535j 0.00629393-0.00813625j -0.00447086+0.00310121j 0.00225163+0.00198801j 0.00542541-0.00588808j -0.000438552-0.000120434j 0.0093982+0.00349956j 0.00536736+0.00262136j -0.0130681+0.00242561j 0.00360481-0.0110885j 0.0042062-0.0045808j -0.00279287+0.00378184j -0.00932699+0.00343758j 0.0059761-0.00183415j -0.00630058+0.0126115j 0.00725876+0.00170727j 0.00983399+0.00326185j -0.00103984+0.0116062j -0.00848065-0.0017968j 0.00378747-0.00599125j -0.0053433+0.00862164j -0.00130086+0.00373975j -0.011385+0.00371631j 0.00320058-0.00717141j 0.00510702+0.00142826j 0.00680383+0.0106697j -0.00675093+0.0109399j -0.00237625+0.00749745j -0.00859694+0.00610333j 0.00579993+0.00761258j 0.00260868+0.00385237j 0.0029553+0.00110004j -0.00563494+0.00166631j -0.00355452+0.0084643j -0.000631161-0.0144001j -0.00265474+0.0111722j -0.00116184-0.0112836j 0.00341808-0.00378051j -0.000253672+0.00277044j 0.000542258+0.00296846j 0.00360684+0.00841796j 0.00338177+0.00161046j 0.00762097-0.00530856j 0.00396344-0.0120934j -0.00195205-0.00490012j -0.00912956+0.00621556j -0.00665061+0.000533929j 0.00339697+0.00414647j 0.00065133+0.0126284j -0.00352355+0.00517165j 0.00155553+0.00211955j -0.00150383-0.00473932j 0.00216308+0.0153344j -0.000566975-0.00237236j 0.00171801-0.00490908j -0.00368195-0.00523372j 0.00392607+0.00351642j -0.00102828+0.00249167j 0.00256815+0.00609921j 0.000644939-0.00188114j 0.000138194+0.00449845j 0.00134253-0.00356862j -6.69497e-05-0.000342013j 
0.00195871+0.002478j -0.00325904-0.00253031j 0.00195379-0.00556427j -0.00151373-0.00107275j 0.00347256-0.00243525j -0.00465633-0.00292501j -0.000551778-0.00776914j -0.00237487+0.0065649j -0.0090569-0.00051901j 0.00223495-0.00587082j -0.00091394-0.000124739j -0.00198632+0.00496715j 0.00633023+0.000313431j 0.00604953+0.00225225j 0.00314941+0.00574692j -0.0043393-0.00999196j -0.00210168+0.00230565j -0.0137562+0.0110809j 0.00504231+0.0113003j 0.000469759-0.00307625j -0.00779719-0.010994j -0.00567258-0.00900519j -0.00949279-0.00634339j -0.00366775+0.010396j 0.0117406+0.0138716j 0.00446974+0.0119346j -0.00436603-0.0126109j 0.00507046+0.0082133j 0.00811612+0.0104153j -0.00447679-0.00185116j -0.00156281-0.00673938j -0.00552516-0.00856254j 0.00409389+0.000681625j -0.00405524+0.00175479j -0.00311317-0.0129168j -0.000922294-0.000591576j -0.00978817-0.00718033j -0.00133356-5.53333e-05j -0.00572819-0.00221566j -0.00518189-0.00749506j 0.00647963-0.00641179j -0.00260777-0.00027474j -0.0033436-0.0114481j -0.00199775-0.000608382j -0.00124652+0.00504183j 0.00811646+0.012114j 0.0078067-0.00322372j -0.00788515+0.00284628j -0.0080047+0.0108695j 0.00283799+0.00768059j -0.00529754-0.00178644j -0.00634358-0.00855733j 0.00432177-0.00424875j -0.000542579+0.000566983j -0.00413521-0.0144123j 0.00688638+0.00811019j 0.00312157+0.000813738j -0.00675891-0.00754312j 0.00464953+0.00477872j 0.00690569-0.0101559j -0.0020732-0.000293316j 0.00327082+0.00238741j -0.0050231-0.00278586j -0.000858514+0.0017088j -0.00447261-0.00414275j -0.0016847+0.00524716j -0.000739695-0.00625727j 0.00637864-0.00729799j -0.00197994+0.00353294j -0.0023583-0.00154259j 0.00536413-0.0025785j -0.00127149-0.00126582j 
0.000922213-0.00381843j -0.00168813+0.000691431j 0.00158762+0.0010731j 0.000151055-0.00121666j 0.00525171+0.000209735j 0.0052031-0.00297612j 4.64742e-05-0.00193893j 0.00144311-0.00475076j 0.00433231-0.00102839j 0.00633957+0.00490567j 0.00651702-0.00217698j -0.00116902-0.00134871j -0.0051176+0.00311835j -0.000443418+0.000193511j -0.00466532-0.0021987j 0.00863495-0.000661392j 0.0051553-0.00943455j 0.00482268+0.00122823j -0.00399238-0.00720235j 0.00598539+0.0105147j -0.0042834+0.000519564j 0.00773351+0.00922481j 0.00332087+0.00353813j -0.00373932-0.00621302j 0.00454288-0.0043856j -0.0071291+0.0114246j 0.00349634+0.0129633j -0.00914587+0.000604622j -0.011828+0.00669468j -0.0120001-0.0115655j 0.00476936-0.00299283j 0.000274695-0.0108945j -0.00384855-0.00234465j -0.00608055+0.0067795j 0.0284017+0.000682404j -0.00708242-0.00636964j -0.00641501+0.00197021j 0.0025209-0.000493193j 0.0129771-0.00582429j -0.00081412+0.00305467j 0.00770674-0.0117682j 0.000298212+0.00328972j 0.000282203+0.00171893j 0.00342065+0.0090531j 0.00112568-0.00161832j 0.00218822+0.0078088j 0.00295728+0.00146022j -0.00670005-0.00806787j -0.00261156+0.00584474j 0.00162621-0.00445101j -0.00323723+0.000628104j 0.00140846+0.00254314j -0.00101799-0.00253947j -0.00617432-0.0108165j 0.00246451+0.00694122j -0.005129+0.000590189j -0.00232934-0.00351883j -0.00450668-0.000916461j -0.00207491+0.00457013j -0.00234541-0.00300384j 0.00139247+0.00333506j -0.000637831-0.000128483j -0.00207422-0.0045348j 1.99841e-05+0.00142437j -0.00267259-0.00421414j -0.000307603+0.000845302j 0.00128198-2.65194e-05j 0.000131448-0.00110962j 0.00079408+0.000318922j -0.00168259-0.000209925j -0.000130064-0.000286444j -0.00109192-7.79683e-05j 
-0.00221141+0.00531389j 0.000666729+0.000753287j -0.00113854-0.000415426j 0.00165597-0.00263731j -0.00347502-0.00343633j -0.00201334+0.00139364j -0.00218333+0.000856574j -0.000868731+0.00365386j 0.00169694+0.0055003j -0.00772071-0.007584j -0.00305422+0.00313236j -0.000525818+0.00334085j 0.004141+0.00150917j 0.0079252-0.00224659j 0.00520916+0.00603236j -0.00129307+0.00210986j 0.000748731+0.00958181j -0.00101139-0.00571235j -0.00456051+0.00586237j -0.000374194-0.0036419j -0.00384682+0.00416269j 0.00644076+0.00884919j -0.00273951+0.0052735j -0.00301913+0.00229779j -0.0055108-0.000156683j 0.00811107-0.00491299j -0.0073152+0.00353209j -0.00502988+0.0173399j -0.00788822-0.00299056j -0.00199558+0.0163607j -0.0101963-0.00568791j -1.24322e-05+0.00998848j -0.000358655-0.000236502j -0.0156715-0.000887325j 0.00897347-0.0142119j -0.00986467+0.00437858j -0.00863861+0.00994421j 0.00359625+0.00215002j -0.0119125-0.00136548j 0.00457847+0.00442255j 0.0154802-0.0113501j 0.00555175+0.0052426j 0.0125728+0.00537957j 0.000373361-0.000888515j -0.00624422-0.00958737j 0.00247496-0.00603606j 0.00979903+0.00211969j -0.00142513-0.00678495j -0.00954931+0.00495483j -0.00133924+0.00819366j 0.00109987-0.00582409j -0.00172678+0.00210128j 0.0024024-0.0053509j 0.0110569-0.000359461j 0.00198549-0.0126994j -0.00793548+0.00386221j 0.00868273+0.000250822j -0.00303071-0.00558887j -0.000657015+0.00155735j -0.00256347+0.00228329j -0.00327272-0.00660506j -0.00337502-0.00999474j -0.0104265-0.00246326j -0.0018036+0.00313162j -0.0048266+0.000588567j 0.00257666-0.00123945j -0.00174426-0.00190001j -0.00262839-0.00512406j 0.00190847+0.00124974j -0.00186555-0.00489736j -0.00132525+0.00469917j 0.00206649-0.00320646j 
0.00494391-0.000929067j -0.000478019+0.000923845j -9.45282e-05-0.00146241j -0.000581594-0.000374935j 0.00464281+1.85966e-05j 0.00218077+0.0107636j 0.00321306+0.00598995j -0.00052506-0.00682541j 0.000189758-0.00454888j 0.0036514+0.00201763j -0.00116372-0.00142384j -0.00450704-0.00537667j -0.00251295+0.000724343j 0.00264719-0.00747662j -0.00198488-0.000173347j -0.00299989-0.00264087j -0.00900871-0.0116418j -0.00671105+0.00302304j 0.00481084-0.00442161j -0.004935+0.00588741j -0.0115141-0.00547006j 0.000751408-0.000526497j -0.0150395-0.00138744j 0.0065491+0.00681707j 0.0106146-0.00423557j -0.00252977+0.00688657j -0.0088818-0.00399021j 0.00138118-0.00500712j 0.00194267+0.0133046j 0.0118769+0.00478089j -0.0178506-0.00469027j -0.0110695-0.00423882j 0.00343855-0.013651j -0.0135821-0.000822121j -0.0125129+0.00049335j 0.00300111+0.00675412j -0.00955406+0.00141943j 0.000880357-0.00857942j -0.0154844-0.00926955j 0.00970084+0.00496098j 0.012158-0.00036267j -0.00536845-0.00199855j -0.0020339+0.00197845j -0.00795686-0.00281734j 0.00064891+0.0105858j 0.0155809-0.0122581j 0.0115773+0.00316794j 0.00308756+0.00165159j -0.00368949-0.000970513j 0.00317598-0.00828594j -0.00246793+0.00725002j -0.00213976+0.00718154j -0.000228982-0.00382327j 0.000673712-0.00483821j -0.00980917-0.002518j -0.00234475+0.0018246j 0.00242517-0.00106933j -0.00383825+0.0038148j -0.0033558-0.00381268j 0.00515565+0.00625341j -0.00195005+0.00174435j 0.00187596-0.00446003j -0.00300573-0.00141108j 0.000306074+0.000283161j -0.00713824-0.0012191j 0.00682272-0.00131568j -0.00047479-0.00639343j 0.0015693-0.00290501j -0.000494687+0.00011761j -0.00313622+0.00228317j 0.000740403+0.000516142j -0.00147391+0.000701j 
-0.00369204-0.000836702j 0.000818621+0.00289348j 0.0019617+0.000119458j -0.00282124-0.000646165j -0.00172864-0.00430486j -0.00107725-0.00021063j -0.0030815+0.00192561j 0.00423074-0.0124508j -0.0022966+0.00135729j 0.0075635-0.000168231j -0.00121154-0.000978353j 0.00167032-0.00562236j 0.00490409-0.00660697j -0.00867598-0.00720752j -0.00936849-0.00364111j 0.0016365-0.00778526j -0.012334-0.0122846j -0.00948152+0.00163403j 0.0026401-0.000770824j 0.00169125-0.000619331j 0.00367175+0.000453686j -0.00147967-0.00797675j 0.0129814+0.00294306j 0.00579077-0.00589916j -0.00428572+4.18878e-05j 0.00503658-0.0047141j 0.00327166+0.00393448j 0.0053402-0.00512993j 0.000559928+0.0026259j -0.0165187-0.00570973j 0.0181645-0.00987364j 0.00849809-0.00731363j -0.0076905+0.00630919j 0.0110132+0.00149118j 0.00288056-0.0103925j -0.00337347+0.0154507j 0.00788123+0.00363272j -0.00178668-0.00481877j 0.00910922-0.00482879j 0.000566686-0.00651615j -0.0159565-0.00196274j -0.00536966-0.00051526j 0.0041203+0.00262888j 0.00672017+0.000255338j 0.00333729+0.0025577j -0.0136629+0.00130833j -0.000395147-0.00069941j 0.000900475+0.0060281j 0.0026603-0.00445238j -0.000395146-0.00787689j 0.000703054+0.00265672j -0.00713909+0.00550027j 0.00635384+0.00700772j 0.00424792-0.000883753j -0.000643374+0.00303297j 0.00944326+0.00363323j 0.0040074+0.000952575j 0.00428138-0.000604893j 0.00628112+7.95283e-05j -0.00609879-0.00248723j 0.00176062-0.00174345j 0.0035542-0.000290984j 0.00193936+0.0019323j -0.00372108-0.00388782j 0.00364819-0.00124353j 9.41547e-05-0.00478995j 0.00403737+0.00154683j -0.000928611+0.00400748j -0.000971479-1.71495e-05j -0.000932521-0.00292863j 0.000635189+0.00355605j 0.000488442+0.000800471j 
-0.00267961+0.00236956j 0.00456481+0.00226547j 0.00188939+0.00418281j 0.00181481-0.000916068j 0.00156784+0.000768786j -0.00290904-0.00415642j 0.0024598-0.00272949j -0.00724629-0.00229493j -0.00318375-0.000568479j -0.00864948+0.00261223j -0.00376536-0.00425108j -0.00257431-0.00675463j -0.0019161-0.00720874j 0.00784824+0.00796612j -0.00454957-0.011969j -0.0020184-0.0048881j 0.00614564-0.00391309j 0.00852479+0.00363189j 0.00034787+0.00752075j -0.0099256+0.00600439j -0.00904356+0.00359881j -0.00492745+0.00133503j -0.00151387-0.0123588j -0.00747992-0.00615324j -0.00533332+0.0100957j 0.00923934+0.00886764j -0.0136432-0.00748262j -0.000640422-0.00944928j 0.00166724+0.0259038j 0.00584763+0.00166159j -0.00641264+0.00795658j 0.00297067+0.015851j 0.00118106-0.00513813j 0.00571717-0.00338765j 0.00272887+0.00478259j -0.00353935+0.0195035j -0.000307514-0.00255198j 0.00437798-0.00298281j -0.00349958+0.00843248j -0.00106052-0.00242777j 0.00908715+0.0155631j 0.00136336+0.00321207j -0.00233105-0.000570756j -0.00588248-0.00568803j -0.00628296+0.0102545j 0.00425657+0.00407456j 0.00108964+0.00714051j -0.00716303-0.0119331j 0.0029803-0.000558143j -0.000343943+0.00723922j -0.00320324+0.0120161j -0.00510584+0.00557071j -0.00140055+0.00909614j -0.00123039-0.0123928j -0.00101514-0.000169783j -0.00848407+0.00490062j -0.000190475-0.00848875j 0.00078066-0.000914196j -0.00505668+0.00384569j -0.00069603+0.0037595j -0.00481888-0.00541092j 0.00156009+0.000447937j 0.00286798-0.000731123j -0.00133344-0.00454083j -7.33568e-05-0.000529432j 0.0023468-7.65989e-06j 0.00399901+0.00050447j -0.00293548+0.000296221j 0.00128917+0.00164863j 0.00294264-0.00172852j -0.00116682+0.0014406j -2.19335e-05+0.00541611j 
0.00173646+0.00492798j 0.00195165+0.00261311j -0.0029494-0.000166441j 0.0018118+0.00425312j -0.000726323-0.00237092j -0.000974301+0.00439058j -0.00373359+0.00445161j 0.00737222+0.00774473j -0.000326941-0.00766816j 0.00256917+0.0106881j 0.00130232-0.000565521j -0.00401152+0.00704214j 0.00238003+0.00389198j -0.0032814-0.00998435j 0.00559005+0.0125224j 0.010088+0.0173173j -0.00269803-0.00479491j 0.00928764+0.00812349j 0.013333+0.0051373j -0.00671886-0.00362749j 0.000132526+0.0141206j -0.00548024+0.0044949j -4.31889e-05+0.0161462j -0.00346187-0.0182115j -0.0103164-0.00260695j -0.00169268-0.00406834j 0.00530778-0.00373838j 0.00356047-0.00211203j -0.0228214+0.00170814j -0.00967707-0.00140947j -0.00572741-0.00773526j -0.018191-0.0134965j 0.00478039-0.00958994j 0.00273405+0.0117236j -0.000791655+0.00644221j 0.00354607+0.0101228j 0.00964962+0.00727766j 0.00992769-0.0112091j -0.00328853+0.00452951j 3.49219e-05-0.00117824j -0.00310689-0.000717026j -0.000956464-0.00266817j -0.000323522-0.00114395j 0.00434505+0.00796662j 0.000799087+0.0122305j 0.00140902-0.0185163j -0.000771477+0.00775758j -0.000848785-0.00298106j 0.00498284+0.00552601j 0.00932375-0.00424682j -0.00180454+0.00395332j -0.00148768-0.00401572j -0.00130305-0.00365435j 0.000608039-0.00249149j 0.00416603+0.00250839j 0.0012858+0.00221994j 0.0016755-0.0045875j -0.00717321+0.00444987j 0.00124619+0.00244563j 0.00213708-0.00697413j 0.000662427+0.00327682j 0.00344021-0.00712657j 0.000278964+0.0029638j 0.00642375-0.00135017j -0.00486136+0.000129848j -0.000252084-0.00138134j 0.000621733+0.00325108j 0.00121546+0.00359503j 0.000652252+0.000175938j -0.00210257-0.00251708j 0.00113644+0.00119618j -0.000948156+0.00182479j 
