0.00972224+0.00147573j -0.000876508+0.010797j 0.00265851+0.0111611j -0.0109344-0.000139898j -0.00103457+0.00336798j 0.00103976+0.00536009j 0.00903911-0.00213412j 0.00267655+0.0011574j -0.00110609-0.00346674j -0.00200894+0.002852j 0.00100144-0.00224081j -0.00115227+0.00704336j 0.0096462-0.00348503j 0.00177814+0.00509253j -0.00138287-0.00551277j 0.00101321-0.000200693j -0.00275945-0.00126097j 0.000544646-0.000294416j -0.00103297+0.00210805j -0.00240666+0.00241921j -0.00695364+0.00346572j 0.00194843-0.00126522j 0.0012999-0.006194j 0.00133487-0.00272906j -0.00457311-0.00836086j -0.00615258-0.00136021j -0.00681982-0.00103563j -0.00445129+0.00542972j 0.00235957-0.00379506j -0.00270797+0.000461261j 0.00106901+0.000951593j -0.0038937+0.00665397j -0.00499841+0.00449184j -0.00156649+0.00725491j 0.0043348-0.000769638j 0.00632994-0.00173395j -0.00532185-0.0014798j 0.000896478-0.00511416j 0.000417979-0.00944808j -0.00207697-0.00132721j -0.00515034+0.00171647j 0.0020197+0.00750347j 0.000609114-0.00481149j -0.00308167-0.00365667j -0.00143827-0.00571739j 0.00311033-0.00919287j -0.00713218-0.00369024j -0.00828152-0.00333078j -0.00325866+0.00670315j 0.00104423+0.00212477j 0.00500331-0.000839749j -0.00952067+0.00546622j 0.00520673+0.00342055j 0.00489603+1.15835e-05j 0.00981638+0.00270405j -0.00123396-0.0061568j -0.00500992+0.000671379j -0.00389048+0.000769858j 0.0119592+0.0039698j 0.0138082-0.0137872j -0.00461376-0.00981647j -0.0129028-0.0051528j -0.00839202+0.0050477j 0.0124105+0.0057753j 0.00538027+0.00312028j -0.00563387-0.00427255j -0.00922357+0.00789244j 0.000953719-0.00794292j 0.00819205+0.0125232j -0.0158428+0.00548524j -0.0383795+0.00510103j 0.00275621+0.037709j 
0.00127325-0.00225469j -0.00967373+0.00884003j 0.00254838+0.00593868j 0.00132788+0.00361585j -0.00198385+0.00230328j -0.00086717-0.00110365j 0.000780445+0.0123173j -0.0035414-0.00837126j -0.00646976-0.0228389j -0.00546013+0.00693296j -0.0016048-0.0237594j -0.0133291-0.00454726j -0.0199126+0.0127278j -0.0202794-0.000948759j 0.00909637+0.00472084j -0.0146186-0.00584277j 0.0107441+0.0119391j -0.0149651+0.00618019j -0.00560537-0.00447834j -0.00890686+0.0070587j -0.00627508-0.0147826j 0.00633033-0.00163052j 0.0101883+0.0142808j 0.00286932+0.00540399j -0.00291486+0.00839949j -0.00430405+0.00763533j -0.00860086-0.01382j 0.00666894+9.04213e-05j -0.000552219+0.00496249j -0.0011685+0.00816627j -0.00911916+0.00452398j 0.0153884+0.00678255j -0.00638964-0.0050339j 0.00793967-0.00993815j -0.00739224-0.00611667j -0.0152994-0.00598516j 0.00572086+0.00185802j 0.00526559+0.00613953j 0.00916965+0.00347194j -0.00870177-0.00514395j 0.00715443+0.00552828j -0.00208764+0.00333672j -0.00597596-0.00369247j -0.000785267+0.00484358j -0.00483471+0.00568702j 0.00093664+0.00374143j -0.00278604+0.00256511j 0.00645673-0.00240708j -0.00207853-0.00462749j 0.000422726-0.00513999j -0.00842094+0.00152504j 0.00363298-0.00161606j 0.0025436+0.000693419j -0.00412872-0.00542546j -0.000676958-0.00136372j -0.00150986+0.00131175j -0.00150841-0.00495075j -0.00238556-0.00552175j -0.00409791+0.00619156j 0.000554247+0.00306182j 0.00391137-0.00756925j 0.00370176+0.00226694j -0.00109474+0.00400705j 0.00440917-0.00389874j 0.000891175+0.00357835j -0.00113289-0.00725158j -0.00474312+0.00602097j 0.00196569-0.000844844j 0.00127082+0.00915472j -0.00241592+0.00313196j 0.000386822+0.000169401j -0.00316601-0.0033323j 
-0.00374272-0.00502614j 0.00537114-0.00110931j 0.00129174-0.00445483j 0.00121152+0.00235069j -0.00668392-0.00408957j -0.00779364+0.0140661j -0.00186044-0.00518642j 0.0113105+0.0143189j 0.0149759-0.00114654j 0.00468179+0.00169005j 0.014146+0.000673653j -0.00293012-0.00104902j 0.00671675-0.0139173j 0.000454156+0.00499119j -0.0168505-0.0107166j 0.000690889-0.0032129j 0.00732671-0.000497443j -0.0180651+0.00605368j -0.00501765+0.00853504j 0.0183697+0.0182438j 0.00032398+0.00136628j -0.00203489+0.00778809j 0.00109726-0.0150367j 0.00585812+0.00385315j 0.000693557-0.00623724j -0.00748479-0.0066016j 0.00295723-0.00370586j -0.00210836+0.00813576j -0.0108513-0.0103377j -0.0110659-0.00031606j 0.00181034+0.001657j -0.00978437-0.000192192j 0.00405058-0.0145749j 0.0029031-0.00340944j -0.00215854+0.00368537j -0.00405802+0.00188886j 0.00231172-0.00348761j -0.00164185-0.00637428j -0.00079735+0.00694108j -0.00537708+0.00867459j -0.00801025-0.00952465j -0.00609497-0.00174918j 0.00325356-0.0075496j -0.00421349+0.00803439j -0.00594599+0.00183015j 0.00323992+0.00207956j -0.00166009-0.00770726j 0.00892333-0.000512525j -0.00774187-0.00795083j 0.00524832+0.00871048j -0.00541403+0.00227778j 0.00274414+0.0036643j -0.00469519-0.00337372j 6.74343e-05-0.00280226j 0.00627107-0.00382447j -0.00588025-0.00129864j -0.00274295-0.00556582j 0.00879567-0.00790598j -0.00072389-0.000310201j 0.0018364-8.18023e-05j 0.00712481-0.00258724j 0.00703778-0.00407157j -0.00154428-0.00410563j -0.000983929+0.0012872j -0.00133274+0.00487751j 0.00699424-0.000393448j -0.000849959-0.00055925j -0.00035473-0.000873144j -0.00258387+0.000854722j 0.00184139-0.000508024j -0.00187272+0.00502309j 0.000831135+0.0043625j 
0.0115208-0.00124704j -0.00351694-0.00043494j 0.00808541-0.00974123j 0.00165207-0.00620094j 0.00481987-0.00198136j -0.00239704+0.0162726j -0.00900628+0.0111799j 0.00641238-0.0211434j -0.0087048-0.00041138j -0.00560426-0.00410279j -0.00148416+0.0085545j -0.0193022+0.0121681j 0.0113779+0.00421262j 0.0127992+0.00227455j -0.0137707+0.00338644j 0.016174-0.0213775j 0.0197472+0.00420669j 0.0090406+0.00559883j 0.00074765-0.00121862j -0.00639099+0.0109791j 0.00139699-0.0144404j -0.00588095-0.000401512j -0.000254906-0.00672583j -0.00667338+0.00341481j -0.00609046-0.00163106j 0.0161858-0.00761327j -0.00986408-0.00284366j 0.00220286-0.008848j -0.00415039+0.00310849j -0.00263358+0.00572832j 0.00319146-0.00260413j -0.0107005+0.00757258j 0.00677916-0.000595993j -8.97858e-05-0.00343835j 0.000160432+0.0072897j 0.00390942-0.00899128j -0.000751457-0.00041665j 0.00069793+0.00674702j 0.0021899-0.00455279j 0.000125599+0.005269j -0.00170849-0.00434052j 0.00250448+0.00373069j 0.00436952-0.00501795j -0.00704683-0.000934137j 0.0050238-0.00097944j -0.00157265+0.00112443j 0.00118608-0.0102994j 0.000148324-0.00179702j -0.00265522-0.0059713j 0.00403089-0.00104186j -0.000676696-0.000490309j -0.00988813+0.00675617j 0.00325365+0.00479242j 0.00380315-0.0111489j 0.00233975-0.00336602j -0.00316393-0.00436767j 0.00248003+0.00143157j -0.00563472-0.0056053j -0.000940106-0.0100374j -0.000359144+0.00119499j -0.00345931-0.00479875j -0.00293468+0.00264781j 0.000746696+0.00423283j 0.00429284-0.000181381j -0.00139185-0.00286691j -0.00314807-0.00467916j 0.00537634-0.000521997j -0.00362438-0.00122062j 0.0056009-0.00348787j 0.000999246+0.00188555j -0.00229275-0.00503582j -0.00104957+0.00199638j 
-0.00747781-0.00663781j 0.0018454-0.00149462j -0.00510967-0.00900588j -0.0110894+0.00724158j -0.0086518-0.00461178j -0.00669693+0.00046091j 0.0047828+0.0293028j -0.00210189-0.00704069j -0.00296289+0.00915523j 0.00446887-0.0224296j -0.0059564-0.0117343j -0.00182872+0.0196615j -0.0160796+0.00894718j 0.0164941-0.00198988j 0.00426651-0.0109591j -0.00236173-0.0294549j 0.00571081+0.012616j 0.00180552-0.00159642j -0.0032346+0.00421007j -0.00246302+0.0108207j -0.00061346-0.00616748j -0.00177114-0.0130958j -0.00606497+0.00137283j 0.000997056-0.00258897j -0.000437451+0.00711598j 0.00104144-0.00975014j -0.0088737+0.0107685j -0.00228938-0.00967732j -0.00189197+0.00538453j 0.00760467+0.00286967j -0.00233134-0.000366709j 0.00372602+0.00223726j 0.00192949+0.00586288j 0.00733861-0.00765533j 0.00190484+0.00207828j -0.00219764-0.00288077j 0.000527964+0.000799749j 0.00339065+0.000943148j 0.00389344-0.0115326j -0.00536358-0.0061438j 0.000745285+0.00244319j 0.00636815-0.00114915j -0.00122666-0.00350567j 0.00244097-0.00364299j -0.00211274-0.00320025j -0.00143343+0.00161553j -0.0028973-0.00718044j -0.00261262+0.00118005j -0.00456825-0.001622j -0.000119365-0.00200963j -0.00346537-0.000707072j 0.00298741+0.00429223j 0.00537314-0.000218945j -0.00234059-0.00139688j 0.00149458+0.000113679j 0.00125658-0.000339772j -0.000402233+0.00352342j -0.00352975-0.000735646j -0.000207712-0.00685936j 0.00142535+0.00116061j 0.00220607-0.00138929j -0.000516854-0.00080871j -0.00412642+0.00584308j 0.00611088-0.00164329j -0.00394541-0.00185176j -0.00194501-0.0041509j -0.00430893-0.000441117j 0.00596877-0.000310152j -0.00320514+0.000820428j -0.00125015+0.000850922j 0.000630185-0.00181025j -0.00207385-0.000723618j 
-0.00735004+0.00311188j -0.0104611-0.00328873j 0.0104363-0.00482009j -0.0170872-0.00613677j 0.00163875-0.000409495j -0.00712993-0.00269869j -0.00546268+0.00816052j -0.00883707+0.00919597j 0.0173385-0.0148977j 0.00559694-0.0169408j -0.0102909+0.00493409j -0.00424745-0.00107375j -0.0114562-0.00133578j -0.00499597+0.00389547j -0.0170036+0.00475526j 0.00919862-0.000298647j -0.0136471-0.00145981j -0.0158448-0.0128477j -0.00642443+0.00278005j -0.00953016+0.0113219j -0.00438653+0.0120624j 0.00209276-0.00524784j -0.00139149+0.00162792j 0.00329756+0.00409398j -0.000792051+0.00396282j 0.000404361+0.00256628j 0.0164129-0.000765403j 0.00382835-0.00185023j -0.00255361-0.00381434j -0.00549767+0.00274592j -0.00536768+0.00630485j 0.0016484-0.00131964j 0.00259286+0.00222623j 0.0066566+0.00486431j -0.00284488-0.00442788j 0.000913442-0.00112743j -0.00216826-0.00127671j -0.00634056+0.00784468j -0.00461355-0.00183447j 0.00157176+0.00561447j -0.00420548+0.00354276j -0.0057096-0.00151242j -0.00183885+0.00171545j 0.0017963-0.00620541j -0.00273051-0.00438752j -0.00456188+0.00296415j 0.00526473-0.00250871j 0.00410677+0.00498333j 0.000980925+0.00411356j -0.000703378+0.00342428j 0.000714837+0.00175173j -0.000105356-0.00213837j 0.00537649-0.00324871j 0.00218314+0.00261064j 0.0106841-0.00621993j 0.000606194+0.00237126j 0.00446139+0.00185167j 0.002169+0.00441252j 1.39704e-05-0.00487642j -0.00266892-0.00101901j 0.00482038+0.0030844j -0.00224221+0.00123031j -0.00354976-0.00108211j 0.00213448-0.00319017j -0.00501941-0.0011554j -0.00128455+0.00302124j 0.000547441-0.00230644j 0.00354661-0.000886958j 0.000490826-1.54646e-06j -0.000993387-3.50647e-05j -0.00123746-0.000654693j -0.00186207+0.000231101j 
0.00759458+0.00148475j 0.00078378+0.00488508j 0.00332463-0.00539199j 0.00357786+0.000599634j -0.00667317+0.00930324j -0.0157119-0.0169963j -0.00516212+0.0212445j -0.00144424+0.00536869j 0.014823+0.000179217j -0.00701567-0.0100077j 0.00272366-0.00377852j 0.00239807+0.00782968j 0.00138982+0.0144975j -0.00580375+0.00576226j -0.00199843+0.00121445j 0.00588297-0.00943406j -0.00721234+0.00201213j -0.015437-0.00655228j -0.00387586-0.00783313j -0.00280972+0.00332264j 0.00837456-0.0012727j 0.00242955-0.00660181j 0.00319848+0.00917872j -0.00288921+0.0064159j 0.00488567+0.0157087j 0.00185809+0.00744407j 0.0143364+0.00570291j 0.00192945-0.00142788j -0.00520815+0.00176679j -0.00432459-0.000482515j -0.00808814+0.00252885j 0.00411007-0.00421785j 0.00668248+0.00901929j 0.00470962+0.00320246j -0.00554332-0.00449509j 0.000499846-0.00330812j -0.00144608-0.00419704j -0.00430604+0.00825722j -0.00385486-0.00648415j 0.000481806-0.00690585j 0.000689398+0.00593417j 1.1459e-05-0.00328385j 0.00624752+0.00897738j -0.00475275-0.0124818j -0.00812814-0.00465343j -0.00445565+0.00688958j 0.000693619+0.00296916j 0.00841454+0.0080011j 0.00544479+0.00209122j -0.00520789+0.00419451j -0.000664033-0.00199397j -0.00258983-0.00564997j 0.00130276+0.00310212j 0.00401355+0.00179277j 0.000923117+0.00162485j -0.000394944+0.00488642j 0.00489582+0.00192253j -0.00471228+0.00527466j -0.00186288-0.0050244j -6.51952e-05-0.000302176j -0.0033379+0.00487656j -0.00170132+0.00368218j 0.00173567-0.00154029j 0.00185743-0.000872503j -0.00412241-0.00606896j -0.000562802+0.00311864j 0.00138394-0.00231483j 0.00278159+0.000986362j -0.000839236+0.00161318j -0.00359428+0.00216673j 0.0024499-0.0034816j -0.000228443-0.00155488j 
0.00142729+0.00138472j -0.002921+0.00737628j -0.00378409-0.0047431j -0.00644193+0.0106466j -0.0192744-0.00522496j 0.019262+0.00265969j 0.0041158+0.005013j -0.00855601+0.00657776j 6.85978e-06+0.0182323j 0.0147865-0.00508212j -0.00546209-0.00967668j 0.007528+0.00221808j -0.00671039+0.0106568j 0.0080398-0.0171389j 0.00685979-0.0207412j -0.0103576-0.000171337j -0.0100887+0.00765258j -3.24169e-06-0.00335862j -0.00329038+0.00625438j 0.00615536+0.00705631j -0.00382346-0.00205336j 0.00260285-0.00424333j -0.00927385-0.000406476j 0.00583425-0.00521121j 0.00704764+0.000821173j -0.00949882-0.00276279j 0.00437991+0.00630744j -0.00862924-0.00207714j 0.00244781-0.000353074j 0.0126185-0.00132949j -0.000685826-0.00785522j -2.32855e-05-0.00372704j -0.00378149-0.00577497j -0.00148103-0.00193015j 0.0078809+0.00366444j 0.000420997+0.00680896j 0.000884846-0.0011403j -0.000239306-0.00642493j -0.0025376+0.00275442j 0.00184898+0.00671174j 0.00147808-0.00209234j 0.00390635-0.00497199j 8.29099e-05-0.00321934j 0.00712397+0.00761555j 0.0043652+0.00313235j -0.000835664-0.00629253j -0.00322083-0.00690624j -0.00862954-0.00241395j -0.000598087+0.0031824j -0.00106126-0.00409643j 0.000714071+9.83127e-05j 0.00446505+0.00203335j 0.00448346-0.00708758j -0.00667685-0.00306396j -0.00702132+0.000485725j 0.00428487+0.00246178j -0.00143349+0.00450111j -0.000676738+1.7841e-05j -0.00130156-0.00157899j 0.00242794+0.0024803j 0.00121372-0.00318034j 0.000436862-0.00284858j 0.000682212+0.00177635j -0.00114466+0.0019691j 0.00348089-0.00197404j -0.000636168-0.000221189j -0.00175605+0.00112179j 0.00050977+0.00230352j -0.0035887-2.65726e-05j 0.0019358-0.00318571j -0.000114929+0.00197032j 0.000310334-0.000973252j 
0.00330324-0.00712872j -0.00329254-0.00250261j 0.0100133-0.00893017j -0.00752631-0.0163998j 0.00881179-0.00926863j -0.00543504+0.0294528j 0.00454678-0.0107728j -0.0120636+0.00447659j 0.00832545-0.0237101j -0.00702421-0.00151285j -0.0250137+0.0132082j -0.00297693+0.0142554j -0.00691389-0.0047663j 2.0118e-05-0.00372753j -0.00190585+0.0224051j -0.00158518-0.0022775j 0.00814272-0.0216627j 0.00673926-0.00591758j -0.00801091+0.00359674j -0.0166088+0.013671j -0.00811206+0.00385819j 0.00290945+0.00772648j 0.00996626-0.012762j 0.000306901+0.00295905j 0.00385625-0.00367299j 0.00313765-0.00807623j 0.0038297-0.00260997j 0.00178039-0.00089377j 0.00662296-0.000232367j 0.00411802+0.00367848j 0.00191559-0.0039481j 0.00770878-0.000153023j 0.0055784-0.0116671j -0.00672029-0.000684425j -4.81101e-05+0.000276194j -0.0024325+0.00239971j -0.00465652+0.00276409j 0.00152607+0.000311072j -0.00280755+0.00468177j -0.00561703+0.00220435j 0.00376931+0.000333253j -0.00276991+0.00474109j -0.0027291-0.00144423j 0.00210751+0.0100325j 0.00431263+0.0021897j 0.00469254-0.00634117j 0.00677661-0.00655634j -0.00347683-0.00476014j -8.80963e-05+0.00235912j 0.00475962-0.000343267j -0.0027536-0.00208164j 0.000260517-0.000520027j 0.00151495-0.00122114j -0.00589106-0.0012297j 0.00549078-0.00829683j 0.00362577+0.000717229j 0.000366467-0.00189432j 0.00241983-0.00397029j -0.000838559+0.000283335j 0.000790784-0.000930193j 0.00146777+0.00314198j -0.00219164-0.00365867j -0.00650162+0.00258222j 0.00134194+0.00110941j -0.00104725+0.00547915j -0.00289847-0.00223093j -0.00306453-0.00253831j 0.000772195+0.0039249j -0.000363526-0.00496266j 0.00077335+0.00236243j -0.00202429-0.0012737j -0.000166155-0.000739286j 
-0.0087561-0.00324549j -0.00164261+0.0062217j -0.000407134-0.0109492j -0.00510263-0.000201334j 0.00193387+0.00199238j 0.00485462+0.00318166j -0.0295971-0.0211908j 0.010044-0.0123234j 0.0100242+0.00180909j 0.0232686-0.0152421j 0.0113439-0.00485263j -0.0145473-0.0126129j -0.00502255+0.00934566j 0.00330934-0.0120402j 0.01762+0.0142712j 0.0129453-0.00270401j -0.0150757-0.00415663j 0.00675726+0.00575545j 0.00238729+0.00177747j -0.00841782+0.0104555j 0.000335682+0.00616503j 0.0118796+0.00345754j -0.0111726-0.00439j 0.00133922-0.00285225j -0.0112314-0.00730636j -0.000433665+0.00167737j -0.00794648-0.00050474j 0.00400046+0.00319908j -0.00125211-0.00652928j 0.000226482-0.0050194j 0.000427342-0.00471661j -0.00629224+0.00109433j -0.00618263-0.000516449j 0.00625681+0.0019777j 0.00180785+0.00134868j -0.000831858+0.00161942j 0.00356958-0.00170887j -0.00620047-0.00437182j 0.00887278-0.00252575j 0.00662951+0.00400806j -0.00641703-0.0060985j 0.00183562+0.000656962j -0.00213556+0.0013193j 0.00500936-0.00726138j 0.00402276-0.00244591j -0.00765315-0.00033362j 0.00593654-0.00552785j -0.00199056+0.00229281j -0.00243479+0.000264032j -0.00343651-0.00683653j 0.00191867+0.00429031j -0.000778921+0.000626563j 0.00289711+0.000789492j 0.00408319+0.00179109j -0.0038242+0.00229047j -0.00195999-0.00254392j -0.002894+0.0035618j -0.0064455-0.00113648j 0.00843512-0.000924978j -0.00189608+0.00318974j 0.000778207-0.0115652j -0.00231759+0.000755323j -0.00195771+0.00376853j -0.00138627-0.00540075j 0.00133478-0.00390739j -0.00170609-0.00128952j 0.000128341+0.00186901j 0.00338841-0.00359907j 0.00167186+0.00223321j -0.00416112+0.00101589j 0.00432259-0.00162686j 0.00112374-0.00736989j 
-0.00563751+0.000129399j 0.0028277+0.00588039j -0.00465679-0.00971657j -0.00343392+0.0030531j 0.0153682+0.0285825j -0.0233237+0.0205533j 0.0068708+0.0111939j 0.000973815-0.00553839j 0.00410305-0.00318078j 0.00661079-0.0089654j 0.00676477-0.000611718j 0.00505633-0.000695149j 0.00817333-0.00416576j 0.018441-0.00526055j 0.0237725+0.00888175j 0.00334458+0.00675657j -0.00902867+0.00419039j -0.00643734+0.00901106j -0.00312034+0.00898119j -0.00814041+0.00288353j 0.00316049-0.00774367j -0.00246837-0.00184184j -0.000729035+0.0037125j 0.0114903-0.000377629j 0.00863683-0.00195186j 0.0112851-0.000295018j -0.0010101-0.00587279j -0.00302279-0.000409682j 0.0015942+0.00680358j 0.000109571+0.00123977j 0.00893603+0.00956783j -0.00509121+0.00174103j 0.00739172+0.00307936j 0.00485888-0.0123608j -0.00711411+0.00236165j 0.000221061-0.0012726j 0.000818496-0.00511787j 0.00894215+0.00228534j -0.00325129-0.00592772j -0.00538399+0.000732383j 0.00374113-0.000421311j 0.00489682-0.00523976j 0.0053956-0.00551051j -0.0101158-0.00236419j 0.00039368+0.0076916j 0.00635812+0.00660981j 0.00421133+0.00199096j 0.00530969-0.00516246j -0.00201848-0.00319803j 0.000910149+0.00824741j -0.00178489-0.00089543j -0.00262681+0.00123355j -0.000344744+0.00239121j -0.000744276+0.00162093j 0.000918503+0.00403177j -0.00149983-0.00158347j -0.00335015-0.00434145j 0.00704201+0.000185824j 0.00126875+0.00297851j -0.00187804+0.000666898j 0.00395443+0.000972891j 0.00681956-0.00616062j -0.00149655+0.000311455j -0.00354402-0.00158435j 0.00221653+0.00787675j 0.00332674-0.00589618j -0.00216711-0.0021896j -0.0047155-0.00220262j 0.00311623-0.00122473j 5.26003e-05+0.00144674j -0.00137575+0.00361968j 0.000518546+0.00273983j 
0.00134238-0.00830109j -0.00746792+0.00389361j 0.00317302+0.00521222j -0.00308381+0.00408602j -0.00987894+0.0213255j -0.00766776-0.00679357j 0.0135063-0.0163679j 0.0281201+0.00839419j 0.00740327-0.00219262j -0.00152878-0.002797j -0.0170668+0.00455821j -0.00698994+0.00937662j -0.00108365+0.0232796j 0.0177708+0.00407983j -0.0118741+0.000751276j 0.00811504+0.0135181j -0.00747579+0.00489499j 0.00671003+0.00712553j -0.0166613+0.00251564j -0.0063521-0.0108091j 0.00178297-0.00217405j 0.00638511+0.00490035j 0.00265634-0.00182637j 0.00816602-0.00697813j 0.005884-0.000572324j 0.00805963+0.0044552j 0.00698487-0.00227166j -0.00195518+0.00121595j -0.00568114+0.00265213j 0.000749087-0.0036755j -0.00143677+0.00181592j -0.00642311-0.00645989j -0.00263947+0.00108757j 0.000440096-0.0016953j -0.00627984+0.00121472j -0.000369627+0.00670629j 0.0062409+0.00125983j 0.00127519+0.00119923j 0.00999253+0.0049132j 0.00229282-0.00679688j 0.000632356-0.00308894j -0.00246911+0.00395732j -0.00182945+0.00228252j 0.00564685-0.00274205j -0.000694043-0.00131887j 0.000167054+0.00129624j 0.00341284+0.00814945j 0.00225384+0.0029029j -0.00111573+0.00168799j -0.00167052+0.00163368j -0.00402395+0.00285736j 0.00676057-0.00444507j -0.00260578-0.00525637j 0.00365817+0.00555232j -0.00603619+0.00247584j 0.00283427-0.00265853j 0.000837896-0.00394193j 0.00405798-0.00341444j -0.00159607+0.00723021j 0.00161528-0.00502836j 0.00595507-0.00407921j -0.00201634+0.00415j -0.0020059-0.000909786j 0.00433752-0.00128727j -0.000857904+0.00574611j -0.00116317+0.00621965j 0.00579528+0.0078749j 0.00722617-0.00747822j 3.59187e-05+0.00810845j -0.000353691+6.5109e-05j -0.00492862+0.000932217j -0.000925383+0.00156573j 
0.00546829-0.00167141j 0.000744524+0.00426228j -0.0185263-0.0107554j -0.0169791-0.037089j -0.0207434+0.0207427j 0.0170195+0.0105633j -0.00715153-0.00758821j 0.007397+0.0127253j -0.0148037-0.019477j 0.00388282+0.00538222j 0.0120711+0.00907429j 0.00204619-0.00516975j -0.000912186-0.00671615j -0.00125836+0.00371913j 0.00655526+0.0202131j -0.0125978+0.00633053j -0.00365211-0.00321554j 0.00356157+0.000674293j -0.000594084+0.00300899j 0.0199767+0.00494646j 0.016791+0.0110591j 0.00448095+0.012331j -0.00793464-0.00870689j 0.00437523-0.000297757j 0.0058423+0.00328481j -0.000223296-0.000705126j -0.00720757-0.00639331j 0.0037065+0.00272075j -0.0105822-0.00218547j 0.00381247+0.0063207j 1.96983e-05+0.00395345j -0.0025145-0.00888253j -0.0026818-0.00761904j 0.00338948+0.00198524j -0.00408091-0.00261526j -0.00502557+0.00121196j 0.000483535+0.00283204j 0.00460767+0.00144434j -0.000501256+0.00879599j 0.00810604+0.00277147j 0.00202323+0.0019084j 0.00238951+0.00161785j 0.00316175+0.000853274j 0.00390579+0.00755024j -0.00261318+0.000778511j -0.00822683-0.000698694j -0.0110944-0.000540258j -0.0005443+0.00093647j 0.00258715-0.000532445j -0.00124702+0.00381952j 0.00097202-0.00282818j -0.00273278-0.00152454j -0.000904122-0.00274616j 0.000705496-0.00155916j -0.0117557-0.00451534j -0.00172888+0.00338954j 0.000665037-4.01316e-05j -0.00381888+0.00378068j -0.00659946-0.00452267j -0.00292524+0.00124641j -0.000493928+0.00655666j -0.00443922+0.00233975j 0.00717574-0.0018194j -0.000117187+0.00161492j 0.00224878-0.00474586j -0.00321804+0.00270219j -0.000170286+0.00274261j 0.00166808+0.00291021j -0.00101799+5.7762e-05j 6.15081e-05+0.00198116j -0.000644454-0.00432989j -0.00388112+0.00286521j 
-0.0024393+0.00694483j 0.00105327+0.0138736j -0.0160473-0.017666j 0.0181462-0.00657139j 0.00706415-0.00903163j -0.0120006-0.00774668j 0.0222956-0.00159185j 0.00611046+0.013837j 0.0201045-0.00155121j -0.0109336-0.0173501j -0.0104466-0.0148918j -0.00040903-0.00185921j -0.000153008+0.0112219j -0.00560564-0.00156531j -0.0140907+0.0131078j -0.0030938-0.00260244j 0.00818767+0.00162672j 0.00191711+0.00268778j -0.00179675+0.00259756j 0.004269+0.0134365j 0.000423698+0.0151881j -0.00820943-0.00538782j -0.000385544-0.00601508j -0.000931556-0.00402956j 0.00447259+0.00212212j 0.00126885+0.00162465j 0.00254214-0.00861443j -0.000916015+0.00869756j -0.00274348-0.00546718j 0.0028812+0.00495388j -0.00292534+0.00330458j 0.00235202-0.00155691j 0.00822269-0.00311776j -0.000219198-0.00288492j 0.00561737+0.00233113j 0.000387733+0.00137551j -0.00424642-0.0021853j 0.00135669-0.00154854j -0.00814169-0.000804262j 0.00537006+0.00407663j -0.0015173+0.00143261j -4.3337e-05-0.00444983j 0.00154748-0.00304006j -0.00619001+0.00442414j 0.00272283+0.00356415j -0.00257478-0.00064107j 0.0014798-0.00734129j -0.00272059-0.00767591j 0.000532408-0.000924474j -0.00287516+0.00727893j 0.0053617+0.000711436j -0.00222984+0.0020407j 0.000849235-0.00489455j -0.00171568+0.00242725j -0.00268272-0.00646411j -0.00167663-0.000125308j 0.00027702+0.000358349j -0.00057618+0.00620451j 2.19122e-05-0.00305509j -0.00524375-0.00082359j -0.00544051-0.00026239j -0.00611817-0.0043325j 0.00301295+0.0019518j -0.00824189-0.00328441j 0.0033728+0.00182782j -0.00926341-0.000310359j -0.00371231+0.000482383j -0.00515228+0.00416948j 0.00699818-0.00445811j -0.000951169+0.00675385j 0.00284418-0.00786707j -0.00513896-0.00320698j 
