0.124858+0.141195j -0.164905+0.120776j 0.0780471+0.230323j 0.234369-0.0281299j -0.06353-0.125958j 0.0637347-0.0952071j -0.148181+0.0441512j -0.00578966+0.209247j 0.0481936-0.0194897j -0.00702178-0.0304405j -0.072752+0.05123j 0.078483-0.0131611j -0.137952-0.1057j 0.0468455-0.049807j -0.0372287+0.035424j -0.0423103-0.0341385j -0.0150023+0.011913j -0.0508331+0.0203387j -0.0138611-0.0286334j 0.121478-0.175127j 0.0408399+0.0886729j 0.0330742+0.0276371j -0.0601919+0.071499j 0.0608499-0.0916994j -0.017034+0.0187893j 0.03852+0.0981881j 0.0948556+0.00872285j 0.065762-0.13917j -0.0427844+0.0147677j 0.0935963-0.0420247j -0.116565-0.0054635j -0.0158136+0.0711187j -0.0514823+0.0066321j -0.0170163+0.0161942j 0.00311579+0.0555644j -0.0477808+0.00583337j -0.0312797+0.013693j -0.024884-0.0299697j 0.00209868-0.104146j 0.05909+0.0414143j 0.0443452-0.068085j 0.0279541+0.00480424j -0.0626983+0.0202196j -0.0906427-0.022937j 0.0308879-0.0400351j 0.0886783-0.045997j -0.00466653+0.0953042j 0.021083-0.0260094j -0.113862-0.0597477j 0.0966159+0.0461837j 0.0425065+0.0657037j -0.0702033+0.0465499j 0.044013-0.108365j -0.0327045+0.000971513j -0.0475966+0.0118998j -0.0806599+0.0630249j -0.0226161+0.0400043j 0.0757308+0.00307442j 0.0873601+0.0457014j 0.0134615+0.0428637j 0.0921003-0.0500058j 0.0698394-0.0584495j -0.179554+0.0456123j 0.0818142+0.0317674j -0.0851727+0.106811j 0.0563347+0.131114j -0.135341+0.14963j -0.120942-0.173085j 0.100554-0.152045j -0.166209-0.125228j 
-0.00461392-0.00532042j 0.000643005-0.00320807j -0.0131183+0.00306647j -0.00433353-0.01279j 0.00264393-0.0084919j -0.00582875-0.00204672j 0.00388888-0.00509197j -0.000207537+0.0041315j -0.00566808-0.0080944j -0.00250098-0.00543598j -0.000520611+0.00325484j 0.0010001-0.00302877j 0.00281605-0.00262091j 0.00580854-0.00150908j 0.0020709+0.00106299j -0.0108068-0.00236126j -0.00298218+0.00686747j -0.00104963-0.000468134j -0.00124699-0.00149451j 0.00466102-0.00300611j 0.000304441-0.00239501j -0.00526993-0.00610339j 0.00214066+8.5893e-05j -0.0053578+2.08646e-05j -0.00177512+0.00125761j 0.00307068+0.00982204j 0.000918339-0.00239288j 0.00431011+0.005535j -0.00281767+0.00573304j -0.000693164+0.00146733j -0.00821987+0.00300869j -0.000325621-0.000737255j -0.00501616+0.00834431j 0.00498216-0.00288651j -0.000916713+0.000737007j 0.0012913+0.00201323j 0.00277961-0.000450681j -0.00127219+0.00342832j -0.00555455+0.00349326j 0.000819531+0.000309576j -0.000315323+0.000962977j 0.00115039+0.000216957j -0.00118804-0.00145236j 0.0016996-0.000180477j 0.000896867-0.000842982j -0.000895198-0.00127525j 0.00146587+5.13694e-05j 0.00381755-0.000626941j 0.00376972-0.000158161j 0.00514533+0.00305212j 0.000292751-3.87654e-05j -0.000207662-0.0038467j 0.0010038+0.000870697j -0.00086443+0.000428356j 4.69572e-05+0.000283389j 0.00176364+0.00143058j -0.00272707-0.00274896j -0.00318727+0.000422803j 0.00200717+0.00538802j 0.000238298-0.00114489j -0.00127198-0.00222194j 0.000191517+0.000772213j -0.000219741+0.00107726j 0.00197697-0.00554799j -0.00106561+0.00198721j -0.000695993+0.00104149j 0.000282693+0.00104621j 0.00148737-0.00182156j -0.00183752+0.0012554j 0.000781189+0.00173403j 
0.00339986+0.00427827j -0.00117188+0.000863118j 0.00810918-0.00643371j 0.00741646+0.00695083j 0.000418479+0.00419695j 0.00358429+0.00131011j -0.00430689+0.0053283j -0.00212847-0.00423659j 0.00574672+0.00684987j 0.00212+0.00264566j 0.000357632-0.000634155j -0.000705281+0.00420885j -0.0017288+0.00116975j -0.00699332+0.00145999j -0.00079603-0.000455023j 0.00413496+0.00149759j 0.00512756-7.77872e-05j 0.00121579+0.00242327j 0.00216449+0.00219113j -0.00476949+0.00523305j -0.00037911+0.000925335j 0.00163552+0.00561335j -0.00291448-0.000367412j 0.00201238+0.000583286j -0.000142054-0.00141784j -0.000544849-0.00647407j 0.000577795+0.00162337j -0.00178456-0.00575738j 0.00230335-0.0013291j -0.000123024+0.00109788j 0.00587105-0.000251185j 0.00103241+0.00115894j 0.00392177-0.00479349j -0.000501028+0.0030984j -0.000629983+0.000731898j 0.000227047-0.0022203j -0.000714157+0.00126608j 0.00215805-0.00175392j 0.00473617-0.00187649j -0.000486577+0.000827523j 0.00103626+0.000245258j -0.00147113-0.00169839j -0.000179877+0.00208817j -7.97141e-05+0.00164902j -0.000624206-0.000577801j -0.000254517+0.00192359j -0.0034813-0.000783349j -0.00346589-0.000370346j -0.00283446+0.00198698j -0.00451559-0.00273973j 7.08738e-05-0.000616337j -0.00146037+0.00353182j -0.00281898+0.00156439j 0.00162569-0.00106236j -0.000819787+0.000167301j 0.0012908-0.000778535j 0.00196234+0.0015751j 0.00184819+0.000442723j -0.00130303-0.0021509j -0.000489538+0.000443191j 0.000130862+0.00209617j -0.00055981-0.0014945j 0.000478619-0.00293662j 0.000684774+0.00414976j 0.00182075-0.000978278j -9.80865e-06-0.000507078j 7.19353e-05-6.46286e-05j -0.000718968+0.00190442j 0.000844435-0.000507997j -0.000242391-0.00128587j 
-0.00073179+0.00230267j -0.00486388-0.00553517j -0.00481917-0.010466j 0.0135621-0.00707786j 0.00395632-0.000954621j 0.00374097-0.00710754j 0.00327477+0.00376309j -0.00580446+0.000876938j 0.00815787+0.00129208j -0.00242043-0.00330913j -0.000666824+0.00564844j 0.00101898+0.00289674j -0.00113566+0.000641504j -0.0031943+0.00451527j 0.00733129-0.00165942j -0.00198213+0.0012909j 0.00290098+0.0072212j -0.000374871-0.00102551j -0.000892963+0.00203615j 0.000347123-0.00081257j -0.00198454-0.00452875j -0.00666853+0.00137904j -0.00149388-0.00191295j 0.00205826+0.00217006j -0.00220488-0.000402749j 0.00787349+0.000386052j -0.00208751+0.0019437j 0.00546584-0.00820518j 0.00134161+0.00329299j 0.000247166+0.00170071j 0.0010134+0.00744713j 0.000587748+0.00223277j 0.001445+0.00100889j 0.00610309+0.000241835j -0.00316395-0.00240033j 0.000354267-0.00140795j 0.00571542+2.62317e-05j 0.00137103+0.000214766j -0.00199026+0.00331247j 0.00264665+0.00216862j -0.0018729+0.00100809j 0.000274272-8.73425e-05j -0.00151358-0.00219306j -0.00351075-0.00107564j 0.000689529-0.00253829j -0.00321268-0.00119876j -0.00459766+3.56462e-05j -0.00264712-0.00321157j -0.00494996+0.000393953j 0.000984472-0.000420549j 0.00136519-8.8454e-05j 0.000207627-0.00166843j -0.00245012+0.00218525j -0.000859967+0.00186564j 0.00449869+0.00278919j 0.000542668+0.000524597j 0.00256635+0.00203286j 0.000522958+0.00174495j 0.00417362+0.00314394j 0.000463362-0.00369559j 0.000704866+0.00199974j 0.00019853-0.00116396j -0.00198726-0.00476345j 0.000429278+0.000319455j -0.000388217+0.00110157j -0.000564741-0.00396397j -0.00346773+0.00448622j -0.000900645-0.000580694j -0.000132254+0.0012618j 0.00101421-0.000489241j 
-0.00166513-0.000904565j 0.000823557-0.000993929j -0.000528495+0.000552596j -0.00422241-0.00023485j 0.000144298+0.00287439j -0.000423605-0.00215442j 0.000770545-0.000783677j 0.00291134+0.000355444j -0.00142503-0.00512754j -0.00207823-0.00117477j 5.77932e-05-0.00472961j -0.00169861-0.00188726j 0.00350478-0.00269321j 0.000892583-0.00430845j -0.00148883+0.000197516j 0.00252801-0.00158134j -0.00336502-0.001969j -0.00399933-0.00532618j 0.00250514-0.00113496j 0.000687234-0.000660154j 0.001455-0.000240964j 0.00340842+0.000871792j -0.00292465-0.00206773j 0.000510797-0.00291445j 0.00102058+0.00181958j 0.00227076+0.000542681j 0.00395037-0.000682565j 0.000700517+0.00187829j -0.00287325-0.000382925j -0.00123544+0.000592616j -0.000999543+0.00236256j 0.00165578+0.000336868j -0.00298028+0.000623485j -0.00035881-0.00130778j 0.00274775-0.000929831j 0.00205854+0.00414444j 0.00148083-0.00197008j -0.00170324-4.18059e-05j -0.00279925+0.00107917j -0.00395986-0.000950471j -0.00279512+0.00076803j 0.000583178+0.000552735j 0.00245511-0.000370373j 0.00252918+0.000183568j 0.00225522+0.000142551j 0.0028904+0.000821221j 0.00258816+0.000437924j 0.00373907+0.00214666j 0.00410781-0.00197815j 0.000288537+0.000134229j 0.00244728+0.00148722j 0.00162201+0.000533943j 0.00248917-0.00296406j -0.000863025-0.00120843j 0.00196953+0.000327273j -0.000135134-0.00128181j -0.0018744-0.000722274j -0.000894847+0.00122546j -0.00188276-0.000250243j -0.00228248+0.000839352j -0.00166228-0.00108217j -0.00150958+0.00264366j -0.00094428+0.000963644j -0.00091622-0.00266797j 0.00112821+4.11709e-05j 0.000902336+0.00140263j 0.00300273-0.00130467j 0.000158623-9.12603e-06j 0.000706407+0.000922509j 0.000998374-0.000386932j 
-0.000479806+0.00152655j -0.00303884-0.00275863j -0.0037256-0.00462371j 0.0106511-0.00291116j 0.00250418-0.00275302j -0.00358894-0.00703489j -0.00124925-2.4012e-05j -0.000979258-0.00102113j 0.000551077+0.000922723j -0.000857936+0.00120303j -0.00180067+0.00271354j -0.00208907+0.00607234j -0.00842951-0.00400479j 0.000145991+0.0015521j 0.00261472-0.0029885j -0.000967361+0.000240818j -0.000720709-0.00118999j -0.0016231-0.00190294j 0.00258814+0.00250529j 0.000196876-0.00646455j -0.00303436-0.00939513j 0.00042109+0.00198757j 0.00453975-0.00562906j 0.00338715-9.93858e-05j -0.000250535+0.00379325j 0.00644816+0.00257386j -0.00346831+0.00346943j 0.00402522-0.0027232j -0.00156714-0.00426478j 0.000319701-0.00355886j -0.00110615+0.00172969j 0.00110161-0.000687024j -0.00515907-0.000457628j -0.00246709-0.000991j -0.00278074+0.000602226j -0.000943824+0.00122462j 0.00535888-0.00430863j -0.00144874-0.00413411j 0.00101986-0.00287848j 0.000686097-0.0019012j -0.00162301-0.00136876j 0.000965938-0.00215645j -0.00272941-0.00123424j -0.00324537-0.000263502j 0.00225365-0.00120628j -0.0044075-0.00304209j 5.84273e-05-0.000688104j -0.00174232-0.00147537j -0.00478702-0.000559583j 0.00284155-0.000782793j 0.00093071+6.59205e-05j 3.81908e-05-0.00371214j -0.00014746-0.000146745j -1.83765e-05+0.00149964j 0.0026003+0.00274874j -0.0032425-0.000245965j 0.000748009+0.00133122j 0.00199887+0.00120542j 0.00305888+0.00379226j 0.000344083-0.00218785j 0.00218943+0.00120989j -0.000236225-0.00141061j -0.00252341+0.000367558j -0.00101175+0.00161639j -0.00386772+0.00207607j 0.00201429-0.00208936j -0.00203192+0.00364497j -0.00086025-8.67637e-05j 0.000733208+0.00049074j 0.000840086-0.00121841j 
0.00222454+0.00297787j -0.000928924+0.0027364j 0.00767796-0.0022615j 0.00454696+0.00853527j 0.00289344-0.00145353j -0.00355177-0.00172237j -0.000476721-0.00540861j 0.00684607-0.00416778j -0.00154299+0.00337473j 0.00435236+0.00157083j 0.00334712-6.97514e-05j -0.00524765+0.000525982j 0.00406658-0.00672814j 0.000843392+0.000371383j -0.007308-0.00101419j 0.00142323+0.00241767j 0.00012907+0.00518003j -0.00160773-0.00202089j 0.00401306-0.00033482j -0.00106307-0.00231396j -0.004217+0.00248397j -0.00416625+0.00465629j 0.00154758+0.00104407j 0.0049252-0.00266058j 0.000217055+0.00609931j 0.00110747-0.00607536j 0.00146391-0.00363182j 0.000877408+0.000867884j -0.00119798-0.0010628j -0.000375097-0.00316633j 0.000330884-0.000861152j 0.00299976-0.00117058j 0.00283037+0.00136142j -0.00313308-0.00061279j -0.00129041-0.00347491j -0.00221105-0.00238919j 0.00409616-0.00128859j -0.00253707-0.00277811j 0.000425193-0.00130163j -0.00105549-0.000587667j 0.000269829+0.00154131j -0.00330931-0.00133637j 4.43337e-05+0.00118788j 0.00152513+0.000887598j -0.00154754-2.37205e-05j -0.00189631+0.00142787j -0.000735661-0.000880135j -0.00227187+0.00147194j -0.00237391+0.00228532j -0.00170662-0.0004206j 0.00261848-0.00026258j -0.00202681+0.001203j 0.00283538+0.0031105j 0.0020655-0.000386852j 8.7262e-05+0.00210898j -0.00123621-0.00217081j 0.00224613-0.000170804j 0.00158896-0.000501459j -0.00182125-0.00166737j -0.000632744-0.00102609j -0.000155249+0.000483887j -0.00176216-0.00154938j -0.000211933-0.000343665j 0.00136833+0.00540086j 0.000651137-0.00113958j 6.20689e-05-0.00122244j -0.00110898+0.000793599j 0.000235809+0.00261564j 0.00141049-0.000888364j -0.000338998-0.000400872j 
0.000421504-2.99943e-05j -0.000311748+0.000187803j -1.06117e-05+0.00102813j -0.00351375+2.72351e-05j 0.000525799+0.00101673j 0.00351335-0.000756157j 0.00278199+0.00298464j -0.00242674+0.00280399j -0.000600347-0.00145827j -0.00286702+0.00401983j -0.00392222+0.00158778j 0.00228097+0.000872012j -0.00176046+0.00558757j -0.00325093+0.0018266j 0.00178677-0.0019926j -0.00152403+0.000220106j 0.00104101-0.00231808j 0.00275837+0.000898301j -4.11313e-05-0.000872519j -0.00200159+0.00361973j 2.98356e-05+0.000318454j 0.00471328-0.00169393j 0.00284406-0.00471965j -0.00141589+0.00113905j 0.00231335-0.00175214j -0.00255609+0.00108073j -0.00242296+0.00368506j -0.00132397+0.00189681j 0.00126816-0.000131276j 0.00168246-0.0001101j 0.00238241-0.0014668j -0.00452847+0.00145162j 0.00326028-0.0031844j -0.000532174+0.000886446j -0.00138394+0.000903022j -0.00134696+0.00169866j -0.00157098-0.00118212j 0.00215041-0.00132087j 0.00377381-0.00109573j 0.00233021+0.000710572j 0.000609523-0.00312101j 0.000304275-0.00163961j 0.00159594+0.000491773j -0.00143329-0.000777295j -0.00170958-0.000269016j -0.000861353-0.00114534j -0.000878928+0.00120714j -0.00267945-0.000479299j -0.00189887+0.000758771j -0.000782479-0.00180628j -0.00316642-0.000272931j 0.00172704-0.000904007j -0.00246823+0.000759238j 0.00041717+0.00126501j -0.0012781-0.000508202j -0.00134839-0.000577243j 0.000545111+6.03033e-05j -0.000631468-0.00225209j 0.000183541-0.00165643j 0.00267571+6.28752e-05j 0.000537669+0.00110954j 0.00186433-0.000393254j 0.00057638+0.00187256j -0.00108796+0.00147853j -0.000345239-0.00155189j -0.00055807-0.000280673j -0.00018406-0.00202108j -0.00103386+0.00124982j 0.000138516+0.000724967j -5.18046e-05-0.000325054j 
0.000538225+0.000138403j -0.000710745-0.000576945j -0.00188571+0.000243584j 0.00330476-0.001665j -0.00137927+0.00162689j 0.00217582-0.00121679j 0.00242806+0.00145275j -0.00301839+0.000688767j 0.00297699-0.000475532j -0.000353936+0.000761762j 0.000943336+0.00138261j -0.000740761-0.000840399j -0.000825416+0.00101375j -0.00144406+0.00176562j 0.00364288+0.000771317j 0.0030482+0.000303424j 0.000648002-0.00142832j 0.000437795+0.00115855j -0.00101239+0.000378677j 0.00208383+0.000688871j 0.00112033-0.000224892j -0.00140258+0.000307931j -0.0015878+0.0018329j -0.000189122+0.00107531j 0.00106453-0.00116852j -3.3958e-05-0.000701814j 2.01371e-05-0.00065136j -0.000723668-0.00351438j 0.00287528+0.000570615j 0.000633384+0.00019489j 0.00162926+0.00136386j 0.000170909+0.0011949j 0.00121843-0.00152729j 0.00197027-0.000951499j 0.000843655-0.000152695j 0.000699015-0.000330244j 0.000326522-0.000238348j 0.000776516+0.000640795j -0.000826404+0.000753772j 0.00151766+0.000327262j -0.00099321+0.000297803j 0.000964569+0.00120597j 0.000208009-0.000938695j -0.0023343-0.000941881j 0.000139546+0.000488008j 0.000965323-0.000445518j -0.00104406-0.000813139j -0.00024987-0.000759377j -5.28712e-05-0.00211177j 2.49509e-05+0.000726384j -0.000405047-0.000400191j 0.00135608+0.00024233j -0.000301385-0.00185472j -0.000761091+0.000239859j 0.00121513-0.000238771j -0.000215087+7.07885e-05j 0.000527929+0.00144997j 0.00149583+9.00717e-05j 0.00115583-0.000755313j -0.000917241-0.00110461j 0.000404671+0.000704444j 0.00029553+0.00129895j -0.000129225-0.00118164j -0.000125369-0.000744151j 0.00148432+0.000124294j 0.000514441-0.0015082j -0.00165822+0.000960761j -2.10822e-05-0.00220913j -0.000421124-2.28006e-05j -0.000137765+0.000163562j 
-0.00225952-0.000901234j -0.000765359-0.00154007j -0.00478718+0.00295211j -0.00396556-0.00539601j 0.000895749-0.000608968j -0.000544105-0.000466401j 0.000196847-0.00216109j 1.68825e-05+0.00373109j -0.00297676-0.00333515j -0.00408318-0.0024268j -0.000840281+0.00135501j 0.00236036-0.000424021j -0.000100793-0.000298714j 0.00187562-0.000916499j 0.00315916-0.000120397j -0.00405786+0.000170646j -0.000817643+0.00195887j -0.00114922-0.00157201j -0.00197777-0.00122593j 0.00133459-0.00160827j -7.29612e-05-0.00146044j 2.7044e-05-0.00306995j -6.73275e-05-0.00202961j -0.00171619+0.000300543j -0.000153304-0.00103452j 0.00340287+0.0040147j -0.00155041+0.00100033j 0.00276604+0.00028399j -0.00116329+0.00232377j -0.000971303+0.00117707j -0.00277066+0.00286346j -0.00124466+0.000692756j -0.000806282+0.00386496j 0.00187923-0.00104456j 0.000311311+0.000979191j 0.0010638+0.00127978j 0.00046345+1.48951e-05j 0.000252217+0.00257764j -0.00160876+0.0020835j 0.000468806+6.07786e-06j 0.000171202+0.000172446j 0.00164929+0.000621656j -6.89553e-05-0.00192087j -0.000406927+0.000250327j 0.000876007-0.000706234j -0.000409014-0.00079601j 0.00060039+0.0011686j 0.00137798-0.00111361j 0.000579479-0.00116975j 0.00217084+0.000754262j 7.01689e-05+0.000406118j -0.000168152-0.00123639j -0.000399538-0.00160703j -0.000593378+0.00113113j 0.000812117-0.00029792j -0.000873592+0.00109432j -0.0019212-0.000468577j -0.00218116-6.8212e-06j 0.000880859+0.00312486j 0.000191729+2.53414e-06j -0.000442514+0.000323678j 0.000648393+0.000502345j -0.00110678+0.00157195j 0.000309305-0.00221077j -0.000910669+0.000137263j -0.000241205+0.00144768j 0.00166191+0.00118657j -7.82373e-05-0.000614914j 1.01753e-05+0.000624002j 0.000394974-0.000179267j 
0.00106632+0.000552677j -0.00188619-0.000540589j -0.00366065-0.0035202j 0.00468996-0.00276083j 0.000394752+0.00156282j -0.00054569-0.00332922j 0.002372-0.000783987j -0.00355095+0.00201856j 0.00363157+0.000421424j -0.00122716-0.000940987j -0.000890688+0.00213589j -0.000614891+0.00457752j -0.00192582-0.000668839j -0.00219217+0.00248779j 0.00239648-0.00279399j -0.000536877+0.00113328j 0.0031333+0.00303019j -0.00160515-0.000195134j 0.000469853+0.000171587j -0.00192894+0.000921944j -0.00231025-0.00187718j -0.00131432+0.00173005j -0.0014391-0.00200628j 0.000943975+0.000469766j 0.000495565-0.000239584j 0.00368605-0.00155637j -0.000738841+0.00259731j 0.000966349-0.00440086j 0.000962493+0.000804309j -0.00092386+0.000692897j 0.000717891+0.0032139j 0.000860715+0.00180183j 0.00140136-0.000630407j 0.00127429-0.00065714j -0.00228168+0.00115326j 0.000436076-0.000294947j 0.00327468-0.000875615j 0.000828052-0.000300251j 0.000563954+0.000425402j 0.00101353-0.000285279j -0.000910634-0.000749262j 0.000424963-0.00109745j -0.000439962+0.000476373j -0.00135247+0.000408613j 0.000456915-0.000674714j -0.00264245-0.00115043j -0.00261175-0.00030042j -0.00156499-0.00188701j -0.00231044+0.000211328j 0.000387205-0.000817988j -0.000358784-0.00124833j -0.000628266-0.00118846j -0.00123155+0.000886568j -0.000270538+0.00124053j 0.00237933+0.000929683j -0.000926792-0.00051203j 0.000785288+0.000293971j 0.000704647-0.000531668j -5.20846e-06+0.00184919j 0.000556186-0.00153124j -0.000471191+0.000347511j 0.000276667-0.000749282j -0.00184656-0.00312925j -0.00121494+0.00032162j -0.00052759+0.00076816j -0.00103241-0.00155282j -0.00231284+0.00192498j 0.000373477-0.000250337j -0.000778217-0.000634493j -0.000810822+0.000384505j 
-7.8669e-05+0.000628328j 0.000358485-5.21219e-05j 0.0049506+0.000189481j -0.00113066+0.00461415j 0.0026324+0.00323648j 0.00364973-0.000323637j 0.00263474-0.00177519j 0.00321891-0.000233587j -0.00180065+0.000742568j -0.00043806+0.00168898j 0.000310199-0.00102367j 0.00144953-0.00122508j 0.00297306-0.000492813j 0.00170244+0.00226452j 0.00124169+0.000887558j 0.00212675-0.00117185j -0.0029462-0.000657963j -0.000132832-0.00357605j -0.000681945-0.00123119j 0.000387371-0.000711896j -0.000359448+0.0014005j 0.00148914-0.00222666j 0.000345706+0.000301908j 0.00225693-0.00349916j 0.000538466+8.77839e-05j -0.00161772-0.00143278j -0.00225411+2.27645e-05j -0.00155955+0.00154259j -0.000625669-0.000555406j -0.000259212-4.03073e-05j 0.000137276-0.00136418j -0.00067418-9.09874e-05j 0.0014912+0.0022807j -0.000203871+0.000675563j 0.000495127-0.00308761j -0.00219245-0.00122744j 0.000573976+1.29274e-05j -0.000800989+0.0004004j -6.85491e-06+0.00078495j -0.000608074+0.00023435j 0.001497+0.000113487j 0.000400832+0.00150687j 0.00102362-0.000738715j -0.000951642-0.00166071j -0.00116444-0.000817084j -0.00121078-0.00025916j 0.000754306-6.83007e-05j -0.00116961-0.00102975j -0.00232303-0.000525711j -0.00018109+4.64678e-05j 0.000710887+0.000122446j 0.000791664-1.62658e-05j 0.000921167-0.000638788j 6.50605e-06+0.00166186j 0.000102744+0.000485471j -0.0025075-0.000354791j 0.000129281-0.000754166j -0.00169718-0.00137659j 0.000497539-0.00146746j 0.00151284-0.000813432j 0.000693515+0.00174909j -6.08789e-05-5.21608e-05j 0.000938079+0.00309084j -0.000829186+0.00155267j -0.000453811-0.00195336j -4.32357e-05-0.000819799j -0.000242509-0.000629072j -0.000341129+0.0020446j 0.0008252+0.000196694j -4.67884e-05+7.957e-05j 
-0.000272655-0.000265004j -0.000317036+0.000934585j -0.000504478+0.00486583j -0.00573727-0.000423609j 0.0019232+0.000549151j 0.00124058-9.70443e-05j 0.00310297-0.00264565j -3.01348e-05+0.0054189j -0.0050407-0.00202049j -0.00478198+0.0032165j -0.0029217+0.000495014j 0.000882541+0.000793569j -0.000500372+0.00146698j -0.0008255+0.000231564j 0.00278713-0.00184623j -0.00242615-0.000153212j -8.34785e-05+0.000747722j 0.00030858-0.00216492j -0.00198908-0.000270487j -0.00200195+0.000621323j 7.33974e-05+0.000751283j 0.00305244-0.00262059j 0.00496196-0.00408891j -0.00107561-0.000836747j 0.00116163+9.31967e-05j -0.00173749+0.00318317j -0.00316283+0.00263553j 0.000387018+0.00325056j -0.000303177+0.000567001j 0.000700231-3.27638e-05j -0.000264342+0.000715982j -0.00454612+0.000522351j 0.00304645-0.00041023j -0.000697831+0.000304405j -0.00173553+0.00044572j -0.00126212+0.00254335j -0.000158922-0.0017888j 0.000944767-0.000685546j 0.0034574+0.000592176j 0.00109926+0.00137952j 0.000882323-0.00197512j 0.000743596-0.000825729j 0.00170809+0.000454634j -0.00220762-0.000870955j -0.0012009-0.00137266j -0.00195134-0.00132359j 0.000331644+0.00155733j -0.00242997-0.00195281j -0.00280108+1.625e-05j 0.000646907-0.000900026j -0.00170279-0.000292604j 0.000551403-0.00154001j -0.00183598+2.73255e-05j 3.76096e-05+0.00307153j 0.00013266-0.000330682j -0.00239356-0.00067768j -0.00053363-0.000221225j -0.00166189-0.00238161j 0.000904004-5.32628e-05j 0.00255429-0.000366812j 0.000536551+0.00171002j 0.00236128-0.00092732j -8.10591e-06+0.00257827j -0.00157437+0.000905151j -0.00125037-0.00200689j -0.000163542-0.000909419j -9.75108e-05-0.0015653j -0.00084837+0.000761764j -0.000246237-3.88123e-05j -0.000549063+0.000221132j 
0.0011993-0.000558794j 0.000348994+0.000641698j -0.00145037+0.00118916j 0.00301322-0.00200463j -0.000776866-5.91178e-05j 0.000664717-0.000217546j -0.00229943+0.00239858j -0.002681-0.00137831j 0.0026426-0.00191198j 5.56069e-05-0.000857131j -0.000270346+0.00177167j 0.000825109-0.00063098j -0.00280147+0.00214298j 0.000100499-0.00070379j -0.000265823-8.3949e-05j -0.000923872-0.000208755j 0.000591481-0.00213119j 0.00207014+0.00390199j -0.000111457+0.00075209j 0.00100307-0.00139907j 0.000988877-0.00173347j -3.12355e-05+0.00121075j 0.000423588+3.70351e-05j -0.000978692+0.00276605j -0.000511289-0.000229835j 0.000296117+0.00108938j 7.76576e-05+0.000749004j -0.000293544-0.000314403j 0.000959699-0.000401533j 0.000680726-0.000795125j 0.000397361-0.0020717j -0.000423371+0.000599295j -0.00173077-0.00102188j 2.0697e-05-0.000503744j -4.8501e-05+0.00106762j 0.0001876+0.00035468j -0.0014327+0.000524662j 0.00160037+0.000348078j 0.000466637-0.00181328j 0.0026797+9.34127e-05j 0.00071182-0.000823965j 0.00118477-0.00111155j -0.00110315-4.11626e-05j 0.000103258+0.000933479j -0.000323665+0.000999764j 0.00176849-0.000572091j -0.000811698-7.10286e-05j 0.000698997+0.000968843j 0.00152739-0.000385814j 0.000277132+9.0682e-05j -0.00126205-0.000363724j 6.03737e-05+0.000645904j -0.000375044-0.000537181j 0.000122012-0.00119368j -0.00209698-0.000856563j 0.0012161+0.00106913j -0.000584767+0.000566159j 0.00131567+0.000400593j 8.89668e-05+0.000695692j -0.000530915+0.000346584j -4.31347e-05-0.000755228j 0.000800759+0.00115832j 0.000305548-0.000284972j 0.00142261-0.00041892j 0.00089467+0.00121927j 7.84053e-05+0.0017165j -0.00114505+0.000401609j 0.000341445-0.00261083j -0.000292766-0.000812464j -0.000846698-0.000304355j 
