0.124858+0.141195j -0.164905+0.120776j 0.0780471+0.230323j 0.234369-0.0281299j -0.06353-0.125958j 0.0637347-0.0952071j -0.148181+0.0441512j -0.00578966+0.209247j 0.0481936-0.0194897j -0.00702178-0.0304405j -0.072752+0.05123j 0.078483-0.0131611j -0.137952-0.1057j 0.0468455-0.049807j -0.0372287+0.035424j -0.0423103-0.0341385j -0.0150023+0.011913j -0.0508331+0.0203387j -0.0138611-0.0286334j 0.121478-0.175127j 0.0408399+0.0886729j 0.0330742+0.0276371j -0.0601919+0.071499j 0.0608499-0.0916994j -0.017034+0.0187893j 0.03852+0.0981881j 0.0948556+0.00872285j 0.065762-0.13917j -0.0427844+0.0147677j 0.0935963-0.0420247j -0.116565-0.0054635j -0.0158136+0.0711187j -0.0514823+0.0066321j -0.0170163+0.0161942j 0.00311579+0.0555644j -0.0477808+0.00583337j -0.0312797+0.013693j -0.024884-0.0299697j 0.00209868-0.104146j 0.05909+0.0414143j 0.0443452-0.068085j 0.0279541+0.00480424j -0.0626983+0.0202196j -0.0906427-0.022937j 0.0308879-0.0400351j 0.0886783-0.045997j -0.00466653+0.0953042j 0.021083-0.0260094j -0.113862-0.0597477j 0.0966159+0.0461837j 0.0425065+0.0657037j -0.0702033+0.0465499j 0.044013-0.108365j -0.0327045+0.000971513j -0.0475966+0.0118998j -0.0806599+0.0630249j -0.0226161+0.0400043j 0.0757308+0.00307442j 0.0873601+0.0457014j 0.0134615+0.0428637j 0.0921003-0.0500058j 0.0698394-0.0584495j -0.179554+0.0456123j 0.0818142+0.0317674j -0.0851727+0.106811j 0.0563347+0.131114j -0.135341+0.14963j -0.120942-0.173085j 0.100554-0.152045j -0.166209-0.125228j 
-0.00100493+0.00126628j -0.00126701-0.00124373j 0.000120322-0.00259728j -0.00331318+0.00197698j 0.00194054+0.00272269j -0.00071104-0.00138887j 0.000290553+0.00110196j 0.000282923+0.00175665j -0.00143806+0.00108444j -0.00125481+0.0028896j 0.00116085-0.00168947j 0.000113037+0.00122304j 0.000174245-6.73445e-05j 0.000928505+0.00220727j 0.00407868-0.000768001j 0.00291271-0.000107197j 0.000102033-0.001851j -0.00172283-0.00318906j -0.000793358-0.000486747j 0.00113466-6.18314e-05j 0.000400243-0.00129746j 0.00212529-0.002484j 0.00171473-0.000744691j 0.00144642-0.000361207j 0.000262817+5.1915e-05j -0.00058592+0.000387348j -0.0039689-0.000465927j -0.00350712+0.000999241j 0.00040934-0.00119948j -0.00120666+0.000179071j -0.00123547-0.00161525j 0.00119217-0.000551419j -0.00273408+0.000258468j 0.000342442+0.0017133j 0.00131372+0.00115564j -0.000506019-0.00320514j 0.000615234-0.000762869j 0.00142435-0.00191088j 0.00205093+0.000975626j -0.00267444-0.00253793j -0.000327627+0.000131542j -0.00235101+0.000945258j -0.0012592-4.57229e-05j 0.00177042-0.00227849j 0.0015345-0.000248773j -0.00323104+0.00111905j 0.00225188+0.00262873j 0.0012653-0.00225964j -0.00215835+0.000102269j -0.00142216-0.00227309j -0.000672309+0.000482397j -0.000292721-0.000934309j 0.0014217-0.00297938j -0.00179464+0.00030073j 0.00192299+0.000696829j -0.000148388-0.000619247j 0.000741942-0.00202198j 0.0011491-0.000386731j -0.00134723+0.000939704j 0.00121274-0.00029451j 0.00109813+0.00231765j -0.000277623-0.00185177j -0.00250069+0.00258597j -0.00273774-1.65835e-05j -0.00219392-0.00312397j 0.000209102+0.000287441j 0.00388971-0.000182552j -0.00266736+0.00494502j 0.00100455+0.00184673j 0.00149611-0.000850916j 
0.000437823+0.00114277j -0.00116757+0.00015338j 0.000127281-0.000261786j -0.00178681+0.000588623j 0.00128473+0.00117746j 0.000683865+0.000341807j 1.98554e-05+0.00141933j -0.000496161+0.00239001j 0.000188045-0.000175923j -0.00204899+0.00210388j 0.000396953-0.000656887j 0.000587351+0.00195992j 0.00040482+0.000572397j -0.000207446+0.000331736j 0.00261234-0.000496243j -0.000474674+5.02679e-05j 0.00161313-0.000201048j -0.00158858-0.00147889j 0.00045055+0.000121123j -0.000377673+0.000783465j 0.000632962-0.000286835j 0.00221814-0.000360446j 0.00190255-0.000141991j 0.00111801+0.000778512j 0.00112741+0.000594775j -0.00137369-0.000747159j -0.00220956+0.000410025j -0.000690476+0.00219379j 0.000151753-0.000236533j 0.000293539+0.000574814j -0.000692229+0.000452972j -0.000141965-0.000738731j -0.00108184+0.000602706j -0.000375425+0.00135347j -0.000953697+0.00109603j -0.00243124-0.000256071j -0.000447737-0.000556273j 0.000989409-0.00314747j 0.000719039-0.0012889j -0.00233323+0.000224973j 1.25364e-05+0.000247512j -0.00206051-0.000313478j -0.000499717+0.00322102j 0.000452591-1.47307e-05j -0.000401825-0.000135256j -0.00384906+0.00191644j 0.000981138+0.00309979j -0.00229234-0.0019783j -0.000279865+0.00142215j -0.00214033-0.00192753j -0.0010524+0.0020978j -0.000786569+7.58931e-05j 0.00136515-0.0011316j -0.00215162-0.000410246j 0.00039716+0.000768782j 0.00158768-0.00112591j -0.00145767-0.00206309j 0.00149495+0.00014901j -0.00223174+0.00154991j 0.00031507-0.000586217j -0.00056227+0.00288965j 0.00145127-0.00055692j -0.00355129+0.00070002j -0.000332088-0.000587305j 0.00118539-0.0016836j -0.00134896+0.00151147j 0.00150356-0.00222939j -0.00222783+0.00494183j 6.38179e-05+0.00131844j 2.46529e-05-0.000723244j 
0.00174295-0.00238651j 0.00256281+0.00198736j -0.00162209-5.04587e-06j 0.00151841-0.00187056j -0.00126652+0.000804437j -0.00281041+0.00156567j -0.00159429-0.0011017j -0.00106107-0.00145236j 0.00170197-0.000411042j 0.00249868-0.00409967j 0.00123575-0.000875337j -0.000487632-0.00202487j 0.00197825-0.00121656j -8.30372e-05-0.00115336j -0.00445287+0.00079373j -0.000166566-0.000508326j -0.00058685+0.00210071j -0.00155422+0.00184897j 0.00172537+8.18235e-06j 0.00153648+0.00129085j 0.00112838+0.000276261j -0.0035084+0.00183275j -0.00280298+0.00109376j -0.00139045+0.00459977j -0.000308699+0.00124455j 0.00224732+0.000356432j 0.00401255-0.000689238j 0.00282992+0.000350835j -0.00180885+0.00126917j 0.000299462-0.00249319j -0.00256815+0.00132762j 0.0024192-0.000222834j -0.000931067+0.000207763j 0.00157048-0.000766024j -0.000151571+0.000691131j 0.00186856+0.00407016j -0.000440498+0.00127342j -0.00359247-0.00123794j -0.00494816-0.00112081j -0.00153236+0.000166574j -0.00290025-0.00069906j -0.000158104+0.000350601j -0.000974258-3.68395e-05j 0.000199676+0.00287333j 0.00236126+0.00176204j 0.00180862+0.000439261j 0.000522544-0.000673134j 0.000984992+0.00221733j 0.00518707-0.00084948j -0.000380692+0.0034948j -0.000667436+0.00176947j -0.000182819+0.0013777j 0.00112829+0.00166314j 0.00191161-0.00261077j -0.000504958-0.000534866j 0.000782422+0.000435409j -0.00232036-7.53826e-05j -0.00169229+0.0033824j -0.00461761-0.000121074j -0.00245936+0.0016536j -0.00296705-0.00277855j -0.00138944+0.00167505j 0.000851996-0.00580097j 0.00245308-0.00325655j 0.00255575+0.00225857j -0.000510297+0.00257234j 0.00159+0.000342407j 0.00319387-0.0039223j -0.00173501-0.00307572j -0.00198953+0.00138131j 
-0.000642216-0.00118371j 0.00167721-0.000141167j -0.000547045-4.38324e-05j -0.000226141+0.000698941j -0.000492084-0.00135383j 0.00172861+0.0016176j 0.000668338-0.000455533j -0.00100516+0.000245883j -0.000120813-0.000806104j -0.000428262-0.000434863j -0.00268228-0.000122327j 0.00116586-0.00158041j 0.000841869+0.00169068j -2.04942e-05-0.00114125j -0.000908275+0.00114031j -0.00373597+0.000179128j 0.000938026+0.000780362j 0.00332584+0.00177412j 0.00138555+8.78721e-06j -0.00408507+0.000738173j 0.000203957+0.00135493j 0.000327293+0.0023233j 0.0012824-0.000465243j -0.000635186+0.00079318j 0.0029172-0.000946575j 0.000118939-0.000608095j -0.000495524+0.000365365j 0.00171455+0.00158536j 0.000513602+0.00266147j 0.000429981+0.00299549j 0.00192032+0.00171337j -0.0020959-0.00330546j 0.00229295+0.000895326j -0.0030491-0.000259782j -0.00242977-0.00456274j -0.00110093+0.000126489j 0.00122454-0.000753601j -0.00281127+0.000229289j 0.00265019-0.00116039j 0.000353121+0.00287031j 0.000266804+0.000662203j 0.000216112-0.00015385j 0.000898511+0.0023039j -0.00362813-0.0017115j -0.0023901-0.00316523j -0.000381632-0.000528665j -0.00348344-0.00256763j -0.00355508-0.00365398j -0.00301425-0.00118431j 0.000280078+0.0033216j -0.00270638-0.00118625j 0.00101998+0.00142175j -0.00289224+0.00478766j 0.000276053+0.00258203j -0.00241412+0.00107528j -0.00176755-0.00102932j -0.000221908+0.000102158j -0.00411322-0.00265199j 0.00309856-0.00380927j 0.00153255+0.00148285j -0.000223646+0.000456064j 0.0021631-0.000798745j 0.00459095-0.000809716j 0.000173178+0.000231686j 0.00124314+0.00341494j 0.000351064-0.00036066j -0.00171531+0.00143903j 0.00409723+0.00146963j -0.00151927-0.000141163j -3.25446e-05+0.00222999j 
-0.00152188-0.00227045j 0.00233066-0.000853808j -0.000860777-0.00471398j -0.000876699+0.000397084j -0.000980336-0.001152j -0.000434227-0.000756378j 0.00294587-0.00445175j -9.04457e-06-0.00250273j -0.00277639+0.00168894j 0.00184131-0.000936602j -0.000854885-0.000265646j 0.000956195-0.00357118j -0.00176216-0.000113181j 0.00200101+0.000280236j -0.00115847+0.0016914j 0.002531+0.00224291j -0.00302696-0.00279019j 0.00303208-0.00219815j -0.00224753-0.00252398j -0.00177313-0.000187427j 0.0018556-0.000983868j -0.00291296-0.00297349j -0.00233357-0.00257444j -0.00121925-0.00101747j -0.00120937-0.00200126j 0.00144198+0.00124683j -0.00187562+0.000369447j -0.00122986-0.00288836j 0.00388435-0.00157815j -0.00161348+0.000881334j 0.00241423-0.000927301j 0.00136924+0.00314192j 0.00237652-0.00420899j -0.00103354-0.00108193j 0.00198717-0.000867124j 0.00487186-0.00284485j 0.00410819-0.00051251j -0.00200377+0.00121119j 0.00393643+0.00313354j -0.00131741-0.00444753j -0.000915322-0.00256758j 0.000197301-6.33592e-05j -4.78148e-05-0.00263185j -0.00161922-0.00334289j 0.00169636-0.00684022j 0.00339639-0.00326784j -0.0039372-0.0046124j 0.00132835+0.000130601j -0.000732048-0.00560599j 0.00367055+0.00253328j 0.00161998-0.00161149j 0.00481666-0.00181104j -0.00308087-0.000531647j -0.00057395+0.00248078j -0.00238094+0.0004615j -0.00744322+0.0017891j 0.000995335+0.000272842j -0.00369037-0.00396477j 0.00437809-0.00013711j 0.00241917+0.000915895j 0.00453126-0.00439203j -0.000882961-0.00425461j 0.00816742+0.00421488j -0.00443186+0.00311494j -0.00275217-0.000265662j 0.00121727-0.000703057j -0.00365389+0.00978981j 0.00945289-0.000263962j -0.000275927-0.00192548j -0.000733025+0.0041855j 
-0.00633957-0.00013426j -0.000721488-0.00616312j -0.000329823-0.00284974j 0.00115775+0.00332635j -0.00255398-0.00795402j 0.000528853-0.00313292j -0.00181753+0.000494937j 0.000447312+0.00275899j -0.00157834+0.000742934j 0.00147981-0.00227249j -0.000902724+0.00437062j -0.00375222+0.000945333j -0.00191033+0.00315846j 0.00391381-0.00325733j 0.000169933+0.00200101j -0.00610571+0.00454447j -0.000175866-0.000914931j -0.00249588-0.00143202j 0.00210245+0.00313657j -0.000914166-0.00052695j -0.0009368-0.00305303j -0.00537317+0.000647531j -0.00459073+0.0020375j 0.00434934-0.00364863j -0.00372724-0.000125589j -0.00271004-0.00167912j 0.00420294-0.000680511j -0.00201853+0.00110562j 0.000332314-0.00228494j 0.00439264+0.00168992j 0.000265646-0.000994571j -0.00105098-0.0020654j -0.000979603-0.00259581j -0.00783695-0.00357784j 0.0042048-0.00334644j -0.000238966-0.000905834j -0.00400897-0.000649615j 0.00150556+0.000450527j 0.00221058+0.000301111j -0.00266243+0.00631997j 0.00141094-0.000250197j 0.000282031+0.000928483j 0.00576836+0.00637912j 0.00317461+0.00291453j -0.00992658-0.000535463j 0.00224594-0.00243729j -0.00418981+0.00178271j 0.00185688+0.00779084j -0.00573311-0.00484019j 0.00389342-0.0113337j 0.00187993-0.00169631j 0.00486559-0.00426449j -0.00185057+0.00120753j -0.00272214+0.0034764j -2.94045e-05+0.00141991j 0.00806751+0.00490148j -0.00377829-0.00356917j 0.0028628+0.000904618j 0.00617302+0.00341418j -0.00216116-0.00548391j -0.000315335+0.00128455j 0.00733011+0.000209876j -0.00403044+0.00368163j 0.00204697-0.00365158j 0.00178689+0.0113099j -0.00402081-0.000647521j -0.0157951-0.00457958j -0.0064919+0.0149646j -0.00329171+0.0100061j 0.00437764+0.00152705j 
-0.00196208-0.00461345j 0.00465904-0.00153922j -0.00405893-0.00512121j -0.00186004+0.00185047j 0.00039541+0.000313947j 0.000234784+0.00213986j 0.000495341-0.00651095j -0.00100773+0.000519878j -0.00100679+0.00167343j 0.00237227-0.0023355j 0.00106194-0.00132393j -0.000586837-0.00450708j -0.00193314+0.00178116j 0.00482552-0.00332022j 0.000978825-0.000252937j 1.42847e-06+0.000639384j -0.000472934-0.00157377j -0.00189194-0.000157519j -0.000536524-0.00380944j -0.00137686+0.00260212j 0.00489039-0.00595758j -0.00628393-0.00123858j -0.00438588-0.00104087j 0.00295989+0.00176442j 0.00113196-0.00256375j 0.000466408-0.00126917j 0.000942325-0.000494742j -0.00093975+0.000583507j 0.00257003+0.000637419j -0.00134801-0.000346931j 0.00146507+9.01484e-05j 0.00521911+0.0010319j -0.0023039-0.0022321j 0.0027023+0.00175446j -0.000718453-0.00146305j 0.00166277-0.00422824j 0.00204252+0.00391233j -0.00560243-0.00784614j 0.000893533+0.000517697j -0.0101255-0.00188621j -0.00136117+0.000850128j -0.00358429-0.00407255j -0.00231182+0.00993362j 0.00225751+0.00289136j 0.00106629-0.00924051j -0.0002418+0.00291817j -0.00556424+0.000152271j -0.0040888-8.42442e-05j 0.00299076-0.00714223j -0.000760205+0.00135638j 0.00340479+0.00265706j 0.00223073-0.00296799j 0.000682871-0.00133966j -0.00470868-0.00467283j -0.00984626+0.00369832j 0.00105377+0.000266887j -0.00831317-0.00340845j 0.00161113+0.0032316j -0.000648717+0.0029651j 0.000333568+0.000600227j 0.00215718-0.00277663j 0.00806692-0.00942403j -5.13708e-05+0.0041709j -0.00619134-0.00910424j 0.00874488-0.000982216j 0.00199063+0.00599794j -0.00747235+0.00932432j 0.014262+0.0107986j -0.0044788+0.00130162j -0.00189182+0.00899825j 
0.00194832+0.000584109j -0.000700779+0.00184542j 0.000874117+0.00145118j -0.000631319-0.00152734j 0.000525523+0.00102979j 0.00123026+0.000394056j 0.000686773+1.9255e-06j -3.46191e-05-0.000275628j -0.000184253-0.000741267j -0.00163837+0.00198674j -0.000738042-0.000698107j 0.00183854-1.37496e-05j -0.00162483+0.000158133j -0.00236536+0.00117689j -7.15361e-05+0.000697521j 0.0012635-6.81446e-05j -0.00040272-0.000495901j 0.000985221-8.38374e-06j -0.00103131-0.00126322j -0.000400044+3.09741e-05j -1.46047e-05+0.000486174j 0.00266447-0.000456192j 0.00177751-0.00164867j -0.00106078-0.00115315j 0.000626947+0.000128197j -0.00120557-0.000117964j -0.00295405+0.00129554j 0.0011606-0.00197738j 0.000128214-0.00318898j -0.000254697-0.000285307j 0.00237045+0.000668318j 0.000907978+0.00436257j 0.00102629-0.00290905j 0.000149471-0.00254346j -0.000642443+0.00135546j -0.00017717+0.00290987j 0.00263731+0.000836145j 0.00278248-0.00158549j 0.00107237-0.00088733j 5.87635e-05-0.000824909j 0.000959342-0.00058804j 0.00100818-0.00171772j -0.000249136-0.00263981j -0.00199301+0.000747531j -0.000229544-0.00170417j -0.000176275-0.00180932j -0.000194427-0.00127108j -0.000760829+0.00223408j 0.00544571-0.00158707j -0.00116521+5.36006e-05j 0.00274528-0.000387052j 0.000785441-2.1525e-05j -0.00169336+0.000621184j 4.09754e-05-0.00156346j -0.00136751-0.00186796j -0.00350348-0.000738052j 0.000888748+0.00423587j 0.00271584-0.00231047j 0.00123471+0.00260183j -0.000297577+0.00274839j -0.000324249-0.00120409j -0.000734918+0.000750583j 0.00110981+0.00316217j -0.00124552+0.00240185j -0.000711956-0.00340091j 0.000652217+0.000856769j 0.00175318+0.00216776j 0.00184053-0.00289731j 0.00171564-0.00227842j -0.00171114-0.000620468j 
0.00149211-0.00219833j 0.00235252+0.00160589j -0.00194448-0.00129836j -0.00260899-0.000160308j 0.000489588+0.00356773j 0.00180246+0.00275857j 0.0020139-0.00387609j -0.000104281-0.000227958j -0.000265183+0.000197688j 1.47538e-05-0.000141704j -0.000438791-0.00258793j 0.00186261-0.00200463j -0.000960265+0.000535996j -0.000668648-0.000480121j 0.00139972-0.00104823j 0.0027193-0.001502j -0.000512496-0.00071342j -0.000632186+0.00137331j -0.00110555-0.00441063j -0.00103029+0.00186446j 0.00349782-0.00269878j 0.000221256-0.00021888j 0.000205232-0.0010966j 0.00121099+0.000629833j 0.00290762-0.00176861j -0.000297305-0.000616531j -0.00172235+0.00147442j 0.000697502-0.000498926j 0.00080121-0.000800341j -0.00190819+0.000310091j 0.00164836+0.000501423j 0.00505224+0.00211667j -0.00110839-0.00119899j 0.00343872+0.00109026j -0.00241642+0.00155341j -0.00144665-0.000769014j 0.0025457+0.00212554j -0.00252505-0.00610411j -6.09646e-05-0.00118231j -0.00509771-0.00257679j -0.000947237+0.00106197j -0.0031386-0.00339517j -0.00371276+0.00477009j -0.00188782+0.00110821j 0.00334852-0.00462525j -0.00202451+0.00135025j -0.00121213-0.00120845j -0.00468801-0.00275847j 0.0045687-0.00274283j -0.00286299+0.00372047j 0.00234201+0.00345588j 0.000735531-0.000947772j 0.000547581-0.0007852j -0.00185321-0.00449135j -0.00671687+0.000796291j -0.00233061-0.00264783j -0.00467192+0.000304085j 0.00187079+0.000475705j -0.00116433+0.00186976j 0.0014808+0.00304321j 0.00109311-0.00253853j 0.00228426-0.00579907j -0.000312436+0.00234872j -0.00476311-0.00380675j 0.00419723-0.00545547j 0.00210142+0.00447063j 0.00048978+0.00698288j 0.0105855+0.00144817j -0.00100067-0.00271849j -0.00314431+0.00451395j 
-0.00100015-0.00145344j 0.000973495-0.000848971j -0.00224307+0.000929645j 0.00193143+0.00235997j 0.000385567+0.000697016j 4.83444e-05-0.000246686j 0.00138935-0.000134294j 0.000456961+0.00331617j 8.54497e-05-0.000485405j 0.00213458-0.00177792j 0.00077493-0.000128888j -0.00303826-0.000105482j 0.00119587+0.00192321j 0.00190828-0.00213497j 0.00465418-0.00353422j 0.00219-0.00135801j 0.000492286-0.00124873j -0.00261635-4.42978e-05j -0.000249177-0.00106645j 0.000515725-0.000272041j 0.00209948-0.00132765j -0.00180571-0.00150585j -0.000360335+0.00107299j 0.00422292+0.00166254j 0.00220828-0.00188628j 0.000801274-0.000555033j 0.000224124-0.00029924j -0.000989924+0.000890102j 9.9695e-05+0.00158918j -0.00217207-0.000138741j -0.00257715+0.00148117j 0.000767265-0.00349259j -0.00367168+0.00389923j 0.00196425+0.00529896j 0.00206249+0.00121892j -0.000992499-0.00362321j -0.00672778+0.00131205j -0.00418779+0.00130493j -0.000589069-0.00104038j -0.0022118+0.00137181j -0.00163779+0.00567214j -0.00236709+0.00599475j 0.00115357+0.00569146j -0.00160431+0.000197987j 0.000721548+0.000478822j 0.000286648+0.00600112j 0.00362367+2.88722e-05j -0.00397121-0.00257358j -0.00337745-0.000165713j 0.000116669+0.00330446j 0.000501996+0.00435486j -0.00174631-0.00146585j -0.000901725-0.00530571j -0.00332791+0.00432063j 0.00334099+0.000242218j 0.00258676-0.00125235j -0.00315129-0.00251232j -0.00156269+0.00351157j -0.00313593-0.000600117j -0.00124291-0.00393338j -0.000789941+0.00272668j 0.00451416-0.00242005j -0.00361193-0.00128774j -0.00147008-0.00554833j 0.00325875+0.00181713j 0.0018863-0.00078254j -0.00410065-0.00416188j 0.000141915+0.00483178j -0.00210403+0.00274247j 0.00116302+0.00159759j 
-0.00156336-0.000791168j 0.000445361-0.00174475j -0.00195728+0.00145204j 0.00252449+0.00135251j -0.00237625-0.00366718j 0.00259352-0.000586357j 0.00125041+0.000630123j -0.000654785+0.00311758j -0.000803331-0.00296835j 0.000707627-0.0034491j -0.00149915+0.00274788j -0.00361041-5.79885e-05j 0.00058505+0.00142324j -0.000264169-0.00191417j 0.00100147+0.000503215j -0.00227206+0.00202688j 0.000715883-0.00036299j -0.000427491-3.8704e-05j 0.00365498-0.00169383j -0.00139068-0.000347959j 0.00212771+0.000477605j -0.00107411+0.00140242j -0.000799482+0.000672446j 0.00489192+0.00130327j 0.00264149-0.000603688j -0.00167104-0.00198697j 0.00171189+0.000669176j 0.00302007-0.000380157j 0.000639919-0.00219807j 0.00287247+0.000846218j 0.000398639+0.00112973j -0.00129695-0.00549327j 0.00216664-3.08818e-06j -0.0058616+0.00139148j 0.00716533-0.0021132j -0.0031696+0.00163107j -0.00776251-0.00377847j -0.00475986+0.00452562j -0.00280967-0.00223828j 0.00193317+0.00824577j 0.000500607+0.0037443j 0.00324735+0.00922962j 0.0071942+0.00268812j -0.00598105+0.000847072j -0.00671438+0.00262953j 0.00578009-0.00298419j 0.000326999-0.00477708j -0.0027081+0.00484647j -0.00514682-0.00412493j 0.00475102+0.00213875j 0.00420447+0.00211728j 0.00264144-0.00205935j -0.0069513+0.00243651j 0.000813964+0.0115306j 0.00436271-0.00329724j -0.000551713+0.00333937j -0.00103346-0.000411421j -0.00815724+0.000282921j 0.00136071-0.00257388j -0.00287751-0.00318501j -0.00736507+0.00202525j 0.00569094+0.00628472j -0.00153487-0.00367392j 0.00788953-0.00199848j 0.00369623+0.0118694j -0.00449987+0.000305773j -0.00759139-0.00658411j -0.00375178+0.00505394j -0.00302519+0.00458318j 0.00206658+0.000228505j 
0.0017691-0.00174728j 0.00173809+0.00177292j -0.00146329+0.000450095j -0.0018002-3.26462e-05j 0.000862566+0.00116301j 0.00233313+0.00208357j 0.000770542-0.00133118j -0.00123272+0.00253864j -9.81998e-06-0.00158951j -0.00120195+0.000266025j -0.00189563-0.00161933j 0.00114598-0.000706818j -0.00144221+0.00180761j -0.00212233-0.0012168j -0.000191762-0.000309147j -0.00174498-0.000148261j 0.00129286-0.000220208j -0.00082098+0.00192782j 0.00185842-0.00369195j -0.00156519+0.00267741j 0.00293009-0.0016042j 0.00102369+0.00221801j 0.00201939-0.000611613j 0.00251287+0.00158237j 0.00371+0.000358755j -0.0029398-0.00042733j -2.01084e-05+0.000597287j 0.00168036+0.00298484j -0.000403905-0.00179226j 0.00318782+0.000676956j -0.000471841+0.000923456j 0.00121338-0.00231715j 0.000385122-0.00124746j 0.00108726-0.000182041j -0.000614676-0.000645907j -0.00479514+0.00321481j 0.000963006-0.0012303j -0.00411902-0.00750364j -0.00110429-0.00287297j -0.00522486+0.00366197j -0.000632464-0.000449128j -0.00359603-0.000493236j 0.00109883+0.0074433j -0.00331011+0.00161654j -0.00217308-0.00370553j -0.00166358+0.000257397j -0.00103562+0.00162059j -0.0067357-0.00148429j 0.00197558-0.00319348j -0.00215436+0.000903694j 0.00162225+0.00222928j 0.000355813-0.000299747j -0.000153524+0.00180304j -0.00130717-0.00152152j -0.00565348+0.000734448j 0.000513739-0.0011765j -0.00448792-0.000487769j 0.00195469+0.0021005j -0.00258176+0.00140444j 0.000485885+0.00216553j -0.00180716+0.000797059j 0.00682975-0.00321186j -0.00307374+0.000469882j -0.000940264-0.00501648j 0.00582051-0.0027044j -0.000186096+0.00443024j -0.00223172+0.000339297j 0.00543776+0.00442181j -0.0024323-0.000491263j -0.00243783+0.00345466j 
0.0021773+0.000820785j -0.000530687+0.00190799j 0.000659803+0.00267054j -0.000737947+0.0012947j 0.00148342+0.00152648j 0.00373101+3.44909e-05j 0.00137298+0.00175933j -0.000814134+0.00266346j -0.00104515-0.0022151j -0.00255212+0.00311366j -0.00398301-0.000274984j 0.00200188+0.000574244j -0.00158983+0.00145802j -0.00228599+0.00136343j 0.00245118-0.00118741j -0.00218676-0.000164152j 0.00176046-0.000984158j 0.00381014+0.00169383j -0.000352001-0.0032044j -0.00374236+0.00109957j 0.000654389+0.000763475j 0.00653957+0.000468694j 0.0061122-0.00203434j 0.000806653-0.000820022j 0.00441118-0.00244481j -0.00176238-0.000268398j -0.00415171-7.82678e-05j 0.000561632+0.00114539j 0.000847602+0.00131691j 0.00243173+0.00355904j 0.00135117+0.000896276j -0.00450719-0.00296482j 0.00118496+0.00161546j -0.00200022-0.000336197j -0.00517704-0.00249503j -0.00366558+0.00207602j 0.000107225-0.00166427j 0.000524257-0.00121122j 0.00313583-0.00357168j 0.0016011+0.00264699j 0.00221234+0.000630677j -0.00161308+0.000740988j 0.000860487+0.00260073j -0.00561145-0.00290606j -0.00183687-0.0016102j -0.00368407+1.71351e-06j -0.00192455-0.000717075j -0.00685997-0.00453249j -0.00431433+0.00096643j -0.00147305+0.00324884j -0.00370279-0.00163328j -0.000537352+0.00216928j -0.000450198+0.00351007j 0.00163109+0.00207834j -0.00346848+0.00079645j -0.00278859-0.00375255j 0.00085092+0.00119713j -0.00185703-0.00260363j 8.91936e-05-0.00316132j 0.00486123+0.00217197j 0.000787776+0.00328712j 0.00290119-0.00117353j -0.000818546+0.00124575j -0.000495381+0.00142601j 0.000281914-0.00262253j 0.00122908+0.00217985j 0.000845874-0.000401141j 0.00160658-9.28067e-09j 0.000317893-0.00102596j -0.00121602+9.32552e-05j 
-0.000659441+0.00116795j -0.000725907-0.000784703j 0.000904792+0.000153052j 0.00114099+0.0018918j 0.000315766-0.000242625j -0.000165886-0.00171479j -0.000196291+0.00170761j 0.000860008+0.000264955j 0.000246153-7.85287e-05j 0.000529844+0.00123171j -6.14208e-05+9.18455e-05j 0.000275328-0.000141982j 0.00175543-0.00038104j 0.000314671+0.000750473j -0.00101119+0.000171465j -0.000392425+0.00105285j 0.000146829-0.000506326j 0.00319405-0.00177614j 0.000705357+0.000596509j 0.000957372-0.000233689j -0.00288104+0.00165579j 0.00130396+0.000169019j -0.000184492-0.000540602j -0.00058357-0.00143541j -7.1547e-05+0.000474198j 0.00248069+0.00123163j 0.000206988-0.0020037j 0.000342015+0.00134676j 0.000210435+0.00226351j 0.000984971-0.000250728j -0.00181769+0.00127597j -0.00429822-0.00163789j 0.000814044+0.0021223j 0.000924299-0.000208258j -0.000996859-0.00354928j 0.000116015-0.00219906j 0.00152412-0.00160992j -0.000271684+0.0035432j 0.0017497+0.000993736j 0.00275483-0.00154469j -0.00188633-0.00160643j 0.00117555-0.00023271j 0.000370909-0.00256466j 0.00103284-0.00326321j 0.000387953+0.000623479j -0.00300216-0.00085998j 0.000485022+0.00117007j 0.000812567-0.00525384j -0.00362724+0.00509841j 0.000182351+0.000527614j -0.00472623-0.00196038j -0.000570897+0.00195966j 0.00236899+0.000863257j 0.00152918-0.00135183j 0.00122519+0.00321606j -0.000512638-0.00162695j 0.00281826-0.00157132j -0.00083888-0.00127327j -0.00032201-0.00345998j 0.00173991-0.00107059j 0.00278994+0.000890241j -0.00299036-0.00068388j 0.0010985-0.000550095j 0.000466693+0.0026818j -0.00314092-0.000326269j 0.0022769-0.00180133j 0.002397-0.000483397j -0.00152076-0.00226747j 0.00115809+0.000322979j 0.00154759-0.00149472j 
