-0.165485-0.251318j 0.260012-0.134347j -0.0683004+0.00211814j 0.017731-0.0292547j -0.116346+0.101343j 0.0467623-0.0996636j -0.083481-0.179744j -0.198299+0.122715j 0.0198727-0.0959627j 0.168722-0.0143412j -0.0646783+0.0732099j -0.153189+0.0835204j -0.025624+0.00796997j 0.0893002+0.00441335j -0.0338715-0.0769333j -0.0503603+0.0443896j -0.0253587+0.00101647j -0.200899-0.0564739j 0.0984041+0.0770509j 0.131922-0.0216949j 0.0536148-0.0271011j 0.18921+0.0982735j 0.0147895-0.167488j -0.0253769-0.129654j -0.132327-0.0885994j 0.0601601+0.0995154j 0.016805-0.122184j -0.210187-0.242273j -0.298472+0.211706j 0.174362+0.0745645j -0.0567613+0.154034j -0.0235775-0.0430894j 0.0304445-0.0190785j 0.0345138+0.00709406j 0.000752198-0.0541776j 0.0163106+0.0113185j -0.0479004+0.00458115j -0.00681528-0.0314483j -0.0114543-0.0202065j -0.00444568+0.010565j -0.0221314+0.0168815j -0.0100139-0.00384832j -0.00394219-0.00798599j -0.0120128-0.00692701j 0.0185591-0.0107287j 0.000499516+0.0269099j 0.00218619-0.00321395j 0.00937954-0.00709367j 0.00231312+0.00954929j 0.00378732+0.0340458j -0.00650041-0.00629242j 0.00636372+0.00123774j 0.0151715-0.000817782j -0.00439304-0.000654122j -0.00532578+0.00785526j -0.0076259-0.00885522j -0.00518464-0.0133423j -0.0143244+0.0223767j -0.0159121+0.0176549j 0.0148237+0.0103979j 0.000897076+0.0116896j -0.0202094+0.0352633j 0.0179656+0.00404116j 0.01243-0.00490404j -0.00276216+0.000165876j -0.00891178+0.00332454j -0.0115368+0.00588971j -0.00508672-0.0387192j -0.0481651+0.00652494j 
-0.00113875+0.000126188j 0.00208463-0.000479258j -9.59246e-05-0.00277719j -0.00079433-0.000476191j -0.00117299-0.00233146j 0.00245136+0.00376823j -0.000434379+0.00507021j -0.00201076+0.000656464j -0.000212629+0.00196845j -0.00660041+0.00157883j -0.00276594+0.00493547j -0.00124698-0.00116551j -0.0104196-0.00325396j 0.00500079-0.00685026j -0.000670028-0.00441955j -0.001038+0.00423156j -0.00174905+0.00804003j 0.0015792-0.00222567j -0.00784918+0.000559624j 0.00497771-0.000939389j 0.00145381+0.00117766j -0.00261997-0.000827291j -0.00578503-0.00274266j -0.00144488-0.00624337j 0.00091689-0.00176211j 0.00101214-0.000835545j 0.00210376-0.0015798j 0.00101285+0.00198929j 0.00170742-0.00106729j -7.95364e-05-0.000180311j -0.00118921-0.000819933j -0.00115096-0.000924967j -5.46837e-05+0.00247343j -0.00230846+0.000671961j 0.000212611-0.000907865j 0.00165977+0.000897793j -0.0032136+0.00100494j 0.00105055-0.00195518j 0.00178336+0.000599129j -0.000142834+0.0052014j 0.00308328+0.00224018j -0.00681474+0.00108602j 0.00607522-0.00189634j -0.00145235+0.00228735j -0.000910787+0.0059734j -0.0022464+0.00106018j -0.00460016-0.000795524j 0.00264385+0.00442598j 0.000784545-0.00692262j -0.00219349-0.00193472j -0.00225608-0.000207698j -0.00217818+0.00111138j 0.00205204+0.000714002j 0.00192902+0.00276984j -0.000610177-0.00220452j -0.00144806+0.000141653j 0.00768243-0.00210963j 0.00137251-0.00225135j 0.00372258+0.00224191j 0.00790674-0.00186673j -0.000624531-0.00220906j -0.00124762+0.00219352j -0.000915594+0.00166423j 9.33812e-05+0.00343079j -0.00151406+0.00121112j -0.00189247-0.00148731j 0.00231526-0.000883746j -0.000536491-0.000698777j -0.000540171+0.000428671j 
0.00112162+0.000100683j -0.00137828-9.7134e-05j -0.00193553+0.00296753j 0.00203521-0.000786211j 0.00186095-0.00199403j -0.00420651-0.000200222j -0.00260666-0.00402999j 0.00387704-0.00168927j 0.00251559+0.00389035j 0.00301184+0.00135706j -0.00330088-0.000376985j 0.00238702+0.00138749j 0.00243854+0.00499281j 0.00765522+0.00463848j 0.000396489+0.0109727j 0.00261014+0.00591847j 9.24791e-05-6.73879e-05j -0.00311636-0.000147419j 0.000815221+0.00201219j 0.00385465-0.00337048j 0.000454575+0.00566223j -0.00687586+0.000537015j -0.000668137-0.000640419j -0.00192567-0.00298351j 0.000139179+0.00233366j -0.000650402-0.000185803j 0.00103668+0.00067048j 0.000315842+0.000131278j -0.00220787+0.0007071j -0.000190022+0.000306382j -2.44677e-05+0.000778895j 0.00325811-0.000378736j 0.00190213-0.000390081j 0.00159192-0.00216394j 0.00049641+0.00273572j 0.000814566+0.000211079j 0.00209433+0.000918701j -0.00782617+0.00114676j -0.00245351-0.00115977j -0.000243552+0.00248406j 0.00188305-0.00053433j 0.0049347+0.00640975j 0.0114078-0.00190325j -0.00203169-0.00412514j 0.000213256+0.00643101j 0.00378885+0.0042932j -0.00481365-0.0101632j 0.00477593+0.00352653j 0.00342942-0.00497219j 7.50102e-05+0.00112309j -0.0029725+0.00841114j -0.00595491-0.000318914j -0.00227017+0.000300187j -0.00148409-0.0054159j 0.00362698+0.00572223j 0.0065438+0.0008266j 0.00476163+0.000968801j 0.00311203-0.00156825j -0.000161688-0.000902426j 0.00621779-0.00203984j -0.00386331-0.00859365j -0.000134776+0.00318479j -0.00284656+0.00177119j 0.00112583+0.00273423j 0.00356267+0.000446744j 0.00109963+0.000612294j -0.0021424+0.00176839j 4.58133e-05+0.000499357j 0.000379941-0.000716889j 
0.00015607-0.000497091j 0.00049138-0.00102594j -0.000194282+0.000313339j 0.00144294+0.000626396j -0.00340421+0.000706493j 0.00470196-1.31068e-05j 0.000425535+0.00629476j 0.00209666+0.00336604j 0.00166174-0.00201908j 0.00256689+0.00101529j -0.00418976+0.00383728j 0.00273127+0.000972087j -0.00145504-0.00388023j -0.00375941-0.000696559j 0.000481916+0.00455249j 0.00225848+0.00303744j -0.00312993-0.00116716j 0.00304197-0.00163819j 0.00117754+0.000706838j 0.00262078-0.000215078j -0.00217897-0.00181687j -0.00101133+0.00511625j -0.000201324+0.00245911j -0.00543629+9.27045e-05j -0.00164416-0.00396427j 0.000383566+0.000273437j -0.000581318+0.00089531j -0.000505652-0.000139679j -0.000356146+5.44934e-05j -0.000962308+0.000633105j -0.000723804-0.000660004j 0.000930281+0.000179792j -0.00108046+0.000226712j 0.000259751+0.000340534j 0.000287533+0.00287915j 0.00521844+0.000650267j 0.00401814+0.000471093j -0.00287505-0.00415677j -0.00172952+0.000537036j 0.00267478+0.00147545j 0.0005605+0.00310101j 0.00194815+0.00365523j -0.000471879+0.00278515j 0.000184472-0.00508814j 0.000590049+0.000137225j 0.00445028-0.00284859j -0.00362418-0.00130494j -0.00121714-0.00120853j -0.00109411-0.00300081j 0.000651658+0.00283341j -0.0024181+0.000107459j -0.00487762+0.0014671j -0.00173239-0.000756453j 0.00220283+0.00390921j -0.000998536+0.00355249j 0.00605724-0.00351793j 0.00284119+0.00124481j -0.000516872-0.00156985j 0.000584901-0.00380783j -9.85597e-05+0.000491049j -0.000152115-0.00246872j -0.00195201-0.000126764j -0.000300746+0.00183425j 0.00148256-9.95664e-05j 0.00245661+0.000267005j 0.00166156-2.97232e-05j -0.00205382+0.00170652j 0.000543686-0.000188592j 0.000171294-0.000648523j 
0.00115228-0.000981772j -2.15538e-05-0.00084128j -0.00227629+0.0022711j 0.00142054+0.000253744j 0.000202395-0.00239978j -1.52451e-05+0.00532918j -0.0044917+0.00199841j -0.00408576-0.00118822j -0.000100275+0.00167793j -0.00443876+0.000802078j 0.000496393-0.0013349j -0.00181019-0.00127714j -0.00867513-0.00367496j -0.00484119-0.010229j -0.00545189-0.00724716j -0.00295677+0.00248015j -0.00405685+0.00222815j 0.00270989+0.00151102j -0.0045707-0.000616694j -0.00120025-4.10515e-05j 0.00106629-0.000758419j 0.00438188+0.00248196j -0.00461896-0.00247058j 0.00221832-0.00599628j 0.00162766-0.00119404j 0.000806945-0.00206124j 0.00246845+0.000352093j 0.00185774+0.00163937j -0.000424638+9.75616e-05j -0.00121098-0.000106833j -0.000198193+0.00030338j 0.0039391-0.00147184j 0.00327528-0.000881049j 0.00594846-0.000783009j 0.00107425+0.00345415j 0.00553268-0.00380656j 0.00519359+0.00213448j -0.00294223-0.0039952j -0.00265495+0.00509587j 0.00283469-0.00111222j -0.00368849+0.00163657j 0.0090803+0.00453941j -0.0136099+0.000884978j 0.00545604-0.0108532j -0.00482072+0.0031112j 0.000537172-0.00613168j -0.0039821-0.00279623j -0.00252276+0.00263126j -0.00621038+0.00306667j 0.00507617-9.89564e-05j 0.00229587+0.00506481j 0.000305592-0.00356432j -0.0063472+0.00675106j -0.00663331-0.000981343j -0.00876467+0.00129948j -0.00220378+0.00372158j 0.00280229+0.000187141j -0.00164466-0.00165884j -0.00119169-0.00425267j -0.00421571+0.00179384j 0.00110504+0.00459409j 0.000132631+0.00146775j 0.00125804+0.00343186j 0.00120896-0.00279156j -0.00185804+0.000471761j -0.00102522+0.00071252j 0.000752216+0.000597327j -0.000173624-0.000561841j -0.000979609-0.000871658j 
0.00164022+0.000879664j 0.000483814-0.00258413j -0.00443537-0.00236541j 0.00103389+0.00462154j 0.00215122+0.00257865j 0.00415544-0.00195016j 0.00503825+5.56473e-05j -0.00359013+0.000739487j 0.000967932-0.00174416j -0.00553645+0.00323462j 0.00784058+0.00646502j 0.00183525-0.00310807j -0.00607324+0.00394409j 0.00934355-3.21491e-05j -0.00321474-0.00941058j 0.00451867-0.00473955j 0.0022405-0.00244557j -0.00350794-0.00518613j 0.000455666+0.00306128j 0.00310765+0.00323897j 0.00452074-0.00408848j -0.00476682-0.00380753j -0.00384139+0.00490371j -0.00574115+0.00454207j -0.00403145-0.00190165j -0.00331811-0.00318317j 0.00303179-0.00439826j 0.00283929+0.00295592j 0.00143835+0.000896402j -0.000312579-0.000114566j -0.00136642+0.000133363j 0.0027284-0.00282148j -0.00290077+0.0017548j 0.00170967-0.00397444j -0.000629241+0.0029175j 0.00453511+0.00105111j 0.00807682+0.00098063j 0.0044428-0.00331711j -0.00492618+0.0053141j 0.00137987+0.00495329j -0.00268373+0.0010307j 0.00806862+0.00557834j -0.000957053+0.000527546j 0.00460296-0.00789419j -0.0046352+0.00543356j -0.00202143-0.00471017j -0.00718431-0.00691632j -0.00326312+0.00228673j -0.0075211+0.00131685j 0.00726998-0.00282124j 0.00087148+0.00626901j -0.00437144+0.00278163j -0.00410863+0.00295516j 0.00135677-0.000206141j -0.00187714+0.00302887j -0.00386675+0.00263024j 0.00735089-0.00174095j -0.0013795-0.00126339j 0.000955702+0.000942434j 0.00228457-0.000318341j 0.00305191-0.00159608j -0.000960922-0.000197635j 0.00141248+0.00800085j 0.00120332-0.00110702j -0.00131459+0.00292149j -0.00289052-0.000807586j -0.0018242-0.00114232j 0.00149383-0.000423012j -0.000879703-0.00169481j 
-0.000911456-0.00016365j -0.00190566+0.000144819j 0.000276936-6.1237e-05j 0.00066814-0.00119327j 0.00279672-0.000794247j -0.00290253+0.00120153j -0.00207444-0.000245876j -0.0066352+0.00423465j 0.00213331-0.00337072j -0.00653267+0.0023538j -0.00203212-0.0027584j 0.00270504-0.00200694j 0.00251645+0.00315488j 0.0106312+0.00709944j -0.00162632+0.00152583j 0.00771348-0.0113182j -0.00220726+0.00275127j -0.00210603+0.00116277j -0.00740311-0.00210266j 0.00410644+0.00120358j 0.00305459-0.000312158j -0.00344451-0.00533118j 0.00306432-0.000849958j -0.000813128+0.000322026j -0.00259233+0.00156917j -0.000775772+0.0019688j -0.000713925-0.000592324j -0.000147144-0.00184742j 0.000819669+0.000560622j 0.00028865+0.000231216j 0.000696903-0.000199207j 0.00197934-0.000503229j 0.000757166-0.00046307j 0.000771481-0.000410055j 0.003484+0.000355081j 0.00198325+1.26026e-05j -0.00362989-0.000518667j -0.00676888-0.000908716j 0.00386606+0.00132941j 0.00118484+0.00267682j 0.00378773+0.00041952j -0.00210198+0.00309316j 0.00422076+0.000931385j -0.000501899-0.0034148j -0.00131484+0.00167933j 0.00440813+0.000570055j -0.0032298-0.0030762j 0.00374099+0.000811419j 0.00388446-0.00296171j -0.00630646+0.000441666j -0.00352315+0.00124427j -0.000920673+0.00180867j 0.0016536+0.00215129j -0.000720483+8.51647e-05j 0.000283704+0.00096838j 0.00144608+0.00012358j -0.000437796+0.00100503j 0.000482434-0.000515793j 0.00106367-0.00143603j 0.00656966-0.000820313j -0.00451045-0.00283133j 0.0022485+0.0011184j 0.000390896+0.000348237j -0.00238736+0.00140864j 0.000845608+0.000162439j 0.000403701-0.000996952j 1.27873e-05+0.00105743j 0.00010351+7.43404e-06j 0.000298949+0.000169227j 
-0.000718459-2.24212e-05j -0.00252906+0.00365856j 0.0053936+0.000299118j 0.00142444-0.00717935j 0.0023741+0.00222331j -0.00158111-0.00299726j 0.00210961+0.00617734j 0.00186586+0.00215142j -0.0007847-0.00163972j -0.000338334+0.00164351j -0.00998526+0.002512j -0.000129478-0.0001184j -0.00432686-0.0119759j 0.00168288+0.000397662j -0.00370399-0.00389795j 0.00287656-0.0016678j -0.0037038-0.00265738j -0.00277089+0.00280304j -0.0040397+0.00172634j 0.00483008-0.00214223j -0.00116278-0.00177697j 0.000326519+0.00109451j -3.84925e-05+0.00251979j -0.00380378-0.00408909j 0.00137595-0.00187918j -0.000313532-0.000715975j 0.00171572+0.000753177j -0.00028843-0.000435036j -0.000141505+0.000606033j 0.00167756+0.000960769j 0.00110488+0.000369492j -0.00146784+0.0061343j 0.00643239+0.000973686j -0.0022129+0.00335058j -0.00272981-0.00550147j -0.0035696-0.00246692j -0.005387-0.000911891j 0.00306143+0.00156192j -0.00193003+0.00191144j -0.0033534-0.00343138j 0.00372589+0.00295402j -0.00439489-0.00324744j -0.000354053-0.00186208j -0.00559048+0.00734036j 0.00446096+0.00553023j -0.00919422+0.00268373j -0.00253983+0.00551796j -0.000318464+0.00773334j -0.00141199-0.00626822j 0.00312717-0.000176795j 0.00326987-0.00207972j -0.000782535+0.0030915j -0.00364502-0.000418985j 0.00249094-0.00196546j 0.00235129-0.000417371j -0.00169429+0.0014141j 0.00404528-0.00254944j 0.00436129-0.000454533j 0.00189012+0.00568442j -0.00384712+0.000298637j 0.00233885-0.000875924j -0.00272746+0.00156627j -0.00157106-0.0013273j 0.0008879+0.000421906j -0.00081143+0.000642439j -0.000913436+0.00178687j 0.000702069-9.29511e-05j -0.00162877-0.000170531j -0.000551952+0.00140685j 
-0.000667683+0.00222267j -0.00528476+0.00333158j 0.00557861-0.00213909j -0.00229534-0.00631163j 0.00259466+0.000983527j -0.001544-0.00149654j -0.0026998-0.000972046j 0.0051413-0.0042232j -0.000256076-0.000818989j 0.00944104-0.00101341j 0.00499987-0.00350719j -0.00103667+0.00502281j 0.00385738+0.00281746j 0.00365622+0.0043384j -0.00401916-0.00458122j -0.00369873+0.00128809j 0.00451528-0.00791426j -0.0045652+0.00103986j 0.00176158+0.000298695j 0.000151511-0.00148037j 0.00164936-0.00146285j -0.00281905+0.00129856j 0.00415697+0.00686317j -0.00315982+0.0013903j 0.00057785+0.000270644j -0.00358692-0.00738643j 0.00370837+0.000543508j 0.00493452+0.000437001j 5.6038e-05+0.00107626j 0.00259939-0.000146506j 0.00270813+0.00143115j 0.00157431+0.00338696j 0.00670754-0.00165303j 0.00171738+0.00426288j 0.00145094-0.00246375j -0.0010187-0.00298016j -0.00447016+0.00150702j -0.00485311+0.00256107j 0.00394125+0.00420137j 0.00248785-0.00393885j -6.25084e-05+0.00196173j 0.000718252-0.0042927j -0.000472837-0.00138701j -8.1062e-05-0.00239223j -0.002638+0.00261067j -0.00838031-0.00249096j -0.0022037+0.00397433j 0.00351588+0.0052981j 0.00232574+0.00186616j -0.00399298-0.00163426j 0.00185947+0.00393587j 0.00793322-0.00081613j -0.00189973+0.00828418j -0.00451764-0.00359049j -0.0033319-0.00410944j -0.00373595+0.00225441j -0.000620056+0.00104863j 0.00273414+0.00291397j 0.00170187-0.000283744j 0.00155099-0.00340459j -0.000772542+0.00450556j 0.00481128+0.00327602j 0.00103155-0.00133829j -0.00228289-0.000351483j 0.000106301+0.00481081j -0.00578487+0.000609189j 0.00140787-0.00204663j -0.000637819+0.000706138j -0.0010751+0.000426025j 
-0.0005725+0.00390133j 0.000185522+0.000498068j -0.00102247-0.0057176j -0.00508877+0.000513661j -0.00155402-0.00461691j -0.0013925+0.00571026j -0.00926246+0.00236505j -0.00113438+0.00591711j 0.00353228-0.00617842j 0.00178718+0.00649974j 0.00183418-0.00367738j 0.00332342+0.00312874j 0.00011131+0.00223377j -0.00036339+0.00268714j -0.00418459-0.000395577j 0.0058713-0.00912688j 0.00208561-0.00403617j 0.00339034-0.00062082j -0.00573238-0.00194034j 0.00269274-0.00147432j 0.00130633-0.00337745j -0.00442242+0.00146982j 0.00253241+0.00321521j -0.00161259-0.00113454j -0.00181392+0.000368297j -0.00184318-0.0040406j 0.0027754-0.000445459j 0.00278882+0.00105493j -0.000760462-0.000451989j 0.00287068-0.00104297j 0.000416184+0.00149733j 0.00259799+0.000727311j -0.00253533-0.00539718j 0.00114725+0.00128397j -0.00713612-0.000403604j -0.00705755+0.00768439j 0.000454704+0.00450415j 0.0152606+0.0087001j 0.000628971+0.00326524j 0.000355547+0.00187586j -0.00432016-0.00461143j 0.00077788-0.00940624j 0.0169676-0.00211354j 7.06958e-05+0.00221445j -0.00443803-0.00113196j -0.0114516+0.00287642j 0.000407229-0.000673701j 0.00184926-0.00227614j -0.00172731+0.00402694j 0.00470924-0.00179616j 0.00163388+0.0014226j 0.00577409+0.00540253j 0.00361992+0.00143052j 0.00298885-0.00309692j 0.00433395-0.00364788j -0.00843226+0.00321528j -0.00120604+0.00288768j 0.00764029+0.00289942j 0.00203844+0.00436856j -0.00154515-0.00403745j 0.00102387-0.000441825j 0.0023826+0.00203768j -0.00032775-0.00125451j 0.00169736-0.000809415j 0.00148303+0.00563415j -0.00472349-0.00078634j -0.00272149-0.00319055j 0.00126744+0.000486227j -0.000995485-0.000362255j 
-0.00158217+0.00047717j -0.00151389-0.000812651j 0.00189525-0.00114403j -0.000133934-0.00107831j -0.00299271-0.00258632j 0.00279451+0.00482346j -0.00702721+0.00281445j -0.000442548-0.00388612j 1.0506e-05+0.00237804j 0.00250208-0.00162188j 0.00141546-0.004772j -0.00388365+0.00395493j 0.000316716+0.00450756j -0.00449027-0.00211865j 0.00035954+0.00085989j -0.00521161+0.00786414j 0.000649132+0.00559497j 0.00342672-2.18303e-06j -0.00366574-0.00373479j -0.00166968+0.00019939j 0.000989098+0.00262921j 0.000786395+0.000951724j -0.000307849-0.00100024j 0.00114807-0.0055032j 0.00278837-0.000855544j 0.000671132-0.00165429j -0.000596453+0.000713163j 0.00207558-0.000344789j 0.00158822-0.000382127j -0.000339596+0.00101563j 0.000405325-0.00131879j 0.00267746+0.00185534j -0.00249756-0.00482258j -0.00109906+0.0015143j -0.0017139+0.00425034j -0.00306982+0.00630141j 0.000615233+0.00558026j 0.00419081+0.000442823j 0.00312459-0.00440757j -0.00546042+0.00191607j -0.00312894+0.0014468j 0.000893437-0.00934193j -0.00536149-0.00311051j -7.49787e-05+0.00893007j -0.00238631+0.00286364j -0.00569432-0.00838857j -0.00304051+0.000763541j -0.00152503+0.00496762j -0.000490736-0.000190457j 0.00525164+0.00302554j -0.00407896+0.000223621j -0.00536495-0.00161159j -0.00254762-0.0110243j 0.00104209-0.000218216j 0.000535664-0.00526453j 0.00592329-0.00553489j -0.00383279-0.0056504j -0.00156658-0.0019094j -0.000100733+0.00234193j 0.0033274+0.00414083j 0.00530668-0.000189953j -0.000669922-0.00286195j 0.000224188+0.0039117j -0.00296423-0.00130789j -0.00434347-0.00257781j 0.000659562-0.000547371j 0.00171099+0.0029019j 0.000740009-0.00174511j -0.00177233-0.000580569j 
0.00200801-0.000262928j 0.00158526-0.00128533j -0.00580133+0.000360371j 0.0012731+0.00540448j 0.000245251+0.00265703j 0.00180024-0.00248181j 0.00405891-0.000106993j 0.00254222+0.000413373j -0.00035062+0.000347139j -0.000743685+0.0017215j -0.00122303+0.00344697j 0.000102034-0.00266286j -0.0032453-0.00250064j -0.00292587-0.00295949j 0.000964891+0.0011779j 0.000979066+0.00143097j -0.00106593-0.000318034j 0.000694798-0.000761947j 0.00429064+0.00245748j -0.000527834-0.000158458j -0.00161356-0.000341692j 0.000937586+0.00106645j -0.00234765-0.000967476j -0.000788727+0.00157124j -0.000613172-0.00167025j 0.000839931+0.00183975j -0.00067315-0.000264039j -0.0022208+0.000768341j -0.00071-9.38354e-05j -0.000667877+0.000612838j -0.0012754+0.000836482j 0.0088255+0.000617352j 0.000664405-0.00948591j 0.00490255-0.000825258j -0.00380962+0.0027179j -0.00256747+0.00650475j 0.000279398+0.00726079j 0.00639855+0.00458286j 0.00727203+0.00772473j -0.000385365+0.00235857j -0.00151394-0.00103919j 0.00448704-0.011736j 0.00284124+0.000231385j -0.00108098-0.00714462j -0.0098791+0.00268408j -0.00529434-0.00740991j -0.0113456-0.000122318j -0.00028047+0.000760514j -0.00231198+0.00113875j 0.00474957+0.00396898j -0.00354835+2.03244e-05j -0.00114273+0.00528924j 0.00121268-0.000388755j 7.15627e-05+0.00188911j -0.00138236-0.000402062j 0.00128211+0.000944418j -0.00250241+0.0020847j 0.00567529-0.00304126j 0.00240875-0.00227484j -0.00128156+0.00185035j -0.00139322-3.77881e-05j 0.00184341+0.00274659j 0.000674392+0.00167114j -0.00119832-0.00213864j 0.00192299+0.00193759j 0.000749766-9.31305e-05j -0.00232543+0.00398536j 0.001189-0.00081346j -0.000181142-0.00143257j 
0.00112394+0.00176083j 0.00135157-0.000335496j -0.00430121-0.00390889j -0.00305409+0.00477084j 0.000630756+0.0010974j -7.3101e-05-0.00143767j 0.000806353-0.00503756j -0.00124822-0.00116133j 0.00119101+0.000426693j -0.0020335-0.00108717j 0.00431171-0.000764885j 0.000985997-0.000982467j 0.003177+0.00471612j 0.00175387+0.00227242j 0.0033264-0.000370858j 0.00208962-0.00096736j 0.00394071+0.000115334j -0.0005942-0.00153229j 0.00261648-0.000294671j -0.00181959+0.00153551j 0.0017679+0.000435093j -0.00109296-0.00351906j 0.000130066-0.00145157j 0.00220384+0.00367321j -0.000727308+0.00114377j -0.000220735+0.000650092j -0.00042062-0.00150066j -0.00107449+0.00046582j 0.000470084-0.000536022j 0.00142578-0.000299247j -0.00124046+0.00211393j 0.00391224+0.00207354j 0.00266525-0.00357835j 0.00246624+0.00210159j -0.000150145+0.00378114j -0.00688116+0.000914535j 0.00220799+0.00563727j -0.00610093+0.00565032j 0.00239361-0.00402903j -0.00131554-0.00490121j -0.00448308+0.000378545j 0.0078305-0.00998508j -0.00103245-0.00206843j -0.00101653+0.00201047j -0.000520249+0.00201588j -0.00631899-0.00160849j 0.000755189-0.000857728j 0.00522184+0.00398921j 0.00486044+0.00455219j 0.00331454+0.00226145j 0.00119307+0.00745048j 0.000958781-0.00642255j -0.00525271-0.000521635j -0.00772661-0.00609676j -0.000865962-0.00186012j 0.00890894-0.0037488j -0.00487396+0.000462511j 0.00206831+0.00146497j -0.00282793-0.00258465j -0.00228754-0.000276431j 0.00114969+0.000585373j 0.00189486+0.0019126j -0.000953992-0.000932485j 0.000409254-0.000801515j 0.000531228+0.00106535j -0.00110641+0.00264152j 0.000132485+0.0003408j 0.000162592+0.000261922j 0.000347505+0.000165971j 
0.00330892-0.00162716j 0.00121679-0.00295984j -0.00518645-0.000102075j 0.00143164+0.00741112j -0.00387489+0.0039304j 0.00680087+0.00427663j 3.71162e-05+0.00212378j -0.0039314+0.00123881j 0.000412523-0.00281403j -0.00626737-0.00136013j 0.00498392-0.000897464j 0.0032642-0.00382502j 0.00142205+0.00572133j 0.002551-0.00239597j -0.000394559+0.00141767j 0.0019686-0.00360126j -0.00318955+0.00374588j 0.00211664-0.00252166j 0.000604737-0.000332021j -0.000880926+0.00400379j 0.00242271-0.00171361j 0.00141654-0.000685638j 0.000494581-0.000802958j -0.00214595+0.00403622j -0.00349933-0.00269853j 0.00145277+0.00246824j -0.00232177-0.000194802j -0.000495894-0.000626111j 0.00148922+0.000557254j -0.00139094+0.000465728j -0.000148573+0.00237385j 0.000408651+0.00446894j 0.00492772-0.00125281j 0.00208199+0.00338373j -0.000969565-0.00158019j -0.00338059+0.00161011j -0.00527119+0.00244415j 0.00237445+0.00214192j 0.00231508+0.00217279j -0.00108233-0.000994614j 0.00173867+0.0003171j -0.00642766-0.00364366j 0.00354102-0.00234181j -0.0015842+0.00161566j 0.000515042+0.000668267j -0.0047606+0.00511277j -0.000346309+0.0025273j 0.00221944+0.000538741j 0.000945257-0.00381196j -0.00196781+0.00112393j -0.000130711-0.00191415j 0.00202317+0.00248878j -0.000311625+0.00119838j -0.000223457-0.00119646j -0.000993948-0.000634116j -0.00310308+0.00217304j -0.00145919+0.00208031j 0.00545937-0.00112606j 0.00219511+0.0022334j -0.00223587+2.45197e-05j -0.00182646-0.000834363j 0.00157991+0.00275133j -0.000923805-0.0031974j -0.000383533-0.000370776j 0.00156384+0.00045621j -0.000654986+0.000849668j -0.00150817-0.000244601j -0.000368718+0.000294699j 0.000504393+0.000892186j 
-0.00137115+0.00396319j 0.00356255-0.000505018j -0.000751472-0.00929167j -0.00869364+0.00371328j -0.00630923-0.00527224j 0.00229849+0.00587414j -0.0044404+0.00278824j 0.000628855+0.00617606j 0.00268366-0.00231562j 0.000784581+0.00394558j 0.00251157+0.000131395j 7.39367e-05+0.00208078j -0.000855254+0.00346794j -0.00840017-0.000536171j 0.00344387+0.00102455j 0.000625312-0.00172597j 0.00429965+0.00292928j 0.00687055-0.0030209j -0.00273753-0.00247489j 9.71062e-06-0.000345038j -0.00121616-0.000886137j -0.00292718+0.000264807j -0.000776521+0.000536544j 0.00152729-0.00116874j 0.00125106-0.000590871j 0.000524758-0.000223082j -0.00100967-0.00230446j 0.000756863+0.00171363j 0.00200595-0.00226501j 0.0015844-0.00145344j -0.00215367+0.000968232j 0.00049306+0.00392996j 0.00481203-0.000383593j 0.00144836+0.0019904j 0.000548642-0.00480411j -0.00347509-0.000731229j -0.0108442+0.000863185j 0.000990129+0.00278801j 0.00364097+0.00325506j -0.00640845-0.00273714j 0.00701748+0.00170432j -0.00989308-0.00087919j -0.00671467-0.00224387j -0.00303599+0.00705578j 0.000806874+0.00543951j -0.00499122+0.00120526j -0.0044102+0.00583393j 0.000977943+0.006917j -0.000381946-0.0082127j -0.00283033+0.0019301j -0.000153674-0.00457622j -0.00143517+0.00301037j -0.00101201-0.000970825j 0.000600057-0.000330484j 0.000332092-0.000388031j -0.00265127+0.00403383j -0.000725425-0.0022474j 0.00240052-0.00280571j 0.00230855+0.00527506j 6.28499e-05+0.00258402j -0.000276857+0.000228878j 0.000970148-0.000145039j -0.00291349-0.000696832j -0.00329372+0.000401108j -0.00209607-0.000552883j 0.000592967+0.000908654j 0.00151925+0.000186632j -0.000565549-0.000649669j 0.000154155+0.000695266j 
