-0.165485-0.251318j 0.260012-0.134347j -0.0683004+0.00211814j 0.017731-0.0292547j -0.116346+0.101343j 0.0467623-0.0996636j -0.083481-0.179744j -0.198299+0.122715j 0.0198727-0.0959627j 0.168722-0.0143412j -0.0646783+0.0732099j -0.153189+0.0835204j -0.025624+0.00796997j 0.0893002+0.00441335j -0.0338715-0.0769333j -0.0503603+0.0443896j -0.0253587+0.00101647j -0.200899-0.0564739j 0.0984041+0.0770509j 0.131922-0.0216949j 0.0536148-0.0271011j 0.18921+0.0982735j 0.0147895-0.167488j -0.0253769-0.129654j -0.132327-0.0885994j 0.0601601+0.0995154j 0.016805-0.122184j -0.210187-0.242273j -0.298472+0.211706j 0.174362+0.0745645j -0.0567613+0.154034j -0.0235775-0.0430894j 0.0304445-0.0190785j 0.0345138+0.00709406j 0.000752198-0.0541776j 0.0163106+0.0113185j -0.0479004+0.00458115j -0.00681528-0.0314483j -0.0114543-0.0202065j -0.00444568+0.010565j -0.0221314+0.0168815j -0.0100139-0.00384832j -0.00394219-0.00798599j -0.0120128-0.00692701j 0.0185591-0.0107287j 0.000499516+0.0269099j 0.00218619-0.00321395j 0.00937954-0.00709367j 0.00231312+0.00954929j 0.00378732+0.0340458j -0.00650041-0.00629242j 0.00636372+0.00123774j 0.0151715-0.000817782j -0.00439304-0.000654122j -0.00532578+0.00785526j -0.0076259-0.00885522j -0.00518464-0.0133423j -0.0143244+0.0223767j -0.0159121+0.0176549j 0.0148237+0.0103979j 0.000897076+0.0116896j -0.0202094+0.0352633j 0.0179656+0.00404116j 0.01243-0.00490404j -0.00276216+0.000165876j -0.00891178+0.00332454j -0.0115368+0.00588971j -0.00508672-0.0387192j -0.0481651+0.00652494j 
-0.00479354+0.0022153j -0.00245096-0.00507262j 0.00762302-0.00763869j 0.00727913+0.00440424j -0.00256183+0.00443472j 0.00471087+0.00332907j -0.00487168-0.0132297j -0.00494179-0.00108788j -0.00661185+0.000330053j -0.000222494+0.0104733j -0.00362365+0.00571063j 0.00162425-0.00280254j -0.000386605+0.00400799j -0.00687933-0.00208421j 0.00643811-0.00562224j 0.00117008+0.004031j -0.00627755+0.000949714j 0.00378757+0.00188723j -0.00079416+0.00164059j 0.00694145-0.00473835j 0.00223161+0.00207624j -0.00264872-0.00100473j 0.00698198-0.00320216j 0.00283757-0.000585336j -0.00612432-0.00466883j -0.00788455-0.00908771j -0.0075291-0.000511265j 0.00257979+0.00472758j 0.00457564-0.0045868j -0.00418084-0.00637529j 0.00376553-0.00660739j -0.00570457-0.0134579j 0.0152968-0.0067927j -0.00221023-0.0101592j -0.00466607-0.00486984j 0.0160981+0.00696897j -0.00543519+0.00520888j -0.00676907+0.00150647j -0.00379671-0.0058805j 0.000547133-0.00273445j 0.00787953-0.00497771j 0.00308117-0.0060043j 0.00274718-0.00377697j 0.00293253-0.00748681j -0.00284362-0.00791423j -0.00790514+0.0110128j 0.00169218+0.00247239j -0.00157843+0.00082068j -0.00761106-0.00223229j -0.0015193-0.00284997j 0.0031083+0.000638058j -0.000113387-0.000944699j -0.00299332-0.0109543j -0.0049783+0.0065934j -0.000465409-0.000479368j 0.00245694+0.00171427j -0.00158812+0.00561819j -0.00110234+0.000987j -0.00165098+0.00719715j 0.00651316+0.00427343j 0.00744384-0.00475637j 0.00557701+0.00276714j 0.0120396-0.00854669j 0.00506229-0.00576319j -0.00651992-0.0173733j -0.0168144-0.0150816j -0.011483+0.0158487j 0.00603+0.00937291j 0.00781665-0.0098455j 
1.59185e-05+0.00419931j -0.00402543-0.00224071j 0.000623107-0.00216011j 0.00338508-0.00158449j -0.00607779-0.00416376j -0.00226604-0.00459188j -0.000917938+0.00360923j 0.00420785+0.000897614j 0.00811526-0.00818618j 0.000154207+0.00424537j 0.0150763-0.00187515j -0.00235493+0.0138434j 0.00340745-0.00522421j -0.00279672-0.000561657j -0.00510396+0.00119169j 0.00264516-0.00388385j 0.00314583+0.00864933j -0.00907084-0.00500029j -0.000998544-0.00209634j 0.00270978-0.00751833j 0.000544843+0.00530539j -0.000610114-0.00267462j 0.0032381-0.00278804j 0.00218403-0.00329983j 0.00547032-0.00273285j 0.00364518-0.00297134j 0.00468055-0.000279607j 0.00640843-0.00385687j -0.00281877-0.00465812j -0.00296669+0.00109899j -0.00142859-0.00700811j 0.000465902+0.00551267j -0.00116086+0.00393263j 0.0103709-0.015897j -0.0149242+0.0088961j -0.016548+0.000934572j 0.00600169-0.00981559j -0.00535804-0.00197395j -0.000865172-0.00474814j -0.0173017+0.00633635j 0.0195797+0.0227744j 0.00546005+0.0196806j 0.00433912-0.00675349j 0.00247757+0.0141723j -0.00906626-0.000579947j -0.00406112-0.0122308j -0.00665569+0.00388128j 0.00429764+0.00883842j 0.0015643+0.00629689j 0.00368574-0.00922738j 0.0147695+0.00376405j 0.011068+0.00688439j -0.000311305-0.00402002j 0.00385018+0.0166321j -0.0128098-0.00413021j 0.00805752+0.00251981j -0.00892467+0.0140585j -0.00418379+0.00811597j 0.000315308-0.00241941j -0.00323181-0.003972j -0.00265057+0.00394434j 0.00644501+0.0063347j 0.0126184+0.000620017j 0.00348902+0.00251601j 0.0284762-0.00195728j 0.00784671-0.00642355j -0.00674396-0.00434228j 0.0144469-0.00335258j 0.00215694-0.0141361j 
0.00111215+0.00178227j -0.00219797+0.00120419j -8.26815e-05+0.00512201j -0.00293415+0.00114308j -0.0061409-0.00234116j -0.00879528-0.00370256j 0.00179692+0.00963301j 0.00406163+0.00137863j -0.000103404-0.00323502j 0.0010213-0.00618473j -0.00151348-0.00710695j 0.000963607+0.00118456j 0.00165239+0.00103312j 0.00418475+0.00612632j -0.00801678+0.000970521j 0.000724929-0.000505573j 0.00633086-0.00200585j -0.00299681+0.00433679j -0.00237873+0.00667873j -0.00403485+0.000347726j 0.00222545+0.000568309j 0.00469595+0.00438555j 0.00158515+0.0016317j 0.0017229+0.0024005j 0.00957031+0.00187365j 0.00245335+0.00204221j 0.00458181+0.00319603j -0.000723713-0.00422992j -0.00323996+0.00182905j -0.00306086+0.00198229j -0.00274902-0.00394665j 0.00326949-0.00393502j 0.00699799+0.00368495j 0.00309711-0.00197297j -0.00269341+0.0102406j -0.0129204-0.00265269j 0.00733428-0.00260308j 0.00135474+0.00750885j -0.000849743+0.00610009j 0.0231888-0.0105334j -0.0120813-0.0131848j -0.0110057-0.00653164j -0.0116032-0.002198j -0.00178632+0.00423931j -0.00185383-0.000201453j 0.00867201+0.00530575j 0.00300059+0.00960928j 0.00374579-0.00755615j -0.00749761+0.00120622j -0.00363827+0.017579j 0.00406474-0.00673637j -0.00171472-0.0109975j -0.00603287+0.00091811j 0.00469392+0.00236912j 0.00895858-0.00465707j 0.000501242+0.000863039j 0.00811009+0.00537541j 0.0111764-0.00748083j -0.00709471+0.00155495j 0.0155727+0.00683178j 0.00286869-0.0161426j -0.0130764+0.00681367j 0.00347991+0.0103128j -0.00849209+0.0023713j 0.0003478+0.0225395j -0.00847364-0.0100165j -0.00772888+0.00488009j -0.000468771-0.00427915j -0.00421192+0.000968473j 
-0.00285449+0.00726659j -0.00704412-0.00181547j 0.00630462-0.00994655j 0.0101322+0.00276221j -0.010543+0.00815539j -0.00996605-0.00309713j -0.00994703+0.00108164j -0.00071167+0.00305491j -0.00472653-0.013152j 0.00261049+0.00889874j 0.00884132-0.00366307j 0.00489637+0.00915141j 0.00204099+0.000437002j -0.00691208+0.0052428j -0.00475029-0.00148966j 0.0026036+0.00208854j 0.00372742+0.0109008j -0.0112903+0.00344565j -0.000911451+0.00620046j 0.00486607-0.014998j 0.00910464+0.0059387j -0.000431341+0.00183584j 0.0109556-0.00706924j 0.0110206-0.00136042j 0.00450857-0.0147912j -0.0064932-0.0155366j -0.0026234+0.000453898j 0.00790944-0.00117895j -0.000685521-0.00948527j -0.00140924-0.00175354j 0.00060692-0.00200154j 3.60374e-05-0.0103311j 0.0106312-0.00270404j -0.00192337-0.00461176j 0.00216813+0.00898001j -0.00459304+0.00414723j 0.00333244-0.00125791j -0.00121717+0.00356187j 0.00353894+0.00181525j 0.0098382-0.0170553j -0.0114318-0.0052004j -0.00893707-0.00223603j -0.00783197+0.00137459j 0.00102298+0.00193124j -0.00195543-0.000736899j 0.00577282+0.00157255j 0.00537263+0.00330025j -0.00198097-0.00618279j -0.00649073+0.00161356j 0.00516687+0.0112057j 0.00156634-0.00593492j -0.0059793-0.00533665j -0.00296436+0.00206955j 0.00220513+0.00145889j 0.0025331-0.0039809j -0.00116978+0.00269584j 0.00597759+5.56729e-05j 0.00393875-0.00831167j -0.00321216+0.00818162j 0.01399+0.0002145j -0.0032928-0.0111798j -0.00508029+0.0075693j 0.00699486+0.00307103j -0.00391553+0.00505376j 0.00642455+0.00726861j -0.012998-0.00551083j -0.00424583+0.0116786j 0.00011479-0.00291658j -0.00323096-0.000855078j 
0.0021028+0.00152054j -0.00149244+0.00218562j -0.00594165+0.00342931j -0.00308854-0.00793823j -0.00623794-0.00801209j 0.00628157-0.00152278j 0.0059665-0.00268194j 0.00841054-0.00411432j 0.00721554-0.0133449j 0.00496894+0.0058576j 0.0242135-0.0152673j 0.012217+0.0208757j -0.00199721-0.0133267j -0.00703761-0.0065479j 0.00101869+0.00249044j 0.000104891-0.0112078j 0.00777757+0.0113857j -0.018763-0.00177737j -0.00209565-0.0145398j 0.00254625-0.010551j -0.00461237+0.00770595j -0.00824162-0.0118497j -0.000745132-0.00664706j -0.00981317-0.0132732j -0.00412085-0.00420005j 0.0130475-0.00393604j 0.00586779-0.0126276j 0.00686473-0.00439333j -0.00290273-0.00874122j -0.00106134+0.00171007j -0.000364493+0.000394172j 9.85086e-05+0.00167105j -0.00435679-0.000169898j 0.0109129+0.00505519j 0.00610919-0.021374j 0.013188+0.00216799j -0.00687316-0.00042974j 0.0121136+0.00042268j -0.00616558+0.0044922j 0.00403882-0.000670859j -0.00750641-0.00603349j -0.0038497-0.00349697j 0.00262215+0.00915832j -0.00579197-0.0101531j 0.000119339+0.000642924j 0.00182011+0.00804535j 0.00517168-0.0016157j 0.000644154+0.00476759j 0.000398301-0.000558833j -0.00569493+0.0024817j -0.010975+0.00619471j -0.00771168-0.00465674j -0.00107209-0.00331866j -0.00622106-0.00552034j 0.0105894-0.0054096j 0.0045813-0.00492442j 0.0042686-0.0075079j -0.00241847-0.00515738j -0.000134272-0.006621j -0.00652728-0.00385612j 0.00403446+0.000858167j 0.00526947-0.00316215j 0.00858059+0.000701135j 0.000747604-0.0188452j -0.0170647-7.67286e-05j 0.00182169+0.00477094j 0.00394836+1.43537e-05j -0.00499772+0.00262739j 0.00105307+0.00616787j 
0.00187491-0.00565938j 0.00444053+0.00114882j -0.00141843+0.000120999j -0.00394064-0.000973639j 0.00752018+0.00686554j -0.00869599-0.00281653j -0.00508237+0.00645237j -0.0060776+0.000124684j 0.0034859-0.0151408j -0.00398894+0.00236398j 0.0131461-0.00128775j 0.00150791+0.0116848j -0.0100332-0.00601437j -0.00422809-0.00328831j 0.00549837+0.0130457j -0.00583109-0.00114994j 0.00453202+0.00946944j -0.0135741-0.011465j 0.000260708-0.0137626j -0.0012377-0.00191535j -0.00104527-0.00158609j -0.00991111-0.00114551j -0.0136778+0.00265498j 0.00857906+0.00453645j 0.00250228-0.0134664j 0.00483842-0.00316217j 0.00217945-0.00424739j 0.00522103-0.00184522j -0.000794778-0.0061529j 0.00623966-0.00322059j 0.00338031+0.00824359j -0.00396823-0.00327928j 0.00255679-0.00412334j -0.0202314+0.00667758j -0.00481672+0.0113224j 0.00575323-0.00986715j 0.00562612+0.0153131j -0.0135594-0.00634243j 0.0117513-0.00608587j -0.00481368-0.00501617j -0.0048349+0.0021433j 0.00202668-0.00893851j 0.00213303-0.00452708j 0.00391676-0.000988912j 0.00816764-0.00552198j -0.00216284-0.00380452j -0.00656152-0.00683515j -0.00843787-0.00887194j -0.00196532-0.00598188j 0.00552547-0.00837846j 0.000544607-0.00257134j -0.000843887+0.0111735j 0.00418236+0.00534598j -0.00309422-0.00291461j -0.00557568+0.0104781j -0.01329+0.00509252j -0.0064934-0.00686829j -0.000665738+0.00740775j 0.00381135+0.00773746j 0.00301503+0.00589282j 0.000381274+0.00281258j -0.00788074-0.00829697j -0.0252457-0.00368761j -0.00041084+0.0230231j 0.0016851-0.0051609j -0.00287848+0.000253267j -0.000411664+0.00029624j -0.00257318+0.00689251j 0.00559308+0.00148732j 
0.00242788-0.00149894j 0.00121856+0.00285947j 0.00143675+0.00601923j -0.00217668+0.00204431j -0.00613326+0.0069061j -0.0272586+0.00472748j 0.0112865+0.0217419j 0.00774352+0.000807073j 0.00106549-0.0102878j -0.00589159-0.0117565j -0.00496994-0.00686794j -0.00896836+0.00925122j 0.00448122+0.00510937j 0.014399+0.00756559j -0.0155202+0.0132252j 0.00246265-9.63571e-05j 0.0137846-0.0083506j -0.00375519-0.00254364j -0.00386946+0.0116054j -0.00582435-5.14757e-05j 0.00484746-0.00591967j 0.0142639+0.0102028j 0.00404522+0.00710654j 0.0149647+0.00679715j 0.0258302-0.00481131j 0.00600217+0.00303456j 0.0121215+0.00713661j 0.000307165-0.0106376j -0.00702892+0.00134742j -0.00254977-0.00386779j 0.00321016-0.00256532j -0.00691776-0.000801007j 0.00136415-0.00755748j 0.000555889+0.00231014j -0.00434165-0.00836325j 0.0138164-0.00422781j -0.000224737+0.00815396j -0.00428819-0.00133426j -0.00308212-0.0058968j -0.00653112+0.00340316j 0.00255697+0.000486792j 0.00220223-0.00503396j 0.00553716-0.00172319j -0.00222941-0.00785542j -0.000160652-0.00528738j -0.00575187+0.00665084j -0.00230921-0.00408255j -0.0035123+0.00381868j -0.0032827-0.00199857j -0.00230352-0.00878636j -0.00243341+0.00359447j -0.000217774+0.00620609j 6.7491e-05-0.00705055j -0.00605085+0.00172852j 0.000122927+0.00239201j -0.000673899+0.0014832j -0.00542099-0.000653296j -0.00454563+0.00280235j 0.00416416+0.00229098j -0.00293412+0.00123054j 0.0040698+0.00393164j 0.00627895-0.00326068j -0.000763418-0.00386812j 0.00645565-0.00453066j -0.00718937-0.0113414j -0.00442869+0.000184894j -0.00177844+0.00384223j 0.000270244+0.00746342j 0.00584736-0.00108602j 
-0.00297378-0.00252908j 0.00208009-0.00417358j -0.00125282-0.00652213j 0.00262306+0.00253163j 0.0207874+0.004869j -0.00606275+4.1081e-05j -0.0132026+0.0078848j -0.0143759+0.00889846j -0.0057407-0.00621646j -0.00467789+0.00442321j 0.00477644+0.0116644j -0.00155015-0.00325059j -0.0116818+0.00174644j -0.00580831+0.000232686j 0.0136033+0.007227j -0.00668659+0.009417j -0.00320364+0.00863635j -0.00603818-0.00840512j 0.00373671-0.00889703j -0.00169272+0.00479611j -0.000183534-0.00522205j -0.0107344+0.00485937j -0.0170142+0.00674925j 0.0150956+0.0102843j -0.00528274-0.0134337j -0.00728993-0.00248188j -0.00649751+0.00174902j 0.000108454+0.00413425j 0.00211135-0.000922238j 0.00334218+0.00347548j -0.00270511+0.00385543j 0.00373753+0.00242325j -0.00255568+0.00536624j -0.0011762+0.000895611j 0.00276237+0.00584072j -0.0102546+0.000243602j 0.00216797-0.00593681j 0.00304564+0.00412749j -1.24384e-05+0.00255932j 0.00427193-0.00130296j -0.000789235-0.000121308j -0.00287958+0.00129447j -0.00538489+0.000820201j 0.00244595+0.00431041j -0.000410186+0.00106159j 0.00232224-0.00262407j -0.00018253+0.00467059j -0.00032865-0.00121518j 0.00148593+0.00167758j -0.000430729+0.00428331j 0.000142698-0.00268744j 0.00243114-0.00453191j -1.38424e-05+0.00332063j 0.00352564-0.0017509j 0.00331654+0.000975482j 0.00139009+0.00207583j 0.00381328+0.00133361j 0.00325571-0.000835836j -0.00103374-0.00381847j 0.00292744-0.002465j -0.00111955-0.00242257j -0.00541474+0.00348518j -0.00225595+0.00879495j 0.00387393+0.00365381j 0.00260171+0.00460519j 0.00220856+0.000892984j 0.00111849-0.00263203j 0.000427373-0.00295358j -0.00237055+0.00025237j 
-0.00650091-0.00132043j 0.00168391-0.0069232j -0.00595455-0.000123409j -0.005439-0.0106518j -0.00340457+0.0145404j 0.00260725-0.000860244j 0.00106264-0.00983266j 0.0089202-0.0126007j 0.00225313+0.00336781j 0.00725661+0.0067913j -0.00616969-0.0127283j -0.0202875+0.00757002j -0.00584857+0.0149348j 0.00253265-0.00581211j -0.00101428-0.00170735j 0.00777882-0.00784832j 0.0112016-0.0147158j 0.0152934-0.0185434j -0.0246534-0.0176836j 0.00535301-0.0112612j -0.00496843-0.0104603j 0.00134844+0.00672063j 0.00354508-0.000848006j -0.00292521-0.00607456j -0.00346291+0.00447271j 0.00245532-0.00345504j -0.00335518-0.00289664j 0.000918032-0.000557692j 0.000681551-0.000964051j 0.00334602-0.00736208j 0.00631369+0.00543441j -0.00506438+0.00461123j -0.00728288-0.00598963j -0.0106745-0.0105179j -0.00175152+0.00745054j -0.00649036+0.00422674j -0.00368081-0.00636747j 0.00364378+0.00560416j -0.00182791+0.00707401j 0.00697492-0.00256678j 0.0020303+0.00880067j -0.00975212-0.00679022j -0.00169477-0.00103292j 0.0124802+0.00334709j -0.00100997-0.00830568j 0.00309073+0.00213241j -0.0103649+0.00895068j -0.00843844+0.000264881j 0.00230747-0.00113167j 0.00139377+0.0146894j -0.000966025+0.00411583j 0.00720526-0.00255987j -0.00829422+0.00943704j 0.000705221-0.00390421j -0.00115472+0.00646365j 0.00397386+0.0096182j 0.0104557-0.00685054j -0.0163363+0.0132242j -0.015182-0.0123912j 0.0114603-0.00129106j 0.000658733-0.00929266j -0.00503595-0.000725013j -0.00681391+0.00415502j 0.00679322+0.00772184j 0.000336627-0.00266514j 0.00237915-0.000722957j -0.00250134-0.00339312j 0.00194306+0.00227356j 0.00064701-0.00221772j 
0.00343661-0.00407414j 0.00251921+0.00327347j 0.000215196+0.0128502j -0.0115923+0.00108522j -0.00866451-0.012497j 0.0126464-0.00814636j 0.00698544-0.00849384j 0.00415085-0.00728901j 0.0106847+0.00448459j 0.00147115-0.00745099j 0.0010414-0.00682082j 0.00777335-0.00120244j 0.00128016-0.0107717j -0.000615816-0.00486023j -0.00266376-0.00342347j -0.00342436-0.0084471j -0.0026396-0.0018168j 0.00104776+0.00414459j 0.00160416-0.00349895j -0.00181167+0.00538057j -0.00573573+0.0069854j -0.00248644-0.0100372j -0.00269159-0.00156948j -0.0212612-0.00347545j -0.00258419+0.0160596j 0.0120263+0.00957269j 0.00597342-0.00601382j -0.00168193-0.00178919j -0.000288506+0.00240829j -0.00415513-8.88347e-05j -0.00153642-0.00467168j -0.00802916-0.00673646j 0.0109264-0.00912506j -0.0129855+0.00933109j 0.00426031+0.0214033j -0.00601793-0.00244973j 0.0142429+0.00593812j -0.0168758+0.00611159j 0.00511748-0.0122989j -0.00444482-0.00983634j -0.00316621-0.000170204j -0.00176531-0.00360838j -0.00738703-0.00529808j 0.00423764+0.00156016j -0.000689047-0.00574577j -0.00315834-0.00184992j -0.00071594+0.000768335j -0.0081956-0.0066857j -0.00864043+0.00134004j 0.00531489-0.00621285j 0.00509203-0.0113769j 0.00256614+0.00464906j 0.00244689-0.000924462j 0.00343102+0.00525814j -0.00253134+0.00664213j -0.00655827+0.00874224j -0.00380257+0.00720991j 0.00890949-0.00262693j 0.00831935+0.0141553j 0.0152248+0.00115653j -0.00269489-0.00474202j -0.0075631+0.00873215j -0.00923081+0.00517168j 0.00813296+0.0206724j 0.0123797-0.00276675j -0.0158616-0.00409271j -0.0047651+0.0108636j 0.00193432+0.00332675j 0.00275208-0.00355051j 
0.00143279+0.0113579j -0.00853899+0.00104393j -0.00143357-0.00907986j 0.00500396-0.00686885j -0.00573994+0.0185574j 0.00256064+0.00185262j -0.00729213-0.0116774j 0.00236778-0.0085417j -0.00288213+0.00220383j 0.00840305+0.00721828j -0.00794693-0.00297559j -0.00703464+0.00707513j 0.00722538+0.00975789j -0.00198699-0.000477881j -0.0064178-0.00598072j 0.00760511-0.00437205j 0.00118125-0.00698106j 0.00705418-0.0056985j -0.0113781+0.00447708j 0.00438698-0.0157555j 0.0028621-0.00179684j 0.00520019+0.00292278j 0.0151938-0.010579j 0.000247839-0.00722311j -0.00214336-0.00232886j -0.00678487-0.0104264j -0.00594595-9.58152e-05j 0.00245651+0.00331238j 0.00211285-0.00269889j 0.0116221+0.00094995j 0.00134605+0.0116504j 0.00901725-0.00429604j 0.0023344+0.00996229j 0.00738032+0.0176432j 0.00850743+0.000453379j -0.00368184-0.00997877j 0.0139769+0.00184893j -0.0084876-0.00388762j 0.00491146-0.00978131j -0.00496593+0.00573012j -0.00915702-0.00595356j 0.0117515+0.00137778j -0.0026669+0.0014788j -0.00913196+0.00200711j 0.00898273+0.00714115j -0.0044112-0.0101461j 0.00243089-0.0127277j 0.00320243-0.0055533j 0.00164763-0.00182635j -0.00601884-0.0176989j -0.00309283-0.0091639j -0.00437509+0.00647052j 0.0142387-0.00384232j 0.00157411-0.00338589j 0.00320983+0.00315271j -0.012181-0.00435881j -0.0104178+0.00434279j 0.0177371-0.0136871j 0.0210565+0.00616599j -0.0114446+0.00329698j 0.000193491+0.0139228j -0.00541409-0.00362232j -0.0133567+0.00620176j -0.002513+0.0098509j 0.00275303+0.00392534j 0.00463952+0.00754627j 0.00900418-0.00287225j -0.00592552-0.00264664j -0.000505517+0.00715526j 
0.00744995+0.0023055j -0.00161316+0.010076j 0.00672084-0.0092189j 0.0137074+0.0024064j -0.0157248-0.00306427j 0.00205225-0.000775068j -0.00191667-0.00296362j 0.00183127+0.00524753j -0.00269982+0.00141502j -0.00114394+0.000299331j 0.00318339+0.00353631j 0.0122085-0.00761253j 0.00905158-0.00874337j -0.00199829+0.00607779j -0.00859317-0.00624723j 0.00234204+0.00222558j -0.00521235+0.00930552j -0.00207616+0.0181677j 0.0153638+0.0158089j 0.00105125-0.00345972j 0.00959426+0.00976633j 0.00326733-0.00519237j 0.0131298-0.00875459j -0.00223044-0.00235982j 0.00268888-0.00122124j -0.00548502-0.00550656j -0.000556708+0.00278481j 0.00374845+0.00132211j 0.000543849-0.00397638j 0.00366268-0.010728j 0.0108623+0.00543061j 0.00333149+0.00639129j -0.00904293+0.00231871j -0.00585214+0.00142893j 0.000720652+0.00348427j -0.00217373-0.00068987j 0.00131014+0.000586698j 0.000784997+0.00210786j 0.00267603+0.00101886j -0.000220931+0.00302905j 0.00151521+0.00671237j -0.00449511-0.00758965j 0.000221818-0.00101524j 0.00937239+0.000264186j 0.00406012-0.00454114j -0.000139844-0.00192833j -0.0132173+0.00249165j -0.00789776+0.000313901j 0.00520116-0.0042213j -0.000683855+0.000419522j -0.00382945+0.00292819j 0.00537773+0.00303809j -0.000330285+0.00678947j -0.00129246-0.0073052j 0.00109988+0.00973476j 0.000111775+0.00825457j 0.00242148-0.00852837j -0.010953+0.0119921j -0.00628044-0.0129697j 0.00143413+0.00103487j 0.00335142+0.000116355j -0.00381964-0.0075638j -0.01769+0.00479046j 0.00580469+0.0111361j -0.00175807-0.00420907j 0.00699837+0.00399259j 0.00199121-0.00616052j 0.000247037+0.00548822j 0.00457904+0.000150709j 
-0.00231774+0.00147439j -0.00239181-0.00440639j -0.00265498+0.00593705j -0.008409+0.000129096j 0.00959911-4.88778e-05j 3.566e-05+0.000811245j 0.000697209+0.00051009j -0.00151225-0.00302851j 0.00168952-0.000942874j 0.000726489-0.00033027j -0.00240444-0.00119561j -0.00474647+0.00508343j -0.00272938+0.00469472j -0.000250218-0.00314302j 0.00478319+0.00220217j -0.00132789-0.001415j 0.00111497-0.00451653j -0.000873664-0.00904053j -0.00826411-0.00572536j -0.000410378+0.00157337j -0.00525052-0.00361478j -0.00129779+0.00193564j -0.00513466+0.00410995j 0.000626807+0.000778417j -0.0014373+0.00132801j 0.00286081+0.00190279j -8.39637e-05-0.00156769j -0.00167946+7.57248e-05j 0.000587613+0.00201589j 0.00127718+0.0097519j -0.0105285-0.00136105j -0.00366144-0.00919908j 0.013121-0.00467561j 0.0131254-0.00506618j -0.00268034-0.00518835j -0.000183549-0.00237945j 0.00282615-0.00347722j -0.00441703+0.00154102j -0.0061593-0.00360513j -0.0020937+0.000264732j -0.00579727-0.00369364j 0.00866085+0.00263657j -0.00148605+0.00101862j -0.0101026+0.0055011j -2.14683e-05+0.00407212j -0.00260913+0.00174308j 0.00653866-0.00816897j 0.00706064-0.00350283j -0.0039696+0.00560184j -0.00804616-0.00313016j -8.17133e-05-0.00561188j -0.00426929+0.0019758j -0.00239794-0.0127512j 0.00314881+0.00732016j -0.00368675-0.00983153j -0.00447251-0.00490096j -0.000542468+0.0143451j 0.00523061-0.0221677j 0.0158002+0.00319453j -0.000964483+0.00377521j 0.0023514+0.00102483j 0.00675315+0.00600998j 0.0124757-0.00662705j -0.00645223-0.00404025j 0.00653185+0.00143699j -0.00815893+0.00132825j 0.00329293+0.00697161j -0.00239185-0.00374109j -0.00209367+0.00121454j 
0.000112073-0.00260716j 0.00185048-0.000318657j 0.00324328-9.47256e-05j -0.000348294+0.00153273j 0.000210372+0.00107691j 0.00165493+0.00279464j 0.000237787-9.87255e-05j -0.00163861-0.00207157j -0.00122429+0.000842142j -0.000166844+0.000482813j -0.000843446+0.000134438j 2.77865e-05-0.00240873j -6.50992e-05+0.00307374j -0.00150438-0.000738821j -0.0013289-0.000448573j 0.00300319+0.000538198j -0.000321625+0.00219504j -0.000717477+0.000319485j 0.000301692-0.00112035j 0.000365066-0.000949625j -0.00257259-0.000629756j -0.00211469+0.000299282j -0.000456357-0.000505604j 0.00119092+3.23382e-05j -0.000171289-0.000747795j 0.00125795-0.00175678j 0.00011853+0.000106723j 0.000831857+0.00147545j 0.000822133-0.000222575j 0.000729469-0.00432573j 0.00419716+0.000244578j -0.000923289-0.00295054j 0.00309287-0.00410425j 0.00190627-0.00243753j 0.00104513-0.0046202j 0.00887108+0.00356598j -0.00318115-0.00166886j -0.00379258+0.000267162j 0.00202425-0.00432937j -0.00179271-0.00702148j 0.002058-0.00391334j -0.00165048-0.00485496j 0.00199195-0.00265402j -0.00180412+0.000223122j -0.00442643-0.000475926j -0.00275826+0.000400685j -0.00168888+0.000698376j -0.00418982+0.00713186j -0.00523868+0.00137791j 0.00211693-0.00191119j 0.0053688+0.0012216j -0.00410946+0.00360661j -0.00642514-0.00314125j 0.00151182+0.00646074j 0.00126054+0.00144795j 0.00672802+0.00193672j -0.000570521+0.00133708j -0.00156677+0.00116531j 0.00300394+0.000610116j -0.00201459-0.00158906j -0.000554468-0.00167056j -0.00176129+0.000495339j -8.68494e-05-0.00170798j -7.00414e-05-0.000500022j 0.00388828+0.00533637j 0.00297237-0.000577557j -0.00531681-0.00253545j 0.00345109+0.00301952j 0.00264065-0.00320301j 
