0.257969-0.112399j -0.103802-0.261712j -0.210946-0.0814948j 0.0519875-0.169108j -0.102085-0.0524763j 0.0857397-0.113068j -0.0738545-0.201007j -0.143182+0.0637957j -0.0149059+0.00752052j 0.0739367-0.181932j -0.0152003+0.0663092j -0.0608261+0.0182424j -0.0826604+0.0103563j 0.075734+0.00425267j -0.0747503+0.0416382j -0.11267-0.158454j -0.0836845+0.0443736j 0.0119721+0.00518153j 0.0394813-0.0825937j 0.113783+0.145375j 0.0377843-0.0136868j 0.121619-0.00561475j -0.110367-0.074389j 0.0848374-0.0701389j 0.0924728-0.0175801j -0.0430667-0.0712599j 0.00597816+0.00575728j 0.0483326+0.00216447j 0.0814167-0.00840517j 0.0324719-0.0273305j -0.0348347-0.00607633j 0.106016-0.0447128j -0.0720856-0.0354157j 0.0288821+0.0813475j 0.0191616-0.0071351j -0.161833+0.0102971j -0.00394764+0.0568303j -0.0814086+0.0890626j -0.0490827+0.0408011j -0.030637+0.00482268j -0.0297884+0.083176j -0.0264016-0.0120895j 0.0337049-0.088957j 0.0309088-0.121239j 0.0133868+0.0309169j -0.0287853-0.00578433j 0.0375732+0.0633355j -0.0822721+0.0194925j -0.0594749+0.129992j 0.0995519+0.056566j -0.00020301+0.0287101j 0.0673179+0.090443j 0.157295-0.0851137j -0.0712011-0.142412j 0.0361402-0.2784j 0.278933+0.0366429j 
-0.00064285-7.55157e-05j -8.38864e-05+0.000120386j 0.00106249-0.00276483j 0.000444816+1.88657e-05j -0.00109188+0.0023675j -0.000940925-0.00143128j 0.00110679-0.000456668j 0.00136593-0.00278229j 0.00135993+0.00192852j -0.00305084+0.000129468j -0.00176774-0.00113544j 0.00192517+0.00106459j 0.000348095-0.000295397j 0.000701967+0.000520165j -0.000530285+0.00113967j 0.00104578+0.00154561j -0.00329253+0.000561919j -0.000808801+0.000227816j 0.000284637+0.0032398j -0.00249024+0.000603747j 0.000856137+0.000640087j 0.000986077-0.00145106j 0.00124757-0.000663079j 0.000858314-0.00212857j -0.000611214-0.000861842j -0.00201329-0.00111562j 0.000716844+0.00175658j -0.000801554+0.00220908j -0.0007218-0.00159897j 0.00133158+0.0020516j -0.00337035-0.00139892j -0.00199657+0.000143592j -0.00149578+0.00114635j -0.000568038-0.000381245j -0.000588178+0.00255836j -0.000642678+0.00231315j -0.0015172-0.00235363j -0.000764385-2.26032e-05j 0.00132585-0.000127581j -0.000738218+0.000520548j -0.000637253-0.000899375j -0.00295826+0.000195928j 0.000337072+0.0010285j 0.00048148+0.000426669j -0.000627149+0.000490946j -0.000398195+0.000147709j 0.00165916-0.00141222j 5.21983e-05-0.000339387j 0.000372523-0.000231474j 0.000140063+0.0010079j 0.000282178+0.000259297j 9.9403e-05+0.000471249j 0.000562313+0.000689888j -3.53979e-05+0.000100493j -0.000935892+0.000863795j -0.000793588-0.00100172j 
0.00139125-4.10026e-05j -8.48609e-05-0.000871634j 0.000407361+0.000548767j 0.000876511-0.00156638j -0.000692774+0.000179441j 0.00150693-0.000923496j -0.000836833-0.00138244j 0.0012726-0.00119941j 0.000665903+0.00195067j 0.000610616+0.000396341j 0.000248235-0.000381671j -0.000560798+0.00258827j 0.00162252+0.000547465j 0.000607778-0.0014953j -0.00323794-0.00042907j -0.0013085+0.000773268j -0.00323131-0.00160153j -0.00185197-0.00088862j -0.00076693+0.000466091j -0.00294368-0.00147852j -0.00335531+0.00126138j -0.00182638-0.000833019j 0.00187091-0.00137437j -0.00132209-0.00227711j -0.00139206+0.00077102j -0.00183243+0.000327863j -0.00223832+0.000419252j 0.00110756+0.000774496j -0.00104367-0.000277455j -0.00273768-0.000355067j -0.00184034-0.00112769j 0.00475388+0.00128561j -0.00195687+0.0017816j 0.00257407+0.00263994j -0.00081061-0.000341673j -0.00225806+0.000465647j -0.00362208+0.000870069j 0.00306897-0.00172731j 0.000223221-0.00140789j -4.67364e-05-0.000496319j -0.00205981-0.00403151j 0.000883821-0.000749419j -0.000721269-0.0024571j -0.000775449+0.00119397j -0.000520632-0.00161019j -0.000199527-0.00150633j 0.00217987+0.00102276j -0.00258004-0.0015141j 0.00272356+0.000740569j -0.000534055+0.000646967j 0.00127283+0.00107118j 0.000308689+0.000643002j -0.000722182-0.00183307j 0.000869881-0.000123151j 0.000261247-0.00127928j 0.00111454+0.000288429j 
0.00182369-0.000372924j -0.0013816-0.00227308j -0.00155075-0.000343258j 0.00170671+0.00165799j 0.000754698+0.0019569j -0.000125685+8.80556e-05j 0.000369057-0.00320559j -0.00060737+0.00121213j 0.00114223+0.00311721j -0.00220587+0.000955292j -0.000244106-0.00465737j -0.000787624-0.000538725j -0.00243949-0.000358803j 0.00324113+0.00414718j -0.000714934+0.0010969j -0.00100498-0.00144652j -0.000564991-0.00249333j 0.00168828+0.000392418j -0.00171848-0.00189553j -0.000818332+0.00306239j -0.00253383-0.00200649j -0.000198676-0.000602133j -0.00251109+8.97469e-05j 0.00253867+6.09899e-05j 0.0014884-0.000602441j -0.00121535-0.00143254j 0.000388006+0.000258457j -0.00149468-0.00164879j 0.00446935-0.000196861j -0.000916864+0.000825126j -0.000770663-0.00102691j -0.00095411-0.0020821j -0.000484134-0.000272271j -0.00264257+0.000646694j 0.00108954+1.76358e-05j -0.00127793+0.000804799j 0.000876959+0.000955887j 0.00085512+0.000478387j -0.000999606+0.0011966j -0.0014286-0.00110752j 0.000691363+0.00175713j -0.00167952-0.000201664j 0.00101449-0.00186442j 0.00103632-0.000593389j -0.00015575-0.000362927j -0.0010415+0.00143289j -0.000278238+0.000867833j 0.00104467-0.000806057j -0.00101008+0.00277755j 0.000216712+0.000202931j -0.00119698+0.00319874j -0.000287883+0.00182277j 0.00320669-0.00146232j 0.000832836+0.000106498j -0.000888728-0.00205129j 0.00172902-0.000854521j 
0.00219118+0.000782254j -0.000293203-0.00298641j -0.00339593-0.00187417j 0.00039098-6.65531e-05j 0.002083+0.00373305j -0.00208912+0.000383204j 0.00247702-0.00275736j -0.000444097-0.00037922j -0.000861242+0.00575066j -0.00165965-0.00186187j 0.00205152-0.00197218j -0.000603273-0.000524088j -0.00112183+0.000178484j 0.00281742+0.00218213j -0.00297311+0.000289017j -0.000548606-0.000573793j -0.00219493-0.000728573j 0.00160158+0.00232335j -0.00235424-0.000504715j -0.00173927+0.00158075j -0.00433918+0.0016644j 0.000788765-0.00422267j -0.00285406-0.001481j 0.000993621-0.0013749j -0.000513701-0.000336779j -0.00523163+0.000405826j -0.000137282+0.00341188j -0.00101362-0.00145378j 0.00367268-0.000524989j -1.79386e-05-0.0012656j -0.00200535-0.000212724j 0.000529692+0.00233355j -0.00240923+0.00305576j -0.00218959-4.68148e-06j 0.00202183-0.000795182j -0.00248708+4.7591e-05j -0.000475479-3.34344e-05j 0.00253725-0.000698239j 0.000695066+0.00117469j -0.00282025+0.00135257j 0.000195071-0.00430046j -0.00162162-0.00122544j 0.00314124-0.00393138j 0.000613854-0.000398823j -1.35754e-05-0.000466607j -0.00214189+0.000516352j -0.00115785+0.00147182j 0.00119967+0.000757955j -1.77071e-05+0.0031307j -0.00290892-0.00106861j -0.0015349+0.00274923j 0.000105844+0.00213749j 0.000804877-0.00171847j -0.000996002+0.00170433j 0.000518181-0.00304756j 0.00284427+0.000705682j 
-0.00107248-0.000704245j -0.00117887+0.00182694j 0.000822199+0.00173916j 0.00341674+0.0017918j 0.00272335-0.00196459j 0.00196811+0.000754648j -0.00087908-0.00188979j 0.0035612+0.00208649j 0.0081312+0.00374871j -0.00503216+0.00367202j -0.00288827-0.00545553j -0.00115587-0.000146751j -0.0029476-0.00123632j 0.00685353+0.0039508j 0.00197442+0.00207451j -0.000513279+0.00177689j -0.00128609-0.00158649j 0.00284457+0.00496713j 0.00109523-0.000881497j -0.0024336+0.00118238j -0.00580205-0.00192207j -0.00289773+0.00254474j 0.000156808-0.000991548j 0.000672459+0.00245656j 0.00112145+0.00206283j -0.00174913+0.00358967j -0.00226905+0.000335056j -0.000818917+4.05789e-05j 0.000829552+0.000910147j -0.00175992+0.00391178j -0.0017596+9.98383e-05j -0.00149194-0.00430691j 0.00134094+0.00300576j -0.00220608+0.00122342j 0.00166806+0.0015442j 0.00114819+0.00328898j -0.00128241+0.00073577j 0.00231901-0.00196146j 0.000476106+0.000297643j -0.00101801-5.81636e-05j 0.00125419-0.000103491j -0.000955747-0.00285309j -0.000651027-0.000252632j 0.00303462+0.00168347j 6.39534e-05-0.000641929j 0.000520257+0.00225541j 0.000849302-0.00133289j 0.00138521-0.000932664j 0.000304376+0.000337121j -0.00178298+0.0017903j -3.65452e-07+0.000676883j -0.00013062+0.000830382j 0.000918664-0.000669224j 0.00244524+0.000557066j -0.000915506+0.0024118j -0.00261071-0.000774743j 
-0.000127533-0.000369587j -0.0001708-0.000891034j -3.40171e-05-0.00138168j -0.000997989+0.000184524j -0.00162628+0.00248604j -0.000932282-0.00301152j 0.000151125-0.000717812j -0.00082167-0.00078272j -0.00130751-0.0027416j -0.000326589+0.00119979j 0.000675917-0.000389612j 0.000814054-0.000677583j 0.0011926+0.000899605j -0.00269968+0.00131914j -0.0010547+0.00094409j -0.00098546+0.000389586j -0.000513826-0.000956654j -0.00232424+0.00052685j -0.000270283+0.00120488j -0.00127142+0.00124084j 0.00239295+0.000875791j -0.00200522-0.000632489j 0.00132348-0.000637622j 0.000192021-0.000978646j -0.000344062-0.000797258j 0.000307366-0.00116481j 0.00178592+0.00169139j -0.00116982+0.000744739j -0.000283894-0.000928474j 0.000118403+0.00130956j -0.000673643-0.000330465j 0.00190613-0.000630647j 0.000121076+0.00141234j -0.000965793-0.000771017j -0.00123166-0.000110898j -0.000986967+0.000949241j -0.00134765+0.000102855j -0.000486375-0.00166151j 2.77282e-05-3.00176e-05j -0.00144553+0.000459061j -0.0028152+0.00115917j -0.00154976-0.000463659j -0.00171328-3.8049e-05j -0.00121158+0.000783767j 4.61221e-05+0.000278271j -0.0014889-0.000178549j 0.000895266-0.000445133j -0.000456413+0.000547088j 0.0011046-0.00142418j 0.000228609-0.00114821j -1.3725e-05+0.000786765j -0.000941888+0.00137722j 0.00234974+0.00097447j 0.000612979+9.53471e-05j -0.000572202+0.000497312j -0.000729015-0.000840653j 
-0.00177802+2.45084e-05j 0.00128024+0.000818253j 0.00173192-0.00173047j -0.00186621-0.00107597j -0.00184176+0.0014158j 0.000966305-0.0037004j 0.00175546+0.00220672j 0.00292255-0.0016964j -0.000187271+8.70104e-05j -0.00120097-0.00146204j 0.00341393-0.000329486j 0.000494263-6.23896e-05j 0.00197327-0.000679196j -0.00141906+0.00117758j -0.00245035+0.00144241j -0.000260792+0.00322482j -0.00229863+7.29234e-05j -0.000460575+0.0019j -0.000584246+0.00414105j -0.0019247-0.00333786j 0.000619322+0.00137033j 0.00124347-0.00276477j 0.00234836-0.00275796j -0.000140282-0.000436368j -0.00184108+0.000816831j -0.0028585+0.000565212j 0.00169337+0.00399515j -7.14304e-05+0.00186745j -0.00226269-0.00108879j 0.000960345-0.000336291j -0.000252118-0.00133518j -0.00155327+0.0026448j -0.00136303+0.00357888j -0.00120473-0.00147957j -0.001475+0.000206698j -0.00106571+0.000210393j -0.000544401-0.0027678j 0.000458499-0.00148773j 0.00286414+0.00062306j -0.00160106+0.00176178j -7.95158e-05-0.00332308j -0.0030052-0.0028638j 0.000730875+0.00085836j -0.00177573+9.64229e-05j 0.00256974-0.00060044j -0.00196949-0.00143716j -0.00230325-0.000761696j 0.00179074+0.00254721j -0.000999689-0.00071758j -0.00333314-0.00221391j -0.00138769-0.00151984j -0.00125241+0.00122755j -0.00151444+0.00395231j -0.00166094+0.00120301j 0.000378428+0.00280291j -0.00244584+0.000303833j 
0.00314792+0.000327041j -0.00109469-0.00161111j -0.00198716+0.00244182j 0.00269272+0.0006247j 0.00177544-0.00147643j 0.000742107+0.00372199j -0.00348102-0.00220919j -0.00262659+0.00191151j -0.000152954+0.00202416j 0.00314512+0.00086984j -0.00257053-0.000664946j -0.00192216+0.00118573j -0.000268865+0.000447703j 0.00160166-0.000882214j 0.000797063-0.00124876j 0.000664489-0.00354134j 0.00262479-2.92663e-05j -0.000368267-0.00283093j -0.000736329-0.00412225j 0.00224837+0.00365744j 0.00011726-0.00183184j -0.00176045+0.00299257j -0.00124089+0.00193928j -0.00179193-0.00083282j 0.000604464+4.14991e-05j 0.00194689-0.00110236j -0.00223498-0.00342888j 0.000305959-0.00102268j 0.000971319+0.00189993j -0.00215391+0.00104652j 0.000738928+0.000505423j 0.00430603-0.00317372j 0.00109801-0.00437413j 0.0022542+0.00203432j 0.00132606-0.00110094j -0.000143698+7.70284e-05j -0.00161507+0.00365151j 0.00103724+0.00145868j -0.00411732-0.00118277j 0.00253267-0.00137347j -0.00215631+0.00327758j 0.00412487+0.00333066j -0.00270982-0.00220165j 0.00195478+0.001174j -0.00187509+0.00065806j 0.00126121+0.00107158j 0.0042601+0.0008202j -0.00352498-0.00347818j 0.00100484-0.000240647j 0.0029947+0.00279243j 0.00284887+0.000991166j 0.00276054-0.000129527j 0.000369224-0.00667509j 0.00130692-0.000708882j 2.67973e-05-0.00492408j 0.00440135+0.000141919j 
0.00233851-0.000886405j -2.99487e-05-0.000263168j 0.00214238+0.00200551j 0.00219053-0.00274783j -0.00267257-0.00466692j 0.00500935+0.00181752j -0.00354594-0.000234862j 0.000414558-0.00109475j 0.00103058-0.00457753j 0.00148322+0.00181547j -0.000823465+0.00311388j 0.0019748+0.00263938j 0.00332884+0.00131868j -0.00228847-0.00516851j -0.00292181-0.00302582j 0.00052403-0.00307018j -0.00198629+0.00146349j -0.00693603-0.00480839j 0.00155693+0.000476321j -0.000563995-0.0015608j 0.00117358-0.0005467j -0.000942872-0.000304982j 0.00409345+0.00203614j -0.00387061-0.00356396j -0.00276932+0.000558233j 0.00137378+0.000797176j -0.00368674-0.00537992j 0.00407035+0.00145559j -0.00505989-0.00192165j -0.00154043-0.00205431j -0.00138353+0.00192802j 0.00560601+0.00201271j -0.00202223-0.00263717j 0.00669558+0.00201945j -0.0011938-0.000688949j -0.0013055-0.0013859j -0.00447055+0.00149155j 0.00141407+0.00202881j -0.00184639-0.00210284j 0.0041798-0.00208949j -0.00352199-0.002425j 0.00612362+0.003072j -0.00306667-0.000995738j -0.000542794+0.0016609j -0.000792826+0.000121356j 0.0023632-0.00197554j 0.00430765-0.00026024j -0.00528375-0.00277212j 0.00249309-0.0027611j 0.00452138+0.00352189j 0.00417547-0.00106847j 0.00160289-0.00146044j -0.00200857-0.00266505j 0.00106007-0.00347961j -0.00034607-0.00138106j 0.00144965-0.000331789j 
0.00287862+0.00119139j 0.000537983-0.00388825j -0.0040031-0.00230731j -0.00131893-0.00242464j 0.000838238+0.00394031j -0.00413799-0.00225881j 0.00112411-0.000531075j -0.00374936-0.00341309j -0.00426412-0.000455871j 0.00216149-0.00229572j 0.00134106+0.00111843j 0.000308848+0.00191759j 0.000825167+0.00108337j -0.00347009-0.00143097j -0.00232621+0.000616432j -0.000288995+3.34891e-06j -0.000264013+0.00039165j -0.00094415-0.00161144j -0.002324+0.000204474j 0.000650967+0.00124399j 0.00226748+0.00277475j -0.000337387-0.00195592j -0.000996856+0.000435j 0.00103742-0.00208186j -0.000210252-0.000934989j -0.000692476-0.0025093j 0.00134152+0.00255999j -0.000800783-0.000155076j 0.000855989-0.00122638j -0.00011315-0.0013208j 0.000314256-0.000828713j 0.00366766+0.00142444j -0.000309462-0.000499168j 0.000487148+0.000441073j -0.000165077-0.00181271j -0.00172683-0.00205263j 0.000374707+0.00207427j -0.000753028-0.000738313j -0.00141234+0.000256622j -0.00122046+0.000452708j -0.00228737-0.000289555j -0.000892672+0.00074065j -4.6485e-06-0.00228402j -0.00109468-0.00123949j -0.000383256-0.000751774j -0.00190042+3.38866e-05j 0.000639111+0.00190609j -0.00230838-0.000123214j 0.00119517+0.00237456j 0.00101723-0.00158658j 0.000122434+0.00123766j 0.00193651+0.000557652j 0.000145687-0.000485756j 0.000658702+0.00142676j 0.000219529-0.00351719j 0.00322793+0.000109106j 
-0.00116898-0.00204349j -0.000372305+0.000494945j 0.00383856-0.00254252j -0.00017935-0.000667832j -0.00625875+0.000930489j 0.0029276-0.00260802j -0.000650458+0.00131656j 0.00138988-0.00338609j -0.0024738-0.00927704j 0.000435233+0.00224724j 3.59958e-05+0.00345104j 0.00407339-0.000875218j 0.00323917+0.00161783j -0.00507508-0.00399679j -0.000294511-0.000462676j 0.000840978+9.55032e-05j -0.0013855+0.000228515j -0.00398869-0.00422926j 0.000656304+0.00341435j 0.00143095-0.00159586j 0.00635409-0.00100792j 0.00191743+0.000191003j 0.00414349+0.00233858j -0.000188226-0.00243706j -0.000588873-0.00137454j 0.00260037-0.000333003j 0.00186228-0.00229121j 0.000529239+0.00192117j -0.00368356-0.00333041j 0.00182198-0.000360358j 0.000327634+0.000328948j -0.00194371+0.0018517j 0.000559556-0.00254646j -0.000158864-0.000449451j -0.0030411-0.00028866j 0.00138518-0.00209138j -0.000592168-0.00219717j -0.00176408+0.00132197j 0.000709947+0.00107553j 0.000784106+8.62306e-05j -0.00053127+0.00169906j 0.00101103+0.00132383j -0.00318073+0.0029151j -0.00157713-0.000158619j 0.00204245-0.000136313j 0.00106514-4.92511e-05j 0.000185899-0.00150691j -0.000333485+0.000195043j -0.00173679-0.00368584j 0.00312816+0.000755885j 0.00033004-0.00166169j -0.000731704+0.000177764j 0.00166588+0.0033487j 5.59799e-05-0.00219625j -0.00167317+0.00372799j -0.0034949-0.00210278j 
0.000785635+0.00102445j 0.000247885-0.00290619j -0.00275213-0.00474106j 0.000354053+0.000514502j -0.00019927+0.00619531j -0.00383506-0.00182408j 0.0029755-0.000540349j 7.70757e-05-0.00132969j -0.00378026+0.00245429j -0.00115359-0.00210803j 0.000772042-0.00157195j -0.00021494-0.00206304j -0.00172057-0.000415079j -0.000214182+0.00484982j 0.000138884+0.0025426j 0.000390357+0.000960664j -0.000539297-0.000299505j 0.00353523+0.00393833j -0.00268829-0.000616624j 0.000407623+0.00239905j -0.00102206+0.00146897j 0.0021668-0.00219731j -0.00193721-0.000969266j 0.00353759+0.000133427j 0.00212351-0.00119159j -0.00202943-0.0012503j 0.00113437+0.0050686j -0.00312893-0.00167629j 0.00419104+0.000357017j 0.0010172+0.000623288j 8.05906e-05-0.00146882j -0.00228146-0.000483334j -0.000758088+0.00147471j -0.00468118-0.00263772j 0.000572895-0.000701652j -0.000433211-0.000234341j 0.003053-0.00089725j -0.000189603-0.00155779j 0.000742446+0.00327063j -0.0041573-1.95595e-05j 0.00199017+0.0013544j -0.00190608-0.00270228j 0.00120978-2.04773e-05j 0.00073565-0.00197147j 0.000282433+0.000341408j -0.00122648+0.00213837j -0.00191905-0.000175418j 0.00181765+0.00312464j -0.000746581+0.00252717j -0.000954902-0.00317579j -0.00291891+0.00100762j 6.88708e-05+0.000276556j 0.00210266+0.00111684j -0.0003513+0.00236254j -0.000862287-0.000964028j 0.000730074-0.000972411j 
0.00289967-0.000687912j -0.00112973-0.00338591j -0.00164465-0.00200609j 0.000909242+0.00057205j -0.000842938+0.00303561j -0.000129395+0.000279517j -0.000574249-0.00155467j -0.00249809-0.000660628j -0.00208432-0.000830554j 0.00043979-0.000341964j 0.00140527+0.000228824j 0.00142319-0.000912489j 0.000769736+0.000871661j -0.00366774+0.00128119j -0.00142526-6.54808e-05j 0.0004322-0.00172251j 0.000182743-0.000645918j -0.00222169-0.00106623j -0.00113183-0.000991262j 0.000446817+0.00159448j 0.00273967-0.0015004j 0.000254954-0.000845063j 0.000310115+0.00156878j 0.00103796-0.00162112j 0.000336381-0.001337j 0.0011958-0.00267524j 0.000676729-0.000599081j -0.00073803-0.000733842j 0.000748002-0.000544723j 0.000383933-0.00073625j 0.000451445-0.00028433j 0.00175252-0.000406603j -0.000467622-0.00265436j 0.000177812-0.000383414j -0.000836826-0.000846866j -0.00099355-0.00199948j 0.000793485+0.00129298j -0.000789126+0.00102111j -0.00150852+0.00128364j 0.000170566-0.00107104j -0.00101418+0.00311283j 0.00113121+0.00133617j -0.0014404-0.000141616j 7.30079e-06-0.000929094j -0.000238746+0.000403864j -0.00028632+0.000799559j 0.00133394-0.000219489j -0.0015507-1.79668e-05j -0.000199054+0.000119346j 0.00315067-0.0007991j 0.000745373+0.00134385j 0.000343384+0.000342042j 0.00298678-0.00035376j 0.00101626-0.00156667j -0.00160799-0.00146064j 0.00120094-0.00175175j 
0.00289752+0.00129567j 0.00133215-0.00245256j -0.00344756+0.00181495j -0.00018091-0.00352268j 0.00177116-0.00358381j -0.00168046+0.000270763j 0.00033554+0.000752936j -0.0021451-0.000253291j -0.00125586-0.00447731j 0.00205027-0.000513583j 0.000828224+0.00193264j -0.00118802+0.00202224j 0.000153357+0.00169773j -0.0011459-0.00373216j -0.000253286-0.00180221j -0.000385307-0.00161455j 0.00147438+0.000512942j 1.42559e-06-0.00315895j -0.000341993-0.000982112j 0.00240055+0.0011418j 0.00137689+0.00223987j 0.000362975+0.000967353j -0.00139427+0.00189342j -0.000690419-0.00103601j 0.000540347-0.000980889j 0.00099495-0.000270564j 0.000729388-0.00136706j 0.000518239+0.000376219j 0.000590893-0.00103539j 1.88137e-05-0.000621796j 0.000239566+0.000507655j 0.00170347+0.000724241j 0.00064983-0.000883921j 0.00136552+0.00187589j 0.000363584-0.000995084j -0.00072586-0.000689349j 0.000929811+0.00127133j -0.000914393+0.000241523j -0.000877156-0.000959833j 0.000698465+0.00125861j -0.000150063-0.000300047j 0.000443629+0.00189584j 0.000450938-0.00170675j -0.000389544-0.000423617j -0.000753575+0.00015635j -4.71407e-05-0.000479926j 0.000364018+0.0020643j -0.00129547-0.0011987j 0.00160583+0.000923511j 0.000737169-8.26031e-06j 0.00116609+0.000328806j 0.00149309-0.00016973j -0.00123805-0.00170026j -3.74746e-05+0.000320857j 0.000968074-0.00355839j 0.00350419+0.00105103j 
0.00446264+0.00190237j 0.000630971-0.00470462j -0.00346855-0.0013449j 0.00295801-0.000740636j 0.000938169+0.0013834j -0.00160767+0.000869906j -0.000130249-0.00123524j -0.000478187+0.0011907j -0.00230896+0.00371577j 0.00155686-0.00119507j -0.000913933-0.00255508j -0.00299232-0.000117086j -0.00216779-0.000668881j 0.00251061+0.0039059j 0.00038535+0.00133088j 0.00039124-0.00269187j 0.00073337+0.000181916j 0.0040327+0.0022562j -0.00204859-0.00442556j 0.00158348+0.00354889j -0.00330887+0.000140497j 0.00136541+0.0006208j -0.0034414-0.00085361j 0.00190516+0.000132641j 0.00297843-0.000186488j -0.000827405-0.000659904j -0.00155634+0.00143321j -0.000686123-0.00253627j 0.00423982+0.00282053j -0.00084567+0.000493517j 0.00041409-0.00144331j 0.000413188-0.00312807j -0.00106737-0.000592258j -0.00105538-0.00106086j 0.00176345-0.00108058j -0.000999851+0.0005622j 0.00191121+0.00211226j 0.00153752+0.000272242j -0.00216616+0.00163592j -0.000989922-0.00214855j 0.00088954+0.00293807j 0.0018682-0.000285662j 0.000335901-0.00209406j 0.00222108-0.00131654j -0.00124624+0.00152589j -0.000447357+0.00140728j 0.00145427+0.000140767j -0.000914305+0.000624671j 0.000877823+0.00221985j 0.00110717-0.00139282j 0.000388671+0.00157859j 0.00142119-0.000560326j 0.000712069-0.00427831j -0.000588573+0.000601532j -0.000745914-0.00625009j 0.00591224-0.000557338j 
0.000435755-0.000845491j -0.000799901-0.00172521j -0.00189688-0.0030701j 0.000857169+8.1797e-05j 0.000525467+0.00322875j -0.00106376-0.00115745j 0.00276984-0.000636827j 0.000414738-0.00137587j 0.000319709-0.00228233j -0.0030976+0.000274493j 0.00169386-0.000232964j 0.00140127-0.0016603j -0.000837384+0.00128502j -0.000296469+0.000953693j 8.86661e-05+0.00049625j -0.0003834+0.00147752j -0.000286577-0.00156714j 0.000865366+0.000982479j -0.00110599+0.0011688j -0.00013543+0.000927229j 0.000608628+0.000555313j 0.000311315-0.00117709j -0.000693392+0.00101391j 0.00215393-0.000105841j 0.000693853-0.001432j -0.000859464-0.000204869j 0.00241787+0.00195442j -0.00255148-6.41701e-06j 0.00222569-0.00182225j 0.00126886+0.00105233j -0.000503907-7.53438e-05j -0.00271978+0.000494164j 0.000563658+0.00137442j -0.00389073-0.000275082j -0.000366879+2.89154e-05j 0.000179715-0.000487809j 0.00196567-0.00141019j -0.000944929-0.00136286j 0.0017879+0.00197038j -0.00319781+0.00179009j 0.0017364+0.000404018j -0.00294234-0.00158013j 0.000710862+0.00061253j 9.04671e-05-0.000660638j 0.000946584-0.000695918j -0.00081995+0.00140936j -0.002193+0.000363403j 0.00260195+0.00128439j -0.00103947+0.00074985j -0.00101736-0.00142932j -0.00224233+0.00139877j -0.00126954+0.00147223j 0.00299731+0.00241227j 0.000328296+0.000504765j -0.00132552+0.00215624j -0.0022505-0.00149465j 
