0.257969-0.112399j -0.103802-0.261712j -0.210946-0.0814948j 0.0519875-0.169108j -0.102085-0.0524763j 0.0857397-0.113068j -0.0738545-0.201007j -0.143182+0.0637957j -0.0149059+0.00752052j 0.0739367-0.181932j -0.0152003+0.0663092j -0.0608261+0.0182424j -0.0826604+0.0103563j 0.075734+0.00425267j -0.0747503+0.0416382j -0.11267-0.158454j -0.0836845+0.0443736j 0.0119721+0.00518153j 0.0394813-0.0825937j 0.113783+0.145375j 0.0377843-0.0136868j 0.121619-0.00561475j -0.110367-0.074389j 0.0848374-0.0701389j 0.0924728-0.0175801j -0.0430667-0.0712599j 0.00597816+0.00575728j 0.0483326+0.00216447j 0.0814167-0.00840517j 0.0324719-0.0273305j -0.0348347-0.00607633j 0.106016-0.0447128j -0.0720856-0.0354157j 0.0288821+0.0813475j 0.0191616-0.0071351j -0.161833+0.0102971j -0.00394764+0.0568303j -0.0814086+0.0890626j -0.0490827+0.0408011j -0.030637+0.00482268j -0.0297884+0.083176j -0.0264016-0.0120895j 0.0337049-0.088957j 0.0309088-0.121239j 0.0133868+0.0309169j -0.0287853-0.00578433j 0.0375732+0.0633355j -0.0822721+0.0194925j -0.0594749+0.129992j 0.0995519+0.056566j -0.00020301+0.0287101j 0.0673179+0.090443j 0.157295-0.0851137j -0.0712011-0.142412j 0.0361402-0.2784j 0.278933+0.0366429j 
0.00169353+0.00144591j 0.000112778-0.00198438j -0.00262969-0.000412921j 0.0012551-0.000428291j 0.002161+0.00190737j -0.00312767-0.000251969j -4.39635e-05-0.00133778j 0.000158672-0.000656821j 0.000823032+0.00191639j -0.000614334-0.00094155j -0.000951411-0.0016776j -0.00237578+0.000948925j -0.00172416-0.000106045j 0.0031341+0.0027209j 0.00129493+0.00160924j 7.94056e-05-0.000504807j -0.00221089+0.00102679j 0.00377252-0.000180772j -4.92421e-05-0.000701002j -0.000862293-0.00113008j -0.00249387+0.00295008j -0.000672923-0.000185037j -0.00175813-0.00128893j 0.00107455-0.00196845j 0.00148525+0.000905685j -0.00264654+0.00192528j 0.00222119-2.29472e-06j -0.00099465+0.000691911j 0.0029754-0.00218371j -0.00158543-0.000959765j -0.000216491-0.00185225j 0.000644231-0.00111423j -0.000982616+0.000407563j -0.000932211+0.00140163j -0.00156892-0.00213048j -0.00114597-0.000601199j -0.00019352+0.000237483j -0.00117741-0.00241076j 0.000257845+0.000961264j -0.00353954+0.00171229j 0.000353467+0.00209571j -0.000204306+8.23012e-05j -0.00209936-0.000851976j -0.00210991-8.44205e-05j 3.13119e-05+0.000195468j 0.000753024+0.00162794j -0.00176402+0.000185539j 0.000779358+0.000551399j 0.0041661-0.000208369j -0.00212048-0.000509655j -0.000653849+0.00102654j -0.00116355+0.00349768j 0.002838-0.00150366j 0.00294577+0.00175367j 3.78036e-05-0.000323726j -0.000303872-0.000173904j 
0.0021523+0.000253935j -0.000134283-0.00107176j -1.78923e-05+0.000254042j 0.00230063-0.00102639j 6.28799e-05-0.000325683j -0.000130449+0.00123606j -0.00237368-0.000684008j -0.00129418+0.000194403j 0.000948627+0.00102523j -0.000439399+0.000656061j -0.00124557-6.14449e-05j -0.000497999+0.00144155j 0.000698026-0.000633507j 0.00188808-0.00124706j -0.000411528-5.20332e-06j -0.000526113-0.00167259j -0.00120063+0.00125832j 0.000391361-0.000584407j 0.000179109-0.000151149j -0.000882787-0.000241384j -0.00142449+0.00240402j -0.000326907+0.00293466j 0.0014488-0.00110408j -0.00187651-0.000811004j -0.00220187+0.00264796j -0.00124599-0.00197693j -0.00110605-0.000177136j 0.000777442+0.00255116j 0.000445047-0.000607809j 0.000852329+0.000665809j 0.00192385+0.00195375j 0.00141026-0.00374377j -0.00253531-0.00214145j 0.00262761+0.00191231j -0.00065276-0.00258449j -0.00226389+0.000927673j 0.00107946+0.0016932j -0.00127081-0.00125437j -0.00246089+0.000701014j -0.0032497+0.00099931j -0.00317342+0.00198084j 0.00149602+0.000384998j -0.00107309-0.00150063j 0.00143467+0.000900364j -1.48026e-05+0.0013593j 0.000882035+0.00102907j 0.000308608-0.000588158j -0.00365144-0.00163307j 0.00180075-0.00132905j 0.00322884-0.000259318j 0.000313557+0.000710409j 0.0012238+0.00225997j -0.00100584-0.00322617j 0.00419174-0.000763891j -0.00177419-0.000820511j -0.000113746-0.00149453j 
0.00038993-0.000494692j 0.000315-0.000712475j -0.000976132-0.00110348j -0.00195735-0.00169365j 0.00317553+0.00058934j 0.00146801+0.000533009j 0.00282682+0.000465046j 0.000565126+0.00143718j 0.00174807+0.000156485j -0.000739636+0.000256075j 0.000886657-0.000403449j 0.000552801-0.00109594j -0.00154954-0.000524084j 0.00232813-0.00219787j -0.000760804+0.00093468j -0.00160567+0.00231542j -0.000498091-0.000609197j 0.000310983+0.0013918j 0.0012457+0.00341179j -0.00103174-0.000600318j 0.000755369+0.000714473j 0.00307049-0.00229155j -0.00260805+0.000389023j 0.00438699+0.00202863j 0.0026719-0.00162621j 1.09647e-05+0.000844796j 0.00336409+0.00228261j -0.00305406-0.00204471j 0.00188467+4.0448e-05j 0.000500072+0.0016791j -0.00106487+0.00120387j -0.00115737+0.0075491j 0.00356034+0.0045687j -0.00275636-0.00463437j 0.00194696+0.00309268j 0.00107014+0.000196506j 0.0053144-0.00240543j 0.00389367+8.03838e-05j 0.00551239-0.000202564j 0.00380473+0.00142251j 0.00125305-0.00133771j -0.00702413-0.000980683j 0.00394644-0.00628506j 0.000134689-0.00153019j 0.0027937+0.00166162j -0.00337391-0.00577463j -0.00721099+0.00285407j 0.0019242+0.00298175j -0.0043784+0.0012978j -0.00493605-0.000808817j -0.00262761+0.00520092j -0.000403949-0.000335453j -0.00327013+0.00240496j -0.00705182-0.0052789j -0.000667146-0.00168288j 0.00322709+0.000792328j 
-0.00249627-0.000347971j -4.07696e-06+0.00143237j -0.000473315-0.00051697j -0.00136215+0.00145801j 0.000535178-0.00141509j 0.000443777-0.00168231j 0.00218544+0.000418182j 0.00292788-0.00199094j -5.20913e-05-0.000996008j 0.000522567-0.000870744j 0.00141999+0.00126229j 0.000862186-0.00197247j -0.000541977+0.00184778j -0.00340666+0.00195158j 0.00141+0.000292745j 0.00104865+0.00279072j 0.000891716-9.55996e-05j 0.000594362+0.00197873j -0.00254539-0.00262493j 0.000284728+0.00361439j 3.01307e-05-0.00240921j 0.000772707-0.00222258j -0.00137494+0.00108394j -2.17467e-05-0.000810542j 0.00124251-0.00371321j 0.000769533+0.0036874j -0.00206575+0.000449933j 0.000884439-0.00282094j -0.000727809+0.000771973j -0.00156981+0.000484745j -0.00232615-0.00381664j -0.00211094-0.00296411j 0.00235988+0.00196778j -0.00409956-0.000366126j 0.000715524+0.00188017j 0.00274491+0.00176415j -0.00614142-0.00037007j -1.69228e-05-5.24539e-05j -0.000387115-0.00291772j 0.00370289-0.00191359j 0.00478113-0.0021859j 0.00270709-0.0013801j -0.00171064+0.00757866j -0.00032622+0.000839842j -0.00118989-0.00344724j -0.000398491+0.00184967j 0.00481874+0.00115967j 0.00643811+0.000735097j 0.00118542+0.00170383j -0.000570825+0.0027318j 0.00218632-0.00485026j -0.00154351-0.00186347j 0.00461801+0.00469166j -0.00365827+0.00574309j 0.00332139+0.00202534j -0.00117393+0.00146456j 
-0.000797648-0.00117776j -0.00179983+0.000277924j 0.00039656-0.00183607j 0.00333147+0.00157983j -0.00252426+0.00166566j -0.000872634+0.000910281j 0.000168893-0.000105599j 0.00232862+0.00018712j -0.000783787-0.000618429j 0.000441656-3.77197e-05j 0.000823704+0.000303885j -0.0013231-6.52499e-05j 0.000467275-0.000148214j -0.0024718+0.00410298j 0.00086221-5.31289e-05j 0.00102165+0.000978465j -0.00102594-0.000672581j 0.00354156-0.00211514j -0.00152406-0.00269226j -8.14275e-06+2.32166e-05j -0.000894565+0.00102434j -0.00342954-0.00217655j -0.0012149-0.00284527j -0.00289366-0.000347757j 0.00108233+0.00280736j -0.00316903+0.0044532j -0.000527796-8.90091e-05j 0.00423313+0.00147937j -0.00107875+8.73786e-05j 0.000608655-0.00416127j 0.000306509-0.00333599j -0.00062467-0.00391789j -0.0019474-0.000793794j 0.00197655+0.00434516j -0.00381814+3.62684e-05j 0.0015235+0.00085225j -0.00550135-0.00119253j -0.00281804-0.00303788j 0.00193816+0.000425923j -0.00374135+0.00258631j -0.000747834-0.000204587j 0.000604083-0.00140784j -0.00371076+0.0031464j -0.000616011-0.000329216j -0.000870867-0.0025381j 0.00318222+0.00301543j 0.00200598-0.00217654j -0.000395681-9.98946e-05j 0.00406689-0.0012264j -0.000929418-0.000175425j -0.000964724-0.00277635j -0.00372559+0.00288107j 0.00543706-0.00149962j 0.00246718+0.00314973j 0.000375875+0.00508833j -0.00601912-0.00072115j 
-0.00285065-0.000467322j -0.000308701+0.00323115j 0.000829698+0.00222346j -0.00170893+0.00108351j 0.00120631-0.00189665j 0.000117321+0.00109569j 0.000612616+0.00041608j 0.000209949+0.000195362j 0.00140756+7.71936e-06j -0.00043042+4.78824e-05j -0.00125243+0.000592368j 0.0010843-8.74175e-05j -0.000592197+0.000845841j -0.000464394-0.0011915j 0.00107034-0.00110553j -0.000581763+0.00141137j 0.0010275-0.000505404j -0.00198507-0.000193734j -0.00107261-0.00046965j -0.000767083+0.00301339j -0.000346458-0.00148022j -0.000516897+0.000904146j -0.00102928+0.00168325j 0.00110102+0.00167395j -0.000102461-0.00211833j 0.00291503+0.000535769j -0.0017909+0.000352846j 0.00107932-0.000998731j -8.96992e-05+0.0003435j -0.00203127+0.0013057j -0.0014708-0.000776606j -0.00147746-0.00163839j -3.73697e-05+0.00229961j -0.000441726-0.000898987j 0.00171766+0.00149144j 0.00154976+0.00126413j -0.00173502+0.00215262j 0.000467402+0.00135457j -0.00167888-0.00321122j 0.00328193-0.00110477j 0.00138873-0.000281058j 0.00177852-0.00105002j 0.00187842+0.00287367j -0.000196688+0.00251475j -0.00158542-0.0013416j 0.000852979-0.000359179j 0.00188823+0.00109357j 0.0019853-0.0019962j 5.00895e-05+0.00150238j -0.000162207+0.00184147j 0.0016092-0.00143236j -0.000304302-0.00367549j -0.000630203+0.00192475j -0.000968171+4.56596e-05j 0.00210916+0.00154138j -0.00101133+0.00193916j 
-0.00210891-0.00142919j -0.000722214+0.00185025j 0.0005433-0.000284857j -0.000250219+0.000280633j -0.00165042-0.000492273j 0.00158312+0.000944582j 0.00166441+0.00159949j -0.000127698+9.46913e-05j -0.000153308-0.00243223j -0.000337181+0.0009171j 0.00150671+0.00019681j 0.00147392-0.00126232j 0.00103384+0.000648658j -0.00281495-0.000212676j 0.000160364-0.00112783j 0.000528303+0.00154801j 0.00395677-0.0021279j -0.000702821-0.00262345j -0.00115698-2.07653e-05j 0.00216194-4.00285e-05j 0.00367666-0.00262233j -0.00164587-0.000888319j -0.000628148+0.00142866j 0.00025276+0.00301306j 0.000595526-0.000196806j 0.00119794-0.000445795j 4.43371e-05+0.000127523j 0.00117199-0.000415906j -0.00178852+0.00196763j 0.00180896-0.00214364j 0.00155208-0.000715093j -0.00224181+0.00134749j 0.00158963-0.00123101j 0.000790889+0.000129876j 0.000338165+0.00277797j 0.00284706-0.00035956j -0.00085951-0.00227769j -0.00128538+0.00190697j 0.00215539-0.000555278j 0.00146814+0.00142496j 0.00059771-0.000265882j -0.00189228-0.000424696j 0.00112545+0.000874872j 0.000123243-0.0032678j 0.000364101-0.00131052j 0.00174038-0.00123886j -0.00117764-0.0017046j 0.000269398-0.00108295j -0.00277533+0.00138899j -0.000837465-0.000820931j -0.00179932-0.00311728j -0.00217904-0.0021556j -0.000704321+0.00119774j -0.00334012+0.000816458j 0.00111208+0.00216095j -0.0017548+0.000876869j 
-0.00014259-0.00134723j -0.00187914-0.000862241j -0.00234355-0.00245264j 0.0020774+0.000612657j 0.00139586+0.000731798j -0.00127804+0.000560611j 0.00251338-0.00024366j 0.00193618+2.03976e-05j 0.00136205+4.41814e-05j -0.00160656+0.000228429j 0.00146479-0.000839735j -0.00116946-0.00117457j -0.00254224+0.00109848j 0.00101281+0.00214756j 0.00261672+0.00110238j -0.000260519+0.00224882j 0.000371516-0.001663j 0.00707021-0.0020959j -0.00177701-0.00208722j 0.000484556+0.00119432j -0.000451944-0.000240634j -0.00157792-0.00418914j -0.00458426-0.000871883j 0.00233409+0.00216693j 0.00258832+0.00112511j -0.00166982+0.00274026j 0.00193761+0.000144457j 0.000461923-0.000174628j 0.00141054-0.000546174j 0.00208266-0.00361446j 0.00100339-0.0014143j -0.00365268+0.0021022j 0.00167176+0.00161917j -0.00266829+0.00324094j -0.000978414+0.0016835j 0.0022806+0.000959909j -0.00172257-0.00481006j -0.00125871-8.46855e-05j 0.00525635+0.00255278j -0.00362284+0.00231049j 0.00325409-0.00190979j -0.0033115-0.00147255j 0.00121515+0.000460647j 0.000890687-0.00296057j 0.00310631-0.00162318j 0.00193116+0.00172741j -0.00204065-0.000474144j 0.00605074+0.00115028j -0.00123819+0.00195718j -0.00357193-0.000563621j -0.00249802-0.00206567j -0.00178223+0.000746451j 0.00429711+0.00175688j -0.00150265+0.00184068j 0.00094683+0.00367189j -0.00342588+0.000377625j 
0.00778284+0.00225716j 0.00099644-0.00850196j -0.00211458-0.00367286j 0.0054004+0.000298753j -0.0037009-0.00111327j -0.00412034-0.00375936j -0.00365597-0.00236012j -0.00278637+0.00167022j -0.001753-0.000209052j 0.000962033+0.000418547j -0.0010595-0.00113165j -0.00549713+0.000278766j -0.00141756-0.000817315j -0.000533436+0.00411988j 0.000316183+0.00149565j 0.000530123-0.00506056j -0.00135184+0.00107662j 0.00922347-0.000741641j 0.00272434-0.00337461j 0.00333302-0.000968447j -0.00314419+0.00378354j -0.00206652-0.00297619j 0.00245477-0.00440625j -0.00146315-0.00472181j -0.00240957+0.00578007j -0.00402079-0.00518767j 0.00279401-0.002391j 0.00033405+0.00683184j 0.0017141-0.0031953j 0.00748812-0.00297456j 0.00290871+0.00202199j 0.00147577-0.000448818j -0.0029011-0.00539147j -0.000337109+0.00809623j -0.00513617-0.00618647j -0.00632076-0.000776977j 0.00387451-0.00528519j -0.0042964-0.00315008j -0.000100889+0.00890008j -0.0127508-0.000361962j -0.00116433+0.00367736j -0.000509127+0.000844795j -0.00421603-0.00348374j 0.00144504-0.00481465j 0.00329953+0.00145468j 0.00201113+0.00739184j 0.000650152-0.00439324j -0.0032155-0.00214635j 0.00641071-0.00199533j 0.00499502-0.00581794j -0.00298715-0.00134998j 0.000445616+0.00536929j 0.00802851-0.00662458j 0.00726592+0.0037452j -0.00440099-0.00436595j 0.0019138-0.00552086j 
0.000661215-0.00354618j -0.00269914-0.00177226j 0.000395829-0.00502032j 0.00318123+0.0011193j -0.000781499-0.0012637j 0.000734804-0.00200991j 0.000835366+0.000744647j 0.00238453+2.16657e-05j 9.86679e-05-0.00359879j 0.00253326+0.000205866j 0.00463135+0.00262248j 0.000787027+0.000158495j -0.000565469-0.000114905j -0.00972276+0.0021279j -0.00132489+0.00189872j 0.000282872+0.00466464j -0.00184667+0.000383408j 0.00433671+0.000301751j -0.00155889-0.0045008j -0.00247626+0.00199275j 0.000516118+0.000981697j -0.00319157-0.00525808j -0.00177498-0.00382017j -0.0040073+0.000528421j -8.76895e-05+0.00386865j -0.00474293+0.00656159j -0.0028488+0.0023827j 0.00474944+0.000929413j -0.00293238+0.00165377j 0.00454564-0.00290984j -0.00134695-0.000923165j 0.00434541-0.00421768j 0.00421834-0.000256358j 0.00142086+0.00639268j -0.00352443+0.00434957j 0.00186286+0.00177051j -0.00827199-0.0028807j -7.53038e-05-0.00837886j 0.00592779+4.52723e-05j -0.0020951+0.00197239j 0.000779026-0.00287122j -0.00247238-0.00635105j -0.00694689+0.00282762j 0.00233444-0.00323897j 0.00274058-0.00574203j 7.74811e-05+0.000988594j 0.00198344-0.00241943j 0.000490177+0.00154124j 0.00427115+0.000417667j 0.00170198-0.000355809j -0.00231306-0.00474228j -0.00414843+0.00330458j 0.010181+0.00234883j -0.00264775+0.00322921j -0.000444569+0.00599603j -0.00609025-0.00268464j 
0.000422146-0.00483674j -0.00376641-0.00052423j 0.00126481-0.00511224j 0.00408989+0.00162708j -0.00113161-0.0032133j 0.00313257+0.00170639j 0.000224869+0.000676065j 0.0010438+0.000782262j 4.73974e-05-0.00301428j 0.000643632+0.00101839j 0.00117795+0.00410028j 0.00444998-0.00205324j 0.000959856+0.00370134j -0.00856522-0.00140501j 0.000739514+0.00258722j -0.000762014+0.00325918j 0.00257247-0.00333224j 0.00716408-0.00385729j -0.00444975-0.00587807j -0.00210521+0.00722486j 0.0053173-0.00142173j -0.00296644-0.00615157j 0.000456362-0.00216091j -0.00296354+0.00345475j 0.000345091+0.00452564j -0.000320765-0.00253209j -0.00293841+0.000250507j 0.00592993+0.00568405j -0.00314095+0.00169203j 0.0109585-0.00588471j 0.00619301+0.0022742j 0.000705207-0.00422471j -0.00165757-0.00534469j 0.000557415+0.00351637j -0.00061678+0.0041416j 0.00143224+0.00657071j -0.00431744-0.00765096j -0.0055913-0.00047547j 0.00648264+0.000515053j -0.000611561+0.00346395j 0.0030861-0.00186229j -0.00209444-0.00105589j -0.00151572+0.00563735j 0.00752562-0.00236632j 0.00175342-0.000274809j 0.00468982+0.00267462j 0.00565954-0.00457527j 0.00363927-0.000294894j 0.000115825+0.00145299j 0.0059474+0.00311859j 0.00106236-0.0106317j -0.00245776-0.00151827j 0.00604889+0.00308447j -0.00645431+0.00336509j 0.000455444+0.00553861j -0.0046537-0.00170701j 
-0.00157407+0.000475003j 0.000790072+0.00200838j -0.000578424+0.00167748j -0.00127839-0.000460207j 0.00291279-0.00120158j 0.00119453+0.00219986j 0.00195753+0.0017947j 0.00313149-0.00105996j 0.00195705-0.00059316j -0.00129175+3.2138e-05j -0.00197719+0.000752784j 0.00266972-0.000296141j -0.000933199+0.00344906j 0.000556389-0.00138651j 0.00244084-0.000961956j -0.000476491+0.000315624j 0.00201264-0.00062715j -0.00257452+0.00161927j -0.00120283-0.0022524j -0.0023271+0.0027051j 0.00049385-0.00415539j 0.00465453+0.00143416j 0.000977897+0.00400151j 0.00266312-0.000264215j 0.00206447-0.00396698j 0.00419579+8.85165e-05j -0.00158713-0.00188437j 0.000691373-0.000386154j -0.000220044-0.000176448j -0.00357623+0.00336364j -0.000111676-0.00197246j -0.00180329-0.000759385j -0.00103924+0.00281659j -0.00240424-0.00599372j 0.00384892+0.000279768j 0.000219592+0.000857515j -2.16933e-05+0.000140047j 0.00174602+0.00500942j -0.00147524-0.00444492j 0.00743767-4.92186e-06j 0.00595407+0.000546856j 0.00427901+0.00173798j 0.00109189+0.00366988j -0.00097559+0.00470428j -0.000733977+0.00136906j 0.000650359-0.00192044j 0.00143721+0.00318296j 0.00367166+0.0007752j -0.00116029-5.74968e-05j -0.000252517+0.00382784j 0.00283358-0.0022246j 0.00453787-0.000877035j -0.00340508+0.00407924j -0.000174538+0.002374j 0.00190754+0.00185672j -0.000888822+0.00184365j 
-0.000317352+0.000617096j 0.000743011+0.000413293j -0.00056157+0.000637166j -0.000905143-0.0016324j 0.00300461+0.00219767j 0.00105054+0.00037172j 0.00214984+0.00101547j 0.0040703-0.00155544j 0.00127793+4.40362e-05j 0.00152178-0.000132595j -0.00125399+0.00092283j 0.00123365+0.0010323j -0.0018838+7.8552e-05j -0.000451853-0.000342701j 0.00136363-0.000686159j -0.000465596+0.000308061j -0.00250768-6.94741e-05j -0.00546898+0.00388466j 0.000694058-0.0018726j -0.00420775-0.00186417j -0.00109618-0.00149833j 0.0026398+0.00356545j 0.000718193+0.000819672j -0.000512161-0.00235459j 0.00482586-0.00353364j -0.00284552+0.0084964j -0.00298233-0.00258611j -0.000307304-0.00300509j 0.000491117-0.00342024j -0.00920293+0.000709091j -0.00191236-0.00777405j 5.72969e-05-0.0045694j -0.00211743+0.00182889j -0.000663865-0.00311674j -0.00133962-0.00212167j 0.000523836-0.0021247j -0.00601152+0.00554492j -0.000818017+0.000356933j -0.00151724-0.00338978j 0.0052028+0.00220289j 0.00450833+0.000282902j 0.00615938+0.00016921j -0.00540167+0.00869885j -0.00564043+0.00347601j -0.00332572-0.00363892j -0.00207821+0.00130782j 0.00367391+0.00552181j 0.00465152+0.00468656j 0.003635+0.00197717j -0.00412695+0.00536094j 0.00572122-0.000712238j -0.00243105+0.000861277j 0.00142252+0.00581241j -0.00282298+0.00140632j 0.00157561+0.00272976j -0.00138068+0.000729831j 
0.000465594+0.00117898j 0.00119673-0.000749428j -2.44281e-05+0.000958219j -0.00107028+2.63756e-06j -0.00168336-0.000506776j -0.00106703-0.00147661j -0.00106361-0.00111525j -0.00215236+0.0014187j -0.000748093-0.000508717j 0.00067655-0.000960085j 0.00268803-0.00107488j -0.0024338+0.00106973j -0.000133161-0.00298422j 0.00120527+0.00129033j -0.00244901-0.000664061j 0.000325106-0.0011114j -0.001546+0.000888218j 0.000495144+0.00202725j 0.000947226+0.00347123j 0.00264361-0.00252372j -0.00238638+0.0025012j 0.000467684-0.000494224j -0.000105012+0.000709605j -0.00174031-0.000422446j -0.00182077+0.00136027j 0.000603066+0.00184738j 0.00111872+0.00265628j -0.00447497-0.00331081j 0.000901805+0.000292999j -0.000878065+0.000484316j -0.00410742+0.00430771j 0.00181112+0.00632914j 0.00250147-0.000182053j 0.000804456+0.00115772j -0.000487471+0.000114294j 0.000595809-0.00279533j 0.00398207+0.00174193j 0.00304248-0.00412982j 0.00015927+0.00456502j -0.00444033-0.00300733j -0.0034442-0.002426j -0.00438767-0.00102418j 0.00134619-0.00658422j 0.000272615-0.00235811j 0.00108225+0.000328012j -0.0025417-0.000959981j -0.00564709-0.00113304j -0.00465366+0.00136001j -0.000928031-0.00288897j -0.000881362-0.00453535j -0.00530506+0.00587127j 0.00104683+0.00148188j -0.00156586-0.0051971j 0.00245282-0.00247078j -0.0011978-0.00358811j 0.00239004-4.63654e-05j 
0.00254387+0.000951783j 0.000385124-0.0030146j -0.000582793+0.000433344j 0.000340023+0.000697319j -0.0016981+0.00117087j -0.000703476-0.000738007j 0.0011995-0.000651471j -0.00135349+0.000888018j -0.000485542+0.000635316j -0.00170885+0.00137606j -0.00144893-0.00364002j -0.00348564-0.000376144j -0.00307513+0.00012082j 0.0042236+0.00134393j 0.000247256-0.00417472j 0.00177839-0.00501706j 0.00724566+0.000499601j -0.000289757+0.00233874j 0.00531964-0.00193473j 0.00398939-0.00621266j -0.00012634-0.00212819j 0.00489017+0.00231102j -0.00143775+0.00153753j 0.00337138-0.00231499j -0.00239332-0.00322947j 0.000603346-0.00337637j 0.00310601-0.00273897j -0.00427296-7.08189e-05j 0.00275053+0.00136325j 0.0015923+0.00585279j -0.00152097-0.00297296j -0.00608294+0.00150346j 0.00329017-0.0021566j -0.00139581+0.000900455j -0.00152158-0.000194152j -0.00276652-0.0033801j 0.00396082-0.00327002j 0.000185955+0.00351872j -0.00377043+0.00187255j 0.000255173-0.000989822j 0.00206168+0.00690962j -0.000317165+0.000560975j -0.000636445-0.00120409j -0.00415502-0.00217873j 0.00227848+0.000443407j 0.000579248+0.000234851j -0.0043818-0.000427918j -0.000280652-0.00294604j -0.00146205+0.000362399j -0.001569-0.00327294j -0.00180692+0.00176456j -0.000810216+0.00370676j 0.00323159-0.00267772j 0.00100099-0.0012404j -0.00214065-0.00224365j 0.00163046-0.00189845j 
-0.00275098-0.00139357j -0.00124565+0.00231231j 0.001014-0.000790766j 0.00042769+0.000861328j 0.000859714+0.00157193j 0.0017844+0.00118679j 0.00174773+0.00124203j 0.00494094-0.000210222j -0.00102034-0.0013922j 0.000687767+0.000357545j -0.000991059+0.000254974j 0.00124597-4.50189e-05j -0.00155762+0.000649745j -0.00204317+0.00168558j 0.00253573-0.000329112j 0.00104196+0.00226135j -0.000996922+0.000533473j -0.00256369-0.000429829j -0.00159873-0.00219098j -0.00253051+0.00374893j 0.00289576-0.00276847j 0.00221706+0.00116851j -0.00378825-0.000152684j 0.00293268-0.000187975j 0.00418608-0.0050197j -0.000219926+0.00605764j -0.00258289+0.000617991j 0.00279693-0.00163932j -0.00131698-0.000502336j -0.0041874-0.000864626j -0.00153321-0.00682658j -0.00266366-0.00510216j -0.0011743+0.00303557j -0.0031179-0.0016761j 0.00122962+0.00375982j 0.00354453+0.00206063j -0.00814542+0.00107644j -0.000843921+0.00244213j 0.000658368-0.0058873j 0.00774073-0.000143222j 0.00548354-0.000481918j 0.00322839-0.000783338j -0.00201994+0.0091458j -0.00188567+0.003315j -0.000150505-0.00327811j -0.00122849-0.000546934j 0.00397442+0.00495953j 0.00650593+0.00327743j -0.00304186+0.00331386j -0.00279811+0.00490028j 0.00540331-0.00014087j 0.0013953-0.00489345j 0.000657667+0.00667416j -0.00352531-0.00204476j 0.00128901+0.00481976j -0.00293644+0.00106518j 
-0.00171773-0.00331798j -0.00278829+0.00249767j 0.00244154+0.000841476j -4.79968e-05+0.00117812j -0.000284006-0.000950662j 0.0021218+0.00198178j -0.000761922+0.000406662j -0.00142142+0.00104596j -0.000657973-0.00125274j 0.000432111+0.0017425j 0.000637216+0.00230711j 0.00241353+0.0003038j -2.16068e-05+0.000278826j -0.0023706-0.00328806j -0.00123334-0.00275216j -0.000789681-0.000196772j 0.00208153-0.00188203j -0.00239611-0.00184539j -0.00154117-0.00172092j -0.000106206+0.000421124j 0.000965143-0.00260087j -0.000635052+0.000341411j 6.07567e-05+0.00102959j -0.00169363+0.00348463j -0.00018172-0.00154945j 0.00260183-0.000380615j -0.00494782-0.000392581j -0.00132456-0.00196388j -0.00161866+0.00243742j 0.00121167+8.01657e-05j -0.000533972+0.00362154j 0.00380559-0.000326109j 0.00212925-0.00387551j 0.00285981+0.000393484j -0.000513634+0.00574271j 0.00309555+0.000541055j -0.00247521+0.000561437j 0.00283048-0.000715655j 0.00300318+0.000759371j 0.00187894-0.000595991j -0.000566561-0.0023594j -0.000511797-0.00204863j 0.00037806-0.000852759j 0.00358026+9.26222e-05j 0.00103108-0.000894197j 0.00242469-0.00179896j -0.000265468-0.00201384j -0.00218008-0.000893585j -0.003358+3.52085e-05j 0.00233912+0.00168534j -0.000572506-0.00158967j -0.00168471-0.000914067j 0.000357692-4.38271e-05j -0.00217664-0.0034938j 0.000483135+0.00224277j -0.00187952+0.000551295j 
0.000398913+0.000994304j 0.00161121-0.00109321j 0.00105415+0.00138233j -0.00196631-9.79244e-05j -0.00464233+0.000583027j 0.000883898-0.00279549j -0.000356671+0.00187596j 0.00129226+0.00018294j -0.00278344-0.00228129j 0.0010664-0.000176193j 0.0032815-0.00203517j -0.000546793+0.0011214j -0.000265589-0.00179675j -0.00262679+0.00416071j -0.00279778-0.00338908j 0.00171057-0.00418914j 0.00272461+0.00239622j -0.00557383+0.00317193j 0.00604632+0.000815122j 0.00314057-0.00604977j 0.00274184-0.00337111j 0.000676885-0.00139187j 0.00503575+0.00115714j -0.00720992-0.00329527j 0.00143339-0.000769203j -0.000326022+0.0044132j 0.000616139-0.00578736j -0.00210263-0.00271959j -0.00553011-0.00201236j -0.00706008+0.000386361j -0.00568147-0.00392375j 0.000658082+0.0073325j -0.000245438+0.000400297j 0.00179521+0.000585228j -0.00641291-0.00123987j -0.00287777-0.00497332j -0.00122949-0.000294438j -0.00208209+0.00511207j -0.000818278+0.00297622j 0.0015902-0.000846452j -2.38103e-06-0.00035724j 0.00381398+0.00332956j -0.0016287+0.00542148j -0.00644537-0.00171207j -0.00049097-0.00027177j -0.000412656+0.00110867j -0.001053+0.000497177j 0.000665637+0.00312588j -0.000183931-0.00457272j -0.00173782-0.000773478j -0.00102915+0.000202261j -0.00110784+0.00279632j 0.00222844+9.52577e-05j 0.00159603-3.24517e-05j 4.78684e-05+0.00101645j -0.00156496-0.000218881j 
