-0.00336536-0.00663374j -0.00793298+0.0105791j -0.0109893+0.0131743j -0.00543908-0.00428465j -0.00504915+0.0160989j 0.00205921+0.00145771j -0.0026659+0.00216939j 0.000463297+0.0119864j -0.00972832+0.00895199j -0.00292575-0.000136763j -0.00069012+0.0100097j 0.0139692-0.00357435j 0.00521649+0.00346922j 0.00326241+0.00621457j 0.0117529+0.00455634j -0.0036192-0.000438016j -0.00565613+0.000655626j -0.00709004-0.00763387j -0.00100688+0.0126019j -0.00953854+0.0113256j 0.00238948+0.0089548j 0.00312123-0.00937362j 0.0174339+0.000747736j -0.0137852+0.00702892j 0.0146674+0.0239971j -0.00608008+0.00415752j -0.000527335+0.00775866j 0.000999343-0.00435609j -0.00990111+0.00904728j -0.000992633+0.00443088j 0.0121881-0.00109047j -0.00713884-0.0017192j 0.00235128+0.0136305j -0.00272837-0.00128214j -0.0101556+0.00272239j -0.00356748-0.0015553j -0.00230204+0.00140139j 0.00314208-0.00125297j -0.00876616-0.00995052j 4.98361e-05-0.00230605j -0.0023018-0.00160426j -0.00400595-0.00414305j -0.000161634-0.00289484j -0.00296549-0.00231062j -0.00566646-0.003534j -0.00274485+0.00535559j 0.00260932-0.00134255j -0.000289962-0.00381221j -0.00342235+0.00231933j 0.00397184-0.00486568j 0.00910075-0.00123644j -0.000777672+0.00679335j -0.00358106-0.00310824j -0.0120613-0.00962352j -0.00449588-0.00525485j 0.00971592-0.0111019j -0.0102043+0.00327721j -0.00376639-0.00544056j 0.00288926+0.00088792j -0.00625608+0.00322332j 0.00160818+0.0110545j -0.00312077+0.00682795j 0.0214052+0.00138294j -0.00299831+0.00982548j -0.00727051-0.0043915j -0.00294821+0.00333908j 4.01574e-05+0.00976835j -0.000825683-0.00360048j 0.00084765-0.00723755j -0.00202172+0.0150232j 0.000882898-0.00847555j -0.00565308-0.0023202j -0.00745447+0.00103538j -0.0030165-0.00376458j -0.00884216+0.000606453j 0.0041073+0.00818173j 0.00563871+0.00576983j -0.00219205-0.000488753j -0.00448372+0.00416653j 0.00749794+0.00231935j 0.00146014-0.00304571j -0.0117768-0.000961038j 0.0117906+0.00157267j 0.00495046-0.00460764j 0.00851837+0.00556795j -0.0103221+0.00148055j 0.00279056-0.00788812j -0.000709774+0.0109707j -0.00259519+0.0174247j -0.0146511-0.010057j 0.00259983+0.0220021j -0.0221058+0.00480127j 
-0.0010318-0.00047434j 0.00167129-0.000533202j -0.0021066+0.0018345j 0.00576989-0.00192498j -0.00723453-0.00446723j 0.0061279-0.000370347j -0.00469121+0.00298137j 0.00108515+0.000697075j -0.00235131-0.00408275j -0.00917162+0.00588298j 0.000844758+0.0111336j 7.15334e-05+0.00116226j 0.00160612-0.0030272j -0.00603322+0.00106168j 0.000780911-0.000176792j -0.0100623-0.00464945j -0.00221876+0.00216527j -0.0134894+0.00343705j -0.00983578-0.0102915j 0.00493354+0.00428557j -0.0104501+0.00340007j 0.014189-0.000388896j 0.00346666-0.00344641j -0.00819712-9.47794e-05j -4.49346e-06+0.0132324j -0.00956158+0.00614782j -0.00761776+0.00229672j 0.00678805+0.00158634j 0.00125425+0.00345505j 0.00182236-0.000613764j -9.22203e-05+0.00295694j -0.00521266-0.00420068j 0.00233315+0.00432844j -0.00375162-0.00269345j 0.00122021-0.000977871j 0.00523053-0.00213705j -0.00233833+0.00208191j -0.000521024+0.00417293j -0.0143373+0.00345442j -0.00149888-0.00316537j -0.0021471-0.00226362j 0.00805406+0.00133691j 0.0105804-0.00467138j -0.0035544-0.0024301j 0.0306685-0.00131705j -0.0102013+0.00206833j -0.0240503+0.0018556j 0.00759791-0.00172381j 0.0152919-0.0015433j 0.02589-0.00399764j -0.0204054+0.00122671j 0.0181566+0.00456981j 0.0104424-0.0022487j -0.0188122+0.00329572j 0.0194663-0.00149083j -0.0419398-0.0086565j -0.00127848-0.00406808j 0.0194543-0.000511483j 0.0173934+0.0053202j -0.0155652-0.0031298j 0.00176316+0.000107712j -0.00383913+0.00159013j 0.00618607+0.000378889j 0.00285738-0.00149117j 0.00566038-0.000324393j 0.00261324-0.00114788j -0.00184361+0.00143826j -0.00935986-0.00202289j -0.00247652-0.000705555j 0.0068739+0.00132162j -0.00814177-0.00315013j 0.00199956-5.28735e-05j 0.0132169+0.00344458j 0.00288178-0.00175043j 0.00243405+0.00174008j -0.00118996+0.0023183j 6.85119e-05+0.00231399j 0.00696871-0.000198532j 0.00198649-0.000824339j 0.00120344+0.00142001j 0.00260764-0.0018813j -0.003336-0.000464563j -0.00460323+0.0029913j -0.0121525-0.00426185j -0.00769414-0.00231955j -0.00149316-0.000557708j -0.0112682-0.00338174j -0.0021694+0.00040484j 0.00344322+0.00261559j 0.00312152+0.00122439j -0.000341537+0.000147246j 0.00116028+0.000866777j 
0.000816384-0.00411875j 0.0026699+0.00496428j 0.00478358+0.00989372j 0.00486504+0.00387701j 0.000766029+0.00794409j -0.00469566-0.00296156j -0.00778415+0.00574357j -0.00421233-0.00190973j -0.00546619-0.00640478j 0.00257897+0.00404534j 0.00139247+0.000976508j -0.00362313-0.0100945j 0.00582894-0.00960658j 0.00930737-0.00606565j 0.00212786-0.00164569j -0.00835547-0.00198785j 0.00978992+0.00438761j 0.00404128+0.0135452j 0.00338125+0.00130042j -0.00229618-0.0139007j 0.0108999+0.0199178j -0.00319682-0.0178091j 0.0170808-0.00738699j 0.0103111+0.0215427j 0.00756654-0.00268956j 0.00707872+0.0076654j -0.00277701+0.0197331j 0.00845679-0.00468544j -0.0146902+0.00620247j 0.00217429+0.00660098j 0.00470324+0.00108747j 0.0140381+0.00328412j 0.0101965+0.00657403j -0.00641151-0.00655548j -0.00123156+0.0109j 0.00645242-0.00459759j -0.00585324+0.00353134j -0.00110509+0.00298311j -0.00217501+0.0068578j 0.00454148-0.00330264j 0.000878977+0.000746968j 0.00760437-0.00269496j -0.00373611-0.00103922j 0.00812966-0.00572307j -0.00631649+0.00450522j 0.000526589-0.0050489j -0.00457264-0.00121781j 0.00382867-0.00284704j -0.00776771+0.00480645j -0.00310248+0.00245929j 0.00814985-2.31369e-05j 0.00749042-0.00680698j -0.00517203+0.0032141j 0.00324115-0.00133817j -0.00864484+0.0034135j 0.00534401-0.0129267j 0.00173174+0.0013194j -0.011741-0.0122123j 0.0119737+0.00789684j 0.00515073-5.51952e-05j 0.00730411+0.00618416j 0.00183343+0.00227342j 0.00553152-0.00845273j 0.00988272-0.00386142j 0.0164335-0.00414088j 0.00347721-0.0031559j -0.00856569-0.000598179j -0.0054401+0.00184459j -0.00446846-0.000112365j 0.00865288+0.00632145j 0.00531434-0.00180688j -0.00141158+0.0013435j -0.00545402+0.0057145j 6.76483e-05-0.000716911j 0.011385+0.00506838j -0.0142145-0.00215082j 0.00276161-0.00103194j 0.00324812+0.00184745j 0.00673058-0.00219662j -0.0120387+0.0020536j 0.00587872+0.00225705j -0.00839476-0.00113475j -0.011401-0.00279115j 0.00967677-0.000924322j -0.00370342-0.00228632j 0.00431002+0.00505555j -0.00282425+0.00397688j 0.00440478-0.000505307j -0.013954+0.00224486j 0.000277416+0.00457202j -0.00488409-0.0031716j 0.000951697+0.00712856j 
0.00278126+0.00146227j -0.00499104+1.82304e-05j 0.00296333-0.0124081j -0.0108998-0.00156806j 0.00339687-0.00314009j -3.195e-05+0.00146309j 0.00534333+0.00135054j 0.00164032-0.00638784j 0.00996973+0.00311322j 0.0016493-0.00633587j -0.021635-0.00639843j 0.0124709+0.00501515j -0.00629851+0.00484839j -0.00442541-0.00436342j -0.00369861-0.00199813j -0.019425+9.98709e-06j 0.00707934-0.00680003j 0.00481788-0.0103768j 0.0144917+0.00397017j 0.00523931-0.000977931j 0.00518417-0.014397j -0.00483635+0.00468277j 0.0124738+1.89996e-05j -0.00788238-0.0177841j 0.0200397-0.0173696j 0.00257743-0.00487998j -0.0112484-0.0101821j -0.00601556+0.00434046j -0.0108876-0.0055262j 0.00493143-0.00305098j -0.00376204-0.000591919j 0.000240042+0.00432003j -0.00244676-0.00792167j 0.00863874+0.00274167j 0.00422963+0.000869721j 0.00367128+0.00309728j -0.00729657-0.00223373j -0.000545532+0.00805356j 0.00858627-0.00734309j 0.00763885+0.00196835j 0.00903478+0.000295228j 0.00173606-0.00429015j -0.00570282-0.000952888j 0.00721338+0.00378224j 0.00116654+0.00239495j -0.00885717-0.00441686j -0.0105798+0.00551799j 0.013336+0.00262468j -0.00494501-0.000170053j 0.0108312+0.00301703j -0.000198084+0.0104383j 0.0103196-0.0105882j -0.0157686-0.000378988j 0.00169613-0.00509323j 0.0027499+0.00185526j -0.00452892+0.00181318j 0.00109897+0.0033511j 0.00555573+0.00293482j 0.000477648-0.00617864j -0.00640374+0.0016972j -0.00198679+0.00333621j 0.0101695+0.000678389j -0.00442745+0.000345314j 0.000163008+0.00354926j 0.00358956+0.00424372j 0.00302853+0.00383653j 0.00111464-0.00350658j -0.00211354-0.00153395j 0.00604771-0.00276204j -0.00870517+0.00412638j 0.0025857+0.00409038j 0.00389294-0.00245157j 0.00393389-0.00363772j 0.00148367+0.000798687j -0.00352892-0.00187647j 0.00434453-0.00382541j 0.00298449-0.00485958j -0.0091516+0.00151771j 0.00205843+0.00430361j 0.00988507-0.0041967j 0.00471376+0.00279516j 0.00277795-0.00119426j 0.00303971-0.00469878j -0.00242813+0.00332396j -0.00548093+0.00368879j 0.00234529+0.00157788j 0.0198498+0.0156624j 0.00195573-0.0020619j 0.00387138+0.000149909j -0.00142993-0.00103785j 0.000988953-0.00142748j 0.00259001+0.00386946j 
0.00277058+0.00294052j -0.00260669+0.00502111j 0.00126471+0.00171001j -0.00291616-0.000871501j -0.000720855-0.00658674j -0.0136902+0.00145985j 0.00266786-0.000972625j -0.00600129+0.00513833j 0.00307793-0.00648195j 0.003866-0.00217286j -0.00279939+0.00510606j 0.00946429-0.0181946j -0.00717343+0.0072166j -0.0103609-0.00949666j -0.00885371-0.000718819j -0.00763981+0.0037935j 0.0112967+0.00786609j 0.00100952+0.0200292j -0.00258227+0.0180947j 0.00441855-0.00805987j -0.00649877+0.0118575j -0.00615466-0.00144214j -0.00918359+0.00191459j 0.00988757+0.00301844j 0.0139624+0.0075232j -0.00647952-0.00419721j -0.00360897+0.00450588j -0.0136429-0.00853315j 0.00272528+0.0082298j -0.000822825+0.00377634j -0.00322211+0.00384371j -0.00212577+0.00374867j -0.00549036-0.00391835j 0.00461518-0.00106874j 0.0101335-0.0069893j -0.00364269-0.00169161j 0.00468916-0.00194189j 4.34845e-05+0.00266314j 0.00732169-0.000736971j 0.00561295-0.00393118j 0.0160451-0.00437998j -0.00991499+0.00264851j -0.0169191-0.00379967j -0.000954498-0.00039323j -0.0116145+0.00427928j 0.0125773-0.00740729j -0.00249176-0.0059355j -0.00223711-0.00296949j -0.0226082+0.00132121j 0.00311405-0.00371395j 0.00787125+0.00701227j -0.0286277+0.00500106j -0.00397596-0.00159088j 0.00692646-0.00234792j -0.00298731-0.00181999j 0.0068163-0.000713153j 0.0131385+0.00551003j 0.0115414+0.016874j -0.0144358-0.0068524j 1.70977e-05+0.00146411j -0.013015-0.000955525j 0.000146395-0.00724417j -0.004425+0.00674944j 0.00244797-0.00251871j 0.0044912-0.00538895j 0.00209548-0.00101238j 0.00212443+0.00401284j 0.00672997+0.00105152j -0.00335945+0.00324002j 0.00764896+0.000487796j 0.00419643-0.0026462j 0.0136067+0.0027195j 0.00324003+0.00626462j -0.00323905-0.0014626j -0.011012+0.0012412j 0.00852621+0.00205716j -0.00842442-0.00299508j 0.00386811+0.000623384j 0.00206913+0.00063441j 0.00110725+0.000554373j -0.00652338+0.00450712j -0.00383403+0.00637619j 0.00500071+0.00162749j 0.00153326-0.00732011j 0.00289743+0.000201564j -0.00719838+0.00344092j -0.00811383-0.0145381j -0.00407891+0.0047155j -0.00213088-0.0021418j 0.00115294-0.00750872j -0.00379512+0.00287328j -0.00754926-0.00834726j 
-0.00249231+0.00033588j 0.000572883-0.00110795j -0.0017774+0.00371139j 0.00169314-0.000468987j -0.00844921+0.00844254j -0.000888991+0.000489394j 0.0044275+0.000619689j 0.000966756+0.00352218j 0.00388041+0.00181138j 0.00170442-0.000460281j 0.0259129+0.00371403j -0.00321581+0.00899327j -0.00197025+0.0018493j 0.00162314+0.00590985j -0.00570027-0.0049217j -0.0188082-0.00139688j 0.0105027-0.00128571j -0.0042148-0.00874056j -0.00751434-0.00286579j -0.00971795+0.00920236j -0.00237376-0.00113328j -0.00178018+0.00653018j -0.0054931-0.00460717j 0.00382172-0.00565647j -0.0104905-0.00197301j 0.0100851+0.00582798j 0.0138183-0.00159477j 0.00548265-0.000873184j -0.0064767+0.00325767j 0.0108642-1.39654e-05j -0.00245249-0.000531097j 0.000249978-0.00373003j 0.000860573-0.00342277j 0.00503832+0.00463016j 9.03198e-05-0.000576211j 0.00493047+0.0051329j 0.00900735-0.00133508j -0.0132638+0.00227896j 0.0104035-0.00157565j 0.024453-0.000657839j -0.00427576-0.00134201j 0.00281942-0.00161817j -0.0507327-0.0027646j 0.00604907-0.00249306j -0.0128431-0.00292656j -0.0217268+0.00864673j -0.0184365-0.00227641j 0.0118069-0.00298837j -0.00338335-0.0014945j 0.00245374-0.0015739j 0.00728842-0.0029569j 0.000804741-0.00259344j -0.00558652+0.00677832j 0.00194208-0.00520394j -0.0120766+0.000979351j 0.00876029+0.00119418j -0.0183882-0.0090379j -0.0020293-0.00862496j -0.010637+0.00462966j 0.0085855+0.000638433j 0.00139206-0.00549746j 0.00420199+0.0013592j 0.0042405-0.00209825j -0.000967493+0.00142864j -0.0011355+0.00250627j -0.00306049+0.00319262j 0.00227404-0.00092759j -0.000545425+0.0033666j 0.000994569-0.00736274j 3.51625e-05-0.00287968j 0.00649285+0.00130581j -0.00683273-0.00235759j -0.0109596+3.08928e-05j -0.00315809-0.00197195j 0.00143237+0.00274147j -0.00317164-0.00215678j -0.000250347+0.0028899j 0.00558928-0.00190367j -0.00207727-0.00214322j -0.00164977+0.00205463j -0.00815441-0.00624808j 0.0100887+0.0012247j 0.00123076+0.00179287j 0.00158434+0.00221393j -0.00549983-0.00617002j 0.0037802-0.00139238j 0.00305987+0.000330224j 0.00558779+0.00232416j -0.00558422-0.00181346j 0.000153465+0.000404406j 0.00373162-0.000943882j -9.77497e-05-0.000514578j 
-0.00246698-0.00161248j 0.00251292-0.00509485j -0.000842872-0.00942391j -0.00156804+0.00386122j -0.00192116-0.0167311j 0.00696059+0.00492725j -0.00450831+0.000769161j 0.00536727-0.00504537j 0.0011988-0.00107074j -0.00482189+0.00661693j 0.00596744-0.00166813j 0.00632642-0.00635196j 0.00925884+0.000208256j -0.00085838-0.00582709j 0.00312167+0.000270614j -0.0107553+0.00545088j -0.0119051+0.00585357j -0.00601618+0.0116573j -0.000640405+0.00398746j -0.0103033+2.51199e-05j -0.00124756+0.000640897j 0.0115208-0.000161754j -0.00186954+0.0028639j -0.000414266+0.00326248j -0.01317-0.000345235j -0.0163553-0.00156356j -0.0109229+0.00530685j -0.0152175+0.00214268j -0.00245292-0.00588199j -0.00866068-0.00203679j 0.0096139-0.00868979j -0.0173807+0.000645687j 0.00668327+0.00431698j -0.0118883-0.00550799j 0.00889773-0.00152861j -0.011821-0.00801557j 0.0120225+0.00460617j 0.0204022-0.0018172j -0.00519884+0.00888553j -0.00636952-0.00483166j 0.0150132+0.00150256j 0.00123655+0.00468914j -0.0221061+0.00439394j 0.0040165+0.00185175j -0.00988123-0.000466725j 0.0145163+0.00309312j -0.00742167-0.00142828j 0.00498956+0.00775112j -0.0112602-0.00346829j -0.0216507-0.00570944j -0.00692955-0.0123366j 0.00151569-0.00424888j -0.00510195-0.00552387j 0.0136421+0.00464587j -0.000601255+0.00196482j 0.0111829-0.00352423j 0.000410397+0.00474398j 0.00966796-0.00724168j 0.0111714-0.00429496j 0.0033563-0.00315541j 0.00557576+0.00416571j -0.017721-0.00119193j 0.00740388-0.00378367j 0.00315378+0.00444067j 0.00200305+0.00507842j -0.000746396-0.000222451j -0.00120473-0.000977629j 0.00835506-0.00273058j -0.00140219+0.0100971j 0.00808691+0.00363266j 0.00190067+0.00414714j 0.0149554+0.000564477j 0.00817992-0.00238448j -0.00611711+0.00160697j -0.00173821-0.00607803j 0.00590738-0.000135962j -0.0126187-0.000206213j -0.00968315-0.00137763j 0.00153718+0.00275143j 0.0030661+0.00198689j 0.00871085-0.00121027j -0.00884071-0.0055638j -0.0107516-0.00193223j 0.00481952+0.00131183j 0.00184171+0.00648178j 0.00203357-0.00199652j -0.00163571+0.00590284j 0.00223516-0.00884166j -0.000565097+0.00238743j 0.000356594+0.0080094j 0.00370754-0.00375477j 0.00635062+0.00826459j 
-0.00478358+0.00387875j -0.00417946-0.000841232j 0.0067833-0.00451196j -0.00456555+0.00149836j 0.000144962-0.00965751j -0.00420831+0.0073512j 0.0104895+0.00296053j 0.000271506-0.000413477j 0.016751+0.000649163j 0.00167566-0.00324514j 0.0159297+0.00221637j 0.0125066-0.00142513j -0.00713135+0.0117072j -0.00284157-0.0119062j 0.00202323+0.00101526j 0.0209047+0.00665863j 0.0150324+0.0020601j 0.00738765+0.00701599j -0.0141305+0.00888253j -0.0166996+0.00083161j -0.00188574+0.00103152j -0.00107646+0.00297583j -0.00557324+0.000997153j 0.0174911-0.00737029j 0.00863194-0.00448716j 0.00109101-0.00588291j 0.00335139-0.000615945j -0.00362005-0.00943619j -0.0176515+0.00148879j -0.0021607+0.000651879j -0.00544882-0.00860648j 0.00374951+0.00333903j -0.00402219-0.00567764j 0.00327891-0.000922765j -0.0091946-0.00380491j 0.00286839-0.00554216j -0.00721098+0.00237276j 0.000456145+0.00436272j 0.00203184-0.00217209j -0.00499467-0.00314496j -0.0111845-0.0138247j 0.0013595-0.00189779j 0.0309591-0.00849211j 0.0060814-0.00415937j -0.00257181+0.00147719j 0.00336836+0.00401138j 0.00273014-0.00162988j 0.0157548-0.000804881j -0.00769376+0.0050908j 0.0264801+0.00491598j -0.00084591+0.00639833j 0.0129737-0.00725309j 0.000315082+0.00910167j -0.00242344-0.00504492j -0.00745798-0.00229308j 0.0134171-0.00787229j -0.0172076+0.00263593j 0.0176968-0.00373991j -0.00447989-0.00521234j 0.00662685-9.74268e-05j -0.00496232+0.000101453j 0.0063757-0.00997625j 0.00737183-0.00179685j 0.00196992+0.00600872j 0.00638702+0.00740892j 0.00154583+0.00530177j -0.00102123-0.0044304j -0.0073634+0.00100619j -9.90656e-06+0.000796572j 0.00667114+0.00127314j -0.00153836+0.00132633j -0.00283333+0.00209343j 0.00433281+0.000921484j 0.00496684+0.001046j -0.00362367+0.00249927j 0.000938816-0.00132174j 0.00627625+0.00244966j -0.00344134-0.00755041j -0.000655576-0.00191763j 0.00558017+0.00403789j 0.00717472+0.000301327j 0.00438249+0.00317218j 0.000859647+0.00106689j -0.00209053-0.00143751j -0.00786945-0.00328753j -0.00181924+0.00102145j 0.00795568-0.000296382j 0.00551266-0.00199957j -0.0114009-0.00274701j 0.00215379+0.000563249j 0.00850885-0.00201346j -0.00315032-0.00183688j 
-0.000279565-0.000973475j -0.00109219+0.000502624j 0.000442585+0.0131721j -0.00180966-0.00474709j 0.0073829+0.0361109j -0.00241651-0.0161919j -0.00111491+3.13075e-05j 0.00528803+0.0125577j 0.0062935+0.000527428j 0.00143845-0.0126875j 0.00243537+0.000331522j 0.0021235+0.0133856j -5.23232e-06-0.00810325j 0.000616335+0.00978194j -0.00441131-0.00607413j 0.00262655-0.00108711j -0.00911384+0.000663075j -0.00437669-0.0244379j 0.002377-0.014987j -0.00550645+0.0151785j -0.0129551-0.00890537j 0.00873803+0.00285153j 0.00139479-0.00420239j 0.00830191-0.00514622j 0.00345631+0.00125154j -0.0155724+0.00161928j -0.00903044-0.00540941j -0.0290125+0.00238222j -0.006312-0.00226811j -0.00597809-0.00189458j 0.00847444-0.00488283j -0.00705998-0.00339856j 0.00875-0.000500078j -0.0147573+0.00118314j 0.0107896-0.00283996j -0.00453371-0.00197846j 0.00943021-0.00172757j 0.00960323+7.78259e-05j 0.00370793-0.000926844j -0.00545054-0.00120214j 0.00377059-0.00520345j -0.00114531+0.0026846j 0.0105027-0.00137342j -0.00396873+0.00247676j 0.00190647-0.00326219j 0.0110487+0.00180013j -0.00529949+0.00293089j 0.0118761-0.00328406j -0.0136671-0.00134065j 0.0109799-0.000161189j 0.00113957+0.0014237j 0.002503-0.000306307j -0.0108659-0.00467548j 0.0199314-0.00238322j -0.00075917-0.000940066j 0.000646513-0.00048106j 0.0139503+0.00307954j 0.0135733+0.00362723j 0.00576027-0.001782j -0.000962034-0.00286239j 0.000918103-0.00110895j -0.010698-0.00171565j 0.00256808+0.00072247j 0.000159057+0.000735418j 0.00772822+0.00278327j -0.000617042-4.99925e-05j -0.0042137+0.00065534j -0.000832113-0.00114849j -0.000587689+0.00189251j 0.0112392+0.00050816j 0.000682027+0.000615266j 0.0103594-2.24365e-05j 0.00918866-0.000865886j 0.000622383+1.77334e-05j -0.00536231+0.000259732j 0.00452423-6.79612e-05j -0.00450704-0.00380114j -0.00457107-0.00266078j 0.00241647+0.00259068j 0.000236829+0.00523518j 0.00885754-0.00221536j -0.00963258-0.00288864j -0.00274139-0.00154151j 0.00119946+0.000406211j 0.00538789-0.000810688j -0.00520156-0.0008025j -0.00457858-0.00149255j -0.00300851-0.000924564j -0.00277023+0.000417449j 0.000550689+0.000770831j 0.000447046-0.0012192j -0.000951051-9.94376e-05j 
-0.00315974-0.000930148j -0.00646042+0.00023772j 0.000225591+0.00312773j 0.00778523+0.00221747j 0.0204915-0.00404641j 0.0186163-0.0046587j -0.0129901-0.000540602j 0.00936255-0.00187313j 0.0105234-0.00196354j -0.00471879+0.00212589j -0.000404976-0.0027051j 0.00301993+0.00599747j 0.0069559-0.00576005j -0.0112331+0.00123507j 0.0119774-0.00297737j -0.0155831-0.00353324j -0.0002762+0.00155351j 0.0118187+0.00252837j 0.00602731-0.00462432j -0.00820861-4.31231e-05j -0.000356583+0.00114832j 0.0209853-0.00183623j 0.0181789+0.00427975j -0.00617011+0.00863433j -0.00270698+0.00213204j -0.0081313+0.00804045j -0.00765606+0.0064047j 0.0180072-0.00363387j 0.00860449+0.00134457j 0.00135743-0.00242528j -0.00384447-0.00680094j -0.00244484+6.74405e-05j 0.0133989+0.00203235j -0.00316837+0.00469814j -0.00618885+0.00349932j 0.00399815+0.00275087j 0.0163109-0.00253305j -0.00518644+0.0078392j -0.0046014+0.00300733j 0.00261173-0.00335519j -0.0034335+0.00167386j 0.00807497-0.00346249j -0.00427968-0.000962406j -0.000186574+0.000498766j -0.00476193+0.000559704j 0.00670166-0.00325853j 0.00582219+0.000173809j -0.00158242-0.000501612j 0.0121339+0.00276195j -0.0212352+0.00480589j -0.00366095+0.00782338j 0.00423131-0.000777261j 0.00302558-0.00171771j 0.0151697+0.000717196j 0.00865947-0.000959407j -0.00909117+0.00276968j 0.00682032+0.00667237j -0.0240776-0.000272631j 0.00776695+0.00300103j 0.00197668+0.00307086j -0.00327505-0.00389713j 0.00691184-0.00406818j -0.0137878-0.000507005j -0.00705408+0.00214269j -0.012204+0.00613046j -0.0052249+0.00404027j 0.000490845-0.00136654j 0.0088826+0.000167483j 0.0100896+0.00326015j 0.00271437-0.00657928j -0.00356144+0.0036841j 0.000866491-2.98429e-05j 0.00100007-0.0029821j -0.00256906+0.000345j 0.000709618-0.00388494j 0.00273478+0.000958595j 0.000492847+0.00640937j -0.00657838-0.00589466j -0.00361223-0.000713645j -0.00385009+0.00328135j -0.000729978-0.00257899j -0.000509244-0.00151481j 0.00575213+0.0043367j 0.00310254+0.00485067j 0.008622-0.00168241j -0.012019-0.0039676j -0.00372604-0.0029251j -0.0122426-0.00403974j 0.000470195+0.00104612j 0.00737342+0.00281019j 0.00304906-0.00084007j -0.00451317-0.00560262j 
-0.00191294-0.000308437j 0.000627417-0.0011651j 0.00455397-0.000955397j -0.00406832-0.00141604j -0.00169037+0.00482163j -0.000376631-0.000572033j 0.00447154-0.00161863j -0.00572024+0.00600461j -0.0022794-0.00350035j 0.00154937-0.0169666j 0.011172+0.00787561j -0.0118463-0.0161588j -0.00546204+0.0149511j -1.29844e-05-0.0119077j -0.00363296+0.000927155j -5.96364e-05+0.00287147j -0.0165736+0.0141487j 0.00505764+0.0140527j -0.00621017+0.0137066j 0.00925266-0.00246331j 0.00135731+0.00605696j 0.00183143+0.00557267j -0.00186832+0.000457207j 0.00344479-0.00432181j 0.00146221+0.00559079j 0.00776492-0.00689599j 0.000430844+0.00883137j 0.00537597-0.000544945j -0.0025727+0.00687657j 0.00345941-0.00381484j -0.00030936+0.000647423j -0.000235356+0.00355889j 0.000671577+7.55927e-05j -0.00860181+0.00790454j -0.00423908-0.00413985j 0.00170091+0.00360921j 0.000124739-0.00230491j 0.00600892+0.0296744j 0.0017406-0.000701521j 0.00342519-0.00477631j -0.00407331+0.0127267j 0.00179126+0.00295056j 0.00586262-0.0104101j 0.010781+0.0166736j 0.000824349+0.00732757j -0.00210886+0.00559902j -0.00346707+0.00481684j 0.00898921-0.00806623j 0.00208368+0.0176921j 0.00528119+0.0138133j 0.00868956-0.0021961j 0.00241029+0.00332678j 0.001+0.00193602j 0.000139093+0.00214855j -0.0118707-0.00400379j 0.00137413+0.0100885j 0.00191806+0.00135468j -0.000749595+0.00089424j 0.00177313+0.00261636j 0.00473547-0.000419695j 0.0048477+0.003057j -0.00741766+0.00125398j -0.00248204+0.00339503j -0.000338547+0.00130042j 0.00297323+0.00076961j -0.00468825+0.0043589j -0.00162991+0.000588117j -0.00375279-0.00111947j 0.0253662+0.00209949j 0.00419099+0.00201556j 0.00556729-0.00119809j 0.00439359-0.000246499j -0.000188935-0.00261689j 0.0029848+5.51898e-05j -0.0106765-0.00257907j 0.000305424+0.000933634j 0.00608275+0.000213008j -0.00338888-0.00047033j -0.000706553+0.00197352j -0.0194241-0.00203556j 0.00464342-0.000766295j 0.00813258-0.00240862j 0.000106908-0.00288429j 0.00320711-0.000509633j 0.000544229+0.000827803j 0.00242353-0.000113171j 0.0050365+0.000177023j 0.0015809+0.000734062j 0.000368933-0.000484726j -0.000230285-0.000728074j -9.3629e-05+0.000662159j 0.001834+0.000641201j 
