-0.00336536-0.00663374j -0.00793298+0.0105791j -0.0109893+0.0131743j -0.00543908-0.00428465j -0.00504915+0.0160989j 0.00205921+0.00145771j -0.0026659+0.00216939j 0.000463297+0.0119864j -0.00972832+0.00895199j -0.00292575-0.000136763j -0.00069012+0.0100097j 0.0139692-0.00357435j 0.00521649+0.00346922j 0.00326241+0.00621457j 0.0117529+0.00455634j -0.0036192-0.000438016j -0.00565613+0.000655626j -0.00709004-0.00763387j -0.00100688+0.0126019j -0.00953854+0.0113256j 0.00238948+0.0089548j 0.00312123-0.00937362j 0.0174339+0.000747736j -0.0137852+0.00702892j 0.0146674+0.0239971j -0.00608008+0.00415752j -0.000527335+0.00775866j 0.000999343-0.00435609j -0.00990111+0.00904728j -0.000992633+0.00443088j 0.0121881-0.00109047j -0.00713884-0.0017192j 0.00235128+0.0136305j -0.00272837-0.00128214j -0.0101556+0.00272239j -0.00356748-0.0015553j -0.00230204+0.00140139j 0.00314208-0.00125297j -0.00876616-0.00995052j 4.98361e-05-0.00230605j -0.0023018-0.00160426j -0.00400595-0.00414305j -0.000161634-0.00289484j -0.00296549-0.00231062j -0.00566646-0.003534j -0.00274485+0.00535559j 0.00260932-0.00134255j -0.000289962-0.00381221j -0.00342235+0.00231933j 0.00397184-0.00486568j 0.00910075-0.00123644j -0.000777672+0.00679335j -0.00358106-0.00310824j -0.0120613-0.00962352j -0.00449588-0.00525485j 0.00971592-0.0111019j -0.0102043+0.00327721j -0.00376639-0.00544056j 0.00288926+0.00088792j -0.00625608+0.00322332j 0.00160818+0.0110545j -0.00312077+0.00682795j 0.0214052+0.00138294j -0.00299831+0.00982548j -0.00727051-0.0043915j -0.00294821+0.00333908j 4.01574e-05+0.00976835j -0.000825683-0.00360048j 0.00084765-0.00723755j -0.00202172+0.0150232j 0.000882898-0.00847555j -0.00565308-0.0023202j -0.00745447+0.00103538j -0.0030165-0.00376458j -0.00884216+0.000606453j 0.0041073+0.00818173j 0.00563871+0.00576983j -0.00219205-0.000488753j -0.00448372+0.00416653j 0.00749794+0.00231935j 0.00146014-0.00304571j -0.0117768-0.000961038j 0.0117906+0.00157267j 0.00495046-0.00460764j 0.00851837+0.00556795j -0.0103221+0.00148055j 0.00279056-0.00788812j -0.000709774+0.0109707j -0.00259519+0.0174247j -0.0146511-0.010057j 0.00259983+0.0220021j -0.0221058+0.00480127j 
0.00103914-0.00355506j 0.00109219+0.00819749j -0.00208695-0.000563059j -0.0022541-0.0039831j -0.00329007+0.000284553j -0.00100378-0.00784063j -0.00084026-0.0063769j 0.000574533-0.00184743j 0.000214487+0.00866609j -0.00304179+0.00524297j -0.000831408-0.00268041j 0.00812187-0.00599023j -0.00204074+0.0106522j -0.00375724-0.0031048j 0.00384048-0.0011139j -0.00288514+0.00615195j 0.00201043+0.00159774j 8.51092e-05+0.00304511j 0.00278603-0.0128459j -0.00131095-0.00244316j 0.000770594+0.0101139j -0.00173119-0.0016453j -0.00110678+0.000273582j 0.00100939-0.00865141j -0.00278957+0.00642351j 0.0014345+0.00337645j 0.0022096-0.00243611j -0.00486087-0.0013412j -0.00152205+0.00321972j 0.00322793+0.0027256j -0.0054389+0.00317029j 0.00242066-0.00216266j 0.00400121-0.000556056j 0.00220271+0.00365415j -0.00452229+0.00822031j -0.00294406-0.00291599j 0.00506266-0.00985524j -0.00214583+0.00218213j -0.00760266+0.00200906j -0.00128274+0.00218571j -0.00184568-0.010188j 0.0024586+0.00349698j -0.00218661-0.00245245j -0.00190665+0.00397103j -0.00202948-0.00140008j 0.0037375+0.0052826j -0.00185467+0.00284671j 0.00109758-0.00724975j -0.00279668-0.000228801j 0.0031594-0.000941071j -0.000547401-0.00770613j -0.00362265+0.00133614j 0.00211151+0.00472672j -0.000942516+0.0123659j -0.00770375-0.000792505j -0.00288648-0.0042559j 0.00156174-0.00449612j -0.00235945-0.000408534j -0.00123677+0.000896429j -0.00046034-0.00586626j -0.00558463+0.00460781j -0.000981109+0.00391198j 0.00571857+0.00548644j 0.000940033+0.00191359j -0.00190199+0.00124186j -0.00288932+0.00865136j -0.00819161+0.000349005j 0.00519918-0.000857406j 0.00491903+0.00534866j -0.00238219+0.00398867j -0.0219234+0.0271949j 0.0250782-0.0138068j -0.0334197+0.00693149j 0.0498321+0.00959233j 0.0195669+0.00797374j 0.0178503+0.0190879j -0.000583892-0.00208987j 0.0049658+0.00499028j -0.0110594-0.0227104j 0.00365303+0.000555249j 0.000155721+0.0076375j -0.000676376+0.000572862j 0.000320039-0.00658096j 3.67071e-06+0.0042344j 0.00161641-0.00189996j 0.00195428-0.000985039j 0.00673223-0.00602562j -0.0025789-0.00182711j 0.00139755+0.00651544j -0.00289353-0.000562162j 0.00483-0.0044143j -0.00342325-0.000616345j 
-0.000724221+0.00773901j -0.00197578-0.0119419j 0.000636047-0.00022715j 0.00348472+0.00852407j 0.00209019+0.00144621j 0.001469+0.00913679j 0.00150388+0.00756638j -0.00041673-0.000197849j -0.000987204-0.0127058j 0.00228321-0.00819199j 0.00299027+0.00412218j -0.00778966+0.00649049j 0.00195651-0.0154199j 0.00240056+0.0059159j -0.00383535+0.00624092j -0.00367262+0.00344792j -0.00233934-0.00765356j -0.00371047-0.00374312j 0.000271025+0.0149192j 0.00227256+0.00500968j -0.000575308-0.0150995j 0.00123569+0.00296631j -7.46152e-05+0.00332427j 0.00158277+0.0114509j 0.00501557-0.00531834j -0.00304197-0.00328949j -0.000681384+0.00375333j 0.00557076+0.000523698j -0.00132422-0.0059776j -0.00140829-0.00404686j 0.0087705-0.00170324j -0.00434196+0.000200677j -0.00876234-0.00027573j -0.000267681+0.00320331j 0.00769742-0.00669114j 0.00429554-0.00486137j -0.00592855+0.00820496j 0.00190384+0.000622383j 0.00994701-0.0112123j 0.00071691+0.0066697j 0.00508432+0.010468j 0.00238664-0.00745311j 0.00169282+0.0021219j 7.03438e-05-0.00706492j 0.00085437+0.00472542j -0.00650872-0.000954798j 0.00223198+0.00711251j -0.0043789+0.00674212j 0.00291773+0.00434624j -0.00615877-0.00146219j 0.00413823+0.0135457j 0.00481842+0.00123354j -0.00736633-0.00607719j 0.00401213-0.00691736j 0.0106304-0.00671973j 0.00309169-0.00291425j -0.00382386+0.0084625j 0.00464886+0.00292136j 0.00107127-0.00234675j -0.000181276+0.000580013j 0.00600162-0.00746528j 0.000415153+0.0062659j -0.00848847-0.00646226j 0.00436353-0.000591457j -0.000449415-0.00101066j -0.000127063+0.00265481j 0.00962767+0.0111j -0.00598116-0.0058526j -0.00397381+0.00130919j 0.00881337-0.00233977j -0.0133293+0.0166211j 0.0201783-0.00407532j -0.023015+0.00573962j 0.0343858+0.00412984j 0.0141756+0.00629644j 0.0077827+0.00744094j -0.00333571+0.0018211j 0.00465094+0.00794417j -0.00432835-0.0146134j -0.00328403-0.0011014j 0.00423668+0.00125518j 0.00162043-0.00974006j -0.00159285-0.00274538j 0.00396908-0.00266149j -0.00050943-0.0017041j -0.00312198+0.00440041j -0.00941387+0.00412469j 0.00395955+0.00117794j -0.00208964-0.00997662j 0.00428878+0.00318719j -0.00753336+0.00686456j 0.00568792+0.00161691j 
-0.00238066+0.00491352j 0.00147833+0.00179613j 0.00232974+0.000108682j -0.00324978+0.000470382j -0.00101578-0.01079j -0.00176464-0.00419415j -0.00220607-0.000779622j 0.00266556-0.00137284j 0.000581541-0.00460687j -0.00148504-0.00821747j -0.00148661+0.00867978j 0.0064541+0.0154337j -0.00513483-0.0196126j -0.0092388-0.0108991j 0.0100923+0.0248861j 0.00130685+8.5589e-05j 0.00140845-0.0043705j -0.0029362-0.00280111j -0.0037735+0.0195874j -0.00037469+0.0068654j 0.00620104+0.00381774j -0.00563778+0.00587108j -0.00230761-0.00383016j -0.00111134+0.00280423j 0.00360822-0.00370132j -0.00164961+0.0144468j 0.000881911+0.00525481j 0.00329813-0.00800277j -0.00369429+0.00995555j 0.00110127+0.0054385j 0.000505475+0.0153736j 0.000950465+0.00206311j -0.000448395+0.00535195j -0.000422328-0.00119862j -0.000384546+0.000521322j -0.000854319+0.0084529j 0.000320228-0.0167156j 0.000548102-0.00111382j 5.66888e-06+0.0145592j -0.00110083-0.00625743j -0.00300927-0.0212394j -0.00245573+0.00817327j -0.000519838-0.00366358j -0.00154688+0.0223121j -0.000478153-0.00375842j 0.00114408-0.00803945j 0.000498361-0.000237045j 0.00164081-0.019211j 0.00214506-0.0172658j -0.00129806+0.00531121j -0.00353126-0.00997247j 0.00204445-0.00384657j 0.000231391+0.0174681j 0.00293157+0.0293131j -0.00585572+0.028279j 0.000687724-0.00427885j 0.00129105-0.00355788j -0.000566161-0.00106858j 0.0026423+0.00308064j 0.00189604-0.00150019j 0.00237125+0.00131622j 0.00020699-0.00170802j 0.000781947+0.00430206j -0.00481754+0.00208086j -0.0069445+0.000849992j -0.00252288-0.0023232j 0.00291606+0.00372896j 0.000168996-0.00243559j 0.000626131+0.00711275j 0.00019763-0.00458879j -0.000731512-0.00172192j -0.000496005+0.00374947j -0.000472808-0.00152637j -0.000995438-0.00146761j -0.00278769-0.00406293j 0.00138493-0.00187615j 0.000259925+0.00269965j -0.00482353-0.00273946j -0.00247691+0.00113278j 0.00589243-0.00360281j 0.00408512-0.00232618j 0.000811125+0.00250803j 0.00388275+8.31719e-05j 0.00317931-0.00159429j 0.000897108+0.00176325j 0.000488333-0.00412608j 0.00752494+0.00331035j -0.00109987-0.00306041j 0.00453937+0.00402772j 0.000490778+0.000600768j 0.00955744+0.000502306j 0.000219336+0.00650633j 
0.00177463-0.00389635j 0.000701964+0.00227159j 0.00149216-0.00367865j 0.00558461+0.00870713j 0.00804675+0.0038289j -0.0094961-0.0125301j -0.0030193-0.00483116j 0.000529631+0.0151622j 0.00649175+0.0147685j -0.00691857+0.00732099j 0.00362321-0.022557j -0.00832364+0.00669763j 0.00100362-0.000988972j 0.00521842-0.0081033j 0.00230024+0.0207511j -0.00545214-0.000301497j -0.00721869+0.00617926j -0.00186647-0.0225197j -0.00272102+0.0173253j -0.00123821+0.00929229j 0.00199326+0.00926555j 0.00679995-0.00714056j -0.00258164-0.00288684j 4.12301e-06+0.00106873j -0.00307038-0.0203841j -0.00536941-0.0037214j -0.00121003-0.00808651j 0.00464447-0.00164725j 0.00334491-0.000637579j -0.00418232+0.00081102j 0.000442739-0.00776763j -0.00419465+0.00886618j -0.00488499+0.00319499j 0.00345509+0.00173227j 0.000858404+0.00843048j -0.000301085-0.00708186j 0.000659569-0.00825233j -0.000442813+0.00195346j -0.00296267+0.00453723j 0.003037+0.0161958j 0.0050578-0.00535703j 0.00364997+0.003952j -0.00148874+0.000830396j 0.00332562+0.00291218j 0.00265341+0.00385041j 0.00185188+0.00277052j -0.00217213+0.0113445j -0.00369903+8.51978e-05j -0.00258111-0.00332063j 0.000378531+0.00587071j 0.00239599+0.000644848j -0.00635416+0.00606724j 0.00523159-0.00467368j -0.00530026-0.0008135j 0.00849872-0.0064955j 8.89793e-05-0.0040854j -0.00136922-0.000803175j 0.00863555+0.00258221j -0.00413352-0.00557018j 0.00332903+0.000342752j -0.00349089+0.000411232j -0.00106842-0.00479614j -0.00193554+0.000973318j 0.00664035-0.00536811j 0.00628286-0.00164526j 0.00273139-0.00167029j 0.000906796-0.00208128j 3.30791e-05+0.000254922j -0.00266516-0.000414074j 0.00265477+0.00253569j -0.000292732+0.00119226j -0.000450053+0.00275649j 0.00128005+0.00164341j -0.00170747+0.000120698j 0.00282139+0.000254151j -0.00279008-0.00504657j 0.000264103-0.00401249j 0.00755585+0.00296494j 0.00391312+0.0025351j -0.00748381-0.00198107j -0.00859256+0.00315876j 0.00321533-0.00295546j -0.00702826+0.000510205j -0.00628717+0.000949049j -0.00815913-0.000894205j 0.00520643+0.00580911j -0.012661-0.00175675j 0.00523183+0.0009783j -0.0041564-0.0118829j 0.00353665+0.00315714j -0.0110292-0.00155705j 0.00431237-0.00437456j 
7.02814e-05+0.000171864j 0.00769044+0.0079777j 0.00790734+0.000255411j -0.00235236-0.00895039j 0.00958864+0.00710321j -0.00253964+0.00392961j 0.000348853+0.00349704j 0.0043343+0.0119794j -0.00337119-0.00587065j -0.00519776-0.00183544j 0.000911364+0.00106582j -0.0112638-0.0105657j -0.000495717+0.0102353j 0.00621715+0.0137323j -0.00581766-0.000378389j -0.00511459+0.00197896j -0.00975043-0.00113522j 0.00314395-0.00567625j 0.00742465+0.0246725j 0.00467766-0.000681712j 0.00192042-0.0210713j 0.00170992-0.00631058j -0.00210316-0.00340513j 0.00102491+0.0121093j -0.00944624+0.00321347j 0.00588192+0.00289739j -0.00101243+0.00987894j -0.00441036-0.00590576j 0.00835276+0.00375991j 0.0058961-0.00389417j -0.0030909+0.00254305j 0.00867306+0.00853539j 0.00897428+0.00914659j 0.00232193+0.00251295j 0.00282747+0.000485746j 8.4417e-05-0.00958394j 0.00526601+0.00528791j -0.0022715-0.000862457j -0.00659039+0.00333328j 0.0031579+0.014297j 0.00909727-0.000988889j 0.00219696+0.00371112j -0.00164684-0.00390399j 0.00164021-0.00432476j 0.00206586+0.00275139j 0.00533121+0.0125079j -0.00365699+0.0104731j 0.00259569+0.00116151j -0.00350412-0.00315533j 0.00122601+0.00476502j -0.020157+0.00400485j 0.00196783+0.00866762j 0.00490895-0.00762826j 0.00528775+0.000522967j -0.0127487+0.00301509j -0.000255824-0.00502932j -0.00923752-0.000406019j 0.00150003+0.00299314j -0.00679334-0.00107092j 0.00350601+0.00271126j -0.00334162+0.00740227j -0.000414181+0.00403375j 0.0141023-0.00696445j 0.00222705-0.00613313j 0.00149013-0.00535357j 0.00225332-0.0041462j -0.00323477-0.00267894j 0.00345499+0.00276176j -0.00148144+0.000437767j -0.00373614+0.00170691j -0.00298582+0.00233935j -0.000174684-0.00109978j 0.00398694+0.00107623j -5.83961e-05+0.00326176j 0.00409572-0.00167585j -0.00140828-0.0029325j -0.000639679-0.00386022j 0.00462087-0.00827432j 0.00120356-0.00265483j -0.00101908+0.00236281j -0.00778424-0.00359165j 0.0107456+0.00370332j -0.00837364+0.000739108j -0.0102647-0.00142759j -0.0138307+0.00521694j 0.0161109+0.000549285j 0.00558704-0.00329132j -0.00599871-0.00487002j 0.00229726-0.00185496j 0.00838432+0.00235409j 0.0154373-0.0140889j 0.00518603+0.00819678j 
0.000100289-0.00435091j 0.00155186-0.00698131j 0.00429419+0.00416181j -0.00117728+0.00631909j -0.00330672-0.0012077j 0.0102492+0.00620403j 0.00428608+0.00719878j 0.00294336-0.00215879j 0.0104821+0.0112445j 0.00209576+0.00874897j 0.0034275+0.0120584j 0.00721369-0.0146091j -0.00347813+0.0164031j -0.00818008-0.00130904j 0.00241399-0.00146389j 0.00637833+0.0011672j 0.00942987+0.00349919j 0.00358464-0.00254879j -0.00697981+0.00632056j -0.00121987+0.000778514j -0.00370335-0.00320121j 0.000805005-0.00129557j 0.000680307+0.00294501j 0.00421221+0.0127811j 0.00769878+0.0218903j -0.0068947+0.00718894j -0.00242134-0.00210931j 0.000932992-0.0065866j -0.00486117+0.0212361j -0.00358786-0.00026381j -0.00269321-0.00491099j -0.00676786+0.00057654j -0.00813673-0.00185024j 0.00387992+0.00455203j 0.0013817+0.00384015j 0.00270131+0.00910184j -0.00339896-0.00480516j -0.000956056-0.00411361j 0.0091818+0.011157j -0.00079152-0.00469835j -0.00605846+0.00224618j 0.00108638+0.00129686j 0.00087556+0.00178117j 0.000121016-0.0021232j -0.00449993+0.000972538j -0.00216713-0.00499958j 0.00211765-0.00401894j 0.00623133-0.00410639j 0.00415897+0.00500352j -0.00119173-0.00651609j 0.00832579+0.00387706j -0.000384395+0.0023382j -0.00191924-0.00123579j 0.00289007+0.00452472j 0.0104163+0.000448268j 0.000802496-0.0116907j -0.00162682+0.0104987j 0.00509499-0.00875445j 9.28673e-05+0.00914631j 0.00747894+0.000344888j -0.00411498-0.00566148j 0.00244387-0.00302493j -0.0161686-0.00232876j -0.00139227-0.00298703j 0.00101545-0.000740318j 0.000238556-0.00260942j 0.00186964-0.00269024j 0.0019791+0.00347727j 0.00450029+0.0036611j -0.0109618-0.00168823j 0.00283235-0.00482284j 0.000891493+0.00057659j -7.84443e-05+0.00686711j 0.00101882-0.00136159j -0.0013119+0.0056566j 0.00420841+0.00545869j -0.00228153+0.00119644j -0.00555901+0.00455429j -0.000699304+0.00339444j 0.0087988+0.00157214j 0.0036271-0.0021044j 0.0081195-0.00722054j 0.00474284+0.00110726j 0.00142088-0.00122933j -0.00155659-0.00401368j 0.00135877+0.00273824j 0.0171858+0.00686059j 0.00967702-0.00969863j 0.0132214+0.0072426j 0.00251039+0.0185067j -0.00239259-0.00277492j 0.0163552+0.00337876j 
0.00586144-0.000121462j 0.00208111+0.00229878j -0.00407949+0.00525506j 0.00604837+0.00164661j -0.00681649+0.0164035j -0.0121411-0.0178472j 0.00535843+0.00281496j 0.0038824-0.00371124j -0.00436293-0.00499466j 0.00961172-0.00300975j 0.0111976+0.00720684j -0.00345449-0.0211176j 0.000801726+0.000776162j 0.00409459+0.0172861j -0.00649423-0.0126199j 0.00489683-0.00755353j 0.00991909-0.00636508j -0.0042412-0.00511572j -0.00613317+0.0139179j 0.00319161+0.019158j 0.00709353+0.00304825j 0.00150836+0.00137805j -0.0117687-0.0170848j -0.00797299-0.01459j 0.0329478-0.0171937j 0.00705863+0.00344757j 0.0135555+0.00435565j -0.00975149-0.00840967j -0.00803+0.0145426j -0.00210796-0.0034173j -0.000214502-0.0042848j 0.00482259-0.00631493j 0.00268407-0.00854244j -0.00850042+0.000565125j -0.0135909-4.02827e-05j -0.0103203+0.00256075j 0.00749596-0.007477j 0.00223657-0.000432578j 0.00389488+0.00337112j -0.000884507+0.0032736j -0.00217677+0.00767371j 0.00145598+0.00107624j -0.00565732+0.000982668j -0.00388981+0.00638292j -0.00472533+0.00425249j 0.00717617+0.00124233j 0.0016121-0.00245977j -0.0149543-0.00315939j -0.00331075-0.00067156j -0.00676775-2.85893e-05j -0.00542279-0.00355082j 0.00320243+0.00216992j -0.0103851+0.00203249j -0.00980026+0.000757036j 0.0187528-0.0041395j -0.0070116+0.000253241j -0.00103103+0.00330011j 0.00556153+0.000764313j 0.00984286-0.00205851j -0.00342831-0.00194154j 0.0024684+0.00187863j -0.0188635+0.00419261j 0.00413646-0.00720592j -0.0134759-0.00327188j -0.00625607-0.00220783j -0.00597197+0.00234324j 0.000164176-0.000771386j 0.00211403+0.000491494j 0.00207312-0.00318466j 0.00477415+0.00261028j 0.00494963+0.00194871j 0.0011333+0.000317152j -0.00314974-0.00186119j -0.000285087+0.000787108j -0.00260241-0.0042842j -0.00289707-0.00240116j -0.00531771-0.000913718j 0.00408373-0.00171499j -0.000308808-0.00229193j -0.00249832+0.00179595j 0.00591301+0.00474995j -0.000196368+0.00124418j -0.00525911-0.00421231j 0.00730516+0.00684208j 0.00176718-0.00113355j -0.0114041-0.0017999j -0.00147373+0.00220523j 0.00079043+0.00418402j 0.00263722-0.00411077j -0.00597247-0.0046885j -0.000624429-0.00208791j -0.00471587-0.00469553j 
-0.00483315-0.00468665j -0.00425101-0.000528521j 0.00508731-0.00047474j -0.000855515+0.0045466j 0.0200841-0.00299362j -0.00522162+0.00424498j 0.00362919-0.003526j 0.00898719-0.0138959j -0.0029823-0.00549331j -0.00889304-0.00537028j -0.00641058+0.0108122j 0.00588158-0.00321655j 0.00052697-0.00306526j -0.00585995+5.52853e-05j 0.00796087-0.000354519j -0.00269218-0.0056048j 0.0114292-0.0139677j 0.00863759+0.00445287j -0.00434509+0.00124411j -0.0134023-0.000899023j 0.00529317+0.0136627j -0.00441698+0.00363609j 0.00602204-0.00174125j 0.00817257+0.00583232j -0.0038825-0.00534538j -0.00494928+0.0058648j 0.00690144+0.00477851j -0.00574679-0.000934083j -0.00362928-0.00235502j 0.00070444-0.00176019j 0.00128866+0.0057602j -0.00345422+0.00380988j 0.00417755-0.0109929j -4.11435e-05-0.0005764j 0.00401349+0.0106405j -0.00582606-0.0185854j 0.000789854-0.000396077j 0.00228796-0.00654352j 0.00882887+0.00338913j 0.00269235+0.0294305j 0.00826188-0.00456346j 0.00352318+0.00819518j 0.000556773-0.00410102j 0.00127551-0.00448892j 0.00498911-0.0142557j -0.012521+0.0110182j -0.00725134+0.00341514j 0.000775178-0.007382j 0.00247093+0.0112175j -0.00526311+0.0126812j 0.00285571-0.00675219j -0.000271942-0.00437085j -0.00190412-0.00841437j -0.00459946-0.0068806j 0.0023872-0.000924938j -0.0149772+0.00580585j -0.0031353-0.00259246j -0.00146231-0.00277152j -0.00956702-0.000556915j -0.00794444+0.00742166j -0.00364463+0.0023149j 0.00829798-0.0144021j -0.003589+0.0112965j -0.000421712-0.00654417j -0.00371488-0.00267353j 0.00180636-0.00203706j 0.0035488-0.00253786j -0.000637168+0.00360622j 0.00292915+0.00144675j -0.00466938-0.000563749j -0.00657928+0.00397281j -0.00051617-0.00153246j 0.0067731-0.00139288j -0.000976208+0.00108555j -0.00993595-0.00212915j 0.00749748-0.00324606j 0.00643568-0.00978024j 0.00206223+0.00226579j -0.00217662+0.00559461j 0.00425706+0.00297656j -0.00189482+0.00222784j 0.00239465-0.00357488j 0.00886039-0.0038912j -0.0127326+0.0049831j 0.00403609+0.00457247j -0.0061051+0.00509252j -0.00521734-0.00474337j -0.00714058-0.00195298j 0.00898975+0.000143561j -0.00434656-0.00062247j -0.00336097+0.0100479j -0.00848478-0.00236457j 
0.00405033+0.00295532j -0.00104452+0.000949955j -0.00793614-0.0112599j 0.00594119+0.00602366j -0.00845123-0.0212745j -0.00343926+0.00391492j 0.00372772-0.0033248j 0.00405684-0.00661964j -0.0112423+0.00782426j 0.0104901+0.00710465j -0.00384854+0.00074924j -0.00213914-0.00929588j -0.00886626+0.00428955j 0.000699111+0.00766246j -0.00284346-0.00320563j 0.00323172-0.000229467j 0.0119635-0.00759277j 0.00322363-0.0129828j 0.00465745+0.00925484j -0.0100016+0.00591785j 0.00794554-0.00162464j -0.0252518-0.00123294j -0.00270182+0.00128133j 0.0136087-0.0111807j -0.00888523-0.0103038j -0.00747434+0.00784113j 0.0107354-0.00446137j -0.00254906-0.000218177j 0.00254682+0.00732848j 0.000736258-0.00354596j -0.00563528+0.000101481j -0.00413558-0.000183511j 0.0151724-0.0029953j -0.000128981+0.0103036j 0.00582924+0.00403151j -0.00307695-0.000181559j 0.0052564-0.0044187j -0.000131769+7.72909e-05j 0.00774793+0.000668758j -0.00782205-0.00946742j 0.00154739+0.0141628j 0.000725308-0.00985073j 0.00287375-0.0128793j -0.00422874+0.00337351j 0.00731483-0.00784348j -0.0100613-0.000690828j -0.00523612+0.00747191j -0.00209369+0.00362929j 0.00492943-0.00557757j 0.0021151-0.0144521j -0.00458575+0.00620301j 0.00604963+0.0036386j 0.00169676+0.00133998j 0.0144159+0.00235563j -0.00879191-0.00748024j -0.0117603+0.0105316j 0.0159477+0.000183177j -0.0134084-0.00207434j 0.000598491-0.00643611j -0.0115962-0.00423173j 0.00759589+0.00429367j 0.0103417+0.00355497j -0.0102392-0.00966112j 0.00306215+0.0095741j -0.000239215+0.0085469j 0.000210344+0.00597626j 0.00146867-0.000257142j -0.00732825-0.000939525j -0.000170007+8.62438e-06j 0.00399779-0.00558184j -0.00786162+0.000986998j 0.000566814+0.00352197j 0.011382-0.00527263j 0.0023735-0.00247815j 0.000868521-0.00065781j -0.00169596-0.000228178j 0.00397649+0.00630672j -0.00397442-0.00309612j -0.00231888+0.00106629j -0.000638104-0.00185359j 0.0111175+0.000447689j 0.00564834+0.00215896j -0.000670528+0.000787541j -0.0032223+0.00124801j 0.00350817+0.000582815j -0.00254934-0.00470823j 0.00647031+0.00483609j -0.010891+0.00442941j 0.00599966+0.00485559j 0.0041625-0.00420982j 0.00478676-0.000142654j 0.00359782-0.000345262j 
0.00278899+0.00220641j -0.000111866-0.000644311j -0.00720874-0.00315914j 0.00253494-0.00102717j -0.0123387-0.00896923j -0.00102714-0.00162423j 0.00218224+0.00223253j -0.00269532-0.00112324j -0.0023478+5.61844e-05j 0.00818844+0.00238119j 0.000417503+0.00385382j 0.00117196-0.00232289j -0.00414463+0.00161881j 0.00732663+0.00266262j -0.00349267+0.000645166j -0.00177802+0.00233237j 0.00119974-0.00033949j -0.00610244-0.00540701j -5.28174e-05+0.00541761j 0.00351911+0.00302713j -0.00318499-0.00636275j -0.00970246+0.0063447j -0.00606135-0.00301557j 0.000905258-0.0101086j -0.00584973+0.00133838j -0.00267307-0.00346497j -0.00214461-0.00695557j -0.00145771-0.00504218j 0.00256532+0.00182661j -0.00127689+0.000269202j -0.00478082-0.00147736j -0.00483735-0.0142715j 0.00528317+0.0104847j -0.00141737-0.00970783j 0.00151051+0.00178703j 0.00116474+0.010897j 0.00062303-0.00124329j -0.00395721-0.0151038j -7.3519e-06-0.00751127j 0.00236952+0.0110133j 0.00744657-0.00330957j 0.0037187+0.0102586j 0.00490944+0.0233887j 0.00904709-0.0101946j -0.00127423+0.0030262j 0.00229035-0.0131236j -0.00327466-0.0118823j -0.000812692-0.0136269j -0.00468996+0.0280569j -0.00954023+0.0200241j -0.00333275-0.003814j 0.00181087-0.00157736j 0.00609043+0.000715525j 0.00108308+0.00743885j -0.00442894-0.00504628j -0.00411803+0.00754841j 0.0013398+0.0092728j -0.00713525+0.00306198j 0.00266252+0.00427543j -0.00217151-0.0110876j -0.000363158+0.00750106j 0.00803098-0.000761046j -0.00484903-0.00627021j 0.00299333+0.00783895j -0.00026244+0.00710367j -0.00150669+0.00355048j 0.00188818-0.00180906j 0.000291425-0.0082219j -0.00337438-0.00016057j 0.00190245-0.000643512j 0.00154715-0.00274735j 0.0020944+0.00159198j -0.00307514+0.00040868j -0.00662816-0.000886449j 0.00494241+0.0016922j 9.58341e-05-0.00166484j -0.00324957+0.00279405j -0.00178415-0.0017233j -0.0024528+0.00161494j -0.00450613+0.00601674j -0.00380352+0.00305335j 0.00463643-0.0030995j -0.00018338-0.00281826j 0.00442662-0.0026293j -0.00432691-0.00115983j 0.000286827-0.0049203j 0.00628246-0.00072267j -0.000812857+0.00228936j 0.000149819+0.0035382j 0.00259821-0.00235646j 0.00304637-0.00170971j 0.00290143+0.000530819j 
