-0.00202184-0.0134919j -0.0117423+0.004589j 0.00856001+0.000567006j -0.00702087+0.0101887j -0.00191961-0.000588422j -0.00410845-0.00541983j -0.00316816+0.00140478j -0.00351963+0.00608949j 0.000723527+0.000167375j 0.00242998-0.000637634j -0.00373353+0.000510937j -0.00574998-0.00381548j -0.00279052-0.000363769j -0.00293625+0.00265886j -0.00382636+0.00246124j -0.000844062-0.000965106j 0.000499266-0.00150434j 0.00291726+0.00151265j -0.00336357+0.00384019j 0.00221146-0.00223972j -0.00390429+0.00419746j 0.00213651+7.4437e-05j -0.00475145+0.000163715j 0.000206701+0.00209931j 0.00696238-0.0058132j 0.00209342-0.0148716j 0.0195012-0.0131785j 0.014085-0.00783233j -0.0116164-0.00182037j -0.0144908-0.0144467j 0.00268229+0.00756941j -0.00369123-0.00461415j -0.00847099-0.00728948j 0.00322596+0.00444473j 0.00037581+0.00585306j -0.00411531-0.000764728j -0.00611748-0.00109829j -0.00498915+0.00118426j 0.00306534+0.000933045j -0.00544003-0.000811002j 0.0037796-0.00167269j 0.00519027-0.00268149j 0.0047263+0.00132671j 0.00973435+0.000202628j -0.00102655-0.0107974j -0.0056302-0.0124457j -0.00763298-0.00873669j 0.0191605+0.00728495j 0.00137468-0.0319299j 0.026398+0.00839012j -0.000650414+0.0386471j 0.0364912-0.00354979j 
0.00422005+0.00109596j 0.00374273-0.00257053j 0.00217097+0.00758716j -0.00182539+0.00472677j -0.00958998+0.00496087j -0.000619005-0.0150552j -0.00365372+0.00509628j 0.00140045+0.0214773j 0.00222379-0.00998304j 0.00614511-0.000340106j -0.00381546+0.00924864j -0.00646776-0.00514468j -0.00272563-0.00360655j -0.00999764-0.00279197j -0.00118646+0.0125675j -0.00343244-0.00988051j -0.00314539+0.00745972j -0.00184129-0.00465228j -0.00272626+0.00720546j 0.00101697-0.00420407j -0.00100381-0.011673j -0.00429226+0.00765725j -0.00173854+0.0033487j 0.000889074-0.00221807j 0.00390015+0.0145501j 0.00429079-0.00421088j 0.00652113-0.00197037j 0.00548187+0.00931727j 0.00617903-0.0036012j 0.00268404-0.00821348j 0.00073452+0.00454856j -0.00109044-0.00759831j 0.00295721-0.000610238j -0.000416377+0.000854603j -0.000184911+0.00659823j 0.00180339+0.00673204j 0.000680843+0.0022835j -0.000181617+0.0191509j 0.000190736-0.000110121j -0.00309404+0.00411205j 0.00055103+0.0016884j -0.00647424+0.000356475j 0.00142371-0.00892601j -0.00308485+0.00268518j -0.00504688-0.000280868j -0.000627502-0.00117271j -0.00510864+0.00241919j 0.00700603-0.0108064j -0.00481388+0.0054829j -0.00536036+0.00369099j 0.00104097+0.0043022j 0.00185716-0.00498064j 
-0.00364395+0.0010577j -0.00076309+0.00213361j -0.00819671-0.0119156j 0.00276375-0.00884587j 0.012058+0.00330888j 0.00904576+0.0241277j -0.0105447-0.0049624j -0.00823645-0.00393009j -0.00742255-0.00796625j -0.00776446-0.0183265j -0.00121285-0.00287444j -0.00100512-0.00655951j 0.000783997-0.00285071j -0.00789874-0.00731447j -0.00248886+0.008825j 0.00561213+0.00770026j 0.000947659+0.00483565j 0.00612294+0.00129816j -0.00291237-0.00423896j -0.00710544-0.0117084j 0.000751463-0.0070646j -0.00382992-0.00514736j -0.000607532+0.00386708j 0.00566135-0.00245508j -0.00670849-0.00242788j -0.00101871+0.00457013j 0.00783627+0.00177395j -0.0059859+0.0128285j -0.00671755+0.0193015j 0.00669113+0.0297336j 0.008175+0.0180732j -0.00965096-0.0174301j 0.00504564-0.0175338j -0.00553441+0.00028676j -0.00334971+0.00275601j -0.00275637-0.00232672j -0.00459151-0.00499184j -0.0116118-0.00172513j -0.000288792-0.00390006j -0.000773429-0.00495925j 0.00145782-0.00123317j 0.0034883-0.00764389j 0.00161778-0.00110018j 0.000287114-0.00297864j 0.00204821-0.00229204j -0.00306014-0.00168336j 0.000381072-0.00507994j -0.00416933+0.00730277j -0.00471241-0.010046j 0.00785702-0.00733975j -0.00123587-0.000450146j -0.00107636+0.00421609j 
0.0073334+0.00825184j 0.00739537+0.0118935j -0.00267769+0.0055825j -0.0213152-0.0213042j -0.0261776-0.0227599j 0.0166859+0.00853831j 0.00749225+0.00759415j -0.00147181-0.00427989j -0.000190487+0.0122078j 0.00204896-0.0104892j -0.00736893-0.00079879j -0.00212472-0.000767437j -0.00259103+0.00447454j 0.00240898+1.70319e-05j 0.0131044+0.00265527j 0.00247308+0.0107335j -0.00450504+0.00360382j -0.00278242-0.00394177j -0.000424204-0.00338028j 0.00437697+0.00429185j 0.00334419-0.000827351j 0.004847+0.000213941j 0.00972614+0.0027036j 0.000653105-0.00111079j -0.00128086-0.00567782j -0.00569743+0.000938276j -0.00245835-0.00201694j 0.0092722+0.00268214j 0.0172791-0.00991873j 0.00631066+0.0178262j 0.00496047+0.0072346j 0.00184145-0.00908306j -0.00929508+0.00181521j 0.0075444+0.0183971j 0.00231112+0.00310152j -0.00241193-0.000348556j 0.00087966-0.00564099j -0.00572639-0.00111877j 0.00203043-0.00467945j -0.0018606+0.00376631j 0.00211617-0.0013718j 0.000754186+0.0041044j 0.00118259-0.00492384j -0.00656595+0.00018013j -0.00187345+0.000734321j 0.0043618+0.00487848j -0.00611012+0.000164144j -0.0057174-0.00878612j -0.00492023-0.00344962j -0.00126381-0.00270416j -0.00486291-0.00662461j -0.00305959+3.42218e-05j 
-0.0110571+0.0182175j -0.00900725-0.00424743j -0.00570252-0.00289929j 0.0103919-0.00181298j 0.011866-0.00174789j -0.00766413-0.0198549j -0.00468623+0.0107251j -0.00762543-0.00603027j -0.00751579-0.00225007j -0.004182-0.0142489j -0.00761407+0.00349705j -0.00238032+0.00452972j -0.000643132-0.00745854j -0.00331312+0.00329279j 9.83197e-05+0.0015932j -0.000837339+0.0215358j -0.000185823+0.0151265j -0.000214365-0.00308387j 0.00392555-0.00175153j -0.000816758-0.000253497j 0.00180438-0.000536039j 0.003421+0.00817885j 0.00172712+0.00768132j 0.00212035-0.0121211j 0.00225106+0.00128183j -0.00338083+0.00788399j 0.00402678-0.00617764j 0.00031389-0.00178867j -0.00720195-0.0154698j -0.000358634-0.0163446j 0.00347571-0.0109211j -0.00754575+0.0077005j -8.67582e-05+0.0173871j -0.00235072+0.0168845j -0.00176662+0.00436754j -0.000818105+0.000943819j -0.00111808+0.00152335j -0.00375516+0.0131681j 0.00122846-0.00122444j 0.00288944+0.00554728j 0.00129798-0.00306794j 0.00594207+0.00371517j -8.11673e-05-0.00626039j 0.0029384+0.00216702j 0.00627364-0.00153526j -0.000964643+0.00668641j 0.00797679+0.00768669j -0.0153438-0.00598878j -0.00424335+0.000137757j 0.0171573-0.0069557j -0.000267645-0.00506336j -0.00654051+0.00366832j 
0.00942254-0.0284218j 0.0123264-0.000271328j -0.00214776-0.00678081j -0.00334716-0.00795475j -0.0168142+0.0101606j 0.00229579+0.0254857j -0.00306+0.00272108j 0.0027237+0.0119906j -0.00345749-0.00326356j 0.00200867-0.0017543j 0.00432614-0.00975923j -0.00264246+0.0124148j -0.00186827+0.00579933j -0.000438529-0.00645464j 0.00160629-0.00284558j -0.00237552-0.00314446j -0.000151818+0.00316879j -0.00123259-0.00314932j -0.000815403+0.00407673j 0.00323659+0.0045313j -0.00219392+0.00681073j -0.00712754+0.00100808j 0.00263304-0.00464522j -0.00142348+0.00208979j 0.000882108-0.000941825j 0.00489043-0.000320671j -0.00503425-0.00301863j 0.00221977-0.00097931j 0.00698516-0.00601473j -0.00366357-0.00345537j 0.00819458-0.0134644j -0.00776447+0.0142302j 0.00675106+0.0149541j 0.000789142+0.0124321j -3.01462e-05-0.00250545j 6.9376e-05-0.00534758j -0.000795993-0.00170483j -0.00247227-0.00701631j 0.00271164-0.000561118j -0.00259948-0.00282813j 0.000727875-0.000748466j -0.00258527-0.000798756j 0.00082732+6.11872e-05j 0.000461371+0.00290503j 0.00290039+0.00179645j -0.00174314-0.00433913j -0.00201353+0.00353344j -0.00635898+0.0023612j 0.00137922-0.00307658j 7.23831e-05+0.00683363j 0.0049536+0.00169884j -0.00522045-0.000397294j 
-0.00995375+0.00601472j 0.0232352-0.036558j -0.00248847-0.00806578j -0.010324+0.00073803j -0.0134492+0.0125373j 0.0253338-0.00396074j -0.00675618+0.0120724j 0.00886617-0.00738993j -0.00441496-0.00791255j 0.0073536-0.0011394j -0.00452546-0.0125986j 0.000604827+0.000211237j 0.00606199+0.00570771j 0.000104345+0.00251988j 0.0023222+0.000589646j -0.010462-0.00128659j -0.0066812-0.00349812j -0.00169238+0.00225442j 0.00191056+0.00201151j 0.00578738-0.00489255j 0.00428788+0.00343455j 0.00220761+0.00927045j -0.00270674-0.00137871j 0.00714835+0.00463944j -0.00278285-0.0065786j -0.00795748-0.00534838j 0.000473029+0.0081738j 0.0026331-0.00435618j 0.00231639-0.00460174j 0.00795327-0.000620302j 0.00271782+0.000173779j -0.0051568+0.00380232j 0.00269112-0.00963288j 0.00293117+0.000815491j -0.0016029+0.000575809j 0.000891591-0.000652632j 0.00120546+0.00110378j -0.00541419-0.000267318j -0.00093095+0.000297118j -0.00143816+0.00320932j 0.00129657+0.000212325j -0.00134052+0.00347671j 0.00154737-0.00191629j -0.00021862-0.00345838j -0.00117071+0.000627728j -0.00337993+0.0068157j 0.00208098-0.000788868j 0.00475783+0.00306016j -0.00759583+0.0048902j -0.0044624-0.00498406j 0.00134628-0.00450948j 0.00356268+0.00583847j 
0.000939792-0.00956943j -0.00663665-0.00173292j -0.0038952+0.000392717j 0.00762606-0.0069394j 8.68606e-05+0.0072263j -0.00672053+0.00057983j 0.00523576+0.00535221j -0.0010096-0.0174625j -0.00318592+0.0201578j 0.00511419+0.0101506j -0.000241878+0.00643345j 0.00290353-0.00657008j -0.00333458-0.00396619j 0.00519999+0.0175464j -0.000130747-0.00343139j 0.00194117+0.00936935j -0.000897482-0.00832107j -0.00404794+0.000317876j 0.00133086+0.00533419j 0.00485951+0.00273971j -0.00140077-0.00540295j -0.000712509+0.0044956j 0.00307474-0.0019175j -0.0080297-0.00974019j 0.00780372-0.003369j 0.005497-0.00514982j -0.00947768-0.00409256j 0.00550073-0.00885953j 0.00671482-0.00885303j -0.00839529+0.00244409j -0.00598234-0.00100515j 0.00448857-0.0138101j 0.00340711-0.0199454j 0.00286829-0.033339j 0.00204063+0.00280463j -0.000433377-0.000913533j 0.0023316-0.0113283j 0.00545505+0.0127548j 0.0044383-0.00870277j -0.00140292+0.00606293j 0.00225869-0.00970419j 0.000235337+0.00872822j 0.00202998-0.000323295j 0.0028942+0.00574211j 0.0020736+0.00758479j -0.000245735+0.00679963j 0.00564867+0.00584052j -0.010074-0.00183648j -0.00120869+6.99983e-05j 0.0093689-0.00140218j 0.00163677-0.0046531j -0.00739821+0.00246655j 
-0.00334311+0.00112341j 0.00236471-0.00182518j 0.0017604+0.0019821j -0.00070825+0.00341965j 0.00109042+0.0037193j 0.0030671-0.00129844j 0.000517815-0.00124863j 0.0023784+0.00266042j 0.00181724-0.0011955j 0.00147891+0.00406935j -0.00206916-0.00289418j 0.00114449+0.00487476j 0.000985609-0.00241334j 0.000364356+0.00158071j -1.58908e-05-0.0040134j -0.00063862+0.000953289j -0.00122972-0.00467604j 0.000230604-0.000179208j 0.000646238-0.00193081j -0.000152098-0.00459469j 0.000125993-0.00710399j 0.00153306+0.000926895j 0.000198488-0.000570511j 0.0019935+0.000255456j -0.000102019-0.0062201j -0.000912273-0.0035655j 0.000153612-0.000952345j -0.00118249+0.0039297j 8.50933e-05-0.000257874j 0.00197781+0.00361218j -0.00322045-0.0135297j 0.000215359-0.00520353j 0.000311055+0.00702384j 0.000314321-0.00415937j 0.00232097+0.00906797j -0.00273548-0.0145329j -0.00635291-0.0293286j 0.00179662+0.010803j 0.00156591-0.02079j -0.00244269-0.00381619j 0.00350409-0.0241204j 0.00179788-0.002646j 0.000192441-0.00762519j 0.000222306+0.0123596j -0.00076793+0.00266913j 0.00048569+0.00234941j -0.000788388-0.00172504j 0.00144458+0.00167756j 0.000412084-0.00169979j -0.000528255+0.00151324j 0.000446454+0.000431437j 0.00053676-0.000228396j 
0.0180678-0.00275346j -0.00672412-0.00874417j -0.00314572-0.0105449j 0.00659018+0.00650628j -0.00794265-0.0264403j -0.0068063-0.0140761j -0.0176567-0.000898111j 0.000964657+0.00131221j -0.00425833+0.000965973j -0.00939499+0.002033j 0.0099603-0.00426385j -0.000310296+0.0037488j -0.00278698+0.000852495j -0.00215065-0.00371257j -0.00294986-0.00971959j 0.00155825+0.000959247j 0.00647265-0.00222348j 0.000629587-0.0143288j -0.00427119+0.00944645j -0.00873868+0.0110919j -0.0023443-0.00247615j -0.00661793+0.00448908j 0.00219621+0.00513479j 0.00294721-0.00498069j 0.000557769+0.0167332j 0.00616293+0.00280615j -0.000790532-0.00232975j 0.0011476+0.018732j 0.00524178+0.0016714j 0.00198876-0.0165553j 0.00177031-0.00659943j -0.00416215+0.00304241j 0.00350539+0.0061012j -0.00148096+0.012511j 0.000532314+0.00785344j 0.00162923+0.0024542j -0.000644993-0.00291462j 0.00323414+0.0187645j -0.000287329-0.00461675j -0.000177618+0.00286004j 0.000948699-0.00579242j -0.00257943-8.37761e-05j -0.000281147-0.00694192j -0.00197093+0.00152471j -0.00837771-0.00822695j -0.00644895+0.00451421j -0.00497574-0.00420973j 0.00330365-0.00789926j -0.00408891+0.00194599j -0.00156083-0.00879954j -0.000276369+0.000602262j 0.00291517-0.00131362j 
-0.00643071+0.00353969j 0.00584648+0.00603076j 0.00306432+0.00113514j -0.00184334+0.00744465j 0.0111842-0.00340042j 0.00919636+0.0108923j -0.00198091-0.0127814j 0.00240884+0.002707j 0.00679868-0.00845955j 0.00236383-0.00517782j 0.00133188-0.0103212j -0.000107758+0.00685668j 0.00420527-0.00644609j -8.26969e-06-0.00943071j -0.000418847-0.0051967j 0.000592403-0.00239173j 0.00100332-0.00786099j 0.00408296+0.00138979j 0.00023883-0.00685711j -0.00290947-0.0109261j 0.00220398-0.00724067j 0.00303432-0.00906147j -0.00312832-0.000804995j 0.00522087+0.0083269j -0.00433535-0.00692645j -0.00176626-0.00110567j 0.00202734+0.00362923j -0.00953923+0.0120513j -0.00547379+0.0128448j 0.0039181+0.0175495j 0.00235536+0.00164852j 0.00078822-0.00784321j -0.00340963+0.00760516j -0.00418259+0.00596202j -0.00142511+0.00290507j -0.000253881-0.0107627j -0.00224676-0.0188436j -0.00366786-0.00433564j 0.00319858-0.0115083j -0.00178724-0.00746564j 0.0048878-0.0113578j 0.00334636-0.0062868j 0.00106914-0.0011928j -0.00106033+0.00603299j 0.00142294-0.00236001j -0.000770312-0.00512808j -0.0025459-0.00563072j 0.00618202+0.00170454j 0.00422929-0.00782483j -0.000713839+0.00495586j 0.00016613+0.00319464j 0.00238226-0.00260416j 
0.0229264-0.00761298j -0.00458746-0.0163596j -0.00312197+0.0120525j 0.00515437-0.00819841j -0.00235939-0.008406j -0.0168414-0.00538169j 0.00276436-0.00234612j -0.00891717-0.00831994j 0.00682193+0.00149306j 0.000706921-0.0165062j 0.0082427-0.0040283j -0.00435505-0.00594834j -0.00733559-0.00465306j -0.000301303-0.00949022j -0.000326508-0.000377956j 0.00985263+0.00123985j 0.00360175+0.00282593j -0.00441032-0.000182316j -0.000340465-0.00650631j -0.00152615-0.00898583j -0.00193374-0.00119367j -0.00969938-0.0125962j -0.00213339-0.00351841j -0.00905179+0.00586564j 0.00210437-0.00322058j 0.0105356+0.00181965j -0.0112562+0.00526168j -0.00295914+0.00488414j -0.0114298-0.000849929j 0.000344646+0.0185504j 0.002513+0.00961226j -0.00955517-0.0107386j 0.00493123+0.00325854j -0.0073826+0.00631231j -0.00107648-0.00183765j 0.00329831+0.00234002j -0.000658577-0.000443973j 0.00423601-0.00268059j 0.000329013-0.000715225j 0.0061549-0.000161012j 0.000616175+0.00389171j 0.00933813-0.000394276j -0.000956008-0.00130117j 0.00667296-0.00145423j 0.00561235-0.00586779j -0.00167641+0.00175933j 0.00999571+0.00497728j -0.0219787+0.00501796j -0.00539538-0.00989362j 0.024518-0.013954j -0.00557781-0.00452154j -0.0112972+0.0146649j 
-0.0150736-0.00515729j 0.00486247+0.0109803j -0.00184357-0.0184604j 0.00518124+0.00608191j 0.01257-0.00265626j 0.0122269+0.00405381j -0.0113358-0.0110404j 0.00384131-0.0235856j -0.00130866+0.00603096j 0.00507667-0.0143252j 0.000909952-0.0028728j 0.00227056-0.0121466j 0.00148493-0.00347444j -0.00242657-0.00545676j -0.00497913-0.000632378j -0.000865628+0.0051933j 0.00167596-0.00109439j 0.00104393-0.00496681j -0.00223865+0.00577992j -0.00533942+0.00202761j -0.000345306+0.00081212j -0.00522826-0.00322637j -0.00283514+0.00252656j 0.00274524-0.00301337j -0.00500497+0.00929309j 0.00331116+0.00295353j -0.00146483+0.00121921j -0.00557539+0.0106022j -0.00105294+0.00623268j 0.00362889+0.00760977j -0.00313672+0.0165735j -0.00408471-0.0154386j 0.0024848-0.00785578j -0.00470685-0.0055389j -0.000726837-0.000921578j -0.00414935+0.00825463j -0.00152945+0.00484924j -0.00514772+0.00558328j -0.00243622+0.0032878j -0.00224026+0.00303291j -0.00260099+0.006521j -0.000760284+0.00279624j 0.00127969+0.00201074j 0.00249493-0.000722982j 0.00244256-0.00269561j -0.00660831-0.00384385j 0.000310207+0.00175939j 0.00180217-0.00768165j -0.00191149-0.00745283j 0.00905664+0.00262713j 0.00182833+0.00174574j -0.00256207-0.00348916j 
0.028968+0.0248786j 0.0359451+0.00186133j 0.00741195-0.0191163j 0.0133886+0.00869487j -0.012655+0.00827063j -0.0221534+0.00719663j -0.0190106-0.0115034j -0.00160586+6.31229e-05j 0.00511563-0.000242472j -0.0150524+0.00733824j 0.0134037+0.010539j -0.00173476+2.92107e-05j -0.0077162+0.000499482j -0.00133634+0.00457119j -0.00694406-0.000848798j 0.0122866-0.0026001j 0.00828174-0.00251345j -0.000495059+0.000508152j -0.00273709+0.00103327j -0.0022481+0.00521505j -0.00540874-0.00285596j -0.00184881-0.000907622j 0.00537282-0.000470415j -0.00623848-0.00288714j 0.0107816+0.00653304j 0.00609258+0.00355711j -2.07441e-05-0.00653998j 0.00379316-0.00136191j -0.00413244+0.0061005j -0.00481854-0.00589696j 0.00512372+0.00336196j -0.010693-0.00493594j 0.0147127+0.00462117j -0.000938583-0.0118865j 7.57738e-05+0.00108971j 0.00523871+0.00398361j -0.00098116+0.00148759j 0.00596762+0.00834792j 0.000835457+0.000322977j 0.00157048-0.00127349j 0.00219996-0.000332721j 0.00126868-0.00469576j 4.49173e-05+0.00218674j 0.00315597-0.00132297j -0.00303827-0.00458829j -0.00322716-0.00262155j -0.000939484-0.00648813j -0.00682778+0.0029553j 0.00151996+0.00343712j -0.00156965-0.00204759j 0.00447504+0.00104996j -0.00327817-0.00388706j 
-0.0294088+0.000731727j 0.0340256+0.0240612j 0.0141199+0.0133676j -0.010927+0.00472478j -0.00465202-0.003876j 0.0110661-0.00895304j -0.00374467+0.000560974j 0.00448866+0.00494186j 0.00968927-0.00290918j -0.00504064-0.00405376j 0.00139088-0.00529584j -0.00522356+0.00409017j -0.00276756+0.00608754j -0.00963271-0.00442437j -0.00234801-0.00325458j 0.00165423-0.00249844j 0.00428327+0.000250885j 0.000547603+0.000824734j -0.00396516+0.00329298j -0.00198916-0.000176857j -0.00193477+0.00426266j -0.0155594+0.00614878j -0.00259182-0.00309601j -0.000308282+0.00710471j 0.000521443-0.00217362j 0.00890165-0.0077199j -0.00146392+0.00420433j 0.000630102-0.00085863j -0.00552452-0.00858877j 0.0160966-0.00123306j 0.00303114+0.000819817j -0.00365521-0.00326626j 0.00772325+0.0116923j -0.00220358+0.00379885j -0.00424079-0.000293405j 0.00368305+0.00341716j -0.00116422-0.000663929j -0.00284808+0.0010587j 0.000407954-0.000938996j -0.00174152+0.00100604j 0.00513151+0.00225205j 0.000310032+9.60556e-05j 0.00180011-0.00210538j 0.00463977+0.000545663j 0.00165847-0.00402829j -0.00721009-0.00188156j 0.0119587+0.00259967j -0.00550832+0.00779026j -0.0131366-0.00155221j 0.0135576-0.0147484j 0.000568704+0.0033411j -0.00412355+0.00950559j 
-0.00779336-0.0185995j -0.0210402-0.00177057j 0.0185128-0.00580343j 0.00122801+0.0226606j 0.00402552+0.036551j -0.0197178-0.0107689j 0.0060954-0.0117983j -0.00261825-0.00125609j 0.0103189+0.0024272j -0.0105661+0.000905397j -0.00302814+0.0123645j 0.0048863-0.000291993j -0.00176036-0.00252043j -0.00157554+0.00252313j -0.00432655-0.00708314j 0.0057042+0.000744465j 0.0045904+0.00233626j 0.00167277+0.00256041j -0.0006085+9.87785e-05j -0.00412928+0.000378222j -0.00144369-0.00376953j -0.000362422+0.00143797j -0.00295928-0.00150231j 0.000401057-0.0023062j 0.00144696+0.00758162j -0.00126298-0.000684784j 0.00735855+0.00385765j -0.00429302-0.00597222j -0.0193701-0.00339955j 0.000607959-0.0124516j -0.000487993-0.00180632j -0.00213858-0.000784993j 0.00830307+0.00102072j 0.00186866-0.0136845j -0.00287013-0.000162623j 0.0015759+0.000367811j -0.00472118-0.000747492j 0.000493902+0.00598856j 0.000293828+0.000414562j 0.00418232-0.0017006j 0.0037651-0.000809389j 0.00891445-0.00263349j -0.00251065+0.00108042j 0.00456276+0.00215358j -0.000482945-0.000801311j 0.00388128-0.00255308j 0.0105406+0.00234572j -0.00461727+0.0132662j -0.00236608+0.00506759j 0.004892-0.0100622j -0.00473481+0.00641526j 0.00401626+0.00960673j 
0.0143421+0.00715154j 0.00227196-0.0133239j 0.00226893+0.0166734j -0.0134745+0.00923678j -0.0147467-0.00180467j 0.00756055-0.0370805j 0.0102507+0.00271949j 0.00645903-9.42266e-05j 0.00373716+0.00549353j -0.00298319-0.00299988j 0.000383869+0.0100008j 0.000467527+0.000991264j -0.000972229-0.00281032j 0.00141267-0.00351226j 0.00429437-0.00710307j 5.47139e-05+0.00412921j 0.000107217+0.00569919j -0.00123879-0.00387752j -0.00144489+0.00124904j -0.000828291+0.00189803j -4.25541e-06-0.0034103j -0.0046798-0.00679758j 0.00219524-0.00516164j -0.0020167-0.00444335j -0.000846837+0.011084j 0.00394269+0.00516637j -0.00512041-0.00446899j 0.00378055+0.000329885j 0.00349167-0.0138798j 0.00724201-0.00635205j -0.000593963-0.00315242j 0.0060938-0.00298704j -0.00151239+0.0119992j 0.00345491-0.00487999j -0.0012579+0.0008127j 0.00208428+0.00769398j -0.000257681+0.00155443j 0.000396775+0.013428j 0.00011837+0.000664635j 0.00160482+0.00442344j 0.00162254+0.00261039j 0.0010028+0.00269485j 4.80162e-05-0.00301145j -0.000345925+0.00513945j -0.00261147-0.00300414j -0.00163491+0.000362386j 0.00014178+0.0107065j -0.00741967-0.00828697j -0.00459375-0.00219554j 0.0109834+0.00314853j -0.0054862-0.00299443j -0.0071438+0.0026681j 
0.0296309-0.0357047j -0.0297216-0.0346441j -0.0116943+0.0033305j 9.82069e-05-0.00748529j -0.00545208+0.0187329j 0.00141614+0.0054127j -0.00083915+0.0129148j 0.000389884+0.00154458j 0.00514933+0.0063333j 0.000512472+0.00168329j 0.00270499-0.00517592j 0.00725415+0.001525j 0.00314831+0.00188767j 0.000504147+0.000886782j 0.00172195+0.000362249j -0.00444374-0.00435674j -0.00302324-0.000907812j -0.00397994-0.00156759j 0.00396032-0.00165812j 0.00303104+0.000254168j 0.00134504+0.000146748j -0.00359061-0.00208428j -0.00417779-0.00361167j 0.000560168+0.00173052j 0.0023018-0.00372873j 2.52303e-05-0.0022078j -0.0107252+0.00341341j 0.00208937-0.00571686j 0.00387867-0.00721352j -0.00276428+0.00542844j -0.00135227-0.00551418j 0.00324996+0.00834598j -0.0026197-0.0101971j 0.000466157+0.00228258j 0.00176417-0.00150555j 0.00100354-0.00523456j 0.000479409-0.001486j 0.00492934-0.00628919j -0.000555796-0.000435454j 0.00308214+0.000206599j -0.00123178-0.000768757j 0.00119759+0.00360762j -0.00105135-0.00069619j -0.00281573-6.87224e-05j -0.0057338+0.00525098j 0.00077699+0.00544313j -0.0103671+0.00585772j -0.00312714+0.00146107j 0.00621087-0.000590186j 0.000718444+0.00577523j -0.0062223-0.00563176j -0.00332523+0.00420558j 
-0.0294385-0.033371j -0.0307872+0.038495j 0.00485365+0.013619j -0.00797283-0.000348524j -0.00129454+0.000855709j -0.00014844+0.00870533j 0.00164742-0.0125983j -0.00294634+0.00496955j 0.00598154+0.0102179j 0.00935948-0.00346751j -0.0022268+0.00124425j -6.71488e-05-0.00264584j -0.000120254+0.00074926j -0.00212079-0.00693685j 0.00112626-0.00517657j -0.00346828-0.00263806j -0.00157961+0.00219084j -0.000797561+0.0015511j -0.000736499-0.00110598j 0.00377587-0.00232318j -0.00189065+0.000886077j -0.00385719-0.00635128j -0.0033232-0.00442803j -0.000275942+0.0049826j 0.00178502-0.00213743j 0.00148088-0.000499554j 0.00263824+0.00294231j -0.000812969-0.0011006j -0.00402888-0.00537267j 0.00345434+0.00705895j -0.00608854+0.00184614j 0.00550745-0.00390486j -0.00796102+0.00461154j 0.00104255-0.00116162j 0.000492292-0.00279261j -0.0016603+0.00127407j 0.00111328-0.0022861j -0.000248821-0.00298157j -0.00159288-0.000253783j 0.00108037-0.00143806j -0.00103988+0.00333424j 0.00113264+0.00044458j -0.000727578+0.00118068j -0.000789328+0.00453631j 0.000511964+0.000290186j 0.00338536-0.00857549j 0.00431221+0.00837147j 0.000430219+0.00429589j -0.00379272-0.00800307j 0.00851335+0.000155493j -0.00699845+0.00549432j 0.000885177+0.0051709j 
