-0.00202184-0.0134919j -0.0117423+0.004589j 0.00856001+0.000567006j -0.00702087+0.0101887j -0.00191961-0.000588422j -0.00410845-0.00541983j -0.00316816+0.00140478j -0.00351963+0.00608949j 0.000723527+0.000167375j 0.00242998-0.000637634j -0.00373353+0.000510937j -0.00574998-0.00381548j -0.00279052-0.000363769j -0.00293625+0.00265886j -0.00382636+0.00246124j -0.000844062-0.000965106j 0.000499266-0.00150434j 0.00291726+0.00151265j -0.00336357+0.00384019j 0.00221146-0.00223972j -0.00390429+0.00419746j 0.00213651+7.4437e-05j -0.00475145+0.000163715j 0.000206701+0.00209931j 0.00696238-0.0058132j 0.00209342-0.0148716j 0.0195012-0.0131785j 0.014085-0.00783233j -0.0116164-0.00182037j -0.0144908-0.0144467j 0.00268229+0.00756941j -0.00369123-0.00461415j -0.00847099-0.00728948j 0.00322596+0.00444473j 0.00037581+0.00585306j -0.00411531-0.000764728j -0.00611748-0.00109829j -0.00498915+0.00118426j 0.00306534+0.000933045j -0.00544003-0.000811002j 0.0037796-0.00167269j 0.00519027-0.00268149j 0.0047263+0.00132671j 0.00973435+0.000202628j -0.00102655-0.0107974j -0.0056302-0.0124457j -0.00763298-0.00873669j 0.0191605+0.00728495j 0.00137468-0.0319299j 0.026398+0.00839012j -0.000650414+0.0386471j 0.0364912-0.00354979j 
0.00297204+0.0107722j -0.00729213+0.00444646j 0.000647116-0.000695304j -0.00147282-0.000295771j -0.0019002-0.00337886j -0.00370886+0.00063474j -0.0254628-0.00167141j 0.0078976+0.00312303j 0.0125851+0.00586006j 0.000683986-0.0040288j -0.00198169-0.00497307j 0.00598934-0.000362059j 0.00860319+0.00880976j -0.00764608-0.00373071j 0.00412239+0.00183585j -0.000829997-0.000309675j 0.000633893+0.000836643j 0.00305043+0.00205422j 0.00147623+0.00121932j 0.00284173-0.00272609j -0.00317958-0.0125973j 0.00785954-0.00319468j -0.000922281-0.00805311j 0.00383766+0.00225642j 0.00223507-0.00643715j -0.00893532+0.00357046j -0.00452361+0.00383918j 0.000490409-0.00773874j -0.00982472+0.00291377j 0.00912322+0.00455375j -0.0011906-0.00233471j 0.0049757+0.00294358j -0.00568262+0.00335392j -0.00473778+0.00184025j -0.00307561-0.00254619j 0.00232369-0.000396627j -0.0066363-0.000334382j 0.00547346-0.00238772j -0.00898171-0.000440694j 0.00536608-0.000993732j -0.00755477+0.00194043j 0.00449867+0.00294177j -0.012714-0.0033665j -0.00271096+0.000804146j 0.00561453-0.00939868j -0.0139604+0.0016228j -0.0149694+0.00363239j 0.0024855-0.00574236j 0.00559552+0.00273794j 0.0154011-0.00456266j 0.000892756-0.00810931j 0.00506501-0.000998322j 
-0.00387748-0.00338906j -0.00126055-0.000904206j 0.00319412-0.00881831j -0.0068058+0.000363678j 0.00123829-0.00436548j 0.00350566+0.000929667j -0.0070771+0.000363053j -0.00903168+0.0067312j -0.00327301+0.0017894j 0.0122743+0.00697751j 0.00879745+0.00625248j -0.00450107+0.00174481j -0.00549194-0.00206772j 0.000124433+0.00990096j 0.00244953-0.00416181j -0.000812426+0.00330516j -0.00179938-0.00365607j -0.00864026+0.0159314j -0.000289461-0.000780322j 0.0062188-0.00535016j 0.00960954-0.00724468j 0.00250719+0.00907652j 0.00648712-0.0180026j -0.00196673-0.00238013j 0.00367911+0.00599938j -0.0106468+0.00069817j 0.00650103+0.00256708j -0.0115595+0.00425703j 0.0014321+0.00194717j 0.00605306+0.00385644j 0.00101383+0.000866708j 0.00582776-0.00255944j 0.0105167+0.000569728j 0.0119093+0.00291742j 0.00922368+0.000887007j -0.00369138+0.00247287j -0.00522378+0.00469j 0.00657161-0.000491907j -0.00582306-0.000694791j 0.00758436+0.00344015j -0.00275767+0.00168796j -0.00376248+0.00546011j 0.025372+0.000578169j 0.0147205+0.000796655j -0.0317028+0.00586503j -0.00242884-0.00158963j 0.00472918-0.00589433j -0.00600707-0.00466286j 0.012636-0.00238452j 0.00824322-0.00215611j 0.00584805-0.00304285j 0.000698745-0.002127j 
-0.00501418-0.00582285j 0.00465975+0.0024318j -0.0102281+0.000925882j -0.00833482+0.00221434j 0.0120259-0.00649007j 0.00575315+0.0056233j -0.00959507+0.00702798j -0.0207727+0.0058119j 0.0128863-0.00409225j 0.0146264+0.0091414j 0.0102495+0.0114892j -0.023835-0.00223701j -0.0128666+0.00408979j -0.00811827+0.00594108j 0.0163155-2.5062e-05j 0.00193648+0.00698087j 0.00334937+0.000339832j -0.0135898+0.00715869j -0.0132793-0.00307109j -0.00308674+0.0013298j -0.0032474-0.0011659j 0.014297+0.00744056j 0.00229067-0.00430357j 0.0217835+0.0019911j -0.00322983-0.00336393j -0.00200102+0.00158376j -0.00300295+0.00204951j 0.0228748-0.00287176j -0.00176795-0.0123328j -0.00965114-0.00844857j -0.01084+0.000529626j 0.0085287-0.00412875j 0.0199171-0.00535844j -0.00181437+0.00683451j -0.00708786-5.03972e-05j 0.00621036-5.09547e-06j -0.00185755+0.00637407j -0.0042626-0.00596368j 0.00300819-0.00156367j -0.010253+0.00485294j 0.01438-0.00530719j -0.000581012+0.000629356j -0.0607046+0.00287118j -0.0222228+0.00149606j 0.012516-0.00173322j -0.0130027-0.00221463j -0.0165937-0.0027534j -0.00953577-0.00881008j -0.022283+0.0049627j -0.00494367-8.93653e-05j 0.00272018+0.00277197j -0.00238996-0.00116272j 
-5.92818e-05+0.00167087j 0.000476696-0.00659835j 0.00445391-0.00269681j 0.00645473+0.0067662j -0.0140927+0.00623772j -0.000538355-0.00212532j 0.00961082-0.000906037j 0.018829-0.00622558j -0.0120052+0.00464211j -0.00465476-0.00461987j -0.00464675-0.00566995j 0.00655772+0.00434231j 0.0271755-0.0138802j -0.00493509+0.00225578j -0.00465082-0.0025008j 0.00582026-0.00459059j 0.0135561-0.00274259j 0.000974728-0.00211807j 0.0123425-0.0097279j -0.000615287+0.00342248j -0.00781152+0.0132322j -0.0006152-0.00207077j 0.00888205-0.00214057j 0.00608316-0.00766503j -0.0181421+0.0113252j 0.01402-0.000833176j -0.00619482-0.00586957j 0.0102936+0.00217868j -0.0184058+0.00971354j 0.00171489+0.00881386j -0.000278131-0.000106195j -0.0138599+0.00333606j -0.0287058+0.00941065j -0.0255343+0.00213186j 0.000259485+0.00158666j 0.00205714+0.000946844j 0.000777417-0.000151246j -0.0017081+0.00324871j 0.00731598-0.000869157j -0.01072-0.000976017j 0.0203782+0.00145182j -0.00985309-0.00424634j -0.0708711-0.00485087j -0.0183184-0.00352286j 0.0100058+0.0040904j -0.00403884+0.00118696j -0.00227222+0.00116876j -0.000962516+0.00796677j 0.0066879-0.00163018j 0.00422303+0.0017103j -0.000780337-0.00168359j 0.000985152+0.0021985j 
0.00481121-0.00669312j 0.00381978-0.00249815j 0.0093558-0.00353767j -0.000113376+0.0113579j -0.0057196-0.00390855j -0.000764336+0.00221037j 0.00556763-0.00138593j 0.0052777-0.00298097j -0.0105658+0.00658307j -0.0123899+0.000826181j -0.00225792-0.00234498j 0.00246709-0.00297501j 0.0117146+0.00157899j -8.05548e-07+0.00481158j -0.00971082+0.00461014j -0.00196586+0.00706972j -0.00283603-0.00839271j -0.00527633+0.0132835j 0.00234975+0.00329789j -0.00633344-0.00779153j 0.000281386-0.0135183j -0.00110061+0.0099966j 0.000459903-0.0160767j -0.00938436-0.00411631j -0.00522572+0.00213623j -0.00141392-0.00315625j -0.00834578-0.00260653j -0.00391346+0.000613617j 0.00545383+0.0014424j 0.00767939-0.000982974j -0.0057524+0.000844649j 0.00133213+0.00335404j 0.00203694-0.000749246j -0.0211745+0.0102845j 0.00767569-0.00165255j -0.00164833-0.00239924j -0.0016102-0.00100748j 0.00833402-0.00409934j -0.00304589+0.00258918j 0.00407254-0.00629145j 0.00188346+0.00103954j -0.00264179-0.00614625j 0.00880526-0.00428377j 0.0130152-0.00224823j 0.0104016-0.0038018j 0.00881474-0.00479782j 0.00233953+0.00399368j 0.00764246+0.00660513j -0.00268644-0.00456452j -0.00385659+0.00394982j -0.0046666+0.000673701j -0.00222408+0.000743018j 
-0.00190351-0.00406618j -0.00144696+0.00581999j -0.00666761+0.00178248j 0.00235319+0.00907121j 0.00621824-0.00703596j -0.0105299+0.00654824j 0.00649877+0.0054394j 0.00446641+0.00521758j 0.00253361+6.35562e-05j 0.00219297-0.00802182j 0.0013852-0.00275892j 0.00952898-0.00517581j -0.000197494+0.00290807j -0.0109564+0.00123863j 0.00989695+0.00251386j 0.00440538-0.000861486j 0.0124462+0.00151468j -0.00303532-0.00372678j -0.0108138+0.000596439j 0.0180851-0.00672376j 0.011606-0.0112121j 0.0106534+0.0026137j -0.0125473+0.00351866j 0.00139668+0.00562163j 0.00781347-0.00638719j 0.00621319+0.000773166j -0.0128355-0.00129027j 0.00698613-0.000334632j -0.00858696-0.0107505j 0.0099147-0.00788319j 0.0158834-0.00315949j -0.0199862+0.00319639j -0.0187237+0.00605608j 0.0134544+0.00112308j -0.00062711+0.0054674j -0.016235+0.000831781j -0.0198628+0.00271845j -0.0320854+0.00571926j -0.00263828+0.00148438j -0.0229317+0.00103006j -0.00521365+0.0016112j -0.0309486-0.000326063j -0.0270277+0.010041j -0.00683357+0.0081011j -0.0382511-0.0146264j 0.00421697+0.00582088j 0.0228332+0.00877747j -0.0145772+0.00159647j 0.0116142+0.00598578j -0.00664468-0.00114261j -0.00356023+0.00229778j 0.00146105-0.00323884j 
0.000197811-0.00336449j 0.000481257-0.00404338j 0.0128237-0.00272874j 0.00417919-0.00785608j -0.00657618-0.00385541j 0.00394245-0.0033295j 0.00201096-0.00301167j 0.00960801+0.00052855j 0.00242263-0.0078222j -0.00992462+0.00468824j -0.00477389-0.00428691j 0.00489044+0.00559102j -0.00279472+0.00362273j 0.0234495-0.00265896j -0.0199808+0.00435921j -0.0154629-0.00688222j 0.0129825-0.00688496j -0.0138411+0.00390862j -0.00189592+0.00183657j 0.00483593+0.00529431j -0.00231304+0.000318537j 0.0243596+0.00299865j -0.0140819+0.00444285j 0.00686372+0.00576026j 0.00446529-0.000747093j 0.0145857+0.0042148j 0.00885707-0.0087212j 0.00378843+0.00369994j 0.0136181-0.000587813j 0.0119896-0.00530483j 0.00472792-0.00288951j -0.00458709+0.00386222j -0.00546016-0.00745005j -0.00653696+0.000117354j -0.00109042+0.00431617j -0.000402516-0.00326877j -0.00313301+0.0016544j -0.000946213+0.00505894j 0.00130392+0.00351028j -0.0131936-0.00331445j 0.00513539-0.00216593j -0.0117891-0.00606638j -0.0140113+0.0123057j 0.00127584+0.00968492j -0.00662169+0.00713466j -0.0167445-0.00673823j 0.000994846-0.0011713j -0.00850428-0.0138627j 0.0112142-0.00653468j 0.0125981-0.00135385j 0.0114193-0.00596894j 0.000702162-0.00231161j 
-0.000865537-0.00284082j 0.00227334+0.00499538j 0.00308381-0.00531123j -0.00760511-0.00281163j -0.0025251+0.00540966j 0.000148607+0.00156653j 0.00285175-0.00156398j 0.00111267+0.00472138j -0.00748318+0.00296507j -0.00223332-0.00531774j -0.0046591-0.00100031j 0.00143384+0.00621123j 0.00514813+0.0143102j -0.00166609+0.00380107j 0.00241098+0.0103336j 0.00450266+0.0113272j -0.00568172+0.00184217j -0.00208901+0.0127129j -0.000391591-0.0199839j -0.00983151+0.00301139j -0.0063243-0.0327953j 0.000500756+0.00905682j -0.00437907-0.0145837j 0.000262453+0.0128757j -0.0064127-0.01315j -0.00383147+0.0111661j -0.00288672-0.00303519j -0.0103774+0.0222905j -0.00451405+0.00133205j -0.000838128-0.0100688j -0.00859527-0.00439543j 0.00517315-0.00129704j 0.00195218-0.0010303j -0.0157281-0.00318304j 0.000759476-0.00480553j 0.00568554+0.00445502j 0.00699832+0.000653493j 0.0149392+0.00574578j -0.00271946+0.00238284j 0.0139998-0.00297178j -0.000468609+0.00278255j 0.0112648+0.00166812j -0.00175436+0.007817j 0.00786061+0.00220806j 0.0208578-0.0130155j -0.0070942+0.00462877j -0.00738442-5.28666e-05j 0.00808998-0.0107987j 0.00124758-0.0066133j 0.00156801-0.010428j 0.00464545+0.00396778j 0.00637921-0.00945188j 
-0.00073791-0.00277458j -6.8818e-05-0.00380207j 0.00121874+0.0015035j -0.000492346+0.024384j -0.00832942-0.0145039j 0.00228742+0.0105494j -0.00206822+0.00475172j 0.00109757+0.00396815j -0.00342214-0.00416101j -0.00198533+0.00229825j 0.00104599-0.000702721j -0.00568441-0.00612795j 0.00155185-0.00700425j -0.00645124-0.0210029j -0.00162448+0.0155702j -0.00647542+0.00539149j 0.0031183+0.0148428j -0.000204799-0.0192402j -0.00368883-0.0269426j -0.00769456+0.00391845j 0.00212767+0.0173795j 0.0012732+0.0111881j -0.00590887+0.00969173j -0.0012522+0.0252299j -0.00124194-0.00538664j -0.00458207+0.00985298j 0.00821308-0.0111937j -0.000709784+0.0024474j 0.00316247-0.0062145j -0.00720396-0.0032051j -0.0103762-0.00117605j 0.00409939+0.00202596j 0.000835272-0.00779541j -0.011871-0.0114633j 0.0017564-0.001553j 0.0065207+0.000183216j 0.00424057-0.00254275j 0.00886483+0.00919569j 0.00192244+0.00301194j 0.00689105+0.00411651j 0.0065159-0.00293394j 0.0122387+0.00263157j 0.00179693+0.0111218j -0.00213935+0.00370413j 0.0149939+0.00559716j 0.000245485+0.00257088j -0.00865569+0.0041551j -0.00329244+0.00418789j -0.00411097+0.00628466j 0.00126253+0.000334967j 0.00294946-0.00159359j 0.000997386-0.000356945j 
-0.00288816+0.00748838j 0.00139121-0.00366415j -0.0108154+0.00142303j -0.0141938+0.00122406j 0.0129208+0.00229514j -0.0119151-0.00103j -0.00405685-0.00363761j 0.00246085-0.00470201j -0.011886+0.00972994j -0.000272962-0.00227063j 0.00105865+0.00326148j -0.0106494+0.00190079j 0.00783047-0.00957397j -0.0117802-0.00090969j 0.00518446-0.00966023j -0.00761972-0.0014272j -0.00671973-0.00252537j -0.0266205-0.000301234j -0.0201384+0.00701254j -0.00256092-0.00378605j -0.0155893+0.0118771j 0.0101811-0.00334536j -0.0206136-0.000178777j -0.00633133+0.000484759j -0.000529651+0.0133265j 0.0112846-0.0109174j -0.00573987-0.000592954j -0.0255044-0.00049081j -0.0117863+0.00975971j -0.013846+0.000914348j 0.000771661+0.00128268j -0.00085952+0.000479244j -0.0162612+0.000778356j 0.012252+0.00230562j 0.00922454-0.00424225j -0.00312286-0.00250738j 0.0053143-0.00548423j 0.00375297-0.00284807j 0.000937997+0.00747183j -0.00297592-0.0134621j 0.00543617+0.00658636j -0.00869568+0.00125408j -0.0248957-0.00437164j 0.0033042+0.00736896j 0.00756517+0.00876941j -0.000147138-0.00609078j 0.0103721+0.00280261j 0.00910478+0.00930697j 0.016465+0.000382733j 0.00685372+0.00404915j -0.00149449-0.00327438j 0.00163076+0.00232008j 
-0.00442532+0.00187907j 0.00210062+0.000138069j -0.00613235+0.00205727j 0.0012777+0.00169464j 0.0107143+0.000879062j 0.00480027+0.00129813j 0.00190955-0.00124394j -0.00225403-0.00659589j 0.00842035+8.59285e-05j -0.00580287-0.000950628j -0.00253605+0.00505297j -0.000292329-0.0060087j -0.00912659+0.00122428j 0.0119688-0.00673867j 0.00565551+0.00581207j -0.0199756-0.000344316j 0.0129639-0.00129311j 0.00622573-0.00914565j 0.0112686+0.00131374j 0.0106106+0.00148002j -0.00849029-0.00125965j -0.00623887+0.00251002j -0.000938976+0.00241049j 0.00145995+0.00573526j -0.0186849+0.00158758j 0.0128957-0.001115j 0.00574701-0.00100263j -0.0207855+0.00254954j -0.00584619+0.00294319j -0.0041403+0.00525297j 0.00625302-8.13496e-05j 0.00972964-0.0065927j -0.00380707+0.00605399j 0.0189414-0.0115362j 0.0071156+0.00687277j 0.00253762-0.00452272j 0.00229992+0.001445j 0.0244453-0.00794838j 0.00141054+0.00197024j 0.00386134-0.00603843j -0.00188207+0.0145772j 0.0179989-0.00955398j 0.0133567-0.0138972j 0.00444898+0.00886779j 0.0174351-0.00151775j 0.00298279+0.00215554j -0.00183405+0.00122609j 0.012419+0.00381604j 0.00958447-0.00238204j 0.00493016+0.00255538j -0.00232584-0.00159819j 0.00126852+0.00051695j 
0.00113928+0.00426212j 0.000249886+0.00260838j 0.00187033+0.00588634j -0.00551732-0.0179285j 0.0034658+0.00158559j 0.00154886+0.00607191j -0.000994589-0.00321799j 0.00150825-0.00338674j -0.00626169-0.00846888j -0.000536165-0.0265341j -0.00737967-0.00269116j 0.00481423-0.00150414j -0.00150232-0.00453906j 0.00266582-0.00153981j -0.00728756+0.00598698j 0.00282289-0.0164627j -0.00566375-0.00187533j -0.00743279-0.0169507j -0.00835732-0.0135953j -0.00765277+0.00907401j -0.00756339-0.0003922j 0.00420882-0.0170216j -0.001145+0.0429134j -0.000882759+0.00719735j 0.000264035-0.0110324j 0.0101251-0.012263j -0.00416702+0.00563202j -0.00380643-0.00571685j -0.00191902-0.00515803j -0.00301688-0.0118271j 0.000169331-0.00400661j 0.00232987+0.00437662j -0.000710214-0.00139177j 8.85021e-05-0.00757415j 0.000530752-0.002743j 0.000712152+0.00491169j 0.00575333-0.000766557j -0.00253067+0.0145601j 0.000781834+0.00179416j 0.00351754-0.00258439j 0.00339586-0.00138133j -0.00558276-0.00829345j 0.00395284-0.00322953j 0.00402155-0.00242856j -0.00440835-0.0115837j -0.00632841-0.00360727j 0.00382646+0.0125148j 0.00455593-0.000982695j -0.00550086+0.0116825j -0.00286153+0.00463764j -0.00464488+0.00389718j 0.00119772+0.00187089j 
-0.00196364-0.000165253j 0.00222125-0.000730084j -0.00327172+0.00214047j 0.00248626+0.00156977j 0.00581373+0.000775598j 0.00178429+0.00189892j 0.00571781+0.00471687j 0.00907029-0.00477662j 0.00543839+0.000698416j 0.00131258-0.00599871j 0.00369835+0.00267144j -0.00139114-0.0132215j 0.0151868+0.00848278j 0.00761601-0.000241571j -0.00621264+0.00488876j 0.00600304-0.00324245j 0.00217409-0.000394747j 0.00232472-0.0110991j -0.00731483+0.0106972j -0.00189425+0.000994249j 0.00159292-0.0064417j 0.00237037-0.00156246j 0.00724427-0.00237729j -0.00154734+0.00415061j -0.00168034+0.00171267j 0.00570715-0.000189299j 0.000400586-0.00670736j -0.00302133+0.000462866j -0.00103986+0.000163914j 0.000594858+0.00190941j 0.00587913+0.00454182j 0.00024397+0.000726909j -0.00343964-0.00631707j 0.0192547-0.00133192j -0.00130848-0.0227913j 0.00239665+0.00349059j -0.00816908-0.0127173j 0.0120489-0.00319873j 0.00310737+0.00305704j -0.00442966-0.0168106j -0.00106922-0.0169487j -0.000301983+0.00124429j 0.00195701-0.00115406j -0.00064277-0.0240478j -0.00765194+0.00357778j 0.00136033-0.0105444j 0.00712334+0.00283609j -0.00262259-0.00439793j 0.0132442-0.00144145j 0.00266865+0.000705061j 0.00186391+5.8728e-05j 0.000392458+0.000358935j 
5.54023e-05+0.00161547j 0.00252273+0.000867177j -0.00661985+0.00372257j 0.00218887-0.00571515j 0.00560763+0.00249379j 0.00212458-0.00280323j 0.00192673+0.00144676j -0.00158153-0.0015921j 0.00514461-0.00320197j -0.00126047-0.0130209j -0.00398069+0.00420619j -0.000113178-0.00214708j -0.00162639+0.0107449j 0.00159984-0.00581053j -0.000201925+0.00512586j 0.0019103-0.00242668j 0.00322239-0.00548141j 0.00600456-0.0162095j -0.00498516+0.00446846j -0.00326627+0.0102759j -0.000574082-0.0144116j -0.00487492-0.00657711j 0.0059626+0.0125437j 8.46623e-05-0.00389773j -0.0157507-0.00131672j 0.00562272-0.00897843j 0.000554403+0.00502451j -0.0033413-0.00848123j 0.0030433+0.00755946j 0.00316854+0.0018085j -0.00316719-0.00455069j 0.00428744+0.0037724j 0.00968589+0.0102301j 0.00295123-0.00383503j 0.0194368-0.00512365j -0.00765038-0.000880327j 0.00396293+0.0010492j -0.00336997-0.00324774j -0.0031267-0.00278819j 0.00801972+0.00360277j 0.0116708-0.00322804j -0.0081957+0.000254445j -0.0102085+0.024386j 0.0127795+0.00497672j 0.00526029-0.0033051j 0.00582537+0.000519065j -0.00148088-0.00534219j 0.0093957-0.00332649j 0.00290774+5.21965e-06j 0.000582717+0.000984692j 0.00092514+0.0042007j 0.00141884-0.00140552j 
0.00575932-0.00229073j 0.00221188+0.00244516j 0.00522951+0.000826618j -0.00272203+0.0022219j 0.0152124-0.00127835j 0.00112187-0.00534162j 0.00442532-0.000384387j 0.00456749-0.00151847j 0.0014639-0.0024383j -0.00280321+0.00413625j -0.000538759+0.00250269j 0.0178923+0.00478839j -0.00293674+0.00226566j 0.000343725-0.00621427j -0.0113667-0.0007418j 0.0162922+0.0054764j -0.00432435+0.00546447j -0.0162014+0.00204631j -0.00067634+0.00223185j -0.00415427+0.00893974j -0.00392852+0.00135203j -0.00518747-0.000164337j -0.000633354-0.00721272j -0.00091761-0.000885778j -0.00996672+0.000461953j -0.00540805-0.0033285j -0.0116313+0.0127486j -0.0119942-0.00371077j -0.00317294+0.0116043j 0.00449139+0.00871465j 0.0107911-0.000707771j -0.000986357-0.000400972j -0.0107206+0.00449637j 0.0049358-0.00304039j -0.0130765+0.00266128j 0.00741212+0.00016732j -0.00269766+0.00501295j 0.0193172+0.00236658j 0.00769412-0.00417438j -0.013201+0.00503651j -0.00406452-0.00111681j 0.00468826+0.00256766j -0.00807821+0.0116264j -0.0152818+0.00241361j 0.00868218+0.00503436j 0.00102234-0.00607042j 0.0163647-0.00583057j 0.0146092+0.00970599j 0.00949648-0.00381101j -0.00298864+0.00254737j -0.00607352+0.00495877j 0.00147344-0.000120758j 
-0.00170984+0.00592079j 0.00294257-0.00370075j -0.00448522+0.00875015j -0.00786902-0.00823819j -0.0125416+0.0172966j -0.00449742+0.0025508j -0.00254088-0.00604556j -0.000302081-0.00356593j -0.00831078+0.000564552j -0.00972177+0.0113288j -0.0109341+0.00426738j -0.012088+0.0055504j 0.00628519+0.0070068j -0.00221487-0.0117481j 0.0110171+0.00259725j -0.0153835+0.00794048j -0.00492149+0.00787655j 0.0109354-0.00713186j -0.0062902+0.00567526j -0.000167266+0.0124841j 0.00798132+0.00264033j -0.0168536+0.0020751j 0.00192746+0.00302189j -0.00448208-0.000204489j 0.00758305+0.00480191j -0.0022524+0.00595925j 0.0117639+0.0038529j -0.0113103+0.00253611j 0.00709993+0.0117643j -0.0163736+0.000545947j -0.0183812+0.00131125j 0.00362115+0.00514347j -0.00431832+0.0106698j -0.0386672+0.0117106j -0.0152586-0.00236897j 0.00328974-0.00126057j -0.00300863-0.00538229j -0.00523829+0.000929414j 0.000280909+0.00287311j -0.0014404-0.00434262j -0.00895945+0.000279921j 0.01229+0.0104596j 0.00695181+0.0137534j -0.00466343+0.00651204j 0.0127266+0.000834723j -0.00258086+0.00313405j -0.00836495-0.00256178j -0.000543547-0.00365757j -0.00513948-0.0111062j 0.00290326-0.00311309j 0.00315835-0.00383976j -0.0022723+0.000673508j 
-0.000956004-0.00386503j 0.00179924-0.00413227j -0.00035008-0.0104108j 0.00233175+0.00950046j -0.00930888-0.00951571j 0.00939695+0.00312731j 0.00204017+0.00602395j 0.00980829-0.0103493j -0.0020952+0.00849103j -0.0086066-0.0211174j 0.00178336-0.0010118j -0.00116368-0.0235169j 0.00412531+0.00350532j 0.0106314+0.0084605j -0.0132769+0.00273472j 0.000802069-0.008046j -0.00761998-0.0130752j 0.00454788-0.0111156j -0.00805245+0.0197177j -0.0137318-0.0130792j -0.0050862-0.0201066j 0.00332821-0.00722468j 0.00599411+0.00676995j -0.0105056-0.00433434j 0.00305362-0.00575921j -0.00131935-0.0138504j 0.00612465-0.0102335j -0.00993681-0.00573278j 0.00187517-0.000572293j -0.00679018+0.00581883j -0.00528353-0.0111968j 0.00985725+0.0115827j -0.00455957+0.013718j -0.023494+0.011674j -0.00311089+0.00460618j 0.00357582-0.0107137j -0.00487323+0.00399919j 0.00957706-0.018654j 0.00256954-0.000371986j 0.0037935-0.00193012j -0.000623485+0.00177233j 0.0113242-0.00910394j 0.0170489+0.0066295j 0.00300843+0.00824851j 0.00664406-0.00731614j 0.00291862-0.00363417j -0.00382218-0.000751963j -0.00243963+0.00190385j -0.00190935+0.00350106j -0.000226271+0.00609357j 0.00116201+0.00241587j 0.000606257+0.00358141j 
-0.0060448+0.00100726j -0.000776862-0.00116496j -0.011324-0.00307158j 0.00808039+0.00531689j -0.00117789-0.00735109j -0.00336938+0.000760679j 0.00177188+0.00425092j 0.0011256-0.00347868j 0.00584157+0.00492285j 0.00102306-0.0101078j 0.00657134+0.00224763j -0.0111445-0.0123935j 0.00319104+0.0191299j -0.000414476+0.0032548j 0.0110625+0.00458343j -0.0141543+0.00169049j 0.0073834-0.00820855j 0.00301145-0.00166924j 0.00295617+0.0192618j 0.0112231-0.00514973j -0.00280583-0.0251877j -0.00371237-0.00331163j 0.00375702-0.00382056j 0.00255833-0.000687274j -0.00537407-0.00640074j 0.00525371-0.00485715j -9.85854e-05+0.000717703j 0.00399288-0.00730183j -0.00198642+0.00410325j -0.00131406+0.00419525j 0.00372762+0.00143343j 0.00186287-0.00117203j -0.000252885+0.00812441j 0.018352-0.00679455j 0.00498364-0.00795934j -0.0034426+0.00331056j -0.000460461-0.000864893j -0.0040337+0.00135501j 0.000808234+0.00190319j -0.00507544-0.00715304j 0.0012288+0.000351266j -0.00359964+0.000656415j -0.0117003+0.00277668j -0.000352168-0.00261925j 0.00598181-0.00271221j 0.00671405-0.00499998j 0.0044485+0.00693315j -0.000821282+0.00998266j 0.000907158-0.00474742j 0.00157669+0.00411488j -0.00454548-0.00438618j -0.000422801+0.00532742j 
0.00272399+0.00532159j -0.000783668-0.00594773j 0.000401699+0.0174479j -0.000174843+0.00297168j 0.00301372+0.0079631j -0.00310624+0.00228564j 0.0001661-0.00181596j -0.000266557-0.00815394j -0.00074619-0.00633476j 0.0070906+0.0154285j -0.00135245+0.0103668j 0.00155479-0.0125183j 0.00403825+0.0289525j -0.010667-0.0220339j 0.0011662+0.0110333j 0.0169857+0.0141323j -0.00535838+0.00886509j -0.00502882-0.0184726j -0.00187951+0.0149656j -0.00308624+0.0129493j 0.000730185-0.0154121j 0.00142328+0.00983681j -0.00143432-0.00574982j -0.00245416-0.000174027j 0.00588596-0.00194468j -0.00418775+0.00905951j -0.00115421+0.00689519j 0.00374133+0.00323733j 0.00403599+0.00109704j 0.00141698+0.00177096j 0.00339458-0.0072455j -0.00627347-0.00108319j 0.001098-0.00243643j 0.00257026-0.000340395j 0.00815684+0.000683245j 0.000339125-0.00871657j 0.00292168+0.0019786j -0.000543668-0.0144039j -0.00174239-0.00390765j 0.00553823+0.00612578j 0.00564508+0.000987453j -0.00706379+0.00227301j -0.00207513+0.00358976j -0.00081045+0.00614336j -0.00765703+0.00131136j -0.00104225+0.00403459j -0.000232084-0.00884162j 0.00143525-0.00337442j 0.001503+0.000192294j 0.00151399-0.0013528j 0.000875421-0.00148474j -0.00349644+0.000705535j 
