-0.0120714-0.0073143j 0.0087904-0.0123673j -0.00204876+0.00884461j -0.0130987+0.00967712j -0.000401836-0.000875527j 0.00948883+0.0080439j -0.000893461-0.00351024j 0.00666076-0.00621963j -0.00126143+0.00820748j -0.00908057-0.010821j 0.00676388-0.0106805j 0.0275253-0.00849345j 0.00347435-0.00938641j 0.0112158-0.000660693j 0.00744349+0.0189638j -0.0132839+0.015365j -0.00482208-0.00106884j 0.000640722-0.00651907j 0.00890539+0.0113593j -0.00369838+0.00586117j 0.000937134-1.7174e-05j -0.00877721+0.00435207j -0.00174791+0.000310446j 5.75417e-05+0.00502486j -0.00814842-0.00305817j 0.000569795+0.00909774j -0.000170842-0.00295653j 0.00555455-0.00448592j -5.3166e-05+7.94019e-05j 0.00590874-0.00225473j 0.0127035-0.00909099j 0.000733616-0.00430722j 0.00805707+0.00433157j -0.00505981-0.00057653j -0.000480477+0.00546273j -0.00551547+0.00129902j 0.0108565+0.00820908j 0.00451437+0.00213356j 0.00683708+0.00879462j -0.00830125-0.00183694j 0.0206972-0.000259187j -0.00568045-0.0454958j 0.0437191+0.0047872j 0.0184221-0.0230033j -0.0123482-0.00590363j -0.0101429-0.0309807j -0.0083755+0.00544142j 0.00330468+0.00806207j 0.00359047+0.000657061j 0.0013734-0.000733725j 0.00124669-0.00127268j -0.00116857+0.000486041j -0.00147444+0.00340207j 0.00111725-0.00517017j -0.00751687+0.00174335j -0.015168+0.00727849j 0.00922943+0.00500495j 0.00974206-0.00397955j -0.00141689-0.00710994j 0.000120726-0.0143291j 0.00682495+0.011513j -0.000226133-0.0203437j -0.00269657-0.0138812j 0.000826311+0.0129396j -0.00293876+0.00649288j 0.00297013-0.0186996j -0.0224789-0.0154922j 0.00292412-0.0547248j -0.0520433+0.00189476j 
-0.00770262-0.00261498j 0.000155838+0.00135863j 0.00589817-0.00211242j -0.00206602-0.00368757j -0.00635026-0.00319866j 0.0197752+0.00993763j -0.00536456+0.000896535j 0.00498987+0.00360587j -0.00271001+0.00953363j 0.00822846-0.00902798j -0.0080111+0.00482792j -0.00289192+0.00186337j 0.0168117+0.0010265j 0.00240337+0.0153066j 0.00371719+0.00276182j -0.00287851-0.00211718j 0.00625217-0.00323496j 0.00517367+0.00320071j 0.0148464+0.00815476j 0.00636767-0.00190998j 0.00852802+0.000770363j 0.0110459-0.00676547j -0.000545302+0.0200912j 0.00863658-0.0159433j -0.00178409+0.0276496j 0.0154954-0.00194553j 0.00813456+0.00305584j 0.000320947+0.0193948j -0.00344618-0.00197089j 0.00609764-0.000972512j 0.0175862+0.008919j -0.0160789-0.000500818j -0.00367699+0.00520341j -0.0125678+0.0204713j -0.00401005+0.000209933j 0.000509431+0.00807537j 0.0140054+0.0186202j 0.00349085+0.00305615j -0.00738068+0.00223892j 0.0104754-0.00348682j 0.0108712-0.0120595j 0.00716613+0.000668484j 0.0035279-0.00414291j 0.0105583-0.00103373j 0.00440367-0.000914508j 0.00789251-0.00204239j -0.0135513-0.000894539j 0.0171273-0.00373109j -0.00952774-0.0034795j -0.00443628-0.00592566j -0.000862893-0.00461143j 0.0053202-0.00571033j 0.0127941+0.00403257j 0.00975527+0.000438348j -0.00164582+0.00292412j 0.0167075-0.00490203j -0.00331057+0.00622785j 0.00390614-0.00312835j 0.0106379-0.000260699j -0.00794717-0.000181184j 0.00504156-0.0015689j 0.0014345+0.00220553j 0.00408996+0.00208894j -0.00101507-0.00176272j 0.000458062-0.000288425j 0.00251709+0.00142653j 0.00310401-0.000857839j 0.00190509+0.00134577j -0.00138608+0.00581847j 
0.00380258-0.000507344j 0.000503036-0.00464233j -0.01544+0.00286498j -0.00290405+0.00933361j 0.0201942+0.0243184j 0.0175208-0.000471709j 0.000434071-0.0217012j 0.0141429+0.0321711j -0.0141008-0.0257229j 0.00574578+0.0149007j -0.00241702+0.0138773j -0.0118985-0.00575958j 0.00806853-0.00968575j 0.000300786-0.0224794j 0.0248614+0.0234694j -0.0130294-0.0132591j -0.0162908-0.0124149j -0.0108498+0.00359364j 0.00534347+0.0112805j -0.00627946+0.000987832j -0.0120714+0.00334133j -0.00281262+0.00170788j -0.00270903-0.00028766j 0.00103905+0.00845582j 0.000895266+0.00876679j 0.00317163+0.00540707j -0.0110665+0.00386624j -0.00356321-0.00438045j 0.00094274+0.00329423j -0.00603802+0.0146443j -0.00977242+0.0066387j -0.00577829+0.00472476j -0.013695+3.40865e-05j -0.0133596+0.00244907j 0.0152204-0.00317949j 0.0110878-0.0182049j 0.0129656+0.010254j 0.00897904-0.000334741j 0.00105041+0.00473046j -0.0309581+0.00281035j -0.0119046+0.00301869j 0.0118037+0.00642222j -0.00421522-0.00756658j -0.00608829-0.00691071j 0.00370777+8.73973e-05j -0.0035596-0.000762688j 0.000149581-0.00162995j -0.00387179-0.0012542j -0.00418167+0.00105734j 0.000290199+0.000564135j -0.00105389-0.00326683j -0.00285186-0.000777418j 0.00313438+0.00386706j -0.00829257+0.00169298j -0.00573993+0.00126156j -0.00326549-0.00336425j 0.000981148+0.00333319j -0.00226239+0.0041528j 0.00272969+0.00136423j -0.00421202-0.00258284j 0.00237703+0.00610221j -0.0028264+0.0024067j 0.00424114-0.00733971j -0.000228144-0.00106875j 0.003526-0.0010377j 0.00275345-0.00265534j 0.00324278+0.00527167j 0.00384144+0.00183072j 9.21462e-05-0.000737688j 
-0.00107895+0.00405234j 0.00215339+0.00561245j -0.000602092+0.000788342j -0.00136608+0.00196496j 0.0194978+0.00840805j 0.0171976-0.00317336j -0.0200148-0.018928j -0.00578076+0.0106102j -0.0174784-0.00560496j 0.0282523+0.00843508j 0.0134533+0.00760079j -0.0027512-0.000687817j -0.0116364-0.0114934j -0.00333332-0.0132094j -0.00500969+0.0111628j -0.0140564-0.0014821j -0.00917036-0.00342241j 0.00203855-0.00418359j -0.00857825-0.00583416j -0.00208563+0.0185165j 0.00156794-0.0220767j 0.00609669-0.00807835j 0.00811952-0.00424131j -0.0108247+0.00188467j -0.0124016-0.00651109j -0.00715966-0.0151167j 0.0168997-0.00825753j 0.00501121+0.001251j 0.0022588-0.00224051j -0.0058533-0.0198231j -0.00476257-0.0149133j 0.0171148-0.00729999j 0.00891647+0.00773602j 0.0174348-0.00778792j -0.00261746+0.00086034j -0.00596434+0.0216465j -0.0246149+0.00348409j 0.000563785-0.000837406j -0.013815+0.0131722j 0.0279947-0.0180446j 0.0112927-0.00148642j -0.00657584-0.00570817j 0.0162809+7.35377e-05j -0.0027354+0.00614711j -0.00471156+0.00488571j 0.0099352-0.00287914j -0.0067859+0.00684666j 0.00349011+0.00334809j 0.00414176+0.0009652j -0.0100613+0.00785011j -0.000599858+0.00702175j 0.00512687+0.00387092j -0.000264927-0.000989858j 0.0100999+0.000195691j 0.0176511+0.00337428j 0.00273904+0.00691841j -0.00249886-0.0122419j -0.00517134+0.00197651j 0.00145545+0.0036511j -0.00738014+0.00290949j -0.00668524-0.00310736j 0.000268989-0.0109075j 8.77396e-05+0.00752225j -0.00028759-0.00137446j -0.00200032+1.21279e-05j -0.00088178+0.00369462j -0.00505453-0.0129093j -0.00420351-0.00440655j 0.00104153+0.00483136j 
-0.00909754+0.00608192j 0.0149032+0.0108212j -0.000860106+0.00291054j 0.0158826-0.00342257j -0.0182299-0.0128871j 0.0140021+0.0151243j -0.00975331-0.0104924j 0.0139407+0.00804258j -0.0041762-0.000945577j -0.00458345+0.00103734j 0.0230266-0.0148638j 0.00945635-0.0121208j -0.00346061-0.00887166j 0.0067263+0.0202525j -0.00403946+0.000858496j -0.0106437+0.00436925j 0.00345879-0.000440931j -0.0175373-0.015428j 0.00702832+0.00506303j 0.00279017+0.0105369j -0.0124222+0.00434273j -0.00942172+0.0114074j -0.0045259-0.00654811j 0.000140929-0.00965752j -0.000934767-0.00780198j -0.00851453+0.00620789j -0.000184543-0.00136116j -0.00926844+0.00677434j 0.00563299-0.00644078j 0.010146-0.00726966j -0.00256064+0.00577924j 0.00217381-0.0229447j 0.00416082+0.0204706j 0.019828-0.0133928j 0.0152631-0.0190612j -0.0068688+0.0131052j -0.0121361+0.005775j 0.0161892+0.0102492j -0.00757228+0.015037j 0.000686622-0.00278403j -0.0313733+0.00671648j 0.000236816-0.00519662j -0.0162254+0.0138055j -0.00347959+0.0117625j 0.0123799+0.00223788j 0.0028045-0.00838506j -0.00515943+0.00856184j -0.0097689+0.00421507j -0.00177194-0.00456246j -0.000938738+0.00290033j -0.0121259+0.00279903j -0.0123068+0.0027963j -0.00986301-0.00413633j -0.0109395+0.00805857j -0.00388655+0.0188783j 6.10337e-05+0.00327609j 0.010131-0.00662313j 0.0025006-0.00504738j -0.00409351-0.000303736j -0.00540767+0.00301165j 0.00640474-0.00849371j -0.000220709-0.0116249j -0.00821256-0.0067696j 0.00616198+0.0010365j 0.0094256+0.00218016j -0.0031724-0.00165192j -0.00220255-0.001881j 0.00264477+0.00282318j 0.00686154-0.00150902j 
0.0140526+0.00107307j 0.00720381-0.0140903j -0.000762222-0.00621801j -0.0125914+0.0251067j -0.0312741-0.0204522j 0.00734065+0.00249252j 0.0050823+0.00819264j 0.00203436-0.0104278j -0.0143367-0.00769854j 0.0190844+0.0244231j 0.0153428+0.0185324j -0.00196982+0.00085251j -0.0110026+0.0227983j -0.00319898+0.000176394j -0.000453904+0.00164202j 0.0192241+0.00368111j 5.99441e-05-5.22662e-05j 0.00619146-0.00298057j -0.0113373+0.00831659j 0.0138663-0.0115734j -0.0246796+0.00300568j -0.00908751+0.000682907j -0.0124885-0.00435782j -0.0108514-0.00646619j -0.0214079+0.0103569j -0.0113707+0.00159303j 0.00472351-0.00174133j 0.00143762-0.00350868j -0.0026294+0.00486284j -0.02288+0.0047164j -0.0288174-0.00574291j 0.00190881+0.00867523j 0.00407671-0.000557478j 0.00160022+0.00359786j -0.0136612-0.00256301j 0.00126904-0.0142131j -0.0116067+0.00435809j -0.0137298-0.00559891j -0.00924583+0.00507996j -0.00616006+0.00699137j 0.00596312-0.00610541j 0.0147461+0.00598887j -0.00227548-0.00588755j -1.68965e-05-0.00593352j 0.0122794-3.5603e-05j 0.0019062+0.00969104j 0.00717527-0.00319508j -0.00587187-0.00467643j 0.00377487+0.0034038j 0.00678631-0.00520654j -0.00236224-0.00364848j -0.00527507-0.00696202j -0.0119719+0.00208148j -0.00487326-0.00736529j 0.00166089-0.00165459j 0.0034792-0.00152219j -0.000165923+0.00528391j -0.0011969+0.000958623j -0.00404046-0.00359908j 0.00687898-0.00397982j -0.000776988+0.00296641j -0.00173366+0.00598752j 0.0022137+0.00354946j -0.00570605-0.00108845j -0.0024377-0.00068724j 0.00548504+0.00102574j -0.000122879+0.0072497j 0.00593067-0.000508903j -0.00341559+0.00502433j 
0.000622894+0.00794091j 0.0115266+0.0036578j 0.011251+0.0101247j 0.024439-0.000199749j 0.00772048+0.00372529j -0.00975365-0.0173136j 0.00512421+0.0228781j -0.0130235+0.00999161j 0.00518489-0.0161879j 0.00932677+0.0190731j 0.0147642+0.0017105j 0.00590299-0.00302276j 0.0147869-0.00620341j -0.0117207+0.00678418j -0.00628403-0.0106815j 0.000926642+0.00796989j 0.00497948+0.000328301j -0.0179421-0.00982574j 0.0187522+0.00367709j -0.00478212-0.007813j -0.0193499+0.00480858j 0.000363976+0.000770869j -0.00581141-0.0164705j -0.0172827-0.000882774j -0.00959827-0.00159531j -0.00981495+0.00312808j 0.00304813+0.00685067j -0.00641739-0.00632711j 0.00303586+0.00142592j -0.00416451+0.00832665j -0.0126351+0.00432001j -0.00828104-0.0070554j 0.0279738+0.00637392j 0.00763441+0.00434744j -0.00128942-0.00603178j 0.0183011-0.0130055j -0.0124025-0.0039983j -0.00409972-0.00401215j -0.0100679-0.00292761j 0.00927871+0.0122863j -0.00331709+0.00982404j 0.000119538+0.0198326j -0.00166393-0.00483982j 0.00103869-0.00503032j -0.00665648-0.00290871j 0.0120777+0.0103038j 0.00303484-0.000574038j 0.00819607-0.00561938j -0.0110061-0.00246318j -0.0163344-0.00848335j 4.13207e-05-0.0027481j 0.00615352-0.000711691j 0.00791615+0.00337865j 0.00409631-0.000414256j 0.00152534+0.00934513j 0.0140144+0.00387281j -0.00869768+0.00106302j 0.00295819-0.000458079j 0.0050962-0.0088961j -0.00425148+0.000520805j 0.000655142+0.00494103j -0.0144716+0.00189154j -0.00312952-0.00321713j 0.00109741-0.00223025j -0.00197995-0.00301122j -0.00224008-0.000494721j -0.00702359-0.00718584j 0.00552891+0.00402793j 0.000722622+0.00291791j 
-0.00149362+0.00783352j 0.00700215-0.00621292j -0.0175663-0.00653513j 0.000919747+0.0226069j 0.0270988+0.00583652j -0.0190724-0.00848208j 0.0312151+0.0233051j 0.0174628+0.00359417j -0.0137539-0.00737018j 0.0024514+0.0123157j 0.00754635+0.012294j 0.00541133+0.00680137j 0.0130896+0.0247941j -0.00718926+0.00322376j 0.004388+0.00654731j 0.0202152+0.013476j 0.005712-0.000738195j 0.0310717-0.0100731j -0.00721349+0.00353984j 0.0156815+0.00904251j -0.0109407-0.00446394j 0.00388351+0.00431926j 0.013439-0.00261664j 0.0129668-0.00275073j -0.0124772+0.00796981j -0.0194972+0.000705665j -0.0113184-0.00894429j 3.60477e-06+0.00415205j -0.00237344-0.00291536j 0.00380006-0.00508894j 0.0243843+0.000389425j -0.0040078-0.0138979j -0.0152904+0.00432143j 0.00389769-0.0152469j 0.0225255-0.0114812j 0.00866321+0.0183584j -0.00718596+0.00642057j 0.00769375-0.00141922j -0.0287344+0.0195688j 0.0158018-0.00240361j 0.00641249-0.0184068j 0.0177753-0.00416555j -0.011427-0.00449106j 0.0135943+0.00644297j -0.00226228+0.00212262j 0.00672849-0.0147677j -0.0177034+0.0130047j -0.00372769+0.0042428j 8.44094e-05-0.00819323j -0.00179318+0.00322225j 0.00198435+0.00502933j 0.00383975+0.00803391j 0.00595323+9.885e-05j 0.000675407+0.0092451j 0.0116162+0.0156167j 0.000375538+0.00157575j -0.00430925-0.0110954j -0.00814529-0.00594202j 0.00397918+0.00317762j 0.008538+0.00565316j -0.0016138-0.011973j 0.00614713-0.0087006j -0.00176979+0.0058933j -0.00591844+0.00223828j -0.00340584+0.00143333j 0.00918804+0.00111574j -0.00837323+0.00178194j 0.00883982+0.00351615j -0.00180346+0.0140361j 
0.00570082-0.00657254j 5.78501e-05-0.00906929j -0.0157141-0.00616052j -0.00214763+0.0221934j -0.0160307-0.00252417j 0.0102861+0.00133482j -0.00335817-0.00699133j 0.0139318-0.0170497j -0.000208191+0.00417305j -0.00896213-0.00967947j -0.0105537+0.00645129j 0.00159742+0.0179463j -0.00660495+0.00482302j 0.0153302-0.0108575j -0.000328719+0.00334752j 0.00102401+0.00362769j -0.00583257+0.0031418j -0.00603022+0.0176008j 0.00371272+0.00448184j 0.0049407+0.00223854j -0.00517425+0.00314956j -0.00830687+0.00271722j -0.0110237-0.000600234j 0.00399228+0.0141074j 0.0100445-0.0204169j -0.00815088+0.00318257j 0.00620934+0.00442302j 0.00359006-0.01117j 1.41374e-05+1.92489e-05j 0.00354915-0.00416871j 0.00886994-0.0115862j 0.00062441+0.00426805j 0.0100061-0.00305942j -0.00430305-0.0171171j -0.0116452-0.00584569j 0.00345067-1.1053e-05j -0.011418-0.00469504j 0.00582645-0.00238156j 0.00429465+0.0060423j 0.0177265+0.000833304j -0.0158379+0.00366687j 0.000888809+0.000825045j -0.00315514+0.00689254j -0.00198482-0.00891921j 0.00323003-0.00441785j 0.00063469+0.0024415j -0.0155241+0.00236554j 0.0286246+0.00162119j -0.00925224+0.00357023j -0.0125582+0.00143842j -0.00353834+0.00104671j 0.00771746+0.00132147j 0.0124227-0.000762j -0.00151484-0.0029874j -0.00153116+0.00358175j 0.0145265+0.00259436j -0.00334209-0.0011404j 0.00437645-0.00708823j 0.0164758+0.000908014j -0.0105271-0.00189838j 0.0065394+0.00516644j 0.000716832+0.00364222j -0.00452542-0.00288292j -0.00246974-0.00110088j -0.000105367-0.0015836j 0.00291504-0.000487814j -0.000141888+0.00113766j 0.00249877-0.000878j 0.00362956-0.00122901j 
0.00168921-0.015253j 0.0048546-0.00393744j -0.00088958-0.00816913j 0.0116834+0.0136973j 0.0292366+0.00587991j 0.00273914+0.0200244j -0.01116-0.0412516j -0.0159656-0.0152752j 0.0126866+0.0182558j -0.00266727-0.0146679j -0.0181392+0.00856945j -0.00824943+0.00799378j -0.0248098-0.00920011j -0.0153024-0.00252472j -0.0100198-0.00503278j 0.0067376-0.00546723j -0.0145706-0.00373901j 0.000229932+0.000760927j 0.0189816+0.00655946j -0.00446418-0.00426908j -0.00302098+0.0225136j 0.00292523+0.0170139j -0.00733102+0.00637471j -0.0155398-0.00463708j -0.00838791-0.0019163j -0.0221532+0.0263977j 0.00237068+0.00893599j 0.00279734+0.00742559j 0.00384716-0.00120115j 0.00984839-0.000398772j 0.00875606+0.00390026j 0.0040669-0.00225254j 0.0253301+0.00583988j 0.00963225-0.00369402j -0.00687697-0.0138288j 0.00211554-0.0103539j -0.00642639+0.00130212j 0.00578707+0.00631538j 0.00678242+0.00102481j -0.0109908+0.0194497j 0.00209889-0.0067844j -0.00895237+0.0011991j -0.00945466+0.00767472j 0.0159989-0.0079475j -0.0104652+0.000377029j -0.000811269+0.00489168j -0.00800048+0.00372318j -0.00821713-0.000717934j -0.00941692+0.00116773j -0.00403214-0.00925157j -0.00933893-0.00729544j -0.00992382-0.000447934j 0.00387266+3.10679e-05j -0.00074055+0.00167031j 0.0116628+0.0237832j 0.00845629+0.00121628j 0.00424163+0.00461843j -0.00958093-0.00954469j -0.00338334-0.00345713j 0.00167043-0.00426149j -0.00384213+0.0076234j -0.00310095+0.0079677j -0.0120278-0.00758912j -0.00200963+0.00300397j -0.000645642+0.00210002j -0.000759871-0.00220944j -0.00542763-0.00638558j 0.00847609-7.06085e-05j 0.00861533+0.00487522j 
0.00313555+0.00212213j -0.00335938+0.00705694j 0.0103007+0.00132032j 0.0185994-0.0128838j 0.00268959+0.00751506j 0.00112972-0.00656515j 0.0121351-0.00501734j -0.00460127+0.0105408j 0.000397989-0.0177085j 0.00846294+0.0163426j 0.000371672-0.00251404j 0.00520114-0.0208462j -0.00373233-0.000126636j -0.00189716-0.000317272j 0.0110367-0.00486877j 0.00149872+0.00265469j -0.0164887+0.0124729j -0.000891767-0.00614008j 0.00158758+0.00160729j 0.0125326-0.0201897j -0.00181458-0.00178544j 0.00592378-0.00380502j -0.0287818+0.0125319j -0.00837666-0.00330823j -0.0100096+0.0113217j 0.00265617-0.0154081j 0.00507937+0.0083808j 0.00291771-0.0035889j -0.00927257+0.00717251j -0.001838+0.0101303j 0.00849464+8.39848e-05j -0.0425272+0.0247391j 0.00296635+0.00298442j 0.000818863+0.0132507j -0.0233043+0.0118302j -0.0315454+0.0023839j -0.00488806-0.0241374j 0.0466888-0.00505028j -0.00743165-0.0311087j -0.0196541+0.0164031j 0.00594699-0.00398186j 2.03823e-05-0.00396237j -0.00533581+0.0010894j -0.000324663+0.0262894j -0.00627256+0.00209088j 0.000773083+0.0262309j -0.00702404+0.000437276j 0.00447878-0.00771257j -0.00229502-0.00847016j 0.00093312+0.00420734j 0.00137853+0.0087349j 0.0020336+0.00482024j -0.00913446-0.0133056j -0.00618038+0.0132231j -0.00913092-0.0118089j 0.00779984-0.00626296j -0.00976843-0.00238863j 0.0038666+0.00312858j 0.00427872+0.00476002j -0.00164763-0.00359958j 0.0126255-0.0142215j 0.00287623-0.0127017j -0.0139751+0.0205516j -0.00285574+0.00567021j -0.0054106+0.0051148j -0.000913573-0.00547019j -0.00729524+0.007759j -0.00454222+0.00339047j -0.00182901-0.00440297j 
0.00252627-0.0118412j -0.0101396+0.000373359j -4.62159e-06-0.0062864j 0.0159457+0.0136505j 0.000682697+0.00700503j 0.0104785-0.000192917j 0.0066227+0.00119217j 0.0247974-0.0171516j -0.00935736+0.00724582j -0.00571568+0.00251034j 0.00950208+0.00365135j 0.0140398+0.0142334j 0.00709909+0.00047115j 0.0129331-0.0121234j -0.00955576+0.0104023j 0.00718574-0.000310639j -0.00854519+0.00529649j 0.00175164+0.0189948j -0.00447423+0.0110543j 0.00475049-0.00788586j 0.00608075-0.000137854j 0.00990484-0.0013914j 0.00930331+0.0123158j 0.00789011-0.0103182j 0.00709125-0.00157621j 0.00482426-0.00282076j -0.0021204+0.00215304j 0.00149487+0.00807303j -0.00553332+0.00214394j 0.00278208-0.00877056j 0.00791573-0.00656984j -0.0119095+0.0115337j 0.00194763+0.00429612j -0.0160384+0.0227258j -0.0116865+0.00564887j 0.0133291-0.0068325j 0.00423229+7.38873e-05j 0.012329-0.0123173j 0.0086739-0.00659859j 0.0122059-0.00840445j -0.00615704+0.0151821j -0.0224009+0.0369884j -0.00122976+0.00386335j -0.00089374-0.00968409j -0.0245671+0.00364185j -0.0175713+0.019703j 0.0104466-0.0210746j -0.0125903-0.00708697j 0.00432208+0.0073111j -0.00792633-0.00492503j -0.000294404-0.00576375j -0.00465388-0.00448465j 0.000145447+0.00941181j -0.0120006-0.013627j -0.00190561-0.00178122j -0.00680401+9.41397e-05j -0.00213718+0.0066511j -0.00776914-0.00521177j -0.0081751-0.00497657j 0.00388877-0.00164064j 0.009742+0.00986958j 0.00501464+0.00566935j -0.005213-0.00244762j 0.00244591-0.00749226j -0.0028233-0.00545456j -0.00634786+0.00933326j -0.000714351-0.00881026j -0.0107316+0.00428771j -0.00190511-0.0141942j 
-0.00503046+0.00496345j 0.0016077+0.00493686j 0.00964531+0.00225533j -0.00369764-0.0191326j -0.0227819+0.0337838j 0.0163422-0.0245106j -0.0086714+0.0133967j -0.00583796+0.0065118j -0.00374107+0.000239748j 0.0174996-0.0162007j -0.00898452+0.0115222j -0.0131212+0.013934j 0.00271279-0.0144854j 0.00636146-0.0142006j 0.00175947-0.00617557j 0.00587493+0.00163497j 0.00681796-0.0114256j 0.0199047-0.0196678j -0.000244807-0.0100477j -0.00872909+0.00155624j -0.00723184+0.012819j -0.00948251+0.00355084j 0.0113226-0.0147038j -0.00564922+0.000447032j 0.000611356+0.00129255j -0.0293031+0.02709j -0.0181919-0.00096678j 0.00696723+0.00489951j 0.0017265-0.006282j 0.00121728-0.00878839j 0.0139625-0.00161497j 0.00899119-0.00878205j 0.00521273-0.0147831j -0.0124971-8.19759e-05j 0.00208634-0.0110942j 0.00930408-0.0134149j 0.00136844-0.00752825j 0.00582359-0.00457477j -0.00421985-0.00630745j -0.0177846+0.010422j -0.000667015-0.0088538j 0.000502421-0.0023892j -0.00290991+0.00876025j -0.00369963-0.00553243j -0.01616+0.00680648j 0.00426988+0.00464161j 0.00356737+0.0124987j -0.0100633+0.00233087j 0.000237561-0.00384242j 0.00653143+0.00289808j 0.0157126+0.00929728j 0.00939708+0.00828514j 0.00592261-0.00284218j 0.00674795+0.0065549j -0.00580056+0.000202253j -0.00557759+0.000445143j -0.0133715-0.00506671j -0.00536929+0.00382619j -0.00159298-0.00482382j 0.00494635-0.00588794j -0.000135594-0.0022382j -0.00383693-0.000662425j 0.00123093+0.000508123j -0.00265327+0.00623578j -0.01831-0.000760939j -0.00974397-0.00919485j -0.00516934+0.00444982j 0.00320736-0.000826849j -0.000400699+0.00138389j 
0.00342375-0.0154589j -0.0223832-0.00285123j -0.000189565-0.00300656j -0.00747578+0.0127029j 0.00803202-0.00896173j -0.00173661+0.0141439j -0.00152585-0.00617866j -0.00326373-0.00142922j -0.00392816+0.0130123j 0.0073928-0.0236612j 0.0135752+0.00160168j -0.000128141+0.00888525j 0.0255112+0.0120523j -0.00226956+0.0039521j -0.0024263+0.0120135j 0.00858233-0.0165992j -0.00443469+0.000630903j 0.0276253-0.0175591j -0.00814899+0.0172877j -0.00477133-0.016129j -0.0160848+0.0200266j -0.00242202-0.00349602j 0.00373419-0.000936561j 0.0134138-0.00136034j 0.0148736+0.00365855j -0.0119434+0.0299194j -0.00901479+0.00528594j -0.0014915-0.000656588j 0.00140042-0.00135717j -0.0015126+0.0127472j -0.00590111+0.0141162j 0.00913616-0.00927615j -0.00423772-0.00776871j -0.0103225-0.00935123j 0.0119426-0.00918647j 0.014555-0.0263949j 0.00713841+0.000509304j -0.0152313+0.0124109j 0.00721124-0.0115775j 0.00258543-0.0109343j -0.00649523-0.00867715j -0.0317634+0.0197761j 0.0237274-0.00792448j -0.00707348-0.00643674j 0.00957037+0.00240479j -0.0172526+0.0131015j -0.00224231-0.00209685j 0.011077-0.00423286j 0.00375662+0.000450109j 0.00644136+0.0027003j -0.00450545+0.00249231j -0.00398264+0.000571386j 0.00683314-0.0126133j -0.0138375+0.000793939j -0.0236833-0.00255439j -0.00321292-0.00667525j 0.00408109-0.00516464j 0.0083591+0.00681503j 0.0145641+0.00263461j 0.00278074+0.00364086j 0.00921648+0.0104745j 0.0196424-0.0229116j 0.00337669-0.000667163j -0.00155692+0.00732135j 0.00216099+0.00847828j 0.00852346-0.00546967j 0.00747336-0.000964902j -0.0130254-0.000740434j -0.0101119-0.00668566j 
-0.0145234-0.0122747j -0.00781143+0.00250128j 0.0281798+0.0152772j -0.00742852+0.00187817j 0.0173373+0.00243653j 0.0262754+0.0190019j 0.00311787-0.0078331j -0.0122207-0.00941212j 0.00494183+0.00928943j 0.00461664-0.00747507j 0.00495165+0.00587273j 0.016302+0.0227447j 0.0039774+0.00848283j 0.00789362+0.00296827j -0.00276643+0.00249843j 0.0178906+0.00421739j -0.00440785+0.00625595j 0.0142224+0.0207435j 0.00198787-0.000514051j 0.00643418-0.00440085j 0.000330551-0.0124051j -0.0213416-0.0154785j 0.0106433+0.00907657j 0.00721171+0.0121082j -0.000351403-0.0139239j 0.00186921-0.011893j 0.00368891+0.000569861j -0.00496708-0.00584055j -0.00312532-0.000540809j 0.0171777-0.00522995j 0.0182208-0.00272754j -0.0224174-0.0057448j 0.000481899+0.00174123j -0.0174747-0.00548732j -0.00771123+0.0125388j -0.000414262+0.00487722j 0.0209022+0.00876028j 0.0154922+0.00228718j 0.00717092-0.00192422j 0.00616671-0.000671983j -0.008307-0.00851168j 0.00910261-0.00195979j -0.00244747-0.00364566j -0.00295817-0.00679047j -0.0147956-0.00242295j -0.00486541-0.00987086j -0.000188494-0.000514314j -0.00445015+0.00132741j 0.00159386+0.00546281j -0.0185379-0.000587281j -0.0142503+0.000441832j -0.0118029-0.00312018j 0.00924168+0.00642203j -0.0102395-0.00376202j -0.0238309-0.0113868j -0.0160234-0.00499666j 0.0178934+0.00813992j 0.0180305+0.00217914j 0.00462641+0.0013366j 0.00269897+0.000139753j 0.00690941-0.00203579j 0.0101549+0.00635464j 0.0139662-0.0065023j 0.00114715-0.00443609j -0.00593297-0.00578662j -0.00592209+0.000136577j 0.00989877+0.0161849j -0.00466408+0.00253186j -0.00484426-0.00614824j 
