-0.0120714-0.0073143j 0.0087904-0.0123673j -0.00204876+0.00884461j -0.0130987+0.00967712j -0.000401836-0.000875527j 0.00948883+0.0080439j -0.000893461-0.00351024j 0.00666076-0.00621963j -0.00126143+0.00820748j -0.00908057-0.010821j 0.00676388-0.0106805j 0.0275253-0.00849345j 0.00347435-0.00938641j 0.0112158-0.000660693j 0.00744349+0.0189638j -0.0132839+0.015365j -0.00482208-0.00106884j 0.000640722-0.00651907j 0.00890539+0.0113593j -0.00369838+0.00586117j 0.000937134-1.7174e-05j -0.00877721+0.00435207j -0.00174791+0.000310446j 5.75417e-05+0.00502486j -0.00814842-0.00305817j 0.000569795+0.00909774j -0.000170842-0.00295653j 0.00555455-0.00448592j -5.3166e-05+7.94019e-05j 0.00590874-0.00225473j 0.0127035-0.00909099j 0.000733616-0.00430722j 0.00805707+0.00433157j -0.00505981-0.00057653j -0.000480477+0.00546273j -0.00551547+0.00129902j 0.0108565+0.00820908j 0.00451437+0.00213356j 0.00683708+0.00879462j -0.00830125-0.00183694j 0.0206972-0.000259187j -0.00568045-0.0454958j 0.0437191+0.0047872j 0.0184221-0.0230033j -0.0123482-0.00590363j -0.0101429-0.0309807j -0.0083755+0.00544142j 0.00330468+0.00806207j 0.00359047+0.000657061j 0.0013734-0.000733725j 0.00124669-0.00127268j -0.00116857+0.000486041j -0.00147444+0.00340207j 0.00111725-0.00517017j -0.00751687+0.00174335j -0.015168+0.00727849j 0.00922943+0.00500495j 0.00974206-0.00397955j -0.00141689-0.00710994j 0.000120726-0.0143291j 0.00682495+0.011513j -0.000226133-0.0203437j -0.00269657-0.0138812j 0.000826311+0.0129396j -0.00293876+0.00649288j 0.00297013-0.0186996j -0.0224789-0.0154922j 0.00292412-0.0547248j -0.0520433+0.00189476j 
0.00108398+0.00105857j 0.0127381+0.00767517j 0.0034851-0.00129581j -0.0127762+0.00463386j -0.00170596-0.00088668j 0.00681301-0.000421526j 0.00526468-0.0151713j 0.0159571-0.000566455j -0.0085571+0.0151053j -0.0123647-0.0101954j -0.00193924-0.00532492j 0.0185674+0.0233683j 0.00773144-0.00337128j 0.00738863+0.00996475j 0.0222781-0.00235654j 0.0177835+0.00933846j 0.00440567+0.000570281j 0.00314704+0.00781366j -0.00931037+0.010603j -0.0191021-0.00240506j -0.0238358-0.0152563j -0.0128194-0.0116886j 0.0115041+0.0180797j -0.00309155+0.0128338j 0.00526306+0.00171606j -0.0217057+0.00143208j -0.00913479-0.00390997j -0.00252711-0.00438018j -0.000114287-5.04363e-05j -0.00329531-0.00351534j -0.0023165-0.011557j -0.00231863+0.000920123j 0.0178985+0.00906724j 0.00352782+0.00535219j 0.000994195+0.0178969j 0.0230344+0.0168742j -0.00485753-0.0128653j -0.0135451-2.74458e-06j -0.0114743-0.000974728j -0.0156228-0.0202609j -0.00668086-0.0334299j -0.0145065+0.010648j -0.00407204-0.0150571j 0.0273438-0.0036284j 0.00409173+0.00370665j 0.0238618-0.00623032j 0.000600528+0.000945392j -0.0158421-0.00408871j -0.0107221-0.0085113j 0.00628183+0.00495453j -0.000718418+0.00373063j -0.0010663-0.000498285j -0.0196687+0.000795373j -0.0130397+0.00112801j -0.0252041+0.00482965j 0.00577266+0.00192806j 0.000510887-0.00331632j 0.0111804-0.0117879j 0.0033218+0.00344899j -0.01617-0.00205264j 0.000342091-0.00615775j 0.0139064-0.0210016j 0.00546565-0.00572209j 0.00423003+0.00146419j -0.000379604+0.0020909j -0.00538884-0.000240475j 0.00748978-0.00630761j 0.00763378+0.00361501j -0.00029707+0.0112022j 
-0.00768581-0.0146297j -0.00242944-0.00310165j 0.000834299-0.00238137j -0.00588452-0.0152658j 0.00853245+0.00638228j 0.000380742+0.00807122j -0.0192674-0.010255j 0.0155008+0.0167353j -0.00620461-0.00382478j -0.0056648-0.00558762j 0.017872-0.00444697j 0.0171837-0.0162058j 0.0104154-0.00548698j -0.00215166-0.0106211j -0.00323153+0.0168138j 0.0100937+0.0114199j 0.0108259+0.0150619j 0.0225177+0.0123879j -0.0080602-0.00906955j -0.0168478-0.00270239j 0.000102621+0.00710778j 0.00715726+0.00477054j 0.00425177+0.0100934j 0.00402419+0.002189j 0.0084715-0.00141518j 0.00609383+0.00367318j 0.0125168+0.0101083j 0.00249206+7.28786e-05j 0.000424906-0.000838945j -0.000441326-0.00638285j 0.0048249-0.0095433j 0.0135818+0.0096745j -0.0241063-0.00714922j 0.01597+0.000525889j 0.0287981+0.0100334j 0.00515592+0.000705902j -0.0185259-0.00597015j 0.0122415-0.0158527j -0.0373751-0.0266195j 0.0242184+0.0336077j -0.022135+0.00984323j -0.0313623-0.0016912j -0.0123076+0.0140507j -0.00462329-0.000597896j -0.0017575-0.000147097j -0.00313423+0.000521481j -0.00445821-0.00436173j -0.00163739+0.00271434j -0.00630149+0.00650661j 0.00150952-0.000349983j 0.00322023+0.000845202j 0.000458184+0.000657411j -0.00240573+0.00357436j 0.0132141-0.00201112j 0.00101648-0.00725848j -0.000417073-0.00539864j 0.000872048+0.00537679j 0.000470147-1.79004e-05j 0.00925128+0.00285419j 0.00611304-0.00161191j -0.00727755+3.66388e-05j 0.0240105+0.0141069j 0.000659931+0.0054636j 0.00343419+0.006164j 0.00221568+0.00568522j -0.00616631-0.00900433j 0.0242847+0.0120489j 0.0053068-0.00781146j 0.010218-0.0122135j 
-0.00198547+0.000935998j 0.00729346+0.00298431j 0.00313222-0.0062195j -0.0159168-0.0083287j 0.00233643+0.000458299j 0.00655405-0.0183794j 0.00279961-0.0334796j 0.0247724-0.00434303j -0.00880126-0.0111008j -0.00376909+0.00721028j 0.00198945+0.0253018j 0.0282088+0.0342265j 0.00551739+0.0146073j -0.0134774+0.00826267j -0.0321814-0.0205804j 0.00146326-0.0284588j -0.00270817-0.00196275j -0.00870164+0.0138394j -0.00283479-0.0144237j -0.00498009-0.0106171j 0.00228231+0.000902313j -0.00397962+0.0138133j 0.00629372-0.000308653j 0.00602261+0.00551525j -0.00069024+0.00726978j 0.006247+0.00954716j 0.00102237+0.00486536j 0.00440514-0.000921877j -0.000680689+0.00140421j -0.00570901+0.00892005j 0.00160565+0.0125634j 0.00461665+0.00773712j -0.00502435-0.00408184j -0.00172349+0.00429033j 0.00322876-0.00287507j 0.0099708+0.000174781j 0.00462576+0.00259293j -0.00552781-0.0115696j -0.00715633-0.0100154j 0.0231929+0.00365819j -0.0033096+0.00953065j -0.0132777+0.0071339j -0.00133414+0.00181887j 0.0109371+0.0120965j -0.00236621-0.00233204j -0.0161035+0.0117062j -0.00109194-0.00389045j 0.00630438-0.00244081j 0.00158119-0.00321579j 0.010633+0.00288576j 0.00236513-0.000194253j 0.00589059+0.000807904j -0.0094555-0.00541557j 0.0162883+0.00564981j -0.00365823-0.00745577j 0.00180583-0.00648381j 0.00812824+0.00691512j 0.0113698+0.00613306j -0.0126476+0.00599719j -0.0135626-0.000931012j -0.012035-0.00783456j 0.000115237+0.0105231j -0.00320341+0.00491692j 0.00365441-0.00364443j -0.00276964-0.00593134j -0.00714825+0.00574392j -0.00751429+0.00256884j -0.010415+0.00992788j -0.00557327-0.00943372j 
0.00295833+0.000691942j -0.000806041-0.00227423j -0.00135844+0.00887435j 0.00238263+0.00875575j -0.0082226+0.00110177j 0.000227724+0.00635518j 0.00266722-0.0042757j 0.00542091+0.00439365j -0.00233329+0.000275569j 0.0104268-0.000543391j -0.0234655-0.0375884j -0.00607178+0.00240118j -0.00613376-0.00184622j -0.0154021-0.000333297j -0.00847659+0.0317339j 0.0182192+0.0261775j -0.00610714+0.0105229j 0.00639078-0.00771425j -0.00579186+0.00973335j -0.00893598+0.00414673j 0.000237547+0.0074663j 0.00248775-0.00183753j 0.00280783+0.000269822j 0.00367071+0.00331156j 0.00405788-0.00375513j -0.000136496+0.0109523j -0.00409081-0.00186765j 0.00187654-0.00324484j -0.00397263+0.0061032j -0.00669456+0.00972193j -0.00227193+0.0017042j -0.00986218+0.00962222j -0.00345647+0.000548363j -0.00725313+0.0173351j 0.00140985-0.00323409j -0.00129897-0.00209439j -0.00939834+0.00285057j 0.00276927-0.00135007j -0.0195507+0.0101814j 0.0067796+0.00920214j -0.00926897-0.0114962j -0.0192708-0.0246217j 0.0106549-0.000890313j -0.00929342-0.0121745j 0.00353609+0.000582278j -0.00354465-0.0121859j 0.0206054+0.00818628j 0.00632626+0.00443682j 0.00483829+0.00374762j -0.00892243+0.00385507j -0.0143254+1.00077e-06j -0.00598215-0.000573363j -0.0126704-0.000721794j -0.00226554+0.00564422j 0.00778896-0.000337421j 0.00228296-0.000310796j 0.00767411+0.00637522j -0.0276737+0.00462681j 0.0167321-0.00388604j -0.000290215-0.0029218j 0.00512224-0.00296165j -0.00216641+0.00117057j 0.0203013-0.00107613j -0.00493304+0.00413605j 0.00774686-1.69477e-05j 0.0193833-0.00872692j 0.00438624+0.00548995j -0.00675124-0.00601418j 0.0075885+0.00628949j 
0.00445443-0.00213271j 0.00216632-0.00762185j 0.000158566+0.00481677j -0.00327484+0.00760251j -0.00286211-0.00249171j 0.0199092-0.00831857j 0.021551-0.000940779j 0.0194915-0.0199462j -0.000335571+0.0057294j -0.0116898-0.00656123j -0.00422664+0.00814919j -0.0119081-0.0327803j -0.00862653-0.00624879j -0.0316601+0.00687335j -0.0226986+0.017884j 0.00276287+0.0130264j 0.00554917+0.000969332j -0.00170701+0.0131713j 0.00354464-0.0022353j -0.00880085+0.00566528j -0.00549197+0.00185293j -0.0116435+0.00144785j -0.00254195-0.001911j -0.00480812+0.0012877j 0.000293047-0.00219622j 0.00357169+0.0017617j 0.00325177-0.00128945j -0.00184205-0.0128428j 0.00116023+0.00177521j -0.00403421+0.00211289j -0.0105583-0.00432995j -0.000790952-0.00989907j -0.00128988-0.001869j 0.000134627+0.0106404j -0.00251444+0.0127335j -0.00418456+0.0063644j 0.00323583+0.00336308j -0.00106688+0.00285284j -0.00624719-0.00297264j -0.00378562+0.00466346j -0.0112153-0.00378244j -0.00121703+0.00241282j -0.00146448-0.00712831j -0.0137171-0.00837276j 0.00677229+0.00296816j 0.0182673-0.00568611j 0.0207931+0.00179509j -0.00834546+0.000112734j -0.00499133+0.000384944j 0.0017818-0.00209336j 0.0122973-0.000800686j 0.0107228+0.00552329j 0.020845+0.00621827j -0.00573228-0.000716655j 0.00013336+0.000353282j -0.00230421+0.00192235j -0.00262975-0.00403516j -0.00694386-0.00267623j -0.00790973-0.00527326j -0.00467707-3.04857e-05j 0.00885985+0.00322208j 0.0135417-0.00482193j 0.00237927-0.000503965j -0.01155+0.00367678j -0.0165437+0.000992297j 0.00407836-0.00814314j 0.00735118+0.00281041j 0.00709773-0.00402706j 0.00641369+0.00567805j 
0.00385076-0.0014958j -0.0107446-0.0134515j 0.000302392+0.0039005j 0.00033895-0.000256123j -0.00330359-0.000815762j -0.00276815-0.0143639j 0.00208314-0.00554719j -0.0033568-0.0157277j -0.00277821-0.00164976j 0.0124594+0.0239699j -0.0215473-0.0262729j 0.0093499-0.00446235j -0.00217839+0.00346314j -0.0119287+0.000616441j 0.00166255+0.00488257j -0.0199448+0.0107102j -0.000967074-0.00384776j -0.0222946+0.00176148j -0.00113763-0.01011j 0.0157401+0.0108488j 0.0124304+0.00570551j 0.00930074+0.0145569j -0.00791116-0.00837887j -0.00559112+0.00221915j -0.013729+0.000915337j 0.0075629+0.00413016j -0.0149492-0.00420595j 0.00716231+0.000484069j -0.00167633-0.00427953j -0.00310312-0.00348462j 0.00741775+0.00215551j 0.000832333-0.0174178j -0.0141658-0.00576886j -0.00132179-0.013082j -0.0159469-0.00118623j -0.0344439+0.00125448j -0.00429138+0.0049948j 0.00305599+0.00173053j 0.00533014-0.00690527j -0.0104687+0.00776122j 0.00920578+0.00548251j 0.0250029+0.0132928j -0.00461454+0.00322887j -0.0319731-0.00177954j 0.00749603+0.000731459j 0.00180033+0.00404879j -0.00347043-0.00357066j -0.000558825-0.00387565j 0.0137909-0.000708206j -0.000460629-0.00220176j -0.0119891-0.000544428j -0.0105307-0.00087296j -0.0227061-0.00341358j 0.0105212-0.011585j 0.000204639+0.0112161j 0.00661036+0.00348667j -0.00435047-0.00732494j 0.0166206-0.00187382j 0.000325218+0.00350823j 0.00765219+0.00445693j 0.0130942+0.0102458j 0.00402645-0.00930862j -0.0192494-0.000144155j 0.00105458+0.00614751j 0.00243818+0.00550602j 0.00246815-0.00152988j 0.00622045-0.00203009j 0.0135836-0.00682052j -0.00277034+0.000176477j 
-0.0067699-0.00305483j -0.00372234-0.000552403j -0.00519953+0.0113628j 0.000828738+0.00237121j -0.00375039-0.000572869j 0.0075935-0.00832651j 0.0136742-0.00612926j -0.0170348+0.0148376j 0.0115019+0.00734779j -0.00807088+0.00574248j -0.00314662-0.00161776j 0.00353602-0.0072034j 0.00110412-0.00265651j 0.0167459-0.00120378j -0.012237-0.000962682j -0.0119716+0.00521286j 0.00908121+0.0108257j -0.00171097-0.00335505j -0.0118683+0.00951803j 0.00919689+0.00147141j 0.00218811+0.00133418j 0.00552814-0.00799039j 0.0061112+0.0142817j 0.00271096+0.000967969j -0.0127604+0.0222855j -0.00296589-0.0103898j 0.00395551+0.00635499j -0.00459111-0.0047193j -0.00419791+0.00469201j 0.00482252+0.0209153j 0.0107229+0.00553916j -0.00928779+0.00698759j -0.00776212+0.0123852j 0.0136038-0.00244014j 0.00443975-0.0187247j -0.0169379+0.00704984j -0.0151943+0.00348961j 0.00379743-0.00293245j -0.0134815+0.00705097j 0.00523642-0.00140593j 0.00925609-0.00449187j 0.00496265-0.000938401j -0.0160166-0.00371635j -0.00103066+0.0130372j -0.00159616+0.00982495j -0.0071939+0.00714884j -0.00438585+0.0089709j -0.00269324-0.00258331j 0.0109476-0.00820706j -0.00277598+0.00814111j -0.00172739+0.000578078j 0.0075845+0.00038746j 0.0133212+0.00165682j -0.0313453+0.00603064j 0.00205251+0.0013843j -0.015697+0.00521607j 0.00148702-0.000426898j 0.00361227+0.00577282j 0.019899-0.00549944j 0.00310073+0.000949727j 0.00323923+0.00463248j 0.0119003-0.0127192j -0.0102443-0.00495906j 0.00122961-0.00133814j 0.00521693-0.0047397j 0.00238384-0.00369453j 0.0049977-0.00440775j 0.0102619-0.00151731j -0.00409874-0.000512665j 
-0.00536175-0.017057j -0.003275+0.00867271j 0.00721506-0.00276578j 0.0130822-0.00389133j 0.00378616-0.00391153j 0.00422565+0.0203142j 0.0191017+0.00788146j 0.0166901+0.0160426j -0.00432805-0.00261912j -0.0046863-0.017397j -0.0102926+0.0216581j 0.0279595+0.0353899j -0.00581175-0.00272186j 0.00541106-0.000634267j 0.0022725+0.0206757j 0.00287712-0.0259271j 0.00976712+0.000786709j -0.0144107-0.00891687j -0.00589239+0.0141341j 0.000434379+0.00057489j -0.00579337+0.00275369j -0.00317832-0.00418291j -0.0018927-0.0115431j -0.00887938-0.0116997j -0.00727741-0.02548j 0.00536246+0.0128857j 0.00653959+0.0084582j 0.00450365+0.00984165j -7.32331e-05-0.000676583j -0.0153362-0.00311291j -0.00810856+0.0103309j 0.00248412+0.00402662j 0.00963182-0.00920187j -0.0146226+0.00897042j -0.00375368-0.00149542j 0.0293664-0.0190116j -0.00275482+0.00158083j -0.00632898+1.04125e-05j 0.0183215-0.0049744j -0.0055349+0.000311149j 0.016316+0.0296552j 0.00723418-0.00746706j 0.0369406+0.019547j -0.0250114+0.00249806j 0.000321503-0.00169511j 0.000549514-0.00170499j -0.00205221-0.00893777j -0.00368786+0.00481683j 0.00705374+0.0102497j -0.00604355+0.00505287j -0.00457899+0.00483088j -0.0011314+0.0020439j 0.0108301-0.000668695j -0.00505744+0.00108188j 0.0132492-0.0046868j 6.8229e-05-0.00645127j -4.23714e-05-0.00414344j -0.0107308+0.00787364j -0.00354483+0.00223539j -0.00790895+0.00583712j -0.0147847+0.00143627j 0.000746051+0.00453089j 0.00843807-0.0112636j 0.00904553+0.00600641j 0.00733133+0.00325304j -0.0121658-0.00835323j 0.00808332-0.0165986j -0.0112546-0.00056772j 0.00590084-0.0148331j 
-0.00811064-0.00655867j -0.00745835+0.00217873j 0.00217473+0.00952844j 0.0172855-0.00773043j 0.00269878-0.0127952j 0.00203817-0.00500208j 0.0147368-0.00421176j 0.014986-0.0108659j -0.00922966+0.0140158j 0.00280616-0.0167299j 0.0221122-0.0246155j -0.0169954+0.0173379j -0.00500205-0.00363597j -0.0115079+0.0070478j 0.0104298-0.00362189j -0.0231683+0.00413944j 0.00860766+0.0133218j 0.00660828+0.00331783j 0.0166965+0.0020716j -0.000866373-0.00867202j 0.00162122+0.00576243j -0.00928461-0.00628677j 0.0179844+0.00423722j -0.00206738+0.00102972j 0.000229468+0.0156293j -0.0150226-0.0104987j 0.00590851+0.0034339j -0.00211683-0.0012921j 0.00812599+0.00565357j 0.00960109+0.0122239j 0.00822014+0.00342219j 0.0180303+0.0216227j 0.0003053+0.0116492j 0.0181265-0.000232829j 0.00934408-0.00715641j -0.0176196+0.00652569j -0.000467771+0.00213447j 0.00848414-0.0156382j 0.00393357+0.0166293j -0.00873099+0.00169414j 0.027722+0.00381272j 0.00198982-0.0188399j -0.00695764+0.0116888j -0.00418921+0.0102449j -0.00140864-0.00721057j -0.000662611-3.79823e-05j -0.0109054-0.000168564j 0.00123894-0.000297544j 0.00250216+0.00205089j -0.00182789-0.000378741j -0.00502978-0.00609376j -0.000799646-0.00469728j -0.00180105-0.000748672j 0.00117857+0.00121034j -0.000461693-0.0119885j 0.000673546-0.00267048j 0.00134698+0.00910843j 0.00227203+0.00606571j 0.00458952-0.00314424j -0.00512961+0.00102821j -0.00185011-0.00515601j 0.0015788+0.00530223j 0.000277574+0.000388562j 0.00615682-0.00213621j 0.00692095-0.00344977j -0.00579012+0.00143127j 0.00565837-0.000651427j -0.000278946-0.00550935j -0.00213958-0.00579173j 
-0.00805814-0.000394891j -0.00237177+0.0034706j 0.00124031-0.00916585j -0.000896419+4.16335e-05j -0.00686412+0.02078j 0.0179363+0.00812395j 0.0159235+0.00809073j -0.0117515+0.0202479j 0.0207289-0.0272588j -0.0268708+0.0124293j 0.013268+0.00276428j -0.0229056+0.0182209j -0.00165919+0.0118454j 0.00677395-0.000575318j -0.0137102+0.0246997j -0.0125698-0.00815452j 0.00424198-0.0102689j 0.00616394+0.00141422j 0.00162524+0.00344196j 0.00327488-0.00509054j -0.000507827-0.0105902j -0.00149176+0.0014858j 0.00535613-0.00262768j -0.00519481-0.00129069j -0.0218531-0.00687516j -0.00506625-0.00123572j -0.00441501-0.00475451j -0.0018613+0.00077328j 4.24318e-05-0.000386336j -0.00547995-0.00379103j 0.00548207+0.00236377j -0.00878089+0.000906756j -0.00229801-0.00526929j -0.00263053-0.0100399j 0.00948714+0.0046578j 0.00600631+0.00595042j -0.00129726+0.00144118j 0.0200864+0.00253543j -0.00248078-0.00958316j -0.00989098-0.0104552j 0.0201542+0.00831573j -0.00930107+0.0102712j 0.00991343+0.011634j -0.00472831+0.00238084j -0.00354665-0.0046564j -0.00759282+0.00293448j -0.00976843-0.0103759j 0.00393851-0.0042335j 0.00144945+0.00172565j -0.00411543-0.00235925j -0.0065753-0.00347383j -0.00632269-0.000345111j -0.00908989-0.000583124j 0.00462491-0.00676553j -0.00330077-0.00166748j 0.00995181-0.00365386j 0.0009183-6.07087e-05j -0.00138889-0.00297809j 0.00129143+0.00626415j -0.00363174+0.00121174j 0.00105991-0.000302236j 0.000465689+0.00205874j -0.00298308+0.00262328j 0.00892439-0.0011642j 0.00849774+0.00264508j -0.00635015+0.00597981j 0.00074064-0.00493335j -0.00713051+0.00204442j -0.00239814-0.00950673j 
0.00621614-0.00153324j 0.000450264-0.00803854j -0.00762165-0.00296482j 0.0029253-0.00444907j -0.0107596+0.0233336j -0.00420589+0.0131375j 0.0314626-0.0427611j -0.00515079-0.0138194j -0.00703982+0.00348078j 0.013184+0.00798541j 0.0013846-0.0219584j -0.00837355-0.0135648j 0.0211393-0.0129412j 0.0158878-0.00878903j -0.00678528+0.0029258j 0.00800485-0.019142j 0.0111624-0.0158442j -0.00823439-0.00535938j 0.00230931-0.00470248j -0.0241792-0.00350022j 0.0108559+0.0087538j -0.000390254+0.000686396j 0.00318116+0.00840911j -0.0102791+0.00647688j 0.0179984+0.00513378j -0.00265508+0.000491147j 0.00279586-0.00177284j 4.2895e-05-0.00171683j 0.00477144+0.00301662j 0.00814863-0.000225557j 0.000554968-0.00734025j 0.0103802+0.0113364j 0.00434885-0.00471091j 0.00671832-0.00111224j 0.000618603+0.00941956j -0.000651685-0.000884652j -0.000142851+0.00406338j -0.0112994+0.00494732j -6.57018e-06+0.0122945j 0.0155387-0.00984621j -0.00462053-0.0114431j 0.0070403-0.00812745j -0.00168901-0.00185131j 0.011291-0.0066947j -0.00424875-0.00460386j 0.00933666-0.00665153j -0.00254279+0.00259674j -0.00365217+0.000638371j -0.00471711+0.000514703j -0.00841061-0.00300854j -0.00431567-0.00226983j -0.00353043-0.00240722j -0.00815679-0.000915357j 0.00867488+0.00488036j 0.00420455+0.000805087j -0.00292656-0.00382698j 0.00449523+0.00584183j 0.000789844+0.00045573j -0.00192227+0.00277686j 0.00313339-0.00893027j -0.00818474-0.0045484j 0.000260609+0.000473903j 0.00650751+0.00536364j -0.00351354+0.00146477j 3.22494e-05+0.0014178j 0.00827778-0.000258017j 0.00113888+0.00768055j 0.00619589-0.00219184j 0.000830562+0.00747779j 
-0.00261536+0.00515726j -0.000742306-0.00148548j -0.00472754-0.00275668j 0.00803265+0.00252394j -0.00626894+0.00510884j 0.00123274+0.00252831j -0.000545758+0.0168051j -0.0154984-0.00656408j 0.00264155-0.00246326j 0.0233929-0.000387034j -0.0394421+0.000195206j 0.0137209-0.0271028j 0.0144087+0.00173814j -0.00334229+0.00554494j -0.00536863+0.00303161j -0.0183434-0.00121141j 0.00442622-0.00394097j -0.00760611+0.0123615j 0.0128142+0.00259204j 0.00312616-0.0106473j -0.0107243-0.00827144j -0.00596919-0.00273145j 0.0186107+0.000876574j 0.000302227-0.00478681j -0.00187462+0.00607126j -0.020595-0.0187048j 0.00269441-0.00448869j -0.00639911-0.00828912j 0.0117901+0.00705331j 0.00942417+0.00703246j -0.0106135-0.0046192j 0.0274727+0.00605821j -0.00604068+0.00970449j 0.0311465-0.00496124j 0.0229349+0.00435332j -0.0144651+0.015015j -0.00522743+0.00576611j 0.0207488-0.00233083j -0.000635576+0.00994861j -0.0313969-0.0129093j 0.0120414+0.00780448j -0.0148815-0.00188139j -0.0121605+0.00676621j -0.00250447+0.00552691j -0.00900573-0.00907202j -0.00350888+0.000651518j -0.00948944-0.00406816j 0.00147688-0.0038403j -0.00623193+0.000930636j -0.00468794-0.00818767j 0.00260323-0.00347114j -0.00102815-0.00811902j 0.0102825+0.00537925j -0.00941109-0.00499619j -0.0151392-0.010987j -0.00309156-8.9368e-05j 0.00112681+0.00281335j 0.00115303-0.00246514j -5.55535e-05+0.000950298j -0.000260039-0.00201741j 0.00608901-0.00231663j 0.00629174+0.0027765j -0.0061094+0.0034125j 0.000423042-0.00713737j 5.16084e-05-0.00369056j -0.0030873+0.00727569j -0.000702428+0.00690175j -0.000701784-0.000235176j -0.00539971-0.00814665j 
-0.00516093-0.00769954j -0.00319128+0.000615643j 0.00198307+0.000769067j 0.0177655+0.00755809j 0.0048696-0.00896935j 0.014164+0.00515287j -0.0214036-0.00251551j 0.0173916-0.00823355j -0.00423955-0.000311573j 0.00708013+0.00106197j -0.0178595-0.000962204j -0.0243334-0.000908743j 0.0251426+0.0085067j 0.00526856+0.00475714j -0.000933662-0.00728394j 0.00725193+0.000395333j 0.026814+0.00982663j 0.00792293+0.0027246j 0.0101383+0.0011372j -0.00361471+0.001011j 0.00513577-0.00261411j 0.013677-0.000824286j 0.0121802+0.00493237j 0.00122351+0.00804442j 0.00109774-0.00956516j -0.00836931-0.00577462j 0.0111812+0.00147785j -0.00662724-0.0118659j -0.00026235+0.002087j 0.0203001+0.0073991j 0.0249166+0.00276961j -0.0178693+0.00445282j 0.0210924-0.00519434j -0.0126424-0.010134j 0.000488128+0.00586256j 0.0209253-0.00013103j 0.0156508-0.0146492j 0.00958004+0.00818908j -0.00350121-0.0140102j 0.0156565+0.00324883j 0.018244-0.0055993j -0.00542319+0.00478144j -0.00176463-0.0155127j 0.0337987+0.00154654j -0.00483399+0.000632511j -0.000637804-0.00559487j -0.0087505+0.000301848j -0.0126245+0.00192917j -0.00390081-0.00123402j -0.00400911+0.00169321j -0.0118808+0.00296108j -0.0102012+0.00154041j 0.00168126-0.001722j 0.00338615+0.00399502j 0.024924+0.00771396j -0.00576483+0.00147276j 0.0107686-0.00238144j -0.00421793-0.00202395j -0.00334743+0.00457905j 0.0129613+0.00637023j -0.0107779+0.00161266j 0.00389766-0.00186096j -0.00545185+0.00148063j -0.00572705+0.00153819j 0.00431084+0.00227061j 0.0138508+0.000792373j -0.00664459-0.00930188j 0.00206669+0.00359576j 0.00198347+0.00838423j 
0.00812835-0.00191909j 0.00214637-0.00918616j 0.00927957-0.00514763j -0.000122319+0.00417473j -0.00777345-0.00473886j -0.011572-0.0174534j 0.0148435-0.00143157j -0.00783313-0.00725544j 0.00675975-0.00332764j 0.00482993+0.0311812j -0.0107783-0.000332977j -0.0169175-0.00441249j -0.00181979+0.0157428j -0.00344877-0.0145862j 0.000899559-0.0114574j -0.00131265-0.00504166j 0.00730422+0.00827542j 0.0115296+0.00679248j -0.00101977-0.00325299j -0.00648355+0.0229739j -0.0140154-0.00114464j -0.0163521+0.016473j 0.00640512+0.0117259j -0.00071132-0.00546786j 0.0296131-0.00545016j -0.0212274-0.00461147j -0.00585682+0.00225271j -0.00710001+0.0114372j 0.0092096-0.00445561j -0.000231235-0.0126711j -0.0225425-4.51667e-05j 0.0148426-0.000928862j 0.00503468-0.0228612j -0.0035419+0.0183954j 0.0154596+0.00869077j 0.025904-0.018399j 0.015223-0.00764158j 0.00511275+0.00427675j 0.0294284-0.036033j -0.0274843+0.013433j -0.00505111+0.0178828j -0.00658206+0.00495939j -0.00436072-0.00686726j -0.00481078-0.00433589j -0.00983727+0.00820449j -0.0134503+0.0043861j -0.00170571-0.0040533j 0.00775621+0.00393557j -0.0043187+0.00892088j -0.0124867+0.00754945j -0.0109244+0.00371809j -0.00345157+0.00276092j -0.00418951-0.00360884j 0.00339038-0.00205783j 0.00116249-0.0120764j 0.00275815+0.000829975j 0.00476673-0.00589648j 0.0124013+0.00571031j 0.016079+0.0100681j 0.00210479+0.00698024j -0.00286711+0.00882601j -0.000463431+0.00220267j -0.00597674-0.00170554j -0.0112974+0.00494501j -0.000861538+0.00342121j 0.0187382-0.00378965j -0.00288134+0.00591072j 0.000489448+0.00139135j 0.000263578-0.0099228j 
