0.0015041+0.0099587j -0.0103337+0.00248203j -0.0063754+0.00144858j -0.00112919-0.00603835j 0.00167601-0.00128917j 0.00318534-0.00288591j -0.00340327-0.00412526j -0.00212894+0.00123942j 0.00029204-0.000653436j 0.00052391-0.00129428j -0.00149056-0.00118154j -0.00569692-0.000205377j 0.00173399+0.00765907j -0.00727634+0.00249315j -0.00174839-0.00160473j -0.000498324+0.00165157j 0.000785941-0.00332352j 0.000241651+0.00127216j 0.00611824-0.00105655j -0.00150787+0.00199514j -0.00451696+0.000894719j 0.00307402+0.000277182j 0.00108247+0.00256642j -0.0045879+0.00321135j 0.00494679-0.00205154j 0.00155769+0.00134062j 0.00232805+0.00113096j -0.00358867+0.00166978j -0.00162132+0.00596821j -0.000482706-0.00210188j 7.15101e-05-7.00866e-05j 0.00546386+0.00181735j -0.00374599+0.00207368j 0.00214245+0.00226396j -0.00142393+0.00225113j 0.00431686-0.000794447j 0.000832284-0.000792901j 0.00237837+0.00702337j -0.00143181+0.00629667j -0.00185514+0.000518093j 0.00470922-0.00447083j -5.3424e-05-0.000590551j 0.0022772+0.0037001j -0.00077333-0.0027552j 0.00131029-7.73761e-05j 0.00310848+0.00117784j 0.00190815+0.000429131j 0.000706917+0.00056598j 0.00443371+0.00068404j 0.000230476+0.00330515j -0.00332764-0.00200806j -0.000122518-0.000271757j -0.000589488+0.000713801j -0.00168888-7.63799e-06j 0.00469996-0.00625374j 0.00441132+0.0125866j 0.014843-0.00703341j -0.002283-0.00627333j 0.00723308+0.0028774j 0.00567323-0.000457315j 0.00325415-0.00477322j 0.00296977+0.000426872j 0.00361918-0.00410672j -0.00384521+0.00153231j -0.00817118-0.00486816j -0.00586659+0.00992163j -0.00464725-0.00487824j 0.0173569+0.0150657j 0.0168474-0.0155881j 
0.00385615+0.00182648j 0.00111739-0.00307295j 0.0032391+0.00172643j 0.00262161-0.000850928j 0.00196164-0.00288081j 0.0078128-0.00143939j 0.00434932+0.00330632j -0.00356993-0.00137902j 0.000372116-0.0069428j 0.00288382-0.000506276j 0.000448492+0.00361287j 0.00741604-0.00233829j 0.0101048-0.00474337j -0.00363702+0.00289784j 0.00219954-0.00121892j -0.0113466+0.00166645j 0.000445594-0.00891718j 0.0071436+0.000523797j -0.00609696+0.00607088j -0.00746573-0.00177951j -0.000680251+0.00464111j 0.00458994-0.00422518j -0.00127282-0.00761767j -0.00136235-0.0104302j 0.001121-0.0048671j -0.00301125+0.0021626j -0.0056382-0.00641501j -0.000810688-0.000106962j 0.00179462-0.00482929j -0.00454152-0.00759267j -0.011399+0.00628721j -0.00427155+0.00654955j -0.00800342-0.00445279j 0.0072526+0.00747007j -0.000136893-0.00394623j 0.00115757-0.00633723j -0.00919607-0.00872422j -0.00619468+0.000914849j 0.00491342+0.00438012j 0.00333864+0.00343073j 0.00868892-0.00787491j -0.00607658+0.000559937j -0.00133863-0.000314926j 0.00623245+0.0106715j 0.00317513-0.00251288j 0.000282836-0.000864912j 0.00434133+0.00651073j -0.00295576-0.00140357j 0.00604199-0.00368525j -9.11646e-05-0.00459981j -0.00401516+0.00200175j -0.00157077+0.00356917j 0.00303836+0.00118182j 0.00394861-0.00250647j 0.000611261+0.00235372j 0.000729916-0.00146602j -0.00727024-0.000742917j -0.00282049-1.26086e-05j 0.00326061-0.00175486j 0.00263735-0.000385596j -0.000353528+0.00126503j 0.000381781-0.00133551j 0.0013705+0.00227621j -0.00435114+0.00131796j -0.00230174+0.00138056j -0.00147686-0.00184586j -0.00097057+0.0031347j -0.00233013+0.000656445j -0.000450908-0.00108619j 
0.00242234-0.00195441j -0.000288275-0.00232554j 0.000278617-0.0017856j 0.00032479-0.00280226j -0.00332497+0.00246059j 0.00111611+0.00198891j 0.00164788-0.00398371j 0.00067044+0.0036977j -0.000521951+0.00333746j 0.00266148-0.00443971j -0.00044705-0.00101318j -0.00234768-0.00870712j 0.00713058-0.00145486j 0.00405718-0.000568036j -0.00127024+0.00744956j 0.00604789-0.00497179j -0.000601221-0.00590004j -0.000328184-0.00159923j 0.00340278+0.00162276j 0.00187368+0.0023515j -0.000509434+0.0024671j -0.00755828+0.00234522j 0.00108299-0.00196861j 0.00196729+5.2818e-05j 0.00108767+0.00311744j -0.0028893+0.00147223j 0.00855009+0.00248228j 0.00370436+0.0100898j 0.00402428+0.000186305j 0.00898682+0.0130184j -0.00338786-0.00713253j -0.00155781-0.00396384j 0.0104891-0.00851304j 3.15357e-05+0.0126128j -0.00215549+0.00430158j -0.00255156+0.000334054j 0.00492708+0.000524604j 0.000646114-0.00335336j -0.000241625-0.00574865j -0.010014+0.000890048j -0.00823938-0.00417014j 0.00153651+0.00383694j 0.00324529+0.00329927j -0.00759684+0.00442432j 0.0010385-0.00101908j -0.00439477+0.00245511j -0.0110723+0.00367491j 0.00337641+0.000127438j -0.00386762-0.00451192j 0.00270272+0.0025264j 0.00487294-0.00231169j -0.00473951-0.00290562j -0.00534121-0.000223037j 0.00175394-0.00258961j -0.0052591-0.00431917j -0.00180044+0.00346701j 0.00305071-0.00168391j 0.00348854-0.00588927j 0.00485686+0.00541956j -0.00088997+0.000624816j -0.00513394-0.000745855j -0.000329217-0.000905226j -0.0024343+0.00188823j 0.00255896-0.00305459j 0.00202+0.000118663j -0.00371949+0.000901817j 0.00205518+0.00217599j -0.00379452+0.00141336j -0.00356583-0.000506142j 
-0.000430049-0.00291088j -0.00429391+0.00157657j 0.00361488+0.000401715j 0.00178642+0.000276557j -0.00278433+0.00221485j -0.00467549+0.00277931j 0.0024748+0.00341958j -0.00564798+0.00212363j -0.0065794-0.00183741j 0.000236353-0.00370176j -0.000167688-0.0011018j 0.0041274+0.00387444j 0.000217254-6.58033e-05j -0.00392611+0.00384839j 0.0024204+0.00192824j 0.00351571+0.0100855j -0.00255843-0.0035843j -0.0166024-0.0032825j -0.00594723-0.00370254j -0.000619411+0.00158817j 0.00697299+0.00617998j -8.10804e-05-0.00449381j 0.000245288+0.00143069j 0.00451372-0.00394851j 0.00568017+0.00298297j -0.00192462+0.00234567j 0.00296715-0.00982111j 0.00337272-0.00628321j -0.0123879-0.00615334j 0.00326432-0.00761125j 0.00039145-0.00257651j 0.0032114-0.00427802j -0.0104899+0.00483346j -0.0052963-0.00135518j 0.00556202+0.000524483j 0.000605519-0.0133755j 0.0102518+0.00110852j 0.00520138+0.00188278j -0.00813084-0.00804663j -0.00727479+0.00161967j -0.00356376-0.00165334j 0.000321527-0.00140055j -0.000699577+0.000197862j 0.00241767+0.00183811j 0.00318181-0.00205452j -0.00100129-0.00333622j -0.00157014-0.00127847j 0.000349577+0.000738405j 0.000440017-0.00517845j 0.00622362-0.000368763j -0.00393722-0.00116621j -0.00168917-0.00435469j 0.000227192-0.00382591j -0.00660091+0.000619412j -0.000543355-0.0014214j 0.00218795+0.00137325j 0.000474508+0.00252067j 0.00344621+0.000934546j -0.000639074+0.000970071j -0.000249522+0.000650688j -0.000300927+0.000945556j -0.00387904-0.00034823j -0.00145358-0.00103704j 0.00252162+7.76358e-05j -0.000565731+0.00202892j -0.00109326+0.00344395j 0.00187973+0.000461702j 0.0044488+0.000389972j -0.00164474+0.000727089j 
-0.000885037+0.000961794j 9.41256e-05-0.00171006j -0.00289825+0.00361116j 0.00424727-0.00353332j -0.000534406+0.000386781j -0.00194392+0.00666348j -0.00262351+0.0035987j -0.000701175-0.00296797j -0.00444684+0.00261044j 0.00420472-0.0025586j 0.00608127+0.00334192j -0.00697629-0.000764463j -0.00420049-0.00588381j 0.0053195-0.000122125j 1.0616e-05-0.000781158j -0.00614366-0.0044907j -0.00501649+0.00388677j 0.00606452+0.000311837j -0.000530814-0.000289262j 0.00403361-0.00687216j -0.00911818-0.00177567j -0.00885674-0.000680502j 0.000671219+0.00294581j -0.0032393+0.00525182j -0.000745682-0.00181587j -0.00190102-0.00361642j -0.00322253-0.000476647j -0.00380916+0.00599917j 0.0186002-0.0112621j -0.00525001+0.00726888j 0.000838078+0.00271616j 0.00289096+0.00290982j -0.00596352-0.00168134j -0.0071143-0.00151681j -0.00730785-0.00724531j 0.00308334+0.00282976j 0.00125236+0.00325907j 0.00564299-0.000946562j 0.00490351-0.00401917j 0.00262436-0.00470445j 0.00377556+0.000974045j -0.000215345-0.0012525j -7.71122e-06-0.00218602j -0.000856743+0.00498592j 0.00288995+0.00118655j -0.00295788-0.00359317j -0.00538894+0.0069386j 0.000508643-6.54138e-05j 0.00365137-0.00308205j 0.00652406+0.00294112j -0.000972937-0.00210457j -0.00449724+0.00105933j -0.00275161-0.00207918j 0.00143604-0.00351599j -0.00132271+0.000301819j 0.00179243+0.003723j -0.00459157+0.00402404j 0.00180453-0.000249395j 0.0035207+0.000642034j 0.000896282+0.00328201j -0.00786787+0.000712836j 0.00161548-0.00221382j -0.00199756+0.00160339j 0.00363406-0.00248551j -0.00138912+0.000235169j -0.0013428+0.000947089j -0.00259418-0.00178891j 0.000171324-0.000604037j -0.00275618-0.000341439j 
-0.000698752-0.00272794j -0.00161151+0.00378789j -0.00157832+0.000897799j -0.000700338-0.000760577j 0.000195791+0.00069244j 0.00246898+0.00104242j -0.00358042+0.00154121j 0.00590333+0.00214429j -0.00365756+0.00509465j 0.00250648-0.00106147j 0.00149929+0.00401562j -0.00279558-0.00120809j 0.000279253+0.00102516j -0.000900668+0.00398498j -0.00376879+0.00252748j -0.0015345+0.00038369j -0.00160491+0.00550921j -0.00206712-0.00351707j -0.00354875+0.00157312j -0.00332536+0.00314444j -0.00828046+0.00733014j -0.00183013-0.000537736j 0.00395342-0.00430255j 0.00518391-0.000657726j -0.0108846+0.00356687j -0.00438625+0.00032951j -0.000663687-0.000550067j -0.0115627+0.00685001j 0.000182153-0.0039662j 0.0029893+0.00453309j -0.00324202-0.00548187j -0.0129419-0.00647386j 0.00274475+0.000396628j 0.00455441-0.000575636j 0.00144387-0.0102298j 0.00964946+0.000247014j -0.00434631-0.00400656j -0.002136+0.00335362j -0.00234586+0.000429884j 0.00622343+0.00932407j 0.000129585-0.00504677j -0.00490987-0.0021343j -0.00158246-0.00211629j 4.51876e-05+0.00492838j 0.000683403-0.00553234j -0.00223036+0.00132607j 0.00332274+0.00149533j -0.00042315-0.000709751j 0.00415417-0.000885885j -0.00870441-0.0016678j -0.00184283+0.00205918j 0.00226553-0.00119425j 0.00234755+0.00128218j -0.00134864-0.00174771j 0.00107148+0.000129613j -0.000911232-0.00637048j 0.000723832-0.00190501j -0.00574284+0.00303702j -0.000875965-0.00198059j -0.00128013+0.00249528j 0.00228414+0.00341223j 0.00248905-0.0028668j -0.000437416-0.00171935j -0.00396749+0.000534969j -0.00290709+0.00125335j 0.00131494+0.000539444j 0.00165804-0.000950605j 0.00420277+0.000729748j 0.00322612+0.00145696j 
-0.00436257+0.000478979j 0.00159853+0.00194528j -0.000873477+0.00143094j 0.00210745+0.00329611j 0.00149225-0.00214289j -0.0003705-0.00117697j 0.00441124+0.00304514j -0.00352741-0.0011018j -0.00178642-0.00196625j -0.00529565-0.004694j 0.00563695-0.00729378j 0.00490342-0.00450015j -0.00501589-0.00328034j -0.00149269+0.00231242j 0.00339139+0.00341836j -0.00382116-0.000323277j -0.00534231-0.00829244j -0.00122424+0.00190481j 0.00412267+0.00194665j -0.00730744+0.00805016j -0.00635772+0.0020095j -0.000940939+0.00364854j -0.00179604+0.00162727j -0.00988089+0.0146617j 0.00739181+0.00194268j -0.00190506-0.000863997j -0.00365495+0.00115509j -0.00829662+0.00780464j 0.0098234-0.00593923j -0.00394908-0.00242478j -0.0028175+0.00618732j -0.00180543-0.00880897j 0.000810369-0.00518783j -0.00451481-0.0111026j 0.00740173+0.0021317j -0.000944686-0.00266578j -0.0014103+0.00972142j -2.61811e-06+0.0019525j 0.00315803+0.00196825j 0.00443809+0.00197126j 0.00655545-0.00203413j 0.00428372+0.00489967j -0.000110193+0.00323949j 0.00143815+0.000904473j -2.98049e-05-0.00866143j 0.0019576+0.00179095j -0.00154839+0.00296044j 0.000476713-0.00189953j 0.00129823-0.000206477j 0.000860724+0.00123467j -0.000239565+0.00340872j 0.000281691+0.00189935j 0.00582291-0.00113186j -0.00430456-0.00448505j 0.000413858+0.00165713j -0.00150362-0.00445016j -0.00333456+0.00233064j -0.00125406+0.00282102j -0.00414605-0.00258204j 0.0054767-0.00414637j 0.00274663-0.00145925j -0.000939453-8.33924e-05j -0.000153693+0.000521763j -0.000910487+0.00045685j -0.00131564-0.000598821j 0.00230284-0.00170218j -0.00234127+0.00115707j 0.00529663-0.00145381j 0.00302417-0.000804673j 
-0.00131776+0.00195991j 0.00348504+0.00229795j 0.0023524+0.000810893j 0.0027907-0.0013169j -0.00494374+0.00287194j 0.00302263-0.00170043j 0.000910383+0.00362264j 0.0065988+0.00294262j -0.000708196+0.00276225j -0.000545626-0.00357037j -0.000729767-0.00524895j -0.000414102-0.00236744j -0.00157812+0.000397281j 0.00244927+0.000825005j 0.00058096+0.00893437j 0.00638669+0.001512j 0.00212904+0.00373275j 0.00382249-0.00251433j -0.00330087+0.00370219j -0.0021445-0.0008906j -0.0121162-0.00302371j -0.000436566+0.00437176j -0.00213628-0.0129355j 0.00283482-0.0110973j -0.00788711-5.58023e-05j -0.00365827-0.00145013j -0.00281809-0.00938963j -5.4795e-05+0.00208945j -0.000440909+0.0114184j -0.00248051+0.00938546j 0.00884192+0.00335082j 0.00502272-0.00182121j 0.00104816+0.0217069j 0.0107687-0.0134359j -0.00333162+0.00273007j -0.0116107+0.00641195j 0.00682185+0.00718325j 0.00236489-0.002256j 0.000952106+0.00235588j -0.00519302+0.00101989j 0.00423388+0.0120856j 0.00436057+0.00712721j 0.00028593-0.00122886j 0.00181607-0.00764397j 0.00733599-0.00124772j -0.00924294+0.00209816j 0.00211453+0.00126429j 0.00555+0.00714164j 0.00218372+0.00307922j -0.00423061+0.00734066j 0.00271712+0.00113079j 0.00117333+0.000297808j 0.0015818-0.000151452j 0.00207464+0.00294883j -0.00180025-0.00139797j -0.00182984-0.00131762j -0.00109627+0.00257207j -0.00229199-0.00338669j -0.000660427+0.000279705j 0.00257619-0.0007622j -0.00387536-0.00374574j 0.000559493+0.000700064j -0.00179946-0.00248708j -0.0048855-0.0023297j -0.00050202+0.000289653j 0.000302382-0.000934025j -0.000378304+0.00150643j -0.000811991-0.000907575j 0.00337793-0.00155848j 
-0.00134308+0.00370606j -0.0019483+6.23684e-05j 0.00330819-0.00214268j -0.000585432-0.00206209j -0.00107885-0.000843502j 0.00188293-0.000808158j -0.00354133-0.00362267j 0.00446738+0.00270714j 0.000209772+0.0047475j 0.00295558-0.00205407j 0.00106984-0.00197016j 0.00327879+0.000345202j -0.0043266+0.0045998j -0.00270931+0.00479214j -0.00413095-0.00401043j 0.00117229-0.00248846j -0.00227134+0.00130334j 0.00257761-0.00414492j -0.00189454+0.00476139j -0.00585524-0.00574158j -0.00427163-0.00304963j -0.00204513+0.00592889j 0.00741141+0.00776428j 0.00105714+0.00246351j -0.00569638+0.00177492j -0.000586113-0.00144555j -0.00248815+0.0061549j -0.00279397+0.00117359j -0.00183993-0.00702815j -0.00110444+0.000727919j 0.00172288-0.00503664j -0.00655168-0.00304065j -0.0103768-0.00931465j -0.00096732+0.00823423j -0.00651912-0.003838j 0.00128982+0.0012148j -0.00156647+0.00178244j -0.00434445-0.00139875j -0.0083909-0.00642964j -0.006299+0.00874333j 0.0013383-0.001309j -0.00233038-0.00987921j 0.00247688+0.00104116j 0.00478272+0.00362839j -0.00300484+0.00144546j -0.00154913-0.00767814j 0.00422422+0.00314068j -0.000905091+0.000892864j -0.0019723-0.00246646j -0.00128353-0.00136178j -0.00232993+0.00302004j 8.03989e-05-0.00151869j 0.00260783+0.00289184j -0.000736604-0.00355104j 0.00288648+0.00398472j -0.000274854-0.0017925j -0.00210133-0.00199265j -0.00242924-0.000990337j 0.00342796-0.000880626j -0.00179328+0.000569155j 0.00115031+0.00113857j 0.00151972+0.000587802j -0.00111712+0.000687607j -0.00544549-0.000235954j -0.000732386-0.00167132j 0.000197929-0.00250686j 0.0036799-0.00162428j -0.0039963-0.000412764j 0.00119126+0.00187231j 
0.00186795-0.000812527j -0.00100588+0.00167378j 0.00182987+0.00628393j -0.0013776+0.000164431j -0.00187153+0.00074876j -0.00399703+0.00262754j 0.00115212+0.000456929j 0.000474527-0.00418868j 0.00686999+0.0028112j 0.00302414+0.00326476j -0.00223836+0.00102741j 0.000542544+0.00360501j -0.00497734+0.00619054j -0.00289208-0.00353841j -0.00339226-0.00274785j -0.00130704+0.00771019j 5.32865e-06+0.00844544j 0.00159869-0.00757935j 0.000700133-0.00051054j 0.00204924+0.0016377j -0.000816482+0.000318548j 0.0048631+0.000920067j -0.00451249+0.00888939j 0.0101432-0.00570927j 0.00637232-0.00862119j 0.00620473+0.00178482j 0.00400942+0.000256884j 0.0111609+0.00932969j -0.000195691-0.0138737j 0.00433062-0.00183779j 0.0104697+0.00659942j 0.00189515+0.0018391j -0.00701799-0.0153172j -0.00688137+0.00514506j -0.000236265+0.00161622j 0.00587016-0.00456799j -0.00224649+0.00148986j -0.00301516+0.00516811j 0.00194283+0.00478936j -0.00597587-0.00470097j 0.00214153-0.000903319j 0.00526243+0.00594645j 0.00695377+0.00525447j 0.00246246+0.00312084j -0.000535064+0.000922336j -0.00349731+0.00392989j -0.000681562+0.00357314j 0.0035905+0.00271771j -0.00477717-0.0036146j 0.00868068+0.00774054j 0.000584131-0.00197412j 0.00396899-0.00327597j 0.000725386-0.00174781j -0.00130973-0.0013924j 0.00309423-0.00302961j -0.00487328+0.00583814j -0.00365488-0.00149368j 0.00283292+0.00263439j 0.00385858-0.00187909j 0.00105191-0.00112246j -0.0103584+0.00022329j -0.00104367-0.000117128j 0.000264543-0.00215292j -0.00206817+2.49877e-05j -0.000713851-0.00114484j -0.00395454+0.00117376j 0.00135672-7.34421e-05j 0.000373397+0.000862294j 0.000424798+0.000662616j 
-0.00151077+0.000311775j -0.00249265+0.00224234j -0.00182577+2.33477e-05j 0.00480005-0.000845891j -0.00588244+0.00350436j 0.000691562+0.000510945j 0.000302432+0.0082948j 0.00160767-0.000624217j -0.00844051+0.00270824j -0.00944076+0.00110554j 0.00769239-0.00492507j 0.00543131+0.00183466j -0.00781852-0.00356989j -0.00521273-0.0019795j 0.00668568-0.00136264j 0.000214982-8.41816e-05j 0.00608359-0.0060388j -0.00325129+0.00975884j 0.00185739+0.00696618j -0.00425955-0.00480063j 0.00108662+0.00314132j -0.00232616+0.00395182j -0.00277434-0.00338362j -0.00509376+0.0105355j 0.00642973+0.0025084j 0.00256372+0.00698636j 0.000912623-0.0030401j -0.00564008-0.000440092j 0.00377255-0.00890993j 0.0022339-0.00187004j 0.00205514+0.00150022j 0.00194827+0.00436323j 0.00750406+0.00616561j -0.00818985+0.000915217j -0.00381447-0.00324957j 0.00157966-0.00401817j -0.000914627+0.00133291j 0.00451489-0.0060026j -0.000818586-0.000830674j 0.00281949-0.00184255j -0.00125998-0.00106706j 0.00198899-0.00724343j -0.00467278+0.00233584j -0.00147013+0.00278329j 0.00678538+0.000401204j 0.00396173-0.00748114j 0.00283226-0.00349806j 0.00460329+0.00500665j 0.00170621+0.00323368j 0.00145077-0.00314688j 0.00648387+0.00912753j 0.00301754-0.000852869j 0.000947212-0.000393713j 0.00127435+0.00236294j 0.000386202+0.000501349j -0.0010533-0.00212929j -0.000229105+0.00123298j 0.00216898+0.00325084j -0.0032674-0.000378187j 0.00147376-0.00111093j 0.00421207-0.000224174j -0.00164518+0.000738527j 9.49268e-06-0.00383013j -0.000801613-0.0035281j -0.00166815-1.60828e-05j 0.000832548+0.00125245j -0.000126049+0.00237022j 6.17489e-05+0.00124221j 0.00218291+0.00279913j 
-0.000333281+0.000155346j 0.000274308+0.00125924j -0.00267194-0.00200874j -0.00193708+0.002315j 0.000115643+0.00267731j -0.00350055+0.00142435j -0.00394538-0.00129043j 0.0023393+0.00132053j 0.00953686-2.58172e-05j 0.00641097+0.00122194j -0.001419-0.00471019j -0.0108726+0.00366189j 0.00452257+0.00951751j 0.00106747-0.00100031j -0.00713641+0.000356245j 0.0116675-0.00861155j -0.000739481+0.00122876j 0.0056-0.00463477j 0.000799468-0.00600678j 0.0119806-0.00318212j 0.00791366-0.000710581j 0.0058779+0.000633749j 0.0011346+0.00297128j 0.0103893+0.00482937j 0.000444306-0.00597668j 5.18654e-05-0.000861401j 0.00676739-0.000491472j -0.00770923+0.00341199j -0.00781799+0.000584382j -0.00344222+0.00767298j -0.00539045+0.000769299j -0.00922221+0.0049456j 0.00365069-0.00244473j -0.00365751-0.0032039j -0.000411395-0.00396046j 0.00224117+0.00114954j 0.00607136+0.00316184j -0.00478573-0.00215307j -0.00312908-0.00294195j 0.00846397-0.00427179j 0.00327888-0.0019843j 0.000326834-0.00243971j -0.00018083+0.00274242j -0.00591682+0.00317188j -0.000668128-0.000210633j 0.00515865-0.00315028j -4.12041e-05-0.00274552j 0.00323847+0.00103859j 0.00378559+0.000138321j 0.00520441+0.000763047j -0.00168485+0.000114251j -0.00110463+0.00208805j 0.000838086-0.0012924j 0.00024599-0.000682044j -0.000149764+0.00252986j 0.0045286+0.000703977j -0.00198411-0.000843175j 0.00450434+0.00358281j -0.00300785+0.000995335j 0.00207383+4.61948e-05j 7.26161e-07-0.00252194j 0.00447809+0.00121297j 0.000290347-0.00139555j 0.00159705-0.000507944j -0.00159341-0.00171203j 0.0043442+0.000166485j -0.00487322+0.000465495j -0.000766091+0.00098103j 0.00259068+0.00029529j 
0.000430003-0.00215386j 0.00088943+0.00214789j -0.00304982-0.000884198j -0.000503549+6.95125e-05j 0.00119951+0.00116894j -0.00588113+0.00153204j -0.00437043-0.00151758j 0.0035375+0.000840599j -0.00117694-0.00775489j -0.000137921-0.0033371j -0.00202035+0.000473262j -0.00198203+0.00224758j 0.00147619-0.00459145j 0.00746255+0.0039892j 0.00681245+0.00679862j 0.00142617+0.00369257j -0.00246072+0.00726869j 0.00182807-0.0030076j 0.00586069+0.00834738j 0.00630976+0.000462988j 0.0015914+7.70314e-05j -0.00160924-0.00343627j 0.00612952-0.00535416j -0.00932018-0.00785044j 0.000283893+0.0073263j -0.00588403-0.00234173j 0.00754815-0.00467504j -0.00585895-0.00405362j 0.00763869+0.0135767j -0.00795993-0.00902774j -0.00396576+0.000299468j 0.00318036+0.00862103j -0.000811482+0.0104576j -0.00216759-0.00568821j -0.00878402+0.000661305j -0.00849204+0.0104203j 0.00122703+0.00916948j 7.31114e-05+0.00494162j -0.00160619+0.00307133j 0.00335702+0.00350006j -0.0106673+0.00472778j -0.00403902+0.00022235j 0.00323084+0.000212975j -0.00117389+0.00498385j -0.00937362+0.00440122j 0.00227812-0.000880852j 0.00051492-0.00404841j 0.00424796+0.00671289j -0.00322364-0.00400058j -0.00215628-0.000388968j 0.00162246+0.00592972j 0.00194171+0.000296767j 6.70148e-05+0.00109291j 0.00143056+0.00454426j -0.00169606+0.00159157j -0.00111678+0.00016466j 0.000374305+0.000188996j -0.000719778+0.00280651j -0.00145488-0.000164704j 0.00067968+0.00129224j 0.00169164-0.00111173j 0.00358413-0.00444789j 0.00271431-0.00156597j 0.00236635-0.0034161j 0.00131315+0.0023283j 0.00255335+0.001516j 0.00174069-0.000503159j -1.34262e-05+0.00188488j 0.00155719+0.00121325j 
-0.000582694+0.00383743j 0.000608438+0.000871418j -0.000139611-0.000243579j -0.00233884+0.0014915j -0.00143866-0.00185468j -0.00138017-6.80857e-05j -0.0011504-0.000902524j 0.000404718-0.000200798j -0.00446492-0.00164726j -0.00728727+0.000318626j 4.46187e-05+0.0053389j -0.00167043+2.63984e-05j -0.00564661+0.00469189j 0.00250183-0.00380184j 0.00458035-0.0024277j -0.00943202+0.00211587j -0.00691126+0.00490947j -0.00345638-0.00243277j -0.00285382-0.000383099j 0.00019892+0.000356117j -0.00634975+0.00401411j 0.00403344+0.00401989j 0.00151308+0.0011017j 0.0045055-0.00189289j 0.00233879+0.00296292j -0.00127575+0.000565451j 0.00274067+0.0103921j 0.00616825-0.000807914j 0.000411966-0.000807967j 0.0118257+0.00163059j -0.0047414-0.00873695j -0.00129743-0.0031423j -0.0109777-0.00287678j 0.00428129+0.00107086j 0.00494953-0.00405336j 0.00604728+0.00187111j 0.00159718+0.00321061j -0.000929512-0.00387153j -0.00272829-0.00636647j -0.00058705+0.00344863j -0.00168471-0.00502664j -0.00444531+0.00233671j -0.000592146+0.00354156j 0.00350892+0.000561211j -0.000723834-0.000258786j -0.00267893-0.00204936j 0.00215304-0.00293378j -0.00340493-0.00595348j 0.00255699-0.000231129j -0.00345331-0.00300225j -0.000503221+0.00357598j 0.00116953+0.00154625j -0.00214703-0.00282002j -0.00569215-0.00145062j 0.00164126+0.00207844j 0.00056303+0.000494089j 0.00204227-0.000581479j -0.00103526-0.00435548j -0.00140406+0.00582275j -0.00455765+0.00287924j -0.000889016-0.00104539j 0.0022374+0.00199128j 0.000526476-0.00210499j -0.000186143+0.000850726j 0.00170741-0.00235118j 0.00195668-0.000468087j -0.000883621-0.00326142j -0.00372591-0.00163257j -0.000567253-0.000711805j 
0.00264277-0.00242522j -0.00349399-0.000228904j 0.00555576-0.00264806j 0.00141922-0.00209704j -0.00217825+0.000733006j 0.00407884+0.000795873j 0.000668524+0.00231645j -0.00135652+0.00305704j -0.0045882+0.00324077j -0.0010475-0.0012199j 0.000808493+0.000948642j -0.000275524+0.0026957j -0.00203455-0.0057711j -0.00147737+0.00899985j 0.0053173-0.00667852j -0.0112338+0.001583j 0.00604613-0.00914982j 0.00978023+0.00434124j -8.29536e-06+0.000120397j 0.00106863-0.00399954j -0.00511951-0.000678904j -0.00355826-0.00395468j -0.00542638-0.00589102j -0.00180239+0.00808355j -0.00592393+0.00703971j 0.00238128-0.00450386j 0.00564698-0.00230132j 0.00719872-0.00043242j 0.00165684-0.00613109j 0.00430635+0.000834999j 0.00110913-0.00391367j 0.00390005+0.00135799j -0.00647205+2.26393e-05j 0.00668507-0.00709758j -0.00275507+0.00479883j -0.00232621+0.00064433j 0.0030684+0.00654044j -0.00137119+0.00767323j 0.00068647-0.00749073j -0.0042662-0.00273787j 0.000214296+0.00544702j 0.0015789-0.0056067j -0.000709495-0.00155402j 0.00204489-0.00125123j 0.00240485+0.00362402j 0.00237256-3.56648e-05j 0.00049054-0.00208196j 9.2998e-05+0.00348027j 0.00132923-0.00565304j 0.00149294+0.000390782j 0.000631207-0.00429225j 8.33433e-05-0.00213833j 0.00214365+0.000913018j 0.00296577+0.00064555j -0.000193996+8.05169e-05j 0.00217559+0.000349156j 0.00309565+0.00335894j 0.000925758+0.00297131j 0.00256307-0.00350576j -0.00292139+0.000159934j 0.00447332-0.000375218j -0.0049307+0.000264934j -0.00285166+0.000723337j 0.000715948+0.000639189j -0.000433625+0.00205487j -0.00171802+0.00249566j 0.00173174+0.00123629j 0.000794957+0.002487j -0.000703625+0.00148227j 
