0.0015041+0.0099587j -0.0103337+0.00248203j -0.0063754+0.00144858j -0.00112919-0.00603835j 0.00167601-0.00128917j 0.00318534-0.00288591j -0.00340327-0.00412526j -0.00212894+0.00123942j 0.00029204-0.000653436j 0.00052391-0.00129428j -0.00149056-0.00118154j -0.00569692-0.000205377j 0.00173399+0.00765907j -0.00727634+0.00249315j -0.00174839-0.00160473j -0.000498324+0.00165157j 0.000785941-0.00332352j 0.000241651+0.00127216j 0.00611824-0.00105655j -0.00150787+0.00199514j -0.00451696+0.000894719j 0.00307402+0.000277182j 0.00108247+0.00256642j -0.0045879+0.00321135j 0.00494679-0.00205154j 0.00155769+0.00134062j 0.00232805+0.00113096j -0.00358867+0.00166978j -0.00162132+0.00596821j -0.000482706-0.00210188j 7.15101e-05-7.00866e-05j 0.00546386+0.00181735j -0.00374599+0.00207368j 0.00214245+0.00226396j -0.00142393+0.00225113j 0.00431686-0.000794447j 0.000832284-0.000792901j 0.00237837+0.00702337j -0.00143181+0.00629667j -0.00185514+0.000518093j 0.00470922-0.00447083j -5.3424e-05-0.000590551j 0.0022772+0.0037001j -0.00077333-0.0027552j 0.00131029-7.73761e-05j 0.00310848+0.00117784j 0.00190815+0.000429131j 0.000706917+0.00056598j 0.00443371+0.00068404j 0.000230476+0.00330515j -0.00332764-0.00200806j -0.000122518-0.000271757j -0.000589488+0.000713801j -0.00168888-7.63799e-06j 0.00469996-0.00625374j 0.00441132+0.0125866j 0.014843-0.00703341j -0.002283-0.00627333j 0.00723308+0.0028774j 0.00567323-0.000457315j 0.00325415-0.00477322j 0.00296977+0.000426872j 0.00361918-0.00410672j -0.00384521+0.00153231j -0.00817118-0.00486816j -0.00586659+0.00992163j -0.00464725-0.00487824j 0.0173569+0.0150657j 0.0168474-0.0155881j 
-0.00519398+0.000466932j 0.00027256+0.000879496j 0.00336459+0.00183863j 0.000722731-0.00306499j 0.002396+0.00263985j 0.00373018+0.00014297j 0.00296689+0.00502054j 0.0043043-0.00678152j 0.00295048+0.00364992j 0.00227401-0.00118548j -0.00252787-0.00124204j 0.00120928-0.00387434j -0.00367867+0.00732063j -0.00356398-0.00774337j 0.00426856-0.00417534j 0.00524042+0.00576143j 0.00299807-0.0021034j -0.00036655-0.011488j 0.0122518-0.00234741j -0.00226091-0.0101776j 0.00011846+0.00552066j -0.00818468-0.00212916j -0.00454917-0.00824792j -0.0103586-0.00250246j -0.0014362+0.00470992j 0.00379408+0.00548502j -0.00502951+0.00204725j -0.0029895-0.00024302j 0.000131083-0.00425943j 0.00049455+0.00983621j -0.0018387-0.000652895j 0.00834884-0.00292544j 0.00740258+0.00923306j -0.00363374+0.00188206j -0.0101917-0.000822325j 0.00784551+0.00382911j 0.00225269-0.00369414j 0.000445346+0.00017022j -0.000826689-0.00757334j 0.00226859-0.00381112j 0.00245135-0.00501475j -0.00871972+0.00255665j 0.000509867+0.00268296j 0.00105052+0.000580414j 0.000147518+0.00340502j -0.00324549+0.000621038j -0.00050275+0.000132683j 0.00559108-0.00467628j -0.00168082-0.00517606j -0.00379818-0.00136984j 0.00280465-0.00311108j 0.00278382-0.0030395j 0.00245678+0.00104426j -2.86114e-05+0.00014628j 0.00198316-0.00444586j 0.00108375+0.000929407j -0.000749139-0.00118856j -0.00012085+0.00148972j -0.00364994+0.000703022j -0.000815801+0.00470328j 0.00168663+0.00156178j -1.74365e-06-0.00276526j 0.00191989+0.00125481j -0.00211424+0.00182174j -0.00159949+0.00172407j -0.000331319-0.000602304j 0.00427985-0.00309958j 0.00264195+0.00103668j 0.00309996+0.000487378j 
0.00119127+0.00281298j 0.00106284+0.00307137j 0.00216634-0.00203758j -0.0013816-0.000769853j 0.00447225-0.000837863j -0.00135508+0.0008209j -0.000789728+0.00329398j 0.000328825+0.0109748j -0.00474708+1.62163e-05j 0.000926686-0.00201157j 0.00443442+3.76357e-05j -0.00481731+0.00788748j 0.00178199-0.00339746j -0.00146469+0.00820437j 0.00138205-0.00754991j 0.00500012+0.00686557j 0.00332627+0.00147339j -0.00221093-0.00519651j 0.00012733+0.00256314j 0.00501277+0.00183841j 0.00207257+0.00428809j -0.00310293-0.000327622j 0.000773135-0.00140879j -0.0132201-0.00422326j -0.00663812-0.00398993j 0.00397654-0.00439792j -0.00211245-0.00974787j -0.00591433-0.00447687j 0.00402533-0.00696577j -0.00484689-0.000328896j 0.00188476-0.0067649j -0.00081732+0.00463045j 0.00198128-0.00637163j -0.00337454+0.00639321j 0.00359232+0.00159466j 0.00174772+0.00151596j 0.000478392+0.01028j -0.00661181+0.00356216j 0.000997893+0.00488986j -0.000595066+0.00383466j -0.00277509+0.00430192j 0.00160645+0.000362124j -0.000434768+7.92283e-05j -0.00202931-0.00178862j -0.00380406-0.000110505j 0.000144325-0.00528425j 0.00270852-0.0020582j -0.00582956+0.00154675j 0.000864654+0.000409779j 0.00297919-0.00219923j -0.000300039-0.00153794j 0.000250013+0.000485444j -0.000898413-0.000203266j -0.000175465-0.00325281j -0.000995723+0.00193745j -0.000703247+0.000575319j 0.00241064-0.000568987j -0.00289885-0.00103805j 0.00297336+0.00107878j -0.000833908+0.00231608j 0.0034368-0.00115687j -0.00190386-0.000530224j -0.0039026+0.00240058j 0.000442634+0.000448445j 0.00353665-0.000542967j 0.00322587-0.000883286j -0.00191563+0.000973936j -0.00160803-0.000223943j -0.00107065-0.00185465j 
0.00148486+0.00359814j 0.00476447+0.00304325j -0.00250238+0.00719419j 0.00181803+0.00355121j -0.0024483+0.00157338j -3.85437e-05-0.00286275j -0.00496039+0.00531847j 0.0062131-0.00330022j -0.00372762-0.00762049j 0.00277277-8.33045e-05j 0.00591485-0.005184j -0.00119598+0.000556708j 0.00454379+0.00215935j -0.0075183-0.00350065j -0.00495257+0.0109909j 0.0136417-0.000951458j 0.00270265-0.00373488j -0.00229127-0.00130758j -0.00994338+0.00366623j -0.00556135-0.00613448j 0.00589872+0.00585247j -0.00108533-0.00345616j -0.000879533-0.00423481j -0.00495333-0.00273649j 0.00076123+0.00404025j 0.000873908-0.0109767j 0.00533218+0.00104357j 0.00390591-0.00209583j -0.0024216-0.00391789j 4.80369e-05-0.00198258j 0.00384779-0.011771j 0.000248165+0.00550991j -0.000992744-0.00330454j 0.00690939-0.000812616j -0.000367522-0.00160524j 0.0011812+0.00101042j -0.00138901+0.00907906j 0.000779743+0.00468241j -0.00253502-0.0032839j 0.000516785+0.00325541j -0.00241861+0.00152396j -0.000126495-0.00120287j -0.00629648+0.00234782j -0.00253986+0.00348503j 0.00553629+0.00389666j 0.0012775-0.000406944j -0.00261606-0.000812962j -0.000296896+0.00210385j 0.003159-0.0031698j -0.00276127-0.00211562j -0.00208243-0.000429804j -0.00282582-0.00149527j 0.00700458+0.00246721j 0.00128702-0.000782716j -0.00378961+0.00191918j -0.00184663-0.00377707j -0.00369518-0.00172928j -0.000804623+0.00199727j 0.00168158+0.00373217j 0.00159793-0.00078822j -0.000653796-0.00164286j 0.00218124-0.00103233j -0.00295239-0.00161596j -0.00400702+0.00209772j -0.00330777-0.000989667j 0.000940862+0.000358894j -0.00322135+0.000595657j -0.00323682-8.99609e-05j 0.00162599+1.72338e-05j 
-0.00511284+0.00546463j 0.00178928+0.00356762j 0.000553607-0.0024587j 0.00722039+0.0050433j -2.99565e-05+0.00375945j 0.000139126-0.00276224j -0.00339135-0.000516055j 0.00842734+0.00226707j -0.00258081+0.00015495j 0.0021404+0.000443341j -0.00609897-0.0047864j -0.000811298+0.00645093j -0.00305834+0.00482111j 0.0021489-0.00414189j 0.00924596+9.02306e-06j 0.000127219-0.000783297j 0.00934869+6.80506e-05j 0.00195386-0.00164394j 9.0113e-05-0.00573633j 0.0106214-0.00249479j -0.000538125+0.00412826j 0.00552616+0.00343789j 0.00145762+0.000384272j -0.00664602+0.00157856j -0.00607629-0.00635955j 0.00903249-0.00135978j -0.00203209-0.00533867j 0.000671759+0.0104472j 0.00619185-0.00453968j 0.00920082-0.00305958j -0.000956486+0.0017689j -0.00318568+0.00488874j 0.00112524-0.00480083j -0.00517182+0.00158553j 0.00216276-0.00283027j 0.00109456+0.0031632j 0.00337305-0.00319805j -0.00233279+0.00312646j 0.00981933+0.00267492j 0.000309194-0.000857564j 0.00136325+0.000332513j 0.00267064-0.00673301j -0.000432787-0.00326182j 0.00129825-0.00125692j -0.0061634+0.00238916j 0.00424472-0.000694966j -0.00179993-0.00100107j -0.00332912-0.000473125j 0.00088437-0.00424125j -0.00195281-0.00074104j 0.00468086-0.000204767j 0.0064681+0.0015541j -0.00341799-0.000499066j -0.000215203+0.00119737j 0.00211102-0.00157113j -0.000795196-0.000116009j 0.00163749-0.00249328j -0.00238717-0.00159099j 0.00354067+0.00130936j -0.00602805-0.00251509j -0.00340102-0.00089155j 0.00471259-0.00202851j -0.00401199-0.00029148j 0.00409702-0.000780019j 0.000182021-0.00018236j -0.00021001-0.00276538j 0.000932751+0.000485687j -0.000388263-0.00122932j 0.00380443-0.00156462j 
-0.000607159+0.00119679j -0.000320817-0.00212577j 0.00144449+0.00339025j -0.00247398-0.00240087j 0.000543439-0.00354137j 0.00463469-0.00736233j -0.00102546+0.00187021j -0.00517551+5.34663e-05j 0.00455593+0.000938912j -0.00468428+0.0018252j 0.0055233-0.0032175j -0.00938326+0.000563072j -0.00199853-0.000692334j -0.00469196-0.00355167j 0.00186092+0.000767762j -0.0042583+0.000111981j -0.00318323-0.00573132j 0.00312566-0.00825065j 0.0108147-0.00121486j 0.000628004-0.00523441j 0.00226973+0.00557935j -0.000953419+0.00787674j -0.00596614-0.0137043j 0.000712097+0.00452491j 0.000619779-0.00276282j -0.00565507-0.000753112j 0.00320299-0.00706856j 0.00626288-0.000823907j -0.00373616-0.0104863j -0.00252969+0.0119102j 0.00304216-0.000829693j -0.00303974+0.00199844j 0.00313247+0.00458739j -0.00419509-0.00361881j -0.00231796+0.00609534j 0.00934694+0.00299483j -0.00401716+0.00251165j 0.00306812-0.000902194j -0.00703965+8.66635e-05j -0.00159687-0.00293197j -0.00391612+0.000351009j 0.00560744+0.00274316j -0.00248799+0.000380543j -0.00093901-0.000399865j -0.00425879-0.00147611j 0.00716906-0.000821376j 0.00550291+0.00632367j -0.00292682+0.0013949j -0.00598482-0.00110205j 0.00209469-0.00492561j 0.00315935-0.00236232j 0.000483689+0.00752203j 0.000174875-0.00399167j -0.00023397-0.0079219j 0.00345057+0.00168425j 0.000765419-0.0045696j 0.0039097+0.0032747j 0.000241675-0.00145788j -0.00131258+0.00133847j 0.00302184-0.0030238j 0.00500713+0.000197559j -0.00166543+0.00286071j 0.00222646-0.000734474j -0.00419413+0.00290655j 9.04199e-05-0.00374572j -0.000442998-0.0021349j 0.000266527-0.000474636j 0.000463617-0.00366684j -0.0024631+0.000215371j 
0.000752961+0.00382597j 0.00260214-0.000153421j -4.48296e-05+0.0091513j -0.00108504-0.00106896j 0.0017036-0.00402876j 0.00193332+0.00131567j 0.00620794+0.00198752j -0.00094266-0.00458098j 0.00175387+0.00300175j 0.00112187+0.00334327j -0.00420219-0.00606132j 0.00291178-0.00457737j -0.00570608+0.00449764j 0.00341836-0.0107652j -0.00253414+0.00254639j 0.00188547+0.00589069j 0.00132527-0.00250571j -0.000559166+0.00814467j -0.000413671+0.00220356j 0.000731148+0.00512681j 0.00388057+0.00727726j 0.00782176+0.00403192j 0.00409724-0.00136722j -0.000608612+0.0148002j 0.00074854+0.00156264j -0.00140626-0.000953776j -0.00902859+0.0101886j 3.48595e-05+0.00400917j -0.00272923-0.0184254j -0.00336891-0.0038705j 0.000162064-0.000870347j -0.00246716+0.000873168j -0.00651974+0.0080989j -0.00746563+0.00177725j -0.000835419-0.00647392j 0.000726981-0.00401441j 0.00420397+0.00123538j 0.000511578+0.00083644j 0.0066749-0.00061771j 0.00387107+0.00162697j 0.00351555-0.00309723j -0.00187592-0.00580687j 0.00075896-0.00420952j 0.00125826-0.00532818j -0.00643868-0.00218107j 0.000339148+0.0022844j -0.00469992+0.00702026j -0.00244325+0.00417221j 7.86252e-05+0.00474427j 0.000516174-0.000425647j -0.00232684-0.00188764j -0.0021599+0.00266595j -0.0030029+0.000345708j 0.00342234+0.00377498j -0.000875277+0.000738078j 0.00428513-0.000502632j 0.00050063-0.00684223j -0.00163493-0.00152659j 0.0013426-0.000236273j -0.00524065-0.00373976j -0.00209574-0.000318696j 0.00280626+0.000401035j 0.00358025+0.000382272j 0.0027964-0.00187927j 0.000437377+0.00158259j -0.00195474+0.00144199j 0.00032757+0.00199328j -0.00456886+0.00160466j 0.0020537-3.10887e-05j 
-0.000899812+0.00248954j 0.00368423+0.00194222j -0.00139748-3.07275e-05j 0.00546052-0.00276803j -0.00302935-0.00469109j -0.00538113-0.00264678j 0.00254182-0.00359921j -0.00286668+0.00626005j 0.00285209+0.00617473j -0.00419375-0.00264122j 0.00339458+0.0068095j -0.000150171-0.00867979j -0.00966877+0.000898428j -0.0140896+0.00449838j -0.00359614-0.00685362j 0.011265+0.0132433j -0.00808159-0.0068068j 0.00895498+0.00133004j 0.00240412+0.00545813j 0.000759327+0.00548626j -0.000891795+0.0071718j 0.00584357-0.00452813j -0.000121158+0.00360472j 0.00939512-0.00274835j 0.00846733-0.00011567j 0.0122954+0.00012944j 0.00781299+0.0046993j -0.0013197-0.00246783j -0.0104978-0.00420163j -0.00259202-0.00628084j 0.00665788+0.00633543j -0.0057157-0.00244847j 0.00719746+0.00181358j 0.00123488-0.00104887j 0.00365276+0.00127735j -0.0098146+0.00158151j -0.00610216+0.00143242j -0.0019197-0.0064022j 0.00162345-0.00411635j -0.00914045-4.75765e-05j -0.00240663-0.00384698j -0.000708882-0.00265323j -0.00420727+0.00208056j -0.00226373-0.00906404j 0.000890712-0.00173231j 0.00227287-0.00100086j 0.00386135+0.00623423j 0.000284255+0.00136621j 0.00135838-0.00560236j -0.000652431+0.00191511j 0.000319227+4.10374e-05j 0.000193155-0.00388305j 0.000482914+0.00425131j 0.00389447+0.00166017j 0.00138378+0.000111697j 0.00316506-0.0036964j -0.00185-0.0025453j -0.000905623+0.00247542j -0.00111364+0.00317447j -0.00756815+0.00268871j -0.00241434-0.00152666j 0.00600814-4.91636e-05j -0.00159809-0.00255285j -0.00033454-0.00491001j -0.000666788-0.00114333j 0.00275814-0.000287865j -0.00103668+0.000973242j -0.00114673+0.00182531j 0.00462976+5.32836e-05j 
-0.00384901+0.00333173j -0.00569838+0.00305215j 0.00380806-0.000625151j -0.00167915+0.00553147j -0.00253626+0.000935025j 0.00584894+0.00286525j 0.000211916+0.00676709j 0.0042707+0.00248403j 0.010053-0.00461482j -0.00542063+0.0013946j -0.00227236-0.000318957j -0.00805438+0.00655401j 0.00356227+0.00899982j -0.0105477+0.000424923j 0.00838645+0.00388463j -0.00321525-0.00753811j 0.00180916+0.00479832j 0.00267947+0.0112265j 0.00032246-0.0119059j -0.0025981+0.000313133j 0.00243723+0.00544555j 0.000300183-0.00101963j -0.00653847-0.00748098j -0.00123585+0.00383427j 0.00744585-0.00217514j 0.0080041+0.000388949j 0.0030878+0.0083041j 0.0026625+0.0111016j 0.00524386-5.88535e-05j 0.0144751+0.00729405j 0.0024377-0.00612624j -0.00473061+0.00431029j 0.00808602-0.00556132j -0.00365961+0.00262119j -0.000116992+0.00342965j -0.00117371-0.00154144j -0.00331196-0.00232344j -0.00615446+0.00197113j -0.01101-3.11513e-05j -0.00659758-0.00288823j -0.00232766-0.00330431j 0.00301516+0.000482246j -0.00673554-0.00775733j -0.000855101-0.00381148j 0.000893424+0.00308584j 0.00194365-0.00115503j 0.00798963-0.00167228j 0.00432885+0.00233826j 0.00312705+0.00252493j 0.00353289-0.00296725j -0.0033837+0.00353812j 6.34953e-05-0.00167586j 0.00648328+0.00330438j -0.00410378+0.000989322j 0.00176886-0.00214183j 0.00306581-0.00605686j -0.00113531+0.00324989j 0.00178426-0.000982439j -0.00266408-0.00101402j 0.00424167-0.000583402j -0.000923127-0.000760169j 0.00237044+0.00567285j -0.00018007-1.54264e-05j -0.00286223+0.00124273j -0.00365169+0.00191523j -0.000609134+0.00220069j -0.00019424+8.40209e-05j 0.00326707-0.000328887j 0.00186571+0.000367609j 
0.00658182-0.00308076j -0.00274112+0.0043679j -0.00201881-0.000338268j -0.00108469+0.00370855j -0.000831548+0.00373336j -0.00543136+0.00571396j -0.00507-0.00135131j -0.00376122-0.00174757j 0.00451335-4.9225e-05j 0.000381761-0.00184878j 0.00113977+0.000735352j 0.00860146-0.00232417j 0.000363275+0.00758003j -0.00504293+0.0028041j -0.00672217+0.00835626j 0.00102876-0.0109371j 0.00685707-0.00133498j 0.00275258-0.0051859j 0.000513554+0.00603035j 0.00234174-0.00375917j -0.000252184-0.0101098j 0.0116438+0.000427286j 0.0116637+0.00253051j 0.00666753-0.00493797j 0.00269343+1.39811e-05j 0.00244944-0.00721759j 0.00852254+0.0033835j 0.000599289+0.00607697j -0.0074976+0.00348636j -0.000697224+0.00674061j 0.00509944-0.00561188j -0.000666236-0.00124927j -0.00195507+0.00113646j 0.00499054-0.00429274j 0.00523005-0.00152034j 0.00470522+0.00457795j -0.0111346+0.00265777j -0.00449752-0.00756814j 0.00500477-0.00230735j -0.000324761+0.000544222j -0.00466742-0.00111557j -0.00492603-0.000991824j -0.00226222+0.00178524j -0.00170648+0.00279751j 0.00373145+0.00254897j 0.00143284-0.000641427j -0.00216513+0.00329061j 0.00690411+0.000981167j 0.00131144+0.000248272j 0.00224295-0.0034252j 0.000140355+0.00354235j -0.00335263-0.000315859j 0.00348414-0.00118849j 0.00372535-0.00110875j -0.000403532-0.00123759j 0.00271446-0.00116829j -0.000867734+0.00125469j 0.00385762+0.00332434j -0.00451141-0.000875755j 0.00143758+0.00291225j 0.00542734+0.00101719j -0.00106105-0.00298434j 0.00306252-0.000225996j -0.00271654-0.00192494j 0.00132868+0.000278842j 0.00445438-0.000252374j 0.000903194+0.00324349j 0.000301483+0.00303058j 0.000579033+0.000245872j 
-0.000636744+0.000903875j -0.00287409-0.00277598j -0.0019504-0.00083156j -0.00198092-0.000813525j 0.000496837-0.00352025j -0.000969758-0.00073905j -0.00245533+0.00126703j 0.0013064-0.00156447j 0.0111445-0.0102942j 0.00237218-0.000679938j 0.000106997-0.000233422j 0.00239087+0.00946118j 0.0101746-0.00642204j -0.000470154+0.00877587j -0.00242992-0.00126354j -0.000714036+0.00330435j 0.0137483-0.00294065j -0.00607736-0.0067977j 2.36406e-05+0.000469719j 6.33322e-05-0.00150534j -0.00563029-0.00514816j 0.00605982+0.000383706j 0.00304939+0.00717393j -0.000798885-0.00622545j -0.00724175+0.00252226j 0.00357371+0.00184603j 0.000739484-0.00439166j 0.00140369+0.0017067j -0.00362838+0.00175196j 0.0171499-0.00499727j 0.000892546-0.00200716j 0.00221516+0.0012938j 0.00281668-0.00269538j 0.00268741-0.00098342j 0.00132457-0.00144254j 0.00566592-0.00418449j -0.00671622+0.00442204j -0.00561822+0.00138167j 0.00173113+0.00416409j -0.0059246-0.000560236j -0.00355114+0.00407497j -0.000769137-0.00271287j 0.000315949+0.00382504j -0.00548568+0.00198601j -0.00162467+0.00535514j 0.00165835-0.00430019j 0.000365352-0.00271218j -0.00110599-0.00378617j 0.006235-0.000139604j -0.000576106-0.00113793j 0.00444652-0.000430652j 0.00146724-0.000698119j 0.00143168-0.00159374j 0.00275402-0.00116485j -0.00283257-0.00447871j 0.00129996+4.36065e-05j 0.0033572-0.00115128j -0.000607796-3.28358e-05j -0.00323213-0.000167368j 0.00356949-0.000483805j 0.00460075+0.00251429j 0.00113977-0.00368934j -0.00107148+0.00188375j 0.00200396+0.00313684j 0.001843+0.002749j 0.000530301-0.00165456j 0.00184797+0.00171377j 0.00122743+0.00132268j -0.00100683-0.00140596j 
0.00607741+0.00161891j -0.00420584+0.000184358j -0.00079163-0.00380837j -0.00354969+0.00400953j 0.000673229-0.00138619j -0.00307022+0.000918218j 0.00103114-0.00145194j 0.00130665+0.00222466j -0.000976586+0.0159401j -0.0035367-0.00317667j 0.00800838+0.00766545j -0.0011782-0.0014319j -0.00528581-0.0113875j 0.00225264-0.0074682j -0.00454484-0.00554947j -0.000716431+0.00121586j 0.0022499+0.00944732j -0.00266002-0.00271704j 0.00117537+0.00151137j 0.00490803-0.000824787j 0.0100753-0.00587758j 0.000103009+0.000613196j -0.00709021+0.00642927j 0.00348037-0.00224922j -0.00119537+0.00169691j 0.00518853+0.0114973j -0.00184775-0.00148953j -0.00543038-0.00610268j -0.000711801+0.00114393j -0.00328203+0.0146633j -0.00142119+0.00514902j -0.00125512-0.00303611j 0.00494621+0.0033957j 0.00159692+0.00330575j 0.00112057+0.00480944j 0.00183514-0.00191759j 7.87414e-05-0.00603984j 0.00171081-0.00754275j -0.00349099+0.00280561j 0.000474916-0.00794349j -0.000606029-0.00234288j 0.0018415+0.00255853j 0.00171153-0.00118066j 0.00244689-0.000719505j 0.000356575-0.00327556j 0.00161745-0.000492486j -0.0022825-0.000788496j -0.00149351+0.0001289j -0.00200481+0.00245078j 0.00267215-2.03706e-05j 0.00119645-0.00279045j 0.00244383-0.00263735j -0.00325995+0.00267819j -0.00313145-0.000555944j 0.00690486-0.00314218j -0.00158879+0.00714645j 0.00277381+0.00269522j -0.000644416+0.00284327j 0.0010778-0.00454852j -0.00175423+0.00497929j 0.000693897+0.00369523j -0.000822012-0.00116313j -0.000959995+0.00463825j -0.000631875+0.00110695j -0.00129099-0.00229345j 0.000939866-0.00236168j -0.00276721+0.000164175j -0.00038088-0.000914459j -0.00372216-0.000219716j 
-0.000520869-0.00305122j 0.00309761-0.000657732j -0.0040125+0.00331768j -0.00240358+0.00127307j 0.00221303-0.00361165j -0.00374701-0.00464022j 0.00234312-0.000950628j 0.00250432-0.00189667j -0.00117826-0.00156782j -0.00224642-0.00187529j -0.00670233+0.000154969j 0.0061977+0.00998958j -0.00791029+0.00329316j -0.00245236-0.00818531j -0.0017933+0.00416914j -0.000384446-0.00590087j 0.00525444-0.00662607j -0.00715417-0.00305181j -0.0115294-0.00542798j 0.000174998-0.00883564j 0.000594422-0.00303124j 0.000646964-0.000448961j 0.000141144-0.00860284j 0.00365292-0.00187095j -0.0124393-0.00343181j 0.00310995-0.00214353j -0.00624443-0.00198966j 8.05068e-05+0.00401691j -0.000796778-0.00153308j 0.00175793+0.00561814j 0.00249599-0.00017097j 0.00135063+0.003921j 0.00128702-0.000922738j 0.00372037+0.00429478j -0.00502557+0.00546776j -0.00024861-0.00432713j -0.00801477-0.00492089j 0.000338401+0.0037885j 0.00264257-0.000784682j -0.00290869-0.00540719j 0.00412641-0.003389j 0.000959885-0.000696894j -0.00195283-0.010042j -0.000821698-0.0058208j -0.0027031+0.00346077j 0.000299245-0.000968101j -0.00434199-0.0044167j -0.00173156+0.00335851j 0.00331582+0.00103659j -9.58549e-05-0.00775702j -0.00446129-0.00342465j 0.00151433+0.0025653j -0.00408734+0.00602496j -0.00162373+0.000375201j -0.00061759-0.0039215j 0.00704039-0.00220022j 0.00337821-0.00328293j 0.00219502+0.00141758j -0.00336424-0.0013231j -0.00552981-0.00448797j 0.00427219+0.00717653j 1.36627e-05+0.00187993j 0.00198509-0.00228114j 0.00292465+0.00335752j 0.00199304-0.00180544j 0.00242294+0.000515962j -0.000350039+0.00227027j -0.00101628-0.00164651j 0.00151701+0.00216388j 
-0.00442005+0.00222401j -0.00274792+0.00119082j -0.00358684+0.00275869j -0.00410306+0.004595j -0.00416125-0.00180412j -0.00179341+0.00647097j -0.00773415+0.00295333j 0.00330268-0.000644604j -0.00830858-0.0068432j -0.00746188-0.0152329j 0.000820637+0.00423881j 0.00636578+0.00409499j 0.000282806-0.000340567j 0.000659311-2.25242e-05j 0.0022349+0.0095831j 0.00147555-0.00961451j -0.000202808+0.00210959j -0.00281625+0.000576488j 0.000920204+0.00396358j 0.00127063-0.00736326j -0.00222658-0.00761806j -0.000472536-0.00544987j 0.0125205+1.59997e-05j -0.00656406-0.0151528j 0.00693786+0.0070583j -0.000179426-0.000737069j -0.000622004+0.00506898j -0.000180831+0.00381426j 0.00892991+0.0114905j -0.0050854+0.00620476j 0.00440169-0.00109602j -0.00418899+0.00358245j -0.00386131+0.00140035j -0.0056049-0.00285187j -0.0010421-0.00310841j -0.00665686+0.00134179j 0.00325823+0.00109869j -0.0004869+0.00252148j -0.00395226-0.00467323j 0.00325426-0.000207097j 0.00207291-0.0070517j -0.00203366+0.00309677j -0.00367118-0.00426634j 0.00856411+0.00505407j 0.00343442+0.00139832j 0.00143344+0.00440455j -0.00671642+0.00328286j -0.00164129+0.00308841j -0.00201825-0.0011601j 0.00199189-0.000249803j 0.00180315+0.0028164j 0.0022722+0.00142905j 0.00271245+0.00294226j -0.00194909-0.00355258j 0.00282467+0.00402554j -0.00311163-0.00131487j -0.00212502+0.00360462j -0.00236167-0.000376415j 0.00186713-0.0029746j 0.00237884+0.000868964j 0.000696716-0.00179066j -0.00337884-0.000636568j -0.000333031+0.00120082j -0.000891108-0.0032341j 0.000665571-0.00105052j 0.00273192-0.000379703j -0.00392062+0.000343464j 8.92366e-05+8.09245e-05j -0.000742876+0.000603259j 
0.000951783+0.00407232j -0.000230144-0.00726468j -0.00694129-0.00290872j 0.00282695-0.00142772j 0.00506336-0.00581826j -0.000145428-0.00346359j -0.00536777+0.000168311j 0.00862274+9.7409e-05j -0.00542467-0.00412643j 0.00126645+0.000496588j -0.00226253-0.000475463j 0.00329953-0.0046737j 0.00262375-0.000305308j 0.00367109-0.00236171j 0.00465783+0.00373247j -4.68757e-05-0.00544392j 0.00286358-0.00391772j -0.0117527-0.00841389j -0.00383322-0.00354952j -0.00583858+0.000308377j 1.24981e-05+0.00196052j -0.00338384+0.00135383j 0.00557175-0.00462452j -0.00569047+0.0028997j -0.00286708-0.0010711j -0.0108659-0.00172116j -0.00225426+0.00132568j 0.00182861+0.00486188j 0.00529778+0.00202913j 0.000651686+0.00129279j -0.00132038+0.00180963j 2.99643e-05-0.00409815j 0.00507222+0.00306742j 0.000580296+0.00127923j -0.00262995+0.000136129j 0.00296043+0.00306534j 6.85711e-05+0.00172349j 0.00165792+0.000108498j 0.000674865-0.0041484j 0.00439303+0.00342718j -0.00208002-0.00127094j -0.000534425+0.00349872j 0.000902831-5.99977e-05j 0.00177421+0.00187964j -0.00154689-0.000619057j -0.000105588+0.000706928j -0.00139363+0.0033357j -0.00196952+0.00192715j -0.00390309-0.0025676j -0.000600044-0.00115769j -0.0015409+0.00068072j 0.00233105-0.000379224j -0.00201888+0.000460269j -0.000651523+0.00017359j 0.00174942-0.000537567j 0.000724834-0.0030363j -0.000344697+0.00134997j 0.000969399+0.000414855j 0.000886488-0.000618475j 0.00493019+0.000137695j 0.00115813-0.00245129j -0.00152688-0.00028777j 0.00202703+0.0019326j -5.04543e-05-0.00137857j 0.000445492+0.000631984j 0.000172982-0.00166789j 0.000913462+0.00327969j 0.00149335+0.0015032j -0.000794924-0.000897779j 
